Orthogroup	Euclidium_syriacum	Conringia_planisiliqua
OG0004607	ESY10_g14002_DN3_SP0_c0.t1	CP1_g37640_DN1_SP0_c.t1, CP1_g37641_DN1_SP0_c.t1, CP13_g19414_DN3_SP0_c.t1
OG0004608	ESY2_g35472_DN3_SP0_c0.t1, ESY4_g25289_DN3_SP0_c0.t1, ESY4_g25276_DN2_SP0_c0.t1, ESY4_g25274_DN3_SP0_c0.t1, ESY4_g25280_DN3_SP0_c0.t1, ESY4_g25286_DN3_SP0_c0.t1, ESY4_g25275_DN3_SP0_c0.t1, ESY2_g35684_DN3_SP1_c0.t1	CP9_g28596_DN3_SP0_c.t1
OG0004609	ESY10_g15184_DN3_SP0_c0.t1	CP13_g19908_DN3_SP0_c.t1
OG0004609	ESY10_g15198_DN3_SP0_c0.t1	CP13_g19909_DN3_SP0_c.t1
OG0004610	ESY7_g16785_DN3_SP5_c0.t1	CP13_g19992_DN3_SP5_c.t1
OG0004611	ESY3_g29193_DN3_SP8_c0.t1	CP12_g30421_DN3_SP8_c.t1
OG0004612	ESY5_g2997_DN3_SP3_c0.t1	CP1_g37995_DN3_SP7_c.t1, CP1_g40678_DN3_SP0_c.t1, CP1_g37996_DN3_SP0_c.t1
OG0004613	ESY2_g37258_DN3_SP0_c0.t1	CP1_g37975_DN3_SP2_c.t1
OG0004614	ESY5_g4872_DN2_SP0_c0.t1	CP8_g52763_DN2_SP0_c.t1
OG0004615	ESY2_g37151_DN1_SP0_c0.t1	CP12_g29998_DN2_SP0_c.t1
OG0004616	ESY2_g37066_DN3_SP0_c0.t1, ESY12_g51949_DN3_SP0_c0.t1, ESY12_g51950_DN3_SP0_c0.t1, ESY12_g51951_DN3_SP0_c0.t1, ESY2_g37058_DN3_SP0_c0.t1, ESY2_g37067_DN3_SP0_c0.t1	CP1_g37882_DN3_SP4_c.t1, CP6_g7481_DN3_SP0_c.t1
OG0004618	ESY10_g14411_DN3_SP1_c0.t1, ESY2_g36978_DN3_SP6_c0.t1	CP7_g46212_DN3_SP4_c.t1
OG0004619	ESY9_g44001_DN3_SP2_c0.t1	CP4_g25171_DN3_SP8_c.t1
OG0004620	ESY9_g42728_DN3_SP7_c0.t1	CP6_g6938_DN3_SP7_c.t1
OG0004621	ESY9_g42658_DN3_SP8_c0.t1	CP6_g6969_DN3_SP8_c.t1
OG0004622	ESY2_g33343_DN3_SP0_c0.t1	CP6_g7927_DN3_SP0_c.t1
OG0004623	ESY9_g42633_DN3_SP8_c0.t1	CP6_g6982_DN3_SP8_c.t1
OG0004624	ESY23_g102_DN3_SP1_c0.t1	CP19_g18304_DN3_SP1_c.t1
OG0004625	ESY23_g81_DN3_SP1_c0.t1	CP19_g18330_DN3_SP2_c.t1
OG0004626	ESY11_g53849_DN3_SP0_c0.t1	CP10_g43945_DN3_SP0_c.t1
OG0004626	ESY11_g53848_DN3_SP0_c0.t1	CP10_g43944_DN3_SP0_c.t1
OG0004627	ESY11_g53954_DN3_SP0_c16.t1, ESY11_g53951_DN2_SP0_c0.t1, ESY11_g54080_DN3_SP0_c16.t1, ESY11_g54081_DN3_SP0_c16.t1, ESY11_g53962_DN3_SP0_c40.t1	CP10_g43852_DN3_SP0_c.t1
OG0004628	ESY23_g396_DN2_SP0_c0.t1	CP19_g18246_DN3_SP4_c.t1
OG0004629	ESY9_g42786_DN3_SP0_c12.t1	CP15_g36043_DN2_SP0_c.t1, CP15_g36044_DN2_SP0_c.t1
OG0004630	ESY23_g291_DN2_SP0_c0.t1	CP19_g18268_DN2_SP0_c.t1
OG0004631	ESY18_g63691_DN3_SP0_c0.t1	CP20_g4313_DN3_SP0_c.t1
OG0004633	ESY9_g43758_DN3_SP8_c0.t1	CP19_g18442_DN3_SP8_c.t1
OG0004635	ESY9_g43301_DN2_SP0_c0.t1	CP6_g6787_DN2_SP0_c.t1
OG0004636	ESY3_g32671_DN3_SP8_c0.t1	CP2_g48944_DN3_SP6_c.t1, CP16_g55074_DN3_SP4_c.t1
OG0004637	ESY1_g12533_DN3_SP0_c0.t1	CP3_g13102_DN3_SP5_c.t1
OG0004638	ESY1_g12523_DN2_SP0_c0.t1	CP3_g13109_DN2_SP0_c.t1
OG0004639	ESY1_g12410_DN3_SP2_c0.t1	CP3_g13186_DN3_SP5_c.t1
OG0004639	ESY11_g54526_DN3_SP1_c0.t1	CP3_g13185_DN3_SP0_c.t1
OG0004640	ESY1_g12348_DN3_SP0_c0.t1	CP3_g13221_DN3_SP0_c.t1
OG0004641	ESY2_g34552_DN3_SP8_c0.t1	CP3_g13235_DN3_SP8_c.t1
OG0004642	ESY1_g12047_DN3_SP1_c0.t1	CP3_g13353_DN3_SP4_c.t1
OG0004643	ESY3_g30996_DN3_SP8_c0.t1	CP13_g20365_DN3_SP8_c.t1, CP3_g13423_DN3_SP0_c.t1
OG0004644	ESY5_g5357_DN3_SP7_c0.t1	CP19_g18165_DN3_SP8_c.t1
OG0004645	ESY1_g11529_DN3_SP7_c0.t1	CP3_g13543_DN3_SP8_c.t1
OG0004647	ESY12_g51223_DN3_SP0_c0.t1	CP3_g13602_DN3_SP0_c.t1
OG0004648	ESY1_g11681_DN3_SP0_c0.t1	CP3_g13608_DN3_SP0_c.t1
OG0004649	ESY10_g13927_DN3_SP0_c0.t1	CP20_g4455_DN3_SP0_c.t1, CP20_g4454_DN3_SP0_c.t1
OG0004650	ESY1_g11753_DN2_SP0_c0.t1	CP3_g13640_DN3_SP0_c.t1
OG0004651	ESY1_g11795_DN3_SP0_c0.t1	CP3_g13674_DN3_SP0_c.t1, CP3_g13673_DN1_SP0_c.t1
OG0004652	ESY1_g11803_DN3_SP0_c0.t1	CP3_g13680_DN3_SP0_c.t1
OG0004653	ESY1_g10527_DN3_SP0_c0.t1	CP3_g13707_DN3_SP0_c.t1
OG0004654	ESY1_g10563_DN3_SP8_c0.t1	CP3_g13730_DN3_SP8_c.t1
OG0004655	ESY1_g10697_DN3_SP8_c0.t1	CP3_g13785_DN3_SP0_c.t1, CP4_g25734_DN3_SP8_c.t1
OG0004656	ESY1_g10720_DN3_SP0_c0.t1	CP3_g13794_DN3_SP0_c.t1
OG0004657	ESY1_g10998_DN3_SP0_c0.t1	CP3_g13952_DN3_SP0_c.t1
OG0004658	ESY1_g11011_DN3_SP1_c0.t1	CP3_g13962_DN3_SP3_c.t1
OG0004659	ESY6_g48285_DN2_SP0_c0.t1	CP8_g53409_DN3_SP8_c.t1
OG0004660	ESY6_g47521_DN3_SP0_c0.t1	CP8_g53358_DN2_SP0_c.t1
OG0004661	ESY19_g41864_DN3_SP7_c0.t1	CP9_g28341_DN3_SP7_c.t1
OG0004662	ESY2_g34454_DN3_SP2_c0.t1	CP9_g28429_DN3_SP3_c.t1
OG0004663	ESY11_g54334_DN3_SP0_c0.t1, ESY11_g54333_DN3_SP0_c0.t1, ESY11_g54330_DN3_SP0_c0.t1	CP10_g43649_DN2_SP0_c.t1
OG0004664	ESY11_g54512_DN3_SP4_c0.t1	CP10_g43612_DN3_SP8_c.t1
OG0004665	ESY11_g54606_DN3_SP1_c0.t1	CP10_g43584_DN3_SP7_c.t1
OG0004666	ESY12_g50940_DN3_SP0_c0.t1	CP4_g24662_DN3_SP0_c.t1
OG0004667	ESY8_g59713_DN3_SP8_c0.t1	CP16_g54853_DN3_SP8_c.t1
OG0004668	ESY12_g50835_DN3_SP0_c0.t1	CP4_g24697_DN3_SP0_c.t1
OG0004669	ESY9_g45674_DN3_SP0_c0.t1	CP4_g24717_DN3_SP0_c.t1
OG0004670	ESY9_g45647_DN3_SP8_c0.t1	CP4_g24731_DN3_SP8_c.t1
OG0004671	ESY9_g45590_DN3_SP0_c0.t1	CP4_g24754_DN3_SP0_c.t1
OG0004672	ESY9_g45529_DN3_SP7_c0.t1, ESY1_g6716_DN3_SP0_c0.t1	CP4_g24777_DN3_SP8_c.t1
OG0004673	ESY9_g45528_DN1_SP0_c0.t1	CP4_g24778_DN3_SP5_c.t1
OG0004674	ESY9_g45446_DN3_SP0_c9.t1	CP4_g24813_DN3_SP7_c.t1
OG0004675	ESY9_g45362_DN3_SP0_c0.t1	CP4_g24860_DN3_SP5_c.t1
OG0004676	ESY9_g45154_DN3_SP0_c0.t1	CP4_g24929_DN1_SP0_c.t1
OG0004677	ESY7_g16340_DN3_SP7_c0.t1	CP11_g31871_DN3_SP7_c.t1
OG0004678	ESY18_g62981_DN3_SP0_c0.t1	CP20_g4440_DN2_SP0_c.t1
OG0004679	ESY14_g21449_DN3_SP2_c0.t1	CP1_g39056_DN3_SP2_c.t1
OG0004680	ESY9_g43272_DN3_SP1_c0.t1, ESY7_g16846_DN2_SP0_c0.t1	CP9_g28136_DN3_SP0_c.t1, CP20_g4095_DN3_SP8_c.t1
OG0004681	ESY18_g63672_DN3_SP8_c0.t1	CP20_g4317_DN3_SP8_c.t1
OG0004682	ESY18_g63200_DN2_SP0_c27.t1	CP20_g4379_DN3_SP0_c.t1
OG0004683	ESY10_g15303_DN3_SP0_c0.t1	CP2_g48542_DN3_SP4_c.t1
OG0004684	ESY2_g35350_DN3_SP2_c0.t1, ESY3_g32047_DN3_SP0_c0.t1, ESY5_g4986_DN3_SP0_c0.t1	CP2_g48637_DN3_SP0_c.t1
OG0004685	ESY11_g54883_DN3_SP6_c0.t1, ESY11_g54866_DN3_SP0_c0.t1	CP12_g29862_DN3_SP8_c.t1
OG0004686	ESY4_g26356_DN3_SP1_c0.t1	CP5_g317_DN3_SP4_c.t1
OG0004687	ESY12_g51843_DN3_SP8_c0.t1	CP4_g24159_DN3_SP8_c.t1
OG0004688	ESY12_g51966_DN3_SP0_c0.t1	CP4_g24221_DN3_SP0_c.t1
OG0004689	ESY12_g52054_DN3_SP8_c0.t1	CP4_g24266_DN3_SP8_c.t1
OG0004690	ESY12_g51471_DN2_SP8_c0.t1	CP4_g24385_DN3_SP8_c.t1
OG0004691	ESY10_g14903_DN3_SP0_c0.t1	CP13_g19788_DN3_SP3_c.t1
OG0004692	ESY3_g32595_DN3_SP4_c0.t1	CP10_g42171_DN3_SP3_c.t1
OG0004693	ESY3_g32446_DN3_SP6_c0.t1	CP10_g42266_DN3_SP7_c.t1
OG0004694	ESY3_g32281_DN3_SP6_c0.t1	CP10_g42346_DN3_SP8_c.t1
OG0004695	ESY3_g32174_DN3_SP0_c0.t1	CP10_g42382_DN3_SP0_c.t1
OG0004696	ESY3_g31625_DN3_SP6_c0.t1	CP2_g48545_DN3_SP2_c.t1
OG0004697	ESY3_g31613_DN3_SP7_c0.t1	CP10_g42596_DN3_SP7_c.t1
OG0004698	ESY3_g31596_DN3_SP1_c0.t1	CP10_g42606_DN2_SP2_c.t1
OG0004699	ESY7_g16203_DN3_SP1_c0.t1, ESY3_g31585_DN3_SP5_c0.t1	CP10_g42614_DN3_SP6_c.t1
OG0004700	ESY3_g31548_DN3_SP0_c0.t1	CP10_g42634_DN3_SP2_c.t1
OG0004701	ESY3_g30265_DN3_SP0_c0.t1, ESY3_g31516_DN3_SP0_c0.t1	CP10_g42657_DN3_SP2_c.t1
OG0004702	ESY3_g31472_DN3_SP5_c0.t1	CP10_g42712_DN3_SP8_c.t1
OG0004703	ESY3_g30665_DN3_SP8_c0.t1	CP10_g42767_DN3_SP8_c.t1
OG0004704	ESY3_g30697_DN3_SP8_c0.t1	CP10_g42780_DN3_SP8_c.t1
OG0004705	ESY3_g30788_DN3_SP8_c0.t1	CP10_g42833_DN3_SP8_c.t1
OG0004706	ESY3_g30918_DN3_SP0_c0.t1	CP8_g52619_DN2_SP0_c.t1, CP10_g42902_DN3_SP0_c.t1
OG0004707	ESY3_g31308_DN3_SP8_c0.t1	CP10_g43146_DN3_SP8_c.t1
OG0004708	ESY3_g30056_DN3_SP7_c4.t1	CP10_g43192_DN3_SP6_c.t1
OG0004709	ESY3_g30099_DN2_SP0_c0.t1	CP10_g43223_DN2_SP0_c.t1, CP10_g43224_DN3_SP0_c.t1
OG0004710	ESY3_g30103_DN3_SP0_c0.t1	CP10_g43228_DN3_SP0_c.t1
OG0004711	ESY3_g30133_DN3_SP0_c0.t1	CP10_g43248_DN3_SP1_c.t1
OG0004712	ESY3_g30221_DN2_SP0_c0.t1	CP10_g43312_DN2_SP0_c.t1
OG0004713	ESY3_g30306_DN3_SP6_c14.t1	CP10_g43362_DN3_SP6_c.t1
OG0004714	ESY3_g30310_DN3_SP0_c7.t1	CP10_g43366_DN3_SP0_c.t1
OG0004715	ESY15_g64843_DN3_SP7_c0.t1	CP2_g48830_DN3_SP3_c.t1
OG0004716	ESY3_g30565_DN3_SP8_c0.t1	CP12_g29875_DN3_SP8_c.t1
OG0004717	ESY3_g30577_DN3_SP8_c0.t1	CP12_g29881_DN3_SP8_c.t1, CP7_g46210_DN3_SP1_c.t1
OG0004718	ESY3_g29978_DN3_SP0_c0.t1	CP12_g29986_DN3_SP0_c.t1
OG0004719	ESY3_g29933_DN3_SP0_c0.t1	CP9_g28130_DN1_SP0_c.t1, CP12_g30005_DN3_SP1_c.t1
OG0004720	ESY7_g19348_DN3_SP0_c0.t1, ESY5_g5075_DN3_SP0_c0.t1	CP5_g157_DN3_SP0_c.t1
OG0004721	ESY3_g29669_DN3_SP0_c9.t1	CP12_g30185_DN3_SP0_c.t1
OG0004723	ESY3_g29142_DN3_SP8_c0.t1	CP12_g30448_DN3_SP8_c.t1
OG0004724	ESY3_g29131_DN3_SP4_c0.t1	CP12_g30457_DN3_SP5_c.t1
OG0004725	ESY3_g29121_DN3_SP8_c0.t1	CP12_g30463_DN3_SP8_c.t1
OG0004726	ESY3_g29104_DN3_SP0_c0.t1	CP12_g30472_DN3_SP0_c.t1
OG0004727	ESY3_g29103_DN3_SP0_c0.t1	CP12_g30473_DN3_SP5_c.t1
OG0004728	ESY8_g61109_DN3_SP0_c0.t1	CP5_g1642_DN3_SP5_c.t1
OG0004729	ESY3_g28564_DN3_SP0_c0.t1	CP12_g30676_DN3_SP0_c.t1
OG0004730	ESY3_g28813_DN3_SP0_c0.t1	CP12_g30627_DN3_SP0_c.t1
OG0004732	ESY4_g24557_DN3_SP8_c0.t1, ESY4_g24555_DN3_SP0_c0.t1	CP5_g981_DN3_SP8_c.t1
OG0004733	ESY7_g17016_DN2_SP0_c0.t1	CP8_g54479_DN2_SP0_c.t1
OG0004734	ESY7_g17020_DN3_SP0_c0.t1	CP8_g54483_DN3_SP0_c.t1
OG0004735	ESY7_g17036_DN3_SP3_c0.t1	CP8_g54498_DN3_SP4_c.t1
OG0004736	ESY1_g10305_DN3_SP8_c0.t1, ESY14_g20957_DN3_SP0_c0.t1	CP3_g14174_DN3_SP8_c.t1
OG0004737	ESY1_g10289_DN3_SP0_c0.t1	CP3_g14179_DN3_SP1_c.t1
OG0004738	ESY6_g48228_DN3_SP3_c0.t1, ESY5_g1855_DN3_SP0_c0.t1, ESY6_g46623_DN3_SP0_c0.t1	CP8_g53128_DN3_SP8_c.t1
OG0004739	ESY5_g5568_DN3_SP6_c0.t1	CP1_g36407_DN3_SP7_c.t1, CP8_g54686_DN3_SP4_c.t1
OG0004740	ESY20_g13030_DN3_SP8_c0.t1	CP8_g54585_DN3_SP8_c.t1
OG0004742	ESY10_g14776_DN3_SP8_c0.t1	CP13_g19740_DN3_SP8_c.t1
OG0004743	ESY5_g4766_DN3_SP2_c0.t1	CP1_g36869_DN3_SP6_c.t1
OG0004744	ESY5_g4724_DN3_SP0_c0.t1	CP1_g36894_DN3_SP7_c.t1
OG0004745	ESY5_g4640_DN3_SP0_c0.t1	CP1_g36957_DN3_SP2_c.t1, CP6_g7068_DN3_SP1_c.t1
OG0004746	ESY5_g4580_DN3_SP7_c15.t1	CP1_g36995_DN3_SP8_c.t1
OG0004747	ESY5_g4441_DN3_SP4_c3.t1	CP1_g37078_DN3_SP8_c.t1
OG0004748	ESY5_g4440_DN3_SP0_c0.t1	CP1_g37079_DN3_SP0_c.t1
OG0004749	ESY5_g4430_DN3_SP0_c0.t1	CP1_g37085_DN3_SP0_c.t1
OG0004750	ESY5_g3148_DN3_SP8_c0.t1	CP1_g37133_DN3_SP8_c.t1
OG0004751	ESY5_g3232_DN3_SP8_c0.t1	CP1_g37181_DN3_SP8_c.t1, CP1_g37146_DN2_SP0_c.t1
OG0004752	ESY5_g3242_DN2_SP0_c0.t1	CP1_g37185_DN3_SP0_c.t1
OG0004753	ESY5_g3390_DN3_SP2_c0.t1	CP1_g37279_DN3_SP0_c.t1
OG0004754	ESY5_g3293_DN3_SP0_c0.t1	CP1_g37217_DN3_SP3_c.t1
OG0004755	ESY5_g3344_DN3_SP0_c0.t1, ESY5_g3341_DN1_SP0_c0.t1	CP1_g37251_DN3_SP2_c.t1
OG0004756	ESY5_g3396_DN3_SP0_c0.t1	CP1_g37284_DN3_SP3_c.t1
OG0004757	ESY9_g42883_DN3_SP0_c0.t1	CP12_g30914_DN3_SP2_c.t1
OG0004758	ESY5_g3414_DN3_SP5_c0.t1	CP1_g37292_DN3_SP7_c.t1
OG0004759	ESY5_g3415_DN3_SP2_c0.t1	CP1_g37294_DN3_SP7_c.t1
OG0004760	ESY5_g3435_DN3_SP0_c0.t1	CP1_g37308_DN2_SP0_c.t1
OG0004761	ESY5_g3513_DN3_SP1_c9.t1	CP1_g37359_DN3_SP1_c.t1
OG0004763	ESY5_g3772_DN3_SP0_c0.t1, ESY7_g19415_DN3_SP0_c0.t1	CP1_g37521_DN3_SP2_c.t1
OG0004764	ESY5_g3827_DN3_SP3_c0.t1	CP1_g37557_DN3_SP8_c.t1
OG0004765	ESY7_g17652_DN3_SP0_c0.t1	CP29_g22162_DN2_SP0_c.t1
OG0004766	ESY5_g3869_DN3_SP8_c0.t1	CP1_g37586_DN3_SP8_c.t1
OG0004767	ESY5_g2633_DN3_SP0_c0.t1	CP1_g37639_DN3_SP0_c.t1
OG0004768	ESY5_g2699_DN3_SP4_c0.t1	CP1_g37679_DN3_SP8_c.t1, CP1_g37678_DN3_SP0_c.t1
OG0004769	ESY5_g2909_DN2_SP0_c0.t1	CP7_g46196_DN2_SP3_c.t1
OG0004770	ESY5_g2923_DN3_SP0_c0.t1	CP1_g39162_DN3_SP0_c.t1
OG0004771	ESY5_g3029_DN3_SP6_c0.t1	CP7_g46116_DN3_SP6_c.t1
OG0004772	ESY5_g4415_DN3_SP0_c1.t1	CP7_g46077_DN3_SP1_c.t1
OG0004773	ESY5_g4312_DN3_SP2_c0.t1	CP7_g45991_DN3_SP6_c.t1
OG0004774	ESY5_g4280_DN3_SP8_c0.t1	CP7_g45977_DN3_SP8_c.t1
OG0004775	ESY23_g18_DN3_SP0_c0.t1	CP19_g18363_DN3_SP0_c.t1
OG0004776	ESY5_g4192_DN3_SP0_c0.t1	CP7_g45903_DN3_SP6_c.t1
OG0004777	ESY5_g4178_DN3_SP4_c0.t1	CP7_g45890_DN3_SP7_c.t1
OG0004778	ESY5_g4011_DN2_SP0_c15.t1	CP7_g45773_DN3_SP0_c.t1
OG0004779	ESY2_g35091_DN3_SP8_c0.t1	CP9_g29413_DN3_SP8_c.t1
OG0004780	ESY2_g35740_DN3_SP0_c0.t1	CP9_g28810_DN3_SP0_c.t1
OG0004781	ESY2_g35685_DN3_SP0_c0.t1	CP9_g28777_DN3_SP7_c.t1
OG0004781	ESY8_g60623_DN3_SP0_c0.t1	CP5_g1500_DN3_SP0_c.t1
OG0004782	ESY2_g35605_DN3_SP6_c0.t1	CP9_g28700_DN3_SP6_c.t1
OG0004785	ESY2_g34161_DN3_SP0_c0.t1	CP2_g49708_DN3_SP3_c.t1
OG0004786	ESY2_g37974_DN3_SP0_c0.t1	CP1_g38261_DN3_SP0_c.t1
OG0004787	ESY2_g37968_DN2_SP0_c0.t1	CP1_g38260_DN3_SP0_c.t1
OG0004788	ESY8_g59700_DN3_SP2_c0.t1	CP16_g54869_DN3_SP2_c.t1
OG0004788	ESY4_g26675_DN1_SP3_c0.t1	CP5_g186_DN3_SP8_c.t1
OG0004789	ESY4_g26294_DN2_SP8_c0.t1	CP5_g349_DN3_SP8_c.t1
OG0004790	ESY4_g26239_DN3_SP6_c0.t1	CP5_g371_DN3_SP8_c.t1
OG0004791	ESY4_g26021_DN3_SP3_c0.t1	CP5_g430_DN3_SP7_c.t1
OG0004792	ESY4_g25357_DN3_SP5_c0.t1	CP5_g455_DN3_SP7_c.t1
OG0004793	ESY4_g25652_DN3_SP0_c0.t1	CP5_g569_DN3_SP0_c.t1
OG0004794	ESY4_g25125_DN3_SP0_c0.t1	CP5_g722_DN2_SP0_c.t1
OG0004795	ESY4_g26003_DN3_SP1_c0.t1, ESY4_g26004_DN3_SP5_c0.t1	CP5_g711_DN3_SP6_c.t1
OG0004796	ESY4_g25975_DN3_SP8_c0.t1	CP5_g697_DN3_SP8_c.t1
OG0004797	ESY4_g25829_DN3_SP8_c0.t1	CP5_g643_DN3_SP8_c.t1
OG0004798	ESY4_g25004_DN3_SP1_c0.t1	CP5_g822_DN3_SP4_c.t1
OG0004799	ESY3_g28151_DN3_SP0_c0.t1	CP12_g30793_DN3_SP2_c.t1
OG0004800	ESY3_g28097_DN3_SP8_c0.t1	CP12_g30783_DN3_SP8_c.t1
OG0004801	ESY2_g35811_DN3_SP0_c0.t1	CP9_g28879_DN3_SP0_c.t1
OG0004802	ESY6_g50377_DN2_SP0_c0.t1, ESY2_g35803_DN3_SP0_c0.t1	CP9_g28871_DN3_SP0_c.t1
OG0004803	ESY2_g35777_DN3_SP7_c0.t1	CP9_g28854_DN3_SP2_c.t1
OG0004804	ESY2_g35753_DN3_SP2_c0.t1	CP9_g28824_DN3_SP8_c.t1
OG0004805	ESY5_g2023_DN3_SP0_c0.t1	CP7_g45427_DN3_SP0_c.t1
OG0004806	ESY8_g59999_DN3_SP1_c0.t1	CP7_g45302_DN3_SP3_c.t1, CP3_g16399_DN2_SP0_c.t1
OG0004807	ESY5_g1378_DN3_SP0_c0.t1	CP7_g45296_DN2_SP0_c.t1
OG0004808	ESY4_g22557_DN3_SP7_c0.t1, ESY7_g17659_DN3_SP1_c0.t1	CP19_g18233_DN3_SP8_c.t1
OG0004809	ESY4_g23865_DN3_SP2_c0.t1	CP5_g1204_DN3_SP1_c.t1
OG0004810	ESY4_g23947_DN2_SP0_c0.t1	CP5_g1175_DN3_SP0_c.t1
OG0004815	ESY5_g2548_DN2_SP0_c0.t1	CP3_g13112_DN3_SP0_c.t1
OG0004818	ESY3_g30703_DN2_SP0_c0.t1	CP10_g42784_DN3_SP0_c.t1
OG0004819	ESY10_g14469_DN3_SP5_c0.t1	CP13_g19601_DN3_SP4_c.t1
OG0004820	ESY2_g34532_DN3_SP8_c0.t1	CP13_g19155_DN3_SP8_c.t1
OG0004821	ESY1_g8044_DN2_SP0_c0.t1	CP3_g14792_DN3_SP0_c.t1
OG0004822	ESY2_g35051_DN3_SP0_c0.t1	CP3_g14674_DN3_SP0_c.t1
OG0004822	ESY2_g33978_DN3_SP0_c0.t1	CP3_g14675_DN3_SP0_c.t1
OG0004825	ESY4_g24630_DN1_SP0_c0.t1	CP5_g953_DN3_SP0_c.t1
OG0004826	ESY13_g56115_DN3_SP7_c0.t1	CP19_g18033_DN3_SP3_c.t1
OG0004827	ESY13_g57624_DN3_SP3_c0.t1	CP19_g18199_DN3_SP2_c.t1, CP19_g18197_DN3_SP6_c.t1
OG0004828	ESY8_g58333_DN3_SP0_c0.t1, ESY16_g61490_DN3_SP0_c0.t1	CP6_g7185_DN3_SP0_c.t1, CP6_g7184_DN3_SP0_c.t1
OG0004829	ESY2_g38847_DN3_SP0_c0.t1	CP6_g7348_DN2_SP0_c.t1, CP6_g7349_DN3_SP0_c.t1, CP6_g7350_DN2_SP0_c.t1
OG0004830	ESY6_g47096_DN3_SP0_c0.t1	CP8_g53236_DN3_SP2_c.t1
OG0004835	ESY11_g53307_DN2_SP0_c0.t1	CP18_g12236_DN2_SP0_c.t1, CP12_g31540_DN2_SP0_c.t1
OG0004847	ESY3_g31538_DN2_SP0_c0.t1, ESY1_g11072_DN2_SP0_c0.t1, ESY1_g8282_DN1_SP0_c0.t1	CP3_g14710_DN2_SP0_c.t1
OG0004848	ESY1_g8370_DN3_SP8_c0.t1	CP3_g14672_DN3_SP8_c.t1
OG0004849	ESY6_g47870_DN3_SP0_c0.t1	CP8_g53417_DN3_SP0_c.t1
OG0004850	ESY10_g14609_DN3_SP8_c0.t1	CP13_g19660_DN3_SP8_c.t1
OG0004851	ESY10_g14424_DN3_SP0_c0.t1	CP13_g19586_DN3_SP0_c.t1
OG0004852	ESY7_g17120_DN3_SP1_c0.t1	CP11_g32193_DN3_SP1_c.t1
OG0004853	ESY7_g17126_DN3_SP7_c0.t1	CP11_g32196_DN3_SP7_c.t1
OG0004854	ESY7_g17157_DN3_SP4_c0.t1	CP11_g32219_DN3_SP3_c.t1
OG0004855	ESY7_g17190_DN3_SP0_c0.t1	CP11_g32245_DN2_SP2_c.t1
OG0004856	ESY7_g17204_DN3_SP8_c0.t1	CP11_g32252_DN3_SP8_c.t1
OG0004857	ESY7_g17285_DN3_SP0_c0.t1	CP11_g32316_DN3_SP0_c.t1
OG0004858	ESY3_g29921_DN3_SP0_c0.t1	CP10_g43600_DN3_SP0_c.t1
OG0004859	ESY7_g17320_DN3_SP8_c0.t1	CP11_g32341_DN3_SP8_c.t1
OG0004860	ESY7_g17701_DN3_SP7_c0.t1	CP11_g32593_DN3_SP7_c.t1
OG0004861	ESY7_g17431_DN3_SP1_c0.t1	CP11_g32414_DN3_SP2_c.t1
OG0004862	ESY7_g17485_DN3_SP8_c0.t1	CP11_g32454_DN3_SP8_c.t1
OG0004863	ESY7_g17511_DN3_SP1_c0.t1	CP11_g32461_DN3_SP1_c.t1
OG0004864	ESY8_g60804_DN2_SP0_c0.t1, ESY5_g4469_DN3_SP0_c0.t1	CP1_g37062_DN3_SP0_c.t1
OG0004867	ESY7_g17617_DN3_SP6_c0.t1	CP10_g42130_DN3_SP6_c.t1, CP11_g32525_DN3_SP8_c.t1
OG0004868	ESY7_g17655_DN3_SP0_c0.t1	CP11_g32554_DN3_SP2_c.t1
OG0004869	ESY7_g17674_DN3_SP0_c0.t1	CP11_g32569_DN3_SP0_c.t1
OG0004870	ESY7_g17682_DN2_SP1_c0.t1	CP11_g32578_DN2_SP0_c.t1
OG0004871	ESY16_g62118_DN3_SP8_c0.t1	CP2_g48728_DN3_SP8_c.t1
OG0004872	ESY7_g17756_DN3_SP8_c0.t1	CP11_g32627_DN3_SP8_c.t1
OG0004873	ESY7_g18432_DN2_SP2_c0.t1	CP11_g32633_DN3_SP3_c.t1
OG0004874	ESY7_g18419_DN3_SP0_c0.t1	CP11_g32645_DN3_SP1_c.t1
OG0004875	ESY7_g18414_DN3_SP8_c0.t1	CP11_g32648_DN3_SP8_c.t1
OG0004876	ESY3_g30152_DN3_SP0_c0.t1	CP10_g43260_DN3_SP2_c.t1
OG0004877	ESY7_g18373_DN3_SP5_c0.t1	CP11_g32678_DN3_SP6_c.t1
OG0004879	ESY7_g18261_DN3_SP0_c0.t1	CP11_g32741_DN3_SP0_c.t1
OG0004880	ESY7_g18244_DN2_SP8_c0.t1	CP2_g48499_DN3_SP0_c.t1, CP11_g32754_DN2_SP8_c.t1
OG0004881	ESY7_g18240_DN3_SP1_c0.t1	CP11_g32757_DN3_SP1_c.t1
OG0004882	ESY7_g18228_DN3_SP8_c0.t1	CP11_g32764_DN3_SP8_c.t1
OG0004883	ESY7_g18089_DN3_SP8_c0.t1	CP11_g32848_DN3_SP8_c.t1
OG0004884	ESY7_g17964_DN3_SP3_c0.t1	CP11_g32920_DN3_SP3_c.t1
OG0004885	ESY7_g17936_DN3_SP8_c0.t1	CP11_g32939_DN3_SP8_c.t1
