Orthogroup	Euclidium_syriacum	Conringia_planisiliqua
OG0012493	ESY6_g50603_DN3_SP7_c3.t1	CP2_g47810_DN3_SP8_c.t1
OG0012494	ESY6_g50616_DN3_SP7_c0.t1	CP2_g47819_DN3_SP3_c.t1
OG0012495	ESY6_g50659_DN3_SP8_c0.t1	CP2_g47841_DN3_SP8_c.t1
OG0012496	ESY6_g50668_DN3_SP0_c0.t1	CP2_g47848_DN2_SP0_c.t1, CP2_g47847_DN2_SP1_c.t1
OG0012497	ESY6_g50672_DN3_SP3_c10.t1	CP2_g47851_DN3_SP6_c.t1
OG0012498	ESY6_g50675_DN3_SP1_c0.t1	CP2_g47854_DN3_SP4_c.t1
OG0012499	ESY6_g50692_DN3_SP0_c0.t1	CP2_g47865_DN3_SP0_c.t1
OG0012500	ESY6_g50696_DN2_SP0_c0.t1	CP2_g47869_DN2_SP0_c.t1
OG0012501	ESY6_g50711_DN3_SP7_c0.t1	CP2_g47878_DN3_SP6_c.t1
OG0012502	ESY6_g50716_DN3_SP1_c18.t1	CP2_g47884_DN3_SP5_c.t1
OG0012503	ESY6_g50718_DN3_SP0_c0.t1	CP2_g47886_DN3_SP0_c.t1
OG0012504	ESY6_g50720_DN3_SP0_c0.t1	CP2_g47888_DN3_SP0_c.t1
OG0012505	ESY6_g50732_DN3_SP7_c0.t1	CP2_g47900_DN3_SP8_c.t1
OG0012506	ESY6_g49648_DN3_SP6_c0.t1	CP2_g47943_DN3_SP8_c.t1
OG0012507	ESY6_g49652_DN3_SP8_c0.t1	CP2_g47945_DN3_SP8_c.t1
OG0012508	ESY6_g49665_DN3_SP0_c0.t1	CP2_g47954_DN3_SP0_c.t1
OG0012509	ESY11_g53220_DN3_SP8_c0.t1	CP15_g35501_DN3_SP8_c.t1
OG0012510	ESY6_g49702_DN3_SP0_c0.t1	CP2_g47975_DN3_SP0_c.t1
OG0012511	ESY6_g49706_DN3_SP0_c0.t1	CP2_g47978_DN3_SP4_c.t1
OG0012512	ESY6_g49707_DN3_SP0_c0.t1	CP2_g47979_DN3_SP1_c.t1
OG0012513	ESY6_g49718_DN3_SP4_c3.t1	CP2_g47988_DN3_SP7_c.t1
OG0012514	ESY6_g49754_DN3_SP2_c0.t1	CP2_g48003_DN3_SP8_c.t1
OG0012515	ESY6_g49755_DN3_SP1_c0.t1	CP2_g48004_DN2_SP3_c.t1
OG0012516	ESY6_g49792_DN3_SP8_c0.t1	CP2_g48015_DN3_SP8_c.t1
OG0012517	ESY6_g49795_DN3_SP3_c0.t1, ESY6_g49794_DN3_SP5_c0.t1	CP2_g48016_DN3_SP5_c.t1
OG0012518	ESY6_g49815_DN3_SP6_c0.t1	CP2_g48023_DN3_SP8_c.t1
OG0012519	ESY6_g49823_DN3_SP1_c0.t1	CP2_g48029_DN3_SP5_c.t1
OG0012520	ESY6_g49832_DN3_SP4_c0.t1	CP2_g48032_DN3_SP4_c.t1
OG0012522	ESY6_g49842_DN3_SP5_c0.t1	CP2_g48038_DN3_SP8_c.t1
OG0012523	ESY6_g49344_DN3_SP0_c0.t1	CP2_g48047_DN3_SP0_c.t1
OG0012524	ESY5_g4147_DN3_SP0_c0.t1	CP7_g45868_DN3_SP0_c.t1
OG0012525	ESY6_g49355_DN3_SP0_c0.t1	CP2_g48055_DN3_SP3_c.t1
OG0012526	ESY6_g49369_DN2_SP0_c0.t1	CP2_g48068_DN3_SP0_c.t1
OG0012527	ESY6_g49415_DN3_SP6_c0.t1	CP2_g48101_DN3_SP8_c.t1
OG0012529	ESY9_g43048_DN3_SP0_c0.t1	CP14_g22724_DN3_SP0_c.t1
OG0012529	ESY6_g49095_DN3_SP0_c0.t1	CP9_g27574_DN3_SP0_c.t1
OG0012531	ESY6_g49495_DN3_SP8_c0.t1	CP2_g48153_DN3_SP7_c.t1
OG0012532	ESY6_g49497_DN3_SP0_c0.t1	CP2_g48155_DN3_SP0_c.t1
OG0012533	ESY6_g49504_DN3_SP4_c0.t1	CP2_g48159_DN3_SP5_c.t1
OG0012535	ESY6_g49559_DN3_SP0_c0.t1, ESY6_g49556_DN3_SP0_c0.t1	CP2_g48203_DN3_SP0_c.t1
OG0012536	ESY6_g49562_DN3_SP0_c0.t1	CP2_g48204_DN3_SP0_c.t1
OG0012537	ESY6_g49564_DN3_SP0_c0.t1	CP2_g48206_DN3_SP0_c.t1
OG0012538	ESY6_g49566_DN3_SP0_c0.t1	CP2_g48208_DN3_SP0_c.t1
OG0012539	ESY21_g55399_DN3_SP0_c0.t1	CP13_g19181_DN3_SP0_c.t1
OG0012540	ESY6_g50211_DN2_SP0_c0.t1	CP2_g48235_DN3_SP2_c.t1
OG0012541	ESY6_g50209_DN3_SP4_c0.t1	CP2_g48237_DN3_SP5_c.t1
OG0012542	ESY6_g50207_DN3_SP0_c0.t1	CP2_g48239_DN2_SP0_c.t1
OG0012543	ESY6_g50194_DN3_SP0_c0.t1	CP2_g48249_DN3_SP0_c.t1
OG0012544	ESY6_g50191_DN3_SP1_c9.t1	CP2_g48253_DN3_SP4_c.t1
OG0012545	ESY6_g50175_DN3_SP1_c0.t1	CP2_g48271_DN3_SP1_c.t1
OG0012546	ESY6_g50170_DN3_SP7_c0.t1	CP2_g48275_DN3_SP8_c.t1
OG0012548	ESY6_g50124_DN3_SP7_c0.t1	CP2_g48314_DN3_SP8_c.t1
OG0012549	ESY6_g50108_DN3_SP0_c0.t1	CP2_g48326_DN2_SP5_c.t1
OG0012550	ESY6_g50093_DN3_SP0_c0.t1	CP2_g48343_DN3_SP1_c.t1
OG0012551	ESY6_g50090_DN3_SP2_c0.t1	CP2_g48344_DN3_SP6_c.t1
OG0012552	ESY6_g50068_DN3_SP0_c0.t1	CP2_g48359_DN3_SP2_c.t1
OG0012553	ESY6_g50066_DN3_SP0_c0.t1	CP2_g48361_DN3_SP2_c.t1
OG0012554	ESY1_g7857_DN3_SP7_c0.t1	CP3_g14857_DN3_SP7_c.t1
OG0012555	ESY6_g50029_DN3_SP1_c0.t1	CP2_g48391_DN3_SP3_c.t1
OG0012556	ESY7_g18819_DN3_SP6_c0.t1	CP11_g33301_DN3_SP5_c.t1
OG0012557	ESY6_g50022_DN3_SP4_c0.t1	CP2_g48402_DN3_SP6_c.t1
OG0012558	ESY7_g18124_DN1_SP0_c0.t1, ESY6_g49988_DN2_SP0_c0.t1	CP2_g48428_DN1_SP0_c.t1
OG0012560	ESY6_g49978_DN3_SP0_c4.t1	CP2_g48435_DN3_SP1_c.t1
OG0012561	ESY6_g49974_DN3_SP0_c0.t1	CP2_g48439_DN3_SP1_c.t1
OG0012562	ESY6_g49967_DN3_SP0_c0.t1	CP2_g48445_DN2_SP1_c.t1
OG0012563	ESY6_g49960_DN3_SP7_c0.t1	CP2_g48452_DN3_SP8_c.t1
OG0012564	ESY6_g49948_DN3_SP2_c0.t1	CP2_g48465_DN3_SP8_c.t1
OG0012565	ESY6_g49947_DN3_SP0_c0.t1	CP2_g48467_DN3_SP3_c.t1
OG0012566	ESY6_g49910_DN3_SP7_c0.t1	CP2_g48498_DN3_SP8_c.t1
OG0012568	ESY6_g49887_DN3_SP5_c6.t1	CP8_g54385_DN3_SP8_c.t1
OG0012569	ESY6_g49884_DN2_SP0_c4.t1	CP8_g54387_DN2_SP0_c.t1
OG0012570	ESY6_g49856_DN3_SP7_c0.t1	CP8_g54370_DN3_SP8_c.t1
OG0012571	ESY6_g49280_DN3_SP4_c0.t1	CP8_g54333_DN3_SP6_c.t1
OG0012572	ESY6_g49278_DN3_SP4_c0.t1	CP8_g54331_DN3_SP7_c.t1
OG0012573	ESY6_g49272_DN2_SP0_c0.t1	CP11_g32229_DN1_SP0_c.t1
OG0012574	ESY6_g49254_DN3_SP8_c0.t1	CP8_g54316_DN3_SP8_c.t1
OG0012575	ESY6_g49247_DN3_SP8_c0.t1	CP8_g54312_DN3_SP7_c.t1
OG0012577	ESY6_g49215_DN3_SP0_c0.t1	CP8_g54284_DN2_SP0_c.t1
OG0012578	ESY6_g49161_DN2_SP0_c24.t1	CP8_g54242_DN3_SP3_c.t1
OG0012579	ESY6_g49140_DN3_SP0_c0.t1	CP8_g54224_DN3_SP0_c.t1
OG0012582	ESY6_g49118_DN3_SP8_c0.t1	CP8_g54207_DN3_SP8_c.t1
OG0012583	ESY6_g49109_DN3_SP8_c0.t1	CP8_g54200_DN3_SP8_c.t1
OG0012584	ESY6_g49105_DN3_SP0_c0.t1	CP8_g54196_DN3_SP0_c.t1
OG0012585	ESY6_g49083_DN3_SP1_c0.t1	CP8_g54191_DN3_SP4_c.t1
OG0012586	ESY6_g49073_DN3_SP1_c0.t1	CP8_g54189_DN3_SP3_c.t1
OG0012587	ESY8_g59217_DN2_SP0_c0.t1	CP18_g12030_DN2_SP1_c.t1
OG0012589	ESY6_g49049_DN1_SP0_c0.t1	CP8_g53779_DN1_SP0_c.t1
OG0012590	ESY6_g49044_DN3_SP8_c0.t1	CP8_g54173_DN3_SP8_c.t1
OG0012591	ESY6_g49011_DN3_SP0_c0.t1	CP8_g54141_DN3_SP0_c.t1
OG0012592	ESY6_g48998_DN1_SP0_c0.t1	CP8_g54131_DN3_SP0_c.t1
OG0012593	ESY6_g48990_DN3_SP0_c0.t1, ESY6_g48904_DN3_SP0_c0.t1	CP8_g54124_DN3_SP0_c.t1
OG0012594	ESY6_g48987_DN3_SP8_c0.t1	CP8_g54123_DN3_SP8_c.t1
OG0012595	ESY6_g48955_DN3_SP7_c0.t1	CP8_g54097_DN3_SP7_c.t1
OG0012596	ESY6_g48953_DN3_SP8_c0.t1	CP8_g54095_DN3_SP8_c.t1
OG0012597	ESY6_g48952_DN3_SP0_c0.t1	CP8_g54094_DN3_SP4_c.t1
OG0012598	ESY6_g48945_DN2_SP0_c0.t1	CP8_g54086_DN2_SP0_c.t1
OG0012599	ESY6_g48943_DN1_SP0_c0.t1	CP8_g54083_DN2_SP0_c.t1
OG0012600	ESY6_g48940_DN3_SP5_c0.t1	CP8_g54080_DN3_SP8_c.t1
OG0012601	ESY6_g48927_DN3_SP0_c0.t1	CP8_g54068_DN3_SP0_c.t1
OG0012602	ESY6_g48867_DN3_SP6_c0.t1	CP8_g54030_DN3_SP6_c.t1
OG0012603	ESY6_g48865_DN3_SP7_c0.t1	CP8_g54028_DN3_SP8_c.t1
OG0012604	ESY6_g48864_DN3_SP0_c0.t1	CP8_g54027_DN3_SP8_c.t1
OG0012605	ESY6_g48798_DN3_SP0_c9.t1, ESY6_g48760_DN3_SP0_c14.t1	CP8_g53985_DN3_SP0_c.t1
OG0012606	ESY6_g48735_DN3_SP0_c0.t1	CP8_g53961_DN2_SP0_c.t1
OG0012607	ESY6_g48728_DN3_SP1_c0.t1	CP8_g53955_DN3_SP6_c.t1
OG0012609	ESY6_g48638_DN3_SP7_c0.t1	CP8_g53879_DN3_SP8_c.t1
OG0012610	ESY6_g48637_DN3_SP0_c0.t1	CP8_g53878_DN3_SP0_c.t1
OG0012611	ESY6_g48617_DN2_SP0_c0.t1	CP8_g53863_DN3_SP0_c.t1
OG0012613	ESY6_g48580_DN3_SP0_c0.t1	CP8_g53838_DN3_SP2_c.t1
OG0012614	ESY6_g48559_DN3_SP0_c0.t1	CP8_g53821_DN3_SP0_c.t1
OG0012615	ESY6_g48552_DN3_SP8_c0.t1	CP8_g53813_DN3_SP8_c.t1
OG0012616	ESY6_g48536_DN3_SP2_c0.t1	CP8_g53794_DN3_SP1_c.t1
OG0012617	ESY2_g34365_DN3_SP4_c0.t1	CP9_g27521_DN3_SP7_c.t1
OG0012618	ESY6_g48527_DN3_SP3_c0.t1	CP8_g53789_DN2_SP0_c.t1
OG0012619	ESY6_g48520_DN3_SP0_c0.t1	CP8_g53784_DN3_SP7_c.t1
OG0012620	ESY6_g48516_DN3_SP3_c0.t1	CP8_g53778_DN3_SP1_c.t1
OG0012621	ESY6_g48507_DN2_SP0_c0.t1	CP8_g53772_DN1_SP0_c.t1
OG0012622	ESY6_g48470_DN3_SP0_c6.t1	CP8_g53755_DN3_SP4_c.t1
OG0012623	ESY6_g48442_DN3_SP0_c0.t1	CP8_g53748_DN3_SP0_c.t1
OG0012624	ESY19_g42215_DN3_SP5_c0.t1	CP7_g46461_DN3_SP8_c.t1
OG0012625	ESY6_g48427_DN3_SP2_c0.t1	CP8_g53732_DN3_SP1_c.t1
OG0012626	ESY6_g48426_DN3_SP0_c0.t1	CP8_g53731_DN2_SP2_c.t1
OG0012627	ESY6_g48414_DN3_SP0_c0.t1	CP8_g53721_DN3_SP0_c.t1
OG0012628	ESY1_g11282_DN3_SP4_c0.t1	CP3_g13460_DN3_SP8_c.t1
OG0012629	ESY6_g48368_DN3_SP0_c0.t1	CP8_g53696_DN3_SP5_c.t1
OG0012630	ESY6_g48369_DN3_SP2_c0.t1	CP8_g53697_DN3_SP4_c.t1
OG0012631	ESY6_g48394_DN3_SP0_c0.t1	CP8_g53708_DN3_SP2_c.t1
OG0012632	ESY6_g48396_DN3_SP1_c0.t1	CP8_g53709_DN3_SP2_c.t1
OG0012633	ESY2_g34569_DN3_SP0_c0.t1	CP13_g19128_DN3_SP5_c.t1
OG0012634	ESY6_g48250_DN3_SP0_c0.t1	CP8_g53635_DN3_SP0_c.t1
OG0012637	ESY6_g48202_DN3_SP8_c0.t1	CP8_g53618_DN3_SP8_c.t1
OG0012638	ESY6_g48166_DN3_SP0_c0.t1	CP8_g53600_DN3_SP0_c.t1
OG0012639	ESY3_g28027_DN3_SP1_c0.t1	CP12_g30821_DN3_SP8_c.t1
OG0012640	ESY6_g48177_DN2_SP0_c0.t1	CP8_g53608_DN3_SP0_c.t1
OG0012641	ESY6_g48201_DN3_SP0_c0.t1	CP8_g53616_DN3_SP2_c.t1
OG0012642	ESY6_g48162_DN1_SP0_c0.t1	CP8_g53596_DN1_SP0_c.t1
OG0012643	ESY6_g48088_DN3_SP8_c0.t1	CP8_g53561_DN3_SP8_c.t1
OG0012644	ESY6_g48085_DN3_SP8_c0.t1	CP8_g53558_DN2_SP8_c.t1
OG0012645	ESY6_g48072_DN3_SP0_c0.t1	CP8_g53549_DN3_SP0_c.t1
OG0012646	ESY6_g48007_DN3_SP8_c0.t1	CP8_g53501_DN3_SP8_c.t1
OG0012647	ESY6_g48010_DN3_SP8_c0.t1	CP8_g53502_DN3_SP8_c.t1
OG0012648	ESY6_g48004_DN3_SP8_c5.t1	CP8_g53498_DN3_SP8_c.t1
OG0012649	ESY6_g47983_DN3_SP0_c0.t1	CP8_g53484_DN3_SP0_c.t1
OG0012650	ESY6_g47967_DN2_SP0_c0.t1	CP8_g53465_DN1_SP0_c.t1
OG0012651	ESY6_g47957_DN3_SP8_c0.t1	CP8_g53456_DN3_SP7_c.t1
OG0012652	ESY6_g47956_DN3_SP3_c0.t1	CP8_g53455_DN3_SP4_c.t1
OG0012653	ESY6_g47955_DN3_SP0_c0.t1	CP8_g53454_DN3_SP0_c.t1
OG0012654	ESY6_g47934_DN3_SP8_c0.t1	CP8_g53444_DN3_SP8_c.t1
OG0012655	ESY6_g47916_DN3_SP8_c0.t1	CP8_g53437_DN3_SP8_c.t1
OG0012656	ESY5_g1706_DN2_SP0_c0.t1	CP7_g45352_DN3_SP0_c.t1
OG0012657	ESY1_g9657_DN3_SP0_c0.t1	CP1_g39204_DN3_SP0_c.t1, CP3_g14432_DN3_SP1_c.t1
OG0012658	ESY1_g9648_DN3_SP8_c0.t1	CP3_g14437_DN3_SP8_c.t1
OG0012659	ESY1_g9642_DN3_SP0_c0.t1	CP3_g14441_DN3_SP0_c.t1
OG0012660	ESY1_g9448_DN3_SP0_c0.t1	CP3_g14469_DN3_SP2_c.t1
OG0012661	ESY1_g9333_DN3_SP1_c0.t1	CP3_g14482_DN3_SP5_c.t1
OG0012662	ESY1_g9284_DN3_SP0_c0.t1	CP3_g14507_DN3_SP0_c.t1
OG0012663	ESY6_g47613_DN3_SP8_c0.t1	CP8_g53379_DN3_SP8_c.t1
OG0012664	ESY6_g47612_DN3_SP0_c0.t1	CP8_g53380_DN3_SP4_c.t1
OG0012665	ESY6_g47622_DN2_SP0_c0.t1	CP8_g53399_DN3_SP1_c.t1
OG0012666	ESY6_g47839_DN3_SP4_c0.t1	CP8_g53405_DN3_SP8_c.t1
OG0012667	ESY20_g13223_DN3_SP0_c0.t1	CP11_g32074_DN3_SP0_c.t1
OG0012668	ESY20_g13233_DN3_SP0_c0.t1	CP11_g32069_DN3_SP1_c.t1
OG0012670	ESY20_g13242_DN2_SP0_c0.t1	CP11_g32063_DN3_SP0_c.t1
OG0012671	ESY20_g13265_DN3_SP7_c0.t1	CP11_g32056_DN3_SP3_c.t1
OG0012672	ESY20_g13282_DN3_SP8_c0.t1	CP11_g32045_DN3_SP8_c.t1
OG0012673	ESY20_g13284_DN3_SP0_c0.t1	CP11_g32043_DN3_SP0_c.t1
OG0012674	ESY20_g13285_DN3_SP0_c0.t1	CP11_g32042_DN3_SP0_c.t1
OG0012675	ESY20_g13289_DN3_SP2_c0.t1	CP11_g32035_DN3_SP5_c.t1
OG0012677	ESY7_g18532_DN3_SP0_c8.t1	CP11_g33155_DN3_SP0_c.t1, CP11_g33156_DN3_SP2_c.t1
OG0012678	ESY7_g18530_DN2_SP0_c0.t1	CP11_g33159_DN2_SP0_c.t1
OG0012679	ESY7_g18516_DN3_SP0_c0.t1	CP11_g33169_DN3_SP0_c.t1
OG0012680	ESY7_g18502_DN3_SP0_c0.t1	CP11_g33180_DN2_SP1_c.t1
OG0012681	ESY7_g18489_DN3_SP0_c0.t1	CP11_g33192_DN3_SP1_c.t1
OG0012682	ESY7_g18470_DN3_SP0_c0.t1	CP11_g33286_DN3_SP3_c.t1
OG0012683	ESY7_g18469_DN3_SP0_c0.t1	CP11_g33285_DN3_SP1_c.t1
OG0012685	ESY7_g18715_DN3_SP5_c0.t1	CP11_g33260_DN3_SP6_c.t1
OG0012686	ESY2_g33379_DN3_SP2_c0.t1	CP15_g35032_DN3_SP2_c.t1
OG0012687	ESY7_g18718_DN3_SP1_c0.t1	CP11_g33258_DN3_SP3_c.t1
OG0012688	ESY7_g18723_DN3_SP0_c0.t1	CP11_g33256_DN3_SP2_c.t1
OG0012689	ESY8_g58118_DN2_SP0_c0.t1, ESY7_g18725_DN2_SP0_c0.t1	CP11_g33255_DN2_SP0_c.t1
OG0012690	ESY7_g18728_DN3_SP2_c0.t1	CP11_g33253_DN3_SP4_c.t1
OG0012691	ESY7_g18729_DN3_SP7_c0.t1	CP11_g33252_DN3_SP5_c.t1
OG0012692	ESY7_g18731_DN3_SP0_c0.t1	CP11_g33250_DN3_SP1_c.t1
OG0012693	ESY7_g18740_DN3_SP0_c0.t1	CP11_g33246_DN3_SP2_c.t1
OG0012694	ESY7_g18745_DN3_SP0_c0.t1	CP11_g33243_DN3_SP0_c.t1
OG0012695	ESY7_g18759_DN3_SP0_c0.t1	CP11_g33234_DN3_SP2_c.t1
OG0012696	ESY7_g18763_DN3_SP8_c0.t1	CP11_g33230_DN3_SP8_c.t1
OG0012697	ESY13_g56247_DN3_SP3_c0.t1	CP1_g40924_DN3_SP0_c.t1, CP19_g18044_DN3_SP4_c.t1
OG0012698	ESY7_g18770_DN3_SP0_c0.t1	CP11_g33224_DN3_SP0_c.t1
OG0012699	ESY7_g18787_DN3_SP0_c0.t1	CP572_g4812_DN3_SP2_c.t1, CP11_g33210_DN3_SP3_c.t1
OG0012700	ESY7_g18794_DN3_SP8_c0.t1	CP11_g33203_DN3_SP8_c.t1
OG0012701	ESY7_g18841_DN3_SP8_c0.t1	CP11_g33313_DN3_SP8_c.t1
OG0012702	ESY7_g18838_DN3_SP5_c0.t1	CP11_g33311_DN3_SP5_c.t1
OG0012703	ESY7_g18853_DN3_SP8_c0.t1	CP11_g33321_DN3_SP8_c.t1
OG0012704	ESY7_g18884_DN3_SP5_c0.t1	CP11_g33338_DN3_SP7_c.t1
OG0012705	ESY7_g18887_DN3_SP7_c0.t1	CP11_g33341_DN3_SP6_c.t1
OG0012706	ESY19_g42214_DN3_SP4_c0.t1	CP7_g46460_DN3_SP2_c.t1
OG0012707	ESY7_g18906_DN3_SP0_c0.t1	CP1_g38332_DN2_SP0_c.t1, CP11_g33351_DN3_SP0_c.t1
OG0012708	ESY7_g18944_DN3_SP8_c0.t1	CP11_g33367_DN3_SP7_c.t1
OG0012710	ESY5_g5540_DN3_SP8_c0.t1	CP1_g36428_DN3_SP8_c.t1
OG0012712	ESY7_g19016_DN3_SP4_c0.t1	CP11_g33410_DN3_SP4_c.t1
OG0012713	ESY7_g19018_DN3_SP0_c0.t1	CP11_g33412_DN3_SP2_c.t1
OG0012714	ESY7_g19048_DN3_SP7_c0.t1, ESY7_g19050_DN3_SP0_c0.t1	CP11_g33423_DN3_SP7_c.t1
OG0012715	ESY7_g19055_DN3_SP0_c0.t1	CP11_g33426_DN3_SP0_c.t1
OG0012716	ESY7_g19062_DN3_SP4_c0.t1	CP11_g33429_DN3_SP7_c.t1
OG0012717	ESY7_g19061_DN3_SP0_c0.t1	CP11_g33430_DN3_SP0_c.t1
OG0012718	ESY7_g19117_DN3_SP0_c0.t1	CP11_g33465_DN3_SP4_c.t1
OG0012719	ESY7_g19124_DN3_SP0_c0.t1	CP11_g33466_DN3_SP1_c.t1
OG0012720	ESY7_g19131_DN1_SP0_c0.t1	CP11_g33468_DN3_SP1_c.t1
OG0012721	ESY7_g19152_DN3_SP0_c0.t1	CP11_g33473_DN3_SP0_c.t1
OG0012722	ESY7_g19157_DN3_SP0_c0.t1, ESY7_g19158_DN3_SP0_c0.t1	CP11_g33477_DN3_SP1_c.t1
OG0012723	ESY7_g19181_DN2_SP0_c0.t1	CP11_g33492_DN2_SP0_c.t1
OG0012724	ESY7_g19182_DN3_SP0_c0.t1	CP11_g33493_DN3_SP0_c.t1
OG0012725	ESY7_g19217_DN3_SP0_c16.t1	CP11_g33510_DN3_SP0_c.t1
OG0012726	ESY7_g19235_DN3_SP1_c0.t1	CP11_g33517_DN3_SP2_c.t1
OG0012727	ESY7_g19258_DN3_SP6_c12.t1	CP11_g33524_DN3_SP8_c.t1
OG0012728	ESY7_g19277_DN1_SP0_c0.t1	CP11_g33536_DN3_SP0_c.t1
OG0012730	ESY7_g19311_DN3_SP0_c0.t1	CP11_g33548_DN3_SP0_c.t1
OG0012731	ESY7_g19352_DN2_SP0_c0.t1	CP11_g33562_DN2_SP0_c.t1
OG0012733	ESY7_g19384_DN3_SP0_c0.t1	CP11_g33580_DN3_SP0_c.t1
OG0012734	ESY7_g19398_DN3_SP8_c0.t1	CP11_g33583_DN3_SP8_c.t1
OG0012735	ESY7_g19464_DN3_SP0_c0.t1	CP11_g33617_DN3_SP2_c.t1
OG0012736	ESY7_g19514_DN3_SP8_c0.t1	CP11_g33647_DN3_SP8_c.t1
OG0012737	ESY7_g19528_DN2_SP4_c0.t1	CP11_g33658_DN3_SP6_c.t1
OG0012738	ESY7_g19553_DN2_SP3_c0.t1	CP11_g33677_DN3_SP7_c.t1
OG0012739	ESY7_g19572_DN2_SP0_c0.t1	CP11_g33688_DN1_SP0_c.t1
OG0012740	ESY7_g19574_DN3_SP0_c0.t1	CP11_g33690_DN3_SP0_c.t1
OG0012741	ESY7_g19579_DN3_SP7_c0.t1	CP11_g33694_DN3_SP7_c.t1
OG0012742	ESY7_g19586_DN1_SP0_c0.t1	CP11_g33701_DN3_SP3_c.t1
OG0012743	ESY7_g19630_DN1_SP0_c0.t1	CP11_g33742_DN1_SP0_c.t1
OG0012744	ESY7_g19655_DN3_SP0_c0.t1	CP11_g33752_DN2_SP0_c.t1
OG0012745	ESY7_g19652_DN3_SP0_c0.t1	CP11_g33751_DN3_SP0_c.t1
OG0012746	ESY7_g19651_DN3_SP0_c0.t1	CP11_g33750_DN3_SP0_c.t1
OG0012747	ESY7_g19670_DN3_SP8_c0.t1	CP11_g33763_DN3_SP8_c.t1
OG0012749	ESY8_g60266_DN2_SP1_c0.t1	CP5_g1351_DN3_SP8_c.t1
OG0012750	ESY8_g60247_DN3_SP4_c0.t1	CP5_g1350_DN3_SP6_c.t1
OG0012751	ESY8_g60246_DN2_SP7_c0.t1	CP5_g1349_DN3_SP7_c.t1
OG0012752	ESY8_g60242_DN3_SP0_c0.t1	CP5_g1343_DN3_SP0_c.t1, CP5_g1342_DN3_SP0_c.t1
OG0012753	ESY15_g64875_DN3_SP0_c0.t1	CP30_g10037_DN3_SP0_c.t1
OG0012754	ESY8_g60137_DN3_SP0_c7.t1	CP19_g17914_DN3_SP0_c.t1
OG0012755	ESY8_g60108_DN3_SP0_c0.t1	CP19_g17893_DN3_SP0_c.t1
OG0012757	ESY8_g60029_DN2_SP0_c0.t1	CP19_g17846_DN3_SP0_c.t1
OG0012758	ESY2_g36512_DN3_SP0_c0.t1	CP9_g29720_DN3_SP0_c.t1, CP4_g26842_DN3_SP0_c.t1
OG0012759	ESY2_g36500_DN3_SP0_c0.t1	CP9_g29725_DN3_SP0_c.t1
OG0012760	ESY2_g36485_DN3_SP0_c0.t1	CP9_g29732_DN3_SP2_c.t1
OG0012761	ESY2_g36473_DN1_SP0_c0.t1	CP9_g29742_DN2_SP0_c.t1
OG0012762	ESY2_g36470_DN2_SP0_c0.t1	CP9_g29746_DN2_SP2_c.t1
OG0012763	ESY2_g36469_DN3_SP0_c0.t1	CP9_g29747_DN2_SP0_c.t1
OG0012764	ESY2_g36517_DN3_SP7_c0.t1	CP9_g29713_DN3_SP7_c.t1
OG0012765	ESY2_g36525_DN3_SP1_c0.t1	CP9_g29707_DN3_SP8_c.t1
OG0012766	ESY2_g36540_DN3_SP0_c0.t1	CP9_g29698_DN3_SP0_c.t1
OG0012767	ESY2_g36566_DN3_SP0_c0.t1	CP9_g29677_DN3_SP1_c.t1
OG0012768	ESY2_g36585_DN3_SP7_c0.t1	CP9_g29666_DN3_SP8_c.t1
OG0012769	ESY2_g34171_DN3_SP8_c0.t1	CP2_g49763_DN3_SP7_c.t1
OG0012770	ESY2_g36630_DN3_SP0_c16.t1	CP9_g29630_DN3_SP0_c.t1
OG0012771	ESY2_g36667_DN3_SP8_c11.t1	CP9_g29600_DN3_SP8_c.t1
OG0012772	ESY6_g47489_DN3_SP8_c0.t1	CP8_g53336_DN3_SP8_c.t1
OG0012773	ESY2_g36692_DN3_SP0_c0.t1	CP9_g29582_DN3_SP6_c.t1
OG0012774	ESY2_g36700_DN3_SP3_c0.t1	CP9_g29577_DN3_SP2_c.t1
OG0012775	ESY2_g36713_DN3_SP8_c0.t1	CP9_g29573_DN3_SP8_c.t1
OG0012776	ESY2_g36767_DN3_SP0_c0.t1	CP9_g29557_DN3_SP2_c.t1
OG0012777	ESY2_g36783_DN3_SP3_c0.t1	CP9_g29548_DN3_SP3_c.t1
OG0012778	ESY2_g36801_DN3_SP4_c0.t1	CP9_g29540_DN3_SP7_c.t1
OG0012779	ESY2_g36816_DN3_SP0_c0.t1	CP9_g29530_DN3_SP0_c.t1
OG0012780	ESY2_g36823_DN3_SP0_c0.t1	CP9_g29524_DN3_SP0_c.t1
OG0012781	ESY2_g36155_DN3_SP0_c0.t1	CP9_g29518_DN1_SP0_c.t1
OG0012782	ESY3_g29326_DN2_SP0_c0.t1	CP6_g9691_DN1_SP0_c.t1, CP27_g41899_DN2_SP0_c.t1, CP20_g3908_DN2_SP0_c.t1
OG0012783	ESY2_g36115_DN3_SP1_c0.t1, ESY2_g36117_DN3_SP3_c0.t1	CP9_g29493_DN3_SP2_c.t1
OG0012784	ESY2_g35019_DN2_SP0_c0.t1	CP9_g29471_DN1_SP0_c.t1
OG0012786	ESY2_g35029_DN3_SP1_c0.t1	CP9_g29464_DN3_SP5_c.t1
OG0012787	ESY2_g35032_DN3_SP0_c0.t1	CP9_g29461_DN3_SP7_c.t1
