Orthogroup	Noccaea_praecox	Cochlearia_excelsa
OG0004755	Np004G197060	g36429
OG0004756	Np004G199200	g36340
OG0004757	Np007G385020	g13472
OG0004758	Np001G024900	g1528, g10676
OG0004759	Np001G057280	g19163
OG0004760	Np001G053340	g2467, g19305
OG0004761	Np001G053390	g19298
OG0004762	Np006G362370, Np006G362380	g38266
OG0004763	Np001G059380	g2190, g19078
OG0004764	Np001G060210	g11270, g11266
OG0004765	Np001G059730, Np001G060830	g2137
OG0004766	Np001G061280	g2057
OG0004767	Np001G062020	g18987
OG0004769	Np001G062660	g18974, g2131
OG0004770	Np001G013690	g18775
OG0004772	Np005G298870	g24324, g17564
OG0004773	Np001G037850	g32643
OG0004774	Np023G439560, Np019G438900	g19758, g19705
OG0004775	Np001G015320	g18505
OG0004776	Np004G249310	g49700
OG0004779	Np007G376300	g14047, g13721
OG0004780	Np007G385600	g13477
OG0004781	Np007G397790	g11944, g13352
OG0004782	Np007G410390	g7382
OG0004783	Np003G133030	g5563
OG0004786	Np003G152000	g853
OG0004789	Np004G199720	g36296, g36298, g36289, g36293, g42180, g42159, g42145, g36297, g36288, g36287, g36286, g36295, g36234, g36231, g36300, g17963, g36299, g42131, g42167
OG0004801	Np005G276610	g47661, g23560
OG0004802	Np005G276600	g23559, g24087
OG0004803	Np005G276550	g16408, g47173
OG0004804	Np005G276410	g47672
OG0004805	Np005G275500	g23507, g17014
OG0004806	Np005G274140	g16989
OG0004807	Np005G272830	g47757
OG0004808	Np005G271360	g50910, g43007, g47792
OG0004809	Np005G271260	g23303
OG0004811	Np005G262950	g16912
OG0004812	Np005G262770	g23246
OG0004813	Np005G263160	g47832
OG0004814	Np005G264390	g47869
OG0004815	Np005G265300	g23064
OG0004816	Np004G216970	g50611
OG0004817	Np005G298910	g24326
OG0004818	Np005G299230	g17569, g24331
OG0004819	Np005G300000	g17584
OG0004821	Np004G250230	g31153
OG0004822	Np002G117910	g40969
OG0004823	Np002G118130	g40966, g44178
OG0004824	Np001G028150	g10813
OG0004825	Np001G027920	g10809
OG0004826	Np001G025850	g10723
OG0004827	Np001G023080	g10594
OG0004828	Np001G022420	g10563
OG0004829	Np001G022240	g10553
OG0004830	Np005G318110	g46663
OG0004831	Np001G020860	g16555
OG0004832	Np001G020550	g10466
OG0004833	Np001G019150	g10373, g4233
OG0004834	Np001G019110	g10371
OG0004835	Np001G018940	g10363
OG0004836	Np001G018850	g10357
OG0004837	Np001G018590	g10334
OG0004838	Np001G018390	g10313
OG0004839	Np001G018380	g10311
OG0004840	Np002G094710	g44977
OG0004841	Np002G123130	g40796
OG0004842	Np002G121220, Np004G245380	g44241
OG0004843	Np004G245810	g31354
OG0004844	Np006G330430	g51988
OG0004845	Np007G413480	g7495
OG0004847	Np007G411710	g7426
OG0004848	Np007G410210	g7372
OG0004849	Np007G409130	g7317, g12289
OG0004850	Np003G184340	g28317, g1341
OG0004851	Np003G184420	g28324
OG0004852	Np003G167300	g1311
OG0004853	Np003G166080	g41219
OG0004854	Np003G164980	g41241
OG0004855	Np003G164920	g28395
OG0004856	Np006G343440, Np003G164620	g28398
OG0004857	Np003G161750	g936, g36082
OG0004858	Np003G163380	g39404, g970
OG0004859	Np005G280010, Np005G278510	g28494
OG0004860	Np003G156620	g1094
OG0004861	Np003G155420	g1130
OG0004862	Np003G154980	g1150
OG0004863	Np003G140060	g5276
OG0004864	Np003G139950	g5285, g29368
OG0004865	Np003G139890	g29382, g5287
OG0004866	Np003G139840	g5288
OG0004868	Np003G142490	g45699
OG0004869	Np003G137580	g5391, g29462
OG0004870	Np003G136840	g5408, g45543, g29494
OG0004871	Np003G136270	g29525
OG0004872	Np003G135530, Np003G135610	g5455
OG0004873	Np005G294530	g24252, g47215, g47220
OG0004874	Np001G034650	g40636
OG0004875	Np005G292360	g47258, g17491
OG0004876	Np001G035700	g40611, g10948
OG0004877	Np005G290790	g47289
OG0004878	Np005G290760	g47290
OG0004879	Np005G289860	g24126
OG0004880	Np006G334760, Np005G288740	g24076
OG0004881	Np005G288490	g24065
OG0004882	Np005G288110	g47347
OG0004883	Np005G287480	g17366
OG0004884	Np005G288040	g24013
OG0004885	Np003G147390, Np003G147400	g29115
OG0004886	Np005G286580	g23987
OG0004887	Np005G286450	g23986, g47401
OG0004888	Np005G285470	g23959, g47423
OG0004889	Np005G284590	g17274
OG0004890	Np005G283510	g47457, g23890
OG0004891	Np005G283120	g23864, g17250, g47478
OG0004892	Np005G282840	g17229
OG0004894	Np004G200870	g28120, g36229
OG0004895	Np004G210720	g50447, g50444, g27643
OG0004896	Np004G210980	g50450
OG0004897	Np004G211120	g50459
OG0004898	Np004G213550	g50528
OG0004900	Np005G268430	g22905
OG0004901	Np005G269470	g22827
OG0004902	Np005G269720	g22811
OG0004903	Np005G262500	g18298
OG0004904	Np005G260220	g18366
OG0004905	Np006G340730	g51513
OG0004906	Np001G032820	g10832, g40729
OG0004907	Np003G184890	g25538
OG0004908	Np001G039160	g40509, g11035
OG0004911	Np001G036490, Np001G036530	g40597
OG0004912	Np001G034250	g40652
OG0004913	Np001G032040	g10852, g40714
OG0004915	Np001G031790	g10862
OG0004916	Np007G387770	g11674
OG0004917	Np005G304790	g47056
OG0004918	Np004G233480, Np005G303680, Np005G303690	g17700, g17701, g17699
OG0004919	Np005G297520, Np005G319020	g46824, g46815
OG0004920	Np001G002430	g9686
OG0004921	Np001G069400	g18752
OG0004921	Np006G320630	g37769
OG0004922	Np001G068940	g1755, g18790
OG0004923	Np006G323100	g6695
OG0004924	Np007G401970, Np007G401660	g31538, g49910
OG0004925	Np001G067300	g1858
OG0004926	Np006G323380	g37639
OG0004927	Np006G323650	g52279
OG0004928	Np006G323730	g37626, g52274
OG0004929	Np006G325320	g37564
OG0004931	Np006G327520	g37485, g38204
OG0004932	Np006G327620	g38202, g37476
OG0004933	Np006G328610	g37447
OG0004934	Np006G328860	g37439
OG0004935	Np005G280370	g47554, g47553
OG0004936	Np003G126600	g5789
OG0004937	Np003G127810	g5727
OG0004938	Np006G325600, Np003G128280	g52168
OG0004939	Np003G128590	g29803, g45387, g16335, g16338, g16343, g17943, g24741
OG0004940	Np003G148430	g28947, g41405
OG0004941	Np003G148010	g673
OG0004942	Np003G148880	g28925
OG0004943	Np003G149200	g741, g41384
OG0004944	Np003G149900	g28890
OG0004945	Np003G150370	g791
OG0004946	Np003G151070	g817, g28853
OG0004947	Np003G176290	g18092, g11110
OG0004948	Np003G152260	g41312, g28787
OG0004949	Np003G153150	g1265
OG0004950	Np003G153280	g1259
OG0004951	Np003G153710	g1237
OG0004952	Np001G006370	g9821
OG0004953	Np006G322820	g50780, g37669
OG0004954	Np001G005890	g295
OG0004955	Np001G004310	g9758, g221
OG0004956	Np001G003210	g159
OG0004957	Np001G005610, Np001G002900	g18666
OG0004958	Np001G002820	g9701
OG0004959	Np001G002610	g127, g9696
OG0004960	Np001G002240	g99
OG0004961	Np001G002140	g93, g9674
OG0004962	Np001G001650	g64
OG0004963	Np001G001060	g39
OG0004964	Np001G052760	g19333, g2505
OG0004965	Np003G188550	g25395, g39471
OG0004966	Np001G040430	g39690
OG0004967	Np004G256020	g49446
OG0004968	Np009G431990, Np006G345220	g39741
OG0004969	Np006G357060	g51307
OG0004970	Np006G353590, Np006G347190	g39902
OG0004971	Np006G353430, Np006G347270	g51217, g39908
OG0004972	Np006G352580	g39927
OG0004973	Np006G350790, Np006G350850	g37881
OG0004974	Np008G428320, Np006G350370	g37877
OG0004975	Np006G359490	g40026, g37842
OG0004976	Np006G358670	g40075, g53438
OG0004977	Np006G361550	g40144
OG0004978	Np003G140860	g5226, g45634
OG0004979	Np007G415680	g12415
OG0004981	Np007G424510	g7924
OG0004982	Np007G422980	g7854
OG0004983	Np003G143990	g5017
OG0004985	Np001G014760	g10132, g4790
OG0004986	Np001G014000	g10104, g4859
OG0004987	Np003G147280	g41428
OG0004988	Np007G417340	g7658, g12497
OG0004989	Np003G182500	g18998, g2083
OG0004990	Np007G416050	g12948, g12459, g7612
OG0004991	Np007G415290	g12975, g12437, g7582
OG0004992	Np007G414730	g7557, g12997
OG0004993	Np007G414360	g12987
OG0004994	Np006G331790	g51879, g37355
OG0004995	Np006G332600	g37341
OG0004996	Np006G333200	g51810
OG0004997	Np001G058560	g2239, g19129, g11283
OG0004998	Np006G339800	g38023, g51555
OG0004999	Np006G339690	g37147, g38025
OG0005000	Np004G211850	g32377
OG0005001	Np006G336320	g51686
OG0005002	Np006G336060	g51694, g37251
OG0005003	Np006G335850, Np006G335830	g37258
OG0005004	Np002G103940, Np002G103950	g23993
OG0005005	Np004G241020	g31591
OG0005006	Np004G239430	g31663, g27350
OG0005007	Np004G238600	g31708
OG0005008	Np004G238470	g50008, g31716
OG0005009	Np004G237890	g31744, g50026
OG0005010	Np004G237260	g31786
OG0005011	Np004G236520	g31824
OG0005012	Np004G235650	g50104, g31886
OG0005013	Np002G074360	g46390
OG0005014	Np004G232700	g32020, g27513
OG0005015	Np004G231930	g27524
OG0005019	Np004G227470	g27576
OG0005020	Np004G225830	g50366, g32160
OG0005021	Np004G209380	g32212
OG0005022	Np004G209500	g32240, g50395
OG0005023	Np004G209910	g32255
OG0005024	Np002G092000	g44908
OG0005025	Np005G281670	g17196
OG0005026	Np005G280810	g23764
OG0005027	Np005G263260	g23202
OG0005029	Np004G243120	g49893
OG0005030	Np002G071230	g46558
OG0005031	Np004G245490	g31380
OG0005032	Np004G245750	g49806
OG0005034	Np004G248140	g27122, g49734
OG0005035	Np004G248620	g27108, g31242
OG0005036	Np001G039810	g49722
OG0005037	Np004G250130	g31158
OG0005038	Np006G341050	g51487
OG0005039	Np004G251190	g49607, g27024
OG0005040	Np004G250880	g31122, g49685
OG0005041	Np004G253390	g49542
OG0005042	Np004G253520	g49539
OG0005043	Np004G253710	g30971, g30966
OG0005044	Np004G254900	g30914
OG0005045	Np004G254990	g49486
OG0005046	Np004G257460	g30801
OG0005047	Np004G258780	g44113, g36008, g35172, g49327, g30745, g3709
OG0005049	Np004G259270	g49309
OG0005050	Np003G141980	g45684, g5135
OG0005051	Np003G143000	g45713
OG0005052	Np003G146190, Np003G146140, Np003G143030	g5071, g45716
OG0005053	Np003G143210	g5060, g45720
OG0005054	Np003G143640	g45736
OG0005055	Np003G144400	g29145
OG0005056	Np003G144490	g4994, g29142
OG0005057	Np003G145130	g29009, g29007
OG0005058	Np003G145810	g4932, g29038
OG0005059	Np003G146000	g29045
OG0005060	Np003G146760	g29077
OG0005061	Np003G147090	g29099, g41434
OG0005062	Np001G013980	g10103, g4860
OG0005063	Np001G015380	g18504
OG0005064	Np001G015470	g4716
OG0005065	Np001G016270	g4669, g10186
OG0005066	Np001G016840	g10234
OG0005067	Np001G017080	g10223
OG0005068	Np001G017980	g10288
OG0005069	Np001G017930	g10284
OG0005070	Np001G057390	g2298
OG0005071	Np003G131750	g5598
OG0005072	Np003G129850	g29750, g5646
OG0005073	Np001G050430, Np001G050700	g2625, g19399
OG0005075	Np001G009910	g9944
OG0005076	Np001G009830	g446
OG0005077	Np001G009340	g9907
OG0005078	Np001G009240	g422, g18593
OG0005079	Np001G007580	g9866
OG0005080	Np003G154160	g1210
OG0005081	Np003G154470	g28724, g1187
OG0005082	Np003G154650	g1160
OG0005083	Np003G154660	g1159
OG0005084	Np001G051270	g2594, g19367
OG0005085	Np001G050390	g2626
OG0005086	Np001G050360	g19400
OG0005087	Np001G050200	g2632, g11381
OG0005088	Np001G049840, Np003G175050	g2653
OG0005089	Np001G047010	g2797
OG0005090	Np003G148610	g716
OG0005091	Np002G091080	g41602, g41623
OG0005092	Np002G089040	g44839
OG0005093	Np002G088940	g44834
OG0005094	Np002G088900	g41508, g44831
OG0005095	Np001G029810	g10824
OG0005096	Np002G088480	g44805
OG0005097	Np002G087610	g45775, g44780
OG0005098	Np002G086490	g44738
OG0005099	Np002G083170	g45975
OG0005100	Np002G073800	g46419
OG0005101	Np002G074290	g46395
OG0005102	Np001G017920	g10283
OG0005103	Np002G075740	g46311, g44383
OG0005104	Np002G076560	g44404
OG0005104	Np004G234890	g31943
OG0005105	Np002G076850	g46255
OG0005106	Np002G078030	g44465
OG0005107	Np002G072180	g44324
OG0005108	Np002G070880	g46579
OG0005109	Np002G070790	g46585
OG0005111	Np004G190710	g54309, g36727
OG0005112	Np007G407280, Np002G098980	g7224
OG0005113	Np007G407060	g13191, g13192
OG0005114	Np007G406550	g12213
OG0005115	Np004G191800	g36688
OG0005116	Np007G405540	g7160
OG0005117	Np007G404540	g7111
OG0005118	Np007G403940	g7084
OG0005119	Np007G403610	g12138
OG0005120	Np007G402830	g7064
OG0005121	Np007G390250	g7045
OG0005122	Np007G390600	g7017
OG0005123	Np007G391030	g7006
OG0005124	Np007G394540	g12002, g6868
OG0005125	Np007G395300	g11981
OG0005126	Np007G398360	g13364
OG0005127	Np001G028140	g11903
OG0005128	Np007G380300	g6713
OG0005129	Np007G380400	g6708
OG0005130	Np007G380850	g13378
OG0005131	Np007G381160, Np007G381150	g13381
OG0005132	Np007G381640	g11866
OG0005133	Np007G381210	g11873
OG0005134	Np007G381180	g13382
OG0005135	Np005G303390	g24466
OG0005136	Np007G383660	g6568
OG0005137	Np007G385980	g6484
OG0005138	Np007G386080	g6472, g13479
OG0005140	Np007G374310	g5999
OG0005141	Np007G373860	g5980
OG0005142	Np005G297780	g13926
OG0005142	Np007G373850	g5977
OG0005143	Np007G373750	g5974, g13923
OG0005144	Np007G372230	g13861, g5917
OG0005145	Np004G190680	g36734
OG0005146	Np004G191050, Np007G407530	g36716
OG0005147	Np004G194520	g54258
OG0005148	Np002G114400, Np004G195730	g28039
OG0005149	Np004G198600	g54112
OG0005149	Np004G198610	g36373
OG0005150	Np001G053840	g19282
OG0005151	Np001G054570	g19250
OG0005152	Np001G055080	g2405
OG0005153	Np001G057150	g19169, g11304
OG0005154	Np001G057190	g19167, g2309
OG0005155	Np001G053710	g2452, g19286
OG0005156	Np001G057990	g19133, g2268
OG0005157	Np001G058040	g19132
OG0005158	Np005G308610, Np001G037540	g50609, g27924, g2250
OG0005159	Np001G060130	g19044
OG0005160	Np001G060320	g19038
OG0005161	Np001G060570	g19027, g2147
OG0005162	Np001G062380	g2119
OG0005163	Np001G064850	g2028
OG0005165	Np001G066900	g1877
OG0005166	Np001G067400	g1843
OG0005167	Np001G067850, Np001G067460	g1839
OG0005168	Np001G067510	g24221
OG0005170	Np005G300040	g17585, g47159
OG0005174	Np004G246700	g43239
OG0005178	Np005G319030	g46817
OG0005178	Np005G319040	g16794
OG0005179	Np001G020470	g10461
OG0005182	Np004G229380	g27563
OG0005182	Np004G229370	g50309
OG0005184	Np001G020690	g18681, g1622
OG0005185	Np002G122460, Np002G122650	g40667
OG0005188	Np001G016600	g10204, g4784
OG0005192	Np005G276800	g17063
OG0005193	Np005G276270	g47676, g23544
OG0005194	Np005G311500	g47686, g23519
OG0005195	Np005G275680	g17021
OG0005196	Np005G274880	g23460
OG0005197	Np007G374580	g6007
OG0005198	Np005G274780	g47702
OG0005199	Np005G274590	g16997
OG0005200	Np005G274430	g47723
OG0005201	Np005G273900	g23425, g47734
OG0005202	Np005G273860	g23423
OG0005203	Np005G273030	g16975
OG0005204	Np005G272910	g23384
OG0005205	Np005G272650	g23366
OG0005206	Np005G272510	g23363
OG0005207	Np005G272150	g23342
OG0005208	Np001G037280, Np001G037270	g49866
OG0005209	Np005G263040	g47826
OG0005210	Np005G262790	g23245, g47823
OG0005211	Np005G264400	g47870, g23134
OG0005212	Np005G264710	g23097
OG0005213	Np005G264680	g47879, g23099
OG0005214	Np005G265750	g23032
OG0005215	Np004G217060	g50612
OG0005216	Np004G218090	g27767, g50622
OG0005217	Np005G297770	g47189
OG0005218	Np002G113080	g44027
OG0005219	Np002G117470	g36835, g40978
OG0005220	Np002G118630	g38262
OG0005220	Np002G118510	g44190, g40950
OG0005221	Np001G026770	g10766
OG0005222	Np001G026440	g1507, g16060
OG0005223	Np001G026350	g10740
OG0005224	Np001G026160	g10733
OG0005225	Np001G025480	g10716
OG0005226	Np001G024730	g10669
OG0005227	Np001G024620	g16679
OG0005229	Np006G340870	g10657
OG0005230	Np001G022980	g10586
OG0005231	Np001G021970	g10543
OG0005232	Np001G021750	g10532
OG0005234	Np001G020300	g10452
OG0005235	Np001G019220	g10377
OG0005236	Np002G092570	g44917
OG0005237	Np002G121520	g40854
OG0005239	Np005G279750	g47575, g17147
OG0005240	Np006G330900	g51962, g37371
OG0005241	Np007G411890	g7434
OG0005242	Np007G410050	g12312
OG0005243	Np007G409420	g7337
OG0005244	Np003G174840	g26658
OG0005245	Np003G164350	g28410
OG0005246	Np003G164360	g28409
OG0005247	Np005G282340	g47504, g17216
OG0005248	Np003G159320	g1027
OG0005249	Np001G066110	g18827, g1922
OG0005250	Np003G158750	g39362
OG0005251	Np003G155550	g1124, g28651
OG0005252	Np003G154890	g1153, g28688
OG0005254	Np003G140240	g29356
OG0005255	Np003G139620	g45603, g29386
OG0005257	Np003G138920	g29407
OG0005258	Np003G138690	g5334
OG0005259	Np003G138510	g5348
OG0005260	Np001G012320	g579
OG0005261	Np003G137160	g29476
OG0005262	Np003G136190	g5437, g29537
OG0005263	Np003G134580	g29589
OG0005264	Np003G134460	g29593, g45498
OG0005265	Np003G134030	g5532
OG0005266	Np003G133050	g5561
OG0005267	Np005G292690	g24225
OG0005268	Np005G292380	g17493
OG0005269	Np005G288610	g47335
OG0005270	Np005G285500	g23961, g47421, g17296
OG0005271	Np005G282790	g23848
OG0005272	Np004G208300	g32721
OG0005274	Np004G202810	g28151, g53837
OG0005275	Np007G383530	g13432
OG0005276	Np004G210570	g50435, g32294, g27639
OG0005277	Np004G211000	g32321
OG0005278	Np004G211100	g50457
OG0005279	Np004G211270	g32340, g50464
OG0005280	Np004G211290	g27656
OG0005281	Np004G212620	g50511
OG0005282	Np004G212810	g27687
OG0005283	Np004G213280	g32433
OG0005284	Np004G213560	g50530
OG0005285	Np005G269130	g22845
OG0005286	Np006G367820	g50941
OG0005287	Np005G269600	g22821
OG0005288	Np006G368830	g50904
OG0005289	Np005G262140	g22749
OG0005290	Np005G261170	g22690
OG0005291	Np001G069190	g1744
OG0005292	Np003G164760	g898
OG0005293	Np006G341080, Np006G341110	g37114, g13661
OG0005294	Np006G340820	g51504, g37123
OG0005295	Np002G077690	g44441
OG0005296	Np003G179510	g25773
OG0005297	Np005G283810	g17269, g17266
OG0005298	Np003G182170	g40404
OG0005299	Np003G184920	g36283
OG0005300	Np001G039970	g40482
OG0005302	Np001G033290	g10901
OG0005303	Np007G390150	g47062
OG0005304	Np007G387750	g6433
OG0005305	Np005G309100	g24670, g24617, g24622, g24676
OG0005306	Np005G309300	g46998
OG0005307	Np005G306150	g17771
OG0005309	Np004G226290	g50359
OG0005310	Np006G324650	g52227
OG0005311	Np006G324680	g37590, g52229
OG0005313	Np006G325890	g38227, g37533
OG0005314	Np006G326910	g7361, g52122
OG0005315	Np006G327110	g37497
OG0005316	Np006G327370	g37490
OG0005317	Np006G328250	g52075, g38193
OG0005318	Np006G329150	g52019
OG0005319	Np006G329110	g52023, g37421
OG0005320	Np006G329050, Np006G329070	g52025
OG0005321	Np006G329840	g52002
OG0005323	Np003G126150	g5800
OG0005324	Np003G126780	g5782
OG0005325	Np003G126950	g45339, g5780
OG0005327	Np003G127650	g5732
OG0005328	Np003G128110	g5718, g29828
OG0005329	Np006G330420	g19112
OG0005330	Np001G013780	g635
OG0005331	Np003G148500	g28944, g709
OG0005332	Np003G148540	g28942, g712
OG0005333	Np003G148870	g725
OG0005334	Np003G148960	g729
OG0005335	Np003G149100	g28916
OG0005336	Np005G282700	g23847, g47490
OG0005337	Np003G149680, Np003G149620, Np003G149540	g758, g28902
OG0005338	Np003G149940	g28889
OG0005339	Np001G037560, Np004G239910, Np003G150350	g789, g43751
OG0005340	Np003G148100	g684, g28964
OG0005341	Np003G150400	g28872
OG0005342	Np003G151340	g28851
OG0005343	Np003G152040	g28804
OG0005344	Np003G152630	g39224, g28759
OG0005345	Np003G153030	g39233, g28740
OG0005346	Np001G006490, Np001G048400	g2724
OG0005347	Np001G005430	g36059, g36057
OG0005349	Np001G005110	g258
OG0005350	Np001G004720	g9775
OG0005351	Np001G004050	g205
OG0005352	Np001G004000	g203
OG0005353	Np001G003070	g152
OG0005354	Np001G002890	g9703, g145
OG0005355	Np001G002420	g9685, g18674
OG0005356	Np001G002400	g111
OG0005358	Np001G000790	g31
OG0005359	Np001G000500	g19636, g19641, g54378
OG0005360	Np003G189920	g25332
OG0005361	Np003G189830	g25337
OG0005362	Np003G188940	g25376, g39460
OG0005363	Np003G188170	g45265
OG0005364	Np004G258490	g49349
OG0005365	Np003G187710	g25422, g45224
OG0005366	Np003G185600	g39635, g25502
OG0005367	Np004G255900	g49451
OG0005368	Np006G356300	g39786
OG0005369	Np006G357220	g51311
OG0005370	Np006G355390	g37907
OG0005371	Np006G355080	g39845
OG0005372	Np006G354880	g39853
OG0005373	Np006G358900	g40064
OG0005374	Np006G360780	g40109
OG0005375	Np006G362000	g40174
