Orthogroup	Noccaea_praecox	Cochlearia_excelsa
OG0013025	Np005G279880	g23724
OG0013026	Np005G279830	g23721
OG0013027	Np005G279770	g47573
OG0013028	Np005G279650	g23713
OG0013029	Np005G310960	g46840
OG0013030	Np006G330470	g37384
OG0013031	Np006G330590	g51976
OG0013032	Np006G330730	g37377
OG0013033	Np006G330710	g51968
OG0013034	Np006G330930	g51959
OG0013035	Np006G331250	g51927, g51942
OG0013036	Np006G331410	g38143
OG0013037	Np007G413840, Np007G412300, Np007G413870	g7517
OG0013038	Np007G413650	g13023
OG0013039	Np007G413610, Np007G413590	g13028
OG0013040	Np007G413200, Np007G413160	g7480
OG0013041	Np007G413150	g7479
OG0013042	Np007G412720	g12389
OG0013043	Np007G412590	g13067
OG0013044	Np005G282480	g47502
OG0013045	Np007G412490, Np006G331290	g13069
OG0013046	Np007G412200	g12381
OG0013048	Np007G412160	g7445
OG0013049	Np007G411900	g13087
OG0013050	Np007G411880	g13089
OG0013051	Np003G147740	g28979
OG0013052	Np007G411490	g13106
OG0013053	Np007G411470	g12362
OG0013054	Np007G411420	g7417
OG0013055	Np007G411180	g7408
OG0013056	Np004G247350	g31305, g49769
OG0013057	Np007G410640	g12330
OG0013058	Np007G410230	g7374
OG0013059	Np007G410180	g7371
OG0013060	Np007G409440	g13132
OG0013061	Np007G409430	g7338
OG0013062	Np007G409370	g7333
OG0013063	Np007G409330	g12294, g7331
OG0013064	Np006G348190, Np006G354730	g39859
OG0013065	Np007G409090	g12287
OG0013066	Np005G276930	g23582
OG0013068	Np003G174750	g37835
OG0013069	Np001G050780	g26734
OG0013070	Np003G174730	g1476
OG0013071	Np003G174480	g1460
OG0013072	Np003G174270	g1449
OG0013073	Np003G173910	g26787
OG0013074	Np003G173780	g1427
OG0013075	Np003G173730	g1421
OG0013076	Np003G173180	g1413
OG0013077	Np003G173090	g26817
OG0013078	Np003G172870	g28257, g1401
OG0013079	Np003G172110	g1383
OG0013080	Np007G387880	g6410
OG0013081	Np003G169880	g28311
OG0013082	Np003G184380	g28322
OG0013083	Np003G184440	g28326
OG0013084	Np002G097310, Np001G035540	g1328
OG0013085	Np004G203580	g41174, g41192
OG0013086	Np003G167700	g1321
OG0013087	Np003G152990	g28355
OG0013088	Np003G167000	g1303
OG0013089	Np003G166440	g871
OG0013090	Np003G166090	g877
OG0013091	Np003G165130, Np003G164060	g28388, g36025
OG0013092	Np003G164670	g41250
OG0013093	Np003G163820	g41289, g41290
OG0013094	Np005G277280	g17074, g23610
OG0013095	Np003G162200	g39441
OG0013096	Np003G162190	g28451
OG0013097	Np003G162140	g944
OG0013098	Np003G162010	g28449
OG0013099	Np003G161970	g938
OG0013100	Np003G161960	g28446, g38451
OG0013101	Np003G161780	g28444
OG0013102	Np003G162460	g28466
OG0013103	Np003G162520	g39427
OG0013104	Np003G163090	g28483
OG0013105	Np007G380020	g6255, g6277, g3081
OG0013106	Np003G161180	g28492
OG0013107	Np003G161030	g39396
OG0013108	Np003G161020	g978
OG0013109	Np003G161010	g28493
OG0013110	Np003G160950	g980
OG0013111	Np003G160940	g981
OG0013113	Np003G160370	g1005
OG0013114	Np005G278800	g23675
OG0013115	Np003G160330	g28512
OG0013116	Np003G159620	g1017
OG0013117	Np003G159350	g28525
OG0013118	Np003G159240	g39363
OG0013119	Np003G158620	g1039
OG0013120	Np003G158330	g28541
OG0013121	Np003G158270	g1054
OG0013122	Np003G158010	g1064
OG0013123	Np003G157620	g1073
OG0013124	Np003G156380	g28618
OG0013125	Np003G156240	g39316
OG0013126	Np003G156220	g28629
OG0013127	Np003G156080	g1103, g28636
OG0013128	Np003G156070	g1104
OG0013129	Np003G155910	g28644
OG0013130	Np003G155340	g1135
OG0013131	Np003G155200	g28665
OG0013132	Np003G154970	g28684
OG0013133	Np003G154930	g28686
OG0013134	Np005G296060	g24287
OG0013135	Np001G010240	g467
OG0013136	Np001G018240	g10305
OG0013137	Np003G140040	g29361
OG0013138	Np003G139990	g45616, g29366
OG0013139	Np003G139970	g5283
OG0013140	Np003G139640	g29385
OG0013141	Np003G139530	g29392
OG0013142	Np003G139350	g45602
OG0013143	Np003G139160	g45591, g18351
OG0013144	Np003G139140	g29399
OG0013145	Np003G139060	g5319
OG0013146	Np003G139040	g45588
OG0013147	Np003G139000	g5324
OG0013148	Np003G138530	g29425
OG0013150	Np003G138370	g5364
OG0013151	Np003G138320	g5366
OG0013152	Np003G138290	g45570
OG0013153	Np003G138140	g5368
OG0013154	Np003G137960	g45566
OG0013155	Np003G137950, Np003G137970	g5375
OG0013156	Np003G137860	g5380
OG0013157	Np003G137850	g5381
OG0013158	Np003G137230	g45554
OG0013159	Np003G137210	g45551
OG0013160	Np003G136480	g29510
OG0013161	Np003G136040	g29543
OG0013162	Np003G136000	g29546
OG0013163	Np003G135700	g29559
OG0013164	Np003G135500	g5457
OG0013165	Np003G135480	g29564
OG0013166	Np003G135400	g5468
OG0013167	Np003G133960, Np003G135250	g5475
OG0013168	Np003G135230, Np003G134520	g29572
OG0013169	Np003G135210	g45506
OG0013170	Np003G135150	g5484
OG0013171	Np003G134810	g5498
OG0013172	Np001G010500	g486
OG0013174	Np003G134290	g29600, g45491
OG0013175	Np003G134280	g5516
OG0013176	Np003G133820	g29608
OG0013177	Np003G133750	g45488, g29611
OG0013178	Np003G133730	g5534
OG0013179	Np003G133210	g29635, g5556
OG0013180	Np001G007870	g380
OG0013181	Np003G132930	g45474
OG0013182	Np005G295500	g47202
OG0013183	Np005G294540	g17531
OG0013184	Np005G293990	g24247
OG0013186	Np005G293630	g24240
OG0013188	Np005G292160	g47261
OG0013189	Np005G292110	g47262
OG0013190	Np005G292080	g23964, g47263
OG0013191	Np001G036380	g40590
OG0013192	Np005G291470	g47276
OG0013193	Np005G291210	g17466, g24172
OG0013194	Np005G291050	g47281
OG0013195	Np005G291010	g47285
OG0013196	Np005G290840	g47288
OG0013197	Np005G290630	g24156
OG0013198	Np005G290420	g17447
OG0013201	Np005G290060	g24136
OG0013202	Np005G288650	g24071
OG0013203	Np001G058110	g2103
OG0013204	Np005G288640	g47333
OG0013205	Np005G269320	g18283
OG0013206	Np005G288130	g47345
OG0013207	Np005G287660	g24022
OG0013208	Np005G287990	g47373
OG0013209	Np005G286810	g47386
OG0013210	Np005G286160	g23974
OG0013211	Np005G285770	g23967
OG0013212	Np002G086300	g45818
OG0013213	Np005G285460	g23958
OG0013214	Np005G284950	g17287
OG0013217	Np005G283210	g23873
OG0013218	Np005G283100	g17248
OG0013219	Np005G283080	g47479
OG0013220	Np005G282810	g23849
OG0013221	Np004G205770	g27790
OG0013223	Np004G206310	g32665
OG0013224	Np004G206340	g32667
OG0013225	Np003G148310	g702, g28953
OG0013226	Np005G280340	g23741
OG0013228	Np004G206910	g27803
OG0013229	Np004G208470	g27808
OG0013230	Np004G208510	g50742
OG0013231	Np004G208650	g32765
OG0013232	Np004G208760	g27860
OG0013233	Np004G224340	g27865
OG0013234	Np004G204200, Np004G203990	g32900, g27876
OG0013235	Np004G220170, Np004G203940, Np004G204230	g32970
OG0013236	Np004G204520	g37798
OG0013237	Np004G204570	g46638
OG0013238	Np004G204910	g35910
OG0013239	Np004G202490	g53899
OG0013240	Np007G412380, Np007G413810	g13017
OG0013241	Np004G214700	g50566
OG0013242	Np004G203290	g28214
OG0013243	Np004G201970	g28140
OG0013245	Np004G200470	g36261
OG0013246	Np004G200710	g36244
OG0013247	Np004G203740	g28239, g28242
OG0013248	Np004G203760	g53719
OG0013249	Np004G203770	g53718
OG0013250	Np004G201920	g28139
OG0013251	Np004G201360	g36201
OG0013252	Np004G210640	g32302, g32298
OG0013253	Np004G210620	g32271, g32296
OG0013254	Np004G210960	g32319
OG0013255	Np004G211020	g50451
OG0013256	Np004G211040	g27651
OG0013257	Np004G211510	g50487
OG0013258	Np004G211640	g32363
OG0013259	Np004G211810	g32374
OG0013260	Np004G211910	g27673
OG0013261	Np007G387300	g11705
OG0013262	Np004G212110	g32390
OG0013263	Np004G212470	g50508
OG0013264	Np004G213060	g50519
OG0013265	Np004G213590	g27697
OG0013266	Np005G266390	g23005
OG0013267	Np005G266460	g23003
OG0013268	Np005G267060	g22981
OG0013269	Np005G267450	g47941
OG0013270	Np005G267480	g47944
OG0013271	Np005G267530	g47948
OG0013272	Np007G375340	g13997
OG0013273	Np005G267860	g22943
OG0013274	Np005G268030	g22931
OG0013275	Np005G268040	g22930
OG0013276	Np005G268070	g22927
OG0013277	Np002G090740	g22925
OG0013278	Np005G268180	g22921
OG0013279	Np005G268290	g22914
OG0013280	Np005G268330	g18255
OG0013281	Np003G141320, Np007G390780	g22885
OG0013283	Np005G268820	g22872
OG0013284	Np005G268910	g18269
OG0013285	Np005G269350	g47989
OG0013286	Np005G262740	g47999
OG0013287	Np001G056270	g2351
OG0013288	Np005G262360	g22774
OG0013289	Np005G262350	g22773
OG0013290	Np005G262310	g22770
OG0013291	Np005G262080	g22746
OG0013292	Np005G262070	g22745
OG0013293	Np005G262060	g22744
OG0013294	Np004G210510	g32293
OG0013295	Np005G262040	g18142
OG0013296	Np005G261630	g47842
OG0013297	Np005G261620	g22712
OG0013298	Np005G261600	g22711
OG0013299	Np005G261360	g22700
OG0013300	Np005G261290	g22695
OG0013301	Np005G261150	g18308
OG0013302	Np005G260640	g18330
OG0013303	Np005G260570	g18335
OG0013304	Np005G260520	g18340
OG0013305	Np005G260310	g18356
OG0013306	Np005G260080	g18377
OG0013307	Np005G260160	g18370
OG0013309	Np005G260040	g22661
OG0013310	Np006G370140	g50881
OG0013311	Np005G310650	g25121
OG0013312	Np005G310880	g18129, g25096
OG0013313	Np005G310940	g46842
OG0013314	Np005G311110	g46838
OG0013315	Np005G311330	g16738
OG0013316	Np005G312040	g18124
OG0013318	Np005G312330	g46787
OG0013319	Np005G312410	g18120
OG0013320	Np005G312430	g46780
OG0013321	Np005G312600	g18116
OG0013322	Np005G313210	g18114
OG0013323	Np005G313430	g18098
OG0013324	Np005G313480	g46744
OG0013325	Np005G313750	g46737
OG0013326	Np005G313840	g18089
OG0013327	Np005G313850	g46735
OG0013328	Np005G314420	g18084
OG0013329	Np005G314890	g16906
OG0013330	Np005G315880	g16886
OG0013331	Np005G316000	g46688
OG0013332	Np005G316010	g16882
OG0013333	Np003G146670	g4903
OG0013334	Np004G216890	g32535
OG0013335	Np001G045600	g2916
OG0013336	Np003G180330	g25722
OG0013337	Np001G017150	g1636
OG0013338	Np006G340610	g51520, g25983
OG0013339	Np006G340660	g38002
OG0013340	Np006G340800	g37128
OG0013341	Np003G177380	g25844
OG0013342	Np003G177060	g25850
OG0013343	Np003G176390	g40250
OG0013344	Np003G176370	g40249
OG0013345	Np003G176360	g40248
OG0013346	Np003G176300	g25874
OG0013347	Np003G176270	g25892
OG0013348	Np003G147910	g670
OG0013349	Np003G175830	g40226
OG0013350	Np007G375190	g6042
OG0013351	Np004G205000	g35895
OG0013352	Np003G175370	g40206
OG0013353	Np003G175380	g40207
OG0013354	Np003G175410	g40209
OG0013355	Np006G342700	g37973
OG0013356	Np006G343910	g51372
OG0013357	Np006G343980	g37961
OG0013358	Np006G344020	g51369
OG0013359	Np006G340590	g51521
OG0013360	Np001G041610	g11125
OG0013361	Np001G041680	g11128
OG0013362	Np001G041740	g37059
OG0013363	Np001G041820	g11137
OG0013364	Np001G041900	g37043
OG0013365	Np001G042050	g13632
OG0013366	Np004G201760	g53970
OG0013367	Np001G042300	g37029
OG0013368	Np001G042390	g37019
OG0013369	Np004G199440	g36324
OG0013370	Np001G042510	g18442
OG0013371	Np001G042610	g17172
OG0013372	Np006G334060	g36970
OG0013373	Np001G042750	g18449
OG0013374	Np001G042800	g11142
OG0013375	Np001G040780	g11098, g11091
OG0013376	Np001G042830	g18452
OG0013377	Np006G336150, Np002G109160	g38088
OG0013378	Np001G042840	g36975
OG0013379	Np001G042860	g18456
OG0013380	Np001G044450	g18463
OG0013381	Np001G010070	g460
OG0013382	Np006G340070	g51541
OG0013383	Np003G177540	g40275
OG0013384	Np003G177790	g40279
OG0013385	Np003G177850	g40282
OG0013386	Np003G177940	g40290
OG0013387	Np003G178000	g40293
OG0013388	Np004G206370	g32671
OG0013389	Np003G178260	g40301
OG0013390	Np003G179740	g40340
OG0013391	Np003G179970	g40349
OG0013392	Np003G180340	g40359
OG0013393	Np003G180370	g43191
OG0013394	Np003G180530	g40370
OG0013395	Np003G180560	g40373
OG0013396	Np003G180890	g40376
OG0013397	Np003G181180	g25689
OG0013398	Np003G181280	g25682
OG0013399	Np003G181500	g25677
OG0013400	Np003G181670	g25673
OG0013401	Np003G182080	g40400
OG0013402	Np003G183120	g25600
OG0013403	Np003G183220	g25598
OG0013404	Np003G183920	g25557
OG0013405	Np003G183980	g25555
OG0013407	Np003G184000	g25552
OG0013408	Np001G040010	g11056
OG0013409	Np001G039880	g40488
OG0013410	Np001G039200	g40508, g11037
OG0013411	Np001G039080	g40513
OG0013412	Np001G038820	g11028
OG0013414	Np001G037700	g40551
OG0013415	Np001G037690	g40552
OG0013416	Np001G037510	g10994
OG0013418	Np001G037050	g40568
OG0013419	Np001G036950	g40572
OG0013420	Np001G036910	g10973
OG0013421	Np001G036800	g10971
OG0013422	Np001G036750	g43976
OG0013423	Np001G036580	g40598
OG0013424	Np001G035370	g40628
OG0013425	Np003G148160	g686
OG0013428	Np005G309640	g17924
OG0013429	Np007G388950	g6360
OG0013430	Np005G307410	g4767
OG0013431	Np005G307440	g45553
OG0013432	Np007G388140	g13524
OG0013433	Np005G307550	g25004
OG0013434	Np007G387800	g6422
OG0013435	Np005G308460	g24729
OG0013436	Np007G387010	g6453
OG0013437	Np005G307180	g24664
OG0013438	Np005G307010	g47015
OG0013439	Np005G306410	g47029
OG0013440	Np005G306230	g24571
OG0013441	Np005G306030	g24563
OG0013442	Np003G179890	g40346
OG0013443	Np005G305390	g36067
OG0013445	Np005G304040	g17710
OG0013446	Np005G303820	g24492
OG0013447	Np005G303700	g47087
OG0013448	Np005G303580	g17689
OG0013449	Np005G303550	g17687
OG0013450	Np005G302790	g24446
OG0013451	Np005G302760	g47109
OG0013452	Np005G316440	g16863
OG0013453	Np005G316720	g16853
OG0013454	Np005G317330	g16845
OG0013455	Np005G318060	g46665
OG0013457	Np005G319460	g16783
OG0013458	Np005G320140	g16768
OG0013459	Np005G320220	g16760
OG0013460	Np005G320290	g16757
OG0013461	Np006G320580	g51578
OG0013462	Np006G320800	g37761
OG0013463	Np006G320860	g37133
OG0013464	Np006G320960	g37749
OG0013465	Np006G321730, Np006G320980	g50835
OG0013466	Np006G321090	g37735
OG0013467	Np006G321190	g50830
OG0013469	Np006G321950	g47693
OG0013470	Np006G322010	g50809
OG0013471	Np006G322100	g37703
OG0013472	Np006G322160, Np006G322130	g50806
OG0013473	Np006G322650	g50787
OG0013474	Np006G322900	g38249
OG0013475	Np006G322970	g37660
OG0013476	Np006G323010	g37657
OG0013477	Np006G323030	g37655
OG0013478	Np006G323060	g37653
OG0013479	Np006G323270	g37644
OG0013480	Np006G323390	g37638
OG0013481	Np006G323410	g52290, g37636
OG0013482	Np006G323570	g52285
OG0013483	Np006G323600	g37631
OG0013484	Np004G218750, Np006G324050	g52262
OG0013485	Np006G324500	g52222
OG0013486	Np006G325350	g38238
OG0013487	Np001G065720	g1929
OG0013488	Np006G325410, Np006G325400	g52186
OG0013489	Np006G325460	g52181
OG0013490	Np006G325610	g38234, g37553
OG0013491	Np006G325720	g52164
OG0013492	Np006G325740	g37545
OG0013493	Np006G329930, Np006G325790	g38229
OG0013494	Np006G326080	g52152
OG0013495	Np006G326360	g52134
OG0013496	Np006G326550	g38221
OG0013497	Np006G326800	g37506
OG0013498	Np006G327020	g38211
OG0013499	Np006G327140	g37495
OG0013500	Np006G327240	g52113
OG0013501	Np006G327590	g37482
OG0013502	Np006G327660	g38200
OG0013503	Np006G327740	g37475
OG0013504	Np006G328110	g52078
OG0013505	Np001G063380	g18952
OG0013506	Np006G328970	g52030
OG0013507	Np006G328850	g52041
OG0013508	Np006G329790	g37401
OG0013509	Np006G329800	g37400
OG0013510	Np003G125550	g5824
OG0013511	Np003G125670	g45291
OG0013512	Np003G125820	g45300
OG0013513	Np003G126070	g5804
OG0013514	Np003G126110	g5801
OG0013516	Np003G126290, Np003G126270	g45311
OG0013517	Np003G126420	g5794
OG0013518	Np003G126470	g29858
OG0013519	Np003G126830	g29854
OG0013520	Np003G127030	g45342
OG0013521	Np003G127020	g5775
OG0013522	Np003G127670	g5731
OG0013524	Np003G127970	g5723
OG0013525	Np003G128070	g5719, g29833
OG0013526	Np003G128080	g45365
OG0013527	Np003G128160	g29826
OG0013528	Np003G128270	g5715
OG0013529	Np003G128460	g29806, g45378
OG0013530	Np003G128480	g5708
OG0013531	Np003G128620	g5702
OG0013532	Np003G128680	g45391
OG0013533	Np003G128720	g45393
OG0013534	Np003G128750	g5697
OG0013535	Np003G128770	g45394, g5696
OG0013536	Np003G128780	g29799
OG0013537	Np003G148200	g688
OG0013539	Np003G147700	g28983, g655
OG0013540	Np003G148840	g722
OG0013541	Np003G148850	g723
OG0013542	Np003G149420	g28907
OG0013543	Np003G149870	g28895
OG0013544	Np003G149960	g769
OG0013545	Np003G149990	g41364
OG0013546	Np003G150150	g777
OG0013547	Np003G150950	g28859
OG0013548	Np003G150960	g28858
OG0013549	Np003G151040	g28855
OG0013550	Np003G151420	g28844, g9693
OG0013551	Np003G151440	g28843
OG0013552	Np003G151450	g28842
OG0013553	Np003G151620	g28830
OG0013554	Np003G151730	g28824
OG0013555	Np003G152200	g41314
OG0013556	Np003G152940	g39232
OG0013557	Np003G153050	g39234
OG0013558	Np003G153070	g1270, g39237
OG0013559	Np004G210770	g27645
OG0013560	Np001G046880	g19521
OG0013561	Np001G006230	g313
OG0013562	Np001G006120	g307
OG0013563	Np001G005800	g9811
OG0013564	Np001G005630	g281, g41951
OG0013565	Np001G005400	g9801
OG0013566	Np001G005140	g9792
OG0013567	Np001G005080	g257
OG0013568	Np001G004930	g9786
OG0013569	Np001G004830	g9780
OG0013570	Np001G004750	g9777
OG0013571	Np001G004710	g2754
OG0013572	Np001G004550	g9765
OG0013573	Np001G004520	g9764
OG0013574	Np001G004420	g9761, g231
OG0013575	Np001G004350	g227
OG0013576	Np001G004280	g218
OG0013577	Np007G374480	g13765
OG0013578	Np001G004090	g207
OG0013580	Np001G003660	g187
OG0013581	Np001G003400	g167
OG0013583	Np001G002700	g133
OG0013585	Np001G002630	g130
OG0013586	Np001G002520	g9691
OG0013587	Np001G002440	g116
OG0013588	Np001G002320	g105
OG0013589	Np001G002290	g103
OG0013590	Np001G002250	g100
OG0013591	Np001G002040	g18675, g84
OG0013592	Np001G001970	g9670
OG0013593	Np001G001890	g75
OG0013594	Np001G001800	g9665
OG0013595	Np001G001770	g68
OG0013596	Np001G001750	g9664
OG0013597	Np001G001550	g60
OG0013598	Np001G001300	g9647
OG0013599	Np001G001290	g9646
OG0013600	Np001G001080	g9640
OG0013601	Np001G000910	g9637
OG0013605	Np001G000270	g19627
OG0013606	Np001G000220	g12
OG0013607	Np001G000140	g19622
OG0013609	Np003G189780	g25343
OG0013610	Np003G189750	g25345
OG0013612	Np003G188950	g25374
OG0013613	Np003G189230	g25366
OG0013614	Np003G189500, Np006G348840	g25355
OG0013615	Np003G189520	g25353, g45276
OG0013616	Np003G189530	g25352
OG0013617	Np003G188570	g39473
OG0013618	Np003G188410	g39469
OG0013619	Np003G188400	g25401
OG0013620	Np003G188300, Np003G189040	g25403
OG0013621	Np003G188270	g25405
OG0013622	Np003G188080	g39490
OG0013623	Np003G187670	g25424
OG0013624	Np003G187600	g25426
OG0013625	Np003G187390	g39526
OG0013626	Np003G187410	g39524
OG0013627	Np003G187320	g25437
OG0013628	Np003G187220	g25443
OG0013629	Np003G187210	g25444
OG0013630	Np003G187140	g25450
OG0013631	Np004G257700	g49386
OG0013633	Np003G186240	g39600
OG0013634	Np003G185990	g39619
OG0013635	Np003G186000	g39615
OG0013636	Np003G186010	g39613
OG0013637	Np003G185890	g39623
OG0013638	Np003G185840	g39626, g25492
OG0013639	Np003G185680	g39632
OG0013640	Np003G185540	g25508
OG0013641	Np003G185480	g25509
OG0013642	Np003G185350	g39644
OG0013644	Np003G185230	g25518
OG0013645	Np001G040150	g11064
OG0013646	Np001G040360	g39685
OG0013647	Np001G040380	g11080, g39687
OG0013648	Np001G040510	g39694
OG0013649	Np001G040820	g39711
OG0013650	Np001G041060	g11103
OG0013651	Np001G041270	g39726
OG0013652	Np001G041350	g39731
OG0013653	Np006G357720	g51332
OG0013654	Np006G357830	g39753
OG0013655	Np006G357870	g39751
OG0013656	Np006G357890	g51338
OG0013657	Np006G356580	g39791
OG0013658	Np006G357520	g39765
OG0013659	Np006G356890	g37928
OG0013660	Np006G356720	g39797
OG0013661	Np006G356120	g39811
OG0013662	Np006G356100	g51293
OG0013663	Np006G355960	g51283
OG0013664	Np006G355900	g51279
OG0013665	Np006G355740	g39823
OG0013666	Np006G355700	g51273
OG0013667	Np006G355530	g37912
OG0013669	Np006G354720, Np006G348200	g39860
OG0013670	Np006G354510, Np006G348550	g39872
OG0013671	Np006G354090, Np006G348900	g39883
OG0013672	Np006G354020, Np006G346730	g39888
OG0013673	Np006G346970, Np006G353860	g37901
OG0013674	Np006G347020, Np006G353760	g39894
OG0013675	Np006G353600, Np006G347170	g39901
OG0013676	Np006G347890, Np006G352870	g37898
OG0013677	Np006G352600	g37896
OG0013678	Np003G167040	g1305
OG0013680	Np006G350590	g51177
OG0013681	Np006G350480, Np008G425860	g39968
OG0013682	Np006G360130	g51121
OG0013683	Np006G359930	g51107
OG0013684	Np003G152110	g18357
OG0013685	Np006G359140	g40039
OG0013686	Np006G359010	g40056
OG0013688	Np006G358730	g40073
OG0013689	Np006G358550	g40077
OG0013690	Np006G358490	g53440
OG0013691	Np006G358060	g40092
OG0013692	Np006G361570	g40146
OG0013693	Np006G361520	g40142
OG0013694	Np006G361110	g40124
OG0013695	Np006G361000	g40117
OG0013696	Np006G361950	g40161
OG0013697	Np006G361970	g40162
OG0013698	Np006G362040	g40177
OG0013699	Np006G362200	g40186
OG0013700	Np006G362260	g40199
OG0013701	Np006G362280	g40201
OG0013702	Np006G362290	g38263
OG0013703	Np006G338660	g37176
OG0013704	Np006G362340	g38264
OG0013705	Np006G362460	g14624, g38271
OG0013706	Np006G362560	g36799
OG0013707	Np006G362690	g38284
OG0013708	Np006G362800	g36813
OG0013709	Np007G421280	g7799
OG0013710	Np006G362920	g38295
OG0013711	Np006G363050	g38302
OG0013712	Np006G363100	g38305
OG0013713	Np006G363130	g53220
OG0013714	Np006G363410, Np006G363470	g38318
OG0013715	Np005G277630	g23627
OG0013716	Np005G278600	g17108
OG0013717	Np007G424650	g12734
OG0013719	Np007G425180	g7947
OG0013721	Np007G425220	g7950
OG0013722	Np007G425330	g7953
OG0013723	Np003G124950	g1748
OG0013725	Np007G376810	g5863
OG0013726	Np003G125110	g5859
OG0013727	Np003G158190	g39354
OG0013728	Np003G160590	g995
OG0013729	Np007G424160	g7911
OG0013730	Np007G424130	g12742
OG0013731	Np007G423720	g7892, g36219
OG0013732	Np007G423680	g7883
OG0013734	Np001G017940	g10285
OG0013735	Np007G423130	g7861
OG0013737	Np007G422490	g12766, g12654
OG0013738	Np007G422380, Np007G422290	g12650
OG0013739	Np007G422310	g7828
OG0013740	Np005G278330	g47624
OG0013741	Np007G421970	g12624
OG0013742	Np007G421670	g12788
OG0013743	Np007G421570	g12791
OG0013744	Np007G421550	g12793
OG0013745	Np007G421410	g7804
OG0013746	Np007G421400	g7803
OG0013747	Np007G420950	g12797
OG0013748	Np007G420720	g12609, g7767, g7776
OG0013749	Np007G420760	g7771
OG0013750	Np007G420470	g12598
OG0013751	Np007G420460	g12597
OG0013752	Np007G420360	g12595
OG0013753	Np007G420290	g7747
OG0013754	Np007G420020	g7741
OG0013755	Np007G419950	g7737
OG0013756	Np007G419550	g12578
OG0013757	Np007G419450	g7723
OG0013758	Np007G419210	g12564
OG0013759	Np007G418970	g12859
OG0013760	Np007G419170, Np007G419140	g7712
OG0013761	Np007G418470	g12536
OG0013762	Np007G418290	g12531
OG0013763	Np007G417870	g12515
OG0013764	Np007G417850	g7681
OG0013765	Np007G417420	g12499
OG0013767	Np007G416960	g7645
OG0013768	Np007G416680	g7632
OG0013770	Np007G416510	g7627
OG0013771	Np007G415920	g12451
OG0013772	Np007G415500	g12968
OG0013774	Np007G415100	g7571
OG0013775	Np007G415070	g7569
OG0013776	Np007G414610	g7553
OG0013777	Np007G414520	g7550
OG0013778	Np007G414330	g7541, g12414
OG0013779	Np007G414040	g13007
OG0013780	Np006G331710	g37357
OG0013781	Np006G332100	g38140
OG0013782	Np006G332380	g51856
OG0013783	Np001G059800	g19060
OG0013784	Np006G332800	g51835
OG0013785	Np006G333190	g37329
OG0013786	Np006G333340	g51788
OG0013787	Np003G176070, Np006G333540	g51786
OG0013788	Np006G333580	g51780
OG0013789	Np006G334070	g38123
OG0013790	Np006G334200	g51757, g37310
OG0013791	Np006G334210	g37309
OG0013793	Np006G334430	g37829
OG0013794	Np006G334540	g37305
OG0013796	Np006G334980	g51736
OG0013797	Np006G339720	g51561
OG0013798	Np006G339360	g51575
OG0013799	Np006G338810	g38042
OG0013800	Np006G338700	g51600
OG0013801	Np006G338470	g51602
OG0013802	Np006G338290	g51607
OG0013803	Np006G338200	g38051
OG0013804	Np006G338130	g51618
OG0013805	Np006G337990	g51621
OG0013806	Np006G337570	g37204
OG0013807	Np006G337000	g37223
OG0013808	Np006G336980	g51650
OG0013809	Np006G336860	g38080
OG0013810	Np006G336110	g37242
OG0013811	Np006G336120	g37241
OG0013812	Np006G336160, Np001G062670	g38087
OG0013813	Np005G309600	g25300
OG0013814	Np006G340000	g37141
OG0013816	Np004G241130	g31584
OG0013817	Np004G239990	g31643
OG0013819	Np004G239630	g31655
OG0013822	Np004G239370	g31668
OG0013824	Np004G238990	g27365
OG0013826	Np004G238850	g31695
OG0013827	Np004G238640	g31706
OG0013828	Np004G238660	g31704
OG0013829	Np004G238250	g31727
OG0013830	Np004G238080	g50018
OG0013831	Np004G237620	g50036
OG0013832	Np004G237790	g31750
OG0013833	Np004G237880	g50027
OG0013834	Np004G237900	g31743
OG0013835	Np004G237490	g50040
OG0013836	Np004G237180	g27413
OG0013838	Np004G236540	g50068
OG0013839	Np004G236530	g50069, g27429
OG0013840	Np004G236430	g31830
OG0013841	Np004G236360	g50072
OG0013842	Np004G236190	g27432
OG0013843	Np004G235920	g31865
OG0013844	Np004G235890	g50093
OG0013845	Np004G235690	g50099, g27442
OG0013846	Np004G235610	g27443
OG0013847	Np004G235470	g31896
OG0013848	Np004G234990	g50142
OG0013849	Np004G234660	g50153
OG0013850	Np004G234420	g27480
OG0013851	Np004G234020, Np004G234100	g31986
OG0013852	Np002G113680, Np004G233990	g50190
OG0013853	Np004G233980	g50191
OG0013854	Np004G233800	g50200
OG0013855	Np004G233760	g50203, g31998
OG0013856	Np004G233610	g50207
OG0013857	Np004G233470	g27494
OG0013858	Np004G232760	g27511
OG0013860	Np004G231700	g50252
OG0013861	Np004G231560	g27533
OG0013863	Np004G230390	g50294
OG0013864	Np004G228970	g32080
OG0013865	Np004G228890	g50314
OG0013866	Np004G227900	g50334
OG0013867	Np004G226980	g32140
OG0013868	Np004G226940	g27583
OG0013869	Np004G226900	g50345
OG0013870	Np004G226130	g32150
OG0013871	Np004G225850	g32158
OG0013872	Np004G224650	g32181
OG0013873	Np004G208840	g32183
OG0013874	Np004G208980	g50374
OG0013875	Np004G209710	g27617, g32246
OG0013876	Np002G091320	g41653
OG0013877	Np004G209970	g32259
OG0013878	Np004G210090	g50405
