Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa
OG0015075	Ag002G148430, Ag007G585320	jg21064
OG0015076	Ag007G585360	jg32833
OG0015077	Ag007G583960	jg31306
OG0015078	Ag005G437590	jg26498
OG0015079	Ag007G584040	jg31298
OG0015080	Ag007G584030	jg31299
OG0015081	Ag008G726040	jg23095
OG0015082	Ag007G583550	jg31343
OG0015084	Ag007G582330	jg31445
OG0015085	Ag007G581760	jg31500
OG0015086	Ag007G581570	jg31522
OG0015087	Ag007G581130	jg31542
OG0015088	Ag007G581100	jg31545
OG0015089	Ag007G581040	jg31549
OG0015090	Ag007G581020	jg31551
OG0015091	Ag007G580490	jg31609
OG0015092	Ag007G580310	jg31622
OG0015093	Ag007G580260	jg31626
OG0015094	Ag003G285380	jg8807
OG0015095	Ag003G285950	jg8789
OG0015096	Ag003G286870	jg8747
OG0015097	Ag003G286980	jg8740
OG0015098	Ag003G287040	jg8736
OG0015099	Ag003G287790	jg8731
OG0015100	Ag003G287830	jg8729
OG0015101	Ag003G288310	jg8712
OG0015102	Ag003G288620	jg8694
OG0015103	Ag003G289350	jg8658
OG0015104	Ag003G289390	jg8654
OG0015105	Ag003G289480	jg8652
OG0015106	Ag003G289490	jg8651
OG0015107	Ag003G289530	jg8742
OG0015108	Ag003G290400	jg8621
OG0015109	Ag003G290740	jg8615
OG0015110	Ag003G290860	jg8610
OG0015111	Ag003G290890	jg8607
OG0015112	Ag003G291160	jg8593
OG0015113	Ag007G603300, Ag001G042490	jg11939
OG0015114	Ag003G291610	jg8572
OG0015115	Ag003G292110	jg8554
OG0015116	Ag003G292420	jg8541
OG0015117	Ag003G292490	jg8535
OG0015118	Ag003G292680	jg8527
OG0015119	Ag007G591380	jg8523
OG0015120	Ag003G292750	jg8521
OG0015121	Ag003G293230	jg8505
OG0015122	Ag003G293990	jg8467
OG0015123	Ag003G294020	jg8465
OG0015124	Ag003G294280	jg8431
OG0015125	Ag003G294960	jg8408
OG0015126	Ag003G295080, Ag003G286400	jg8402
OG0015127	Ag003G295470	jg8383
OG0015128	Ag003G295610	jg8373, jg32607
OG0015129	Ag003G296230	jg8356
OG0015130	Ag003G296350	jg8350
OG0015131	Ag003G296540	jg8340
OG0015132	Ag003G296570	jg8337
OG0015133	Ag003G296600	jg8335
OG0015134	Ag003G297010	jg8288
OG0015135	Ag003G296990	jg8290
OG0015136	Ag003G296950	jg8294
OG0015137	Ag003G296940	jg8295
OG0015138	Ag003G296880	jg8308, jg8301
OG0015139	Ag003G296860	jg8310
OG0015140	Ag003G297170	jg8271
OG0015141	Ag003G225830	jg11840
OG0015142	Ag007G645510	jg12168
OG0015143	Ag006G504310	jg12038
OG0015144	Ag007G611920	jg12028
OG0015145	Ag007G644860	jg12052
OG0015146	Ag004G364220	jg1906
OG0015147	Ag005G482760, Ag005G482740	jg12198
OG0015148	Ag007G645690	jg12204
OG0015149	Ag007G646200	jg12254
OG0015150	Ag007G646230	jg12258
OG0015151	Ag007G646420	jg12302
OG0015152	Ag008G708910	jg12385
OG0015154	Ag007G647320	jg12415
OG0015155	Ag007G648140	jg12485
OG0015156	Ag006G576450	jg12534
OG0015157	Ag007G649290	jg12553
OG0015158	Ag007G649300	jg12554
OG0015159	Ag002G104990	jg20516
OG0015160	Ag007G579740	jg31683
OG0015161	Ag002G162390	jg18627
OG0015162	Ag002G162440	jg18629
OG0015163	Ag002G162460	jg18631
OG0015164	Ag008G722800	jg14366
OG0015165	Ag001G050830	jg14369
OG0015166	Ag007G578720	jg31820
OG0015167	Ag002G163970	jg18679
OG0015168	Ag002G163780	jg18674
OG0015169	Ag002G163720	jg18672
OG0015170	Ag002G163290	jg18663
OG0015171	Ag002G163220	jg18659
OG0015172	Ag006G535960	jg32122
OG0015174	Ag002G149510, Ag002G155240	jg7181
OG0015175	Ag002G175220	jg7176
OG0015176	Ag009G736380, Ag002G151450	jg7119
OG0015178	Ag002G151200, Ag009G736120	jg7102, jg7137
OG0015179	Ag006G534160	jg32291
OG0015180	Ag004G378190	jg7057
OG0015181	Ag002G160430	jg18532
OG0015182	Ag002G160190	jg18518
OG0015183	Ag002G160160	jg18516
OG0015184	Ag002G159530	jg18493
OG0015185	Ag002G159340	jg18488
OG0015186	Ag002G159020, Ag002G159000	jg18475
OG0015187	Ag002G158960	jg18474
OG0015188	Ag002G158740	jg18457
OG0015190	Ag002G143710	jg20926
OG0015191	Ag002G158350	jg20930
OG0015192	Ag002G158290	jg20931
OG0015194	Ag002G157800	jg20986
OG0015195	Ag002G157670	jg21004
OG0015196	Ag002G157270	jg21026
OG0015197	Ag002G157260	jg21027
OG0015198	Ag002G156820, Ag002G154410	jg21077
OG0015199	Ag002G154140, Ag002G156580	jg21115
OG0015200	Ag008G719050	jg5846
OG0015201	Ag007G587300	jg20824
OG0015202	Ag002G164580	jg21131
OG0015203	Ag002G153950	jg21133
OG0015204	Ag002G148800	jg7341
OG0015205	Ag002G148520	jg7354
OG0015206	Ag002G148380	jg7363
OG0015207	Ag002G148290	jg7364
OG0015208	Ag002G148280	jg7366
OG0015209	Ag002G147980	jg7379
OG0015210	Ag002G147860	jg7393
OG0015211	Ag002G147500	jg7414
OG0015213	Ag002G147170	jg7431
OG0015214	Ag002G146960	jg7447
OG0015215	Ag002G146910	jg7450
OG0015216	Ag002G146860	jg7451
OG0015217	Ag002G146600	jg7469
OG0015218	Ag002G146340	jg7483
OG0015219	Ag002G146230	jg7489
OG0015220	Ag002G146170	jg7494
OG0015221	Ag002G145230	jg7550
OG0015222	Ag002G145250	jg7553
OG0015223	Ag002G143420	jg7586
OG0015224	Ag002G143700	jg7600
OG0015225	Ag002G144660, Ag002G144130	jg7610
OG0015226	Ag007G644790	jg21338
OG0015227	Ag006G552230	jg10277
OG0015228	Ag002G140790	jg7682
OG0015229	Ag002G140690	jg7685
OG0015230	Ag002G140430	jg7693
OG0015231	Ag002G140320	jg7695
OG0015232	Ag002G140230	jg7700
OG0015234	Ag002G137620	jg7733
OG0015235	Ag002G132370	jg7760
OG0015236	Ag002G129650	jg7786
OG0015237	Ag002G127390	jg20729
OG0015238	Ag002G125430	jg20672
OG0015240	Ag002G124930	jg20661
OG0015241	Ag002G103620	jg20562
OG0015242	Ag002G104770	jg20524
OG0015243	Ag002G106030	jg20507
OG0015244	Ag002G106200	jg20500
OG0015245	Ag002G110190, Ag002G106590	jg20495
OG0015246	Ag003G235200	jg2999
OG0015247	Ag002G107430, Ag002G110990	jg20484
OG0015248	Ag002G111210, Ag002G107600	jg20483
OG0015249	Ag001G002040	jg33700
OG0015251	Ag002G113460	jg20435
OG0015252	Ag002G116420	jg20427
OG0015253	Ag004G312890	jg28654
OG0015254	Ag005G409130	jg21796
OG0015255	Ag002G120990, Ag002G115390	jg20358
OG0015256	Ag001G042290	jg11915
OG0015257	Ag001G042790	jg11943
OG0015258	Ag002G114800, Ag002G123010	jg20302
OG0015259	Ag002G122990, Ag002G114780	jg20303
OG0015260	Ag001G042890	jg11961
OG0015261	Ag005G426160	jg26969
OG0015262	Ag006G496690	jg11970
OG0015263	Ag005G425750	jg27011
OG0015264	Ag001G045010	jg11980
OG0015265	Ag001G043320	jg11661
OG0015266	Ag005G426960	jg26879
OG0015267	Ag006G502240	jg10065
OG0015268	Ag004G313330	jg11623
OG0015269	Ag005G427900	jg26823
OG0015270	Ag001G043790, Ag001G045820	jg26822
OG0015271	Ag001G039050	jg11546
OG0015272	Ag001G038630	jg11463
OG0015273	Ag001G038300	jg11447
OG0015274	Ag001G037920	jg11403
OG0015275	Ag007G614460	jg11391
OG0015276	Ag001G036960	jg11347
OG0015277	Ag001G036660	jg11322
OG0015278	Ag001G036620	jg11321
OG0015279	Ag005G435830	jg26561
OG0015280	Ag001G035000	jg11254
OG0015281	Ag001G033820	jg11172
OG0015282	Ag001G033570	jg26350
OG0015283	Ag007G649740	jg12569
OG0015284	Ag007G650340	jg12606
OG0015285	Ag007G651350	jg12634
OG0015286	Ag007G651360	jg12637
OG0015287	Ag007G652630	jg12658
OG0015288	Ag007G654790	jg12701
OG0015289	Ag007G656000	jg12758
OG0015290	Ag001G073940	jg27039
OG0015291	Ag002G206650	jg20221
OG0015293	Ag002G206560	jg20211
OG0015295	Ag002G206320	jg20193
OG0015296	Ag002G206300	jg20191
OG0015297	Ag002G206290	jg20190
OG0015298	Ag002G206100	jg20175
OG0015299	Ag002G206090	jg20174
OG0015300	Ag002G206040	jg20167
OG0015301	Ag002G206010	jg19370
OG0015302	Ag002G205980	jg20162
OG0015304	Ag002G204640	jg20114
OG0015305	Ag002G204400	jg20097
OG0015306	Ag002G204380	jg20095
OG0015307	Ag002G204000	jg20076
OG0015308	Ag002G203820	jg20071
OG0015309	Ag002G203660	jg20060
OG0015310	Ag002G203520	jg20047
OG0015311	Ag002G203350	jg20037
OG0015313	Ag002G202690	jg19985
OG0015314	Ag002G202020	jg19956
OG0015315	Ag002G202010	jg19955
OG0015316	Ag002G201990	jg19953, jg27438
OG0015317	Ag002G201540	jg19917, jg19930
OG0015318	Ag002G201430	jg19911
OG0015319	Ag002G201370	jg19909
OG0015320	Ag002G201240	jg19906
OG0015321	Ag002G201210	jg19902
OG0015322	Ag002G200970	jg19871
OG0015323	Ag002G200950	jg19868
OG0015324	Ag002G200640	jg19856
OG0015325	Ag002G200540	jg19848
OG0015326	Ag002G200060	jg19830
OG0015327	Ag002G199160	jg19786
OG0015328	Ag002G198690	jg19758
OG0015329	Ag002G198560	jg19747
OG0015330	Ag002G197760	jg19706
OG0015331	Ag002G197330	jg19692
OG0015332	Ag002G197130	jg19680
OG0015333	Ag002G197100	jg19676
OG0015334	Ag002G196680	jg19651
OG0015335	Ag002G196300	jg19631
OG0015336	Ag002G195990	jg19620
OG0015337	Ag002G195940, Ag002G195930, Ag002G195800	jg19614
OG0015338	Ag002G195590	jg19606
OG0015339	Ag002G195390	jg19593
OG0015340	Ag002G195250	jg19592
OG0015341	Ag002G194940	jg19582
OG0015342	Ag002G194760	jg19575
OG0015343	Ag002G194020	jg19549
OG0015344	Ag002G192870	jg19492
OG0015345	Ag002G193380	jg19526
OG0015346	Ag002G191050	jg19438
OG0015347	Ag006G491520	jg3864
OG0015348	Ag006G491530	jg3865
OG0015349	Ag006G491960	jg3903
OG0015350	Ag006G492010	jg3907
OG0015351	Ag006G492310	jg3925
OG0015352	Ag006G492420	jg3930
OG0015353	Ag006G492670	jg3934
OG0015354	Ag006G492880	jg3948
OG0015355	Ag006G492940	jg3960
OG0015356	Ag006G493550	jg3999
OG0015357	Ag006G493800	jg4006
OG0015358	Ag006G494590	jg4040
OG0015359	Ag006G494690	jg4042, jg3741
OG0015360	Ag006G494730	jg4044
OG0015361	Ag006G495150	jg4059
OG0015362	Ag004G327290	jg22011
OG0015363	Ag006G495510	jg4080
OG0015364	Ag006G495610	jg4083
OG0015365	Ag006G496140	jg4110
OG0015366	Ag007G603410	jg4805
OG0015367	Ag006G496230	jg4114
OG0015368	Ag006G496640	jg4126
OG0015369	Ag006G496760	jg4131
OG0015370	Ag006G496860	jg4137
OG0015372	Ag006G497820	jg4178
OG0015373	Ag006G497830	jg4179
OG0015374	Ag008G719490	jg5797
OG0015375	Ag008G718200	jg5888
OG0015376	Ag008G718410	jg5876
OG0015377	Ag008G717040	jg5949
OG0015378	Ag008G716820	jg5956
OG0015379	Ag004G369130	jg9676
OG0015380	Ag008G716630	jg5966
OG0015381	Ag008G716570	jg5971
OG0015382	Ag008G716370	jg5986
OG0015383	Ag008G716130	jg6007
OG0015384	Ag008G716000	jg6014
OG0015385	Ag008G715310	jg6038
OG0015386	Ag008G715010	jg6052
OG0015387	Ag008G714820	jg6057
OG0015388	Ag008G714150	jg6096
OG0015389	Ag008G712780	jg23014
OG0015390	Ag008G712400	jg22998
OG0015391	Ag008G712340	jg22995
OG0015393	Ag004G356340	jg2254
OG0015394	Ag008G710620	jg22944
OG0015395	Ag008G710110	jg22920
OG0015396	Ag008G709870	jg22913
OG0015397	Ag008G708880	jg22873
OG0015398	Ag008G707590	jg22833
OG0015399	Ag008G708940	jg22878
OG0015400	Ag008G708100	jg22853
OG0015401	Ag008G729030	jg23281
OG0015402	Ag008G729200	jg23300
OG0015404	Ag008G729330	jg23308
OG0015405	Ag008G729340	jg23309
OG0015406	Ag008G729360	jg23311
OG0015407	Ag008G729480	jg23314
OG0015408	Ag008G729490	jg23315
OG0015409	Ag008G729760	jg23336
OG0015410	Ag008G730460	jg23377
OG0015411	Ag008G730530	jg23385
OG0015412	Ag002G176410	jg19018
OG0015413	Ag008G730880	jg23412
OG0015414	Ag008G731050	jg23423
OG0015415	Ag008G731070	jg23425
OG0015416	Ag008G731100	jg23428
OG0015417	Ag008G731230	jg23445
OG0015418	Ag008G731260	jg23449
OG0015419	Ag008G731320	jg23455
OG0015420	Ag008G731500	jg23464
OG0015421	Ag008G731600	jg23470
OG0015422	Ag008G731880	jg23490
OG0015423	Ag008G731940	jg23495
OG0015424	Ag008G732530	jg23525
OG0015425	Ag008G732690	jg23540
OG0015426	Ag008G732950	jg23553
OG0015427	Ag008G733130	jg23565
OG0015428	Ag008G733310, Ag008G733240	jg23574
OG0015430	Ag008G733720	jg23610
OG0015431	Ag008G733740	jg23612
OG0015432	Ag008G733860	jg23618
OG0015433	Ag008G734010	jg23625
OG0015434	Ag008G734060	jg23630
OG0015435	Ag008G734110	jg23635
OG0015436	Ag008G734290	jg23647
OG0015437	Ag008G734300	jg23648
OG0015438	Ag008G734380	jg23652
OG0015439	Ag008G734670	jg23679
OG0015440	Ag006G525200	jg17128
OG0015441	Ag008G734850	jg23702
OG0015442	Ag008G734880	jg23706
OG0015444	Ag001G099950	jg21596
OG0015445	Ag001G099920	jg23741
OG0015446	Ag001G099780	jg23752
OG0015447	Ag001G099530	jg23763
OG0015448	Ag001G099460	jg23770
OG0015449	Ag001G099390	jg23775
OG0015450	Ag001G099340	jg23779
OG0015451	Ag001G099220	jg23790
OG0015452	Ag001G099120	jg23801
OG0015453	Ag006G518940	jg8239
OG0015454	Ag006G516860	jg8167
OG0015455	Ag006G517260	jg8194
OG0015456	Ag006G520040	jg8213
OG0015457	Ag006G516160	jg8111
OG0015459	Ag006G515620	jg8125
OG0015460	Ag006G515510	jg8131
OG0015461	Ag006G515320	jg8141
OG0015462	Ag006G513710	jg8068
OG0015464	Ag006G512660, Ag006G512670	jg8035
OG0015465	Ag006G512560	jg8026
OG0015466	Ag006G510170	jg7967
OG0015467	Ag006G510000	jg7953
OG0015468	Ag006G509980	jg7951
OG0015469	Ag006G509970	jg7948
OG0015470	Ag008G732400	jg23506
OG0015471	Ag007G599480	jg7877
OG0015472	Ag007G586650	jg20769
OG0015473	Ag007G586740	jg20775
OG0015474	Ag007G586760	jg20777
OG0015475	Ag007G586770	jg20778
OG0015476	Ag007G586990	jg20794
OG0015477	Ag007G587080	jg20803
OG0015478	Ag007G587120	jg20807
OG0015479	Ag007G587280	jg20820
OG0015480	Ag007G587320	jg20826
OG0015481	Ag007G587330	jg20831
OG0015482	Ag007G587850	jg20867
OG0015483	Ag007G589280	jg18295
OG0015484	Ag007G588700	jg18376
OG0015485	Ag007G589780	jg18336
OG0015486	Ag007G589900	jg18282
OG0015487	Ag007G589960	jg18276
OG0015488	Ag007G589970	jg18275
OG0015489	Ag007G590310	jg18259
OG0015490	Ag007G591100	jg18205
OG0015491	Ag007G591280	jg18194
OG0015492	Ag007G591300	jg18193
OG0015493	Ag007G591940	jg18139
OG0015494	Ag007G592630	jg18073
OG0015495	Ag007G592810	jg18059
OG0015496	Ag007G593520	jg18031
OG0015497	Ag007G594680	jg17903
OG0015498	Ag007G595070	jg17860
OG0015499	Ag007G595280	jg17842
OG0015500	Ag007G595370	jg17833
OG0015501	Ag007G595480	jg17829
OG0015502	Ag007G595890	jg17793
OG0015503	Ag007G596070	jg17773
OG0015504	Ag007G596100	jg17768
OG0015505	Ag007G596120	jg17765
OG0015506	Ag007G596160	jg17761
OG0015507	Ag007G596220	jg17758
OG0015508	Ag007G596490	jg17721
OG0015509	Ag007G597670	jg17573
OG0015510	Ag007G597650	jg17575
OG0015511	Ag007G597480	jg17591
OG0015512	Ag007G597350	jg17613
OG0015513	Ag007G597250	jg17620, jg17621, jg17625
OG0015514	Ag007G597050	jg17645
OG0015515	Ag007G597850	jg17534
OG0015516	Ag007G597860	jg17525
OG0015517	Ag007G598000	jg17451
OG0015518	Ag007G598040	jg17444
OG0015519	Ag007G598050	jg17515
OG0015520	Ag007G598250	jg17426
OG0015521	Ag008G729310	jg19517
OG0015522	Ag003G272360	jg29124
OG0015523	Ag006G519020	jg8237
OG0015524	Ag004G328630	jg17375
OG0015525	Ag006G527390	jg17358
OG0015526	Ag006G526570	jg17323
OG0015528	Ag006G527190	jg17312
OG0015529	Ag006G526660	jg17302
OG0015530	Ag006G527290	jg17293
OG0015531	Ag006G525730	jg17242
OG0015532	Ag001G093580	jg17215
OG0015533	Ag001G083610	jg17185
OG0015534	Ag003G251620	jg9708
OG0015535	Ag001G100380	jg23945
OG0015536	Ag001G100470	jg23938
OG0015537	Ag001G100790	jg23912
OG0015538	Ag001G100830	jg23904
OG0015539	Ag007G583680	jg31332
OG0015540	Ag001G100940	jg23894
OG0015541	Ag001G100990	jg23889
OG0015542	Ag001G101030	jg23885
OG0015543	Ag001G101040	jg26071
OG0015544	Ag001G101070	jg23883
OG0015545	Ag006G490710	jg3808
OG0015546	Ag006G490750	jg24770
OG0015547	Ag006G490780	jg3811
OG0015548	Ag006G490850	jg3816
OG0015549	Ag006G490860	jg3817
OG0015550	Ag006G490880	jg18069
OG0015551	Ag006G490890	jg3819
OG0015552	Ag006G491100	jg3829
OG0015553	Ag006G491000	jg3832
OG0015554	Ag006G490990	jg3833
OG0015555	Ag004G399480	jg9795
OG0015556	Ag003G250810	jg9771
OG0015557	Ag005G490380	jg23982
OG0015558	Ag005G490310	jg23988
OG0015559	Ag005G489990	jg24016
OG0015560	Ag005G489980	jg24017
OG0015561	Ag005G489960	jg24019
OG0015562	Ag005G489910	jg24024
OG0015563	Ag005G489780	jg24044
OG0015564	Ag005G489760	jg24045
OG0015565	Ag005G489370	jg24060
OG0015566	Ag005G489030	jg24084
OG0015567	Ag005G488980, Ag005G488850	jg24090
OG0015568	Ag005G488720	jg24092
OG0015569	Ag005G488550	jg24104
OG0015570	Ag005G488380	jg24118
OG0015571	Ag005G488230	jg24126
OG0015572	Ag005G488210	jg24129
OG0015573	Ag005G487890	jg24159
OG0015574	Ag005G487320	jg24196
OG0015575	Ag005G486950	jg24215
OG0015576	Ag005G486830	jg24223
OG0015577	Ag005G486430	jg24244
OG0015578	Ag005G486010	jg24280
OG0015579	Ag005G485840	jg24306
OG0015580	Ag005G485680	jg24314
OG0015581	Ag005G484970	jg24360
OG0015582	Ag005G484890	jg24370
OG0015583	Ag005G484330	jg24411
OG0015584	Ag005G484110	jg24427
OG0015585	Ag005G483490	jg24456
OG0015587	Ag005G483270	jg24476
OG0015588	Ag005G483260	jg24477
OG0015589	Ag005G483020	jg24490
OG0015590	Ag005G482930	jg24498
OG0015592	Ag005G481570	jg24572
OG0015593	Ag005G481480	jg24578
OG0015594	Ag005G480760	jg24634
OG0015595	Ag005G480630	jg24645
OG0015596	Ag005G470820	jg25224
OG0015597	Ag005G480540	jg24654
OG0015598	Ag005G480510	jg24656
OG0015599	Ag005G480400	jg24665
OG0015600	Ag005G480380	jg24667
OG0015601	Ag005G480200	jg24684
OG0015602	Ag005G480160	jg24688, jg24276
OG0015603	Ag005G479610	jg24703
OG0015604	Ag005G479510	jg24710
OG0015605	Ag005G479390	jg24722
OG0015606	Ag005G479360	jg24725
OG0015607	Ag005G479330	jg24728
OG0015609	Ag005G479150	jg24743
OG0015610	Ag005G479140	jg24744
OG0015611	Ag005G478970	jg24758
OG0015612	Ag005G478260	jg24813
OG0015613	Ag005G478230	jg24817
OG0015614	Ag002G186000	jg19280
OG0015615	Ag002G185880	jg19277
OG0015616	Ag002G185070	jg19249
OG0015617	Ag002G184140	jg19227
OG0015618	Ag002G184100	jg19222
OG0015619	Ag002G182430	jg19187
OG0015620	Ag002G182350	jg19185
OG0015621	Ag002G180250	jg19135
OG0015622	Ag002G181450	jg19161
OG0015623	Ag002G180060	jg19093
OG0015624	Ag002G179670	jg19088
OG0015625	Ag002G179420	jg19083
OG0015626	Ag002G164970	jg18725
OG0015627	Ag002G166640	jg18763
OG0015628	Ag002G178460	jg25191
OG0015629	Ag002G166940	jg18772
OG0015630	Ag002G108160, Ag002G167840	jg18798
OG0015631	Ag002G168430	jg18820
OG0015632	Ag002G170120, Ag002G170340	jg18840
OG0015633	Ag002G170490	jg18843
OG0015634	Ag002G171000	jg18856
OG0015635	Ag002G170910	jg18855
OG0015636	Ag005G426870	jg26882
OG0015637	Ag002G171270	jg18865
OG0015638	Ag002G171360	jg18871
OG0015639	Ag002G171510	jg18873
OG0015640	Ag002G171770	jg18883
OG0015641	Ag002G172580	jg18910
OG0015642	Ag002G173060	jg18922
OG0015643	Ag002G173170	jg18924
OG0015644	Ag002G177750	jg19048
OG0015645	Ag002G177430	jg19042
OG0015646	Ag002G177070	jg19039
OG0015647	Ag002G175470	jg18986
OG0015648	Ag002G175440	jg18982
OG0015649	Ag002G175150	jg18975
OG0015651	Ag002G164710	jg18711
OG0015652	Ag004G323570	jg30056
OG0015653	Ag004G323610	jg30062
OG0015654	Ag004G324510	jg30097
OG0015655	Ag004G324820	jg30114
OG0015656	Ag004G325010	jg30130
OG0015657	Ag004G325360	jg30147
OG0015658	Ag004G326060	jg30219
OG0015659	Ag004G326260	jg30229
OG0015660	Ag004G326860	jg30249
OG0015661	Ag004G327520	jg30274
OG0015662	Ag004G327510	jg30273
OG0015663	Ag004G327490	jg30271
OG0015664	Ag004G327450	jg30267
OG0015665	Ag004G327340	jg30262
OG0015666	Ag004G327620	jg30283
OG0015667	Ag004G328170	jg30299
OG0015668	Ag004G329640	jg30348
OG0015669	Ag004G329430	jg30340
OG0015670	Ag004G329390	jg30338
OG0015671	Ag004G329230	jg30326
OG0015672	Ag003G234570	jg3014
OG0015673	Ag004G330420	jg30391
OG0015674	Ag004G330980	jg30408
OG0015675	Ag005G452300	jg30413
OG0015676	Ag004G331530	jg30422
OG0015677	Ag004G331670	jg30433
OG0015678	Ag004G331780	jg30437
OG0015679	Ag004G332010	jg30457
OG0015680	Ag004G332060	jg30460
OG0015681	Ag004G332090	jg30463
OG0015682	Ag004G332150	jg30471
OG0015683	Ag004G333630	jg30541
OG0015684	Ag004G334480	jg30590, jg30593
OG0015685	Ag004G334510	jg30596
OG0015686	Ag004G334660	jg30604
OG0015687	Ag004G335310	jg30632
OG0015688	Ag004G335980	jg30648
OG0015689	Ag004G337410	jg30704
OG0015690	Ag004G337470	jg30712
OG0015691	Ag004G337480	jg30713
OG0015692	Ag004G337780	jg30725
OG0015693	Ag004G337890	jg30730
OG0015694	Ag004G337910	jg30732
OG0015695	Ag004G303920	jg28869
OG0015697	Ag004G338690	jg30780
OG0015698	Ag004G339600	jg30809
OG0015699	Ag004G339870	jg30821
OG0015700	Ag004G340220	jg30830
OG0015701	Ag004G340620	jg30842
OG0015702	Ag004G340980	jg30852
OG0015703	Ag008G715760, Ag004G341010	jg30853
OG0015704	Ag004G341110	jg30861
OG0015705	Ag004G344060	jg30871
OG0015706	Ag003G241400	jg30880
OG0015708	Ag003G242610	jg30955
OG0015709	Ag003G242820	jg30969
OG0015710	Ag003G243010	jg30983
OG0015711	Ag004G306200	jg29056
OG0015712	Ag003G244690	jg31079
OG0015714	Ag003G245290	jg31111
OG0015715	Ag003G275980	jg2488
OG0015717	Ag004G351210	jg2453
OG0015718	Ag003G247770	jg31151
OG0015719	Ag003G247300	jg31163
OG0015720	Ag001G092700	jg31174
OG0015721	Ag003G246530	jg31210
OG0015722	Ag003G211880	jg31232
OG0015723	Ag001G055130	jg31236
OG0015724	Ag004G333450	jg30532
OG0015725	Ag004G343360	jg32659
OG0015726	Ag008G723300	jg32658
OG0015727	Ag006G528740	jg31274
OG0015728	Ag007G590870	jg10060
OG0015729	Ag005G478250	jg10053
OG0015730	Ag004G306890	jg10042
OG0015731	Ag001G031200, Ag001G029920	jg10029
OG0015732	Ag007G580440	jg10024
OG0015733	Ag007G647880	jg10017
OG0015734	Ag006G525180	jg17132
OG0015735	Ag007G598360	jg10004, jg10002
OG0015736	Ag007G598400	jg9998
OG0015737	Ag007G598420	jg9992
OG0015738	Ag002G177950	jg9991
OG0015740	Ag007G598740	jg9967
OG0015741	Ag007G598830	jg9958
OG0015742	Ag007G586180	jg9941
OG0015743	Ag007G586060	jg9930
OG0015744	Ag007G585630	jg9912
OG0015745	Ag007G585920	jg9920
OG0015746	Ag007G585940	jg9922
OG0015747	Ag001G095490	jg20680, jg21869
OG0015748	Ag004G308570	jg29208
OG0015749	Ag003G252690	jg9664
OG0015750	Ag003G252530	jg9673
OG0015751	Ag006G524980	jg17086
OG0015752	Ag003G231850	jg17011
OG0015753	Ag006G526360	jg17023
OG0015754	Ag001G010560	jg16958
OG0015755	Ag006G524260	jg16848
OG0015756	Ag005G484740	jg16828
OG0015757	Ag006G524010	jg16807
OG0015758	Ag006G523960	jg16798
OG0015759	Ag006G523850	jg16790
OG0015760	Ag003G252730	jg9662
OG0015761	Ag006G523740	jg16756
OG0015762	Ag006G523600	jg16717
OG0015763	Ag006G523170	jg16684
OG0015764	Ag001G075140	jg15373
OG0015765	Ag006G522960	jg16671
OG0015766	Ag006G522280	jg16634
OG0015767	Ag006G522180	jg16624
OG0015768	Ag006G522170	jg16623
OG0015769	Ag006G521680	jg16586
OG0015770	Ag006G521590	jg16579
OG0015771	Ag006G521450	jg16570
OG0015772	Ag006G517950, Ag006G517970	jg16517
