Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa
OG0014283	Ag005G490050	jg6963
OG0014284	Ag005G461880	jg25651
OG0014285	Ag005G461860	jg25653
OG0014287	Ag005G460940	jg25719
OG0014288	Ag005G459940	jg25752
OG0014289	Ag005G459330	jg25777
OG0014290	Ag005G459010	jg25805
OG0014291	Ag005G458730	jg25820
OG0014292	Ag005G457500	jg25865
OG0014293	Ag005G457350	jg25872
OG0014294	Ag005G456790	jg25899
OG0014295	Ag005G456250	jg25925
OG0014296	Ag005G455530	jg25944
OG0014297	Ag007G595740	jg17806
OG0014298	Ag005G454670	jg25981
OG0014299	Ag005G453380	jg26003
OG0014300	Ag005G453160	jg26011
OG0014301	Ag005G452700	jg26023
OG0014302	Ag006G498890, Ag006G498900	jg4220
OG0014303	Ag005G450740	jg26057
OG0014304	Ag005G450600	jg26058
OG0014305	Ag005G450610	jg26059
OG0014306	Ag001G017880	jg33106
OG0014307	Ag005G449700	jg26086
OG0014308	Ag005G449520	jg26088
OG0014309	Ag001G017310	jg33122
OG0014310	Ag005G448480	jg26124
OG0014311	Ag002G140010, Ag005G448280	jg26134
OG0014312	Ag005G448220	jg26137
OG0014313	Ag005G446490	jg26180
OG0014314	Ag005G446480	jg26183
OG0014315	Ag005G446130	jg26194
OG0014316	Ag005G445890	jg26207
OG0014317	Ag005G445870	jg26208
OG0014318	Ag005G445850	jg26210
OG0014319	Ag005G444600	jg26247
OG0014320	Ag005G443210, Ag005G444450	jg26252
OG0014321	Ag005G443050, Ag005G444350	jg26255
OG0014322	Ag005G444340, Ag005G443030	jg26257
OG0014323	Ag005G441400	jg26347
OG0014324	Ag005G441840	jg26327
OG0014325	Ag005G441870	jg26324
OG0014326	Ag005G441980	jg26317
OG0014327	Ag005G441990	jg26316
OG0014328	Ag005G441140	jg26365
OG0014329	Ag005G440410	jg26392
OG0014330	Ag005G437780	jg26490
OG0014331	Ag008G718800	jg5858
OG0014332	Ag005G437030	jg26521
OG0014333	Ag005G436400	jg26537
OG0014334	Ag005G435040	jg26593
OG0014335	Ag005G434450, Ag005G433660	jg26605
OG0014336	Ag005G433500, Ag005G434370	jg26609
OG0014337	Ag005G432700, Ag005G434010	jg26633
OG0014338	Ag001G037860	jg11397
OG0014339	Ag005G431280	jg26709
OG0014340	Ag005G430730, Ag005G430150	jg26805, jg26741
OG0014341	Ag005G430360, Ag005G430600	jg26749
OG0014342	Ag005G430370, Ag005G430590	jg26750
OG0014343	Ag005G430410, Ag005G430570	jg26752
OG0014344	Ag005G428720	jg26798
OG0014345	Ag005G428300	jg26811
OG0014346	Ag005G427200	jg26867
OG0014347	Ag005G427100	jg26870
OG0014348	Ag005G426970	jg26878
OG0014349	Ag005G425940	jg26996
OG0014350	Ag005G425990	jg26994
OG0014351	Ag005G426090	jg26974
OG0014352	Ag005G421730, Ag008G729590	jg27397
OG0014353	Ag005G411280	jg27984
OG0014354	Ag005G424210	jg27215
OG0014355	Ag005G424370	jg27181
OG0014356	Ag005G424770	jg27153
OG0014357	Ag005G424780	jg27152
OG0014358	Ag005G424930	jg27136
OG0014359	Ag005G425000	jg27123
OG0014360	Ag005G442140, Ag001G090080	jg27093
OG0014361	Ag005G425470	jg27045
OG0014362	Ag004G372590	jg27370
OG0014363	Ag005G419240	jg27581
OG0014364	Ag017G742680, Ag005G421280	jg27351
OG0014365	Ag006G505160	jg27416
OG0014366	Ag005G420180	jg27443
OG0014367	Ag005G420000	jg27448
OG0014368	Ag004G401860	jg27488
OG0014369	Ag005G419880, Ag006G526040	jg27494
OG0014370	Ag003G276520	jg9047
OG0014371	Ag005G419770	jg27512
OG0014372	Ag005G419810, Ag005G482510, Ag005G482490	jg4019
OG0014373	Ag005G419720	jg27539
OG0014374	Ag004G307740	jg29157
OG0014375	Ag005G418890	jg27615
OG0014376	Ag005G418720	jg27623
OG0014378	Ag005G418010, Ag007G597610	jg27695
OG0014379	Ag006G565520	jg32448, jg32457
OG0014380	Ag005G417670	jg27762
OG0014381	Ag005G417170	jg32116
OG0014382	Ag003G222880	jg27803
OG0014383	Ag005G416110	jg27865
OG0014384	Ag005G415490	jg27887
OG0014385	Ag005G414210	jg27904
OG0014386	Ag005G410770	jg28004
OG0014387	Ag005G409610	jg28048
OG0014388	Ag005G409600	jg28049
OG0014389	Ag005G408980	jg28067
OG0014390	Ag005G408840	jg28070
OG0014391	Ag005G408770	jg28071
OG0014394	Ag005G405500	jg28158
OG0014395	Ag005G402280	jg28209
OG0014396	Ag005G402540, Ag002G116120	jg28216
OG0014397	Ag005G402960	jg28235
OG0014398	Ag001G099280, Ag005G403640	jg28271
OG0014399	Ag005G403930	jg28281
OG0014401	Ag005G403600	jg28301
OG0014402	Ag003G231930	jg28298
OG0014403	Ag001G000060	jg33824
OG0014404	Ag001G000100	jg33818
OG0014405	Ag001G001010	jg33761
OG0014406	Ag001G001030	jg33759
OG0014407	Ag001G002090	jg33705
OG0014408	Ag001G002220, Ag001G002190	jg33698
OG0014409	Ag001G002310	jg33695
OG0014410	Ag002G123640	jg20264
OG0014411	Ag001G002500	jg33685
OG0014412	Ag001G004830	jg33602
OG0014413	Ag001G004880	jg33597
OG0014414	Ag001G005780	jg33574
OG0014415	Ag001G006510	jg33532
OG0014416	Ag001G007510	jg33480
OG0014417	Ag001G007530	jg33478
OG0014418	Ag001G007900	jg33466
OG0014419	Ag001G008400	jg33442
OG0014420	Ag001G008430	jg33441
OG0014421	Ag001G008440	jg33440
OG0014422	Ag001G008710	jg33421
OG0014423	Ag001G009270	jg33395
OG0014424	Ag001G010350	jg33342
OG0014425	Ag001G010500	jg33332
OG0014426	Ag001G010780	jg33314
OG0014427	Ag001G012430	jg33225
OG0014428	Ag001G011930	jg33251
OG0014429	Ag001G011370	jg33277
OG0014430	Ag001G076080	jg2361
OG0014431	Ag001G014350	jg33196
OG0014432	Ag001G014480	jg33192
OG0014433	Ag001G015110	jg33181
OG0014434	Ag001G015910	jg33154
OG0014435	Ag001G016220	jg33149
OG0014436	Ag001G017730	jg33109
OG0014437	Ag001G018150	jg33097
OG0014438	Ag001G018940, Ag001G019500	jg33076
OG0014439	Ag005G451270	jg26045
OG0014440	Ag001G020730	jg33055
OG0014441	Ag001G020740	jg33042
OG0014442	Ag001G022260	jg33010
OG0014443	Ag001G022510	jg32997
OG0014444	Ag001G023230, Ag001G023520	jg32975
OG0014445	Ag001G021740	jg33015
OG0014446	Ag001G025290	jg32935
OG0014447	Ag001G025610	jg32911
OG0014448	Ag001G026200	jg32904
OG0014449	Ag001G028480	jg11026
OG0014450	Ag001G030930, Ag001G029580	jg11050
OG0014451	Ag001G074790	jg15363
OG0014452	Ag001G031030, Ag001G029770	jg11053
OG0014453	Ag001G030260, Ag001G031460	jg11075
OG0014454	Ag001G030530, Ag001G031680	jg11093
OG0014455	Ag001G031850	jg11105
OG0014456	Ag002G161200	jg18572
OG0014457	Ag002G161180	jg18571
OG0014458	Ag002G160900	jg18561
OG0014459	Ag001G065110	jg15098
OG0014460	Ag001G064920	jg15103
OG0014462	Ag001G064370	jg15129
OG0014463	Ag001G064360	jg15130
OG0014464	Ag001G064320	jg15131
OG0014465	Ag001G064250	jg15138
OG0014467	Ag001G069100	jg15175
OG0014468	Ag001G069260	jg15187
OG0014469	Ag001G069790	jg15193
OG0014470	Ag004G354450	jg2365
OG0014471	Ag001G072440	jg15267
OG0014472	Ag001G072480	jg15271
OG0014473	Ag001G073390	jg15324
OG0014474	Ag001G074400	jg15345
OG0014475	Ag001G065620	jg15091
OG0014476	Ag007G615980	jg5308
OG0014477	Ag001G066170	jg15077
OG0014478	Ag001G066200	jg15075
OG0014479	Ag001G066940	jg15044
OG0014480	Ag001G075270	jg15379
OG0014481	Ag001G075350	jg15384
OG0014482	Ag001G076410	jg15422
OG0014483	Ag001G077330	jg15452
OG0014484	Ag001G077450	jg15464
OG0014485	Ag001G077940	jg15465
OG0014486	Ag001G078290	jg15472
OG0014487	Ag001G078850	jg15493
OG0014488	Ag001G080870	jg15585
OG0014489	Ag001G080910	jg15591
OG0014490	Ag002G187390	jg19319
OG0014491	Ag001G081630	jg15622
OG0014492	Ag001G082360	jg15642
OG0014493	Ag001G082910	jg15646, jg15714
OG0014494	Ag001G082940	jg15704
OG0014496	Ag001G085730	jg15810
OG0014497	Ag001G086250	jg15830
OG0014498	Ag001G086350	jg15835
OG0014499	Ag001G087970	jg15874
OG0014501	Ag001G089660	jg15951
OG0014502	Ag008G701980, Ag001G089750	jg15954
OG0014503	Ag001G089760	jg15955
OG0014504	Ag001G090630, Ag001G090570	jg15984
OG0014506	Ag001G091650	jg16038
OG0014507	Ag001G091670	jg16041
OG0014508	Ag001G092070	jg16064
OG0014509	Ag001G092670	jg16087
OG0014510	Ag001G092760	jg16096
OG0014511	Ag001G082090	jg15637
OG0014512	Ag001G093320	jg16121
OG0014513	Ag001G093440	jg16127
OG0014514	Ag001G093690	jg16143
OG0014515	Ag001G093860	jg16156
OG0014516	Ag001G094920	jg16209
OG0014517	Ag001G095240	jg16230
OG0014518	Ag001G095710	jg16244
OG0014519	Ag001G096160	jg16254
OG0014520	Ag001G061830	jg16262
OG0014521	Ag006G555040	jg16264
OG0014522	Ag001G096400, Ag005G469590	jg16265
OG0014523	Ag001G096700	jg16283
OG0014524	Ag001G097570	jg16318
OG0014526	Ag001G098530	jg16386
OG0014527	Ag001G098540	jg16387
OG0014528	Ag001G098760	jg16417
OG0014529	Ag001G098870	jg16435
OG0014530	Ag001G098900	jg16437
OG0014531	Ag001G099010	jg16446
OG0014532	Ag001G099020	jg16447
OG0014533	Ag001G099060	jg16451
OG0014534	Ag001G007980	jg33459
OG0014536	Ag010G740590, Ag001G050260	jg13753, jg14301
OG0014537	Ag001G076010	jg15406
OG0014538	Ag001G080540	jg15575
OG0014539	Ag002G102240	jg20643
OG0014540	Ag006G572150	jg10670
OG0014541	Ag003G225730, Ag002G143530	jg3210
OG0014542	Ag002G154280, Ag002G156720	jg21107
OG0014543	Ag002G164040	jg18684
OG0014544	Ag002G164890, Ag003G234530	jg18722
OG0014545	Ag002G177800	jg19051
OG0014546	Ag002G199210	jg24378
OG0014547	Ag003G208390	jg3738
OG0014548	Ag003G213160, Ag003G213120	jg3553
OG0014549	Ag003G214890	jg3489
OG0014550	Ag003G232760	jg3066
OG0014551	Ag003G263130, Ag003G263870	jg9345
OG0014552	Ag005G474860, Ag003G269270	jg24999, jg27437
OG0014553	Ag003G271980	jg9206
OG0014554	Ag003G274510	jg9620
OG0014555	Ag003G276660	jg9060
OG0014556	Ag005G483910, Ag003G280420	jg24443
OG0014557	Ag004G297310	jg28399
OG0014558	Ag004G307490	jg29131
OG0014559	Ag004G316890	jg29747
OG0014560	Ag004G320850	jg29931
OG0014561	Ag004G324520	jg30098
OG0014562	Ag004G347880	jg2571
OG0014563	Ag004G348710	jg2540
OG0014564	Ag004G353140	jg2404
OG0014565	Ag004G364480	jg1559
OG0014566	Ag004G379370	jg691
OG0014567	Ag005G446580, Ag004G401450, Ag005G446590	jg26170
OG0014568	Ag005G402970	jg28236, jg30744
OG0014569	Ag005G413290, Ag005G412920	jg27951
OG0014570	Ag005G427570	jg26849
OG0014571	Ag005G431180	jg26711
OG0014572	Ag005G448870	jg26107
OG0014573	Ag005G467790	jg25407
OG0014574	Ag005G475930, Ag005G475950	jg24949
OG0014575	Ag006G503840	jg4399
OG0014576	Ag006G506010	jg4524
OG0014577	Ag006G508110	jg5776
OG0014578	Ag006G542570, Ag006G545040	jg10112
OG0014579	Ag006G566130	jg10393
OG0014580	Ag006G571300	jg10649
OG0014581	Ag006G577160	jg10845
OG0014582	Ag006G577740	jg10890
OG0014583	Ag007G578480	jg31852
OG0014584	Ag007G582700	jg31406
OG0014585	Ag007G585610	jg9910
OG0014586	Ag007G586070	jg9931
OG0014587	Ag007G594050	jg17948
OG0014588	Ag007G609810, Ag007G609890	jg10797
OG0014589	Ag007G612260	jg5180
OG0014590	Ag007G614030	jg5259
OG0014591	Ag007G625570	jg5582
OG0014592	Ag007G643250	jg21425
OG0014593	Ag007G656840	jg12822
OG0014594	Ag008G705390	jg22727
OG0014595	Ag008G708920	jg22876
OG0014596	Ag008G715020	jg6051
OG0014597	Ag008G715610	jg6030
OG0014598	Ag008G715690, Ag008G715900	jg6024, jg6028
OG0014599	Ag008G718540	jg5867
OG0014600	Ag008G733550	jg23595
OG0014601	Ag008G734140	jg23638
OG0014637	Ag007G619310	jg9599
OG0014638	Ag006G505340, Ag003G254710	jg28055
OG0014639	Ag003G254770	jg9575
OG0014640	Ag003G254790	jg9571
OG0014641	Ag003G254920	jg9567
OG0014642	Ag003G255000	jg9564
OG0014643	Ag003G255270	jg9557
OG0014644	Ag003G218750, Ag003G218760	jg3384
OG0014645	Ag003G256000	jg9536
OG0014646	Ag003G256050	jg9535
OG0014647	Ag003G256230	jg9525
OG0014648	Ag003G256870	jg9519
OG0014649	Ag003G256920	jg9517
OG0014650	Ag003G257390	jg9504
OG0014651	Ag003G257520	jg9503
OG0014652	Ag003G258070	jg9491
OG0014653	Ag003G258230	jg9486
OG0014654	Ag003G258380	jg9482
OG0014655	Ag003G258440	jg9473
OG0014656	Ag004G323730	jg3424
OG0014657	Ag003G258780	jg9454
OG0014659	Ag003G259050	jg9438
OG0014660	Ag003G259060	jg9437
OG0014661	Ag003G261850	jg9381
OG0014662	Ag003G266820	jg9324
OG0014663	Ag003G266850	jg9320
OG0014665	Ag003G267250	jg9309
OG0014666	Ag003G297120	jg8276
OG0014667	Ag003G267980	jg9288
OG0014668	Ag003G268260	jg9280
OG0014669	Ag003G268290	jg9277
OG0014670	Ag003G268850	jg9263
OG0014671	Ag003G268950	jg9260
OG0014672	Ag004G308900	jg29234
OG0014673	Ag003G269900	jg9242
OG0014675	Ag003G271260	jg9220
OG0014676	Ag003G271270	jg9219
OG0014677	Ag003G271650	jg9210
OG0014678	Ag003G271950	jg9207
OG0014679	Ag003G272470	jg9193
OG0014680	Ag003G279490	jg9160
OG0014682	Ag003G279270	jg9151
OG0014684	Ag003G278520	jg9127
OG0014685	Ag003G277800	jg9098
OG0014686	Ag003G278090	jg9108
OG0014687	Ag003G278130	jg9110
OG0014689	Ag003G281110	jg8934
OG0014690	Ag003G276000	jg9032
OG0014691	Ag003G275960	jg9029
OG0014692	Ag003G275920	jg9027
OG0014693	Ag003G275850	jg9021
OG0014694	Ag006G549690	jg23826, jg23833
OG0014695	Ag003G274560	jg8996
OG0014696	Ag003G281380	jg8928
OG0014697	Ag003G280370	jg8951
OG0014698	Ag003G273680	jg8966
OG0014699	Ag003G273910	jg8971
OG0014700	Ag003G281470	jg8920
OG0014701	Ag003G281430	jg8922
OG0014702	Ag003G282100	jg8899
OG0014703	Ag003G282310	jg8888
OG0014705	Ag004G371450	jg28257
OG0014706	Ag003G285370	jg8825
OG0014707	Ag003G285020	jg8816
OG0014708	Ag003G284950	jg8811
OG0014709	Ag007G579560	jg31722
OG0014710	Ag007G579220	jg31755
OG0014711	Ag007G579140	jg31774
OG0014712	Ag007G578860	jg31808
OG0014713	Ag007G578840	jg31810
OG0014714	Ag007G578690	jg31823
OG0014715	Ag007G578680	jg31824
OG0014716	Ag007G578360	jg31863
OG0014717	Ag007G578290	jg31872
OG0014718	Ag007G578270	jg31879
OG0014719	Ag007G578250	jg31881
OG0014720	Ag007G578200	jg31885
OG0014722	Ag007G578050	jg31904
OG0014723	Ag001G101350	jg10918
OG0014724	Ag001G101360	jg10919
OG0014725	Ag001G101430	jg10929
OG0014726	Ag001G101480	jg10933
OG0014727	Ag001G101490	jg10934
OG0014728	Ag001G101510	jg10936
OG0014729	Ag001G101650	jg10951
OG0014730	Ag001G101860	jg10964
OG0014732	Ag001G102070	jg11018
OG0014733	Ag004G364550	jg1558
OG0014734	Ag001G058400	jg15774
OG0014735	Ag004G305230	jg1507
OG0014736	Ag004G355800	jg2282
OG0014737	Ag004G365890	jg1454
OG0014738	Ag004G365970	jg1447
OG0014739	Ag004G366630	jg1407
OG0014740	Ag004G366810	jg1361
OG0014741	Ag004G366920	jg1349
OG0014742	Ag004G367780	jg1201
OG0014743	Ag004G369240	jg1100
OG0014744	Ag002G174310	jg18947
OG0014745	Ag003G258870	jg9453
OG0014746	Ag004G371480	jg979
OG0014747	Ag004G371830	jg956
OG0014748	Ag004G373360	jg895
OG0014749	Ag004G373910	jg880
OG0014750	Ag004G374870	jg848
OG0014751	Ag004G377930	jg753
OG0014752	Ag004G378410	jg718
OG0014753	Ag012G741350, Ag008G658620	jg12898
OG0014754	Ag006G566340	jg12925
OG0014755	Ag005G452900	jg12928
OG0014756	Ag002G174430	jg12934
OG0014757	Ag005G407120	jg12958
OG0014758	Ag002G177210	jg1732, jg12965
OG0014759	Ag002G119320	jg12967
OG0014760	Ag008G659060, Ag008G657860	jg12969
OG0014761	Ag008G701990	jg12974
OG0014763	Ag003G230440	jg12990
OG0014764	Ag008G659750	jg13025
OG0014765	Ag008G660930	jg13076
OG0014766	Ag008G661320	jg13086
OG0014768	Ag008G661770	jg13104
OG0014769	Ag008G662320	jg13143
OG0014770	Ag008G662390	jg13146
OG0014771	Ag008G662640	jg13165
OG0014772	Ag008G662740	jg13168
OG0014774	Ag008G664390	jg13241
OG0014775	Ag008G665440	jg13273
OG0014776	Ag008G665470	jg13275
OG0014777	Ag008G665630	jg13282
OG0014778	Ag008G665670	jg13291
OG0014779	Ag008G666070	jg13297
OG0014780	Ag008G666880	jg13346
OG0014781	Ag008G667220	jg13363
OG0014782	Ag008G667300	jg13368
OG0014783	Ag008G667810	jg13385
OG0014784	Ag008G667940	jg13399
OG0014785	Ag008G668470	jg13409
OG0014786	Ag008G668600	jg13414
OG0014788	Ag008G669730, Ag008G669710	jg13490
OG0014789	Ag008G669950	jg13514
OG0014790	Ag008G670930	jg13530
OG0014791	Ag003G275910	jg13557
OG0014792	Ag008G671300	jg13558
OG0014793	Ag008G672280	jg13617
OG0014794	Ag008G671990	jg13653
OG0014795	Ag007G607270	jg13657
OG0014796	Ag007G648320	jg12502
OG0014798	Ag008G672670	jg13860
OG0014799	Ag007G647540	jg12419
OG0014800	Ag004G376380	jg796
OG0014801	Ag004G356550	jg2241
OG0014802	Ag004G356820	jg2230
OG0014803	Ag004G356960	jg2226
OG0014804	Ag004G357980	jg2175
OG0014805	Ag004G358770	jg2105
OG0014806	Ag004G359140	jg2087
OG0014807	Ag004G359720	jg2059
OG0014809	Ag004G361040	jg2019
OG0014810	Ag004G360870	jg2008
OG0014811	Ag004G360820	jg1985
OG0014812	Ag004G361200	jg1965
OG0014814	Ag004G363930	jg1857
OG0014815	Ag004G363860	jg1818
OG0014816	Ag004G363440	jg1808
OG0014817	Ag004G367280	jg1763
OG0014818	Ag004G363620	jg1753
OG0014819	Ag004G363770	jg1747
OG0014820	Ag006G503430	jg1744
OG0014821	Ag004G363760	jg23380
OG0014822	Ag004G363140	jg1725
OG0014823	Ag004G364360	jg1587
OG0014824	Ag006G510840	jg1584
OG0014825	Ag006G519050	jg1717
OG0014826	Ag004G402070	jg356
OG0014827	Ag001G062640	jg14953
OG0014828	Ag003G253350	jg13189
OG0014829	Ag004G401390	jg377
OG0014830	Ag004G401110	jg387
OG0014831	Ag004G400420	jg389
OG0014832	Ag004G400210	jg394
OG0014833	Ag004G395280, Ag004G390450	jg469
OG0014834	Ag004G394540, Ag004G389550	jg483
OG0014835	Ag004G393790, Ag004G388830	jg502
OG0014836	Ag004G386690	jg526
OG0014837	Ag004G386650, Ag001G078550	jg529
OG0014838	Ag004G386630, Ag004G386620	jg530
OG0014839	Ag004G386390	jg535
OG0014840	Ag004G386280	jg536
OG0014841	Ag004G383790	jg569
OG0014842	Ag004G381880	jg603
OG0014843	Ag004G381400	jg624
OG0014844	Ag004G380980	jg631
OG0014845	Ag004G380910	jg633
OG0014846	Ag004G380850	jg635
OG0014847	Ag004G380210	jg671
OG0014848	Ag005G471130	jg25210
OG0014849	Ag003G253200	jg9636
OG0014850	Ag002G141280	jg9869
OG0014853	Ag003G248960	jg9830
OG0014854	Ag002G189920	jg19396
OG0014856	Ag002G189350	jg19388
OG0014857	Ag002G188640	jg19368
OG0014858	Ag002G188970, Ag002G189230	jg19383
OG0014859	Ag002G188400	jg19353
OG0014860	Ag002G187970	jg19335
OG0014861	Ag002G187880	jg19332
OG0014862	Ag005G478090	jg24827
OG0014863	Ag005G478060	jg24829
OG0014864	Ag005G477910	jg24844
OG0014865	Ag005G477860	jg24848
OG0014866	Ag005G477710	jg24854
OG0014867	Ag005G477050	jg24872
OG0014868	Ag005G476880	jg24884
OG0014869	Ag005G476720	jg24895
OG0014870	Ag005G476660	jg24898
OG0014871	Ag005G476640	jg24899
OG0014872	Ag005G476400	jg24912
OG0014873	Ag005G476390	jg24913
OG0014874	Ag005G476270	jg24917
OG0014875	Ag006G496050	jg4106
OG0014876	Ag005G476000	jg24937
OG0014877	Ag005G475990	jg24938
OG0014878	Ag005G475830	jg24958
OG0014879	Ag005G475760	jg24966
OG0014880	Ag005G475720	jg24970
OG0014881	Ag005G475670	jg24974
OG0014883	Ag008G699210	jg22514
OG0014884	Ag005G474100	jg25054
OG0014885	Ag005G474200	jg25040
OG0014886	Ag005G473910	jg25057
OG0014887	Ag005G473750	jg25062
OG0014888	Ag005G473390	jg25081
OG0014889	Ag005G471800	jg25157
OG0014890	Ag005G471610	jg25173
OG0014891	Ag005G471720	jg25165
OG0014892	Ag005G471340	jg25190
OG0014893	Ag001G039950	jg7026
OG0014894	Ag001G041200	jg21608
OG0014895	Ag001G040200	jg6970
OG0014896	Ag001G041300	jg21629
OG0014897	Ag005G441320	jg26354
OG0014899	Ag004G308190	jg29181
OG0014900	Ag004G399660	jg21723
OG0014904	Ag008G677790	jg21759
OG0014905	Ag008G679430	jg21790
OG0014906	Ag008G680170	jg21827
OG0014907	Ag008G680190	jg21828
OG0014909	Ag008G680260	jg21845
OG0014910	Ag008G680240	jg21847
OG0014911	Ag008G681140	jg21880
OG0014912	Ag008G681290	jg21896
OG0014913	Ag008G681330	jg21897
OG0014915	Ag008G681350	jg21910
OG0014916	Ag004G317940	jg21911
OG0014917	Ag008G681940	jg21931
OG0014918	Ag004G308530	jg21948
OG0014920	Ag008G683860	jg21990
OG0014921	Ag008G685830	jg22053
OG0014922	Ag008G685060	jg22038
OG0014923	Ag008G684780	jg22025
OG0014924	Ag008G686240	jg22065
OG0014926	Ag008G713410	jg22081
OG0014927	Ag008G687650	jg22148
OG0014928	Ag001G057240	jg22235
OG0014929	Ag008G693960	jg22309
OG0014930	Ag004G330910	jg30406, jg30404
OG0014931	Ag008G695100	jg22357
OG0014932	Ag008G695600	jg22378
OG0014933	Ag008G695710	jg22386
OG0014934	Ag008G696040	jg22394
OG0014935	Ag008G697690	jg22460
OG0014936	Ag008G698220	jg22470
OG0014937	Ag008G697730	jg22481
OG0014939	Ag008G699740	jg22541
OG0014940	Ag008G699930	jg22555
OG0014941	Ag008G699940	jg22556
OG0014942	Ag008G701590	jg22595
OG0014943	Ag008G701570	jg22598
OG0014944	Ag008G701560	jg22599
OG0014945	Ag008G702550	jg22641
OG0014946	Ag008G703940	jg22668
OG0014947	Ag008G704040	jg22670
OG0014949	Ag008G704540	jg22687
OG0014950	Ag008G704610	jg22695
OG0014951	Ag008G705280	jg22718
OG0014952	Ag008G705300	jg22720
OG0014954	Ag007G643380	jg6955
OG0014955	Ag007G611690	jg5153
OG0014956	Ag007G611700	jg5154
OG0014957	Ag007G610560	jg5126
OG0014958	Ag007G610140	jg5102
OG0014959	Ag007G609130	jg5056
OG0014960	Ag007G608360	jg5025
OG0014961	Ag007G607630	jg4989
OG0014962	Ag007G607600	jg4986
OG0014963	Ag007G607410	jg4975
OG0014964	Ag007G607250	jg4966
OG0014965	Ag007G607190	jg4962
OG0014966	Ag007G606420	jg4940
OG0014967	Ag007G606220	jg4933
OG0014968	Ag007G606200	jg4932
OG0014969	Ag002G175430	jg18981
OG0014970	Ag007G605970	jg4923
OG0014971	Ag007G605940	jg4920
OG0014972	Ag007G605910, Ag007G606330	jg4916
OG0014973	Ag007G605560	jg4899
OG0014974	Ag007G605540	jg4898
OG0014975	Ag007G604990	jg4879
OG0014976	Ag007G604940	jg4876
OG0014977	Ag007G604910	jg4873
OG0014978	Ag007G604690	jg4869
OG0014979	Ag007G604380	jg4851
OG0014980	Ag007G604370	jg4850
OG0014981	Ag007G603880	jg4823
OG0014982	Ag007G602880	jg4783
OG0014983	Ag007G602740	jg4778
OG0014984	Ag007G602400	jg4762
OG0014985	Ag007G602390	jg4761
OG0014986	Ag007G601940	jg4731
OG0014987	Ag007G601150	jg4682
OG0014988	Ag007G601120	jg4680
OG0014989	Ag007G600640	jg4644
OG0014990	Ag007G599910	jg4603
OG0014991	Ag007G599570	jg4592
OG0014992	Ag006G508260	jg4581
OG0014993	Ag006G507830	jg4571
OG0014994	Ag006G577860	jg10902
OG0014995	Ag006G577690	jg10882
OG0014996	Ag006G577670	jg10880
OG0014997	Ag006G577020	jg10838
OG0014998	Ag006G577000	jg10837
OG0015000	Ag006G574710	jg10745
OG0015001	Ag006G574340	jg10730
OG0015002	Ag006G574320	jg10728
OG0015003	Ag006G574190	jg10722
OG0015005	Ag006G573810	jg10707
OG0015006	Ag006G573510	jg10675
OG0015007	Ag006G572010	jg10663
OG0015008	Ag006G571270	jg10646
OG0015009	Ag006G569860	jg10611
OG0015010	Ag006G569850	jg10610
OG0015011	Ag006G569700	jg10604
OG0015012	Ag006G559400	jg10561
OG0015014	Ag006G562010	jg10493
OG0015015	Ag006G562380	jg10487
OG0015016	Ag004G329250	jg30329
OG0015017	Ag006G564040	jg10451
OG0015018	Ag006G564430	jg10441
OG0015019	Ag007G613710	jg5245
OG0015020	Ag006G564540	jg10431
OG0015021	Ag006G565230	jg10418
OG0015022	Ag006G565740	jg10412
OG0015023	Ag006G565780	jg10407
OG0015024	Ag006G566100	jg10395
OG0015025	Ag006G567030	jg10381
OG0015026	Ag006G567220	jg10377
OG0015027	Ag006G555730	jg10345
OG0015028	Ag006G552280	jg10279
OG0015029	Ag006G551540	jg10257
OG0015030	Ag006G550920	jg10239
OG0015031	Ag006G550780	jg10235
OG0015032	Ag006G549790, Ag006G547580, Ag006G549850, Ag006G547640	jg10216
OG0015033	Ag006G542950, Ag006G544640	jg10092
OG0015034	Ag006G541430	jg10069
OG0015035	Ag006G541140	jg31934
OG0015036	Ag006G540990	jg31941
OG0015037	Ag006G540930	jg31945
OG0015038	Ag006G540750	jg31957
OG0015039	Ag006G540730	jg31958
OG0015040	Ag006G540470	jg31975
OG0015041	Ag006G540350	jg31977
OG0015042	Ag006G540280	jg31980
OG0015043	Ag006G540190, Ag006G537970	jg31984
OG0015044	Ag006G538860, Ag006G536330	jg32098
OG0015046	Ag006G536140	jg32107
OG0015047	Ag006G535830	jg32138
OG0015048	Ag006G535260	jg32211
OG0015049	Ag006G535090	jg32218
OG0015050	Ag006G535080	jg32219
OG0015051	Ag006G534940	jg32241
OG0015052	Ag006G534440	jg32271
OG0015053	Ag006G534140	jg32297
OG0015055	Ag006G534110	jg32299
OG0015056	Ag006G533590	jg32329
OG0015057	Ag006G532350	jg32614
OG0015059	Ag006G532080	jg32595
OG0015060	Ag006G531590	jg32534
OG0015061	Ag006G531700	jg32518
OG0015062	Ag006G530880	jg32514
OG0015064	Ag006G546440	jg32492
OG0015065	Ag007G584710	jg32660
OG0015066	Ag007G585390	jg11021
OG0015067	Ag007G585250	jg32811
OG0015068	Ag007G585200	jg32799
OG0015069	Ag007G585010	jg32779
OG0015070	Ag007G584840	jg32755
OG0015071	Ag003G249780	jg32481
OG0015073	Ag007G584480	jg32707
OG0015074	Ag007G584450	jg32713
