Orthogroup	Alyssum_gmelinii	Aethionema_saxatile
OG0013738	Ag005G487870	As006G136320
OG0013739	Ag005G487820	As006G136370
OG0013740	Ag003G266480, Ag003G265700	As006G136450
OG0013741	Ag005G487230	As006G136610
OG0013742	Ag005G486910	As006G136810
OG0013743	Ag005G486770	As006G136910
OG0013744	Ag005G486750	As006G136930
OG0013745	Ag005G486420	As006G137170
OG0013746	Ag005G486400	As006G137180
OG0013747	Ag005G486020	As006G137390
OG0013748	Ag005G485670	As006G137500
OG0013749	Ag005G485750	As006G137540
OG0013750	Ag005G485470	As006G137720
OG0013751	Ag005G485460	As006G137730
OG0013752	Ag005G485330	As006G137810, As012G286990
OG0013753	Ag005G485220	As006G137850
OG0013754	Ag005G484900	As006G138020
OG0013755	Ag005G484830	As006G138080
OG0013756	Ag005G484670	As006G138190
OG0013757	Ag005G484530	As006G138280
OG0013758	Ag005G484180	As006G138480, As006G138520
OG0013759	Ag005G483990	As006G138560
OG0013760	Ag005G484130	As006G138670
OG0013761	Ag005G483170	As006G139050
OG0013762	Ag005G482960	As006G139120
OG0013763	Ag005G482550	As006G139380
OG0013764	Ag005G482530	As006G139400
OG0013765	Ag005G482070	As006G139730
OG0013766	Ag005G481560	As006G139990
OG0013767	Ag005G481420	As006G140120
OG0013768	Ag005G481160	As006G140300
OG0013769	Ag005G481090	As006G140330
OG0013770	Ag005G480840	As006G140410
OG0013771	Ag005G480390	As006G140830
OG0013772	Ag005G479750	As006G141130
OG0013773	Ag002G146430	As006G141310
OG0013774	Ag005G479300	As006G141460
OG0013775	Ag005G479280	As006G141480
OG0013776	Ag005G478980	As006G141760
OG0013777	Ag005G478870	As006G141830
OG0013778	Ag005G478660	As006G141970
OG0013779	Ag005G478340	As006G142170
OG0013780	Ag002G186510	As006G142530
OG0013781	Ag002G185290, Ag002G185280	As006G142790
OG0013782	Ag002G185060	As006G142880
OG0013783	Ag001G079970	As006G142970
OG0013784	Ag002G184120	As006G143050
OG0013785	Ag002G183140	As006G143300
OG0013786	Ag002G182940	As006G143370
OG0013787	Ag002G182030	As006G143470
OG0013788	Ag002G181900	As006G143500
OG0013789	Ag002G180560	As006G143750
OG0013790	Ag002G180160	As006G143820
OG0013791	Ag002G180140	As006G143940
OG0013792	Ag002G179720	As006G144040
OG0013793	Ag002G179700	As006G144060
OG0013794	Ag002G179080	As006G144150
OG0013795	Ag002G178270	As006G144240
OG0013796	Ag002G177930	As006G144390
OG0013797	Ag002G165520	As006G144540
OG0013798	Ag002G166610	As006G144830
OG0013799	Ag002G167740	As006G145130
OG0013800	Ag002G168060	As006G145210
OG0013801	Ag002G168310	As006G145300
OG0013802	Ag002G168540	As006G145390
OG0013803	Ag002G169580	As006G145450
OG0013804	Ag002G169990	As006G145510
OG0013805	Ag002G170500	As006G145590
OG0013806	Ag002G171660	As006G145940
OG0013807	Ag002G176470	As006G146360
OG0013808	Ag002G172770	As006G146380
OG0013809	Ag002G173330	As006G146730
OG0013810	Ag002G175060	As006G147910
OG0013811	Ag002G175030	As006G147930
OG0013812	Ag001G057960	As006G147950
OG0013813	Ag007G628410	As006G148390
OG0013814	Ag002G164700	As006G148770
OG0013816	Ag004G322740	As007G151890
OG0013817	Ag004G324830	As007G152790
OG0013818	Ag004G325190	As007G153000, As010G242510
OG0013819	Ag004G325210	As007G153020
OG0013820	Ag004G325330	As007G153080
OG0013821	Ag004G325450	As007G153160
OG0013822	Ag004G325550	As007G153240
OG0013823	Ag004G318470	As007G153550
OG0013824	Ag004G326430	As007G153600
OG0013825	Ag004G326920	As007G153750
OG0013826	Ag004G327080	As007G153760
OG0013828	Ag004G327400	As007G153900
OG0013829	Ag004G328180	As007G154180
OG0013830	Ag004G328660	As007G154340
OG0013831	Ag004G329650	As007G154520
OG0013832	Ag004G329330	As007G154680
OG0013833	Ag004G328960	As007G154740
OG0013834	Ag004G328780	As007G154770
OG0013835	Ag004G329870	As007G154800
OG0013836	Ag004G330270, Ag004G330250	As007G155030
OG0013838	Ag004G331810	As007G155540
OG0013839	Ag004G331820	As007G155550
OG0013840	Ag004G332600	As007G155610
OG0013841	Ag004G331990	As007G155650
OG0013842	Ag004G332120	As007G155750
OG0013843	Ag004G332400	As007G155890
OG0013844	Ag004G332440	As007G155910
OG0013845	Ag004G332810	As007G156030
OG0013846	Ag004G332990	As007G156080
OG0013847	Ag004G333480	As007G156230
OG0013848	Ag004G334410	As007G156640
OG0013849	Ag004G335080	As007G156850
OG0013851	Ag004G336710	As007G157270
OG0013852	Ag004G336940	As007G157360
OG0013853	Ag004G336950	As007G157370
OG0013854	Ag004G337390, Ag004G337310	As007G157520
OG0013855	Ag004G337440	As007G157600
OG0013856	Ag004G337690	As007G157680, As009G209870
OG0013857	Ag004G337810	As007G157760
OG0013858	Ag004G338470	As007G158100
OG0013859	Ag004G340380	As007G158820
OG0013860	Ag004G340390	As007G158830
OG0013861	Ag004G340410	As007G158850
OG0013862	Ag004G340610	As007G158870, As010G234440
OG0013863	Ag003G241990	As007G159510
OG0013864	Ag003G242920	As007G159930, As007G159920
OG0013865	Ag003G242960	As007G159940
OG0013866	Ag003G243780	As007G160200, As007G163880
OG0013867	Ag003G244370	As007G160450
OG0013868	Ag006G498100, Ag003G244430	As007G160470
OG0013869	Ag003G244450	As007G160500
OG0013870	Ag003G245050	As007G160630
OG0013871	Ag003G245260	As007G160740
OG0013872	Ag003G245760	As007G161040
OG0013874	Ag004G312080	As007G161160
OG0013875	Ag007G611200	As007G161790
OG0013876	Ag004G355610	As007G161990
OG0013877	Ag003G246960	As007G162020
OG0013878	Ag006G531440	As007G162120
OG0013879	Ag006G528660	As007G162340
OG0013880	Ag001G014360	As007G162880
OG0013882	Ag007G598370	As007G163460
OG0013883	Ag007G598380	As007G163480
OG0013884	Ag007G598570	As007G163720
OG0013885	Ag007G598800, Ag007G598810	As007G164350
OG0013886	Ag007G586320	As007G164420
OG0013887	Ag007G586290	As007G164460
OG0013888	Ag003G278670	As007G166900
OG0013889	Ag006G524990	As007G167130
OG0013890	Ag007G605510	As007G176850
OG0013891	Ag006G525940	As007G176860
OG0013892	Ag006G526180	As007G176890
OG0013893	Ag003G277070	As007G176960
OG0013894	Ag006G526310	As007G177050
OG0013895	Ag006G526320	As007G177060
OG0013896	Ag003G246740	As007G177140
OG0013897	Ag006G526690	As007G177550
OG0013898	Ag006G575800	As007G177690
OG0013899	Ag006G525380	As007G177720
OG0013900	Ag004G337050	As007G179250
OG0013901	Ag006G523660	As007G179820
OG0013903	Ag003G222470	As010G237390, As007G180000
OG0013904	Ag002G138970	As007G180040
OG0013905	Ag006G522970	As007G180260
OG0013906	Ag006G522610	As007G180410
OG0013907	Ag006G522240	As007G180570
OG0013908	Ag006G522190	As007G180590
OG0013909	Ag006G522150	As007G180630
OG0013910	Ag006G521780	As007G180700
OG0013911	Ag006G521360	As007G180930
OG0013912	Ag006G520920	As007G181750, As007G181400
OG0013914	Ag006G518360	As007G182230
OG0013915	Ag004G322700	As008G182290
OG0013916	Ag004G321250	As008G182730
OG0013917	Ag004G321220	As008G182740
OG0013918	Ag004G321010	As008G182840
OG0013919	Ag004G320200	As008G183060
OG0013920	Ag004G319840	As008G183170
OG0013921	Ag004G318960	As008G183550
OG0013922	Ag004G318830, Ag001G080090	As008G183570
OG0013923	Ag004G318630	As008G183690
OG0013924	Ag004G318480	As008G183800
OG0013926	Ag004G317850	As008G183970
OG0013927	Ag004G317160	As008G184330
OG0013928	Ag004G316470	As008G184540
OG0013929	Ag004G316450	As008G184570
OG0013930	Ag004G315110	As008G185340
OG0013931	Ag004G314860	As008G185470
OG0013932	Ag004G314850	As008G185480
OG0013933	Ag004G314620	As008G185630
OG0013934	Ag004G314500	As008G185700
OG0013935	Ag004G313090	As008G186520
OG0013936	Ag004G312990	As008G186580
OG0013937	Ag004G312620	As008G186770
OG0013938	Ag005G425830	As008G186890
OG0013939	Ag005G425820	As008G186900
OG0013940	Ag004G327360	As008G187070
OG0013941	Ag004G310780	As008G187580
OG0013942	Ag004G310830	As008G187630
OG0013943	Ag004G310430	As008G188160
OG0013944	Ag004G310380	As008G188210
OG0013945	Ag004G310160	As008G188310
OG0013946	Ag004G310120	As008G188350
OG0013947	Ag004G309940	As008G188370
OG0013948	Ag004G309890	As008G188420
OG0013949	Ag004G309830	As008G188510
OG0013950	Ag004G308770	As008G190280
OG0013951	Ag008G679770, Ag004G308650	As008G190340
OG0013952	Ag006G544590, Ag004G308590	As008G190650
OG0013953	Ag004G308500	As008G190930
OG0013955	Ag004G307600	As008G191810
OG0013956	Ag004G307020	As008G192690
OG0013957	Ag004G306850	As008G192820
OG0013958	Ag004G306660, Ag004G306630	As008G192950
OG0013959	Ag004G306300	As008G193040
OG0013960	Ag004G306160	As008G193150
OG0013961	Ag004G306150	As008G193160
OG0013962	Ag004G305840	As008G193390
OG0013963	Ag002G140460, Ag004G305560	As008G193690
OG0013964	Ag004G305390	As008G193880
OG0013966	Ag004G304800	As008G194420
OG0013967	Ag004G304510	As008G194600
OG0013968	Ag004G304370	As008G194700
OG0013969	Ag004G303900	As008G194950
OG0013970	Ag004G303410	As008G195380
OG0013971	Ag004G303180	As008G195590
OG0013972	Ag004G303130	As008G195630
OG0013973	Ag004G302920	As008G195860
OG0013974	Ag004G302570	As008G196050
OG0013975	Ag004G302310	As008G196280
OG0013976	Ag004G302210	As008G196360
OG0013977	Ag004G302170	As008G196430
OG0013978	Ag004G300870	As008G197020
OG0013979	Ag004G300390	As008G197330
OG0013980	Ag004G300200	As008G197450
OG0013981	Ag004G300150	As008G197480
OG0013982	Ag004G299690	As008G197830
OG0013983	Ag004G299170	As008G198220
OG0013984	Ag004G298850	As008G198360
OG0013985	Ag004G298710	As008G198500
OG0013986	Ag004G298670	As008G198520
OG0013987	Ag004G298640	As008G198550
OG0013988	Ag004G298620	As008G198570
OG0013989	Ag004G298520	As008G198610
OG0013990	Ag004G298200	As008G198710
OG0013991	Ag004G298270	As008G198750
OG0013992	Ag004G297980	As008G199020
OG0013993	Ag004G297660	As008G199210
OG0013994	Ag004G297640, Ag008G698810	As008G199240
OG0013995	Ag006G499310	As008G199270
OG0013996	Ag004G297570	As008G199300
OG0013997	Ag004G297360	As008G199560
OG0013998	Ag004G297290	As008G199670
OG0013999	Ag007G613050	As009G199800
OG0014000	Ag007G614570	As009G199870
OG0014001	Ag007G632530	As009G199940
OG0014002	Ag007G614090	As009G199970
OG0014003	Ag007G614060	As009G200000
OG0014004	Ag007G613280	As009G200300
OG0014005	Ag007G615840	As009G200520
OG0014006	Ag007G618650	As009G201060
OG0014007	Ag007G619390, Ag001G060430	As009G201480
OG0014008	Ag007G619480	As009G201490
OG0014009	Ag007G619490	As009G201500
OG0014010	Ag007G619750	As009G201540
OG0014011	Ag007G619860	As009G201570
OG0014012	Ag007G620200	As009G201730
OG0014013	Ag007G620220	As009G201740
OG0014014	Ag007G621060	As009G201970
OG0014015	Ag007G621280	As009G202080
OG0014016	Ag007G621350	As009G202100
OG0014017	Ag005G488560	As009G202460
OG0014018	Ag007G623160	As009G202620
OG0014019	Ag007G623700	As009G202730
OG0014020	Ag007G624180	As009G203000
OG0014021	Ag007G624570	As009G203030
OG0014022	Ag007G624700	As009G203140
OG0014023	Ag007G625270	As009G203270
OG0014024	Ag007G625260	As009G203280
OG0014025	Ag007G626460	As009G203560
OG0014026	Ag007G628610	As009G204020
OG0014027	Ag003G218780	As009G204070
OG0014028	Ag007G631470	As009G204080
OG0014029	Ag007G630830	As009G204290
OG0014030	Ag007G630490	As009G204360
OG0014031	Ag007G630270	As009G204450
OG0014032	Ag007G629840	As009G204570
OG0014033	Ag007G629090	As009G204750
OG0014034	Ag007G632640	As009G205040
OG0014035	Ag007G633120	As009G205160
OG0014036	Ag007G634710	As009G205480
OG0014037	Ag007G634900	As009G205580
OG0014038	Ag007G634940	As009G205600
OG0014039	Ag007G634960	As009G205620
OG0014040	Ag007G635140	As009G205690
OG0014041	Ag007G635560	As009G205770
OG0014042	Ag007G587520, Ag002G122220	As009G205960
OG0014043	Ag007G636620	As009G206140
OG0014044	Ag007G637270	As009G206610
OG0014045	Ag007G638540	As009G207020
OG0014046	Ag006G576000	As009G208120
OG0014047	Ag003G227550	As009G208180
OG0014048	Ag004G323550	As009G208390
OG0014049	Ag007G643650	As009G208670
OG0014050	Ag007G642980	As009G209110
OG0014051	Ag003G236700	As009G209440
OG0014052	Ag007G611910	As009G210490
OG0014053	Ag006G505700	As009G210740
OG0014054	Ag006G506090	As009G211140
OG0014055	Ag006G505860	As009G211410
OG0014056	Ag007G615890	As009G211610
OG0014057	Ag006G505110	As009G211770
OG0014058	Ag006G505070, Ag002G118660	As009G211800
OG0014059	Ag006G504990	As009G211810
OG0014060	Ag006G504770	As009G211920
OG0014061	Ag007G644730	As009G212020
OG0014062	Ag006G503420	As009G212520
OG0014063	Ag006G503080	As009G212590
OG0014064	Ag006G502300, Ag008G721910	As009G212680
OG0014065	Ag006G501860	As009G212760
OG0014066	Ag006G501770	As009G212810
OG0014067	Ag006G501630	As009G212940
OG0014068	Ag006G501340	As009G213020
OG0014069	Ag006G501160	As009G213090
OG0014070	Ag006G500640	As009G213210
OG0014071	Ag006G500610	As009G213240
OG0014072	Ag006G500260	As009G213830
OG0014073	Ag006G500020	As009G213880
OG0014074	Ag006G499110	As009G214040
OG0014075	Ag006G499130	As009G214060
OG0014076	Ag006G499260	As009G214110
OG0014077	Ag006G499270	As009G214120
OG0014078	Ag006G498960	As009G214340
OG0014079	Ag006G498760	As009G214370
OG0014080	Ag006G498700	As009G214430
OG0014081	Ag006G498590	As009G214460
OG0014082	Ag006G498290	As009G214480
OG0014083	Ag006G497990	As009G214660
OG0014084	Ag008G719940	As009G214880
OG0014085	Ag008G720440	As009G215130
OG0014086	Ag008G720430	As009G215200
OG0014087	Ag008G721030	As009G215380
OG0014088	Ag008G722610	As009G216320, As009G216050
OG0014089	Ag008G722480	As009G216160, As011G256820
OG0014090	Ag008G722460	As009G216190
OG0014091	Ag008G722640	As009G216350
OG0014092	Ag008G722730	As009G216390
OG0014093	Ag008G723320	As009G216720
OG0014094	Ag008G723570	As009G216890
OG0014095	Ag005G426420	As010G222020, As009G216940
OG0014096	Ag008G724510	As009G217430
OG0014097	Ag008G724530	As009G217460
OG0014098	Ag008G725070	As009G217720
OG0014099	Ag008G725910	As009G218060
OG0014100	Ag008G726050	As009G218110
OG0014101	Ag008G726460	As009G218310
OG0014102	Ag003G269000	As009G218330
OG0014103	Ag008G726880	As009G218560
OG0014104	Ag008G726990	As009G218610
OG0014105	Ag008G727250	As009G218830
OG0014106	Ag008G728160	As009G219100
OG0014107	Ag008G728280	As009G219150
OG0014108	Ag008G728320	As009G219180
OG0014109	Ag008G728450	As009G219240
OG0014110	Ag008G728630	As009G219340
OG0014111	Ag008G728800	As009G219440
OG0014112	Ag008G728810	As009G219450
OG0014113	Ag008G706440	As009G219620
OG0014114	Ag008G706210	As009G219750
OG0014115	Ag008G705770	As009G220020
OG0014116	Ag001G067030	As010G220230
OG0014117	Ag001G067140	As010G220260
OG0014118	Ag001G067350	As010G220300
OG0014119	Ag001G067400	As010G220350
OG0014120	Ag001G059620, Ag001G059440	As010G220510
OG0014121	Ag001G062880	As010G220680
OG0014123	Ag001G062000	As010G220830
OG0014124	Ag001G061400	As010G220980
OG0014125	Ag001G061110	As010G221080
OG0014126	Ag001G058930	As010G221390
OG0014127	Ag001G058620	As010G221450
OG0014128	Ag001G058070	As010G221520
OG0014129	Ag008G692900	As010G221810
OG0014130	Ag008G692760	As010G221890
OG0014131	Ag008G692040	As010G222130
OG0014132	Ag008G691770	As010G222180
OG0014133	Ag008G690400	As010G222480
OG0014134	Ag001G057030	As010G222590
OG0014135	Ag001G055710	As010G222880
OG0014136	Ag001G054710	As010G222980
OG0014138	Ag001G022140	As010G223130
OG0014139	Ag001G054490	As010G223360
OG0014140	Ag001G054210	As010G223450
OG0014142	Ag002G177150	As010G223670
OG0014143	Ag001G053570	As010G223680
OG0014144	Ag001G052990	As010G224070
OG0014145	Ag001G052970	As010G224080
OG0014146	Ag005G467850	As010G224430
OG0014147	Ag001G051710	As010G224560
OG0014148	Ag001G051580	As010G224690
OG0014149	Ag003G234360	As010G224760, As010G239800
OG0014150	Ag001G050930	As010G224910
OG0014151	Ag001G051040	As010G224950
OG0014152	Ag001G050530, Ag010G740730	As010G225130
OG0014153	Ag010G740530, Ag001G050230	As010G225300
OG0014155	Ag001G050120, Ag010G740340	As010G225640
OG0014156	Ag001G081870	As010G225710
OG0014157	Ag010G739930, Ag001G049700	As010G225910
OG0014158	Ag008G673710	As010G226360
OG0014159	Ag008G672800	As010G226380
OG0014160	Ag008G670010	As010G226390
OG0014161	Ag002G173600	As010G226450
OG0014162	Ag002G202180	As010G226470
OG0014163	Ag001G044190, Ag001G046380	As010G227120
OG0014164	Ag008G703000	As010G227490
OG0014165	Ag004G355460	As010G228100
OG0014166	Ag004G355670	As010G228260
OG0014167	Ag004G354880	As010G228610
OG0014168	Ag004G381590	As010G229030
OG0014169	Ag004G354600	As010G229940
OG0014170	Ag004G354580	As010G230020
OG0014171	Ag004G351790	As010G231210
OG0014172	Ag004G351500	As010G231600
OG0014173	Ag001G010740	As010G231660
OG0014174	Ag004G349810	As010G232280
OG0014175	Ag004G349350	As010G232400
OG0014176	Ag004G349310	As010G232460
OG0014177	Ag004G349260	As010G232480
OG0014178	Ag004G348690	As010G232660
OG0014179	Ag004G347180	As010G232980
OG0014180	Ag004G345330	As010G233270
OG0014181	Ag004G344740	As010G233520
OG0014182	Ag004G344590	As010G233580
OG0014183	Ag004G343400	As010G234030
OG0014184	Ag004G343270	As010G234120
OG0014185	Ag004G343110	As010G234200
OG0014186	Ag004G343020	As010G234270
OG0014187	Ag004G342790	As010G234310
OG0014188	Ag004G342440	As010G234500
OG0014189	Ag004G342070	As010G234660
OG0014190	Ag004G342060, Ag004G342050	As010G234670
OG0014191	Ag003G240910	As010G234830
OG0014192	Ag003G240890	As010G234840
OG0014193	Ag003G214800	As010G235250
OG0014194	Ag003G216340	As010G235700
OG0014195	Ag003G216790	As010G235750
OG0014196	Ag003G217070	As010G235850
OG0014197	Ag003G218600	As010G236170
OG0014198	Ag003G218640	As010G236210
OG0014199	Ag003G218850	As010G236330
OG0014200	Ag003G218920	As010G236400
OG0014201	Ag003G219270	As010G236510
OG0014202	Ag003G219610	As010G236710
OG0014203	Ag003G220000	As010G236900
OG0014204	Ag003G221090	As010G237150
OG0014205	Ag003G222670	As010G237430
OG0014206	Ag003G222800	As010G237450
OG0014207	Ag003G222840	As010G237480
OG0014209	Ag003G224150	As010G237720, As010G237730
OG0014210	Ag003G225630	As010G237950
OG0014211	Ag003G226640	As010G238240
OG0014212	Ag003G226650	As010G238250
OG0014213	Ag003G227500	As010G238460
OG0014214	Ag003G227630	As010G238490
OG0014215	Ag003G228690	As010G238660
OG0014216	Ag003G229360	As010G238750
OG0014217	Ag003G229570	As010G238840
OG0014218	Ag003G231050	As010G239070
OG0014219	Ag003G231480	As010G239120
OG0014220	Ag003G231630	As010G239190
OG0014221	Ag003G231780	As010G239250
OG0014222	Ag003G232740	As010G239310
OG0014223	Ag003G232840	As010G239370
OG0014224	Ag003G233580	As010G239500
OG0014225	Ag003G233660	As010G239550
OG0014226	Ag003G233910	As010G239640
OG0014227	Ag003G234040	As010G239680
OG0014228	Ag003G234210	As010G239710
OG0014229	Ag003G234320	As010G239780
OG0014230	Ag003G234580	As010G239840
OG0014231	Ag003G236310	As010G240170
OG0014232	Ag003G236960	As010G240460
OG0014233	Ag003G237130	As010G240520
OG0014235	Ag003G238660	As010G241000
OG0014236	Ag003G239000	As010G241090
OG0014237	Ag003G239040	As010G241110
OG0014238	Ag004G327460	As010G241140
OG0014239	Ag003G239670	As010G241290
OG0014240	Ag003G239680	As010G241300
OG0014241	Ag003G239790	As010G241360
OG0014242	Ag003G240040	As010G241540
OG0014243	Ag003G212440	As010G242280
OG0014244	Ag003G212230	As010G242370
OG0014245	Ag003G212110	As010G242460
OG0014246	Ag003G211980	As010G242520
OG0014247	Ag003G211750, Ag003G211740	As010G242700
OG0014248	Ag003G211700	As010G242730
OG0014249	Ag003G211680	As010G242740
OG0014250	Ag003G211580	As010G242820
OG0014251	Ag003G211560	As010G242840
OG0014252	Ag003G210380	As010G243300
OG0014253	Ag003G209550	As010G243500
OG0014254	Ag003G208520	As010G243810
OG0014255	Ag003G208470	As010G243820
OG0014256	Ag003G208410	As010G243870
OG0014257	Ag003G208400	As010G243880
OG0014258	Ag003G208350	As010G243930
OG0014259	Ag003G207880, Ag003G207310	As010G244260
OG0014260	Ag003G207420	As010G244320
OG0014261	Ag003G207460	As010G244350
OG0014262	Ag003G207640	As010G244400
OG0014263	Ag003G207790	As010G244520
OG0014264	Ag003G207770	As010G244540
OG0014265	Ag005G470830	As011G244620
OG0014266	Ag003G283210, Ag005G470310	As011G244770
OG0014267	Ag005G469790	As011G245060
OG0014268	Ag005G468060	As011G245830
OG0014269	Ag005G468040	As011G245850
OG0014270	Ag008G683080	As011G246030
OG0014271	Ag005G467540	As011G246090
OG0014272	Ag005G467520	As011G246100
OG0014273	Ag005G467460	As011G246150
OG0014274	Ag005G465420	As011G246740
OG0014275	Ag005G464890	As011G247010
OG0014276	Ag005G464870	As011G247030
OG0014277	Ag005G464800	As011G247070
OG0014278	Ag005G464400	As011G247260
OG0014279	Ag005G464180	As011G247390
OG0014280	Ag005G463060	As011G247780
OG0014281	Ag005G463000	As011G247810
OG0014282	Ag005G462430, Ag006G557280	As011G248110
OG0014283	Ag005G490050	As011G248170
OG0014284	Ag005G461880	As011G248250
OG0014285	Ag005G461860	As011G248270
OG0014287	Ag005G460940	As011G248810
OG0014288	Ag005G459940	As011G249010
OG0014289	Ag005G459330	As011G249160
OG0014290	Ag005G459010	As011G249310
OG0014291	Ag005G458730	As011G249390
OG0014292	Ag005G457500	As011G249690
OG0014293	Ag005G457350	As011G249720
OG0014294	Ag005G456790	As011G249890
OG0014295	Ag005G456250	As011G250090
OG0014296	Ag005G455530	As011G250310
OG0014297	Ag007G595740	As011G250510
OG0014298	Ag005G454670	As011G250580
OG0014299	Ag005G453380	As011G250790
OG0014300	Ag005G453160	As011G250890
OG0014301	Ag005G452700	As011G251000
OG0014302	Ag006G498890, Ag006G498900	As011G251030
OG0014303	Ag005G450740	As011G251290
OG0014304	Ag005G450600	As011G251300
OG0014305	Ag005G450610	As011G251310
OG0014306	Ag001G017880	As011G251430, As012G272630
OG0014307	Ag005G449700	As011G251500
OG0014308	Ag005G449520	As011G251560
OG0014309	Ag001G017310	As011G251670, As012G272520
OG0014310	Ag005G448480	As011G251870
OG0014311	Ag002G140010, Ag005G448280	As011G251960
OG0014312	Ag005G448220	As011G251990
OG0014313	Ag005G446490	As011G252530
OG0014314	Ag005G446480	As011G252540
OG0014315	Ag005G446130	As011G252650
OG0014316	Ag005G445890	As011G252760
OG0014317	Ag005G445870	As011G252790
OG0014318	Ag005G445850	As011G252810
OG0014319	Ag005G444600	As011G253030
OG0014320	Ag005G443210, Ag005G444450	As011G253090
OG0014321	Ag005G443050, Ag005G444350	As011G253100
OG0014322	Ag005G444340, Ag005G443030	As011G253120
OG0014323	Ag005G441400	As011G253430
OG0014324	Ag005G441840	As011G253560
OG0014325	Ag005G441870	As011G253580
OG0014326	Ag005G441980	As011G253640
OG0014327	Ag005G441990	As011G253660
OG0014328	Ag005G441140	As011G253780
OG0014329	Ag005G440410	As011G253990
OG0014330	Ag005G437780	As011G254550
OG0014331	Ag008G718800	As011G254770
OG0014332	Ag005G437030	As011G254790
OG0014333	Ag005G436400	As011G254940
OG0014334	Ag005G435040	As011G255360
OG0014335	Ag005G434450, Ag005G433660	As011G255450
OG0014336	Ag005G433500, Ag005G434370	As011G255470
OG0014337	Ag005G432700, Ag005G434010	As011G255650
OG0014338	Ag001G037860	As011G255740
OG0014339	Ag005G431280	As011G256210, As011G256220
OG0014340	Ag005G430730, Ag005G430150	As011G256380
OG0014341	Ag005G430360, Ag005G430600	As011G256480
OG0014342	Ag005G430370, Ag005G430590	As011G256500
OG0014343	Ag005G430410, Ag005G430570	As011G256510
OG0014344	Ag005G428720	As011G256810
OG0014345	Ag005G428300	As011G256930
OG0014346	Ag005G427200	As011G257740
OG0014347	Ag005G427100	As011G257750
OG0014348	Ag005G426970	As011G258100
OG0014349	Ag005G425940	As011G258780
OG0014350	Ag005G425990	As011G258790
OG0014351	Ag005G426090	As011G258880
OG0014352	Ag005G421730, Ag008G729590	As011G259220
OG0014353	Ag005G411280	As011G260760
OG0014354	Ag005G424210	As011G260990
OG0014355	Ag005G424370	As011G261150
OG0014356	Ag005G424770	As011G261300
OG0014357	Ag005G424780	As011G261310
OG0014358	Ag005G424930	As011G261430
OG0014359	Ag005G425000	As011G261500
OG0014360	Ag005G442140, Ag001G090080	As011G261560
OG0014361	Ag005G425470	As011G261670
OG0014362	Ag004G372590	As011G261790
OG0014363	Ag005G419240	As011G261840
OG0014364	Ag017G742680, Ag005G421280	As011G261870
OG0014365	Ag006G505160	As011G262050
OG0014366	Ag005G420180	As011G262170
OG0014367	Ag005G420000	As011G262210
OG0014368	Ag004G401860	As011G262330
OG0014369	Ag005G419880, Ag006G526040	As011G262340
OG0014370	Ag003G276520	As011G262390
OG0014371	Ag005G419770	As011G262400
OG0014372	Ag005G419810, Ag005G482510, Ag005G482490	As011G262460
OG0014373	Ag005G419720	As011G262570
OG0014374	Ag004G307740	As011G262660
OG0014375	Ag005G418890	As011G262940
OG0014376	Ag005G418720	As011G262990
OG0014377	Ag005G418620	As011G263040
OG0014378	Ag005G418010, Ag007G597610	As011G263350
OG0014379	Ag006G565520	As011G263450
OG0014380	Ag005G417670	As011G263560
OG0014381	Ag005G417170	As011G263770
OG0014382	Ag003G222880	As011G263860
OG0014383	Ag005G416110	As011G264380
OG0014384	Ag005G415490	As011G264520
OG0014385	Ag005G414210	As011G264700
OG0014386	Ag005G410770	As011G265310
OG0014387	Ag005G409610	As011G265540
OG0014388	Ag005G409600	As011G265550
OG0014389	Ag005G408980	As011G265670
OG0014390	Ag005G408840	As011G265700
OG0014391	Ag005G408770	As011G265710
OG0014394	Ag005G405500	As011G266320
OG0014395	Ag005G402280	As011G266620
OG0014396	Ag005G402540, Ag002G116120	As011G266670
OG0014397	Ag005G402960	As011G266890
OG0014398	Ag001G099280, Ag005G403640	As011G267190
OG0014399	Ag005G403930	As011G267260
OG0014401	Ag005G403600	As011G267500
OG0014402	Ag003G231930	As011G267530
OG0014403	Ag001G000060	As012G267690
OG0014404	Ag001G000100	As012G267740
OG0014405	Ag001G001010	As012G268050
OG0014406	Ag001G001030	As012G268070
OG0014407	Ag001G002090	As012G268440
OG0014408	Ag001G002220, Ag001G002190	As012G268600
OG0014409	Ag001G002310	As012G268630
OG0014410	Ag002G123640	As012G268670
OG0014411	Ag001G002500	As012G268780
OG0014412	Ag001G004830	As012G269440
OG0014413	Ag001G004880	As012G269480
OG0014414	Ag001G005780	As012G269640
OG0014415	Ag001G006510	As012G269840
OG0014416	Ag001G007510	As012G270260, As012G270320
OG0014417	Ag001G007530	As012G270340, As012G270390
OG0014418	Ag001G007900	As012G270480
OG0014419	Ag001G008400	As012G270640
OG0014420	Ag001G008430	As012G270650
OG0014421	Ag001G008440	As012G270660
OG0014422	Ag001G008710	As012G270730
OG0014423	Ag001G009270	As012G270910
OG0014424	Ag001G010350	As012G271270
OG0014425	Ag001G010500	As012G271340
OG0014426	Ag001G010780	As012G271480
OG0014427	Ag001G012430	As012G271590
OG0014428	Ag001G011930	As012G271700
OG0014429	Ag001G011370	As012G271820
OG0014430	Ag001G076080	As012G272040
OG0014431	Ag001G014350	As012G272060
