Orthogroup	Cardamine_hirsuta	Aethionema_saxatile
OG0017066	CARHR123400	As006G128410
OG0017067	CARHR122650	As006G128920
OG0017068	CARHR122110	As006G129230
OG0017069	CARHR121800	As006G129540
OG0017070	CARHR121750	As006G129580
OG0017071	CARHR121350	As006G129860
OG0017072	CARHR120990	As006G130050
OG0017073	CARHR120870	As006G130090
OG0017074	CARHR120470	As006G130330
OG0017075	CARHR119430	As006G130620
OG0017076	CARHR119100	As006G130960
OG0017077	CARHR118580	As006G131280
OG0017078	CARHR118550	As006G131290
OG0017079	CARHR118520	As006G131300
OG0017080	CARHR287290	As006G131530
OG0017081	CARHR293320	As006G131570
OG0017082	CARHR118430	As006G131660
OG0017083	CARHR115040	As006G131760
OG0017084	CARHR114950	As006G131830
OG0017085	CARHR114840	As006G131880
OG0017086	CARHR261610	As006G132150
OG0017087	CARHR115400	As006G132170
OG0017088	CARHR235190	As006G132240
OG0017089	CARHR235170	As006G132270
OG0017090	CARHR235140	As006G132300
OG0017091	CARHR235060	As006G132390
OG0017092	CARHR235050	As006G132400
OG0017093	CARHR234990	As006G132430
OG0017094	CARHR075260	As006G132940
OG0017095	CARHR075280	As006G132960
OG0017096	CARHR075170	As006G133190
OG0017097	CARHR075120	As006G133260
OG0017098	CARHR074980	As006G133440
OG0017099	CARHR074880	As006G133580
OG0017100	CARHR233970	As006G134120
OG0017101	CARHR234080	As006G134220
OG0017102	CARHR234200	As006G134340
OG0017103	CARHR234480	As006G134470
OG0017104	CARHR234290	As006G134650
OG0017105	CARHR076090	As006G135110
OG0017106	CARHR076180	As006G135210
OG0017107	CARHR076800	As006G135790
OG0017108	CARHR076890	As006G135870
OG0017109	CARHR076920	As006G135900
OG0017110	CARHR077210	As006G136210
OG0017111	CARHR077340	As006G136350
OG0017112	CARHR077470	As006G136490
OG0017113	CARHR077690	As006G136710
OG0017114	CARHR078140	As006G137280
OG0017116	CARHR079010	As006G137980
OG0017117	CARHR079120, CARHR079110	As006G138060
OG0017118	CARHR079580	As006G138690
OG0017119	CARHR079860	As006G138820
OG0017120	CARHR080270	As006G139210
OG0017121	CARHR080290	As006G139220
OG0017122	CARHR080440	As006G139430
OG0017124	CARHR080540	As006G139550
OG0017125	CARHR080990	As006G140100
OG0017126	CARHR081040	As006G140150
OG0017127	CARHR081110	As006G140210
OG0017128	CARHR081460	As006G140480
OG0017129	CARHR081550	As006G140590
OG0017130	CARHR081940	As006G141020
OG0017131	CARHR082050	As006G141140
OG0017132	CARHR082260	As006G141270
OG0017133	CARHR082400	As006G141430
OG0017134	CARHR082730	As006G141730
OG0017135	CARHR082750	As006G141780
OG0017136	CARHR083190	As006G142130
OG0017137	CARHR135400	As006G142600
OG0017138	CARHR134840	As006G143060
OG0017139	CARHR134460	As006G143460
OG0017140	CARHR134440	As006G143480
OG0017141	CARHR134390	As006G143530
OG0017142	CARHR133930	As006G143650
OG0017143	CARHR133900	As006G143960
OG0017144	CARHR133640	As006G144180
OG0017145	CARHR133620	As006G144200
OG0017146	CARHR130380	As006G144670
OG0017147	CARHR131090	As006G145290
OG0017148	CARHR131510	As006G145620
OG0017149	CARHR132100	As006G146250
OG0017150	CARHR131860	As006G146750
OG0017151	CARHR131800	As006G146790
OG0017152	CARHR133120	As006G148310
OG0017153	CARHR015860	As007G151960
OG0017154	CARHR016070	As007G152150
OG0017155	CARHR016480	As007G152450
OG0017156	CARHR016990	As007G152990
OG0017157	CARHR017060	As007G153060
OG0017159	CARHR017660	As007G153540
OG0017160	CARHR017840	As007G153660
OG0017161	CARHR018240, CARHR033600	As007G154060
OG0017162	CARHR018950	As007G154440
OG0017163	CARHR018700	As007G154650
OG0017164	CARHR019110	As007G154900
OG0017165	CARHR019170	As007G154960
OG0017166	CARHR274870, CARHR019210	As007G155020
OG0017167	CARHR019320	As007G155150
OG0017168	CARHR019730	As007G155520
OG0017169	CARHR020060	As007G155810
OG0017170	CARHR020130	As007G155880
OG0017172	CARHR021390	As007G156980
OG0017173	CARHR021870	As007G157450
OG0017175	CARHR022030	As007G157690
OG0017176	CARHR022070	As007G157730
OG0017177	CARHR022170	As007G157830
OG0017178	CARHR022690	As007G158320
OG0017179	CARHR035320, CARHR022910	As007G158570
OG0017180	CARHR023000	As007G158640
OG0017181	CARHR032220	As007G158790
OG0017182	CARHR023090	As007G158810
OG0017183	CARHR023210	As007G158970
OG0017184	CARHR023390	As007G159180
OG0017185	CARHR023490	As007G159240
OG0017186	CARHR024330	As007G159860
OG0017187	CARHR024380	As007G159910
OG0017188	CARHR024860	As007G160220
OG0017189	CARHR025180	As007G160540
OG0017190	CARHR025740	As007G161050
OG0017191	CARHR026110	As007G161370
OG0017192	CARHR026430	As007G161690
OG0017193	CARHR027110	As007G162600
OG0017194	CARHR027090	As007G162610
OG0017195	CARHR027100	As007G162620
OG0017196	CARHR231840	As007G162930
OG0017197	CARHR136190	As007G164370
OG0017198	CARHR232680	As007G164650
OG0017199	CARHR233000	As007G165210
OG0017200	CARHR235500	As007G166030
OG0017202	CARHR116770	As007G177070
OG0017203	CARHR116540	As007G177680
OG0017204	CARHR117660	As007G178110
OG0017205	CARHR117920	As007G178390
OG0017206	CARHR293000	As007G179560
OG0017207	CARHR114510	As007G179810
OG0017209	CARHR113720	As007G180170
OG0017210	CARHR113200	As007G180550
OG0017211	CARHR113030	As007G180620
OG0017212	CARHR112460	As007G180890
OG0017213	CARHR112410	As007G180940
OG0017214	CARHR112260	As007G181050
OG0017215	CARHR112060	As007G181870
OG0017216	CARHR112030	As007G181890
OG0017217	CARHR015200	As008G182750
OG0017218	CARHR014560	As008G183290
OG0017219	CARHR013950	As008G183810
OG0017220	CARHR013780	As008G184090
OG0017221	CARHR013220	As008G184430
OG0017222	CARHR120940, CARHR013180	As008G184450
OG0017223	CARHR012870	As008G184650
OG0017224	CARHR011760	As008G185990
OG0017225	CARHR011600	As008G186100
OG0017226	CARHR011080	As008G186700
OG0017227	CARHR011010	As008G186760
OG0017228	CARHR010970	As008G186800
OG0017229	CARHR010440	As008G187320
OG0017230	CARHR009830	As008G187530
OG0017231	CARHR009930	As008G187610
OG0017232	CARHR009380	As008G188360
OG0017233	CARHR009190	As008G188680
OG0017234	CARHR055230	As008G188690
OG0017235	CARHR009130	As008G188720
OG0017237	CARHR009010	As008G188910
OG0017238	CARHR206040	As008G189080
OG0017239	CARHR008430	As008G190440
OG0017240	CARHR006960	As008G192960
OG0017241	CARHR006010	As008G193710
OG0017242	CARHR005780	As008G193920
OG0017243	CARHR005430	As008G194300
OG0017244	CARHR005110	As008G194670
OG0017245	CARHR004900	As008G194900
OG0017246	CARHR004440	As008G195450
OG0017247	CARHR004400	As008G195490
OG0017248	CARHR003970	As008G195960
OG0017249	CARHR003720	As008G196200
OG0017250	CARHR003440	As008G196510
OG0017251	CARHR003380	As008G196570
OG0017252	CARHR002980	As008G196860
OG0017253	CARHR003020	As008G196880
OG0017254	CARHR003030	As008G196890
OG0017255	CARHR003080	As008G196930
OG0017257	CARHR002700, CARHR002630	As008G197170
OG0017258	CARHR002520	As008G197310
OG0017259	CARHR001690	As008G197940
OG0017260	CARHR001650	As008G198140
OG0017261	CARHR000560	As008G199140
OG0017262	CARHR000490	As008G199230
OG0017263	CARHR000230	As008G199590
OG0017264	CARHR000170	As008G199640
OG0017265	CARHR198750	As009G199890
OG0017266	CARHR198780	As009G199920
OG0017267	CARHR198800	As009G199950
OG0017268	CARHR198860	As009G199980
OG0017269	CARHR198330	As009G200720
OG0017270	CARHR198320	As009G200730
OG0017271	CARHR198300	As009G200740
OG0017272	CARHR197950	As009G201210
OG0017273	CARHR198070	As009G201340
OG0017275	CARHR196830	As009G202380
OG0017276	CARHR196440	As009G202690
OG0017277	CARHR195550	As009G203580
OG0017278	CARHR195510	As009G203620
OG0017279	CARHR195390	As009G203730
OG0017280	CARHR060970	As009G203930
OG0017281	CARHR194100	As009G204720
OG0017282	CARHR193970	As009G204850
OG0017283	CARHR193960	As009G204870
OG0017284	CARHR193670	As009G205140
OG0017285	CARHR186000	As009G206520
OG0017286	CARHR185750	As009G206880
OG0017287	CARHR185300	As009G207120
OG0017289	CARHR182020	As009G207400
OG0017290	CARHR182470	As009G207980
OG0017291	CARHR183840	As009G209130
OG0017292	CARHR183490	As009G210070
OG0017293	CARHR199760	As009G210230
OG0017294	CARHR199810	As009G210260
OG0017295	CARHR206340	As009G210700
OG0017296	CARHR145610	As009G211790
OG0017297	CARHR045770	As009G211880
OG0017298	CARHR184300	As009G212130
OG0017299	CARHR207930	As009G213680
OG0017300	CARHR207970	As009G213800
OG0017301	CARHR207980	As009G213840
OG0017302	CARHR208110	As009G213950
OG0017303	CARHR208360	As009G214100
OG0017304	CARHR187910	As009G215040
OG0017305	CARHR187830	As009G215250
OG0017306	CARHR188010	As009G215290
OG0017307	CARHR018550	As009G215540
OG0017308	CARHR188610	As009G215770
OG0017309	CARHR188760	As009G215860
OG0017310	CARHR189140	As009G216090
OG0017311	CARHR189040	As009G216180
OG0017312	CARHR189210	As009G216360
OG0017313	CARHR189510	As009G216550
OG0017314	CARHR189550	As009G216620
OG0017315	CARHR189570	As009G216630
OG0017316	CARHR190370	As009G217330
OG0017317	CARHR190420	As009G217380
OG0017318	CARHR275030	As009G217920
OG0017319	CARHR268160	As009G218100
OG0017320	CARHR275280	As009G218130
OG0017321	CARHR275630	As009G218420
OG0017322	CARHR275690	As009G218470
OG0017323	CARHR275790	As009G218520
OG0017324	CARHR275850	As009G218580
OG0017325	CARHR275960	As009G218650
OG0017326	CARHR276840	As009G219430
OG0017327	CARHR272410	As009G219790
OG0017328	CARHR272350	As009G219850
OG0017329	CARHR272320	As009G219880
OG0017330	CARHR160910	As010G220330
OG0017331	CARHR160550	As010G220570
OG0017332	CARHR160430	As010G220660
OG0017333	CARHR160270	As010G220760
OG0017334	CARHR160150	As010G220880
OG0017335	CARHR159590	As010G221220
OG0017336	CARHR159100	As010G221300
OG0017337	CARHR193360	As010G221680
OG0017338	CARHR157720	As010G222310
OG0017339	CARHR157660	As010G222380
OG0017340	CARHR157250	As010G222650
OG0017341	CARHR157020	As010G222870
OG0017342	CARHR156940	As010G222970
OG0017343	CARHR156600	As010G223300
OG0017344	CARHR156470	As010G223390
OG0017345	CARHR156140	As010G223590
OG0017346	CARHR155590	As010G224100
OG0017347	CARHR154870	As010G224250
OG0017348	CARHR155260	As010G224520
OG0017349	CARHR220200	As010G224840
OG0017350	CARHR150740	As010G225360
OG0017351	CARHR104460	As010G226160
OG0017352	CARHR104390	As010G226190
OG0017353	CARHR104580	As010G226300
OG0017354	CARHR153450	As010G226990
OG0017355	CARHR192690	As010G227400
OG0017357	CARHR060310	As010G227870
OG0017358	CARHR199670	As010G229080
OG0017359	CARHR060530	As010G229700
OG0017360	CARHR060480	As010G230590
OG0017361	CARHR061670	As010G231350
OG0017362	CARHR062050	As010G232110
OG0017363	CARHR062090	As010G232210
OG0017364	CARHR259160	As010G232530
OG0017365	CARHR062400	As010G232580
OG0017366	CARHR062430	As010G232600
OG0017367	CARHR062700	As010G232780
OG0017368	CARHR063840	As010G233550
OG0017369	CARHR063850	As010G233560
OG0017370	CARHR064010	As010G233670
OG0017371	CARHR064220	As010G233870
OG0017372	CARHR064350	As010G233990
OG0017373	CARHR064370	As010G234010
OG0017374	CARHR291190	As010G234330
OG0017375	CARHR071440	As010G235480
OG0017376	CARHR071400	As010G235520
OG0017377	CARHR071010	As010G235990
OG0017378	CARHR070980	As010G236020
OG0017379	CARHR070840	As010G236110
OG0017380	CARHR070520	As010G236440
OG0017381	CARHR070270	As010G236720
OG0017382	CARHR070190	As010G236820
OG0017383	CARHR070170	As010G236840
OG0017384	CARHR069770	As010G237310
OG0017385	CARHR069410	As010G237630
OG0017386	CARHR069210	As010G237700
OG0017387	CARHR020260	As010G238070
OG0017388	CARHR068310	As010G238560
OG0017389	CARHR067960	As010G238860
OG0017390	CARHR067610	As010G239180
OG0017391	CARHR193540	As010G239320
OG0017392	CARHR067230	As010G239420
OG0017393	CARHR217230	As010G239520
OG0017394	CARHR066810	As010G239810
OG0017395	CARHR066740	As010G239930
OG0017396	CARHR066460	As010G240210
OG0017397	CARHR066350	As010G240280
OG0017397	CARHR066380	As010G240300
OG0017398	CARHR066170	As010G240530
OG0017399	CARHR065970	As010G240810
OG0017400	CARHR065500	As010G241210
OG0017401	CARHR072040	As010G241910
OG0017402	CARHR072350	As010G242120
OG0017403	CARHR072780	As010G242500
OG0017404	CARHR073150	As010G242890
OG0017405	CARHR036700	As010G242950
OG0017406	CARHR073470	As010G243120
OG0017407	CARHR073590	As010G243240
OG0017408	CARHR073670	As010G243360
OG0017409	CARHR074350	As010G244090
OG0017410	CARHR074480	As010G244270
OG0017411	CARHR074630	As010G244440
OG0017412	CARHR074650	As010G244460
OG0017413	CARHR074770	As010G244580
OG0017414	CARHR087490	As011G244800
OG0017415	CARHR087750	As011G245010
OG0017416	CARHR087940	As011G245220
OG0017417	CARHR088230	As011G245530
OG0017418	CARHR088440	As011G245660
OG0017419	CARHR088520	As011G245740
OG0017420	CARHR089530	As011G246720
OG0017421	CARHR089540	As011G246730
OG0017422	CARHR090010	As011G247160
OG0017423	CARHR090120	As011G247250
OG0017424	CARHR090140	As011G247270
OG0017426	CARHR090720	As011G247820
OG0017427	CARHR091500	As011G248460
OG0017428	CARHR091680	As011G248670
OG0017429	CARHR092040	As011G248990
OG0017431	CARHR093800	As011G250500
OG0017432	CARHR093820	As011G250530
OG0017433	CARHR094400	As011G251100
OG0017434	CARHR094640	As011G251320, As011G257260
OG0017435	CARHR095080	As011G251690
OG0017436	CARHR095120	As011G251730
OG0017437	CARHR095170	As011G251800
OG0017438	CARHR095250	As011G251830
OG0017439	CARHR095260	As011G251850
OG0017440	CARHR097480	As011G253410
OG0017441	CARHR097230	As011G253620
OG0017442	CARHR097210	As011G253630
OG0017443	CARHR097590	As011G253740
OG0017444	CARHR097600	As011G253750
OG0017445	CARHR098360	As011G254470
OG0017446	CARHR264380	As011G254660
OG0017447	CARHR098590	As011G254670
OG0017448	CARHR099170	As011G255200
OG0017449	CARHR099700	As011G255660
OG0017450	CARHR100610	As011G256590
OG0017451	CARHR100620	As011G256600
OG0017452	CARHR101050	As011G256900
OG0017453	CARHR101200	As011G257510
OG0017454	CARHR115590	As011G258860
OG0017455	CARHR103040	As011G259390
OG0017456	CARHR104000	As011G259850
OG0017457	CARHR105120	As011G260710
OG0017458	CARHR104800	As011G260920
OG0017459	CARHR103620	As011G261410
OG0017460	CARHR104740	As011G262020
OG0017461	CARHR105340	As011G262190
OG0017462	CARHR106340	As011G263070
OG0017463	CARHR106650	As011G263370
OG0017464	CARHR293510	As011G264230
OG0017465	CARHR281790, CARHR107600	As011G264420
OG0017466	CARHR107960	As011G264660
OG0017467	CARHR108210	As011G264750
OG0017468	CARHR109050	As011G265270
OG0017469	CARHR109410	As011G265620
OG0017470	CARHR109870	As011G266090
OG0017471	CARHR110610	As011G266720
OG0017472	CARHR110860	As011G267000
OG0017473	CARHR110910	As011G267080
OG0017474	CARHR236130	As011G267310
OG0017475	CARHR283700	As011G267470
OG0017476	CARHR111460	As011G267490
OG0017477	CARHR111410	As011G267540
OG0017478	CARHR111620	As011G267600
OG0017479	CARHR111640	As011G267610
OG0017480	CARHR045970	As012G267760
OG0017481	CARHR045570	As012G267990
OG0017482	CARHR045400	As012G268170
OG0017483	CARHR045280	As012G268300
OG0017484	CARHR044920	As012G268760
OG0017485	CARHR044790	As012G268860
OG0017486	CARHR044750	As012G268880
OG0017487	CARHR044740	As012G268890
OG0017488	CARHR044590	As012G269090
OG0017489	CARHR044230	As012G269340
OG0017490	CARHR043970	As012G269510
OG0017491	CARHR043330	As012G270000
OG0017492	CARHR043310	As012G270020
OG0017493	CARHR042740	As012G270550
OG0017494	CARHR042670	As012G270610
OG0017495	CARHR040680	As012G272020
OG0017496	CARHR040620	As012G272070
OG0017497	CARHR040340	As012G272300
OG0017498	CARHR040010	As012G272490
OG0017499	CARHR038980	As012G273340
OG0017500	CARHR038880	As012G273400
OG0017501	CARHR038860	As012G273420
OG0017502	CARHR038300	As012G273520
OG0017503	CARHR251090	As012G273580
OG0017504	CARHR037960	As012G273840
OG0017505	CARHR222670	As012G274210
OG0017506	CARHR222630	As012G274240
OG0017507	CARHR290290	As012G274740
OG0017508	CARHR290140	As012G274840
OG0017509	CARHR290120	As012G274850
OG0017510	CARHR029850	As012G275060
OG0017511	CARHR128600	As012G275330
OG0017512	CARHR128530	As012G275390
OG0017513	CARHR161900	As012G275720
OG0017514	CARHR161930	As012G275730
OG0017515	CARHR162590	As012G276220
OG0017516	CARHR162670	As012G276290
OG0017517	CARHR162870	As012G276550
OG0017518	CARHR162890	As012G276570
OG0017519	CARHR163610	As012G277530
OG0017520	CARHR163650	As012G277590
OG0017521	CARHR163660	As012G277600
OG0017522	CARHR163760	As012G277660
OG0017523	CARHR163930	As012G278100
OG0017524	CARHR164340	As012G279520
OG0017525	CARHR164160	As012G279810
OG0017526	CARHR164210	As012G280000
OG0017527	CARHR164920	As012G281010
OG0017528	CARHR165060	As012G281300
OG0017529	CARHR165100	As012G281340
OG0017530	CARHR165360	As012G281740
OG0017531	CARHR165480	As012G281930
OG0017532	CARHR165530	As012G281950
OG0017533	CARHR165690	As012G282090
OG0017534	CARHR166010	As012G282370
OG0017535	CARHR165930	As012G282420
OG0017536	CARHR166150	As012G282570
OG0017537	CARHR166500	As012G282840
OG0017538	CARHR166720	As012G283060
OG0017539	CARHR167510	As012G283850
OG0017540	CARHR167740	As012G284040
OG0017541	CARHR169040	As012G284930
OG0017542	CARHR169190	As012G285060
OG0017543	CARHR169440	As012G285160
OG0017544	CARHR170180	As012G285820
OG0017545	CARHR170200	As012G285830
OG0017546	CARHR170730	As012G286320
OG0017547	CARHR161660	As012G286730
OG0017548	CARHR171170	As012G286890
OG0017549	CARHR171200	As012G286940
OG0017550	CARHR172140	As012G287820
OG0017551	CARHR172530	As012G288120
OG0017552	CARHR172910	As012G288460
OG0017553	CARHR173000	As012G288680
OG0017554	CARHR291620	As012G289260
OG0017555	CARHR291530	As012G289360
OG0017556	CARHR171300	As012G289400
OG0017751	CARHR236450, CARHR235620	As001G000580
OG0017752	CARHR236480	As001G000610
OG0017753	CARHR237510	As001G001420
OG0017754	CARHR239060	As001G003390
OG0017755	CARHR239780	As001G004160
OG0017756	CARHR240140	As001G004690
OG0017757	CARHR282520	As209G297110
OG0017757	CARHR282340	As001G011150
OG0017759	CARHR243130	As001G014550
OG0017760	CARHR243440	As001G015100
OG0017761	CARHR241030	As001G016170
OG0017762	CARHR031650	As001G016780
OG0017763	CARHR031870	As001G016950
OG0017764	CARHR031960	As001G017030
OG0017765	CARHR223710	As001G017220
OG0017766	CARHR055620	As001G018460
OG0017767	CARHR055180	As001G019040
OG0017768	CARHR052980	As001G020500
OG0017769	CARHR052880	As001G020560
OG0017770	CARHR052360	As001G020980
OG0017771	CARHR050450	As001G022000
OG0017772	CARHR143750	As001G022330
OG0017773	CARHR143800	As001G022390
OG0017774	CARHR143850	As001G022440
OG0017775	CARHR143940	As001G022510
OG0017776	CARHR144070	As001G022640
OG0017777	CARHR144310	As001G022880
OG0017778	CARHR145400	As001G023820
OG0017779	CARHR145450	As001G023890
OG0017780	CARHR145580	As001G023950
OG0017781	CARHR145740	As001G024030
OG0017782	CARHR147630	As001G025500
OG0017783	CARHR147850	As001G025670
OG0017784	CARHR148570	As001G026190
OG0017785	CARHR148600	As001G026220
OG0017786	CARHR149380	As001G026760
OG0017787	CARHR286670	As001G027160
OG0017788	CARHR153890	As001G027740
OG0017789	CARHR058250	As001G028890
OG0017790	CARHR144520	As001G028930
OG0017791	CARHR057810	As001G029180
OG0017792	CARHR057380	As001G029340
OG0017793	CARHR057340	As001G029350
OG0017794	CARHR268340	As001G030080
OG0017795	CARHR046590	As001G030620
OG0017796	CARHR048120	As001G031410
OG0017797	CARHR084160	As002G034690
OG0017798	CARHR235490	As002G035490
OG0017799	CARHR086310	As002G037590
OG0017800	CARHR259250	As002G039270
OG0017801	CARHR258350	As002G041910
OG0017802	CARHR257210	As002G042770
OG0017803	CARHR264350	As002G043470
OG0017805	CARHR265800	As002G044580
OG0017806	CARHR225600	As003G057210, As002G045270
OG0017807	CARHR267370	As002G045440
OG0017809	CARHR270950	As002G048870
OG0017811	CARHR200180	As002G050380
OG0017812	CARHR200420	As002G050620
OG0017814	CARHR203050	As002G053060
OG0017815	CARHR203340	As002G053360, As002G053380
OG0017817	CARHR204480	As002G054300
OG0017818	CARHR204540	As002G054350
OG0017820	CARHR205150	As002G054830
OG0017821	CARHR205630	As002G055250
OG0017822	CARHR205650	As002G055270
OG0017823	CARHR224380	As003G056020
OG0017825	CARHR099300	As003G056940
OG0017826	CARHR225710	As003G057310
OG0017827	CARHR226230	As003G057790
OG0017828	CARHR227890	As003G059180
OG0017829	CARHR229470	As003G060560
OG0017830	CARHR128860	As003G061150
OG0017831	CARHR230990	As003G061670
OG0017832	CARHR032890	As003G062790
OG0017833	CARHR262000	As003G063560
OG0017834	CARHR286320	As003G063980
OG0017835	CARHR035070	As003G064210
OG0017836	CARHR033330	As003G064280
OG0017837	CARHR035920	As003G064570
OG0017838	CARHR035750	As003G064660
OG0017839	CARHR035620	As003G064880
OG0017840	CARHR028120	As003G069280
OG0017841	CARHR029420	As003G070390
OG0017842	CARHR029370	As003G070610
OG0017843	CARHR029930	As003G071100
OG0017844	CARHR030020	As003G071150
OG0017845	CARHR243850	As003G071800
OG0017847	CARHR245520	As003G073350
OG0017848	CARHR245620	As003G073450
OG0017849	CARHR245760	As003G073610
OG0017850	CARHR245880	As003G073750
OG0017851	CARHR246170	As003G074080
OG0017852	CARHR246410	As003G074370
OG0017853	CARHR246740	As003G074740
OG0017854	CARHR247200	As003G075140
OG0017855	CARHR215350	As004G077270
OG0017856	CARHR215160	As004G077320
OG0017857	CARHR291860	As004G077760
OG0017858	CARHR262700	As004G078410
OG0017859	CARHR129120	As004G078680
OG0017860	CARHR129360	As004G079810
OG0017861	CARHR260170	As004G080340
OG0017862	CARHR259790	As004G080510
OG0017863	CARHR128460	As004G081010
OG0017864	CARHR127680	As004G081610
OG0017866	CARHR181940	As004G082620
OG0017867	CARHR285150	As004G082640
OG0017868	CARHR260860, CARHR260600	As004G083290
OG0017869	CARHR256610	As004G083560
OG0017870	CARHR256600	As004G083580
OG0017871	CARHR255930, CARHR255920	As004G083910
OG0017872	CARHR255700	As004G084070
OG0017873	CARHR255660	As004G084110
OG0017874	CARHR255220	As004G084470
OG0017875	CARHR254340	As004G084840
OG0017876	CARHR253610	As004G085320
OG0017877	CARHR177450	As004G087610
OG0017878	CARHR176480	As004G088030
OG0017879	CARHR176160	As004G088280
OG0017880	CARHR175460	As004G088820
OG0017881	CARHR174910	As004G089080
OG0017882	CARHR174780	As004G089160
OG0017884	CARHR217710	As004G090170
OG0017885	CARHR173530	As004G090570
OG0017886	CARHR026700	As007G161930, As004G093870, As004G093880, As004G091090, As007G161910, As007G161890
OG0017887	CARHR217280	As004G092010
OG0017888	CARHR216760	As004G092540
OG0017889	CARHR217980	As004G092760
OG0017891	CARHR218310	As004G093400
OG0017892	CARHR218420	As004G093470
OG0017893	CARHR218720	As004G093760
OG0017894	CARHR219270	As004G094490
OG0017895	CARHR219680	As004G094830
OG0017896	CARHR220070	As004G095090
OG0017897	CARHR220060	As004G095100
OG0017898	CARHR220420	As004G095250
OG0017899	CARHR220490	As004G095310
OG0017900	CARHR220730	As004G095630
OG0017901	CARHR289990	As004G096650
OG0017902	CARHR168670	As004G096840
OG0017904	CARHR213300	As004G097740
OG0017905	CARHR142490	As005G099870
OG0017906	CARHR142240	As005G100150
OG0017907	CARHR141880	As005G100470
OG0017908	CARHR140640	As005G101690
OG0017909	CARHR140560	As005G101780
OG0017910	CARHR139950	As005G102410
OG0017911	CARHR139390	As005G102970
OG0017912	CARHR138170	As005G104210
OG0017913	CARHR138040	As005G104340
OG0017914	CARHR137990	As005G104420
OG0017915	CARHR137880	As005G104570
OG0017916	CARHR137140	As005G105090
OG0017917	CARHR137280	As005G105220
OG0017918	CARHR212050	As005G106330
OG0017919	CARHR212030	As005G106350
OG0017920	CARHR212020	As005G106360
OG0017921	CARHR211880	As005G106510
OG0017922	CARHR211520	As005G106910
OG0017923	CARHR170720	As005G108240
OG0017924	CARHR209740	As005G108460
OG0017925	CARHR193240	As005G110150
OG0017926	CARHR192100	As005G112220
OG0017927	CARHR273730	As005G114540
OG0017928	CARHR273080	As005G115480
OG0017929	CARHR272850	As005G115920
OG0017930	CARHR278450	As005G117490
OG0017931	CARHR278700	As005G117740
OG0017932	CARHR281250	As005G120290
OG0017933	CARHR281350	As005G120430
OG0017934	CARHR281500	As005G120600
OG0017935	CARHR281650	As005G120760, As010G220320
OG0017936	CARHR248070	As006G121040
OG0017937	CARHR248080	As006G121050
OG0017938	CARHR248250, CARHR048240	As006G121160
OG0017939	CARHR248570, CARHR000050	As006G121500
OG0017940	CARHR249100	As006G121930
OG0017941	CARHR249160	As006G121960
OG0017943	CARHR250600	As006G123210
OG0017945	CARHR125520	As006G126920
OG0017946	CARHR123200	As006G128580
OG0017947	CARHR123030	As006G128660
OG0017948	CARHR007670	As006G129660
OG0017949	CARHR119480	As006G130630
OG0017950	CARHR042470	As006G131380
OG0017951	CARHR118370	As006G131640
OG0017952	CARHR115450	As006G132110
OG0017953	CARHR075470	As006G132850
OG0017954	CARHR075370	As006G133060
OG0017955	CARHR080860	As006G133140, As006G139910
OG0017956	CARHR075200	As006G133160
OG0017957	CARHR074960	As006G133450
OG0017958	CARHR074910	As006G133510
OG0017959	CARHR212380	As006G133620
OG0017960	CARHR082870	As006G133770
OG0017961	CARHR212290	As006G133800
OG0017962	CARHR212200	As006G133940
OG0017963	CARHR234550	As006G134390
OG0017964	CARHR234500	As006G134440
OG0017965	CARHR234390	As006G134540
OG0017966	CARHR076870	As006G135860
OG0017967	CARHR077350	As006G136360
OG0017968	CARHR077480	As006G136520
OG0017969	CARHR077520	As006G136570
OG0017970	CARHR077590	As006G136640
OG0017971	CARHR077600	As006G136650
OG0017974	CARHR079000	As006G137970
OG0017975	CARHR183970	As006G138490
OG0017976	CARHR079700	As006G138570
OG0017977	CARHR079690	As006G138580
OG0017978	CARHR080060	As006G138980
OG0017979	CARHR080220	As006G139130
OG0017980	CARHR080880	As006G139930
OG0017981	CARHR082180	As006G141210
OG0017982	CARHR082320	As006G141370
OG0017983	CARHR082630	As006G141650
OG0017984	CARHR083120	As006G142070
OG0017985	CARHR083140	As006G142090
OG0017986	CARHR134150	As006G143810
OG0017987	CARHR130560	As006G144840
OG0017989	CARHR130640	As006G144960
OG0017990	CARHR132280	As006G145960
OG0017991	CARHR132680	As006G147540
OG0017992	CARHR143560	As039G293900
OG0017993	CARHR015850	As007G151950
OG0017994	CARHR016080	As007G152140
OG0017995	CARHR016100	As007G152170
OG0017996	CARHR017420	As007G153340
OG0017997	CARHR018260	As007G154090
OG0017998	CARHR018920	As007G154470
OG0017999	CARHR019180	As007G154980
OG0018000	CARHR019650	As007G155450
OG0018001	CARHR020670	As007G156340
OG0018002	CARHR020720	As007G156420
OG0018003	CARHR020730	As007G156430
OG0018004	CARHR020780	As007G156470
OG0018005	CARHR021900	As007G157500
OG0018006	CARHR022810	As007G158510
OG0018007	CARHR226110, CARHR178910	As007G158780
OG0018008	CARHR023180	As007G158940
OG0018009	CARHR023650	As007G159340
OG0018010	CARHR024110	As007G159680
OG0018011	CARHR024870	As007G160230
OG0018012	CARHR025470	As007G160750
OG0018013	CARHR026130	As007G161410
OG0018014	CARHR026810	As007G162210
OG0018015	CARHR231850	As007G162950
OG0018017	CARHR232800	As007G164800
