Orthogroup	Cardamine_hirsuta	Erysimum_linariifolium
OG0017599	CARHR072790	El004G232610
OG0017600	CARHR071340	El004G231020
OG0017601	CARHR069790	El004G229050
OG0017602	CARHR068300	El004G227520
OG0017604	CARHR065950	El004G225090
OG0017605	CARHR235770	El003G155900
OG0017606	CARHR235830	El003G155840
OG0017607	CARHR238030	El003G153000
OG0017609	CARHR239550	El003G151260
OG0017610	CARHR241430	El003G149310
OG0017611	CARHR241360	El003G149390
OG0017612	CARHR242790	El003G147800
OG0017615	CARHR286740	El001G043850
OG0017616	CARHR003310	El002G085840
OG0017617	CARHR005210	El002G087950
OG0017618	CARHR006500	El002G089200
OG0017619	CARHR006590	El002G089290
OG0017620	CARHR008000	El002G090890
OG0017621	CARHR008130	El002G091000
OG0017622	CARHR012000	El002G095010
OG0017623	CARHR014530	El002G098010
OG0017624	CARHR014790	El002G098280
OG0017625	CARHR015960	El002G099490
OG0017628	CARHR022800	El002G107530
OG0017629	CARHR023440	El002G108320
OG0017630	CARHR064380	El004G222980
OG0017631	CARHR063750	El004G222160
OG0017632	CARHR063040	El004G221310
OG0017633	CARHR062470	El004G220710
OG0017634	CARHR061960	El004G220140
OG0017635	CARHR061060	El004G219090
OG0017636	CARHR289740	El004G208850
OG0017637	CARHR054800	El004G206410
OG0017638	CARHR051730	El004G200520
OG0017641	CARHR046780	El004G194710
OG0017642	CARHR110670, CARHR110660	El005G278590
OG0017643	CARHR106620	El005G273620
OG0017644	CARHR228170	El003G164540
OG0017645	CARHR099310	El005G264790
OG0017646	CARHR235260, CARHR235250	El003G156620, El003G156610
OG0017647	CARHR094020	El005G255950
OG0017648	CARHR090680	El005G252230
OG0017650	CARHR087270	El005G248560
OG0017651	CARHR085820	El005G246720
OG0017652	CARHR084460	El005G245170
OG0017653	CARHR082960	El005G243750
OG0017654	CARHR080650	El005G241300
OG0017655	CARHR286880	El003G181980
OG0017656	CARHR078770	El005G239180
OG0017657	CARHR075690	El005G235770
OG0017658	CARHR210340	El001G079960, El001G079970
OG0017659	CARHR206780	El001G076140
OG0017660	CARHR233490	El003G158490
OG0017661	CARHR206580	El001G075290
OG0017662	CARHR206100	El001G074780
OG0017663	CARHR285350	El007G332100
OG0017665	CARHR115950	El007G347690
OG0017666	CARHR248260	El001G000270
OG0017667	CARHR117720	El006G317050
OG0017668	CARHR229450	El003G162940
OG0017669	CARHR228990	El003G163520
OG0017670	CARHR227760	El003G164890
OG0017671	CARHR227930	El003G164740
OG0017672	CARHR029910	El002G117140
OG0017673	CARHR027920	El002G114220
OG0017674	CARHR027290	El002G113430
OG0017675	CARHR036670	El002G129240
OG0017676	CARHR036190	El002G128510
OG0017677	CARHR036900	El002G129470
OG0017678	CARHR232630	El003G159390
OG0017679	CARHR125630	El006G300390
OG0017680	CARHR168040, CARHR168060	El001G029270, El001G029250
OG0017681	CARHR124240	El005G266820, El006G301870
OG0017682	CARHR121760	El006G304870
OG0017683	CARHR121490	El006G305070
OG0017684	CARHR119990	El006G307170
OG0017685	CARHR204370	El001G073060
OG0017686	CARHR203330	El001G072050
OG0017687	CARHR201530	El001G069910
OG0017688	CARHR182630	El007G346240
OG0017689	CARHR222340	El003G172780
OG0017690	CARHR261770	El003G190920
OG0017691	CARHR213200	El003G192380
OG0017692	CARHR288540	El001G039650
OG0017693	CARHR269270	El007G336250
OG0017694	CARHR285310	El007G332140
OG0017695	CARHR285730	El007G331790
OG0017696	CARHR190660	El001G057360
OG0017699	CARHR187440	El001G051660
OG0017701	CARHR279170	El007G324980
OG0017703	CARHR008280	El007G355540, El002G091130
OG0017707	CARHR033060	El002G121700
OG0017709	CARHR057540	El004G214230
OG0017710	CARHR071670	El004G231550
OG0017712	CARHR047530	El004G196000, El004G195610
OG0017712	CARHR047600	El004G195650, El004G195570
OG0017716	CARHR130110	El006G295120
OG0017717	CARHR104510	El001G012660
OG0017718	CARHR163690	El001G024440
OG0017719	CARHR162350	El001G022980
OG0017721	CARHR188670	El001G054600
OG0017722	CARHR255230, CARHR255240, CARHR293200	El001G007640
OG0017723	CARHR231860	El003G160250
OG0017727	CARHR229540	El003G170570
OG0017729	CARHR257680	El007G343540
OG0017751	CARHR236450, CARHR235620	El003G155200
OG0017752	CARHR236480	El003G155150
OG0017753	CARHR237510	El003G153670
OG0017754	CARHR239060	El003G151790
OG0017755	CARHR239780	El003G151060
OG0017756	CARHR240140	El003G150620
OG0017757	CARHR282520	El036G374430
OG0017759	CARHR243130	El003G147600
OG0017760	CARHR243440	El003G147250
OG0017761	CARHR241030	El003G149660
OG0017762	CARHR031650	El002G119660
OG0017763	CARHR031870	El002G119810
OG0017764	CARHR031960	El002G119940
OG0017765	CARHR223710	El003G169970
OG0017766	CARHR055620	El004G210610
OG0017767	CARHR055180	El004G207580, El004G207600
OG0017768	CARHR052980	El004G201500
OG0017769	CARHR052880	El004G201440
OG0017770	CARHR052360	El004G200780
OG0017771	CARHR050450	El004G198940
OG0017772	CARHR143750	El001G036110
OG0017773	CARHR143800	El001G036160
OG0017774	CARHR143850	El001G036210
OG0017775	CARHR143940	El001G036270
OG0017776	CARHR144070	El001G036380
OG0017777	CARHR144310	El001G036690
OG0017778	CARHR145400	El001G038040
OG0017779	CARHR145450	El001G038120
OG0017780	CARHR145580	El001G038240
OG0017781	CARHR145740	El001G038470
OG0017782	CARHR147630	El001G041030
OG0017783	CARHR147850	El001G041270
OG0017784	CARHR148570	El001G042140
OG0017785	CARHR148600	El001G042170
OG0017786	CARHR149380	El001G042820
OG0017787	CARHR286670	El001G043890
OG0017788	CARHR153890	El001G045090
OG0017789	CARHR058250	El004G215580
OG0017790	CARHR144520	El001G036900
OG0017791	CARHR057810	El004G214830
OG0017792	CARHR057380	El004G213840
OG0017793	CARHR057340	El004G213800
OG0017794	CARHR268340	El007G337320
OG0017795	CARHR046590	El004G194320
OG0017796	CARHR048120	El004G196250
OG0017797	CARHR084160	El005G244930
OG0017798	CARHR235490	El003G156280
OG0017799	CARHR086310	El005G247450
OG0017800	CARHR259250	El001G011490
OG0017801	CARHR258350	El007G344210
OG0017802	CARHR257210	El007G343140
OG0017803	CARHR264350	El007G342490
OG0017805	CARHR265800	El007G340680
OG0017806	CARHR225600	El003G167610
OG0017807	CARHR267370	El007G338490, El007G338450
OG0017811	CARHR200180	El001G068430
OG0017812	CARHR200420	El001G068710
OG0017813	CARHR201620	El001G070040
OG0017814	CARHR203050	El001G071750
OG0017817	CARHR204480	El001G073220
OG0017820	CARHR205150	El001G073770
OG0017821	CARHR205630	El001G074260
OG0017822	CARHR205650	El001G074280
OG0017823	CARHR224380	El003G169250
OG0017825	CARHR099300	El005G264770
OG0017826	CARHR225710	El003G167510
OG0017827	CARHR226230	El003G166580
OG0017828	CARHR227890	El003G164760
OG0017829	CARHR229470	El003G162920
OG0017830	CARHR128860	El006G296480
OG0017831	CARHR230990	El003G161460
OG0017832	CARHR032890	El002G121220
OG0017833	CARHR262000	El002G124410, El002G124510, El002G124460
OG0017834	CARHR286320	El002G124320
OG0017835	CARHR035070	El002G125290
OG0017836	CARHR033330	El002G125490
OG0017837	CARHR035920	El002G128010
OG0017838	CARHR035750	El002G127590
OG0017839	CARHR035620	El002G127120
OG0017840	CARHR028120	El002G114520
OG0017841	CARHR029420	El002G116040
OG0017842	CARHR029370	El002G116090, El002G116100, El002G116140, El002G116150
OG0017843	CARHR029930	El002G117160
OG0017844	CARHR030020	El002G117210
OG0017847	CARHR245520	El003G145020
OG0017848	CARHR245620	El003G144910
OG0017849	CARHR245760	El003G144740
OG0017850	CARHR245880	El003G144480
OG0017851	CARHR246170	El003G144310
OG0017852	CARHR246410	El003G144000
OG0017853	CARHR246740	El003G143590
OG0017854	CARHR247200	El003G143020
OG0017855	CARHR215350	El003G185640
OG0017856	CARHR215160	El003G186000
OG0017857	CARHR291860	El003G187430
OG0017858	CARHR262700	El003G189450
OG0017859	CARHR129120	El006G296140
OG0017860	CARHR129360	El006G295880
OG0017861	CARHR260170	El001G010280
OG0017862	CARHR259790	El001G010620
OG0017863	CARHR128460	El006G296920
OG0017864	CARHR127680	El006G298270
OG0017866	CARHR181940	El007G356910
OG0017867	CARHR285150	El007G356880
OG0017868	CARHR260860, CARHR260600	El001G009390
OG0017869	CARHR256610	El001G009160
OG0017870	CARHR256600	El001G009150
OG0017871	CARHR255930, CARHR255920	El001G008310
OG0017872	CARHR255700	El001G008140
OG0017874	CARHR255220	El001G007630
OG0017875	CARHR254340	El001G006960
OG0017877	CARHR177450	El007G362470
OG0017878	CARHR176480	El007G363690
OG0017879	CARHR176160	El007G364070
OG0017880	CARHR175460	El007G364950
OG0017881	CARHR174910	El007G365460
OG0017882	CARHR174780	El007G365660
OG0017884	CARHR217710	El003G183110
OG0017885	CARHR173530	El007G366230
OG0017886	CARHR026700	El002G112690
OG0017887	CARHR217280	El003G182490
OG0017888	CARHR216760	El003G183570
OG0017889	CARHR217980	El003G179940
OG0017890	CARHR218280	El003G179290
OG0017891	CARHR218310	El003G180970
OG0017892	CARHR218420	El003G179000, El003G180300
OG0017893	CARHR218720	El003G178150
OG0017894	CARHR219270	El003G177050
OG0017896	CARHR220070	El003G175960
OG0017897	CARHR220060	El003G175940
OG0017898	CARHR220420	El003G175300
OG0017899	CARHR220490	El003G175220
OG0017900	CARHR220730	El003G174960
OG0017902	CARHR168670	El001G029860
OG0017904	CARHR213300	El003G192170
OG0017905	CARHR142490	El006G280790
OG0017906	CARHR142240	El006G281020
OG0017907	CARHR141880	El006G281370
OG0017908	CARHR140640	El006G282970
OG0017909	CARHR140560	El006G283070
OG0017910	CARHR139950	El006G283940, El006G283950
OG0017911	CARHR139390	El006G284540
OG0017912	CARHR138170	El006G285770
OG0017913	CARHR138040	El006G285910
OG0017914	CARHR137990	El006G285980
OG0017915	CARHR137880	El006G286200
OG0017916	CARHR137140	El006G287130
OG0017917	CARHR137280	El006G286910
OG0017918	CARHR212050	El001G081920
OG0017919	CARHR212030	El001G081900
OG0017920	CARHR212020	El001G081890
OG0017921	CARHR211880	El001G081730
OG0017922	CARHR211520	El001G081310
OG0017923	CARHR170720	El001G032120
OG0017924	CARHR209740	El001G079140
OG0017925	CARHR193240	El001G060500
OG0017926	CARHR192100	El001G059310
OG0017928	CARHR273080	El007G331470
OG0017929	CARHR272850	El007G332420
OG0017930	CARHR278450	El007G325930
OG0017931	CARHR278700	El007G325690
OG0017932	CARHR281250	El007G322550
OG0017933	CARHR281350	El007G322400
OG0017934	CARHR281500	El007G322270
OG0017935	CARHR281650	El007G322110
OG0017936	CARHR248070	El001G000070
OG0017937	CARHR248080	El001G000080
OG0017938	CARHR248250	El001G000260
OG0017940	CARHR249100	El001G001070
OG0017941	CARHR249160	El001G001130
OG0017945	CARHR125520	El006G300510
OG0017946	CARHR123200	El006G302950
OG0017947	CARHR123030	El006G303130
OG0017949	CARHR119480	El006G308090
OG0017950	CARHR042470	El002G137130
OG0017951	CARHR118370	El006G311860
OG0017952	CARHR115450	El006G313720
OG0017953	CARHR075470	El005G235560
OG0017954	CARHR075370	El005G235460
OG0017955	CARHR080860	El005G241510
OG0017956	CARHR075200	El005G235290
OG0017957	CARHR074960	El005G234970
OG0017958	CARHR074910	El005G234910
OG0017959	CARHR212380	El001G082320
OG0017960	CARHR082870	El005G243610
OG0017961	CARHR212290	El001G082250
OG0017962	CARHR212200	El001G082150
OG0017963	CARHR234550	El003G157400
OG0017964	CARHR234500	El003G157440
OG0017965	CARHR234390	El003G157550
OG0017966	CARHR076870	El005G237120
OG0017967	CARHR077350	El005G237630
OG0017968	CARHR077480	El005G237800
OG0017969	CARHR077520	El005G237830
OG0017970	CARHR077590	El005G237910
OG0017971	CARHR077600	El005G237980
OG0017974	CARHR079000	El005G239510
OG0017975	CARHR183970	El007G349300
OG0017976	CARHR079700	El005G240240
OG0017977	CARHR079690	El005G240230
OG0017978	CARHR080060	El005G240580
OG0017979	CARHR080220	El005G240750
OG0017980	CARHR080880	El005G241530
OG0017981	CARHR082180	El005G242830
OG0017983	CARHR082630	El005G243360
OG0017984	CARHR083120	El005G243900
OG0017985	CARHR083140	El005G243910
OG0017986	CARHR134150	El006G290600
OG0017987	CARHR130560	El006G294560
OG0017989	CARHR130640	El006G294440
OG0017990	CARHR132280	El006G293160
OG0017991	CARHR132680	El006G292160
OG0017993	CARHR015850	El002G099370
OG0017994	CARHR016080	El002G099600
OG0017995	CARHR016100	El002G099630
OG0017996	CARHR017420	El002G100950
OG0017997	CARHR018260	El002G101790
OG0017998	CARHR018920	El002G102470
OG0017999	CARHR019180	El002G102740
OG0018000	CARHR019650	El002G103260
OG0018001	CARHR020670	El002G104510
OG0018002	CARHR020720	El002G104560
OG0018003	CARHR020730	El002G104570
OG0018004	CARHR020780	El002G104600
OG0018005	CARHR021900	El002G105980
OG0018006	CARHR022810	El002G107540
OG0018007	CARHR226110, CARHR178910	El007G350200
OG0018008	CARHR023180	El002G107990
OG0018009	CARHR023650	El002G108500
OG0018010	CARHR024110	El002G109090
OG0018011	CARHR024870	El002G110000
OG0018012	CARHR025470	El002G111170
OG0018013	CARHR026130	El002G112150
OG0018014	CARHR026810	El002G112820
OG0018015	CARHR231850	El003G160280
OG0018017	CARHR232800	El003G159150
OG0018018	CARHR116650	El006G315830
OG0018020	CARHR294540	El006G316090
OG0018021	CARHR117760	El006G317070
OG0018022	CARHR118150	El006G317550
OG0018023	CARHR184630	El006G317830
OG0018025	CARHR293140	El006G318390
OG0018026	CARHR292940	El006G318670
OG0018027	CARHR113940	El006G319520
OG0018028	CARHR113580	El006G319940
OG0018030	CARHR013630	El002G096900
OG0018031	CARHR011540	El002G094520
OG0018033	CARHR009600	El002G092440
OG0018034	CARHR008850	El002G091690
OG0018035	CARHR007530	El002G090380
OG0018036	CARHR007060	El002G089850
OG0018037	CARHR005670	El002G088520
OG0018038	CARHR005570	El002G088430
OG0018039	CARHR005090	El002G087820
OG0018040	CARHR004950	El002G087670
OG0018041	CARHR004320	El002G087010
OG0018043	CARHR003480	El002G085990
OG0018044	CARHR003450	El002G085970
OG0018045	CARHR002900	El002G085380
OG0018046	CARHR002100	El002G084480
OG0018047	CARHR001250	El002G083650
OG0018048	CARHR000970	El002G083380
OG0018049	CARHR000400	El002G082710
OG0018050	CARHR000390	El002G082700
OG0018051	CARHR000350	El002G082640
OG0018052	CARHR199000	El001G067180
OG0018053	CARHR199180	El001G067400
OG0018054	CARHR198670	El001G066830
OG0018055	CARHR198340	El001G066510
OG0018056	CARHR198010	El001G066150
OG0018058	CARHR194970	El001G062560
OG0018059	CARHR194760	El001G062370
OG0018060	CARHR194060	El001G061570
OG0018061	CARHR186660	El001G050790
OG0018063	CARHR185110	El001G048220
OG0018064	CARHR185260	El001G047790
OG0018065	CARHR286230, CARHR286170	El007G346570
OG0018066	CARHR199780	El001G068000
OG0018067	CARHR184230	El007G350640
OG0018068	CARHR206890	El001G076000
OG0018069	CARHR207400	El001G076380
OG0018070	CARHR216350, CARHR208160	El001G077190
OG0018071	CARHR208500	El001G077770
OG0018072	CARHR189110	El001G055520
OG0018073	CARHR189160	El001G055590
OG0018073	CARHR189170	El001G055600
OG0018074	CARHR275110	El007G329480
OG0018075	CARHR275160	El007G329430
OG0018076	CARHR275290	El007G329280
OG0018077	CARHR275310	El007G329260
OG0018078	CARHR275590	El007G328890
OG0018079	CARHR272480	El007G332810
OG0018080	CARHR158810	El001G019660
OG0018081	CARHR157880	El001G018770
OG0018082	CARHR157740	El001G018590
OG0018083	CARHR155510	El001G016190
OG0018084	CARHR222320	El001G012110
OG0018085	CARHR153440	El001G011800
OG0018086	CARHR023450	El002G108330
OG0018087	CARHR152360	El001G011660, El005G258490
OG0018090	CARHR061610	El004G219650
OG0018091	CARHR061750	El004G219840
OG0018092	CARHR061970	El004G220150
OG0018094	CARHR064520	El004G223130
OG0018095	CARHR291050	El004G223530
OG0018096	CARHR070810	El004G230380
OG0018097	CARHR070680	El004G230230
OG0018098	CARHR070600	El004G230150
OG0018099	CARHR069930	El004G229260
OG0018100	CARHR069240	El004G228470
OG0018101	CARHR068600	El004G228590, El004G227810
OG0018102	CARHR068500	El004G227710
OG0018103	CARHR068470	El004G227670
OG0018104	CARHR068020	El004G227270
OG0018105	CARHR067990	El004G227250
OG0018106	CARHR067890	El004G227140
OG0018107	CARHR067210	El004G226600
OG0018108	CARHR066010	El004G225150
OG0018109	CARHR143510	El006G279690
OG0018110	CARHR065540	El004G224710
OG0018111	CARHR072850	El004G232660
OG0018112	CARHR072960	El004G232790
OG0018113	CARHR073080	El004G232920
OG0018114	CARHR074610	El004G234670
OG0018115	CARHR087300	El005G248580
OG0018116	CARHR087480	El005G248770
OG0018117	CARHR087770	El005G249110
OG0018118	CARHR087860	El005G249190
OG0018119	CARHR087870	El005G249200
OG0018120	CARHR151450	El001G013190
OG0018121	CARHR088490	El005G249760
OG0018122	CARHR090100	El005G251550
OG0018123	CARHR090370	El005G251880
OG0018124	CARHR093350	El005G255080
OG0018125	CARHR093810	El005G255750
OG0018126	CARHR098030, CARHR098020	El005G260950
OG0018128	CARHR098920	El005G262790
OG0018129	CARHR099880	El005G265940
OG0018130	CARHR099900	El005G266720
OG0018131	CARHR217420	El003G182740
OG0018133	CARHR102890	El005G269950
OG0018134	CARHR105150	El005G271730
OG0018135	CARHR104980	El005G271530
OG0018136	CARHR103670	El005G270870
OG0018137	CARHR103630	El005G270850, El005G270830
OG0018138	CARHR105070	El005G271600
OG0018139	CARHR104750	El005G271920
OG0018140	CARHR105420	El005G272580
OG0018141	CARHR106000	El005G273000
OG0018142	CARHR106300	El005G273330
OG0018143	CARHR106800	El005G273800
OG0018144	CARHR107690	El005G274970
OG0018145	CARHR109130	El005G276920
OG0018146	CARHR109750	El005G277750
OG0018147	CARHR111290	El005G279160
OG0018148	CARHR111350	El005G279230
OG0018149	CARHR043860	El002G139070
OG0018150	CARHR042950	El002G137710
OG0018151	CARHR042340	El002G136880
OG0018152	CARHR042130	El002G136600
OG0018153	CARHR038990	El002G132850
OG0018154	CARHR039180	El002G133120
OG0018155	CARHR038110	El002G132100
OG0018156	CARHR046070	El002G141560
OG0018157	CARHR003990	El002G086680
OG0018158	CARHR162660	El001G023300
OG0018159	CARHR162950	El001G023700
OG0018160	CARHR163050	El001G023850
OG0018161	CARHR164940	El001G025840
OG0018162	CARHR166520	El001G027700
OG0018164	CARHR166580	El001G027790
OG0018165	CARHR166670	El001G027870
OG0018166	CARHR167640	El001G028880
OG0018167	CARHR168000	El001G029220
OG0018168	CARHR168920	El001G030150
OG0018169	CARHR169500	El001G030670
OG0018170	CARHR170690	El001G032080
OG0018172	CARHR172860	El001G034790
OG0018173	CARHR044430	El002G139720
OG0018174	CARHR278440	El005G265430
OG0018175	CARHR217180	El003G182110
OG0018176	CARHR160010	El001G020570, El001G020580
OG0018177	CARHR160810	El001G021470
OG0018178	CARHR163140	El001G023770
OG0018180	CARHR163510	El001G024210
OG0018181	CARHR165950	El001G027080
OG0018183	CARHR167880	El001G029130
OG0018185	CARHR172390	El001G034310
OG0018186	CARHR173260	El001G035260
OG0018188	CARHR163090	El001G023810
OG0018190	CARHR174980	El007G365450
OG0018191	CARHR027000	El002G113040
OG0018192	CARHR181310	El007G357930
OG0018193	CARHR181020	El007G358130
OG0018194	CARHR129610	El006G295640
OG0018195	CARHR133130	El006G291750
OG0018196	CARHR196800	El001G064570
OG0018198	CARHR136890	El006G287420
