Orthogroup	Arabidopsis_lyrata_Rawat	Cochlearia_excelsa
OG0000160	AL5G15500	g16303, g13162
OG0000160	AL6G45600	g13371
OG0000160	AL5G13730	g14782, g46745, g36801
OG0000160	AL5G16300	g11388, g12603, g16325, g37825, g17259, g36921, g36623, g2882, g23517, g32580, g12586, g54203, g53496, g824, g16433, g41215, g26266, g4572, g48335, g32975, g1398, g52680, g50195, g34809, g53258, g35544, g35547, g21290, g38500, g31368, g20451, g3846, g34289, g36270, g12262, g7846, g25656, g7022, g9694, g49667, g16434
OG0000161	AL8G25830, AL4G22760, AL4G22720	g392, g9880
OG0000161	AL2G20180	g45103, g45101
OG0000161	AL2G19870, nbis-gene-452	g45131
OG0000162	AL2G23580	g26821
OG0000164	AL7G34820	g14196, g38017, g38015, g38013, g38019, g32493
OG0000165	AL481U10020	g24260
OG0000167	AL7G34470	g24121
OG0000168	AL668U10010, AL2G31940, AL481U10010	g26213, g52072, g4056
OG0000171	AL1G37260	g45857
OG0000171	AL1G21480	g5177
OG0000171	AL2G16210	g50297, g32098, g27548
OG0000171	AL6G25440	g29297
OG0000173	AL3G40330	g52822, g25282, g31108, g41537, g37373, g50635, g15729, g49146, g17663, g37839, g27055, g49999, g53725, g17352, g17357, g17341, g1801, g25289, g14575, g15732, g18062, g46682, g32984, g45423, g24727, g33298, g51510, g2110
OG0000173	AL3G43310	g32983
OG0000173	AL8G24810	g26535
OG0000174	AL6G41080	g26585, g53787, g43917
OG0000174	AL2G20320, AL7G33750, AL2G20330, AL6G41170	g3544
OG0000175	AL7G16200	g23036
OG0000175	AL7G15090	g47947
OG0000178	AL4G22400	g50828, g25935, g6093, g32581
OG0000178	AL2G18800	g26273
OG0000178	AL8G19930	g16431, g16432, g1623, g34290, g17678, g41214
OG0000178	AL4G18980	g52052, g38502, g20449
OG0000178	AL2G18720	g14419
OG0000178	AL1G50770	g16363, g43554, g12264, g7844
OG0000178	AL3G46620	g36271, g17574
OG0000180	AL5G45620	g13531
OG0000180	AL1G10300, nbis-gene-18	g34297
OG0000183	AL4G13920	g45042
OG0000183	AL5G32880, AL6G28130	g11496, g11193
OG0000184	AL3G43630	g15959, g53597, g36626, g53120, g22863, g17905, g44091, g17915, g2401, g5948, g51641, g10990, g27914, g52236, g53121, g53878, g53859, g35463, g48936, g32701
OG0000184	AL5G24090	g35054, g44991
OG0000185	AL8G35610, AL2G32620, AL1G29430	g35118, g49472, g24428
OG0000186	AL4G20870	g1666
OG0000186	nbis-gene-264, nbis-gene-676	g11646
OG0000187	nbis-gene-1736, nbis-gene-1735, AL22U10010, nbis-gene-1954, AL7G51970	g35037
OG0000188	AL5G15430, AL6G36380, AL2G18280	g52805
OG0000188	AL8G10040, AL265U10010, AL1G30370, AL8G17400	g34416, g52896, g52964, g16064, g34537, g43011, g25804, g34406
OG0000188	AL1G52720	g34418, g16603, g52966, g34813
OG0000190	AL6G47960	g40442
OG0000190	AL6G48020	g45158
OG0000190	AL6G47990	g45173
OG0000191	nbis-gene-76, AL1G23460	g31359
OG0000191	nbis-gene-1106	g6928
OG0000192	AL1G34280	g50732, g27488
OG0000195	AL4G20560	g40143
OG0000195	AL7G46650, AL2G24200	g18117
OG0000196	AL1G15390	g40674
OG0000196	AL1G44070	g27686
OG0000196	AL1G15400	g40675
OG0000197	AL3G52780	g18526, g7663
OG0000197	AL7G49700, AL7G49680, AL7G49110	g27764, g39817
OG0000200	AL1G46070	g27759, g27721
OG0000201	AL3G36210, AL3G36200	g6534, g11758
OG0000201	AL3G36220, nbis-gene-767	g11846
OG0000202	nbis-gene-800	g10880
OG0000204	AL3G35490	g36933
OG0000205	AL4G10320	g32507
OG0000205	AL1G53540, AL1G53520, AL9U11000	g53988
OG0000206	AL4G20410	g11812, g6224, g29003, g53538, g9977, g41828, g33055
OG0000208	AL7G11500, AL7G19690	g6217, g6207
OG0000209	AL2G10710	g40830
OG0000209	AL2G10700	g40827
OG0000210	AL3G42410	g28290
OG0000213	AL2G33070	g46059, g46056
OG0000213	AL3G21810	g7432
OG0000213	AL4G12630	g28220
OG0000213	AL4G12650	g38464
OG0000214	AL2G28240	g36825, g36830
OG0000214	AL6G50950, nbis-gene-423, AL6G51540	g1023, g25454, g25477
OG0000215	AL5G34210	g16651, g46380, g31873, g44183, g31839
OG0000215	AL2G13100, AL7G30200	g50354, g44893, g26974, g2036, g10328, g1428, g53274
OG0000216	AL7G31490	g53737
OG0000216	nbis-gene-292, AL7G31500, AL7G30780, AL7G31520	g47412
OG0000217	AL2G17650, AL2G17830, AL2G17810	g31539, g1718
OG0000217	AL1G65670	g44052
OG0000218	AL1G26980, AL1G27000	g31564
OG0000218	AL1G27010	g49926
OG0000218	AL5G10550, AL5G13150, AL5G10520	g10793
OG0000219	AL2G25070, AL2G25100	g28368
OG0000219	nbis-gene-1037, nbis-gene-362	g46873
OG0000219	AL835U10030	g311
OG0000219	AL8G28390, AL8G28400	g18634
OG0000221	AL7G52630	g43665, g43500
OG0000221	AL3G46320, AL299U10020	g17351, g17354, g41390, g53962, g35050, g22945, g51855, g53388, g43499, g33429, g175, g43666, g35582, g53304, g15934, g5126, g32276, g26607, g6275, g12850, g53575, g26608, g6292, g4337, g36877, g3974, g3981
OG0000223	AL2G22450	g34729, g34084, g53939, g21248, g3486, g14657, g33576, g15009, g14990, g43116, g14728, g42853, g16371, g53613, g20491, g53721, g48829, g34508, g3349, g9312, g52457, g9279, g43462, g51215, g8900, g4365, g7972, g54204, g34901, g30585, g9016, g42020, g19915, g25104, g53617, g51451, g42776, g30149, g33519, g43187, g42106, g35201, g52541, g22021, g49016, g52470, g33575, g49037, g33356, g34319, g8812, g52744, g42898, g34245, g15727, g14980, g14969, g52340, g19843, g34987, g3494, g42896, g21119, g9145, g49240, g52901, g34855, g7995, g33612, g14475, g34868, g52314, g48882, g15754, g4250, g48304, g21850, g52536, g8518, g14352, g42105, g16123, g15443, g16130, g30100, g33634, g41903, g52722, g4682, g52718, g43498, g3351, g16706, g35200, g16370, g30148, g16446, g33524, g42733, g52319, g26155, g19896, g3777, g22029, g34988, g20867, g3792, g33348, g17763, g35933, g38668, g20837, g43186, g25103, g16445, g14819, g33518, g34221, g48302, g19916, g26542, g15871, g26459, g4270, g16133, g14975, g51357, g51452, g42805, g34822, g42777, g8899, g14989, g14727, g14656, g4047, g25102, g21247, g48253, g33577, g3239, g14976, g43115, g41923, g41925, g52409, g43472, g54409, g49038, g49121, g42852, g18560, g53356, g53361, g8813, g38804, g43258, g25956, g24912, g42902, g50737, g4712, g24925, g26274, g16191, g30191, g42512, g53977, g26628
OG0000224	AL2G37720	g46370
OG0000224	AL7G20350, AL2G12370, AL2G12360	g40852
OG0000225	AL1G43270	g27682
OG0000226	AL3G32940, AL3G32930	g32332, g32334, g32337
OG0000226	AL1G41350, AL1G37710, AL1G37720, AL1G37670, AL1G42110	g11864
OG0000226	AL1G52850	g35799
OG0000228	AL6G40330, AL6G40180	g32057
OG0000228	AL2G30290, AL173U10020	g44676
OG0000230	AL8G15430	g44430
OG0000230	AL2G35830	g46235
OG0000230	AL1G66200	g18589
OG0000231	AL7G51760	g46733
OG0000231	AL2G26510, AL7G43870, AL2G25780, AL2G25790	g18039
OG0000233	AL3G54140	g51845, g15624, g17762
OG0000233	AL8G34590	g53703
OG0000233	AL3G52190	g53710
OG0000233	AL3G45630	g53753, g43144, g15838
OG0000234	AL5G36230	g19127
OG0000234	AL5G36220	g19128
OG0000234	AL5G36210	g2235
OG0000234	AL4G36690	g51765
OG0000234	AL6G24190	g29346
OG0000236	AL2G23070	g13483
OG0000237	AL1G54290	g33179, g33208
OG0000238	AL2G18390	g50684, g40135, g45252, g4779, g41375, g32627, g41761, g45157, g4236, g23587, g2498, g32642, g17798, g6733, g41785, g14207, g4264, g4260, g16017, g37418, g28616, g34276, g15805, g48923, g31881, g32890, g4077, g7032, g2311, g22405, g22409, g22252, g25326, g53046, g52809, g4078, g32889, g53047, g27354, g2143, g27482
OG0000240	AL8G38260, AL5G20810, AL1G65810, AL1G56710	g24726
OG0000240	AL4G17660, AL4G17920, AL4G17900	g11360, g13978
OG0000242	AL3G47130	g14272, g6162
OG0000242	AL1G25950	g31494
OG0000242	nbis-gene-83	g31496, g31497, g31498, g31499
OG0000244	AL7G32050, AL6G48290, AL6G48330, AL7G32080, AL7G32090, AL7G32070, AL7G32060, AL6G48300, AL6G48310	g17320
OG0000246	AL3G43160	g51381, g53918, g10469, g10577, g35186, g10139, g6497
OG0000246	AL645U10010	g28232, g45392, g2408
OG0000246	AL5G31070	g135
OG0000246	AL3G41640, AL247U10020, AL5G21170, AL3G43400, AL1007U10010	g43926, g25863, g3770, g17422, g3843, g52261, g11937, g26779
OG0000246	AL2G11510	g26027, g6323
OG0000246	AL6G45940, AL1G47930	g52571, g17747, g6324, g42932, g25833
OG0000246	AL4G15260, AL4G15250	g6325
OG0000247	AL7G45500	g28137
OG0000248	AL6G47230	g25664
OG0000248	AL2G18850	g41086, g41090, g41083
OG0000249	AL4G32970	g51603
OG0000249	AL4G32990	g37185
OG0000251	AL6G42410	g35942
OG0000252	AL6G12310	g45347
OG0000254	AL4G15410, AL4G21500	g6897
OG0000254	AL6G44930, AL1G15160	g1607
OG0000256	AL8G21380, nbis-gene-2062, AL3G42840	g51896, g51897
OG0000256	AL4G16530, AL4G16510, AL4G16550	g51887
OG0000257	AL3G21820	g48005
OG0000258	AL8G33230	g39309
OG0000258	AL5G15100, AL5G15090	g16641
OG0000260	AL5G19060	g35947
OG0000260	AL5G23490	g46771
OG0000260	AL4G14040	g17690, g17692, g17691
OG0000264	AL6G48830	g25493
OG0000264	AL6G49960	g40712
OG0000266	AL5G43310, AL5G43300	g27624
OG0000266	AL5G20610, AL5G20620	g11014, g40790
OG0000267	nbis-gene-932, AL4G10910	g17092
OG0000268	AL5G11250	g1514
OG0000268	AL6G11010	g45297
OG0000268	AL5G35180	g19165
OG0000269	AL1G48110	g32697
OG0000270	AL3G49100	g18216
OG0000270	AL1G32640	g27445, g31888, g50111
OG0000271	AL6G50030	g45178
OG0000271	AL6G48930	g25541
OG0000271	AL6G32160	g40469
OG0000273	AL1G55400	g31035, g53570, g54095
OG0000274	AL8G36240	g28758
OG0000274	AL4G24200	g39974
OG0000276	AL8G15440	g41552
OG0000277	AL7G39730, AL7G39740	g47115
OG0000277	AL7G39750	g17643
OG0000277	AL7G39720	g47117
OG0000278	AL8G34460, nbis-gene-2163, AL8G34510	g10751, g26081, g26058
OG0000278	AL7G25500	g27505, g27502
OG0000279	AL6G47730, AL1G53900	g53522
OG0000279	AL4G12760, AL7G43800, AL5G22580, AL1G58300, AL9U11340, AL5G23870, AL9U11700, AL6G30690, AL1G40130, AL1G58550, AL1G29700	g53521
OG0000279	AL6G48470	g52217, g11045, g757, g47019, g545, g29414, g50555, g22903, g26848, g30825, g17765, g50710
OG0000280	AL4G22740	g35653, g17706, g14479, g49085
OG0000280	AL8G22250, AL4G15190, AL7G41800, AL5G26830, AL7G30940	g4161, g52352
OG0000280	AL5G38160	g38418, g13780, g13779, g35954, g40910, g27822, g34932, g28520, g28738, g45012, g1417, g27784, g24540, g18154, g25731, g10437, g23746, g45214, g51852, g17061, g13198, g54330, g26144, g32501, g40907, g3101, g14275, g27471, g10753, g38419, g40619, g41680, g51065, g3102, g13781, g28519, g45013, g27783, g26141, g32500, g13197, g14276, g24627, g40113, g14339, g4039, g11315, g2198, g53398, g11546, g23839, g23865, g44439, g25659, g34781, g5758, g25732, g37098, g1164, g6911, g3091, g34941, g53473, g49339, g12351, g14062, g11985
OG0000281	AL1G57560, nbis-gene-1332	g36419
OG0000282	AL6G17840	g5538
OG0000282	AL6G17860	g45483
OG0000282	AL6G17870	g29622
OG0000284	AL3G16620	g12521
OG0000285	AL1G49470, AL9U10420	g449
OG0000287	AL249U10050, AL3G34960, AL249U10040	g13375
OG0000290	AL3G31960	g11997
OG0000290	AL8G42910	g16860
OG0000294	AL3G30460	g6947
OG0000294	AL6G51460	g39522, g25429
OG0000294	AL1G11840	g26892
OG0000295	AL3G27000	g12173, g12193, g12167, g12172
OG0000296	AL1G56900	g40743
OG0000297	AL8G37040	g41326
OG0000298	AL3G51650	g34492
OG0000299	nbis-gene-617	g27806
OG0000299	nbis-gene-314, nbis-gene-311, nbis-gene-312	g29744, g53412
OG0000300	AL3G42960, AL3G42950	g13574, g6349
OG0000300	AL3G42940, AL3G43030, AL3G42930	g53214, g52576, g53200, g11641
OG0000301	AL1G50970	g14672, g43509, g3110, g32825, g11542, g25301, g30948, g40323
OG0000304	AL4G18170	g40529, g40528, g40527
OG0000305	AL7G43260	g11714, g36309, g41674, g35033, g35914, g24891, g36256, g22612, g8723, g35179, g4978, g8221, g53432, g14261, g11489, g26043, g43325, g681, g24382, g53856, g36863, g35310, g35180, g1725, g14866, g15565, g46617, g36308, g26275, g3099, g14634, g4432, g26044, g35034, g43324, g14621, g14865, g15566, g26276, g11794, g35998, g35872, g28956, g46616, g14635, g36310, g680, g34704, g8722, g8220, g34355, g4410, g35178, g8232, g8732, g43057, g22613, g35913, g53431, g35035, g14620, g14864, g15567, g36255, g53430, g51818, g16345, g51819, g28955, g682, g24587, g4423, g34703, g4409, g28251, g37815
OG0000308	AL2G32570	g44591
OG0000310	AL8G35710	g19547, g28753
OG0000310	AL71U10060, AL8G36700, AL8G36790	g41320, g28797, g28774, g28802, g859
OG0000311	AL6G27540	g45737
OG0000311	AL1G55110	g36325
OG0000311	AL3G30980	g6918, g13293
OG0000311	AL7G46360	g46788
OG0000311	AL2G23890	g45009
OG0000314	AL1G14460	g26947, g49462
OG0000314	AL1G14470	g30904
OG0000314	AL4G28660	g51329
OG0000315	AL6G36390, AL5G15440	g16098
OG0000316	AL3G14810	g37360, g37362, g37913, g17870
OG0000319	AL1G18260	g28817, g849, g41323, g31094, g49601, g27017
OG0000321	AL7G46030	g32189
OG0000321	AL7G46410	g14307
OG0000321	AL7G46130, AL7G38390, AL7G38360, AL7G46040, AL7G46050, AL7G46160, AL7G46150	g46809
OG0000322	AL2G38770	g46450
OG0000322	AL4G38060, AL4G38120, AL6G43180, AL1G51540	g51878, g53520
OG0000323	AL7G25030	g23616
OG0000325	nbis-gene-1635, nbis-gene-811	g11614
OG0000325	AL3G47030	g53445
OG0000327	AL5G18190, AL5G18170, AL5G35660, AL5G35670	g11293, g11292, g11294
OG0000328	AL7G41460	g24521, g24516, g24520
OG0000330	AL5G42230, AL5G42220	g1956
OG0000331	AL4G19750	g33150
OG0000332	AL6G31300, AL6G31290	g41419
OG0000332	AL8G15650, AL1G57580	g54159
OG0000334	AL5G34800	g2329
OG0000334	AL4G34640	g37230
OG0000334	AL6G50700	g16596
OG0000335	nbis-gene-691	g27709
OG0000336	AL2G32700	g44586
OG0000336	AL2G32660, AL2G32680	g17997, g17998
OG0000336	AL1G29940	g31719
OG0000336	AL2G32630	g44587
OG0000338	AL1G20120, AL1G20240, AL1G67290, AL2G18590, nbis-gene-1385	g31209, g27091, g31190, g27095
OG0000339	AL4G45180	g52289
OG0000340	AL2G24960, AL4G42300	g38215
OG0000340	AL4G42310	g37505
OG0000342	AL7G47550	g53972
OG0000342	AL7G47540	g53971
OG0000342	AL7G48670	g43783
OG0000344	AL6G37960	g10089
OG0000345	AL1G24140	g49843
OG0000345	AL1G24120	g27193
OG0000345	AL1G24130	g51206
OG0000347	AL3G39810	g12309
OG0000348	AL5G34600	g10623
OG0000348	AL1G38780, AL6G38420	g15621, g48271, g41887, g15633
OG0000349	AL7G15370	g18231
OG0000349	AL3G50670, AL3G27490	g13748, g13750
OG0000351	AL3G26860	g45238
OG0000352	AL1G29120, AL2G15830, AL2G16300, AL2G16290, AL2G41010	g31677
OG0000353	AL1G24220	g32289
OG0000355	AL7G40680, AL7G40710	g24488, g24484, g24489, g47089, g47088, g38275
OG0000355	nbis-gene-616	g17931
OG0000355	AL2G25940, AL2G25930	g38274
OG0000356	AL6G40090, AL6G38970, AL6G40080, AL6G38960	g35508, g18523, g37782, g4812, g4800, g4814
OG0000358	AL1G13870	g49447, g30863, g26927
OG0000358	AL390U10020, AL6G19900	g29557, g39719
OG0000358	AL6G19890	g45514
OG0000360	AL8G44500	g9658
OG0000361	AL3G23020	g7378
OG0000362	AL3G39500, AL1G49160	g49471
OG0000364	AL1G45660	g53150
OG0000368	AL7G13510	g22842
OG0000368	AL7G13520	g16342
OG0000368	AL2G24410, AL2G24540	g47982
OG0000368	nbis-gene-1705	g47983
OG0000370	AL7G27830, AL7G27840	g47536
OG0000371	AL1G39190, AL4G46780	g7650, g11474
OG0000372	AL7G25660, AL7G25650, AL7G25640	g17100, g17096, g17097, g17099
OG0000374	AL1G58830, AL1G59360, AL1G52250, AL1G59380	g11643
OG0000375	nbis-gene-1892	g48208, g14223, g52947, g3108, g16394, g50171, g42615, g42603, g33448, g21074, g4061, g42646, g42563, g38790, g8205, g43218, g42572, g36651, g35364, g19682, g30063, g3537, g3212, g51093, g38795, g5038, g4177, g52598, g29995, g48653, g26624, g48259, g19950, g21493, g48657, g8258, g39220, g8262, g39215, g24687, g34607, g21098, g48665, g8661, g42247, g21121, g32652, g8726, g53031, g18220, g43175, g16395, g9274, g51094, g50170, g10992, g52618, g21410, g3022, g20854, g30360, g5039, g52746, g48301, g53373, g52740, g4469, g8162, g51949, g14369, g42072, g42801, g4399, g26363, g26365, g26392, g3294, g26361, g46158, g14803, g35194, g21142, g20921, g22496, g38764, g35387, g26394, g30717, g48695, g48702, g30530, g52639, g4446, g8543, g17666, g26625, g20870, g42915, g33466, g20889, g22077, g14995, g33232, g3367, g3661, g15019, g52447, g39219, g30516, g52420, g26850, g33625, g14994, g43653, g42651, g3440, g52438, g38794
OG0000376	AL7G53050	g14641, g23525
OG0000377	AL2G15870	g41000
OG0000379	AL8G20780, AL4G19350, AL3G53690, AL1G45680, AL1G45700, AL446U10030	g41816
OG0000382	AL6G51150	g25452
OG0000382	AL1G65940	g41120
OG0000382	nbis-gene-54	g31165
OG0000383	AL4G21310	g32362, g32361
OG0000383	AL1G42200, AL1G42220	g50490
OG0000386	AL5G34190, AL5G22370	g2365
OG0000386	AL5G14950	g10579
OG0000387	AL4G34310	g52116
OG0000387	AL4G41930, AL7G36780, AL4G42180, AL4G41950	g37493, g37492
OG0000388	AL8G28420, nbis-gene-998	g16088, g53768, g43755
OG0000388	nbis-gene-1582	g22154
OG0000390	AL8G29440, AL1G33150	g35026, g34348, g34350, g28458, g28439, g35303
OG0000390	AL3G42690	g6787
OG0000390	AL3G30610	g13288
OG0000391	AL1G35830	g27516
OG0000392	AL7G52750	g11310
OG0000392	nbis-gene-1341	g11364
OG0000396	AL5G17950	g10425
OG0000396	AL5G17990	g4323
OG0000398	AL3G25610, AL1G63260	g27985, g54333
OG0000400	AL3G39690, AL3G39670, AL133U10030, AL4G45790, AL5G17810, AL5G17830, AL5G27910, AL8G22320, AL34U10080, nbis-gene-633, AL8G22310, AL5G17850	g50668
OG0000403	AL2G16410	g44123
OG0000403	AL2G16360, AL2G16550, AL2G16330, AL2G16320, AL2G16340	g44131, g44135, g17396
OG0000404	AL4G32260, AL3G23060, AL5G33360	g51571
OG0000406	AL6G27980, AL6G27990, AL6G28000	g5012, g5008
OG0000408	AL4G15330	g50999
OG0000409	AL1G49360, nbis-gene-145	g49864
OG0000409	AL1G32050	g23221
OG0000409	AL4G38000, AL4G38030	g23783
OG0000410	AL2G14910, AL2G14860	g1733, g24568, g44176
OG0000411	AL3G43130	g13575
OG0000411	AL7G31720	g23976, g17311
OG0000412	AL8G30090	g28489
OG0000412	AL7G25590	g47623
OG0000413	AL7G26630, AL8G32300	g12238
OG0000414	AL1G39370	g27592
OG0000414	AL1G39340, AL1G39380, AL1G39360, AL1G39330	g50367
OG0000414	AL7G33350	g47348
OG0000416	AL4G26970, AL4G27140	g37911
OG0000416	AL1G15520, AL4G15340	g49506, g50636
OG0000419	AL7G51660	g53832
OG0000420	AL4G37990, AL4G38020	g23784
OG0000420	AL7G22800, AL7G22830, AL7G22850, nbis-gene-910	g13846
OG0000421	nbis-gene-1951	g46706
OG0000421	AL7G51280	g53730, g46707
OG0000422	AL1G20020	g49629, g49628
OG0000422	nbis-gene-56	g27081
OG0000423	AL2G32410	g12212
OG0000423	AL1G63030, AL3G26100	g27989, g54339
OG0000425	AL1G61300	g36594, g54279
OG0000425	AL9U10560, AL5G13880, AL5G13890, AL5G13910, AL5G13900, AL5G13870, AL1G53940, AL3G23600	g13131
OG0000426	AL4G19060	g49078, g28337, g53936, g25486, g44392
OG0000426	AL6G40730	g14467
OG0000427	AL2G39050	g23603
OG0000429	AL6G37110	g598
OG0000429	AL6G21860	g45564, g29450
OG0000429	AL7G19450	g23276
OG0000430	AL3G49230	g6127
OG0000431	AL2G17860	g44045
OG0000431	AL1G20710	g27100
OG0000431	AL1G20700	g31232
OG0000432	AL8G27110	g39358
OG0000432	AL7G26330	g47588, g17129, g23688
OG0000433	AL8G26720, AL2G21220	g18132, g16748
OG0000433	AL2G21170, AL2G21190, AL2G21150	g16614
OG0000433	AL1G67500	g44024, g44018
OG0000435	nbis-gene-139	g46992, g26157, g46989
OG0000436	AL7G26730	g39339, g1080
OG0000437	AL1G47980	g16334
OG0000437	AL1G48070	g16330
OG0000437	AL3G46500	g18485
OG0000437	AL1G47970	g32687
OG0000437	AL4G19020	g50713
OG0000439	AL5G41390	g2023
OG0000439	AL4G26640	g51246
OG0000440	AL3G13070	g12773
OG0000440	AL3G13080	g36390
OG0000441	AL3G29280	g12084, g12086, g12087, g12083
OG0000441	AL3G29250	g12089
OG0000442	AL4G11220	g38515
OG0000446	AL8G39430	g353
OG0000446	AL1G26290	g27266
OG0000447	AL3G27410	g7121
OG0000448	AL8G11320	g40670
OG0000448	AL8G11330	g10911
OG0000449	AL8G36460	g1293, g28780, g41309
OG0000449	AL5G24720	g19572
OG0000449	AL8G36450	g41304
OG0000450	nbis-gene-331	g32550
OG0000450	AL6G37670	g6331
OG0000450	AL2G20190	g21393
OG0000452	AL8G20400	g47740
OG0000452	AL7G21870, AL2G21060, AL2G21950	g47741, g47742, g23417
OG0000453	nbis-gene-13, AL1G59860	g54240
OG0000453	AL8G41530	g54231, g33385
OG0000454	AL8G27180, AL8G27190, AL8G27200	g890
OG0000456	AL7G42530, AL9U10270	g5590
OG0000457	AL6G23240	g16865
OG0000457	AL8G28090	g28419
OG0000457	AL7G50120	g28417, g28418
OG0000459	AL7G33050, AL7G33120, AL7G33100	g24037
OG0000461	AL4G34630	g51663
OG0000461	AL1G10020	g49273
OG0000461	AL1G10010	g30720, g1438
OG0000462	nbis-gene-883, AL6G26180	g6231
OG0000463	AL5G25690	g11422
OG0000463	AL5G25650, AL5G25640	g11421
OG0000466	AL2G28010	g12390
OG0000468	AL5G35780	g19139, g11288
OG0000468	AL4G36250	g37303
OG0000471	AL1G42810	g50497
OG0000471	AL1G42800, AL1G42830	g50496
OG0000472	AL7G49750	g46683, g46681
OG0000472	AL7G49760	g18100
OG0000474	AL6G35020	g502, g2678, g19454, g19442, g9989
OG0000475	AL2G12230, AL2G12220, nbis-gene-378, nbis-gene-377, AL2G12270, AL2G12320, AL2G12300	g45250
OG0000477	AL3G50240	g5569
OG0000478	AL3G47620, AL3G49550	g40973, g23602
OG0000481	AL2G14390	g40945
OG0000481	AL7G43190, AL3G48460	g24644
OG0000482	AL7G52170, AL7G52150, AL7G52160	g46747, g18097, g18041, g44922, g44926, g41800
OG0000483	AL8G30960	g39375
OG0000484	AL6G28990	g29022
OG0000487	AL3G14390, AL1G14130, AL4G29020	g12606, g30872, g12810, g7774, g7765
OG0000488	AL5G33030	g11331
OG0000489	AL3G16350, AL3G16370, AL3G16360	g31982, g32989
OG0000489	AL6G49260	g25938, g25526
OG0000491	AL8G10030	g21423, g1408
OG0000492	AL4G20070, AL8G32520, AL8G32530, AL8G32510, AL8G32500	g1343, g1338, g43635
OG0000497	AL1G53460	g36932, g52937, g16337
OG0000498	AL8G28110	g28420, g918
OG0000498	AL7G24740	g23591
OG0000499	AL7G36030	g24192
OG0000499	AL3G26790	g13215, g12179
OG0000501	AL1G49900	g32899
OG0000501	AL132U10030, nbis-gene-1313	g2874
OG0000503	AL7G49060	g17492
OG0000504	AL6G11890, AL4G36740	g37317
OG0000504	AL3G20680	g13045, g12397, g7487
OG0000505	AL6G36840, AL6G36790, AL6G36770	g10041
OG0000506	AL3G46310, AL2G24380, AL6G16140	g29695
OG0000506	AL2G31500, AL106U10010	g13576
OG0000506	AL2G31490	g44625, g16494, g45982
OG0000507	AL3G39130, AL3G29480	g16066, g16061
OG0000508	nbis-gene-1128	g37276
