Orthogroup	Arabidopsis_lyrata_Rawat	Aethionema_saxatile
OG0013497	AL4G42340	As005G103790
OG0013498	AL4G42140	As005G103930
OG0013499	AL4G41990	As005G103990
OG0013500	AL4G41910	As005G104060
OG0013501	AL4G41670	As005G104270
OG0013502	AL4G41610	As005G104350
OG0013503	AL4G41580	As005G104400
OG0013504	AL4G41260	As005G104650
OG0013505	AL5G40260	As012G284770, As005G104860
OG0013506	AL4G40480	As005G105120
OG0013507	AL4G40580	As005G105200
OG0013508	AL4G40010	As005G105780
OG0013509	AL4G40000	As005G105790
OG0013510	AL6G10780	As005G106680, As006G142210
OG0013511	AL6G10870	As005G106770
OG0013512	AL6G11040, AL6G14050	As005G106950
OG0013513	AL6G11160	As005G107000
OG0013514	AL6G11210	As005G107090
OG0013515	AL6G11310	As005G107170
OG0013516	AL6G11390	As005G107220
OG0013517	AL6G11470	As005G107320
OG0013518	AL6G11530	As005G107370
OG0013519	AL6G11860	As005G107660
OG0013520	AL6G12100	As005G107880
OG0013521	AL6G12090	As005G107890
OG0013522	AL6G12810	As005G108330
OG0013523	AL6G12840	As005G108350
OG0013524	AL6G13040	As005G108430
OG0013525	AL6G13150	As005G108530
OG0013526	AL6G13160	As005G108540
OG0013527	AL6G13250	As005G108670
OG0013528	AL6G13390	As005G108790
OG0013529	AL6G13580	As005G108950
OG0013530	AL6G13590	As005G108960
OG0013531	AL6G13760	As005G109160
OG0013532	AL6G13810	As005G109240
OG0013533	AL6G13840	As005G109270
OG0013534	AL6G13860	As005G109320
OG0013535	AL6G13880	As005G109350
OG0013536	nbis-gene-1455	As005G109360
OG0013537	AL6G31500	As005G110400
OG0013539	AL6G31130	As005G110580
OG0013540	AL6G32120	As005G111850
OG0013541	AL6G32130	As005G111940
OG0013542	AL6G32590	As005G112550
OG0013543	AL6G32910	As005G112980
OG0013544	AL6G32980	As005G113090
OG0013545	AL6G33000	As005G113100
OG0013546	AL6G33110	As005G113200
OG0013547	AL6G33930	As005G113690
OG0013548	AL6G33940	As005G113700
OG0013549	AL6G33990	As005G113760, As005G113740
OG0013550	nbis-gene-2190	As005G113970
OG0013551	AL8G37320	As005G113990
OG0013552	AL8G37310	As005G114000
OG0013553	AL8G37220	As005G114110
OG0013554	AL8G37130	As005G114190
OG0013556	AL8G35980	As005G115580
OG0013557	AL8G35910	As005G115640
OG0013558	AL8G35890	As005G115650
OG0013560	AL5G26320	As005G115980
OG0013561	AL8G40290	As005G116140
OG0013562	AL8G40370	As005G116210
OG0013563	AL8G40620	As005G116470
OG0013564	AL8G40760	As005G116600
OG0013565	AL8G40990	As005G116710
OG0013566	AL8G41250	As005G116930
OG0013567	AL8G41310	As005G117020
OG0013569	AL8G41460	As005G117170
OG0013570	AL8G41600, AL8G41570	As005G117240
OG0013571	AL8G41640	As005G117280
OG0013572	AL8G41740	As005G117380
OG0013573	AL8G41780	As005G117410
OG0013574	AL8G41840	As005G117480
OG0013575	AL8G41910	As005G117520
OG0013576	AL8G42000	As005G117580
OG0013577	AL3G51750	As005G117710
OG0013578	AL8G42180	As005G117760
OG0013579	AL8G42240	As005G117800
OG0013580	AL8G42550	As005G118140
OG0013581	AL8G42720	As005G118280
OG0013582	AL8G43030	As005G118530
OG0013583	AL8G43440	As005G118790
OG0013584	AL8G43450	As005G118800
OG0013585	AL8G43480	As005G118820
OG0013586	AL8G43570	As005G118910
OG0013587	AL8G43660	As005G118990
OG0013588	AL8G43780	As005G119100
OG0013589	AL8G43810	As005G119120
OG0013590	AL8G43840	As005G119150
OG0013592	AL8G44040	As005G119340
OG0013593	AL8G44110	As005G119410
OG0013594	AL8G44180	As005G119470
OG0013595	AL8G44210	As005G119530, As005G119920, As005G119520, As005G119510
OG0013596	AL8G44230	As005G119550
OG0013597	nbis-gene-535, AL8G44390	As005G119660
OG0013598	AL8G44630	As005G119830
OG0013599	AL8G44640	As005G119840
OG0013600	AL8G44750	As005G119960
OG0013601	AL8G44870	As005G120100
OG0013602	AL8G45180	As005G120440
OG0013603	AL8G45260	As005G120560
OG0013604	AL8G45340	As005G120630
OG0013605	AL8G45460	As005G120730
OG0013606	AL8G45500	As005G120770
OG0013607	AL472U10010, AL8G45590	As005G120830
OG0013608	AL8G45610	As005G120850, As005G120860
OG0013609	AL6G53380	As006G121110
OG0013610	AL6G53350	As006G121130
OG0013611	AL6G53330	As006G121150
OG0013612	AL6G52710	As006G121220
OG0013613	AL6G52950	As006G121410
OG0013614	AL6G53140	As006G121610
OG0013615	AL6G53160	As006G121630
OG0013616	AL6G53170	As006G121640
OG0013617	AL6G52240	As006G121970
OG0013618	AL6G52340	As006G122050
OG0013619	AL6G52350	As006G122060
OG0013620	AL6G52440	As006G122130
OG0013621	AL6G52480	As006G122160
OG0013622	AL6G52010	As006G122330
OG0013623	AL6G51660	As006G122580
OG0013624	AL6G51620	As006G122610
OG0013625	AL6G51370	As006G122630
OG0013626	AL6G51390	As006G122650
OG0013627	AL6G51350	As006G122780
OG0013628	AL6G51250	As006G122830
OG0013629	AL6G51240	As006G122840
OG0013630	AL6G51170	As006G122880
OG0013631	AL1G12110	As006G123010
OG0013632	AL6G50760	As006G123160
OG0013633	AL6G50370	As006G123470
OG0013634	AL6G50110	As006G123640
OG0013635	AL6G50120	As006G123650
OG0013636	AL6G50130	As006G123660
OG0013637	AL6G50010	As006G123740
OG0013638	AL6G49990	As006G123760
OG0013639	AL6G49900	As006G123820
OG0013640	AL6G49760	As006G123950
OG0013641	AL6G49740	As006G123970
OG0013642	AL6G49590	As006G124100
OG0013643	nbis-gene-1656	As006G124150
OG0013644	AL6G49480	As006G124160
OG0013645	AL8G15820	As006G124340
OG0013646	AL8G15970	As006G124490
OG0013647	AL8G16010	As006G124510
OG0013648	AL8G16130	As006G124590
OG0013649	AL8G16400	As006G124830
OG0013650	AL8G16640	As006G124940
OG0013651	AL8G16870	As006G125060
OG0013652	AL8G16980	As006G125100
OG0013653	AL4G28730	As006G125480
OG0013654	AL4G29530, AL4G28820	As006G125500
OG0013655	AL4G28880	As006G125550
OG0013656	AL4G28900	As006G125570
OG0013657	AL4G27690	As006G125640
OG0013658	AL4G28440	As006G126010
OG0013659	AL4G27880	As006G126280
OG0013660	AL4G27810	As006G126340
OG0013661	AL4G27500	As006G126370
OG0013662	AL4G27490, AL103U10020	As006G126380
OG0013663	AL4G27360	As006G126480
OG0013664	AL4G27320	As006G126720
OG0013665	AL4G27230, AL80U10010	As006G126820
OG0013666	AL4G27180	As006G126860
OG0013667	AL4G27000	As006G127000
OG0013668	AL4G26400	As006G127460
OG0013669	AL4G26370	As006G127490
OG0013670	AL4G26200	As006G127600
OG0013671	AL4G25880	As006G127720
OG0013672	AL4G25830	As006G127790
OG0013673	AL4G25690, AL4G25710	As006G127850
OG0013674	AL4G25620	As006G127880
OG0013675	AL4G25490	As006G127950
OG0013676	AL4G25190	As006G128180
OG0013677	AL4G25120	As006G128250
OG0013678	AL8G26330	As006G128440
OG0013679	AL4G24680	As006G128590
OG0013680	AL4G24410, AL2G20350	As006G128700
OG0013681	AL4G24370	As006G128730
OG0013682	AL4G23610	As006G129130
OG0013683	AL4G23370	As006G129380
OG0013684	AL7G10350	As006G129760
OG0013685	AL4G21730	As006G129910
OG0013686	AL4G21860	As006G129980
OG0013687	AL4G22110	As006G130140
OG0013688	AL4G22120	As006G130160
OG0013689	AL4G22270	As006G130210
OG0013690	AL4G22330	As006G130230
OG0013691	AL4G22660, AL345U10010	As006G130390
OG0013692	AL4G20450	As006G130510
OG0013694	AL4G21150	As006G130770
OG0013695	AL4G21280	As006G130840
OG0013696	AL4G19970	As006G131150, As006G131120
OG0013697	AL4G19960	As006G131160, As006G131180
OG0013698	AL4G19740	As006G131210
OG0013699	AL8G25470	As006G131270
OG0013700	AL4G19590	As006G131320
OG0013701	AL4G19630	As006G131370
OG0013702	AL4G25250	As006G131390
OG0013703	AL1G53850	As006G131410
OG0013704	AL4G19470	As006G131450
OG0013705	AL4G19340	As006G131540
OG0013706	AL4G19190	As006G131620
OG0013707	AL4G18930	As006G131680
OG0013708	AL4G18820	As006G131750
OG0013709	AL3G13880	As006G137250, As006G131770
OG0013710	AL4G18400	As006G131850
OG0013711	AL4G18220	As006G131910
OG0013712	AL4G18030	As006G131960
OG0013713	AL4G17960	As006G131990
OG0013714	AL4G17350	As006G132200
OG0013715	AL7G25230	As006G132220
OG0013716	AL7G25850	As006G132700
OG0013717	AL3G10840	As006G132750
OG0013718	AL2G15040	As006G133210
OG0013719	AL3G10330	As006G133250
OG0013720	AL3G10300	As006G133290
OG0013721	AL3G10290	As006G133300
OG0013722	AL3G10210	As006G133370
OG0013723	AL6G10100	As006G133810
OG0013724	AL6G10150	As006G133910
OG0013725	AL6G10200	As006G133960
OG0013726	AL6G10230	As006G134010
OG0013727	AL8G31860, AL191U10020	As006G134150
OG0013728	AL8G30600	As006G134450
OG0013729	AL3G11180	As006G134990
OG0013730	AL3G11200	As006G135010
OG0013731	AL3G11470	As006G135220
OG0013733	AL5G13640, AL3G11730	As006G135420
OG0013734	AL8G20910	As006G135570
OG0013735	AL3G12090	As006G135700
OG0013736	AL3G12420	As006G135980
OG0013737	AL3G12820	As006G136230
OG0013738	AL3G12890	As006G136320
OG0013739	AL3G12950	As006G136370
OG0013740	AL7G25570	As006G136450
OG0013741	AL3G13320	As006G136610
OG0013742	AL3G13500	As006G136810
OG0013743	AL3G13590	As006G136910
OG0013744	AL3G13620	As006G136930
OG0013745	AL3G13780	As006G137170
OG0013746	AL3G13790	As006G137180
OG0013747	AL3G14040	As006G137390
OG0013748	AL3G14350	As006G137500
OG0013749	AL3G14300	As006G137540
OG0013750	AL3G14570	As006G137720
OG0013751	AL3G14580	As006G137730
OG0013752	AL3G14650	As006G137810, As012G286990
OG0013753	nbis-gene-360, AL3G14690	As006G137850
OG0013754	AL3G14970	As006G138020
OG0013755	AL3G15160, AL3G15060	As006G138080
OG0013756	AL3G15290	As006G138190
OG0013757	AL3G15370	As006G138280
OG0013758	AL3G15630	As006G138480, As006G138520
OG0013759	AL3G15850, AL3G15830	As006G138560
OG0013760	AL3G15690	As006G138670
OG0013761	AL3G16330	As006G139050
OG0013762	AL3G16440	As006G139120
OG0013763	AL3G16710	As006G139380
OG0013764	AL3G16730	As006G139400
OG0013765	AL3G17030	As006G139730
OG0013766	AL962U10010, AL3G17340	As006G139990
OG0013767	AL3G17500	As006G140120
OG0013768	AL3G17750	As006G140300
OG0013769	AL3G42790	As006G140330
OG0013770	AL3G17890	As006G140410
OG0013771	AL3G18390	As006G140830
OG0013772	AL3G18700	As006G141130
OG0013773	AL6G45290	As006G141310
OG0013774	AL3G19080	As006G141460
OG0013775	AL3G19100	As006G141480
OG0013776	AL3G19380	As006G141760
OG0013777	AL3G19450	As006G141830
OG0013778	AL3G19680	As006G141970
OG0013779	AL3G19920	As006G142170
OG0013780	AL4G38210	As006G142530
OG0013781	AL4G37880	As006G142790
OG0013782	AL4G37750	As006G142880
OG0013783	AL5G37120	As006G142970
OG0013784	AL4G37510	As006G143050
OG0013785	AL4G37210	As006G143300
OG0013786	AL4G37120	As006G143370
OG0013787	AL4G36990	As006G143470
OG0013788	AL4G36960	As006G143500
OG0013789	AL4G36580	As006G143750
OG0013790	AL4G36450	As006G143820
OG0013791	AL4G36440	As006G143940
OG0013792	AL728U10020, AL4G36360	As006G144040
OG0013793	AL4G21810	As006G144060
OG0013794	AL4G36270	As006G144150
OG0013795	AL4G36160	As006G144240
OG0013796	AL4G36020	As006G144390
OG0013797	AL4G32090	As006G144540
OG0013798	AL4G32390	As006G144830
OG0013799	AL4G32740	As006G145130
OG0013800	AL4G32850	As006G145210
OG0013801	AL4G32960	As006G145300
OG0013802	AL4G33040	As006G145390
OG0013804	AL4G33200	As006G145510
OG0013805	AL4G33330	As006G145590
OG0013806	AL4G33670	As006G145940
OG0013807	AL4G34060	As006G146360
OG0013808	AL4G34150	As006G146380
OG0013809	AL4G34590	As006G146730
OG0013810	AL4G35060	As006G147910
OG0013811	AL4G35050	As006G147930
OG0013812	AL4G35000	As006G147950
OG0013813	AL7G43860	As006G148390
OG0013814	AL4G31880	As006G148770
OG0013816	AL1G27320	As007G151890
OG0013817	AL1G28410	As007G152790
OG0013818	AL1G28690	As007G153000, As010G242510
OG0013819	AL6G51080, nbis-gene-1666, AL1G28710	As007G153020
OG0013820	AL1G28790	As007G153080
OG0013821	AL1G28900	As007G153160
OG0013822	AL1G29000	As007G153240
OG0013823	AL1G25410	As007G153550
OG0013824	AL1G29390	As007G153600
OG0013825	AL1G29570	As007G153750
OG0013826	AL1G29580	As007G153760
OG0013828	AL1G29670	As007G153900
OG0013829	AL1G30100	As007G154180
OG0013830	AL1G30230	As007G154340
OG0013831	AL1G30650	As007G154520
OG0013832	AL1G30470	As007G154680
OG0013833	AL1G30350	As007G154740
OG0013834	AL1G30330	As007G154770
OG0013835	AL1G30810	As007G154800
OG0013836	AL1G31040	As007G155030
OG0013837	AL1G31690	As007G155500
OG0013838	AL1G31730	As007G155540
OG0013839	AL1G31750	As007G155550
OG0013840	AL1G31820	As007G155610
OG0013842	AL1G31980	As007G155750
OG0013843	AL1G32320	As007G155890
OG0013844	AL1G32350	As007G155910
OG0013845	AL1G32550	As007G156030
OG0013846	AL1G32610	As007G156080
OG0013847	AL1G32860	As007G156230
OG0013848	AL1G33440	As007G156640
OG0013849	AL1G33810	As007G156850
OG0013850	AL1G34050	As007G157030
OG0013851	AL1G34450	As007G157270
OG0013852	AL1G34540	As007G157360
OG0013853	AL1G34550	As007G157370
OG0013854	AL1G34700	As007G157520
OG0013855	AL1G34740	As007G157600
OG0013856	AL1G34830	As007G157680, As009G209870
OG0013857	AL1G34920	As007G157760
OG0013858	AL1G35490	As007G158100
OG0013859	AL1G36280	As007G158820
OG0013860	AL1G36290	As007G158830
OG0013861	AL1G36320	As007G158850
OG0013862	AL1G36340	As007G158870, As010G234440
OG0013863	AL1G37160	As007G159510
OG0013864	AL1G37910	As007G159930, As007G159920
OG0013865	AL1G37930	As007G159940
OG0013866	AL1G38420	As007G160200, As007G163880
OG0013867	AL1G38770	As007G160450
OG0013868	AL1G38870	As007G160470
OG0013869	AL1G38900	As007G160500
OG0013870	AL1G39090	As007G160630
OG0013871	AL1G39210	As007G160740
OG0013872	AL1G39570	As007G161040
OG0013873	AL1G39590	As007G161060
OG0013874	AL1G39730	As007G161160
OG0013875	AL1G40400	As007G161790
OG0013876	AL2G26250	As007G161990
OG0013877	AL1G40610	As007G162020
OG0013878	AL1G40720	As007G162120
OG0013879	AL1G52580	As007G162340
OG0013880	AL7G28790	As007G162880
OG0013881	AL7G28670	As007G163020
OG0013882	AL7G28460	As007G163460
OG0013883	AL7G28450	As007G163480
OG0013884	AL7G28300	As007G163720
OG0013885	nbis-gene-1781	As007G164350
OG0013886	AL7G27990	As007G164420
OG0013887	nbis-gene-1780	As007G164460
OG0013888	AL7G19140, nbis-gene-1732	As007G166900
OG0013889	AL4G16580	As007G167130
OG0013890	AL4G16220	As007G176850
OG0013891	AL4G16260	As007G176860
OG0013892	AL4G16180	As007G176890
OG0013893	AL7G18440	As007G176960
OG0013894	AL4G16050	As007G177050
OG0013895	AL4G16040	As007G177060
OG0013896	nbis-gene-1575, AL3G45060, AL1G49020, AL1G49010	As007G177140
OG0013897	AL4G15870	As007G177550
OG0013898	AL4G16310	As007G177690
OG0013899	AL4G16400	As007G177720
OG0013900	AL4G13660	As007G179250
OG0013901	AL4G12700	As007G179820
OG0013902	AL2G36170	As007G179990, As010G237370
OG0013903	AL2G36160	As010G237390, As007G180000
OG0013904	AL4G12200	As007G180040
OG0013905	AL4G11960	As007G180260
OG0013906	AL4G11760	As007G180410
OG0013907	AL4G11330	As007G180570
OG0013908	AL4G11310	As007G180590
OG0013909	AL4G11260	As007G180630
OG0013910	AL4G11000	As007G180700
OG0013912	AL4G10460	As007G181750, As007G181400
OG0013913	AL4G10180	As007G181980
OG0013914	AL1G28330	As007G182270
OG0013915	AL1G27280	As008G182290
OG0013916	AL1G26700	As008G182730
OG0013917	nbis-gene-84	As008G182740
OG0013918	AL1G26530	As008G182840
OG0013919	AL1G26230	As008G183060
OG0013920	AL1G26070	As008G183170
OG0013921	AL1G25610	As008G183550
OG0013922	AL1G25570	As008G183570
OG0013923	AL1G25480	As008G183690
OG0013924	AL1G25420	As008G183800
OG0013925	AL1G25280	As008G183900
OG0013926	AL1G25000	As008G183970
OG0013927	AL1G24650	As008G184330
OG0013928	AL1G24360	As008G184540
OG0013929	AL1G24340	As008G184570
OG0013930	AL1G23210	As008G185340
OG0013931	AL1G23080	As008G185470
OG0013932	AL1G23070	As008G185480
OG0013933	AL1G22920	As008G185630
OG0013934	AL1G22840	As008G185700
OG0013935	AL1G22070	As008G186520
OG0013936	AL1G21980	As008G186580
OG0013937	AL1G21710	As008G186770
OG0013938	AL3G42450	As008G186890
OG0013940	AL6G40570	As008G187070
OG0013941	AL1G20460	As008G187580
OG0013942	AL1G20510	As008G187630
OG0013943	AL1G20140	As008G188160
OG0013944	AL1G20100	As008G188210
OG0013945	AL1G19990	As008G188310
OG0013946	AL1G19950	As008G188350
OG0013947	AL1G19900	As008G188370
OG0013948	AL1G19830	As008G188420
OG0013949	AL1G19770	As008G188510
OG0013950	AL1G19070	As008G190280
OG0013951	AL1G18950	As008G190340
OG0013952	AL1G18900	As008G190650
OG0013953	AL1G18820	As008G190930
OG0013954	AL5G39400	As008G191740
OG0013955	AL1G18130	As008G191810
OG0013956	AL1G17610	As008G192690
OG0013957	AL1G17530	As008G192820
OG0013958	AL1G17400	As008G192950
OG0013959	AL1G17240	As008G193040
OG0013960	AL1G17080	As008G193150
OG0013961	AL1G17070	As008G193160
OG0013962	AL1G16740	As008G193390
OG0013963	AL1G16450	As008G193690
OG0013964	AL1G16280	As008G193880
OG0013966	AL1G15730	As008G194420
OG0013967	AL1G15570	As008G194600
OG0013968	AL1G15500	As008G194700
OG0013969	AL1G15110	As008G194950
OG0013970	AL1G14810	As008G195380
OG0013971	AL1G14660	As008G195590
OG0013972	AL1G14620	As008G195630
OG0013973	AL1G14450	As008G195860
OG0013974	AL1G14180	As008G196050
OG0013975	AL1G13930	As008G196280
OG0013976	AL1G13840	As008G196360
OG0013977	AL1G13800	As008G196430
OG0013978	AL1G12960	As008G197020
OG0013979	AL1G12650	As008G197330
OG0013980	AL1G12510	As008G197450
OG0013981	AL1G12480	As008G197480
OG0013982	nbis-gene-27	As008G197830
OG0013983	AL4G39680	As008G198220
OG0013984	AL1G11480	As008G198360
OG0013985	AL1G11320	As008G198500
OG0013986	AL1G11280	As008G198520
OG0013987	AL1G11250	As008G198550
OG0013988	AL1G11220	As008G198570
OG0013989	AL1G11160	As008G198610
OG0013990	nbis-gene-20	As008G198710
OG0013991	AL1G10900	As008G198750
OG0013992	AL1G10710	As008G199020
OG0013993	AL1G10490	As008G199210
OG0013994	AL1G10470	As008G199240
OG0013995	AL4G40380	As008G199270
OG0013996	AL1G10410	As008G199300
OG0013997	AL5G27440	As008G199560
OG0013998	AL1G10040	As008G199670
OG0013999	AL6G24630	As009G199800
OG0014000	AL6G25350	As009G199870
OG0014001	AL6G30550	As009G199940
OG0014002	AL6G25190	As009G199970
OG0014003	AL6G25160	As009G200000
OG0014004	AL6G24760	As009G200300
OG0014005	AL6G25560	As009G200520
OG0014006	AL6G26330	As009G201060
OG0014007	AL6G26530	As009G201480
OG0014008	AL6G26540	As009G201490
OG0014009	AL6G26550	As009G201500
OG0014010	nbis-gene-1523	As009G201540
OG0014011	AL6G26630	As009G201570
OG0014012	AL6G26790	As009G201730
OG0014013	AL6G26800	As009G201740
OG0014014	AL6G26960	As009G201970
OG0014015	AL6G27060	As009G202080
OG0014016	AL6G27090	As009G202100
OG0014017	AL6G27450	As009G202460
OG0014018	AL6G27720	As009G202620
OG0014019	AL6G27800	As009G202730
OG0014020	AL6G28010	As009G203000
OG0014021	AL6G28220	As009G203030
OG0014022	AL6G28300	As009G203140
OG0014023	AL6G28490	As009G203270
OG0014024	AL6G28480	As009G203280
OG0014025	AL6G28700	As009G203560
OG0014026	AL6G29340	As009G204020
OG0014027	AL2G37320	As009G204070
OG0014028	AL6G29400	As009G204080
OG0014029	AL6G29680	As009G204290
OG0014030	AL6G29750	As009G204360
OG0014031	AL6G29840	As009G204450
OG0014032	AL6G29970	As009G204570
OG0014033	AL6G30290	As009G204750
OG0014034	AL6G30590	As009G205040
OG0014035	AL6G30810	As009G205160
OG0014036	AL6G38510	As009G205480
OG0014037	AL6G38590	As009G205580
OG0014038	AL6G38610	As009G205600
OG0014039	AL6G38630	As009G205620
OG0014040	AL6G38700	As009G205690
OG0014041	AL6G38870	As009G205770
OG0014042	AL8G16580	As009G205960
OG0014043	AL6G39370	As009G206140
OG0014044	AL6G39790	As009G206610
OG0014045	AL6G40560	As009G207020
OG0014046	AL8G22170	As009G208120
OG0014047	AL8G22140	As009G208180
OG0014048	AL8G22020	As009G208390
OG0014049	AL8G21970	As009G208670
OG0014050	AL8G21120	As009G209110
OG0014051	AL8G21770	As009G209440
OG0014052	AL6G24150	As009G210490
OG0014053	AL6G17030	As009G210740
OG0014054	AL6G17190	As009G211140
OG0014055	AL6G17090	As009G211410
OG0014056	AL6G25620	As009G211610
OG0014058	AL6G16740	As009G211800
OG0014059	AL6G16700	As009G211810
OG0014060	AL6G16640	As009G211920
OG0014061	AL8G20040	As009G212020
OG0014062	nbis-gene-1478	As009G212520
OG0014063	AL6G16110	As009G212590
OG0014064	AL6G15980	As009G212680
OG0014065	AL6G15880	As009G212760
OG0014067	AL6G15750	As009G212940
OG0014068	AL6G15650	As009G213020
OG0014069	AL6G15550	As009G213090
OG0014070	AL6G15400	As009G213210
OG0014071	AL6G15370	As009G213240
OG0014072	AL6G15110	As009G213830
OG0014073	AL6G15060	As009G213880
OG0014074	AL6G14500	As009G214040
OG0014075	AL6G14530	As009G214060
OG0014076	AL6G14600	As009G214110
OG0014077	AL6G14620	As009G214120
OG0014078	AL6G14410	As009G214340
OG0014079	AL6G14370	As009G214370
OG0014080	AL6G14290	As009G214430
OG0014081	AL6G14250	As009G214460
OG0014082	AL6G14210	As009G214480
OG0014083	AL6G14000	As009G214660
OG0014084	AL6G38010	As009G214880
OG0014085	AL6G37390	As009G215130
OG0014086	AL6G37400	As009G215200
OG0014087	AL6G37040	As009G215380
OG0014088	AL6G35810	As009G216320, As009G216050
OG0014089	AL6G35920	As009G216160, As011G256820
OG0014090	AL6G35970	As009G216190
OG0014091	AL6G35740	As009G216350
OG0014092	AL6G35670	As009G216390
OG0014093	AL6G35240	As009G216720
OG0014095	AL3G42020	As010G222020, As009G216940
OG0014096	AL6G34220	As009G217430
OG0014097	AL6G34190	As009G217460
OG0014098	AL8G37670	As009G217720
OG0014099	AL8G38140	As009G218060
OG0014100	AL8G38180	As009G218110
OG0014101	AL8G38520	As009G218310
OG0014102	AL7G24420	As009G218330
OG0014103	AL8G38810	As009G218560
OG0014104	AL8G38920	As009G218610
OG0014105	AL8G39200	As009G218830
OG0014106	AL8G39630	As009G219100
OG0014107	AL8G39700	As009G219150
OG0014108	AL8G39730	As009G219180
OG0014109	AL8G39840	As009G219240
OG0014110	AL8G39940	As009G219340
OG0014111	AL8G40070	As009G219440
OG0014112	AL8G40080	As009G219450
OG0014113	nbis-gene-2172	As009G219620
OG0014114	AL8G34870	As009G219750
OG0014115	AL8G34520	As009G220020
OG0014116	AL5G31920	As010G220230
OG0014117	AL5G31860	As010G220260
OG0014118	AL5G31790	As010G220300
OG0014119	AL5G31730	As010G220350
OG0014120	AL5G31460	As010G220510
OG0014121	AL5G31210	As010G220680
OG0014122	AL5G30860	As010G220820
OG0014123	AL5G30850	As010G220830
OG0014124	AL5G30670	As010G220980
OG0014125	AL5G30510	As010G221080
OG0014126	AL5G29900	As010G221390
OG0014127	AL5G29790	As010G221450
OG0014128	AL5G29680	As010G221520
OG0014129	AL5G29160	As010G221810
OG0014130	AL5G29110	As010G221890
OG0014131	AL5G28870	As010G222130
OG0014132	AL5G28600	As010G222180
OG0014133	AL5G28130	As010G222480
OG0014134	AL5G27990	As010G222590
OG0014135	AL5G27640	As010G222880
OG0014136	AL5G27530	As010G222980
OG0014137	AL5G27430	As010G223070
OG0014138	AL6G45300	As010G223130
OG0014139	AL5G27110	As010G223360
OG0014140	AL5G27000	As010G223450
OG0014141	AL5G26710	As010G223610
OG0014142	AL5G26640	As010G223670
OG0014143	AL5G26600	As010G223680
OG0014144	AL5G26210	As010G224070
OG0014145	AL5G26200	As010G224080
OG0014146	AL5G25490	As010G224430
OG0014147	AL5G25280	As010G224560
OG0014148	AL5G25000	As010G224690
OG0014149	AL2G33560	As010G224760, As010G239800
OG0014150	AL5G24520	As010G224910
OG0014151	AL5G24480	As010G224950
OG0014152	AL5G24260	As010G225130
OG0014153	AL5G23900	As010G225300
OG0014154	AL5G23860	As010G225330
OG0014155	AL5G23580	As010G225640
OG0014156	AL5G23470	As010G225710
OG0014157	AL5G23290	As010G225910
OG0014158	AL5G22270	As010G226360
OG0014159	AL5G22190	As010G226380
OG0014160	AL5G22180	As010G226390
OG0014161	AL5G22060	As010G226450
OG0014162	AL4G44880	As010G226470
OG0014163	AL6G41800	As010G227120
OG0014164	AL5G20770	As010G227490
OG0014165	AL2G26300	As010G228100
OG0014166	AL2G26220	As010G228260
OG0014167	AL2G26580	As010G228610
OG0014168	AL2G12750	As010G229030
OG0014169	AL2G26960	As010G229940
OG0014170	AL2G26980	As010G230020
OG0014171	AL2G27530	As010G231210
OG0014172	AL2G27600	As010G231600
OG0014173	AL2G40920	As010G231660
OG0014174	AL2G28360	As010G232280
OG0014175	AL2G28440	As010G232400
OG0014176	AL2G28490	As010G232460
OG0014177	AL2G28510	As010G232480
OG0014178	AL2G28700	As010G232660
OG0014179	AL22U10070	As010G232980
OG0014180	AL2G29640	As010G233270
OG0014181	AL2G30010	As010G233520
OG0014182	AL2G30070	As010G233580
OG0014183	AL2G30690	As010G234030
OG0014184	AL2G30820	As010G234120
OG0014185	AL2G30910, AL1G14060	As010G234200
OG0014186	AL2G31080	As010G234270
OG0014187	AL2G31120	As010G234310
OG0014188	AL2G31290	As010G234500
OG0014189	AL2G31440	As010G234660
OG0014190	AL2G31430	As010G234670
OG0014191	nbis-gene-1644, AL2G31590	As010G234830
OG0014192	AL2G31600	As010G234840
OG0014193	AL2G38510	As010G235250
OG0014194	AL2G37960	As010G235700
OG0014195	AL2G37890	As010G235750
OG0014196	AL2G37790	As010G235850
OG0014197	AL2G37490	As010G236170
OG0014198	AL2G37440	As010G236210
OG0014199	AL2G37280	As010G236330
OG0014200	AL2G37210	As010G236400
OG0014201	AL2G37090	As010G236510
OG0014202	AL2G36890	As010G236710
OG0014203	AL2G36710	As010G236900
OG0014204	AL2G36450	As010G237150
OG0014205	AL2G36120	As010G237430
OG0014206	AL2G36100	As010G237450
OG0014207	AL2G36060	As010G237480
OG0014208	AL2G35880	As010G237620
OG0014209	AL2G35760	As010G237720, As010G237730
OG0014210	AL2G35530	As010G237950
OG0014211	AL2G35250	As010G238240
OG0014212	AL2G35240	As010G238250
OG0014213	AL2G35030	As010G238460
OG0014214	AL2G34990	As010G238490
OG0014215	AL2G34780	As010G238660
OG0014216	AL2G34670	As010G238750
OG0014217	AL2G34580	As010G238840
OG0014218	AL2G34310	As010G239070
OG0014219	AL2G34260	As010G239120
OG0014221	AL2G34120	As010G239250
OG0014222	AL2G34060	As010G239310
OG0014223	AL2G34030	As010G239370
OG0014224	AL2G33820	As010G239500
OG0014225	AL2G33790	As010G239550
OG0014226	AL2G33700	As010G239640
OG0014227	AL2G33670	As010G239680
OG0014228	AL2G33640	As010G239710
OG0014229	AL2G33580	As010G239780
