Orthogroup	Arabidopsis_lyrata_Rawat	Aethionema_saxatile
OG0003012	AL3G39720	As011G256320, As011G256300
OG0003013	AL3G49520, AL7G16170	As011G263620
OG0003014	AL3G51020, AL6G43520, AL7G20270	As011G264920
OG0003015	AL3G48520	As011G266410
OG0003016	AL1G59590, AL3G35270	As012G271370
OG0003017	AL1G59460	As012G271460
OG0003017	AL4G34400	As012G284290
OG0003018	AL5G36310, AL4G36750	As012G281520
OG0003019	AL3G27330, AL975U10010, AL1G61680	As012G282450, As012G282290
OG0003020	AL4G42910, AL5G42050	As012G285870
OG0003033	AL7G23730	As001G000700
OG0003033	AL3G47860	As011G266880
OG0003034	nbis-gene-1749	As001G002000, As001G001990, As001G001960, As001G001980, As001G001970
OG0003036	AL7G17090, AL3G47050	As001G012870
OG0003038	AL1G49740, AL4G31720	As001G015900
OG0003039	AL2G16960	As001G020340
OG0003040	AL2G16800, AL2G16790	As001G020420
OG0003041	AL2G15780	As001G021030
OG0003041	AL1G21560	As008G186920
OG0003042	AL5G17370	As001G026770
OG0003043	AL7G45250	As004G076940
OG0003044	AL1G23580	As008G185100
OG0003044	AL2G13050	As001G031920
OG0003046	AL8G28130, AL7G24720	As002G045170, As002G045180
OG0003048	AL8G40820	As005G116650
OG0003048	AL6G19290	As002G054230
OG0003049	AL7G37010	As003G055940
OG0003049	AL8G10960	As004G089930
OG0003050	AL6G46940	As004G085000
OG0003050	AL7G30790	As003G060760
OG0003051	AL7G30530	As003G060980
OG0003051	AL6G46520	As004G084740
OG0003052	AL6G43230	As004G080140
OG0003052	AL1G49050	As003G063420
OG0003053	AL6G41830	As004G080710
OG0003053	AL4G26050	As003G064290
OG0003054	AL1G53740	As003G065530
OG0003054	AL8G18490	As004G082430
OG0003055	AL1G41790	As003G068720
OG0003056	AL4G29510	As003G068860
OG0003057	AL7G15480	As003G071950
OG0003057	AL3G50630	As011G264610
OG0003058	AL4G13600	As007G179280
OG0003058	AL7G13940	As003G073190
OG0003059	AL4G31110	As004G078830
OG0003059	AL8G14540, AL8G14590	As004G087400
OG0003060	AL6G48420, AL7G50070, AL7G32210, AL7G31640	As004G085950
OG0003061	AL8G10580	As004G091040
OG0003062	AL7G44180, AL3G43960	As004G091700
OG0003063	AL3G40290	As011G256870
OG0003063	AL9U10770	As004G093720
OG0003064	AL3G37970, AL7G41900	As004G095360
OG0003065	AL7G40360, AL3G36040, AL3G36060	As004G096320
OG0003066	AL2G11230	As005G098610
OG0003067	AL4G44520	As005G101750
OG0003067	AL5G43110	As012G286910
OG0003068	AL5G41840	As005G103410
OG0003069	AL4G39500	As005G106180
OG0003070	AL5G21380	As010G226890
OG0003071	AL5G23750	As010G225530
OG0003072	AL8G36860	As005G114410
OG0003073	AL3G16550	As005G117990, As006G139190
OG0003074	AL5G29710	As010G221490
OG0003075	AL8G43630	As005G118970
OG0003075	AL5G29800, AL8G14300	As010G221440
OG0003076	AL8G44520, AL5G30640	As005G119750
OG0003078	AL8G45450	As005G120710, As005G120690
OG0003079	AL6G52780	As006G121290
OG0003079	AL1G10590	As008G199130
OG0003080	AL4G26890	As006G127070
OG0003080	AL1G15760	As008G194380
OG0003081	AL8G38090	As009G218020
OG0003082	AL4G25370	As006G128060
OG0003083	AL1G17450	As008G192920
OG0003085	AL4G21200, AL1G53070, AL4G21190	As006G130800
OG0003087	AL3G12860	As006G136280
OG0003087	AL6G28390	As009G203210
OG0003088	AL3G15260, AL3G36880	As006G138140
OG0003089	AL88U10040, AL3G16400, AL6G38910	As006G139090
OG0003090	AL6G30310	As009G204770, As009G204780
OG0003090	AL3G17120	As006G139800, As006G139810
OG0003091	AL5G32230	As012G278880
OG0003092	AL3G54400	As208G297030, As006G149250
OG0003093	AL2G41220	As010G243940
OG0003093	AL1G27610	As007G152110
OG0003094	AL7G51010	As007G153470
OG0003095	AL1G29520, AL8G24650	As007G153700
OG0003096	AL8G18810, AL8G18840, AL1G36460	As007G159050
OG0003097	AL3G41520, AL1G38260, AL2G29230	As007G160110
OG0003098	AL1G32130	As008G182610, As008G182620
OG0003100	AL4G25340	As008G193240
OG0003101	AL6G25670	As009G200630
OG0003101	AL3G10750	As009G206010
OG0003102	AL6G24450	As009G211480
OG0003103	AL8G38150, AL6G18000	As009G218070
OG0003104	AL8G38410	As009G218270
OG0003104	AL8G38490	As009G218280
OG0003105	AL5G27220, AL5G27230	As010G223280, As009G219090
OG0003106	AL5G31600	As010G220410
OG0003107	AL5G26680	As010G223630
OG0003108	AL5G21290	As010G227010
OG0003109	AL2G33060	As010G240450
OG0003110	AL1G64590	As010G243040
OG0003112	AL3G19360	As012G268700, As011G245490
OG0003113	AL3G28490, AL3G28480	As011G248020
OG0003115	AL1G59560	As012G271390, As011G253330
OG0003116	AL3G38190	As011G255420
OG0003117	AL3G40560, AL9U10840	As011G257560
OG0003118	AL3G44080, AL6G51200	As011G259380
OG0003119	AL3G52600	As011G263390
OG0003120	AL3G52690	As011G263430
OG0003121	AL3G26080, AL1G63040	As012G269010
OG0003122	AL4G30800, AL1G44730	As012G274910
OG0003124	AL4G34930	As012G278130
OG0003139	AL7G22940	As001G001020
OG0003141	AL7G16900	As001G013880, As001G013890
OG0003142	AL7G15890	As001G015570
OG0003143	AL4G31840	As004G083010
OG0003143	AL7G38480	As001G018020
OG0003144	AL1G21790	As008G186710
OG0003144	AL2G15960	As001G021150
OG0003145	AL1G21810, AL2G15660	As001G021160
OG0003146	AL5G11490	As001G023390
OG0003147	AL5G22130, AL7G48540	As005G112830
OG0003147	AL5G16050	As001G025910
OG0003148	AL7G48940	As004G097620
OG0003149	AL8G38440, AL8G38480	As001G027350
OG0003150	AL5G19090	As001G027700
OG0003150	nbis-gene-1943	As004G078350
OG0003151	AL7G45160	As001G029590
OG0003152	AL2G10820	As001G030740
OG0003152	AL7G47710	As004G098120
OG0003153	AL2G10830, AL7G47740	As001G030750
OG0003154	AL2G11720	As001G031280
OG0003155	AL6G14640	As009G214140, As002G036180
OG0003156	AL1G54750	As002G042480
OG0003157	AL8G30810	As006G134590, As002G047110
OG0003158	AL6G20630, AL6G20600	As002G053170
OG0003159	AL7G46100, AL7G33510	As003G058570
OG0003160	AL8G18200	As004G082280
OG0003161	AL2G20220	As003G074400
OG0003162	AL2G23560	As004G079140
OG0003163	AL6G48230	As004G085770
OG0003164	AL9U10300	As004G094040
OG0003165	AL2G39260	As010G242190, As004G096240
OG0003166	AL4G45170	As005G101140
OG0003166	AL5G43710	As012G287420
OG0003167	AL4G44690, AL4G44680	As005G101620, As005G101630
OG0003168	AL3G19950, AL3G19960	As005G106450, As005G106500
OG0003169	AL3G20770, AL6G11980	As005G107740
OG0003170	AL5G29930	As010G221360
OG0003170	AL8G43800	As005G119110
OG0003171	AL6G51930	As006G122380
OG0003172	AL6G51790	As006G122440
OG0003174	AL6G49580, AL1G13030	As006G124110
OG0003175	AL1G14580	As008G195660
OG0003175	AL4G28230	As006G125860
OG0003176	AL4G28370, AL4G28380	As006G125980, As006G125970
OG0003177	AL4G24050, AL4G24030, AL4G24020	As006G128880
OG0003178	AL3G10200	As006G133380
OG0003178	AL6G24790	As009G200280
OG0003179	AL3G10080	As006G133480
OG0003179	AL6G24720	As009G200340
OG0003180	AL6G40700	As009G207110
OG0003180	AL3G14750	As006G137880
OG0003181	AL1G19550, AL3G16140	As006G138760
OG0003182	AL3G19940, AL6G10520	As006G142190
OG0003183	AL100U10010, AL4G36520	As006G143710
OG0003184	AL4G32190	As006G144650
OG0003185	AL4G35210, AL4G35220	As006G148040
OG0003186	AL1G30940	As007G154910
OG0003186	AL2G33890	As010G239450
OG0003187	AL2G36010	As010G237510
OG0003187	AL1G33040	As007G156370
OG0003188	AL1G33680, AL1G33670	As007G156780
OG0003189	AL1G33690	As007G156790
OG0003190	AL2G37750	As010G235870
OG0003190	AL1G34970	As007G157810
OG0003192	AL1G30320	As007G159840
OG0003193	AL1G40590	As007G162010
OG0003194	AL7G21060, AL4G14650	As007G178260
OG0003195	AL4G11490, AL4G11110	As007G180480
OG0003197	AL1G23730	As008G184830
OG0003199	AL3G46460, AL3G46470	As008G190490
OG0003200	AL1G18840	As008G190800
OG0003201	AL1G14420, AL1G21030	As008G194490
OG0003202	AL1G13510, AL4G33010	As008G197050
OG0003203	AL6G40360, AL3G15740	As009G206950
OG0003204	AL6G14090	As009G214600
OG0003206	AL6G37090	As009G215340
OG0003207	AL3G41380, AL3G41390, AL269U10020, AL3G41370, AL269U10030, AL269U10040, AL269U10050, AL215U10060, AL269U10010, AL3G41400, AL8G37440	As009G217560
OG0003209	AL3G26550	As011G246360
OG0003210	nbis-gene-730	As011G246440
OG0003212	AL3G28520	As011G248070
OG0003213	AL3G28860	As011G248330
OG0003214	AL3G31180	As011G250070
OG0003215	AL1G55770	As011G250690
OG0003216	AL3G51400, AL3G51410, AL3G51420	As011G265500
OG0003218	AL1G61420, AL1G61430	As012G270030
OG0003219	AL1G59430	As012G271490
OG0003220	AL1G57460	As012G272530
OG0003221	AL8G26140, AL6G53080	As012G275000
OG0003222	AL5G36110, AL5G36120	As012G281200
OG0003223	AL4G17080, AL7G19280	As012G282130
OG0003224	AL5G37240	As012G282320, As012G282440
OG0003225	AL5G37470	As012G284760
OG0003226	AL5G41850, AL4G42670	As012G285770
OG0003247	AL7G21520	As001G002660
OG0003247	AL4G14070	As007G178960
OG0003248	AL4G14100	As001G002810, As007G178580
OG0003249	AL7G19730, AL4G16690	As001G004570
OG0003250	AL7G19430, AL4G16980	As001G004950
OG0003251	AL9U11050, AL7G40320, AL7G40350, AL7G40310	As001G010070
OG0003252	AL7G17740	As001G012160
OG0003253	AL8G15900, AL8G15910	As006G124430, As006G124420, As001G012340
OG0003254	nbis-gene-1143	As001G012950, As001G013440
OG0003255	AL1G49280	As001G015840
OG0003255	AL1G20850	As004G078910
OG0003256	AL1G24920, AL5G14210	As001G024690
OG0003257	AL7G49810	As001G026920
OG0003258	AL7G51640	As004G077970
OG0003259	AL2G13320, AL2G13310, AL2G13300	As001G032020, As001G032030
OG0003260	AL5G37330	As002G043840
OG0003261	AL8G27730	As002G044910
OG0003262	AL8G28720	As002G045810
OG0003263	AL7G25880	As006G134380
OG0003263	AL8G30440	As002G046720
OG0003264	AL6G21940, AL6G37140	As002G051950
OG0003265	AL6G21260	As002G052510
OG0003265	AL6G21200	As002G052520, As007G177780
OG0003266	AL6G34580	As009G217180
OG0003266	AL6G18770	As002G054550
OG0003267	AL6G18570	As002G054690
OG0003268	AL7G35560	As003G057170
OG0003269	AL6G18980, AL6G19000	As003G063720, As003G063650, As003G063670, As003G060450, As004G085330
OG0003271	AL1G41570	As003G068290
OG0003272	AL1G44590	As003G071130
OG0003275	AL3G50590	As011G264570
OG0003275	AL7G15520	As003G071920
OG0003276	AL7G14630	As003G072620
OG0003276	AL3G51370	As011G265520
OG0003277	AL3G51610	As003G072780
OG0003278	AL7G10660	As003G076070
OG0003279	AL7G10640	As003G076080
OG0003280	AL4G31640	As004G079190
OG0003281	AL8G13280	As004G087980
OG0003282	AL3G42800	As004G092460
OG0003283	AL9U11040	As004G093520
OG0003284	AL7G42790, AL3G38950	As004G094590
OG0003285	AL7G42740, AL1G21770, AL2G17960	As004G094820
OG0003286	AL7G41230, AL3G37140	As004G095820
OG0003287	AL7G40970, AL3G36770	As004G096020
OG0003288	AL4G47080	As005G099390
OG0003289	AL4G42730	As005G103340
OG0003290	AL1G33340, AL6G11180, AL6G11190	As005G107020
OG0003293	AL8G40430	As005G116260
OG0003294	AL8G42110	As005G117700
OG0003295	AL5G29520	As010G221600
OG0003295	AL8G43410	As005G118770
OG0003296	AL8G23360	As005G120210
OG0003297	AL8G45120	As005G120390
OG0003298	AL8G15960	As006G124470
OG0003298	AL1G13570	As008G196710
OG0003299	AL4G27980, AL1G14830	As006G126230
OG0003300	AL1G17300, AL4G24750	As006G128530
OG0003301	AL4G20820, AL4G20790	As006G130610
OG0003302	AL4G19200, AL7G18330	As006G131610
OG0003304	AL6G10160	As006G133920
OG0003305	AL3G12530	As006G136050
OG0003305	AL6G27890	As009G202840
OG0003306	AL3G14990, AL6G40460	As006G138040
OG0003307	AL6G39750	As006G138370
OG0003308	AL3G18940, nbis-gene-2057	As006G141290
OG0003309	AL7G27940	As006G148620, As009G212270
OG0003310	AL1G29220, AL7G51000	As007G153460
OG0003310	AL2G38940	As010G241900
OG0003311	AL1G29410, nbis-gene-265	As007G153610
OG0003312	AL2G33260	As010G240150
OG0003312	AL1G30770	As007G154450
OG0003313	AL2G33420	As010G239970
OG0003313	AL1G30570	As007G154590
OG0003314	AL2G34640, AL1G31480	As010G238780, As007G155340
OG0003315	AL1G34250	As007G157170
OG0003316	AL1G35730	As007G158290
OG0003317	AL1G36120	As007G158600
OG0003318	AL1G37060, AL1G31870	As007G159430
OG0003319	AL2G28840	As007G160400
OG0003320	AL5G19970, AL5G19960	As007G161580
OG0003321	AL4G16490	As007G176610
OG0003322	AL1G22820	As008G185720
OG0003324	AL3G10980	As009G200870, As009G200840
OG0003325	AL6G39870	As009G206630, As009G206770
OG0003326	AL6G16820	As009G211740
OG0003327	AL5G37160	As009G213040
OG0003329	AL2G26670, AL2G26650	As010G229480
OG0003330	AL2G29140, AL1G38460	As010G232880
OG0003331	AL2G37920	As010G235720
OG0003332	AL1G32220, AL2G35150	As010G238330
OG0003333	AL2G33730, AL1G30840	As010G239610
OG0003334	AL2G39250, AL2G39240	As010G242170
OG0003335	AL2G39310	As010G242230
OG0003336	AL3G25110, AL3G25120	As012G268160, As011G245170
OG0003337	AL1G54480	As012G274170
OG0003338	AL3G36430, AL7G40810	As011G254220
OG0003339	AL3G27340	As012G269870
OG0003340	AL5G38900	As012G283900
OG0003341	AL5G39770, AL5G39760	As012G284510, As012G284500
OG0003342	AL4G41200	As012G284940
OG0003343	AL5G44840	As012G288080
OG0003359	AL7G19800	As001G004550
OG0003360	AL7G19510, AL4G16890	As001G004820
OG0003362	AL3G46390, AL7G17650, AL7G17640	As001G012370
OG0003363	AL7G16980	As001G012710
OG0003363	AL3G46700	As011G262480
OG0003364	AL7G16310, AL6G50970	As001G014620
OG0003366	AL7G37630, AL4G31190	As001G017300, As004G079860
OG0003367	AL98U10010, AL5G11280, AL1G26560	As001G023260
OG0003368	AL5G12570, AL6G52060	As001G023790
OG0003369	AL5G13510	As001G024340
OG0003370	AL5G34610	As008G184030
OG0003370	AL5G14460	As001G024850
OG0003371	AL5G16990	As001G026520
OG0003372	nbis-gene-1251	As001G027560
OG0003373	AL7G46700	As004G077410
OG0003374	AL2G19600	As001G029750
OG0003375	AL2G11340	As001G031110
OG0003376	AL7G27110	As002G033240, As002G032580
OG0003377	AL8G32920	As002G048700
OG0003378	AL8G23950, AL7G28830	As002G040740
OG0003379	AL7G26130	As002G047130
OG0003380	AL8G33840	As002G049460
OG0003381	AL7G24520	As002G049570
OG0003382	AL8G42510, AL6G20740	As002G053070
OG0003383	AL8G38080	As009G218010
OG0003384	AL7G35100, AL7G35260	As003G057350
OG0003385	AL7G33430	As003G058630, As004G086710
OG0003386	nbis-gene-1801	As008G183260, As008G183150, As011G253860, As003G060190
OG0003387	AL6G44290	As004G083680
OG0003389	AL1G42740	As003G069450
OG0003390	AL1G44340, AL1G44360	As003G070950
OG0003391	AL7G14320	As011G265200, As003G072890
OG0003392	AL7G12540	As003G074460
OG0003392	AL4G12050	As007G180200
OG0003393	AL7G12460	As003G074560
OG0003394	AL7G45920	As004G077150
OG0003396	AL6G45720, AL6G45710	As004G084450
OG0003397	AL8G13120	As004G088040
OG0003398	AL3G41250	As011G258010
OG0003399	AL7G42750	As004G094640
OG0003400	AL7G42580, AL7G42610	As004G094890
OG0003401	AL7G41280	As004G095800
OG0003402	AL7G40150	As004G096470
OG0003403	AL5G45730	As012G288800
OG0003403	AL39U10030, AL4G47450	As005G098850
OG0003404	AL4G46800, AL4G46790	As005G099700
OG0003405	AL4G42690, AL5G41860	As012G285790, As005G103390
OG0003406	AL5G13670	As005G104810
OG0003407	AL6G10260	As005G106080, As005G106190
OG0003407	AL3G19840	As006G142110
OG0003408	nbis-gene-2213, nbis-gene-632	As005G118920
OG0003409	AL8G43920, AL5G29990	As005G119220
OG0003410	AL6G52110	As006G121820
OG0003410	AL1G10890	As008G198740
OG0003411	AL6G50530	As006G123300
OG0003412	AL4G27840	As006G126310
OG0003412	AL1G14910	As008G195230
OG0003413	AL4G25450	As006G127980
OG0003414	AL4G24480	As006G128650
OG0003414	AL1G51360, AL6G15610	As009G213050
OG0003415	AL3G10550, AL6G25230	As006G133010, As006G132990
OG0003416	AL6G27120	As009G202130
OG0003416	AL3G11990	As006G135620
OG0003417	AL6G39600	As006G138460
OG0003418	AL3G15720, AL6G39520	As006G138650
OG0003419	AL3G17070	As006G139780
OG0003419	AL6G30330	As009G204810
OG0003420	AL4G37970	As006G142690, As006G142680
OG0003421	AL2G25230	As006G144990
OG0003422	AL4G33730	As006G146040
OG0003422	AL5G34430	As012G277250
OG0003423	AL4G34750, AL4G34730, AL68U10030, AL4G34760, AL4G34780, AL68U10040	As006G146860
OG0003424	AL4G35890	As006G147230
OG0003425	AL1G27580, AL2G34690	As007G152070
OG0003426	AL1G29530	As007G153720
OG0003427	AL1G33940	As007G156960
OG0003428	AL1G34200, AL5G21570, nbis-gene-1282	As007G157140
OG0003429	AL1G34230	As007G157150
OG0003429	AL2G36970	As010G236620
OG0003430	AL1G38020	As007G160070
OG0003430	AL2G29300	As010G233060
OG0003431	AL1G38750	As007G160430
OG0003432	AL1G39940	As007G161360
OG0003433	AL4G16210, AL7G20100	As007G176830
OG0003434	AL4G13080	As007G179680
OG0003435	nbis-gene-2153, AL6G53030	As008G186250
OG0003435	AL1G10740	As008G199000
OG0003436	AL1G20040	As008G188270, As008G188260
OG0003438	AL3G10880, AL6G25760	As009G200700
OG0003439	AL6G28600	As009G203440
OG0003440	AL6G29010	As009G203860
OG0003441	AL8G39000	As009G218660
OG0003442	AL5G27380	As009G219280
OG0003444	AL5G27420, AL5G27410	As010G223080
OG0003445	AL6G34090	As010G225730
OG0003446	AL2G30530, AL1G36620	As010G233880
OG0003447	AL2G31840	As010G235060
OG0003448	AL2G40060, AL1G28480	As010G242830
OG0003449	nbis-gene-1655, AL3G24510	As011G244700
OG0003450	AL1G63420	As012G268610
OG0003450	AL3G25410	As011G245440
OG0003451	AL3G30840, AL3G30820	As011G249780, As011G249760
OG0003452	AL3G31240, AL3G31230	As011G250120
OG0003453	AL3G31370	As011G250250
OG0003454	AL3G47210, AL3G47200	As011G262740
OG0003455	AL7G16600, AL3G52540	As011G263340
OG0003456	AL1G61250	As012G270150
OG0003456	AL3G53880	As011G267510
OG0003457	AL5G36090	As012G281150
OG0003458	AL3G24710	As012G286630, As012G286600
OG0003481	AL7G22410	As001G001730
OG0003482	AL3G53200	As001G002340
OG0003483	AL1G53870	As001G003300
OG0003484	AL7G19440, AL4G16970	As001G004940
OG0003485	AL7G17940	As005G117350, As001G010570
OG0003486	AL6G33300	As006G126730, As006G124720, As004G079930, As001G018450
OG0003486	AL2G27820	As011G253710, As011G257690
OG0003487	AL1G19170	As001G018480
OG0003488	AL2G18530	As001G019520
OG0003489	AL2G16650, AL1G21350	As001G020530
OG0003490	AL1G22110	As008G186500
OG0003491	AL5G16870, AL7G49260	As001G026430
OG0003492	AL2G23110	As001G029250
OG0003493	AL3G21250, AL3G21240	As002G035090
OG0003494	AL8G23630	As002G039730
OG0003495	AL8G25540, AL8G25530	As002G043280, As010G230860
OG0003496	AL8G27260	As002G044500
OG0003498	AL6G21830	As002G052050
OG0003499	AL6G20070	As002G053620
OG0003500	AL6G19740	As002G053920
OG0003500	AL8G41330	As005G117030
OG0003501	AL3G33220	As002G053940
OG0003502	AL7G32340	As003G059690
OG0003503	AL7G29850, AL6G43360	As003G061590
OG0003504	AL1G48460	As003G063140
OG0003505	AL1G49950, AL6G41460	As003G063630
OG0003506	AL1G44680	As003G071210
OG0003507	AL1G44780	As003G071290
OG0003508	AL3G50600	As011G264580
OG0003508	nbis-gene-1713	As003G071930
OG0003510	AL4G13170	As007G179660
OG0003510	AL7G13570	As003G073500
OG0003511	AL7G53030	As004G077480
OG0003512	AL8G17810, AL1G52820	As004G082150
OG0003513	AL6G48790, AL7G32840	As004G086220
OG0003514	AL1G54120, AL1G54150, AL1G54190	As004G088780
OG0003515	AL7G37540	As004G090550
OG0003517	AL9U11820, AL9U11880	As011G258520, As004G092880
OG0003518	AL9U11070	As004G093510
OG0003518	AL3G40750	As011G257380
OG0003519	AL5G12300, AL5G12040, AL7G43090	As004G094410
OG0003520	AL3G37950, AL7G41870	As011G255310, As004G095400, As004G095420
OG0003521	AL7G48690	As005G101360
OG0003523	AL5G39790	As005G104950
OG0003524	AL8G40650	As005G116500
OG0003525	AL8G42830	As005G118370
OG0003526	AL8G43500	As005G118840
OG0003526	nbis-gene-1334	As010G221590
OG0003527	AL8G44260, AL74U10010, AL6G41180, AL8G22110, AL8G20700	As005G119570
OG0003528	AL4G25040	As006G128300
OG0003529	AL7G25840	As006G132680
OG0003530	AL6G26850	As009G201820
OG0003530	AL3G11810	As006G135480
OG0003531	AL6G30790	As006G139510
OG0003532	AL3G18110, AL8G22210	As006G140580
OG0003533	AL2G15030, AL4G36820	As006G143930, As006G143600
OG0003534	AL4G36560	As012G281180, As006G143730
OG0003535	AL4G32720	As006G145120
OG0003536	AL1G29230	As007G153480
OG0003537	AL2G33320	As010G240100
OG0003537	AL1G30630	As007G154540
OG0003538	AL1G31510	As007G155370
OG0003539	AL2G31610	As007G158680
OG0003540	AL1G36860, AL2G30170	As007G159330
OG0003541	AL1G37510	As007G159720
OG0003541	AL2G29680	As010G233300
OG0003544	AL7G45710	As007G161850
OG0003545	AL6G38780, AL6G37640, AL6G39390, nbis-gene-1601	As008G186910
OG0003546	AL80U10030, AL4G27260, AL1G15450	As008G194740
OG0003547	AL6G28400	As009G203240
OG0003549	AL8G23200	As009G207460, As009G207450
OG0003550	AL8G21720	As009G209470
OG0003551	AL6G36270, AL6G36260	As009G215900
OG0003553	AL8G40060, AL3G51100, AL8G40050	As009G219420
OG0003554	AL5G30890	As010G220780, As010G220790
OG0003555	AL5G28090	As010G222500
OG0003556	AL1G36480, AL2G30840	As010G234140
OG0003557	AL7G17070	As010G239860, As011G256410
OG0003559	AL2G40110, AL1G28460	As010G242900
OG0003560	AL1G62330	As012G269530
