Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_amara
OG0013231	nbis-gene-210	evm.model.RL_5.2547
OG0013232	AL1G48940	evm.model.RL_5.2537
OG0013234	AL1G49920	evm.model.RL_5.2508
OG0013235	AL1G50090	evm.model.RL_5.2479
OG0013236	AL1G50380	evm.model.RL_5.2464
OG0013237	AL1G50510	evm.model.RL_5.2460
OG0013238	AL1G51080	evm.model.RL_5.2411
OG0013239	AL1G52450	evm.model.RL_5.2324
OG0013240	AL3G20100	evm.model.RL_1.813
OG0013241	AL1G45120	evm.model.RL_5.2846
OG0013242	AL1G51660	evm.model.RL_5.2362
OG0013243	AL1G52700	evm.model.RL_5.2300
OG0013246	AL1G53760	evm.model.RL_5.2254
OG0013247	AL1G51420	evm.model.RL_5.2393
OG0013248	AL1G51380	evm.model.RL_5.2396
OG0013249	AL1G51370	evm.model.RL_5.2401
OG0013250	AL1G52800	evm.model.RL_5.2297
OG0013251	AL1G53240	evm.model.RL_5.2281
OG0013252	AL1G41360	evm.model.RL_5.3109
OG0013253	AL1G41330	evm.model.RL_5.3111.8.687c88bf
OG0013254	AL4G33820, AL1G41670	evm.model.RL_5.3081
OG0013255	AL1G41740	evm.model.RL_5.3076
OG0013256	AL1G41770	evm.model.RL_5.3074
OG0013257	AL1G42150	evm.model.RL_5.3046
OG0013258	AL1G42300	evm.model.RL_5.3037
OG0013259	AL1G42760	evm.model.RL_5.3025
OG0013260	AL1G42820	evm.model.RL_5.3016
OG0013261	AL3G40170	evm.model.RL_1.2362
OG0013262	AL1G42980	evm.model.RL_5.3003
OG0013263	AL1G43200	evm.model.RL_5.2987
OG0013264	AL1G43660	evm.model.RL_5.2914
OG0013265	AL1G44240	evm.model.RL_5.2904
OG0013266	AL7G15760	evm.model.RL_2.3063
OG0013267	AL7G15730	evm.model.RL_2.3066
OG0013268	AL7G15490	evm.model.RL_2.3088
OG0013269	AL7G15170	evm.model.RL_2.3113
OG0013270	AL7G15140	evm.model.RL_2.3117.3.687c86e8
OG0013271	AL7G15080	evm.model.RL_2.3123
OG0013272	AL3G50850	evm.model.RL_1.2965
OG0013273	AL7G14840	evm.model.RL_2.3149
OG0013274	AL7G14690	evm.model.RL_2.3161
OG0013275	AL7G14680	evm.model.RL_2.3162
OG0013276	AL7G14650	evm.model.RL_2.3165
OG0013278	AL7G14540	evm.model.RL_2.3170.1.687c86e8.1.687c99ff
OG0013279	AL7G14420	evm.model.RL_2.3178
OG0013280	AL7G14360	evm.model.RL_2.3180
OG0013281	AL7G13990	evm.model.RL_2.3212
OG0013282	AL7G13790	evm.model.RL_2.3229
OG0013283	AL7G13780	evm.model.RL_7.1308
OG0013284	AL7G13720	evm.model.RL_2.3235
OG0013285	AL7G13350	evm.model.RL_2.3260
OG0013286	AL7G12770	evm.model.RL_2.3301
OG0013287	AL5G34360	evm.model.RL_7.1044
OG0013288	AL7G12400	evm.model.RL_2.3328
OG0013289	AL7G12370	evm.model.RL_2.3329
OG0013290	AL7G12330	evm.model.RL_2.3333
OG0013291	AL7G12110	evm.model.RL_2.3351
OG0013292	AL7G12090	evm.model.RL_2.3352.1.687c86e9
OG0013293	AL7G12080	evm.model.RL_2.3353
OG0013294	AL1G41220	evm.model.RL_5.3123
OG0013295	AL7G12040	evm.model.RL_2.3356
OG0013296	AL7G11470	evm.model.RL_2.3389
OG0013297	AL7G11460	evm.model.RL_2.3390
OG0013298	AL7G11450	evm.model.RL_2.3391
OG0013299	AL7G11260	evm.model.RL_2.3404
OG0013300	AL7G11200	evm.model.RL_2.3409
OG0013301	AL7G11060	evm.model.RL_2.3420
OG0013302	AL7G10670	evm.model.RL_2.3448
OG0013303	AL7G10600	evm.model.RL_2.3454
OG0013304	AL7G10550	evm.model.RL_2.3459
OG0013305	AL7G10360	evm.model.RL_2.3477
OG0013307	AL7G10240	evm.model.RL_2.3487
OG0013308	AL7G10280	evm.model.RL_2.3484
OG0013309	AL7G10110	evm.model.RL_2.3499
OG0013310	AL4G10960	evm.model.RL_6.79
OG0013311	AL7G44890	evm.model.RL_2.583
OG0013312	AL7G45260	evm.model.RL_2.566
OG0013313	AL7G45430	evm.model.RL_2.558
OG0013314	AL7G45580	evm.model.RL_2.543
OG0013315	AL7G45670	evm.model.RL_2.515
OG0013316	AL7G46260	evm.model.RL_2.479
OG0013317	AL7G46330	evm.model.RL_2.468
OG0013318	AL7G46400	evm.model.RL_2.458
OG0013319	AL7G46500	evm.model.RL_2.450
OG0013320	AL7G46550	evm.model.RL_2.443
OG0013321	AL7G46750	evm.model.RL_2.431
OG0013322	AL7G52610	evm.model.RL_2.400
OG0013323	AL7G52230	evm.model.RL_2.380
OG0013324	AL7G52120	evm.model.RL_2.375
OG0013325	AL7G51930	evm.model.RL_2.367.1.687c86e0
OG0013326	AL7G51910	evm.model.RL_2.365
OG0013327	AL7G51900	evm.model.RL_2.364
OG0013328	AL7G51520	evm.model.RL_2.328
OG0013329	AL7G51250	evm.model.RL_2.301
OG0013330	AL7G50600	evm.model.RL_2.258
OG0013331	AL7G50410	evm.model.RL_2.247
OG0013332	AL7G50400	evm.model.RL_2.246
OG0013333	AL6G30180	evm.model.RL_4.1772
OG0013334	AL1G45860	evm.model.RL_5.2782
OG0013335	AL5G24570	evm.model.RL_7.1776
OG0013336	AL6G45670	evm.model.RL_8.653
OG0013337	AL8G21880	evm.model.RL_4.855
OG0013338	AL4G31470	evm.model.RL_6.1627
OG0013339	AL4G31430	evm.model.RL_6.1623
OG0013340	AL4G31220	evm.model.RL_6.1606
OG0013341	AL6G43340	evm.model.RL_8.813
OG0013342	AL6G43160	evm.model.RL_8.828
OG0013343	AL6G42910	evm.model.RL_8.846
OG0013344	AL6G42880, nbis-gene-987	evm.model.RL_8.847
OG0013345	AL6G42870	evm.model.RL_8.849
OG0013346	AL6G41450	evm.model.RL_8.854
OG0013347	AL6G41470	evm.model.RL_8.856
OG0013348	AL6G31360	evm.model.RL_4.1665
OG0013349	AL6G42430	evm.model.RL_8.889
OG0013350	AL3G50940	evm.model.RL_1.2973
OG0013351	AL1G51220	evm.model.RL_5.2426.1.687c88bb
OG0013352	AL6G41980	evm.model.RL_8.902
OG0013353	AL6G42020	evm.model.RL_8.903
OG0013354	AL6G42070	evm.model.RL_8.905
OG0013355	AL4G30090	evm.model.RL_6.1508
OG0013357	AL4G29280	evm.model.RL_6.1449
OG0013358	AL4G29250	evm.model.RL_6.1446
OG0013359	AL4G31500	evm.model.RL_6.1630
OG0013360	AL8G17240	evm.model.RL_4.558
OG0013361	AL8G17420	evm.model.RL_4.562
OG0013362	AL8G17490	evm.model.RL_4.569
OG0013363	AL8G17550	evm.model.RL_4.575
OG0013364	AL8G17750	evm.model.RL_4.582
OG0013365	AL8G17930	evm.model.RL_4.603
OG0013366	AL1G53030	evm.model.RL_5.2286.1.687c9b56
OG0013367	AL8G18350	evm.model.RL_4.638
OG0013368	AL8G18520	evm.model.RL_4.651
OG0013369	AL1G55100	evm.model.RL_5.2165
OG0013370	AL8G18620	evm.model.RL_4.657
OG0013371	AL8G18860	evm.model.RL_4.674
OG0013372	AL6G36700	evm.model.RL_4.682
OG0013373	AL8G19090	evm.model.RL_4.683.1.687c86d0
OG0013374	AL8G19150	evm.model.RL_4.687
OG0013375	AL8G16360	evm.model.RL_4.495
OG0013376	AL8G19250	evm.model.RL_4.691
OG0013377	AL4G35020	evm.model.RL_6.1906
OG0013378	AL8G19280	evm.model.RL_4.694
OG0013379	AL2G11620	evm.model.RL_3.137
OG0013380	AL8G19490	evm.model.RL_4.702
OG0013381	AL6G34260	evm.model.RL_4.1416
OG0013382	AL4G31810	evm.model.RL_6.1663
OG0013383	AL6G43590	evm.model.RL_8.798
OG0013384	AL6G43680	evm.model.RL_8.787
OG0013385	nbis-gene-1618	evm.model.RL_8.786
OG0013386	AL6G43870	evm.model.RL_8.772
OG0013387	AL6G43940	evm.model.RL_8.767
OG0013388	AL1G47820	evm.model.RL_5.2622
OG0013389	AL6G44130	evm.model.RL_8.754
OG0013390	AL6G45070	evm.model.RL_8.688, evm.model.RL_3.848
OG0013391	AL6G45270	evm.model.RL_8.672
OG0013392	AL6G45680	evm.model.RL_8.652
OG0013393	AL6G45730	evm.model.RL_8.650
OG0013394	AL6G45860	evm.model.RL_8.640.4.687c8557
OG0013395	AL6G45890	evm.model.RL_8.637
OG0013396	AL6G46090	evm.model.RL_8.620
OG0013397	AL6G46280	evm.model.RL_8.609
OG0013398	AL6G46330	evm.model.RL_8.604
OG0013399	AL6G46560	evm.model.RL_8.595
OG0013400	AL6G46790	evm.model.RL_8.578
OG0013401	AL6G47090	evm.model.RL_8.557
OG0013402	AL6G47800	evm.model.RL_8.498
OG0013403	AL6G47860	evm.model.RL_8.489, evm.model.RL_8.486
OG0013404	AL6G48450	evm.model.RL_8.440
OG0013405	AL6G48510	evm.model.RL_8.436
OG0013406	AL6G48700	evm.model.RL_8.422
OG0013407	AL6G48520	evm.model.RL_8.435
OG0013408	AL8G15690	evm.model.RL_4.434
OG0013409	AL8G15520	evm.model.RL_4.426
OG0013410	AL8G14860	evm.model.RL_4.388
OG0013411	AL8G14780	evm.model.RL_4.380.3.687c86ce
OG0013412	AL8G14720	evm.model.RL_4.373
OG0013414	AL8G13530	evm.model.RL_4.309
OG0013415	AL8G13520	evm.model.RL_4.308
OG0013416	AL8G13490	evm.model.RL_4.306
OG0013417	AL8G13160, AL8G13180	evm.model.RL_4.283
OG0013418	AL8G13100	evm.model.RL_4.278
OG0013419	AL8G12990	evm.model.RL_4.262
OG0013420	AL8G12950	evm.model.RL_4.258
OG0013421	AL8G12880, AL8G12910	evm.model.RL_4.255
OG0013422	AL8G12810	evm.model.RL_4.250
OG0013424	AL8G12020	evm.model.RL_4.182
OG0013425	AL6G31460	evm.model.RL_4.1654
OG0013426	AL8G10660	evm.model.RL_5.2746.1.687c88bd, evm.model.RL_4.55
OG0013427	AL8G10670	evm.model.RL_4.56
OG0013428	AL7G43940	evm.model.RL_2.646.1.687c86e1
OG0013429	AL3G42510	evm.model.RL_1.2494
OG0013430	AL9U12150	evm.model.RL_2.756
OG0013431	AL9U11890	evm.model.RL_2.764
OG0013432	AL3G41670	evm.model.RL_1.2433
OG0013433	AL9U11680, AL2G23760	evm.model.RL_2.770
OG0013434	AL3G40820	evm.model.RL_1.2401
OG0013435	AL9U10700	evm.model.RL_2.824
OG0013436	AL3G39950	evm.model.RL_1.2342
OG0013437	AL7G42940	evm.model.RL_2.866
OG0013438	AL7G42760	evm.model.RL_2.878
OG0013439	AL7G42470	evm.model.RL_2.902
OG0013440	AL7G42320	evm.model.RL_2.915
OG0013441	AL7G42190	evm.model.RL_2.928
OG0013442	AL6G45200	evm.model.RL_8.679
OG0013443	AL7G41830	evm.model.RL_2.959
OG0013444	AL7G41610	evm.model.RL_2.971
OG0013445	AL7G41010	evm.model.RL_2.1016
OG0013446	AL7G40860	evm.model.RL_2.1029
OG0013447	AL7G40800	evm.model.RL_2.1035
OG0013448	AL7G40630	evm.model.RL_2.1038
OG0013449	AL7G40600	evm.model.RL_2.1040
OG0013450	AL7G40000	evm.model.RL_2.1077
OG0013451	AL7G39970	evm.model.RL_2.1080
OG0013452	AL7G50110	evm.model.RL_2.227
OG0013453	AL7G49850	evm.model.RL_2.205
OG0013454	AL7G49610	evm.model.RL_2.17
OG0013455	AL7G49170	evm.model.RL_2.54
OG0013456	AL7G48360, AL7G48290	evm.model.RL_2.109
OG0013457	AL7G47960	evm.model.RL_2.145
OG0013458	AL7G47290	evm.model.RL_2.184
OG0013459	AL7G47170	evm.model.RL_2.192
OG0013460	AL7G47040	evm.model.RL_2.203
OG0013461	AL4G47610	evm.model.RL_6.2951, evm.model.RL_5.2966
OG0013462	AL4G47410	evm.model.RL_6.2933
OG0013463	AL4G47360	evm.model.RL_6.2928
OG0013464	AL4G47270	evm.model.RL_6.2921
OG0013465	AL4G47250	evm.model.RL_6.2919
OG0013466	AL4G47150	evm.model.RL_6.2910
OG0013468	AL4G46880	evm.model.RL_6.2885
OG0013469	AL4G46510	evm.model.RL_6.2850
OG0013470	AL4G46500	evm.model.RL_6.2849, evm.model.RL_5.3973
OG0013472	AL4G46400	evm.model.RL_6.2836
OG0013473	AL4G46000	evm.model.RL_6.2802
OG0013474	AL4G45730	evm.model.RL_6.2787
OG0013475	AL4G45680	evm.model.RL_6.2781
OG0013476	AL4G45640	evm.model.RL_6.2777
OG0013477	AL4G45620	evm.model.RL_6.2775
OG0013478	AL4G45550	evm.model.RL_6.2771
OG0013479	AL4G45330	evm.model.RL_6.2754
OG0013480	AL4G45220	evm.model.RL_6.2744
OG0013481	AL4G45190	evm.model.RL_6.2742
OG0013482	AL4G45080	evm.model.RL_6.2733
OG0013483	AL4G45060	evm.model.RL_6.2731
OG0013484	AL4G44770	evm.model.RL_6.2696
OG0013485	AL4G44420	evm.model.RL_6.2663
OG0013486	AL4G43780	evm.model.RL_1.3231, evm.model.RL_6.2600
OG0013487	AL5G42450	evm.model.RL_7.342
OG0013488	AL4G43710	evm.model.RL_6.2595
OG0013489	AL4G43640	evm.model.RL_6.2590
OG0013490	AL4G43520	evm.model.RL_6.2578
OG0013491	AL4G43430	evm.model.RL_6.2567
OG0013492	AL4G43400	evm.model.RL_6.2565
OG0013493	AL4G43270	evm.model.RL_6.2556
OG0013494	AL4G42900	evm.model.RL_6.2527
OG0013495	AL4G42740	evm.model.RL_6.2511
OG0013496	AL4G42550	evm.model.RL_6.2497
OG0013497	AL4G42340	evm.model.RL_6.2475
OG0013498	AL4G42140	evm.model.RL_6.2464
OG0013499	AL4G41990	evm.model.RL_6.2455
OG0013500	AL4G41910	evm.model.RL_6.2450
OG0013501	AL4G41670	evm.model.RL_6.2428
OG0013502	AL4G41610	evm.model.RL_6.2422
OG0013504	AL4G41260	evm.model.RL_6.2397
OG0013505	AL5G40260	evm.model.RL_7.512
OG0013506	AL4G40480	evm.model.RL_6.2334
OG0013507	AL4G40580	evm.model.RL_6.2343
OG0013508	AL4G40010	evm.model.RL_6.2298
OG0013509	AL4G40000	evm.model.RL_6.2297
OG0013510	AL6G10780	evm.model.RL_4.3375.1.687c86de
OG0013511	AL6G10870	evm.model.RL_4.3368
OG0013512	AL6G11040, AL6G14050	evm.model.RL_4.3348
OG0013513	AL6G11160	evm.model.RL_4.3338
OG0013515	AL6G11310	evm.model.RL_4.3326
OG0013516	AL6G11390	evm.model.RL_4.3319
OG0013517	AL6G11470	evm.model.RL_4.3313
OG0013518	AL6G11530	evm.model.RL_4.3309
OG0013519	AL6G11860	evm.model.RL_4.3279
OG0013520	AL6G12100	evm.model.RL_4.3257
OG0013521	AL6G12090	evm.model.RL_4.3258
OG0013522	AL6G12810	evm.model.RL_4.3188
OG0013523	AL6G12840	evm.model.RL_4.3186
OG0013524	AL6G13040	evm.model.RL_4.3176
OG0013525	AL6G13150	evm.model.RL_4.3167
OG0013526	AL6G13160	evm.model.RL_4.3166
OG0013527	AL6G13250	evm.model.RL_4.3159
OG0013528	AL6G13390	evm.model.RL_4.3145
OG0013529	AL6G13580	evm.model.RL_4.3129
OG0013530	AL6G13590	evm.model.RL_4.3128.1.687c86dd
OG0013531	AL6G13760	evm.model.RL_4.3116
OG0013532	AL6G13810	evm.model.RL_4.3111
OG0013533	AL6G13840	evm.model.RL_4.3108
OG0013534	AL6G13860	evm.model.RL_4.3107
OG0013535	AL6G13880	evm.model.RL_4.3105
OG0013536	nbis-gene-1455	evm.model.RL_4.3104
OG0013537	AL6G31500	evm.model.RL_4.1650
OG0013539	AL6G31130	evm.model.RL_4.1685
OG0013540	AL6G32120	evm.model.RL_4.1595
OG0013541	AL6G32130	evm.model.RL_4.1594
OG0013542	AL6G32590	evm.model.RL_4.1554
OG0013543	AL6G32910	evm.model.RL_4.1528
OG0013544	AL6G32980	evm.model.RL_4.1521
OG0013545	AL6G33000	evm.model.RL_4.1519
OG0013546	AL6G33110	evm.model.RL_4.1510
OG0013547	AL6G33930	evm.model.RL_4.1444
OG0013548	AL6G33940	evm.model.RL_4.1443
OG0013549	AL6G33990	evm.model.RL_4.1437
OG0013550	nbis-gene-2190	evm.model.RL_8.2143.1.687c855f
OG0013551	AL8G37320	evm.model.RL_8.2141
OG0013552	AL8G37310	evm.model.RL_8.2140
OG0013553	AL8G37220	evm.model.RL_8.2130
OG0013554	AL8G37130	evm.model.RL_8.2122
OG0013556	AL8G35980	evm.model.RL_8.2032
OG0013557	AL8G35910	evm.model.RL_8.2026
OG0013561	AL8G40290	evm.model.RL_8.2395
OG0013562	AL8G40370	evm.model.RL_8.2401
OG0013563	AL8G40620	evm.model.RL_8.2421
OG0013564	AL8G40760	evm.model.RL_8.2432
OG0013565	AL8G40990	evm.model.RL_8.2446
OG0013566	AL8G41250	evm.model.RL_8.2478
OG0013567	AL8G41310	evm.model.RL_8.2484
OG0013568	AL535U10010, AL8G41380	evm.model.RL_8.2490
OG0013569	AL8G41460	evm.model.RL_8.2498
OG0013570	AL8G41600, AL8G41570	evm.model.RL_8.2504
OG0013571	AL8G41640	evm.model.RL_8.2507
OG0013572	AL8G41740	evm.model.RL_8.2520
OG0013573	AL8G41780	evm.model.RL_8.2524
OG0013574	AL8G41840	evm.model.RL_8.2529
OG0013575	AL8G41910	evm.model.RL_8.2535
OG0013576	AL8G42000	evm.model.RL_8.2541
OG0013577	AL3G51750	evm.model.RL_1.3027
OG0013578	AL8G42180	evm.model.RL_8.2557
OG0013579	AL8G42240	evm.model.RL_8.2562
OG0013580	AL8G42550	evm.model.RL_8.2589
OG0013581	AL8G42720	evm.model.RL_8.2603
OG0013582	AL8G43030	evm.model.RL_8.2631
OG0013583	AL8G43440	evm.model.RL_8.2664
OG0013584	AL8G43450	evm.model.RL_8.2665
OG0013585	AL8G43480	evm.model.RL_8.2668
OG0013586	AL8G43570	evm.model.RL_8.2677
OG0013587	AL8G43660	evm.model.RL_8.2687
OG0013588	AL8G43780	evm.model.RL_8.2699
OG0013589	AL8G43810	evm.model.RL_8.2702
OG0013590	AL8G43840	evm.model.RL_8.2705
OG0013591	AL8G43990	evm.model.RL_8.2719
OG0013592	AL8G44040	evm.model.RL_8.2724
OG0013593	AL8G44110	evm.model.RL_8.2731
OG0013594	AL8G44180	evm.model.RL_8.2737
OG0013596	AL8G44230	evm.model.RL_8.2739
OG0013597	nbis-gene-535, AL8G44390	evm.model.RL_8.2752
OG0013598	AL8G44630	evm.model.RL_8.2775
OG0013599	AL8G44640	evm.model.RL_8.2776
OG0013600	AL8G44750	evm.model.RL_8.2787
OG0013602	AL8G45180	evm.model.RL_8.2818
OG0013603	AL8G45260	evm.model.RL_8.2826
OG0013604	AL8G45340	evm.model.RL_8.2834
OG0013605	AL8G45460	evm.model.RL_8.2848
OG0013606	AL8G45500	evm.model.RL_8.2852
OG0013607	AL472U10010, AL8G45590	evm.model.RL_8.2859
OG0013608	AL8G45610	evm.model.RL_8.2860
OG0013609	AL6G53380	evm.model.RL_8.23
OG0013610	AL6G53350	evm.model.RL_8.25
OG0013611	AL6G53330	evm.model.RL_8.27
OG0013612	AL6G52710	evm.model.RL_8.94
OG0013613	AL6G52950	evm.model.RL_8.68
OG0013614	AL6G53140	evm.model.RL_8.51
OG0013615	AL6G53160	evm.model.RL_8.49
OG0013616	AL6G53170	evm.model.RL_8.48
OG0013617	AL6G52240	evm.model.RL_8.120
OG0013618	AL6G52340	evm.model.RL_8.127
OG0013619	AL6G52350	evm.model.RL_8.128
OG0013620	AL6G52440	evm.model.RL_8.140
OG0013621	AL6G52480	evm.model.RL_8.143
OG0013622	AL6G52010	evm.model.RL_8.231
OG0013623	AL6G51660	evm.model.RL_8.204
OG0013624	AL6G51620	evm.model.RL_8.201.1.687c8555
OG0013625	AL6G51370	evm.model.RL_8.197
OG0013626	AL6G51390	evm.model.RL_8.195
OG0013627	AL6G51350	evm.model.RL_8.176
OG0013628	AL6G51250	evm.model.RL_8.169
OG0013629	AL6G51240	evm.model.RL_8.168
OG0013630	AL6G51170	evm.model.RL_8.161
OG0013631	AL1G12110	evm.model.RL_5.128
OG0013632	AL6G50760	evm.model.RL_8.255
OG0013633	AL6G50370	evm.model.RL_8.290
OG0013634	AL6G50110	evm.model.RL_8.312
OG0013636	AL6G50130	evm.model.RL_8.310
OG0013637	AL6G50010	evm.model.RL_8.320.1.687c8556
OG0013638	AL6G49990	evm.model.RL_8.322
OG0013639	AL6G49900	evm.model.RL_8.335
OG0013640	AL6G49760	evm.model.RL_8.350
OG0013641	AL6G49740	evm.model.RL_8.352
OG0013642	AL6G49590	evm.model.RL_8.365
OG0013643	nbis-gene-1656	evm.model.RL_8.369
OG0013644	AL6G49480	evm.model.RL_8.370
OG0013645	AL8G15820	evm.model.RL_4.445
OG0013646	AL8G15970	evm.model.RL_4.462
OG0013647	AL8G16010	evm.model.RL_4.465
OG0013648	AL8G16130	evm.model.RL_4.475
OG0013649	AL8G16400	evm.model.RL_4.499
OG0013650	AL8G16640	evm.model.RL_4.513.1.687c86cf
OG0013651	AL8G16870	evm.model.RL_4.533
OG0013652	AL8G16980	evm.model.RL_4.537
OG0013653	AL4G28730	evm.model.RL_6.1401
OG0013654	AL4G29530, AL4G28820	evm.model.RL_6.1403
OG0013655	AL4G28880	evm.model.RL_6.1409
OG0013656	AL4G28900	evm.model.RL_6.1411
OG0013657	AL4G27690	evm.model.RL_6.1323
OG0013658	AL4G28440	evm.model.RL_6.1380
OG0013659	AL4G27880	evm.model.RL_6.1340
OG0013660	AL4G27810	evm.model.RL_6.1332
OG0013661	AL4G27500	evm.model.RL_6.1308
OG0013662	AL4G27490, AL103U10020	evm.model.RL_6.1307
OG0013663	AL4G27360	evm.model.RL_6.1295
OG0013664	AL4G27320	evm.model.RL_6.1292
OG0013665	AL4G27230, AL80U10010	evm.model.RL_6.1287
OG0013666	AL4G27180	evm.model.RL_6.1283
OG0013667	AL4G27000	evm.model.RL_6.1274
OG0013668	AL4G26400	evm.model.RL_6.1215
OG0013669	AL4G26370	evm.model.RL_6.1212
OG0013670	AL4G26200	evm.model.RL_6.1198
OG0013671	AL4G25880	evm.model.RL_6.1183
OG0013672	AL4G25830	evm.model.RL_6.1175
OG0013673	AL4G25690, AL4G25710	evm.model.RL_6.1168
OG0013674	AL4G25620	evm.model.RL_6.1166
OG0013675	AL4G25490	evm.model.RL_6.1154
OG0013676	AL4G25190	evm.model.RL_6.1126
OG0013677	AL4G25120	evm.model.RL_6.1120
OG0013678	AL8G26330	evm.model.RL_8.1299
OG0013679	AL4G24680	evm.model.RL_6.1086
OG0013680	AL4G24410, AL2G20350	evm.model.RL_6.1066
OG0013681	AL4G24370	evm.model.RL_6.1062
OG0013682	AL4G23610	evm.model.RL_6.1009
OG0013683	AL4G23370	evm.model.RL_6.988
OG0013684	AL7G10350	evm.model.RL_1.2185, evm.model.RL_2.3478
OG0013685	AL4G21730	evm.model.RL_6.937
OG0013686	AL4G21860	evm.model.RL_6.927
OG0013687	AL4G22110	evm.model.RL_6.901
OG0013688	AL4G22120	evm.model.RL_6.898
OG0013689	AL4G22270	evm.model.RL_6.890
OG0013690	AL4G22330	evm.model.RL_6.888
OG0013691	AL4G22660, AL345U10010	evm.model.RL_6.860
OG0013692	AL4G20450	evm.model.RL_6.757
OG0013693	AL4G20570	evm.model.RL_6.766
OG0013694	AL4G21150	evm.model.RL_6.805
OG0013695	AL4G21280	evm.model.RL_6.821
OG0013696	AL4G19970	evm.model.RL_6.737
OG0013697	AL4G19960	evm.model.RL_6.736
OG0013698	AL4G19740	evm.model.RL_6.732
OG0013699	AL8G25470	evm.model.RL_5.2272, evm.model.RL_6.726
OG0013700	AL4G19590	evm.model.RL_6.719
OG0013701	AL4G19630	evm.model.RL_6.724
OG0013702	AL4G25250	evm.model.RL_6.1131
OG0013703	AL1G53850	evm.model.RL_5.2250
OG0013704	AL4G19470	evm.model.RL_6.594
OG0013705	AL4G19340	evm.model.RL_6.576
OG0013706	AL4G19190	evm.model.RL_6.561
OG0013707	AL4G18930	evm.model.RL_6.551
OG0013708	AL4G18820	evm.model.RL_6.539
OG0013709	AL3G13880	evm.model.RL_1.318
OG0013710	AL4G18400	evm.model.RL_6.533
OG0013711	AL4G18220	evm.model.RL_6.528
OG0013712	AL4G18030	evm.model.RL_6.520
OG0013713	AL4G17960	evm.model.RL_6.511
OG0013714	AL4G17350	evm.model.RL_6.488
OG0013715	AL7G25230	evm.model.RL_2.2267
OG0013716	AL7G25850	evm.model.RL_2.2214
OG0013717	AL3G10840	evm.model.RL_1.83
OG0013718	AL2G15040, AL3G10370	evm.model.RL_1.40
OG0013719	AL3G10330	evm.model.RL_1.36
OG0013720	AL3G10300	evm.model.RL_1.33
OG0013721	AL3G10290	evm.model.RL_1.32
OG0013722	AL3G10210	evm.model.RL_1.25
OG0013723	AL6G10100	evm.model.RL_4.3431
OG0013724	AL6G10150	evm.model.RL_4.3425
OG0013725	AL6G10200	evm.model.RL_4.3420
OG0013726	AL6G10230	evm.model.RL_2.1777
OG0013728	AL8G30600	evm.model.RL_8.1600
OG0013729	AL3G11180	evm.model.RL_1.115
OG0013730	AL3G11200	evm.model.RL_1.117.2.687c87e9
OG0013731	AL3G11470	evm.model.RL_1.133
OG0013732	AL3G11530	evm.model.RL_1.138
OG0013733	AL5G13640, AL3G11730	evm.model.RL_1.153, evm.model.RL_1.158
OG0013734	AL8G20910	evm.model.RL_4.777, evm.model.RL_8.1201.1.687c855a.1.687c97bf
OG0013735	AL3G12090	evm.model.RL_1.186
OG0013736	AL3G12420	evm.model.RL_1.220
OG0013738	AL3G12890	evm.model.RL_1.248
OG0013739	AL3G12950	evm.model.RL_1.254
OG0013740	AL7G25570	evm.model.RL_2.2239
OG0013741	AL3G13320	evm.model.RL_1.275
OG0013742	AL3G13500	evm.model.RL_1.292
OG0013743	AL3G13590	evm.model.RL_1.299, evm.model.RL_1.300.2.687c87ea
OG0013744	AL3G13620	evm.model.RL_1.302
OG0013745	AL3G13780	evm.model.RL_1.308
OG0013746	AL3G13790	evm.model.RL_1.309
OG0013747	AL3G14040	evm.model.RL_1.333
OG0013748	AL3G14350	evm.model.RL_1.353
OG0013749	AL3G14300	evm.model.RL_1.348
OG0013750	AL3G14570	evm.model.RL_1.367
OG0013751	AL3G14580	evm.model.RL_1.368
OG0013752	AL3G14650	evm.model.RL_1.375
OG0013753	nbis-gene-360, AL3G14690	evm.model.RL_1.379
OG0013754	AL3G14970	evm.model.RL_1.398
OG0013755	AL3G15160, AL3G15060	evm.model.RL_1.404
OG0013756	AL3G15290	evm.model.RL_1.413
OG0013757	AL3G15370	evm.model.RL_1.420.1.687c87ea
OG0013758	AL3G15630	evm.model.RL_1.443
OG0013759	AL3G15850, AL3G15830	evm.model.RL_1.459
OG0013760	AL3G15690	evm.model.RL_1.447
OG0013762	AL3G16440	evm.model.RL_1.505
OG0013763	AL3G16710	evm.model.RL_1.526
OG0013764	AL3G16730	evm.model.RL_1.528
OG0013765	AL3G17030	evm.model.RL_1.552
OG0013766	AL962U10010, AL3G17340	evm.model.RL_1.574
OG0013767	AL3G17500	evm.model.RL_1.658
OG0013768	AL3G17750	evm.model.RL_1.604
OG0013769	AL3G42790	evm.model.RL_1.2507
OG0013770	AL3G17890	evm.model.RL_1.620
OG0013771	AL3G18390	evm.model.RL_1.655
OG0013772	AL3G18700	evm.model.RL_1.682
OG0013773	AL6G45290	evm.model.RL_8.670
OG0013774	AL3G19080	evm.model.RL_1.720
OG0013775	AL3G19100	evm.model.RL_1.722
OG0013776	AL3G19380	evm.model.RL_1.753
OG0013777	AL3G19450	evm.model.RL_1.758
OG0013778	AL3G19680	evm.model.RL_1.776
OG0013779	AL3G19920	evm.model.RL_1.798
OG0013780	AL4G38210	evm.model.RL_6.2159
