Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_Rawat
OG0013146	Cg001G0241300	AL7G38630
OG0013147	Cg001G0241000	AL7G38600
OG0013148	Cg001G0239800	AL7G38450
OG0013149	Cg001G0239100	AL7G38270
OG0013150	Cg001G0239000	AL7G38260, AL7G38210
OG0013151	Cg001G0236700	AL7G37960
OG0013152	Cg001G0233600	AL7G37750
OG0013153	Cg001G0233300	AL7G37710
OG0013154	Cg001G0232000	AL7G37620
OG0013156	Cg004G1070700	AL3G10030
OG0013157	Cg004G1071000	AL3G32740
OG0013158	Cg004G1071600	AL3G10090
OG0013159	Cg004G1072300	AL3G10210
OG0013160	Cg004G1073500	AL3G10330
OG0013161	Cg004G1073700	AL3G10350
OG0013162	Cg004G1075300	AL3G10550
OG0013164	Cg003G1064000	AL8G44960
OG0013165	Cg003G1064200	AL954U10020, AL8G23350
OG0013166	Cg003G1064500	AL8G45020
OG0013167	Cg003G1064900	AL8G45050
OG0013169	Cg003G1066000	AL8G45180
OG0013171	Cg003G1067600	AL8G45340
OG0013172	Cg004G1442300	AL3G53530
OG0013173	Cg003G1069100	AL8G45530
OG0013174	Cg003G1069500	AL472U10020, AL8G45580
OG0013175	Cg003G0887800, Cg003G1070200	AL8G45690
OG0013176	Cg001G0062700	AL8G45710
OG0013177	Cg002G0395200	AL5G46420
OG0013178	Cg002G0395700	AL5G46370
OG0013179	Cg002G0395800	AL5G46360
OG0013180	Cg002G0396500	AL5G46290
OG0013182	Cg002G0397400	AL5G46190
OG0013183	Cg002G0397800	AL5G46150
OG0013184	Cg002G0397900	AL5G46140
OG0013185	Cg002G0399500	AL5G45990
OG0013186	Cg002G0399600	AL5G45980
OG0013187	Cg002G0400600	AL5G45810
OG0013188	Cg002G0402800	AL5G45590
OG0013189	Cg002G0403500	AL5G45470
OG0013190	Cg002G0403600	AL5G45460
OG0013191	Cg002G0408300	AL5G44830
OG0013192	Cg002G0409200	AL5G44750
OG0013193	Cg002G0412000	AL5G44360
OG0013194	Cg002G0412100	AL5G44350
OG0013195	Cg002G0413600	AL5G44180
OG0013196	Cg002G0414900	AL5G43900
OG0013197	Cg003G0897400	AL8G25850
OG0013198	Cg002G0419200	AL5G43290
OG0013199	Cg002G0423400	AL5G42760
OG0013200	Cg002G0424300	AL5G42630
OG0013201	Cg002G0425100	AL5G42530
OG0013202	Cg005G1758000	AL4G12960
OG0013204	Cg002G0427300	AL5G42280
OG0013206	Cg002G0430000	AL5G41800
OG0013207	Cg002G0430500	AL5G41760
OG0013208	Cg008G2823900	AL8G20610
OG0013209	Cg002G0432300	AL5G41350
OG0013210	Cg007G2342700	AL1G65580
OG0013211	Cg002G0436000	AL5G40930
OG0013212	Cg007G2421600	AL2G23690
OG0013213	Cg001G0137900	AL7G26420
OG0013214	Cg002G0439600	AL5G40350
OG0013215	Cg002G0440600	AL5G40240
OG0013216	Cg002G0554500	AL5G26580
OG0013217	Cg002G0442700	AL5G39870
OG0013218	Cg002G0442900	AL5G39840
OG0013219	Cg002G0443500	AL5G39780
OG0013220	Cg002G0445400	AL5G39570
OG0013221	Cg002G0445500	AL5G39560
OG0013222	Cg002G0446600	AL5G39440
OG0013223	Cg002G0449600	AL5G39060
OG0013224	Cg002G0450000	AL5G39000
OG0013225	Cg002G0451200	AL5G38840
OG0013226	Cg002G0453800	AL5G38500
OG0013227	Cg002G0455400	AL5G38290
OG0013228	Cg002G0456400	AL5G38200
OG0013229	Cg002G0456700	AL5G38140
OG0013230	Cg002G0457500	AL5G38060
OG0013231	Cg002G0458500	AL5G37940
OG0013232	Cg002G0459800	AL5G37850
OG0013233	Cg002G0461900	AL5G37590
OG0013234	Cg002G0462000	AL5G37580
OG0013235	Cg002G0462600	AL5G37530
OG0013236	Cg008G2852900, Cg008G2868700	AL8G21830
OG0013237	Cg002G0464000	AL5G37340
OG0013238	Cg002G0465300	AL5G37230
OG0013239	Cg002G0470500	AL5G36700
OG0013240	Cg002G0470600	AL5G36690
OG0013241	Cg002G0470100, Cg002G0472000	AL5G36550
OG0013242	Cg002G0473000	AL5G36480
OG0013243	Cg002G0476700	AL5G36100
OG0013244	Cg002G0478000	AL5G35970
OG0013245	Cg002G0478100	AL5G35960
OG0013247	Cg002G0479900	AL5G35790
OG0013248	Cg002G0482000	AL5G35560
OG0013249	Cg002G0484200	AL5G35300
OG0013250	Cg002G0484400	AL5G35270
OG0013251	Cg007G2424500	AL2G23900
OG0013252	Cg002G0486100	AL5G35100, AL5G35110
OG0013253	Cg001G0240700	AL7G38570
OG0013254	Cg002G0488600	AL5G34790
OG0013256	Cg002G0492300	AL5G34360
OG0013257	Cg002G0492700	AL5G34320
OG0013258	Cg002G0493800	AL5G34270
OG0013259	Cg002G0493600	AL5G34260
OG0013260	Cg002G0497000	AL5G33870
OG0013261	Cg002G0498700	AL5G33690
OG0013262	Cg002G0499000	AL5G33650
OG0013263	Cg002G0499400	AL5G33620
OG0013264	Cg002G0502500	AL5G33300
OG0013265	Cg003G0924300	AL8G29050
OG0013266	Cg003G0924200	AL8G29040
OG0013267	Cg003G0924100	AL8G29030
OG0013268	Cg003G0922900	AL8G28980
OG0013269	Cg003G0918200	AL8G28180
OG0013270	Cg003G0917200	AL8G28080
OG0013271	Cg003G0915700	AL8G27840
OG0013272	Cg001G0243900	AL7G39000
OG0013273	Cg001G0244300	AL7G39040
OG0013274	Cg001G0159000	AL7G28740
OG0013275	Cg001G0245300	AL7G39130
OG0013276	Cg004G1317800	AL3G40250
OG0013277	Cg004G1318700	AL3G40490
OG0013278	Cg004G1322800	AL3G41150
OG0013279	Cg004G1323800	AL8G12580, AL3G41270
OG0013280	Cg004G1323900	AL3G41280
OG0013281	Cg004G1324500	AL3G41670
OG0013282	Cg004G1331100	AL3G42180
OG0013283	Cg004G1336500	AL3G42450
OG0013285	Cg004G1337200	AL3G42510
OG0013286	Cg004G1345000	AL3G43000
OG0013287	Cg004G1348200	AL3G43520
OG0013288	Cg004G1349900	AL3G43670
OG0013289	Cg004G1350000	AL3G43680
OG0013290	Cg004G1351700	AL3G43800
OG0013291	Cg004G1313700	AL3G39790
OG0013292	Cg004G1314800	AL3G39860
OG0013293	Cg004G1314900	AL3G39870
OG0013294	Cg004G1315000	nbis-gene-782
OG0013295	Cg007G2431800	AL2G24910
OG0013296	Cg007G2434200	AL2G25140
OG0013297	Cg005G1650900	nbis-gene-1235
OG0013298	Cg007G2437200	AL2G25410
OG0013299	Cg007G2437400	AL2G25440
OG0013300	Cg007G2438400	AL2G25680
OG0013301	Cg007G2438500	AL2G25690
OG0013302	Cg007G2439500	AL2G25800
OG0013303	Cg007G2442400	AL2G26220
OG0013304	Cg007G2442800	AL2G26250
OG0013305	Cg007G2443200	AL2G26300
OG0013306	Cg007G2445100	AL2G26530
OG0013307	Cg007G2446600	AL2G26980
OG0013308	Cg007G2448300	AL2G26810
OG0013309	Cg007G2451900	nbis-gene-563
OG0013311	Cg001G0320700	AL7G45120
OG0013312	Cg004G1415500	AL3G51000
OG0013313	Cg004G1419100	AL3G51540
OG0013314	Cg004G1419700	AL3G51590
OG0013315	Cg001G0381900	AL7G48630
OG0013316	Cg004G1421300	AL3G51800
OG0013317	Cg004G1422700	AL3G52030
OG0013318	Cg004G1423400	AL3G52090
OG0013319	Cg004G1423500	AL3G52100
OG0013320	Cg004G1426400	AL3G52990, AL2G11780
OG0013321	Cg004G1426500	AL3G52980
OG0013322	Cg001G0330700, Cg004G1394400	AL3G52790
OG0013323	Cg004G1429900	AL3G49020
OG0013324	Cg004G1430800	AL3G48920
OG0013325	Cg004G1432600	AL3G48690
OG0013326	Cg004G1433500	AL3G48610
OG0013327	Cg004G1434300	AL3G48530
OG0013328	Cg005G1518700	AL4G39140
OG0013329	Cg005G1518800	AL4G39130
OG0013330	Cg005G1519800	AL4G39010
OG0013331	Cg005G1519900	AL4G39000
OG0013332	Cg005G1520100	AL4G38980
OG0013333	Cg005G1520300	AL4G38950
OG0013334	Cg005G1521300	AL4G38810
OG0013335	Cg005G1521900	AL4G34480, nbis-gene-1133
OG0013336	Cg005G1524300	AL4G38490
OG0013337	Cg005G1525400	AL4G38420
OG0013338	Cg005G1525300	AL4G38400
OG0013339	Cg005G1526600, Cg001G0292500	AL4G38230
OG0013340	Cg005G1529800	AL4G37880
OG0013341	Cg005G1531500	AL4G37670
OG0013342	Cg005G1532700	AL4G37510
OG0013343	Cg005G1534700	AL4G37210
OG0013344	Cg005G1535600	AL4G37120
OG0013345	Cg005G1536300	AL4G36990
OG0013346	Cg005G1539500	AL4G36580
OG0013347	Cg005G1540500	AL4G36450
OG0013348	Cg005G1540600	AL4G36440
OG0013349	Cg005G1653600	AL4G21810
OG0013350	Cg005G1541900, Cg007G2322000, Cg007G2321600	AL4G36310
OG0013351	Cg005G1542000	AL4G36300
OG0013352	Cg005G1545400	AL4G35960
OG0013353	Cg002G0554200	AL5G26640
OG0013354	Cg005G1746200	AL4G14780
OG0013355	Cg005G1547000	AL4G35790
OG0013356	Cg002G0597600	AL5G21530
OG0013357	Cg005G1558000	AL4G34060
OG0013358	Cg005G1549800	AL4G35390
OG0013359	Cg005G1552200	AL4G35060
OG0013360	Cg005G1552500	AL4G35020
OG0013361	Cg005G1554000	AL4G34870
OG0013363	Cg005G1556800	AL4G34590
OG0013364	Cg005G1557800	AL4G34150
OG0013365	Cg005G1559400	AL4G33810
OG0013366	Cg005G1560400	AL4G33700
OG0013367	Cg005G1560700	AL4G33670
OG0013369	Cg005G1563400	AL693U10010, AL4G33360
OG0013370	Cg005G1563700	AL4G33330
OG0013371	Cg005G1564200, Cg001G0369000	AL4G33220
OG0013372	Cg004G1272000	AL3G34260
OG0013374	Cg001G0144100	AL7G27100
OG0013375	Cg003G0746300	AL6G47750
OG0013376	Cg003G0745600	AL6G47800
OG0013377	Cg006G2200700	AL1G16450
OG0013378	Cg004G1264900	AL3G33380
OG0013379	Cg004G1265000	AL3G33410
OG0013380	Cg005G1761900	AL4G12200
OG0013381	Cg003G0857400, Cg003G0740300	AL6G48280
OG0013382	Cg003G0752900	AL6G46830
OG0013383	Cg003G0753200	AL6G46790
OG0013384	Cg003G0754700	AL6G46560
OG0013385	Cg003G0751400	AL6G47090
OG0013386	Cg003G0749100	AL6G47330
OG0013387	Cg005G1777400	AL4G10240
OG0013388	Cg005G1774400	AL4G10620
OG0013389	Cg005G1772600	AL4G10810
OG0013390	Cg005G1771800	AL4G10940
OG0013391	Cg005G1771400	AL4G11000
OG0013392	Cg005G1770300	AL4G11260
OG0013393	Cg005G1769800	AL4G11310
OG0013394	Cg005G1769600	AL4G11330
OG0013395	Cg005G1767700	AL4G11430
OG0013396	Cg005G1765900	AL4G11760
OG0013397	Cg005G1766200	AL4G11790
OG0013398	Cg005G1764500	AL4G11960
OG0013399	Cg005G1763100	AL4G12100
OG0013401	Cg005G1758900	AL4G12700
OG0013402	Cg005G1752700	AL4G13800
OG0013404	Cg005G1730800	AL4G16580
OG0013405	Cg036G3082500, Cg013G3025400	AL4G16870
OG0013406	Cg005G1733900	AL4G16400
OG0013407	Cg005G1718400	AL4G17700
OG0013408	Cg005G1717100	AL4G17960
OG0013409	Cg005G1713900	AL4G18400
OG0013410	Cg005G1703600	AL4G19340
OG0013411	Cg005G1734500	AL4G16260
OG0013412	Cg005G1735000	AL4G16180
OG0013413	Cg005G1735700	AL4G16050
OG0013414	Cg005G1708100	AL4G18930
OG0013415	Cg005G1722500	AL4G17350
OG0013416	Cg005G1722100	AL4G17430
OG0013417	Cg006G1870400	AL1G52580
OG0013418	Cg006G2000500	AL1G40880
OG0013419	Cg006G1879400	AL1G51660
OG0013420	Cg006G2002100	AL1G40720
OG0013421	Cg006G1885400	AL1G51790
OG0013422	Cg006G1884300	AL1G51980
OG0013423	Cg006G1868800	AL1G52430
OG0013424	Cg006G1869000	AL1G52450
OG0013425	Cg006G1903700	AL1G51220
OG0013426	Cg006G1911100	AL1G50510
OG0013427	Cg006G1912200	AL1G50380
OG0013428	Cg006G1915900	AL1G50100
OG0013429	Cg006G1915600	AL1G50090
OG0013430	Cg006G1916700	AL1G49920
OG0013431	Cg006G1923100, Cg006G1923200	AL1G48930
OG0013432	Cg006G1923900	AL1G48860
OG0013433	Cg006G1925700	AL1G48650
OG0013434	Cg006G1926000	AL1G48620
OG0013435	Cg007G2371400	AL1G64680
OG0013436	Cg006G1933200	AL1G48260
OG0013437	Cg006G1935900	AL1G47890
OG0013438	Cg006G1936200	AL1G47860
OG0013439	Cg006G1936300	AL1G47850
OG0013440	Cg006G1937900	AL1G47740
OG0013441	Cg006G1938100	AL1G47720
OG0013442	Cg003G0784300	AL6G43340
OG0013443	Cg003G0791000	AL6G41470
OG0013444	Cg003G0777400	nbis-gene-1618
OG0013445	Cg003G0776500	AL6G43920
OG0013446	Cg003G0776100	AL6G43940
OG0013447	Cg003G0773200	AL6G44270
OG0013448	Cg003G0767000	AL6G44850
OG0013449	Cg003G0765100	AL6G45100
OG0013450	Cg003G0764900	AL6G45200
OG0013451	Cg003G0763100	AL6G45240
OG0013452	Cg003G0760800	AL6G45650
OG0013453	Cg003G0760500	AL6G45680
OG0013454	Cg003G0759800	AL6G45730
OG0013455	Cg008G2756200	AL6G30550
OG0013456	Cg008G2756500	AL6G30580
OG0013457	Cg008G2757000	AL6G30670
OG0013458	Cg008G2821000	AL6G38510
OG0013459	Cg008G2821800	AL6G38590
OG0013460	Cg008G2822000	AL6G38610
OG0013461	Cg008G2822200	AL6G38630
OG0013462	Cg008G2825500	nbis-gene-1586
OG0013463	Cg008G2826300	AL6G39220
OG0013464	Cg008G2826700	AL6G39340
OG0013465	Cg008G2827100, Cg008G2827400	AL6G39370
OG0013466	Cg008G2827900	AL6G39440
OG0013467	Cg004G1354400	AL3G44210, nbis-gene-2013
OG0013468	Cg004G1438700	AL3G47945
OG0013469	Cg004G1439500	AL3G47850
OG0013470	Cg004G1443000	AL3G53650
OG0013471	Cg004G1445600	nbis-gene-912
OG0013472	Cg002G0565200	AL5G25280
OG0013473	Cg002G0570700	AL5G24520
OG0013474	Cg005G1450200	AL4G47500
OG0013475	Cg005G1450800	AL4G47440, AL39U10020
OG0013476	Cg005G1451300	AL4G47390
OG0013477	Cg005G1451600	AL4G47360
OG0013478	Cg005G1452300	AL4G47270
OG0013479	Cg005G1453300	AL4G47170
OG0013480	Cg005G1453500	AL4G47150
OG0013481	Cg005G1454100	AL4G38910
OG0013482	Cg005G1454400	AL4G47060
OG0013483	Cg005G1456200	AL4G46890
OG0013484	Cg005G1456300	AL4G46880
OG0013485	Cg005G1456400	AL4G46870
OG0013486	Cg005G1458800	AL4G46510
OG0013487	Cg005G1458900	AL4G46500
OG0013488	Cg005G1459800	AL4G46400
OG0013489	Cg005G1461700	AL4G46190
OG0013490	Cg005G1462500	AL4G46100
OG0013491	Cg005G1463200	AL4G46010
OG0013492	Cg005G1463300	AL4G46000
OG0013493	Cg005G1463400	AL4G45990
OG0013494	Cg005G1464700	AL4G45780
OG0013495	Cg005G1465500	AL4G45680
OG0013496	Cg005G1465900	AL4G45640
OG0013497	Cg005G1466100	AL4G45620
OG0013498	Cg005G1466700	AL4G45550
OG0013499	Cg005G1467500	AL4G45470
OG0013500	Cg005G1469400	AL4G45220
OG0013501	Cg005G1469600	AL4G45190
OG0013502	Cg005G1470500	AL4G45070
OG0013503	Cg005G1470600	AL4G45060
OG0013504	Cg005G1473600	AL4G44770
OG0013505	Cg005G1474300	AL4G44700
OG0013506	Cg005G1476400	AL4G44420
OG0013507	Cg005G1476800	AL4G44380
OG0013508	Cg005G1479500	AL4G44100
OG0013509	Cg005G1480300	AL4G44030
OG0013510	Cg005G1483100	AL4G43710
OG0013511	Cg005G1483600	AL4G43640
OG0013512	Cg005G1483800	AL4G43620
OG0013513	Cg005G1485000	AL4G43520
OG0013514	Cg005G1485900	AL4G43430
OG0013515	Cg005G1486100	AL4G43400
OG0013516	Cg005G1486900	AL4G43270
OG0013517	Cg005G1487600	AL4G43190
OG0013518	Cg005G1489400	AL4G42900
OG0013519	Cg005G1492900	AL4G42470
OG0013520	Cg002G0570200	AL5G24570
OG0013521	Cg005G1494300	AL4G42340
OG0013522	Cg005G1495600	AL4G42160
OG0013523	Cg005G1497100	AL4G41910
OG0013524	Cg005G1497800	AL4G41850
OG0013525	Cg005G1499500	AL4G41670
OG0013526	Cg005G1499700	AL4G41650
OG0013527	Cg005G1500100	AL4G41610
OG0013528	Cg005G1502500	AL4G41390
OG0013529	Cg005G1503300	AL4G41260
OG0013530	Cg005G1503600	AL4G41240
OG0013531	Cg005G1506500	AL4G40900
OG0013532	Cg008G2850500, Cg008G2866000	AL8G22050
OG0013533	Cg005G1508200	AL4G40620
OG0013534	Cg005G1508600	AL4G40580
OG0013535	Cg005G1509500	AL4G40480
OG0013536	Cg005G1513800	AL4G39820, AL4G39970
OG0013537	Cg005G1513700	AL4G39980
OG0013538	Cg005G1513600	AL4G39990
OG0013540	Cg005G1513300	AL4G40010
OG0013541	Cg005G1516600	AL4G39410
OG0013542	Cg005G1517000	AL4G39320
OG0013543	Cg004G1078200	AL3G10840
OG0013545	Cg004G1078600	AL3G10910
OG0013546	Cg004G1080100	AL3G11080
OG0013547	Cg003G0819000	AL6G41290
OG0013548	Cg004G1083800	AL3G11470
OG0013549	Cg004G1085500	AL5G13640
OG0013550	Cg004G1088000	AL3G12030
OG0013551	Cg004G1088800	AL3G12150
OG0013552	Cg004G1091300	AL3G12400
OG0013553	Cg004G1094500	AL3G12890
OG0013554	Cg004G1095000	AL3G12950
OG0013555	Cg004G1097100	AL3G13320
OG0013556	Cg004G1097800	AL3G13410
OG0013557	Cg004G1098400	AL3G13480
OG0013558	Cg004G1098500	AL3G13490
OG0013559	Cg004G1098600	AL3G13500
OG0013560	Cg004G1099500	AL3G13620
OG0013561	Cg004G1100100	AL3G13760
OG0013562	Cg004G1100300	AL3G13780
OG0013563	Cg004G1103800	AL3G14300
OG0013564	Cg004G1104300	AL3G14350
OG0013565	Cg004G1105800	AL3G14570
OG0013566	Cg004G1105900	AL3G14580
OG0013567	Cg004G1106800	AL3G14680
OG0013568	Cg004G1106900	AL3G14690, nbis-gene-360
OG0013569	Cg004G1107700	AL3G14840
OG0013570	Cg004G1108400	nbis-gene-657
OG0013571	Cg004G1109500	AL3G15060, AL3G15160
OG0013572	Cg004G1109700	AL3G15180
OG0013573	Cg004G1110300	AL3G15290
OG0013574	Cg004G1110900	AL3G15370
OG0013575	Cg004G1114400	AL3G15690
OG0013576	Cg004G1115400	AL3G15850, AL3G15830
OG0013577	Cg004G1115800	AL3G15950
OG0013578	Cg004G1118200	AL3G16270
OG0013580	Cg004G1121500	AL3G16670
OG0013581	Cg004G1121800	AL3G16710
OG0013582	Cg004G1122000	AL3G16730
OG0013583	Cg004G1124100	AL3G16940
OG0013584	Cg004G1125300	AL3G17030
OG0013585	Cg004G1127200	AL962U10010, AL3G17340
OG0013586	Cg004G1128200	AL3G17500
OG0013587	Cg004G1128700	AL3G17550
OG0013588	Cg004G1129800	AL3G17620
OG0013589	Cg004G1130700	AL3G17750
OG0013590	Cg004G1131900	AL3G17890
OG0013591	Cg004G1134800	AL3G18310
OG0013592	Cg004G1135400	AL3G18380
OG0013593	Cg004G1135500	AL3G18390
OG0013594	Cg004G1135900	AL384U10020, AL3G18430
OG0013595	Cg004G1138100	AL3G18700
OG0013597	Cg004G1141700	AL3G19080
OG0013598	Cg004G1141900	AL3G19100
OG0013599	Cg004G1144800	AL3G19450
OG0013600	Cg004G1145300	AL3G19510
OG0013601	Cg004G1146600	AL3G19680
OG0013602	Cg004G1148800	AL3G19920
OG0013603	Cg004G1149300	AL3G19980
OG0013604	Cg001G0161000	AL7G28980
OG0013605	Cg004G1149800	AL3G20040
OG0013606	Cg004G1150000	AL3G20060
OG0013607	Cg004G1151000	AL3G20180
OG0013609	Cg004G1154900	AL3G20720
OG0013610	Cg004G1155800	AL3G20860
OG0013611	Cg004G1158500	AL3G21180
OG0013612	Cg004G1158800	AL3G21210
OG0013613	Cg004G1160000	AL3G21410
OG0013614	Cg004G1160500	AL3G21480
OG0013615	Cg004G1160800	AL3G21510
OG0013616	Cg004G1163500	AL3G21790
OG0013617	Cg004G1165600	AL3G22060
OG0013618	Cg004G1165900	AL3G22100
OG0013619	Cg004G1168100	AL3G22300
OG0013620	Cg004G1168200	AL3G22310
OG0013621	Cg004G1168300	AL3G22320
OG0013622	Cg004G1168700	AL3G22370
OG0013623	Cg004G1169400	AL3G22440
OG0013625	Cg004G1171100	AL3G22630
OG0013627	Cg004G1172100	AL3G22740
OG0013628	Cg004G1175300	AL3G23110
OG0013629	Cg004G1176300	AL3G23190
OG0013630	Cg004G1179900	AL3G23620
OG0013631	Cg004G1180500	AL3G23710
OG0013632	Cg004G1180900	AL3G23750
OG0013633	Cg004G1181700	AL3G23860
OG0013634	Cg004G1183200	AL3G24020
OG0013635	Cg004G1183500	AL3G24060
OG0013636	Cg004G1184400	nbis-gene-698
OG0013637	Cg004G1185800	AL3G24350
OG0013638	Cg004G1186900	AL3G24460
OG0013639	Cg004G1188600	AL3G24620
OG0013640	Cg004G1191100	AL3G24870
OG0013641	Cg004G1192100	AL3G24980
OG0013643	Cg004G1199400	AL3G26040
OG0013644	Cg002G0563000	AL5G25490
OG0013645	Cg004G1201600	AL3G26260
OG0013647	Cg004G1207800	AL3G26920
OG0013648	Cg004G1209200	AL3G27060
OG0013649	Cg004G1210400	AL3G27190
OG0013650	Cg004G1211000	AL3G27250
OG0013651	Cg004G1214700	AL3G27540
OG0013652	Cg004G1215200	AL3G27590
OG0013653	Cg004G1215500	AL3G27630
OG0013654	Cg004G1215900	AL3G27670
OG0013655	Cg004G1216500	AL3G27760
OG0013656	Cg004G1217300	AL3G27860
OG0013657	Cg004G1220300	AL3G28220
OG0013658	Cg004G1221000	AL3G28260
OG0013659	Cg001G0368000	AL7G50400
OG0013660	Cg004G1221700	AL3G28370
OG0013661	Cg004G1222400	AL3G28450
OG0013662	Cg004G1223900	AL3G28620
OG0013663	Cg004G1224300	AL3G28660
OG0013664	Cg004G1225200	AL3G28740
OG0013666	Cg004G1227800	AL3G29110
OG0013667	Cg004G1227900	AL3G29120
OG0013668	Cg004G1232900	AL3G29720
OG0013669	Cg004G1233000	AL3G29730
OG0013670	Cg004G1233900	AL3G29870
OG0013671	Cg004G1234300	AL3G29920
OG0013672	Cg004G1234600	nbis-gene-716
OG0013673	Cg004G1235100	AL3G30020
OG0013674	Cg004G1235500	AL3G30050
OG0013675	Cg004G1235600	AL3G30070
OG0013676	Cg004G1236600	AL3G30170
OG0013677	Cg004G1238200	AL3G30360
OG0013679	Cg004G1238600	AL3G30400
OG0013680	Cg004G1238900	AL3G30450
OG0013682	Cg004G1241400	AL3G30710
OG0013683	Cg004G1241500	AL3G30740
OG0013684	Cg004G1241800	AL3G30770
OG0013685	Cg004G1241900	AL3G30780
OG0013686	Cg004G1242000	AL3G30790
OG0013687	Cg004G1242400	AL3G30860
OG0013688	Cg004G1242600	AL3G30880
OG0013689	Cg004G1244600	AL3G31080
OG0013690	Cg004G1244700	AL3G31090
OG0013691	Cg004G1250800	AL3G31800
OG0013692	Cg004G1253300	AL3G32100
OG0013693	Cg004G1258000	AL3G32640
OG0013694	Cg004G1259100	AL3G32770
OG0013695	Cg004G1259200	AL3G32780
OG0013696	Cg004G1260400	AL3G32880
OG0013697	Cg004G1263400	AL3G33180
OG0013698	Cg004G1264600	AL3G33350
OG0013699	Cg004G1265200	AL3G33450
OG0013700	Cg004G1268400	AL3G33840
OG0013701	Cg004G1269200	AL3G33930
OG0013702	Cg004G1269800	AL3G33980, AL880U10020
OG0013703	Cg004G1271300	AL3G34140
OG0013704	Cg004G1271400	AL3G34150
OG0013705	Cg004G1271500	AL3G34160
OG0013706	Cg004G1271600	AL219U10020, AL3G34170
OG0013707	Cg004G1272100	AL3G34270
OG0013708	Cg004G1272700	AL3G34410
OG0013709	Cg007G2306000	AL2G16570
OG0013710	Cg004G1274300	AL3G34650
OG0013711	Cg004G1275600	AL3G34730
OG0013712	Cg004G1276100	AL3G34800
OG0013713	Cg004G1276800	AL3G34890
OG0013714	Cg001G0362200	AL7G50940
OG0013715	Cg001G0360500	AL7G51250
OG0013716	Cg001G0157700	AL7G28590
OG0013717	Cg001G0353700	AL7G51690
OG0013718	Cg001G0353100	AL7G51910
OG0013719	Cg001G0352900	AL7G51930
OG0013720	Cg001G0350700	AL7G52230
OG0013721	Cg001G0349900	AL7G52610
OG0013722	Cg001G0343500	AL7G52870
OG0013723	Cg001G0341200	AL7G46750
OG0013724	Cg001G0339100	AL7G46550
OG0013725	Cg001G0338900	AL7G46500
OG0013726	Cg007G2366900	AL1G64630
OG0013727	Cg001G0336500	AL7G46400
OG0013728	Cg001G0336300	AL7G46330
OG0013729	Cg001G0332000	AL7G45990
OG0013730	Cg001G0325600	AL7G45580
OG0013731	Cg001G0321500	AL7G45260
OG0013732	Cg009G2989800, Cg008G2888600	AL8G19850
OG0013733	Cg004G1307200	AL3G38770
OG0013734	Cg004G1306400	AL3G38570
OG0013735	Cg004G1304900	AL3G38250
OG0013736	Cg004G1302500	AL3G38060
OG0013737	Cg004G1301300, Cg004G1301400	AL3G37930
OG0013738	Cg004G1300900	AL3G37910
OG0013739	Cg004G1297900	AL3G37510
OG0013740	Cg004G1297000	AL3G37400
OG0013741	Cg004G1293400	AL3G36970
OG0013742	Cg004G1292300	AL3G36860
OG0013743	Cg004G1291400	AL3G36740
OG0013744	Cg007G2409100, Cg007G2400300	AL2G20400
OG0013745	Cg004G1289700	AL1017U10010, AL3G36510
OG0013746	Cg004G1286600	AL3G36030
OG0013747	Cg004G1285800	AL3G35910
OG0013748	Cg004G1284600	AL3G35800
OG0013749	Cg004G1284100	AL3G35740
OG0013750	Cg004G1283000	AL3G35620
OG0013751	Cg004G1280500	AL3G35330
OG0013752	Cg001G0098900	AL7G21790
OG0013753	Cg007G2347700	AL1G65300
OG0013754	Cg007G2425300	AL2G23990
OG0013755	Cg007G2423200	AL2G23780
OG0013756	Cg007G2402700	AL2G22160
OG0013757	Cg007G2398600, Cg007G2411000	AL2G20230
OG0013758	Cg007G2408400, Cg007G2400900	AL2G21140
OG0013759	Cg007G2408300, Cg007G2401000	AL2G22040
OG0013760	Cg007G2366300	AL1G64700
OG0013761	Cg007G2357500	AL1G65000
OG0013762	Cg007G2354200	AL1G65040
OG0013763	Cg008G2753900	AL6G30290
OG0013764	Cg008G2750000	AL6G29860
OG0013765	Cg008G2749500	AL6G29810
OG0013766	Cg008G2749100	AL6G29750
OG0013767	Cg008G2748100	AL6G29680
OG0013768	Cg008G2747900	AL6G29660
OG0013769	Cg005G1715300	AL4G18220
OG0013770	Cg005G1750700	AL4G13980
OG0013771	Cg008G2746100	AL6G29400
OG0013772	Cg008G2842200	AL8G22990
OG0013773	Cg008G2841500	AL8G23130
OG0013774	Cg008G2877600	AL8G21120
OG0013775	Cg008G2877800	AL8G21110
OG0013776	Cg002G0503600	AL5G33190
OG0013777	Cg002G0505300	AL5G32920
OG0013778	Cg002G0505700	AL5G32840
OG0013779	Cg002G0505800	AL5G32830
OG0013780	Cg002G0505900	AL5G32820
OG0013781	Cg002G0506000	AL5G32810
OG0013782	Cg002G0506100	AL5G32800
OG0013783	Cg002G0508800	AL5G32500
OG0013784	Cg002G0508900	AL5G32490
OG0013785	Cg002G0509400	AL5G32440
OG0013786	Cg002G0510100	AL5G32360, AL1G42920
OG0013787	Cg002G0510500	AL5G32290
OG0013788	Cg002G0511200	AL5G32220
OG0013789	Cg002G0512700	AL5G32060
OG0013790	Cg002G0514000	AL5G31920
OG0013791	Cg006G1912400, Cg002G0515000	AL5G31790
