Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_Rawat
OG0013792	Cg002G0694800	AL5G10280
OG0013793	Cg006G2256400	AL1G10040
OG0013794	Cg002G0546500	AL5G27440
OG0013795	Cg006G2253300	AL1G10410
OG0013796	Cg006G2252700	AL1G10490
OG0013797	Cg006G2251900	AL1G10610
OG0013799	Cg006G2249700	AL1G10850
OG0013800	Cg006G2246700	AL1G11230
OG0013801	Cg006G2246600	AL1G11250
OG0013802	Cg006G2246000	AL1G11320
OG0013803	Cg006G2245400	AL1G11410
OG0013804	Cg006G2244400	AL1G11480
OG0013805	Cg006G2243300	AL4G39680
OG0013806	Cg004G1219100	AL3G28100
OG0013807	Cg006G2241200	AL1G11820
OG0013808	Cg006G2240600	AL1G11890
OG0013809	Cg006G2240400	AL1G11930
OG0013810	Cg006G2239900	AL1G12000
OG0013811	Cg006G2237500	AL1G12280
OG0013812	Cg006G2236900	AL1G12350
OG0013813	Cg006G2235800	AL1G12480
OG0013814	Cg006G2235500	AL1G12510
OG0013815	Cg006G2234500	AL1G12650
OG0013816	Cg006G2232000	AL1G12960
OG0013817	Cg006G2229700	AL1G13310
OG0013818	Cg006G2227200	AL1G13590
OG0013819	Cg006G2226600	AL1G13630
OG0013820	Cg006G2221500	AL1G14180
OG0013821	Cg006G2220900	AL1G14260
OG0013822	Cg006G2219200	AL1G14450
OG0013823	Cg006G2217100	AL1G14650
OG0013824	Cg006G2217000	AL1G14660
OG0013825	Cg007G2347900, Cg006G2205300	AL1G15900
OG0013826	Cg006G2205100	AL1G15920
OG0013827	Cg006G2202300	AL1G16280
OG0013828	Cg006G2200200	AL1G16520
OG0013829	Cg006G2196000, Cg006G2206900	AL1G16950
OG0013830	Cg006G2195900	AL1G16960
OG0013831	Cg006G2195000	AL1G17080
OG0013832	Cg006G2193900	AL1G17240
OG0013833	Cg006G2191900	AL1G17430
OG0013834	Cg006G2190900	AL1G17530
OG0013835	Cg001G0335000	AL7G46260
OG0013836	Cg006G2184700	AL1G18300
OG0013837	Cg006G2182100	AL1G18590
OG0013838	Cg006G2180600	AL1G18730
OG0013839	Cg006G2179900	AL1G18800
OG0013840	Cg007G2372800	AL2G19190
OG0013841	Cg006G2179700	AL1G18820
OG0013842	Cg006G2175100	AL1G19290
OG0013843	Cg006G2174100	AL1G19420
OG0013845	Cg006G2172300	AL1G19670
OG0013846	Cg006G2171600	AL1G19750
OG0013847	Cg006G2171300	AL1G19780
OG0013848	Cg006G2170800	AL1G19830
OG0013849	Cg006G2169900	AL1G19950
OG0013850	Cg006G2169500	AL1G19990
OG0013851	Cg006G2168400	AL1G20100
OG0013852	Cg006G2167000, Cg006G2166900	AL1G20270
OG0013853	Cg006G2165600	AL1G20380
OG0013855	Cg006G2161800	AL1G20840
OG0013856	Cg006G2160000	AL1G21120
OG0013857	Cg006G2159300	AL1G21230
OG0013858	Cg006G2159000	AL1G21280
OG0013859	Cg006G2158600	AL1G21320
OG0013860	Cg006G2011500	AL1G39730
OG0013861	Cg006G2156100	AL1G21570
OG0013862	Cg006G2155300	AL1G21710
OG0013863	Cg006G2153800	AL1G21890
OG0013864	Cg006G2153200	AL1G21980
OG0013865	Cg006G2152900	AL1G22030
OG0013866	Cg006G2152500	AL1G22070
OG0013867	Cg006G2152100	AL1G22100
OG0013868	Cg006G2150900	AL1G22250
OG0013871	Cg005G1759800	AL4G12520
OG0013872	Cg006G2146100	AL1G22840
OG0013873	Cg006G2145800	AL1G22880
OG0013874	Cg006G2145500	AL1G22920
OG0013875	Cg006G2145100	AL1G22970
OG0013876	Cg006G2143900	AL1G23070
OG0013877	Cg006G2143800	AL1G23080
OG0013878	Cg007G2354300	AL1G23170
OG0013879	Cg006G2143100	AL1G23200
OG0013880	Cg006G2143000	AL1G23210
OG0013881	Cg006G2136400	AL1G24340
OG0013882	Cg006G2135900	AL1G24230, AL1G24400
OG0013883	Cg006G2134900	AL1G24490
OG0013884	Cg006G2134700	AL1G24510
OG0013885	Cg006G2134100	AL1G24570
OG0013886	Cg006G2133500	AL1G24650
OG0013887	Cg006G2006400	AL1G40240
OG0013888	Cg006G2131600	AL1G24860
OG0013889	Cg006G2130500	AL1G25000
OG0013890	Cg003G0904800	AL8G26570
OG0013891	Cg006G2129600	AL1G25170
OG0013892	Cg006G2127200	AL1G25480
OG0013893	Cg006G2126800	AL1G25520
OG0013894	Cg006G2122700	AL1G26020
OG0013895	Cg006G2122000	AL1G26100
OG0013896	Cg006G2121400	AL1G26140
OG0013897	Cg006G2121100	AL1G26170
OG0013898	Cg006G2120500	AL1G26220
OG0013899	Cg006G2120400	AL1G26230
OG0013900	Cg006G2119400	AL1G26330
OG0013901	Cg006G2116500	nbis-gene-84
OG0013902	Cg006G2116300	AL1G26700
OG0013903	Cg006G2112600	AL1G27140
OG0013904	Cg006G2111300	AL1G27320
OG0013905	Cg008G2866600, Cg008G2850900	AL8G22020
OG0013906	Cg006G2107100	AL1G27820
OG0013907	Cg006G2104200	AL1G28110
OG0013908	Cg006G2103000	AL1G28240
OG0013910	Cg006G2101600	AL1G28410
OG0013911	Cg006G2100600	AL1G28500
OG0013912	Cg006G2099500	AL1G28640
OG0013913	Cg006G2099100	AL2G39600, AL1G28690
OG0013914	Cg006G2098900	AL6G51080, nbis-gene-1666, AL1G28710
OG0013915	Cg006G2097300	AL1G28900
OG0013916	Cg006G2097100	AL1G28920
OG0013917	Cg006G2096300	AL1G29000
OG0013918	Cg006G2092800	AL1G29390
OG0013919	Cg006G2091500	AL1G29570
OG0013920	Cg003G0912500	nbis-gene-2115
OG0013921	Cg006G2090600	AL1G29670
OG0013922	Cg006G2090500	AL1G29680
OG0013923	Cg006G2090400	AL1G29690
OG0013924	Cg006G2089500	AL1G29800
OG0013925	Cg006G2088900	AL1G29870
OG0013926	Cg006G2086200	AL1G30230
OG0013927	Cg006G2085500	AL1G30330
OG0013928	Cg006G2085300	AL1G30350
OG0013929	Cg006G2084200	AL1G30480
OG0013930	Cg006G2083400	AL1G30620
OG0013931	Cg006G2083100	AL1G30650
OG0013932	Cg006G2081800	AL1G30810
OG0013933	Cg006G2079600	AL1G31040
OG0013934	Cg006G2075200	AL1G31570
OG0013935	Cg006G2074600	AL1G31670
OG0013936	Cg006G2074000	AL1G31730
OG0013937	Cg006G2073900	AL1G31750
OG0013938	Cg006G2073700	AL1G31770
OG0013939	Cg006G2071500	AL1G31980
OG0013940	Cg006G2071200	AL1G32180
OG0013941	Cg006G2070200	AL1G32280
OG0013942	Cg006G2069500	AL1G32350
OG0013943	Cg006G2069000	AL1G32410
OG0013944	Cg006G2068800	AL1G32430
OG0013945	Cg006G2073200	AL1G31820
OG0013946	Cg006G2068100	AL1G32500
OG0013947	Cg006G2066800	AL1G32610
OG0013948	Cg002G0678600	AL5G13000
OG0013951	Cg001G0367900	AL7G50410
OG0013952	Cg006G2062600	AL1G33180
OG0013953	Cg006G2062400	AL1G33310
OG0013954	Cg006G2061400	AL1G33440
OG0013955	Cg006G2058700	AL1G33810
OG0013956	Cg006G2053400	AL1G34450
OG0013957	Cg006G2053300	AL1G34460
OG0013958	Cg006G2053200	AL1G34470
OG0013959	Cg006G2052500	AL1G34540
OG0013960	Cg006G2052400	AL1G34550
OG0013961	Cg006G2050000	AL1G34830
OG0013962	Cg006G2047800	AL1G35090
OG0013963	Cg006G2046100	AL1G35490
OG0013964	Cg006G2045300	AL1G35570
OG0013965	Cg006G2044100	AL1G35680
OG0013966	Cg008G2884500	AL8G20390
OG0013967	Cg006G2039000	AL1G36290
OG0013968	Cg006G2038100	AL1G36390
OG0013969	Cg006G2036900	AL1G36490
OG0013970	Cg006G2036700	AL1G36510
OG0013971	Cg006G2036600	AL1G36520
OG0013972	Cg004G1365700	AL4G19930
OG0013973	Cg007G2487900	AL2G31440
OG0013974	Cg007G2487000	AL2G31370
OG0013975	Cg007G2486600	AL2G31330
OG0013976	Cg007G2486300	AL2G31290
OG0013977	Cg007G2486000	AL2G31250
OG0013978	Cg007G2485700	AL2G31210
OG0013979	Cg007G2484400	AL2G31080
OG0013980	Cg007G2483800	AL2G31010
OG0013981	Cg007G2483500	AL2G30910, AL1G14060
OG0013982	Cg007G2481700	AL2G30690
OG0013983	Cg007G2477900	AL2G30200
OG0013984	Cg007G2477400	AL2G30160
OG0013985	Cg007G2476600	AL2G30070
OG0013986	Cg007G2475600	AL2G29950
OG0013987	Cg007G2475200	AL2G29920
OG0013988	Cg007G2475100	AL2G29910
OG0013989	Cg007G2474400	AL2G29840
OG0013990	Cg007G2472000	AL2G29450
OG0013991	Cg001G0163100	AL7G29180
OG0013992	Cg001G0162700	AL7G29150
OG0013993	Cg006G1943800	AL1G47150
OG0013994	Cg007G2264000	AL2G11000
OG0013995	Cg007G2264100	AL2G11010
OG0013996	Cg007G2264200	AL2G11020
OG0013997	Cg007G2269400	AL2G11700
OG0013998	Cg007G2270100	AL2G11800
OG0013999	Cg001G0133800	nbis-gene-1772
OG0014001	Cg007G2272000	AL2G12350
OG0014002	Cg002G0695800	AL5G10160
OG0014003	Cg007G2274200	AL2G12660
OG0014004	Cg007G2274800	AL2G12750
OG0014005	Cg008G2730100	AL6G27570
OG0014006	Cg007G2277200	AL2G13060
OG0014007	Cg007G2279300	AL2G13440
OG0014008	Cg007G2280400	AL2G13540
OG0014009	Cg007G2283200	AL2G13750
OG0014010	Cg007G2287700	AL2G14430
OG0014011	Cg007G2288100	AL2G14590
OG0014012	Cg007G2295100	AL2G15270
OG0014013	Cg007G2300900	AL2G15390
OG0014014	Cg007G2300800	AL2G15400
OG0014015	Cg007G2298200	AL2G15610
OG0014016	Cg007G2296500	AL2G15760
OG0014017	Cg004G1359800	AL3G45030
OG0014018	Cg007G2301200	nbis-gene-411
OG0014019	Cg007G2303200	AL2G16200
OG0014020	Cg007G2305000	AL2G16460
OG0014021	Cg007G2306800	AL2G16680
OG0014022	Cg007G2310500	AL2G17110
OG0014023	Cg007G2313200	AL2G17570
OG0014024	Cg007G2317400	AL2G18210
OG0014026	Cg007G2320800	AL2G17970
OG0014027	Cg007G2331300	AL1G66450
OG0014028	Cg007G2334800	AL1G66120
OG0014029	Cg007G2335700, Cg007G2335800	AL1G65980
OG0014030	Cg007G2342300	AL1G65600
OG0014031	Cg007G2263600	AL2G10980
OG0014032	Cg007G2262600	AL2G10800
OG0014033	Cg007G2261700	AL2G10520
OG0014034	Cg007G2260400	AL2G10440
OG0014035	Cg007G2260300	AL2G10420
OG0014036	Cg007G2260000	AL2G10390
OG0014037	Cg007G2259900	AL2G10370
OG0014038	Cg007G2257300	AL2G10090, AL1G56690
OG0014039	Cg007G2257100	AL7G48340, AL2G10070
OG0014040	Cg003G0799900	AL6G42430
OG0014041	Cg008G2977900	AL8G11490
OG0014042	Cg008G2984000	AL8G10510
OG0014043	Cg008G2984200	AL8G10470
OG0014044	Cg008G2986900	AL8G10200
OG0014045	Cg008G2950500	AL8G14750
OG0014046	Cg008G2949000	AL8G14860
OG0014047	Cg008G2948500	AL8G14990
OG0014048	Cg008G2945900	AL8G15390
OG0014049	Cg008G2945600, Cg003G0798500	AL8G15460
OG0014050	Cg003G0860400, Cg003G0737600	AL6G48700
OG0014051	Cg003G0738800, Cg003G0859200	AL6G48520
OG0014052	Cg003G0859100, Cg003G0738900	AL6G48510
OG0014053	Cg003G0858600, Cg003G0739200	AL6G48450
OG0014054	Cg001G0107900	AL7G22970
OG0014055	Cg001G0107300	AL7G22900
OG0014056	Cg001G0107000	AL7G22870
OG0014057	Cg001G0104900	AL7G22470
OG0014058	Cg001G0104100	AL7G22390
OG0014059	Cg001G0103900	AL7G22370
OG0014060	Cg001G0243700	AL7G38970
OG0014061	Cg001G0242500	AL7G38780
OG0014062	Cg006G1853000	AL1G54480
OG0014063	Cg006G1852100	AL1G54560
OG0014064	Cg006G1852000	AL1G54570
OG0014065	Cg006G1847500	AL1G55210
OG0014067	Cg006G1850200	AL1G54880
OG0014068	Cg006G1847700	AL1G55190
OG0014069	Cg006G1848400	AL1G55100
OG0014070	Cg006G1847400	AL1G55220
OG0014071	Cg006G1844500	AL1G55570
OG0014072	Cg006G1843800	AL1G55670
OG0014073	Cg006G1843300	AL1G55730
OG0014074	Cg006G1842900	AL1G55780
OG0014075	Cg006G1841600	AL1G55920
OG0014076	Cg006G1841500	AL1G55930
OG0014077	Cg006G1838300	AL1G56340
OG0014078	Cg006G1838000	AL1G56560, AL1G56370
OG0014079	Cg006G1837900	AL1G56570
OG0014080	Cg006G1837600	AL1G56590
OG0014081	Cg007G2519600	AL2G34780
OG0014082	Cg007G2519400	AL2G34760
OG0014083	Cg001G0000800	AL7G10090
OG0014084	Cg001G0001000	AL7G10110
OG0014085	Cg001G0001400	AL7G10150
OG0014086	Cg001G0002700	AL7G10280
OG0014087	Cg001G0003200	AL7G10320
OG0014088	Cg001G0003600	AL7G10360
OG0014089	Cg001G0004600	AL7G10470
OG0014090	Cg001G0005900	AL7G10600
OG0014091	Cg001G0006500	AL7G10670
OG0014092	Cg001G0006700	AL7G10710
OG0014093	Cg001G0007700	AL7G10850
OG0014094	Cg001G0008000	AL7G10880
OG0014095	Cg001G0008600	AL7G10970
OG0014096	Cg001G0009100	AL7G11030
OG0014097	Cg001G0009400	AL7G11060
OG0014098	Cg001G0012300	AL7G11350
OG0014099	Cg001G0013100	AL7G11450
OG0014100	Cg001G0013200	AL7G11460
OG0014101	Cg001G0014700	AL7G11810
OG0014102	Cg008G2885400	AL8G20280
OG0014103	Cg001G0018100	AL7G12260
OG0014104	Cg001G0018700	AL7G12330
OG0014105	Cg001G0019100	AL7G12370
OG0014106	Cg001G0019900	AL7G12470
OG0014107	Cg001G0020000	AL7G12480
OG0014108	Cg004G1337000	AL3G42460
OG0014109	Cg001G0022000	AL7G12740
OG0014110	Cg001G0022200	AL7G12770
OG0014111	Cg001G0023100	AL7G12830
OG0014112	Cg001G0024600	AL7G12970
OG0014113	Cg001G0027100	AL7G13350
OG0014114	Cg001G0027400	AL7G13400
OG0014115	Cg001G0029700	AL7G13720
OG0014116	Cg001G0030400	AL7G13790
OG0014117	Cg001G0032000	AL7G13990
OG0014118	Cg001G0034700	AL7G14350
OG0014119	Cg001G0034800	AL7G14360
OG0014120	Cg001G0035200	AL7G14420
OG0014121	Cg001G0036000	AL7G14540
OG0014122	Cg001G0036600	AL7G14650
OG0014123	Cg001G0037000	AL7G14690
OG0014124	Cg001G0037100	AL7G14700
OG0014125	Cg001G0038300	AL7G14840
OG0014126	Cg001G0039300	AL7G14990
OG0014127	Cg001G0041600	AL7G15170
OG0014128	Cg001G0044400, Cg001G0044500	AL7G15470
OG0014129	Cg001G0045600	AL7G15620
OG0014130	Cg001G0319400, Cg001G0319700	AL7G44890
OG0014131	Cg001G0047100	AL7G15760
OG0014132	Cg001G0049600	AL7G16070
OG0014133	Cg001G0050300	AL7G16140
OG0014134	Cg001G0052900	AL7G16380
OG0014135	Cg001G0055900	AL7G16730
OG0014136	Cg001G0056900	AL7G16840
OG0014137	Cg001G0058000	AL7G16960
OG0014138	Cg001G0059300	AL7G17120
OG0014139	Cg001G0080200	AL7G19560
OG0014140	Cg001G0078600	AL7G19410
OG0014141	Cg001G0077400	AL7G23210
OG0014142	Cg001G0076200	AL7G19180
OG0014143	Cg001G0075800	nbis-gene-1732, AL7G19140
OG0014144	Cg001G0075400	AL7G19090
OG0014145	Cg001G0074100	AL7G18970
OG0014146	Cg001G0073700	AL7G18920
OG0014147	Cg001G0073300	AL7G18880
OG0014148	Cg001G0072300	AL7G18770
OG0014149	Cg001G0071900	AL7G18730
OG0014150	Cg001G0070400	AL7G18440
OG0014151	Cg001G0070000	AL7G18380
OG0014152	Cg001G0069800	AL7G18360
OG0014153	Cg001G0068500	AL7G18200
OG0014154	Cg001G0067600	AL7G18110
OG0014155	Cg001G0066300	AL7G17960
OG0014156	Cg001G0065500	nbis-gene-1721
OG0014157	Cg001G0062400	AL7G17500
OG0014158	Cg001G0061300	AL7G17370
OG0014159	Cg002G0683300	AL5G11950
OG0014160	Cg001G0088600	AL7G20600
OG0014161	Cg001G0088700	AL7G20610
OG0014162	Cg001G0089400	AL7G20670
OG0014163	Cg001G0090500	AL7G20800
OG0014164	Cg003G0894100	AL8G25430
OG0014165	Cg001G0092800	AL7G21080
OG0014166	Cg001G0093500	AL7G21150
OG0014167	Cg001G0094100	AL7G21250
OG0014168	Cg001G0094400	AL7G21280
OG0014169	Cg002G0551100	AL5G26960
OG0014170	Cg005G1584200	AL4G30910
OG0014171	Cg004G1309200	AL3G39080
OG0014172	Cg004G1310700	AL3G39350
OG0014173	Cg007G2496700	AL2G32310
OG0014174	Cg007G2495500	AL2G32210
OG0014175	Cg007G2494700	AL2G32150
OG0014176	Cg007G2494000	AL2G32080
OG0014177	Cg007G2493100	AL2G32000
OG0014178	Cg007G2492500	AL2G31950
OG0014179	Cg007G2489300	AL2G31600
OG0014180	Cg007G2489200	AL2G31590, nbis-gene-1644
OG0014181	Cg006G2034400	AL1G36820
OG0014182	Cg006G2032400	AL1G37160
OG0014183	Cg001G0355800	AL5G30950, AL7G51540
OG0014184	Cg006G2027800	AL1G37610
OG0014185	Cg006G2026500	AL1G37910
OG0014186	Cg006G2026300	AL1G37930
OG0014187	Cg006G2018800	AL1G38910
OG0014188	Cg006G2017200	AL1G39090
OG0014189	Cg006G2015600	AL1G39210
OG0014190	Cg006G2013500	AL1G39500
OG0014191	Cg006G2013400	AL1G39510
OG0014192	Cg006G2012900	AL1G39570
OG0014193	Cg005G1628800	AL4G25250
OG0014194	Cg004G1325900	AL3G41790, AL3G41800
OG0014195	Cg003G0718800, Cg014G3037200	AL6G51030
OG0014198	Cg014G3044100, Cg003G0711900	AL6G51170
OG0014199	Cg003G0712500, Cg014G3043500	AL6G51240
OG0014200	Cg014G3043400, Cg003G0712600	AL6G51250
OG0014201	Cg003G0713300, Cg014G3042500	AL6G51350
OG0014202	Cg003G0714500, Cg014G3041100	AL6G51390
OG0014204	Cg014G3040500, Cg003G0715100	AL6G51610
OG0014205	Cg003G0715200, Cg014G3040400	AL6G51620
OG0014206	Cg014G3040000, Cg003G0715600	AL6G51660
OG0014207	Cg003G0716200, Cg014G3039400	AL6G51730
OG0014208	Cg003G0716600, Cg014G3039000	AL6G51770
OG0014209	Cg014G3037700, Cg003G0718300	AL6G52000
OG0014210	Cg003G0710100	AL6G52480
OG0014211	Cg001G0141200	AL7G26800
OG0014212	Cg003G0707800, Cg014G3047700	AL6G52240
OG0014213	Cg003G0705400, Cg014G3050100	AL6G52710
OG0014214	Cg003G0705300, Cg014G3050200	AL6G52720
OG0014215	Cg014G3051800, Cg003G0703800	AL6G52870
OG0014216	Cg014G3052500, Cg003G0703200	AL6G52960
OG0014218	Cg014G3054500, Cg003G0701400	AL6G53140
OG0014219	Cg003G0701200, Cg014G3054700	AL6G53160
OG0014220	Cg014G3054800, Cg003G0701100	AL6G53170
OG0014221	Cg003G0699600	AL6G53330
OG0014222	Cg003G0699400	AL6G53350
OG0014223	Cg013G3023500	AL4G40350
OG0014224	Cg013G3024000	AL7G48900
OG0014225	Cg006G2003200	AL1G40610
OG0014226	Cg006G2012000	AL1G39680
OG0014227	Cg006G1891200	AL1G51370
OG0014228	Cg006G1891000	AL1G51380
OG0014229	Cg006G1890400	AL1G51420
OG0014230	Cg001G0135200	AL7G26090
OG0014231	Cg001G0128900	AL7G25350
OG0014232	Cg001G0127700	AL7G25240
OG0014233	Cg001G0127600	AL7G25230
OG0014234	Cg001G0125200	AL7G24910
OG0014235	Cg001G0125100	AL7G24900
OG0014236	Cg001G0124200	AL7G24770
OG0014237	Cg002G0673700	AL5G13690
OG0014238	Cg001G0121400	AL7G24490
OG0014239	Cg001G0121300	AL7G24480
OG0014240	Cg001G0119800	AL7G24370
OG0014241	Cg002G0673600	AL5G13700
OG0014242	Cg002G0672500	AL5G14030
OG0014244	Cg006G2128800	AL1G25280
OG0014245	Cg006G2127300	AL1G25460
OG0014246	Cg006G2069600	AL1G32340
OG0014247	Cg006G2056600	AL1G34050
OG0014248	Cg006G2026100	AL1G37950
OG0014249	Cg006G2011400	AL1G39740
OG0014250	Cg006G2010000	AL1G39880
OG0014251	Cg006G2009300	AL1G39930
OG0014252	Cg006G2008600	AL1G40000
OG0014253	Cg006G2005900	AL1G40320
OG0014254	Cg006G2000400	AL1G40890
OG0014255	Cg006G1944300	AL1G47080
OG0014256	Cg001G0359600	AL65U10010, AL8G19210, AL1G64830, AL5G21980, AL6G41140, nbis-gene-1276, AL3G46590
OG0014258	Cg007G2262000	AL2G10630, AL7G13070, nbis-gene-740
OG0014260	Cg007G2498800	AL2G32560
OG0014261	Cg007G2529800	AL2G35880
OG0014262	Cg007G2538900, Cg007G2539000	AL2G36930
OG0014263	Cg007G2566200	AL891U10010, AL2G40130
OG0014264	Cg004G1088200	AL3G12070
OG0014265	Cg004G1189100	AL3G24670
OG0014266	Cg004G1191400	AL3G24900
OG0014267	Cg004G1290000	AL3G36540
OG0014268	Cg004G1310400	AL8G20530, AL3G39310
OG0014271	Cg004G1391300	nbis-gene-856
OG0014273	Cg004G1430000	AL3G49010
OG0014275	Cg005G1757600	AL4G13010
OG0014276	Cg005G1753300	AL4G13680
OG0014277	Cg005G1748700	AL4G14120
OG0014278	Cg005G1709700	AL4G18890
OG0014281	Cg005G1594000	AL4G29630
OG0014282	Cg005G1581000	AL4G31240
OG0014283	Cg005G1579000, Cg005G1578900	AL4G31470
OG0014284	Cg005G1577900	AL4G31580
OG0014285	Cg005G1523100, Cg005G1522700	AL4G38620
OG0014286	Cg005G1524200	AL4G38500
OG0014287	Cg002G0696000	AL5G10140
OG0014288	Cg002G0693000	AL5G10500
OG0014289	Cg002G0676300	AL5G13310
OG0014290	Cg002G0659400	AL5G15630
OG0014291	Cg002G0622200	AL5G19570, AL5G19490, AL5G19520
OG0014292	Cg008G2857000, Cg002G0621200	nbis-gene-1257
OG0014293	Cg002G0606700	AL5G20090
OG0014295	Cg002G0551000	AL5G26970
OG0014296	Cg002G0528300	AL5G30000
OG0014297	Cg002G0527800	AL5G30170
OG0014298	Cg002G0488400	AL5G34810
OG0014299	Cg002G0439300	AL5G40380
OG0014302	Cg008G2636200	AL6G16470
OG0014303	Cg008G2689200	AL6G23030
OG0014304	Cg008G2717400	AL6G26160
OG0014306	Cg003G0808500	AL6G42070
OG0014307	Cg003G0792900	AL6G41580
OG0014308	Cg003G0789300	AL6G42880, nbis-gene-987
OG0014309	Cg003G0769500	AL6G44730
OG0014310	Cg003G0737900, Cg003G0860100	AL6G48660, AL6G48920
OG0014312	Cg014G3052100, Cg003G0703600	nbis-gene-1676
OG0014313	Cg001G0060000	AL7G17240
OG0014314	Cg001G0095600	AL7G21420
OG0014315	Cg001G0139100	AL7G26560
OG0014316	Cg001G0142800	AL7G26960
OG0014317	Cg001G0216900	AL7G35820, AL3G37840
OG0014318	Cg001G0236900	AL7G38000
OG0014319	Cg001G0282600	AL9U10120
OG0014321	Cg001G0317800	AL7G44750
OG0014322	Cg001G0350400	AL7G52450
OG0014323	Cg008G2964600	AL8G12910, AL8G12880
OG0014324	Cg008G2927800	AL8G17090
OG0014325	Cg008G2927300	AL8G17210
OG0014326	Cg008G2922200	AL8G17910
OG0014327	Cg008G2848100, Cg008G2862500	AL8G22490
OG0014329	Cg003G0832500, Cg003G0881300	AL8G24700, AL631U10010
OG0014330	Cg003G0885400	AL63U10060, AL8G24890
OG0014331	Cg003G0885600	AL8G24900
OG0014332	Cg003G0887500	AL8G24960, AL91U10010
OG0014333	Cg003G0899700	AL8G26070
OG0014334	Cg003G0933500	AL8G29900
OG0014335	Cg003G0936300	AL8G30220
OG0014336	Cg003G1015300	AL8G39350
OG0014340	Cg001G0394600	AL7G47030
OG0014341	Cg003G0706000, Cg014G3049500	AL6G52050
OG0014346	Cg007G2568000	AL2G40360
OG0014347	Cg025G3077100, Cg040G3083400, Cg035G3081600	AL2G20620, AL2G21650, AL3G43780
OG0014373	Cg002G0599800	AL5G21280
OG0014374	Cg002G0559400	AL5G25790
OG0014375	Cg002G0557900	AL5G26150
OG0014376	Cg002G0557500	AL5G26190
OG0014377	Cg002G0557400	AL5G26200
OG0014378	Cg002G0557100	AL5G26210
OG0014379	Cg002G0555200	AL5G26450
OG0014380	Cg003G0932400	AL8G29740
OG0014381	Cg002G0542800	AL5G27930
OG0014382	Cg002G0543300	AL5G27850
OG0014383	Cg002G0543600	AL5G27820
OG0014384	Cg002G0543900	AL5G27780
OG0014385	Cg002G0544200	AL5G27750
OG0014386	Cg002G0545000	AL5G27630
OG0014387	Cg002G0545400	AL5G27540
OG0014388	Cg002G0548100	AL5G27240
OG0014389	Cg002G0547200	AL5G27330
OG0014390	Cg006G2003900	AL1G40520
OG0014391	Cg002G0548800	AL5G27170
OG0014392	Cg002G0549500	AL5G27110
OG0014393	Cg002G0549700	AL5G27090
OG0014394	Cg002G0697100	AL5G10020
OG0014395	Cg002G0696400	AL5G10090
OG0014396	Cg002G0686600	AL5G11350
OG0014397	Cg001G0376700	AL7G49360
OG0014399	Cg001G0375600	AL7G49460
OG0014400	Cg001G0095900	AL7G21450
OG0014401	Cg001G0309500	AL7G43860
OG0014402	Cg006G1857300	AL1G53850
OG0014403	Cg008G2743200	AL6G29030
OG0014405	Cg008G2740400	AL6G28750
OG0014406	Cg008G2740200	AL6G28730
OG0014407	Cg008G2739500	AL6G28660
OG0014409	Cg008G2737800	AL6G28480
OG0014410	Cg008G2737300	AL6G28430
OG0014411	Cg008G2736200	AL6G28290
OG0014412	Cg008G2732700	AL6G27880
OG0014414	Cg008G2732100	AL6G27830
OG0014415	Cg008G2731400	AL6G27750
OG0014416	Cg008G2730300	AL6G27600
OG0014418	Cg008G2725800	AL6G27020
OG0014419	Cg008G2873300	AL8G21320
OG0014420	Cg008G2721500	AL6G26550
OG0014421	Cg001G0118000	AL7G24210
OG0014422	Cg008G2719600	AL6G26360
OG0014423	Cg008G2718900	AL6G26290
OG0014424	Cg008G2718200	AL6G26210
OG0014425	Cg008G2716700	AL6G26100
OG0014426	Cg008G2714200	AL6G25830
OG0014427	Cg008G2714000	AL6G25790
OG0014428	Cg008G2713900	AL6G25780
OG0014429	Cg008G2712000	AL6G25570
OG0014430	Cg008G2710800	AL6G25450
OG0014431	Cg008G2710600	AL6G25430
OG0014432	Cg008G2709800	AL6G25330
OG0014433	Cg001G0273300	AL7G42410
OG0014434	Cg008G2709600	AL6G25300
OG0014435	Cg008G2709400	AL6G25280
OG0014436	Cg008G2709200	AL6G25260
OG0014437	Cg008G2708100	AL6G25130
OG0014438	Cg008G2706800	AL6G24970
OG0014439	Cg008G2706100	AL6G24890
OG0014440	Cg008G2705400	AL6G24810
OG0014441	Cg008G2704900	AL6G24760
OG0014442	Cg008G2704600	AL6G24740
OG0014443	Cg008G2702600	AL6G24530
OG0014444	Cg008G2702500	AL6G24520
OG0014445	Cg008G2702000	AL6G24460
OG0014446	Cg008G2701400	AL6G24390
OG0014447	Cg008G2698000	AL6G24030
OG0014448	Cg008G2697900	AL6G24020
OG0014449	Cg008G2694900	AL6G23720
OG0014450	Cg008G2692900	AL6G23480
OG0014451	Cg003G0890700	AL2G11050, nbis-gene-1821
OG0014453	Cg008G2689900	AL6G23100
OG0014454	Cg008G2688800	AL6G22990
OG0014455	Cg008G2688500	AL6G22940
OG0014456	Cg008G2684900	AL6G22530
OG0014457	Cg008G2684200	AL6G22450
OG0014458	Cg001G0115900	AL7G23970
OG0014459	Cg008G2683100	AL6G22300
OG0014460	Cg002G0639400	AL5G18490
OG0014461	Cg008G2680600	AL6G22000
OG0014462	Cg008G2679900	AL6G21900
OG0014463	Cg008G2678400	AL6G21730
OG0014464	Cg008G2677900	AL6G21660
