Orthogroup	Cochlearia_excelsa	Arabis_alpina
OG0000177	g36879	Aa_G60820.h1.t1, Aa_G835800.h1.t1
OG0000178	g40442	Aa_G320630.h1.t1
OG0000179	g31539, g1718	Aa_G323330.h1.t1
OG0000182	g27624	Aa_G77300.h1.t1, Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G299160.h1.t1
OG0000182	g11014, g40790	Aa_G143210.h1.t1
OG0000183	g18117	Aa_G505900.h1.t1
OG0000183	g761, g28899	Aa_G337660.h1.t1
OG0000183	g11258, g2056, g38152	Aa_G9100.h1.t1
OG0000184	g17322, g17326, g17324, g17323, g17327, g17334, g17336, g17332	Aa_G315780.h1.t1, Aa_G456930.h1.t1
OG0000184	g11846	Aa_G420960.h1.t1, Aa_G420970.h1.t1
OG0000185	g11864	Aa_G424840.h1.t1, Aa_G328640.h1.t1, Aa_G328640.h2.t1
OG0000185	g35799	Aa_G161250.h1.t1
OG0000187	g17092	Aa_G279240.h1.t1, Aa_G279230.h1.t1
OG0000189	g47947, g18237	Aa_G514660.h1.t1, Aa_G459730.h1.t1
OG0000189	g23036	Aa_G180380.h1.t1, Aa_G70160.h1.t1
OG0000189	g31900	Aa_G266390.h1.t1
OG0000189	g50117	Aa_G281740.h1.t1
OG0000192	g25906, g25905, g25909, g25912, g25904	Aa_G43430.h1.t1, Aa_G420330.h1.t1, Aa_G184310.h1.t1, Aa_G457510.h1.t1
OG0000193	g39564, g2101	Aa_G484150.h1.t1
OG0000196	g43782, g43797	Aa_G201160.h1.t1
OG0000196	g53972	Aa_G229810.h1.t1
OG0000197	g24122	Aa_G460250.h1.t1, Aa_G460270.h1.t1, Aa_G460260.h1.t1
OG0000197	g17408	Aa_G403160.h1.t1
OG0000198	g25893	Aa_G509920.h1.t1
OG0000198	g31564	Aa_G328840.h1.t1
OG0000198	g49926	Aa_G272200.h1.t1
OG0000199	g47707	Aa_G123140.h1.t1, Aa_G191220.h1.t1, Aa_G284830.h1.t1
OG0000201	g4655, g26600, g16293, g32898, g33199, g25229, g26102, g33200, g34779, g16144, g6202, g53346, g27732, g43307, g16269, g19533, g52369, g14957, g43031, g42816, g1483, g14787	Aa_G427530.h1.t1, Aa_G703190.h1.t1, Aa_G900640.h1.t1, Aa_G337650.h1.t1, Aa_G556890.h1.t1, Aa_G455950.h1.t1, Aa_G38170.h1.t1, Aa_G297100.h1.t1, Aa_G254320.h1.t1, Aa_G734460.h1.t1, Aa_G210530.h1.t1, Aa_G528940.h1.t1, Aa_G155140.h1.t1, Aa_G400980.h1.t1, Aa_G182270.h1.t1, Aa_G869430.h1.t1, Aa_G906580.h1.t1, Aa_G584490.h1.t1, Aa_G17470.h1.t1, Aa_G947170.h1.t1, Aa_G319500.h1.t1, Aa_G265330.h1.t1, Aa_G473070.h1.t1, Aa_G989440.h1.t1, Aa_G818390.h1.t1, Aa_G802560.h1.t1, Aa_G412130.h1.t1, Aa_G2010.h1.t1, Aa_G502040.h1.t1, Aa_G630690.h1.t1, Aa_G177480.h1.t1, Aa_G350550.h1.t1, Aa_G46410.h1.t1, Aa_G106600.h1.t1, Aa_G634980.h1.t1, Aa_G907240.h1.t1
OG0000201	g35562	Aa_G569500.h1.t1
OG0000201	g33393	Aa_G1104280.h1.t1
OG0000202	g1023, g25454, g25477	Aa_G99540.h1.t1, Aa_G588730.h1.t1, Aa_G191550.h1.t1
OG0000203	g18958	Aa_G526150.h1.t1
OG0000203	g2360	Aa_G367660.h1.t1, Aa_G835690.h1.t1, Aa_G526200.h1.t1, Aa_G526230.h1.t1
OG0000208	g33150	Aa_G1022770.h1.t1
OG0000210	g1914	Aa_G77240.h1.t1
OG0000211	g49231, g16470, g20825, g43631, g26289, g14616, g6186, g53387, g17355, g35583, g26609, g15935	Aa_G327140.h1.t1, Aa_G58530.h1.t1, Aa_G971390.h1.t1, Aa_G147740.h1.t1, Aa_G985700.h1.t1, Aa_G580420.h1.t1, Aa_G407980.h1.t1, Aa_G246870.h1.t1, Aa_G467930.h1.t1, Aa_G7930.h1.t1
OG0000211	g43500, g43665	Aa_G947060.h1.t1, Aa_G318020.h1.t1, Aa_G980420.h1.t1, Aa_G682580.h1.t1, Aa_G1008030.h1.t1, Aa_G623540.h1.t1, Aa_G1009350.h1.t1, Aa_G897220.h1.t1, Aa_G911310.h1.t1, Aa_G739800.h1.t1, Aa_G926270.h1.t1, Aa_G771910.h2.t1, Aa_G771910.h1.t1, Aa_G224780.h1.t1, Aa_G52990.h1.t1, Aa_G499920.h1.t1, Aa_G272810.h1.t1, Aa_G135900.h1.t1, Aa_G91380.h1.t1, Aa_G285490.h1.t1
OG0000214	g41308, g33055, g29003, g53538	Aa_G843970.h1.t1
OG0000216	g25664	Aa_G389410.h1.t1
OG0000216	g41090, g41083, g41086	Aa_G57040.h1.t1
OG0000219	g27764, g39817	Aa_G48860.h1.t1
OG0000222	g8668, g34916, g35398, g4529, g35092, g8532, g36951, g38875, g35824, g36811, g35009, g15547, g19660, g9434, g24943, g20945, g20027	Aa_G878030.h1.t1
OG0000225	g4046	Aa_G335460.h1.t1
OG0000225	g4045	Aa_G335450.h1.t1, Aa_G335440.h1.t1
OG0000226	g35947	Aa_G519980.h1.t1
OG0000226	g46771	Aa_G456240.h1.t1
OG0000230	g18915	Aa_G175750.h1.t1, Aa_G175760.h1.t1
OG0000230	g2000	Aa_G175840.h1.t1
OG0000233	g45483	Aa_G471610.h1.t1
OG0000233	g29622	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1
OG0000233	g5538	Aa_G471630.h1.t1, Aa_G471640.h1.t1
OG0000233	g45482	Aa_G471620.h1.t1
OG0000234	g45347	Aa_G685240.h1.t1
OG0000235	g11302	Aa_G291160.h1.t1, Aa_G105690.h1.t1
OG0000236	g11672	Aa_G342510.h1.t1, Aa_G133920.h1.t1
OG0000238	g44677	Aa_G417160.h1.t1
OG0000238	g32057	Aa_G367300.h1.t1, Aa_G367290.h1.t1
OG0000241	g17320	Aa_G213370.h1.t1, Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1, Aa_G213300.h1.t1, Aa_G213290.h1.t1, Aa_G257170.h1.t1, Aa_G974580.h1.t1, Aa_G257180.h1.t1, Aa_G257190.h1.t1
OG0000242	g7689, g12521	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1
OG0000242	g10112	Aa_G40840.h1.t1
OG0000243	g27682	Aa_G465080.h1.t1, Aa_G465100.h1.t1, Aa_G22140.h1.t1, Aa_G465010.h1.t1, Aa_G223820.h1.t1
OG0000246	g51604	Aa_G25270.h1.t1
OG0000246	g37185	Aa_G25290.h1.t1
OG0000246	g51603	Aa_G25260.h1.t1
OG0000246	g43106	Aa_G25240.h1.t1
OG0000247	g49523	Aa_G140000.h1.t1
OG0000247	g27759, g27721	Aa_G462040.h1.t1
OG0000250	g6508, g45178	Aa_G41880.h2.t1, Aa_G41880.h1.t1
OG0000251	g10576	Aa_G276740.h1.t1
OG0000251	g16641	Aa_G276750.h1.t1
OG0000251	g39309	Aa_G636090.h1.t1
OG0000252	g46370	Aa_G129390.h1.t1
OG0000253	g12277	Aa_G40310.h1.t1
OG0000253	g7492	Aa_G403550.h1.t1
OG0000253	g5784, g45315	Aa_G40300.h1.t1, Aa_G323160.h1.t1, Aa_G85370.h1.t1
OG0000254	g47117	Aa_G355590.h1.t1
OG0000254	g47115	Aa_G355560.h1.t1
OG0000257	g19589	Aa_G723550.h2.t1, Aa_G723550.h1.t1, Aa_G723560.h1.t1
OG0000259	g6897	Aa_G399280.h1.t1
OG0000260	g6207, g6217	Aa_G113520.h1.t1, Aa_G65830.h1.t1
OG0000261	g26827	Aa_G337640.h1.t1
OG0000269	g28758	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1
OG0000269	g2910, g2936	Aa_G318700.h1.t1, Aa_G318690.h1.t1
OG0000269	g39974	Aa_G199710.h1.t1
OG0000270	g41044	Aa_G328350.h1.t1
OG0000270	g33428	Aa_G367860.h1.t1
OG0000270	g40880	Aa_G433430.h1.t1, Aa_G316660.h1.t1, Aa_G433450.h1.t1, Aa_G357180.h1.t1
OG0000274	g45298	Aa_G11550.h1.t1
OG0000276	g34448, g33115	Aa_G997690.h1.t1
OG0000277	g50111, g27445, g31888	Aa_G64840.h1.t1
OG0000278	g38273, g38276	Aa_G149910.h1.t1, Aa_G456690.h1.t1
OG0000279	g11018, g11016, g11024	Aa_G278950.h1.t1, Aa_G122080.h1.t1
OG0000282	g53736	Aa_G371080.h1.t1
OG0000283	g22201, g30263, g20011, g19891, g2550, g43075, g53035, g26096, g3992, g52989, g16553	Aa_G484440.h1.t1
OG0000283	g53516	Aa_G654900.h1.t1
OG0000285	g47372	Aa_G58940.h1.t1
OG0000285	g49774, g23645	Aa_G438370.h1.t1
OG0000285	g45159	Aa_G321560.h1.t1, Aa_G301510.h1.t1
OG0000286	g41270	Aa_G340620.h1.t1
OG0000286	g44985, g44982, g44984	Aa_G136990.h1.t1
OG0000290	g40830	Aa_G135630.h1.t1, Aa_G201960.h1.t1, Aa_G413420.h1.t1
OG0000290	g32745	Aa_G688850.h1.t1
OG0000291	g51227, g6349, g13574	Aa_G681660.h1.t1
OG0000292	g49225, g30202, g473, g12784, g27889, g9642	Aa_G209590.h1.t1
OG0000294	g25697	Aa_G376810.h1.t1
OG0000295	g37063	Aa_G332200.h1.t1
OG0000296	g1252	Aa_G650690.h1.t1, Aa_G650690.h2.t1
OG0000296	g28714, g1225	Aa_G848610.h1.t1
OG0000298	g32687	Aa_G260280.h1.t1
OG0000304	g51887	Aa_G222500.h1.t1
OG0000305	g53520, g51878	Aa_G431220.h1.t1
OG0000306	g13807, g46733	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1
OG0000307	g41020, g1000, g999	Aa_G265760.h1.t1
OG0000307	g36491	Aa_G415030.h1.t1
OG0000308	g11113, g11114	Aa_G219510.h1.t1, Aa_G219520.h1.t1, Aa_G520320.h1.t1, Aa_G520310.h1.t1
OG0000311	g20487	Aa_G288990.h1.t1
OG0000312	g49078, g28337, g53936, g25486, g44392	Aa_G173790.h1.t1, Aa_G918570.h1.t1, Aa_G972050.h1.t1, Aa_G3600.h1.t1, Aa_G187370.h1.t1, Aa_G477210.h1.t1, Aa_G120370.h1.t1, Aa_G413880.h1.t1
OG0000313	g23784	Aa_G340400.h1.t1
OG0000314	g6082, g4525, g37385	Aa_G302660.h1.t1
OG0000314	g46975	Aa_G1055220.h2.t1, Aa_G1055220.h1.t1, Aa_G205300.h1.t1
OG0000316	g7145, g7146, g12171, g12173, g12193	Aa_G140380.h1.t1
OG0000318	g43847	Aa_G293710.h1.t1, Aa_G265690.h1.t1, Aa_G21490.h1.t1, Aa_G1039270.h1.t1, Aa_G1039270.h2.t1, Aa_G30130.h1.t1, Aa_G537650.h1.t1, Aa_G1038940.h1.t1
OG0000318	g49471	Aa_G286220.h1.t1, Aa_G286200.h1.t1
OG0000321	g54159	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h1.t1
OG0000322	g26081, g26058	Aa_G541100.h1.t1, Aa_G541110.h1.t1
OG0000322	g3407, g30889	Aa_G630560.h1.t1, Aa_G277500.h1.t1, Aa_G423260.h1.t1, Aa_G423250.h1.t1, Aa_G805500.h1.t1
OG0000323	g44591	Aa_G10250.h1.t1
OG0000325	g26947, g49462	Aa_G477760.h1.t1
OG0000325	g30904	Aa_G477770.h1.t1
OG0000325	g37954	Aa_G183680.h1.t1
OG0000327	g26940	Aa_G505230.h1.t1
OG0000329	g24516, g24521	Aa_G408720.h1.t1
OG0000329	g37784, g53311, g37787, g53330, g53326, g53348, g53328	Aa_G365280.h1.t1
OG0000330	g17997, g17998	Aa_G10200.h1.t1, Aa_G579240.h1.t1
OG0000330	g44587	Aa_G10210.h1.t1
OG0000330	g31719	Aa_G278470.h1.t1
OG0000331	g25429, g39522	Aa_G46660.h1.t1
OG0000331	g26892	Aa_G6420.h1.t1
OG0000331	g6947	Aa_G53610.h1.t1
OG0000332	g24568, g44176	Aa_G597960.h1.t1, Aa_G283790.h1.t1, Aa_G545620.h1.t1, Aa_G589850.h1.t1
OG0000335	g1956	Aa_G132690.h1.t1, Aa_G132680.h1.t1
OG0000336	g31190, g27091, g27095, g31209	Aa_G229600.h1.t1, Aa_G151440.h1.t1, Aa_G516410.h3.t1, Aa_G160960.h2.t1, Aa_G57030.h3.t1, Aa_G160960.h3.t1, Aa_G516410.h2.t1, Aa_G160960.h1.t1, Aa_G516410.h1.t1, Aa_G57030.h2.t1, Aa_G57030.h1.t1
OG0000344	g36278	Aa_G535390.h1.t1
OG0000345	g45514	Aa_G359930.h1.t1
OG0000345	g26927, g49447, g30863	Aa_G341210.h1.t1
OG0000346	g2365	Aa_G14260.h1.t1
OG0000347	g52289	Aa_G17010.h1.t1
OG0000349	g28755, g1676	Aa_G550820.h1.t1
OG0000350	g13403, g13402	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1
OG0000351	g12309	Aa_G5620.h1.t1
OG0000356	g51011	Aa_G592710.h1.t1
OG0000356	g50999	Aa_G559040.h1.t1, Aa_G446800.h1.t1
OG0000357	g32419, g32420, g50521	Aa_G248920.h1.t1, Aa_G248930.h1.t1
OG0000357	g51445, g37083	Aa_G12100.h1.t1
OG0000358	g36851, g36853, g36855, g36852, g36854	Aa_G36960.h2.t1, Aa_G36960.h1.t1
OG0000358	g54187	Aa_G370080.h1.t1
OG0000358	g11643	Aa_G36970.h1.t1
OG0000359	g23616	Aa_G573680.h1.t1
OG0000362	g43613, g4131, g4234, g3255, g33492, g25276, g43263, g20304, g3787, g16102, g4130, g35341, g25266, g43262, g41821, g36457, g12619, g25261, g25259, g43259, g33494, g3251, g25071, g9678, g35281, g34308, g9679, g35248	Aa_G319750.h1.t1, Aa_G362310.h1.t1
OG0000363	g53411, g29745	Aa_G634170.h1.t1
OG0000363	g27806, g50959, g6206	Aa_G105070.h1.t1
OG0000365	g27592	Aa_G415750.h1.t1
OG0000365	g47348	Aa_G422690.h1.t1, Aa_G422670.h1.t1, Aa_G422680.h1.t1
OG0000365	g50367	Aa_G415770.h1.t1
OG0000368	g11421	Aa_G656970.h1.t1
OG0000368	g2833	Aa_G656940.h1.t1, Aa_G331480.h1.t1
OG0000369	g4480, g4569, g4675, g4768, g6892, g51876, g6424	Aa_G255530.h1.t1, Aa_G126250.h1.t1, Aa_G126240.h1.t1, Aa_G178990.h1.t1
OG0000376	g41000	Aa_G296460.h1.t1, Aa_G291300.h1.t1
OG0000377	g47983	Aa_G767760.h1.t1
OG0000377	g22842	Aa_G767750.h1.t1
OG0000379	g1514	Aa_G186470.h1.t1
OG0000379	g19165	Aa_G348540.h1.t1
OG0000380	g19547, g28753	Aa_G739110.h1.t1, Aa_G345550.h1.t1, Aa_G28270.h1.t1
OG0000380	g28797, g28774, g28802	Aa_G234720.h1.t1
OG0000381	g18058, g26185	Aa_G467340.h1.t1
OG0000381	g23603	Aa_G257320.h1.t1
OG0000382	g44023	Aa_G99630.h1.t1, Aa_G99620.h1.t1
OG0000382	g37230	Aa_G272430.h1.t1
OG0000385	g35037, g23311	Aa_G74610.h1.t1, Aa_G662460.h1.t1
OG0000386	g32707	Aa_G232520.h1.t1
OG0000386	g32710	Aa_G688740.h1.t1, Aa_G232510.h1.t1
OG0000389	g43635, g1338, g1343	Aa_G596710.h1.t1
OG0000390	g50242	Aa_G292710.h1.t1
OG0000391	g46059, g46056	Aa_G37930.h1.t1
OG0000391	g7432	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1
OG0000392	g47536	Aa_G417850.h1.t1
OG0000393	g46706	Aa_G745430.h1.t1, Aa_G731640.h2.t1, Aa_G731640.h1.t1
OG0000394	g27880	Aa_G173540.h1.t1
OG0000394	g12121	Aa_G507910.h1.t1
OG0000394	g24279, g7070, g7071, g7072	Aa_G28170.h1.t1, Aa_G507890.h1.t1
OG0000395	g27257, g31494	Aa_G458130.h1.t1
OG0000395	g6162, g14272	Aa_G405220.h1.t1
OG0000395	g49902	Aa_G458140.h1.t1, Aa_G246740.h1.t1
OG0000399	g39537, g25452	Aa_G191340.h1.t1
OG0000399	g41120	Aa_G123200.h1.t1
OG0000402	g9658	Aa_G180800.h1.t1
OG0000402	g9656	Aa_G180790.h1.t1, Aa_G180780.h1.t1, Aa_G180770.h1.t1
OG0000404	g23783, g23221	Aa_G644570.h1.t1
OG0000405	g45238	Aa_G317650.h1.t1
OG0000407	g36060, g14938, g43281, g11474, g7650	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1
OG0000407	g3821	Aa_G249890.h1.t1
OG0000409	g32362, g32361	Aa_G204960.h1.t1
OG0000410	g40411	Aa_G590600.h1.t1
OG0000412	g45737	Aa_G158100.h1.t1
OG0000412	g46788	Aa_G350120.h1.t1
OG0000412	g45009	Aa_G201270.h1.t1
OG0000412	g6918, g13293	Aa_G310220.h1.t1
OG0000413	g12223, g12228	Aa_G668710.h1.t1, Aa_G546550.h1.t1, Aa_G546540.h1.t1, Aa_G546560.h1.t1, Aa_G535010.h1.t1
OG0000413	g54333, g27985	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1
OG0000414	g40900	Aa_G162430.h1.t1
OG0000414	g13659	Aa_G105570.h1.t1
OG0000414	g47091	Aa_G482170.h1.t1
OG0000415	g20406, g21339	Aa_G372300.h1.t1
OG0000417	g36076	Aa_G707390.h1.t1
OG0000417	g36077	Aa_G1021230.h1.t1, Aa_G222310.h1.t1, Aa_G984710.h1.t1, Aa_G6130.h1.t1, Aa_G489570.h1.t1, Aa_G218430.h1.t1, Aa_G319930.h1.t1, Aa_G530180.h1.t1, Aa_G398060.h1.t1, Aa_G70710.h1.t1, Aa_G362770.h1.t1, Aa_G705330.h1.t1, Aa_G3420.h1.t1, Aa_G600110.h1.t1, Aa_G3750.h1.t1, Aa_G655510.h1.t1, Aa_G415170.h1.t1, Aa_G440380.h1.t1, Aa_G82790.h1.t1, Aa_G91930.h1.t1, Aa_G592300.h1.t1, Aa_G128260.h1.t1, Aa_G200670.h1.t1, Aa_G60020.h1.t1, Aa_G689840.h1.t1, Aa_G305740.h1.t1, Aa_G178780.h1.t1, Aa_G1065450.h1.t1, Aa_G1065450.h2.t1, Aa_G504310.h1.t1, Aa_G1071170.h1.t1, Aa_G1070950.h1.t1, Aa_G1060830.h1.t1, Aa_G1060830.h2.t1, Aa_G1022550.h1.t1, Aa_G1059840.h1.t1, Aa_G1036850.h1.t1, Aa_G989550.h1.t1, Aa_G354530.h1.t1, Aa_G1031130.h1.t1, Aa_G946730.h1.t1, Aa_G639840.h1.t1, Aa_G1027940.h1.t1, Aa_G1073480.h1.t1, Aa_G60160.h1.t1, Aa_G592290.h1.t1, Aa_G1057970.h1.t1, Aa_G1057970.h2.t1, Aa_G382890.h1.t1, Aa_G568240.h1.t1, Aa_G907570.h1.t1, Aa_G1090860.h1.t1, Aa_G1075240.h1.t1, Aa_G415950.h1.t1, Aa_G171760.h1.t1, Aa_G328120.h1.t1, Aa_G117090.h1.t1, Aa_G77080.h1.t1, Aa_G143020.h1.t1, Aa_G398820.h1.t1, Aa_G315750.h1.t1, Aa_G24870.h1.t1, Aa_G166100.h1.t1, Aa_G827620.h1.t1, Aa_G655520.h1.t1, Aa_G254490.h1.t1, Aa_G547320.h1.t1, Aa_G702600.h1.t1, Aa_G707250.h1.t1, Aa_G790400.h1.t1, Aa_G125690.h1.t1, Aa_G310360.h1.t1, Aa_G369590.h1.t1, Aa_G1029040.h1.t1, Aa_G1084040.h1.t1, Aa_G1015730.h1.t1, Aa_G355270.h1.t1, Aa_G209290.h1.t1, Aa_G214670.h1.t1, Aa_G28910.h1.t1, Aa_G762360.h1.t1, Aa_G62470.h1.t1, Aa_G852800.h1.t1, Aa_G618600.h1.t1, Aa_G717720.h1.t1, Aa_G490730.h1.t1, Aa_G355240.h1.t1, Aa_G321520.h1.t1, Aa_G251930.h1.t1
OG0000420	g4802, g4813	Aa_G122230.h1.t1, Aa_G502240.h1.t1
OG0000421	g39358	Aa_G586300.h1.t1
OG0000421	g17129	Aa_G249540.h1.t1
OG0000421	g47588	Aa_G69750.h1.t1
OG0000423	g6329, g34479	Aa_G951240.h1.t1, Aa_G951240.h2.t1
OG0000424	g28489	Aa_G123390.h1.t1
OG0000424	g47623	Aa_G129640.h1.t1
OG0000424	g36484	Aa_G561930.h1.t1
OG0000426	g3013, g7095, g40973, g23602	Aa_G495170.h1.t1
OG0000427	g6173, g10187, g6911	Aa_G97580.h1.t1
OG0000429	g1975, g1976	Aa_G737250.h1.t1
OG0000429	g2032	Aa_G433100.h1.t1, Aa_G526170.h1.t1, Aa_G368510.h1.t1, Aa_G368520.h1.t1, Aa_G526240.h1.t1, Aa_G368560.h1.t1, Aa_G368570.h1.t1, Aa_G368530.h1.t1, Aa_G368550.h1.t1
OG0000430	g23976, g17311	Aa_G117430.h1.t1
OG0000431	g1437	Aa_G219770.h1.t1
OG0000432	g555	Aa_G139210.h1.t1
OG0000432	g17626	Aa_G59060.h1.t1
OG0000433	g17099, g17097, g17100, g17096	Aa_G310750.h1.t1, Aa_G299420.h1.t1, Aa_G118510.h1.t1
OG0000436	g19572	Aa_G318830.h1.t1
OG0000436	g41304	Aa_G33850.h1.t1
OG0000436	g1293	Aa_G33860.h1.t1
OG0000437	g39339, g1080, g28563	Aa_G22060.h1.t1, Aa_G38530.h1.t1
OG0000442	g37725	Aa_G226140.h1.t1
OG0000443	g23276	Aa_G542010.h1.t1
OG0000443	g45564	Aa_G84570.h1.t1
OG0000443	g598	Aa_G70670.h1.t1
OG0000444	g51246	Aa_G167480.h1.t1
OG0000444	g2023	Aa_G340530.h1.t1, Aa_G686900.h1.t1
OG0000444	g49529	Aa_G140090.h1.t1
OG0000445	g9989	Aa_G630820.h1.t1
OG0000446	g21423	Aa_G515610.h1.t1, Aa_G515580.h1.t1, Aa_G173840.h1.t1
OG0000447	g51571	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1
OG0000448	g4323	Aa_G303240.h1.t1
OG0000448	g10425	Aa_G303210.h1.t1
OG0000450	g2642	Aa_G102660.h1.t1
OG0000451	g50836	Aa_G1010670.h1.t1, Aa_G527160.h1.t1, Aa_G12780.h1.t1, Aa_G560430.h1.t1
OG0000452	g45250	Aa_G433350.h1.t1, Aa_G433360.h1.t1
OG0000457	g7774, g12606, g30872, g12810, g7765	Aa_G38790.h1.t1
OG0000458	g50497	Aa_G366260.h1.t1
OG0000458	g50496, g32378, g27672	Aa_G109570.h1.t1
OG0000459	g17375, g17376	Aa_G245230.h1.t1
OG0000460	g12238	Aa_G232850.h1.t1, Aa_G231450.h1.t1
OG0000462	g24036	Aa_G297810.h1.t1
OG0000463	g32899	Aa_G455060.h1.t1
OG0000466	g25526, g25938	Aa_G714130.h1.t1
OG0000470	g17411, g17424	Aa_G155250.h1.t1, Aa_G155240.h1.t1, Aa_G148410.h1.t1
OG0000473	g49273	Aa_G106340.h1.t1
OG0000473	g30720, g1438	Aa_G106350.h1.t1
OG0000474	g49450	Aa_G341240.h1.t1
OG0000474	g39721	Aa_G359990.h1.t1
OG0000474	g50694	Aa_G360010.h1.t1, Aa_G314840.h1.t1
OG0000474	g50693, g29432	Aa_G286210.h1.t1
OG0000475	g40945	Aa_G400820.h1.t1, Aa_G150010.h1.t1, Aa_G320050.h1.t1, Aa_G366720.h1.t1, Aa_G48980.h1.t1
OG0000476	g37782, g4812, g4800, g4814	Aa_G309600.h1.t1
OG0000477	g353	Aa_G13650.h1.t1
OG0000477	g27266	Aa_G117750.h1.t1
OG0000478	g16066, g16061	Aa_G208040.h1.t1
OG0000480	g40981	Aa_G323320.h1.t1, Aa_G8600.h1.t1
OG0000480	g1517	Aa_G323360.h1.t1, Aa_G323350.h1.t1
OG0000481	g44045	Aa_G202610.h1.t1
OG0000481	g27100	Aa_G171300.h1.t1
OG0000483	g10980, g10092, g10089	Aa_G113000.h1.t1
OG0000484	g47740, g23416	Aa_G156090.h1.t1
OG0000484	g47741, g47742, g23417	Aa_G156110.h1.t1, Aa_G156100.h1.t1
OG0000485	g17267	Aa_G494770.h1.t1
OG0000491	g19467	Aa_G390170.h1.t1
OG0000492	g19139, g11288	Aa_G331300.h1.t1
OG0000492	g37303	Aa_G216900.h1.t1
OG0000495	g17535	Aa_G887410.h1.t1
OG0000495	g53091	Aa_G1090420.h1.t1, Aa_G203220.h1.t1, Aa_G203210.h1.t1
OG0000496	g2744	Aa_G563850.h1.t1
OG0000497	g12212	Aa_G187340.h1.t1
OG0000497	g27989	Aa_G472320.h1.t1, Aa_G184620.h1.t1
OG0000499	g6741	Aa_G242940.h1.t1
OG0000499	g6742	Aa_G242890.h1.t1
OG0000500	g46747, g18097, g41800, g18041, g44922, g44926	Aa_G253980.h1.t1
OG0000501	g40318	Aa_G129060.h1.t1, Aa_G129050.h1.t1
OG0000502	g37779	Aa_G245630.h1.t1
OG0000506	g5569	Aa_G383750.h1.t1
OG0000507	g5290, g25139, g43154	Aa_G110440.h1.t1
OG0000509	g24336	Aa_G724500.h1.t1, Aa_G724850.h1.t1
OG0000509	g24334, g24335	Aa_G49310.h1.t1, Aa_G96340.h1.t1
OG0000510	g46683, g46681	Aa_G853130.h1.t1, Aa_G568790.h1.t1
OG0000510	g18100	Aa_G119970.h1.t1, Aa_G119960.h1.t1
OG0000513	g27109	Aa_G446440.h1.t1
OG0000516	g25999, g25125, g26730, g34268, g24702	Aa_G703410.h1.t1, Aa_G703410.h2.t1, Aa_G703410.h4.t1, Aa_G703410.h5.t1, Aa_G703410.h3.t1, Aa_G703410.h6.t1, Aa_G703410.h8.t1, Aa_G703410.h7.t1
OG0000517	g29147, g29148, g29150	Aa_G781210.h1.t1
OG0000519	g8	Aa_G113660.h1.t1
OG0000521	g185, g186	Aa_G585320.h1.t1
OG0000521	g9727	Aa_G585330.h1.t1, Aa_G476870.h1.t1
OG0000522	g13045, g12397, g7487	Aa_G756790.h1.t1
OG0000523	g51022, g51021	Aa_G515160.h1.t1, Aa_G592720.h1.t1
OG0000523	g54035, g54031	Aa_G145130.h1.t1, Aa_G145160.h1.t1
OG0000525	g50869	Aa_G27170.h1.t1
OG0000529	g51197, g37897	Aa_G119390.h1.t1
OG0000530	g41237, g890	Aa_G238120.h1.t1, Aa_G263750.h1.t1, Aa_G263770.h1.t1, Aa_G263760.h1.t1
OG0000531	g10041, g580	Aa_G398020.h1.t1
OG0000533	g14004	Aa_G64160.h1.t1
OG0000536	g46831	Aa_G329040.h1.t1
OG0000536	g25662	Aa_G337970.h1.t1
OG0000537	g12430	Aa_G734810.h1.t1
OG0000537	g37940, g37932, g12429	Aa_G734800.h1.t1
OG0000540	g39867	Aa_G694430.h1.t1
OG0000542	g31250	Aa_G226620.h1.t1
OG0000542	g44098	Aa_G89900.h1.t1
OG0000542	g49727	Aa_G510870.h1.t1
OG0000543	g18472	Aa_G3450.h1.t1
OG0000544	g47326	Aa_G448180.h1.t1, Aa_G441080.h1.t1, Aa_G538000.h1.t1
OG0000544	g36111, g47327	Aa_G148270.h1.t1
OG0000547	g52123, g37511	Aa_G284400.h1.t1, Aa_G162770.h1.t1
OG0000547	g51516	Aa_G11150.h1.t1
OG0000548	g36985	Aa_G151340.h1.t1
OG0000549	g51324, g39784	Aa_G363510.h1.t1
OG0000549	g51327	Aa_G183750.h1.t1
