Orthogroup	Cochlearia_excelsa	Arabis_alpina
OG0014324	g11121	Aa_G215110.h1.t1
OG0014325	g11122	Aa_G215080.h1.t1
OG0014327	g10215	Aa_G382490.h1.t1
OG0014328	g26786	Aa_G161720.h1.t1
OG0014329	g28274	Aa_G550620.h1.t1
OG0014330	g1388	Aa_G188040.h1.t1
OG0014331	g1383	Aa_G188020.h1.t1
OG0014332	g1374	Aa_G708330.h1.t1
OG0014333	g1321	Aa_G265370.h1.t1
OG0014334	g39417, g28484	Aa_G123520.h1.t1
OG0014335	g28492	Aa_G354400.h1.t1
OG0014336	g9857, g358	Aa_G13530.h1.t1
OG0014341	g45249	Aa_G53220.h1.t1
OG0014343	g11907	Aa_G250610.h1.t1
OG0014346	g46538	Aa_G265710.h1.t1
OG0014347	g19762	Aa_G156150.h1.t1
OG0014349	g33328, g48169, g48152, g33339, g33318, g21418, g15761, g15771, g48158, g33323, g48175, g15762	Aa_G250370.h1.t1
OG0014373	g19619	Aa_G337470.h1.t1
OG0014374	g11420	Aa_G578520.h1.t1
OG0014375	g2813	Aa_G88870.h1.t1
OG0014376	g2811	Aa_G88900.h1.t1
OG0014377	g11410	Aa_G88910.h1.t1
OG0014378	g2809	Aa_G88920.h1.t1
OG0014379	g2798	Aa_G41680.h1.t1
OG0014380	g957	Aa_G616580.h1.t1, Aa_G54590.h1.t1
OG0014381	g2706	Aa_G197590.h1.t1
OG0014382	g2711	Aa_G768760.h1.t1
OG0014383	g2717	Aa_G253590.h1.t1
OG0014384	g2718	Aa_G325780.h1.t1
OG0014385	g2723	Aa_G390200.h1.t1
OG0014386	g19469	Aa_G363960.h1.t1
OG0014387	g19481	Aa_G343920.h1.t1
OG0014388	g19493	Aa_G492010.h1.t1
OG0014389	g19497	Aa_G420580.h1.t1
OG0014390	g27621	Aa_G61750.h1.t1
OG0014391	g2751	Aa_G377200.h1.t1
OG0014392	g19499	Aa_G377270.h1.t1
OG0014393	g19500	Aa_G691560.h1.t1
OG0014394	g10828	Aa_G623670.h1.t1
OG0014395	g10821	Aa_G639520.h1.t1
OG0014396	g10731	Aa_G186380.h1.t1
OG0014397	g46671	Aa_G245120.h1.t1
OG0014398	g46672	Aa_G495310.h1.t1
OG0014399	g46676	Aa_G495350.h1.t1
OG0014401	g25300	Aa_G679800.h1.t1
OG0014402	g37176	Aa_G383310.h1.t1, Aa_G758480.h1.t1
OG0014403	g4948	Aa_G70370.h1.t1
OG0014405	g28994	Aa_G325640.h1.t1
OG0014406	g28993	Aa_G387520.h1.t1
OG0014407	g41501	Aa_G220360.h1.t1
OG0014408	g29132	Aa_G192830.h1.t1
OG0014409	g29135	Aa_G264890.h1.t1
OG0014410	g4992	Aa_G264830.h1.t1
OG0014411	g4998	Aa_G334640.h1.t1
OG0014412	g29156	Aa_G162270.h1.t1
OG0014414	g29167	Aa_G162340.h1.t1
OG0014416	g5031	Aa_G489970.h1.t1
OG0014418	g5063	Aa_G59250.h1.t1
OG0014419	g10262	Aa_G28560.h1.t1
OG0014420	g5088	Aa_G376840.h1.t1
OG0014421	g23555	Aa_G44540.h1.t1
OG0014422	g5103	Aa_G431470.h1.t1
OG0014423	g5113	Aa_G236940.h1.t1
OG0014425	g5127	Aa_G321020.h1.t1
OG0014426	g5143	Aa_G499750.h1.t1
OG0014427	g5146	Aa_G450460.h1.t1
OG0014428	g5147	Aa_G450450.h1.t1
OG0014429	g5160	Aa_G7950.h1.t1
OG0014430	g5176, g29296	Aa_G7840.h1.t1
OG0014431	g29298	Aa_G473500.h1.t1
OG0014432	g5180	Aa_G524170.h1.t1
OG0014433	g47034	Aa_G367890.h1.t1
OG0014434	g29303	Aa_G524190.h1.t1
OG0014435	g29305	Aa_G524210.h1.t1
OG0014436	g5183	Aa_G258020.h1.t1
OG0014437	g45658	Aa_G258150.h1.t1
OG0014438	g5200	Aa_G72710.h1.t1
OG0014439	g45654	Aa_G72780.h1.t1
OG0014440	g45649	Aa_G72860.h1.t1
OG0014441	g45636	Aa_G354640.h1.t1
OG0014442	g5216	Aa_G354660.h1.t1
OG0014443	g29331	Aa_G290020.h1.t1
OG0014446	g5246	Aa_G209600.h1.t1
OG0014447	g29357	Aa_G19700.h1.t1
OG0014448	g29358	Aa_G19690.h1.t1
OG0014449	g45614	Aa_G385350.h1.t1
OG0014450	g5299	Aa_G155120.h1.t1
OG0014453	g29399	Aa_G623410.h1.t1
OG0014454	g45588	Aa_G256590.h1.t1
OG0014455	g29403	Aa_G256540.h1.t1
OG0014456	g5351	Aa_G267660.h1.t1
OG0014457	g5361	Aa_G267590.h1.t1
OG0014458	g23541	Aa_G339410.h1.t1
OG0014460	g4294	Aa_G142470.h1.t1
OG0014461	g29447	Aa_G158460.h1.t1
OG0014462	g5381	Aa_G158540.h1.t1
OG0014463	g5389	Aa_G259210.h1.t1, Aa_G259190.h1.t1
OG0014464	g29464	Aa_G412790.h1.t1
OG0014465	g29465	Aa_G412760.h1.t1
OG0014466	g29466	Aa_G373460.h1.t1
OG0014467	g29471	Aa_G168860.h1.t1
OG0014468	g5394	Aa_G168830.h1.t1
OG0014469	g45554	Aa_G168780.h1.t1
OG0014470	g29486	Aa_G168570.h1.t1
OG0014471	g29487	Aa_G168540.h1.t1
OG0014472	g5405	Aa_G168470.h1.t1
OG0014473	g45545, g29492	Aa_G98310.h1.t1
OG0014474	g29493	Aa_G98300.h1.t1
OG0014475	g45542	Aa_G98250.h1.t1
OG0014477	g29509	Aa_G356430.h1.t1
OG0014479	g29519	Aa_G579970.h1.t1
OG0014480	g5432	Aa_G195980.h1.t1
OG0014481	g13016	Aa_G611600.h1.t1
OG0014482	g5450	Aa_G231130.h1.t1
OG0014483	g29560	Aa_G230990.h1.t1
OG0014484	g29561	Aa_G230980.h1.t1
OG0014485	g5474	Aa_G130350.h1.t1
OG0014486	g5487	Aa_G635930.h1.t1
OG0014487	g5491	Aa_G210840.h1.t1
OG0014488	g5498	Aa_G210720.h1.t1
OG0014489	g6434	Aa_G76900.h1.t1
OG0014490	g29588	Aa_G210570.h1.t1
OG0014491	g5506	Aa_G691940.h1.t1
OG0014493	g29602	Aa_G392810.h1.t1
OG0014495	g5537	Aa_G471560.h1.t1
OG0014496	g5540, g29625	Aa_G495820.h1.t1
OG0014497	g45207	Aa_G189020.h1.t1
OG0014498	g23792	Aa_G208640.h1.t1
OG0014499	g23801	Aa_G353690.h1.t1
OG0014502	g47524	Aa_G335010.h1.t1
OG0014503	g47519	Aa_G130160.h1.t1
OG0014504	g17200	Aa_G15700.h1.t1
OG0014505	g40201	Aa_G7100.h1.t1
OG0014506	g19580	Aa_G424470.h1.t1
OG0014507	g40186	Aa_G411220.h1.t1
OG0014508	g40180	Aa_G202880.h1.t1
OG0014509	g40179	Aa_G362560.h1.t1
OG0014510	g40176	Aa_G463320.h1.t1
OG0014511	g40162	Aa_G2970.h1.t1
OG0014512	g40161	Aa_G2980.h1.t1
OG0014513	g37795	Aa_G59520.h1.t1
OG0014514	g40154	Aa_G59490.h1.t1
OG0014515	g40128	Aa_G685770.h1.t1
OG0014516	g43660	Aa_G257330.h1.t1
OG0014517	g40117	Aa_G65700.h1.t1
OG0014518	g40114	Aa_G63180.h1.t1
OG0014519	g40112	Aa_G456710.h1.t1
OG0014520	g40094	Aa_G430060.h1.t1
OG0014522	g40077	Aa_G504330.h1.t1
OG0014523	g40071	Aa_G202220.h1.t1
OG0014524	g40068	Aa_G347850.h1.t1
OG0014525	g37821	Aa_G504030.h1.t1
OG0014526	g40062	Aa_G182050.h1.t1
OG0014527	g40056	Aa_G502970.h1.t1
OG0014528	g40045	Aa_G18060.h1.t1
OG0014529	g40039	Aa_G18090.h1.t1, Aa_G456320.h1.t1
OG0014530	g51085	Aa_G405390.h1.t1
OG0014531	g37843	Aa_G60010.h1.t1
OG0014532	g39977	Aa_G598720.h1.t1
OG0014534	g39985	Aa_G60270.h1.t1
OG0014535	g40002	Aa_G248290.h1.t1
OG0014536	g51121	Aa_G763040.h1.t1
OG0014537	g51122	Aa_G425730.h1.t1
OG0014538	g39972	Aa_G199720.h1.t1
OG0014539	g37878	Aa_G118790.h1.t1
OG0014540	g51177	Aa_G154130.h1.t1
OG0014541	g51181	Aa_G470540.h1.t1
OG0014542	g39951	Aa_G135340.h1.t1
OG0014543	g39946	Aa_G597510.h1.t1
OG0014544	g39936	Aa_G35490.h1.t1
OG0014545	g37896	Aa_G35370.h1.t1
OG0014546	g51198	Aa_G119360.h1.t1
OG0014548	g39859	Aa_G359480.h1.t1
OG0014551	g51241	Aa_G343060.h1.t1
OG0014552	g39848	Aa_G167530.h1.t1
OG0014553	g51252	Aa_G167440.h1.t1
OG0014555	g47493	Aa_G460460.h1.t1
OG0014556	g51271	Aa_G154750.h1.t1
OG0014558	g39819	Aa_G154580.h1.t1
OG0014559	g51288	Aa_G346330.h1.t1
OG0014560	g51290	Aa_G346360.h1.t1
OG0014561	g39810	Aa_G346460.h1.t1
OG0014562	g39799	Aa_G243570.h1.t1
OG0014563	g39791	Aa_G243710.h1.t1
OG0014564	g39787	Aa_G424800.h1.t1
OG0014565	g39770	Aa_G257880.h1.t1
OG0014567	g39765	Aa_G148670.h1.t1
OG0014568	g51322	Aa_G148680.h1.t1
OG0014569	g51353	Aa_G208650.h1.t1
OG0014570	g39728	Aa_G219590.h1.t1
OG0014571	g11100	Aa_G203770.h1.t1
OG0014572	g39710	Aa_G316880.h1.t1
OG0014573	g39708	Aa_G316860.h1.t1
OG0014574	g39707	Aa_G316840.h1.t1
OG0014575	g11090	Aa_G316830.h1.t1
OG0014576	g11088	Aa_G89710.h1.t1
OG0014577	g39694	Aa_G89650.h1.t1
OG0014578	g39680	Aa_G215270.h1.t1
OG0014579	g39679	Aa_G215280.h1.t1
OG0014580	g11065	Aa_G215300.h1.t1
OG0014581	g11061	Aa_G215360.h1.t1
OG0014582	g23780	Aa_G90880.h1.t1
OG0014583	g23766	Aa_G90920.h1.t1
OG0014584	g47544	Aa_G90970.h1.t1
OG0014587	g47551	Aa_G29750.h1.t1
OG0014589	g54011	Aa_G29400.h1.t1
OG0014590	g36259	Aa_G29360.h1.t1
OG0014591	g36248	Aa_G332840.h1.t1
OG0014592	g28121	Aa_G514050.h1.t1
OG0014593	g53986	Aa_G438520.h1.t1
OG0014595	g36175	Aa_G326560.h1.t1
OG0014596	g44391	Aa_G418980.h1.t1
OG0014597	g28140	Aa_G533090.h1.t1
OG0014598	g28139	Aa_G128500.h1.t1
OG0014599	g28136	Aa_G128420.h1.t1
OG0014600	g53964	Aa_G128400.h1.t1, Aa_G356250.h1.t1
OG0014601	g50436	Aa_G130830.h1.t1
OG0014602	g32295	Aa_G130820.h1.t1
OG0014603	g27642	Aa_G130760.h1.t1
OG0014604	g32306	Aa_G130670.h1.t1
OG0014605	g27649	Aa_G48100.h1.t1
OG0014606	g27650	Aa_G48180.h1.t1
OG0014607	g27655	Aa_G430660.h1.t1
OG0014608	g32339	Aa_G551320.h1.t1, Aa_G430680.h1.t1
OG0014609	g50472	Aa_G472930.h1.t1
OG0014610	g32374	Aa_G456650.h1.t1
OG0014611	g50502	Aa_G348070.h1.t1
OG0014612	g50508	Aa_G223770.h1.t1
OG0014613	g50513	Aa_G784090.h1.t1
OG0014614	g32409	Aa_G108430.h1.t1
OG0014615	g50517	Aa_G108290.h1.t1
OG0014616	g32418	Aa_G248940.h1.t1
OG0014617	g32428	Aa_G248860.h1.t1
OG0014618	g32436	Aa_G679300.h1.t1
OG0014619	g27694	Aa_G728010.h1.t1
OG0014620	g50542	Aa_G138750.h1.t1
OG0014621	g32472	Aa_G138770.h1.t1
OG0014622	g32473	Aa_G138790.h1.t1
OG0014623	g23832	Aa_G318000.h1.t1
OG0014624	g50547	Aa_G279690.h1.t1
OG0014625	g50551	Aa_G279720.h1.t1
OG0014626	g32479	Aa_G279750.h1.t1
OG0014627	g27718	Aa_G216410.h1.t1
OG0014628	g50566	Aa_G476240.h1.t1
OG0014629	g32506	Aa_G476190.h1.t1
OG0014630	g50573	Aa_G468650.h1.t1
OG0014631	g50578	Aa_G299140.h1.t1
OG0014632	g50579	Aa_G299150.h1.t1
OG0014633	g50589	Aa_G414340.h1.t1
OG0014634	g32525	Aa_G414400.h1.t1
OG0014636	g27743	Aa_G434720.h1.t1
OG0014637	g27737	Aa_G434760.h1.t1
OG0014638	g50610	Aa_G463020.h1.t1
OG0014639	g32535	Aa_G463010.h1.t1
OG0014640	g32539	Aa_G463000.h1.t1
OG0014641	g27724	Aa_G194230.h1.t1
OG0014642	g50626, g27774	Aa_G489260.h1.t1
OG0014643	g50628	Aa_G489280.h1.t1
OG0014644	g32595	Aa_G542340.h1.t1
OG0014645	g32600	Aa_G109210.h1.t1
OG0014646	g50633	Aa_G109240.h1.t1
OG0014647	g27780	Aa_G16460.h1.t1
OG0014648	g10704	Aa_G344890.h1.t1
OG0014649	g10697	Aa_G146210.h1.t1
OG0014650	g10680	Aa_G279510.h1.t1
OG0014651	g1531	Aa_G172000.h1.t1
OG0014652	g1544	Aa_G480410.h1.t1
OG0014653	g23811	Aa_G480430.h1.t1, Aa_G480420.h1.t1
OG0014654	g10663	Aa_G480450.h1.t1
OG0014655	g1551	Aa_G281940.h1.t1
OG0014656	g1557	Aa_G281910.h1.t1
OG0014657	g50	Aa_G180710.h1.t1
OG0014658	g9653	Aa_G180740.h1.t1
OG0014659	g62	Aa_G649320.h1.t1
OG0014660	g77	Aa_G165790.h1.t1
OG0014661	g78	Aa_G165760.h1.t1
OG0014662	g9670	Aa_G383190.h1.t1
OG0014663	g82	Aa_G383110.h1.t1
OG0014664	g83	Aa_G383100.h1.t1
OG0014665	g97	Aa_G23690.h1.t1
OG0014666	g100	Aa_G23660.h1.t1
OG0014667	g102	Aa_G23640.h1.t1
OG0014668	g112	Aa_G23510.h1.t1
OG0014669	g9688	Aa_G23450.h1.t1
OG0014670	g118	Aa_G23440.h1.t1
OG0014671	g9691	Aa_G23390.h1.t1
OG0014674	g9707	Aa_G81490.h1.t1
OG0014675	g166	Aa_G37200.h1.t1
OG0014677	g45210	Aa_G189000.h1.t1
OG0014678	g9734	Aa_G20780.h1.t1
OG0014679	g9742	Aa_G20830.h1.t1
OG0014680	g207	Aa_G20940.h1.t1
OG0014681	g213	Aa_G21040.h1.t1
OG0014682	g217	Aa_G21100.h1.t1
OG0014683	g9762	Aa_G51410.h1.t1
OG0014684	g233	Aa_G51440.h1.t1
OG0014685	g9764	Aa_G51460.h1.t1
OG0014686	g9765	Aa_G51510.h1.t1
OG0014687	g2754	Aa_G51630.h1.t1
OG0014688	g245	Aa_G51700.h1.t1
OG0014689	g9783	Aa_G268400.h1.t1
OG0014690	g9792	Aa_G268230.h1.t1
OG0014691	g261	Aa_G76230.h1.t1
OG0014692	g263	Aa_G76190.h1.t1
OG0014693	g282	Aa_G75940.h1.t1
OG0014694	g299	Aa_G75220.h1.t1
OG0014695	g300	Aa_G75230.h1.t1
OG0014696	g9816	Aa_G75260.h1.t1
OG0014697	g303	Aa_G75280.h1.t1
OG0014698	g9817, g304	Aa_G75290.h1.t1
OG0014699	g315	Aa_G320840.h1.t1
OG0014700	g309	Aa_G75400.h1.t1
OG0014701	g9826	Aa_G320910.h1.t1
OG0014702	g320	Aa_G320930.h1.t1
OG0014703	g9828	Aa_G492160.h1.t1
OG0014704	g18623	Aa_G406330.h1.t1
OG0014705	g324	Aa_G406320.h1.t1
OG0014707	g348	Aa_G13690.h1.t1
OG0014708	g18605	Aa_G316010.h1.t1
OG0014709	g359	Aa_G316000.h1.t1
OG0014710	g9871	Aa_G131090.h1.t1
OG0014711	g380	Aa_G131140.h1.t1
OG0014712	g9873	Aa_G131160.h1.t1
OG0014713	g384	Aa_G61390.h1.t1
OG0014714	g388	Aa_G61490.h1.t1
OG0014715	g390	Aa_G61510.h1.t1
OG0014717	g9888	Aa_G435240.h1.t1
OG0014718	g413	Aa_G401160.h1.t1
OG0014720	g9901	Aa_G448840.h1.t1
OG0014721	g9908	Aa_G448740.h1.t1
OG0014722	g435	Aa_G94970.h1.t1
OG0014723	g9937	Aa_G94800.h1.t1
OG0014724	g9938	Aa_G94790.h1.t1
OG0014725	g9939	Aa_G94760.h1.t1
OG0014726	g448	Aa_G165630.h1.t1
OG0014728	g491	Aa_G143300.h1.t1
OG0014729	g9970	Aa_G143280.h1.t1
OG0014730	g9988	Aa_G578230.h1.t1
OG0014731	g501	Aa_G630810.h1.t1
OG0014732	g9992	Aa_G474990.h1.t1
OG0014733	g28142	Aa_G475080.h1.t1
OG0014734	g9995	Aa_G46240.h1.t1
OG0014735	g2915	Aa_G424460.h1.t1
OG0014736	g18571	Aa_G46050.h1.t1
OG0014737	g533	Aa_G46040.h1.t1
OG0014738	g10001	Aa_G46030.h1.t1
OG0014739	g10005	Aa_G46010.h1.t1
OG0014740	g539	Aa_G45540.h1.t1
OG0014741	g541	Aa_G45510.h1.t1
OG0014742	g546	Aa_G45360.h1.t1
OG0014743	g547	Aa_G45350.h1.t1
OG0014745	g548	Aa_G45330.h1.t1
OG0014746	g550	Aa_G45270.h1.t1
OG0014747	g18565	Aa_G719370.h1.t1
OG0014748	g564	Aa_G169090.h1.t1
OG0014749	g29124	Aa_G169070.h1.t1
OG0014750	g567	Aa_G169030.h1.t1
OG0014751	g576	Aa_G596590.h1.t1
OG0014752	g589	Aa_G70610.h1.t1
OG0014753	g14919, g18548	Aa_G113050.h1.t1
OG0014754	g18544	Aa_G112990.h1.t1
OG0014755	g625	Aa_G112970.h1.t1
OG0014756	g10095	Aa_G112960.h1.t1
OG0014758	g29111	Aa_G181330.h1.t1
OG0014759	g28979	Aa_G181280.h1.t1
OG0014760	g28968	Aa_G230420.h1.t1
OG0014761	g693	Aa_G68310.h1.t1
OG0014762	g28952, g41410	Aa_G68250.h1.t1
OG0014763	g708	Aa_G68110.h1.t1
OG0014764	g718	Aa_G15680.h1.t1
OG0014765	g719	Aa_G15640.h1.t1
OG0014767	g722	Aa_G15470.h1.t1
OG0014768	g723	Aa_G15460.h1.t1
OG0014769	g41395	Aa_G15410.h1.t1
OG0014770	g28911	Aa_G672090.h1.t1
OG0014771	g747	Aa_G404740.h1.t1
OG0014772	g41370	Aa_G9080.h1.t1
OG0014773	g771	Aa_G8840.h1.t1
OG0014774	g41361	Aa_G8760.h1.t1
OG0014775	g777	Aa_G8750.h1.t1
OG0014776	g50271	Aa_G399810.h1.t1
OG0014777	g788	Aa_G459200.h1.t1
OG0014778	g794	Aa_G447620.h1.t1
OG0014780	g41359	Aa_G692850.h1.t1
OG0014781	g809	Aa_G173800.h1.t1
OG0014782	g28857	Aa_G470860.h1.t1
OG0014783	g11705	Aa_G399980.h1.t1
OG0014784	g28855	Aa_G552160.h1.t1
OG0014785	g28854	Aa_G552170.h1.t1
OG0014787	g41294	Aa_G413870.h1.t1
OG0014788	g41332	Aa_G127260.h1.t1
OG0014789	g28829, g842	Aa_G127130.h1.t1
OG0014790	g41330	Aa_G127120.h1.t1
OG0014791	g28826	Aa_G127090.h1.t1
OG0014792	g28824	Aa_G478610.h1.t1
OG0014793	g28801	Aa_G234700.h1.t1
OG0014795	g28766	Aa_G33780.h1.t1
OG0014796	g1631	Aa_G448460.h1.t1
OG0014797	g28739	Aa_G28080.h1.t1
OG0014798	g46740	Aa_G110110.h1.t1
OG0014799	g28731	Aa_G28020.h1.t1
OG0014800	g1266	Aa_G27960.h1.t1
OG0014801	g28700, g1257	Aa_G297110.h1.t1
OG0014802	g39242	Aa_G297080.h1.t1
OG0014803	g1244	Aa_G345480.h1.t1
OG0014804	g1243	Aa_G345490.h1.t1
OG0014805	g1212	Aa_G147920.h1.t1
OG0014806	g1204	Aa_G93930.h1.t1
OG0014807	g1197	Aa_G93870.h1.t1
OG0014808	g1196	Aa_G93860.h1.t1
OG0014809	g1185	Aa_G93740.h1.t1
OG0014811	g28693	Aa_G344190.h1.t1
OG0014812	g1156	Aa_G31440.h1.t1
OG0014813	g1154	Aa_G31500.h1.t1
OG0014814	g28687	Aa_G31520.h1.t1
OG0014815	g39235	Aa_G228150.h1.t1
OG0014816	g28686	Aa_G31540.h1.t1
OG0014817	g28684	Aa_G31570.h1.t1
OG0014818	g39286	Aa_G31690.h1.t1
OG0014819	g28669	Aa_G31710.h1.t1
OG0014821	g1131	Aa_G227650.h1.t1
OG0014822	g39295	Aa_G227700.h1.t1
OG0014823	g1120	Aa_G227740.h1.t1
OG0014824	g39299	Aa_G227760.h1.t1
OG0014825	g39306	Aa_G607640.h1.t1
OG0014826	g1108	Aa_G690180.h1.t1
OG0014827	g50606	Aa_G244050.h1.t1
OG0014828	g13974	Aa_G99990.h1.t1
OG0014829	g6164	Aa_G284860.h1.t1
OG0014830	g39326	Aa_G168080.h1.t1
OG0014831	g28600	Aa_G168070.h1.t1
OG0014832	g28620	Aa_G69020.h1.t1
OG0014833	g1082	Aa_G22030.h1.t1
OG0014834	g1081	Aa_G22040.h1.t1
OG0014835	g28562	Aa_G22190.h1.t1
OG0014836	g28550	Aa_G216640.h1.t1
OG0014839	g39363	Aa_G417970.h1.t1
OG0014840	g1039	Aa_G441230.h1.t1
OG0014841	g28534	Aa_G441250.h1.t1
OG0014842	g28531	Aa_G641240.h1.t1
OG0014844	g1034	Aa_G571550.h1.t1
OG0014846	g28517	Aa_G48480.h1.t1
OG0014847	g1018	Aa_G48410.h1.t1
OG0014848	g39374	Aa_G48340.h1.t1
OG0014849	g977	Aa_G149140.h1.t1
OG0014850	g2621	Aa_G225240.h1.t1
OG0014851	g11380	Aa_G315150.h1.t1
OG0014852	g2628	Aa_G411870.h1.t1
OG0014853	g11386	Aa_G102650.h1.t1
OG0014854	g2674	Aa_G106770.h1.t1
OG0014855	g2675	Aa_G106790.h1.t1
OG0014856	g19437	Aa_G106940.h1.t1
OG0014857	g45234	Aa_G99640.h1.t1
OG0014860	g5546	Aa_G275570.h1.t1
OG0014861	g37312	Aa_G202480.h1.t1
OG0014863	g29648	Aa_G244410.h1.t1
OG0014864	g45463	Aa_G718330.h1.t1
OG0014865	g29652	Aa_G386480.h1.t1
OG0014866	g29657	Aa_G386410.h1.t1
OG0014867	g29660	Aa_G386360.h2.t1, Aa_G386360.h1.t1
OG0014868	g29673	Aa_G694680.h1.t1
OG0014869	g45452	Aa_G414800.h1.t1
OG0014870	g18065	Aa_G663680.h1.t1
OG0014871	g45443	Aa_G307540.h1.t1
OG0014872	g28318	Aa_G195320.h1.t1
OG0014873	g17223	Aa_G59820.h1.t1
OG0014875	g45442	Aa_G195210.h1.t1
OG0014876	g29703	Aa_G195200.h1.t1
OG0014877	g45440	Aa_G195180.h1.t1
OG0014879	g5626	Aa_G261360.h1.t1
OG0014880	g45432	Aa_G261340.h1.t1
OG0014881	g29711	Aa_G261320.h1.t1
OG0014882	g5628	Aa_G526540.h1.t1
OG0014883	g5629	Aa_G526560.h1.t1
OG0014885	g45418	Aa_G353270.h1.t1
OG0014886	g29736	Aa_G353280.h1.t1
OG0014887	g29742	Aa_G353340.h1.t1
OG0014888	g29748	Aa_G634220.h1.t1
OG0014890	g5661	Aa_G304020.h1.t1
OG0014891	g25857, g29774	Aa_G331870.h1.t1
OG0014892	g29786	Aa_G73270.h1.t1
OG0014893	g10728	Aa_G323300.h1.t1
OG0014894	g45405	Aa_G73220.h1.t1
OG0014895	g5689	Aa_G73090.h1.t1
OG0014896	g5692	Aa_G73010.h1.t1
OG0014897	g5695	Aa_G181610.h1.t1
OG0014898	g29798	Aa_G181620.h1.t1
OG0014899	g45393	Aa_G140670.h1.t1
OG0014900	g5702	Aa_G140770.h1.t1
OG0014902	g5709	Aa_G259050.h1.t1
OG0014903	g5710	Aa_G337120.h1.t1
OG0014904	g29813	Aa_G337180.h1.t1
OG0014905	g46862	Aa_G44180.h1.t1
OG0014906	g45367	Aa_G556550.h1.t1
OG0014907	g45366, g29832	Aa_G519970.h1.t1
OG0014908	g45365	Aa_G519990.h1.t1
OG0014909	g29834	Aa_G520020.h1.t1
OG0014910	g5730	Aa_G170130.h1.t1
OG0014911	g5740	Aa_G259930.h1.t1
OG0014912	g5745	Aa_G259850.h1.t1
OG0014913	g5755	Aa_G451880.h1.t1
OG0014914	g45342	Aa_G260780.h1.t1
OG0014915	g5775	Aa_G260770.h1.t1
OG0014916	g5778	Aa_G260720.h1.t1
OG0014918	g5791	Aa_G85280.h1.t1
OG0014919	g29860	Aa_G274590.h1.t1
OG0014920	g45312	Aa_G274540.h1.t1
OG0014921	g5796	Aa_G274530.h1.t1
OG0014922	g45308	Aa_G18790.h1.t1
OG0014923	g45306	Aa_G18770.h1.t1
OG0014924	g45301	Aa_G18690.h1.t1
OG0014925	g5805	Aa_G18630.h1.t1
OG0014926	g5809	Aa_G18600.h1.t1
OG0014927	g45299	Aa_G443030.h1.t1
OG0014930	g5826	Aa_G54110.h1.t1
OG0014931	g5829	Aa_G54080.h1.t1
OG0014932	g5831	Aa_G54060.h1.t1
OG0014933	g5832	Aa_G54050.h1.t1
OG0014934	g45286	Aa_G54010.h1.t1
OG0014935	g18090	Aa_G54000.h1.t1
OG0014936	g5839, g5841, g5837, g5835	Aa_G53910.h1.t1
OG0014937	g5843	Aa_G53890.h1.t1
OG0014938	g5848	Aa_G626100.h1.t1
OG0014939	g5868	Aa_G271830.h1.t1
OG0014940	g5872	Aa_G271810.h1.t1
OG0014941	g45284	Aa_G271790.h1.t1
OG0014942	g45283	Aa_G271760.h1.t1
OG0014943	g5871	Aa_G271730.h1.t1
OG0014944	g17247	Aa_G271700.h1.t1
OG0014945	g16817	Aa_G352950.h1.t1
OG0014946	g16799	Aa_G298250.h1.t1
OG0014947	g46649	Aa_G547880.h1.t1
OG0014948	g46636	Aa_G201100.h1.t1
OG0014950	g46606	Aa_G239020.h1.t1
OG0014951	g46608	Aa_G239090.h1.t1
OG0014952	g45244	Aa_G239170.h1.t1
OG0014953	g44267	Aa_G239190.h1.t1
OG0014954	g14654, g17996	Aa_G239200.h1.t1
OG0014955	g44265	Aa_G239250.h1.t1
OG0014956	g46601	Aa_G706640.h1.t1
OG0014957	g44272	Aa_G389020.h1.t1
OG0014958	g46594	Aa_G385700.h1.t1
OG0014959	g46591	Aa_G497430.h1.t1
OG0014960	g46587	Aa_G312140.h1.t1
OG0014961	g46583	Aa_G312080.h1.t1
OG0014963	g44300	Aa_G462550.h1.t1
OG0014964	g46542	Aa_G293590.h1.t1
OG0014965	g10142	Aa_G25920.h1.t1
OG0014966	g44316	Aa_G457390.h1.t1
OG0014967	g44321	Aa_G145400.h1.t1
OG0014968	g44323	Aa_G145370.h1.t1
OG0014969	g50399	Aa_G61720.h1.t1
OG0014970	g46504	Aa_G80390.h1.t1
OG0014971	g46503	Aa_G80380.h1.t1
OG0014972	g44338	Aa_G444600.h1.t1
OG0014973	g38300	Aa_G495960.h1.t1
OG0014974	g44347	Aa_G293170.h1.t1
OG0014975	g46491	Aa_G293070.h1.t1
OG0014976	g46488	Aa_G293050.h1.t1
OG0014978	g46477	Aa_G457930.h1.t1
OG0014979	g44352	Aa_G457980.h1.t1
OG0014980	g46465	Aa_G656410.h1.t1
OG0014981	g46404	Aa_G204310.h1.t1
OG0014982	g46402	Aa_G204290.h1.t1
OG0014983	g46396	Aa_G787050.h1.t1
OG0014984	g17960	Aa_G121540.h1.t1
OG0014985	g13614	Aa_G314190.h1.t1
OG0014986	g46379	Aa_G314210.h1.t1
OG0014987	g46372	Aa_G129430.h1.t1
OG0014988	g46364	Aa_G129370.h1.t1
OG0014989	g44362	Aa_G129290.h1.t1
OG0014990	g25140	Aa_G44190.h1.t1
OG0014991	g46338	Aa_G104310.h1.t1
OG0014993	g44366	Aa_G215690.h1.t1
OG0014994	g46304	Aa_G418910.h1.t1
