Orthogroup	Cochlearia_excelsa	Conringia_planisiliqua
OG0002961	g37949, g25033	CP3_g15715_DN3_SP0_c.t1, CP45_g22357_DN3_SP0_c.t1, CP44_g20941_DN3_SP0_c.t1, CP44_g20904_DN2_SP0_p.t1, CP5_g3292_DN3_SP0_c.t1, CP37_g11346_DN3_SP0_c.t1, CP37_g11361_DN3_SP0_c.t1, CP5_g3250_DN3_SP0_c.t1, CP5_g3310_DN3_SP0_c.t1
OG0002962	g18291, g22790	CP5_g209_DN3_SP1_c.t1
OG0002964	g25174	CP5_g1669_DN1_SP0_c.t1, CP5_g1670_DN2_SP0_c.t1, CP5_g1671_DN2_SP0_c.t1
OG0002971	g45427	CP11_g33353_DN3_SP3_c.t1
OG0002972	g38409	CP16_g55037_DN3_SP5_c.t1
OG0002975	g51027, g38358	CP16_g55174_DN3_SP8_c.t1
OG0002976	g29155	CP11_g32274_DN3_SP8_c.t1
OG0002977	g22287, g22468, g22507, g30097, g30090, g22343, g22274, g22486, g36091, g30096, g36092, g22485, g22467, g22271, g22286, g22506, g30089	CP11_g32370_DN3_SP2_c.t1
OG0002978	g5213, g45638	CP11_g32555_DN3_SP6_c.t1
OG0002981	g163	CP2_g47771_DN3_SP8_c.t1
OG0002982	g29542	CP11_g32949_DN3_SP8_c.t1, CP2_g47830_DN3_SP6_c.t1
OG0002983	g23896	CP19_g18303_DN3_SP3_c.t1
OG0002984	g10524	CP13_g19305_DN3_SP0_c.t1
OG0002985	g51183	CP4_g25764_DN2_SP0_c.t1
OG0002987	g39684, g11077	CP13_g20201_DN3_SP8_c.t1
OG0002988	g32292	CP7_g45120_DN3_SP0_c.t1
OG0002989	g37103	CP4_g25266_DN3_SP0_c.t1
OG0002990	g27712	CP7_g44823_DN2_SP0_c.t1, CP7_g44822_DN3_SP0_c.t1
OG0002990	g32490	CP7_g44824_DN3_SP0_c.t1
OG0002991	g32620	CP4_g25211_DN3_SP3_c.t1, CP7_g44642_DN3_SP8_c.t1
OG0002993	g94, g9680	CP2_g47672_DN3_SP1_c.t1
OG0002994	g104	CP2_g47683_DN3_SP8_c.t1
OG0002996	g810	CP8_g54132_DN3_SP8_c.t1
OG0003000	g1055	CP8_g53602_DN3_SP0_c.t1, CP8_g53601_DN1_SP0_c.t1
OG0003002	g986	CP8_g53469_DN3_SP0_c.t1
OG0003002	g47612	CP5_g1315_DN3_SP0_c.t1
OG0003004	g31203, g49620	CP1_g37243_DN1_SP0_c.t1
OG0003005	g5588	CP11_g33262_DN3_SP5_c.t1
OG0003006	g39607	CP11_g32019_DN3_SP0_c.t1
OG0003007	g12799, g36097	CP10_g42409_DN3_SP0_c.t1
OG0003008	g18989	CP3_g13612_DN3_SP0_c.t1
OG0003009	g29848, g5781	CP11_g33609_DN3_SP0_c.t1
OG0003009	g13057	CP10_g42920_DN3_SP0_c.t1
OG0003011	g27510	CP7_g45581_DN3_SP4_c.t1
OG0003011	g46394	CP9_g29429_DN3_SP1_c.t1
OG0003013	g46371	CP9_g29398_DN3_SP3_c.t1
OG0003014	g22983	CP5_g447_DN2_SP0_c.t1
OG0003015	g6053	CP10_g43781_DN3_SP8_c.t1
OG0003016	g25941	CP14_g23298_DN2_SP0_c.t1
OG0003017	g11682	CP12_g30877_DN3_SP8_c.t1
OG0003018	g17884	CP6_g8631_DN3_SP0_c.t1
OG0003020	g17813, g47020	CP6_g7604_DN3_SP8_c.t1
OG0003021	g50041	CP7_g45915_DN3_SP1_c.t1
OG0003021	g46105	CP9_g29027_DN3_SP1_c.t1
OG0003022	g44804	CP9_g28463_DN3_SP8_c.t1
OG0003023	g23495	CP5_g1081_DN3_SP0_c.t1
OG0003024	g31971	CP7_g45655_DN3_SP5_c.t1
OG0003025	g10438	CP13_g19208_DN3_SP0_c.t1
OG0003025	g16854	CP5_g1409_DN2_SP0_c.t1
OG0003027	g18395, g16730	CP13_g19971_DN3_SP0_c.t1
OG0003028	g6788	CP12_g30302_DN3_SP8_c.t1
OG0003028	g54153	CP1_g38112_DN3_SP8_c.t1
OG0003029	g28048	CP1_g38038_DN3_SP5_c.t1
OG0003030	g36389	CP1_g38174_DN3_SP8_c.t1
OG0003031	g11875	CP12_g30470_DN3_SP0_c.t1
OG0003032	g12097	CP12_g29970_DN3_SP0_c.t1
OG0003032	g28015	CP1_g37903_DN3_SP0_c.t1
OG0003033	g51705	CP4_g24905_DN3_SP0_c.t1
OG0003034	g33	CP6_g7293_DN2_SP0_c.t1
OG0003034	g2526	CP3_g14290_DN1_SP0_c.t1
OG0003035	g17382	CP6_g6791_DN3_SP4_c.t1
OG0003035	g47343	CP13_g20146_DN3_SP1_c.t1
OG0003037	g40467	CP11_g31911_DN3_SP7_c.t1, CP6_g6731_DN3_SP4_c.t1
OG0003038	g18421	CP3_g15021_DN2_SP0_c.t1, CP3_g15028_DN2_SP0_c.t1, CP3_g15060_DN3_SP0_c.t1, CP3_g15044_DN2_SP0_c.t1, CP3_g15065_DN2_SP0_c.t1
OG0003039	g37607	CP4_g24192_DN3_SP6_c.t1
OG0003040	g18823	CP3_g13346_DN3_SP0_c.t1, CP3_g13347_DN3_SP0_c.t1
OG0003041	g18857, g1932	CP3_g13378_DN3_SP4_c.t1, CP3_g13379_DN3_SP3_c.t1
OG0003043	g2039	CP4_g24489_DN3_SP1_c.t1
OG0003043	g11216	CP3_g13532_DN3_SP0_c.t1
OG0003044	g2343	CP3_g14001_DN3_SP0_c.t1
OG0003045	g12769, g7829	CP10_g42320_DN3_SP0_c.t1
OG0003046	g19220, g19221	CP3_g14087_DN3_SP0_c.t1
OG0003047	g44902	CP9_g28293_DN3_SP7_c.t1
OG0003048	g32258	CP9_g28309_DN3_SP8_c.t1, CP7_g45165_DN3_SP5_c.t1
OG0003049	g41604	CP9_g28359_DN3_SP0_c.t1
OG0003050	g18127	CP5_g2002_DN3_SP6_c.t1
OG0003051	g23819	CP19_g18168_DN3_SP0_c.t1
OG0003052	g18331	CP5_g58_DN3_SP7_c.t1
OG0003053	g50744	CP21_g11185_DN3_SP0_c.t1, CP21_g11181_DN3_SP0_c.t1, CP7_g44479_DN3_SP0_c.t1
OG0003054	g47341	CP13_g20734_DN3_SP0_c.t1
OG0003057	g4855	CP2_g48535_DN2_SP0_c.t1
OG0003057	g10105, g4856	CP2_g48534_DN2_SP3_c.t1
OG0003058	g7739, g10163	CP10_g42470_DN3_SP8_c.t1
OG0003061	g52140	CP4_g24338_DN3_SP0_c.t1
OG0003061	g52138	CP4_g24339_DN3_SP8_c.t1
OG0003062	g37525	CP4_g24341_DN3_SP0_c.t1
OG0003063	g38169	CP11_g32092_DN3_SP0_c.t1, CP4_g24549_DN3_SP0_c.t1, CP2_g49094_DN3_SP0_c.t1
OG0003064	g12572	CP10_g42508_DN3_SP8_c.t1
OG0003067	g12933	CP10_g42670_DN3_SP6_c.t1, CP10_g42666_DN2_SP0_c.t1
OG0003069	g7407	CP10_g43056_DN3_SP1_c.t1
OG0003070	g13176, g7241	CP10_g43304_DN3_SP3_c.t1
OG0003071	g13249	CP12_g29953_DN3_SP2_c.t1
OG0003073	g6887	CP12_g30166_DN3_SP0_c.t1
OG0003073	g36364	CP1_g38236_DN3_SP0_c.t1, CP1_g38238_DN3_SP0_c.t1
OG0003074	g44980, g46774	CP5_g1724_DN3_SP1_c.t1
OG0003075	g41451	CP8_g54454_DN3_SP4_c.t1
OG0003077	g25165	CP1_g36452_DN3_SP0_c.t1
OG0003078	g26899, g30790, g49389	CP1_g36793_DN3_SP5_c.t1
OG0003079	g30819	CP1_g36734_DN3_SP6_c.t1
OG0003080	g30996	CP1_g36925_DN3_SP5_c.t1
OG0003082	g10776	CP13_g19653_DN3_SP0_c.t1
OG0003083	g27287	CP13_g19669_DN3_SP3_c.t1
OG0003083	g49927	CP1_g37805_DN3_SP8_c.t1
OG0003084	g31602	CP7_g46182_DN3_SP8_c.t1
OG0003085	g31785	CP7_g45905_DN3_SP7_c.t1
OG0003086	g17972	CP9_g29265_DN3_SP0_c.t1, CP7_g45713_DN3_SP0_c.t1
OG0003089	g31968, g50167	CP7_g45657_DN3_SP0_c.t1
OG0003090	g27520	CP7_g45533_DN3_SP3_c.t1
OG0003091	g27444, g53577	CP3_g16307_DN3_SP0_c.t1, CP9_g28095_DN3_SP0_c.t1, CP17_g5643_DN1_SP0_c.t1
OG0003092	g11044	CP13_g20132_DN3_SP0_c.t1
OG0003092	g40499	CP13_g20133_DN3_SP0_c.t1
OG0003093	g22923, g47968	CP5_g368_DN3_SP0_c.t1, CP5_g367_DN3_SP0_c.t1
OG0003094	g47899	CP5_g519_DN3_SP0_c.t1
OG0003095	g47897	CP5_g521_DN3_SP8_c.t1
OG0003096	g16936	CP5_g794_DN3_SP0_c.t1
OG0003097	g27582	CP9_g28574_DN2_SP0_c.t1
OG0003097	g32139	CP7_g45321_DN3_SP8_c.t1
OG0003098	g39504	CP8_g54537_DN3_SP0_c.t1, CP8_g54538_DN3_SP1_c.t1, CP8_g54536_DN3_SP0_c.t1
OG0003101	g6023	CP10_g43698_DN3_SP4_c.t1, CP10_g43693_DN3_SP0_c.t1
OG0003102	g23381	CP5_g928_DN3_SP3_c.t1
OG0003104	g39906	CP4_g25701_DN3_SP0_c.t1
OG0003111	g43681, g4414, g53224, g14685, g3097, g3098, g14525, g34403, g43279, g14505, g52573, g14545, g14534, g14494, g14515, g26726, g12867, g14686, g10473, g4413, g28222, g26615, g1137, g18400, g12866, g34404, g52572, g43280, g37814, g31063, g53921, g32440, g40953, g26790, g12868, g18401, g53922	CP3_g16449_DN2_SP0_c.t1
OG0003116	g47749, g23394	CP5_g950_DN3_SP2_c.t1
OG0003117	g5969	CP10_g43598_DN3_SP0_c.t1, CP10_g43599_DN1_SP0_c.t1
OG0003119	g45675	CP11_g32476_DN3_SP0_c.t1
OG0003120	g45531	CP11_g32896_DN3_SP7_c.t1
OG0003121	g18630	CP10_g43831_DN3_SP0_c.t1
OG0003121	g18628	CP10_g43829_DN1_SP0_c.t1
OG0003122	g17178	CP19_g18126_DN3_SP0_c.t1
OG0003123	g36247	CP1_g38430_DN3_SP2_c.t1
OG0003123	g47765	CP5_g890_DN3_SP1_c.t1
OG0003124	g51412	CP4_g25338_DN3_SP7_c.t1
OG0003125	g31237	CP1_g37301_DN3_SP4_c.t1
OG0003127	g2547	CP3_g14311_DN3_SP0_c.t1
OG0003127	g46	CP2_g47604_DN2_SP0_c.t1
OG0003128	g46818	CP8_g54149_DN3_SP6_c.t1
OG0003129	g287	CP2_g47951_DN3_SP8_c.t1
OG0003130	g18617	CP2_g48006_DN3_SP8_c.t1
OG0003131	g406	CP2_g48137_DN3_SP1_c.t1
OG0003132	g520	CP2_g48323_DN3_SP1_c.t1
OG0003134	g11823	CP12_g30601_DN3_SP8_c.t1
OG0003135	g10754	CP5_g68_DN3_SP0_c.t1
OG0003136	g801	CP8_g54146_DN1_SP0_c.t1
OG0003138	g28365	CP8_g53186_DN3_SP0_c.t1
OG0003138	g41219	CP8_g53185_DN3_SP0_c.t1
OG0003139	g39308	CP8_g53727_DN2_SP3_c.t1
OG0003139	g47563	CP19_g18051_DN3_SP2_c.t1
OG0003140	g27508, g32018	CP7_g45586_DN1_SP1_c.t1
OG0003141	g6981	CP1_g37360_DN3_SP0_c.t1
OG0003141	g12061	CP12_g30042_DN3_SP0_c.t1
OG0003143	g45241	CP11_g32054_DN3_SP2_c.t1
OG0003145	g29777	CP11_g33424_DN3_SP8_c.t1
OG0003146	g5686	CP11_g33446_DN3_SP1_c.t1
OG0003147	g16821	CP5_g1333_DN3_SP8_c.t1, CP13_g19281_DN3_SP6_c.t1
OG0003148	g16792	CP19_g17899_DN3_SP5_c.t1
OG0003148	g40781	CP2_g48930_DN3_SP8_c.t1
OG0003150	g44280	CP9_g29688_DN3_SP0_c.t1
OG0003150	g49943	CP7_g46178_DN3_SP3_c.t1
OG0003151	g49967	CP7_g46108_DN3_SP4_c.t1
OG0003151	g44319	CP9_g29586_DN3_SP7_c.t1
OG0003153	g46482	CP9_g29521_DN3_SP0_c.t1, CP6_g7199_DN3_SP0_c.t1
OG0003155	g17964	CP9_g29324_DN2_SP0_c.t1
OG0003156	g31897	CP7_g45759_DN3_SP7_c.t1
OG0003157	g31854	CP7_g45810_DN3_SP0_c.t1
OG0003158	g7129	CP10_g43467_DN2_SP0_c.t1
OG0003159	g38026, g51569	CP4_g25133_DN3_SP1_c.t1, CP4_g25132_DN3_SP2_c.t1
OG0003161	g2971	CP3_g14877_DN3_SP0_c.t1
OG0003162	g47011	CP6_g7669_DN3_SP7_c.t1, CP12_g30803_DN3_SP0_c.t1
OG0003163	g24504, g24502	CP6_g7454_DN3_SP0_c.t1
OG0003164	g13391	CP12_g30509_DN3_SP3_c.t1
OG0003165	g46063	CP9_g28982_DN3_SP0_c.t1
OG0003166	g31758, g50035	CP7_g45933_DN3_SP8_c.t1
OG0003167	g10453	CP13_g19224_DN3_SP0_c.t1, CP5_g1388_DN3_SP0_c.t1
OG0003168	g10367	CP13_g19129_DN3_SP8_c.t1
OG0003169	g16837	CP5_g1360_DN3_SP8_c.t1
OG0003169	g1625	CP13_g19248_DN3_SP8_c.t1
OG0003170	g52867, g26421, g45052, g14064, g24907, g50219, g32768	CP8_g52535_DN2_SP0_c.t1
OG0003170	g53528, g35069, g43207, g41897	CP14_g22615_DN1_SP0_c.t1
OG0003171	g32643	CP2_g50542_DN3_SP0_c.t1
OG0003173	g19112	CP4_g24588_DN3_SP0_c.t1
OG0003175	g36183	CP13_g20445_DN3_SP2_c.t1
OG0003176	g17533, g24258	CP6_g7081_DN3_SP8_c.t1
OG0003177	g1336, g41160	CP8_g53025_DN3_SP0_c.t1
OG0003178	g1497, g27273	CP1_g37757_DN3_SP0_c.t1
OG0003179	g47162	CP6_g7195_DN3_SP8_c.t1
OG0003181	g2512	CP3_g14272_DN3_SP8_c.t1
OG0003182	g1908	CP3_g13339_DN3_SP7_c.t1
OG0003183	g1961	CP3_g13409_DN3_SP8_c.t1
OG0003188	g2178	CP5_g1755_DN2_SP0_c.t1, CP4_g24708_DN3_SP2_c.t1
OG0003189	g38121	CP4_g24800_DN2_SP0_c.t1
OG0003189	g2258	CP3_g13851_DN3_SP0_c.t1
OG0003190	g51645	CP4_g24982_DN3_SP4_c.t1
OG0003191	g27614, g50390	CP7_g45207_DN1_SP0_c.t1
OG0003192	g6032	CP10_g43721_DN3_SP7_c.t1
OG0003193	g19017	CP3_g13683_DN3_SP0_c.t1
OG0003194	g6279, g51761	CP4_g24802_DN2_SP5_c.t1
OG0003195	g18263	CP5_g315_DN3_SP5_c.t1
OG0003196	g51034	CP16_g55247_DN3_SP8_c.t1
OG0003196	g23296	CP5_g811_DN3_SP0_c.t1
OG0003197	g25691	CP20_g4373_DN3_SP2_c.t1
OG0003198	g10144	CP2_g48601_DN3_SP8_c.t1
OG0003201	g12855, g7711	CP2_g48602_DN3_SP4_c.t1
OG0003203	g12448, g12957	CP10_g42731_DN3_SP8_c.t1
OG0003206	g12268	CP10_g43241_DN3_SP0_c.t1
OG0003207	g7166	CP10_g43406_DN3_SP0_c.t1
OG0003208	g11997	CP12_g30202_DN3_SP0_c.t1
OG0003210	g46765	CP5_g1689_DN3_SP0_c.t1, CP5_g1703_DN3_SP0_c.t1
OG0003210	g46767	CP5_g1705_DN3_SP0_c.t1
OG0003211	g49461	CP1_g36604_DN3_SP0_c.t1
OG0003212	g26997	CP1_g36998_DN2_SP0_c.t1
OG0003213	g49687	CP1_g37124_DN3_SP5_c.t1
OG0003214	g44107	CP1_g37345_DN3_SP2_c.t1
OG0003215	g49846	CP1_g37572_DN3_SP7_c.t1
OG0003216	g17193	CP1_g39307_DN3_SP0_c.t1
OG0003216	g31435	CP1_g37619_DN3_SP2_c.t1
OG0003217	g10734	CP13_g19600_DN3_SP1_c.t1
OG0003219	g27523, g50249	CP7_g45526_DN3_SP0_c.t1
OG0003220	g45973	CP9_g28819_DN3_SP4_c.t1
OG0003220	g27525	CP7_g45520_DN3_SP6_c.t1
OG0003222	g50270	CP7_g45491_DN3_SP8_c.t1
OG0003223	g40986	CP2_g49192_DN2_SP0_c.t1
OG0003225	g17609	CP6_g7268_DN2_SP0_c.t1
OG0003226	g54028, g28110	CP1_g38348_DN3_SP6_c.t1
OG0003227	g18203	CP5_g577_DN3_SP4_c.t1
OG0003228	g23159, g24361	CP5_g640_DN3_SP0_c.t1
OG0003229	g50351	CP7_g45308_DN3_SP2_c.t1
OG0003230	g23620	CP5_g1244_DN3_SP8_c.t1
OG0003230	g45116	CP36_g50974_DN3_SP6_c.t1
OG0003231	g10652	CP13_g19479_DN2_SP1_c.t1
OG0003233	g22936	CP5_g381_DN3_SP2_c.t1
OG0003234	g18134, g46111	CP9_g29039_DN3_SP0_c.t1
OG0003235	g37175	CP12_g30112_DN1_SP0_c.t1
OG0003236	g36930	CP16_g54882_DN2_SP0_c.t1
OG0003236	g22784, g18297	CP6_g9287_DN1_SP0_c.t1
OG0003246	g2867	CP3_g14735_DN3_SP0_c.t1
OG0003248	g19489, g50663, g2762	CP3_g14576_DN3_SP0_c.t1
OG0003249	g10940, g4628, g40634	CP13_g19850_DN3_SP0_c.t1, CP13_g20689_DN3_SP0_c.t1
OG0003250	g5133	CP11_g32455_DN3_SP2_c.t1
OG0003251	g29326, g45635	CP11_g32564_DN3_SP8_c.t1
OG0003252	g29416	CP11_g32731_DN3_SP4_c.t1
OG0003253	g47272	CP6_g6968_DN3_SP7_c.t1
OG0003254	g29508	CP11_g32905_DN3_SP7_c.t1
OG0003255	g5422	CP11_g32907_DN3_SP8_c.t1
OG0003256	g29515, g29517	CP11_g32915_DN3_SP3_c.t1
OG0003257	g5449	CP11_g32964_DN3_SP8_c.t1
OG0003258	g9772	CP2_g47872_DN3_SP0_c.t1
OG0003259	g29714	CP11_g33333_DN3_SP0_c.t1
OG0003260	g11581	CP4_g25709_DN3_SP1_c.t1
OG0003261	g39904, g51218	CP6_g8266_DN1_SP0_c.t1
OG0003262	g51277	CP4_g25558_DN3_SP0_c.t1
OG0003263	g28081	CP1_g38179_DN3_SP0_c.t1
OG0003264	g39760	CP4_g25455_DN3_SP8_c.t1
OG0003267	g32462	CP3_g15980_DN3_SP0_c.t1
OG0003268	g18599	CP2_g48132_DN3_SP0_c.t1
OG0003269	g256	CP2_g47897_DN3_SP8_c.t1
OG0003270	g431	CP2_g48181_DN3_SP0_c.t1
OG0003271	g9972	CP2_g48283_DN3_SP8_c.t1
OG0003274	g13960	CP10_g43679_DN3_SP0_c.t1
OG0003275	g7261	CP10_g43266_DN3_SP8_c.t1
OG0003276	g28725	CP8_g53846_DN3_SP8_c.t1
OG0003277	g23689, g47586	CP19_g17984_DN3_SP6_c.t1
OG0003278	g11372	CP3_g14409_DN3_SP4_c.t1
OG0003279	g2612, g11376	CP3_g14410_DN2_SP4_c.t1
OG0003281	g5799	CP11_g33665_DN3_SP5_c.t1
OG0003282	g50284	CP12_g30655_DN3_SP6_c.t1
OG0003283	g18613	CP1_g41367_DN3_SP4_c.t1
OG0003286	g24115	CP6_g6844_DN3_SP7_c.t1
OG0003286	g17405	CP6_g6845_DN3_SP2_c.t1
OG0003287	g46427	CP9_g29460_DN3_SP2_c.t1
OG0003289	g17708, g24495	CP6_g7432_DN3_SP8_c.t1
OG0003292	g32130	CP7_g45325_DN3_SP1_c.t1
OG0003295	g24190	CP6_g6976_DN2_SP0_c.t1
OG0003297	g311	CP2_g47984_DN2_SP0_c.t1
OG0003298	g17406	CP6_g6853_DN3_SP1_c.t1
OG0003299	g24546	CP6_g7531_DN3_SP0_c.t1
OG0003299	g28328	CP8_g53030_DN3_SP0_c.t1
OG0003300	g36500	CP9_g28334_DN3_SP6_c.t1
OG0003302	g1840	CP3_g13240_DN3_SP0_c.t1
OG0003302	g37648	CP4_g24104_DN3_SP3_c.t1
OG0003303	g2307	CP3_g13941_DN3_SP8_c.t1
OG0003305	g24890	CP6_g9346_DN3_SP5_c.t1
OG0003306	g13528	CP12_g31003_DN3_SP5_c.t1
OG0003306	g10280	CP2_g48799_DN3_SP6_c.t1
OG0003311	g37720	CP4_g23996_DN3_SP8_c.t1
OG0003312	g37538	CP4_g24301_DN3_SP8_c.t1
OG0003313	g23068	CP5_g544_DN3_SP0_c.t1
OG0003314	g7718	CP2_g48634_DN3_SP3_c.t1
OG0003315	g7679, g12513	CP10_g42597_DN3_SP8_c.t1
OG0003316	g29079	CP8_g54441_DN3_SP8_c.t1
OG0003317	g10240	CP2_g48759_DN2_SP3_c.t1
OG0003318	g7098	CP10_g43502_DN3_SP0_c.t1
OG0003319	g6990	CP12_g30027_DN3_SP8_c.t1
OG0003321	g23556	CP5_g1165_DN2_SP0_c.t1
OG0003322	g10315	CP5_g1605_DN1_SP0_c.t1, CP2_g48846_DN2_SP0_c.t1
OG0003324	g47731	CP5_g986_DN3_SP7_c.t1
OG0003325	g4661	CP24_g47450_DN3_SP0_c.t1, CP17_g5841_DN3_SP0_c.t1, CP17_g5838_DN2_SP0_c.t1, CP2_g48690_DN3_SP8_c.t1
OG0003326	g37263	CP4_g24896_DN3_SP2_c.t1
OG0003326	g2459	CP3_g14193_DN3_SP8_c.t1
OG0003328	g45260	CP8_g54571_DN3_SP8_c.t1
OG0003328	g30748	CP1_g36484_DN3_SP2_c.t1
OG0003329	g16974	CP5_g934_DN3_SP0_c.t1
OG0003330	g27003	CP1_g37015_DN3_SP0_c.t1
OG0003331	g31135	CP1_g37156_DN3_SP8_c.t1
OG0003333	g27327	CP9_g29640_DN3_SP2_c.t1
OG0003333	g49953	CP7_g46147_DN3_SP8_c.t1
OG0003335	g31919	CP7_g45723_DN3_SP0_c.t1
OG0003336	g50263	CP7_g45497_DN3_SP7_c.t1
OG0003336	g44654	CP9_g28764_DN3_SP6_c.t1
OG0003337	g32062	CP7_g45464_DN3_SP8_c.t1
OG0003338	g32074	CP9_g28613_DN3_SP3_c.t1
OG0003340	g40704	CP13_g19748_DN2_SP7_c.t1
OG0003342	g46829	CP9_g28087_DN3_SP5_c.t1, CP5_g1832_DN3_SP5_c.t1
OG0003343	g47696, g23468	CP5_g1052_DN3_SP0_c.t1
OG0003344	g50923, g36928	CP16_g54891_DN2_SP0_c.t1
OG0003345	g16786	CP19_g17888_DN3_SP8_c.t1
OG0003347	g22984	CP5_g450_DN3_SP0_c.t1
OG0003349	g47871, g23120	CP5_g593_DN3_SP7_c.t1
OG0003352	g39489	CP1_g36462_DN3_SP2_c.t1
OG0003353	g23630, g17083	CP5_g1258_DN3_SP2_c.t1, CP8_g53349_DN3_SP0_c.t1
OG0003355	g53489, g17886, g53458	CP7_g45377_DN2_SP0_c.t1
OG0003356	g50439	CP7_g44607_DN3_SP0_c.t1, CP7_g44592_DN2_SP0_c.t1, CP7_g44606_DN2_SP0_c.t1, CP7_g44597_DN3_SP0_c.t1
OG0003360	g46976	CP17_g5000_DN3_SP0_c.t1
OG0003362	g2895, g54243	CP3_g14790_DN3_SP0_c.t1
OG0003372	g19495	CP2_g48024_DN3_SP3_c.t1
OG0003373	g50440	CP7_g45095_DN3_SP8_c.t1
OG0003374	g50664	CP7_g44616_DN3_SP7_c.t1
OG0003375	g13348, g27395	CP12_g30330_DN3_SP5_c.t1
OG0003376	g13581	CP17_g6020_DN3_SP8_c.t1
OG0003377	g5050	CP11_g32337_DN3_SP0_c.t1
OG0003378	g29198	CP11_g32349_DN3_SP8_c.t1
OG0003381	g29402	CP10_g43172_DN3_SP4_c.t1
OG0003381	g5320	CP11_g32712_DN2_SP8_c.t1
OG0003383	g5402	CP11_g32852_DN2_SP6_c.t1
OG0003384	g38454, g25572, g25574, g38477	CP5_g250_DN3_SP0_c.t1
OG0003385	g29596	CP11_g33073_DN3_SP8_c.t1
OG0003386	g5533	CP11_g33121_DN3_SP4_c.t1
OG0003387	g23810	CP19_g18155_DN3_SP3_c.t1
OG0003388	g28264	CP8_g52853_DN3_SP7_c.t1
OG0003388	g23814	CP19_g18160_DN3_SP2_c.t1
OG0003389	g40156	CP1_g37493_DN3_SP2_c.t1
OG0003390	g51191	CP4_g25735_DN3_SP8_c.t1
OG0003391	g39733	CP13_g20313_DN3_SP0_c.t1
OG0003392	g11073, g11068, g11074	CP13_g20196_DN3_SP1_c.t1
OG0003393	g50548	CP7_g44834_DN3_SP8_c.t1
OG0003394	g50549	CP7_g44833_DN3_SP8_c.t1
OG0003394	g32478	CP4_g25258_DN3_SP5_c.t1
OG0003395	g19387	CP3_g14398_DN3_SP0_c.t1
OG0003396	g9752, g214	CP2_g47835_DN3_SP5_c.t1, CP11_g32954_DN3_SP2_c.t1
OG0003397	g9767	CP2_g47866_DN3_SP3_c.t1
OG0003398	g314, g9822, g15977	CP2_g47991_DN3_SP4_c.t1
OG0003399	g326	CP2_g48013_DN3_SP1_c.t1
OG0003404	g1207	CP8_g53866_DN3_SP7_c.t1
OG0003405	g1079	CP8_g53661_DN3_SP2_c.t1
OG0003406	g1069	CP2_g48831_DN2_SP0_c.t1
OG0003407	g53115, g43965, g43189	CP2_g50080_DN1_SP0_c.t1, CP6_g8778_DN2_SP0_c.t1, CP9_g27608_DN1_SP0_c.t1, CP15_g35781_DN1_SP0_c.t1, CP15_g34896_DN1_SP0_c.t1
OG0003408	g5657	CP11_g33400_DN3_SP0_c.t1
OG0003410	g13038	CP10_g42897_DN3_SP2_c.t1, CP11_g33662_DN3_SP5_c.t1
OG0003411	g12412	CP10_g42848_DN3_SP2_c.t1
OG0003412	g13005	CP10_g42845_DN3_SP8_c.t1
OG0003413	g5960, g25052, g25046, g25092	CP5_g1808_DN3_SP0_c.t1
OG0003414	g46489	CP9_g29529_DN3_SP8_c.t1
OG0003415	g18307, g17604	CP5_g98_DN3_SP0_c.t1
OG0003417	g54313	CP10_g43296_DN3_SP0_c.t1
OG0003418	g13214	CP10_g43417_DN3_SP8_c.t1
OG0003420	g38041	CP4_g25087_DN3_SP0_c.t1
OG0003421	g11751	CP12_g30745_DN3_SP4_c.t1
OG0003421	g17770	CP6_g7555_DN3_SP2_c.t1
OG0003422	g22848	CP5_g283_DN3_SP8_c.t1
OG0003424	g10412	CP13_g19190_DN3_SP3_c.t1
OG0003425	g32148	CP7_g45309_DN3_SP2_c.t1
OG0003426	g10951	CP13_g19897_DN3_SP3_c.t1
OG0003427	g36522	CP1_g37951_DN3_SP5_c.t1
OG0003429	g5877	CP12_g29820_DN3_SP2_c.t1
OG0003430	g10379	CP13_g19144_DN3_SP6_c.t1
OG0003430	g16888	CP5_g1504_DN3_SP2_c.t1
OG0003431	g24165	CP6_g6940_DN3_SP0_c.t1
OG0003432	g19228	CP3_g14095_DN3_SP0_c.t1
OG0003434	g1334	CP8_g53040_DN3_SP0_c.t1
OG0003435	g28327	CP8_g53019_DN3_SP8_c.t1
OG0003438	g24054, g17378	CP6_g6785_DN3_SP0_c.t1
OG0003440	g23980	CP19_g18493_DN2_SP0_c.t1
OG0003441	g38127, g874	CP6_g7127_DN3_SP0_c.t1, CP7_g44448_DN3_SP0_c.t1
OG0003442	g18844, g18855	CP4_g24274_DN3_SP8_c.t1, CP3_g13376_DN3_SP7_c.t1
OG0003443	g1991	CP3_g13490_DN3_SP0_c.t1
OG0003445	g11257	CP3_g13645_DN3_SP2_c.t1
OG0003447	g13571	CP12_g31465_DN3_SP1_c.t1
OG0003448	g11725	CP12_g30826_DN3_SP2_c.t1
OG0003449	g22910, g18256	CP5_g347_DN3_SP6_c.t1, CP10_g43660_DN3_SP4_c.t1
OG0003450	g50896	CP16_g54871_DN3_SP8_c.t1
