Orthogroup	Cochlearia_excelsa	Conringia_planisiliqua
OG0017470	g11202	CP3_g13469_DN3_SP8_c.t1
OG0017471	g18921	CP3_g13476_DN2_SP0_c.t1
OG0017474	g2090	CP3_g13610_DN3_SP0_c.t1
OG0017475	g2088	CP3_g13616_DN3_SP0_c.t1
OG0017476	g18996	CP3_g13628_DN3_SP7_c.t1
OG0017480	g2170	CP3_g13743_DN3_SP6_c.t1
OG0017482	g11276	CP3_g13784_DN3_SP1_c.t1
OG0017483	g19082	CP3_g13801_DN3_SP6_c.t1
OG0017485	g2216	CP3_g13815_DN3_SP2_c.t1
OG0017486	g2238	CP3_g13844_DN3_SP1_c.t1
OG0017487	g2253	CP3_g13855_DN3_SP6_c.t1
OG0017488	g19152	CP3_g13916_DN3_SP8_c.t1
OG0017489	g2299	CP3_g13929_DN3_SP8_c.t1
OG0017490	g2316	CP3_g13957_DN3_SP8_c.t1
OG0017493	g19176	CP3_g13982_DN3_SP8_c.t1
OG0017494	g2339	CP3_g13995_DN3_SP1_c.t1
OG0017495	g19205	CP3_g14036_DN3_SP0_c.t1
OG0017498	g19211	CP3_g14061_DN3_SP7_c.t1
OG0017499	g11322	CP3_g14080_DN3_SP0_c.t1
OG0017500	g11323	CP3_g14082_DN2_SP0_c.t1
OG0017501	g19223	CP3_g14090_DN2_SP4_c.t1
OG0017502	g19229	CP3_g14096_DN1_SP0_c.t1
OG0017504	g923	CP8_g53314_DN3_SP6_c.t1
OG0017506	g11720, g13501	CP12_g30839_DN3_SP3_c.t1
OG0017507	g6441	CP12_g30859_DN3_SP0_c.t1
OG0017508	g11685	CP12_g30874_DN2_SP0_c.t1
OG0017509	g11686	CP12_g30873_DN3_SP3_c.t1
OG0017510	g11674	CP12_g30888_DN3_SP0_c.t1
OG0017511	g6391	CP12_g30988_DN3_SP1_c.t1
OG0017512	g6367	CP12_g31046_DN3_SP5_c.t1
OG0017513	g13532	CP12_g31038_DN3_SP7_c.t1
OG0017514	g13570	CP12_g31433_DN3_SP8_c.t1
OG0017516	g44971	CP9_g28222_DN3_SP1_c.t1
OG0017517	g44940	CP39_g21137_DN3_SP0_c.t1
OG0017518	g41799	CP39_g21147_DN3_SP5_c.t1
OG0017519	g44882	CP9_g28335_DN3_SP8_c.t1
OG0017520	g41605	CP9_g28355_DN3_SP8_c.t1
OG0017522	g41581	CP9_g28372_DN3_SP6_c.t1
OG0017523	g44866	CP9_g28374_DN3_SP3_c.t1
OG0017524	g18018	CP9_g28404_DN3_SP5_c.t1
OG0017525	g44841	CP9_g28418_DN3_SP7_c.t1
OG0017527	g6004	CP10_g43669_DN3_SP7_c.t1
OG0017528	g13945	CP10_g43635_DN3_SP0_c.t1
OG0017529	g19043	CP3_g13735_DN2_SP1_c.t1
OG0017531	g10275	CP2_g48793_DN3_SP8_c.t1
OG0017533	g51954	CP4_g24637_DN3_SP0_c.t1
OG0017535	g28387	CP8_g53226_DN3_SP0_c.t1
OG0017536	g51886	CP4_g24673_DN3_SP7_c.t1
OG0017537	g51883	CP4_g24680_DN3_SP0_c.t1
OG0017538	g37354	CP4_g24688_DN3_SP2_c.t1
OG0017540	g51856	CP4_g24712_DN3_SP8_c.t1
OG0017542	g37323	CP4_g24765_DN3_SP0_c.t1
OG0017543	g51785	CP4_g24767_DN3_SP8_c.t1
OG0017547	g51743	CP4_g24830_DN3_SP8_c.t1
OG0017548	g38092	CP4_g24865_DN3_SP0_c.t1
OG0017550	g51722	CP4_g24878_DN2_SP2_c.t1
OG0017551	g37275	CP4_g24879_DN3_SP0_c.t1
OG0017555	g37219	CP4_g24981_DN3_SP0_c.t1
OG0017557	g25660	CP11_g31798_DN3_SP5_c.t1, CP11_g31779_DN3_SP2_c.t1
OG0017558	g25661	CP11_g31800_DN3_SP7_c.t1
OG0017559	g40419	CP11_g31805_DN3_SP8_c.t1
OG0017560	g40425	CP11_g31813_DN2_SP0_c.t1
OG0017561	g40426	CP11_g31815_DN3_SP8_c.t1
OG0017563	g50386	CP7_g45225_DN3_SP0_c.t1
OG0017564	g50855	CP16_g54743_DN2_SP0_c.t1
OG0017570	g36944	CP16_g54823_DN3_SP0_c.t1
OG0017571	g38510	CP16_g54836_DN2_SP0_c.t1
OG0017572	g36929	CP16_g54887_DN3_SP3_c.t1
OG0017573	g38480	CP16_g54896_DN3_SP6_c.t1
OG0017574	g36876	CP16_g55278_DN3_SP3_c.t1
OG0017575	g38308	CP16_g55727_DN3_SP7_c.t1
OG0017576	g36822	CP18_g12311_DN3_SP6_c.t1
OG0017577	g38270	CP18_g11694_DN3_SP7_c.t1
OG0017578	g38323	CP16_g55537_DN3_SP8_c.t1
OG0017579	g35934	CP1_g39934_DN3_SP0_c.t1
OG0017580	g53615	CP21_g11176_DN3_SP5_c.t1
OG0017581	g32852	CP7_g44426_DN3_SP3_c.t1
OG0017582	g27866	CP7_g44430_DN3_SP7_c.t1
OG0017583	g32743	CP7_g44483_DN3_SP4_c.t1
OG0017584	g32734	CP7_g44492_DN3_SP8_c.t1
OG0017586	g50706	CP7_g44549_DN3_SP1_c.t1
OG0017587	g32667	CP7_g44550_DN3_SP4_c.t1
OG0017588	g40329, g25780	CP20_g4245_DN3_SP0_c.t1
OG0017589	g25765	CP20_g4268_DN3_SP0_c.t1
OG0017591	g25763	CP20_g4288_DN3_SP2_c.t1
OG0017592	g25698	CP20_g4367_DN3_SP7_c.t1
OG0017593	g25695	CP20_g4369_DN3_SP8_c.t1
OG0017594	g4870	CP8_g54407_DN3_SP4_c.t1
OG0017595	g4805	CP2_g48565_DN2_SP0_c.t1
OG0017598	g4707	CP2_g48633_DN3_SP7_c.t1
OG0017599	g5934	CP10_g43522_DN3_SP0_c.t1
OG0017600	g5908	CP12_g29859_DN3_SP7_c.t1
OG0017601	g13827	CP12_g29832_DN3_SP8_c.t1
OG0017602	g47383	CP12_g29818_DN2_SP3_c.t1
OG0017603	g13834	CP12_g29803_DN3_SP7_c.t1
OG0017604	g31127	CP4_g23917_DN3_SP1_c.t1
OG0017605	g37776	CP4_g23921_DN3_SP1_c.t1
OG0017606	g37765	CP4_g23931_DN3_SP0_c.t1
OG0017609	g37728	CP4_g23980_DN3_SP7_c.t1
OG0017610	g37701	CP4_g24027_DN3_SP8_c.t1
OG0017611	g37699	CP4_g24035_DN3_SP6_c.t1
OG0017614	g38244	CP4_g24177_DN3_SP8_c.t1
OG0017616	g52244	CP4_g24230_DN3_SP8_c.t1
OG0017617	g17030	CP5_g1129_DN3_SP1_c.t1
OG0017621	g37526	CP4_g24329_DN3_SP4_c.t1
OG0017622	g52142	CP4_g24336_DN3_SP8_c.t1
OG0017623	g5932	CP11_g32276_DN3_SP6_c.t1
OG0017624	g38210	CP4_g24395_DN3_SP2_c.t1
OG0017626	g38205	CP4_g24410_DN3_SP1_c.t1
OG0017628	g52026	CP4_g24516_DN3_SP0_c.t1
OG0017629	g37423	CP4_g24519_DN2_SP0_c.t1
OG0017630	g37410	CP4_g24542_DN3_SP8_c.t1
OG0017631	g10885	CP13_g19767_DN3_SP5_c.t1
OG0017632	g7902	CP10_g42207_DN2_SP0_c.t1
OG0017633	g7893	CP10_g42215_DN3_SP6_c.t1
OG0017634	g45761	CP10_g42258_DN2_SP0_c.t1
OG0017639	g12641	CP10_g42328_DN3_SP7_c.t1
OG0017640	g7823	CP10_g42338_DN3_SP0_c.t1
OG0017641	g12777	CP10_g42351_DN3_SP3_c.t1
OG0017642	g7817	CP10_g42357_DN3_SP8_c.t1
OG0017643	g19650	CP2_g47599_DN2_SP7_c.t1
OG0017645	g7742	CP10_g42463_DN3_SP7_c.t1
OG0017646	g38425	CP16_g55017_DN3_SP0_c.t1
OG0017647	g12846	CP10_g42503_DN3_SP7_c.t1
OG0017649	g12555	CP10_g42538_DN3_SP5_c.t1
OG0017650	g12509	CP10_g42605_DN3_SP8_c.t1
OG0017652	g32238	CP7_g45197_DN3_SP0_c.t1
OG0017654	g12487	CP10_g42648_DN3_SP7_c.t1
OG0017655	g7643	CP10_g42655_DN3_SP8_c.t1
OG0017656	g7639	CP10_g42660_DN3_SP0_c.t1
OG0017658	g12469	CP10_g42691_DN3_SP4_c.t1
OG0017659	g7617	CP10_g42701_DN3_SP3_c.t1
OG0017660	g12954	CP10_g42722_DN3_SP0_c.t1
OG0017662	g12443	CP10_g42748_DN3_SP8_c.t1
OG0017663	g7572	CP10_g42781_DN3_SP8_c.t1
OG0017664	g10309	CP2_g48840_DN3_SP6_c.t1
OG0017665	g7559	CP10_g42802_DN3_SP5_c.t1
OG0017667	g12993	CP10_g42812_DN3_SP1_c.t1
OG0017668	g7535	CP10_g42840_DN3_SP5_c.t1
OG0017670	g7531	CP10_g42847_DN3_SP0_c.t1
OG0017671	g11634	CP12_g31605_DN3_SP0_c.t1
OG0017672	g7485	CP10_g42915_DN3_SP8_c.t1
OG0017673	g7479	CP10_g42926_DN3_SP8_c.t1
OG0017674	g13060, g7473	CP10_g42935_DN1_SP2_c.t1
OG0017675	g7469	CP10_g42940_DN3_SP0_c.t1
OG0017676	g12386	CP10_g42967_DN3_SP8_c.t1
OG0017678	g7444	CP10_g42983_DN3_SP8_c.t1
OG0017679	g7442	CP10_g42985_DN2_SP0_c.t1
OG0017680	g13085	CP10_g42999_DN3_SP8_c.t1
OG0017681	g13105	CP10_g43027_DN3_SP3_c.t1
OG0017682	g7409	CP10_g43050_DN3_SP0_c.t1
OG0017683	g13119	CP10_g43113_DN3_SP0_c.t1, CP10_g43105_DN1_SP0_c.t1
OG0017684	g7304	CP10_g43210_DN3_SP4_c.t1
OG0017685	g7302	CP10_g43213_DN3_SP0_c.t1
OG0017686	g7282	CP10_g43239_DN3_SP3_c.t1
OG0017687	g13156	CP10_g43274_DN3_SP7_c.t1
OG0017688	g7248	CP10_g43294_DN3_SP8_c.t1
OG0017689	g7230	CP10_g43320_DN3_SP5_c.t1
OG0017690	g7221	CP10_g43329_DN3_SP3_c.t1
OG0017691	g12218	CP10_g43338_DN1_SP0_c.t1
OG0017694	g7191	CP10_g43377_DN3_SP0_c.t1
OG0017695	g12184	CP10_g43408_DN2_SP0_c.t1
OG0017696	g7152	CP10_g43428_DN3_SP8_c.t1
OG0017697	g7151	CP10_g43429_DN3_SP0_c.t1
OG0017698	g6243	CP15_g35543_DN3_SP0_c.t1
OG0017699	g12154	CP10_g43471_DN3_SP2_c.t1
OG0017702	g7114	CP10_g43483_DN3_SP8_c.t1
OG0017705	g12119	CP12_g29900_DN3_SP0_c.t1
OG0017707	g7039	CP12_g29968_DN3_SP0_c.t1
OG0017708	g7021	CP12_g29982_DN3_SP8_c.t1
OG0017710	g6992	CP12_g30024_DN3_SP8_c.t1
OG0017711	g6934	CP12_g30093_DN3_SP8_c.t1
OG0017713	g23720	CP19_g18032_DN2_SP0_c.t1
OG0017716	g6777	CP12_g30318_DN3_SP8_c.t1
OG0017717	g11954	CP12_g30319_DN3_SP2_c.t1
OG0017718	g30881	CP1_g36614_DN3_SP8_c.t1
OG0017719	g11950	CP12_g30325_DN3_SP7_c.t1
OG0017720	g25296	CP5_g2507_DN3_SP8_c.t1
OG0017721	g11896	CP12_g30434_DN3_SP7_c.t1
OG0017722	g28390	CP8_g53229_DN2_SP0_c.t1
OG0017723	g16875	CP5_g1474_DN3_SP0_c.t1
OG0017726	g16894	CP5_g1535_DN3_SP8_c.t1
OG0017727	g46744	CP5_g1637_DN3_SP6_c.t1
OG0017728	g18096	CP5_g1638_DN3_SP8_c.t1
OG0017729	g46784	CP5_g1737_DN3_SP7_c.t1
OG0017731	g46786	CP5_g1758_DN3_SP8_c.t1
OG0017732	g46793	CP5_g1787_DN2_SP0_c.t1
OG0017734	g25094	CP5_g1959_DN3_SP0_c.t1
OG0017737	g11764	CP12_g30672_DN3_SP8_c.t1
OG0017738	g6559	CP12_g30658_DN3_SP0_c.t1
OG0017740	g11834	CP12_g30584_DN3_SP5_c.t1
OG0017743	g50124	CP7_g45743_DN3_SP5_c.t1
OG0017744	g13389	CP12_g30504_DN3_SP1_c.t1
OG0017745	g11872	CP12_g30486_DN3_SP8_c.t1
OG0017746	g16991	CP5_g992_DN3_SP0_c.t1
OG0017748	g23433	CP5_g996_DN3_SP8_c.t1
OG0017749	g23438	CP5_g997_DN3_SP0_c.t1
OG0017750	g16993	CP5_g1004_DN3_SP0_c.t1
OG0017751	g23445	CP5_g1009_DN3_SP0_c.t1
OG0017752	g393	CP2_g48115_DN3_SP0_c.t1
OG0017753	g45003	CP9_g28175_DN3_SP8_c.t1
OG0017754	g45056	CP9_g28047_DN3_SP8_c.t1
OG0017755	g45066	CP9_g27888_DN3_SP7_c.t1
OG0017759	g45085	CP9_g27757_DN3_SP6_c.t1
OG0017760	g28498	CP8_g53472_DN3_SP8_c.t1
OG0017761	g43853	CP35_g52107_DN1_SP0_c.t1
OG0017762	g43870	CP35_g52128_DN2_SP0_c.t1
OG0017763	g43899	CP2_g50391_DN3_SP7_c.t1
OG0017764	g1693	CP181_g11320_DN3_SP0_c.t1
OG0017765	g41447	CP8_g54435_DN3_SP0_c.t1
OG0017766	g29076	CP8_g54448_DN2_SP5_c.t1
OG0017767	g29059	CP8_g54482_DN3_SP7_c.t1
OG0017769	g4757	CP2_g48676_DN2_SP0_c.t1
OG0017770	g4732	CP2_g48660_DN3_SP7_c.t1
OG0017771	g10263	CP2_g48783_DN3_SP8_c.t1
OG0017772	g13875	CP10_g43537_DN3_SP7_c.t1
OG0017774	g19280	CP3_g14168_DN3_SP7_c.t1
OG0017776	g19320	CP3_g14243_DN3_SP0_c.t1
OG0017777	g19281	CP1_g36399_DN3_SP5_c.t1
OG0017778	g49285	CP1_g36405_DN3_SP7_c.t1
OG0017779	g49290	CP1_g36412_DN1_SP0_c.t1
OG0017782	g30733	CP1_g36442_DN3_SP8_c.t1
OG0017783	g38487	CP16_g54884_DN3_SP1_c.t1
OG0017785	g26889	CP1_g36540_DN2_SP0_c.t1
OG0017786	g30810	CP1_g36748_DN3_SP3_c.t1
OG0017789	g49439	CP1_g36678_DN3_SP2_c.t1
OG0017790	g26921	CP1_g36677_DN3_SP1_c.t1
OG0017791	g30852	CP1_g36668_DN3_SP0_c.t1
OG0017792	g30856	CP1_g36665_DN3_SP2_c.t1
OG0017795	g49466	CP1_g36593_DN1_SP1_c.t1
OG0017798	g10289	CP2_g48810_DN3_SP4_c.t1
OG0017799	g30926	CP1_g36825_DN3_SP0_c.t1
OG0017800	g49495	CP1_g36831_DN3_SP5_c.t1
OG0017801	g26960	CP1_g36851_DN3_SP2_c.t1
OG0017802	g30947	CP1_g36863_DN3_SP0_c.t1
OG0017803	g30957	CP1_g36877_DN1_SP0_c.t1
OG0017804	g30962	CP1_g36885_DN3_SP2_c.t1
OG0017805	g30972	CP1_g36895_DN2_SP0_c.t1
OG0017807	g30989	CP1_g36914_DN3_SP7_c.t1
OG0017808	g49543	CP1_g36922_DN3_SP6_c.t1
OG0017810	g49562	CP1_g37007_DN3_SP0_c.t1
OG0017813	g31084	CP1_g37068_DN3_SP2_c.t1
OG0017814	g31086	CP1_g37070_DN3_SP8_c.t1
OG0017815	g49692	CP1_g37116_DN3_SP1_c.t1
OG0017816	g41226	CP8_g53202_DN3_SP8_c.t1
OG0017817	g49686	CP1_g37126_DN3_SP5_c.t1
OG0017819	g31160	CP1_g37190_DN3_SP8_c.t1
OG0017820	g27063	CP1_g37202_DN3_SP4_c.t1
OG0017821	g31176	CP1_g37207_DN3_SP8_c.t1
OG0017822	g31178	CP1_g37209_DN3_SP8_c.t1
OG0017824	g27075	CP1_g37219_DN3_SP4_c.t1
OG0017826	g49706	CP1_g37267_DN1_SP0_c.t1
OG0017827	g31239	CP1_g37304_DN3_SP8_c.t1
OG0017829	g49725	CP1_g37327_DN3_SP8_c.t1
OG0017830	g31273	CP1_g37374_DN3_SP8_c.t1
OG0017832	g49752	CP1_g37382_DN3_SP8_c.t1
OG0017835	g31311	CP1_g37431_DN1_SP0_c.t1
OG0017836	g31319	CP1_g37446_DN3_SP0_c.t1
OG0017839	g31412	CP1_g37588_DN3_SP1_c.t1
OG0017840	g49872	CP1_g37629_DN3_SP4_c.t1
OG0017841	g38351	CP16_g55190_DN3_SP0_c.t1
OG0017843	g27227	CP1_g37666_DN3_SP0_c.t1
OG0017844	g27248	CP1_g37680_DN3_SP8_c.t1
OG0017845	g31491	CP1_g37705_DN3_SP8_c.t1
OG0017846	g31504	CP1_g37718_DN3_SP3_c.t1
OG0017847	g31509	CP1_g37723_DN3_SP6_c.t1
OG0017848	g31525	CP1_g37744_DN3_SP8_c.t1
OG0017849	g31543	CP1_g37777_DN3_SP0_c.t1
OG0017850	g31588	CP1_g37834_DN3_SP1_c.t1
OG0017851	g31605	CP7_g46173_DN3_SP1_c.t1
OG0017853	g31629	CP1_g37835_DN2_SP0_c.t1
OG0017854	g31631	CP7_g46132_DN3_SP1_c.t1
OG0017855	g49966	CP7_g46114_DN3_SP8_c.t1
OG0017858	g49998	CP7_g46008_DN3_SP7_c.t1
OG0017860	g31733	CP7_g45966_DN3_SP0_c.t1
OG0017861	g31740	CP7_g45957_DN3_SP8_c.t1
OG0017862	g31769	CP7_g45923_DN3_SP1_c.t1
OG0017863	g31771	CP7_g45921_DN3_SP4_c.t1
OG0017864	g31784	CP7_g45906_DN3_SP5_c.t1
OG0017865	g50048	CP7_g45900_DN3_SP7_c.t1
OG0017867	g27411	CP7_g45899_DN3_SP7_c.t1
OG0017868	g27415	CP7_g45884_DN3_SP3_c.t1
OG0017869	g50063	CP7_g45850_DN3_SP1_c.t1
OG0017870	g31820	CP7_g45843_DN3_SP5_c.t1
OG0017873	g46866	CP5_g2127_DN3_SP0_c.t1
OG0017877	g32001	CP7_g45611_DN3_SP0_c.t1
OG0017878	g32005	CP7_g45607_DN3_SP5_c.t1
OG0017879	g32007	CP7_g45605_DN2_SP0_c.t1
OG0017880	g27497	CP7_g45597_DN3_SP8_c.t1
OG0017882	g32023	CP7_g45572_DN3_SP3_c.t1
OG0017883	g32037	CP7_g45540_DN2_SP0_c.t1
OG0017884	g32041	CP7_g45525_DN3_SP0_c.t1
OG0017886	g27530	CP7_g45510_DN3_SP0_c.t1
OG0017887	g27791	CP7_g45512_DN3_SP0_c.t1
OG0017889	g50258	CP7_g45499_DN3_SP8_c.t1
OG0017890	g44635	CP9_g28793_DN3_SP8_c.t1
OG0017891	g44644	CP9_g28783_DN3_SP8_c.t1
OG0017892	g45918	CP9_g28760_DN3_SP1_c.t1
OG0017893	g45912	CP9_g28748_DN3_SP8_c.t1
OG0017895	g45888	CP9_g28723_DN3_SP0_c.t1
OG0017897	g45882	CP9_g28704_DN3_SP8_c.t1
OG0017899	g18010	CP9_g28684_DN3_SP1_c.t1
OG0017900	g44692	CP9_g28683_DN3_SP7_c.t1
OG0017901	g44693	CP9_g28682_DN3_SP7_c.t1
OG0017903	g27793	CP7_g44609_DN3_SP8_c.t1
OG0017904	g27795	CP7_g44590_DN3_SP0_c.t1
OG0017905	g27796	CP7_g44585_DN3_SP0_c.t1
OG0017906	g50688	CP7_g44569_DN3_SP7_c.t1
OG0017907	g46642	CP19_g17866_DN3_SP1_c.t1
OG0017908	g15780	CP5_g1472_DN3_SP0_c.t1
OG0017909	g40911	CP2_g49037_DN3_SP0_c.t1
OG0017910	g40918	CP2_g49042_DN3_SP0_c.t1
OG0017911	g40921	CP2_g49046_DN3_SP8_c.t1
OG0017912	g44215	CP2_g49052_DN3_SP5_c.t1
OG0017913	g44208	CP2_g49057_DN2_SP0_c.t1
OG0017914	g38260	CP2_g49058_DN3_SP2_c.t1
OG0017915	g44207	CP2_g49068_DN3_SP8_c.t1
OG0017916	g40932	CP2_g49082_DN3_SP6_c.t1
OG0017919	g40985	CP2_g49191_DN3_SP5_c.t1
OG0017922	g41023	CP2_g49268_DN3_SP0_c.t1
OG0017923	g44126	CP2_g49276_DN3_SP8_c.t1
OG0017924	g45068	CP9_g27875_DN3_SP2_c.t1
OG0017925	g41052	CP2_g49390_DN3_SP0_c.t1
OG0017927	g1714	CP2_g49510_DN3_SP8_c.t1
OG0017929	g45069	CP9_g27812_DN3_SP4_c.t1
OG0017931	g41119	CP2_g49919_DN3_SP2_c.t1
OG0017934	g6196	CP15_g34747_DN3_SP0_c.t1
OG0017935	g40734	CP13_g19044_DN1_SP0_c.t1
OG0017936	g40638	CP13_g19842_DN3_SP0_c.t1
OG0017939	g40669	CP13_g19810_DN2_SP0_c.t1
OG0017940	g40716	CP13_g19731_DN3_SP0_c.t1
OG0017941	g5904	CP12_g29850_DN3_SP0_c.t1
OG0017942	g11051	CP13_g20149_DN3_SP3_c.t1
OG0017943	g11056	CP13_g20172_DN2_SP3_c.t1
OG0017944	g40470	CP11_g31920_DN3_SP8_c.t1
OG0017945	g40465, g25543	CP11_g31909_DN3_SP1_c.t1
OG0017946	g23484	CP5_g1069_DN3_SP8_c.t1
OG0017947	g23469	CP5_g1056_DN3_SP0_c.t1
OG0017948	g17001	CP5_g1027_DN3_SP8_c.t1
OG0017949	g17000	CP5_g1026_DN3_SP3_c.t1
OG0017950	g17592	CP6_g7224_DN3_SP4_c.t1
OG0017951	g47150	CP6_g7220_DN3_SP1_c.t1
OG0017952	g28235	CP1_g39887_DN2_SP0_c.t1
OG0017953	g54051	CP1_g38323_DN3_SP4_c.t1
OG0017954	g28106	CP1_g38295_DN3_SP8_c.t1
OG0017957	g54086	CP1_g38254_DN3_SP8_c.t1
OG0017958	g36366	CP1_g38224_DN3_SP7_c.t1
OG0017960	g44487	CP9_g29136_DN3_SP6_c.t1
OG0017962	g18379	CP5_g10_DN3_SP0_c.t1
OG0017963	g18372	CP5_g18_DN3_SP8_c.t1
OG0017964	g18355	CP5_g35_DN3_SP7_c.t1
OG0017966	g18337	CP5_g51_DN3_SP0_c.t1
OG0017968	g18334	CP5_g53_DN3_SP8_c.t1
OG0017971	g22692	CP5_g99_DN3_SP2_c.t1
OG0017972	g22715	CP5_g134_DN3_SP5_c.t1
OG0017973	g2992	CP3_g14891_DN3_SP8_c.t1
OG0017974	g22717	CP5_g141_DN3_SP4_c.t1
OG0017975	g22728	CP5_g151_DN3_SP8_c.t1
OG0017976	g22766	CP5_g187_DN3_SP3_c.t1
OG0017977	g22769	CP5_g189_DN3_SP8_c.t1
OG0017978	g38280	CP18_g12100_DN3_SP6_c.t1
OG0017979	g22793	CP5_g212_DN2_SP0_c.t1
OG0017981	g22854	CP5_g290_DN3_SP5_c.t1
OG0017982	g22867	CP5_g294_DN3_SP2_c.t1
OG0017984	g22901	CP5_g339_DN3_SP0_c.t1
OG0017986	g22988	CP5_g454_DN3_SP3_c.t1
OG0017988	g23057	CP5_g533_DN3_SP0_c.t1
OG0017989	g47877	CP5_g570_DN3_SP1_c.t1
OG0017990	g23118	CP5_g589_DN3_SP4_c.t1
OG0017991	g16920	CP5_g761_DN3_SP8_c.t1
OG0017993	g23243	CP5_g731_DN3_SP7_c.t1
OG0017997	g23158	CP5_g638_DN2_SP0_c.t1
OG0018000	g23299	CP5_g815_DN3_SP8_c.t1
OG0018001	g23308	CP5_g3138_DN1_SP0_c.t1, CP5_g823_DN3_SP8_c.t1
OG0018002	g23315	CP5_g840_DN3_SP8_c.t1
OG0018003	g23324	CP5_g851_DN2_SP0_c.t1
OG0018004	g23573	CP5_g1186_DN3_SP0_c.t1
OG0018005	g23333	CP5_g864_DN3_SP8_c.t1
OG0018008	g23367	CP5_g907_DN3_SP8_c.t1
OG0018011	g13484	CP12_g30779_DN2_SP0_c.t1
OG0018012	g46009	CP9_g28906_DN3_SP8_c.t1
OG0018013	g46006	CP9_g28896_DN3_SP6_c.t1
OG0018014	g46001	CP9_g28890_DN3_SP4_c.t1
OG0018015	g32084	CP7_g45388_DN3_SP8_c.t1
OG0018016	g32079	CP7_g45379_DN3_SP0_c.t1
OG0018018	g32182	CP7_g45261_DN3_SP5_c.t1
OG0018019	g23736	CP19_g18064_DN3_SP0_c.t1
OG0018020	g36800	CP18_g12049_DN3_SP8_c.t1
OG0018021	g51048	CP16_g55436_DN3_SP6_c.t1
OG0018022	g25451	CP11_g32111_DN3_SP2_c.t1
OG0018026	g39476	CP8_g54589_DN2_SP0_c.t1
OG0018027	g25356	CP8_g54647_DN3_SP6_c.t1
OG0018030	g32195	CP7_g45238_DN3_SP8_c.t1
OG0018031	g28240, g28241	CP1_g39693_DN3_SP8_c.t1
OG0018033	g17102	CP5_g1299_DN3_SP8_c.t1
OG0018035	g17093	CP5_g1279_DN3_SP6_c.t1
OG0018036	g23631	CP5_g1259_DN3_SP8_c.t1
OG0018037	g47630	CP5_g1256_DN3_SP0_c.t1
OG0018039	g23599	CP5_g1214_DN3_SP0_c.t1
OG0018043	g45206, g30817	CP1_g36736_DN3_SP0_c.t1
OG0018044	g31118	CP1_g37121_DN3_SP0_c.t1
OG0018045	g49708	CP12_g31271_DN2_SP0_c.t1
OG0018046	g31271	CP1_g37370_DN3_SP0_c.t1
OG0018047	g31393	CP1_g37561_DN3_SP8_c.t1
OG0018048	g6166	CP17_g4996_DN2_SP0_c.t1, CP17_g4995_DN2_SP0_c.t1
OG0018050	g27416	CP7_g45882_DN1_SP0_c.t1
OG0018051	g32053	CP7_g45474_DN3_SP8_c.t1
OG0018052	g50334	CP7_g45351_DN3_SP0_c.t1
OG0018053	g50348	CP7_g45312_DN3_SP0_c.t1
OG0018054	g32159	CP7_g45287_DN2_SP0_c.t1
OG0018056	g27781	CP7_g44634_DN3_SP2_c.t1
OG0018057	g28237	CP1_g39920_DN3_SP0_c.t1, CP1_g40426_DN3_SP0_c.t1
OG0018058	g28217	CP1_g40027_DN1_SP0_c.t1
OG0018059	g35935	CP1_g40469_DN3_SP6_c.t1
OG0018061	g36195	CP1_g38543_DN3_SP0_c.t1
OG0018064	g24959	CP2_g50406_DN1_SP0_c.t1, CP2_g49570_DN3_SP0_c.t1, CP2_g49620_DN2_SP0_c.t1, CP2_g49586_DN2_SP0_c.t1, CP2_g49635_DN2_SP0_c.t1, CP2_g49609_DN1_SP0_c.t1, CP2_g49645_DN1_SP0_c.t1, CP2_g49643_DN3_SP0_c.t1, CP2_g49604_DN2_SP0_c.t1, CP2_g49601_DN2_SP0_c.t1, CP2_g49584_DN2_SP0_c.t1, CP2_g49607_DN2_SP0_c.t1
OG0018065	g11193, g45042	CP23_g21521_DN1_SP0_c.t1, CP23_g21487_DN2_SP0_c.t1, CP16_g55287_DN1_SP0_c.t1
OG0018067	g18064	CP31_g46716_DN3_SP8_c.t1
OG0018068	g45071	CP9_g27809_DN3_SP8_c.t1
OG0018069	g45043	CP9_g28110_DN3_SP2_c.t1
OG0018070	g44997	CP9_g28177_DN3_SP0_c.t1
OG0018071	g44859	CP9_g28384_DN2_SP0_c.t1
OG0018072	g41567	CP9_g28398_DN2_SP0_c.t1
OG0018075	g45901	CP9_g28733_DN3_SP0_c.t1
OG0018076	g13578	CP9_g28827_DN3_SP0_c.t1
OG0018077	g44553	CP9_g29034_DN2_SP0_c.t1
OG0018078	g44547	CP9_g29050_DN3_SP1_c.t1
OG0018080	g46151	CP9_g29098_DN3_SP0_c.t1
OG0018083	g46429	CP9_g29463_DN3_SP1_c.t1
OG0018084	g46502	CP9_g29552_DN2_SP0_c.t1
OG0018086	g12692	CP10_g42200_DN3_SP0_c.t1
OG0018088	g7609	CP10_g42761_DN3_SP0_c.t1
OG0018089	g7269	CP10_g43253_DN2_SP0_c.t1
OG0018090	g6909	CP12_g30139_DN2_SP0_c.t1
OG0018091	g6873	CP12_g30183_DN3_SP2_c.t1
OG0018092	g11982	CP12_g30230_DN3_SP0_c.t1
OG0018093	g11979	CP12_g30237_DN3_SP0_c.t1
OG0018095	g13468	CP12_g30708_DN3_SP0_c.t1
