Orthogroup	Cochlearia_excelsa	Euclidium_syriacum
OG0014146	g23240	ESY4_g25142_DN3_SP6_c0.t1
OG0014147	g16914	ESY4_g25139_DN3_SP8_c0.t1
OG0014148	g23234	ESY4_g25113_DN3_SP8_c0.t1
OG0014149	g16907	ESY4_g25102_DN3_SP0_c0.t1
OG0014150	g47836	ESY5_g2129_DN3_SP0_c0.t1, ESY4_g25982_DN3_SP2_c0.t1
OG0014152	g23199	ESY4_g25968_DN3_SP8_c0.t1
OG0014153	g23188	ESY4_g25910_DN3_SP2_c0.t1
OG0014154	g23179	ESY4_g25878_DN3_SP2_c0.t1
OG0014155	g23168	ESY4_g25856_DN2_SP0_c0.t1
OG0014156	g23163	ESY4_g25834_DN3_SP4_c0.t1
OG0014157	g23146	ESY4_g25697_DN3_SP5_c0.t1, ESY4_g25774_DN3_SP0_c0.t1
OG0014158	g23138	ESY4_g25686_DN3_SP0_c0.t1
OG0014159	g10699	ESY10_g14352_DN2_SP0_c0.t1
OG0014161	g23325	ESY4_g24895_DN3_SP0_c0.t1
OG0014162	g23330	ESY4_g24888_DN3_SP8_c0.t1
OG0014163	g47776	ESY4_g24856_DN3_SP0_c0.t1
OG0014164	g41159	ESY6_g45980_DN3_SP0_c0.t1
OG0014165	g23359	ESY4_g24784_DN3_SP0_c0.t1
OG0014166	g47762	ESY4_g24762_DN3_SP0_c29.t1, ESY4_g24759_DN3_SP0_c18.t1
OG0014167	g47759	ESY4_g24750_DN3_SP1_c0.t1
OG0014168	g23375	ESY4_g24734_DN3_SP6_c0.t1
OG0014169	g2734	ESY1_g8602_DN3_SP0_c0.t1
OG0014170	g51481	ESY1_g5640_DN3_SP4_c0.t1
OG0014171	g6519	ESY9_g42977_DN3_SP8_c0.t1
OG0014172	g6469	ESY3_g28091_DN3_SP0_c0.t1
OG0014173	g46007	ESY2_g35837_DN3_SP2_c0.t1
OG0014174	g46003	ESY2_g35823_DN3_SP8_c9.t1
OG0014175	g44604	ESY2_g35815_DN2_SP0_c0.t1
OG0014176	g44607	ESY2_g35809_DN3_SP2_c0.t1
OG0014177	g45951	ESY2_g35799_DN3_SP0_c0.t1
OG0014178	g44614	ESY2_g35790_DN3_SP8_c0.t1
OG0014179	g44621	ESY2_g35748_DN3_SP2_c0.t1
OG0014180	g45974	ESY2_g35747_DN3_SP1_c0.t1
OG0014182	g50294	ESY5_g2060_DN3_SP2_c0.t1
OG0014183	g45034	ESY2_g34323_DN3_SP2_c0.t1
OG0014185	g32080	ESY5_g1876_DN3_SP0_c0.t1
OG0014186	g50314	ESY5_g1862_DN3_SP0_c0.t1, ESY5_g1841_DN3_SP6_c0.t1
OG0014187	g32142	ESY5_g1536_DN3_SP1_c0.t1
OG0014188	g32150	ESY5_g1417_DN3_SP8_c0.t1
OG0014189	g32158	ESY5_g1358_DN3_SP8_c0.t1
OG0014190	g32172	ESY1_g12406_DN3_SP1_c3.t1
OG0014191	g32173	ESY5_g1246_DN1_SP0_c0.t1
OG0014192	g32181	ESY5_g1237_DN3_SP8_c0.t1
OG0014193	g38263	ESY8_g59188_DN3_SP8_c0.t1
OG0014196	g39541	ESY20_g13189_DN3_SP8_c0.t1
OG0014197	g25461, g25453	ESY20_g13177_DN2_SP0_c0.t1
OG0014198	g25450	ESY20_g13174_DN3_SP2_c0.t1
OG0014199	g25444	ESY20_g13165_DN3_SP7_c20.t1
OG0014200	g25443	ESY20_g12854_DN3_SP1_c0.t1
OG0014201	g25437	ESY20_g13162_DN3_SP6_c0.t1
OG0014202	g39524	ESY20_g13147_DN1_SP0_c0.t1
OG0014204	g39515	ESY20_g13134_DN3_SP0_c0.t1
OG0014205	g25426	ESY20_g13133_DN3_SP1_c0.t1
OG0014206	g25424	ESY20_g13130_DN3_SP1_c0.t1
OG0014207	g39512	ESY20_g13124_DN3_SP8_c15.t1
OG0014208	g45223	ESY20_g13119_DN2_SP0_c0.t1
OG0014210	g25405	ESY20_g13065_DN3_SP0_c0.t1
OG0014211	g23713	ESY13_g56092_DN3_SP0_c0.t1
OG0014212	g39473	ESY20_g13028_DN3_SP0_c7.t1
OG0014213	g25374	ESY20_g12990_DN3_SP0_c0.t1
OG0014214	g39458	ESY20_g12989_DN3_SP0_c0.t1
OG0014218	g25355	ESY20_g12933_DN2_SP0_c29.t1
OG0014219	g45276, g25353	ESY20_g12931_DN3_SP2_c18.t1
OG0014220	g25352	ESY20_g12930_DN3_SP0_c0.t1
OG0014222	g25345	ESY20_g13354_DN3_SP0_c0.t1
OG0014224	g45706	ESY8_g59941_DN3_SP1_c0.t1
OG0014225	g32259	ESY5_g887_DN3_SP8_c0.t1
OG0014227	g53718	ESY3_g30251_DN3_SP8_c0.t1
OG0014228	g53719	ESY7_g19609_DN3_SP0_c0.t1
OG0014229	g28239, g28242	ESY4_g21701_DN3_SP2_c0.t1
OG0014230	g17120	ESY16_g62411_DN3_SP8_c0.t1
OG0014231	g23635	ESY16_g62204_DN3_SP0_c0.t1
OG0014232	g47631, g23628	ESY16_g62169_DN3_SP0_c0.t1
OG0014233	g23627	ESY16_g62168_DN3_SP6_c0.t1
OG0014234	g17076, g47644	ESY4_g23782_DN3_SP7_c0.t1
OG0014235	g17074, g23610	ESY4_g23783_DN3_SP8_c0.t1
OG0014236	g23594	ESY4_g23824_DN3_SP0_c0.t1, ESY4_g23846_DN3_SP0_c0.t1
OG0014238	g23578	ESY4_g23902_DN3_SP0_c0.t1
OG0014240	g17053	ESY13_g56401_DN2_SP0_c0.t1, ESY7_g19030_DN3_SP0_c0.t1
OG0014241	g10643	ESY10_g14117_DN2_SP0_c0.t1
OG0014242	g10628	ESY10_g14076_DN3_SP8_c16.t1
OG0014243	g31455	ESY5_g2635_DN3_SP1_c0.t1
OG0014244	g31460	ESY5_g2648_DN3_SP0_c0.t1
OG0014245	g49883	ESY5_g2691_DN2_SP0_c0.t1
OG0014246	g50092	ESY5_g4046_DN3_SP0_c0.t1
OG0014247	g27480	ESY5_g3884_DN3_SP3_c0.t1
OG0014248	g50315	ESY5_g1838_DN3_SP0_c0.t1
OG0014251	g32202	ESY5_g1075_DN3_SP0_c0.t1
OG0014252	g32207	ESY5_g1120_DN3_SP0_c0.t1
OG0014253	g32242	ESY5_g2707_DN3_SP0_c0.t1
OG0014254	g32285	ESY13_g58043_DN3_SP0_c0.t1
OG0014255	g50662	ESY23_g504_DN2_SP3_c0.t1
OG0014261	g44419, g46239	ESY2_g34819_DN3_SP0_c0.t1
OG0014262	g46316	ESY2_g34693_DN3_SP0_c0.t1
OG0014264	g12756	ESY3_g32460_DN3_SP0_c0.t1
OG0014265	g12254	ESY3_g30140_DN3_SP0_c0.t1
OG0014266	g7257, g13155	ESY3_g30167_DN3_SP0_c0.t1
OG0014267	g11826	ESY3_g28889_DN2_SP0_c0.t1
OG0014268	g6470	ESY3_g28095_DN2_SP0_c0.t1
OG0014271	g14240	ESY11_g53227_DN3_SP0_c0.t1, ESY11_g53665_DN3_SP0_c0.t1
OG0014273	g13916	ESY11_g54558_DN3_SP0_c16.t1
OG0014274	g38538	ESY8_g59880_DN2_SP0_c0.t1
OG0014275	g50943	ESY8_g59603_DN3_SP8_c0.t1
OG0014278	g38287	ESY8_g59236_DN3_SP6_c0.t1
OG0014279	g41196, g41180, g6732, g41759	ESY1_g12244_DN3_SP0_c0.t1
OG0014280	g39877	ESY8_g58511_DN2_SP0_c0.t1
OG0014284	g51527	ESY9_g43915_DN3_SP2_c0.t1
OG0014286	g51926, g51933, g51925	ESY12_g50953_DN3_SP0_c0.t1
OG0014287	g10816	ESY10_g14655_DN3_SP0_c0.t1
OG0014288	g10795	ESY10_g14612_DN3_SP0_c0.t1
OG0014290	g10549	ESY10_g13863_DN3_SP7_c0.t1
OG0014291	g10352	ESY2_g35102_DN3_SP0_c0.t1
OG0014292	g10351	ESY2_g35103_DN3_SP1_c0.t1
OG0014295	g2735	ESY1_g8603_DN3_SP7_c0.t1
OG0014296	g19375	ESY1_g9826_DN3_SP0_c0.t1
OG0014297	g19369	ESY1_g9841_DN3_SP0_c0.t1
OG0014298	g19173	ESY1_g11041_DN2_SP0_c0.t1
OG0014299	g1988	ESY1_g11410_DN3_SP0_c0.t1
OG0014300	g5707, g5706	ESY7_g19174_DN2_SP0_c0.t1
OG0014301	g29747	ESY7_g18972_DN3_SP0_c0.t1, ESY7_g18968_DN3_SP0_c0.t1
OG0014302	g29681	ESY7_g18762_DN3_SP0_c0.t1
OG0014304	g5121	ESY7_g17466_DN3_SP5_c0.t1
OG0014306	g40209	ESY19_g41667_DN3_SP4_c0.t1
OG0014307	g40240	ESY9_g42830_DN3_SP0_c0.t1
OG0014308	g40249	ESY19_g41357_DN3_SP0_c0.t1
OG0014309	g40328	ESY12_g51670_DN3_SP2_c0.t1
OG0014310	g25548	ESY7_g16440_DN3_SP0_c0.t1
OG0014311	g25436	ESY20_g13160_DN3_SP4_c0.t1
OG0014312	g25367	ESY20_g12957_DN3_SP0_c0.t1
OG0014315	g23703	ESY16_g62571_DN3_SP0_c0.t1
OG0014316	g23721	ESY13_g56244_DN3_SP0_c0.t1
OG0014317	g24184	ESY9_g42672_DN3_SP0_c0.t1
OG0014320	g46884, g25247	ESY17_g39122_DN3_SP0_c0.t1
OG0014323	g10971	ESY7_g16836_DN3_SP3_c0.t1
OG0014325	g11122	ESY1_g5977_DN3_SP1_c0.t1
OG0014326	g37049, g18433	ESY50_g41171_DN3_SP0_c0.t1
OG0014327	g10215	ESY15_g64379_DN2_SP0_c0.t1
OG0014330	g1388	ESY24_g32876_DN3_SP0_c0.t1
OG0014331	g1383	ESY5_g3739_DN3_SP8_c0.t1
OG0014332	g1374	ESY5_g4297_DN3_SP5_c0.t1
OG0014333	g1321	ESY6_g49413_DN3_SP2_c0.t1
OG0014334	g39417, g28484	ESY6_g47880_DN1_SP0_c0.t1
OG0014335	g28492	ESY6_g47935_DN2_SP0_c0.t1
OG0014336	g9857, g358	ESY6_g49360_DN3_SP8_c0.t1
OG0014340	g53179, g10338	ESY8_g59959_DN3_SP0_c0.t1
OG0014341	g45249	ESY20_g13003_DN3_SP0_c0.t1
OG0014344	g27158	ESY5_g3682_DN3_SP0_c0.t1
OG0014346	g46538	ESY2_g36662_DN3_SP1_c0.t1
OG0014349	g33328, g48169, g48152, g33339, g33318, g21418, g15761, g15771, g48158, g33323, g48175, g15762	ESY4_g25923_DN2_SP0_c0.t1, ESY7_g19400_DN3_SP0_c0.t1
OG0014373	g19619	ESY1_g6778_DN3_SP7_c0.t1
OG0014374	g11420	ESY1_g8217_DN3_SP4_c0.t1
OG0014375	g19527, g2813	ESY1_g8281_DN3_SP0_c33.t1
OG0014376	g2811	ESY1_g8295_DN3_SP8_c0.t1
OG0014377	g11410	ESY1_g8296_DN3_SP6_c0.t1
OG0014378	g2809	ESY1_g8303_DN3_SP0_c0.t1
OG0014379	g2798	ESY4_g26058_DN3_SP0_c0.t1
OG0014380	g957	ESY6_g47858_DN3_SP8_c0.t1
OG0014381	g2706	ESY1_g9200_DN3_SP8_c0.t1
OG0014382	g2711	ESY1_g9189_DN3_SP0_c0.t1
OG0014383	g2717	ESY1_g9180_DN3_SP2_c0.t1
OG0014384	g2718	ESY1_g9172_DN3_SP0_c0.t1
OG0014385	g2723	ESY1_g9121_DN3_SP2_c0.t1
OG0014386	g19469	ESY1_g9109_DN3_SP0_c0.t1
OG0014387	g19481	ESY1_g9090_DN3_SP1_c0.t1
OG0014388	g19493	ESY1_g8850_DN3_SP8_c0.t1
OG0014389	g19497	ESY1_g8925_DN3_SP8_c0.t1
OG0014390	g27621	ESY16_g62288_DN3_SP0_c0.t1
OG0014391	g2751	ESY1_g8757_DN3_SP0_c0.t1
OG0014392	g19499	ESY1_g8633_DN3_SP0_c0.t1
OG0014393	g19500	ESY1_g8625_DN3_SP0_c0.t1
OG0014394	g10828	ESY10_g14669_DN3_SP8_c0.t1
OG0014395	g10821	ESY10_g14659_DN3_SP8_c0.t1
OG0014396	g10731	ESY10_g14451_DN3_SP8_c0.t1
OG0014397	g46671	ESY8_g60293_DN3_SP0_c0.t1
OG0014398	g46672	ESY8_g60298_DN3_SP0_c0.t1
OG0014399	g46676	ESY8_g60320_DN3_SP0_c0.t1, ESY8_g60335_DN3_SP0_c0.t1
OG0014401	g25300	ESY16_g61683_DN3_SP0_c0.t1
OG0014402	g37176	ESY8_g59190_DN3_SP0_c0.t1
OG0014403	g4948	ESY7_g17101_DN3_SP0_c0.t1
OG0014404	g4952, g4956	ESY2_g35021_DN3_SP0_c10.t1
OG0014405	g28994	ESY7_g17140_DN3_SP0_c0.t1
OG0014406	g28993	ESY7_g17142_DN3_SP8_c0.t1
OG0014407	g41501	ESY7_g17150_DN3_SP3_c0.t1
OG0014408	g29132	ESY7_g17166_DN1_SP0_c0.t1
OG0014409	g29135	ESY7_g17174_DN3_SP8_c5.t1
OG0014410	g4992	ESY7_g17181_DN3_SP0_c0.t1
OG0014411	g4998	ESY7_g17203_DN3_SP0_c0.t1
OG0014412	g29156	ESY7_g17242_DN3_SP3_c0.t1
OG0014413	g29158	ESY7_g17244_DN3_SP0_c0.t1
OG0014414	g29167	ESY7_g17248_DN3_SP7_c0.t1
OG0014416	g5031	ESY7_g17277_DN3_SP0_c0.t1
OG0014418	g5063	ESY7_g17352_DN3_SP5_c0.t1
OG0014419	g10262	ESY15_g64785_DN3_SP7_c0.t1
OG0014420	g5088	ESY7_g17413_DN3_SP0_c0.t1
OG0014421	g23555	ESY4_g23989_DN3_SP0_c0.t1
OG0014422	g5103	ESY7_g17439_DN3_SP0_c0.t1
OG0014423	g5113	ESY7_g17447_DN3_SP7_c0.t1
OG0014424	g5118	ESY7_g17460_DN3_SP4_c0.t1
OG0014425	g5127	ESY7_g17475_DN3_SP6_c0.t1
OG0014426	g5143	ESY7_g17525_DN2_SP0_c0.t1
OG0014427	g5146	ESY7_g17527_DN3_SP0_c0.t1
OG0014428	g5147	ESY7_g17528_DN3_SP0_c0.t1
OG0014429	g5160	ESY7_g17558_DN1_SP0_c18.t1
OG0014430	g5176, g29296	ESY7_g17571_DN3_SP8_c0.t1
OG0014431	g29298	ESY7_g17573_DN3_SP2_c0.t1
OG0014432	g5180	ESY7_g17591_DN3_SP0_c0.t1
OG0014433	g47034	ESY27_g13409_DN3_SP0_c0.t1
OG0014434	g29303	ESY7_g17592_DN3_SP8_c0.t1
OG0014435	g29305	ESY7_g17594_DN3_SP8_c0.t1
OG0014436	g5183	ESY7_g17598_DN3_SP4_c0.t1
OG0014437	g45658	ESY7_g17618_DN2_SP0_c0.t1
OG0014438	g5200	ESY7_g17633_DN1_SP0_c0.t1
OG0014439	g45654	ESY7_g17640_DN3_SP6_c0.t1
OG0014440	g45649	ESY7_g17653_DN3_SP0_c0.t1
OG0014441	g45636	ESY7_g17660_DN3_SP8_c0.t1
OG0014442	g5216	ESY7_g17663_DN3_SP0_c3.t1
OG0014443	g29331	ESY7_g17683_DN2_SP0_c0.t1
OG0014445	g29334	ESY7_g17691_DN3_SP3_c0.t1
OG0014446	g5246	ESY7_g17702_DN3_SP0_c0.t1
OG0014447	g29357	ESY7_g17757_DN3_SP0_c0.t1
OG0014448	g29358	ESY7_g17764_DN3_SP8_c0.t1
OG0014449	g45614	ESY7_g18407_DN3_SP8_c25.t1
OG0014450	g5299	ESY7_g18379_DN3_SP0_c0.t1
OG0014452	g45593	ESY7_g18338_DN3_SP0_c0.t1
OG0014453	g29399	ESY7_g18334_DN3_SP0_c0.t1
OG0014454	g45588	ESY7_g18318_DN3_SP8_c0.t1
OG0014455	g29403	ESY7_g18311_DN3_SP2_c0.t1
OG0014456	g5351	ESY7_g18246_DN3_SP0_c0.t1
OG0014457	g5361	ESY7_g18231_DN3_SP0_c0.t1
OG0014458	g23541	ESY4_g24119_DN3_SP0_c0.t1
OG0014460	g4294	ESY21_g55254_DN3_SP0_c0.t1
OG0014461	g29447	ESY7_g18168_DN3_SP0_c0.t1
OG0014462	g5381	ESY7_g18159_DN3_SP0_c0.t1
OG0014463	g5389	ESY7_g18136_DN3_SP8_c0.t1
OG0014464	g29464	ESY7_g18127_DN3_SP8_c0.t1
OG0014465	g29465	ESY7_g18126_DN3_SP0_c0.t1
OG0014466	g29466	ESY7_g18123_DN3_SP2_c16.t1
OG0014467	g29471	ESY7_g18109_DN3_SP7_c0.t1
OG0014468	g5394	ESY7_g18106_DN3_SP2_c0.t1
OG0014470	g29486	ESY7_g18072_DN3_SP2_c0.t1
OG0014471	g29487	ESY7_g18070_DN3_SP1_c0.t1
OG0014472	g5405	ESY7_g18064_DN3_SP8_c0.t1
OG0014473	g45545, g29492	ESY7_g18059_DN3_SP0_c4.t1
OG0014474	g29493	ESY7_g18058_DN3_SP0_c0.t1
OG0014475	g45542	ESY7_g18045_DN3_SP0_c0.t1
OG0014477	g29509	ESY7_g17988_DN3_SP8_c0.t1
OG0014479	g29519	ESY7_g17975_DN3_SP0_c0.t1
OG0014480	g5432	ESY7_g17944_DN3_SP0_c0.t1
OG0014481	g13016	ESY17_g39859_DN3_SP0_c0.t1
OG0014482	g5450	ESY7_g17887_DN3_SP0_c0.t1
OG0014483	g29560	ESY7_g17851_DN3_SP3_c0.t1
OG0014484	g29561	ESY7_g17847_DN3_SP0_c0.t1
OG0014485	g5474	ESY7_g17796_DN3_SP5_c0.t1
OG0014486	g5487	ESY7_g17777_DN3_SP3_c0.t1
OG0014487	g5491	ESY7_g17767_DN3_SP0_c0.t1
OG0014488	g5498	ESY7_g18693_DN3_SP0_c0.t1
OG0014489	g6434	ESY3_g28045_DN3_SP0_c0.t1
OG0014490	g29588	ESY7_g18675_DN3_SP0_c0.t1
OG0014491	g5506	ESY7_g18672_DN3_SP1_c0.t1
OG0014493	g29602	ESY7_g18635_DN3_SP0_c0.t1
OG0014494	g5529	ESY7_g18614_DN3_SP0_c0.t1
OG0014495	g5537	ESY7_g18564_DN3_SP8_c0.t1
OG0014497	g45207	ESY8_g58344_DN3_SP8_c0.t1
OG0014498	g23792	ESY7_g18204_DN3_SP5_c0.t1
OG0014499	g23801	ESY13_g56847_DN3_SP0_c0.t1
OG0014501	g23809	ESY13_g56870_DN1_SP0_c0.t1
OG0014502	g47524	ESY13_g56956_DN3_SP3_c0.t1
OG0014503	g47519	ESY13_g57025_DN3_SP5_c0.t1
OG0014504	g17200	ESY13_g57030_DN3_SP8_c0.t1
OG0014505	g40201	ESY8_g59187_DN3_SP0_c0.t1
OG0014506	g19580	ESY2_g33515_DN3_SP0_c15.t1
OG0014507	g40186	ESY8_g59171_DN3_SP8_c16.t1
OG0014508	g40180	ESY8_g59158_DN3_SP2_c0.t1
OG0014509	g40179	ESY8_g59157_DN2_SP0_c0.t1
OG0014510	g40176	ESY8_g59153_DN3_SP8_c13.t1
OG0014511	g40162	ESY8_g59141_DN3_SP8_c0.t1
OG0014512	g40161	ESY8_g59139_DN3_SP8_c0.t1
OG0014513	g37795	ESY8_g59125_DN2_SP3_c0.t1
OG0014514	g40154	ESY8_g59124_DN3_SP8_c0.t1
OG0014515	g40128	ESY8_g59080_DN3_SP0_c0.t1
OG0014516	g43660	ESY8_g59073_DN3_SP1_c0.t1
OG0014517	g40117	ESY8_g59053_DN3_SP0_c0.t1
OG0014518	g40114	ESY8_g59048_DN3_SP0_c0.t1
OG0014519	g40112	ESY8_g59047_DN3_SP0_c0.t1
OG0014521	g37812, g53449	ESY8_g58997_DN2_SP0_c0.t1
OG0014522	g40077	ESY8_g58991_DN3_SP0_c0.t1
OG0014523	g40071	ESY8_g58980_DN3_SP2_c0.t1
OG0014524	g40068	ESY8_g58975_DN3_SP0_c0.t1
OG0014525	g37821	ESY8_g58967_DN3_SP4_c0.t1
OG0014526	g40062	ESY8_g58959_DN3_SP8_c0.t1
OG0014527	g40056	ESY8_g58949_DN3_SP0_c16.t1
OG0014529	g40039	ESY8_g58941_DN3_SP8_c13.t1
OG0014530	g51085	ESY8_g58921_DN3_SP0_c0.t1
OG0014531	g37843	ESY8_g58906_DN2_SP0_c0.t1
OG0014532	g39977	ESY8_g58901_DN3_SP8_c0.t1
OG0014533	g39984	ESY8_g58896_DN2_SP0_c0.t1
OG0014534	g39985	ESY8_g58895_DN3_SP1_c0.t1
OG0014535	g40002	ESY8_g58866_DN3_SP0_c0.t1
OG0014536	g51121	ESY8_g58830_DN2_SP7_c0.t1
OG0014537	g51122	ESY8_g58827_DN3_SP0_c0.t1
OG0014538	g39972	ESY8_g58774_DN3_SP0_c0.t1
OG0014539	g37878	ESY8_g58754_DN3_SP8_c0.t1
OG0014540	g51177	ESY8_g58750_DN3_SP8_c0.t1
OG0014541	g51181	ESY8_g58721_DN3_SP0_c0.t1
OG0014542	g39951	ESY8_g58707_DN3_SP7_c10.t1
OG0014543	g39946	ESY8_g58694_DN3_SP0_c0.t1
OG0014544	g39936	ESY8_g58686_DN3_SP3_c0.t1
OG0014545	g37896	ESY8_g58670_DN3_SP0_c0.t1
OG0014546	g51198	ESY8_g58665_DN3_SP0_c0.t1
OG0014548	g39859	ESY8_g58536_DN3_SP3_c0.t1
OG0014550	g51240	ESY8_g58491_DN3_SP4_c0.t1
OG0014551	g51241	ESY8_g58490_DN3_SP1_c0.t1
OG0014552	g39848	ESY8_g58486_DN3_SP7_c0.t1
OG0014553	g51252	ESY8_g58462_DN3_SP7_c0.t1
OG0014554	g39840	ESY8_g58453_DN3_SP0_c0.t1
OG0014555	g47493	ESY8_g58431_DN2_SP0_c0.t1
OG0014556	g51271	ESY8_g58402_DN3_SP0_c0.t1
OG0014558	g39819	ESY8_g58366_DN3_SP8_c0.t1
OG0014559	g51288	ESY8_g58356_DN3_SP8_c0.t1
OG0014560	g51290	ESY8_g58348_DN3_SP5_c0.t1
OG0014562	g39799	ESY20_g12682_DN3_SP0_c0.t1
OG0014563	g39791	ESY20_g13340_DN3_SP7_c0.t1
OG0014564	g39787	ESY20_g13332_DN3_SP0_c24.t1
OG0014565	g39770	ESY20_g12722_DN3_SP0_c0.t1
OG0014566	g37941	ESY20_g12731_DN2_SP0_c0.t1, ESY20_g12729_DN2_SP0_c0.t1
OG0014567	g39765	ESY20_g12745_DN3_SP7_c0.t1
OG0014568	g51322	ESY20_g12746_DN3_SP0_c0.t1
OG0014570	g39728	ESY20_g12870_DN3_SP0_c0.t1
OG0014571	g11100	ESY20_g12909_DN3_SP0_c0.t1
OG0014572	g39710	ESY20_g12663_DN3_SP8_c0.t1
OG0014573	g39708	ESY20_g12661_DN3_SP8_c0.t1
OG0014574	g39707	ESY6_g49202_DN3_SP0_c0.t1
OG0014575	g11090	ESY20_g12660_DN3_SP2_c0.t1
OG0014576	g11088	ESY8_g58127_DN3_SP1_c0.t1
OG0014577	g39694	ESY8_g58145_DN2_SP0_c0.t1
OG0014578	g39680	ESY8_g58183_DN3_SP0_c15.t1
OG0014579	g39679	ESY8_g58193_DN3_SP4_c0.t1
OG0014580	g11065	ESY8_g58197_DN3_SP0_c0.t1
OG0014581	g11061	ESY8_g58210_DN3_SP8_c0.t1
OG0014583	g23766	ESY2_g34242_DN3_SP0_c0.t1
OG0014584	g47544	ESY13_g56502_DN3_SP5_c0.t1
OG0014585	g23763	ESY11_g54402_DN1_SP0_c0.t1
OG0014587	g47551	ESY13_g56603_DN3_SP0_c0.t1
OG0014589	g54011	ESY4_g21963_DN3_SP0_c0.t1
OG0014590	g36259	ESY2_g35326_DN3_SP0_c0.t1
OG0014592	g28121	ESY4_g22550_DN3_SP8_c0.t1
OG0014593	g53986	ESY7_g18256_DN3_SP1_c0.t1
OG0014595	g36175	ESY3_g32470_DN3_SP5_c0.t1
OG0014596	g44391	ESY2_g34707_DN3_SP2_c0.t1
OG0014597	g28140	ESY4_g22221_DN3_SP7_c0.t1
OG0014598	g28139	ESY4_g22466_DN3_SP0_c0.t1
OG0014599	g28136	ESY4_g22213_DN3_SP3_c0.t1
OG0014600	g53964	ESY4_g22220_DN3_SP5_c0.t1
OG0014601	g50436	ESY4_g22098_DN3_SP0_c0.t1
OG0014602	g32295	ESY4_g22096_DN3_SP0_c0.t1
OG0014603	g27642	ESY5_g3335_DN3_SP0_c0.t1
OG0014605	g27649	ESY4_g22614_DN3_SP2_c0.t1
OG0014606	g27650	ESY4_g22816_DN3_SP0_c0.t1
OG0014607	g27655	ESY3_g28719_DN3_SP3_c0.t1
OG0014608	g32339	ESY4_g22711_DN3_SP5_c0.t1
OG0014609	g50472	ESY5_g3685_DN3_SP0_c0.t1
OG0014610	g32374	ESY11_g53783_DN3_SP0_c0.t1
OG0014611	g50502	ESY4_g23080_DN3_SP0_c0.t1
OG0014612	g50508	ESY4_g23228_DN3_SP4_c0.t1
OG0014614	g32409	ESY4_g23295_DN3_SP1_c0.t1
OG0014615	g50517	ESY4_g23311_DN3_SP8_c0.t1
OG0014616	g32418	ESY4_g23321_DN3_SP8_c0.t1
OG0014617	g32428	ESY4_g23467_DN3_SP5_c0.t1
OG0014618	g32436	ESY4_g23493_DN3_SP1_c0.t1
OG0014619	g27694	ESY4_g23540_DN3_SP0_c0.t1
OG0014620	g50542	ESY4_g23664_DN3_SP2_c0.t1
OG0014621	g32472	ESY4_g23669_DN3_SP0_c0.t1
OG0014622	g32473	ESY4_g23673_DN3_SP5_c0.t1
OG0014623	g23832	ESY13_g57623_DN3_SP3_c0.t1
OG0014624	g50547	ESY4_g23683_DN3_SP0_c0.t1
OG0014625	g50551	ESY4_g23687_DN3_SP7_c0.t1
OG0014626	g32479	ESY4_g23714_DN3_SP0_c0.t1
OG0014627	g27718	ESY16_g62062_DN3_SP8_c0.t1
OG0014628	g50566	ESY16_g62053_DN3_SP5_c0.t1
OG0014629	g32506	ESY16_g62038_DN3_SP7_c0.t1
OG0014630	g50573	ESY16_g62012_DN3_SP1_c0.t1
OG0014631	g50578	ESY16_g61989_DN3_SP3_c0.t1
OG0014632	g50579	ESY16_g61988_DN3_SP8_c0.t1
OG0014633	g50589	ESY16_g61953_DN3_SP7_c0.t1
OG0014634	g32525	ESY16_g61926_DN3_SP8_c0.t1
OG0014635	g27746	ESY16_g61920_DN1_SP0_c0.t1
OG0014636	g27743	ESY16_g61909_DN3_SP0_c0.t1
OG0014637	g27737	ESY16_g61906_DN2_SP0_c0.t1
OG0014638	g50610	ESY16_g61836_DN3_SP8_c0.t1
OG0014639	g32535	ESY16_g61835_DN3_SP0_c0.t1
OG0014640	g32539	ESY16_g61834_DN3_SP8_c0.t1
OG0014641	g27724	ESY16_g61809_DN3_SP7_c0.t1
OG0014642	g50626, g27774	ESY16_g61761_DN3_SP2_c0.t1
OG0014643	g50628	ESY16_g61759_DN3_SP1_c0.t1
OG0014644	g32595	ESY16_g61747_DN3_SP2_c0.t1
OG0014645	g32600	ESY16_g61740_DN3_SP0_c0.t1
OG0014646	g50633	ESY16_g61733_DN3_SP3_c10.t1
OG0014647	g27780	ESY16_g61669_DN3_SP7_c0.t1
OG0014648	g10704	ESY10_g14364_DN3_SP0_c0.t1
OG0014649	g10697	ESY10_g14350_DN3_SP0_c0.t1
OG0014650	g10680	ESY10_g14310_DN1_SP0_c0.t1
OG0014651	g1531	ESY10_g14291_DN3_SP0_c0.t1
OG0014652	g1544	ESY10_g14209_DN3_SP1_c0.t1
OG0014653	g23811	ESY10_g14208_DN3_SP1_c0.t1
OG0014654	g10663	ESY10_g14206_DN3_SP3_c0.t1
OG0014655	g1551	ESY10_g14189_DN3_SP8_c0.t1
OG0014656	g1557	ESY10_g14178_DN3_SP0_c0.t1
OG0014657	g50	ESY6_g50332_DN3_SP0_c0.t1
OG0014658	g9653	ESY6_g50343_DN3_SP0_c0.t1
OG0014659	g62	ESY6_g50352_DN3_SP0_c0.t1
OG0014660	g77	ESY6_g50385_DN3_SP0_c0.t1
