Orthogroup	Cochlearia_excelsa	Euclidium_syriacum
OG0003326	g2459	ESY1_g10235_DN3_SP7_c0.t1
OG0003328	g45260, g30748	ESY20_g13048_DN3_SP8_c0.t1
OG0003329	g16974	ESY3_g30911_DN3_SP0_c0.t1, ESY4_g24686_DN3_SP0_c0.t1, ESY4_g24684_DN2_SP0_c0.t1
OG0003330	g27003	ESY5_g4550_DN3_SP0_c0.t1
OG0003330	g51176	ESY8_g58751_DN1_SP0_c0.t1
OG0003331	g31135	ESY5_g3190_DN3_SP8_c0.t1
OG0003332	g27267, g10700	ESY10_g14353_DN3_SP4_c0.t1
OG0003333	g27327	ESY2_g36617_DN3_SP1_c0.t1
OG0003333	g49953	ESY5_g2979_DN3_SP8_c0.t1
OG0003335	g50136, g31919, g27458	ESY5_g3949_DN3_SP0_c0.t1
OG0003336	g50263	ESY5_g2196_DN3_SP5_c0.t1
OG0003336	g44654	ESY2_g35668_DN3_SP6_c0.t1
OG0003337	g32062	ESY5_g2125_DN3_SP8_c0.t1
OG0003338	g32074	ESY2_g35497_DN3_SP2_c0.t1
OG0003340	g40704, g10866	ESY10_g14802_DN3_SP8_c0.t1
OG0003342	g46829	ESY2_g35300_DN3_SP2_c0.t1
OG0003343	g47696, g23468	ESY34_g45726_DN3_SP0_c0.t1
OG0003345	g16786	ESY2_g34223_DN2_SP0_c0.t1, ESY8_g60104_DN3_SP0_c0.t1
OG0003347	g22984, g47925	ESY4_g25344_DN3_SP0_c0.t1
OG0003349	g47871, g23120	ESY4_g25726_DN3_SP0_c0.t1, ESY4_g25728_DN3_SP0_c0.t1
OG0003350	g16924, g23277	ESY8_g59336_DN3_SP0_c0.t1
OG0003352	g45248, g39489	ESY20_g13002_DN3_SP8_c0.t1
OG0003353	g23630, g17083	ESY16_g62191_DN3_SP0_c5.t1
OG0003354	g49907	ESY7_g17379_DN2_SP0_c0.t1
OG0003355	g53489, g17886, g53458	ESY1_g10513_DN3_SP0_c0.t1
OG0003356	g50439	ESY2_g37622_DN2_SP0_c0.t1, ESY2_g37592_DN2_SP0_c0.t1
OG0003360	g46976	ESY6_g49827_DN3_SP0_c0.t1, ESY6_g49828_DN3_SP0_c0.t1
OG0003362	g54243	ESY2_g37187_DN3_SP0_c33.t1
OG0003362	g54235	ESY2_g37189_DN3_SP0_c0.t1, ESY2_g37195_DN1_SP0_c0.t1
OG0003369	g11676	ESY12_g52273_DN3_SP0_c0.t1, ESY12_g52274_DN3_SP0_c6.t1, ESY1_g12234_DN2_SP0_c0.t1
OG0003372	g19495	ESY6_g49816_DN3_SP1_c0.t1
OG0003374	g50664	ESY7_g16415_DN3_SP6_c0.t1, ESY23_g514_DN3_SP0_c0.t1
OG0003375	g13348, g27395	ESY3_g29341_DN3_SP6_c0.t1, ESY2_g34155_DN3_SP0_c0.t1
OG0003376	g13581	ESY11_g52486_DN3_SP8_c0.t1
OG0003377	g5050	ESY7_g17315_DN3_SP0_c0.t1, ESY7_g17314_DN3_SP0_c0.t1, ESY7_g17313_DN3_SP0_c0.t1
OG0003378	g29198	ESY7_g17333_DN3_SP7_c0.t1
OG0003381	g29402, g5320, g5321	ESY7_g18319_DN3_SP7_c0.t1
OG0003382	g44070	ESY10_g14869_DN1_SP0_c0.t1, ESY10_g14865_DN3_SP0_c0.t1, ESY22_g40882_DN3_SP0_c0.t1
OG0003383	g5402	ESY7_g18082_DN1_SP6_c0.t1
OG0003384	g11289, g38454, g25572, g25574, g38477	ESY4_g26543_DN3_SP0_c0.t1, ESY10_g15370_DN2_SP0_c0.t1
OG0003385	g29596	ESY7_g18650_DN3_SP0_c0.t1
OG0003386	g5533	ESY7_g18591_DN3_SP1_c0.t1
OG0003387	g23810	ESY13_g56869_DN3_SP0_c0.t1
OG0003388	g28264, g23814	ESY13_g56939_DN3_SP2_c0.t1
OG0003389	g40156	ESY8_g59129_DN3_SP3_c0.t1
OG0003390	g51191, g39934	ESY8_g58677_DN3_SP8_c8.t1
OG0003391	g39733, g11118	ESY20_g12858_DN3_SP0_c0.t1
OG0003392	g11073, g11068, g11074	ESY8_g58176_DN3_SP0_c0.t1, ESY8_g58177_DN3_SP0_c0.t1
OG0003393	g50548	ESY4_g23685_DN3_SP8_c0.t1
OG0003394	g50549, g32478	ESY4_g23686_DN3_SP8_c0.t1
OG0003395	g19387	ESY6_g50420_DN2_SP0_c0.t1
OG0003396	g9752, g214	ESY6_g50637_DN3_SP3_c0.t1
OG0003397	g9767	ESY4_g25854_DN3_SP0_c0.t1
OG0003398	g314, g9822, g15977	ESY6_g49727_DN3_SP0_c0.t1
OG0003399	g326	ESY6_g49790_DN3_SP3_c0.t1
OG0003400	g330	ESY6_g49800_DN3_SP8_c0.t1
OG0003401	g18579, g18575, g18577	ESY6_g50117_DN3_SP5_c0.t1
OG0003402	g41382, g28910	ESY3_g30731_DN3_SP0_c0.t1
OG0003403	g779	ESY6_g49055_DN2_SP0_c0.t1
OG0003404	g39274	ESY17_g39685_DN3_SP5_c0.t1
OG0003404	g1207	ESY6_g48620_DN3_SP0_c0.t1
OG0003405	g39340, g1079	ESY2_g35366_DN3_SP0_c0.t1
OG0003406	g1069	ESY2_g33711_DN3_SP0_c0.t1
OG0003408	g5657	ESY7_g18996_DN3_SP0_c0.t1
OG0003410	g13038	ESY3_g30912_DN3_SP0_c0.t1
OG0003411	g12412, g7529, g7530	ESY3_g30810_DN3_SP0_c0.t1
OG0003412	g13005	ESY3_g30806_DN3_SP8_c0.t1, ESY7_g19646_DN3_SP0_c0.t1
OG0003413	g5960, g25052, g25046, g25092	ESY10_g14994_DN3_SP0_c0.t1, ESY10_g14990_DN3_SP0_c0.t1
OG0003414	g46489	ESY2_g36817_DN3_SP8_c0.t1
OG0003415	g18307, g17604	ESY7_g19654_DN2_SP0_c0.t1, ESY4_g26822_DN3_SP0_c4.t1
OG0003416	g46286	ESY2_g34726_DN3_SP0_c0.t1, ESY2_g34725_DN3_SP0_c0.t1
OG0003417	g54313	ESY2_g36342_DN3_SP0_c0.t1
OG0003418	g13214	ESY3_g30411_DN3_SP8_c0.t1
OG0003420	g37173, g38041	ESY16_g61737_DN3_SP0_c0.t1, ESY5_g5155_DN3_SP0_c0.t1
OG0003421	g11751, g17770	ESY3_g28292_DN3_SP0_c0.t1, ESY49_g12651_DN3_SP1_c0.t1
OG0003422	g22848	ESY4_g26480_DN3_SP8_c0.t1
OG0003423	g46089	ESY11_g54699_DN3_SP7_c10.t1, ESY4_g25718_DN3_SP4_c10.t1
OG0003424	g16518, g10412	ESY21_g55406_DN3_SP0_c0.t1
OG0003425	g50350, g27584, g32148	ESY2_g35413_DN2_SP2_c0.t1
OG0003426	g10951	ESY10_g15133_DN3_SP0_c0.t1
OG0003427	g36522	ESY2_g37215_DN3_SP4_c3.t1
OG0003428	g28030, g6677	ESY3_g29086_DN3_SP0_c0.t1
OG0003429	g5877	ESY11_g54974_DN3_SP1_c0.t1
OG0003430	g10379, g16888	ESY2_g34545_DN3_SP2_c0.t1
OG0003431	g24165	ESY9_g42725_DN3_SP0_c0.t1, ESY9_g42724_DN3_SP0_c0.t1
OG0003432	g19228	ESY1_g10438_DN3_SP0_c0.t1
OG0003433	g19347, g19348	ESY20_g13033_DN1_SP0_c0.t1
OG0003434	g1334	ESY6_g46189_DN3_SP0_c0.t1
OG0003435	g28327	ESY6_g46041_DN3_SP5_c0.t1
OG0003438	g24054, g17378	ESY7_g16590_DN2_SP0_c0.t1, ESY9_g43311_DN2_SP0_c0.t1
OG0003440	g23980	ESY9_g43542_DN3_SP0_c0.t1
OG0003441	g38127, g874	ESY9_g45523_DN3_SP0_c0.t1
OG0003442	g18844, g18855	ESY1_g11988_DN3_SP7_c0.t1
OG0003443	g1991	ESY1_g11398_DN3_SP0_c0.t1
OG0003444	g37390, g38164	ESY12_g51139_DN2_SP6_c0.t1
OG0003445	g11257	ESY1_g11762_DN3_SP0_c0.t1, ESY1_g11763_DN3_SP0_c0.t1
OG0003447	g13571	ESY1_g10511_DN3_SP2_c0.t1
OG0003448	g11725, g13495	ESY3_g28015_DN3_SP4_c0.t1
OG0003449	g22910, g18256	ESY4_g26298_DN3_SP6_c0.t1
OG0003450	g50896	ESY8_g59698_DN3_SP3_c0.t1
OG0003451	g14183, g43060, g14140, g14177, g14168, g14114, g14160, g14127, g14165, g14136, g14153, g14144, g14130, g14126, g14117, g32545, g14133, g14188, g14171, g14156, g14151, g14185	ESY11_g54994_DN2_SP0_c0.t1
OG0003452	g40272	ESY14_g19992_DN3_SP1_c0.t1
OG0003453	g39241, g28052	ESY12_g52220_DN3_SP0_c8.t1, ESY12_g51180_DN3_SP0_c11.t1
OG0003454	g37723	ESY12_g52212_DN3_SP0_c0.t1
OG0003455	g52277, g37628, g38246	ESY12_g51814_DN3_SP0_c0.t1, ESY12_g51816_DN1_SP0_c0.t1, ESY12_g51817_DN2_SP0_c0.t1, ESY12_g51818_DN3_SP0_c0.t1
OG0003456	g16296, g52194	ESY12_g52022_DN3_SP0_c0.t1
OG0003457	g52144	ESY12_g52146_DN3_SP8_c0.t1, ESY1_g11908_DN3_SP1_c0.t1
OG0003458	g52143	ESY12_g52151_DN3_SP0_c0.t1
OG0003459	g12502	ESY3_g31575_DN3_SP0_c0.t1
OG0003460	g12495	ESY3_g31551_DN3_SP0_c0.t1
OG0003461	g12936, g12481	ESY3_g31493_DN3_SP0_c0.t1
OG0003462	g12411	ESY3_g30874_DN3_SP0_c0.t1, ESY3_g30837_DN2_SP0_c0.t1
OG0003463	g7379	ESY3_g31257_DN3_SP0_c0.t1
OG0003464	g12300, g7344, g13127	ESY3_g31297_DN3_SP0_c0.t1
OG0003465	g7223, g12236	ESY2_g36275_DN3_SP0_c23.t1
OG0003466	g12221, g7217	ESY3_g30259_DN3_SP0_c0.t1
OG0003468	g47503	ESY7_g17146_DN3_SP1_c0.t1, ESY7_g16281_DN3_SP0_c0.t1
OG0003469	g47760	ESY4_g24778_DN3_SP0_c0.t1
OG0003470	g49651, g31150	ESY5_g3216_DN3_SP4_c0.t1
OG0003471	g31099	ESY5_g4432_DN3_SP0_c0.t1
OG0003472	g27083, g31185	ESY5_g3312_DN3_SP0_c0.t1
OG0003473	g31228	ESY5_g3393_DN3_SP0_c0.t1
OG0003475	g40869	ESY2_g33578_DN2_SP0_c0.t1
OG0003475	g27189	ESY5_g3807_DN3_SP2_c0.t1
OG0003476	g31415	ESY5_g3878_DN2_SP0_c0.t1
OG0003476	g10557	ESY10_g13836_DN3_SP0_c0.t1
OG0003477	g49911	ESY5_g2830_DN3_SP0_c0.t1
OG0003478	g41028	ESY2_g34006_DN3_SP8_c0.t1
OG0003481	g40726	ESY10_g14745_DN3_SP8_c0.t1
OG0003482	g6979	ESY3_g29857_DN3_SP8_c0.t1
OG0003482	g24364, g24373	ESY2_g38367_DN3_SP1_c0.t1
OG0003483	g1620, g10486	ESY12_g51145_DN3_SP5_c30.t1
OG0003484	g18366	ESY4_g26933_DN3_SP0_c0.t1
OG0003485	g47991	ESY4_g26539_DN3_SP1_c0.t1
OG0003486	g47935	ESY4_g26019_DN3_SP0_c0.t1
OG0003487	g18213, g23071	ESY4_g25574_DN3_SP1_c0.t1
OG0003488	g50978	ESY8_g59472_DN3_SP0_c0.t1
OG0003491	g32132, g44748	ESY2_g35439_DN3_SP8_c0.t1
OG0003493	g45109	ESY16_g61766_DN2_SP0_c0.t1
OG0003494	g36723	ESY2_g36325_DN3_SP0_c0.t1
OG0003497	g18039	ESY10_g14245_DN3_SP0_c0.t1
OG0003502	g889	ESY7_g16840_DN3_SP0_c0.t1, ESY7_g16841_DN3_SP0_c0.t1, ESY7_g16842_DN3_SP0_c0.t1
OG0003503	g37250	ESY12_g51558_DN3_SP0_c0.t1
OG0003505	g50514	ESY6_g48880_DN3_SP0_c0.t1, ESY6_g48877_DN3_SP0_c0.t1
OG0003506	g24644, g25024	ESY1_g11189_DN1_SP0_c0.t1
OG0003512	g38265	ESY8_g59201_DN3_SP7_c0.t1, ESY8_g58508_DN3_SP0_c0.t1
OG0003514	g45741	ESY3_g32386_DN3_SP3_c0.t1
OG0003515	g5080	ESY7_g17390_DN3_SP2_c0.t1, ESY1_g11851_DN2_SP0_c0.t1
OG0003516	g29444	ESY7_g18189_DN3_SP0_c0.t1
OG0003516	g609	ESY6_g49944_DN3_SP0_c0.t1
OG0003517	g6776	ESY7_g17820_DN3_SP0_c0.t1
OG0003518	g5492	ESY7_g18712_DN3_SP1_c0.t1
OG0003519	g5535	ESY7_g18586_DN3_SP4_c9.t1
OG0003519	g29612, g423	ESY6_g49512_DN3_SP8_c8.t1
OG0003520	g29616, g45484	ESY7_g18573_DN3_SP0_c0.t1
OG0003521	g40121	ESY8_g59057_DN3_SP1_c0.t1
OG0003522	g37804	ESY3_g31458_DN3_SP0_c34.t1
OG0003523	g37834, g40042	ESY8_g58942_DN3_SP0_c0.t1
OG0003525	g51207	ESY8_g58656_DN3_SP8_c0.t1
OG0003526	g51239	ESY8_g58492_DN3_SP0_c0.t1
OG0003527	g51247, g26965	ESY5_g4731_DN3_SP1_c16.t1
OG0003527	g51250	ESY8_g58478_DN2_SP0_c0.t1
OG0003528	g39832	ESY8_g58439_DN3_SP5_c0.t1
OG0003529	g51297	ESY20_g13333_DN3_SP4_c0.t1
OG0003530	g39715	ESY20_g12913_DN3_SP4_c0.t1
OG0003531	g32411	ESY6_g49646_DN3_SP0_c18.t1
OG0003532	g32494, g27716	ESY16_g62071_DN3_SP0_c0.t1
OG0003533	g65	ESY6_g50347_DN3_SP0_c0.t1
OG0003535	g29497	ESY7_g18038_DN3_SP0_c0.t1
OG0003535	g9714	ESY6_g50499_DN3_SP5_c0.t1
OG0003537	g396	ESY6_g49438_DN3_SP0_c0.t1, ESY6_g49443_DN3_SP0_c0.t1
OG0003538	g10074	ESY6_g49934_DN3_SP7_c0.t1, ESY6_g49936_DN3_SP3_c0.t1
OG0003539	g13394	ESY1_g11636_DN1_SP0_c0.t1
OG0003539	g28875	ESY1_g11635_DN1_SP0_c0.t1, ESY23_g234_DN1_SP0_c0.t1, ESY6_g49039_DN2_SP0_c0.t1
OG0003540	g826, g827	ESY6_g48966_DN3_SP0_c0.t1
OG0003541	g28823	ESY6_g48930_DN3_SP0_c0.t1
OG0003542	g46093	ESY2_g34881_DN2_SP0_c0.t1
OG0003543	g28743	ESY6_g48734_DN3_SP0_c0.t1
OG0003544	g39238	ESY6_g48723_DN3_SP0_c0.t1, ESY6_g48720_DN3_SP0_c0.t1
OG0003545	g1158, g28697	ESY6_g48571_DN3_SP8_c0.t1
OG0003546	g39290, g1138, g28659	ESY6_g48512_DN3_SP2_c0.t1
OG0003547	g1067, g31100	ESY5_g4429_DN3_SP0_c0.t1
OG0003548	g28524, g1026	ESY6_g48070_DN3_SP0_c0.t1, ESY6_g48071_DN3_SP0_c0.t1
OG0003549	g5565, g45477	ESY7_g18507_DN3_SP0_c0.t1
OG0003550	g13116	ESY3_g31241_DN3_SP0_c0.t1
OG0003550	g5615	ESY7_g18834_DN3_SP0_c0.t1
OG0003551	g29741, g5645	ESY7_g18956_DN3_SP8_c0.t1
OG0003552	g45357, g5957	ESY11_g54622_DN3_SP8_c0.t1
OG0003554	g10485	ESY21_g55869_DN3_SP8_c0.t1
OG0003555	g44346	ESY2_g37183_DN3_SP0_c0.t1, ESY2_g36803_DN3_SP0_c0.t1
OG0003556	g32033, g50243	ESY5_g2312_DN3_SP8_c0.t1
OG0003557	g6113	ESY11_g53995_DN3_SP0_c0.t1
OG0003558	g36409	ESY2_g37599_DN3_SP0_c0.t1
OG0003559	g17721	ESY22_g40530_DN3_SP0_c0.t1
OG0003560	g47061	ESY4_g24011_DN3_SP0_c9.t1, ESY22_g40699_DN3_SP0_c18.t1
OG0003562	g17620, g24418	ESY2_g38588_DN2_SP6_c0.t1
OG0003563	g32816	ESY2_g35918_DN3_SP0_c0.t1, ESY2_g35917_DN3_SP0_c0.t1, ESY2_g35910_DN3_SP0_c0.t1, ESY2_g35911_DN3_SP0_c0.t1
OG0003564	g50059	ESY2_g35016_DN3_SP0_c0.t1, ESY5_g4137_DN3_SP6_c0.t1
OG0003566	g44756	ESY2_g35420_DN3_SP0_c0.t1
OG0003567	g18399	ESY7_g16817_DN3_SP0_c0.t1
OG0003568	g37050	ESY7_g18804_DN2_SP0_c0.t1, ESY7_g18805_DN3_SP0_c0.t1
OG0003569	g46077	ESY2_g34859_DN3_SP1_c0.t1
OG0003571	g47353	ESY9_g43244_DN2_SP0_c0.t1, ESY9_g43246_DN3_SP0_c0.t1, ESY9_g43351_DN2_SP0_c0.t1
OG0003572	g17401	ESY9_g43137_DN3_SP0_c0.t1
OG0003573	g47167, g2656, g2670, g24337	ESY16_g61484_DN3_SP0_c0.t1
OG0003574	g18474	ESY1_g12584_DN3_SP0_c0.t1, ESY1_g10307_DN3_SP0_c0.t1
OG0003578	g11165, g1834	ESY1_g12337_DN3_SP7_c0.t1
OG0003579	g18714	ESY1_g12155_DN3_SP0_c0.t1
OG0003580	g18953	ESY1_g11428_DN3_SP6_c0.t1
OG0003581	g19943, g36158, g11215, g19942, g36157, g2038	ESY12_g51312_DN3_SP0_c17.t1
OG0003582	g18977	ESY1_g11616_DN2_SP0_c0.t1
OG0003582	g52017	ESY12_g51255_DN2_SP0_c0.t1
OG0003583	g11281, g2234	ESY1_g10791_DN3_SP1_c0.t1
OG0003584	g2367	ESY1_g11131_DN3_SP0_c0.t1
OG0003585	g928, g929	ESY6_g47484_DN3_SP0_c0.t1, ESY6_g47488_DN3_SP0_c0.t1
OG0003586	g46760	ESY2_g35221_DN3_SP8_c0.t1
OG0003587	g2173	ESY1_g10613_DN3_SP0_c0.t1
OG0003588	g4372, g52091, g37249, g52102	ESY12_g51560_DN3_SP0_c13.t1
OG0003589	g2464	ESY1_g10197_DN3_SP0_c0.t1
OG0003589	g37279	ESY9_g45332_DN3_SP0_c0.t1
OG0003590	g51666, g38086	ESY9_g45083_DN3_SP6_c0.t1
OG0003591	g37970, g5728	ESY7_g19303_DN3_SP0_c0.t1
OG0003592	g38289	ESY8_g59238_DN3_SP0_c0.t1
OG0003593	g32731, g50730	ESY14_g20145_DN3_SP8_c0.t1
OG0003594	g40362	ESY7_g18920_DN3_SP0_c0.t1
OG0003595	g10107	ESY5_g5102_DN3_SP0_c0.t1, ESY10_g15297_DN3_SP1_c0.t1
OG0003596	g18511, g18508	ESY10_g15647_DN3_SP0_c0.t1
OG0003597	g5912	ESY11_g54881_DN3_SP4_c0.t1
OG0003597	g30854	ESY5_g5066_DN3_SP8_c0.t1
OG0003599	g41477	ESY7_g17064_DN3_SP6_c0.t1
OG0003600	g35909, g46251, g1821	ESY4_g25653_DN3_SP0_c0.t1
OG0003601	g7294, g13143, g12274	ESY3_g30095_DN3_SP0_c0.t1
OG0003602	g7077, g11394, g12139	ESY3_g30585_DN3_SP0_c0.t1
OG0003603	g7042	ESY3_g30006_DN3_SP0_c0.t1
OG0003604	g38390	ESY8_g59462_DN3_SP2_c0.t1, ESY4_g24786_DN3_SP0_c0.t1
OG0003605	g6715	ESY3_g29205_DN3_SP0_c0.t1, ESY3_g29202_DN2_SP0_c0.t1, ESY3_g29199_DN2_SP0_c0.t1
OG0003606	g11900	ESY3_g29183_DN3_SP8_c0.t1
OG0003607	g13469	ESY3_g28395_DN3_SP0_c0.t1
OG0003608	g13463	ESY3_g28485_DN3_SP6_c0.t1
OG0003609	g10737	ESY7_g17081_DN3_SP7_c0.t1, ESY19_g42206_DN3_SP1_c0.t1, ESY10_g14472_DN3_SP0_c0.t1
OG0003610	g1681	ESY2_g34281_DN3_SP0_c0.t1, ESY2_g34284_DN3_SP0_c0.t1, ESY2_g34283_DN3_SP0_c0.t1
OG0003611	g43903	ESY2_g34246_DN3_SP1_c0.t1
OG0003612	g19254	ESY1_g10386_DN1_SP0_c0.t1, ESY1_g10388_DN3_SP0_c0.t1
OG0003613	g49312	ESY5_g5503_DN3_SP0_c0.t1, ESY5_g2150_DN3_SP0_c0.t1
OG0003613	g49315	ESY5_g5502_DN2_SP0_c0.t1
OG0003614	g49394	ESY5_g5281_DN3_SP0_c0.t1, ESY5_g5282_DN3_SP0_c0.t1
OG0003615	g26962	ESY5_g4782_DN3_SP0_c0.t1
OG0003616	g30975	ESY5_g4717_DN3_SP0_c0.t1
OG0003617	g30992	ESY5_g4692_DN3_SP8_c0.t1
OG0003619	g49722	ESY5_g3417_DN3_SP0_c0.t1
OG0003620	g41045	ESY2_g34047_DN3_SP8_c0.t1
OG0003622	g24766	ESY5_g3599_DN2_SP0_c0.t1
OG0003624	g27285	ESY5_g2852_DN3_SP2_c0.t1
OG0003627	g27467	ESY5_g3921_DN3_SP0_c0.t1, ESY5_g3918_DN3_SP0_c0.t1
OG0003628	g11034	ESY7_g16662_DN3_SP0_c0.t1
OG0003628	g40510, g40511	ESY7_g16661_DN3_SP6_c0.t1
OG0003629	g18199, g23123	ESY4_g25730_DN3_SP8_c0.t1
OG0003630	g23211	ESY8_g60620_DN2_SP0_c0.t1, ESY4_g26002_DN3_SP7_c0.t1
OG0003631	g47856	ESY3_g31199_DN3_SP0_c0.t1, ESY4_g25801_DN3_SP0_c0.t1
OG0003632	g23283, g16931	ESY4_g25082_DN3_SP0_c0.t1
OG0003633	g50323	ESY2_g35499_DN3_SP6_c0.t1
OG0003633	g32075	ESY5_g1802_DN3_SP7_c0.t1
OG0003634	g45270	ESY20_g12968_DN3_SP2_c0.t1
OG0003641	g27770	ESY2_g35100_DN2_SP0_c2.t1
OG0003641	g11015	ESY9_g43163_DN3_SP0_c0.t1
OG0003645	g23972	ESY9_g43719_DN3_SP0_c0.t1
OG0003646	g28358	ESY11_g54362_DN3_SP0_c0.t1, ESY11_g54435_DN3_SP0_c0.t1
OG0003647	g15166, g19758, g19705	ESY11_g54311_DN1_SP0_c0.t1
OG0003656	g2715	ESY1_g9178_DN3_SP2_c0.t1, ESY1_g9188_DN3_SP0_c0.t1
OG0003657	g19498	ESY1_g8685_DN3_SP0_c0.t1, ESY6_g49338_DN3_SP0_c28.t1
OG0003659	g12747, g7905	ESY3_g32545_DN3_SP8_c0.t1
OG0003660	g47422	ESY7_g18796_DN3_SP0_c0.t1
OG0003661	g29421	ESY16_g61640_DN3_SP0_c0.t1, ESY7_g18267_DN3_SP0_c0.t1, ESY7_g18268_DN3_SP0_c0.t1
OG0003662	g29433	ESY6_g49925_DN3_SP0_c0.t1
OG0003663	g31623, g27329	ESY3_g32106_DN3_SP0_c0.t1, ESY4_g26653_DN1_SP0_c0.t1
OG0003664	g29552	ESY7_g17889_DN3_SP0_c9.t1
OG0003665	g13107, g7412	ESY3_g31155_DN2_SP0_c0.t1
OG0003668	g23757, g23752	ESY13_g56606_DN3_SP3_c28.t1
OG0003669	g32376, g27671	ESY11_g53771_DN3_SP8_c0.t1
OG0003670	g9974	ESY6_g50154_DN3_SP4_c15.t1
OG0003671	g554, g18567	ESY6_g50036_DN3_SP0_c0.t1
OG0003672	g614, g14925, g18555, g35651	ESY6_g49932_DN3_SP0_c0.t1, ESY6_g49931_DN3_SP0_c0.t1
OG0003673	g745, g41378	ESY6_g49143_DN3_SP0_c0.t1
OG0003674	g11469	ESY6_g49052_DN3_SP0_c0.t1
OG0003675	g41324, g28818, g848	ESY6_g48918_DN2_SP1_c0.t1
OG0003676	g28788, g41313	ESY6_g48862_DN2_SP0_c0.t1
OG0003678	g28556	ESY6_g48211_DN3_SP8_c0.t1
OG0003679	g1019	ESY6_g48061_DN3_SP7_c0.t1
OG0003681	g11389	ESY1_g9283_DN3_SP0_c0.t1
OG0003682	g35875, g25467	ESY20_g13231_DN3_SP0_c0.t1
OG0003683	g45292	ESY7_g19585_DN3_SP0_c0.t1, ESY7_g18350_DN1_SP0_c0.t1
OG0003684	g36019, g46669, g10479	ESY8_g60281_DN3_SP0_c0.t1
OG0003686	g16761	ESY8_g59991_DN3_SP4_c0.t1
OG0003686	g40740	ESY2_g33254_DN3_SP0_c0.t1
OG0003688	g44289	ESY2_g36584_DN3_SP8_c0.t1
OG0003689	g44291	ESY2_g36587_DN3_SP8_c0.t1
OG0003692	g54373, g27977	ESY2_g36408_DN3_SP8_c0.t1
OG0003694	g26795, g1414	ESY16_g61981_DN2_SP0_c0.t1, ESY3_g31251_DN3_SP0_c0.t1
OG0003695	g24444, g17645	ESY2_g38740_DN3_SP0_c0.t1
OG0003696	g23547, g17039	ESY11_g54928_DN3_SP5_c0.t1
OG0003697	g47684, g23521	ESY4_g24202_DN3_SP8_c0.t1
OG0003698	g10439	ESY21_g55548_DN3_SP0_c0.t1
OG0003699	g25394	ESY20_g13025_DN3_SP3_c0.t1
OG0003700	g40606, g10950	ESY10_g15131_DN3_SP8_c0.t1
OG0003701	g13291	ESY3_g29761_DN3_SP1_c0.t1
OG0003702	g37513	ESY12_g52198_DN3_SP0_c0.t1, ESY12_g52199_DN2_SP0_c0.t1
OG0003702	g37512	ESY12_g51444_DN3_SP0_c0.t1
OG0003704	g28054	ESY2_g37450_DN3_SP8_c0.t1
OG0003705	g37174	ESY7_g19100_DN1_SP0_c0.t1, ESY3_g29407_DN1_SP0_c82.t1
OG0003705	g17835	ESY3_g30253_DN1_SP0_c0.t1, ESY3_g29891_DN2_SP0_c0.t1, ESY6_g49103_DN1_SP0_c0.t1
OG0003706	g31558	ESY5_g2855_DN3_SP8_c0.t1, ESY2_g38522_DN2_SP0_c0.t1, ESY11_g53873_DN3_SP0_c0.t1, ESY2_g38523_DN3_SP0_c0.t1
OG0003707	g54228	ESY2_g37219_DN3_SP6_c0.t1
OG0003708	g36526	ESY2_g37175_DN2_SP0_c0.t1
OG0003708	g54247	ESY11_g55000_DN3_SP0_c0.t1
OG0003709	g37964	ESY1_g5995_DN3_SP8_c0.t1
OG0003710	g51548	ESY9_g44056_DN3_SP0_c0.t1, ESY9_g44055_DN2_SP0_c0.t1
OG0003711	g2250, g50609, g27924	ESY1_g10821_DN3_SP0_c0.t1
OG0003712	g9636	ESY6_g50303_DN3_SP0_c0.t1, ESY6_g50302_DN3_SP0_c0.t1, ESY6_g50304_DN3_SP0_c0.t1, ESY20_g13108_DN3_SP0_c0.t1
OG0003713	g36017	ESY1_g12440_DN3_SP0_c18.t1
OG0003714	g1809, g38251	ESY12_g51661_DN2_SP0_c0.t1
OG0003715	g1866	ESY1_g12280_DN1_SP0_c0.t1, ESY1_g12008_DN3_SP0_c0.t1
OG0003716	g18686	ESY12_g51824_DN2_SP0_c0.t1
OG0003718	g19049, g2185	ESY1_g10677_DN2_SP0_c0.t1
OG0003719	g51811, g37331	ESY9_g45603_DN3_SP8_c0.t1, ESY1_g10706_DN3_SP0_c0.t1
OG0003720	g45748	ESY7_g17187_DN3_SP0_c0.t1
OG0003721	g32248	ESY19_g41865_DN3_SP2_c0.t1
OG0003721	g27618	ESY5_g671_DN3_SP8_c0.t1
OG0003722	g13953	ESY3_g31584_DN3_SP0_c0.t1, ESY11_g54319_DN3_SP8_c0.t1
OG0003723	g23107, g18202	ESY4_g25702_DN3_SP7_c0.t1
OG0003724	g5981	ESY11_g54496_DN3_SP0_c0.t1
OG0003725	g13925, g53828, g5975	ESY11_g54500_DN3_SP0_c0.t1
OG0003726	g16999	ESY4_g24433_DN3_SP0_c0.t1
OG0003726	g47714	ESY11_g54598_DN3_SP0_c0.t1
OG0003727	g46828	ESY10_g15228_DN3_SP0_c0.t1, ESY10_g14769_DN3_SP0_c0.t1, ESY5_g3438_DN3_SP0_c0.t1
OG0003730	g10129	ESY10_g15483_DN3_SP8_c0.t1
OG0003731	g37584	ESY12_g51937_DN3_SP0_c0.t1
OG0003732	g37583	ESY9_g45045_DN1_SP0_c0.t1, ESY10_g14559_DN3_SP0_c0.t1
