Orthogroup	Rorippa_islandica	Arabis_alpina
OG0000160	Roisl.0003s0027.1.p	Aa_G620370.h1.t1
OG0000160	Roisl.0080s0566.1.p	Aa_G307400.h1.t1
OG0000160	Roisl.0214s0132.1.p	Aa_G194510.h1.t1
OG0000160	Roisl.0213s0001.1.p	Aa_G241680.h1.t1
OG0000160	Roisl.0185s0093.1.p	Aa_G490420.h1.t1
OG0000160	Roisl.0115s0111.1.p	Aa_G21590.h1.t1
OG0000160	Roisl.0051s0034.1.p	Aa_G41590.h1.t1
OG0000162	Roisl.0028s0709.1.p, Roisl.0028s0513.1.p, Roisl.0213s0743.1.p, Roisl.0028s0712.1.p	Aa_G363640.h1.t1
OG0000164	Roisl.0204s0173.1.p, Roisl.0214s0124.1.p	Aa_G840.h1.t1, Aa_G475650.h1.t1
OG0000164	Roisl.0022s0021.1.p	Aa_G1007810.h1.t1, Aa_G1080960.h1.t1
OG0000165	Roisl.0013s0197.1.p	Aa_G266430.h1.t1
OG0000166	Roisl.0204s0086.1.p	Aa_G792200.h1.t1
OG0000170	Roisl.0018s0216.1.p	Aa_G48820.h1.t1
OG0000170	Roisl.0194s0036.1.p, Roisl.0035s0201.1.p	Aa_G16100.h1.t1
OG0000170	Roisl.0035s0199.1.p	Aa_G16090.h1.t1, Aa_G569190.h1.t1, Aa_G569190.h2.t1, Aa_G569190.h3.t1
OG0000170	Roisl.0023s0104.1.p, Roisl.0028s0023.1.p	Aa_G16110.h1.t1
OG0000171	Roisl.0031s0104.1.p	Aa_G134060.h1.t1
OG0000171	Roisl.0050s0073.1.p	Aa_G688860.h1.t1, Aa_G135580.h1.t1
OG0000171	Roisl.0066s0281.1.p	Aa_G70150.h1.t1
OG0000171	Roisl.0080s0713.1.p	Aa_G580840.h1.t1
OG0000171	Roisl.0079s0226.1.p, Roisl.0079s0225.1.p	Aa_G24370.h1.t1
OG0000171	Roisl.0022s0465.1.p	Aa_G2000.h1.t1
OG0000173	Roisl.0028s0555.1.p	Aa_G139550.h1.t1, Aa_G187970.h1.t1, Aa_G187960.h1.t1
OG0000174	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p	Aa_G311760.h4.t1, Aa_G311760.h7.t1, Aa_G311760.h3.t1, Aa_G311760.h1.t1, Aa_G311760.h5.t1, Aa_G311760.h2.t1, Aa_G311760.h6.t1
OG0000175	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p	Aa_G101710.h1.t1
OG0000175	Roisl.0046s1598.1.p	Aa_G473510.h1.t1, Aa_G473510.h2.t1
OG0000175	Roisl.0214s0596.1.p	Aa_G193050.h1.t1
OG0000176	Roisl.0005s0278.1.p, Roisl.0019s0374.1.p, Roisl.0019s0375.1.p	Aa_G319580.h1.t1, Aa_G319590.h1.t1
OG0000177	Roisl.0007s0003.1.p	Aa_G431620.h1.t1
OG0000177	Roisl.0049s0035.1.p	Aa_G60820.h1.t1, Aa_G835800.h1.t1
OG0000178	Roisl.0082s0204.1.p	Aa_G320630.h1.t1
OG0000182	Roisl.0046s1327.1.p	Aa_G77300.h1.t1, Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G299160.h1.t1
OG0000182	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p, Roisl.0020s0170.1.p	Aa_G22640.h1.t1, Aa_G167450.h1.t1
OG0000182	Roisl.0046s1483.1.p, Roisl.0046s1409.1.p, Roisl.0046s1413.1.p, Roisl.0046s1124.1.p	Aa_G143210.h1.t1
OG0000183	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p	Aa_G505900.h1.t1
OG0000185	Roisl.0213s0109.1.p	Aa_G424840.h1.t1
OG0000185	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p	Aa_G464540.h1.t1, Aa_G464550.h1.t1
OG0000186	Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p, Roisl.0019s0574.1.p, Roisl.0010s0158.1.p	Aa_G218170.h1.t1
OG0000187	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p	Aa_G279240.h1.t1, Aa_G279230.h1.t1
OG0000187	Roisl.0082s0775.1.p, Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p, Roisl.0020s0168.1.p, Roisl.0082s0774.1.p	Aa_G279220.h1.t1, Aa_G773360.h1.t1, Aa_G279150.h1.t1
OG0000188	Roisl.0210s0897.1.p	Aa_G606990.h1.t1
OG0000189	Roisl.0066s0143.1.p, Roisl.0001s0220.1.p	Aa_G514660.h1.t1, Aa_G459730.h1.t1
OG0000189	Roisl.0004s0308.1.p	Aa_G281740.h1.t1
OG0000192	Roisl.0021s0468.1.p, Roisl.0021s0466.1.p	Aa_G43430.h1.t1, Aa_G420330.h1.t1, Aa_G184310.h1.t1, Aa_G457510.h1.t1
OG0000193	Roisl.0213s0477.1.p	Aa_G484150.h1.t1
OG0000195	Roisl.0210s1898.1.p	Aa_G459140.h1.t1
OG0000195	Roisl.0013s0004.1.p, Roisl.0080s0275.1.p, Roisl.0008s0051.1.p	Aa_G376620.h1.t1
OG0000196	Roisl.0066s0322.1.p	Aa_G185160.h1.t1
OG0000196	Roisl.0009s0050.1.p	Aa_G574390.h1.t1
OG0000196	Roisl.0009s0051.1.p, Roisl.0009s0073.1.p, Roisl.0009s0076.1.p, Roisl.0009s0071.1.p	Aa_G84820.h1.t1
OG0000196	Roisl.0009s0046.1.p	Aa_G201160.h1.t1
OG0000196	Roisl.0009s0047.1.p, Roisl.0009s0053.1.p	Aa_G229810.h1.t1
OG0000197	Roisl.0091s0346.1.p	Aa_G674860.h1.t1
OG0000198	Roisl.0011s0049.1.p	Aa_G509920.h1.t1
OG0000198	Roisl.0007s0637.1.p	Aa_G272200.h1.t1
OG0000199	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p	Aa_G123140.h1.t1, Aa_G191220.h1.t1, Aa_G284830.h1.t1
OG0000200	Roisl.0210s0742.1.p	Aa_G152770.h1.t1
OG0000201	Roisl.0066s0324.1.p	Aa_G427530.h1.t1, Aa_G703190.h1.t1, Aa_G900640.h1.t1, Aa_G337650.h1.t1, Aa_G556890.h1.t1, Aa_G455950.h1.t1, Aa_G38170.h1.t1, Aa_G297100.h1.t1, Aa_G254320.h1.t1, Aa_G734460.h1.t1, Aa_G210530.h1.t1, Aa_G528940.h1.t1, Aa_G155140.h1.t1, Aa_G400980.h1.t1, Aa_G182270.h1.t1, Aa_G869430.h1.t1, Aa_G906580.h1.t1, Aa_G584490.h1.t1, Aa_G17470.h1.t1, Aa_G947170.h1.t1, Aa_G319500.h1.t1, Aa_G265330.h1.t1, Aa_G473070.h1.t1, Aa_G989440.h1.t1, Aa_G818390.h1.t1, Aa_G802560.h1.t1, Aa_G412130.h1.t1, Aa_G2010.h1.t1, Aa_G502040.h1.t1, Aa_G630690.h1.t1, Aa_G177480.h1.t1, Aa_G350550.h1.t1, Aa_G46410.h1.t1, Aa_G106600.h1.t1, Aa_G634980.h1.t1, Aa_G907240.h1.t1
OG0000201	Roisl.0013s0189.1.p, Roisl.0082s0503.1.p	Aa_G569500.h1.t1
OG0000202	Roisl.0191s0663.1.p	Aa_G548600.h1.t1, Aa_G191580.h1.t1, Aa_G99550.h1.t1, Aa_G180050.h1.t1, Aa_G296350.h1.t1, Aa_G77280.h1.t1, Aa_G53200.h1.t1, Aa_G53180.h2.t1, Aa_G53180.h1.t1, Aa_G53180.h3.t1
OG0000202	Roisl.0191s0669.1.p	Aa_G71240.h1.t1
OG0000203	Roisl.0026s0064.1.p	Aa_G526150.h1.t1
OG0000203	Roisl.0026s0053.1.p	Aa_G367660.h1.t1, Aa_G835690.h1.t1, Aa_G526200.h1.t1
OG0000203	Roisl.0026s0056.1.p	Aa_G526230.h1.t1
OG0000203	Roisl.0026s0058.1.p	Aa_G526180.h1.t1
OG0000208	Roisl.0048s0028.1.p	Aa_G350.h1.t1
OG0000208	Roisl.0082s0585.1.p	Aa_G979430.h1.t1
OG0000210	Roisl.0028s0090.1.p	Aa_G175290.h1.t1
OG0000210	Roisl.0024s0095.1.p	Aa_G175300.h1.t1
OG0000210	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p	Aa_G77240.h1.t1
OG0000210	Roisl.0018s0162.1.p, Roisl.0018s0164.1.p, Roisl.0018s0165.1.p, Roisl.0214s0326.1.p, Roisl.0214s0323.1.p, Roisl.0055s0064.1.p, Roisl.0214s0324.1.p, Roisl.0214s0328.1.p	Aa_G77230.h1.t1, Aa_G208970.h1.t1, Aa_G208980.h1.t1
OG0000211	Roisl.0209s0028.1.p	Aa_G327140.h1.t1, Aa_G58530.h1.t1, Aa_G971390.h1.t1, Aa_G147740.h1.t1, Aa_G985700.h1.t1, Aa_G580420.h1.t1, Aa_G407980.h1.t1, Aa_G246870.h1.t1, Aa_G467930.h1.t1, Aa_G7930.h1.t1
OG0000216	Roisl.0209s0233.1.p	Aa_G389410.h1.t1
OG0000216	Roisl.0214s0809.1.p	Aa_G57040.h1.t1
OG0000216	Roisl.0046s1649.1.p	Aa_G373050.h1.t1
OG0000219	Roisl.0009s0056.1.p	Aa_G584620.h1.t1
OG0000219	Roisl.0019s0253.1.p	Aa_G493540.h1.t1
OG0000219	Roisl.0009s0148.1.p	Aa_G974030.h1.t1, Aa_G961810.h1.t1, Aa_G631990.h1.t1
OG0000222	Roisl.0201s0020.1.p, Roisl.0043s0013.1.p, Roisl.0036s0049.1.p, Roisl.0215s0004.1.p, Roisl.0188s0135.1.p, Roisl.0061s0006.1.p, Roisl.0043s0027.1.p, Roisl.0185s0033.1.p, Roisl.0075s0030.1.p, Roisl.0208s0002.1.p, Roisl.0038s0003.1.p, Roisl.0022s0050.1.p, Roisl.0082s0034.1.p, Roisl.0189s0004.1.p, Roisl.0189s0003.1.p, Roisl.0041s0021.1.p, Roisl.0189s0006.1.p, Roisl.0210s2124.1.p, Roisl.0021s0627.1.p, Roisl.0087s0008.1.p, Roisl.0214s0102.1.p, Roisl.0191s0697.1.p, Roisl.0210s2110.1.p, Roisl.0214s0185.1.p, Roisl.0194s0077.1.p, Roisl.0184s0008.1.p, Roisl.0209s0533.1.p, Roisl.0189s0010.1.p, Roisl.0025s0105.1.p, Roisl.0188s0142.1.p, Roisl.0032s0108.1.p, Roisl.0061s0008.1.p, Roisl.0062s0031.1.p, Roisl.0200s0002.1.p, Roisl.0194s0072.1.p, Roisl.0213s0011.1.p, Roisl.0036s0107.1.p, Roisl.0082s0071.1.p, Roisl.0075s0029.1.p, Roisl.0038s0037.1.p, Roisl.0184s0228.1.p, Roisl.0201s0021.1.p, Roisl.0053s0020.1.p, Roisl.0082s0004.1.p, Roisl.0124s0002.1.p, Roisl.0082s0022.1.p, Roisl.0214s0134.1.p, Roisl.0083s0042.1.p, Roisl.0052s0067.1.p, Roisl.0209s0540.1.p, Roisl.0029s0048.1.p, Roisl.0185s0053.1.p, Roisl.0111s0037.1.p, Roisl.0209s0542.1.p, Roisl.0194s0054.1.p, Roisl.0037s0077.1.p, Roisl.0087s0006.1.p, Roisl.0215s0007.1.p, Roisl.0215s0008.1.p, Roisl.0215s0003.1.p, Roisl.0198s0067.1.p, Roisl.0201s0016.1.p, Roisl.0201s0015.1.p, Roisl.0040s0033.1.p, Roisl.0015s0196.1.p, Roisl.0082s0008.1.p, Roisl.0029s0092.1.p, Roisl.0210s2137.1.p, Roisl.0008s0103.1.p, Roisl.0043s0026.1.p, Roisl.0185s0040.1.p, Roisl.0209s0026.1.p, Roisl.0200s0008.1.p, Roisl.0201s0002.1.p, Roisl.0027s0040.1.p, Roisl.0209s0541.1.p, Roisl.0185s0100.1.p	Aa_G878030.h1.t1
OG0000225	Roisl.0210s0850.1.p, Roisl.0115s0257.1.p	Aa_G335460.h1.t1
OG0000225	Roisl.0115s0258.1.p	Aa_G109260.h1.t1, Aa_G458000.h1.t1
OG0000226	Roisl.0210s2061.1.p	Aa_G519980.h1.t1
OG0000227	Roisl.0039s0096.1.p, Roisl.0074s0899.1.p	Aa_G216090.h1.t1, Aa_G333250.h1.t1
OG0000230	Roisl.0016s0239.1.p	Aa_G175820.h1.t1, Aa_G175780.h1.t1, Aa_G284870.h1.t1
OG0000230	Roisl.0209s0715.1.p	Aa_G175830.h1.t1
OG0000230	Roisl.0018s0014.1.p	Aa_G175840.h1.t1
OG0000230	Roisl.0046s0007.1.p	Aa_G262340.h1.t1, Aa_G175680.h1.t1, Aa_G262350.h1.t1, Aa_G175640.h1.t1
OG0000232	Roisl.0184s0057.1.p, Roisl.0213s0767.1.p, Roisl.0002s0203.1.p, Roisl.0115s0434.1.p, Roisl.0045s0049.1.p	Aa_G193030.h1.t1
OG0000233	Roisl.0210s0497.1.p	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1
OG0000233	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p	Aa_G471620.h1.t1
OG0000234	Roisl.0115s0284.1.p, Roisl.0030s0017.1.p, Roisl.0053s0230.1.p, Roisl.0053s0229.1.p	Aa_G685240.h1.t1
OG0000235	Roisl.0017s0279.1.p, Roisl.0017s0245.1.p, Roisl.0017s0244.1.p	Aa_G278130.h1.t1
OG0000235	Roisl.0004s0134.1.p	Aa_G291160.h1.t1, Aa_G105690.h1.t1
OG0000236	Roisl.0020s0191.1.p, Roisl.0019s0572.1.p	Aa_G133930.h1.t1, Aa_G792760.h1.t1, Aa_G826850.h1.t1
OG0000236	Roisl.0115s0550.1.p, Roisl.0213s0762.1.p	Aa_G384940.h1.t1
OG0000237	Roisl.0051s0004.1.p	Aa_G29610.h1.t1
OG0000238	Roisl.0019s0445.1.p	Aa_G417160.h1.t1
OG0000238	Roisl.0019s0442.1.p	Aa_G412940.h1.t1
OG0000238	Roisl.0019s0444.1.p	Aa_G271400.h1.t1
OG0000238	Roisl.0191s0148.1.p, Roisl.0046s0451.1.p	Aa_G367300.h1.t1, Aa_G367290.h1.t1
OG0000238	Roisl.0019s0443.1.p	Aa_G412960.h1.t1
OG0000241	Roisl.0091s0140.1.p	Aa_G213370.h1.t1
OG0000241	Roisl.0091s0141.1.p	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1
OG0000241	Roisl.0091s0142.1.p	Aa_G213300.h1.t1, Aa_G213290.h1.t1
OG0000241	Roisl.0082s0231.1.p	Aa_G257170.h1.t1
OG0000241	Roisl.0082s0229.1.p	Aa_G974580.h1.t1, Aa_G257180.h1.t1
OG0000241	Roisl.0082s0230.1.p	Aa_G257190.h1.t1
OG0000242	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1
OG0000242	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p	Aa_G40840.h1.t1
OG0000243	Roisl.0213s0203.1.p, Roisl.0213s0195.1.p	Aa_G465070.h1.t1, Aa_G22120.h1.t1
OG0000243	Roisl.0213s0207.1.p	Aa_G465080.h1.t1, Aa_G465100.h1.t1, Aa_G22140.h1.t1, Aa_G465010.h1.t1, Aa_G223820.h1.t1
OG0000244	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p	Aa_G189060.h1.t1
OG0000246	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p	Aa_G25290.h1.t1
OG0000246	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p	Aa_G25280.h1.t1
OG0000246	Roisl.0017s0004.1.p	Aa_G25240.h1.t1
OG0000250	Roisl.0012s0265.1.p	Aa_G41880.h2.t1, Aa_G41880.h1.t1
OG0000250	Roisl.0053s0100.1.p	Aa_G221240.h1.t1
OG0000251	Roisl.0011s0408.1.p	Aa_G276750.h1.t1
OG0000251	Roisl.0080s0576.1.p	Aa_G636090.h1.t1
OG0000251	Roisl.0011s0400.1.p	Aa_G636080.h1.t1
OG0000252	Roisl.0008s0081.1.p	Aa_G74580.h1.t1, Aa_G145140.h1.t1
OG0000252	Roisl.0204s0050.1.p	Aa_G129400.h1.t1
OG0000252	Roisl.0004s0146.1.p	Aa_G129390.h1.t1
OG0000253	Roisl.0079s0301.1.p	Aa_G403550.h1.t1
OG0000253	Roisl.0034s0151.1.p	Aa_G85370.h1.t1
OG0000254	Roisl.0002s0125.1.p, Roisl.0002s0123.1.p	Aa_G355560.h1.t1
OG0000257	Roisl.0053s0142.1.p, Roisl.0053s0138.1.p, Roisl.0008s0083.1.p	Aa_G465980.h1.t1, Aa_G403750.h1.t1
OG0000260	Roisl.0001s0521.1.p	Aa_G374910.h1.t1
OG0000261	Roisl.0214s0157.1.p	Aa_G337640.h1.t1
OG0000269	Roisl.0080s0302.1.p	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1
OG0000269	Roisl.0209s0327.1.p	Aa_G318700.h1.t1, Aa_G318690.h1.t1
OG0000269	Roisl.0091s1013.1.p, Roisl.0091s1011.1.p, Roisl.0056s0018.1.p, Roisl.0214s0655.1.p	Aa_G651390.h1.t1
OG0000269	Roisl.0082s0743.1.p	Aa_G199710.h1.t1
OG0000270	Roisl.0050s0087.1.p	Aa_G328350.h1.t1, Aa_G367860.h1.t1, Aa_G298260.h1.t1, Aa_G262890.h1.t1
OG0000270	Roisl.0010s0123.1.p	Aa_G357180.h1.t1
OG0000273	Roisl.0082s0101.1.p	Aa_G513830.h1.t1
OG0000277	Roisl.0007s0143.1.p	Aa_G64840.h1.t1
OG0000278	Roisl.0002s0174.1.p	Aa_G149910.h1.t1, Aa_G456690.h1.t1, Aa_G41040.h1.t1, Aa_G320580.h1.t1
OG0000279	Roisl.0213s0480.1.p, Roisl.0213s0484.1.p, Roisl.0204s0061.1.p, Roisl.0012s0364.1.p, Roisl.0002s0222.1.p, Roisl.0012s0338.1.p, Roisl.0012s0363.1.p, Roisl.0012s0072.1.p	Aa_G736560.h2.t1, Aa_G736560.h1.t1
OG0000282	Roisl.0091s0102.1.p	Aa_G371080.h1.t1
OG0000284	Roisl.0214s0057.1.p, Roisl.0079s0172.1.p, Roisl.0016s0159.1.p, Roisl.0023s0024.1.p, Roisl.0045s0070.1.p	Aa_G13620.h1.t1
OG0000285	Roisl.0091s0196.1.p	Aa_G58940.h1.t1
OG0000285	Roisl.0022s0391.1.p	Aa_G438370.h1.t1
OG0000291	Roisl.0213s0698.1.p, Roisl.0213s0699.1.p	Aa_G136630.h1.t1
OG0000292	Roisl.0115s0245.1.p	Aa_G209590.h1.t1
OG0000294	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p	Aa_G376810.h1.t1
OG0000295	Roisl.0053s0212.1.p, Roisl.0074s0873.1.p	Aa_G285200.h1.t1
OG0000296	Roisl.0213s0539.1.p, Roisl.0080s0367.1.p	Aa_G650690.h1.t1, Aa_G650690.h2.t1
OG0000296	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p, Roisl.0031s0059.1.p, Roisl.0189s0058.1.p	Aa_G848610.h1.t1
OG0000298	Roisl.0040s0063.1.p	Aa_G260280.h1.t1
OG0000299	Roisl.0045s0106.1.p, Roisl.0188s0022.1.p, Roisl.0210s2236.1.p, Roisl.0047s0059.1.p, Roisl.0077s0007.1.p, Roisl.0184s0192.1.p, Roisl.0111s0017.1.p, Roisl.0053s0037.1.p, Roisl.0066s0403.1.p, Roisl.0053s0158.1.p, Roisl.0060s0015.1.p, Roisl.0008s0126.1.p, Roisl.0214s0286.1.p, Roisl.0020s0104.1.p, Roisl.0213s0014.1.p, Roisl.0053s0101.1.p	Aa_G1105490.h7.t1, Aa_G1074250.h24.t1, Aa_G1105490.h1.t1, Aa_G1074250.h29.t1, Aa_G1074250.h4.t1, Aa_G1074250.h1.t1, Aa_G1074250.h5.t1, Aa_G1074250.h22.t1, Aa_G1074250.h7.t1, Aa_G1074250.h6.t1, Aa_G1074250.h33.t1, Aa_G1074250.h19.t1, Aa_G1074250.h2.t1, Aa_G1074250.h18.t1, Aa_G1074250.h31.t1, Aa_G1074250.h9.t1, Aa_G1074250.h32.t1, Aa_G1074250.h20.t1, Aa_G1074250.h16.t1, Aa_G1074250.h13.t1, Aa_G1074250.h21.t1, Aa_G1074250.h8.t1, Aa_G1074250.h17.t1, Aa_G1074250.h3.t1, Aa_G1074250.h14.t1, Aa_G1074250.h15.t1, Aa_G1074250.h26.t1, Aa_G1074250.h23.t1, Aa_G1074250.h28.t1, Aa_G1105490.h40.t1, Aa_G1074250.h25.t1, Aa_G1105490.h25.t1, Aa_G1074250.h30.t1, Aa_G1105490.h3.t1, Aa_G1074250.h11.t1, Aa_G1105490.h38.t1, Aa_G1074250.h27.t1, Aa_G1105490.h27.t1, Aa_G1074250.h10.t1, Aa_G1074250.h12.t1, Aa_G1105490.h24.t1, Aa_G1105490.h19.t1, Aa_G1105490.h29.t1, Aa_G1105490.h12.t1, Aa_G1105490.h14.t1, Aa_G1105490.h20.t1, Aa_G1105490.h30.t1, Aa_G1105490.h23.t1, Aa_G1105490.h28.t1, Aa_G1105490.h17.t1, Aa_G1105490.h2.t1, Aa_G1105490.h35.t1, Aa_G1105490.h33.t1, Aa_G1105490.h8.t1, Aa_G1105490.h6.t1, Aa_G1105490.h34.t1, Aa_G1105490.h32.t1, Aa_G1105490.h26.t1, Aa_G1105490.h37.t1, Aa_G1105490.h22.t1, Aa_G1105490.h16.t1, Aa_G1105490.h10.t1, Aa_G1105490.h4.t1, Aa_G1105490.h13.t1, Aa_G1105490.h36.t1, Aa_G1105490.h15.t1, Aa_G1105490.h11.t1, Aa_G1105490.h9.t1, Aa_G1105490.h18.t1, Aa_G1105490.h31.t1, Aa_G1105490.h39.t1, Aa_G1105490.h21.t1, Aa_G680670.h1.t1, Aa_G1020460.h1.t1, Aa_G800.h1.t1, Aa_G500.h1.t1, Aa_G1105490.h5.t1, Aa_G1098890.h1.t1, Aa_G1111760.h1.t1, Aa_G1106260.h11.t1, Aa_G1106260.h5.t1, Aa_G1106260.h2.t1, Aa_G1106260.h8.t1, Aa_G1106260.h6.t1, Aa_G1106260.h7.t1, Aa_G1106260.h9.t1, Aa_G1106260.h4.t1, Aa_G1106260.h1.t1, Aa_G1106260.h3.t1, Aa_G1095480.h1.t1
OG0000301	Roisl.0028s0118.1.p, Roisl.0028s0117.1.p, Roisl.0009s0246.1.p, Roisl.0028s0116.1.p	Aa_G553550.h1.t1
OG0000304	Roisl.0023s0037.1.p	Aa_G222500.h1.t1
OG0000304	Roisl.0028s0587.1.p, Roisl.0033s0032.1.p	Aa_G728720.h1.t1
OG0000304	Roisl.0013s0043.1.p	Aa_G219570.h1.t1
OG0000305	Roisl.0028s0606.1.p	Aa_G431220.h1.t1
OG0000306	Roisl.0213s0805.1.p, Roisl.0046s0021.1.p	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1
OG0000307	Roisl.0053s0429.1.p	Aa_G292060.h1.t1, Aa_G168750.h1.t1
OG0000307	Roisl.0006s0187.1.p	Aa_G415030.h1.t1
OG0000307	Roisl.0008s0124.1.p, Roisl.0008s0125.1.p, Roisl.0008s0119.1.p, Roisl.0210s2233.1.p, Roisl.0008s0116.1.p, Roisl.0008s0097.1.p, Roisl.0210s2235.1.p	Aa_G592420.h1.t1
OG0000308	Roisl.0012s0104.1.p, Roisl.0012s0103.1.p, Roisl.0012s0106.1.p	Aa_G219510.h1.t1, Aa_G219520.h1.t1, Aa_G520320.h1.t1, Aa_G520310.h1.t1
OG0000312	Roisl.0045s0056.1.p, Roisl.0066s0411.1.p	Aa_G466720.h1.t1
OG0000313	Roisl.0009s0102.1.p	Aa_G37350.h1.t1, Aa_G37420.h1.t1
OG0000313	Roisl.0044s0033.1.p	Aa_G195760.h1.t1
OG0000315	Roisl.0053s0420.1.p, Roisl.0053s0415.1.p, Roisl.0053s0419.1.p, Roisl.0053s0414.1.p, Roisl.0001s0524.1.p, Roisl.0053s0418.1.p	Aa_G132580.h1.t1
OG0000316	Roisl.0024s0035.1.p	Aa_G140370.h1.t1
OG0000316	Roisl.0074s0499.1.p	Aa_G340170.h1.t1, Aa_G340150.h1.t1
OG0000318	Roisl.0019s0564.1.p	Aa_G293710.h1.t1, Aa_G265690.h1.t1
OG0000318	Roisl.0007s0521.1.p	Aa_G1039270.h1.t1, Aa_G1039270.h2.t1, Aa_G30130.h1.t1
OG0000318	Roisl.0091s0735.1.p	Aa_G286220.h1.t1, Aa_G286200.h1.t1
OG0000321	Roisl.0115s0278.1.p, Roisl.0006s0066.1.p	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h1.t1
OG0000322	Roisl.0191s0603.1.p	Aa_G225020.h1.t1, Aa_G225040.h1.t1
OG0000322	Roisl.0080s0556.1.p	Aa_G541100.h1.t1, Aa_G541110.h1.t1
OG0000323	Roisl.0019s0212.1.p, Roisl.0019s0210.1.p	Aa_G366540.h1.t1
OG0000323	Roisl.0019s0204.1.p	Aa_G10250.h1.t1
OG0000323	Roisl.0036s0011.1.p	Aa_G278440.h1.t1
OG0000325	Roisl.0091s0717.1.p	Aa_G477760.h1.t1
OG0000325	Roisl.0091s0718.1.p	Aa_G477770.h1.t1
OG0000326	Roisl.0214s0049.1.p, Roisl.0031s0065.1.p, Roisl.0074s1033.1.p, Roisl.0005s0077.1.p, Roisl.0005s0078.1.p, Roisl.0213s0804.1.p, Roisl.0079s0237.1.p	Aa_G665880.h1.t1, Aa_G442040.h1.t1
OG0000329	Roisl.0002s0278.1.p	Aa_G408720.h1.t1
OG0000330	Roisl.0019s0201.1.p	Aa_G10210.h1.t1
OG0000331	Roisl.0191s0607.1.p	Aa_G46660.h1.t1
OG0000331	Roisl.0210s0179.1.p	Aa_G6420.h1.t1
OG0000331	Roisl.0074s0203.1.p	Aa_G53610.h1.t1
OG0000331	Roisl.0017s0021.1.p	Aa_G159770.h1.t1
OG0000331	Roisl.0035s0031.1.p	Aa_G593400.h1.t1
OG0000332	Roisl.0209s0699.1.p	Aa_G597960.h1.t1
OG0000332	Roisl.0209s0709.1.p, Roisl.0209s0700.1.p, Roisl.0209s0704.1.p, Roisl.0209s0703.1.p, Roisl.0209s0707.1.p, Roisl.0209s0702.1.p, Roisl.0209s0692.1.p	Aa_G589850.h1.t1
OG0000335	Roisl.0018s0096.1.p	Aa_G132690.h1.t1, Aa_G132680.h1.t1
OG0000336	Roisl.0214s0842.1.p, Roisl.0021s0006.1.p, Roisl.0214s0804.1.p, Roisl.0036s0101.1.p	Aa_G151440.h1.t1
OG0000341	Roisl.0189s0228.1.p	Aa_G33370.h1.t1
OG0000342	Roisl.0074s0190.1.p	Aa_G71220.h1.t1
