Orthogroup	Rorippa_islandica	Euclidium_syriacum
OG0002880	Roisl.0010s0202.1.p	ESY2_g33403_DN3_SP4_c0.t1
OG0002882	Roisl.0024s0028.1.p	ESY2_g36602_DN3_SP0_c0.t1, ESY2_g36605_DN3_SP0_c0.t1, ESY2_g36603_DN3_SP0_c0.t1
OG0002883	Roisl.0004s0042.1.p	ESY2_g36113_DN3_SP0_c0.t1
OG0002883	Roisl.0007s0426.1.p	ESY5_g4375_DN3_SP0_c0.t1
OG0002884	Roisl.0024s0482.1.p	ESY6_g50442_DN3_SP0_c0.t1
OG0002884	Roisl.0046s0914.1.p	ESY1_g9758_DN3_SP0_c0.t1
OG0002885	Roisl.0053s0407.1.p	ESY6_g48996_DN2_SP0_c0.t1
OG0002886	Roisl.0054s0042.1.p, Roisl.0046s1288.1.p	ESY1_g11167_DN3_SP7_c0.t1
OG0002887	Roisl.0214s0081.1.p, Roisl.0008s0254.1.p	ESY15_g65237_DN3_SP6_c19.t1
OG0002888	Roisl.0082s0048.1.p, Roisl.0082s0047.1.p	ESY3_g27330_DN3_SP0_c0.t1, ESY3_g27370_DN3_SP0_c0.t1
OG0002889	Roisl.0053s0197.1.p	ESY3_g27834_DN3_SP7_c0.t1
OG0002890	Roisl.0058s0025.1.p, Roisl.0053s0242.1.p	ESY3_g28014_DN3_SP1_c0.t1
OG0002891	Roisl.0007s0041.1.p	ESY5_g3897_DN2_SP0_c15.t1
OG0002891	Roisl.0079s0316.1.p	ESY3_g30964_DN3_SP0_c0.t1
OG0002892	Roisl.0004s0458.1.p	ESY2_g34968_DN3_SP4_c15.t1, ESY2_g34967_DN2_SP1_c16.t1
OG0002893	Roisl.0005s0293.1.p	ESY7_g16807_DN3_SP8_c0.t1
OG0002893	Roisl.0210s1769.1.p	ESY6_g49205_DN3_SP0_c0.t1
OG0002895	Roisl.0074s0388.1.p	ESY3_g30602_DN3_SP7_c0.t1
OG0002895	Roisl.0006s0332.1.p	ESY2_g37019_DN3_SP7_c0.t1
OG0002896	Roisl.0031s0011.1.p, Roisl.0022s0214.1.p, Roisl.0022s0213.1.p	ESY6_g46825_DN3_SP0_c0.t1, ESY6_g46826_DN3_SP0_c0.t1
OG0002898	Roisl.0005s0062.1.p	ESY10_g14870_DN2_SP0_c0.t1, ESY2_g37824_DN2_SP0_c0.t1
OG0002899	Roisl.0001s0080.1.p	ESY4_g25557_DN3_SP0_c0.t1
OG0002899	Roisl.0066s0326.1.p	ESY11_g53837_DN3_SP0_c0.t1
OG0002900	Roisl.0091s0017.1.p	ESY26_g42362_DN3_SP8_c0.t1
OG0002900	Roisl.0213s0540.1.p	ESY18_g63154_DN3_SP7_c0.t1
OG0002901	Roisl.0012s0295.1.p	ESY7_g16605_DN3_SP8_c0.t1
OG0002902	Roisl.0082s0223.1.p	ESY7_g16337_DN2_SP0_c0.t1
OG0002902	Roisl.0091s0132.1.p	ESY9_g43662_DN3_SP0_c0.t1
OG0002903	Roisl.0046s1068.1.p	ESY1_g10122_DN3_SP0_c0.t1
OG0002903	Roisl.0024s0650.1.p	ESY6_g50239_DN3_SP0_c0.t1
OG0002904	Roisl.0024s0665.1.p	ESY1_g10132_DN3_SP8_c0.t1
OG0002904	Roisl.0046s1075.1.p	ESY6_g50670_DN3_SP0_c0.t1, ESY6_g50232_DN3_SP3_c0.t1
OG0002905	Roisl.0024s0677.1.p	ESY6_g50757_DN3_SP2_c0.t1
OG0002906	Roisl.0035s0011.1.p	ESY12_g51434_DN3_SP5_c0.t1
OG0002906	Roisl.0018s0361.1.p	ESY1_g12441_DN3_SP8_c0.t1
OG0002908	Roisl.0018s0290.1.p	ESY7_g18465_DN2_SP0_c0.t1, ESY1_g12342_DN3_SP1_c0.t1
OG0002908	Roisl.0035s0108.1.p	ESY12_g51704_DN2_SP8_c0.t1
OG0002909	Roisl.0035s0116.1.p	ESY12_g51716_DN3_SP8_c0.t1
OG0002910	Roisl.0018s0198.1.p	ESY1_g12156_DN3_SP8_c0.t1
OG0002911	Roisl.0028s0213.1.p, Roisl.0018s0088.1.p	ESY1_g11896_DN3_SP8_c0.t1
OG0002912	Roisl.0046s1550.1.p, Roisl.0189s0067.1.p	ESY16_g61667_DN3_SP1_c0.t1
OG0002913	Roisl.0046s1435.1.p	ESY1_g10938_DN2_SP0_c0.t1
OG0002914	Roisl.0031s0115.1.p	ESY6_g47408_DN3_SP8_c0.t1
OG0002914	Roisl.0022s0460.1.p	ESY4_g23857_DN3_SP2_c0.t1
OG0002915	Roisl.0015s0179.1.p, Roisl.0038s0030.1.p	ESY14_g20001_DN2_SP0_c0.t1
OG0002916	Roisl.0001s0265.1.p	ESY4_g26229_DN3_SP3_c0.t1
OG0002916	Roisl.0066s0094.1.p	ESY11_g54220_DN3_SP7_c0.t1
OG0002917	Roisl.0080s0565.1.p	ESY11_g54425_DN2_SP6_c0.t1
OG0002918	Roisl.0017s0136.1.p, Roisl.0017s0137.1.p, Roisl.0017s0135.1.p, Roisl.0017s0134.1.p	ESY9_g45087_DN3_SP0_c0.t1
OG0002919	Roisl.0210s1642.1.p	ESY7_g16878_DN3_SP0_c0.t1, ESY7_g16879_DN3_SP0_c0.t1
OG0002920	Roisl.0028s0027.1.p	ESY12_g51876_DN3_SP0_c0.t1, ESY12_g51877_DN3_SP0_c0.t1
OG0002921	Roisl.0016s0260.1.p	ESY3_g32347_DN3_SP6_c0.t1
OG0002922	Roisl.0046s0422.1.p, Roisl.0039s0034.1.p	ESY3_g31809_DN3_SP7_c0.t1
OG0002923	Roisl.0039s0104.1.p	ESY3_g31661_DN2_SP8_c0.t1
OG0002923	Roisl.0046s0353.1.p	ESY10_g15408_DN3_SP5_c0.t1
OG0002924	Roisl.0079s0198.1.p, Roisl.0074s0636.1.p	ESY3_g30230_DN3_SP8_c0.t1
OG0002925	Roisl.0079s0252.1.p	ESY7_g19626_DN3_SP0_c0.t1, ESY7_g19616_DN3_SP0_c0.t1
OG0002926	Roisl.0074s1027.1.p	ESY7_g16710_DN3_SP0_c0.t1
OG0002926	Roisl.0074s1026.1.p	ESY6_g49325_DN3_SP2_c0.t1
OG0002927	Roisl.0213s0763.1.p, Roisl.0074s0663.1.p	ESY3_g30186_DN3_SP0_c0.t1, ESY12_g51957_DN3_SP0_c0.t1, ESY3_g30185_DN3_SP0_c0.t1, ESY3_g30187_DN3_SP0_c0.t1
OG0002928	Roisl.0074s0466.1.p	ESY3_g30512_DN3_SP4_c0.t1
OG0002928	Roisl.0006s0398.1.p	ESY2_g36925_DN3_SP0_c0.t1
OG0002929	Roisl.0046s0033.1.p, Roisl.0074s0344.1.p	ESY3_g30019_DN2_SP0_c0.t1, ESY16_g61911_DN3_SP0_c0.t1, ESY3_g30616_DN3_SP0_c0.t1
OG0002930	Roisl.0074s0368.1.p, Roisl.0074s0369.1.p	ESY3_g30638_DN3_SP2_c0.t1
OG0002931	Roisl.0074s0131.1.p	ESY3_g29720_DN3_SP0_c0.t1
OG0002931	Roisl.0074s0130.1.p	ESY3_g29719_DN3_SP7_c0.t1
OG0002932	Roisl.0074s0117.1.p	ESY3_g29377_DN3_SP0_c0.t1
OG0002932	Roisl.0074s0119.1.p	ESY3_g29708_DN3_SP0_c0.t1, ESY3_g29710_DN3_SP0_c0.t1
OG0002933	Roisl.0115s0362.1.p	ESY3_g29434_DN3_SP2_c0.t1
OG0002935	Roisl.0115s0534.1.p, Roisl.0115s0535.1.p, Roisl.0115s0530.1.p	ESY3_g28979_DN3_SP0_c0.t1
OG0002936	Roisl.0115s0523.1.p	ESY3_g28993_DN3_SP8_c0.t1
OG0002937	Roisl.0022s0033.1.p	ESY2_g34379_DN3_SP8_c0.t1
OG0002938	Roisl.0191s0469.1.p, Roisl.0210s0077.1.p	ESY20_g12939_DN3_SP8_c0.t1
OG0002939	Roisl.0210s0165.1.p	ESY5_g5372_DN3_SP0_c0.t1
OG0002939	Roisl.0191s0620.1.p	ESY20_g13131_DN2_SP0_c0.t1
OG0002940	Roisl.0033s0124.1.p	ESY8_g58533_DN3_SP0_c0.t1
OG0002940	Roisl.0091s0888.1.p	ESY5_g4704_DN3_SP0_c0.t1
OG0002941	Roisl.0007s0621.1.p	ESY5_g2881_DN3_SP6_c0.t1
OG0002942	Roisl.0007s0156.1.p	ESY5_g4028_DN3_SP0_c0.t1
OG0002942	Roisl.0007s0157.1.p	ESY5_g4029_DN2_SP0_c0.t1, ESY5_g4032_DN3_SP0_c0.t1, ESY5_g4031_DN3_SP1_c0.t1
OG0002943	Roisl.0010s0177.1.p	ESY2_g33468_DN3_SP0_c0.t1, ESY2_g33469_DN3_SP0_c0.t1, ESY2_g33502_DN3_SP0_c0.t1, ESY2_g33466_DN3_SP0_c0.t1
OG0002944	Roisl.0209s0747.1.p, Roisl.0209s0749.1.p	ESY2_g33892_DN3_SP0_c0.t1
OG0002945	Roisl.0214s0800.1.p, Roisl.0214s0799.1.p	ESY5_g3097_DN2_SP0_c0.t1
OG0002946	Roisl.0046s0499.1.p, Roisl.0046s0500.1.p	ESY4_g26474_DN3_SP0_c0.t1
OG0002947	Roisl.0091s0153.1.p, Roisl.0082s0248.1.p	ESY7_g16368_DN3_SP8_c0.t1
OG0002948	Roisl.0115s0701.1.p	ESY4_g26847_DN3_SP0_c0.t1
OG0002948	Roisl.0115s0702.1.p	ESY4_g26848_DN3_SP0_c0.t1
OG0002949	Roisl.0115s0668.1.p, Roisl.0115s0671.1.p	ESY4_g26794_DN1_SP0_c0.t1
OG0002950	Roisl.0001s0418.1.p	ESY4_g26595_DN3_SP0_c14.t1
OG0002950	Roisl.0046s0564.1.p	ESY8_g59659_DN2_SP0_c23.t1
OG0002951	Roisl.0001s0184.1.p	ESY4_g25316_DN3_SP0_c0.t1
OG0002951	Roisl.0066s0176.1.p	ESY11_g54084_DN3_SP0_c0.t1
OG0002952	Roisl.0003s0257.1.p	ESY4_g25232_DN3_SP8_c0.t1
OG0002952	Roisl.0023s0093.1.p	ESY8_g59332_DN3_SP7_c0.t1
OG0002953	Roisl.0027s0135.1.p	ESY8_g59216_DN3_SP3_c0.t1
OG0002953	Roisl.0008s0264.1.p	ESY4_g25958_DN3_SP0_c11.t1
OG0002954	Roisl.0023s0062.1.p	ESY8_g59354_DN2_SP1_c0.t1
OG0002954	Roisl.0003s0229.1.p	ESY4_g25072_DN3_SP6_c0.t1
OG0002955	Roisl.0003s0215.1.p	ESY4_g25050_DN3_SP2_c0.t1
OG0002955	Roisl.0023s0035.1.p	ESY8_g59362_DN3_SP0_c0.t1
OG0002956	Roisl.0053s0275.1.p	ESY3_g28124_DN3_SP2_c0.t1
OG0002957	Roisl.0191s0595.1.p	ESY20_g13185_DN3_SP0_c0.t1, ESY20_g13180_DN3_SP0_c0.t1, ESY20_g13181_DN3_SP0_c0.t1, ESY20_g13183_DN3_SP0_c0.t1, ESY20_g13184_DN2_SP0_c8.t1, ESY20_g13186_DN1_SP0_c0.t1
OG0002958	Roisl.0214s0491.1.p	ESY11_g54963_DN3_SP8_c0.t1
OG0002958	Roisl.0022s0506.1.p	ESY4_g23951_DN3_SP2_c0.t1
OG0002961	Roisl.0007s0780.1.p	ESY10_g15055_DN3_SP0_c0.t1
OG0002962	Roisl.0001s0435.1.p, Roisl.0022s0009.1.p	ESY4_g26613_DN3_SP0_c11.t1
OG0002963	Roisl.0002s0086.1.p, Roisl.0074s0248.1.p, Roisl.0074s0233.1.p	ESY3_g29864_DN1_SP0_c0.t1
OG0002971	Roisl.0042s0121.1.p	ESY7_g18915_DN3_SP0_c0.t1
OG0002972	Roisl.0021s0572.1.p	ESY8_g59518_DN3_SP7_c0.t1
OG0002972	Roisl.0003s0058.1.p	ESY4_g24637_DN3_SP8_c0.t1
OG0002973	Roisl.0079s0159.1.p	ESY10_g14839_DN2_SP0_c0.t1, ESY2_g35278_DN3_SP0_c0.t1, ESY2_g35277_DN3_SP0_c0.t1, ESY6_g49819_DN3_SP0_c0.t1
OG0002975	Roisl.0214s0022.1.p	ESY8_g59396_DN3_SP8_c0.t1
OG0002976	Roisl.0210s1392.1.p	ESY7_g17241_DN3_SP8_c0.t1
OG0002976	Roisl.0016s0237.1.p	ESY3_g32387_DN3_SP0_c0.t1
OG0002977	Roisl.0210s1299.1.p	ESY7_g17371_DN3_SP0_c0.t1
OG0002978	Roisl.0016s0021.1.p	ESY3_g32676_DN3_SP5_c0.t1
OG0002978	Roisl.0210s1113.1.p	ESY7_g17656_DN3_SP5_c0.t1
OG0002980	Roisl.0209s0072.1.p, Roisl.0075s0209.1.p, Roisl.0046s0687.1.p, Roisl.0075s0210.1.p	ESY4_g26869_DN3_SP0_c0.t1
OG0002981	Roisl.0210s0752.1.p, Roisl.0024s0418.1.p	ESY6_g50519_DN3_SP8_c0.t1
OG0002982	Roisl.0210s0693.1.p	ESY7_g17922_DN3_SP8_c0.t1
OG0002982	Roisl.0024s0354.1.p	ESY6_g50630_DN3_SP7_c0.t1
OG0002983	Roisl.0046s0329.1.p, Roisl.0008s0160.1.p	ESY23_g101_DN3_SP1_c0.t1
OG0002984	Roisl.0210s0585.1.p	ESY7_g18681_DN3_SP0_c0.t1
OG0002984	Roisl.0011s0496.1.p	ESY10_g13778_DN2_SP0_c0.t1
OG0002987	Roisl.0012s0224.1.p	ESY8_g58163_DN3_SP8_c0.t1
OG0002988	Roisl.0214s0308.1.p, Roisl.0213s0027.1.p	ESY4_g22508_DN1_SP0_c0.t1
OG0002989	Roisl.0028s0885.1.p	ESY4_g23681_DN3_SP0_c0.t1
OG0002990	Roisl.0213s0335.1.p	ESY16_g62232_DN3_SP0_c0.t1
OG0002990	Roisl.0213s0334.1.p	ESY4_g23762_DN2_SP0_c0.t1
OG0002991	Roisl.0028s0952.1.p, Roisl.0209s0173.1.p	ESY16_g61672_DN3_SP8_c0.t1
OG0002992	Roisl.0024s0527.1.p	ESY6_g50401_DN3_SP0_c31.t1
OG0002993	Roisl.0046s0935.1.p, Roisl.0024s0523.1.p	ESY6_g50406_DN3_SP1_c0.t1
OG0002994	Roisl.0024s0510.1.p	ESY6_g50417_DN3_SP7_c0.t1
OG0002995	Roisl.0080s0175.1.p	ESY6_g49585_DN1_SP0_c0.t1
OG0002995	Roisl.0080s0176.1.p	ESY6_g49587_DN3_SP0_c0.t1
OG0002996	Roisl.0210s1934.1.p	ESY6_g48999_DN3_SP8_c0.t1
OG0002996	Roisl.0027s0073.1.p	ESY1_g7298_DN3_SP3_c0.t1
OG0002998	Roisl.0080s0410.1.p, Roisl.0080s0411.1.p	ESY6_g48640_DN3_SP0_c0.t1
OG0003000	Roisl.0080s0711.1.p, Roisl.0080s0710.1.p	ESY6_g48167_DN2_SP1_c0.t1
OG0003000	Roisl.0039s0077.1.p	ESY20_g12709_DN3_SP0_c0.t1
OG0003001	Roisl.0091s0904.1.p	ESY5_g4685_DN3_SP0_c0.t1
OG0003002	Roisl.0080s0841.1.p	ESY6_g47971_DN1_SP0_c0.t1
OG0003003	Roisl.0022s0366.1.p	ESY6_g47965_DN3_SP0_c0.t1
OG0003003	Roisl.0080s0845.1.p	ESY6_g47964_DN3_SP0_c0.t1
OG0003004	Roisl.0006s0074.1.p, Roisl.0046s0102.1.p	ESY5_g3332_DN2_SP0_c1.t1
OG0003005	Roisl.0210s0402.1.p, Roisl.0210s0401.1.p	ESY7_g18714_DN3_SP8_c0.t1
OG0003006	Roisl.0210s0252.1.p, Roisl.0082s0394.1.p	ESY20_g13310_DN3_SP0_c0.t1
OG0003007	Roisl.0019s0843.1.p, Roisl.0038s0025.1.p, Roisl.0082s0622.1.p, Roisl.0082s0621.1.p, Roisl.0082s0623.1.p	ESY3_g32104_DN3_SP0_c0.t1, ESY1_g8161_DN3_SP0_c0.t1
OG0003008	Roisl.0026s0160.1.p	ESY1_g11703_DN3_SP0_c0.t1
OG0003009	Roisl.0079s0314.1.p	ESY3_g30961_DN3_SP0_c0.t1
OG0003010	Roisl.0009s0112.1.p, Roisl.0009s0115.1.p	ESY8_g60140_DN3_SP0_c37.t1
OG0003011	Roisl.0191s0038.1.p	ESY5_g2365_DN3_SP3_c0.t1
OG0003011	Roisl.0004s0107.1.p	ESY2_g35069_DN3_SP0_c0.t1
OG0003012	Roisl.0043s0007.1.p, Roisl.0210s2191.1.p, Roisl.0007s0732.1.p	ESY3_g31304_DN3_SP0_c0.t1
OG0003013	Roisl.0004s0143.1.p	ESY2_g34604_DN3_SP1_c0.t1
OG0003013	Roisl.0191s0002.1.p	ESY5_g2395_DN3_SP0_c0.t1
OG0003014	Roisl.0001s0181.1.p	ESY4_g25325_DN3_SP0_c0.t1
OG0003014	Roisl.0066s0180.1.p	ESY11_g54079_DN2_SP0_c0.t1
OG0003015	Roisl.0001s0182.1.p	ESY4_g25324_DN3_SP0_c0.t1
OG0003015	Roisl.0066s0179.1.p	ESY11_g54082_DN3_SP8_c0.t1
OG0003016	Roisl.0184s0021.1.p, Roisl.0184s0017.1.p, Roisl.0184s0018.1.p	ESY19_g41757_DN3_SP0_c75.t1
OG0003017	Roisl.0053s0172.1.p	ESY3_g27566_DN2_SP8_c0.t1
OG0003018	Roisl.0053s0187.1.p	ESY3_g27608_DN3_SP1_c28.t1
OG0003020	Roisl.0075s0104.1.p	ESY27_g13527_DN3_SP8_c0.t1
OG0003021	Roisl.0007s0294.1.p	ESY5_g4205_DN3_SP0_c0.t1
OG0003021	Roisl.0004s0518.1.p	ESY2_g34896_DN3_SP0_c0.t1
OG0003022	Roisl.0191s0403.1.p, Roisl.0019s0678.1.p	ESY2_g34417_DN3_SP7_c0.t1
OG0003023	Roisl.0044s0068.1.p	ESY4_g24302_DN3_SP2_c7.t1
OG0003023	Roisl.0044s0100.1.p	ESY34_g45727_DN3_SP0_c7.t1
OG0003024	Roisl.0007s0007.1.p, Roisl.0004s0209.1.p	ESY2_g34690_DN3_SP8_c0.t1
OG0003025	Roisl.0025s0045.1.p	ESY21_g55547_DN2_SP0_c0.t1
OG0003025	Roisl.0009s0234.1.p	ESY8_g60359_DN3_SP0_c0.t1
OG0003026	Roisl.0025s0048.1.p	ESY21_g55504_DN3_SP0_c0.t1
OG0003027	Roisl.0005s0299.1.p, Roisl.0005s0304.1.p	ESY7_g16801_DN3_SP0_c0.t1
OG0003028	Roisl.0115s0267.1.p	ESY3_g29396_DN3_SP8_c0.t1
OG0003029	Roisl.0006s0137.1.p	ESY2_g37381_DN3_SP1_c0.t1
OG0003029	Roisl.0115s0378.1.p	ESY3_g29215_DN3_SP7_c0.t1
OG0003030	Roisl.0013s0015.1.p	ESY2_g37696_DN3_SP8_c0.t1
OG0003031	Roisl.0115s0462.1.p, Roisl.0006s0220.1.p	ESY3_g29109_DN1_SP0_c0.t1
OG0003032	Roisl.0074s0328.1.p	ESY3_g29996_DN3_SP0_c0.t1
OG0003033	Roisl.0017s0183.1.p	ESY9_g45248_DN3_SP0_c0.t1
OG0003034	Roisl.0024s0624.1.p	ESY6_g50278_DN3_SP0_c0.t1
OG0003034	Roisl.0046s1039.1.p	ESY1_g10076_DN2_SP0_c0.t1
OG0003037	Roisl.0082s0277.1.p	ESY7_g16474_DN3_SP8_c0.t1
OG0003037	Roisl.0091s0204.1.p	ESY9_g43457_DN3_SP4_c0.t1
OG0003040	Roisl.0018s0158.1.p, Roisl.0018s0157.1.p, Roisl.0018s0156.1.p	ESY1_g12066_DN3_SP0_c0.t1
OG0003041	Roisl.0018s0123.1.p	ESY1_g11982_DN3_SP0_c0.t1, ESY1_g11983_DN3_SP0_c0.t1
OG0003043	Roisl.0028s0380.1.p	ESY12_g51311_DN2_SP0_c0.t1
OG0003043	Roisl.0026s0077.1.p	ESY1_g11513_DN3_SP0_c0.t1
OG0003044	Roisl.0017s0081.1.p, Roisl.0046s1332.1.p	ESY1_g11097_DN3_SP0_c0.t1
OG0003045	Roisl.0213s0501.1.p	ESY3_g32346_DN3_SP0_c0.t1
OG0003047	Roisl.0019s0832.1.p	ESY19_g42009_DN3_SP0_c0.t1
OG0003048	Roisl.0019s0818.1.p	ESY19_g41973_DN3_SP0_c0.t1
OG0003049	Roisl.0019s0775.1.p	ESY21_g55175_DN3_SP0_c0.t1
OG0003050	Roisl.0022s0012.1.p, Roisl.0053s0128.1.p	ESY2_g34371_DN3_SP8_c7.t1
OG0003051	Roisl.0015s0071.1.p	ESY1_g11472_DN3_SP0_c0.t1
OG0003051	Roisl.0022s0124.1.p	ESY15_g65381_DN3_SP0_c0.t1
OG0003052	Roisl.0063s0038.1.p	ESY8_g59895_DN3_SP7_c0.t1
OG0003052	Roisl.0115s0721.1.p	ESY4_g26879_DN3_SP5_c0.t1
OG0003053	Roisl.0204s0058.1.p, Roisl.0204s0056.1.p	ESY14_g20842_DN3_SP0_c0.t1
OG0003054	Roisl.0213s0624.1.p, Roisl.0091s0274.1.p	ESY18_g63696_DN3_SP0_c0.t1
OG0003055	Roisl.0210s1628.1.p	ESY7_g17885_DN3_SP0_c0.t1
OG0003055	Roisl.0210s1630.1.p	ESY7_g16898_DN3_SP0_c0.t1, ESY7_g16900_DN3_SP0_c0.t1
OG0003056	Roisl.0039s0141.1.p, Roisl.0210s1647.1.p	ESY3_g31601_DN3_SP8_c0.t1
OG0003057	Roisl.0046s0316.1.p	ESY6_g49865_DN2_SP0_c0.t1
OG0003057	Roisl.0046s0315.1.p	ESY10_g15295_DN2_SP2_c0.t1
OG0003059	Roisl.0067s0066.1.p	ESY12_g52232_DN3_SP7_c0.t1
OG0003060	Roisl.0028s0051.1.p	ESY12_g51913_DN3_SP0_c0.t1
OG0003061	Roisl.0028s0200.1.p	ESY12_g52161_DN3_SP1_c0.t1
OG0003062	Roisl.0028s0205.1.p	ESY12_g52163_DN3_SP0_c9.t1
OG0003063	Roisl.0191s0409.1.p	ESY12_g51214_DN2_SP0_c0.t1, ESY12_g51213_DN3_SP0_c0.t1, ESY12_g51212_DN2_SP0_c0.t1, ESY9_g44843_DN2_SP0_c0.t1
OG0003064	Roisl.0039s0042.1.p	ESY3_g31798_DN3_SP8_c0.t1
OG0003064	Roisl.0046s0411.1.p	ESY10_g15590_DN3_SP5_c0.t1
OG0003065	Roisl.0091s1192.1.p	ESY5_g3245_DN3_SP4_c0.t1
OG0003065	Roisl.0039s0079.1.p	ESY3_g31696_DN3_SP8_c6.t1
OG0003066	Roisl.0039s0107.1.p, Roisl.0039s0108.1.p	ESY1_g12237_DN3_SP0_c0.t1
OG0003067	Roisl.0079s0046.1.p, Roisl.0036s0082.1.p	ESY3_g31496_DN3_SP8_c0.t1
OG0003068	Roisl.0079s0235.1.p, Roisl.0079s0232.1.p	ESY3_g30793_DN2_SP0_c0.t1
OG0003068	Roisl.0034s0019.1.p	ESY7_g19659_DN3_SP0_c0.t1
OG0003069	Roisl.0074s0921.1.p	ESY3_g31176_DN3_SP0_c0.t1
OG0003070	Roisl.0074s0651.1.p, Roisl.0021s0540.1.p	ESY3_g30209_DN3_SP2_c0.t1
OG0003071	Roisl.0012s0211.1.p, Roisl.0074s0343.1.p	ESY3_g30018_DN3_SP1_c0.t1
OG0003072	Roisl.0074s0136.1.p	ESY3_g29725_DN3_SP8_c0.t1
OG0003072	Roisl.0013s0089.1.p	ESY2_g37975_DN3_SP4_c0.t1
OG0003073	Roisl.0074s0102.1.p	ESY3_g29692_DN3_SP0_c0.t1
OG0003073	Roisl.0013s0075.1.p	ESY2_g37931_DN2_SP0_c0.t1, ESY2_g37929_DN1_SP0_c0.t1
OG0003074	Roisl.0032s0033.1.p, Roisl.0024s0019.1.p	ESY2_g35237_DN3_SP8_c0.t1
OG0003076	Roisl.0191s0503.1.p	ESY20_g12983_DN3_SP0_c0.t1
OG0003076	Roisl.0210s0057.1.p	ESY5_g5526_DN3_SP7_c0.t1
OG0003077	Roisl.0210s0071.1.p	ESY5_g5507_DN3_SP0_c0.t1
OG0003077	Roisl.0080s0677.1.p	ESY6_g48244_DN3_SP0_c0.t1
OG0003077	Roisl.0191s0473.1.p	ESY2_g33972_DN3_SP0_c0.t1, ESY20_g12946_DN3_SP0_c0.t1
OG0003078	Roisl.0210s0205.1.p	ESY5_g5320_DN3_SP0_c0.t1, ESY5_g5321_DN3_SP0_c0.t1, ESY5_g5322_DN3_SP0_c0.t1
OG0003079	Roisl.0210s0273.1.p	ESY5_g5177_DN3_SP4_c0.t1
OG0003079	Roisl.0214s0776.1.p	ESY20_g13353_DN3_SP0_c0.t1
OG0003080	Roisl.0033s0152.1.p, Roisl.0033s0153.1.p	ESY8_g58502_DN3_SP8_c0.t1
OG0003082	Roisl.0007s0641.1.p, Roisl.0011s0058.1.p	ESY5_g2866_DN3_SP0_c0.t1
OG0003083	Roisl.0007s0635.1.p	ESY5_g2868_DN3_SP8_c0.t1
OG0003084	Roisl.0007s0584.1.p	ESY5_g2925_DN3_SP7_c0.t1
OG0003085	Roisl.0007s0285.1.p	ESY5_g4194_DN3_SP8_c0.t1
OG0003085	Roisl.0004s0500.1.p	ESY2_g34917_DN3_SP7_c0.t1
OG0003086	Roisl.0004s0270.1.p	ESY2_g34773_DN3_SP0_c0.t1
OG0003086	Roisl.0007s0083.1.p	ESY5_g3938_DN3_SP0_c0.t1
OG0003087	Roisl.0007s0064.1.p, Roisl.0007s0065.1.p	ESY5_g3925_DN3_SP7_c19.t1
OG0003088	Roisl.0007s0062.1.p	ESY5_g3922_DN3_SP0_c0.t1
OG0003088	Roisl.0007s0063.1.p	ESY5_g3895_DN1_SP0_c0.t1, ESY5_g3924_DN3_SP0_c0.t1
OG0003089	Roisl.0007s0011.1.p	ESY5_g2549_DN3_SP0_c0.t1
OG0003090	Roisl.0019s0292.1.p, Roisl.0191s0085.1.p, Roisl.0019s0068.1.p	ESY2_g35772_DN3_SP7_c0.t1
OG0003091	Roisl.0036s0072.1.p, Roisl.0206s0029.1.p	ESY1_g6958_DN2_SP0_c0.t1
OG0003092	Roisl.0012s0315.1.p, Roisl.0012s0314.1.p	ESY7_g16622_DN3_SP0_c0.t1, ESY7_g16624_DN3_SP0_c0.t1
OG0003093	Roisl.0001s0269.1.p	ESY4_g26244_DN2_SP0_c0.t1, ESY4_g26245_DN2_SP0_c0.t1, ESY4_g26243_DN3_SP0_c0.t1, ESY4_g26242_DN3_SP0_c0.t1
OG0003094	Roisl.0001s0097.1.p	ESY4_g25521_DN3_SP0_c0.t1
OG0003094	Roisl.0001s0099.1.p	ESY4_g25520_DN3_SP0_c0.t1
OG0003095	Roisl.0191s0667.1.p, Roisl.0191s0661.1.p	ESY4_g25890_DN3_SP0_c0.t1
OG0003095	Roisl.0001s0095.1.p	ESY4_g25522_DN3_SP8_c5.t1
OG0003096	Roisl.0003s0224.1.p, Roisl.0003s0225.1.p	ESY4_g25065_DN3_SP0_c0.t1
OG0003097	Roisl.0019s0570.1.p	ESY2_g35443_DN3_SP0_c0.t1
OG0003097	Roisl.0191s0317.1.p	ESY5_g1561_DN3_SP8_c0.t1, ESY16_g62349_DN3_SP0_c0.t1
OG0003098	Roisl.0191s0645.1.p	ESY20_g13093_DN3_SP0_c0.t1
OG0003098	Roisl.0191s0643.1.p	ESY20_g13094_DN3_SP0_c0.t1
OG0003101	Roisl.0029s0031.1.p, Roisl.0066s0092.1.p	ESY11_g54223_DN3_SP1_c0.t1
OG0003102	Roisl.0003s0080.1.p	ESY4_g24717_DN3_SP0_c0.t1
OG0003102	Roisl.0021s0593.1.p	ESY8_g59477_DN3_SP0_c0.t1
OG0003103	Roisl.0082s0672.1.p	ESY8_g58840_DN3_SP0_c0.t1
OG0003104	Roisl.0080s0113.1.p, Roisl.0033s0077.1.p	ESY8_g58605_DN3_SP0_c0.t1
OG0003105	Roisl.0023s0014.1.p, Roisl.0024s0066.1.p	ESY3_g27672_DN3_SP0_c0.t1
