Orthogroup	Rorippa_islandica	Euclidium_syriacum
OG0019011	Roisl.0009s0020.1.p	ESY8_g60005_DN2_SP4_c0.t1
OG0019014	Roisl.0091s0653.1.p	ESY16_g61507_DN3_SP0_c0.t1
OG0019016	Roisl.0091s0645.1.p	ESY16_g61593_DN1_SP0_c0.t1
OG0019017	Roisl.0209s0152.1.p	ESY16_g61641_DN2_SP0_c0.t1
OG0019018	Roisl.0209s0154.1.p	ESY16_g61644_DN3_SP0_c0.t1
OG0019019	Roisl.0016s0002.1.p	ESY3_g32694_DN3_SP0_c0.t1
OG0019021	Roisl.0024s0631.1.p	ESY6_g50269_DN2_SP0_c0.t1
OG0019022	Roisl.0026s0168.1.p	ESY1_g11715_DN3_SP0_c0.t1, ESY1_g11714_DN3_SP0_c0.t1
OG0019023	Roisl.0026s0207.1.p	ESY1_g11776_DN3_SP0_c0.t1
OG0019024	Roisl.0046s1545.1.p	ESY1_g10724_DN2_SP0_c0.t1, ESY1_g10715_DN2_SP0_c0.t1
OG0019027	Roisl.0184s0087.1.p	ESY7_g17744_DN3_SP0_c0.t1
OG0019028	Roisl.0053s0209.1.p	ESY3_g27910_DN3_SP0_c0.t1
OG0019032	Roisl.0066s0016.1.p	ESY11_g54405_DN3_SP0_c0.t1
OG0019033	Roisl.0028s0548.1.p	ESY12_g50980_DN2_SP0_c0.t1
OG0019035	Roisl.0074s0621.1.p	ESY3_g30248_DN3_SP0_c0.t1
OG0019037	Roisl.0213s0648.1.p	ESY18_g63907_DN3_SP3_c0.t1
OG0019041	Roisl.0209s0296.1.p	ESY9_g44585_DN1_SP0_c0.t1
OG0019043	Roisl.0035s0055.1.p	ESY12_g51609_DN3_SP0_c0.t1
OG0019044	Roisl.0028s0031.1.p	ESY12_g51885_DN3_SP0_c10.t1
OG0019046	Roisl.0028s0104.1.p	ESY12_g52020_DN1_SP0_c0.t1
OG0019047	Roisl.0028s0112.1.p	ESY12_g52030_DN3_SP0_c0.t1
OG0019048	Roisl.0028s0119.1.p	ESY12_g52039_DN3_SP7_c0.t1
OG0019054	Roisl.0036s0091.1.p	ESY15_g64226_DN3_SP0_c0.t1
OG0019058	Roisl.0039s0162.1.p	ESY3_g31581_DN3_SP0_c0.t1
OG0019059	Roisl.0079s0011.1.p	ESY3_g31547_DN2_SP0_c15.t1
OG0019062	Roisl.0074s0789.1.p	ESY3_g31340_DN2_SP0_c0.t1
OG0019064	Roisl.0074s0251.1.p	ESY3_g29878_DN2_SP6_c0.t1
OG0019070	Roisl.0053s0383.1.p	ESY3_g28596_DN2_SP0_c0.t1
OG0019071	Roisl.0115s0622.1.p	ESY3_g28820_DN3_SP5_c0.t1
OG0019075	Roisl.0210s1598.1.p	ESY7_g16948_DN3_SP1_c0.t1
OG0019076	Roisl.0210s1593.1.p	ESY7_g16954_DN3_SP0_c0.t1
OG0019077	Roisl.0210s0022.1.p	ESY5_g5559_DN3_SP6_c0.t1
OG0019078	Roisl.0210s0117.1.p	ESY5_g5458_DN3_SP4_c0.t1
OG0019079	Roisl.0210s0281.1.p	ESY5_g5169_DN3_SP0_c0.t1
OG0019081	Roisl.0210s0322.1.p	ESY5_g5152_DN3_SP0_c0.t1
OG0019082	Roisl.0210s0341.1.p	ESY5_g5078_DN3_SP0_c0.t1
OG0019083	Roisl.0210s0386.1.p	ESY5_g4994_DN3_SP0_c0.t1
OG0019086	Roisl.0091s1111.1.p	ESY5_g3111_DN3_SP0_c0.t1
OG0019091	Roisl.0191s0054.1.p	ESY5_g2339_DN3_SP0_c0.t1
OG0019094	Roisl.0019s0439.1.p	ESY2_g35619_DN1_SP0_c0.t1
OG0019096	Roisl.0209s0562.1.p	ESY2_g33681_DN3_SP0_c0.t1
OG0019101	Roisl.0006s0378.1.p	ESY5_g3738_DN3_SP0_c0.t1
OG0019102	Roisl.0005s0133.1.p	ESY10_g15019_DN3_SP0_c0.t1
OG0019104	Roisl.0005s0030.1.p	ESY10_g14775_DN3_SP0_c0.t1
OG0019105	Roisl.0005s0028.1.p	ESY10_g14779_DN3_SP0_c0.t1
OG0019108	Roisl.0013s0102.1.p	ESY2_g37998_DN3_SP8_c0.t1
OG0019109	Roisl.0013s0071.1.p	ESY2_g37914_DN3_SP7_c0.t1
OG0019110	Roisl.0019s0242.1.p	ESY2_g35647_DN3_SP0_c0.t1
OG0019112	Roisl.0001s0112.1.p	ESY4_g25499_DN3_SP0_c0.t1
OG0019113	Roisl.0003s0237.1.p	ESY4_g25096_DN1_SP0_c0.t1
OG0019115	Roisl.0008s0311.1.p	ESY4_g25831_DN2_SP0_c0.t1
OG0019116	Roisl.0008s0314.1.p	ESY4_g25828_DN3_SP3_c94.t1
OG0019118	Roisl.0191s0671.1.p	ESY20_g13205_DN3_SP0_c0.t1
OG0019120	Roisl.0015s0028.1.p	ESY20_g13352_DN3_SP0_c0.t1
OG0019123	Roisl.0011s0280.1.p	ESY10_g14129_DN1_SP0_c0.t1
OG0019124	Roisl.0210s0019.1.p	ESY5_g5562_DN3_SP0_c0.t1
OG0019125	Roisl.0210s0225.1.p	ESY5_g5278_DN3_SP0_c0.t1, ESY3_g28778_DN2_SP0_c0.t1
OG0019126	Roisl.0091s0983.1.p	ESY5_g4574_DN1_SP0_c0.t1
OG0019127	Roisl.0091s1004.1.p	ESY5_g4546_DN3_SP0_c0.t1
OG0019129	Roisl.0007s0698.1.p	ESY5_g2802_DN2_SP0_c0.t1
OG0019132	Roisl.0191s0316.1.p	ESY5_g1617_DN3_SP0_c21.t1
OG0019138	Roisl.0213s0463.1.p	ESY16_g61820_DN3_SP0_c15.t1
OG0019139	Roisl.0006s0518.1.p	ESY2_g36250_DN3_SP0_c8.t1
OG0019142	Roisl.0210s2168.1.p	ESY1_g11837_DN3_SP0_c0.t1
OG0019143	Roisl.0185s0020.1.p	ESY9_g42919_DN3_SP1_c0.t1
OG0019146	Roisl.0021s0529.1.p	ESY2_g36338_DN1_SP0_c0.t1
OG0019149	Roisl.0214s0861.1.p	ESY2_g34170_DN3_SP0_c0.t1
OG0019151	Roisl.0184s0078.1.p	ESY2_g34229_DN3_SP0_c0.t1
OG0019152	Roisl.0189s0056.1.p	ESY2_g34250_DN3_SP0_c0.t1
OG0019155	Roisl.0204s0198.1.p	ESY2_g34322_DN3_SP0_c0.t1, ESY11_g54662_DN1_SP0_c0.t1
OG0019158	Roisl.0055s0011.1.p	ESY2_g35256_DN3_SP4_c5.t1
OG0019159	Roisl.0019s0711.1.p	ESY2_g34460_DN3_SP0_c0.t1
OG0019160	Roisl.0019s0660.1.p	ESY2_g34395_DN3_SP0_c0.t1
OG0019161	Roisl.0019s0237.1.p	ESY2_g35829_DN3_SP0_c0.t1
OG0019162	Roisl.0019s0236.1.p	ESY2_g35830_DN3_SP0_c0.t1
OG0019163	Roisl.0019s0215.1.p	ESY2_g35855_DN3_SP0_c0.t1
OG0019166	Roisl.0016s0230.1.p	ESY3_g32399_DN3_SP1_c0.t1
OG0019170	Roisl.0115s0474.1.p	ESY3_g29088_DN3_SP0_c0.t1
OG0019174	Roisl.0038s0053.1.p	ESY5_g5564_DN3_SP2_c0.t1
OG0019175	Roisl.0038s0012.1.p	ESY11_g52793_DN3_SP0_c12.t1
OG0019176	Roisl.0018s0178.1.p, Roisl.0018s0179.1.p	ESY11_g54225_DN1_SP0_c0.t1, ESY11_g54237_DN1_SP0_c0.t1
OG0019177	Roisl.0188s0005.1.p	ESY11_g52691_DN3_SP5_c0.t1
OG0019178	Roisl.0066s0410.1.p	ESY11_g53219_DN3_SP8_c0.t1
OG0019180	Roisl.0206s0016.1.p	ESY11_g54592_DN3_SP0_c0.t1
OG0019181	Roisl.0209s0780.1.p	ESY11_g55001_DN1_SP0_c0.t1
OG0019183	Roisl.0021s0589.1.p	ESY8_g59501_DN3_SP0_c0.t1
OG0019185	Roisl.0023s0032.1.p	ESY8_g59366_DN3_SP0_c0.t1
OG0019187	Roisl.0118s0002.1.p	ESY8_g59274_DN3_SP3_c0.t1
OG0019188	Roisl.0118s0009.1.p	ESY16_g61653_DN2_SP0_c0.t1, ESY8_g59265_DN3_SP0_c0.t1
OG0019192	Roisl.0011s0078.1.p	ESY10_g14557_DN3_SP0_c0.t1
OG0019195	Roisl.0011s0267.1.p	ESY10_g14179_DN3_SP0_c0.t1
OG0019196	Roisl.0011s0436.1.p	ESY10_g13891_DN3_SP0_c0.t1
OG0019200	Roisl.0209s0269.1.p	ESY1_g7830_DN3_SP1_c0.t1
OG0019202	Roisl.0018s0336.1.p	ESY4_g26569_DN2_SP0_c0.t1
OG0019202	Roisl.0018s0126.1.p	ESY4_g26712_DN3_SP0_c0.t1, ESY4_g26714_DN3_SP0_c0.t1
OG0019203	Roisl.0046s1226.1.p	ESY1_g10407_DN2_SP0_c0.t1
OG0019205	Roisl.0210s0530.1.p	ESY12_g52299_DN3_SP0_c0.t1
OG0019206	Roisl.0210s0979.1.p	ESY7_g18374_DN1_SP0_c0.t1
OG0019207	Roisl.0210s1363.1.p	ESY16_g61784_DN2_SP0_c0.t1, ESY3_g30045_DN3_SP0_c0.t1
OG0019209	Roisl.0210s2060.1.p	ESY6_g50123_DN2_SP0_c0.t1
OG0019211	Roisl.0046s0103.1.p, Roisl.0091s0557.1.p, Roisl.0046s0106.1.p	ESY6_g50075_DN1_SP0_c0.t1
OG0019215	Roisl.0213s0634.1.p	ESY18_g63759_DN3_SP5_c0.t1
OG0019216	Roisl.0015s0044.1.p	ESY20_g12929_DN3_SP0_c0.t1, ESY20_g12928_DN3_SP0_c0.t1
OG0019220	Roisl.0022s0354.1.p	ESY16_g62373_DN2_SP0_c0.t1
OG0019221	Roisl.0022s0348.1.p	ESY16_g62394_DN1_SP0_c0.t1
OG0019223	Roisl.0022s0298.1.p	ESY16_g62568_DN3_SP0_c0.t1
OG0019231	Roisl.0202s0010.1.p	ESY17_g39812_DN3_SP0_c0.t1
OG0019233	Roisl.0009s0171.1.p	ESY8_g60267_DN3_SP0_c0.t1
OG0019234	Roisl.0009s0069.1.p	ESY8_g60069_DN3_SP4_c0.t1
OG0019235	Roisl.0009s0029.1.p	ESY8_g60018_DN3_SP0_c0.t1
OG0019236	Roisl.0009s0022.1.p	ESY8_g60015_DN3_SP0_c0.t1
OG0019237	Roisl.0028s0894.1.p, Roisl.0028s0895.1.p, Roisl.0028s0892.1.p, Roisl.0019s0764.1.p	ESY18_g63001_DN1_SP0_c0.t1
OG0019240	Roisl.0214s0296.1.p	ESY1_g6360_DN3_SP0_c0.t1
OG0019242	Roisl.0014s0128.1.p	ESY12_g51053_DN3_SP0_c0.t1
OG0019243	Roisl.0198s0020.1.p	ESY15_g64349_DN3_SP6_c0.t1
OG0019244	Roisl.0191s0713.1.p	ESY15_g64919_DN3_SP7_c0.t1
OG0019245	Roisl.0191s0703.1.p	ESY15_g64958_DN3_SP0_c0.t1
OG0019246	Roisl.0214s0097.1.p	ESY11_g54798_DN3_SP0_c0.t1
OG0019252	Roisl.0101s0010.1.p, Roisl.0059s0033.1.p	ESY3_g29090_DN1_SP0_c0.t1
OG0019264	Roisl.0013s0049.1.p	ESY2_g37851_DN2_SP0_c0.t1
OG0019267	Roisl.0082s0632.1.p	ESY8_g58900_DN2_SP0_c0.t1, ESY11_g54842_DN1_SP0_c0.t1
OG0019270	Roisl.0025s0049.1.p, Roisl.0001s0311.1.p	ESY9_g43711_DN1_SP0_c0.t1
OG0019271	Roisl.0210s0301.1.p	ESY5_g5115_DN1_SP0_c0.t1
OG0019274	Roisl.0213s0110.1.p	ESY4_g26391_DN3_SP0_c0.t1
OG0019293	Roisl.0016s0367.1.p	ESY7_g16669_DN2_SP0_c0.t1
OG0019293	Roisl.0184s0049.1.p	ESY4_g21899_DN2_SP0_c0.t1, ESY21_g55197_DN3_SP0_c0.t1, ESY15_g65480_DN1_SP0_c0.t1, ESY3_g28556_DN1_SP0_c0.t1, ESY1_g6566_DN3_SP0_c0.t1, ESY13_g56693_DN2_SP0_c0.t1, ESY2_g37948_DN2_SP0_c0.t1, ESY3_g28403_DN2_SP0_c0.t1, ESY6_g47035_DN1_SP0_c0.t1, ESY1_g6071_DN3_SP0_c0.t1, ESY16_g62060_DN3_SP0_c0.t1, ESY3_g28555_DN2_SP0_c0.t1, ESY4_g23250_DN3_SP0_c0.t1, ESY2_g37533_DN3_SP0_c0.t1, ESY3_g28878_DN2_SP0_c0.t1
OG0019300	Roisl.0210s1228.1.p	ESY7_g17474_DN3_SP2_c0.t1
OG0019302	Roisl.0210s1116.1.p	ESY7_g17651_DN3_SP6_c0.t1
OG0019304	Roisl.0210s0588.1.p	ESY7_g18687_DN2_SP0_c0.t1
OG0019307	Roisl.0082s0745.1.p	ESY8_g58773_DN3_SP7_c0.t1
OG0019313	Roisl.0080s0077.1.p	ESY6_g49451_DN3_SP0_c0.t1
OG0019314	Roisl.0046s0279.1.p, Roisl.0210s0896.1.p	ESY7_g18236_DN3_SP0_c0.t1, ESY7_g18237_DN3_SP0_c0.t1, ESY7_g18235_DN3_SP0_c0.t1
OG0019317	Roisl.0080s0329.1.p	ESY6_g48737_DN3_SP2_c0.t1
OG0019318	Roisl.0080s0341.1.p	ESY6_g48725_DN3_SP5_c0.t1
OG0019320	Roisl.0080s0835.1.p	ESY6_g47974_DN3_SP0_c0.t1
OG0019321	Roisl.0210s0489.1.p	ESY7_g18550_DN3_SP0_c0.t1
OG0019324	Roisl.0034s0038.1.p	ESY7_g19632_DN3_SP0_c0.t1
OG0019326	Roisl.0034s0008.1.p	ESY7_g19676_DN3_SP2_c0.t1
OG0019327	Roisl.0009s0156.1.p	ESY8_g60231_DN2_SP0_c0.t1
OG0019329	Roisl.0115s0050.1.p	ESY2_g36529_DN3_SP0_c0.t1
OG0019333	Roisl.0004s0273.1.p	ESY2_g34775_DN1_SP0_c0.t1
OG0019335	Roisl.0007s0811.1.p	ESY2_g36443_DN3_SP7_c0.t1
OG0019336	Roisl.0006s0505.1.p	ESY2_g36241_DN3_SP0_c0.t1
OG0019340	Roisl.0002s0110.1.p	ESY4_g25743_DN3_SP0_c0.t1, ESY4_g25754_DN3_SP0_c0.t1, ESY4_g25749_DN3_SP0_c0.t1, ESY4_g25762_DN3_SP0_c0.t1
OG0019341	Roisl.0011s0089.1.p	ESY10_g14537_DN3_SP0_c0.t1
OG0019342	Roisl.0010s0195.1.p	ESY2_g33439_DN2_SP0_c0.t1
OG0019343	Roisl.0035s0018.1.p	ESY12_g51417_DN2_SP0_c0.t1
OG0019348	Roisl.0006s0040.1.p	ESY2_g37610_DN3_SP7_c0.t1
OG0019349	Roisl.0006s0078.1.p	ESY2_g37493_DN3_SP0_c0.t1
OG0019350	Roisl.0027s0110.1.p	ESY16_g62002_DN3_SP0_c0.t1, ESY8_g60067_DN3_SP0_c0.t1
OG0019351	Roisl.0006s0090.1.p	ESY2_g37479_DN2_SP0_c0.t1
OG0019353	Roisl.0006s0217.1.p	ESY2_g37240_DN3_SP0_c0.t1, ESY2_g37242_DN3_SP0_c27.t1, ESY2_g37244_DN3_SP0_c0.t1
OG0019356	Roisl.0043s0045.1.p, Roisl.0004s0115.1.p, Roisl.0075s0068.1.p, Roisl.0004s0461.1.p	ESY1_g8270_DN3_SP0_c0.t1
OG0019358	Roisl.0091s0078.1.p	ESY9_g43767_DN2_SP0_c0.t1
OG0019360	Roisl.0016s0036.1.p	ESY3_g32662_DN3_SP0_c0.t1
OG0019361	Roisl.0016s0056.1.p	ESY3_g32639_DN3_SP0_c0.t1, ESY1_g10396_DN2_SP0_c0.t1
OG0019362	Roisl.0016s0063.1.p	ESY3_g32633_DN3_SP0_c0.t1
OG0019363	Roisl.0024s0618.1.p	ESY6_g50307_DN3_SP0_c0.t1
OG0019365	Roisl.0001s0225.1.p	ESY6_g50226_DN2_SP0_c0.t1
OG0019368	Roisl.0018s0324.1.p	ESY1_g12394_DN2_SP0_c0.t1
OG0019369	Roisl.0018s0195.1.p	ESY1_g12152_DN3_SP0_c12.t1
OG0019370	Roisl.0018s0134.1.p	ESY1_g12016_DN2_SP0_c0.t1
OG0019371	Roisl.0018s0098.1.p, Roisl.0018s0100.1.p	ESY1_g11911_DN3_SP6_c0.t1
OG0019372	Roisl.0018s0044.1.p	ESY1_g11240_DN3_SP0_c0.t1
OG0019376	Roisl.0046s1318.1.p	ESY1_g11114_DN3_SP0_c0.t1
OG0019380	Roisl.0019s0718.1.p	ESY2_g34467_DN3_SP0_c0.t1
OG0019381	Roisl.0066s0103.1.p	ESY11_g54205_DN1_SP0_c0.t1
OG0019382	Roisl.0017s0362.1.p	ESY9_g45613_DN3_SP0_c0.t1
OG0019390	Roisl.0214s0464.1.p, Roisl.0214s0457.1.p	ESY11_g54921_DN3_SP0_c0.t1
OG0019393	Roisl.0035s0085.1.p	ESY12_g51671_DN3_SP6_c0.t1
OG0019395	Roisl.0028s0113.1.p	ESY12_g52031_DN3_SP0_c0.t1
OG0019398	Roisl.0028s0346.1.p	ESY12_g51584_DN3_SP6_c7.t1
OG0019401	Roisl.0039s0004.1.p	ESY3_g31918_DN3_SP0_c0.t1
OG0019402	Roisl.0079s0145.1.p, Roisl.0079s0146.1.p	ESY3_g31363_DN3_SP0_c0.t1
OG0019404	Roisl.0074s0639.1.p	ESY3_g30226_DN2_SP0_c0.t1
OG0019405	Roisl.0074s0553.1.p	ESY3_g30349_DN1_SP0_c0.t1
OG0019411	Roisl.0115s0486.1.p	ESY3_g29074_DN3_SP0_c0.t1
OG0019412	Roisl.0003s0045.1.p	ESY4_g24608_DN3_SP0_c0.t1
OG0019413	Roisl.0210s0023.1.p	ESY5_g5558_DN3_SP0_c0.t1
OG0019414	Roisl.0210s0206.1.p	ESY5_g5315_DN3_SP6_c0.t1
OG0019416	Roisl.0091s0824.1.p	ESY5_g4783_DN3_SP0_c0.t1
OG0019419	Roisl.0021s0122.1.p	ESY5_g3502_DN3_SP0_c0.t1
OG0019420	Roisl.0021s0232.1.p	ESY5_g3678_DN2_SP1_c0.t1
OG0019421	Roisl.0021s0235.1.p	ESY5_g3681_DN1_SP4_c0.t1
OG0019422	Roisl.0021s0259.1.p	ESY5_g3716_DN3_SP0_c13.t1
OG0019424	Roisl.0007s0691.1.p, Roisl.0007s0693.1.p	ESY5_g2813_DN2_SP0_c0.t1
OG0019425	Roisl.0007s0572.1.p	ESY5_g2940_DN2_SP0_c0.t1
OG0019426	Roisl.0007s0470.1.p	ESY5_g4421_DN3_SP0_c0.t1
OG0019427	Roisl.0007s0466.1.p	ESY5_g4417_DN3_SP2_c0.t1
OG0019429	Roisl.0007s0239.1.p	ESY5_g4138_DN3_SP0_c0.t1
OG0019431	Roisl.0007s0130.1.p	ESY5_g3992_DN3_SP1_c0.t1
OG0019433	Roisl.0019s0333.1.p	ESY2_g35731_DN2_SP0_c0.t1
OG0019434	Roisl.0019s0474.1.p	ESY2_g35582_DN3_SP0_c0.t1
OG0019435	Roisl.0019s0500.1.p	ESY2_g35542_DN3_SP0_c0.t1
OG0019437	Roisl.0040s0099.1.p	ESY14_g19809_DN3_SP2_c0.t1
OG0019439	Roisl.0066s0430.1.p, Roisl.0209s0101.1.p, Roisl.0213s0438.1.p	ESY10_g14584_DN2_SP0_c0.t1
OG0019441	Roisl.0050s0071.1.p	ESY2_g33322_DN2_SP0_c0.t1
OG0019441	Roisl.0050s0072.1.p	ESY2_g33321_DN2_SP0_c0.t1
OG0019442	Roisl.0005s0049.1.p	ESY10_g14842_DN3_SP0_c0.t1, ESY10_g14841_DN3_SP0_c0.t1
OG0019444	Roisl.0012s0267.1.p	ESY7_g16563_DN2_SP0_c0.t1
OG0019445	Roisl.0006s0129.1.p	ESY5_g3858_DN3_SP0_c0.t1, ESY5_g3859_DN3_SP0_c0.t1, ESY2_g37363_DN3_SP0_c0.t1
OG0019447	Roisl.0001s0058.1.p	ESY4_g25585_DN3_SP0_c0.t1, ESY4_g25584_DN3_SP0_c0.t1
OG0019449	Roisl.0003s0290.1.p	ESY4_g25173_DN3_SP6_c0.t1
OG0019454	Roisl.0015s0037.1.p	ESY20_g12923_DN3_SP0_c0.t1
OG0019457	Roisl.0063s0015.1.p	ESY8_g59933_DN3_SP0_c0.t1
OG0019459	Roisl.0021s0096.1.p	ESY5_g3469_DN3_SP0_c0.t1
OG0019463	Roisl.0021s0458.1.p	ESY5_g2679_DN1_SP0_c0.t1
OG0019465	Roisl.0191s0308.1.p	ESY5_g1647_DN3_SP1_c0.t1
OG0019468	Roisl.0015s0076.1.p	ESY16_g62289_DN3_SP0_c0.t1
OG0019472	Roisl.0210s2167.1.p	ESY14_g21321_DN3_SP7_c0.t1
OG0019474	Roisl.0021s0492.1.p	ESY2_g36396_DN3_SP0_c0.t1
OG0019475	Roisl.0007s0808.1.p	ESY2_g36440_DN3_SP7_c0.t1
OG0019478	Roisl.0189s0060.1.p	ESY2_g34249_DN3_SP0_c18.t1
OG0019483	Roisl.0019s0592.1.p	ESY2_g35411_DN2_SP0_c0.t1
OG0019488	Roisl.0079s0143.1.p	ESY3_g31365_DN2_SP0_c0.t1
OG0019493	Roisl.0046s0842.1.p, Roisl.0074s0302.1.p, Roisl.0046s0841.1.p	ESY3_g29962_DN3_SP0_c0.t1
OG0019498	Roisl.0038s0033.1.p	ESY11_g52925_DN2_SP0_c0.t1
OG0019499	Roisl.0045s0003.1.p	ESY29_g13624_DN3_SP0_c0.t1
OG0019501	Roisl.0066s0015.1.p	ESY11_g54412_DN2_SP0_c0.t1
OG0019509	Roisl.0028s0914.1.p	ESY22_g41125_DN1_SP0_c0.t1
OG0019512	Roisl.0028s0086.1.p	ESY12_g51985_DN3_SP7_c0.t1
OG0019513	Roisl.0011s0152.1.p, Roisl.0011s0153.1.p	ESY9_g42503_DN3_SP0_c0.t1
OG0019515	Roisl.0011s0481.1.p	ESY10_g13815_DN3_SP0_c0.t1
OG0019516	Roisl.0024s0397.1.p	ESY6_g50559_DN1_SP0_c0.t1, ESY7_g17979_DN3_SP0_c0.t1
OG0019525	Roisl.0016s0176.1.p, Roisl.0011s0314.1.p	ESY3_g32486_DN3_SP1_c0.t1
OG0019525	Roisl.0210s1293.1.p	ESY7_g17381_DN2_SP3_c0.t1
OG0019528	Roisl.0210s1692.1.p	ESY6_g49847_DN3_SP0_c0.t1
OG0019529	Roisl.0046s0416.1.p	ESY10_g15595_DN3_SP0_c0.t1
OG0019531	Roisl.0214s0059.1.p	ESY19_g41439_DN3_SP6_c0.t1
OG0019533	Roisl.0191s0578.1.p	ESY20_g13074_DN3_SP0_c0.t1
OG0019534	Roisl.0044s0038.1.p	ESY23_g306_DN2_SP0_c0.t1, ESY23_g299_DN1_SP0_c0.t1
OG0019535	Roisl.0044s0025.1.p	ESY4_g24192_DN2_SP0_c0.t1
OG0019538	Roisl.0022s0287.1.p	ESY39_g61440_DN2_SP0_c0.t1
OG0019540	Roisl.0022s0145.1.p	ESY16_g62296_DN3_SP0_c0.t1
OG0019544	Roisl.0091s0320.1.p	ESY9_g43149_DN3_SP0_c0.t1
OG0019547	Roisl.0091s0514.1.p	ESY9_g42586_DN3_SP0_c0.t1
OG0019548	Roisl.0009s0131.1.p	ESY8_g60162_DN2_SP0_c0.t1
OG0019550	Roisl.0012s0387.1.p	ESY7_g16727_DN3_SP1_c0.t1, ESY7_g16726_DN3_SP7_c0.t1
OG0019553	Roisl.0014s0028.1.p	ESY15_g64738_DN2_SP0_c0.t1
OG0019554	Roisl.0214s0077.1.p	ESY15_g65224_DN3_SP4_c0.t1
OG0019555	Roisl.0214s0227.1.p	ESY24_g32956_DN2_SP0_c0.t1
OG0019563	Roisl.0198s0004.1.p	ESY10_g15886_DN1_SP0_c0.t1
OG0019565	Roisl.0210s0784.1.p	ESY7_g18071_DN2_SP0_c0.t1
OG0019566	Roisl.0210s1577.1.p	ESY7_g16979_DN2_SP0_c0.t1
OG0019568	Roisl.0066s0138.1.p	ESY11_g54150_DN3_SP0_c0.t1
OG0019573	Roisl.0189s0131.1.p	ESY6_g46755_DN2_SP0_c0.t1
OG0019574	Roisl.0080s0353.1.p	ESY6_g48703_DN2_SP0_c0.t1
OG0019576	Roisl.0016s0379.1.p	ESY3_g32032_DN3_SP0_c0.t1
OG0019604	Roisl.0210s0823.1.p	ESY7_g18129_DN3_SP1_c0.t1
OG0019608	Roisl.0213s0329.1.p	ESY4_g23704_DN1_SP0_c0.t1
OG0019610	Roisl.0213s0393.1.p	ESY16_g61990_DN3_SP0_c0.t1
OG0019612	Roisl.0213s0461.1.p	ESY16_g61825_DN2_SP0_c0.t1
OG0019613	Roisl.0209s0195.1.p	ESY16_g61734_DN3_SP0_c0.t1
OG0019615	Roisl.0080s0062.1.p	ESY6_g49431_DN3_SP0_c0.t1
OG0019616	Roisl.0046s0185.1.p	ESY6_g49994_DN3_SP1_c0.t1
OG0019618	Roisl.0080s0323.1.p	ESY6_g48740_DN3_SP0_c0.t1
OG0019619	Roisl.0080s0735.1.p	ESY6_g48120_DN3_SP0_c0.t1
OG0019621	Roisl.0046s0792.1.p	ESY1_g9285_DN3_SP0_c0.t1
OG0019622	Roisl.0210s0463.1.p	ESY7_g18513_DN3_SP0_c24.t1
OG0019627	Roisl.0034s0160.1.p	ESY7_g19476_DN3_SP6_c0.t1
OG0019628	Roisl.0034s0005.1.p	ESY7_g19679_DN2_SP0_c0.t1
OG0019630	Roisl.0115s0137.1.p	ESY2_g36640_DN3_SP0_c0.t1
OG0019633	Roisl.0004s0371.1.p	ESY2_g36006_DN3_SP0_c0.t1
OG0019636	Roisl.0007s0801.1.p	ESY2_g36430_DN3_SP0_c0.t1
OG0019637	Roisl.0007s0775.1.p	ESY2_g36407_DN3_SP1_c0.t1, ESY2_g36405_DN3_SP0_c0.t1
OG0019639	Roisl.0006s0464.1.p	ESY2_g36194_DN3_SP2_c0.t1
OG0019642	Roisl.0202s0008.1.p	ESY17_g39817_DN2_SP0_c0.t1
OG0019646	Roisl.0048s0009.1.p	ESY8_g60348_DN3_SP0_c0.t1
OG0019649	Roisl.0005s0341.1.p, Roisl.0005s0344.1.p	ESY9_g43002_DN1_SP0_c0.t1
OG0019650	Roisl.0006s0134.1.p	ESY2_g37369_DN3_SP0_c0.t1
OG0019653	Roisl.0091s0416.1.p	ESY9_g42799_DN3_SP0_c0.t1
OG0019654	Roisl.0091s0119.1.p, Roisl.0008s0019.1.p	ESY9_g43694_DN3_SP0_c0.t1
OG0019657	Roisl.0024s0679.1.p	ESY6_g50759_DN2_SP0_c0.t1
OG0019659	Roisl.0018s0237.1.p	ESY1_g12254_DN2_SP0_c0.t1
OG0019660	Roisl.0026s0008.1.p	ESY1_g11377_DN3_SP0_c0.t1
OG0019661	Roisl.0046s1642.1.p	ESY1_g10528_DN3_SP0_c0.t1
OG0019662	Roisl.0046s1548.1.p	ESY1_g10716_DN3_SP0_c0.t1
OG0019663	Roisl.0046s1362.1.p	ESY1_g11034_DN2_SP0_c0.t1
OG0019664	Roisl.0066s0105.1.p	ESY11_g54203_DN2_SP5_c0.t1
OG0019666	Roisl.0051s0033.1.p	ESY12_g50977_DN3_SP0_c0.t1, ESY12_g50976_DN3_SP0_c0.t1
OG0019668	Roisl.0017s0390.1.p	ESY9_g45664_DN3_SP6_c0.t1
OG0019670	Roisl.0033s0147.1.p	ESY14_g21233_DN3_SP6_c0.t1
OG0019671	Roisl.0082s0530.1.p	ESY33_g12632_DN3_SP2_c0.t1, ESY14_g19956_DN3_SP0_c0.t1
OG0019673	Roisl.0035s0173.1.p	ESY12_g51828_DN3_SP0_c0.t1
OG0019674	Roisl.0028s0140.1.p	ESY12_g52074_DN3_SP2_c0.t1
OG0019675	Roisl.0028s0404.1.p	ESY12_g51279_DN2_SP0_c0.t1
