Orthogroup	Euclidium_syriacum	Aethionema_saxatile
OG0015388	ESY6_g49002_DN3_SP6_c0.t1	As005G113650
OG0015389	ESY6_g48954_DN3_SP8_c10.t1	As005G113980
OG0015390	ESY6_g48941_DN3_SP8_c0.t1	As005G114130
OG0015391	ESY6_g48938_DN3_SP0_c0.t1	As005G114170
OG0015393	ESY10_g14501_DN3_SP0_c0.t1	As005G114530
OG0015394	ESY6_g48865_DN3_SP7_c0.t1	As005G114570
OG0015395	ESY6_g48830_DN3_SP2_c0.t1	As005G114780
OG0015396	ESY6_g48821_DN3_SP0_c0.t1	As005G114880
OG0015397	ESY6_g48724_DN3_SP5_c0.t1	As005G115170
OG0015398	ESY6_g48676_DN3_SP7_c0.t1	As005G115420
OG0015399	ESY6_g48729_DN3_SP0_c0.t1	As005G115630
OG0015400	ESY6_g48691_DN3_SP4_c0.t1	As005G115730
OG0015401	ESY6_g49746_DN3_SP7_c0.t1	As005G116010
OG0015402	ESY6_g49709_DN3_SP0_c0.t1	As005G116180
OG0015403	ESY6_g49704_DN2_SP0_c0.t1, ESY6_g49705_DN2_SP0_c0.t1	As005G116220
OG0015404	ESY6_g49698_DN3_SP1_c0.t1	As005G116270
OG0015405	ESY6_g49697_DN3_SP6_c13.t1	As005G116280
OG0015406	ESY6_g49694_DN3_SP3_c0.t1	As005G116300
OG0015407	ESY6_g49685_DN3_SP8_c0.t1	As005G116310
OG0015408	ESY6_g49684_DN3_SP8_c0.t1	As005G116330
OG0015409	ESY6_g49649_DN3_SP5_c0.t1	As005G116590
OG0015410	ESY6_g49603_DN3_SP0_c0.t1	As005G116860
OG0015411	ESY6_g49598_DN3_SP0_c0.t1	As005G116890
OG0015412	ESY9_g45310_DN3_SP1_c0.t1	As005G116980
OG0015413	ESY11_g54843_DN3_SP4_c0.t1	As005G117210
OG0015415	ESY6_g50696_DN2_SP0_c0.t1	As005G117340
OG0015416	ESY6_g50692_DN3_SP0_c0.t1	As005G117360
OG0015417	ESY6_g50681_DN3_SP0_c0.t1	As005G117420
OG0015418	ESY6_g50676_DN3_SP8_c14.t1	As005G117470
OG0015419	ESY6_g50669_DN3_SP1_c0.t1	As005G117510
OG0015420	ESY6_g50658_DN2_SP5_c0.t1	As005G117590
OG0015421	ESY6_g50635_DN3_SP0_c0.t1	As005G117660
OG0015422	ESY6_g50608_DN3_SP0_c0.t1	As005G117860
OG0015423	ESY6_g50599_DN2_SP0_c0.t1	As005G117910
OG0015424	ESY6_g50540_DN3_SP4_c0.t1	As005G118260
OG0015425	ESY6_g50517_DN3_SP6_c0.t1	As005G118390
OG0015426	ESY6_g50503_DN3_SP0_c0.t1	As005G118480
OG0015427	ESY6_g50485_DN3_SP0_c0.t1	As005G118610
OG0015428	ESY6_g50476_DN2_SP0_c40.t1	As005G118660
OG0015429	ESY6_g50463_DN3_SP0_c0.t1	As005G118750
OG0015430	ESY6_g50423_DN3_SP5_c0.t1	As005G118940
OG0015432	ESY6_g50430_DN3_SP0_c0.t1	As005G119010
OG0015433	ESY6_g50439_DN3_SP7_c0.t1	As005G119090
OG0015434	ESY6_g50415_DN3_SP0_c0.t1	As005G119130
OG0015435	ESY6_g50410_DN3_SP0_c0.t1	As005G119190
OG0015436	ESY6_g50398_DN2_SP7_c0.t1	As005G119300
OG0015437	ESY6_g50396_DN3_SP8_c0.t1	As005G119310
OG0015438	ESY6_g50388_DN3_SP4_c0.t1	As005G119350
OG0015439	ESY6_g50352_DN3_SP0_c0.t1	As005G119620
OG0015440	ESY8_g59335_DN1_SP0_c0.t1	As005G119740
OG0015441	ESY6_g50343_DN3_SP0_c0.t1	As005G119770
OG0015442	ESY6_g50332_DN3_SP0_c0.t1	As005G119810
OG0015443	ESY9_g43333_DN1_SP0_c0.t1	As005G120010
OG0015444	ESY6_g50277_DN3_SP7_c0.t1	As005G120220
OG0015445	ESY6_g50274_DN3_SP2_c0.t1	As005G120260
OG0015446	ESY6_g50249_DN3_SP2_c0.t1	As005G120380
OG0015447	ESY6_g50242_DN3_SP3_c0.t1	As005G120530
OG0015448	ESY6_g50217_DN3_SP8_c0.t1	As005G120580
OG0015449	ESY6_g50224_DN3_SP0_c0.t1	As005G120620
OG0015450	ESY6_g50229_DN3_SP0_c7.t1	As005G120670
OG0015451	ESY6_g50752_DN3_SP2_c0.t1	As005G120800
OG0015452	ESY6_g50764_DN3_SP6_c0.t1	As005G120900
OG0015453	ESY20_g13363_DN3_SP0_c0.t1	As006G121080
OG0015454	ESY20_g12989_DN3_SP0_c0.t1	As006G121230
OG0015455	ESY20_g12952_DN3_SP7_c0.t1	As006G121470
OG0015456	ESY20_g12932_DN3_SP1_c0.t1	As006G121620
OG0015457	ESY20_g13018_DN2_SP0_c0.t1	As006G121890
OG0015460	ESY20_g13045_DN3_SP0_c0.t1	As006G122070
OG0015461	ESY20_g13063_DN1_SP0_c0.t1	As006G122140
OG0015462	ESY20_g13131_DN2_SP0_c0.t1	As006G122600
OG0015463	ESY20_g13157_DN3_SP8_c0.t1	As006G122740
OG0015464	ESY20_g12915_DN3_SP0_c0.t1	As006G122820
OG0015466	ESY20_g13265_DN3_SP7_c0.t1	As006G123280
OG0015467	ESY20_g13282_DN3_SP8_c0.t1	As006G123420
OG0015468	ESY20_g13284_DN3_SP0_c0.t1	As006G123440
OG0015469	ESY20_g13285_DN3_SP0_c0.t1	As006G123450
OG0015470	ESY6_g50569_DN3_SP0_c0.t1	As006G123710
OG0015471	ESY8_g58344_DN3_SP8_c0.t1	As006G123730
OG0015472	ESY8_g58210_DN3_SP8_c0.t1	As006G124310
OG0015473	ESY8_g58197_DN3_SP0_c0.t1	As006G124360
OG0015474	ESY8_g58193_DN3_SP4_c0.t1	As006G124380
OG0015475	ESY8_g58183_DN3_SP0_c15.t1	As006G124390
OG0015476	ESY8_g58155_DN3_SP8_c0.t1	As006G124540
OG0015477	ESY8_g58134_DN3_SP0_c16.t1	As006G124630
OG0015478	ESY8_g58127_DN3_SP1_c0.t1	As006G124660
OG0015479	ESY20_g12660_DN3_SP2_c0.t1	As006G124780
OG0015480	ESY20_g12661_DN3_SP8_c0.t1	As006G124800
OG0015481	ESY20_g12663_DN3_SP8_c0.t1	As006G124820
OG0015482	ESY20_g12870_DN3_SP0_c0.t1	As006G125070
OG0015483	ESY20_g13332_DN3_SP0_c24.t1	As006G125700
OG0015484	ESY20_g12746_DN3_SP0_c0.t1	As006G126020
OG0015485	ESY20_g12698_DN3_SP8_c0.t1	As006G126180
OG0015486	ESY8_g58348_DN3_SP5_c0.t1	As006G126400
OG0015487	ESY8_g58356_DN3_SP8_c0.t1	As006G126440
OG0015488	ESY8_g58358_DN2_SP0_c0.t1	As006G126450
OG0015489	ESY8_g58394_DN2_SP0_c0.t1	As006G126810
OG0015490	ESY8_g58462_DN3_SP7_c0.t1	As006G127190
OG0015491	ESY8_g58486_DN3_SP7_c0.t1	As006G127340
OG0015492	ESY8_g58490_DN3_SP1_c0.t1	As006G127360
OG0015494	ESY8_g58665_DN3_SP0_c0.t1	As006G128200
OG0015495	ESY8_g58686_DN3_SP3_c0.t1	As006G128320
OG0015496	ESY8_g58721_DN3_SP0_c0.t1	As006G128570
OG0015497	ESY8_g58827_DN3_SP0_c0.t1	As006G129100
OG0015498	ESY8_g58866_DN3_SP0_c0.t1	As006G129410
OG0015499	ESY8_g58895_DN3_SP1_c0.t1	As006G129570
OG0015500	ESY8_g58901_DN3_SP8_c0.t1	As006G129620
OG0015501	ESY8_g58906_DN2_SP0_c0.t1	As006G129690
OG0015503	ESY8_g58959_DN3_SP8_c0.t1	As006G129990
OG0015504	ESY8_g58967_DN3_SP4_c0.t1	As006G130040
OG0015505	ESY8_g58969_DN2_SP0_c13.t1	As006G130060
OG0015506	ESY8_g58975_DN3_SP0_c0.t1	As006G130100
OG0015507	ESY8_g58980_DN3_SP2_c0.t1	As006G130130
OG0015508	ESY8_g58997_DN2_SP0_c0.t1	As006G130260
OG0015509	ESY8_g59093_DN3_SP0_c0.t1	As006G130580
OG0015510	ESY8_g59091_DN3_SP2_c0.t1	As006G130600
OG0015511	ESY8_g59080_DN3_SP0_c0.t1	As006G130670
OG0015512	ESY8_g59073_DN3_SP1_c0.t1	As006G130730
OG0015513	ESY8_g59061_DN2_SP0_c0.t1	As006G130780
OG0015514	ESY8_g59048_DN3_SP0_c0.t1	As006G130870
OG0015515	ESY8_g59124_DN3_SP8_c0.t1	As006G131000
OG0015516	ESY8_g59125_DN2_SP3_c0.t1	As006G131010
OG0015517	ESY8_g59153_DN3_SP8_c13.t1	As006G131200
OG0015518	ESY8_g59157_DN2_SP0_c0.t1	As006G131230
OG0015519	ESY8_g59158_DN3_SP2_c0.t1	As006G131240
OG0015520	ESY8_g59176_DN3_SP6_c0.t1	As006G131310
OG0015521	ESY8_g59180_DN3_SP0_c0.t1	As006G131350
OG0015522	ESY8_g59198_DN3_SP4_c0.t1	As006G131440
OG0015523	ESY20_g13361_DN3_SP0_c0.t1	As006G131470
OG0015524	ESY8_g59206_DN3_SP0_c0.t1	As006G131500
OG0015525	ESY8_g59214_DN3_SP2_c0.t1	As006G131590
OG0015526	ESY8_g59235_DN3_SP8_c0.t1	As006G131690
OG0015527	ESY8_g59236_DN3_SP6_c0.t1	As006G131700
OG0015529	ESY8_g59245_DN3_SP0_c0.t1	As006G131810
OG0015530	ESY8_g59249_DN3_SP6_c0.t1	As006G131840
OG0015531	ESY8_g59256_DN3_SP1_c0.t1	As006G131890
OG0015532	ESY2_g36645_DN3_SP0_c0.t1	As006G132010
OG0015533	ESY8_g59279_DN3_SP8_c0.t1	As006G132120
OG0015534	ESY16_g62204_DN3_SP0_c0.t1	As006G132340
OG0015535	ESY3_g32632_DN3_SP4_c0.t1	As006G132880
OG0015536	ESY3_g32640_DN3_SP1_c0.t1	As006G133040
OG0015537	ESY3_g32668_DN3_SP0_c0.t1	As006G133280
OG0015538	ESY3_g32672_DN3_SP0_c0.t1	As006G133320
OG0015539	ESY4_g22614_DN3_SP2_c0.t1	As006G133350
OG0015540	ESY3_g32679_DN2_SP0_c0.t1	As006G133410
OG0015541	ESY3_g32686_DN3_SP0_c0.t1	As006G133460
OG0015542	ESY3_g32690_DN2_SP5_c0.t1	As006G133530
OG0015543	ESY6_g50768_DN3_SP8_c0.t1	As006G133550
OG0015544	ESY3_g32693_DN3_SP8_c0.t1	As006G133590
OG0015545	ESY7_g19677_DN3_SP0_c0.t1	As006G133670
OG0015546	ESY7_g19674_DN3_SP8_c0.t1	As006G133760
OG0015547	ESY7_g19672_DN3_SP0_c0.t1	As006G133790
OG0015548	ESY7_g19669_DN3_SP8_c0.t1	As006G133820
OG0015549	ESY7_g19667_DN3_SP0_c0.t1	As006G133840
OG0015550	ESY7_g19665_DN3_SP8_c0.t1	As006G133860
OG0015551	ESY7_g19664_DN3_SP0_c0.t1	As006G133870
OG0015552	ESY7_g19655_DN3_SP0_c0.t1	As006G133950
OG0015553	ESY7_g19652_DN3_SP0_c0.t1	As006G133980
OG0015554	ESY7_g19651_DN3_SP0_c0.t1	As006G134000
OG0015555	ESY16_g62502_DN3_SP2_c0.t1	As006G134270
OG0015556	ESY16_g62404_DN3_SP0_c21.t1	As006G134520
OG0015557	ESY3_g32586_DN3_SP0_c0.t1	As006G134820
OG0015558	ESY3_g32578_DN3_SP0_c0.t1	As006G134860
OG0015559	ESY3_g32541_DN3_SP8_c0.t1	As006G135090
OG0015560	ESY3_g32540_DN3_SP0_c0.t1	As006G135100
OG0015561	ESY3_g32538_DN3_SP0_c0.t1	As006G135120
OG0015562	ESY3_g32532_DN3_SP4_c0.t1	As006G135180
OG0015563	ESY3_g32508_DN3_SP7_c0.t1	As006G135290
OG0015564	ESY3_g32503_DN3_SP8_c0.t1	As006G135300
OG0015565	ESY3_g32489_DN3_SP3_c0.t1	As006G135430
OG0015566	ESY3_g32463_DN1_SP0_c0.t1	As006G135650
OG0015567	ESY3_g32458_DN3_SP6_c0.t1	As006G135690
OG0015568	ESY6_g46512_DN3_SP0_c0.t1, ESY3_g32456_DN3_SP8_c0.t1	As006G135710
OG0015569	ESY3_g32435_DN3_SP0_c0.t1	As006G135820
OG0015570	ESY3_g32403_DN3_SP0_c0.t1	As006G135940
OG0015571	ESY3_g32392_DN3_SP0_c0.t1	As006G136030
OG0015572	ESY3_g32391_DN3_SP1_c0.t1	As006G136040
OG0015573	ESY3_g32344_DN3_SP7_c0.t1	As006G136300
OG0015574	ESY3_g32282_DN3_SP8_c0.t1	As006G136580
OG0015575	ESY3_g32252_DN3_SP0_c0.t1	As006G136740
OG0015576	ESY3_g32228_DN3_SP0_c0.t1	As006G136850
OG0015577	ESY3_g32172_DN3_SP6_c0.t1	As006G137160
OG0015578	ESY3_g32089_DN3_SP0_c0.t1	As006G137400
OG0015579	ESY3_g32051_DN3_SP8_c0.t1	As006G137470
OG0015581	ESY3_g31946_DN3_SP2_c3.t1	As006G137950
OG0015582	ESY3_g31927_DN3_SP2_c0.t1	As006G138030
OG0015583	ESY3_g31806_DN3_SP7_c0.t1	As006G138410
OG0015584	ESY3_g31787_DN3_SP0_c0.t1	As006G138660
OG0015585	ESY3_g31700_DN3_SP3_c0.t1	As006G138790
OG0015586	ESY3_g31763_DN3_SP1_c0.t1	As006G138880
OG0015587	ESY3_g31674_DN3_SP8_c0.t1	As006G138990
OG0015588	ESY3_g31673_DN3_SP7_c0.t1	As006G139000
OG0015589	ESY3_g31660_DN3_SP1_c24.t1	As006G139100
OG0015590	ESY3_g31652_DN3_SP7_c0.t1	As006G139140
OG0015591	ESY1_g11999_DN3_SP1_c0.t1	As006G139420, As012G286110
OG0015592	ESY3_g31539_DN3_SP4_c0.t1	As006G139950
OG0015593	ESY3_g31531_DN3_SP7_c0.t1	As006G140040
OG0015594	ESY3_g31447_DN3_SP0_c0.t1	As006G140470
OG0015595	ESY3_g31457_DN3_SP0_c0.t1	As006G140600
OG0015597	ESY3_g31470_DN3_SP2_c0.t1	As006G140700
OG0015598	ESY3_g31473_DN3_SP0_c0.t1	As006G140750
OG0015599	ESY3_g31420_DN3_SP8_c0.t1	As006G140820
OG0015600	ESY3_g31418_DN3_SP0_c0.t1	As006G140840
OG0015601	ESY3_g31393_DN3_SP3_c0.t1	As006G141040
OG0015602	ESY3_g31388_DN3_SP1_c0.t1	As006G141070
OG0015603	ESY3_g31369_DN3_SP0_c0.t1	As006G141190
OG0015604	ESY3_g30663_DN3_SP0_c0.t1	As006G141240
OG0015605	ESY3_g30689_DN3_SP0_c0.t1	As006G141380
OG0015606	ESY3_g30694_DN3_SP8_c0.t1	As006G141410
OG0015607	ESY3_g30699_DN3_SP8_c0.t1	As006G141440
OG0015608	ESY3_g30710_DN3_SP0_c4.t1, ESY3_g30708_DN3_SP1_c4.t1	As006G141520
OG0015609	ESY3_g30724_DN3_SP5_c0.t1	As006G141610
OG0015610	ESY3_g30725_DN3_SP0_c0.t1	As006G141620
OG0015611	ESY3_g30739_DN3_SP8_c0.t1	As006G141770
OG0015612	ESY3_g30820_DN3_SP2_c0.t1	As006G142250
OG0015613	ESY3_g30830_DN3_SP3_c0.t1	As006G142270
OG0015614	ESY12_g50852_DN3_SP8_c0.t1	As006G142640
OG0015615	ESY12_g50848_DN3_SP0_c0.t1	As006G142660
OG0015616	ESY9_g45685_DN3_SP8_c0.t1	As006G142870
OG0015617	ESY9_g45648_DN3_SP1_c0.t1	As006G143020
OG0015618	ESY9_g45635_DN3_SP0_c0.t1	As006G143080
OG0015619	ESY9_g45571_DN3_SP8_c0.t1	As006G143380
OG0015620	ESY9_g45562_DN3_SP3_c0.t1	As006G143400
OG0015621	ESY9_g45460_DN3_SP0_c0.t1	As006G143660
OG0015622	ESY9_g45521_DN3_SP0_c0.t1	As006G143910
OG0015623	ESY9_g45447_DN3_SP8_c0.t1	As006G143990
OG0015624	ESY9_g45439_DN3_SP0_c0.t1	As006G144080, As007G166830
OG0015625	ESY9_g45436_DN3_SP5_c0.t1	As006G144130
OG0015626	ESY9_g44066_DN3_SP8_c0.t1	As006G144470
OG0015627	ESY9_g44321_DN3_SP0_c0.t1	As006G144860
OG0015628	ESY15_g64862_DN3_SP0_c0.t1	As006G144940
OG0015631	ESY9_g44581_DN3_SP8_c0.t1	As006G145360
OG0015633	ESY9_g44653_DN3_SP8_c0.t1	As006G145580
OG0015634	ESY6_g49539_DN2_SP0_c0.t1	As006G145670
OG0015635	ESY12_g51555_DN3_SP8_c0.t1	As006G145680
OG0015636	ESY3_g27433_DN3_SP3_c0.t1	As006G145750, As011G258620
OG0015637	ESY9_g44749_DN3_SP2_c0.t1	As006G145830
OG0015638	ESY2_g34609_DN3_SP0_c11.t1	As006G145880
OG0015639	ESY9_g44777_DN3_SP1_c0.t1	As006G145890
OG0015640	ESY9_g44794_DN3_SP8_c0.t1	As006G146020
OG0015641	ESY9_g44864_DN3_SP0_c0.t1	As006G146320, As006G146310
OG0015642	ESY9_g44954_DN3_SP7_c0.t1	As006G146660
OG0015643	ESY9_g44957_DN3_SP7_c0.t1	As006G146680
OG0015644	ESY9_g45363_DN3_SP8_c0.t1	As006G147180
OG0015645	ESY9_g45352_DN3_SP0_c0.t1	As006G147330
OG0015646	ESY9_g45347_DN3_SP0_c0.t1	As006G147340
OG0015647	ESY9_g45242_DN3_SP0_c0.t1	As006G147490
OG0015648	ESY9_g45238_DN3_SP8_c0.t1	As006G147510
OG0015649	ESY7_g19006_DN3_SP0_c0.t1	As006G147890
OG0015651	ESY9_g44040_DN3_SP2_c0.t1	As006G148780
OG0015652	ESY5_g2953_DN3_SP0_c0.t1	As007G152230
OG0015653	ESY5_g2957_DN3_SP7_c0.t1	As007G152250
OG0015654	ESY5_g3008_DN3_SP3_c0.t1	As007G152570
OG0015655	ESY5_g3034_DN3_SP5_c0.t1	As007G152780, As012G282080
OG0015656	ESY5_g3053_DN3_SP1_c0.t1	As007G152920
OG0015657	ESY5_g4420_DN3_SP0_c0.t1	As007G153100
OG0015658	ESY5_g4388_DN3_SP8_c0.t1	As007G153410
OG0015659	ESY5_g4371_DN3_SP2_c0.t1	As007G153490
OG0015660	ESY5_g4346_DN3_SP8_c0.t1	As007G153690
OG0015661	ESY5_g4318_DN3_SP0_c0.t1	As007G153830
OG0015662	ESY5_g4319_DN3_SP5_c0.t1	As007G153840
OG0015663	ESY5_g4321_DN3_SP0_c0.t1	As007G153860
OG0015664	ESY2_g35833_DN3_SP0_c0.t1	As007G153890
OG0015665	ESY5_g4330_DN3_SP7_c0.t1	As007G153930
OG0015666	ESY5_g4310_DN3_SP8_c0.t1	As007G154000
OG0015667	ESY5_g4278_DN3_SP8_c0.t1	As007G154170
OG0015668	ESY5_g4229_DN3_SP0_c0.t1	As007G154530
OG0015669	ESY5_g4236_DN3_SP3_c0.t1	As007G154610
OG0015670	ESY5_g4238_DN3_SP7_c0.t1	As007G154630
OG0015671	ESY5_g4248_DN3_SP5_c0.t1	As007G154710
OG0015672	ESY2_g34872_DN3_SP8_c2.t1	As007G154720
OG0015673	ESY5_g4166_DN3_SP4_c0.t1	As007G155130
OG0015674	ESY5_g4153_DN3_SP0_c0.t1	As007G155240
OG0015675	ESY5_g4147_DN3_SP0_c0.t1	As007G155280
OG0015676	ESY5_g4136_DN3_SP0_c0.t1	As007G155380
OG0015677	ESY5_g4117_DN3_SP0_c16.t1	As007G155470
OG0015678	ESY5_g4113_DN3_SP7_c0.t1	As007G155510
OG0015679	ESY5_g4083_DN3_SP0_c0.t1	As007G155670
OG0015680	ESY5_g4080_DN3_SP0_c0.t1	As007G155710
OG0015681	ESY5_g4077_DN3_SP0_c0.t1	As007G155740
OG0015682	ESY5_g4066_DN3_SP7_c0.t1	As007G155770
OG0015683	ESY5_g3981_DN3_SP0_c0.t1	As007G156290
OG0015684	ESY5_g3937_DN3_SP0_c0.t1	As007G156650
OG0015685	ESY5_g3934_DN3_SP3_c0.t1	As007G156680
OG0015687	ESY5_g3905_DN3_SP0_c0.t1	As007G156910
OG0015688	ESY5_g2554_DN3_SP0_c0.t1	As007G157080
OG0015689	ESY5_g2423_DN3_SP0_c0.t1	As007G157560
OG0015690	ESY5_g2415_DN3_SP8_c0.t1	As007G157630
OG0015691	ESY5_g2414_DN3_SP7_c0.t1	As007G157640
OG0015692	ESY5_g2403_DN2_SP0_c0.t1	As007G157750
OG0015693	ESY5_g2396_DN3_SP7_c0.t1	As007G157800
OG0015694	ESY5_g2394_DN3_SP8_c0.t1	As007G157820
OG0015696	ESY5_g2347_DN3_SP1_c0.t1	As007G158140
OG0015697	ESY5_g2343_DN3_SP0_c0.t1	As007G158190
OG0015698	ESY5_g2293_DN3_SP0_c0.t1	As007G158520
OG0015699	ESY5_g2253_DN2_SP0_c0.t1	As007G158620
OG0015700	ESY5_g2236_DN3_SP0_c0.t1	As007G158710
OG0015701	ESY5_g2203_DN3_SP8_c0.t1	As007G158910
OG0015702	ESY5_g2173_DN3_SP0_c0.t1	As007G159100
OG0015703	ESY5_g2171_DN3_SP6_c0.t1	As007G159110
OG0015704	ESY5_g2159_DN3_SP0_c0.t1	As007G159170
OG0015705	ESY2_g35622_DN3_SP3_c0.t1	As007G159230, As010G233830
OG0015706	ESY5_g2126_DN3_SP0_c0.t1	As007G159320
OG0015707	ESY5_g2055_DN1_SP0_c0.t1	As007G159540
OG0015709	ESY5_g1883_DN3_SP0_c0.t1	As007G159870
OG0015710	ESY5_g1839_DN2_SP0_c0.t1	As007G159950
OG0015711	ESY5_g4586_DN3_SP7_c3.t1	As007G160240
OG0015712	ESY2_g35359_DN3_SP0_c0.t1	As007G160550
OG0015713	ESY5_g1418_DN2_SP0_c0.t1	As007G160620
OG0015714	ESY5_g1352_DN3_SP0_c0.t1	As007G160780
OG0015715	ESY2_g35364_DN3_SP0_c0.t1	As007G160910
OG0015716	ESY5_g1246_DN1_SP0_c0.t1	As007G160970
OG0015717	ESY2_g34411_DN3_SP0_c0.t1	As007G161110
OG0015719	ESY5_g1208_DN3_SP8_c0.t1	As007G161230
OG0015720	ESY5_g1069_DN3_SP1_c0.t1	As007G161330
OG0015721	ESY13_g57561_DN3_SP8_c0.t1	As007G161680
OG0015722	ESY4_g25952_DN3_SP0_c0.t1	As007G161870
OG0015723	ESY16_g62288_DN3_SP0_c0.t1	As007G161920
OG0015724	ESY5_g3991_DN3_SP1_c0.t1	As007G162300
OG0015725	ESY13_g58037_DN3_SP0_c0.t1	As007G162310
OG0015726	ESY13_g58031_DN3_SP0_c0.t1	As007G162360
OG0015727	ESY13_g57228_DN3_SP0_c0.t1	As007G162640
OG0015728	ESY8_g58431_DN2_SP0_c0.t1	As007G162690
OG0015729	ESY3_g30821_DN3_SP0_c0.t1	As007G162750
OG0015730	ESY1_g11344_DN3_SP0_c0.t1	As007G162830
OG0015731	ESY13_g57598_DN3_SP4_c0.t1	As007G162960
OG0015732	ESY13_g57623_DN3_SP3_c0.t1	As007G163010
OG0015733	ESY13_g57632_DN3_SP7_c0.t1	As007G163090
OG0015734	ESY8_g59333_DN3_SP8_c0.t1	As007G163190
OG0015735	ESY13_g57030_DN3_SP8_c0.t1	As007G163330
OG0015736	ESY13_g57025_DN3_SP5_c0.t1	As007G163490
OG0015737	ESY13_g56956_DN3_SP3_c0.t1	As007G163560
OG0015738	ESY15_g65381_DN3_SP0_c0.t1	As007G163570
OG0015739	ESY10_g14208_DN3_SP1_c0.t1	As007G163740
OG0015740	ESY13_g56847_DN3_SP0_c0.t1	As007G164320
OG0015741	ESY7_g18204_DN3_SP5_c0.t1	As007G164380
OG0015742	ESY13_g56697_DN3_SP4_c0.t1	As007G164660
OG0015743	ESY13_g56502_DN3_SP5_c0.t1	As007G164780
OG0015744	ESY13_g56603_DN3_SP0_c0.t1	As007G165360
OG0015745	ESY13_g56725_DN3_SP8_c0.t1	As007G165640
OG0015746	ESY13_g56706_DN3_SP0_c0.t1	As007G165700
OG0015747	ESY6_g46621_DN3_SP4_c0.t1	As007G165750
OG0015748	ESY5_g3142_DN3_SP3_c0.t1	As007G165970
OG0015749	ESY4_g23793_DN3_SP3_c0.t1	As007G166010
OG0015750	ESY16_g62098_DN3_SP8_c0.t1	As007G166990
OG0015752	ESY8_g59395_DN3_SP0_c0.t1	As007G177490
OG0015753	ESY8_g59391_DN3_SP2_c0.t1	As007G177560
OG0015754	ESY20_g13056_DN3_SP4_c0.t1	As007G177840
OG0015755	ESY8_g59521_DN3_SP8_c0.t1	As007G179090
OG0015756	ESY8_g59545_DN3_SP0_c0.t1	As007G179260
OG0015757	ESY8_g59570_DN3_SP8_c0.t1	As007G179480
OG0015758	ESY8_g59579_DN3_SP4_c0.t1	As007G179550
OG0015759	ESY8_g59589_DN3_SP5_c0.t1	As007G179600
OG0015760	ESY4_g23806_DN3_SP3_c0.t1	As007G179710
OG0015761	ESY8_g59607_DN3_SP1_c0.t1	As007G179750
OG0015762	ESY8_g59639_DN3_SP2_c2.t1	As007G179890
OG0015763	ESY8_g59681_DN3_SP2_c23.t1	As007G180140
OG0015764	ESY1_g10960_DN3_SP0_c0.t1	As007G180180
OG0015765	ESY8_g59695_DN3_SP4_c0.t1	As007G180270
OG0015766	ESY8_g59738_DN3_SP0_c0.t1	As007G180540
OG0015767	ESY8_g59749_DN3_SP8_c0.t1	As007G180600
OG0015768	ESY8_g59750_DN3_SP8_c0.t1	As007G180610
OG0015769	ESY8_g59811_DN3_SP1_c0.t1	As007G180730
OG0015770	ESY8_g59818_DN3_SP7_c0.t1	As007G180790
OG0015771	ESY8_g59834_DN3_SP8_c0.t1	As007G180900
OG0015772	ESY8_g59906_DN3_SP0_c0.t1	As007G181930
OG0015773	ESY8_g59926_DN2_SP2_c0.t1	As007G182020
OG0015774	ESY8_g59928_DN3_SP0_c0.t1	As007G182100
OG0015775	ESY8_g59941_DN3_SP1_c0.t1	As007G182210
OG0015776	ESY5_g2817_DN3_SP8_c0.t1	As008G182870
OG0015777	ESY5_g2792_DN3_SP2_c0.t1	As008G183020
OG0015778	ESY5_g2780_DN3_SP8_c0.t1	As008G183100
OG0015779	ESY5_g2779_DN3_SP6_c0.t1	As008G183110
OG0015780	ESY5_g2777_DN3_SP0_c0.t1	As008G183130
OG0015781	ESY5_g2768_DN3_SP5_c0.t1	As008G183190
OG0015782	ESY5_g2736_DN3_SP0_c0.t1	As008G183380
OG0015783	ESY5_g2732_DN3_SP2_c0.t1	As008G183420
OG0015784	ESY5_g2715_DN3_SP4_c0.t1	As008G183540
OG0015786	ESY5_g2688_DN3_SP0_c0.t1	As008G183710
OG0015787	ESY5_g2658_DN3_SP6_c0.t1	As008G183870
OG0015788	ESY5_g2612_DN3_SP0_c0.t1	As008G183920
OG0015789	ESY5_g2635_DN3_SP1_c0.t1	As008G184080
OG0015790	ESY5_g2603_DN3_SP8_c0.t1	As008G184170
OG0015791	ESY5_g2561_DN3_SP0_c0.t1	As008G184360
OG0015792	ESY5_g3837_DN3_SP0_c0.t1	As008G184620
OG0015793	ESY5_g3828_DN3_SP8_c0.t1	As008G184670
OG0015794	ESY5_g3810_DN3_SP8_c0.t1	As008G184740
OG0015795	ESY5_g3803_DN3_SP8_c0.t1	As008G184780
OG0015796	ESY5_g3796_DN3_SP7_c0.t1	As008G184870
OG0015797	ESY5_g3785_DN3_SP0_c0.t1	As008G185070
OG0015798	ESY5_g3786_DN3_SP8_c0.t1	As008G185080
OG0015799	ESY5_g3759_DN3_SP7_c0.t1	As008G185280
OG0015800	ESY5_g3719_DN3_SP0_c0.t1	As008G185610
OG0015801	ESY5_g3703_DN3_SP5_c14.t1	As008G185760
OG0015802	ESY5_g3679_DN3_SP8_c0.t1	As008G185930
OG0015803	ESY2_g33808_DN3_SP8_c0.t1	As008G185940
OG0015804	ESY5_g3662_DN3_SP3_c20.t1	As008G186070
