Orthogroup	Aethionema_saxatile	Cardamine_hirsuta
OG0013448	As004G096160	CARHR221820
OG0013449	As004G096170	CARHR221850
OG0013450	As004G096590	CARHR222310
OG0013451	As004G096610	CARHR222350
OG0013452	As004G096820	CARHR262150
OG0013453	As004G096970	CARHR261930
OG0013454	As004G097160	CARHR261750
OG0013455	As004G097490	CARHR261330
OG0013456	As004G097810	CARHR213230
OG0013457	As004G098010	CARHR291900
OG0013458	As004G098320	CARHR212630
OG0013459	As004G098410	CARHR212550
OG0013460	As004G098490	CARHR212430
OG0013461	As005G098690	CARHR143400
OG0013462	As005G098980	CARHR143220
OG0013463	As005G099040	CARHR143170
OG0013464	As005G099160	CARHR143090
OG0013465	As005G099180	CARHR143070
OG0013466	As005G099300	CARHR142980
OG0013467	As005G099400	CARHR142900
OG0013468	As005G099600	CARHR142710
OG0013469	As005G099960	CARHR142390
OG0013470	As005G099980	CARHR142380
OG0013471	As005G100080, As005G100050, As005G100070, As005G100060	CARHR142300
OG0013472	As005G100100	CARHR142280
OG0013473	As005G100440	CARHR141920
OG0013474	As005G100680	CARHR141710
OG0013475	As005G100740	CARHR141660
OG0013476	As005G100770	CARHR141620
OG0013477	As005G100790	CARHR141600
OG0013478	As005G100820	CARHR141540
OG0013479	As005G100980	CARHR141360
OG0013480	As005G101100	CARHR141260
OG0013481	As005G101120	CARHR141240
OG0013482	As005G101210	CARHR141140
OG0013483	As005G101220	CARHR141120
OG0013484	As005G101490	CARHR140820
OG0013485	As005G101830	CARHR140520
OG0013486	As005G102450	CARHR139940
OG0013487	As005G102500, As005G102510	CARHR170550
OG0013488	As005G102530	CARHR139870
OG0013489	As005G102590	CARHR139820
OG0013490	As005G102660	CARHR139680
OG0013491	As005G102810	CARHR139590
OG0013492	As005G102830	CARHR139570
OG0013493	As005G102910	CARHR139480
OG0013494	As005G103170	CARHR139180
OG0013495	As005G103320	CARHR139050
OG0013496	As005G103530	CARHR138910
OG0013497	As005G103790	CARHR138660
OG0013498	As005G103930	CARHR138470
OG0013499	As005G103990	CARHR138400
OG0013500	As005G104060	CARHR138340
OG0013501	As005G104270	CARHR283820, CARHR138100
OG0013502	As005G104350	CARHR138030
OG0013503	As005G104400	CARHR138010
OG0013504	As005G104650	CARHR137800
OG0013505	As012G284770, As005G104860	CARHR168890
OG0013506	As005G105120	CARHR137170
OG0013507	As005G105200	CARHR137260
OG0013508	As005G105780	CARHR136800
OG0013509	As005G105790	CARHR136790
OG0013510	As005G106680, As006G142210	CARHR211730
OG0013511	As005G106770	CARHR211660
OG0013512	As005G106950	CARHR211480
OG0013513	As005G107000	CARHR211390
OG0013514	As005G107090	CARHR211350
OG0013515	As005G107170	CARHR211270
OG0013516	As005G107220	CARHR211200
OG0013517	As005G107320	CARHR211140
OG0013518	As005G107370	CARHR211100
OG0013519	As005G107660	CARHR210760
OG0013520	As005G107880	CARHR210500
OG0013521	As005G107890	CARHR210510
OG0013522	As005G108330	CARHR209890
OG0013523	As005G108350	CARHR209880
OG0013524	As005G108430	CARHR209770
OG0013525	As005G108530	CARHR209660
OG0013526	As005G108540	CARHR209650
OG0013527	As005G108670	CARHR209580
OG0013528	As005G108790	CARHR209450
OG0013529	As005G108950	CARHR209290
OG0013530	As005G108960	CARHR209280
OG0013531	As005G109160	CARHR209130
OG0013532	As005G109240	CARHR209070
OG0013533	As005G109270	CARHR209050
OG0013534	As005G109320	CARHR209040
OG0013535	As005G109350	CARHR209020
OG0013536	As005G109360	CARHR209010
OG0013537	As005G110400	CARHR192880
OG0013539	As005G110580	CARHR193290
OG0013540	As005G111850	CARHR192220
OG0013541	As005G111940	CARHR192200
OG0013542	As005G112550	CARHR191830
OG0013543	As005G112980	CARHR191580
OG0013544	As005G113090	CARHR191510
OG0013545	As005G113100	CARHR191490
OG0013546	As005G113200	CARHR191400
OG0013547	As005G113690	CARHR190750
OG0013548	As005G113700	CARHR190740
OG0013549	As005G113760, As005G113740	CARHR190690
OG0013550	As005G113970	CARHR274430
OG0013551	As005G113990	CARHR274410
OG0013552	As005G114000	CARHR274400
OG0013553	As005G114110	CARHR274310
OG0013554	As005G114190	CARHR274200
OG0013555	As005G114550	CARHR273690
OG0013556	As005G115580	CARHR285870
OG0013557	As005G115640	CARHR285810
OG0013558	As005G115650	CARHR285790, CARHR060400
OG0013559	As005G115780	CARHR027420
OG0013560	As005G115980	CARHR155680
OG0013561	As005G116140	CARHR277060, CARHR043650
OG0013562	As005G116210	CARHR277150, CARHR277160
OG0013563	As005G116470	CARHR277400
OG0013564	As005G116600	CARHR277520
OG0013565	As005G116710	CARHR277680
OG0013566	As005G116930	CARHR277910
OG0013567	As005G117020	CARHR277960
OG0013569	As005G117170	CARHR278100
OG0013570	As005G117240	CARHR278160
OG0013571	As005G117280	CARHR278190
OG0013572	As005G117380	CARHR278320
OG0013573	As005G117410	CARHR278380
OG0013574	As005G117480	CARHR278430
OG0013575	As005G117520	CARHR278490
OG0013576	As005G117580	CARHR278550
OG0013577	As005G117710	CARHR109060
OG0013578	As005G117760	CARHR278720
OG0013579	As005G117800	CARHR278770
OG0013580	As005G118140	CARHR293730
OG0013581	As005G118280	CARHR279110
OG0013582	As005G118530	CARHR279430
OG0013583	As005G118790	CARHR279720
OG0013584	As005G118800	CARHR279730
OG0013585	As005G118820	CARHR279760
OG0013586	As005G118910	CARHR279850
OG0013587	As005G118990	CARHR279950
OG0013588	As005G119100	CARHR280070
OG0013589	As005G119120	CARHR280100
OG0013590	As005G119150	CARHR280130
OG0013592	As005G119340	CARHR280330
OG0013593	As005G119410	CARHR280400
OG0013594	As005G119470	CARHR280460
OG0013595	As005G119530, As005G119920, As005G119520, As005G119510	CARHR280500
OG0013596	As005G119550	CARHR280520
OG0013597	As005G119660	CARHR280700
OG0013598	As005G119830	CARHR280880
OG0013599	As005G119840	CARHR280890
OG0013600	As005G119960	CARHR281000
OG0013601	As005G120100	CARHR281110
OG0013602	As005G120440	CARHR281360
OG0013603	As005G120560	CARHR281450
OG0013604	As005G120630	CARHR281540
OG0013605	As005G120730	CARHR281620
OG0013606	As005G120770	CARHR281660
OG0013607	As005G120830	CARHR281730
OG0013608	As005G120850, As005G120860	CARHR281750
OG0013609	As006G121110	CARHR248170
OG0013610	As006G121130	CARHR248190
OG0013611	As006G121150	CARHR248200
OG0013612	As006G121220	CARHR248930
OG0013613	As006G121410	CARHR248680
OG0013614	As006G121610	CARHR248430
OG0013615	As006G121630	CARHR248410
OG0013616	As006G121640	CARHR248400
OG0013617	As006G121970	CARHR249170
OG0013618	As006G122050	CARHR249250
OG0013619	As006G122060	CARHR249270
OG0013620	As006G122130	CARHR249390
OG0013621	As006G122160	CARHR249420
OG0013622	As006G122330	CARHR250280
OG0013623	As006G122580	CARHR249990
OG0013624	As006G122610	CARHR249960
OG0013625	As006G122630	CARHR249910
OG0013626	As006G122650	CARHR249880
OG0013627	As006G122780	CARHR249740
OG0013628	As006G122830	CARHR249680
OG0013629	As006G122840	CARHR249670
OG0013630	As006G122880	CARHR249610
OG0013631	As006G123010	CARHR002030
OG0013632	As006G123160	CARHR250550
OG0013633	As006G123470	CARHR250970
OG0013634	As006G123640	CARHR251190
OG0013635	As006G123650	CARHR251180
OG0013636	As006G123660	CARHR251170
OG0013637	As006G123740	CARHR251290
OG0013638	As006G123760	CARHR251310
OG0013639	As006G123820	CARHR251420
OG0013640	As006G123950	CARHR251610
OG0013641	As006G123970	CARHR251630
OG0013642	As006G124100	CARHR251760
OG0013643	As006G124150	CARHR251800
OG0013644	As006G124160	CARHR251810
OG0013645	As006G124340	CARHR179060
OG0013646	As006G124490	CARHR179200
OG0013647	As006G124510	CARHR179230
OG0013648	As006G124590	CARHR179380
OG0013649	As006G124830	CARHR179710
OG0013650	As006G124940	CARHR006260
OG0013651	As006G125060	CARHR180150
OG0013652	As006G125100	CARHR180230
OG0013653	As006G125480	CARHR127150
OG0013654	As006G125500	CARHR127200
OG0013655	As006G125550	CARHR127250
OG0013656	As006G125570	CARHR127270
OG0013657	As006G125640	CARHR126140
OG0013658	As006G126010	CARHR126850
OG0013659	As006G126280	CARHR126330
OG0013660	As006G126340	CARHR126240
OG0013661	As006G126370	CARHR125920
OG0013662	As006G126380	CARHR125910
OG0013663	As006G126480	CARHR125770
OG0013664	As006G126720	CARHR125720
OG0013665	As006G126820	CARHR125640
OG0013666	As006G126860	CARHR125600
OG0013667	As006G127000	CARHR125430
OG0013668	As006G127460	CARHR124800
OG0013669	As006G127490	CARHR124770
OG0013670	As006G127600	CARHR124600
OG0013671	As006G127720	CARHR124440
OG0013672	As006G127790	CARHR124360
OG0013673	As006G127850	CARHR124250
OG0013674	As006G127880	CARHR124220
OG0013675	As006G127950	CARHR124070
OG0013676	As006G128180	CARHR123650
OG0013677	As006G128250	CARHR123590
OG0013678	As006G128440	CARHR264940
OG0013679	As006G128590	CARHR123190
OG0013680	As006G128700	CARHR122970
OG0013681	As006G128730	CARHR122940
OG0013682	As006G129130	CARHR122280
OG0013683	As006G129380	CARHR121980
OG0013684	As006G129760	CARHR294210
OG0013685	As006G129910	CARHR121280
OG0013686	As006G129980	CARHR121170
OG0013687	As006G130140	CARHR120780
OG0013688	As006G130160	CARHR120760
OG0013689	As006G130210	CARHR120660
OG0013690	As006G130230	CARHR120600
OG0013691	As006G130390	CARHR120320
OG0013692	As006G130510	CARHR119230
OG0013693	As006G130550	CARHR119330
OG0013694	As006G130770	CARHR119740
OG0013695	As006G130840	CARHR119920
OG0013696	As006G131150, As006G131120	CARHR118960
OG0013697	As006G131160, As006G131180	CARHR118930
OG0013698	As006G131210	CARHR118780
OG0013699	As006G131270	CARHR118630
OG0013700	As006G131320	CARHR118510
OG0013701	As006G131370	CARHR118540
OG0013702	As006G131390	CARHR123740
OG0013703	As006G131410	CARHR037200
OG0013704	As006G131450	CARHR115260
OG0013705	As006G131540	CARHR118500
OG0013706	As006G131620	CARHR118350
OG0013707	As006G131680	CARHR115240
OG0013708	As006G131750	CARHR115050
OG0013709	As006G137250, As006G131770	CARHR078110
OG0013710	As006G131850	CARHR114930
OG0013711	As006G131910	CARHR114790
OG0013712	As006G131960	CARHR287330
OG0013713	As006G131990	CARHR115280
OG0013714	As006G132200	CARHR115530
OG0013715	As006G132220	CARHR235220
OG0013716	As006G132700	CARHR234590
OG0013717	As006G132750	CARHR075610
OG0013719	As006G133250	CARHR075130
OG0013720	As006G133290	CARHR075100
OG0013721	As006G133300	CARHR075090
OG0013722	As006G133370	CARHR075020
OG0013723	As006G133810	CARHR212280
OG0013724	As006G133910	CARHR212230
OG0013725	As006G133960	CARHR212180
OG0013726	As006G134010	CARHR229670
OG0013727	As006G134150	CARHR269630
OG0013728	As006G134450	CARHR268440
OG0013729	As006G134990	CARHR075990
OG0013730	As006G135010	CARHR076010
OG0013731	As006G135220	CARHR076190
OG0013732	As006G135250	CARHR076230
OG0013733	As006G135420	CARHR076400
OG0013734	As006G135570	CARHR184070
OG0013735	As006G135700	CARHR076700
OG0013736	As006G135980	CARHR076990
OG0013737	As006G136230	CARHR077230
OG0013738	As006G136320	CARHR077310
OG0013739	As006G136370	CARHR077360
OG0013740	As006G136450	CARHR234890
OG0013741	As006G136610	CARHR077570
OG0013742	As006G136810	CARHR077760
OG0013743	As006G136910	CARHR077840
OG0013744	As006G136930	CARHR077860
OG0013745	As006G137170	CARHR078010
OG0013746	As006G137180	CARHR078020
OG0013747	As006G137390	CARHR078260
OG0013748	As006G137500	CARHR078540
OG0013749	As006G137540	CARHR078490
OG0013750	As006G137720	CARHR078740
OG0013751	As006G137730	CARHR078730
OG0013752	As006G137810, As012G286990	CARHR078820
OG0013753	As006G137850	CARHR078850
OG0013754	As006G138020	CARHR079060
OG0013755	As006G138080	CARHR079140
OG0013756	As006G138190	CARHR079260
OG0013757	As006G138280	CARHR079320
OG0013758	As006G138480, As006G138520	CARHR079550
OG0013759	As006G138560	CARHR079710
OG0013760	As006G138670	CARHR079590
OG0013761	As006G139050	CARHR080120
OG0013762	As006G139120	CARHR080210
OG0013763	As006G139380	CARHR080410
OG0013764	As006G139400	CARHR080430
OG0013765	As006G139730	CARHR080690
OG0013766	As006G139990	CARHR080920
OG0013767	As006G140120	CARHR081790
OG0013768	As006G140300	CARHR081220
OG0013769	As006G140330	CARHR103050
OG0013770	As006G140410	CARHR081390
OG0013771	As006G140830	CARHR081740
OG0013772	As006G141130	CARHR082040
OG0013773	As006G141310	CARHR255460
OG0013774	As006G141460	CARHR082430
OG0013775	As006G141480	CARHR082450
OG0013776	As006G141760	CARHR082740
OG0013777	As006G141830	CARHR082790
OG0013778	As006G141970	CARHR082980
OG0013779	As006G142170	CARHR083250
OG0013780	As006G142530	CARHR135470
OG0013781	As006G142790	CARHR135190, CARHR135160
OG0013782	As006G142880	CARHR135070
OG0013783	As006G142970	CARHR165940
OG0013784	As006G143050	CARHR134850
OG0013785	As006G143300	CARHR134590
OG0013786	As006G143370	CARHR134520
OG0013787	As006G143470	CARHR134450
OG0013788	As006G143500	CARHR134420
OG0013789	As006G143750	CARHR134020
OG0013790	As006G143820	CARHR133920
OG0013791	As006G143940	CARHR133910
OG0013792	As006G144040	CARHR133820
OG0013793	As006G144060	CARHR121200
OG0013794	As006G144150	CARHR133700
OG0013795	As006G144240	CARHR133580
OG0013796	As006G144390	CARHR133410
OG0013797	As006G144540	CARHR130250
OG0013798	As006G144830	CARHR130550
OG0013799	As006G145130	CARHR130860
OG0013800	As006G145210	CARHR130960
OG0013801	As006G145300	CARHR131100
OG0013802	As006G145390	CARHR131300
OG0013803	As006G145450	CARHR131360
OG0013804	As006G145510	CARHR131420
OG0013805	As006G145590	CARHR131500
OG0013806	As006G145940	CARHR132300
OG0013807	As006G146360	CARHR132040
OG0013808	As006G146380	CARHR132010, CARHR131990
OG0013809	As006G146730	CARHR131880
OG0013810	As006G147910	CARHR132640
OG0013811	As006G147930	CARHR132620
OG0013812	As006G147950	CARHR132590
OG0013813	As006G148390	CARHR286890
OG0013814	As006G148770	CARHR130020
OG0013816	As007G151890	CARHR015760
OG0013817	As007G152790	CARHR016760
OG0013818	As007G153000, As010G242510	CARHR017000
OG0013819	As007G153020	CARHR017020
OG0013820	As007G153080	CARHR017100
OG0013821	As007G153160	CARHR017190
OG0013822	As007G153240	CARHR017300
OG0013823	As007G153550	CARHR013990, CARHR014000
OG0013824	As007G153600	CARHR017740
OG0013825	As007G153750	CARHR017900
OG0013826	As007G153760	CARHR017920
OG0013828	As007G153900	CARHR018000
OG0013829	As007G154180	CARHR018360
OG0013830	As007G154340	CARHR018470
OG0013831	As007G154520	CARHR018830
OG0013832	As007G154680	CARHR018680
OG0013833	As007G154740	CARHR018600
OG0013834	As007G154770	CARHR018580
OG0013835	As007G154800	CARHR019000
OG0013836	As007G155030	CARHR019220
OG0013837	As007G155500	CARHR019710
OG0013838	As007G155540	CARHR019750
OG0013839	As007G155550	CARHR019770
OG0013840	As007G155610	CARHR019840
OG0013842	As007G155750	CARHR019970
OG0013843	As007G155890	CARHR020140
OG0013844	As007G155910	CARHR020150
OG0013845	As007G156030	CARHR020330
OG0013846	As007G156080	CARHR020380
OG0013847	As007G156230	CARHR020530
OG0013848	As007G156640	CARHR020980
OG0013849	As007G156850	CARHR021230
OG0013850	As007G157030	CARHR021440
OG0013851	As007G157270	CARHR021740
OG0013852	As007G157360	CARHR021810
OG0013853	As007G157370	CARHR021820
OG0013854	As007G157520	CARHR021920
OG0013855	As007G157600	CARHR021960
OG0013856	As007G157680, As009G209870	CARHR022020
OG0013857	As007G157760	CARHR022110
OG0013858	As007G158100	CARHR022410
OG0013859	As007G158820	CARHR023100
OG0013860	As007G158830	CARHR023110
OG0013861	As007G158850	CARHR023130
OG0013862	As007G158870, As010G234440	CARHR023150
OG0013863	As007G159510	CARHR023810
OG0013864	As007G159930, As007G159920	CARHR024390
OG0013865	As007G159940	CARHR024400
OG0013866	As007G160200, As007G163880	CARHR024830
OG0013867	As007G160450	CARHR025110
OG0013868	As007G160470	CARHR025120
OG0013869	As007G160500	CARHR025150
OG0013870	As007G160630	CARHR025330
OG0013871	As007G160740	CARHR025450
OG0013872	As007G161040	CARHR025730, CARHR153660
OG0013873	As007G161060	CARHR025750
OG0013874	As007G161160	CARHR025880
OG0013875	As007G161790	CARHR026550
OG0013876	As007G161990	CARHR060160
OG0013877	As007G162020	CARHR026780
OG0013878	As007G162120	CARHR026900
OG0013879	As007G162340	CARHR036140
OG0013880	As007G162880	CARHR231820
OG0013881	As007G163020	CARHR231940
OG0013882	As007G163460	CARHR232100
OG0013883	As007G163480	CARHR232110
OG0013884	As007G163720	CARHR232300
OG0013885	As007G164350	CARHR232500
OG0013886	As007G164420	CARHR232550
OG0013887	As007G164460	CARHR232580
OG0013888	As007G166900	CARHR240590
OG0013889	As007G167130	CARHR116280
OG0013890	As007G176850	CARHR116620
OG0013891	As007G176860	CARHR116600
OG0013892	As007G176890	CARHR116660
OG0013893	As007G176960	CARHR241150
OG0013894	As007G177050	CARHR116750
OG0013895	As007G177060	CARHR116760
OG0013897	As007G177550	CARHR294580
OG0013898	As007G177690	CARHR116530
OG0013899	As007G177720	CARHR116480
OG0013900	As007G179250	CARHR114700
OG0013901	As007G179820	CARHR114520
OG0013902	As007G179990, As010G237370	CARHR069670
OG0013903	As010G237390, As007G180000	CARHR069660
OG0013904	As007G180040	CARHR113920
OG0013905	As007G180260	CARHR113650
OG0013906	As007G180410	CARHR113500
OG0013907	As007G180570	CARHR113090
OG0013908	As007G180590	CARHR113070
OG0013909	As007G180630	CARHR113020
OG0013912	As007G181750, As007G181400	CARHR112180
OG0013913	As007G181980	CARHR111930
OG0013914	As007G182270	CARHR016680
OG0013915	As008G182290	CARHR015720
OG0013916	As008G182730	CARHR015220
OG0013917	As008G182740	CARHR015210
OG0013918	As008G182840	CARHR015060
OG0013919	As008G183060	CARHR014780
OG0013920	As008G183170	CARHR014600
OG0013921	As008G183550	CARHR014200
OG0013922	As008G183570	CARHR014160
OG0013924	As008G183800	CARHR014010
OG0013925	As008G183900	CARHR013850
OG0013926	As008G183970	CARHR013670
OG0013927	As008G184330	CARHR013340
OG0013928	As008G184540	CARHR013060
OG0013929	As008G184570	CARHR013040
OG0013930	As008G185340	CARHR012330
OG0013931	As008G185470	CARHR012230
OG0013932	As008G185480	CARHR012220
OG0013933	As008G185630	CARHR012060
OG0013934	As008G185700	CARHR012010
OG0013935	As008G186520	CARHR011280
OG0013936	As008G186580	CARHR011210
OG0013937	As008G186770	CARHR011000
OG0013938	As008G186890	CARHR102860
OG0013939	As008G186900	CARHR102840
OG0013940	As008G187070	CARHR185140
OG0013941	As008G187580	CARHR009890
OG0013942	As008G187630	CARHR009950
OG0013943	As008G188160	CARHR009590
OG0013944	As008G188210	CARHR009550
OG0013945	As008G188310	CARHR009430
OG0013946	As008G188350	CARHR009400
OG0013947	As008G188370	CARHR009350
OG0013948	As008G188420	CARHR009310
OG0013949	As008G188510	CARHR009250
OG0013950	As008G190280	CARHR008550
OG0013951	As008G190340	CARHR008420
OG0013952	As008G190650	CARHR008360
OG0013953	As008G190930	CARHR008290
OG0013954	As008G191740	CARHR168070
OG0013955	As008G191810	CARHR007660
OG0013956	As008G192690	CARHR007200
OG0013957	As008G192820	CARHR007090
OG0013958	As008G192950	CARHR006970
OG0013959	As008G193040	CARHR006810
OG0013960	As008G193150	CARHR006710
OG0013961	As008G193160	CARHR006700
OG0013962	As008G193390	CARHR006420
OG0013963	As008G193690	CARHR006050
OG0013964	As008G193880	CARHR005830
OG0013965	As008G194070	CARHR239330
OG0013966	As008G194420	CARHR005330
OG0013967	As008G194600	CARHR005190
OG0013968	As008G194700	CARHR004840
OG0013969	As008G194950	CARHR004800
OG0013970	As008G195380	CARHR004510
OG0013971	As008G195590	CARHR004340
OG0013972	As008G195630	CARHR004300
OG0013973	As008G195860	CARHR004120
OG0013974	As008G196050	CARHR003870
OG0013975	As008G196280	CARHR003650
OG0013976	As008G196360	CARHR003570
OG0013977	As008G196430	CARHR003530
OG0013978	As008G197020	CARHR002830
OG0013979	As008G197330	CARHR002500
OG0013980	As008G197450	CARHR002400
OG0013981	As008G197480	CARHR002370
OG0013982	As008G197830	CARHR001980
OG0013983	As008G198220	CARHR001570
OG0013984	As008G198360	CARHR001460
OG0013985	As008G198500	CARHR001290
OG0013986	As008G198520	CARHR001270
OG0013987	As008G198550	CARHR001240
OG0013988	As008G198570	CARHR001220
OG0013989	As008G198610	CARHR001150
OG0013990	As008G198710	CARHR000790
OG0013991	As008G198750	CARHR000860
OG0013992	As008G199020	CARHR000690
OG0013993	As008G199210	CARHR000500
OG0013994	As008G199240	CARHR000480
OG0013995	As008G199270	CARHR137110, CARHR248320
OG0013996	As008G199300	CARHR000440
OG0013997	As008G199560	CARHR156840
OG0013998	As008G199670	CARHR000140
OG0013999	As009G199800	CARHR199420
OG0014000	As009G199870	CARHR198730
OG0014001	As009G199940	CARHR193820
OG0014002	As009G199970	CARHR198850
OG0014003	As009G200000	CARHR198880
OG0014004	As009G200300	CARHR199250
OG0014005	As009G200520	CARHR198550, CARHR150190
OG0014006	As009G201060	CARHR197830
OG0014007	As009G201480	CARHR197640
OG0014008	As009G201490	CARHR197630
OG0014009	As009G201500	CARHR197620
OG0014010	As009G201540	CARHR197570
OG0014011	As009G201570	CARHR197540
OG0014012	As009G201730	CARHR197400
OG0014013	As009G201740	CARHR197390
OG0014014	As009G201970	CARHR197230
OG0014015	As009G202080	CARHR152480, CARHR113410, CARHR197120
OG0014016	As009G202100	CARHR197100
OG0014018	As009G202620	CARHR196470
OG0014019	As009G202730	CARHR196380, CARHR196420
OG0014020	As009G203000	CARHR196170
OG0014021	As009G203030	CARHR196050
OG0014022	As009G203140	CARHR195960
OG0014023	As009G203270	CARHR195790
OG0014024	As009G203280	CARHR195800
OG0014025	As009G203560	CARHR195570
OG0014026	As009G204020	CARHR194930
OG0014027	As009G204070	CARHR070630
OG0014028	As009G204080	CARHR194860
OG0014029	As009G204290	CARHR194590
OG0014030	As009G204360	CARHR194520
OG0014031	As009G204450	CARHR194450
OG0014032	As009G204570	CARHR194310
OG0014033	As009G204750	CARHR194050
OG0014034	As009G205040	CARHR193780
OG0014035	As009G205160	CARHR193640
OG0014036	As009G205480	CARHR186910
OG0014037	As009G205580	CARHR186850
OG0014038	As009G205600	CARHR186830
OG0014039	As009G205620	CARHR186810
OG0014040	As009G205690	CARHR186710
OG0014041	As009G205770	CARHR186580
OG0014042	As009G205960	CARHR179940
OG0014043	As009G206140	CARHR186180
OG0014044	As009G206610	CARHR185910
OG0014045	As009G207020	CARHR185150
OG0014046	As009G208120	CARHR284600
OG0014047	As009G208180	CARHR182800, CARHR284650
OG0014048	As009G208390	CARHR182880
OG0014049	As009G208670	CARHR182940
OG0014050	As009G209110	CARHR183850
OG0014051	As009G209440	CARHR183210
OG0014052	As009G210490	CARHR199910
OG0014053	As009G210740	CARHR206260
OG0014054	As009G211140	CARHR206110
OG0014055	As009G211410	CARHR206210
OG0014056	As009G211610	CARHR198500
OG0014058	As009G211800	CARHR206560
OG0014059	As009G211810	CARHR206590
OG0014060	As009G211920	CARHR206650
OG0014061	As009G212020	CARHR184320
OG0014062	As009G212520	CARHR206910
OG0014063	As009G212590	CARHR206850
OG0014064	As009G212680	CARHR207180
OG0014065	As009G212760	CARHR207270
OG0014066	As009G212810	CARHR207320
OG0014067	As009G212940	CARHR207410
OG0014068	As009G213020	CARHR207510
OG0014069	As009G213090	CARHR207620
OG0014070	As009G213210	CARHR207760
OG0014071	As009G213240	CARHR207800
OG0014072	As009G213830	CARHR207960
OG0014073	As009G213880	CARHR208020
OG0014074	As009G214040	CARHR208440
OG0014075	As009G214060	CARHR208420
OG0014076	As009G214110	CARHR208350
OG0014077	As009G214120	CARHR208340
OG0014078	As009G214340	CARHR208540
OG0014079	As009G214370	CARHR208580
OG0014080	As009G214430	CARHR208630
OG0014081	As009G214460	CARHR208670
OG0014082	As009G214480	CARHR208710
OG0014083	As009G214660	CARHR208930
OG0014084	As009G214880	CARHR187280
OG0014085	As009G215130	CARHR187810
OG0014086	As009G215200	CARHR187800
OG0014087	As009G215380	CARHR188150
OG0014088	As009G216320, As009G216050	CARHR189150
OG0014089	As009G216160, As011G256820	CARHR189060
OG0014090	As009G216190	CARHR189030
OG0014091	As009G216350	CARHR189200
OG0014092	As009G216390	CARHR189270
OG0014093	As009G216720	CARHR189640
OG0014094	As009G216890	CARHR189830
OG0014095	As010G222020, As009G216940	CARHR102210
OG0014096	As009G217430	CARHR190480
OG0014097	As009G217460	CARHR190500
OG0014098	As009G217720	CARHR274720
OG0014099	As009G218060	CARHR275210
OG0014100	As009G218110	CARHR275260, CARHR234670
OG0014101	As009G218310	CARHR275520
OG0014102	As009G218330	CARHR235890
OG0014103	As009G218560	CARHR275830
OG0014104	As009G218610	CARHR275910
OG0014105	As009G218830	CARHR276150
OG0014106	As009G219100	CARHR276460
OG0014107	As009G219150	CARHR276520
OG0014108	As009G219180	CARHR276550
OG0014109	As009G219240	CARHR276620
OG0014110	As009G219340	CARHR276730
OG0014111	As009G219440	CARHR276850
OG0014112	As009G219450	CARHR276860
OG0014113	As009G219620	CARHR272640
OG0014114	As009G219750	CARHR272440
OG0014115	As009G220020	CARHR272200
OG0014116	As010G220230	CARHR161060
OG0014117	As010G220260	CARHR161010
OG0014118	As010G220300	CARHR160950
OG0014119	As010G220350	CARHR160890
OG0014120	As010G220510	CARHR160620
OG0014121	As010G220680	CARHR160410
OG0014122	As010G220820	CARHR160240, CARHR160210
OG0014123	As010G220830	CARHR160190
OG0014124	As010G220980	CARHR160020
OG0014125	As010G221080	CARHR159890
OG0014126	As010G221390	CARHR158970
OG0014127	As010G221450	CARHR158870
OG0014128	As010G221520	CARHR158800
OG0014129	As010G221810	CARHR158370
OG0014130	As010G221890	CARHR158290
OG0014131	As010G222130	CARHR158030
OG0014132	As010G222180	CARHR157920
OG0014133	As010G222480	CARHR157460
OG0014134	As010G222590	CARHR157340
OG0014135	As010G222880	CARHR157010
OG0014136	As010G222980	CARHR156920
OG0014137	As010G223070	CARHR156830
OG0014138	As010G223130	CARHR255450
OG0014139	As010G223360	CARHR156500
OG0014140	As010G223450	CARHR156410
OG0014141	As010G223610	CARHR156120
OG0014142	As010G223670	CARHR156060
OG0014143	As010G223680	CARHR156050
OG0014144	As010G224070	CARHR155640
OG0014145	As010G224080	CARHR155620
OG0014146	As010G224430	CARHR155210
OG0014147	As010G224560	CARHR155380
OG0014148	As010G224690	CARHR154650
OG0014149	As010G224760, As010G239800	CARHR066820
OG0014150	As010G224910	CARHR154140
OG0014151	As010G224950	CARHR149890
OG0014152	As010G225130	CARHR149990
OG0014153	As010G225300	CARHR150590, CARHR150580
OG0014154	As010G225330	CARHR150650
OG0014155	As010G225640	CARHR150850
OG0014156	As010G225710	CARHR150960
OG0014157	As010G225910	CARHR151220
OG0014158	As010G226360	CARHR152690
OG0014159	As010G226380	CARHR152940
OG0014160	As010G226390	CARHR152930
OG0014161	As010G226450	CARHR152710
OG0014162	As010G226470	CARHR140930
OG0014163	As010G227120	CARHR259270
OG0014164	As010G227490	CARHR153610
OG0014165	As010G228100	CARHR060210, CARHR058070
OG0014166	As010G228260	CARHR060120
OG0014167	As010G228610	CARHR060460
OG0014168	As010G229030	CARHR048740
OG0014169	As010G229940	CARHR060610
OG0014170	As010G230020	CARHR060600
OG0014171	As010G231210	CARHR061410
OG0014172	As010G231600	CARHR061490
OG0014173	As010G231660	CARHR074070
OG0014174	As010G232280	CARHR062140
OG0014175	As010G232400	CARHR062220
OG0014176	As010G232460	CARHR062260
OG0014177	As010G232480	CARHR062280
OG0014178	As010G232660	CARHR062510
OG0014179	As010G232980	CARHR062990
