Orthogroup	Aethionema_saxatile	Cardamine_hirsuta
OG0003434	As007G179680	CARHR114260, CARHR114300, CARHR114280, CARHR114270
OG0003435	As008G186250	CARHR248530
OG0003435	As008G199000	CARHR000710
OG0003436	As008G188270, As008G188260	CARHR009490
OG0003437	As009G200110	CARHR257250
OG0003438	As009G200700	CARHR075650
OG0003439	As009G203440	CARHR195680
OG0003440	As009G203860	CARHR195220
OG0003443	As010G222150	CARHR157980
OG0003444	As010G223080	CARHR156820, CARHR156810
OG0003445	As010G225730	CARHR190580
OG0003446	As010G233880	CARHR064260, CARHR023430
OG0003447	As010G235060	CARHR065030
OG0003448	As010G242830	CARHR073110, CARHR016830
OG0003449	As011G244700	CARHR087360
OG0003450	As012G268610	CARHR045030
OG0003450	As011G245440	CARHR088170
OG0003451	As011G249780, As011G249760	CARHR093050
OG0003452	As011G250120	CARHR093400, CARHR093390
OG0003455	As011G263340	CARHR242800
OG0003456	As012G270150	CARHR043130
OG0003456	As011G267510	CARHR111440
OG0003457	As012G281150	CARHR164980
OG0003458	As012G286630, As012G286600	CARHR154600
OG0003481	As001G001730	CARHR237740
OG0003483	As001G003300	CARHR037210
OG0003484	As001G004940	CARHR240320, CARHR115880
OG0003485	As005G117350, As001G010570	CARHR241680
OG0003487	As001G018480	CARHR214520
OG0003488	As001G019520	CARHR054250, CARHR054240
OG0003489	As001G020530	CARHR052940, CARHR010700
OG0003490	As008G186500	CARHR011320
OG0003491	As001G026430	CARHR148830, CARHR261430
OG0003492	As001G029250	CARHR057680, CARHR215890
OG0003493	As002G035090	CARHR084480, CARHR084470
OG0003494	As002G039730	CARHR259140
OG0003495	As002G043280, As010G230860	CARHR256760
OG0003497	As002G048990	CARHR271090
OG0003498	As002G052050	CARHR288960
OG0003499	As002G053620	CARHR203740, CARHR278470
OG0003500	As002G053920	CARHR204050
OG0003500	As005G117030	CARHR277980
OG0003501	As002G053940	CARHR204070, CARHR095280
OG0003502	As003G059690	CARHR228380
OG0003503	As003G061590	CARHR050230, CARHR230940
OG0003505	As003G063630	CARHR260090, CARHR286310
OG0003506	As003G071210	CARHR030100
OG0003507	As003G071290	CARHR030180
OG0003508	As011G264580	CARHR107840
OG0003508	As003G071930	CARHR243970
OG0003509	As003G072510, As011G265050	CARHR108600
OG0003510	As007G179660	CARHR292870
OG0003510	As003G073500	CARHR245650
OG0003511	As004G077480	CARHR214750
OG0003512	As004G082150	CARHR181060, CARHR036260
OG0003513	As004G086220	CARHR252360, CARHR227850
OG0003515	As004G090550	CARHR223760
OG0003516	As004G092820, As006G139030	CARHR286620, CARHR219790, CARHR219730, CARHR218620, CARHR118120, CARHR118090, CARHR105490, CARHR105460
OG0003517	As011G258520, As004G092880	CARHR218090
OG0003519	As004G094410	CARHR219150
OG0003520	As011G255310, As004G095400, As004G095420	CARHR099270
OG0003521	As005G101360	CARHR213550, CARHR140940
OG0003522	As005G102020, As012G286680	CARHR058340, CARHR058290
OG0003523	As005G104950	CARHR168450
OG0003524	As005G116500	CARHR277440
OG0003525	As005G118370	CARHR279220
OG0003526	As005G118840	CARHR279780
OG0003526	As010G221590	CARHR158750
OG0003527	As005G119570	CARHR280550, CARHR066690
OG0003528	As006G128300	CARHR123520, CARHR006690
OG0003529	As006G132680	CARHR234600
OG0003530	As009G201820	CARHR197330
OG0003530	As006G135480	CARHR076470
OG0003531	As006G139510	CARHR193660
OG0003533	As006G143930, As006G143600	CARHR051330, CARHR134310
OG0003534	As012G281180, As006G143730	CARHR133990
OG0003535	As006G145120	CARHR130830
OG0003536	As007G153480	CARHR017590
OG0003536	As010G241850, As010G241810	CARHR115800
OG0003537	As010G240100	CARHR066590
OG0003537	As007G154540	CARHR018810
OG0003538	As010G238740	CARHR068100
OG0003538	As007G155370	CARHR019580
OG0003540	As007G159330	CARHR023640, CARHR063990
OG0003541	As007G159720	CARHR024180
OG0003541	As010G233300	CARHR063540
OG0003542	As007G161510	CARHR060820, CARHR026290
OG0003544	As007G161850	CARHR215860
OG0003545	As008G186910	CARHR294550
OG0003546	As008G194740	CARHR005060
OG0003547	As009G203240	CARHR144610, CARHR195890
OG0003549	As009G207460, As009G207450	CARHR182040
OG0003550	As009G209470	CARHR183250
OG0003551	As009G215900	CARHR188800
OG0003552	As010G223170	CARHR276610
OG0003553	As009G219420	CARHR276830
OG0003554	As010G220780, As010G220790	CARHR160250
OG0003555	As010G222500	CARHR157420
OG0003556	As010G234140	CARHR023300, CARHR064530
OG0003558	As010G242270	CARHR017240
OG0003559	As010G242900	CARHR016810
OG0003560	As012G269530	CARHR043950
OG0003561	As011G246970	CARHR089790
OG0003562	As012G274480	CARHR290700
OG0003562	As011G249020	CARHR092090
OG0003564	As012G271290	CARHR041930
OG0003566	As011G256770	CARHR058160
OG0003567	As011G265090	CARHR109270
OG0003568	As012G285390	CARHR218340
OG0003583	As001G000930	CARHR241170
OG0003584	As001G001330	CARHR237300
OG0003585	As004G094370, As001G001560	CARHR165680
OG0003586	As001G002510	CARHR238370
OG0003587	As001G004330	CARHR115540
OG0003588	As001G010330, As001G025770	CARHR208940
OG0003589	As001G013500	CARHR242630
OG0003591	As008G187420	CARHR010310
OG0003591	As001G020120	CARHR283810
OG0003592	As001G021480	CARHR051570, CARHR051600, CARHR051610
OG0003593	As001G023410	CARHR144950, CARHR177060
OG0003594	As001G023630	CARHR145170, CARHR014850
OG0003595	As001G027090, As001G027080	CARHR292470
OG0003597	As008G184580	CARHR013030
OG0003597	As001G031570	CARHR048390
OG0003598	As002G034020	CARHR083530, CARHR083390
OG0003599	As002G036480	CARHR085460
OG0003600	As002G037270	CARHR145210, CARHR086010
OG0003601	As002G038900	CARHR086870
OG0003604	As002G045700	CARHR235210
OG0003605	As002G046590	CARHR117950
OG0003606	As006G134260	CARHR234130
OG0003606	As002G047760	CARHR269400
OG0003607	As002G051320	CARHR201230
OG0003608	As002G052010	CARHR007640
OG0003609	As002G053090, As002G053080	CARHR203070
OG0003610	As005G117640, As002G053540	CARHR278620
OG0003611	As003G056740	CARHR225150
OG0003612	As003G056880	CARHR225270
OG0003613	As003G061640	CARHR186940
OG0003614	As003G067760	CARHR027370, CARHR027460
OG0003615	As003G069250	CARHR028170
OG0003616	As003G072090	CARHR244150
OG0003618	As004G080680	CARHR163170, CARHR163160
OG0003619	As004G080810	CARHR085350
OG0003620	As004G086980	CARHR178350, CARHR178360
OG0003621	As004G087120	CARHR178180
OG0003622	As004G089020	CARHR149580, CARHR175040
OG0003623	As004G089520	CARHR195180, CARHR195150, CARHR195140, CARHR153990
OG0003624	As004G091020	CARHR173910
OG0003625	As005G099540	CARHR142750
OG0003626	As012G288200	CARHR172590
OG0003627	As005G101300	CARHR141040
OG0003628	As012G286090	CARHR170460
OG0003628	As005G102640	CARHR139740
OG0003629	As005G102860	CARHR139530, CARHR139540
OG0003630	As005G103250	CARHR139120
OG0003631	As005G112390	CARHR191930
OG0003632	As005G116550	CARHR015140
OG0003633	As010G220870	CARHR160160
OG0003633	As005G119880	CARHR280930
OG0003635	As005G120780	CARHR281670
OG0003636	As006G121740	CARHR000800, CARHR248970
OG0003637	As006G123230	CARHR250700, CARHR002180
OG0003638	As006G123700	CARHR002480, CARHR251140
OG0003639	As006G131900	CARHR241020, CARHR114810
OG0003640	As006G133050	CARHR075340
OG0003640	As009G199910	CARHR198770
OG0003641	As009G206890	CARHR185710
OG0003641	As006G138200	CARHR079420
OG0003642	As009G205990, As006G138720	CARHR079950
OG0003644	As010G244340	CARHR074560, CARHR074550
OG0003645	As007G153070	CARHR017080
OG0003646	As007G154850	CARHR019060, CARHR067020
OG0003647	As007G155620	CARHR019850
OG0003648	As007G158410	CARHR022760, CARHR071730
OG0003649	As007G161780	CARHR026540, CARHR060430
OG0003650	As007G164430	CARHR168700
OG0003651	As008G184180	CARHR013530
OG0003652	As008G194280, As008G193860	CARHR005870
OG0003653	As008G194560, As008G194590, As008G194680, As008G194690, As008G194540	CARHR005200
OG0003654	As008G194630, As008G194620, As008G194610	CARHR005170
OG0003655	As009G202850	CARHR196270
OG0003656	As009G203220	CARHR195900
OG0003657	As009G209290	CARHR087140
OG0003658	As009G214410	CARHR208600, CARHR208610
OG0003659	As009G218240	CARHR275450
OG0003660	As009G219910	CARHR272290
OG0003661	As010G220530	CARHR160600
OG0003662	As010G224350	CARHR154930, CARHR285600
OG0003663	As010G232730	CARHR062580, CARHR025070
OG0003664	As010G236810	CARHR113110
OG0003665	As010G241450	CARHR065230
OG0003667	As011G244920	CARHR087670
OG0003669	As012G268950	CARHR044670
OG0003670	As012G269210, As011G246210, As011G246190	CARHR088990, CARHR089010
OG0003671	As011G247450	CARHR090330
OG0003672	As011G249210	CARHR092300
OG0003673	As011G256420	CARHR100450
OG0003674	As011G258320	CARHR102050
OG0003675	As011G260870	CARHR007870, CARHR269770
OG0003676	As011G262250	CARHR105270
OG0003677	As012G270250	CARHR043080, CARHR090600
OG0003678	As012G271670	CARHR096460, CARHR041070
OG0003679	As012G275890	CARHR162070
OG0003680	As012G275950	CARHR162200
OG0003681	As012G277550	CARHR163590
OG0003682	As012G282610	CARHR166190
OG0003683	As012G289380	CARHR161600, CARHR161620, CARHR161630
OG0003695	As001G000260	CARHR240410, CARHR236100
OG0003696	As001G002170	CARHR238070
OG0003698	As001G014650	CARHR243190
OG0003699	As003G063440	CARHR033890
OG0003700	As001G017940	CARHR222920
OG0003701	As001G023150	CARHR144620
OG0003702	As006G146620, As001G025510	CARHR224180
OG0003703	As001G028680	CARHR214630
OG0003704	As001G032010	CARHR049390
OG0003705	As002G038400, As002G033540, As002G033530, As002G033330, As002G038420	CARHR136000
OG0003706	As006G129200	CARHR154810
OG0003706	As002G033350	CARHR122170
OG0003707	As002G041790	CARHR258420
OG0003708	As002G047410	CARHR268950, CARHR268940
OG0003709	As002G048350	CARHR000660, CARHR270370
OG0003710	As002G050330	CARHR023600, CARHR200120
OG0003711	As003G055860	CARHR224210
OG0003712	As004G086990	CARHR178340
OG0003712	As003G058500	CARHR227120
OG0003713	As003G058930	CARHR178810, CARHR227530
OG0003714	As003G060420	CARHR229260
OG0003715	As003G061370	CARHR230680
OG0003716	As012G283080	CARHR166740
OG0003718	As012G283390, As003G068900, As012G283000, As012G283420, As003G068910	CARHR284810
OG0003719	As004G079960	CARHR210430
OG0003720	As004G080650	CARHR012640
OG0003721	As004G084480	CARHR255210
OG0003722	As004G093690	CARHR101130
OG0003723	As011G255400	CARHR099410
OG0003724	As004G096690	CARHR290040
OG0003726	As005G099480	CARHR142820
OG0003727	As005G100910	CARHR141460
OG0003728	As005G103260	CARHR139110
OG0003729	As005G103280	CARHR139100
OG0003730	As005G105160	CARHR137210
OG0003730	As012G284400	CARHR168310
OG0003731	As005G108120	CARHR040500, CARHR210130
OG0003732	As005G115590	CARHR285860
OG0003733	As006G124860	CARHR003560, CARHR179900
OG0003734	As006G124980	CARHR180000
OG0003735	As006G125180	CARHR180290
OG0003736	As006G125840	CARHR126660
OG0003738	As006G127030	CARHR125350
OG0003738	As006G129750	CARHR005290
OG0003739	As006G127380	CARHR068770
OG0003740	As006G127670	CARHR124500, CARHR006000
OG0003741	As006G130380	CARHR120330
OG0003742	As006G131050	CARHR126420
OG0003743	As009G201030, As006G135070	CARHR076050
OG0003744	As006G136120	CARHR212960
OG0003746	As009G204820	CARHR194010
OG0003747	As006G140970	CARHR081870
OG0003748	As006G141550	CARHR082520
OG0003749	As006G141820	CARHR082780
OG0003750	As006G143250	CARHR165650
OG0003752	As007G153770, As007G153790	CARHR017930
OG0003753	As007G158090	CARHR022400
OG0003754	As007G160060	CARHR024560
OG0003755	As007G160580	CARHR025230
OG0003756	As007G162820	CARHR231770
OG0003758	As007G180320	CARHR113600, CARHR053880, CARHR246670
OG0003759	As008G182680	CARHR015280
OG0003760	As008G188230	CARHR009530
OG0003761	As008G194990	CARHR004750
OG0003762	As008G195820	CARHR127120, CARHR127570
OG0003763	As011G267040	CARHR003460
OG0003763	As008G196490	CARHR003470
OG0003764	As008G198650	CARHR001110
OG0003765	As009G201670	CARHR197440, CARHR018880
OG0003766	As009G201910	CARHR197300
OG0003767	As009G217110	CARHR190090
OG0003768	As009G219380	CARHR276760
OG0003769	As009G220100	CARHR272100
OG0003770	As010G223730	CARHR155950, CARHR155960, CARHR155970, CARHR155980
OG0003771	As010G223770	CARHR272500
OG0003772	As010G226150	CARHR241880
OG0003773	As010G232260	CARHR062130
OG0003774	As010G232640	CARHR062460
OG0003775	As010G241780, As010G241710	CARHR036490
OG0003776	As010G242140	CARHR017410, CARHR072380
OG0003777	As010G242360	CARHR072650
OG0003778	As011G251910, As012G272310, As012G272320	CARHR095330
OG0003779	As011G252740	CARHR096200
OG0003780	As011G253670	CARHR041870
OG0003781	As011G256130	CARHR100070
OG0003782	As011G260900	CARHR103030
OG0003783	As011G261510	CARHR103470
OG0003784	As012G268240	CARHR087970
OG0003785	As012G268460	CARHR045130, CARHR218910
OG0003786	As012G271300	CARHR041920
OG0003787	As012G272640	CARHR039830, CARHR039820, CARHR039840
OG0003788	As012G278110	CARHR163940
OG0003790	As012G282770	CARHR166440
OG0003791	As012G283110	CARHR166800, CARHR136070
OG0003792	As012G283540, As012G283530	CARHR167160, CARHR163700
OG0003823	As001G000130	CARHR235950
OG0003824	As001G003930	CARHR239490
OG0003827	As001G014340	CARHR242940, CARHR106690
OG0003829	As001G016050	CARHR286960
OG0003830	As001G018400	CARHR055610
OG0003831	As008G187710, As001G019740	CARHR010070
OG0003832	As001G022590	CARHR257330, CARHR143990
OG0003833	As001G029870	CARHR123850
OG0003834	As001G030450	CARHR046430
OG0003835	As001G031760	CARHR048710
OG0003836	As002G034190	CARHR083690, CARHR211240
OG0003838	As002G043340	CARHR264100
OG0003839	As002G046090	CARHR267590, CARHR267600
OG0003840	As002G047330	CARHR268870
OG0003841	As006G134090	CARHR233940
OG0003841	As002G048100	CARHR269790
OG0003842	As002G050720	CARHR200510
OG0003843	As002G051750	CARHR201690
OG0003844	As004G088690, As003G056700	CARHR175580
OG0003845	As004G088260	CARHR225570
OG0003846	As003G061760, As003G061770	CARHR231080
OG0003847	As003G061780	CARHR231090
OG0003848	As003G062940, As003G062930	CARHR033130
OG0003849	As004G083190, As003G063100	CARHR033360
OG0003850	As003G066510	CARHR036760, CARHR036750
OG0003851	As003G070320	CARHR029600
OG0003852	As003G072180	CARHR244280
OG0003853	As003G073840	CARHR245960, CARHR245950
OG0003854	As004G077370	CARHR215080
OG0003855	As004G080850	CARHR259390, CARHR217500, CARHR036040
OG0003856	As004G080910	CARHR035840
OG0003857	As004G082830	CARHR284900
OG0003858	As004G082850	CARHR284880, CARHR040310
OG0003859	As004G084640	CARHR254780, CARHR187180
OG0003860	As004G085360, As005G102330	CARHR140030
OG0003861	As004G088000	CARHR176610, CARHR176510
OG0003862	As004G088680	CARHR175600, CARHR225160
OG0003863	As004G090680	CARHR173660
OG0003864	As012G288630	CARHR173040
OG0003865	As012G287860	CARHR172200
OG0003865	As005G100390	CARHR141950
OG0003867	As005G106780, As005G106790	CARHR211650
OG0003868	As005G114040	CARHR274370, CARHR150760
OG0003869	As005G114220	CARHR274170
OG0003870	As005G114300	CARHR274070
OG0003871	As005G114600, As010G224930	CARHR068680
OG0003872	As006G121350	CARHR248770
OG0003873	As006G122480	CARHR250080
OG0003874	As006G123540	CARHR251050
OG0003876	As006G126090	CARHR125230, CARHR008820
OG0003878	As006G139920	CARHR080870
OG0003880	As006G148820, As006G148810	CARHR174360
OG0003881	As007G152470	CARHR073580
OG0003881	As010G243230	CARHR016510
OG0003882	As007G154510	CARHR018840
OG0003883	As007G158890	CARHR009360, CARHR018610
OG0003884	As007G160570	CARHR025220
OG0003885	As007G163750	CARHR232340, CARHR257690
OG0003886	As007G178360	CARHR238840
OG0003887	As008G182590	CARHR015390
OG0003889	As009G206560	CARHR185950
OG0003889	As008G189240	CARHR008830
OG0003890	As008G194200	CARHR125030
OG0003891	As009G201620	CARHR197490
OG0003892	As009G202890	CARHR080820
OG0003893	As009G204140	CARHR194810
OG0003894	As009G206320	CARHR289470
OG0003896	As009G207440	CARHR182030, CARHR060540
OG0003897	As009G212730	CARHR207240
OG0003898	As009G214230	CARHR277810, CARHR208250
OG0003899	As009G215120	CARHR289290
OG0003900	As010G221610	CARHR279680
OG0003901	As010G223350	CARHR156530
OG0003902	As010G224000	CARHR272810
OG0003903	As010G231110	CARHR247060
OG0003904	As010G236930	CARHR070080, CARHR070070
OG0003905	As010G237050	CARHR069990
OG0003906	As010G237540	CARHR066660, CARHR023930, CARHR023920
OG0003907	As010G237560, As010G237570	CARHR069470
OG0003908	As010G242240	CARHR072490
OG0003909	As010G242780	CARHR073070
OG0003910	As011G246310	CARHR089110
OG0003912	As012G269980	CARHR043350
OG0003913	As011G247940	CARHR090830
OG0003914	As011G248290	CARHR091270
OG0003915	As011G251160	CARHR094450
OG0003916	As011G251860	CARHR095270
OG0003917	As011G252470	CARHR095810, CARHR095820, CARHR095800
OG0003918	As011G252890	CARHR096380
OG0003919	As011G253850	CARHR097690
OG0003920	As011G254760	CARHR098700
OG0003921	As011G266120	CARHR109910
OG0003922	As012G269750	CARHR043660
OG0003923	As012G274150	CARHR037610, CARHR037600
OG0003924	As012G278770	CARHR159310, CARHR161430
OG0003925	As012G281550	CARHR289060
OG0003926	As012G287150	CARHR171450, CARHR141020
OG0003948	As001G001850	CARHR237870
OG0003948	As011G265930	CARHR109700
OG0003950	As001G016530	CARHR031410
OG0003951	As001G018200, As001G018180, As011G264680	CARHR222750
OG0003952	As001G018840	CARHR289760, CARHR002160
OG0003953	As001G021240	CARHR052060
OG0003954	As001G023250	CARHR144690, CARHR144700
OG0003955	As001G023780	CARHR145350
OG0003956	As001G026420	CARHR141560
OG0003957	As001G026450	CARHR148890
OG0003958	As004G077260	CARHR215360
OG0003958	As001G029020	CARHR292270
OG0003959	As002G033730	CARHR135840
OG0003960	As009G214470, As002G035970	CARHR208700
OG0003961	As002G036570	CARHR085510
OG0003961	As009G213780	CARHR207940
OG0003962	As002G037220	CARHR085970
OG0003963	As002G040080	CARHR047990
OG0003965	As002G042610	CARHR257420
OG0003967	As002G051060	CARHR200910
OG0003968	As002G051630	CARHR187590, CARHR201590
OG0003969	As002G051810	CARHR201750
OG0003970	As002G052470	CARHR202570
OG0003971	As002G054270	CARHR204450
OG0003972	As002G055130	CARHR205520
OG0003973	As003G055920, As004G089980	CARHR174180
OG0003974	As003G057050	CARHR162450
OG0003975	As003G058840	CARHR227440
OG0003976	As003G060960	CARHR230010, CARHR222380, CARHR284400
OG0003977	As012G276670, As003G066850	CARHR162960
OG0003978	As006G144580, As003G069520	CARHR028280
OG0003980	As003G072720	CARHR244860, CARHR244550
OG0003981	As003G072830	CARHR244980
OG0003982	As003G073740	CARHR245870
OG0003983	As003G074540	CARHR113680
OG0003985	As004G085790	CARHR107510, CARHR252770
OG0003986	As004G088130	CARHR176340
OG0003987	As011G257790	CARHR101610
OG0003988	As004G095470	CARHR220600, CARHR099230
OG0003989	As004G096680	CARHR290030
OG0003990	As004G097720	CARHR213280
OG0003991	As005G099930	CARHR172560, CARHR142420
OG0003993	As005G101180, As006G126880	CARHR171710
OG0003995	As005G103140	CARHR139230, CARHR114110
