Orthogroup	Aethionema_saxatile	Conringia_planisiliqua
OG0000231	As004G077900	CP1_g38847_DN3_SP0_c.t1, CP46_g6641_DN3_SP0_c.t1, CP100_g56185_DN3_SP0_c.t1, CP46_g6645_DN3_SP0_c.t1, CP15_g34757_DN3_SP0_c.t1, CP1_g39749_DN3_SP0_c.t1, CP1_g38772_DN3_SP0_c.t1, CP1_g39081_DN3_SP0_c.t1, CP1_g38830_DN3_SP0_c.t1, CP291_g50944_DN3_SP0_c.t1, CP100_g56192_DN3_SP0_c.t1, CP100_g56188_DN3_SP0_c.t1, CP1_g38794_DN3_SP0_c.t1, CP1_g38624_DN3_SP0_c.t1, CP1_g38813_DN3_SP0_c.t1, CP5_g1545_DN3_SP0_c.t1, CP5_g1552_DN3_SP0_c.t1, CP5_g1701_DN3_SP0_c.t1, CP46_g6643_DN1_SP0_c.t1, CP1_g38829_DN3_SP0_c.t1, CP18_g11849_DN3_SP0_c.t1, CP1_g39090_DN3_SP0_c.t1, CP1_g39092_DN3_SP0_c.t1, CP234_g41541_DN3_SP0_p.t1, CP46_g6649_DN1_SP0_c.t1, CP1_g38877_DN1_SP0_c.t1, CP100_g56191_DN1_SP0_c.t1, CP386_g3773_DN3_SP0_c.t1, CP100_g56183_DN3_SP0_c.t1, CP46_g6647_DN2_SP0_c.t1, CP100_g56189_DN2_SP0_c.t1, CP1_g38822_DN3_SP0_c.t1, CP1_g38765_DN3_SP0_c.t1, CP16_g55342_DN3_SP0_c.t1, CP5_g1548_DN3_SP0_c.t1, CP5_g1699_DN3_SP0_c.t1, CP5_g1693_DN3_SP0_c.t1, CP5_g1696_DN3_SP0_c.t1, CP5_g1550_DN3_SP0_c.t1, CP15_g34756_DN3_SP0_c.t1, CP1_g39086_DN3_SP0_c.t1, CP1_g38878_DN3_SP0_c.t1, CP234_g41533_DN3_SP0_p.t1, CP1_g38833_DN3_SP0_c.t1, CP1_g38779_DN3_SP0_c.t1, CP1_g38849_DN3_SP0_c.t1, CP1_g38796_DN3_SP0_c.t1, CP234_g41540_DN3_SP0_c.t1, CP1_g38775_DN3_SP0_c.t1, CP1_g38760_DN3_SP0_c.t1, CP1_g38808_DN3_SP0_c.t1, CP3_g15219_DN3_SP0_c.t1, CP1_g38626_DN2_SP0_c.t1, CP291_g50945_DN3_SP0_p.t1, CP1_g38628_DN3_SP0_c.t1, CP1_g39091_DN2_SP0_c.t1, CP46_g6642_DN3_SP0_c.t1, CP1_g38414_DN3_SP0_c.t1, CP1_g38812_DN3_SP0_c.t1, CP1_g38771_DN3_SP0_c.t1, CP1_g38627_DN3_SP0_c.t1, CP1_g38413_DN3_SP0_c.t1, CP5_g1691_DN3_SP0_c.t1, CP5_g1551_DN3_SP0_c.t1, CP100_g56190_DN3_SP0_c.t1, CP46_g6650_DN3_SP0_c.t1, CP100_g56184_DN3_SP0_c.t1, CP46_g6646_DN3_SP0_c.t1, CP1_g38795_DN2_SP0_c.t1, CP1_g38848_DN3_SP0_c.t1, CP1_g38827_DN3_SP0_c.t1, CP1_g38858_DN3_SP0_c.t1, CP1_g39750_DN3_SP0_c.t1, CP3_g15508_DN3_SP0_c.t1, CP1_g38797_DN3_SP0_c.t1, CP1_g38411_DN3_SP0_c.t1, CP1_g40623_DN3_SP0_c.t1, CP1_g38759_DN3_SP0_c.t1, CP1_g38807_DN3_SP0_c.t1, CP1_g39087_DN3_SP0_c.t1, CP1_g38304_DN3_SP0_c.t1
OG0000232	As002G036540, As006G139020	CP12_g30592_DN3_SP0_c.t1, CP19_g18537_DN1_SP0_c.t1, CP19_g18532_DN1_SP0_c.t1, CP19_g18527_DN1_SP0_c.t1, CP16_g54960_DN1_SP0_c.t1
OG0000242	As008G183340, As008G183330	CP10_g44098_DN3_SP0_c.t1, CP1_g37709_DN3_SP1_c.t1, CP1_g37710_DN2_SP0_c.t1, CP1_g37712_DN3_SP0_c.t1, CP1_g37708_DN3_SP1_c.t1
OG0000244	As003G059930	CP19_g18502_DN3_SP0_c.t1
OG0000244	As003G059920, As003G059880, As003G059910, As003G059890, As003G059900	CP19_g18503_DN3_SP1_c.t1
OG0000244	As004G085860, As004G085850	CP11_g31874_DN3_SP3_c.t1
OG0000248	As001G019970, As001G019960, As001G019950, As001G019930, As001G019460, As001G019420	CP16_g55066_DN2_SP0_c.t1
OG0000253	As003G066460	CP6_g8886_DN2_SP0_c.t1
OG0000256	As006G142420	CP1_g38409_DN1_SP0_c.t1
OG0000256	As006G142430	CP4_g24672_DN3_SP0_c.t1
OG0000257	As002G035710, As012G268510	CP10_g43007_DN1_SP0_c.t1
OG0000258	As002G048970	CP8_g53723_DN3_SP1_c.t1
OG0000264	As004G086270, As010G229170	CP11_g32001_DN3_SP0_c.t1
OG0000268	As001G023220, As001G023200	CP13_g19604_DN3_SP0_c.t1
OG0000270	As003G075960	CP5_g76_DN3_SP7_c.t1, CP5_g536_DN3_SP7_c.t1
OG0000270	As001G014420	CP10_g43930_DN3_SP8_c.t1
OG0000270	As007G156110	CP9_g29204_DN3_SP8_c.t1
OG0000271	As002G034810, As005G108140	CP11_g31916_DN3_SP0_c.t1, CP4_g25904_DN3_SP0_c.t1
OG0000271	As004G086280	CP3_g13893_DN3_SP0_c.t1
OG0000272	As003G064910	CP2_g50566_DN1_SP0_c.t1, CP3_g14774_DN2_SP0_c.t1, CP15_g36148_DN1_SP0_c.t1
OG0000272	As006G146450	CP3_g15023_DN1_SP0_c.t1, CP3_g15027_DN2_SP0_c.t1
OG0000276	As011G256110	CP6_g6808_DN3_SP0_c.t1
OG0000276	As007G163350, As007G163430	CP6_g7302_DN3_SP0_c.t1, CP6_g6806_DN3_SP1_c.t1
OG0000277	As004G096710	CP6_g7322_DN2_SP0_c.t1
OG0000277	As004G096720	CP6_g7328_DN3_SP0_c.t1, CP6_g7327_DN3_SP0_c.t1
OG0000280	As004G093300	CP5_g3153_DN2_SP0_c.t1
OG0000282	As002G055220	CP11_g33138_DN1_SP1_c.t1, CP11_g33137_DN2_SP1_c.t1
OG0000283	As006G125110	CP13_g20296_DN2_SP3_c.t1
OG0000283	As006G125160, As006G125170, As006G125120, As006G125130	CP13_g20310_DN3_SP5_c.t1, CP13_g20306_DN3_SP0_c.t1, CP13_g20309_DN3_SP1_c.t1, CP13_g20308_DN3_SP1_c.t1, CP13_g20307_DN3_SP0_c.t1, CP13_g20311_DN3_SP1_c.t1, CP13_g20312_DN3_SP7_c.t1
OG0000284	As006G139290	CP15_g36121_DN3_SP0_c.t1, CP17_g5006_DN2_SP0_c.t1, CP17_g5017_DN3_SP0_c.t1, CP17_g5042_DN3_SP0_c.t1, CP17_g5013_DN1_SP0_c.t1, CP17_g5025_DN2_SP0_c.t1, CP15_g36143_DN3_SP0_c.t1, CP17_g5048_DN2_SP0_c.t1, CP17_g5046_DN3_SP0_c.t1, CP334_g27197_DN3_SP0_c.t1, CP17_g5022_DN3_SP0_c.t1, CP15_g36133_DN2_SP0_c.t1, CP12_g31528_DN3_SP0_c.t1, CP17_g5036_DN2_SP0_c.t1, CP11_g31795_DN3_SP0_c.t1
OG0000291	As008G188960	CP12_g31281_DN1_SP0_c.t1, CP3_g14599_DN1_SP0_c.t1, CP3_g16391_DN3_SP0_c.t1, CP24_g47003_DN3_SP0_c.t1, CP1_g39508_DN1_SP0_c.t1, CP15_g35988_DN2_SP0_c.t1, CP10_g43966_DN1_SP0_c.t1, CP24_g46963_DN3_SP0_c.t1, CP30_g9959_DN1_SP0_c.t1, CP26_g51087_DN3_SP0_c.t1, CP5_g2466_DN3_SP0_c.t1, CP4_g26718_DN3_SP0_c.t1, CP2_g50646_DN3_SP0_c.t1, CP16_g55244_DN3_SP0_c.t1, CP28_g33979_DN3_SP0_c.t1, CP18_g11720_DN3_SP0_c.t1, CP3_g15680_DN3_SP0_c.t1, CP1_g39936_DN3_SP0_c.t1, CP20_g3857_DN3_SP0_c.t1, CP30_g10011_DN3_SP0_c.t1, CP3_g15529_DN3_SP0_c.t1, CP24_g47230_DN3_SP0_c.t1, CP5_g3338_DN3_SP0_c.t1, CP2_g49735_DN2_SP0_c.t1, CP3_g15681_DN1_SP0_c.t1, CP30_g10010_DN1_SP0_c.t1, CP27_g41875_DN2_SP0_c.t1
OG0000293	As008G189890	CP18_g12238_DN1_SP0_c.t1, CP21_g11054_DN2_SP0_c.t1
OG0000293	As008G183660, As010G232130, As005G108620, As004G086880, As002G041480, As001G006100, As010G228040, As012G281040, As007G178790, As004G092500, As002G035750, As012G280660, As001G012420, As008G183780, As010G226290, As003G071470, As002G038540, As007G178480, As009G209600, As001G010260, As008G190530, As004G096370, As001G004210, As008G187190, As010G221940, As003G075280	CP5_g3081_DN2_SP0_c.t1, CP2_g50574_DN1_SP0_c.t1, CP36_g50970_DN2_SP0_c.t1, CP9_g28188_DN1_SP0_c.t1, CP24_g47340_DN3_SP0_c.t1, CP18_g12239_DN1_SP0_c.t1, CP5_g2028_DN3_SP0_c.t1
OG0000294	As011G249490	CP12_g30079_DN2_SP0_c.t1
OG0000294	As006G145420	CP5_g1346_DN3_SP0_c.t1, CP4_g25056_DN1_SP0_c.t1
OG0000294	As005G099900	CP4_g24012_DN3_SP0_c.t1
OG0000294	As006G122700	CP11_g32138_DN3_SP0_c.t1
OG0000294	As008G198060	CP1_g36812_DN3_SP0_c.t1
OG0000297	As008G198730	CP4_g25881_DN2_SP0_c.t1
OG0000297	As005G114280	CP8_g54064_DN3_SP0_c.t1, CP26_g51182_DN2_SP0_c.t1, CP8_g54065_DN2_SP0_c.t1, CP12_g30313_DN1_SP0_c.t1
OG0000299	As004G094650, As004G094810, As004G094790, As004G094750, As004G094730, As004G094760, As004G094670, As004G094660, As004G094800	CP16_g54939_DN3_SP0_c.t1
OG0000299	As010G241860, As009G207860	CP11_g33380_DN2_SP0_c.t1
OG0000299	As012G267900	CP7_g46446_DN3_SP1_c.t1
OG0000300	As008G194750	CP12_g31598_DN3_SP0_c.t1
OG0000303	As003G069740	CP18_g11484_DN3_SP0_c.t1, CP6_g9408_DN2_SP0_c.t1
OG0000308	As010G240850, As010G240840, As010G240940, As010G240920	CP7_g45988_DN3_SP0_c.t1, CP9_g28921_DN3_SP0_c.t1, CP5_g1415_DN3_SP0_c.t1
OG0000310	As005G115910, As001G004860, As001G003850, As005G113880	CP5_g1543_DN2_SP0_c.t1, CP8_g53979_DN3_SP0_c.t1
OG0000311	As009G202530	CP11_g32313_DN3_SP8_c.t1
OG0000311	As012G273730	CP1_g38280_DN3_SP8_c.t1
OG0000311	As011G249880	CP12_g30117_DN3_SP8_c.t1
OG0000311	As004G077290	CP5_g1783_DN3_SP8_c.t1
OG0000311	As001G029000	CP9_g28164_DN3_SP8_c.t1
OG0000313	As007G163450, As007G163440	CP6_g6805_DN3_SP1_c.t1, CP6_g7305_DN3_SP1_c.t1
OG0000314	As008G195840	CP1_g36601_DN3_SP8_c.t1
OG0000314	As006G125760	CP4_g25492_DN3_SP8_c.t1, CP1_g36600_DN3_SP7_c.t1
OG0000315	As006G137990, As006G137760	CP61_g51951_DN2_SP0_c.t1, CP88_g18974_DN3_SP0_c.t1, CP16_g55662_DN1_SP0_c.t1, CP7_g44376_DN3_SP0_c.t1, CP6_g8838_DN3_SP0_c.t1, CP24_g47483_DN3_SP0_c.t1, CP12_g31370_DN3_SP0_c.t1, CP12_g31345_DN3_SP0_c.t1, CP12_g31325_DN2_SP0_c.t1, CP12_g31396_DN2_SP0_c.t1, CP1_g40980_DN2_SP0_c.t1, CP3_g14999_DN3_SP0_c.t1, CP1_g38448_DN1_SP0_c.t1, CP17_g5832_DN3_SP0_c.t1, CP4_g26685_DN3_SP0_c.t1, CP12_g31358_DN3_SP0_c.t1, CP12_g31335_DN2_SP0_c.t1, CP12_g31313_DN2_SP0_c.t1, CP72_g12657_DN2_SP0_c.t1, CP7_g44370_DN1_SP0_c.t1, CP5_g2041_DN3_SP0_c.t1, CP1_g38502_DN3_SP0_c.t1, CP16_g55663_DN2_SP0_c.t1
OG0000316	As008G187440, As008G187910	CP3_g14581_DN1_SP0_c.t1, CP3_g14582_DN3_SP0_c.t1, CP13_g20114_DN3_SP0_c.t1
OG0000319	As006G129730, As005G114310, As008G191530	CP1_g38523_DN3_SP0_c.t1, CP1_g37075_DN3_SP8_c.t1, CP1_g37218_DN3_SP0_c.t1, CP8_g54061_DN3_SP0_c.t1, CP5_g1996_DN2_SP0_c.t1, CP4_g25509_DN3_SP0_c.t1, CP11_g32405_DN3_SP1_c.t1
OG0000322	As009G214030	CP9_g29478_DN3_SP0_c.t1
OG0000322	As001G014750	CP13_g20259_DN3_SP0_c.t1
OG0000322	As007G153590	CP8_g53634_DN3_SP1_c.t1, CP4_g24689_DN3_SP1_c.t1, CP10_g43906_DN3_SP0_c.t1, CP13_g20260_DN3_SP0_c.t1
OG0000323	As002G045490	CP8_g53388_DN3_SP0_c.t1
OG0000323	As005G112480	CP5_g1241_DN3_SP0_c.t1
OG0000327	As008G195090, As008G195100, As011G263130	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1
OG0000328	As001G029880	CP6_g7476_DN3_SP2_c.t1
OG0000328	As004G078040, As004G078080, As004G078060, As004G078050, As004G078070	CP5_g1591_DN3_SP2_c.t1, CP5_g1590_DN3_SP2_c.t1
OG0000329	As007G180560	CP16_g55476_DN1_SP0_c.t1, CP16_g55478_DN1_SP0_c.t1, CP16_g55479_DN2_SP0_c.t1, CP16_g54831_DN3_SP0_c.t1, CP2_g49182_DN1_SP0_c.t1, CP3_g13356_DN3_SP0_c.t1
OG0000332	As002G033230	CP8_g54349_DN3_SP5_c.t1, CP8_g54355_DN3_SP7_c.t1
OG0000332	As011G251780	CP1_g38104_DN3_SP7_c.t1
OG0000334	As006G146780	CP13_g20732_DN1_SP0_c.t1, CP13_g20735_DN3_SP0_c.t1, CP11_g32066_DN3_SP0_c.t1, CP11_g32067_DN3_SP0_c.t1
OG0000338	As008G188190, As008G188080, As001G019490, As001G019290	CP318_g3528_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1
OG0000339	As003G061400	CP19_g18321_DN3_SP8_c.t1
OG0000339	As005G101130, As012G287430	CP4_g24125_DN3_SP8_c.t1, CP3_g13253_DN3_SP6_c.t1
OG0000340	As005G103820	CP4_g24378_DN3_SP0_c.t1
OG0000340	As005G103800, As005G103810	CP4_g24377_DN3_SP0_c.t1
OG0000344	As005G110100	CP6_g7421_DN3_SP2_c.t1
OG0000348	As002G041810	CP6_g8485_DN1_SP0_c.t1
OG0000348	As002G040050	CP1_g40648_DN2_SP0_c.t1, CP5_g2124_DN3_SP0_c.t1, CP6_g9045_DN3_SP0_c.t1, CP2_g50570_DN3_SP0_c.t1, CP14_g22734_DN3_SP0_c.t1
OG0000350	As003G070220, As003G070200	CP7_g44921_DN3_SP0_c.t1
OG0000351	As007G177900	CP39_g21119_DN3_SP1_c.t1
OG0000352	As007G153380	CP16_g55214_DN2_SP0_c.t1, CP7_g46052_DN3_SP0_c.t1
OG0000358	As006G124930, As008G196330	CP11_g32975_DN3_SP1_c.t1, CP1_g36652_DN3_SP8_c.t1
OG0000358	As008G196390	CP13_g20386_DN3_SP5_c.t1, CP13_g20258_DN3_SP5_c.t1, CP11_g32977_DN3_SP4_c.t1
OG0000359	As012G275420	CP4_g25299_DN3_SP0_c.t1
OG0000363	As009G209420	CP3_g14946_DN2_SP0_c.t1, CP8_g52930_DN2_SP0_c.t1
OG0000369	As006G145250, As010G224820, As006G129520, As008G192050	CP8_g54010_DN3_SP6_c.t1
OG0000370	As007G153440	CP7_g46045_DN3_SP1_c.t1, CP7_g46046_DN3_SP0_c.t1, CP19_g18116_DN3_SP1_c.t1, CP7_g44614_DN3_SP0_c.t1, CP19_g18115_DN3_SP0_c.t1
OG0000371	As005G099710, As005G099720	CP10_g42640_DN3_SP0_c.t1, CP6_g7558_DN3_SP0_c.t1, CP1_g36859_DN3_SP0_c.t1
OG0000372	As006G132540, As006G132550	CP5_g1292_DN3_SP0_c.t1
OG0000373	As006G149560	CP8_g52623_DN2_SP0_c.t1
OG0000377	As001G021080	CP2_g49233_DN3_SP6_c.t1, CP2_g49234_DN3_SP0_c.t1
OG0000382	As006G122900	CP11_g32110_DN3_SP8_c.t1
OG0000382	As008G188710	CP1_g37198_DN3_SP6_c.t1
OG0000383	As003G069230	CP7_g45026_DN3_SP0_c.t1
OG0000383	As003G069340, As003G069370, As003G069310, As003G069390, As003G069380	CP7_g45027_DN3_SP0_c.t1, CP7_g45028_DN3_SP0_c.t1, CP7_g45029_DN3_SP0_c.t1
OG0000384	As011G247740	CP12_g29893_DN3_SP2_c.t1, CP1_g37845_DN3_SP0_c.t1, CP1_g37846_DN3_SP2_c.t1
OG0000386	As001G025230, As001G025220, As011G256850	CP13_g19387_DN3_SP4_c.t1
OG0000389	As001G003830	CP29_g22062_DN3_SP0_c.t1
OG0000390	As001G012620	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1
OG0000390	As011G251840	CP12_g30303_DN3_SP0_c.t1, CP12_g30264_DN3_SP0_c.t1
OG0000396	As001G026990, As001G027000, As001G027010	CP2_g49819_DN3_SP0_c.t1
OG0000403	As001G020780, As001G020790	CP2_g49295_DN2_SP0_c.t1
OG0000404	As012G276100, As006G144680, As002G037330	CP10_g43111_DN3_SP8_c.t1, CP11_g33201_DN3_SP1_c.t1, CP4_g25129_DN3_SP3_c.t1
OG0000406	As006G136090	CP11_g32266_DN3_SP5_c.t1, CP3_g13404_DN3_SP0_c.t1, CP10_g42303_DN3_SP2_c.t1, CP10_g43820_DN3_SP0_c.t1
OG0000407	As009G201130, As009G201860	CP2_g49193_DN3_SP0_c.t1
OG0000411	As001G022090	CP2_g49070_DN3_SP8_c.t1
OG0000411	As011G261620	CP12_g31665_DN3_SP5_c.t1
OG0000411	As004G085710	CP11_g31860_DN3_SP6_c.t1
OG0000411	As003G060010	CP19_g18474_DN3_SP8_c.t1
OG0000412	As002G046400	CP8_g53432_DN3_SP8_c.t1
OG0000412	As006G132500	CP5_g1290_DN3_SP2_c.t1
OG0000412	As012G271680	CP1_g38014_DN3_SP7_c.t1
OG0000413	As011G245460	CP10_g43316_DN3_SP0_c.t1
OG0000413	As002G048240	CP19_g18008_DN3_SP0_c.t1, CP8_g53648_DN3_SP0_c.t1
OG0000414	As003G058750, As003G058770, As003G058760	CP7_g45280_DN3_SP0_c.t1, CP7_g45281_DN3_SP0_c.t1, CP6_g6776_DN3_SP0_c.t1, CP6_g6777_DN3_SP0_c.t1
OG0000415	As005G104640	CP20_g4094_DN3_SP0_c.t1, CP20_g4072_DN2_SP0_c.t1, CP20_g4092_DN2_SP0_c.t1, CP20_g4074_DN3_SP0_c.t1, CP11_g32724_DN3_SP0_c.t1, CP4_g24470_DN3_SP0_c.t1
OG0000416	As006G125710	CP4_g25583_DN2_SP0_c.t1
OG0000416	As006G127220, As008G194210	CP18_g12552_DN1_SP0_c.t1, CP13_g19903_DN2_SP0_c.t1
OG0000417	As007G163710, As008G186410	CP12_g30812_DN1_SP0_c.t1, CP7_g46166_DN3_SP0_c.t1
OG0000420	As001G015280	CP11_g31933_DN3_SP0_c.t1
OG0000421	As004G078160, As004G078150	CP5_g1565_DN2_SP7_c.t1, CP5_g1564_DN3_SP3_c.t1, CP5_g1568_DN3_SP3_c.t1, CP5_g1566_DN3_SP0_c.t1
OG0000422	As008G188280, As008G188290, As008G188300	CP1_g37230_DN3_SP0_c.t1, CP9_g28478_DN3_SP0_c.t1, CP1_g37229_DN3_SP0_c.t1
OG0000423	As010G241040	CP9_g28912_DN3_SP8_c.t1
OG0000423	As012G269020	CP7_g46349_DN3_SP6_c.t1
OG0000429	As002G052030	CP11_g32808_DN3_SP0_c.t1
OG0000429	As001G004910	CP5_g768_DN2_SP0_c.t1, CP16_g55377_DN3_SP0_c.t1
OG0000430	As011G263500	CP10_g43916_DN3_SP0_c.t1
OG0000430	As001G014590	CP5_g523_DN3_SP0_c.t1
OG0000431	As001G019780	CP2_g49426_DN3_SP8_c.t1
OG0000431	As008G187750	CP1_g37287_DN3_SP2_c.t1, CP1_g37286_DN3_SP0_c.t1
OG0000432	As002G044400	CP8_g53214_DN3_SP6_c.t1
OG0000432	As006G134280	CP7_g44799_DN3_SP1_c.t1, CP19_g17982_DN3_SP4_c.t1
OG0000432	As002G047750	CP8_g53584_DN3_SP8_c.t1
OG0000433	As003G075340	CP2_g50405_DN2_SP0_c.t1
OG0000433	As003G075370, As003G075380, As003G075360, As003G075330, As003G075320, As003G075390, As011G250230, As008G187390, As008G187380, As008G187400	CP2_g49569_DN3_SP0_c.t1, CP2_g49577_DN3_SP0_c.t1
OG0000435	As011G260090, As011G260040	CP1_g38285_DN2_SP0_c.t1
OG0000436	As011G266430, As002G048360	CP8_g53662_DN3_SP1_c.t1, CP5_g1061_DN2_SP2_c.t1, CP10_g43558_DN2_SP6_c.t1
OG0000437	As003G062850	CP7_g44536_DN3_SP0_c.t1
OG0000438	As004G085300	CP11_g31781_DN3_SP0_c.t1
OG0000439	As008G194170	CP1_g36893_DN3_SP7_c.t1
OG0000439	As012G285510	CP3_g13441_DN3_SP8_c.t1
OG0000439	As006G127290	CP4_g25610_DN3_SP8_c.t1
OG0000440	As006G136440	CP11_g33505_DN2_SP0_c.t1, CP10_g42334_DN3_SP0_c.t1
OG0000441	As011G248660	CP12_g29999_DN3_SP0_c.t1
OG0000446	As009G219000	CP2_g48048_DN3_SP8_c.t1
OG0000446	As001G023650	CP13_g19553_DN3_SP8_c.t1
OG0000446	As008G183010	CP1_g37745_DN3_SP8_c.t1
OG0000447	As011G247170	CP10_g43472_DN3_SP8_c.t1
OG0000447	As004G081330	CP4_g25348_DN3_SP8_c.t1
OG0000447	As003G069220	CP7_g45032_DN3_SP7_c.t1
OG0000448	As004G089550	CP13_g19803_DN1_SP0_c.t1, CP13_g19807_DN2_SP0_c.t1, CP13_g19802_DN1_SP0_c.t1, CP13_g19808_DN3_SP0_c.t1, CP13_g19804_DN3_SP0_c.t1, CP13_g19805_DN2_SP0_c.t1, CP13_g19801_DN2_SP0_c.t1
OG0000449	As010G224860	CP3_g14835_DN3_SP4_c.t1
OG0000449	As005G114720	CP8_g54016_DN3_SP7_c.t1
OG0000449	As010G224870	CP3_g14836_DN3_SP7_c.t1
OG0000449	As005G114730	CP8_g54015_DN3_SP5_c.t1
OG0000452	As001G002300, As001G002310	CP5_g974_DN3_SP3_c.t1
OG0000454	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520	CP8_g53225_DN3_SP0_c.t1, CP8_g53224_DN3_SP0_c.t1, CP8_g53223_DN3_SP0_c.t1
OG0000457	As002G045110, As002G045120, As002G041830, As002G045100, As002G045130	CP8_g53302_DN3_SP0_c.t1
OG0000459	As003G058960	CP6_g6757_DN2_SP0_c.t1, CP6_g6758_DN3_SP0_c.t1, CP6_g6755_DN3_SP0_c.t1, CP6_g6754_DN3_SP0_c.t1
OG0000461	As006G146770	CP4_g24959_DN3_SP0_c.t1, CP4_g24957_DN3_SP2_c.t1
OG0000463	As010G224360, As010G224370	CP3_g14733_DN3_SP0_c.t1, CP3_g14732_DN3_SP0_c.t1, CP10_g43551_DN3_SP0_c.t1, CP3_g14737_DN3_SP0_c.t1
OG0000466	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670	CP10_g42952_DN2_SP0_c.t1
OG0000467	As004G088230, As012G284990	CP13_g19938_DN3_SP8_c.t1, CP3_g13486_DN3_SP3_c.t1, CP6_g6937_DN3_SP3_c.t1
OG0000468	As012G280020	CP3_g13884_DN3_SP0_c.t1
OG0000468	As006G125920	CP4_g25471_DN3_SP5_c.t1
OG0000468	As006G144160	CP4_g24828_DN3_SP0_c.t1, CP4_g24827_DN3_SP0_c.t1
OG0000471	As003G069540, As003G069550	CP7_g45005_DN3_SP0_c.t1, CP22_g17349_DN3_SP0_c.t1, CP7_g45004_DN3_SP0_c.t1
OG0000472	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050	CP5_g1397_DN3_SP0_c.t1, CP5_g1398_DN3_SP1_c.t1
OG0000472	As004G097020	CP5_g1404_DN2_SP0_c.t1
OG0000474	As011G261780, As010G222300	CP16_g55067_DN3_SP7_c.t1
OG0000477	As004G084280, As009G211280	CP4_g24894_DN3_SP0_c.t1, CP11_g33191_DN3_SP8_c.t1
OG0000481	As001G021880	CP2_g49102_DN3_SP0_c.t1
OG0000482	As004G077750, As001G028390	CP39_g21146_DN3_SP5_c.t1
OG0000483	As002G047220	CP8_g53519_DN3_SP0_c.t1
OG0000484	As009G203850	CP5_g395_DN3_SP0_c.t1, CP13_g20013_DN3_SP0_c.t1, CP11_g32184_DN3_SP0_c.t1
OG0000487	As006G137570, As008G196100	CP10_g42431_DN3_SP8_c.t1
OG0000495	As001G001610, As001G001580, As001G001640, As001G001650	CP5_g1033_DN3_SP0_c.t1
OG0000495	As007G179430, As007G177930	CP5_g1031_DN3_SP0_c.t1, CP16_g55002_DN3_SP0_c.t1
OG0000497	As010G233080, As007G164590, As007G163820, As007G164600	CP10_g44040_DN1_SP0_c.t1
OG0000498	As002G045150	CP8_g53304_DN3_SP2_c.t1
OG0000500	As004G087470	CP12_g31429_DN2_SP0_c.t1
OG0000501	As010G232220	CP7_g44407_DN3_SP6_c.t1
OG0000504	As002G037010, As002G034340	CP10_g42911_DN3_SP6_c.t1
OG0000505	As009G215510	CP2_g48421_DN3_SP1_c.t1, CP2_g48422_DN3_SP0_c.t1, CP2_g48426_DN3_SP1_c.t1
OG0000506	As010G234690	CP11_g33206_DN3_SP3_c.t1, CP161_g50908_DN3_SP0_c.t1, CP161_g50914_DN3_SP0_c.t1
OG0000509	As001G017890	CP6_g7186_DN3_SP0_c.t1
OG0000510	As001G020890, As001G020900	CP2_g49258_DN3_SP3_c.t1, CP2_g49260_DN3_SP0_c.t1, CP2_g49255_DN3_SP0_c.t1, CP2_g49253_DN3_SP2_c.t1
OG0000511	As011G254140	CP12_g30572_DN2_SP0_c.t1
OG0000511	As001G032060	CP2_g49029_DN3_SP0_c.t1
OG0000512	As003G061390	CP19_g18327_DN3_SP0_c.t1, CP19_g18326_DN3_SP0_c.t1, CP19_g18324_DN3_SP0_c.t1, CP19_g18322_DN3_SP0_c.t1, CP19_g18325_DN3_SP0_c.t1
OG0000513	As006G146210	CP3_g13993_DN3_SP8_c.t1
OG0000513	As005G114770	CP3_g14830_DN3_SP8_c.t1, CP8_g54008_DN3_SP8_c.t1
OG0000514	As011G252640, As011G252630	CP12_g30390_DN3_SP0_c.t1
OG0000520	As002G050660, As002G050220, As012G287100	CP3_g13293_DN3_SP5_c.t1
OG0000521	As003G063570	CP7_g44419_DN3_SP8_c.t1
OG0000521	As004G080410	CP20_g3901_DN3_SP5_c.t1
OG0000521	As007G158420	CP7_g45546_DN3_SP2_c.t1
OG0000521	As010G235150	CP9_g29470_DN3_SP8_c.t1
OG0000522	As004G083810	CP20_g4229_DN3_SP1_c.t1, CP20_g4230_DN3_SP0_c.t1
OG0000523	As005G100530	CP4_g24072_DN2_SP0_c.t1
OG0000523	As012G287730	CP3_g13220_DN3_SP0_c.t1
OG0000524	As006G141600, As006G141560, As006G141590	CP10_g42793_DN3_SP5_c.t1
