Orthogroup	Aethionema_saxatile	Conringia_planisiliqua
OG0014020	As009G203000	CP11_g32265_DN3_SP8_c.t1
OG0014021	As009G203030	CP11_g32258_DN3_SP8_c.t1
OG0014022	As009G203140	CP11_g32250_DN3_SP3_c.t1
OG0014023	As009G203270	CP11_g32230_DN3_SP8_c.t1
OG0014024	As009G203280	CP11_g32231_DN3_SP8_c.t1
OG0014025	As009G203560	CP11_g32210_DN3_SP4_c.t1
OG0014026	As009G204020	CP8_g54519_DN3_SP0_c.t1
OG0014027	As009G204070	CP9_g29358_DN3_SP8_c.t1
OG0014028	As009G204080	CP8_g54514_DN3_SP5_c.t1
OG0014029	As009G204290	CP8_g54496_DN3_SP6_c.t1
OG0014031	As009G204450	CP8_g54482_DN3_SP7_c.t1
OG0014032	As009G204570	CP8_g54470_DN3_SP0_c.t1
OG0014033	As009G204750	CP8_g54446_DN3_SP8_c.t1
OG0014034	As009G205040	CP8_g54417_DN3_SP2_c.t1
OG0014035	As009G205160	CP8_g54404_DN2_SP0_c.t1
OG0014036	As009G205480	CP2_g48540_DN3_SP8_c.t1
OG0014037	As009G205580	CP2_g48548_DN3_SP7_c.t1
OG0014038	As009G205600	CP2_g48550_DN3_SP0_c.t1
OG0014039	As009G205620	CP2_g48552_DN3_SP0_c.t1
OG0014040	As009G205690	CP2_g48557_DN3_SP6_c.t1
OG0014041	As009G205770	CP2_g48565_DN2_SP0_c.t1
OG0014042	As009G205960	CP13_g20252_DN3_SP7_c.t1
OG0014043	As009G206140	CP2_g48592_DN3_SP1_c.t1
OG0014044	As009G206610	CP2_g48618_DN3_SP6_c.t1
OG0014045	As009G207020	CP2_g48651_DN3_SP0_c.t1
OG0014048	As009G208390	CP2_g48744_DN3_SP3_c.t1
OG0014050	As009G209110	CP2_g48794_DN3_SP0_c.t1
OG0014051	As009G209440	CP2_g48756_DN3_SP0_c.t1
OG0014052	As009G210490	CP11_g32616_DN3_SP8_c.t1
OG0014053	As009G210740	CP11_g33281_DN3_SP0_c.t1
OG0014054	As009G211140	CP11_g33296_DN1_SP0_c.t1
OG0014055	As009G211410	CP11_g33286_DN3_SP3_c.t1
OG0014056	As009G211610	CP11_g32485_DN3_SP0_c.t1
OG0014057	As009G211770	CP11_g33258_DN3_SP3_c.t1
OG0014058	As009G211800	CP11_g33255_DN2_SP0_c.t1
OG0014059	As009G211810	CP11_g33252_DN3_SP5_c.t1
OG0014060	As009G211920	CP11_g33246_DN3_SP2_c.t1
OG0014061	As009G212020	CP2_g48824_DN3_SP0_c.t1
OG0014062	As009G212520	CP11_g33210_DN3_SP3_c.t1, CP572_g4812_DN3_SP2_c.t1
OG0014063	As009G212590	CP11_g33203_DN3_SP8_c.t1
OG0014064	As009G212680	CP11_g33301_DN3_SP5_c.t1
OG0014065	As009G212760	CP11_g33310_DN3_SP0_c.t1
OG0014066	As009G212810	CP11_g33314_DN3_SP0_c.t1
OG0014067	As009G212940	CP11_g33321_DN3_SP8_c.t1
OG0014068	As009G213020	CP11_g33329_DN3_SP8_c.t1
OG0014069	As009G213090	CP11_g33338_DN3_SP7_c.t1
OG0014070	As009G213210	CP11_g33348_DN3_SP2_c.t1
OG0014071	As009G213240	CP11_g33351_DN3_SP0_c.t1
OG0014072	As009G213830	CP11_g33367_DN3_SP7_c.t1
OG0014073	As009G213880	CP11_g33372_DN2_SP0_c.t1
OG0014074	As009G214040	CP11_g33412_DN3_SP2_c.t1
OG0014075	As009G214060	CP11_g33410_DN3_SP4_c.t1
OG0014076	As009G214110	CP11_g33403_DN3_SP4_c.t1
OG0014077	As009G214120	CP11_g33402_DN3_SP8_c.t1
OG0014078	As009G214340	CP11_g33420_DN3_SP0_c.t1
OG0014079	As009G214370	CP11_g33423_DN3_SP7_c.t1
OG0014080	As009G214430	CP11_g33426_DN3_SP0_c.t1
OG0014081	As009G214460	CP11_g33429_DN3_SP7_c.t1
OG0014082	As009G214480	CP11_g33434_DN3_SP0_c.t1
OG0014083	As009G214660	CP11_g33455_DN3_SP7_c.t1
OG0014084	As009G214880	CP2_g48498_DN3_SP8_c.t1
OG0014085	As009G215130	CP2_g48465_DN3_SP8_c.t1
OG0014086	As009G215200	CP2_g48467_DN3_SP3_c.t1
OG0014087	As009G215380	CP2_g48439_DN3_SP1_c.t1
OG0014089	As009G216160, As011G256820	CP2_g48359_DN3_SP2_c.t1
OG0014090	As009G216190	CP2_g48361_DN3_SP2_c.t1
OG0014091	As009G216350	CP2_g48350_DN3_SP8_c.t1
OG0014092	As009G216390	CP2_g48344_DN3_SP6_c.t1
OG0014093	As009G216720	CP2_g48314_DN3_SP8_c.t1
OG0014094	As009G216890	CP2_g48299_DN3_SP8_c.t1
OG0014095	As010G222020, As009G216940	CP12_g31029_DN3_SP7_c.t1
OG0014096	As009G217430	CP2_g48237_DN3_SP5_c.t1
OG0014097	As009G217460	CP2_g48235_DN3_SP2_c.t1
OG0014098	As009G217720	CP2_g48208_DN3_SP0_c.t1
OG0014099	As009G218060	CP2_g48159_DN3_SP5_c.t1
OG0014100	As009G218110	CP2_g48155_DN3_SP0_c.t1
OG0014101	As009G218310	CP2_g48128_DN3_SP0_c.t1
OG0014102	As009G218330	CP5_g1185_DN3_SP0_c.t1
OG0014103	As009G218560	CP2_g48101_DN3_SP8_c.t1
OG0014104	As009G218610	CP2_g48091_DN3_SP3_c.t1
OG0014105	As009G218830	CP2_g48068_DN3_SP0_c.t1
OG0014106	As009G219100	CP2_g48038_DN3_SP8_c.t1
OG0014107	As009G219150	CP2_g48032_DN3_SP4_c.t1
OG0014108	As009G219180	CP2_g48029_DN3_SP5_c.t1
OG0014109	As009G219240	CP2_g48023_DN3_SP8_c.t1
OG0014110	As009G219340	CP2_g48016_DN3_SP5_c.t1
OG0014111	As009G219440	CP2_g48004_DN2_SP3_c.t1
OG0014112	As009G219450	CP2_g48003_DN3_SP8_c.t1
OG0014113	As009G219620	CP8_g53876_DN3_SP2_c.t1
OG0014114	As009G219750	CP8_g53862_DN3_SP7_c.t1
OG0014115	As009G220020	CP8_g53838_DN3_SP2_c.t1
OG0014116	As010G220230	CP3_g14220_DN2_SP6_c.t1
OG0014117	As010G220260	CP3_g14225_DN3_SP0_c.t1
OG0014118	As010G220300	CP3_g14231_DN3_SP2_c.t1
OG0014119	As010G220350	CP3_g14236_DN3_SP8_c.t1
OG0014120	As010G220510	CP3_g14261_DN3_SP1_c.t1
OG0014121	As010G220680	CP3_g14289_DN3_SP8_c.t1
OG0014122	As010G220820	CP3_g14308_DN3_SP4_c.t1
OG0014123	As010G220830	CP5_g352_DN3_SP0_c.t1
OG0014124	As010G220980	CP3_g14323_DN3_SP8_c.t1
OG0014125	As010G221080	CP3_g14341_DN3_SP2_c.t1
OG0014126	As010G221390	CP3_g14387_DN3_SP2_c.t1
OG0014127	As010G221450	CP3_g14393_DN3_SP0_c.t1
OG0014128	As010G221520	CP3_g14403_DN3_SP3_c.t1
OG0014129	As010G221810	CP3_g14432_DN3_SP1_c.t1, CP1_g39204_DN3_SP0_c.t1
OG0014130	As010G221890	CP3_g14437_DN3_SP8_c.t1
OG0014131	As010G222130	CP3_g14461_DN3_SP0_c.t1
OG0014132	As010G222180	CP3_g14469_DN3_SP2_c.t1
OG0014133	As010G222480	CP3_g14507_DN3_SP0_c.t1
OG0014134	As010G222590	CP3_g14522_DN3_SP8_c.t1
OG0014135	As010G222880	CP3_g14560_DN3_SP0_c.t1
OG0014136	As010G222980	CP3_g14567_DN3_SP6_c.t1
OG0014137	As010G223070	CP3_g14575_DN3_SP8_c.t1
OG0014138	As010G223130	CP20_g4315_DN3_SP3_c.t1
OG0014139	As010G223360	CP3_g14611_DN2_SP0_c.t1
OG0014140	As010G223450	CP3_g14627_DN3_SP8_c.t1
OG0014141	As010G223610	CP3_g14656_DN3_SP0_c.t1
OG0014142	As010G223670	CP3_g14662_DN3_SP8_c.t1
OG0014143	As010G223680	CP3_g14663_DN2_SP0_c.t1
OG0014144	As010G224070	CP3_g14704_DN3_SP0_c.t1
OG0014145	As010G224080	CP3_g14705_DN3_SP6_c.t1
OG0014146	As010G224430	CP3_g14742_DN3_SP0_c.t1
OG0014147	As010G224560	CP3_g14778_DN3_SP8_c.t1
OG0014148	As010G224690	CP3_g14804_DN3_SP8_c.t1
OG0014149	As010G224760, As010G239800	CP9_g29011_DN3_SP1_c.t1
OG0014150	As010G224910	CP3_g14848_DN3_SP0_c.t1
OG0014151	As010G224950	CP3_g14856_DN3_SP8_c.t1
OG0014152	As010G225130	CP3_g14865_DN3_SP8_c.t1
OG0014154	As010G225330	CP3_g14892_DN3_SP1_c.t1
OG0014155	As010G225640	CP3_g14928_DN3_SP5_c.t1
OG0014156	As010G225710	CP3_g14935_DN3_SP8_c.t1
OG0014157	As010G225910	CP3_g15013_DN3_SP7_c.t1
OG0014158	As010G226360	CP3_g15427_DN3_SP4_c.t1
OG0014159	As010G226380	CP3_g15509_DN3_SP8_c.t1
OG0014160	As010G226390	CP3_g15519_DN3_SP7_c.t1
OG0014161	As010G226450	CP3_g15565_DN3_SP7_c.t1
OG0014162	As010G226470	CP4_g24154_DN3_SP0_c.t1
OG0014163	As010G227120	CP14_g23740_DN3_SP4_c.t1
OG0014164	As010G227490	CP7_g46461_DN3_SP8_c.t1
OG0014165	As010G228100	CP9_g28324_DN3_SP4_c.t1
OG0014166	As010G228260	CP9_g28311_DN3_SP8_c.t1
OG0014167	As010G228610	CP9_g28354_DN3_SP5_c.t1
OG0014168	As010G229030	CP2_g48986_DN3_SP7_c.t1
OG0014169	As010G229940	CP9_g28365_DN3_SP6_c.t1
OG0014170	As010G230020	CP9_g28367_DN3_SP8_c.t1
OG0014171	As010G231210	CP9_g28448_DN3_SP0_c.t1
OG0014172	As010G231600	CP9_g28455_DN3_SP0_c.t1
OG0014173	As010G231660	CP9_g29659_DN3_SP0_c.t1
OG0014174	As010G232280	CP9_g28518_DN3_SP0_c.t1
OG0014175	As010G232400	CP9_g28526_DN1_SP0_c.t1
OG0014176	As010G232460	CP9_g28531_DN3_SP5_c.t1
OG0014177	As010G232480	CP9_g28533_DN3_SP2_c.t1
OG0014178	As010G232660	CP9_g28557_DN3_SP1_c.t1
OG0014179	As010G232980	CP9_g28599_DN3_SP0_c.t1
OG0014180	As010G233270	CP9_g28645_DN3_SP3_c.t1
OG0014181	As010G233520	CP9_g28680_DN3_SP3_c.t1
OG0014182	As010G233580	CP9_g28685_DN3_SP1_c.t1
OG0014183	As010G234030	CP9_g28738_DN3_SP5_c.t1
OG0014184	As010G234120	CP9_g28747_DN3_SP0_c.t1
OG0014185	As010G234200	CP9_g28758_DN3_SP3_c.t1
OG0014186	As010G234270	CP9_g28767_DN3_SP0_c.t1
OG0014187	As010G234310	CP9_g28771_DN3_SP0_c.t1
OG0014188	As010G234500	CP9_g28785_DN3_SP5_c.t1
OG0014189	As010G234660	CP9_g28804_DN3_SP1_c.t1
OG0014190	As010G234670	CP9_g28805_DN3_SP0_c.t1
OG0014191	As010G234830	CP9_g28817_DN3_SP3_c.t1
OG0014192	As010G234840	CP9_g28818_DN3_SP7_c.t1
OG0014193	As010G235250	CP9_g29461_DN3_SP7_c.t1
OG0014194	As010G235700	CP9_g29415_DN3_SP1_c.t1
OG0014195	As010G235750	CP9_g29410_DN3_SP0_c.t1
OG0014196	As010G235850	CP9_g29399_DN3_SP1_c.t1
OG0014197	As010G236170	CP9_g29372_DN3_SP8_c.t1
OG0014198	As010G236210	CP9_g29368_DN3_SP8_c.t1
OG0014199	As010G236330	CP9_g29353_DN3_SP8_c.t1
OG0014200	As010G236400	CP9_g29349_DN3_SP8_c.t1
OG0014201	As010G236510	CP9_g29339_DN2_SP0_c.t1
OG0014202	As010G236710	CP9_g29321_DN3_SP0_c.t1
OG0014203	As010G236900	CP9_g29300_DN3_SP7_c.t1
OG0014204	As010G237150	CP9_g29277_DN3_SP8_c.t1
OG0014205	As010G237430	CP9_g29251_DN3_SP5_c.t1
OG0014206	As010G237450	CP2_g48867_DN3_SP1_c.t1
OG0014207	As010G237480	CP9_g29246_DN3_SP7_c.t1
OG0014208	As010G237620	CP9_g29232_DN3_SP0_c.t1
OG0014209	As010G237720, As010G237730	CP9_g29222_DN3_SP0_c.t1
OG0014210	As010G237950	CP9_g29196_DN1_SP0_c.t1
OG0014211	As010G238240	CP9_g29170_DN3_SP8_c.t1
OG0014212	As010G238250	CP9_g29169_DN3_SP0_c.t1
OG0014213	As010G238460	CP9_g29148_DN3_SP2_c.t1
OG0014214	As010G238490	CP9_g29145_DN3_SP0_c.t1
OG0014215	As010G238660	CP9_g29127_DN3_SP0_c.t1
OG0014216	As010G238750	CP9_g29115_DN3_SP3_c.t1
OG0014217	As010G238840	CP9_g29106_DN3_SP0_c.t1
OG0014218	As010G239070	CP9_g29084_DN3_SP0_c.t1
OG0014219	As010G239120	CP9_g29080_DN3_SP7_c.t1
OG0014220	As010G239190	CP9_g29073_DN2_SP0_c.t1
OG0014221	As010G239250	CP9_g29065_DN3_SP8_c.t1
OG0014222	As010G239310	CP9_g29056_DN3_SP2_c.t1
OG0014223	As010G239370	CP9_g29054_DN3_SP0_c.t1
OG0014224	As010G239500	CP9_g29037_DN3_SP8_c.t1
OG0014225	As010G239550	CP9_g29033_DN3_SP8_c.t1
OG0014226	As010G239640	CP9_g29024_DN3_SP2_c.t1
OG0014227	As010G239680	CP9_g29022_DN3_SP3_c.t1
OG0014229	As010G239780	CP9_g29013_DN2_SP0_c.t1
OG0014230	As010G239840	CP9_g29006_DN3_SP0_c.t1
OG0014231	As010G240170	CP9_g28980_DN3_SP7_c.t1
OG0014232	As010G240460	CP9_g28956_DN3_SP5_c.t1
OG0014233	As010G240520	CP9_g28950_DN3_SP4_c.t1
OG0014235	As010G241000	CP9_g28916_DN3_SP5_c.t1
OG0014236	As010G241090	CP9_g28906_DN3_SP8_c.t1
OG0014237	As010G241110	CP9_g28903_DN3_SP5_c.t1
OG0014238	As010G241140	CP7_g46002_DN3_SP1_c.t1
OG0014239	As010G241290	CP9_g28886_DN3_SP0_c.t1
OG0014240	As010G241300	CP9_g28885_DN3_SP0_c.t1
OG0014241	As010G241360	CP9_g28877_DN3_SP3_c.t1
OG0014242	As010G241540	CP9_g28859_DN3_SP8_c.t1
OG0014243	As010G242280	CP9_g29530_DN3_SP0_c.t1
OG0014244	As010G242370	CP9_g29540_DN3_SP7_c.t1
OG0014245	As010G242460	CP9_g29549_DN2_SP0_c.t1
OG0014246	As010G242520	CP9_g29554_DN3_SP3_c.t1
OG0014247	As010G242700	CP9_g29571_DN3_SP4_c.t1
OG0014248	As010G242730	CP9_g29573_DN3_SP8_c.t1
OG0014249	As010G242740	CP9_g29574_DN3_SP0_c.t1
OG0014250	As010G242820	CP9_g29581_DN3_SP8_c.t1
OG0014251	As010G242840	CP9_g29582_DN3_SP6_c.t1
OG0014252	As010G243300	CP9_g29623_DN3_SP8_c.t1
OG0014253	As010G243500	CP9_g29644_DN2_SP0_c.t1
OG0014254	As010G243810	CP9_g29676_DN3_SP7_c.t1
OG0014255	As010G243820	CP9_g29677_DN3_SP1_c.t1
OG0014256	As010G243870	CP9_g29682_DN2_SP4_c.t1
OG0014257	As010G243880	CP9_g29683_DN2_SP0_c.t1
OG0014258	As010G243930	CP9_g29687_DN2_SP0_c.t1
OG0014259	As010G244260	CP4_g26842_DN3_SP0_c.t1, CP9_g29720_DN3_SP0_c.t1
OG0014260	As010G244320	CP9_g29726_DN3_SP2_c.t1
OG0014261	As010G244350	CP9_g29729_DN3_SP0_c.t1
OG0014262	As010G244400	CP9_g29732_DN3_SP2_c.t1
OG0014263	As010G244520	CP9_g29747_DN2_SP0_c.t1
OG0014264	As010G244540	CP9_g29745_DN2_SP1_c.t1
OG0014265	As011G244620	CP10_g43226_DN3_SP4_c.t1
OG0014266	As011G244770	CP10_g43250_DN3_SP7_c.t1
OG0014267	As011G245060	CP10_g43279_DN3_SP8_c.t1
OG0014269	As011G245850	CP10_g43352_DN2_SP0_c.t1
OG0014270	As011G246030	CP8_g53281_DN3_SP8_c.t1
OG0014271	As011G246090	CP10_g43372_DN3_SP0_c.t1
OG0014273	As011G246150	CP10_g43377_DN3_SP0_c.t1
OG0014274	As011G246740	CP10_g43430_DN3_SP1_c.t1
OG0014275	As011G247010	CP10_g43455_DN3_SP2_c.t1
OG0014276	As011G247030	CP10_g43457_DN3_SP0_c.t1
OG0014277	As011G247070	CP10_g43460_DN3_SP7_c.t1
OG0014278	As011G247260	CP10_g43482_DN3_SP1_c.t1
OG0014279	As011G247390	CP10_g43495_DN3_SP8_c.t1
OG0014280	As011G247780	CP12_g29899_DN3_SP0_c.t1
OG0014281	As011G247810	CP12_g29902_DN3_SP8_c.t1
OG0014282	As011G248110	CP12_g29937_DN3_SP0_c.t1
OG0014283	As011G248170	CP30_g9994_DN3_SP8_c.t1
OG0014284	As011G248250	CP12_g29958_DN2_SP0_c.t1
OG0014285	As011G248270	CP12_g29960_DN3_SP8_c.t1
OG0014286	As011G248530	CP12_g29988_DN3_SP6_c.t1
OG0014287	As011G248810	CP12_g30006_DN3_SP8_c.t1
OG0014288	As011G249010	CP12_g30026_DN3_SP0_c.t1
OG0014289	As011G249160	CP12_g30040_DN3_SP6_c.t1
OG0014290	As011G249310	CP12_g30058_DN3_SP5_c.t1
OG0014291	As011G249390	CP12_g30068_DN3_SP2_c.t1
OG0014292	As011G249690	CP12_g30096_DN3_SP8_c.t1
OG0014293	As011G249720	CP12_g30100_DN3_SP2_c.t1
OG0014294	As011G249890	CP12_g30118_DN3_SP3_c.t1
OG0014295	As011G250090	CP12_g30141_DN3_SP8_c.t1
OG0014296	As011G250310	CP12_g30157_DN3_SP4_c.t1
OG0014297	As011G250510	CP4_g25908_DN2_SP0_c.t1
OG0014298	As011G250580	CP12_g30186_DN3_SP3_c.t1
OG0014299	As011G250790	CP12_g30208_DN2_SP0_c.t1
OG0014300	As011G250890	CP12_g30216_DN3_SP0_c.t1
OG0014301	As011G251000	CP12_g30229_DN2_SP0_c.t1
OG0014302	As011G251030	CP3_g14898_DN2_SP0_c.t1
OG0014303	As011G251290	CP12_g30259_DN3_SP2_c.t1
OG0014304	As011G251300	CP12_g30260_DN3_SP8_c.t1
OG0014305	As011G251310	CP12_g30261_DN3_SP6_c.t1
OG0014306	As011G251430, As012G272630	CP1_g38125_DN3_SP0_c.t1
OG0014307	As011G251500	CP12_g30288_DN3_SP8_c.t1
OG0014308	As011G251560	CP12_g30290_DN3_SP8_c.t1
OG0014309	As011G251670, As012G272520	CP1_g38111_DN3_SP0_c.t1
OG0014310	As011G251870	CP12_g30322_DN3_SP0_c.t1
OG0014311	As011G251960	CP12_g30332_DN3_SP4_c.t1
OG0014312	As011G251990	CP12_g30333_DN3_SP8_c.t1
OG0014313	As011G252530	CP12_g30378_DN3_SP0_c.t1
OG0014314	As011G252540	CP12_g30379_DN3_SP0_c.t1
OG0014315	As011G252650	CP12_g30392_DN3_SP0_c.t1
OG0014316	As011G252760	CP5_g1867_DN3_SP0_c.t1
OG0014317	As011G252790	CP12_g30406_DN3_SP8_c.t1
OG0014319	As011G253030	CP12_g30433_DN3_SP8_c.t1
OG0014320	As011G253090	CP12_g30438_DN3_SP0_c.t1
OG0014321	As011G253100	CP12_g30441_DN3_SP8_c.t1
OG0014322	As011G253120	CP12_g30443_DN3_SP8_c.t1
OG0014323	As011G253430	CP12_g30514_DN3_SP8_c.t1
OG0014324	As011G253560	CP12_g30495_DN3_SP8_c.t1
OG0014325	As011G253580	CP12_g30492_DN3_SP3_c.t1
OG0014326	As011G253640	CP12_g30484_DN3_SP0_c.t1
OG0014327	As011G253660	CP12_g30483_DN3_SP0_c.t1
OG0014328	As011G253780	CP12_g30530_DN3_SP0_c.t1
OG0014329	As011G253990	CP12_g30548_DN3_SP1_c.t1
OG0014330	As011G254550	CP12_g30623_DN3_SP8_c.t1
OG0014331	As011G254770	CP8_g54328_DN3_SP0_c.t1
OG0014332	As011G254790	CP12_g30646_DN3_SP7_c.t1
OG0014333	As011G254940	CP12_g30659_DN3_SP8_c.t1
OG0014334	As011G255360	CP12_g30705_DN3_SP5_c.t1
OG0014335	As011G255450	CP12_g30723_DN3_SP3_c.t1
OG0014336	As011G255470	CP12_g30725_DN3_SP6_c.t1
OG0014337	As011G255650	CP12_g30747_DN3_SP7_c.t1
OG0014338	As011G255740	CP6_g7590_DN3_SP8_c.t1
OG0014339	As011G256210, As011G256220	CP12_g30779_DN2_SP0_c.t1
OG0014340	As011G256380	CP12_g30824_DN3_SP0_c.t1
OG0014341	As011G256480	CP17_g5986_DN3_SP8_c.t1
OG0014342	As011G256500	CP12_g30831_DN3_SP0_c.t1
OG0014343	As011G256510	CP12_g30832_DN3_SP8_c.t1
OG0014344	As011G256810	CP12_g30855_DN3_SP0_c.t1
OG0014345	As011G256930	CP12_g30865_DN2_SP0_c.t1
OG0014346	As011G257740	CP12_g30909_DN3_SP6_c.t1, CP12_g30910_DN3_SP1_c.t1
OG0014347	As011G257750	CP12_g30911_DN3_SP8_c.t1
OG0014348	As011G258100	CP12_g30929_DN3_SP5_c.t1
OG0014349	As011G258780	CP12_g31126_DN3_SP0_c.t1
OG0014350	As011G258790	CP12_g31113_DN3_SP8_c.t1
OG0014351	As011G258880	CP12_g31088_DN3_SP7_c.t1
OG0014352	As011G259220	CP15_g35501_DN3_SP8_c.t1
OG0014353	As011G260760	CP10_g43688_DN3_SP2_c.t1
OG0014354	As011G260990	CP10_g42927_DN3_SP8_c.t1
OG0014355	As011G261150	CP17_g5404_DN3_SP3_c.t1
OG0014356	As011G261300	CP17_g5135_DN3_SP0_c.t1
OG0014357	As011G261310	CP17_g5134_DN3_SP6_c.t1
OG0014358	As011G261430	CP17_g6000_DN3_SP8_c.t1
OG0014359	As011G261500	CP17_g6019_DN2_SP6_c.t1
OG0014360	As011G261560	CP12_g31754_DN3_SP0_c.t1
OG0014361	As011G261670	CP12_g31493_DN3_SP0_c.t1
OG0014362	As011G261790	CP15_g35659_DN3_SP0_c.t1
OG0014363	As011G261840	CP10_g44064_DN3_SP0_c.t1
OG0014364	As011G261870	CP15_g35863_DN3_SP4_c.t1
OG0014365	As011G262050	CP15_g35032_DN3_SP2_c.t1
OG0014366	As011G262170	CP15_g34895_DN3_SP8_c.t1
OG0014367	As011G262210	CP15_g34876_DN3_SP0_c.t1
OG0014368	As011G262330	CP15_g34747_DN3_SP0_c.t1
OG0014369	As011G262340	CP15_g34744_DN3_SP3_c.t1
OG0014370	As011G262390	CP5_g681_DN3_SP1_c.t1
OG0014371	As011G262400	CP15_g34510_DN3_SP7_c.t1
OG0014373	As011G262570	CP17_g5065_DN3_SP0_c.t1
OG0014374	As011G262660	CP7_g44637_DN3_SP0_c.t1
OG0014375	As011G262940	CP10_g44027_DN3_SP2_c.t1
OG0014376	As011G262990	CP10_g44022_DN3_SP0_c.t1
OG0014377	As011G263040	CP10_g44016_DN2_SP0_c.t1
OG0014379	As011G263450	CP1_g39522_DN3_SP8_c.t1
OG0014380	As011G263560	CP10_g43901_DN3_SP3_c.t1
OG0014381	As011G263770	CP10_g43874_DN3_SP0_c.t1
OG0014382	As011G263860	CP10_g43860_DN3_SP8_c.t1
OG0014384	As011G264520	CP10_g43789_DN3_SP5_c.t1
OG0014385	As011G264700	CP10_g43767_DN3_SP0_c.t1
OG0014386	As011G265310	CP10_g43673_DN3_SP5_c.t1
OG0014387	As011G265540	CP10_g43644_DN3_SP6_c.t1
OG0014388	As011G265550	CP10_g43643_DN3_SP8_c.t1, CP6_g8097_DN2_SP0_c.t1
OG0014389	As011G265670	CP10_g43628_DN3_SP5_c.t1
OG0014390	As011G265700	CP10_g43626_DN2_SP0_c.t1
OG0014391	As011G265710	CP10_g43625_DN3_SP8_c.t1
OG0014392	As011G265990	CP10_g43596_DN3_SP0_c.t1
OG0014394	As011G266320	CP10_g43566_DN3_SP8_c.t1
OG0014395	As011G266620	CP10_g43529_DN3_SP8_c.t1
OG0014396	As011G266670	CP10_g43525_DN3_SP8_c.t1
OG0014397	As011G266890	CP10_g43512_DN3_SP0_c.t1
OG0014398	As011G267190	CP12_g29846_DN3_SP3_c.t1
OG0014399	As011G267260	CP12_g29837_DN3_SP1_c.t1
OG0014400	As011G267370	CP12_g29828_DN1_SP0_c.t1
OG0014401	As011G267500	CP12_g29819_DN3_SP8_c.t1
OG0014402	As011G267530	CP12_g29822_DN3_SP3_c.t1
OG0014403	As012G267690	CP7_g46477_DN2_SP5_c.t1
OG0014404	As012G267740	CP7_g46473_DN3_SP8_c.t1
OG0014405	As012G268050	CP7_g46429_DN3_SP0_c.t1
OG0014406	As012G268070	CP7_g46426_DN3_SP0_c.t1
OG0014408	As012G268600	CP7_g46389_DN3_SP1_c.t1
OG0014409	As012G268630	CP7_g46386_DN3_SP8_c.t1
OG0014410	As012G268670	CP13_g19722_DN2_SP8_c.t1
OG0014411	As012G268780	CP7_g46373_DN3_SP6_c.t1
OG0014412	As012G269440	CP7_g46299_DN3_SP5_c.t1
OG0014413	As012G269480	CP7_g46295_DN3_SP3_c.t1
OG0014414	As012G269640	CP7_g46277_DN3_SP3_c.t1
OG0014415	As012G269840	CP7_g46248_DN3_SP6_c.t1
OG0014416	As012G270260, As012G270320	CP1_g37842_DN3_SP0_c.t1
OG0014417	As012G270340, As012G270390	CP1_g37844_DN3_SP5_c.t1
OG0014418	As012G270480	CP1_g37857_DN3_SP0_c.t1
OG0014419	As012G270640	CP1_g37875_DN3_SP1_c.t1
OG0014420	As012G270650	CP1_g37876_DN3_SP8_c.t1
OG0014421	As012G270660	CP1_g37877_DN3_SP7_c.t1
OG0014422	As012G270730	CP1_g37888_DN3_SP0_c.t1
OG0014423	As012G270910	CP1_g37907_DN3_SP8_c.t1
OG0014424	As012G271270	CP1_g37948_DN3_SP0_c.t1
OG0014425	As012G271340	CP1_g37954_DN3_SP8_c.t1
OG0014426	As012G271480	CP1_g37972_DN3_SP5_c.t1
OG0014427	As012G271590	CP1_g38032_DN3_SP3_c.t1
OG0014428	As012G271700	CP1_g38012_DN2_SP0_c.t1
OG0014429	As012G271820	CP1_g37990_DN3_SP6_c.t1
OG0014430	As012G272040	CP9_g28380_DN3_SP0_c.t1
OG0014431	As012G272060	CP1_g38059_DN3_SP0_c.t1
OG0014432	As012G272090	CP1_g38062_DN2_SP0_c.t1
OG0014433	As012G272180	CP1_g38071_DN3_SP8_c.t1
OG0014434	As012G272330	CP1_g38086_DN3_SP7_c.t1
OG0014435	As012G272360	CP1_g38092_DN3_SP0_c.t1
OG0014436	As012G272610	CP1_g38123_DN3_SP8_c.t1
OG0014437	As012G272680	CP1_g38132_DN3_SP3_c.t1
OG0014438	As012G272790	CP1_g38152_DN3_SP6_c.t1
OG0014439	As012G272820	CP12_g30247_DN3_SP1_c.t1
OG0014440	As012G272940	CP1_g38169_DN2_SP7_c.t1
OG0014441	As012G272960	CP1_g38171_DN3_SP8_c.t1
OG0014442	As012G273210	CP1_g38201_DN3_SP0_c.t1
OG0014443	As012G273260	CP1_g38206_DN3_SP8_c.t1
OG0014444	As012G273390	CP1_g38222_DN3_SP1_c.t1
OG0014445	As012G273450	CP1_g38196_DN3_SP4_c.t1
OG0014446	As012G273650	CP1_g38274_DN3_SP8_c.t1
OG0014447	As012G273830	CP1_g38294_DN3_SP3_c.t1
OG0014448	As012G273910	CP1_g38306_DN3_SP8_c.t1
OG0014449	As012G274230	CP6_g7223_DN3_SP5_c.t1
OG0014450	As012G274370	CP6_g7255_DN3_SP8_c.t1
OG0014451	As012G277900, As012G274400	CP3_g13935_DN3_SP2_c.t1
OG0014452	As012G274430	CP6_g7259_DN3_SP8_c.t1, CP12_g30861_DN3_SP0_c.t1
