Orthogroup	Aethionema_saxatile	Cardamine_glauca
OG0000589	As010G224800	Cg002G061190, Cg002G061200
OG0000590	As009G205980	Cg008G306680
OG0000590	As008G197660	Cg006G243560
OG0000592	As011G250170	Cg004G134690
OG0000592	As010G239910, As007G154690	Cg006G227950
OG0000595	As010G226140	Cg002G063260
OG0000596	As010G227450	Cg003G102460
OG0000600	As002G048280	Cg003G104060
OG0000600	As001G001180	Cg001G011170
OG0000601	As009G201050, As006G135040	Cg008G295790
OG0000601	As001G027850	Cg001G039300, Cg002G067730
OG0000602	As012G276820	Cg002G053370
OG0000602	As002G034860	Cg004G125440
OG0000604	As005G099260	Cg002G043840
OG0000604	As007G163770, As012G288540	Cg001G015890
OG0000605	As010G239470	Cg007G274490
OG0000606	As011G248160	Cg004G132340
OG0000606	As010G244280	Cg007G281550
OG0000606	As012G270700	Cg006G197370
OG0000607	As011G251140	Cg004G135710
OG0000607	As011G262980	Cg004G151620
OG0000608	As012G284160	Cg002G048620
OG0000608	As012G284170, As012G284200	Cg002G048590
OG0000612	As001G019830, As001G020020, As005G105470, As008G187810	Cg006G235910
OG0000613	As006G135470	Cg004G117600
OG0000613	As002G045780	Cg001G038460
OG0000615	As011G264960	Cg004G154140
OG0000615	As003G072430	Cg001G003930
OG0000616	As005G114070	Cg003G108360
OG0000616	As012G277180	Cg002G053120, Cg005G169320
OG0000617	As006G121910	Cg014G332730, Cg003G076870
OG0000618	As010G241950	Cg007G279240
OG0000618	As006G132210	Cg001G013140
OG0000619	As006G145810, As006G145800	Cg005G169350, Cg005G169330
OG0000619	As012G277130	Cg002G053130
OG0000620	As010G239430, As007G154950	Cg006G227500, Cg007G274540
OG0000625	As006G135190	Cg004G117350
OG0000625	As001G004420	Cg005G188780
OG0000626	As001G031250	Cg007G246760, Cg007G246730, Cg007G246740, Cg007G246710, Cg007G246720
OG0000627	As006G134640	Cg007G266770, Cg001G013990
OG0000627	As002G047240	Cg003G102720
OG0000628	As003G064150, As011G250810	Cg004G135400, Cg006G208420
OG0000630	As004G077630, As004G077620, As004G077610	Cg001G037880, Cg001G037840, Cg001G037850, Cg001G037890, Cg007G264980, Cg001G037920, Cg001G037910, Cg001G037900
OG0000633	As010G244250	Cg007G281520
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	Cg003G106960, Cg003G106970, Cg003G106980
OG0000635	As006G128210	Cg005G176520
OG0000635	As006G127130	Cg007G251250, Cg005G175120
OG0000636	As009G212850	Cg008G286670, Cg005G180860, Cg008G286680, Cg008G286690
OG0000646	As001G027670	Cg002G068200
OG0000646	As006G134940	Cg004G117060
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	Cg007G250430, Cg002G043950
OG0000649	As003G066660	Cg006G207250
OG0000649	As010G237340	Cg007G276770
OG0000650	As004G088550	Cg008G323240
OG0000652	As009G217160	Cg008G303080, Cg008G303060, Cg008G303090
OG0000658	As009G206090, As012G277750, As001G026410	Cg008G306770, Cg002G052670, Cg002G070930
OG0000659	As009G211360, As002G048340	Cg001G011140
OG0000660	As008G192800	Cg006G238730
OG0000660	As010G224220	Cg002G060220
OG0000660	As005G115310	Cg003G106780
OG0000661	As010G223120, As006G127120, As006G127080	Cg005G175080
OG0000662	As009G201630	Cg008G296140
OG0000662	As006G135390	Cg004G117510
OG0000662	As009G201640	Cg008G296150
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	Cg007G267970, Cg006G219810
OG0000663	As010G229530	Cg007G267960
OG0000669	As005G103090	Cg005G161680
OG0000669	As001G022370	Cg004G129440, Cg002G075620
OG0000670	As003G061610, As003G061660	Cg001G017310, Cg001G017300
OG0000672	As007G157950, As006G146270	Cg001G005000
OG0000672	As004G081100, As011G248400	Cg006G217430
OG0000674	As008G197690	Cg006G243600
OG0000674	As005G099330	Cg005G158060
OG0000674	As006G123130	Cg014G331360, Cg003G078290
OG0000675	As010G243370	Cg007G280540
OG0000675	As007G152400, As006G126430	Cg006G229960
OG0000676	As012G282240	Cg007G274730
OG0000677	As007G160250	Cg006G221400, Cg006G221380, Cg006G221390, Cg006G221370, Cg006G221360, Cg006G221350, Cg006G221340
OG0000685	As001G001340	Cg001G011050
OG0000685	As002G032860	Cg001G014490
OG0000686	As001G012430	Cg008G311460, Cg001G006490
OG0000687	As001G017930	Cg001G024670
OG0000687	As005G101960	Cg005G160620
OG0000688	As001G023430, As001G023420	Cg002G074580
OG0000689	As007G158860, As003G063160, As004G080020	Cg006G223150, Cg006G210940, Cg003G084980
OG0000690	As007G154700, As003G065860, As008G196720, As010G226610	Cg003G092220
OG0000691	As004G080740, As011G248640	Cg004G132830, Cg004G132800
OG0000692	As005G104580	Cg002G047610, Cg002G047600, Cg002G047590, Cg005G163150
OG0000693	As012G282230	Cg002G050630
OG0000693	As006G143100	Cg005G166320
OG0000694	As007G177770	Cg007G265030, Cg005G183400, Cg005G189730
OG0000695	As010G239400	Cg007G274590
OG0000696	As012G270790, As011G248260	Cg004G132450, Cg002G066590
OG0000697	As012G271560	Cg006G198930
OG0000702	As009G199960	Cg008G294680
OG0000702	As001G026500	Cg002G070800
OG0000702	As006G132970	Cg004G116410
OG0000703	As002G035150	Cg008G284440
OG0000703	As006G145070	Cg005G170070
OG0000703	As012G276510	Cg002G053740
OG0000704	As003G058000	Cg001G020990
OG0000706	As005G117900	Cg003G112850
OG0000707	As006G138740	Cg002G055970
OG0000707	As007G161420	Cg007G246220
OG0000708	As008G185890	Cg006G234380
OG0000709	As009G203840	Cg008G298180, Cg008G322220
OG0000714	As004G077650	Cg001G037960
OG0000715	As004G085240	Cg003G081200, Cg003G081210
OG0000716	As004G088610, As007G165810	Cg001G035590, Cg001G035630, Cg001G035640
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	Cg004G127540, Cg005G192840, Cg005G192800, Cg008G282120
OG0000719	As005G114760	Cg003G107520
OG0000720	As012G288480	Cg002G044040
OG0000720	As006G122970	Cg014G331600, Cg003G078090
OG0000720	As008G197790	Cg006G243670
OG0000721	As006G123060	Cg014G331440, Cg003G078210
OG0000721	As008G197760, As012G274520, As011G248980	Cg004G133230
OG0000722	As010G232800	Cg007G270140
OG0000722	As008G183090	Cg006G231610
OG0000723	As009G205260	Cg008G305990
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	Cg008G306000
OG0000724	As012G281700, As012G281680, As012G281690, As012G281640	Cg007G268070
OG0000730	As001G023940	Cg002G074010
OG0000730	As008G183370	Cg006G231930
OG0000731	As001G025190, As001G025200, As001G025210	Cg002G072510, Cg002G072530, Cg002G072520
OG0000732	As002G032800	Cg001G014590
OG0000732	As012G276370	Cg002G053890
OG0000733	As004G088840, As002G035920	Cg001G029600
OG0000733	As004G093360	Cg001G033420
OG0000735	As002G047800	Cg003G103350, Cg003G103360, Cg003G103340
OG0000736	As002G053050	Cg008G290670
OG0000736	As003G074810	Cg001G001710
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	Cg005G191560
OG0000738	As006G125610	Cg005G173620
OG0000741	As012G268430	Cg006G194800
OG0000749	As008G184000	Cg006G232590
OG0000749	As007G161240	Cg006G220250
OG0000750	As001G030660	Cg003G087530, Cg001G025700
OG0000751	As005G108820, As002G035280	Cg004G125700, Cg008G284620
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	Cg008G304630
OG0000752	As002G052450	Cg008G291200
OG0000753	As003G064670	Cg006G205300, Cg006G205270
OG0000754	As003G064750	Cg006G206090
OG0000754	As004G082990	Cg008G317070
OG0000755	As004G086160	Cg003G093960, Cg003G080030
OG0000756	As004G087220	Cg001G004510
OG0000757	As006G146500	Cg002G052790, Cg005G168880
OG0000758	As010G243380	Cg007G280560
OG0000758	As006G126420	Cg005G174590
OG0000759	As006G128470	Cg005G176850
OG0000759	As008G193030	Cg006G239020
OG0000760	As006G142310	Cg005G165490
OG0000760	As012G282830	Cg005G165570, Cg002G049960
OG0000763	As012G269290	Cg006G195580, Cg006G195570
OG0000764	As012G271730	Cg006G198640, Cg006G199090
OG0000765	As012G275540, As012G275570, As012G275590	Cg002G054830, Cg008G311840, Cg008G315080
OG0000772	As002G037440, As001G027110, As001G015580	Cg002G069280, Cg002G069270, Cg002G069310, Cg002G069300
OG0000774	As002G033010	Cg001G014380
OG0000776	As009G213010, As002G037060	Cg004G124820, Cg004G126990
OG0000777	As006G132560, As002G046520	Cg001G013570
OG0000778	As002G050230	Cg008G293510, Cg008G293520, Cg008G293530
OG0000779	As003G060370	Cg001G018640
OG0000779	As004G085400	Cg003G081040
OG0000780	As003G074900	Cg001G001620
OG0000780	As007G180430	Cg005G192490, Cg008G290580
OG0000781	As004G079650	Cg005G161950
OG0000781	As005G103380, As005G103370	Cg005G161940
OG0000782	As005G107060, As005G106550	Cg004G138160, Cg002G056490
OG0000783	As005G113140	Cg008G301820
OG0000783	As010G226400	Cg002G064100
OG0000784	As010G225950	Cg002G062890
OG0000784	As005G113590	Cg008G302400
OG0000785	As007G161520	Cg001G007050
OG0000785	As009G214360	Cg008G285560
OG0000786	As009G217820, As009G217830	Cg003G108880, Cg003G108890
OG0000788	As010G225660, As010G225670, As010G225650	Cg002G062390
OG0000789	As010G242960	Cg007G280200
OG0000789	As012G267770	Cg006G194100
OG0000799	As001G021720, As005G104360	Cg002G064040
OG0000800	As001G024200, As001G024190, As001G024170	Cg002G073650
OG0000801	As002G035990	Cg008G285490
OG0000801	As009G214440	Cg008G285510
OG0000801	As002G036000	Cg004G126190
OG0000802	As004G088660	Cg008G323490
OG0000802	As003G070730	Cg006G216250
OG0000802	As003G056750	Cg001G022470
OG0000803	As003G058030	Cg001G020920
OG0000803	As003G070410, As003G065450	Cg001G020940
OG0000803	As007G160300	Cg001G020930
OG0000805	As004G096100, As011G254230	Cg004G139450
OG0000806	As005G102850	Cg005G179050, Cg005G161460, Cg008G319250
OG0000807	As005G102950	Cg005G161560
OG0000807	As006G139170, As006G133330	Cg004G116150, Cg004G116160
OG0000808	As006G129450	Cg005G178330
OG0000808	As010G224570	Cg002G060860
OG0000808	As005G114980	Cg003G106930
OG0000809	As007G160640	Cg006G220900
OG0000809	As008G183460	Cg006G232030
OG0000818	As010G221920	Cg008G304070, Cg002G057590
OG0000818	As001G030280	Cg001G012930, Cg007G245560
OG0000819	As002G036020	Cg004G126210
OG0000819	As012G282730	Cg002G050070
OG0000821	As002G043850	Cg003G098580
OG0000823	As004G090360	Cg008G324800
OG0000823	As003G055870	Cg001G023440
OG0000824	As003G062540	Cg006G212730
OG0000824	As004G083720	Cg003G083770
OG0000825	As012G287570	Cg002G045150
OG0000825	As005G100830	Cg005G159470
OG0000826	As005G102780	Cg005G161390
OG0000827	As012G278780	Cg003G102230
OG0000827	As005G106720	Cg001G007240, Cg008G282540
OG0000829	As006G136530	Cg004G119150
OG0000829	As009G203460, As009G203470	Cg008G297830
OG0000830	As007G156440	Cg006G225710, Cg007G276620
OG0000831	As007G156620, As007G156630	Cg006G225520, Cg006G225530
OG0000833	As011G246960	Cg004G130960
OG0000834	As011G250710	Cg004G135270
OG0000835	As011G251220	Cg004G135790
OG0000835	As012G272760	Cg006G200030
OG0000836	As012G283770, As012G283780, As012G283790	Cg002G049020
OG0000842	As001G025250	Cg002G072470, Cg002G072400, Cg002G072420
OG0000843	As001G029790, As001G029800	Cg002G067390, Cg002G067380, Cg007G260490, Cg007G260480, Cg007G260510, Cg001G026240, Cg001G026460, Cg007G262830
OG0000844	As002G034430	Cg004G125230
OG0000844	As005G107840	Cg008G283640
OG0000845	As002G042280	Cg003G090670, Cg001G015930
OG0000845	As010G222560	Cg002G058370
OG0000846	As004G079020, As002G046530, As006G146430	Cg001G007070
OG0000847	As002G053580	Cg008G290080
OG0000847	As005G117570	Cg003G112490
OG0000848	As004G078550, As006G122300	Cg001G033730, Cg006G244290
OG0000849	As006G122200	Cg014G332380, Cg003G077230
OG0000849	As005G100320	Cg002G044730
OG0000850	As012G287330	Cg002G045460
OG0000851	As005G105540	Cg005G164180, Cg002G048830
OG0000852	As010G227460, As010G227470, As005G111370	Cg008G300650
OG0000853	As006G123840	Cg003G094800, Cg003G094810, Cg003G079140
OG0000854	As008G191240	Cg005G178980, Cg006G238090
OG0000855	As010G223210	Cg002G059040
OG0000855	As009G219120	Cg003G110450
OG0000856	As010G224290	Cg007G267690
OG0000857	As010G227430, As010G227420	Cg008G317780, Cg002G066130
OG0000868	As009G211830	Cg008G287420
OG0000868	As006G130700, As002G037910	Cg004G127670
OG0000869	As004G090370	Cg008G324790
OG0000869	As003G055880	Cg001G023430
OG0000870	As003G068700	Cg006G218420
OG0000870	As004G081540	Cg005G172880, Cg005G172890
OG0000871	As006G135520	Cg004G117640
OG0000871	As009G201940	Cg008G296340
OG0000871	As004G077790	Cg001G038170
OG0000872	As006G126250	Cg005G174170
OG0000873	As010G233530, As006G137440, As009G204210	Cg008G298690, Cg004G119870
OG0000875	As008G193510	Cg006G239610
OG0000876	As009G217470, As009G217500, As009G217530	Cg008G302740
OG0000883	As006G138050	Cg004G120520, Cg001G005560
OG0000884	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400	Cg006G220070
OG0000885	As007G158480	Cg006G223510
OG0000885	As002G049480	Cg001G012610
OG0000886	As004G082110	Cg008G318350
OG0000887	As005G099860	Cg005G185200, Cg005G185190
OG0000888	As012G284780	Cg002G047840
OG0000888	As005G104850	Cg005G163520
OG0000889	As005G114990	Cg003G106940, Cg002G051090
OG0000889	As010G224550	Cg002G060830
OG0000890	As012G277560	Cg002G052850
OG0000890	As006G146240	Cg005G169010
OG0000891	As007G158460, As007G158450, As007G158470, As007G158440	Cg001G018860, Cg006G223530, Cg006G223520
OG0000892	As009G215030, As009G215020	Cg008G305220
OG0000895	As011G258420	Cg004G143380
OG0000897	As012G277910, As012G277930	Cg002G052600, Cg005G168540
OG0000900	As001G016830, As001G016840	Cg006G232460, Cg006G232450
OG0000901	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980	Cg001G024700
OG0000902	As002G036680, As002G036460	Cg004G126600
OG0000903	As002G052040	Cg008G291670
OG0000904	As005G118380, As002G052940	Cg001G008880
OG0000905	As002G053040	Cg008G290680
OG0000905	As005G118090	Cg003G113200
OG0000906	As002G053300	Cg008G290420
OG0000907	As003G057070	Cg001G022170
OG0000907	As004G088350	Cg008G323080
OG0000908	As003G075600, As010G234720	Cg001G001080
OG0000909	As007G159890	Cg006G221900
OG0000909	As004G083080	Cg001G029520
OG0000910	As005G114500	Cg003G107900
OG0000911	As005G119970	Cg003G115090
OG0000911	As010G220810	Cg002G056130
OG0000912	As006G123380	Cg014G330920, Cg003G078630, Cg006G243400
OG0000915	As012G276470	Cg002G053780
OG0000915	As006G145010	Cg005G170130
OG0000917	As008G184260, As008G184270	Cg006G232860, Cg006G232850
OG0000918	As009G205850	Cg001G029770
OG0000919	As011G249370	Cg004G133710, Cg004G133740, Cg004G133750
OG0000920	As012G269320, As012G269300	Cg001G041790, Cg006G195600
OG0000921	As012G272730	Cg006G199990, Cg006G199970
OG0000930	As011G266460	Cg004G156100
OG0000930	As001G001170	Cg001G011180
OG0000931	As002G036870	Cg004G126890
OG0000932	As004G079170, As002G037970	Cg005G169230
OG0000933	As002G044170, As007G165200	Cg003G099100
OG0000935	As004G086290	Cg003G079860, Cg003G094160
OG0000935	As003G059060	Cg001G019870
OG0000936	As003G059620	Cg001G019410
OG0000936	As003G059640	Cg001G019420
OG0000937	As003G062060	Cg001G016930
OG0000938	As003G075080	Cg008G305500, Cg001G001460, Cg001G001440
OG0000940	As004G092040	Cg004G145690
OG0000940	As004G090050	Cg001G033460
OG0000941	As004G095180	Cg001G028160
OG0000941	As008G194780	Cg006G240800
OG0000942	As005G103580	Cg005G162110
OG0000943	As006G138940	Cg004G121390, Cg008G306640
OG0000944	As005G103890, As012G285600	Cg002G046950, Cg005G162410
OG0000946	As005G106490, As005G106480	Cg008G282310
OG0000947	As009G200880	Cg008G295950
OG0000947	As006G135230	Cg004G117390
OG0000950	As009G205820	Cg008G306410, Cg004G121620
OG0000953	As010G221250	Cg002G056770, Cg002G056740, Cg002G056730
OG0000954	As011G251450	Cg004G136070
OG0000962	As001G027150	Cg002G069340, Cg002G069350
OG0000963	As002G034260	Cg008G283130
OG0000964	As002G040430	Cg003G091510
OG0000965	As011G245590, As011G255900	Cg004G129490
OG0000965	As003G057680	Cg001G021420
OG0000966	As003G057820	Cg001G021220
OG0000967	As003G064080	Cg006G208540
OG0000967	As007G158200	Cg006G223750
OG0000968	As004G077430	Cg001G036850
OG0000969	As004G086960, As004G086930, As004G086940, As004G086920	Cg008G321010
OG0000969	As004G086790, As004G086800	Cg008G320930, Cg008G321000
OG0000970	As005G119400	Cg003G114490, Cg002G056790
OG0000971	As006G137320	Cg002G050560, Cg004G119750
OG0000972	As009G205570	Cg008G306250
OG0000973	As009G204830	Cg008G299390
OG0000973	As006G139760	Cg004G122110
OG0000974	As006G144950	Cg003G091210, Cg003G091610, Cg005G188820
OG0000975	As007G155990	Cg006G226270
OG0000975	As010G238030	Cg006G226260
OG0000977	As010G224030	Cg002G059970
OG0000977	As010G224040	Cg002G060000
OG0000977	As010G224050	Cg002G060010
OG0000979	As012G274790	Cg008G319100, Cg008G319070, Cg008G319160, Cg008G319120, Cg008G319080, Cg008G319110, Cg008G319090, Cg001G025600
OG0000986	As012G268180	Cg005G193270
OG0000986	As004G094360, As001G003430	Cg001G009330, Cg004G148460
OG0000987	As001G016180	Cg006G214510
OG0000988	As009G212980	Cg008G286600
OG0000988	As002G037150	Cg004G127030
OG0000989	As002G043930	Cg001G034280, Cg003G098720, Cg008G315380, Cg001G036560
OG0000990	As004G088950, As003G056480, As006G141100	Cg008G323820, Cg008G323510
OG0000991	As003G062470	Cg006G212760
OG0000992	As003G075530	Cg001G001180
OG0000993	As004G092920	Cg004G143300, Cg001G040010
OG0000994	As006G128340, As006G128350, As006G128360	Cg005G176710
OG0000995	As006G127150	Cg005G175140
OG0000995	As008G194310	Cg006G240330
OG0000996	As008G193450	Cg006G239550
OG0000997	As006G137380	Cg004G119800, Cg006G232510
OG0000998	As006G143360	Cg005G166590, Cg002G050950
OG0001000	As009G200600	Cg004G152760, Cg008G295070
OG0001001	As009G214920	Cg008G305640, Cg008G305660, Cg008G305670, Cg008G305650
OG0001002	As012G268250, As011G245250	Cg004G129200
OG0001003	As011G247910	Cg004G132120
OG0001003	As012G270560	Cg006G197170
OG0001008	As001G001100	Cg001G011250
OG0001008	As001G001090	Cg001G011260
OG0001009	As001G001490	Cg001G010880, Cg001G010890
OG0001009	As001G001470	Cg001G010900, Cg008G313440
OG0001010	As003G068260, As001G016390	Cg006G214300
OG0001010	As004G079320	Cg005G171020
OG0001011	As001G016600, As001G016620, As001G016630, As001G016640, As001G016610, As001G016590, As001G016580, As001G016560	Cg006G214110
OG0001011	As004G079380	Cg001G029030
OG0001012	As001G019280	Cg007G253190
OG0001012	As008G188200	Cg006G236470
OG0001013	As001G029630, As001G029620	Cg007G261710, Cg007G261330, Cg007G261700
OG0001014	As002G035480	Cg008G312280, Cg008G312240
OG0001015	As007G165030	Cg001G015150
OG0001015	As002G044280	Cg003G099210
OG0001016	As002G052140	Cg008G291560
OG0001016	As009G215410	Cg008G304900
OG0001017	As002G052670, As002G052700	Cg003G113600, Cg003G100960
OG0001018	As002G054290	Cg008G289400, Cg008G303340
OG0001019	As003G056000	Cg001G023320
OG0001020	As003G056290	Cg001G023010
OG0001020	As004G089150	Cg008G324240
OG0001021	As012G288810	Cg002G043740
OG0001021	As005G098840	Cg005G157750
OG0001022	As005G099680	Cg005G158440
OG0001022	As012G288250	Cg002G044320
