Orthogroup	Conringia_planisiliqua	Arabidopsis_arenosa
OG0018086	CP10_g42200_DN3_SP0_c.t1	jg24009
OG0018088	CP10_g42761_DN3_SP0_c.t1	jg24708
OG0018089	CP10_g43253_DN2_SP0_c.t1	jg25256
OG0018090	CP12_g30139_DN2_SP0_c.t1	jg25924
OG0018091	CP12_g30183_DN3_SP2_c.t1	jg25977
OG0018092	CP12_g30230_DN3_SP0_c.t1	jg26025
OG0018093	CP12_g30237_DN3_SP0_c.t1	jg26035
OG0018094	CP12_g30700_DN3_SP0_c.t1	jg26589
OG0018095	CP12_g30708_DN3_SP0_c.t1	jg26598
OG0018096	CP12_g30912_DN3_SP0_c.t1	jg26871
OG0018097	CP12_g31065_DN3_SP0_c.t1	jg26964, jg26967
OG0018098	CP15_g35280_DN3_SP0_c.t1	jg27403
OG0018099	CP15_g34528_DN3_SP0_c.t1	jg27506
OG0018100	CP19_g17908_DN2_SP0_c.t1	jg27508
OG0018101	CP17_g5085_DN3_SP8_c.t1	jg27535
OG0018102	CP10_g43954_DN3_SP5_c.t1	jg27696
OG0018103	CP10_g43833_DN3_SP0_c.t1	jg27844
OG0018104	CP10_g43661_DN3_SP0_c.t1	jg28015
OG0018105	CP12_g29823_DN3_SP7_c.t1	jg28297
OG0018106	CP12_g29811_DN3_SP0_c.t1	jg28316
OG0018107	CP16_g54859_DN2_SP0_c.t1	jg16661
OG0018108	CP16_g54899_DN3_SP8_c.t1	jg16695
OG0018109	CP16_g54900_DN3_SP0_c.t1	jg16696
OG0018110	CP16_g54913_DN3_SP2_c.t1	jg16711
OG0018112	CP16_g54983_DN3_SP0_c.t1	jg16787
OG0018113	CP16_g54995_DN2_SP0_c.t1	jg16804
OG0018114	CP16_g55006_DN3_SP1_c.t1	jg16813
OG0018115	CP16_g55016_DN2_SP0_c.t1	jg16827
OG0018116	CP16_g55001_DN3_SP0_c.t1	jg16831
OG0018117	CP16_g55043_DN3_SP8_c.t1	jg16855
OG0018118	CP16_g55070_DN1_SP0_c.t1	jg16881
OG0018119	CP3_g16430_DN1_SP0_c.t1	jg16907
OG0018120	CP16_g55173_DN2_SP0_c.t1	jg17010
OG0018121	CP16_g55224_DN3_SP2_c.t1	jg17042
OG0018122	CP16_g55239_DN2_SP1_c.t1	jg17055
OG0018123	CP16_g55709_DN3_SP0_c.t1	jg17184
OG0018124	CP4_g25400_DN3_SP2_c.t1	jg18446
OG0018125	CP4_g25336_DN3_SP4_c.t1	jg18508
OG0018126	CP4_g25006_DN3_SP0_c.t1	jg18880
OG0018128	CP4_g24496_DN3_SP1_c.t1	jg19530
OG0018129	CP4_g24075_DN3_SP0_c.t1	jg20050
OG0018130	CP13_g19694_DN3_SP0_c.t1	jg12911
OG0018132	CP13_g19675_DN3_SP8_c.t1	jg12930
OG0018133	CP13_g19664_DN2_SP0_c.t1	jg12941
OG0018134	CP13_g19621_DN3_SP1_c.t1	jg12993
OG0018135	CP13_g19609_DN3_SP0_c.t1	jg13012
OG0018136	CP13_g19573_DN3_SP8_c.t1	jg13053
OG0018138	CP13_g19411_DN3_SP0_c.t1	jg13273
OG0018139	CP13_g19359_DN3_SP0_c.t1	jg13343
OG0018140	CP13_g19276_DN3_SP7_c.t1	jg13461
OG0018141	CP13_g19250_DN3_SP1_c.t1	jg13510
OG0018142	CP13_g19227_DN3_SP0_c.t1	jg13543
OG0018143	CP2_g48848_DN3_SP0_c.t1	jg13877
OG0018144	CP2_g48845_DN2_SP0_c.t1	jg13889
OG0018145	CP3_g15996_DN3_SP2_c.t1	jg13949
OG0018146	CP3_g15213_DN3_SP3_c.t1	jg14159
OG0018147	CP3_g15107_DN1_SP0_c.t1	jg14203
OG0018148	CP3_g15087_DN3_SP0_c.t1	jg14205
OG0018149	CP3_g15082_DN3_SP6_c.t1	jg14206
OG0018150	CP3_g14897_DN3_SP0_c.t1	jg14290
OG0018152	CP3_g14526_DN1_SP0_c.t1, CP3_g14527_DN2_SP0_c.t1	jg14686
OG0018153	CP3_g14492_DN3_SP8_c.t1	jg14709
OG0018154	CP3_g14374_DN3_SP0_c.t1	jg14867, jg14869
OG0018156	CP3_g14102_DN2_SP0_c.t1	jg15178
OG0018157	CP3_g13831_DN3_SP3_c.t1	jg15457
OG0018158	CP11_g33509_DN3_SP2_c.t1	jg4127
OG0018159	CP11_g33165_DN2_SP0_c.t1	jg4571
OG0018160	CP11_g33089_DN3_SP2_c.t1	jg4643
OG0018161	CP11_g32899_DN3_SP3_c.t1	jg4860
OG0018163	CP11_g32800_DN2_SP0_c.t1	jg4960
OG0018164	CP11_g32535_DN2_SP0_c.t1	jg5251
OG0018165	CP11_g32512_DN3_SP0_c.t1	jg5276
OG0018166	CP8_g54437_DN3_SP0_c.t1	jg5753
OG0018167	CP8_g54347_DN3_SP0_c.t1	jg5842, jg5841
OG0018169	CP14_g23472_DN3_SP4_c.t1	jg7061
OG0018170	CP20_g3899_DN3_SP8_c.t1	jg7214
OG0018171	CP20_g4023_DN3_SP2_c.t1	jg7247
OG0018172	CP20_g4153_DN3_SP8_c.t1	jg7337
OG0018173	CP20_g4283_DN3_SP0_c.t1	jg7446
OG0018174	CP11_g32133_DN3_SP0_c.t1	jg8049
OG0018175	CP8_g54668_DN3_SP8_c.t1	jg8228
OG0018176	CP5_g95_DN3_SP0_c.t1, CP5_g66_DN3_SP0_c.t1, CP5_g69_DN3_SP0_c.t1	jg8383
OG0018177	CP5_g571_DN3_SP8_c.t1	jg8920
OG0018178	CP5_g663_DN3_SP8_c.t1	jg9027
OG0018180	CP5_g1029_DN3_SP8_c.t1	jg9440
OG0018181	CP5_g1086_DN2_SP0_c.t1	jg9523
OG0018182	CP5_g1114_DN3_SP8_c.t1	jg9552
OG0018183	CP5_g1148_DN3_SP0_c.t1	jg9583
OG0018184	CP5_g1162_DN3_SP8_c.t1	jg9598
OG0018185	CP5_g1188_DN3_SP5_c.t1	jg9621
OG0018186	CP5_g1215_DN3_SP0_c.t1, CP5_g1216_DN3_SP0_c.t1	jg9655
OG0018187	CP5_g1249_DN3_SP1_c.t1	jg9689
OG0018188	CP19_g17948_DN3_SP8_c.t1	jg9764
OG0018189	CP19_g17968_DN1_SP0_c.t1	jg9781
OG0018190	CP19_g17989_DN3_SP0_c.t1	jg9802
OG0018191	CP19_g17994_DN3_SP0_c.t1	jg9808
OG0018192	CP19_g18024_DN3_SP0_c.t1	jg9842
OG0018193	CP19_g18086_DN3_SP0_c.t1	jg9908
OG0018194	CP19_g18208_DN3_SP3_c.t1	jg10032
OG0018195	CP19_g18297_DN3_SP0_c.t1	jg10147
OG0018196	CP19_g18517_DN3_SP3_c.t1	jg10391
OG0018197	CP6_g6780_DN3_SP0_c.t1	jg10499
OG0018198	CP6_g6973_DN2_SP0_c.t1	jg10753
OG0018199	CP6_g7098_DN3_SP8_c.t1	jg10884
OG0018200	CP6_g7532_DN2_SP1_c.t1	jg11353
OG0018201	CP5_g2161_DN3_SP3_c.t1	jg11945
OG0018202	CP5_g2087_DN3_SP5_c.t1	jg11988
OG0018203	CP5_g1823_DN3_SP7_c.t1	jg12151
OG0018204	CP5_g1607_DN2_SP0_c.t1	jg12419
OG0018205	CP5_g1540_DN2_SP0_c.t1	jg12496
OG0018206	CP5_g1539_DN2_SP0_c.t1	jg12497
OG0018208	CP19_g17916_DN3_SP1_c.t1	jg12731
OG0018209	CP19_g17860_DN3_SP2_c.t1	jg12786
OG0018210	CP19_g17848_DN3_SP0_c.t1	jg12819
OG0018212	CP13_g19747_DN3_SP0_c.t1	jg20293
OG0018213	CP13_g20240_DN3_SP0_c.t1	jg20830
OG0018214	CP13_g20349_DN3_SP0_c.t1	jg20925
OG0018215	CP2_g48821_DN3_SP8_c.t1	jg21293
OG0018216	CP2_g48815_DN3_SP0_c.t1	jg21328
OG0018217	CP2_g48785_DN3_SP5_c.t1	jg21382
OG0018218	CP2_g48677_DN2_SP0_c.t1	jg21603
OG0018219	CP8_g52684_DN3_SP6_c.t1	jg21683
OG0018220	CP8_g52844_DN3_SP8_c.t1	jg21702
OG0018221	CP8_g52967_DN2_SP0_c.t1	jg21749
OG0018222	CP8_g52975_DN3_SP8_c.t1	jg21755
OG0018223	CP8_g53110_DN2_SP6_c.t1	jg21848
OG0018224	CP8_g53113_DN3_SP0_c.t1	jg21854
OG0018225	CP8_g53124_DN3_SP0_c.t1	jg21866
OG0018226	CP8_g53235_DN3_SP0_c.t1	jg21993
OG0018227	CP2_g48167_DN3_SP0_c.t1	jg23081
OG0018228	CP2_g48109_DN3_SP2_c.t1	jg23139
OG0018230	CP2_g47586_DN3_SP0_c.t1	jg23729
OG0018261	CP19_g18364_DN3_SP1_c.t1	jg10216
OG0018262	CP3_g14716_DN3_SP0_c.t1	jg14478
OG0018263	CP5_g1364_DN3_SP8_c.t1	jg12663
OG0018264	CP11_g32199_DN3_SP2_c.t1	jg5606
OG0018265	CP11_g32221_DN3_SP4_c.t1	jg5583
OG0018266	CP18_g11765_DN3_SP0_c.t1	jg17362
OG0018269	CP11_g33707_DN1_SP0_c.t1	jg3891
OG0018271	CP6_g7582_DN3_SP3_c.t1	jg11385
OG0018272	CP11_g32533_DN3_SP0_c.t1	jg5253
OG0018273	CP11_g32551_DN3_SP5_c.t1	jg5231
OG0018274	CP11_g32575_DN3_SP6_c.t1	jg5205
OG0018276	CP11_g32662_DN3_SP3_c.t1	jg5115
OG0018281	CP11_g32904_DN3_SP0_c.t1	jg4855
OG0018282	CP11_g32944_DN2_SP0_c.t1	jg4807
OG0018283	CP11_g32946_DN3_SP8_c.t1	jg4805
OG0018285	CP11_g32992_DN3_SP1_c.t1	jg4750
OG0018286	CP11_g33007_DN3_SP0_c.t1	jg4733
OG0018287	CP11_g33036_DN3_SP2_c.t1	jg4704
OG0018290	CP19_g18150_DN3_SP1_c.t1	jg9976
OG0018292	CP4_g26147_DN3_SP0_c.t1	jg17617
OG0018294	CP4_g26125_DN3_SP0_c.t1	jg17629
OG0018295	CP4_g25960_DN3_SP0_c.t1	jg17746, jg17750
OG0018296	CP4_g25837_DN3_SP0_c.t1	jg17902
OG0018297	CP4_g25832_DN3_SP6_c.t1	jg17908
OG0018298	CP4_g25813_DN3_SP2_c.t1	jg17944
OG0018299	CP4_g25773_DN3_SP1_c.t1	jg18003
OG0018300	CP4_g25768_DN3_SP8_c.t1	jg18028
OG0018303	CP4_g25571_DN3_SP7_c.t1	jg18246
OG0018304	CP4_g25420_DN1_SP0_c.t1	jg18426
OG0018305	CP13_g20233_DN2_SP0_c.t1	jg20819
OG0018306	CP19_g18207_DN3_SP6_c.t1	jg10031
OG0018307	CP19_g18117_DN3_SP1_c.t1	jg9940
OG0018308	CP19_g18106_DN3_SP0_c.t1	jg9928
OG0018309	CP19_g18067_DN2_SP0_c.t1	jg9890
OG0018312	CP7_g44917_DN1_SP0_c.t1	jg31519
OG0018313	CP7_g44850_DN2_SP0_c.t1	jg31607
OG0018315	CP7_g44821_DN3_SP0_c.t1	jg31632
OG0018316	CP7_g44714_DN3_SP0_c.t1	jg31824
OG0018317	CP7_g44673_DN2_SP0_c.t1	jg31871
OG0018318	CP7_g44649_DN3_SP0_c.t1	jg31892
OG0018321	CP8_g54308_DN3_SP0_c.t1	jg434, jg437, jg441
OG0018323	CP2_g47853_DN2_SP0_c.t1	jg23451
OG0018324	CP2_g47946_DN3_SP0_c.t1	jg23334
OG0018325	CP2_g48065_DN2_SP0_c.t1	jg23193
OG0018326	CP2_g48082_DN3_SP0_c.t1	jg23172
OG0018327	CP2_g48099_DN2_SP0_c.t1	jg23156
OG0018330	CP2_g48164_DN3_SP0_c.t1	jg23084
OG0018333	CP2_g48276_DN3_SP0_c.t1	jg6194
OG0018334	CP2_g48325_DN3_SP8_c.t1	jg6260
OG0018335	CP2_g48354_DN3_SP2_c.t1	jg6291
OG0018336	CP2_g48357_DN3_SP4_c.t1	jg6294
OG0018337	CP2_g48457_DN3_SP0_c.t1	jg6435
OG0018338	CP2_g48459_DN1_SP0_c.t1	jg6437
OG0018339	CP2_g48473_DN3_SP8_c.t1	jg6449
OG0018340	CP8_g54384_DN3_SP1_c.t1	jg5810
OG0018341	CP8_g54365_DN3_SP2_c.t1	jg5829
OG0018342	CP8_g54251_DN3_SP3_c.t1	jg5936
OG0018343	CP8_g53971_DN3_SP0_c.t1	jg22895
OG0018345	CP8_g53920_DN3_SP0_c.t1	jg22838
OG0018346	CP8_g53899_DN3_SP7_c.t1	jg22808
OG0018348	CP8_g53791_DN3_SP8_c.t1	jg22697
OG0018349	CP8_g53764_DN3_SP8_c.t1	jg22672
OG0018350	CP8_g53741_DN1_SP0_c.t1	jg22646
OG0018351	CP8_g53737_DN3_SP0_c.t1	jg22642
OG0018354	CP3_g14434_DN3_SP0_c.t1	jg14778
OG0018355	CP11_g32041_DN3_SP0_c.t1	jg7947
OG0018356	CP11_g33174_DN1_SP0_c.t1	jg4555
OG0018357	CP11_g33186_DN3_SP0_c.t1	jg4541
OG0018358	CP11_g33364_DN3_SP0_c.t1	jg4285
OG0018360	CP11_g33772_DN3_SP8_c.t1	jg3805
OG0018364	CP11_g33703_DN3_SP0_c.t1	jg3896
OG0018365	CP11_g33720_DN3_SP6_c.t1	jg3866
OG0018366	CP11_g33723_DN3_SP8_c.t1	jg3863
OG0018367	CP11_g33740_DN3_SP1_c.t1	jg3846
OG0018368	CP11_g33764_DN3_SP2_c.t1	jg3812
OG0018369	CP7_g44844_DN3_SP3_c.t1	jg24771
OG0018370	CP19_g17894_DN3_SP5_c.t1	jg12756
OG0018372	CP9_g29729_DN3_SP0_c.t1	jg3778
OG0018373	CP9_g29733_DN3_SP0_c.t1	jg3782
OG0018375	CP9_g29579_DN3_SP8_c.t1	jg3631
OG0018376	CP9_g29570_DN3_SP0_c.t1	jg3618
OG0018377	CP9_g29566_DN3_SP0_c.t1	jg3614
OG0018380	CP9_g29380_DN3_SP8_c.t1	jg3406
OG0018381	CP3_g14544_DN3_SP5_c.t1	jg30868
OG0018385	CP9_g29280_DN3_SP0_c.t1	jg3299
OG0018390	CP10_g43777_DN3_SP0_c.t1	jg27901
OG0018391	CP7_g46470_DN3_SP8_c.t1	jg33814
OG0018392	CP9_g27899_DN3_SP5_c.t1	jg1948
OG0018393	CP7_g46326_DN3_SP0_c.t1	jg33639
OG0018394	CP7_g46317_DN3_SP0_c.t1	jg33630
OG0018395	CP7_g46301_DN3_SP0_c.t1	jg33606
OG0018396	CP4_g25116_DN3_SP0_c.t1	jg18761
OG0018397	CP4_g25110_DN3_SP0_c.t1	jg18766
OG0018399	CP3_g14727_DN3_SP0_c.t1	jg19852, jg14463
OG0018400	CP6_g9074_DN3_SP0_c.t1	jg11906
OG0018401	CP5_g2279_DN3_SP8_c.t1	jg11936
OG0018402	CP6_g9739_DN3_SP2_c.t1	jg11709
OG0018403	CP7_g46094_DN3_SP0_c.t1	jg11706
OG0018405	CP6_g7711_DN1_SP0_c.t1	jg11461
OG0018406	CP6_g7578_DN2_SP2_c.t1	jg11383
OG0018408	CP6_g7524_DN3_SP4_c.t1	jg11348
OG0018409	CP6_g7453_DN3_SP0_c.t1	jg11282
OG0018410	CP6_g7435_DN3_SP3_c.t1	jg11255
OG0018411	CP9_g28968_DN3_SP0_c.t1	jg2973
OG0018412	CP9_g28991_DN3_SP6_c.t1	jg2997
OG0018413	CP7_g45161_DN3_SP0_c.t1	jg31248
OG0018417	CP9_g29109_DN3_SP0_c.t1	jg3124
OG0018418	CP4_g24390_DN2_SP0_c.t1	jg19672
OG0018419	CP9_g28467_DN3_SP0_c.t1	jg2454
OG0018421	CP9_g28519_DN2_SP1_c.t1	jg2507
OG0018423	CP5_g1159_DN2_SP0_c.t1	jg9594
OG0018424	CP5_g1125_DN3_SP5_c.t1	jg9561
OG0018426	CP5_g1441_DN2_SP0_c.t1	jg12603, jg12604
OG0018427	CP3_g15315_DN3_SP5_c.t1	jg14143
OG0018428	CP13_g19225_DN3_SP8_c.t1	jg13545
OG0018429	CP3_g15619_DN2_SP3_c.t1	jg14059
OG0018430	CP13_g19211_DN3_SP6_c.t1	jg13567
OG0018433	CP13_g20045_DN2_SP0_c.t1	jg20602
OG0018435	CP13_g19182_DN3_SP3_c.t1	jg13636
OG0018437	CP1_g38002_DN3_SP0_c.t1	jg33261
OG0018441	CP1_g37887_DN3_SP0_c.t1	jg33423
OG0018442	CP1_g37848_DN3_SP6_c.t1	jg33473
OG0018443	CP13_g20433_DN3_SP0_c.t1	jg20964
OG0018444	CP4_g25340_DN3_SP2_c.t1	jg18505
OG0018445	CP4_g25239_DN3_SP0_c.t1	jg18620
OG0018446	CP4_g25223_DN3_SP0_c.t1	jg18639
OG0018447	CP4_g25198_DN3_SP0_c.t1	jg18670
OG0018449	CP6_g6950_DN3_SP4_c.t1	jg10730
OG0018450	CP6_g7013_DN2_SP0_c.t1	jg10799
OG0018452	CP6_g7028_DN3_SP1_c.t1	jg10812
OG0018453	CP10_g43871_DN2_SP8_c.t1	jg12534
OG0018454	CP6_g7034_DN3_SP0_c.t1	jg10818
OG0018455	CP6_g7064_DN3_SP0_c.t1	jg10850
OG0018457	CP13_g19878_DN3_SP8_c.t1	jg20434
OG0018458	CP3_g14292_DN3_SP0_c.t1	jg14960
OG0018461	CP3_g14359_DN3_SP0_c.t1	jg14886
OG0018462	CP8_g53179_DN3_SP0_c.t1	jg21919
OG0018463	CP15_g35546_DN3_SP8_c.t1	jg27393
OG0018464	CP17_g5826_DN3_SP0_c.t1	jg27217
OG0018465	CP15_g35174_DN3_SP7_c.t1	jg27408
OG0018468	CP19_g18424_DN3_SP0_c.t1	jg10274
OG0018474	CP20_g3983_DN3_SP0_c.t1	jg7226
OG0018475	CP6_g6727_DN3_SP7_c.t1	jg10436
OG0018477	CP6_g7150_DN3_SP1_c.t1	jg10929
OG0018478	CP6_g7123_DN3_SP8_c.t1	jg10907
OG0018480	CP10_g42101_DN3_SP8_c.t1	jg23890
OG0018481	CP10_g42103_DN3_SP5_c.t1	jg23892
OG0018482	CP10_g42107_DN1_SP0_c.t1	jg23896
OG0018483	CP10_g42122_DN3_SP2_c.t1	jg23919
OG0018484	CP10_g42124_DN3_SP8_c.t1	jg23922
OG0018486	CP10_g42142_DN3_SP2_c.t1	jg23942
OG0018487	CP10_g42148_DN3_SP8_c.t1	jg23947
OG0018488	CP2_g47553_DN3_SP0_c.t1	jg23758
OG0018489	CP2_g47547_DN1_SP0_c.t1	jg23769
OG0018490	CP2_g47544_DN3_SP0_c.t1	jg23772
OG0018491	CP2_g47534_DN3_SP1_c.t1	jg23780
OG0018492	CP7_g45103_DN3_SP1_c.t1	jg16444
OG0018493	CP3_g13062_DN3_SP0_c.t1	jg16433
OG0018496	CP3_g13187_DN3_SP7_c.t1	jg16275
OG0018497	CP3_g13762_DN3_SP8_c.t1	jg8242
OG0018498	CP3_g13246_DN3_SP4_c.t1	jg16206
OG0018499	CP3_g13251_DN3_SP4_c.t1	jg16201
OG0018500	CP3_g13445_DN3_SP0_c.t1	jg15987
OG0018502	CP3_g13504_DN3_SP7_c.t1	jg15879
OG0018503	CP22_g17287_DN2_SP4_c.t1	jg15802
OG0018507	CP3_g13853_DN3_SP8_c.t1	jg15433
OG0018508	CP3_g13981_DN3_SP0_c.t1	jg15313
OG0018510	CP3_g14048_DN3_SP4_c.t1	jg15241
OG0018511	CP3_g14083_DN3_SP1_c.t1	jg15201
OG0018512	CP3_g14099_DN3_SP5_c.t1	jg15182
OG0018513	CP12_g31048_DN3_SP0_c.t1	jg26923
OG0018514	CP12_g31114_DN3_SP2_c.t1	jg26995
OG0018515	CP9_g28211_DN3_SP0_c.t1	jg2163
OG0018517	CP9_g28342_DN3_SP0_c.t1	jg2320
OG0018518	CP9_g28353_DN3_SP0_c.t1	jg2327
OG0018519	CP10_g43637_DN3_SP5_c.t1	jg28060
OG0018520	CP10_g43593_DN2_SP0_c.t1	jg28116
OG0018521	CP4_g24619_DN3_SP0_c.t1	jg19380
OG0018522	CP5_g2315_DN3_SP4_c.t1	jg11930
OG0018524	CP4_g24915_DN3_SP4_c.t1	jg18978
OG0018525	CP4_g24949_DN3_SP8_c.t1	jg18942
OG0018526	CP20_g4400_DN2_SP0_c.t1	jg7596
OG0018527	CP16_g54769_DN3_SP0_c.t1	jg16557
OG0018528	CP16_g54867_DN3_SP8_c.t1	jg16665
OG0018529	CP8_g53591_DN3_SP0_c.t1	jg13984
OG0018530	CP1_g41007_DN3_SP0_c.t1	jg32592
OG0018531	CP21_g10895_DN3_SP0_c.t1	jg32314
OG0018532	CP7_g44966_DN3_SP8_c.t1	jg32178
OG0018533	CP7_g44420_DN3_SP0_c.t1	jg32167
OG0018539	CP2_g48589_DN3_SP0_c.t1	jg6635
OG0018542	CP12_g29866_DN3_SP7_c.t1	jg28248
OG0018543	CP12_g29833_DN3_SP1_c.t1	jg28287
OG0018545	CP4_g23916_DN3_SP8_c.t1	jg20226
OG0018548	CP13_g20769_DN2_SP0_c.t1	jg21047
OG0018549	CP4_g23918_DN2_SP0_c.t1	jg24378
OG0018550	CP6_g7692_DN3_SP2_c.t1	jg11454
OG0018551	CP4_g24417_DN2_SP0_c.t1	jg19634
OG0018552	CP4_g24429_DN3_SP0_c.t1	jg19622
OG0018557	CP4_g24591_DN3_SP2_c.t1	jg19410
OG0018558	CP10_g42203_DN3_SP1_c.t1	jg24014
OG0018559	CP10_g42229_DN3_SP6_c.t1	jg24047
OG0018561	CP10_g42257_DN3_SP0_c.t1	jg24083
OG0018562	CP10_g42270_DN3_SP0_c.t1	jg24101
OG0018563	CP10_g42278_DN3_SP6_c.t1	jg24108
OG0018566	CP10_g42344_DN2_SP0_c.t1	jg24195
OG0018569	CP10_g42440_DN3_SP4_c.t1	jg24332
OG0018572	CP10_g42524_DN3_SP3_c.t1	jg24436
OG0018573	CP10_g42525_DN2_SP0_c.t1	jg24437
OG0018576	CP10_g42700_DN3_SP4_c.t1	jg24643
OG0018577	CP10_g42737_DN1_SP0_c.t1	jg24682
OG0018579	CP10_g42841_DN3_SP0_c.t1	jg24793
OG0018580	CP6_g8630_DN3_SP0_c.t1	jg11578
OG0018581	CP10_g42917_DN1_SP0_c.t1	jg24883
OG0018582	CP10_g42961_DN3_SP0_c.t1	jg24925
OG0018583	CP10_g43067_DN3_SP0_c.t1	jg25047
OG0018584	CP5_g1525_DN3_SP2_c.t1	jg12530
OG0018585	CP10_g43140_DN3_SP8_c.t1	jg25130
OG0018588	CP10_g43251_DN3_SP7_c.t1	jg25254
OG0018589	CP10_g43276_DN3_SP8_c.t1	jg25289
OG0018590	CP10_g43284_DN3_SP0_c.t1	jg25300
OG0018591	CP10_g43285_DN2_SP0_c.t1	jg25302
OG0018592	CP10_g43355_DN1_SP0_c.t1	jg25393
OG0018593	CP10_g43414_DN3_SP0_c.t1	jg25450
OG0018594	CP10_g43480_DN3_SP0_c.t1	jg25534
OG0018597	CP12_g30000_DN3_SP1_c.t1	jg25702
OG0018598	CP12_g30052_DN3_SP0_c.t1	jg25798
OG0018599	CP12_g30182_DN3_SP8_c.t1	jg25975
OG0018600	CP13_g19678_DN3_SP2_c.t1	jg12928
OG0018601	CP12_g30258_DN3_SP0_c.t1	jg26056
OG0018602	CP12_g30262_DN2_SP1_c.t1	jg26060
OG0018607	CP12_g30348_DN3_SP6_c.t1	jg26154
OG0018608	CP12_g30450_DN3_SP6_c.t1	jg26268
OG0018610	CP5_g1523_DN3_SP2_c.t1	jg12533
OG0018614	CP12_g30497_DN3_SP2_c.t1	jg26330
OG0018615	CP9_g28173_DN3_SP0_c.t1	jg13000
OG0018616	CP9_g27905_DN1_SP0_c.t1	jg1953
OG0018617	CP25_g55905_DN3_SP0_c.t1	jg1726
OG0018618	CP28_g34005_DN3_SP0_c.t1	jg1564
OG0018620	CP8_g54505_DN3_SP2_c.t1	jg5673
OG0018621	CP3_g14128_DN3_SP0_c.t1	jg15152
OG0018623	CP1_g36416_DN3_SP8_c.t1	jg28420
OG0018624	CP1_g36421_DN3_SP8_c.t1	jg28427
OG0018625	CP1_g36422_DN3_SP8_c.t1	jg28428
OG0018626	CP3_g15714_DN2_SP0_c.t1, CP3_g15713_DN3_SP0_c.t1, CP1_g36530_DN3_SP0_c.t1	jg28535
OG0018628	CP1_g36683_DN3_SP6_c.t1	jg28711
OG0018629	CP1_g36669_DN3_SP1_c.t1	jg28727
OG0018631	CP1_g36639_DN3_SP0_c.t1	jg28757
OG0018633	CP1_g36573_DN3_SP8_c.t1	jg28832
OG0018635	CP1_g36837_DN3_SP3_c.t1	jg28884
OG0018636	CP1_g36872_DN2_SP0_c.t1	jg28927
OG0018637	CP1_g36969_DN2_SP8_c.t1	jg29028
OG0018640	CP1_g37019_DN3_SP2_c.t1	jg29089
OG0018641	CP1_g37041_DN3_SP5_c.t1	jg29113
OG0018643	CP1_g37081_DN3_SP0_c.t1	jg29163
OG0018646	CP1_g37197_DN2_SP0_c.t1	jg29277
OG0018647	CP1_g37222_DN2_SP0_c.t1	jg29306
OG0018652	CP16_g55383_DN2_SP0_c.t1	jg29552
OG0018654	CP1_g37518_DN3_SP0_c.t1	jg29653
OG0018656	CP1_g37667_DN3_SP0_c.t1	jg29831
OG0018657	CP1_g37753_DN3_SP0_c.t1	jg29924
OG0018658	CP1_g37812_DN3_SP0_c.t1	jg29992
OG0018659	CP7_g46199_DN3_SP3_c.t1	jg30018
OG0018662	CP7_g46162_DN3_SP4_c.t1	jg30059
OG0018666	CP7_g46035_DN2_SP0_c.t1	jg30234
OG0018667	CP7_g45983_DN3_SP8_c.t1	jg30291
OG0018668	CP7_g45791_DN3_SP1_c.t1	jg30492
OG0018670	CP7_g45744_DN3_SP0_c.t1	jg30545
OG0018675	CP7_g45502_DN1_SP0_c.t1	jg30844
OG0018677	CP9_g28788_DN2_SP0_c.t1	jg2796
OG0018678	CP19_g18224_DN1_SP0_c.t1	jg10054
OG0018680	CP9_g28333_DN3_SP3_c.t1	jg33236
OG0018682	CP2_g48973_DN3_SP0_c.t1	jg593
OG0018684	CP2_g48993_DN3_SP0_c.t1	jg621
OG0018685	CP2_g49010_DN3_SP1_c.t1	jg640
OG0018686	CP2_g49055_DN3_SP6_c.t1	jg698
OG0018687	CP2_g49221_DN3_SP8_c.t1	jg897
OG0018692	CP2_g49894_DN3_SP0_c.t1	jg1410
OG0018694	CP13_g19083_DN3_SP4_c.t1	jg398
OG0018695	CP13_g19826_DN3_SP0_c.t1	jg20385
OG0018698	CP5_g1028_DN3_SP3_c.t1	jg9439
OG0018701	CP1_g38256_DN3_SP7_c.t1	jg32945
OG0018702	CP1_g38215_DN3_SP0_c.t1	jg32986, jg7306
OG0018704	CP1_g38203_DN2_SP0_c.t1	jg33009
OG0018705	CP1_g38195_DN3_SP1_c.t1	jg33016
OG0018707	CP5_g8_DN3_SP1_c.t1	jg8281
OG0018711	CP5_g234_DN3_SP0_c.t1	jg8556
OG0018714	CP5_g260_DN3_SP1_c.t1	jg8585
OG0018718	CP5_g412_DN3_SP7_c.t1	jg8736
OG0018719	CP5_g425_DN3_SP7_c.t1	jg8753
OG0018723	CP5_g526_DN3_SP6_c.t1	jg8869
OG0018724	CP5_g528_DN3_SP0_c.t1	jg8871
OG0018725	CP5_g602_DN1_SP0_c.t1	jg26715
OG0018728	CP3_g14616_DN3_SP2_c.t1	jg14582
OG0018730	CP12_g30769_DN2_SP0_c.t1	jg26656
OG0018731	CP9_g28908_DN2_SP1_c.t1	jg2903
OG0018732	CP9_g28900_DN3_SP2_c.t1	jg2894
OG0018734	CP7_g45306_DN3_SP7_c.t1	jg31086
OG0018735	CP8_g54588_DN3_SP1_c.t1	jg8118
OG0018736	CP26_g51137_DN2_SP1_c.t1	jg8243
