Orthogroup	Conringia_planisiliqua	Arabidopsis_arenosa
OG0004363	CP12_g30239_DN3_SP5_c.t1	jg26037
OG0004364	CP12_g30301_DN3_SP0_c.t1	jg26103
OG0004365	CP12_g30371_DN3_SP0_c.t1	jg26173
OG0004366	CP12_g30400_DN3_SP3_c.t1	jg26203
OG0004367	CP12_g30446_DN3_SP0_c.t1	jg26260
OG0004368	CP12_g30460_DN3_SP8_c.t1	jg26285
OG0004369	CP12_g30478_DN3_SP6_c.t1	jg26311, jg26308
OG0004370	CP5_g1730_DN3_SP0_c.t1, CP5_g1729_DN3_SP0_c.t1, CP5_g1728_DN3_SP2_c.t1	jg12240
OG0004371	CP5_g1840_DN3_SP5_c.t1	jg12116
OG0004372	CP2_g48819_DN3_SP3_c.t1	jg21297
OG0004373	CP12_g30754_DN3_SP4_c.t1	jg26640
OG0004374	CP12_g30683_DN3_SP1_c.t1	jg26574
OG0004375	CP12_g30605_DN3_SP3_c.t1	jg26466
OG0004376	CP12_g30547_DN3_SP8_c.t1	jg26391
OG0004377	CP12_g30534_DN3_SP1_c.t1	jg26370
OG0004378	CP12_g30533_DN3_SP8_c.t1	jg26369
OG0004379	CP12_g30507_DN2_SP0_c.t1, CP12_g30508_DN3_SP0_c.t1	jg26339
OG0004380	CP9_g27685_DN3_SP3_c.t1	jg1860
OG0004382	CP3_g14201_DN3_SP8_c.t1	jg15052
OG0004384	CP1_g36531_DN3_SP8_c.t1	jg28537, jg28536
OG0004385	CP1_g36724_DN3_SP8_c.t1	jg28663
OG0004387	CP1_g36888_DN3_SP5_c.t1	jg28945
OG0004388	CP1_g37071_DN3_SP8_c.t1	jg29146
OG0004391	CP1_g37257_DN3_SP8_c.t1	jg29346
OG0004392	CP1_g37489_DN3_SP8_c.t1	jg29628
OG0004393	CP1_g37554_DN3_SP0_c.t1	jg29698
OG0004394	CP1_g37562_DN3_SP0_c.t1	jg29703
OG0004395	CP1_g37574_DN3_SP8_c.t1	jg29732
OG0004396	CP7_g46088_DN3_SP7_c.t1	jg8011
OG0004397	CP7_g45634_DN3_SP8_c.t1	jg30693
OG0004398	CP7_g45576_DN3_SP3_c.t1	jg1117, jg30771
OG0004399	CP7_g45521_DN3_SP6_c.t1	jg30824
OG0004400	CP9_g28784_DN3_SP7_c.t1	jg2793
OG0004401	CP9_g28637_DN3_SP6_c.t1	jg2637
OG0004403	CP2_g48952_DN3_SP3_c.t1, CP10_g43863_DN3_SP2_c.t1	jg554
OG0004404	CP2_g49987_DN3_SP0_c.t1, CP2_g49983_DN3_SP0_c.t1	jg1438, jg1437
OG0004405	CP13_g19070_DN3_SP0_c.t1	jg12858, jg381
OG0004406	CP13_g20160_DN3_SP0_c.t1	jg20731
OG0004407	CP18_g11848_DN2_SP1_c.t1	jg15304
OG0004408	CP5_g176_DN3_SP6_c.t1	jg8492
OG0004409	CP5_g326_DN3_SP0_c.t1	jg8648
OG0004410	CP5_g493_DN3_SP1_c.t1	jg8833
OG0004411	CP5_g692_DN3_SP8_c.t1	jg9063
OG0004412	CP8_g54658_DN3_SP0_c.t1	jg8222
OG0004413	CP5_g646_DN3_SP8_c.t1	jg9008, jg27457
OG0004414	CP5_g630_DN3_SP4_c.t1	jg8981
OG0004415	CP5_g618_DN3_SP0_c.t1	jg8968
OG0004416	CP5_g799_DN3_SP1_c.t1	jg9196
OG0004417	CP5_g839_DN3_SP0_c.t1	jg9241
OG0004418	CP5_g860_DN3_SP0_c.t1	jg9264
OG0004419	CP12_g30736_DN3_SP8_c.t1	jg26615
OG0004420	CP7_g44326_DN2_SP1_c.t1	jg32190, jg32185
OG0004421	CP8_g54560_DN3_SP5_c.t1	jg8142
OG0004422	CP8_g54569_DN3_SP0_c.t1	jg8136
OG0004423	CP5_g1171_DN2_SP0_c.t1	jg9605
OG0004425	CP7_g45170_DN3_SP0_c.t1	jg31237
OG0004427	CP1_g38248_DN3_SP0_c.t1	jg32953, jg32952, jg20847, jg20846, jg32951
OG0004428	CP1_g38097_DN3_SP1_c.t1	jg33143, jg33050, jg33141
OG0004433	CP64_g21086_DN3_SP0_c.t1, CP12_g29831_DN1_SP0_c.t1	jg18398
OG0004434	CP13_g19253_DN3_SP0_c.t1	jg9672, jg20103
OG0004436	CP2_g48615_DN3_SP2_c.t1	jg6670, jg6669
OG0004437	CP1_g38307_DN3_SP0_c.t1, CP1_g38310_DN3_SP0_c.t1	jg8544
OG0004439	CP13_g20416_DN1_SP0_c.t1	jg20948, jg20946
OG0004451	CP19_g18366_DN3_SP1_c.t1	jg10219
OG0004452	CP3_g14681_DN3_SP0_c.t1	jg14508
OG0004453	CP4_g24826_DN3_SP0_c.t1	jg19078
OG0004454	CP12_g30761_DN3_SP4_c.t1, CP5_g1963_DN3_SP3_c.t1	jg20313
OG0004455	CP13_g19589_DN3_SP8_c.t1	jg13033
OG0004456	CP11_g32160_DN2_SP8_c.t1	jg5651
OG0004457	CP1_g36611_DN3_SP0_c.t1	jg28785
OG0004458	CP11_g32282_DN3_SP6_c.t1	jg5513
OG0004459	CP3_g13059_DN2_SP8_c.t1	jg16436
OG0004460	CP11_g32344_DN3_SP0_c.t1	jg5450
OG0004461	CP11_g32388_DN3_SP0_c.t1	jg5408
OG0004462	CP11_g32458_DN3_SP0_c.t1, CP11_g32457_DN3_SP0_c.t1	jg5337
OG0004464	CP10_g43904_DN3_SP8_c.t1	jg27761
OG0004465	CP11_g32595_DN3_SP8_c.t1	jg5185
OG0004466	CP11_g32624_DN3_SP4_c.t1	jg5158
OG0004468	CP11_g32653_DN3_SP0_c.t1	jg5127
OG0004469	CP11_g32670_DN3_SP3_c.t1	jg5067, jg5107
OG0004470	CP11_g32693_DN3_SP0_c.t1	jg5081
OG0004471	CP11_g32726_DN3_SP0_c.t1	jg5045
OG0004472	CP11_g32750_DN3_SP0_c.t1	jg5016
OG0004474	CP2_g50746_DN2_SP0_c.t1	jg1493, jg20682
OG0004476	CP11_g32875_DN3_SP8_c.t1	jg4880
OG0004477	CP11_g32937_DN3_SP0_c.t1	jg4814
OG0004478	CP11_g33006_DN3_SP8_c.t1	jg4734
OG0004479	CP11_g33084_DN3_SP8_c.t1	jg4654
OG0004480	CP11_g31982_DN3_SP5_c.t1	jg7910
OG0004483	CP19_g18173_DN3_SP7_c.t1, CP8_g52692_DN3_SP0_c.t1	jg9995
OG0004484	CP4_g26079_DN2_SP0_c.t1, CP4_g26080_DN3_SP0_c.t1	jg17650
OG0004485	CP4_g25961_DN3_SP8_c.t1	jg17739
OG0004486	CP4_g25940_DN3_SP8_c.t1	jg17769
OG0004487	CP4_g25789_DN3_SP4_c.t1	jg17977
OG0004489	CP4_g25766_DN3_SP8_c.t1	jg18032
OG0004490	CP4_g25726_DN3_SP3_c.t1	jg18071
OG0004492	CP4_g25711_DN3_SP0_c.t1	jg18088
OG0004493	CP4_g25598_DN3_SP8_c.t1	jg18214
OG0004494	CP4_g25494_DN2_SP0_c.t1	jg18337
OG0004495	CP4_g25482_DN3_SP1_c.t1	jg18353
OG0004496	CP4_g25447_DN3_SP8_c.t1	jg18388
OG0004497	CP4_g25411_DN3_SP2_c.t1	jg18436
OG0004498	CP4_g25404_DN3_SP0_c.t1	jg12218, jg18442
OG0004500	CP1_g36653_DN3_SP0_c.t1	jg28743
OG0004503	CP1_g38593_DN3_SP2_c.t1	jg32700
OG0004504	CP7_g45094_DN3_SP2_c.t1	jg31312
OG0004506	CP7_g45076_DN3_SP0_c.t1	jg31338
OG0004507	CP7_g45066_DN3_SP0_c.t1	jg31348
OG0004508	CP7_g45038_DN3_SP8_c.t1	jg31376, jg31378
OG0004509	CP7_g45006_DN3_SP3_c.t1	jg31417
OG0004510	CP7_g44973_DN3_SP1_c.t1	jg31465, jg31464
OG0004511	CP7_g44949_DN3_SP0_c.t1	jg31497
OG0004512	CP7_g44918_DN1_SP0_c.t1	jg31518
OG0004514	CP5_g1366_DN3_SP5_c.t1, CP9_g28610_DN3_SP2_c.t1	jg19849
OG0004515	CP7_g44887_DN3_SP8_c.t1	jg31553
OG0004516	CP7_g44826_DN2_SP1_c.t1	jg31628
OG0004517	CP7_g44776_DN3_SP3_c.t1	jg31741
OG0004518	CP13_g19557_DN3_SP1_c.t1	jg13070
OG0004519	CP13_g19530_DN3_SP8_c.t1	jg13107
OG0004520	CP13_g19486_DN3_SP8_c.t1	jg13172, jg13170
OG0004521	CP2_g47622_DN3_SP8_c.t1	jg23696
OG0004522	CP2_g47747_DN3_SP4_c.t1	jg23560
OG0004523	CP2_g47838_DN3_SP0_c.t1, CP12_g30901_DN3_SP0_c.t1	jg23466
OG0004524	CP2_g47893_DN3_SP1_c.t1	jg23401
OG0004526	CP2_g47935_DN3_SP0_c.t1	jg23349
OG0004527	CP2_g47995_DN3_SP0_c.t1, CP2_g47994_DN3_SP0_c.t1	jg23285
OG0004529	CP2_g48086_DN3_SP0_c.t1	jg23168
OG0004530	CP2_g48162_DN3_SP0_c.t1	jg23087
OG0004531	CP2_g48257_DN3_SP3_c.t1	jg6175
OG0004532	CP13_g19510_DN1_SP0_c.t1	jg13137
OG0004533	CP2_g48450_DN3_SP4_c.t1	jg1935, jg6425
OG0004534	CP2_g48471_DN3_SP5_c.t1	jg6447
OG0004535	CP2_g48472_DN2_SP8_c.t1	jg6448
OG0004536	CP2_g48517_DN3_SP8_c.t1	jg6531
OG0004537	CP5_g1999_DN3_SP5_c.t1	jg12045
OG0004538	CP8_g54302_DN3_SP5_c.t1	jg5884
OG0004539	CP8_g54262_DN3_SP6_c.t1	jg5928
OG0004540	CP8_g54239_DN3_SP0_c.t1	jg5953
OG0004541	CP8_g54237_DN3_SP8_c.t1	jg5954
OG0004542	CP8_g54228_DN3_SP0_c.t1	jg5964
OG0004543	CP8_g54214_DN2_SP0_c.t1	jg5978
OG0004544	CP8_g54195_DN2_SP0_c.t1	jg5998
OG0004545	CP8_g54167_DN3_SP2_c.t1	jg6039
OG0004546	CP8_g54135_DN3_SP7_c.t1	jg6095
OG0004547	CP8_g54036_DN3_SP2_c.t1	jg22953
OG0004549	CP8_g53946_DN3_SP0_c.t1	jg22868
OG0004550	CP8_g53936_DN3_SP0_c.t1	jg11957, jg22856
OG0004551	CP8_g53869_DN3_SP2_c.t1	jg22781
OG0004552	CP8_g53834_DN3_SP8_c.t1	jg22738
OG0004553	CP1_g37258_DN3_SP7_c.t1	jg29347
OG0004555	CP8_g53795_DN3_SP0_c.t1	jg22702
OG0004556	CP6_g6843_DN3_SP0_c.t1	jg10607
OG0004557	CP8_g53675_DN3_SP2_c.t1	jg22571
OG0004558	CP8_g53659_DN3_SP0_c.t1	jg22547
OG0004559	CP1_g36556_DN3_SP8_c.t1	jg28853
OG0004560	CP8_g53605_DN3_SP0_c.t1	jg22469
OG0004561	CP5_g1304_DN3_SP8_c.t1	jg9746
OG0004562	CP8_g53441_DN3_SP0_c.t1	jg22295
OG0004563	CP3_g14433_DN3_SP7_c.t1	jg14779
OG0004564	CP3_g14452_DN3_SP0_c.t1, CP3_g14451_DN2_SP0_c.t1	jg14766
OG0004565	CP11_g33172_DN3_SP3_c.t1	jg4557
OG0004566	CP11_g33419_DN3_SP5_c.t1	jg4224
OG0004567	CP11_g33448_DN3_SP8_c.t1	jg4195
OG0004569	CP11_g33541_DN3_SP0_c.t1	jg4093
OG0004570	CP11_g33606_DN3_SP3_c.t1	jg4008
OG0004571	CP10_g42836_DN3_SP5_c.t1, CP11_g33757_DN3_SP5_c.t1	jg24788
OG0004572	CP9_g29691_DN2_SP1_c.t1	jg3745
OG0004573	CP9_g29678_DN3_SP7_c.t1	jg3731
OG0004574	CP9_g29637_DN3_SP0_c.t1	jg3690
OG0004575	CP9_g29595_DN3_SP8_c.t1	jg3649
OG0004576	CP9_g29497_DN3_SP3_c.t1	jg3539
OG0004578	CP9_g29466_DN3_SP4_c.t1	jg3501
OG0004579	CP9_g29425_DN3_SP0_c.t1	jg3454
OG0004580	CP9_g29418_DN3_SP8_c.t1	jg3447
OG0004583	CP9_g29193_DN3_SP7_c.t1	jg3209
OG0004584	CP9_g29192_DN3_SP5_c.t1	jg3208
OG0004585	CP7_g45254_DN3_SP3_c.t1	jg31149
OG0004586	CP7_g46333_DN3_SP0_c.t1	jg33647
OG0004587	CP5_g2054_DN3_SP4_c.t1	jg12031
OG0004588	CP7_g46246_DN3_SP0_c.t1	jg33529
OG0004589	CP4_g25140_DN3_SP3_c.t1	jg18734
OG0004593	CP8_g53240_DN3_SP0_c.t1	jg21999
OG0004595	CP6_g7988_DN3_SP7_c.t1	jg11515, jg11512, jg11513
OG0004597	CP6_g7504_DN3_SP5_c.t1	jg11330
OG0004598	CP6_g7413_DN3_SP3_c.t1	jg11241
OG0004599	CP9_g28920_DN3_SP6_c.t1	jg2918
OG0004600	CP19_g18439_DN3_SP5_c.t1	jg10295
OG0004601	CP9_g29089_DN3_SP3_c.t1	jg3102
OG0004602	CP9_g28521_DN3_SP0_c.t1	jg2509
OG0004603	CP5_g1167_DN3_SP2_c.t1	jg9145
OG0004604	CP5_g1096_DN3_SP0_c.t1	jg9531
OG0004605	CP5_g1459_DN3_SP0_c.t1, CP5_g1461_DN3_SP0_c.t1	jg12577, jg12575
OG0004606	CP8_g52957_DN3_SP8_c.t1	jg21744
OG0004607	CP1_g37640_DN1_SP0_c.t1, CP1_g37641_DN1_SP0_c.t1, CP13_g19414_DN3_SP0_c.t1	jg10943, jg13266
OG0004608	CP9_g28596_DN3_SP0_c.t1	jg2587
OG0004609	CP13_g19908_DN3_SP0_c.t1, CP13_g19909_DN3_SP0_c.t1	jg20462
OG0004610	CP13_g19992_DN3_SP5_c.t1	jg20556
OG0004611	CP12_g30421_DN3_SP8_c.t1	jg26223
OG0004612	CP1_g37995_DN3_SP7_c.t1	jg33271, jg33269
OG0004613	CP1_g37975_DN3_SP2_c.t1	jg33309
OG0004616	CP1_g37882_DN3_SP4_c.t1, CP6_g7481_DN3_SP0_c.t1	jg33431, jg33432
OG0004618	CP7_g46212_DN3_SP4_c.t1	jg33496, jg32348
OG0004619	CP4_g25171_DN3_SP8_c.t1	jg18701
OG0004620	CP6_g6938_DN3_SP7_c.t1	jg10716
OG0004621	CP6_g6969_DN3_SP8_c.t1	jg10750
OG0004622	CP6_g7927_DN3_SP0_c.t1	jg11486, jg11497
OG0004623	CP6_g6982_DN3_SP8_c.t1	jg10762
OG0004624	CP19_g18304_DN3_SP1_c.t1	jg10142
OG0004625	CP19_g18330_DN3_SP2_c.t1	jg10173
OG0004626	CP10_g43945_DN3_SP0_c.t1, CP10_g43944_DN3_SP0_c.t1	jg27705
OG0004627	CP10_g43852_DN3_SP0_c.t1	jg27826
OG0004628	CP19_g18246_DN3_SP4_c.t1	jg10077
OG0004629	CP15_g36043_DN2_SP0_c.t1, CP15_g36044_DN2_SP0_c.t1, CP19_g18248_DN3_SP2_c.t1	jg10079
OG0004630	CP19_g18268_DN2_SP0_c.t1	jg10102
OG0004631	CP20_g4313_DN3_SP0_c.t1	jg7473
OG0004633	CP19_g18442_DN3_SP8_c.t1	jg10298
OG0004635	CP6_g6787_DN2_SP0_c.t1	jg10513, jg10510
OG0004636	CP2_g48944_DN3_SP6_c.t1, CP16_g55074_DN3_SP4_c.t1	jg23905, jg541
OG0004637	CP3_g13102_DN3_SP5_c.t1	jg16369
OG0004638	CP3_g13109_DN2_SP0_c.t1	jg16362
OG0004639	CP3_g13185_DN3_SP0_c.t1	jg16276
OG0004640	CP3_g13221_DN3_SP0_c.t1	jg16234
OG0004641	CP3_g13235_DN3_SP8_c.t1	jg16218
OG0004642	CP3_g13353_DN3_SP4_c.t1	jg16093
OG0004643	CP13_g20365_DN3_SP8_c.t1, CP3_g13423_DN3_SP0_c.t1	jg16013
OG0004644	CP19_g18165_DN3_SP8_c.t1	jg9988
OG0004645	CP3_g13543_DN3_SP8_c.t1	jg15826
OG0004647	CP3_g13602_DN3_SP0_c.t1	jg15755
OG0004648	CP3_g13608_DN3_SP0_c.t1	jg15751
OG0004649	CP20_g4455_DN3_SP0_c.t1, CP20_g4454_DN3_SP0_c.t1	jg15664
OG0004650	CP3_g13640_DN3_SP0_c.t1	jg15676
OG0004651	CP3_g13674_DN3_SP0_c.t1, CP3_g13673_DN1_SP0_c.t1	jg15705
OG0004652	CP3_g13680_DN3_SP0_c.t1	jg15640
OG0004653	CP3_g13707_DN3_SP0_c.t1	jg15611
OG0004654	CP3_g13730_DN3_SP8_c.t1	jg15587
OG0004656	CP3_g13794_DN3_SP0_c.t1	jg15496
OG0004657	CP3_g13952_DN3_SP0_c.t1	jg15343
OG0004658	CP3_g13962_DN3_SP3_c.t1	jg15335
OG0004659	CP8_g53409_DN3_SP8_c.t1	jg22232
OG0004660	CP8_g53358_DN2_SP0_c.t1	jg22149, jg930
OG0004661	CP9_g28341_DN3_SP7_c.t1	jg2318
OG0004662	CP9_g28429_DN3_SP3_c.t1	jg2413
OG0004663	CP10_g43649_DN2_SP0_c.t1	jg28039
OG0004664	CP10_g43612_DN3_SP8_c.t1	jg28100
OG0004665	CP10_g43584_DN3_SP7_c.t1	jg28126
OG0004666	CP4_g24662_DN3_SP0_c.t1	jg19317
OG0004667	CP16_g54853_DN3_SP8_c.t1	jg16654
OG0004668	CP4_g24697_DN3_SP0_c.t1	jg19273, jg5900
OG0004669	CP4_g24717_DN3_SP0_c.t1	jg19244
OG0004670	CP4_g24731_DN3_SP8_c.t1	jg19226
OG0004671	CP4_g24754_DN3_SP0_c.t1	jg19193
OG0004672	CP4_g24777_DN3_SP8_c.t1	jg19165
OG0004673	CP4_g24778_DN3_SP5_c.t1	jg19163
OG0004674	CP4_g24813_DN3_SP7_c.t1	jg19092, jg19091
OG0004676	CP4_g24929_DN1_SP0_c.t1	jg18963
OG0004677	CP11_g31871_DN3_SP7_c.t1	jg7731, jg20755
OG0004678	CP20_g4440_DN2_SP0_c.t1	jg7637
OG0004679	CP1_g39056_DN3_SP2_c.t1	jg32646
OG0004680	CP20_g4095_DN3_SP8_c.t1	jg7282
OG0004681	CP20_g4317_DN3_SP8_c.t1	jg7480
OG0004682	CP20_g4379_DN3_SP0_c.t1	jg7561, jg7476, jg7567, jg27439, jg2204
OG0004683	CP2_g48542_DN3_SP4_c.t1	jg6558
OG0004684	CP2_g48637_DN3_SP0_c.t1	jg6717
OG0004685	CP12_g29862_DN3_SP8_c.t1	jg28251
OG0004686	CP5_g317_DN3_SP4_c.t1	jg8643
OG0004687	CP4_g24159_DN3_SP8_c.t1	jg19960
OG0004688	CP4_g24221_DN3_SP0_c.t1	jg19882, jg19879
OG0004689	CP4_g24266_DN3_SP8_c.t1	jg19818
OG0004690	CP4_g24385_DN3_SP8_c.t1	jg19677
OG0004691	CP13_g19788_DN3_SP3_c.t1	jg20356
OG0004692	CP10_g42171_DN3_SP3_c.t1	jg23975
OG0004693	CP10_g42266_DN3_SP7_c.t1	jg24097
OG0004694	CP10_g42346_DN3_SP8_c.t1	jg24198
OG0004695	CP10_g42382_DN3_SP0_c.t1	jg24242
OG0004696	CP2_g48545_DN3_SP2_c.t1	jg20792, jg24513
OG0004697	CP10_g42596_DN3_SP7_c.t1	jg24523
OG0004699	CP10_g42614_DN3_SP6_c.t1	jg24543
OG0004700	CP10_g42634_DN3_SP2_c.t1	jg24568
OG0004701	CP10_g42657_DN3_SP2_c.t1	jg24597
OG0004702	CP10_g42712_DN3_SP8_c.t1	jg24655
OG0004703	CP10_g42767_DN3_SP8_c.t1	jg24712
OG0004704	CP10_g42780_DN3_SP8_c.t1	jg24726
OG0004705	CP10_g42833_DN3_SP8_c.t1	jg24785
OG0004706	CP8_g52619_DN2_SP0_c.t1, CP10_g42902_DN3_SP0_c.t1	jg24860
OG0004707	CP10_g43146_DN3_SP8_c.t1	jg25137
OG0004708	CP10_g43192_DN3_SP6_c.t1	jg25185
OG0004709	CP10_g43223_DN2_SP0_c.t1, CP10_g43224_DN3_SP0_c.t1	jg25221
OG0004710	CP10_g43228_DN3_SP0_c.t1	jg25226
OG0004711	CP10_g43248_DN3_SP1_c.t1	jg25250
OG0004712	CP10_g43312_DN2_SP0_c.t1	jg25330
OG0004713	CP10_g43362_DN3_SP6_c.t1	jg25400
OG0004714	CP10_g43366_DN3_SP0_c.t1	jg25404, jg33652
OG0004715	CP2_g48830_DN3_SP3_c.t1	jg21276
OG0004716	CP12_g29875_DN3_SP8_c.t1	jg25576, jg25580
OG0004717	CP12_g29881_DN3_SP8_c.t1, CP7_g46210_DN3_SP1_c.t1	jg25585
OG0004718	CP12_g29986_DN3_SP0_c.t1	jg25684
OG0004719	CP9_g28130_DN1_SP0_c.t1	jg25707
OG0004720	CP5_g157_DN3_SP0_c.t1	jg26111
OG0004721	CP12_g30185_DN3_SP0_c.t1	jg25980
OG0004723	CP12_g30448_DN3_SP8_c.t1	jg26262
OG0004724	CP12_g30457_DN3_SP5_c.t1	jg26282
OG0004725	CP12_g30463_DN3_SP8_c.t1	jg26291
OG0004726	CP12_g30472_DN3_SP0_c.t1	jg26305
OG0004727	CP12_g30473_DN3_SP5_c.t1	jg26306
OG0004728	CP5_g1642_DN3_SP5_c.t1	jg12355
OG0004729	CP12_g30676_DN3_SP0_c.t1	jg26566
OG0004730	CP12_g30627_DN3_SP0_c.t1	jg26495
OG0004731	CP12_g30622_DN2_SP0_c.t1	jg26488
OG0004732	CP5_g981_DN3_SP8_c.t1	jg9390
OG0004733	CP8_g54479_DN2_SP0_c.t1	jg5706
OG0004734	CP8_g54483_DN3_SP0_c.t1	jg5702
OG0004735	CP8_g54498_DN3_SP4_c.t1	jg5686
OG0004736	CP3_g14174_DN3_SP8_c.t1	jg15099
OG0004737	CP3_g14179_DN3_SP1_c.t1	jg15095
OG0004738	CP8_g53128_DN3_SP8_c.t1	jg21870, jg20679
OG0004739	CP1_g36407_DN3_SP7_c.t1, CP8_g54686_DN3_SP4_c.t1	jg28408
OG0004740	CP8_g54585_DN3_SP8_c.t1	jg8121
OG0004742	CP13_g19740_DN3_SP8_c.t1	jg20287
OG0004743	CP1_g36869_DN3_SP6_c.t1	jg28923
OG0004744	CP1_g36894_DN3_SP7_c.t1	jg28952
OG0004745	CP1_g36957_DN3_SP2_c.t1, CP6_g7068_DN3_SP1_c.t1	jg29020
OG0004746	CP1_g36995_DN3_SP8_c.t1	jg29062
OG0004747	CP1_g37078_DN3_SP8_c.t1	jg29160
OG0004748	CP1_g37079_DN3_SP0_c.t1	jg29161
OG0004750	CP1_g37133_DN3_SP8_c.t1	jg29214
OG0004752	CP1_g37185_DN3_SP0_c.t1	jg29265
OG0004753	CP1_g37279_DN3_SP0_c.t1	jg29368
OG0004754	CP1_g37217_DN3_SP3_c.t1	jg29300
OG0004755	CP1_g37251_DN3_SP2_c.t1	jg29340
OG0004756	CP1_g37284_DN3_SP3_c.t1	jg29374
OG0004757	CP12_g30914_DN3_SP2_c.t1	jg1113
OG0004758	CP1_g37292_DN3_SP7_c.t1	jg29383
OG0004759	CP1_g37294_DN3_SP7_c.t1	jg29385
OG0004760	CP1_g37308_DN2_SP0_c.t1	jg29400
OG0004761	CP1_g37359_DN3_SP1_c.t1	jg29460, jg2653
OG0004763	CP1_g37521_DN3_SP2_c.t1	jg29657
OG0004764	CP1_g37557_DN3_SP8_c.t1	jg29699
OG0004766	CP1_g37586_DN3_SP8_c.t1	jg29743
OG0004767	CP1_g37639_DN3_SP0_c.t1	jg29802
OG0004768	CP1_g37679_DN3_SP8_c.t1, CP1_g37678_DN3_SP0_c.t1	jg29842, jg29843, jg29840
OG0004769	CP7_g46196_DN2_SP3_c.t1	jg30021
OG0004770	CP1_g39162_DN3_SP0_c.t1	jg30032
OG0004772	CP7_g46077_DN3_SP1_c.t1	jg30153, jg30176, jg30164
OG0004773	CP7_g45991_DN3_SP6_c.t1	jg30280
OG0004774	CP7_g45977_DN3_SP8_c.t1	jg30297
OG0004775	CP19_g18363_DN3_SP0_c.t1	jg10212
OG0004776	CP7_g45903_DN3_SP6_c.t1	jg30375
OG0004777	CP7_g45890_DN3_SP7_c.t1	jg30386
OG0004778	CP7_g45773_DN3_SP0_c.t1	jg30516
OG0004781	CP9_g28777_DN3_SP7_c.t1	jg2785
OG0004781	CP5_g1500_DN3_SP0_c.t1	jg12544
OG0004782	CP9_g28700_DN3_SP6_c.t1	jg2692
OG0004785	CP2_g49708_DN3_SP3_c.t1	jg1331
OG0004787	CP1_g38260_DN3_SP0_c.t1	jg33049, jg32941
OG0004788	CP5_g186_DN3_SP8_c.t1	jg8504
OG0004789	CP5_g349_DN3_SP8_c.t1	jg8670
OG0004790	CP5_g371_DN3_SP8_c.t1	jg8690
OG0004791	CP5_g430_DN3_SP7_c.t1	jg8759
OG0004792	CP5_g455_DN3_SP7_c.t1	jg8792
OG0004793	CP5_g569_DN3_SP0_c.t1	jg8918
OG0004794	CP5_g722_DN2_SP0_c.t1	jg9101
OG0004797	CP5_g643_DN3_SP8_c.t1	jg9004
OG0004798	CP5_g822_DN3_SP4_c.t1	jg9221
OG0004799	CP12_g30793_DN3_SP2_c.t1	jg26678
OG0004800	CP12_g30783_DN3_SP8_c.t1	jg21317, jg21325, jg26698
OG0004801	CP9_g28879_DN3_SP0_c.t1	jg2877
OG0004802	CP9_g28871_DN3_SP0_c.t1	jg2870
OG0004803	CP9_g28854_DN3_SP2_c.t1	jg2856
OG0004804	CP9_g28824_DN3_SP8_c.t1	jg2833
OG0004805	CP7_g45427_DN3_SP0_c.t1	jg30925
OG0004806	CP7_g45302_DN3_SP3_c.t1, CP3_g16399_DN2_SP0_c.t1	jg12839
OG0004807	CP7_g45296_DN2_SP0_c.t1	jg31095
OG0004808	CP19_g18233_DN3_SP8_c.t1	jg10063
OG0004809	CP5_g1204_DN3_SP1_c.t1	jg9644
OG0004810	CP5_g1175_DN3_SP0_c.t1	jg9609
OG0004812	CP1_g36936_DN1_SP0_c.t1	jg29001
OG0004815	CP3_g13112_DN3_SP0_c.t1	jg16359
OG0004817	CP6_g7334_DN2_SP0_c.t1	jg11149
OG0004818	CP10_g42784_DN3_SP0_c.t1	jg24731
OG0004820	CP13_g19155_DN3_SP8_c.t1	jg13679
OG0004821	CP3_g14792_DN3_SP0_c.t1	jg14417
OG0004825	CP5_g953_DN3_SP0_c.t1	jg9367
OG0004826	CP19_g18033_DN3_SP3_c.t1	jg9850
OG0004827	CP19_g18199_DN3_SP2_c.t1, CP19_g18197_DN3_SP6_c.t1	jg10025
OG0004830	CP8_g53236_DN3_SP2_c.t1	jg21994
OG0004832	CP2_g50320_DN1_SP0_c.t1, CP22_g17609_DN1_SP0_c.t1	jg245
OG0004847	CP3_g14710_DN2_SP0_c.t1	jg14490
OG0004848	CP3_g14672_DN3_SP8_c.t1	jg14519
OG0004849	CP8_g53417_DN3_SP0_c.t1	jg22252
OG0004850	CP13_g19660_DN3_SP8_c.t1	jg12943
OG0004851	CP13_g19586_DN3_SP0_c.t1	jg13038
OG0004852	CP11_g32193_DN3_SP1_c.t1	jg5617
OG0004853	CP11_g32196_DN3_SP7_c.t1	jg5614
OG0004854	CP11_g32219_DN3_SP3_c.t1	jg5585
OG0004856	CP11_g32252_DN3_SP8_c.t1	jg5549
OG0004857	CP11_g32316_DN3_SP0_c.t1	jg5483
OG0004858	CP10_g43600_DN3_SP0_c.t1	jg25729
OG0004859	CP11_g32341_DN3_SP8_c.t1	jg5453
OG0004860	CP11_g32593_DN3_SP7_c.t1	jg5188
OG0004861	CP11_g32414_DN3_SP2_c.t1	jg5381
OG0004862	CP11_g32454_DN3_SP8_c.t1	jg5340
OG0004863	CP11_g32461_DN3_SP1_c.t1	jg5334
OG0004864	CP1_g37062_DN3_SP0_c.t1	jg29123
