Orthogroup	Duplications (all)	Duplications (50% support)
OG0013658	3	3
OG0013659	3	3
OG0013660	3	3
OG0013661	5	4
OG0013662	3	3
OG0013663	3	3
OG0013664	3	3
OG0013665	5	5
OG0013666	4	4
OG0013667	3	3
OG0013668	3	3
OG0013669	3	3
OG0013670	3	3
OG0013671	3	3
OG0013672	3	3
OG0013673	3	3
OG0013674	3	3
OG0013675	3	2
OG0013676	3	3
OG0013677	2	1
OG0013678	2	1
OG0013679	4	4
OG0013680	3	3
OG0013681	4	4
OG0013682	3	3
OG0013683	3	3
OG0013684	3	3
OG0013685	3	3
OG0013686	3	3
OG0013687	3	3
OG0013688	3	3
OG0013689	3	3
OG0013690	3	3
OG0013691	3	3
OG0013692	2	2
OG0013693	3	3
OG0013694	3	3
OG0013695	2	2
OG0013696	3	3
OG0013697	4	4
OG0013698	3	3
OG0013699	3	2
OG0013700	3	3
OG0013701	3	2
OG0013702	4	3
OG0013703	3	3
OG0013704	3	3
OG0013705	3	3
OG0013706	3	3
OG0013707	4	4
OG0013708	4	4
OG0013709	3	3
OG0013710	3	3
OG0013711	3	3
OG0013712	3	3
OG0013713	4	4
OG0013714	3	3
OG0013715	3	3
OG0013716	3	3
OG0013717	3	3
OG0013718	3	3
OG0013719	3	3
OG0013720	3	3
OG0013721	3	3
OG0013722	3	3
OG0013723	3	3
OG0013724	3	2
OG0013725	3	3
OG0013726	3	3
OG0013727	3	3
OG0013728	4	4
OG0013729	3	2
OG0013730	3	3
OG0013731	3	2
OG0013732	3	2
OG0013733	3	3
OG0013734	3	3
OG0013735	3	2
OG0013736	3	3
OG0013737	3	2
OG0013738	3	3
OG0013739	3	3
OG0013740	3	3
OG0013741	3	2
OG0013742	4	3
OG0013743	3	3
OG0013744	3	3
OG0013745	4	3
OG0013746	4	4
OG0013747	2	2
OG0013748	3	3
OG0013749	3	3
OG0013750	4	4
OG0013751	3	3
OG0013752	3	3
OG0013753	4	4
OG0013754	3	3
OG0013755	3	3
OG0013756	2	2
OG0013757	3	3
OG0013758	3	3
OG0013759	3	3
OG0013760	3	3
OG0013761	3	3
OG0013762	3	3
OG0013763	3	3
OG0013764	3	3
OG0013765	3	2
OG0013766	5	4
OG0013767	3	3
OG0013768	3	3
OG0013769	3	3
OG0013770	3	3
OG0013771	3	3
OG0013772	3	3
OG0013773	2	2
OG0013774	3	3
OG0013775	3	3
OG0013776	4	4
OG0013777	3	2
OG0013778	3	3
OG0013779	3	3
OG0013780	4	4
OG0013781	3	3
OG0013782	3	3
OG0013783	3	3
OG0013784	3	3
OG0013785	3	3
OG0013786	2	2
OG0013787	3	3
OG0013788	3	3
OG0013789	3	3
OG0013790	3	3
OG0013791	3	3
OG0013792	3	3
OG0013793	4	4
OG0013794	3	2
OG0013795	3	2
OG0013796	3	3
OG0013797	3	3
OG0013798	6	6
OG0013799	3	3
OG0013800	3	3
OG0013801	2	2
OG0013802	3	3
OG0013803	3	3
OG0013804	3	3
OG0013805	3	3
OG0013806	3	2
OG0013807	3	3
OG0013808	3	3
OG0013809	3	3
OG0013810	3	3
OG0013811	3	2
OG0013812	3	2
OG0013813	2	2
OG0013814	3	3
OG0013815	3	3
OG0013816	3	3
OG0013817	3	3
OG0013818	3	2
OG0013819	3	3
OG0013820	3	3
OG0013821	4	4
OG0013822	3	3
OG0013823	3	3
OG0013824	3	2
OG0013825	3	3
OG0013826	4	4
OG0013827	3	3
OG0013828	3	3
OG0013829	4	4
OG0013830	3	3
OG0013831	3	3
OG0013832	3	3
OG0013833	3	3
OG0013834	3	3
OG0013835	3	2
OG0013836	3	3
OG0013837	3	3
OG0013838	4	4
OG0013839	3	3
OG0013840	3	3
OG0013841	3	3
OG0013842	3	3
OG0013843	3	3
OG0013844	5	4
OG0013845	3	3
OG0013846	3	2
OG0013847	3	3
OG0013848	3	3
OG0013849	3	3
OG0013850	2	0
OG0013851	3	3
OG0013852	3	3
OG0013853	2	2
OG0013854	4	4
OG0013855	3	3
OG0013856	3	3
OG0013857	3	3
OG0013858	2	2
OG0013859	3	3
OG0013860	3	3
OG0013861	3	2
OG0013862	3	3
OG0013863	3	3
OG0013864	3	2
OG0013865	3	3
OG0013866	3	3
OG0013867	3	3
OG0013868	2	1
OG0013869	4	3
OG0013870	6	4
OG0013871	3	2
OG0013872	3	2
OG0013873	3	2
OG0013874	3	3
OG0013875	3	3
OG0013876	3	3
OG0013877	4	3
OG0013878	4	4
OG0013879	3	3
OG0013880	3	2
OG0013881	3	3
OG0013882	2	2
OG0013883	2	2
OG0013884	2	2
OG0013885	3	3
OG0013886	3	3
OG0013887	3	2
OG0013888	3	3
OG0013889	3	3
OG0013890	3	3
OG0013891	5	3
OG0013892	3	3
OG0013893	3	2
OG0013894	2	2
OG0013895	3	2
OG0013896	3	3
OG0013897	3	3
OG0013898	4	4
OG0013899	3	3
OG0013900	3	3
OG0013901	3	3
OG0013902	3	3
OG0013903	3	3
OG0013904	3	3
OG0013905	3	3
OG0013906	3	3
OG0013907	3	2
OG0013908	4	3
OG0013909	4	1
OG0013910	3	2
OG0013911	2	2
OG0013912	2	2
OG0013913	3	3
OG0013914	3	3
OG0013915	5	5
OG0013916	3	3
OG0013917	3	3
OG0013918	3	3
OG0013919	4	4
OG0013920	3	3
OG0013921	3	3
OG0013922	2	2
OG0013923	3	2
OG0013924	3	3
OG0013925	3	3
OG0013926	3	3
OG0013927	3	3
OG0013928	3	3
OG0013929	3	3
OG0013930	3	2
OG0013931	3	2
OG0013932	3	2
OG0013933	3	3
OG0013934	3	3
OG0013935	3	2
OG0013936	3	3
OG0013937	3	3
OG0013938	6	5
OG0013939	3	3
OG0013940	3	3
OG0013941	3	3
OG0013942	3	3
OG0013943	3	3
OG0013944	3	2
OG0013945	3	3
OG0013946	3	3
OG0013947	3	3
OG0013948	3	3
OG0013949	3	3
OG0013950	3	3
OG0013951	3	3
OG0013952	3	3
OG0013953	3	1
OG0013954	3	3
OG0013955	3	3
OG0013956	3	3
OG0013957	3	3
OG0013958	3	3
OG0013959	4	4
OG0013960	2	1
OG0013961	3	3
OG0013962	3	2
OG0013963	3	3
OG0013964	2	2
OG0013965	3	3
OG0013966	3	2
OG0013967	3	2
OG0013968	3	3
OG0013969	3	3
OG0013970	3	3
OG0013971	4	3
OG0013972	9	1
OG0013973	3	3
OG0013974	2	2
OG0013975	3	3
OG0013976	3	3
OG0013977	2	2
OG0013978	3	2
OG0013979	4	4
OG0013980	3	3
OG0013981	3	3
OG0013982	3	3
OG0013983	3	2
OG0013984	3	3
OG0013985	3	3
OG0013986	2	1
OG0013987	3	3
OG0013988	3	3
OG0013989	4	4
OG0013990	4	4
OG0013991	3	3
OG0013992	3	3
OG0013993	3	2
OG0013994	3	3
OG0013995	3	3
OG0013996	3	3
OG0013997	3	3
OG0013998	3	3
OG0013999	3	3
OG0014000	9	6
OG0014001	3	3
OG0014002	3	3
OG0014003	3	3
OG0014004	3	2
OG0014005	3	3
OG0014006	3	3
OG0014007	3	3
OG0014008	3	3
OG0014009	3	3
OG0014010	3	3
OG0014011	3	3
OG0014012	3	3
OG0014013	3	3
OG0014014	3	3
OG0014015	3	3
OG0014016	3	3
OG0014017	3	3
OG0014018	3	3
OG0014019	3	3
OG0014020	3	3
OG0014021	1	1
OG0014022	3	3
OG0014023	3	3
OG0014024	3	1
OG0014025	11	10
OG0014026	2	2
OG0014027	3	3
OG0014028	3	3
OG0014029	3	3
OG0014030	4	4
OG0014031	3	3
OG0014032	3	3
OG0014033	3	3
OG0014034	2	2
OG0014035	3	2
OG0014036	3	3
OG0014037	3	3
OG0014038	3	3
OG0014039	3	3
OG0014040	4	4
OG0014041	3	3
OG0014042	2	2
OG0014043	1	1
OG0014044	3	3
OG0014045	4	4
OG0014046	3	3
OG0014047	3	3
OG0014048	2	2
OG0014049	3	3
OG0014050	4	4
OG0014051	3	3
OG0014052	3	3
OG0014053	3	3
OG0014054	3	3
OG0014055	3	3
OG0014056	3	3
OG0014057	3	2
OG0014058	3	2
OG0014059	3	3
OG0014060	3	2
OG0014061	3	3
OG0014062	3	3
OG0014063	3	3
OG0014064	3	3
OG0014065	3	3
OG0014066	3	1
OG0014067	3	3
OG0014068	3	3
OG0014069	4	3
OG0014070	3	3
OG0014071	3	3
OG0014072	5	5
OG0014073	4	4
OG0014074	3	2
OG0014075	3	3
OG0014076	3	3
OG0014077	2	2
OG0014078	4	4
OG0014079	4	3
OG0014080	3	2
OG0014081	3	3
OG0014082	3	3
OG0014083	2	2
OG0014084	2	1
OG0014085	3	3
OG0014086	4	4
OG0014087	3	3
OG0014088	3	3
OG0014089	4	4
OG0014090	3	2
OG0014091	3	3
OG0014092	4	4
OG0014093	3	3
OG0014094	4	3
OG0014095	3	3
OG0014096	3	3
OG0014097	3	3
OG0014098	4	4
OG0014099	3	3
OG0014100	3	3
OG0014101	3	3
OG0014102	3	3
OG0014103	3	3
OG0014104	3	2
OG0014105	4	4
OG0014106	3	3
OG0014107	3	3
OG0014108	3	3
OG0014109	4	4
OG0014110	3	3
OG0014111	2	2
OG0014112	3	3
OG0014113	3	3
OG0014114	3	3
OG0014115	3	2
OG0014116	4	4
OG0014117	3	3
OG0014118	3	3
OG0014119	3	3
OG0014120	3	3
OG0014121	3	3
OG0014122	3	2
OG0014123	3	2
OG0014124	3	2
OG0014125	4	4
OG0014126	2	1
OG0014127	3	3
OG0014128	3	2
OG0014129	4	4
OG0014130	2	2
OG0014131	3	3
OG0014132	3	3
OG0014133	3	3
OG0014134	3	3
OG0014135	3	3
OG0014136	3	3
OG0014137	3	3
OG0014138	3	3
OG0014139	3	3
OG0014140	2	1
OG0014141	3	3
OG0014142	3	2
OG0014143	3	2
OG0014144	3	3
OG0014145	2	2
OG0014146	3	2
OG0014147	3	3
OG0014148	1	1
OG0014149	4	4
OG0014150	3	3
OG0014151	3	3
OG0014152	2	2
OG0014153	3	3
OG0014154	3	3
OG0014155	3	3
OG0014156	3	2
OG0014157	3	3
OG0014158	3	3
OG0014159	3	3
OG0014160	3	3
OG0014161	3	3
OG0014162	3	3
OG0014163	3	3
OG0014164	3	3
OG0014165	3	2
OG0014166	4	4
OG0014167	3	3
OG0014168	2	1
OG0014169	3	2
OG0014170	3	3
OG0014171	3	3
OG0014172	3	3
OG0014173	3	3
OG0014174	3	3
OG0014175	3	3
OG0014176	3	3
OG0014177	3	3
OG0014178	4	3
OG0014179	3	3
OG0014180	3	2
OG0014181	3	3
OG0014182	3	3
OG0014183	3	2
OG0014184	4	4
OG0014185	3	3
OG0014186	3	3
OG0014187	3	2
OG0014188	3	3
OG0014189	3	3
OG0014190	3	3
OG0014191	3	3
OG0014192	3	2
OG0014193	3	3
OG0014194	3	3
OG0014195	4	4
OG0014196	4	3
OG0014197	5	5
OG0014198	3	3
OG0014199	3	3
OG0014200	3	3
OG0014201	4	4
OG0014202	3	3
OG0014203	6	6
OG0014204	3	3
OG0014205	3	3
OG0014206	3	3
OG0014207	4	4
OG0014208	4	4
OG0014209	6	5
OG0014210	3	3
OG0014211	3	3
OG0014212	3	3
OG0014213	3	3
OG0014214	3	3
OG0014215	4	4
OG0014216	4	4
OG0014217	6	5
OG0014218	4	4
OG0014219	4	3
OG0014220	3	3
OG0014221	4	4
OG0014222	3	3
OG0014223	4	4
OG0014224	3	2
OG0014225	3	3
OG0014226	4	4
OG0014227	3	2
OG0014228	3	2
OG0014229	3	3
OG0014230	2	2
OG0014231	3	3
OG0014232	3	2
OG0014233	3	1
OG0014234	4	4
OG0014235	3	3
OG0014236	3	3
OG0014237	5	4
OG0014238	3	3
OG0014239	3	3
OG0014240	3	3
OG0014241	3	3
OG0014242	3	3
OG0014243	3	3
OG0014244	4	3
OG0014245	5	5
OG0014246	3	3
OG0014247	4	4
OG0014248	3	2
OG0014249	4	4
OG0014250	5	5
OG0014251	3	3
OG0014252	3	2
OG0014253	3	3
OG0014254	4	4
OG0014255	3	3
OG0014256	9	6
OG0014257	10	9
OG0014258	5	4
OG0014259	6	2
OG0014260	7	3
OG0014261	4	3
OG0014262	4	4
OG0014263	4	4
OG0014264	4	3
OG0014265	3	3
OG0014266	3	2
OG0014267	3	3
OG0014268	3	3
OG0014269	9	7
OG0014270	14	13
OG0014271	4	4
OG0014272	8	7
OG0014273	4	4
OG0014274	4	4
OG0014275	3	2
OG0014276	5	3
OG0014277	4	4
OG0014278	4	4
OG0014279	10	8
OG0014280	6	6
OG0014281	5	4
OG0014282	4	4
OG0014283	5	5
OG0014284	3	2
OG0014285	8	5
OG0014286	4	3
OG0014287	3	2
OG0014288	4	3
OG0014289	6	5
OG0014290	3	3
OG0014291	3	3
OG0014292	4	4
OG0014293	3	3
OG0014294	4	3
OG0014295	4	4
OG0014296	4	4
OG0014297	3	3
OG0014298	4	4
OG0014299	3	3
OG0014300	5	2
OG0014301	5	5
OG0014302	3	3
OG0014303	3	3
OG0014304	3	3
OG0014305	9	6
OG0014306	4	4
OG0014307	4	4
OG0014308	4	3
OG0014309	4	4
OG0014310	4	3
OG0014311	5	5
OG0014312	6	5
OG0014313	4	4
OG0014314	5	5
OG0014315	3	3
OG0014316	4	4
OG0014317	4	3
OG0014318	5	3
OG0014319	6	6
OG0014320	4	2
OG0014321	4	4
OG0014322	6	6
OG0014323	3	2
OG0014324	4	4
OG0014325	3	2
OG0014326	5	4
OG0014327	4	4
OG0014328	5	5
OG0014329	4	4
OG0014330	3	3
OG0014331	4	4
OG0014332	3	3
OG0014333	4	4
OG0014334	4	3
OG0014335	3	3
OG0014336	4	4
OG0014337	12	11
OG0014338	13	6
OG0014339	9	7
OG0014340	5	5
OG0014341	4	4
OG0014342	7	6
OG0014343	6	6
OG0014344	6	5
OG0014345	14	13
OG0014346	4	4
OG0014347	8	6
OG0014348	19	19
OG0014349	14	14
OG0014350	19	19
OG0014351	19	19
OG0014352	21	21
OG0014353	21	21
OG0014354	12	11
OG0014355	21	21
OG0014356	18	18
OG0014357	12	12
OG0014358	20	20
OG0014359	20	20
OG0014360	21	21
OG0014361	21	21
OG0014362	21	21
OG0014363	21	21
OG0014364	21	21
OG0014365	21	21
OG0014366	21	21
OG0014367	21	21
OG0014368	21	21
OG0014369	21	21
OG0014370	21	21
OG0014371	21	21
OG0014372	21	21
OG0014373	2	2
OG0014374	2	2
OG0014375	3	2
OG0014376	2	2
OG0014377	2	2
OG0014378	2	2
OG0014379	2	2
OG0014380	2	1
OG0014381	2	2
OG0014382	2	2
OG0014383	2	2
OG0014384	2	2
OG0014385	2	2
OG0014386	2	2
OG0014387	1	1
OG0014388	2	2
OG0014389	2	1
OG0014390	2	2
OG0014391	2	2
OG0014392	2	2
OG0014393	2	2
OG0014394	2	2
OG0014395	2	2
OG0014396	2	2
OG0014397	2	2
OG0014398	4	3
OG0014399	2	2
OG0014400	3	3
OG0014401	2	2
OG0014402	2	2
OG0014403	2	2
OG0014404	4	4
OG0014405	2	2
OG0014406	2	2
OG0014407	2	2
OG0014408	3	3
OG0014409	2	1
OG0014410	2	2
OG0014411	2	2
OG0014412	2	2
OG0014413	4	4
OG0014414	2	2
OG0014415	2	2
OG0014416	2	2
OG0014417	20	20
OG0014418	2	2
OG0014419	2	1
OG0014420	2	1
OG0014421	2	2
OG0014422	2	2
OG0014423	2	2
OG0014424	3	3
OG0014425	2	2
OG0014426	2	2
OG0014427	2	2
OG0014428	2	2
OG0014429	2	2
OG0014430	2	2
OG0014431	2	2
OG0014432	2	2
OG0014433	2	2
OG0014434	2	2
OG0014435	2	2
OG0014436	2	2
OG0014437	2	2
OG0014438	2	2
OG0014439	2	2
OG0014440	2	2
OG0014441	2	2
OG0014442	2	2
OG0014443	2	2
OG0014444	3	3
OG0014445	3	3
OG0014446	2	2
OG0014447	2	2
OG0014448	2	2
OG0014449	2	2
OG0014450	2	2
OG0014451	8	8
OG0014452	3	2
OG0014453	2	2
OG0014454	2	2
OG0014455	2	2
OG0014456	3	3
OG0014457	2	2
OG0014458	2	2
OG0014459	4	3
OG0014460	2	2
OG0014461	2	2
OG0014462	2	2
OG0014463	3	3
OG0014464	2	2
OG0014465	2	2
OG0014466	2	2
OG0014467	2	2
OG0014468	2	2
OG0014469	4	2
OG0014470	2	2
OG0014471	2	2
OG0014472	2	2
OG0014473	2	2
OG0014474	2	2
OG0014475	2	2
OG0014476	3	3
OG0014477	2	2
OG0014478	4	3
OG0014479	2	2
OG0014480	2	2
OG0014481	3	3
OG0014482	2	2
OG0014483	2	2
OG0014484	2	2
OG0014485	2	2
OG0014486	2	2
OG0014487	2	2
OG0014488	2	2
OG0014489	2	1
OG0014490	2	2
OG0014491	2	2
OG0014492	20	20
OG0014493	2	2
OG0014494	2	1
OG0014495	2	2
OG0014496	3	3
OG0014497	3	3
OG0014498	2	2
OG0014499	2	2
OG0014500	2	2
OG0014501	2	1
OG0014502	2	1
OG0014503	2	2
OG0014504	3	3
OG0014505	2	2
OG0014506	2	2
OG0014507	2	2
OG0014508	2	2
OG0014509	2	2
OG0014510	2	2
OG0014511	2	2
OG0014512	2	2
OG0014513	2	2
OG0014514	2	2
OG0014515	2	2
OG0014516	2	2
OG0014517	2	2
OG0014518	2	2
OG0014519	2	2
OG0014520	3	3
OG0014521	4	4
OG0014522	2	2
OG0014523	2	2
OG0014524	2	2
OG0014525	2	2
OG0014526	2	2
OG0014527	2	2
OG0014528	3	3
OG0014529	2	2
OG0014530	2	2
OG0014531	2	2
OG0014532	2	2
OG0014533	3	3
OG0014534	2	2
OG0014535	2	2
OG0014536	2	2
OG0014537	2	2
OG0014538	2	2
OG0014539	2	2
OG0014540	2	1
OG0014541	2	2
OG0014542	2	2
OG0014543	2	2
OG0014544	2	2
OG0014545	2	2
OG0014546	2	2
OG0014547	4	4
OG0014548	2	2
OG0014549	4	4
OG0014550	3	3
OG0014551	2	2
OG0014552	2	2
OG0014553	2	2
OG0014554	3	3
OG0014555	2	2
OG0014556	2	2
OG0014557	2	2
OG0014558	2	2
OG0014559	2	2
OG0014560	2	1
OG0014561	3	3
OG0014562	2	2
OG0014563	2	2
OG0014564	2	2
OG0014565	2	2
OG0014566	4	4
OG0014567	2	2
OG0014568	2	2
OG0014569	3	3
OG0014570	2	2
OG0014571	2	2
OG0014572	2	2
OG0014573	2	2
OG0014574	2	2
OG0014575	2	2
OG0014576	2	2
OG0014577	2	2
OG0014578	2	2
OG0014579	1	1
OG0014580	2	2
OG0014581	2	2
OG0014582	3	3
OG0014583	3	3
OG0014584	2	2
OG0014585	3	3
OG0014586	3	3
OG0014587	3	3
OG0014588	3	2
OG0014589	2	2
OG0014590	2	2
OG0014591	4	3
OG0014592	2	2
OG0014593	2	2
OG0014594	3	3
OG0014595	2	2
OG0014596	2	2
OG0014597	2	1
OG0014598	2	2
OG0014599	2	2
OG0014600	3	3
OG0014601	2	2
OG0014602	2	2
OG0014603	2	2
OG0014604	3	3
OG0014605	2	2
OG0014606	2	2
OG0014607	2	2
OG0014608	3	3
OG0014609	2	2
OG0014610	2	2
OG0014611	2	2
OG0014612	2	2
OG0014613	3	3
OG0014614	2	2
OG0014615	2	2
OG0014616	2	2
OG0014617	2	2
OG0014618	2	2
OG0014619	2	2
OG0014620	2	2
OG0014621	2	2
OG0014622	2	2
OG0014623	2	2
OG0014624	2	1
OG0014625	2	2
OG0014626	2	2
OG0014627	1	1
OG0014628	2	2
OG0014629	2	2
OG0014630	2	2
OG0014631	2	2
OG0014632	2	2
OG0014633	2	2
OG0014634	2	2
OG0014635	4	4
OG0014636	2	2
OG0014637	2	2
OG0014638	2	2
OG0014639	2	2
OG0014640	2	2
OG0014641	2	2
OG0014642	3	2
OG0014643	2	2
OG0014644	2	2
OG0014645	2	2
OG0014646	2	2
OG0014647	2	2
OG0014648	2	2
OG0014649	2	2
OG0014650	1	1
OG0014651	2	2
OG0014652	2	2
OG0014653	3	3
OG0014654	2	2
OG0014655	2	2
OG0014656	2	2
OG0014657	2	2
OG0014658	2	2
OG0014659	2	2
OG0014660	3	3
OG0014661	2	2
OG0014662	2	2
OG0014663	2	2
OG0014664	2	2
OG0014665	2	2
OG0014666	2	2
OG0014667	2	2
OG0014668	2	2
OG0014669	3	3
OG0014670	4	3
OG0014671	3	3
OG0014672	3	3
OG0014673	5	5
OG0014674	2	2
OG0014675	2	1
OG0014676	2	2
OG0014677	2	2
OG0014678	2	2
OG0014679	2	2
OG0014680	2	2
OG0014681	2	2
OG0014682	2	2
OG0014683	2	2
OG0014684	2	2
OG0014685	2	2
OG0014686	2	2
OG0014687	2	2
OG0014688	2	2
OG0014689	2	2
OG0014690	2	2
OG0014691	2	2
OG0014692	2	2
OG0014693	2	2
OG0014694	2	2
OG0014695	2	2
OG0014696	2	2
OG0014697	2	1
OG0014698	2	1
OG0014699	2	2
OG0014700	2	2
OG0014701	2	2
OG0014702	4	4
OG0014703	2	2
OG0014704	2	2
OG0014705	2	2
OG0014706	3	3
OG0014707	2	2
OG0014708	2	2
OG0014709	2	2
OG0014710	3	3
OG0014711	2	2
OG0014712	2	2
OG0014713	2	2
OG0014714	2	2
OG0014715	2	2
OG0014716	3	2
OG0014717	2	2
OG0014718	2	2
OG0014719	3	3
OG0014720	2	2
OG0014721	2	2
OG0014722	2	2
OG0014723	2	2
OG0014724	2	2
OG0014725	2	2
OG0014726	2	2
OG0014727	2	1
OG0014728	3	1
OG0014729	2	2
OG0014730	2	2
OG0014731	2	2
OG0014732	2	2
OG0014733	2	2
OG0014734	2	2
OG0014735	2	2
OG0014736	2	2
OG0014737	2	2
OG0014738	2	2
OG0014739	3	2
OG0014740	2	2
OG0014741	2	2
OG0014742	2	2
OG0014743	2	2
OG0014744	4	4
OG0014745	2	2
OG0014746	2	2
OG0014747	2	2
OG0014748	2	2
OG0014749	3	3
OG0014750	2	2
OG0014751	2	2
OG0014752	2	2
OG0014753	2	2
OG0014754	2	2
OG0014755	2	2
OG0014756	2	2
OG0014757	3	2
OG0014758	2	2
OG0014759	2	2
OG0014760	2	1
OG0014761	3	2
OG0014762	3	2
OG0014763	2	2
OG0014764	2	2
OG0014765	2	2
OG0014766	3	3
OG0014767	2	2
OG0014768	2	2
OG0014769	2	2
OG0014770	2	2
OG0014771	2	2
OG0014772	2	2
OG0014773	2	2
OG0014774	2	2
OG0014775	2	2
OG0014776	2	2
OG0014777	2	2
OG0014778	2	2
OG0014779	3	3
OG0014780	2	2
OG0014781	2	2
OG0014782	1	1
OG0014783	3	3
OG0014784	2	2
OG0014785	2	0
OG0014786	3	3
OG0014787	2	2
OG0014788	2	2
OG0014789	5	3
OG0014790	2	2
OG0014791	2	2
OG0014792	2	2
OG0014793	2	2
OG0014794	6	4
OG0014795	2	2
OG0014796	2	1
OG0014797	2	2
OG0014798	2	2
OG0014799	2	2
OG0014800	2	2
OG0014801	4	3
OG0014802	2	2
OG0014803	3	2
OG0014804	2	2
OG0014805	2	2
OG0014806	2	2
OG0014807	2	2
OG0014808	2	2
OG0014809	2	2
OG0014810	3	3
OG0014811	2	2
OG0014812	2	2
OG0014813	2	2
OG0014814	1	1
OG0014815	2	2
OG0014816	2	2
OG0014817	2	2
OG0014818	2	2
OG0014819	2	2
OG0014820	3	3
OG0014821	1	0
OG0014822	2	2
OG0014823	2	2
OG0014824	2	2
OG0014825	2	2
OG0014826	2	2
OG0014827	2	2
OG0014828	2	2
OG0014829	3	3
OG0014830	2	2
OG0014831	2	2
OG0014832	2	2
OG0014833	2	2
OG0014834	2	2
OG0014835	2	2
OG0014836	2	2
OG0014837	4	4
OG0014838	2	2
OG0014839	3	3
OG0014840	2	1
OG0014841	2	2
OG0014842	3	3
OG0014843	6	5
OG0014844	2	1
OG0014845	3	3
OG0014846	2	2
OG0014847	3	3
OG0014848	2	2
OG0014849	2	2
OG0014850	2	2
OG0014851	2	2
OG0014852	2	2
OG0014853	2	2
OG0014854	2	2
OG0014855	2	2
OG0014856	2	2
OG0014857	2	2
OG0014858	3	3
OG0014859	3	2
OG0014860	2	2
OG0014861	2	2
OG0014862	5	5
OG0014863	2	2
OG0014864	2	2
OG0014865	2	2
OG0014866	2	2
OG0014867	2	1
OG0014868	3	2
OG0014869	2	2
OG0014870	2	2
OG0014871	2	2
OG0014872	2	2
OG0014873	2	2
OG0014874	3	2
OG0014875	2	2
OG0014876	2	2
OG0014877	2	2
OG0014878	6	5
OG0014879	2	2
OG0014880	3	3
OG0014881	2	2
OG0014882	2	2
OG0014883	2	2
OG0014884	3	3
OG0014885	2	2
OG0014886	2	1
OG0014887	2	2
OG0014888	3	2
OG0014889	3	3
OG0014890	2	2
OG0014891	3	3
OG0014892	3	3
OG0014893	5	4
OG0014894	2	1
OG0014895	2	2
OG0014896	2	2
OG0014897	2	2
OG0014898	2	2
OG0014899	2	2
OG0014900	2	2
OG0014901	4	3
OG0014902	3	2
OG0014903	2	2
OG0014904	2	1
OG0014905	2	2
OG0014906	2	2
OG0014907	2	1
OG0014908	2	2
OG0014909	2	2
OG0014910	2	2
OG0014911	2	2
OG0014912	2	2
OG0014913	2	2
OG0014914	2	2
OG0014915	2	2
OG0014916	2	2
OG0014917	3	3
OG0014918	2	2
OG0014919	2	2
OG0014920	2	2
OG0014921	2	2
OG0014922	2	2
OG0014923	2	2
OG0014924	2	2
OG0014925	3	2
OG0014926	4	4
OG0014927	2	2
OG0014928	4	4
OG0014929	4	4
OG0014930	2	2
OG0014931	2	2
OG0014932	2	2
OG0014933	2	2
OG0014934	2	2
OG0014935	2	2
OG0014936	5	5
OG0014937	2	2
OG0014938	2	2
OG0014939	2	2
OG0014940	2	2
OG0014941	2	2
OG0014942	2	2
OG0014943	2	2
OG0014944	2	2
OG0014945	2	2
OG0014946	3	3
OG0014947	2	2
OG0014948	3	3
OG0014949	5	5
OG0014950	2	1
OG0014951	2	2
OG0014952	2	2
OG0014953	2	2
OG0014954	2	2
OG0014955	2	2
OG0014956	2	2
OG0014957	2	2
OG0014958	2	2
OG0014959	2	2
OG0014960	2	2
OG0014961	2	2
OG0014962	3	3
OG0014963	2	2
OG0014964	2	2
OG0014965	2	2
OG0014966	2	2
OG0014967	2	2
OG0014968	2	2
OG0014969	2	2
OG0014970	2	2
OG0014971	2	2
OG0014972	2	2
OG0014973	2	2
OG0014974	2	2
OG0014975	2	2
OG0014976	2	2
OG0014977	3	3
OG0014978	2	2
OG0014979	2	2
OG0014980	2	2
OG0014981	2	2
OG0014982	2	2
OG0014983	2	2
OG0014984	2	2
OG0014985	2	2
OG0014986	2	2
OG0014987	2	2
OG0014988	2	2
OG0014989	2	2
OG0014990	2	2
OG0014991	2	1
OG0014992	3	3
OG0014993	4	3
OG0014994	2	2
OG0014995	2	2
OG0014996	2	2
OG0014997	3	3
OG0014998	2	2
OG0014999	2	2
OG0015000	2	2
OG0015001	2	2
OG0015002	2	2
OG0015003	2	2
OG0015004	3	3
OG0015005	2	2
OG0015006	2	2
OG0015007	2	2
OG0015008	2	2
OG0015009	2	2
OG0015010	2	2
OG0015011	3	3
OG0015012	3	3
OG0015013	2	2
OG0015014	2	2
OG0015015	4	4
OG0015016	2	2
OG0015017	2	2
OG0015018	2	2
OG0015019	2	2
OG0015020	2	2
OG0015021	3	3
OG0015022	3	3
OG0015023	2	2
OG0015024	4	4
OG0015025	2	2
OG0015026	2	2
OG0015027	2	2
OG0015028	4	4
OG0015029	2	2
OG0015030	2	2
OG0015031	3	3
OG0015032	2	2
OG0015033	2	2
OG0015034	2	2
OG0015035	2	2
OG0015036	2	2
OG0015037	2	2
OG0015038	2	2
OG0015039	2	2
OG0015040	2	2
OG0015041	2	2
OG0015042	2	2
OG0015043	2	2
OG0015044	2	2
OG0015045	3	3
OG0015046	2	2
OG0015047	2	2
OG0015048	3	2
OG0015049	2	2
OG0015050	2	2
OG0015051	2	2
OG0015052	2	2
OG0015053	2	2
OG0015054	4	3
