Orthogroup	Duplications (all)	Duplications (50% support)
OG0019182	3	3
OG0019183	1	1
OG0019184	3	3
OG0019185	1	1
OG0019186	6	5
OG0019187	2	2
OG0019188	3	3
OG0019189	2	2
OG0019190	4	4
OG0019191	2	2
OG0019192	1	1
OG0019193	2	2
OG0019194	4	1
OG0019195	2	2
OG0019196	2	2
OG0019197	6	4
OG0019198	5	5
OG0019199	1	1
OG0019200	2	2
OG0019201	2	2
OG0019202	7	5
OG0019203	3	3
OG0019204	7	7
OG0019205	2	2
OG0019206	3	3
OG0019207	8	6
OG0019208	6	4
OG0019209	1	1
OG0019210	3	2
OG0019211	6	5
OG0019212	1	1
OG0019213	3	3
OG0019214	3	3
OG0019215	3	3
OG0019216	3	2
OG0019217	5	3
OG0019218	2	2
OG0019219	5	4
OG0019220	3	3
OG0019221	2	2
OG0019222	2	2
OG0019223	1	1
OG0019224	2	2
OG0019225	3	2
OG0019226	2	2
OG0019227	3	3
OG0019228	2	2
OG0019229	2	2
OG0019230	2	2
OG0019231	0	0
OG0019232	3	3
OG0019233	3	3
OG0019234	2	2
OG0019235	3	3
OG0019236	1	1
OG0019237	3	0
OG0019238	4	4
OG0019239	1	1
OG0019240	2	2
OG0019241	3	2
OG0019242	6	6
OG0019243	2	2
OG0019244	2	2
OG0019245	2	2
OG0019246	4	4
OG0019247	8	7
OG0019248	3	2
OG0019249	2	2
OG0019250	3	1
OG0019251	7	5
OG0019252	6	5
OG0019253	8	7
OG0019254	4	4
OG0019255	11	10
OG0019256	5	5
OG0019257	2	2
OG0019258	2	1
OG0019259	13	13
OG0019260	4	4
OG0019261	6	5
OG0019262	15	15
OG0019263	4	4
OG0019264	3	3
OG0019265	3	3
OG0019266	2	2
OG0019267	3	3
OG0019268	4	4
OG0019269	3	2
OG0019270	11	10
OG0019271	5	3
OG0019272	4	3
OG0019273	10	10
OG0019274	3	3
OG0019275	17	17
OG0019276	13	13
OG0019277	15	14
OG0019278	14	14
OG0019279	15	15
OG0019280	8	8
OG0019281	15	15
OG0019282	16	16
OG0019283	17	17
OG0019284	17	17
OG0019285	17	17
OG0019286	14	12
OG0019287	17	17
OG0019288	15	14
OG0019289	17	17
OG0019290	17	17
OG0019291	17	17
OG0019292	17	17
OG0019293	15	14
OG0019294	17	17
OG0019295	17	17
OG0019296	17	17
OG0019297	0	0
OG0019298	10	9
OG0019299	0	0
OG0019300	1	1
OG0019301	1	1
OG0019302	2	2
OG0019303	1	0
OG0019304	2	2
OG0019305	4	2
OG0019306	3	3
OG0019307	2	2
OG0019308	6	4
OG0019309	4	4
OG0019310	0	0
OG0019311	6	6
OG0019312	2	2
OG0019313	2	2
OG0019314	3	1
OG0019315	1	1
OG0019316	5	2
OG0019317	0	0
OG0019318	2	2
OG0019319	16	16
OG0019320	2	2
OG0019321	1	1
OG0019322	8	7
OG0019323	7	5
OG0019324	2	2
OG0019325	2	2
OG0019326	2	2
OG0019327	1	1
OG0019328	1	1
OG0019329	2	2
OG0019330	2	2
OG0019331	2	2
OG0019332	2	2
OG0019333	1	1
OG0019334	3	3
OG0019335	3	3
OG0019336	3	2
OG0019337	2	1
OG0019338	2	2
OG0019339	4	3
OG0019340	6	5
OG0019341	2	2
OG0019342	3	3
OG0019343	2	1
OG0019344	3	0
OG0019345	2	1
OG0019346	2	2
OG0019347	3	1
OG0019348	0	0
OG0019349	1	1
OG0019350	5	5
OG0019351	2	2
OG0019352	3	3
OG0019353	3	3
OG0019354	2	2
OG0019355	2	2
OG0019356	7	5
OG0019357	0	0
OG0019358	0	0
OG0019359	1	1
OG0019360	2	2
OG0019361	2	2
OG0019362	3	3
OG0019363	0	0
OG0019364	3	3
OG0019365	3	1
OG0019366	1	1
OG0019367	3	3
OG0019368	2	2
OG0019369	2	2
OG0019370	3	3
OG0019371	2	2
OG0019372	2	2
OG0019373	2	2
OG0019374	7	5
OG0019375	1	1
OG0019376	1	1
OG0019377	3	3
OG0019378	1	1
OG0019379	1	1
OG0019380	1	1
OG0019381	2	2
OG0019382	3	2
OG0019383	4	3
OG0019384	2	2
OG0019385	1	1
OG0019386	1	1
OG0019387	3	3
OG0019388	2	2
OG0019389	3	3
OG0019390	2	2
OG0019391	0	0
OG0019392	12	10
OG0019393	0	0
OG0019394	2	2
OG0019395	4	2
OG0019396	2	2
OG0019397	3	3
OG0019398	2	2
OG0019399	2	2
OG0019400	4	4
OG0019401	2	2
OG0019402	5	4
OG0019403	1	1
OG0019404	1	1
OG0019405	1	1
OG0019406	2	2
OG0019407	3	2
OG0019408	2	2
OG0019409	2	1
OG0019410	2	2
OG0019411	1	1
OG0019412	2	2
OG0019413	0	0
OG0019414	0	0
OG0019415	1	1
OG0019416	3	3
OG0019417	1	1
OG0019418	3	3
OG0019419	2	2
OG0019420	2	2
OG0019421	2	2
OG0019422	0	0
OG0019423	2	2
OG0019424	5	2
OG0019425	1	1
OG0019426	2	2
OG0019427	2	2
OG0019428	1	1
OG0019429	0	0
OG0019430	1	1
OG0019431	2	2
OG0019432	3	3
OG0019433	2	1
OG0019434	4	2
OG0019435	3	3
OG0019436	4	3
OG0019437	2	2
OG0019438	15	15
OG0019439	4	3
OG0019440	1	1
OG0019441	1	0
OG0019442	5	3
OG0019443	4	4
OG0019444	1	1
OG0019445	6	6
OG0019446	3	3
OG0019447	3	3
OG0019448	3	3
OG0019449	1	1
OG0019450	3	3
OG0019451	0	0
OG0019452	2	2
OG0019453	3	3
OG0019454	2	2
OG0019455	1	1
OG0019456	3	3
OG0019457	1	1
OG0019458	2	2
OG0019459	3	3
OG0019460	10	8
OG0019461	5	4
OG0019462	12	12
OG0019463	2	2
OG0019464	4	3
OG0019465	1	1
OG0019466	2	2
OG0019467	1	1
OG0019468	4	4
OG0019469	3	3
OG0019470	1	1
OG0019471	6	6
OG0019472	2	2
OG0019473	2	2
OG0019474	2	2
OG0019475	1	1
OG0019476	5	4
OG0019477	1	1
OG0019478	2	1
OG0019479	9	8
OG0019480	6	1
OG0019481	6	5
OG0019482	1	1
OG0019483	3	3
OG0019484	7	4
OG0019485	2	2
OG0019486	7	5
OG0019487	1	1
OG0019488	3	3
OG0019489	2	2
OG0019490	7	4
OG0019491	3	3
OG0019492	0	0
OG0019493	2	0
OG0019494	6	6
OG0019495	14	14
OG0019496	5	4
OG0019497	2	2
OG0019498	4	4
OG0019499	2	1
OG0019500	0	0
OG0019501	3	2
OG0019502	9	7
OG0019503	5	2
OG0019504	2	2
OG0019505	3	3
OG0019506	4	4
OG0019507	3	2
OG0019508	3	3
OG0019509	0	0
OG0019510	2	2
OG0019511	5	5
OG0019512	1	1
OG0019513	5	3
OG0019514	1	1
OG0019515	2	2
OG0019516	5	3
OG0019517	4	3
OG0019518	2	2
OG0019519	3	3
OG0019520	1	1
OG0019521	1	1
OG0019522	1	1
OG0019523	2	2
OG0019524	7	4
OG0019525	7	4
OG0019526	2	2
OG0019527	3	1
OG0019528	1	1
OG0019529	3	3
OG0019530	1	1
OG0019531	2	2
OG0019532	5	4
OG0019533	3	3
OG0019534	3	2
OG0019535	1	1
OG0019536	2	2
OG0019537	2	2
OG0019538	2	2
OG0019539	2	2
OG0019540	3	3
OG0019541	3	3
OG0019542	5	4
OG0019543	2	0
OG0019544	2	2
OG0019545	1	1
OG0019546	7	7
OG0019547	2	2
OG0019548	2	2
OG0019549	4	4
OG0019550	4	3
OG0019551	2	1
OG0019552	3	3
OG0019553	2	2
OG0019554	1	1
OG0019555	2	2
OG0019556	3	3
OG0019557	7	6
OG0019558	4	1
OG0019559	3	3
OG0019560	9	8
OG0019561	5	2
OG0019562	1	1
OG0019563	4	4
OG0019564	2	2
OG0019565	3	3
OG0019566	3	0
OG0019567	5	2
OG0019568	2	2
OG0019569	1	1
OG0019570	3	2
OG0019571	4	4
OG0019572	3	2
OG0019573	3	3
OG0019574	2	2
OG0019575	5	5
OG0019576	2	2
OG0019577	13	13
OG0019578	5	2
OG0019579	12	12
OG0019580	16	16
OG0019581	16	16
OG0019582	10	8
OG0019583	15	15
OG0019584	13	13
OG0019585	14	14
OG0019586	15	15
OG0019587	15	15
OG0019588	13	13
OG0019589	15	15
OG0019590	15	15
OG0019591	16	16
OG0019592	15	15
OG0019593	16	16
OG0019594	15	15
OG0019595	15	15
OG0019596	16	16
OG0019597	16	16
OG0019598	16	16
OG0019599	16	16
OG0019600	16	16
OG0019601	14	14
OG0019602	15	15
OG0019603	2	2
OG0019604	2	2
OG0019605	10	10
OG0019606	2	2
OG0019607	3	3
OG0019608	0	0
OG0019609	7	5
OG0019610	0	0
OG0019611	1	1
OG0019612	0	0
OG0019613	1	1
OG0019614	5	4
OG0019615	0	0
OG0019616	0	0
OG0019617	6	4
OG0019618	2	2
OG0019619	0	0
OG0019620	3	3
OG0019621	0	0
OG0019622	4	2
OG0019623	2	2
OG0019624	4	1
OG0019625	1	1
OG0019626	0	0
OG0019627	1	1
OG0019628	2	2
OG0019629	12	12
OG0019630	2	2
OG0019631	4	4
OG0019632	6	5
OG0019633	1	1
OG0019634	0	0
OG0019635	1	1
OG0019636	0	0
OG0019637	1	1
OG0019638	1	1
OG0019639	1	1
OG0019640	2	2
OG0019641	1	1
OG0019642	2	2
OG0019643	7	4
OG0019644	3	1
OG0019645	8	8
OG0019646	2	1
OG0019647	3	3
OG0019648	2	0
OG0019649	5	4
OG0019650	2	2
OG0019651	0	0
OG0019652	2	2
OG0019653	1	1
OG0019654	1	1
OG0019655	1	0
OG0019656	7	7
OG0019657	3	3
OG0019658	4	4
OG0019659	1	1
OG0019660	0	0
OG0019661	4	4
OG0019662	1	1
OG0019663	4	4
OG0019664	1	1
OG0019665	15	15
OG0019666	5	5
OG0019667	7	7
OG0019668	2	2
OG0019669	1	1
OG0019670	2	2
OG0019671	2	1
OG0019672	2	2
OG0019673	2	2
OG0019674	0	0
OG0019675	1	1
OG0019676	1	1
OG0019677	1	1
OG0019678	1	1
OG0019679	2	1
OG0019680	3	3
OG0019681	4	2
OG0019682	1	1
OG0019683	2	2
OG0019684	3	3
OG0019685	13	13
OG0019686	3	3
OG0019687	2	2
OG0019688	2	2
OG0019689	2	2
OG0019690	1	1
OG0019691	2	2
OG0019692	3	3
OG0019693	3	3
OG0019694	3	2
OG0019695	1	1
OG0019696	2	2
OG0019697	2	2
OG0019698	1	1
OG0019699	9	8
OG0019700	2	2
OG0019701	1	1
OG0019702	2	2
OG0019703	2	2
OG0019704	1	1
OG0019705	14	14
OG0019706	4	3
OG0019707	2	2
OG0019708	0	0
OG0019709	3	3
OG0019710	1	1
OG0019711	1	1
OG0019712	2	2
OG0019713	1	1
OG0019714	0	0
OG0019715	7	6
OG0019716	2	2
OG0019717	0	0
OG0019718	1	1
OG0019719	3	3
OG0019720	2	2
OG0019721	7	7
OG0019722	3	3
OG0019723	4	2
OG0019724	1	0
OG0019725	5	3
OG0019726	1	0
OG0019727	2	2
OG0019728	13	13
OG0019729	0	0
OG0019730	2	1
OG0019731	5	5
OG0019732	9	9
OG0019733	2	2
OG0019734	10	10
OG0019735	2	2
OG0019736	5	4
OG0019737	2	2
OG0019738	0	0
OG0019739	2	2
OG0019740	1	1
OG0019741	3	3
OG0019742	2	2
OG0019743	4	4
OG0019744	1	1
OG0019745	2	2
OG0019746	5	5
OG0019747	3	3
OG0019748	2	2
OG0019749	2	2
OG0019750	2	2
OG0019751	3	2
OG0019752	2	2
OG0019753	9	9
OG0019754	2	2
OG0019755	3	3
OG0019756	4	4
OG0019757	6	6
OG0019758	1	1
OG0019759	11	11
OG0019760	2	2
OG0019761	2	2
OG0019762	2	2
OG0019763	3	3
OG0019764	1	1
OG0019765	1	1
OG0019766	2	2
OG0019767	5	5
OG0019768	2	1
OG0019769	1	1
OG0019770	2	2
OG0019771	4	3
OG0019772	2	2
OG0019773	2	1
OG0019774	1	1
OG0019775	2	2
OG0019776	0	0
OG0019777	1	1
OG0019778	4	4
OG0019779	0	0
OG0019780	1	1
OG0019781	8	7
OG0019782	2	2
OG0019783	4	4
OG0019784	2	2
OG0019785	1	1
OG0019786	4	4
OG0019787	6	5
OG0019788	9	3
OG0019789	5	4
OG0019790	1	1
OG0019791	2	2
OG0019792	2	2
OG0019793	2	2
OG0019794	3	3
OG0019795	2	2
OG0019796	4	4
OG0019797	12	12
OG0019798	15	15
OG0019799	15	15
OG0019800	15	15
OG0019801	4	3
OG0019802	15	15
OG0019803	15	15
OG0019804	15	15
OG0019805	9	7
OG0019806	8	6
OG0019807	7	6
OG0019808	7	7
OG0019809	15	15
OG0019810	11	10
OG0019811	13	13
OG0019812	15	15
OG0019813	15	15
OG0019814	13	13
OG0019815	15	15
OG0019816	14	14
OG0019817	13	13
OG0019818	15	15
OG0019819	15	15
OG0019820	14	14
OG0019821	15	15
OG0019822	15	15
OG0019823	15	15
OG0019824	15	15
OG0019825	15	15
OG0019826	15	15
OG0019827	15	15
OG0019828	15	15
OG0019829	15	15
OG0019830	15	15
OG0019831	2	2
OG0019832	2	2
OG0019833	5	5
OG0019834	2	2
OG0019835	5	4
OG0019836	4	4
OG0019837	2	1
OG0019838	3	1
OG0019839	2	2
OG0019840	1	1
OG0019841	0	0
OG0019842	1	1
OG0019843	1	1
OG0019844	0	0
OG0019845	0	0
OG0019846	4	3
OG0019847	1	1
OG0019848	2	2
OG0019849	1	0
OG0019850	1	1
OG0019851	2	2
OG0019852	1	1
OG0019853	2	2
OG0019854	1	1
OG0019855	3	2
OG0019856	4	2
OG0019857	4	4
OG0019858	3	3
OG0019859	4	3
OG0019860	6	6
OG0019861	1	1
OG0019862	5	1
OG0019863	2	2
OG0019864	2	2
OG0019865	1	1
OG0019866	7	5
OG0019867	4	3
OG0019868	7	6
OG0019869	4	0
OG0019870	2	2
OG0019871	0	0
OG0019872	1	0
OG0019873	3	3
OG0019874	3	1
OG0019875	0	0
OG0019876	2	2
OG0019877	7	7
OG0019878	3	3
OG0019879	5	4
OG0019880	2	1
OG0019881	1	1
OG0019882	0	0
OG0019883	4	3
OG0019884	0	0
OG0019885	3	3
OG0019886	1	1
OG0019887	2	1
OG0019888	0	0
OG0019889	1	0
OG0019890	4	2
OG0019891	0	0
OG0019892	2	2
OG0019893	2	2
OG0019894	3	2
OG0019895	2	1
OG0019896	4	3
OG0019897	1	1
OG0019898	3	2
OG0019899	1	1
OG0019900	2	2
OG0019901	4	3
OG0019902	5	4
OG0019903	3	3
OG0019904	0	0
OG0019905	2	0
OG0019906	1	1
OG0019907	1	1
OG0019908	3	3
OG0019909	3	3
OG0019910	2	1
OG0019911	2	2
OG0019912	5	3
OG0019913	1	1
OG0019914	3	2
OG0019915	2	1
OG0019916	2	0
OG0019917	2	2
OG0019918	3	1
OG0019919	0	0
OG0019920	8	7
OG0019921	11	11
OG0019922	2	2
OG0019923	2	2
OG0019924	4	3
OG0019925	8	6
OG0019926	2	2
OG0019927	0	0
OG0019928	3	2
OG0019929	1	1
OG0019930	1	0
OG0019931	3	2
OG0019932	3	2
OG0019933	6	5
OG0019934	3	3
OG0019935	6	6
OG0019936	4	4
OG0019937	4	4
OG0019938	3	2
OG0019939	4	1
OG0019940	2	2
OG0019941	6	6
OG0019942	2	2
OG0019943	1	0
OG0019944	2	2
OG0019945	2	2
OG0019946	4	2
OG0019947	3	2
OG0019948	9	9
OG0019949	3	3
OG0019950	0	0
OG0019951	2	2
OG0019952	2	2
OG0019953	6	6
OG0019954	8	5
OG0019955	7	7
OG0019956	3	3
OG0019957	6	4
OG0019958	1	1
OG0019959	2	2
OG0019960	4	4
OG0019961	3	3
OG0019962	2	2
OG0019963	3	3
OG0019964	4	0
OG0019965	4	2
OG0019966	2	2
OG0019967	4	4
OG0019968	3	1
OG0019969	2	2
OG0019970	0	0
OG0019971	1	1
OG0019972	5	3
OG0019973	0	0
OG0019974	4	4
OG0019975	4	4
OG0019976	6	3
OG0019977	1	1
OG0019978	3	3
OG0019979	1	1
OG0019980	1	1
OG0019981	1	1
OG0019982	1	1
OG0019983	3	1
OG0019984	2	2
OG0019985	2	2
OG0019986	0	0
OG0019987	4	3
OG0019988	2	2
OG0019989	3	3
OG0019990	8	7
OG0019991	3	3
OG0019992	2	2
OG0019993	1	1
OG0019994	2	2
OG0019995	3	3
OG0019996	0	0
OG0019997	2	2
OG0019998	3	2
OG0019999	4	1
OG0020000	11	11
OG0020001	3	3
OG0020002	11	11
OG0020003	3	3
OG0020004	4	3
OG0020005	9	9
OG0020006	6	5
OG0020007	2	2
OG0020008	3	2
OG0020009	8	8
OG0020010	13	13
OG0020011	14	14
OG0020012	9	8
OG0020013	14	14
OG0020014	14	14
OG0020015	11	11
OG0020016	7	7
OG0020017	14	14
OG0020018	3	3
OG0020019	12	12
OG0020020	10	10
OG0020021	10	10
OG0020022	11	11
OG0020023	7	1
OG0020024	9	8
OG0020025	6	4
OG0020026	13	13
OG0020027	14	14
OG0020028	14	14
OG0020029	14	14
OG0020030	14	14
OG0020031	14	14
OG0020032	14	14
OG0020033	14	14
OG0020034	9	7
OG0020035	14	14
OG0020036	14	14
OG0020037	14	14
OG0020038	11	9
OG0020039	14	14
OG0020040	14	14
OG0020041	14	14
OG0020042	14	14
OG0020043	14	14
OG0020044	14	14
OG0020045	14	14
OG0020046	10	10
OG0020047	1	1
OG0020048	5	4
OG0020049	1	1
OG0020050	2	2
OG0020051	8	6
OG0020052	2	1
OG0020053	4	3
OG0020054	2	2
OG0020055	3	2
OG0020056	4	3
OG0020057	4	4
OG0020058	0	0
OG0020059	3	3
OG0020060	3	3
OG0020061	3	3
OG0020062	4	4
OG0020063	1	1
OG0020064	2	2
OG0020065	2	1
OG0020066	0	0
OG0020067	1	0
OG0020068	1	1
OG0020069	5	4
OG0020070	13	13
OG0020071	3	2
OG0020072	6	4
OG0020073	3	3
OG0020074	1	1
OG0020075	2	2
OG0020076	4	3
OG0020077	2	2
OG0020078	2	2
OG0020079	1	1
OG0020080	1	1
OG0020081	1	0
OG0020082	1	1
OG0020083	3	3
OG0020084	5	3
OG0020085	3	3
OG0020086	2	2
OG0020087	3	3
OG0020088	1	1
OG0020089	1	1
OG0020090	2	2
OG0020091	3	2
OG0020092	3	2
OG0020093	7	7
OG0020094	2	1
OG0020095	0	0
OG0020096	2	2
OG0020097	2	1
OG0020098	3	3
OG0020099	6	6
OG0020100	3	1
OG0020101	4	2
OG0020102	2	2
OG0020103	1	1
OG0020104	4	2
OG0020105	1	1
OG0020106	0	0
OG0020107	3	1
OG0020108	1	1
OG0020109	3	3
OG0020110	6	3
OG0020111	3	1
OG0020112	13	13
OG0020113	5	4
OG0020114	2	2
OG0020115	2	2
OG0020116	7	3
OG0020117	7	7
OG0020118	1	1
OG0020119	2	1
OG0020120	6	5
OG0020121	5	3
OG0020122	2	2
OG0020123	2	2
OG0020124	8	8
OG0020125	8	7
OG0020126	2	2
OG0020127	2	2
OG0020128	1	1
OG0020129	11	11
OG0020130	3	2
OG0020131	6	4
OG0020132	5	3
OG0020133	3	2
OG0020134	1	1
OG0020135	1	0
OG0020136	12	12
OG0020137	1	1
OG0020138	4	2
OG0020139	2	2
OG0020140	2	2
OG0020141	3	3
OG0020142	0	0
OG0020143	3	3
OG0020144	3	3
OG0020145	1	1
OG0020146	5	5
OG0020147	7	6
OG0020148	8	8
OG0020149	1	1
OG0020150	2	2
OG0020151	0	0
OG0020152	11	11
OG0020153	3	3
OG0020154	2	2
OG0020155	6	2
OG0020156	3	3
OG0020157	2	2
OG0020158	2	2
OG0020159	8	8
OG0020160	5	3
OG0020161	3	2
OG0020162	2	2
OG0020163	1	0
OG0020164	0	0
OG0020165	2	2
OG0020166	6	6
OG0020167	1	1
OG0020168	3	2
OG0020169	2	2
OG0020170	2	2
OG0020171	2	2
OG0020172	5	4
OG0020173	5	2
OG0020174	3	3
OG0020175	6	6
OG0020176	6	6
OG0020177	6	4
OG0020178	1	1
OG0020179	2	2
OG0020180	3	2
OG0020181	0	0
OG0020182	5	5
OG0020183	5	2
OG0020184	6	6
OG0020185	5	1
OG0020186	6	3
OG0020187	12	12
OG0020188	12	12
OG0020189	6	5
OG0020190	4	3
OG0020191	7	5
OG0020192	5	4
OG0020193	8	3
OG0020194	2	2
OG0020195	6	6
OG0020196	13	13
OG0020197	13	13
OG0020198	13	13
OG0020199	2	2
OG0020200	13	13
OG0020201	2	2
OG0020202	2	2
OG0020203	5	4
OG0020204	11	11
OG0020205	7	6
OG0020206	10	9
OG0020207	8	8
OG0020208	8	4
OG0020209	8	6
OG0020210	11	11
OG0020211	11	11
OG0020212	8	8
OG0020213	13	13
OG0020214	8	5
OG0020215	12	12
OG0020216	13	13
OG0020217	13	13
OG0020218	13	13
OG0020219	13	13
OG0020220	13	13
OG0020221	13	13
OG0020222	13	13
OG0020223	12	12
OG0020224	13	13
OG0020225	13	13
OG0020226	13	13
OG0020227	13	13
OG0020228	13	13
OG0020229	13	13
OG0020230	13	13
OG0020231	13	13
OG0020232	11	11
OG0020233	10	10
OG0020234	2	2
OG0020235	2	2
OG0020236	4	2
OG0020237	0	0
OG0020238	1	0
OG0020239	0	0
OG0020240	1	1
OG0020241	12	12
OG0020242	0	0
OG0020243	3	3
OG0020244	2	2
OG0020245	0	0
OG0020246	2	2
OG0020247	1	0
OG0020248	4	3
OG0020249	2	2
OG0020250	1	1
OG0020251	0	0
OG0020252	2	2
OG0020253	1	1
OG0020254	2	2
OG0020255	5	3
OG0020256	5	3
OG0020257	1	1
OG0020258	3	2
OG0020259	1	1
OG0020260	2	2
OG0020261	4	4
OG0020262	2	2
OG0020263	2	2
OG0020264	2	2
OG0020265	1	1
OG0020266	1	1
OG0020267	4	2
OG0020268	2	2
OG0020269	3	1
OG0020270	2	2
OG0020271	2	2
OG0020272	0	0
OG0020273	2	1
OG0020274	1	1
OG0020275	2	2
OG0020276	2	1
OG0020277	3	3
OG0020278	1	1
OG0020279	1	1
OG0020280	1	1
OG0020281	1	1
OG0020282	9	9
OG0020283	6	4
OG0020284	4	3
OG0020285	1	1
OG0020286	1	1
OG0020287	0	0
OG0020288	7	7
OG0020289	1	1
OG0020290	1	0
OG0020291	1	1
OG0020292	4	4
OG0020293	1	1
OG0020294	3	1
OG0020295	4	3
OG0020296	9	9
OG0020297	4	4
OG0020298	5	3
OG0020299	11	11
OG0020300	6	5
OG0020301	3	3
OG0020302	5	4
OG0020303	4	4
OG0020304	2	2
OG0020305	3	3
OG0020306	3	2
OG0020307	4	3
OG0020308	11	11
OG0020309	6	5
OG0020310	5	4
OG0020311	4	4
OG0020312	0	0
OG0020313	2	2
OG0020314	5	3
OG0020315	1	1
OG0020316	4	4
OG0020317	11	11
OG0020318	6	6
OG0020319	4	2
OG0020320	8	6
OG0020321	9	9
OG0020322	1	1
OG0020323	3	1
OG0020324	0	0
OG0020325	3	3
OG0020326	2	2
OG0020327	1	1
OG0020328	2	1
OG0020329	5	3
OG0020330	0	0
OG0020331	5	3
OG0020332	3	2
OG0020333	6	5
OG0020334	5	3
OG0020335	3	3
OG0020336	4	3
OG0020337	2	2
OG0020338	0	0
OG0020339	0	0
OG0020340	2	2
OG0020341	0	0
OG0020342	2	2
OG0020343	2	2
OG0020344	2	2
OG0020345	4	4
OG0020346	1	1
OG0020347	1	1
OG0020348	0	0
OG0020349	2	2
OG0020350	2	2
OG0020351	3	3
OG0020352	4	4
OG0020353	11	11
OG0020354	2	1
OG0020355	6	4
OG0020356	3	3
OG0020357	5	4
OG0020358	1	1
OG0020359	2	2
OG0020360	0	0
OG0020361	2	2
OG0020362	2	2
OG0020363	3	2
OG0020364	4	3
OG0020365	5	4
OG0020366	3	2
OG0020367	5	5
OG0020368	1	1
OG0020369	2	2
OG0020370	2	2
OG0020371	10	9
OG0020372	6	4
OG0020373	4	3
OG0020374	9	9
OG0020375	10	10
OG0020376	4	4
OG0020377	4	3
OG0020378	3	3
OG0020379	3	0
OG0020380	4	4
OG0020381	3	3
OG0020382	4	4
OG0020383	5	3
OG0020384	10	10
OG0020385	10	10
OG0020386	7	6
OG0020387	11	11
OG0020388	3	1
OG0020389	12	12
OG0020390	12	12
OG0020391	12	12
OG0020392	2	1
OG0020393	9	9
OG0020394	4	2
OG0020395	8	8
OG0020396	6	4
OG0020397	5	5
OG0020398	6	5
OG0020399	5	5
OG0020400	5	5
OG0020401	9	9
OG0020402	5	4
OG0020403	8	8
OG0020404	4	3
OG0020405	4	4
OG0020406	11	11
OG0020407	6	5
OG0020408	10	10
OG0020409	8	8
OG0020410	8	6
OG0020411	11	11
OG0020412	10	10
OG0020413	11	11
OG0020414	8	6
OG0020415	12	12
OG0020416	12	12
OG0020417	12	12
OG0020418	12	12
OG0020419	12	12
OG0020420	12	12
OG0020421	12	12
OG0020422	12	12
OG0020423	12	12
OG0020424	12	12
OG0020425	12	12
OG0020426	12	12
OG0020427	12	12
OG0020428	12	12
OG0020429	12	12
OG0020430	11	11
OG0020431	11	11
OG0020432	12	12
OG0020433	12	12
OG0020434	12	12
OG0020435	12	12
OG0020436	12	12
OG0020437	12	12
OG0020438	12	12
OG0020439	12	12
OG0020440	5	5
OG0020441	2	0
OG0020442	1	1
OG0020443	1	1
OG0020444	0	0
OG0020445	0	0
OG0020446	2	1
OG0020447	4	3
OG0020448	8	7
OG0020449	1	0
OG0020450	6	6
OG0020451	2	2
OG0020452	4	3
OG0020453	7	7
OG0020454	4	3
OG0020455	2	2
OG0020456	1	1
OG0020457	3	2
OG0020458	7	7
OG0020459	1	1
OG0020460	0	0
OG0020461	3	2
OG0020462	8	8
OG0020463	3	3
OG0020464	3	2
OG0020465	8	8
OG0020466	1	0
OG0020467	0	0
OG0020468	4	3
OG0020469	5	4
OG0020470	3	3
OG0020471	6	6
OG0020472	6	4
OG0020473	10	10
OG0020474	0	0
OG0020475	1	1
OG0020476	2	2
OG0020477	0	0
OG0020478	3	3
OG0020479	4	3
OG0020480	2	2
OG0020481	4	4
OG0020482	2	1
OG0020483	0	0
OG0020484	4	4
OG0020485	3	1
OG0020486	2	2
OG0020487	2	1
OG0020488	0	0
OG0020489	0	0
OG0020490	8	8
OG0020491	2	2
OG0020492	8	5
OG0020493	6	6
OG0020494	5	5
OG0020495	2	2
OG0020496	2	1
OG0020497	4	3
OG0020498	5	2
OG0020499	3	3
OG0020500	1	1
OG0020501	7	7
OG0020502	6	6
OG0020503	8	8
OG0020504	0	0
OG0020505	0	0
OG0020506	1	1
OG0020507	3	3
OG0020508	2	2
OG0020509	5	5
OG0020510	2	2
OG0020511	3	1
OG0020512	7	5
OG0020513	0	0
OG0020514	2	2
OG0020515	3	3
OG0020516	3	2
OG0020517	0	0
OG0020518	1	1
OG0020519	2	2
OG0020520	3	2
OG0020521	1	1
OG0020522	2	2
OG0020523	8	7
OG0020524	5	5
OG0020525	1	1
OG0020526	9	9
OG0020527	2	2
OG0020528	3	3
OG0020529	1	1
OG0020530	2	2
OG0020531	3	2
OG0020532	4	4
OG0020533	3	3
OG0020534	4	4
OG0020535	6	5
OG0020536	2	2
OG0020537	6	5
OG0020538	3	2
OG0020539	1	1
OG0020540	3	3
OG0020541	2	2
OG0020542	2	0
OG0020543	1	1
OG0020544	2	2
OG0020545	2	2
OG0020546	4	4
OG0020547	2	2
OG0020548	3	2
OG0020549	3	3
OG0020550	0	0
OG0020551	2	2
OG0020552	1	1
OG0020553	4	4
OG0020554	4	4
OG0020555	2	2
OG0020556	3	2
OG0020557	5	5
OG0020558	0	0
OG0020559	0	0
OG0020560	8	8
OG0020561	9	9
OG0020562	2	1
OG0020563	1	1
OG0020564	0	0
OG0020565	0	0
OG0020566	1	0
OG0020567	2	2
OG0020568	0	0
OG0020569	1	1
OG0020570	2	2
OG0020571	5	5
OG0020572	2	2
OG0020573	3	3
OG0020574	1	0
OG0020575	2	1
OG0020576	5	5
OG0020577	2	2
OG0020578	3	3
