Orthogroup	Odontarrhena_muralis	Arabidopsis_arenosa
OG0016979	Om008G321120	jg20025
OG0016980	Om008G322120	jg19940
OG0016981	Om008G322730	jg19865
OG0016982	Om008G323040, Om008G323050	jg19832
OG0016983	Om008G323990	jg19756
OG0016984	Om008G324120	jg19746
OG0016985	Om008G324300	jg19737
OG0016986	Om003G123690	jg15987
OG0016987	Om008G325350	jg19665
OG0016988	Om008G325560	jg19643
OG0016989	Om008G326080	jg19607
OG0016990	Om008G327660	jg19483
OG0016991	Om008G327850	jg19441
OG0016992	Om008G327980	jg19429
OG0016993	Om004G177050	jg3842
OG0016994	Om004G177040	jg3843
OG0016995	Om004G176960	jg3850
OG0016996	Om004G176780	jg3869
OG0016997	Om004G176740	jg3884
OG0016998	Om004G176710	jg3886
OG0016999	Om004G176680	jg3889
OG0017000	Om004G176410	jg3908
OG0017001	Om004G176380	jg3911
OG0017002	Om004G176080	jg3936
OG0017003	Om004G175870	jg3949
OG0017004	Om004G175910	jg3950
OG0017005	Om004G175730	jg3974
OG0017006	Om004G175240	jg4011
OG0017008	Om004G173390	jg4154
OG0017009	Om006G241170	jg5826
OG0017010	Om006G241930	jg5887
OG0017011	Om006G242070	jg5902
OG0017012	Om006G242010	jg5895
OG0017013	Om006G242760	jg5960
OG0017014	Om006G242920	jg5973
OG0017015	Om006G243740	jg6042
OG0017016	Om006G244130	jg6086
OG0017017	Om006G244270	jg6113
OG0017020	Om006G234630	jg23279
OG0017021	Om006G234010	jg23334
OG0017022	Om006G233850	jg23348
OG0017023	Om006G233540	jg23392
OG0017024	Om006G233440	jg23400
OG0017025	Om006G232550	jg23489
OG0017026	Om006G232370	jg23502
OG0017027	Om006G232290	jg23510
OG0017028	Om006G232130	jg23523
OG0017029	Om006G232120	jg23524
OG0017030	Om006G231680	jg23562
OG0017031	Om006G231600	jg23570
OG0017032	Om006G231430	jg23591
OG0017033	Om006G231270	jg23603
OG0017034	Om006G231180	jg23611
OG0017035	Om006G231020	jg23622
OG0017036	Om006G230980	jg23624
OG0017037	Om006G230480	jg23663
OG0017038	Om006G230250	jg23692
OG0017039	Om006G229920	jg23578
OG0017040	Om006G229730	jg23735
OG0017041	Om006G229390	jg3405
OG0017042	Om006G229130	jg23783
OG0017043	Om006G229060	jg23791
OG0017045	Om004G157470	jg8211
OG0017046	Om004G158210	jg8117
OG0017047	Om004G158480	jg8144
OG0017048	Om004G158500	jg8148
OG0017051	Om007G287360	jg31290
OG0017053	Om004G160010	jg7963
OG0017054	Om007G293010	jg20768
OG0017055	Om007G277700	jg20830
OG0017056	Om007G277780	jg20842
OG0017057	Om007G277790	jg20843
OG0017058	Om007G277930	jg20856
OG0017059	Om007G278980	jg18354
OG0017060	Om007G280000	jg18252
OG0017061	Om007G280040	jg18247
OG0017062	Om007G280370	jg18212
OG0017064	Om007G281170	jg18137
OG0017065	Om007G281410	jg18096
OG0017068	Om007G283100	jg17873
OG0017069	Om007G283320	jg17846
OG0017070	Om007G283400	jg17836
OG0017071	Om007G283660	jg17803
OG0017072	Om007G283940	jg17766
OG0017073	Om007G283980	jg17762
OG0017074	Om007G284350	jg17707
OG0017075	Om007G285070	jg17578
OG0017076	Om007G285250	jg17541
OG0017078	Om007G285520	jg17437
OG0017079	Om007G285530	jg17432
OG0017080	Om004G149450	jg17373
OG0017081	Om007G297680	jg17362
OG0017082	Om001G039460	jg17339
OG0017085	Om004G132250	jg17249
OG0017086	Om005G228250	jg12653
OG0017087	Om004G150840	jg17192
OG0017088	Om001G020670	jg9699
OG0017089	Om002G072620	jg9701
OG0017091	Om001G020200	jg9715
OG0017092	Om001G020190	jg9716
OG0017093	Om001G020070	jg9720
OG0017094	Om002G042480	jg23929
OG0017095	Om002G042500	jg23931
OG0017096	Om002G042390	jg23919
OG0017097	Om002G042320	jg23913
OG0017098	Om002G042110	jg23891
OG0017099	Om002G042010	jg23884
OG0017100	Om001G017790	jg9814
OG0017103	Om001G019080	jg9764
OG0017104	Om001G018730	jg9781
OG0017105	Om002G043410	jg24018
OG0017106	Om002G043500	jg24026
OG0017107	Om006G263580, Om002G044140	jg24101
OG0017108	Om002G044260	jg24111
OG0017109	Om002G044290	jg24114
OG0017110	Om002G044640	jg24150
OG0017111	Om002G044760	jg24164
OG0017112	Om002G044980	jg24187
OG0017113	Om002G045170	jg24211
OG0017114	Om002G045710	jg24263
OG0017115	Om002G046410	jg24344
OG0017116	Om002G046580	jg24363
OG0017117	Om002G046660	jg24373
OG0017118	Om002G047300	jg24424, jg24423
OG0017119	Om002G047590	jg24452
OG0017120	Om002G048150	jg24506
OG0017121	Om002G048160	jg24507
OG0017122	Om002G048300	jg24523
OG0017123	Om002G048400	jg24535
OG0017124	Om002G048420	jg24536
OG0017125	Om002G049080	jg24585
OG0017126	Om002G049130	jg24594
OG0017127	Om002G049200	jg24601
OG0017128	Om002G049530	jg24635
OG0017129	Om002G049660	jg24644
OG0017131	Om002G050120	jg24694
OG0017132	Om002G050330	jg24713
OG0017133	Om002G050470	jg24727
OG0017134	Om002G050810	jg24756
OG0017135	Om002G050840	jg24759
OG0017136	Om002G051290	jg24800
OG0017138	Om008G331250	jg19224
OG0017139	Om008G331710	jg19182
OG0017140	Om008G331740	jg19179
OG0017142	Om008G332370	jg19136
OG0017144	Om008G332850	jg19074
OG0017146	Om008G337610	jg18746
OG0017147	Om008G336670	jg18814
OG0017149	Om008G335530	jg18908
OG0017150	Om008G335140	jg18930
OG0017151	Om008G335080	jg18936
OG0017152	Om008G333760	jg19026
OG0017153	Om005G196030	jg30019
OG0017154	Om005G196250	jg30039
OG0017155	Om005G196860	jg30089
OG0017157	Om005G197540	jg30142
OG0017158	Om005G198180	jg30224
OG0017159	Om005G198240	jg30234
OG0017160	Om005G198350	jg30247
OG0017161	Om005G198980	jg30289
OG0017162	Om005G199960	jg30358
OG0017163	Om005G199640	jg30336
OG0017164	Om005G200150	jg30372
OG0017165	Om005G200270	jg30378
OG0017166	Om005G200320	jg30382
OG0017167	Om005G200490	jg30393
OG0017168	Om005G200980	jg30438
OG0017169	Om005G201460	jg30477
OG0017170	Om005G201540	jg30484
OG0017172	Om005G203090	jg30638
OG0017173	Om005G203770	jg30698
OG0017174	Om005G203980	jg30714
OG0017175	Om005G204070	jg30718
OG0017176	Om005G204120	jg30723
OG0017177	Om005G204210	jg30733
OG0017178	Om005G204790	jg30794
OG0017179	Om005G205070	jg30816
OG0017180	Om005G205140	jg30823
OG0017181	Om005G205240	jg31940
OG0017182	Om005G205160	jg30835
OG0017184	Om005G205640	jg30862
OG0017185	Om005G205710	jg30872
OG0017186	Om004G144540	jg30968
OG0017187	Om004G144600	jg30979
OG0017189	Om004G145500	jg31078
OG0017190	Om004G146700	jg31141
OG0017191	Om004G147270	jg31178
OG0017192	Om002G048440	jg31211
OG0017195	Om001G008950	jg31277
OG0017196	Om004G151270	jg10032
OG0017197	Om005G211840, Om008G328680, Om008G328690	jg19386
OG0017198	Om007G286220	jg9942
OG0017199	Om007G286600	jg9908
OG0017200	Om001G021440	jg9665
OG0017202	Om004G154510	jg17025, jg17026
OG0017204	Om006G239180	jg16922
OG0017206	Om004G152010	jg16797
OG0017208	Om004G154170	jg16691
OG0017209	Om004G154020	jg16680
OG0017210	Om004G153540	jg16633
OG0017211	Om004G153480	jg16621
OG0017212	Om004G155990	jg16571
OG0017213	Om004G156030	jg16566
OG0017214	Om004G156140	jg16553
OG0017215	Om004G156320	jg16524
OG0017216	Om004G156370	jg16521
OG0017217	Om005G195130	jg29950
OG0017218	Om005G194190	jg29888
OG0017219	Om005G193470	jg29826
OG0017220	Om005G193220	jg29804
OG0017221	Om005G192440	jg29748
OG0017222	Om005G192400	jg29745
OG0017223	Om005G192060	jg29702
OG0017224	Om005G190450	jg29585
OG0017225	Om005G190230	jg29561
OG0017226	Om005G189610	jg29491
OG0017227	Om005G189500	jg29483
OG0017228	Om005G189460	jg29479
OG0017229	Om005G188830	jg29415
OG0017230	Om005G188170	jg29356
OG0017231	Om005G188250	jg29363
OG0017232	Om005G187520	jg29307
OG0017233	Om005G187280	jg29283
OG0017234	Om005G216940	jg1413
OG0017235	Om005G187200	jg29277
OG0017237	Om005G187120	jg29270
OG0017238	Om004G169370	jg4538
OG0017239	Om005G186560	jg29216
OG0017240	Om005G184820	jg2037, jg29077
OG0017241	Om005G183870	jg28990
OG0017242	Om005G183700	jg28975
OG0017244	Om005G182980	jg28901
OG0017245	Om005G182760	jg28877
OG0017246	Om005G182220	jg28832
OG0017247	Om005G182190	jg28827
OG0017248	Om005G181500	jg28783
OG0017249	Om005G181760	jg28757
OG0017250	Om005G181140	jg28728
OG0017251	Om005G181080	jg28723
OG0017252	Om005G180550	jg28677
OG0017253	Om005G180650	jg28682
OG0017254	Om005G180700	jg28683
OG0017255	Om005G180770	jg28690
OG0017256	Om007G292970	jg28697
OG0017257	Om005G180230	jg28647
OG0017259	Om005G179150	jg28545
OG0017260	Om005G179110	jg28540
OG0017261	Om005G178130	jg28444
OG0017262	Om005G177920	jg28436
OG0017263	Om005G177660	jg28407
OG0017264	Om005G177590	jg28400
OG0017265	Om007G301130	jg5278
OG0017266	Om007G301220	jg5275
OG0017267	Om007G301240	jg5273
OG0017268	Om007G301310	jg5266
OG0017269	Om007G300480	jg5320
OG0017270	Om007G300470	jg5321
OG0017271	Om007G300450	jg5325
OG0017272	Om007G299970	jg5361
OG0017273	Om007G300120	jg5350
OG0017274	Om007G298710	jg5443
OG0017275	Om007G298310	jg5467
OG0017276	Om007G297860	jg5504
OG0017277	Om007G296730	jg5597
OG0017278	Om007G296690	jg5601
OG0017279	Om007G296520	jg5615
OG0017280	Om005G211170	jg2390
OG0017281	Om007G295010	jg5743
OG0017282	Om007G295110	jg5753
OG0017285	Om007G293580, Om003G097240	jg6661
OG0017286	Om007G293390	jg6714
OG0017287	Om007G303260	jg6808
OG0017288	Om007G303490	jg21604
OG0017289	Om007G303530	jg21582
OG0017291	Om007G308130	jg21370
OG0017292	Om009G364010	jg21396
OG0017293	Om004G161050	jg5178
OG0017294	Om004G161150	jg5174
OG0017295	Om004G169790	jg4505
OG0017296	Om006G274090	jg13125
OG0017297	Om003G089610	jg33795, jg33792
OG0017298	Om006G241550	jg21293
OG0017299	Om004G171810	jg4286
OG0017300	Om004G171840	jg4283
OG0017301	Om004G171870	jg4280
OG0017302	Om004G171980	jg4270
OG0017304	Om006G240270	jg6433
OG0017305	Om006G240340	jg6440
OG0017307	Om005G199460	jg30316
OG0017309	Om006G239390	jg6340
OG0017310	Om006G238960	jg6291
OG0017311	Om006G239030	jg6302
OG0017312	Om006G238900	jg6282
OG0017313	Om006G238680	jg6260
OG0017314	Om006G238630	jg6250
OG0017315	Om006G238620	jg6249
OG0017316	Om006G237630	jg6161
OG0017317	Om006G237580	jg6156
OG0017318	Om006G236850	jg23073
OG0017319	Om003G116520	jg22308
OG0017320	Om006G236570	jg23098
OG0017321	Om006G236200	jg23133
OG0017322	Om006G236110	jg23139
OG0017323	Om006G236040	jg23147
OG0017324	Om006G235970	jg23156
OG0017325	Om006G235780	jg23167
OG0017326	Om006G234730	jg23267
OG0017327	Om006G247580	jg22770
OG0017328	Om006G247640	jg22764
OG0017329	Om006G247680	jg22761
OG0017330	Om006G257420	jg15016
OG0017331	Om006G257840	jg14979, jg14981
OG0017332	Om006G258120	jg14964
OG0017333	Om006G258250	jg14950
OG0017334	Om006G258380	jg14933
OG0017335	Om006G259040	jg14887
OG0017336	Om006G259260	jg14869, jg14867
OG0017337	Om006G241110	jg5816
OG0017338	Om006G261170	jg14717
OG0017339	Om006G261290	jg14709
OG0017340	Om006G262300	jg14667
OG0017342	Om006G263050	jg14630
OG0017343	Om006G263770	jg14591
OG0017344	Om006G263930	jg14582
OG0017346	Om006G266500	jg14492
OG0017347	Om006G266720	jg14466
OG0017348	Om006G267140	jg14435
OG0017349	Om003G103360	jg11369
OG0017351	Om006G268840	jg14157
OG0017352	Om006G269090	jg14159
OG0017354	Om006G268400	jg14008
OG0017355	Om002G050490	jg5878
OG0017356	Om005G211960	jg2320
OG0017357	Om005G212050	jg2314
OG0017358	Om004G160930	jg5187
OG0017359	Om005G211800	jg2346
OG0017360	Om005G211860	jg2329
OG0017361	Om005G210250	jg2461
OG0017362	Om005G209740	jg2496
OG0017363	Om005G209710	jg2500
OG0017364	Om005G178340	jg21614
OG0017365	Om005G209360	jg2531
OG0017366	Om005G209330	jg2534
OG0017368	Om005G207380	jg2677
OG0017370	Om005G207180	jg2689
OG0017371	Om005G206900	jg2715
OG0017372	Om005G206740	jg2727
OG0017373	Om005G206720	jg2729
OG0017374	Om005G206230	jg2781
OG0017375	Om004G134060	jg3471
OG0017376	Om004G134090	jg3465
OG0017377	Om004G134760	jg3417
OG0017378	Om004G134790	jg3414
OG0017379	Om004G134880	jg3404
OG0017380	Om004G135290	jg3368
OG0017381	Om004G135660	jg3336
OG0017382	Om004G135770	jg3325
OG0017383	Om004G135790	jg3322
OG0017384	Om004G136630	jg3281
OG0017385	Om004G137080	jg3244
OG0017386	Om004G137350	jg3236
OG0017387	Om005G201700	jg30499
OG0017388	Om004G138780	jg3151
OG0017389	Om004G139100	jg3116
OG0017390	Om004G139650	jg3087
OG0017391	Om006G241040	jg5800
OG0017392	Om004G140070	jg3058
OG0017393	Om007G285170	jg11909
OG0017394	Om004G140680	jg3016
OG0017395	Om004G140780	jg3009
OG0017396	Om004G141150	jg2981
OG0017397	Om004G141350	jg2973
OG0017399	Om004G141990	jg2940
OG0017400	Om004G142430	jg2890
OG0017401	Om004G133030	jg3534
OG0017402	Om004G132670	jg3560
OG0017403	Om004G132140	jg3599
OG0017404	Om004G131690	jg3637
OG0017405	Om004G131600	jg3642
OG0017406	Om004G131360	jg3661
OG0017407	Om004G131230	jg3671
OG0017408	Om004G131110	jg3679
OG0017409	Om004G130060	jg3756
OG0017410	Om004G129830	jg3770
OG0017411	Om004G129650	jg3784
OG0017412	Om004G129630	jg3786
OG0017413	Om004G129610	jg3788
OG0017414	Om002G056860	jg25256
OG0017415	Om002G057170	jg25287
OG0017416	Om002G057430	jg25809, jg25310
OG0017417	Om002G057840	jg25339
OG0017418	Om002G058060	jg25363
OG0017419	Om002G058180	jg25373
OG0017420	Om002G059570	jg25472
OG0017421	Om002G059580	jg25473
OG0017422	Om002G060210	jg25525
OG0017424	Om002G060340	jg25539
OG0017425	Om002G060670	jg14287, jg25571
OG0017426	Om002G061240	jg25608
OG0017427	Om002G062240	jg25680
OG0017428	Om002G062570, Om002G062580	jg25702
OG0017429	Om002G063150	jg25750
OG0017430	Om002G064620	jg25909, jg25907
OG0017431	Om002G065490	jg25975
OG0017433	Om002G066170	jg26035
OG0017434	Om002G066580	jg26060
OG0017435	Om002G067030	jg26108
OG0017437	Om002G067130	jg26117
OG0017438	Om002G067160	jg26120
OG0017439	Om002G067170	jg26121
OG0017440	Om002G069610	jg26349
OG0017441	Om002G069380	jg26319
OG0017442	Om002G069360	jg26318
OG0017443	Om002G069700	jg26359
OG0017444	Om002G069710	jg26360
OG0017445	Om002G070790	jg26476
OG0017446	Om003G112780	jg21829
OG0017447	Om002G071070	jg26510
OG0017448	Om002G071850	jg26571
OG0017449	Om002G072760	jg26634
OG0017450	Om002G074120	jg26760
OG0017451	Om002G074130	jg26761
OG0017452	Om002G074440	jg26807
OG0017453	Om002G074740	jg26829
OG0017454	Om004G150520	jg17157
OG0017455	Om002G076470	jg27034
OG0017456	Om002G078850	jg27270
OG0017457	Om008G327400	jg27389
OG0017459	Om002G077710	jg27139
OG0017460	Om002G079560	jg27409
OG0017461	Om002G080150	jg27446
OG0017462	Om002G082110	jg27646
OG0017464	Om002G083750	jg27844
OG0017465	Om002G084020	jg27868
OG0017467	Om002G084530	jg27916
OG0017468	Om002G085730	jg28007
OG0017469	Om002G086180	jg28062
OG0017470	Om002G087000	jg28127
OG0017471	Om002G087870	jg28220
OG0017472	Om002G088080	jg28248
OG0017473	Om002G088170	jg28255
OG0017474	Om001G022570	jg9598
OG0017475	Om002G088560	jg28306
OG0017476	Om008G324690	jg28302
OG0017477	Om002G088530	jg28297
OG0017478	Om002G088640	jg28321
OG0017479	Om002G088650	jg28323
OG0017480	Om003G089440	jg33816
OG0017481	Om003G089820	jg33767
OG0017482	Om003G090040	jg33747
OG0017483	Om003G090190	jg33720
OG0017485	Om003G090920	jg33675
OG0017486	Om003G090950	jg33672
OG0017487	Om003G090960	jg33671
OG0017488	Om003G091250	jg33655
OG0017489	Om003G091870	jg33621
OG0017490	Om003G092260	jg33595
OG0017491	Om003G093510	jg33514
OG0017492	Om003G093530	jg33512
OG0017493	Om003G094280	jg33453
OG0017494	Om003G094390	jg33445
OG0017495	Om003G096790	jg33199
OG0017496	Om003G096860	jg33195
OG0017497	Om003G097280	jg33164
OG0017498	Om003G097640	jg33125
OG0017499	Om003G098900	jg32981
OG0017500	Om003G099000	jg32973
OG0017501	Om003G099030	jg32971
OG0017502	Om003G099250	jg32946
OG0017503	Om003G099340	jg7855
OG0017504	Om003G099650	jg32910
OG0017505	Om003G100120	jg11023
OG0017506	Om003G100180	jg11027
OG0017507	Om003G100890	jg11108
OG0017508	Om003G101130	jg11128
OG0017509	Om003G101140, Om003G101200, Om003G101170	jg11129
OG0017510	Om007G291010	jg31590
OG0017511	Om008G340080	jg18552
OG0017512	Om008G340150	jg18546
OG0017513	Om006G256360	jg15125
OG0017515	Om006G255650	jg15194
OG0017516	Om006G255550	jg15202
OG0017517	Om006G255280	jg15223
OG0017518	Om006G255250	jg15226
OG0017519	Om006G254340	jg15305
OG0017520	Om006G254260	jg15312
OG0017521	Om006G254250	jg15313
OG0017522	Om006G254180	jg15320
OG0017524	Om006G253280	jg15377
OG0017526	Om006G253550	jg15367
OG0017527	Om006G252660	jg15431
OG0017528	Om006G252470	jg15442
OG0017529	Om006G252420	jg15446
OG0017530	Om006G252030	jg15473
OG0017532	Om006G251890	jg15486
OG0017533	Om006G251640	jg15514
OG0017534	Om006G251170	jg15554
OG0017535	Om006G251310	jg15537
OG0017536	Om006G250890	jg15577
OG0017537	Om006G250490	jg15606
OG0017538	Om003G119520	jg15629
OG0017539	Om003G120420	jg15743
OG0017540	Om003G120690	jg15763
OG0017541	Om003G122440	jg15892
OG0017542	Om003G122640	jg15909
OG0017543	Om003G123070	jg15942
OG0017544	Om003G124170	jg16032
OG0017545	Om003G124220	jg16035
OG0017547	Om006G256570	jg15111
OG0017549	Om003G125880	jg16138
OG0017550	Om003G127260	jg16245
OG0017551	Om003G127790	jg16290
OG0017552	Om003G128200	jg16330
OG0017553	Om003G128360	jg16340
OG0017554	Om003G129190	jg16430
OG0017555	Om003G129270	jg16439
OG0017556	Om003G125980	jg16149
OG0017557	Om003G089690	jg33783
OG0017558	Om003G093840	jg33484
OG0017559	Om003G094250, Om003G094230	jg33456
OG0017560	Om003G095900	jg33289
OG0017562	Om003G100840	jg11103
OG0017563	Om006G267300	jg14372
OG0017564	Om006G263850	jg14586
OG0017565	Om006G259680	jg14841
OG0017566	Om006G256130	jg15144
OG0017568	Om006G257150	jg15040
OG0017569	Om006G255220	jg15229
OG0017570	Om006G255170	jg15235
OG0017570	Om006G255180	jg15234
OG0017572	Om006G253340	jg15374
OG0017573	Om006G253300	jg15376
OG0017574	Om006G253230	jg15382
OG0017575	Om006G252200	jg15461
OG0017576	Om006G251630	jg15515
OG0017577	Om006G251020	jg15568
OG0017578	Om006G250620	jg15597
OG0017579	Om003G122300	jg15882
OG0017580	Om008G343250, Om003G128820	jg16374
OG0017581	Om006G229090	jg23788
OG0017584	Om005G206450	jg32918
OG0017587	Om008G351790	jg7557
OG0017588	Om008G339500, Om008G339490	jg18604
OG0017589	Om008G338080	jg18713
OG0017590	Om008G333960	jg19011
OG0017592	Om008G331160	jg19219
OG0017593	Om008G328600	jg19392
OG0017595	Om008G327640	jg19481, jg16994
OG0017596	Om008G327160	jg19501
OG0017597	Om008G326330	jg19581
OG0017599	Om004G132120	jg3601
OG0017600	Om004G134160, Om001G019790	jg3456
OG0017602	Om004G138770	jg3150
OG0017604	Om004G142020	jg2938
OG0017605	Om001G021970	jg9630
OG0017606	Om001G022070	jg9624
OG0017607	Om001G025520	jg9398
OG0017608	Om001G026650	jg9342
OG0017609	Om001G028160	jg9233
OG0017610	Om001G030730	jg9045
OG0017611	Om001G030630	jg9055
OG0017612	Om001G032970	jg8889
OG0017613	Om006G244700	jg32214
OG0017614	Om005G178050	jg28451
OG0017616	Om005G181020	jg28717
OG0017617	Om005G183080	jg28914
OG0017618	Om005G184300, Om003G100730	jg29028
OG0017619	Om005G184390	jg29041
OG0017620	Om005G186110	jg29180
OG0017621	Om005G186220	jg29190
OG0017622	Om005G190850	jg29609
OG0017623	Om005G194170	jg29886
OG0017624	Om005G194470	jg29910
OG0017625	Om005G196140	jg30029
OG0017627	Om005G201830	jg30505
OG0017628	Om005G204950	jg30807
OG0017629	Om005G205680	jg30867
OG0017630	Om005G206710	jg2730
OG0017632	Om005G208430	jg2595
OG0017633	Om005G200190, Om005G209290	jg2538
OG0017634	Om005G209810	jg2489
OG0017635	Om005G211040	jg2398
OG0017637	Om005G218070, Om011G365330	jg1348
OG0017638	Om005G221530	jg910
OG0017639	Om005G224820	jg676
OG0017641	Om005G227810	jg428
OG0017642	Om002G087910	jg28224
OG0017643	Om002G082450	jg27694
OG0017644	Om001G007420	jg10413
OG0017645	Om002G072130	jg26587
OG0017647	Om002G065680	jg25995
OG0017648	Om002G061200	jg25604
OG0017649	Om001G022060	jg7312, jg7314
OG0017650	Om002G056590	jg25231
OG0017651	Om002G054580	jg25073
OG0017652	Om002G052710	jg24922
OG0017653	Om002G051080	jg24779
OG0017654	Om002G048620	jg24545
OG0017655	Om003G105800	jg11879
OG0017656	Om002G046330	jg24338
OG0017657	Om002G042880	jg23969
OG0017658	Om004G174950	jg4028
OG0017659	Om004G170730	jg4368
OG0017660	Om001G018000	jg9861
OG0017661	Om004G170080	jg4449
OG0017662	Om004G169510, Om004G169530	jg4531
OG0017663	Om004G169440, Om006G246710	jg22839
OG0017664	Om004G169300	jg4544
OG0017665	Om004G156890	jg19497
OG0017666	Om004G157250	jg8225
OG0017667	Om018G373900, Om004G153190	jg16916
OG0017668	Om001G009190	jg10276
OG0017669	Om001G008660	jg10324
OG0017670	Om001G006890	jg10450
OG0017671	Om001G007070	jg10432
OG0017672	Om007G291090	jg31605
OG0017673	Om007G288820	jg31370
OG0017674	Om007G288110	jg31301
OG0017675	Om007G287810	jg32738
OG0017676	Om007G287470	jg32664
OG0017677	Om007G287290	jg32761
OG0017680	Om007G280660	jg15796
OG0017682	Om007G283390	jg17841
OG0017683	Om007G283560	jg17814
OG0017684	Om007G284760	jg17646
OG0017685	Om004G167270	jg4718
OG0017686	Om004G166110	jg4822
OG0017687	Om004G163370	jg5001
OG0017688	Om007G304220	jg22019, jg21528
OG0017689	Om007G316640	jg11154
OG0017690	Om007G316810	jg12640
OG0017691	Om007G318010	jg12745
OG0017692	Om006G273120	jg13230
OG0017693	Om003G118040	jg22430
OG0017694	Om006G246760	jg22835
OG0017695	Om006G246330	jg22869
OG0017696	Om006G244350	jg6122
OG0017700	Om006G234330	jg23306
OG0017701	Om006G232020	jg23534
OG0017703	Om005G186380	jg29202
OG0017704	Om004G144910, Om004G144930	jg31017
OG0017712	Om005G228100	jg25842
OG0017718	Om006G254220	jg14442, jg15315
OG0017719	Om006G255800, Om005G209030	jg15178
OG0017721	Om006G239430	jg6348
OG0017724	Om001G028050	jg9240
OG0017725	Om001G025710	jg9539
OG0017725	Om001G025700	jg11649
OG0017752	Om001G023280	jg9561
OG0017753	Om001G024700	jg9463
OG0017754	Om001G027450	jg9284
OG0017755	Om001G028500	jg9215
OG0017758	Om001G011930	jg33236
OG0017759	Om001G033370	jg8869
OG0017760	Om001G033900	jg8840
OG0017762	Om007G276990	jg31874, jg31877
OG0017763	Om007G276840	jg31892
OG0017764	Om007G276770	jg31903
OG0017765	Om007G276510	jg10907
OG0017769	Om005G220390	jg994
OG0017770	Om005G221170	jg928
OG0017771	Om005G223920	jg757
OG0017773	Om006G275430	jg12917
OG0017778	Om006G274280	jg13100
OG0017779	Om006G274190	jg13106
OG0017781	Om006G274010	jg13138
OG0017782	Om006G272250	jg13349
OG0017784	Om006G271350	jg13458
OG0017786	Om006G270900	jg13545
OG0017787	Om006G270530	jg13636
OG0017788	Om006G269390	jg13743
OG0017790	Om005G213780	jg13000
OG0017791	Om005G214430	jg2020
OG0017792	Om005G214800	jg1948
OG0017793	Om005G214810	jg1947
OG0017795	Om005G228360	jg398
OG0017797	Om002G052380	jg24900
OG0017798	Om001G021430	jg9666
OG0017799	Om002G055340	jg25130
OG0017802	Om003G111930	jg21756
OG0017803	Om003G112650	jg21826
OG0017804	Om001G030180	jg21984
OG0017806	Om001G002810	jg10713
OG0017807	Om003G115840	jg22199, jg22201
OG0017808	Om003G115490	jg22150
OG0017809	Om006G249650	jg22612
OG0017810	Om006G248680	jg22672
OG0017811	Om004G161580	jg5141
OG0017812	Om004G161950	jg5115
OG0017814	Om004G165750	jg4855
OG0017815	Om004G166150	jg4821
OG0017816	Om004G166920	jg4750
OG0017817	Om004G167370	jg4704
OG0017818	Om004G167450	jg4699
OG0017821	Om004G168730	jg4593
OG0017822	Om004G168750	jg4591
OG0017823	Om001G000630	jg10850
OG0017824	Om001G001050	jg10818
OG0017825	Om002G072110	jg26586
OG0017827	Om001G004140	jg10639
OG0017828	Om001G007050	jg10436
OG0017829	Om001G009220	jg10274
OG0017831	Om001G010810	jg10134
OG0017833	Om001G013600	jg32167
OG0017834	Om001G013630	jg32178
OG0017835	Om001G014690	jg32314
OG0017836	Om001G014820	jg32375
OG0017837	Om001G015370	jg32619
OG0017838	Om001G015600	jg32592
OG0017840	Om007G289110	jg31397
OG0017842	Om007G290500	jg31546
OG0017843	Om007G291130	jg31607
OG0017844	Om007G291230	jg31615
OG0017845	Om001G034780	jg8795
OG0017846	Om001G035010	jg8776, jg8780
OG0017847	Om001G037400	jg8623
OG0017850	Om001G038240	jg8585
OG0017851	Om001G038710	jg8556
OG0017852	Om001G039120	jg8531
OG0017853	Om002G044650	jg8498
OG0017854	Om001G040220	jg8420
OG0017857	Om007G314670	jg12378
OG0017858	Om007G315640	jg12533
OG0017859	Om008G339370	jg18613
OG0017861	Om008G343770	jg7226
OG0017862	Om008G329600	jg7182
OG0017863	Om008G340190	jg18540
OG0017864	Om005G218900, Om005G228170	jg18466
OG0017865	Om008G342350	jg21047
OG0017866	Om008G342660	jg21093
OG0017867	Om004G171360	jg21104
OG0017868	Om008G346420	jg7334
OG0017869	Om008G347120	jg7367
OG0017870	Om008G347430	jg7368
OG0017874	Om008G351430	jg7502
OG0017875	Om008G352710	jg7596
OG0017876	Om008G353470	jg7659
OG0017877	Om008G357570	jg20602
OG0017878	Om008G358470	jg20531
OG0017879	Om008G358850	jg20499
OG0017880	Om008G359920	jg20434
OG0017881	Om008G360960	jg20399
OG0017883	Om008G361690	jg20369
OG0017885	Om005G212750	jg20343
OG0017887	Om003G106010	jg11912
OG0017889	Om003G105240	jg11706
OG0017890	Om003G104800	jg11816
OG0017892	Om003G104590	jg11620
OG0017893	Om003G104300	jg11564
OG0017894	Om003G103890	jg11461
OG0017896	Om003G103510	jg11389
OG0017897	Om003G103500	jg11385
OG0017899	Om003G103190	jg11348
OG0017901	Om003G101360	jg11148
OG0017902	Om003G121970	jg15855
OG0017903	Om007G317060	jg12663
OG0017905	Om008G319950	jg20121
OG0017906	Om008G320230	jg20094
OG0017908	Om008G322150	jg19937
OG0017909	Om008G322260	jg19928, jg19918
OG0017910	Om008G323030	jg19833
OG0017911	Om008G323840	jg19774
OG0017912	Om008G325660	jg19634
