Orthogroup	Odontarrhena_muralis	Arabidopsis_arenosa
OG0003416	Om003G119650, Om002G043940	jg24081
OG0003417	Om002G047230	jg24418, jg6660
OG0003418	Om002G047340	jg24428, jg6652
OG0003419	Om002G048710	jg24553
OG0003419	Om007G295060	jg5749
OG0003420	Om008G330230, Om008G330210, Om003G117770, Om008G332600, Om008G330220, Om008G334330	jg19275
OG0003421	Om001G034660	jg2199
OG0003421	Om008G337200	jg18773
OG0003422	Om008G335790	jg18884
OG0003422	Om006G254550	jg15282
OG0003423	Om008G334960	jg18943, jg18946
OG0003424	Om006G253960	jg15358
OG0003425	Om005G196190	jg30034
OG0003426	Om005G198410	jg30252
OG0003427	Om005G203080	jg30637
OG0003427	Om002G052220	jg24888
OG0003428	Om005G203350	jg14039, jg14035
OG0003429	Om005G203370	jg30659
OG0003430	Om004G144790	jg30994
OG0003430	Om005G208330	jg2610
OG0003431	Om004G145330	jg31058
OG0003432	Om004G147260	jg31177
OG0003433	Om001G028530	jg9213
OG0003434	Om007G283260	jg16772, jg16771
OG0003435	Om004G154540, Om005G178210	jg28456
OG0003436	Om005G187670	jg29317
OG0003437	Om002G067280	jg21754
OG0003438	Om002G042870	jg23964
OG0003438	Om007G300500	jg5318
OG0003439	Om007G296980	jg5584
OG0003439	Om002G044990	jg24188
OG0003440	Om007G296410, Om005G202040	jg5627
OG0003441	Om006G235770	jg23168
OG0003442	Om006G234920	jg14612
OG0003443	Om006G238660	jg6257
OG0003444	Om008G334660, Om006G263360	jg14615, jg14614
OG0003445	Om006G244430	jg14251
OG0003446	Om005G206890	jg2716
OG0003447	Om004G142950	jg2851
OG0003448	Om004G131730, Om005G197260	jg30122
OG0003449	Om002G056670	jg25239
OG0003450	Om003G090530	jg33697
OG0003450	Om002G057740	jg25333
OG0003451	Om002G064430, Om004G145120	jg25879, jg25877
OG0003452	Om002G064840	jg25929
OG0003453	Om002G065060	jg25937, jg25938
OG0003454	Om002G081670	jg27573, jg27571, jg27572
OG0003455	Om001G032960	jg8890
OG0003456	Om003G093800	jg33487
OG0003457	Om006G252560	jg15435
OG0003457	Om008G332240	jg19131
OG0003458	Om003G125470	jg16108
OG0003459	Om003G090850	jg33680
OG0003459	Om002G058020	jg25357
OG0003460	Om001G040150	jg1440, jg1475
OG0003461	Om005G179810	jg1025
OG0003462	Om002G075060, Om005G189230, Om005G189220	jg29454
OG0003463	Om001G020840	jg30048
OG0003463	Om005G196400	jg30049
OG0003464	Om002G048040, Om002G048030, Om002G048020	jg24492
OG0003466	Om004G168240, Om004G168230	jg4628, jg4627
OG0003481	Om001G025000	jg9435
OG0003482	Om001G025990, Om002G086120	jg28053
OG0003483	Om007G287140	jg32789
OG0003483	Om001G027280	jg9292
OG0003484	Om001G029290	jg9153
OG0003485	Om006G233130, Om001G031050	jg9017
OG0003486	Om006G243690	jg6037
OG0003487	Om005G186770	jg29235
OG0003488	Om006G259530	jg1225, jg1224, jg1221, jg1223
OG0003489	Om005G220310	jg997
OG0003489	Om005G189160	jg29447
OG0003490	Om005G189910	jg29522
OG0003491	Om007G317200, Om007G317130	jg12668
OG0003492	Om008G355190	jg2007
OG0003493	Om002G052780, Om005G223250	jg24926
OG0003494	Om001G008370	jg21617, jg29928
OG0003495	Om003G112280	jg21788, jg21787
OG0003496	Om003G113990	jg21989
OG0003498	Om004G164200, Om004G164190	jg4950
OG0003499	Om004G166510	jg4781
OG0003500	Om006G233470	jg23398
OG0003501	Om004G166950	jg4748
OG0003501	Om002G067190	jg26123
OG0003502	Om001G007600	jg10396
OG0003503	Om001G010540	jg10141, jg7289
OG0003504	Om001G012680	jg32072
OG0003505	Om001G013700	jg32180, jg7221
OG0003506	Om008G339560	jg18602
OG0003506	Om007G291290	jg31620
OG0003507	Om007G291380	jg31630
OG0003508	Om002G084300	jg27895
OG0003509	Om001G035990	jg8705
OG0003510	Om003G116770	jg16785
OG0003510	Om001G037930	jg8608
OG0003511	Om001G027950	jg12282
OG0003512	Om008G341560	jg20972
OG0003513	Om002G074850, Om008G355200	jg7783
OG0003513	Om001G007010	jg10440
OG0003515	Om005G212720, Om005G212670, Om007G302820	jg20342, jg10901
OG0003517	Om003G105180	jg11676, jg11684
OG0003519	Om003G103990, Om007G303340	jg11496, jg11485
OG0003521	Om008G321730	jg19967
OG0003522	Om008G322600	jg19897
OG0003523	Om008G326770	jg19540
OG0003524	Om006G234080	jg14698, jg23330
OG0003525	Om006G231980	jg23538
OG0003526	Om006G260080	jg14824
OG0003527	Om002G062740	jg23673, jg7618, jg21470
OG0003528	Om007G281820	jg18061
OG0003529	Om003G116650	jg22318
OG0003530	Om007G299010	jg5424
OG0003531	Om007G294730	jg5790
OG0003532	Om002G049650	jg24643
OG0003533	Om008G331950	jg837
OG0003534	Om006G252550	jg15436, jg19129
OG0003535	Om008G336980	jg18789
OG0003536	Om005G198140	jg30227
OG0003537	Om004G140970	jg2996
OG0003537	Om005G199800	jg30347
OG0003538	Om005G200830	jg30421
OG0003539	Om004G143220	jg2829
OG0003539	Om005G205170	jg30825
OG0003540	Om004G143430	jg30881
OG0003540	Om005G207220	jg2687
OG0003541	Om005G207830	jg13574, jg2647
OG0003542	Om005G211430, Om005G188760	jg2355
OG0003544	Om008G332550	jg12145
OG0003545	Om004G154630	jg6457, jg6640, jg11701
OG0003546	Om007G279910	jg18260
OG0003546	Om005G182930	jg28896
OG0003547	Om007G297200	jg5564
OG0003548	Om007G295160	jg5739, jg5740
OG0003549	Om002G049290	jg24611, jg21579
OG0003551	Om006G239340	jg6335, jg6333
OG0003552	Om006G263550	jg14600
OG0003553	Om006G234740	jg23266
OG0003554	Om006G258300	jg14943
OG0003555	Om006G261680	jg14681
OG0003556	Om005G205540	jg30851
OG0003557	Om004G140730	jg3012
OG0003557	Om001G032370	jg8935
OG0003558	Om005G197730	jg30161, jg30172, jg30184
OG0003560	Om003G092350, Om003G092380	jg33593
OG0003561	Om002G059950, Om002G059930, Om002G059940	jg25501
OG0003562	Om002G063240, Om002G063230	jg25760
OG0003564	Om003G095480	jg33340
OG0003565	Om002G072730	jg26626
OG0003567	Om002G086060	jg28043, jg28044, jg28046
OG0003568	Om007G289470	jg20511
OG0003569	Om003G089520	jg8154, jg33801
OG0003570	Om006G258050, Om006G258060	jg27122
OG0003572	Om003G102520	jg11291
OG0003574	Om007G296550	jg5612
OG0003574	Om007G296560	jg5611
OG0003575	Om007G294800	jg5784
OG0003584	Om001G024470	jg9488
OG0003585	Om006G251650	jg15513
OG0003586	Om001G026260	jg9364, jg16851
OG0003587	Om003G116620, Om001G014890, Om005G206400	jg17167
OG0003588	Om004G173020	jg4185
OG0003589	Om001G032210	jg32624
OG0003589	Om001G032230	jg8943
OG0003590	Om002G083820	jg27851
OG0003591	Om005G188730	jg29399
OG0003592	Om005G222170	jg859, jg860
OG0003594	Om005G194540	jg29916
OG0003595	Om006G270500	jg13618
OG0003596	Om007G315110	jg12422
OG0003597	Om005G192210	jg29729
OG0003598	Om002G051510	jg24842, jg24824
OG0003599	Om002G054110	jg25034, jg25035, jg25033
OG0003600	Om002G054900	jg13075, jg25099
OG0003601	Om007G312910, Om007G307700	jg25189
OG0003603	Om001G021650	jg9652
OG0003604	Om001G020730	jg9697
OG0003604	Om003G115520	jg22152
OG0003605	Om003G127860	jg16976, jg16293
OG0003606	Om003G118180	jg22449
OG0003607	Om004G163040	jg5031
OG0003608	Om005G185670	jg21266, jg21250, jg21261, jg29140, jg21255
OG0003609	Om004G165790	jg4852
OG0003610	Om006G232760	jg4791, jg23469
OG0003611	Om001G002140	jg10757
OG0003612	Om001G002320	jg10749, jg26569
OG0003613	Om007G294430	jg6552, jg32867, jg32854
OG0003614	Om007G317030	jg31320
OG0003615	Om007G289150	jg18501
OG0003616	Om001G035230	jg8760
OG0003617	Om001G012940	jg32087
OG0003617	Om008G345980	jg7292
OG0003618	Om003G100680, Om006G254910	jg15259
OG0003619	Om002G053910, Om002G053930, Om002G053920	jg25021
OG0003620	Om008G356460	jg20678, jg20686
OG0003621	Om008G356730	jg20663
OG0003622	Om005G203660, Om008G360880	jg20405
OG0003624	Om008G362570	jg10888
OG0003625	Om001G033190, Om008G319540	jg20149, jg27772
OG0003626	Om003G127890	jg16296
OG0003627	Om008G321620, Om008G321610	jg19974
OG0003628	Om003G124690	jg19808
OG0003629	Om008G323580	jg19787
OG0003631	Om006G242710	jg5957
OG0003632	Om005G195050	jg32102
OG0003633	Om006G229960	jg14934
OG0003634	Om006G258330	jg14936
OG0003635	Om006G257360	jg15023
OG0003636	Om004G157990	jg28464
OG0003637	Om004G159900	jg28596
OG0003638	Om004G160360	jg28629, jg7859
OG0003639	Om001G030260	jg9086, jg17241
OG0003640	Om002G042580	jg23939
OG0003640	Om007G301210	jg5276
OG0003641	Om002G047080	jg24405
OG0003642	Om007G293950	jg6615
OG0003643	Om006G251690	jg15500
OG0003643	Om008G331030	jg19199
OG0003644	Om004G129730	jg3777
OG0003645	Om005G197560	jg30144, jg3597
OG0003647	Om005G201190	jg30452
OG0003648	Om005G204870	jg30803
OG0003649	Om005G211930	jg2324
OG0003650	Om003G121960	jg15854
OG0003651	Om005G192850	jg29777
OG0003652	Om005G183760	jg28982
OG0003652	Om005G183770	jg28983
OG0003653	Om005G219580, Om005G183070	jg28913, jg28912
OG0003654	Om005G183040	jg28906, jg28907
OG0003655	Om007G297620	jg5519
OG0003656	Om006G255510, Om006G255500	jg5559, jg32141
OG0003657	Om002G056410	jg25218
OG0003658	Om004G172620	jg4217
OG0003659	Om006G236430	jg23113
OG0003660	Om006G247730	jg22758, jg12119
OG0003661	Om006G257750	jg14985
OG0003662	Om006G266960	jg14460, jg22858
OG0003663	Om005G209120	jg2554
OG0003664	Om006G237330, Om006G237340	jg23031
OG0003665	Om002G069060, Om004G142710	jg30255
OG0003667	Om002G057060	jg25278
OG0003668	Om002G057900	jg25345, jg25515
OG0003669	Om003G091010	jg33665
OG0003669	Om002G058320	jg31487
OG0003670	Om002G058860, Om002G058850	jg25422, jg25421
OG0003671	Om002G060590	jg25566, jg25708
OG0003672	Om003G100190	jg11028
OG0003673	Om002G073850	jg26745, jg17213
OG0003674	Om002G075460	jg26915, jg21362
OG0003676	Om001G031360	jg27451, jg9003
OG0003678	Om001G004200, Om002G068540	jg26225
OG0003679	Om006G256160	jg15139
OG0003680	Om006G256000, Om006G255990	jg15153
OG0003681	Om006G254350	jg15303
OG0003681	Om008G335440	jg18909
OG0003682	Om006G250850	jg15579, jg15616
OG0003683	Om003G129290	jg15101
OG0003685	Om006G253190	jg15386
OG0003685	Om006G253180	jg15385
OG0003687	Om005G219730	jg1087
OG0003695	Om001G022540	jg9144, jg9601
OG0003696	Om001G025640	jg9394
OG0003697	Om001G032180	jg8948, jg14197
OG0003698	Om001G033480	jg8863
OG0003699	Om008G331900	jg12000, jg32135
OG0003700	Om007G275810	jg10991
OG0003701	Om001G008520	jg13014, jg13015
OG0003702	Om006G272200	jg13351, jg13355
OG0003704	Om005G224950	jg656, jg652, jg660, jg662
OG0003705	Om008G328960	jg19357
OG0003707	Om003G110270	jg21674
OG0003708	Om003G117660	jg22399
OG0003709	Om006G250330, Om001G006650	jg22548
OG0003710	Om004G161520	jg5146
OG0003711	Om008G344920, Om001G000370	jg10868
OG0003712	Om001G005800	jg10540
OG0003713	Om008G355870	jg20751
OG0003714	Om001G009000, Om008G335490	jg10296
OG0003715	Om008G351530	jg7509
OG0003716	Om003G119580, Om007G306940	jg32133, jg32129
OG0003718	Om005G188660	jg27518
OG0003719	Om004G175030, Om004G175100	jg4022
OG0003720	Om004G176050	jg12318, jg30507, jg12317, jg3938
OG0003721	Om008G351440	jg7503, jg7591, jg7504
OG0003722	Om002G074490	jg11574, jg26814
OG0003723	Om002G072390	jg26599
OG0003724	Om003G101320	jg11139
OG0003726	Om008G319450	jg6824, jg20155
OG0003727	Om008G321160	jg20017
OG0003728	Om008G324270	jg19742
OG0003729	Om008G324290	jg19738, jg19741
OG0003730	Om003G121310	jg15818
OG0003731	Om004G174640	jg4051, jg4092
OG0003732	Om006G246120	jg22883, jg22882
OG0003733	Om005G181270	jg28740
OG0003734	Om007G277900	jg20852
OG0003735	Om007G278170	jg20899, jg7193
OG0003736	Om007G278990	jg18353
OG0003737	Om007G278720	jg12221
OG0003738	Om007G280190	jg18232
OG0003738	Om005G183150	jg28924
OG0003740	Om005G183860	jg28989
OG0003741	Om007G284440	jg17692
OG0003742	Om007G285320	jg18328, jg17520
OG0003743	Om007G299730	jg5378
OG0003746	Om002G048700	jg24552, jg19885
OG0003747	Om002G049950	jg24675, jg24679
OG0003748	Om002G050620	jg24738
OG0003749	Om002G050870	jg24762
OG0003750	Om006G250920, Om006G251680	jg33642, jg15505
OG0003751	Om005G214130, Om005G178930	jg28527
OG0003752	Om005G198470, Om005G198460	jg30258
OG0003753	Om005G204490	jg30763
OG0003754	Om004G144780	jg30993
OG0003754	Om005G208310	jg2616
OG0003755	Om004G145570	jg31082, jg32197
OG0003756	Om002G070660	jg10043, jg10044
OG0003758	Om004G153800, Om001G039530	jg16669
OG0003759	Om005G195090, Om005G195240, Om005G195080	jg29960
OG0003760	Om005G187720	jg32982
OG0003762	Om005G203500	jg18398
OG0003763	Om005G181160	jg28730
OG0003764	Om005G178540	jg28494
OG0003764	Om004G158370	jg8134
OG0003765	Om007G299180	jg18792, jg5414
OG0003766	Om007G298970	jg5427
OG0003767	Om006G237940, Om005G192900	jg6192, jg5775
OG0003768	Om006G234830	jg23256
OG0003769	Om006G247910	jg22735
OG0003771	Om006G247480	jg22778
OG0003772	Om001G031540	jg8991, jg14162, jg14164, jg14163
OG0003773	Om005G209670	jg2504
OG0003774	Om005G209300	jg2537
OG0003775	Om004G133170, Om004G133180	jg3523
OG0003776	Om004G132640	jg3563
OG0003777	Om004G132320, Om004G132300, Om004G132330	jg3586, jg31942
OG0003778	Om002G067240, Om003G097300	jg26129
OG0003779	Om002G068230	jg26203
OG0003780	Om003G091430	jg33330
OG0003781	Om002G073190	jg5750, jg26682
OG0003782	Om002G076450	jg27033
OG0003784	Om003G090110	jg33740
OG0003786	Om003G095490	jg33339
OG0003787	Om003G097840	jg33103
OG0003788	Om006G253810	jg15340
OG0003789	Om006G252500	jg15439
OG0003790	Om006G250570, Om006G250580, Om006G250600	jg15598
OG0003791	Om008G328890	jg19372
OG0003792	Om003G120000	jg15683
OG0003794	Om003G093740, Om003G093720	jg32345, jg1940, jg33497, jg33498, jg32344, jg32350, jg32349, jg33499, jg32347
OG0003795	Om005G226060, Om005G226010	jg16685
OG0003798	Om005G202530	jg30581, jg30580
OG0003799	Om005G210420	jg2450
OG0003801	Om007G288040	jg23727
OG0003802	Om004G169260, Om006G235750	jg23170
OG0003803	Om003G103280, Om001G004370	jg10618, jg4330, jg4931
OG0003805	Om007G297940	jg21373
OG0003806	Om006G243970	jg6063, jg6064
OG0003807	Om007G280460, Om006G268090, Om006G237350	jg23029
OG0003808	Om005G198810, Om004G140580, Om008G347780	jg19445
OG0003823	Om001G022270	jg9612
OG0003824	Om001G028040	jg9241
OG0003827	Om001G032990	jg8887
OG0003828	Om007G291980, Om007G291990	jg31741
OG0003829	Om007G292290	jg18690, jg31788
OG0003830	Om005G216040, Om005G216010	jg1540, jg1541
OG0003831	Om005G188410	jg29372, jg1157, jg1159
OG0003832	Om006G275360	jg21726
OG0003833	Om007G281620	jg18084
OG0003834	Om005G228640	jg378
OG0003835	Om005G191910	jg29689
OG0003835	Om005G225410	jg605
OG0003836	Om004G175790	jg3943
OG0003837	Om004G166530, Om004G166580, Om004G166550, Om004G166520	jg4780
OG0003838	Om003G112480	jg21799, jg21797
OG0003839	Om003G115980	jg22223
OG0003840	Om003G117580	jg22391
OG0003842	Om004G162040, Om004G162050	jg5106
OG0003844	Om008G359700, Om001G002000	jg20449
OG0003846	Om001G010930	jg10126
OG0003847	Om001G010940	jg10125
OG0003848	Om001G012440	jg32035
OG0003849	Om001G012630	jg32068
OG0003850	Om002G087150, Om007G287870, Om007G287880	jg32743
OG0003851	Om007G290300	jg31526
OG0003852	Om001G035450	jg8745
OG0003853	Om001G038330	jg8578
OG0003854	Om007G314290	jg12240
OG0003855	Om001G015170	jg32643
OG0003856	Om001G015410	jg2288, jg32606
OG0003857	Om004G137470	jg14281
OG0003858	Om008G342960	jg21138, jg33155
OG0003859	Om008G351760	jg7554
OG0003862	Om008G359680	jg20451, jg10756
OG0003863	Om008G362810	jg20271
OG0003864	Om003G128480	jg16343, jg20187
OG0003865	Om008G320580	jg20068
OG0003866	Om008G322290, Om003G095280	jg19926, jg29151
OG0003867	Om004G176580, Om001G028170	jg3898
OG0003868	Om006G244640	jg23009
OG0003869	Om006G244870	jg22989, jg22990
OG0003870	Om006G244990, Om006G245000	jg22982
OG0003871	Om006G245420	jg22942, jg3189
OG0003872	Om004G157760	jg8178, jg8180
OG0003873	Om004G158810, Om002G046340	jg8079
OG0003874	Om004G160250	jg7849
OG0003876	Om007G280290	jg18221
OG0003878	Om002G048880	jg24569
OG0003879	Om002G049990	jg24680
OG0003880	Om007G313060, Om001G030540	jg33748, jg33775, jg33800
OG0003881	Om004G131240	jg3670
OG0003881	Om005G196920	jg30091
OG0003882	Om005G199830	jg30350
OG0003883	Om006G262990, Om005G187490	jg29302
OG0003884	Om005G209350	jg2532
OG0003884	Om004G145530	jg31081
OG0003885	Om007G285810	jg9981
OG0003886	Om001G027040	jg9305
OG0003888	Om008G321890	jg30876
OG0003889	Om005G186930	jg29252
OG0003890	Om007G280510, Om005G183430	jg18201
OG0003891	Om007G299240	jg5408
OG0003892	Om002G048820	jg24563, jg24561
OG0003893	Om002G045740	jg24266
OG0003893	Om007G296020	jg5669
OG0003894	Om004G135710	jg6654, jg32277
OG0003894	Om007G293660	jg6653
OG0003895	Om001G005780	jg16357
OG0003896	Om007G303660	jg21580
OG0003897	Om004G170910	jg4353
OG0003898	Om004G172190	jg4252
OG0003899	Om006G240470, Om006G240460	jg26913, jg6452
OG0003901	Om006G235320	jg23210
OG0003902	Om006G266310	jg14505
OG0003903	Om005G210670, Om001G039980	jg8463
OG0003904	Om004G135930	jg3315
OG0003905	Om004G136070	jg3305
OG0003907	Om004G136780	jg3248
OG0003908	Om004G132450	jg3574
OG0003909	Om004G131800, Om004G131790	jg3630
OG0003910	Om002G058980	jg25432
OG0003911	Om002G059510	jg25464
OG0003912	Om002G060530	jg25555
OG0003912	Om003G093470, Om003G093480	jg33516
OG0003914	Om002G061910	jg25655
OG0003916	Om002G067180	jg24862, jg26122
OG0003917	Om002G067890	jg26173
OG0003918	Om005G220450, Om002G068440, Om002G068420	jg26219, jg26218
OG0003919	Om002G069860	jg26377
OG0003920	Om002G071180	jg26519
OG0003921	Om002G087040	jg28131
OG0003921	Om004G174280	jg7180
OG0003922	Om003G092850	jg33552, jg2920, jg33551
OG0003923	Om003G100070	jg32849, jg32872, jg32871, jg32850
OG0003924	Om006G256830	jg15079
OG0003925	Om006G252230, Om006G252210	jg15460, jg15458
OG0003926	Om003G126100	jg16167
OG0003928	Om003G096620, Om003G106800, Om006G251040	jg24273
OG0003929	Om003G102010	jg29044
OG0003930	Om005G178280	jg30863
OG0003931	Om002G085250	jg12548, jg12612
OG0003931	Om005G198910	jg30286
OG0003933	Om002G067490	jg13786, jg13788
OG0003935	Om004G169180	jg4551
OG0003937	Om006G230690	jg23649
OG0003940	Om001G007330	jg21976
OG0003948	Om004G154260, Om001G025260	jg9424
OG0003949	Om001G026530	jg9346
OG0003950	Om007G277270	jg31838
OG0003951	Om007G275620	jg11012
OG0003952	Om006G231350	jg1448
OG0003953	Om005G221940	jg881
OG0003954	Om006G274850	jg13020
OG0003955	Om006G274350	jg13096
OG0003956	Om003G100100	jg20031, jg20030
OG0003958	Om007G314060	jg12205
OG0003958	Om005G213960	jg2058
OG0003959	Om008G329220	jg19340
OG0003960	Om004G172710	jg4208
OG0003961	Om002G054220	jg25039
OG0003961	Om004G171820	jg4285
OG0003962	Om002G054840	jg25093
OG0003963	Om008G350090	jg539
OG0003965	Om003G111660	jg21742
OG0003967	Om004G162540	jg5062
OG0003968	Om004G163460	jg4994
OG0003969	Om004G163730	jg4979
OG0003970	Om004G164930	jg4904
OG0003972	Om004G168510	jg24963, jg4607
OG0003973	Om008G362150	jg20330
OG0003974	Om006G255710	jg15185
OG0003974	Om001G002590	jg10733
OG0003975	Om001G006420, Om008G357460	jg10486
OG0003977	Om005G221960, Om011G366040, Om005G218550, Om006G255100	jg15242
OG0003979	Om007G277340, Om007G279740	jg32420
OG0003980	Om001G036340	jg8682
OG0003981	Om001G036540	jg8673
OG0003982	Om001G038230	jg8586
OG0003983	Om004G153920	jg16675
OG0003984	Om008G347510, Om008G347470	jg7371, jg7370, jg7373
OG0003985	Om008G354310	jg20755, jg7731
OG0003986	Om008G358610	jg20519
OG0003986	Om008G358600	jg20520
OG0003987	Om004G132750	jg26874
OG0003988	Om003G102760	jg11336
OG0003988	Om002G071960	jg26578
OG0003989	Om003G101330	jg11141
OG0003990	Om007G317920, Om008G324650	jg12729
OG0003991	Om003G127840	jg16292
OG0003991	Om008G320040	jg20113
OG0003992	Om008G320240	jg20092
OG0003993	Om005G208760, Om003G126410	jg32488, jg16188
OG0003994	Om005G208950	jg31049, jg2567
OG0003995	Om008G324010	jg19752
OG0003996	Om008G324570, Om008G324520	jg19725
OG0003997	Om004G176880	jg3858
OG0003998	Om004G176010	jg3966
OG0003999	Om002G053210	jg24971
OG0004000	Om006G245080	jg22977, jg14300
OG0004001	Om006G246270	jg22871
OG0004002	Om006G234120	jg23326
OG0004003	Om007G284600	jg17667
OG0004004	Om004G158200	jg8116
OG0004005	Om007G280650	jg18141
OG0004006	Om007G284560	jg17674
OG0004007	Om002G046530, Om008G340610	jg24357
OG0004008	Om002G047020	jg24401
OG0004009	Om003G099810	jg32891
OG0004010	Om002G050680	jg24746
OG0004011	Om008G330240	jg19274
OG0004012	Om008G331270	jg19226
OG0004013	Om006G251410	jg15534
OG0004014	Om001G005190, Om002G082800	jg1912, jg32449, jg32458
OG0004015	Om008G332330	jg19134
OG0004016	Om008G331980	jg19160
OG0004017	Om008G335840	jg18879
OG0004018	Om004G166200	jg4814
OG0004019	Om008G333370, Om008G333360	jg19050
OG0004021	Om008G333660	jg19033
OG0004022	Om008G344800, Om003G095430	jg17021
OG0004024	Om005G197300	jg30126
OG0004025	Om004G143610	jg30889
OG0004026	Om003G111400	jg21709
OG0004027	Om007G286130	jg9946, jg21814
OG0004028	Om007G286590	jg9909
OG0004029	Om003G115180	jg22102
OG0004030	Om004G153400, Om018G374060	jg16928
OG0004031	Om008G338060	jg18715, jg18716
OG0004032	Om004G156620	jg16496, jg16499
