Orthogroup	Odontarrhena_muralis	Cardamine_hirsuta
OG0015163	Om008G339140	CARHR129290
OG0015164	Om006G267360	CARHR154200
OG0015165	Om006G267330	CARHR154260
OG0015166	Om007G292670	CARHR031210
OG0015167	Om008G338560	CARHR129710
OG0015168	Om008G338620	CARHR129650
OG0015169	Om008G338640	CARHR129630
OG0015170	Om008G338860	CARHR129560
OG0015171	Om008G338910	CARHR129520
OG0015172	Om001G013400	CARHR033860
OG0015173	Om008G343500	CARHR260370
OG0015174	Om008G344400	CARHR259780
OG0015175	Om008G344440	CARHR259750
OG0015176	Om008G344450	CARHR259660
OG0015178	Om008G344750	CARHR259580
OG0015179	Om001G014620	CARHR034980
OG0015180	Om008G345380	CARHR259370
OG0015181	Om008G340290	CARHR128390
OG0015182	Om008G340450	CARHR128260
OG0015183	Om008G340470	CARHR128240
OG0015184	Om006G272560, Om008G340670	CARHR127980
OG0015185	Om008G340730	CARHR127920
OG0015186	Om008G340800	CARHR127760
OG0015187	Om008G340810	CARHR127750
OG0015188	Om008G340970	CARHR127620
OG0015190	Om008G352310	CARHR180720
OG0015192	Om008G341430	CARHR180800
OG0015194	Om008G341730	CARHR181120
OG0015195	Om008G341860	CARHR181260
OG0015196	Om008G342130	CARHR181720
OG0015197	Om008G342190	CARHR181660
OG0015198	Om008G342600	CARHR181870
OG0015199	Om008G342800	CARHR285100
OG0015200	Om006G241470	CARHR193030
OG0015201	Om007G277670	CARHR179670
OG0015202	Om008G343110	CARHR284960
OG0015203	Om008G343090	CARHR284920
OG0015205	Om008G347030	CARHR261210
OG0015206	Om001G028880	CARHR256650
OG0015207	Om008G347100	CARHR256640
OG0015208	Om008G347110	CARHR256620
OG0015209	Om008G347610	CARHR256310
OG0015210	Om008G347970	CARHR256180
OG0015211	Om008G349840	CARHR255960
OG0015212	Om008G349940	CARHR255870
OG0015213	Om008G350200	CARHR255800
OG0015214	Om008G350540	CARHR255690
OG0015215	Om008G350560	CARHR255670
OG0015216	Om008G350580	CARHR255650
OG0015217	Om008G350890	CARHR255510
OG0015218	Om008G350990	CARHR255400
OG0015219	Om008G351220	CARHR255350
OG0015220	Om008G351260	CARHR255320
OG0015221	Om008G351740	CARHR254800
OG0015222	Om008G351700	CARHR254790
OG0015223	Om008G352760	CARHR254430
OG0015225	Om008G352110	CARHR254130
OG0015226	Om007G312920	CARHR259290
OG0015227	Om001G009170	CARHR229440
OG0015230	Om008G353790	CARHR253150
OG0015231	Om008G353850	CARHR253090
OG0015232	Om008G353920	CARHR253040
OG0015233	Om008G353990	CARHR252930
OG0015234	Om008G354330	CARHR252740
OG0015236	Om008G355240	CARHR252340
OG0015237	Om008G356060	CARHR178650
OG0015238	Om008G356570	CARHR178260
OG0015239	Om008G356580	CARHR178230
OG0015240	Om008G356800	CARHR178160
OG0015241	Om008G358040	CARHR176840
OG0015242	Om008G358540	CARHR176410
OG0015243	Om008G358790	CARHR176220
OG0015244	Om008G358840	CARHR176170
OG0015245	Om008G358920	CARHR176120
OG0015246	Om004G140920	CARHR066620
OG0015247	Om008G359110	CARHR176010
OG0015248	Om008G359120	CARHR175990
OG0015249	Om003G090470	CARHR045120
OG0015250	Om008G359840	CARHR175490
OG0015251	Om008G359890	CARHR175480
OG0015252	Om008G360030	CARHR175370
OG0015253	Om005G189700	CARHR002750
OG0015254	Om002G086220	CARHR104130
OG0015255	Om008G361870	CARHR174430
OG0015256	Om003G106050	CARHR217310
OG0015257	Om003G106130	CARHR217620
OG0015258	Om008G362510	CARHR173950
OG0015259	Om008G362490	CARHR173970
OG0015260	Om003G106370	CARHR217050
OG0015261	Om002G076110	CARHR102420
OG0015262	Om004G173730	CARHR216840
OG0015263	Om002G076790	CARHR102920
OG0015264	Om003G105620	CARHR216780
OG0015265	Om003G105030	CARHR218170
OG0015266	Om002G075290	CARHR101710
OG0015267	Om004G170870	CARHR231580
OG0015268	Om005G190030	CARHR218370
OG0015269	Om002G074560	CARHR101170
OG0015270	Om003G104360	CARHR101160
OG0015271	Om003G104190	CARHR218820
OG0015272	Om003G103900	CARHR219230
OG0015273	Om003G103790	CARHR219440
OG0015274	Om003G103600	CARHR219940
OG0015275	Om003G103550	CARHR220030
OG0015276	Om003G103180	CARHR220500
OG0015277	Om003G102690	CARHR220670
OG0015278	Om003G102680	CARHR220680
OG0015279	Om002G071760	CARHR099080
OG0015280	Om003G102260	CARHR221440, CARHR221430
OG0015281	Om003G101560	CARHR222170
OG0015282	Om003G101430	CARHR097490
OG0015283	Om007G316230	CARHR262280
OG0015284	Om007G316410	CARHR262070
OG0015285	Om007G316770	CARHR261810
OG0015286	Om007G316780	CARHR261800
OG0015287	Om007G316990	CARHR261570
OG0015288	Om007G317510	CARHR213710
OG0015289	Om007G318130	CARHR212990
OG0015290	Om006G253710	CARHR103070
OG0015291	Om008G318710	CARHR143460
OG0015293	Om008G318800	CARHR143350
OG0015294	Om008G318840	CARHR143310
OG0015295	Om008G319000	CARHR143160
OG0015296	Om008G319020	CARHR143140
OG0015297	Om008G319030	CARHR143130
OG0015298	Om008G319200	CARHR143000
OG0015299	Om008G319210	CARHR142990
OG0015300	Om008G319270	CARHR142950
OG0015301	Om008G319290	CARHR142920
OG0015302	Om008G319340	CARHR142890
OG0015303	Om002G061160	CARHR090660
OG0015304	Om008G320010	CARHR142430
OG0015305	Om008G320200	CARHR142270
OG0015306	Om008G320220	CARHR142250
OG0015307	Om008G320490	CARHR142050
OG0015308	Om008G320550	CARHR141980
OG0015309	Om008G320700	CARHR141860
OG0015310	Om008G320830	CARHR141770
OG0015311	Om008G321000	CARHR141630
OG0015312	Om008G321300	CARHR141320
OG0015313	Om008G321490	CARHR141150
OG0015314	Om008G321850	CARHR140840
OG0015315	Om008G321860	CARHR140830
OG0015316	Om008G321880	CARHR140810
OG0015317	Om008G322240	CARHR140580
OG0015318	Om008G322340	CARHR140460
OG0015319	Om008G322360	CARHR140440
OG0015320	Om008G322480	CARHR140400
OG0015321	Om008G322510	CARHR140370
OG0015322	Om008G322680	CARHR140290
OG0015323	Om008G322700	CARHR140270
OG0015324	Om008G322830	CARHR140160
OG0015325	Om008G322890	CARHR140110
OG0015326	Om008G323070	CARHR139930
OG0015327	Om008G323590	CARHR139520
OG0015328	Om008G323960	CARHR139270
OG0015329	Om008G324110	CARHR139160
OG0015330	Om008G324810	CARHR138830
OG0015331	Om008G325030	CARHR138670
OG0015332	Om008G325170	CARHR138550
OG0015333	Om008G325200	CARHR138510
OG0015334	Om008G325470	CARHR138310
OG0015335	Om008G325690	CARHR138150
OG0015336	Om008G325870	CARHR138020
OG0015337	Om008G326020	CARHR137970
OG0015338	Om008G326100	CARHR137930
OG0015339	Om008G326210	CARHR137840
OG0015340	Om008G326220	CARHR137830
OG0015341	Om008G326310	CARHR137780
OG0015342	Om008G326380	CARHR137730
OG0015343	Om008G326660	CARHR137490
OG0015344	Om008G327220	CARHR137070
OG0015345	Om008G326910	CARHR137290
OG0015346	Om008G327880	CARHR136650
OG0015347	Om004G176820	CARHR211870
OG0015348	Om004G176810	CARHR211860
OG0015349	Om004G176480	CARHR211580, CARHR132710
OG0015350	Om004G176430	CARHR211540
OG0015351	Om004G176230	CARHR211400
OG0015352	Om004G176180	CARHR211360
OG0015353	Om004G176120	CARHR211320
OG0015354	Om004G175860	CARHR211180
OG0015355	Om004G175960	CARHR211120
OG0015356	Om004G175480	CARHR210730
OG0015357	Om004G175310	CARHR210640
OG0015358	Om004G174820	CARHR210260
OG0015359	Om004G174770	CARHR210240
OG0015360	Om004G174750	CARHR210220
OG0015361	Om004G174530	CARHR210060
OG0015362	Om005G198550	CARHR265950
OG0015363	Om004G174350	CARHR209920
OG0015364	Om004G174310	CARHR209870
OG0015365	Om004G173950	CARHR209640
OG0015366	Om004G166300	CARHR203490
OG0015367	Om004G173890	CARHR209600
OG0015368	Om004G173740	CARHR209460
OG0015369	Om004G173670	CARHR209400
OG0015370	Om004G173600	CARHR209340
OG0015371	Om004G173360	CARHR209180
OG0015372	Om004G173090	CARHR209000
OG0015373	Om004G173080	CARHR208990
OG0015374	Om006G241090	CARHR193580
OG0015375	Om006G241940	CARHR192600
OG0015376	Om006G241830	CARHR192710
OG0015377	Om006G242610	CARHR191990
OG0015378	Om006G242700	CARHR191940
OG0015379	Om001G021200	CARHR235400
OG0015380	Om006G242820	CARHR191850
OG0015381	Om006G242890	CARHR191810
OG0015382	Om006G243080	CARHR191660
OG0015383	Om006G243360	CARHR191480
OG0015384	Om006G243440	CARHR191410
OG0015385	Om006G243700	CARHR191250
OG0015386	Om006G243800	CARHR191120
OG0015387	Om006G243890	CARHR191060
OG0015388	Om006G244200	CARHR190840
OG0015389	Om006G244570	CARHR274420
OG0015390	Om006G244760	CARHR274260
OG0015391	Om006G244800	CARHR274230
OG0015392	Om002G068930	CARHR106120, CARHR122510
OG0015393	Om005G212550	CARHR059780
OG0015394	Om006G245400	CARHR273670
OG0015395	Om006G245670	CARHR273410
OG0015396	Om006G245730	CARHR273350
OG0015397	Om006G246250	CARHR285770
OG0015398	Om006G246770	CARHR285290
OG0015399	Om006G246160	CARHR285820
OG0015400	Om006G246560	CARHR285560
OG0015401	Om006G234590	CARHR276950
OG0015402	Om006G234390	CARHR277110
OG0015403	Om006G234350	CARHR277140
OG0015404	Om006G234290	CARHR277210
OG0015405	Om006G234280	CARHR277220
OG0015406	Om006G234260	CARHR277240
OG0015407	Om006G234220	CARHR277280
OG0015408	Om006G234210	CARHR277290
OG0015409	Om006G233990	CARHR277510
OG0015410	Om006G233630	CARHR277830
OG0015411	Om006G233600	CARHR277860
OG0015412	Om008G333870	CARHR133030
OG0015413	Om006G233260	CARHR278140
OG0015414	Om006G233170	CARHR278250
OG0015415	Om006G233150	CARHR278270
OG0015416	Om006G233120	CARHR278300
OG0015417	Om006G233030	CARHR278390
OG0015418	Om006G232980	CARHR278420
OG0015419	Om006G232900	CARHR278480
OG0015420	Om006G232820	CARHR278560
OG0015421	Om006G232750	CARHR278630
OG0015422	Om006G232530	CARHR278840
OG0015423	Om006G232460	CARHR278890
OG0015424	Om006G232110	CARHR279080
OG0015425	Om006G231970	CARHR279230
OG0015426	Om006G231790	CARHR279370, CARHR279380
OG0015427	Om006G231640	CARHR279500
OG0015429	Om006G231450	CARHR279670
OG0015430	Om006G231190	CARHR279890
OG0015431	Om006G231170	CARHR279910
OG0015432	Om006G231070	CARHR279980
OG0015433	Om006G230970	CARHR280050
OG0015434	Om006G230910	CARHR280110
OG0015435	Om006G230860	CARHR280160
OG0015436	Om006G230720	CARHR280280
OG0015437	Om006G230700	CARHR280290
OG0015438	Om006G230610	CARHR280340
OG0015439	Om006G230300	CARHR280600
OG0015440	Om006G270980	CARHR115980
OG0015441	Om006G230090	CARHR280810
OG0015442	Om006G230060	CARHR280840
OG0015443	Om006G229830	CARHR281050
OG0015444	Om006G229670	CARHR281200
OG0015445	Om006G229630	CARHR281220
OG0015446	Om006G229490	CARHR034750
OG0015447	Om006G229330	CARHR281410
OG0015448	Om006G229270	CARHR281480
OG0015449	Om006G229230	CARHR281530
OG0015450	Om006G229180	CARHR281580
OG0015451	Om006G229070	CARHR281710
OG0015452	Om006G228970	CARHR281820
OG0015453	Om004G157100	CARHR248110
OG0015454	Om004G157900	CARHR248920
OG0015455	Om004G157640	CARHR248610
OG0015456	Om004G157440	CARHR248420
OG0015458	Om004G158120	CARHR249070
OG0015459	Om004G158270	CARHR249210
OG0015460	Om004G158340	CARHR249300
OG0015461	Om004G158430	CARHR249400
OG0015462	Om004G158910	CARHR249970
OG0015463	Om004G136270	CARHR249790
OG0015464	Om004G159200	CARHR249690
OG0015465	Om004G159300	CARHR249600
OG0015466	Om004G159950	CARHR250790
OG0015467	Om004G160090	CARHR250900
OG0015468	Om004G160110	CARHR250920
OG0015469	Om004G160130	CARHR250940
OG0015470	Om006G232190	CARHR293790
OG0015471	Om004G160490	CARHR251280
OG0015472	Om007G293000	CARHR178990
OG0015473	Om007G292920	CARHR179080
OG0015474	Om007G292890	CARHR179110
OG0015475	Om007G292880	CARHR179120
OG0015476	Om007G277420	CARHR179260
OG0015477	Om007G277520	CARHR179450
OG0015478	Om007G277540	CARHR179500
OG0015479	Om007G277640	CARHR179610
OG0015480	Om007G277690	CARHR179680
OG0015481	Om007G277710	CARHR179700
OG0015482	Om007G278030	CARHR180180
OG0015483	Om007G279220	CARHR126040
OG0015484	Om007G278790	CARHR126860
OG0015485	Om007G279580	CARHR126480
OG0015486	Om007G279690	CARHR125890
OG0015487	Om007G279760	CARHR125850
OG0015488	Om007G279770	CARHR125820
OG0015489	Om007G279920	CARHR125650
OG0015490	Om007G280440	CARHR125090
OG0015491	Om007G280590	CARHR124960
OG0015492	Om007G280620	CARHR124940
OG0015493	Om007G281150	CARHR124370
OG0015494	Om007G281720	CARHR123640
OG0015495	Om007G281840	CARHR123490
OG0015496	Om007G282110	CARHR123210
OG0015497	Om007G282950	CARHR122350
OG0015498	Om007G283220	CARHR121950
OG0015499	Om007G283380	CARHR121770
OG0015500	Om007G283430	CARHR121650
OG0015501	Om007G283480	CARHR121580
OG0015502	Om007G283760	CARHR121250
OG0015503	Om007G283900	CARHR121080
OG0015504	Om007G283930	CARHR121000
OG0015505	Om007G283950	CARHR120970
OG0015506	Om007G283990	CARHR120860
OG0015507	Om007G284050	CARHR120810
OG0015508	Om007G284270	CARHR120540
OG0015509	Om007G285110	CARHR119390
OG0015510	Om007G285090	CARHR119420
OG0015511	Om007G285010	CARHR119530
OG0015512	Om007G284930	CARHR119700
OG0015514	Om007G284770	CARHR119970
OG0015515	Om007G285290	CARHR119040
OG0015516	Om007G285300	CARHR119030
OG0015517	Om007G285430	CARHR118790
OG0015518	Om007G285450	CARHR118750
OG0015519	Om007G285460	CARHR119010
OG0015520	Om007G285540	CARHR118490
OG0015521	Om006G234300	CARHR107570
OG0015522	Om001G028820	CARHR007470
OG0015523	Om004G157120	CARHR248130
OG0015524	Om005G199380	CARHR120050
OG0015525	Om004G149390	CARHR114530
OG0015526	Om004G151030	CARHR115230
OG0015528	Om002G062040	CARHR115100
OG0015529	Om004G150970	CARHR115020
OG0015530	Om002G059890	CARHR114940
OG0015531	Om004G150380	CARHR114820
OG0015532	Om003G125840	CARHR115320
OG0015533	Om004G150890	CARHR115440
OG0015534	Om001G020370	CARHR235100
OG0015535	Om002G042650	CARHR075440
OG0015536	Om002G042570	CARHR075360
OG0015537	Om002G042310	CARHR075110
OG0015538	Om002G042260	CARHR075070
OG0015539	Om007G288380	CARHR027590
OG0015540	Om002G042160	CARHR075000
OG0015541	Om002G042090	CARHR074970
OG0015542	Om002G042040	CARHR074920
OG0015543	Om002G042030	CARHR074900
OG0015544	Om002G042000	CARHR074870
OG0015545	Om004G177460	CARHR212330
OG0015546	Om004G177420	CARHR082860
OG0015547	Om004G177390	CARHR212300
OG0015548	Om004G177360	CARHR212270
OG0015549	Om004G177350	CARHR212260
OG0015550	Om004G177320	CARHR123610
OG0015551	Om004G177310	CARHR212240
OG0015552	Om004G177220	CARHR212190
OG0015553	Om004G177170	CARHR212170
OG0015554	Om004G177150	CARHR212160
OG0015555	Om002G065070	CARHR234140
OG0015556	Om006G233940	CARHR234410
OG0015557	Om002G043010	CARHR075830
OG0015558	Om002G043060	CARHR075880
OG0015559	Om002G043390	CARHR076070
OG0015560	Om002G043400	CARHR076080
OG0015561	Om002G043420	CARHR076100
OG0015562	Om002G043470	CARHR076150
OG0015563	Om002G043600	CARHR076250
OG0015564	Om002G043610	CARHR076260
OG0015565	Om002G043750	CARHR076420
OG0015566	Om002G043980, Om006G272850	CARHR076650
OG0015567	Om002G044020	CARHR076690
OG0015568	Om002G044040	CARHR076710
OG0015569	Om002G044180	CARHR076830
OG0015570	Om002G044310	CARHR076950
OG0015571	Om002G044430	CARHR077020
OG0015572	Om002G044440	CARHR077030
OG0015573	Om002G044710	CARHR077290
OG0015574	Om002G045050	CARHR077530
OG0015575	Om002G045230	CARHR077730
OG0015576	Om002G045300	CARHR077800
OG0015577	Om002G045510	CARHR078000
OG0015578	Om002G045860	CARHR078270
OG0015579	Om002G045940	CARHR078410
OG0015580	Om002G046220	CARHR078530
OG0015581	Om002G046560	CARHR078990
OG0015582	Om002G046630	CARHR079070
OG0015583	Om002G047140	CARHR079470
OG0015584	Om002G047330	CARHR079610
OG0015585	Om002G047620	CARHR079900
OG0015586	Om002G047530	CARHR079750
OG0015587	Om002G047820	CARHR080070
OG0015588	Om002G047830	CARHR080080
OG0015589	Om002G048000	CARHR080170
OG0015590	Om002G048080	CARHR080230
OG0015591	Om003G124750	CARHR170500
OG0015592	Om002G048960	CARHR080900
OG0015593	Om002G049020	CARHR080960
OG0015594	Om002G049520	CARHR081450
OG0015595	Om002G049670	CARHR081560
OG0015596	Om002G056470, Om001G039140	CARHR087200
OG0015597	Om002G049740	CARHR081620
OG0015598	Om002G049770	CARHR081650
OG0015599	Om002G049840	CARHR081730
OG0015600	Om002G049860	CARHR081750
OG0015601	Om002G050020	CARHR081960
OG0015602	Om002G050050	CARHR081990
OG0015603	Om002G050210	CARHR082130
OG0015604	Om002G050300	CARHR082230
OG0015605	Om002G050420	CARHR082340
OG0015606	Om002G050450	CARHR082380
OG0015607	Om002G050480	CARHR082410
OG0015608	Om002G050580	CARHR082490
OG0015609	Om002G050650	CARHR082580
OG0015610	Om002G050660	CARHR082600
OG0015611	Om002G050830	CARHR082760
OG0015612	Om002G051410	CARHR083310
OG0015613	Om002G051450	CARHR083330
OG0015614	Om008G330160	CARHR135350
OG0015615	Om008G330190	CARHR135330
OG0015616	Om008G330600	CARHR135080
OG0015617	Om008G331280	CARHR134870
OG0015618	Om008G331240	CARHR134830
OG0015619	Om008G331640	CARHR134510
OG0015620	Om008G331670	CARHR134490
OG0015621	Om008G332340	CARHR133940
OG0015622	Om008G331970	CARHR134280
OG0015623	Om008G332520	CARHR133850
OG0015624	Om008G332610	CARHR133800
OG0015625	Om008G332650	CARHR133780
OG0015626	Om008G337970	CARHR130170
OG0015627	Om008G337380	CARHR130580
OG0015628	Om008G332970	CARHR287100
OG0015629	Om008G337210	CARHR130670
OG0015630	Om008G336880	CARHR130890
OG0015631	Om008G336580	CARHR131190
OG0015632	Om008G336340	CARHR131450
OG0015633	Om008G336270	CARHR131490
OG0015634	Om008G336100	CARHR131610
OG0015635	Om008G336110	CARHR131600
OG0015636	Om002G075310	CARHR101740
OG0015637	Om008G335970	CARHR131710
OG0015638	Om008G335930	CARHR132360
OG0015639	Om008G335920	CARHR132350
OG0015640	Om008G335800	CARHR132250
OG0015641	Om008G335430	CARHR132080
OG0015642	Om008G335240	CARHR131940
OG0015643	Om008G335220	CARHR131920
OG0015644	Om008G333340	CARHR133330
OG0015645	Om008G333430	CARHR133260
OG0015646	Om008G333540	CARHR133230, CARHR035360
OG0015647	Om008G334250	CARHR132760
OG0015648	Om008G334300	CARHR132730
OG0015649	Om008G334560	CARHR132650
OG0015651	Om008G338120	CARHR130030
OG0015652	Om005G196450	CARHR016190
OG0015653	Om005G196490	CARHR016230
OG0015654	Om005G196990	CARHR016580
OG0015655	Om005G197180	CARHR016750
OG0015656	Om005G197390	CARHR016920
OG0015657	Om005G197610	CARHR017120
OG0015658	Om005G198020	CARHR017470
OG0015659	Om005G198100	CARHR017610
OG0015660	Om005G198390	CARHR017850
OG0015661	Om005G198780	CARHR018090
OG0015662	Om005G198770	CARHR018080
OG0015663	Om005G198750	CARHR018060
OG0015664	Om005G198710	CARHR018020
OG0015665	Om005G198630	CARHR017970
OG0015666	Om005G198870	CARHR018180
OG0015667	Om005G199160	CARHR018350
OG0015668	Om005G199810	CARHR018820
OG0015669	Om005G199700	CARHR018750
OG0015670	Om005G199670	CARHR018720
OG0015671	Om005G199560	CARHR018620
OG0015672	Om004G140700	CARHR066790
OG0015673	Om005G200470	CARHR019310
OG0015674	Om005G200680	CARHR019460
OG0015675	Om005G200720	CARHR019500
OG0015676	Om005G200840	CARHR019590
OG0015677	Om005G200930	CARHR019680
OG0015678	Om005G200970	CARHR019720
OG0015679	Om005G201230	CARHR019900
OG0015680	Om005G201260	CARHR019930
OG0015681	Om005G201290	CARHR019960
OG0015682	Om005G201390	CARHR020010
OG0015683	Om005G202260	CARHR020610
OG0015684	Om005G202610	CARHR021000
OG0015685	Om005G202640	CARHR021030
OG0015686	Om005G202710	CARHR021110
OG0015687	Om005G203030	CARHR021300
OG0015688	Om005G203260	CARHR021500
OG0015689	Om005G203890	CARHR021930
OG0015690	Om005G203960	CARHR021990
OG0015691	Om005G203970	CARHR022000
OG0015692	Om005G204140	CARHR022100
OG0015693	Om005G204180	CARHR022150
OG0015694	Om005G204200	CARHR022160
OG0015695	Om005G182660	CARHR004820
OG0015696	Om005G204630	CARHR022490
OG0015697	Om005G204680	CARHR022540
OG0015698	Om005G204980	CARHR022820
OG0015699	Om005G205120	CARHR022980
OG0015700	Om005G205200	CARHR023060
OG0015701	Om005G205330	CARHR023160
OG0015702	Om005G205550	CARHR023310
OG0015703	Om005G205570	CARHR023320
OG0015704	Om005G205630	CARHR023380
OG0015705	Om005G206950	CARHR023480
OG0015706	Om004G143400	CARHR023620
OG0015707	Om004G143760	CARHR023830
OG0015708	Om004G144460	CARHR024260
OG0015709	Om004G144550	CARHR024340
OG0015710	Om004G144690	CARHR024420
OG0015711	Om005G184550	CARHR006730
OG0015712	Om004G145510	CARHR025200
OG0015713	Om004G145990	CARHR025320
OG0015714	Om004G146220	CARHR025500
OG0015715	Om005G209830	CARHR061950
OG0015716	Om004G146590	CARHR025690
OG0015717	Om005G210360	CARHR061600
OG0015718	Om004G146780	CARHR025840
OG0015719	Om004G147020	CARHR025960
OG0015720	Om003G124950	CARHR026070
OG0015721	Om004G147610	CARHR026420
OG0015722	Om004G131990	CARHR026680
OG0015723	Om006G263420	CARHR026710
OG0015724	Om005G202140	CARHR020520
OG0015725	Om004G149350	CARHR036160
OG0015726	Om006G238540	CARHR036150
OG0015727	Om004G151810	CARHR027060
OG0015728	Om007G280240	CARHR231630
OG0015729	Om002G051420	CARHR231700
OG0015730	Om005G185130	CARHR231780
OG0015732	Om007G291210	CARHR231930
OG0015733	Om007G315270	CARHR232000
OG0015734	Om004G150560	CARHR115890
OG0015735	Om007G285620	CARHR232090
OG0015736	Om007G285670	CARHR232120
OG0015737	Om007G285690	CARHR232190
OG0015738	Om008G333230	CARHR232210
OG0015739	Om006G273970	CARHR232330
OG0015740	Om007G285930	CARHR232460
OG0015741	Om007G286000	CARHR232510
OG0015743	Om007G286320	CARHR232780
OG0015744	Om007G286560	CARHR232960
OG0015745	Om007G286430, Om011G365030	CARHR232880
OG0015746	Om007G286400	CARHR232860
OG0015747	Om003G127070	CARHR264790
OG0015748	Om005G186450	CARHR008340
OG0015749	Om001G021450	CARHR235510
OG0015750	Om001G021270	CARHR235430
OG0015751	Om004G151690	CARHR116270
OG0015752	Om004G154600	CARHR294560
OG0015753	Om001G007990	CARHR116800
OG0015754	Om003G095560	CARHR117360
OG0015755	Om004G152330, Om004G155250	CARHR184860
OG0015757	Om004G152090	CARHR293100
OG0015758	Om004G152020	CARHR293010
OG0015759	Om004G151310	CARHR292960
OG0015760	Om001G021460	CARHR235530
OG0015761	Om004G154470	CARHR114450
OG0015762	Om004G154340	CARHR114150
OG0015763	Om004G154050	CARHR113760
OG0015764	Om006G253350	CARHR164290
OG0015765	Om004G153820	CARHR113630
OG0015766	Om004G153550	CARHR113210
OG0015767	Om004G153500	CARHR113060, CARHR113050
OG0015768	Om004G153490	CARHR113040
OG0015769	Om004G155840	CARHR112700
OG0015770	Om004G155890	CARHR112610
OG0015771	Om004G156000	CARHR112450
OG0015772	Om004G156420	CARHR111970
OG0015773	Om001G033090	CARHR111880
OG0015774	Om004G156570	CARHR111860
OG0015776	Om005G194750	CARHR015000
OG0015777	Om005G194510	CARHR014830
OG0015778	Om005G194420	CARHR014730
OG0015779	Om005G194410	CARHR014720
OG0015780	Om005G194390	CARHR014700
OG0015781	Om005G194270	CARHR014620
OG0015782	Om005G193980	CARHR014400
OG0015783	Om005G194020	CARHR014360
OG0015784	Om005G193810	CARHR014210
OG0015785	Om005G193860	CARHR014260
OG0015786	Om005G193650	CARHR014070
OG0015787	Om005G193390	CARHR013890
OG0015788	Om005G192940	CARHR013600
OG0015790	Om005G192860	CARHR013540
OG0015791	Om005G192540	CARHR013310
OG0015792	Om005G192130	CARHR012940
OG0015793	Om005G192040	CARHR012850
OG0015794	Om005G191950	CARHR012780
OG0015795	Om005G191880	CARHR012720
OG0015796	Om005G191790	CARHR012660
OG0015797	Om005G191590	CARHR012550
OG0015798	Om005G191600	CARHR012560
OG0015799	Om005G191380	CARHR012410
OG0015800	Om005G190940	CARHR012080
OG0015801	Om005G190810	CARHR011970
OG0015802	Om005G190560	CARHR011830
OG0015803	Om005G223560	CARHR050560
OG0015804	Om005G190290	CARHR011620
OG0015805	Om005G190020	CARHR011430
OG0015806	Om005G189650	CARHR011100
OG0015807	Om005G189530	CARHR011050
OG0015808	Om005G189510	CARHR011020
OG0015809	Om005G189380	CARHR010880
OG0015810	Om005G189170	CARHR010710
OG0015811	Om005G189150	CARHR010680
OG0015812	Om005G188910, Om002G078120	CARHR010520
OG0015813	Om005G188770	CARHR010360
OG0015814	Om005G188130	CARHR009800
OG0015815	Om005G188160	CARHR009820
OG0015816	Om005G188210	CARHR009870
OG0015817	Om005G188260	CARHR009960
OG0015818	Om005G188520	CARHR010160
OG0015819	Om005G187940	CARHR009650
OG0015820	Om005G187550	CARHR009420
OG0015821	Om005G187540	CARHR009410
OG0015822	Om005G187390	CARHR009270
OG0015823	Om005G187320	CARHR009230
OG0015824	Om005G187300	CARHR009200
OG0015825	Om005G187150	CARHR009090
OG0015826	Om005G187040	CARHR008930
OG0015827	Om005G186810	CARHR008690
OG0015828	Om005G186620	CARHR008490
OG0015829	Om005G186720	CARHR008600
OG0015830	Om005G186050	CARHR007930
OG0015831	Om005G185530	CARHR007490
OG0015832	Om005G185560	CARHR007520
OG0015833	Om002G082350	CARHR153580
OG0015834	Om005G185300	CARHR007300
OG0015835	Om005G184990	CARHR007030
OG0015836	Om005G184570	CARHR006750
OG0015837	Om005G184470	CARHR006680
OG0015838	Om005G184440	CARHR006640
OG0015839	Om005G184050	CARHR006160
OG0015840	Om005G184330	CARHR006530
OG0015841	Om005G184310	CARHR006510
OG0015842	Om005G184180	CARHR006390
OG0015843	Om005G184160	CARHR006370
OG0015844	Om005G184020	CARHR006140
OG0015845	Om005G184010	CARHR006130
OG0015846	Om005G183970	CARHR006110
OG0015847	Om005G183920	CARHR006060
OG0015848	Om005G183390	CARHR005480
OG0015849	Om005G183250	CARHR005370
OG0015850	Om007G309140	CARHR183670
OG0015851	Om005G183240	CARHR005380
OG0015852	Om005G183220	CARHR005350
OG0015853	Om005G182800	CARHR004930
OG0015854	Om005G182750	CARHR004890
OG0015855	Om005G182340	CARHR004590
OG0015856	Om005G182320	CARHR004560
OG0015857	Om005G185840	CARHR004500
OG0015858	Om005G182200	CARHR004410
OG0015859	Om005G182160	CARHR004380
OG0015860	Om005G182150	CARHR004370
OG0015861	Om005G182030	CARHR004280
OG0015862	Om005G181550	CARHR003920
OG0015863	Om001G016900	CARHR290280
OG0015864	Om005G181070	CARHR003370
OG0015865	Om005G181040	CARHR003340
OG0015866	Om005G181030	CARHR003330
OG0015867	Om005G180490	CARHR002920
OG0015868	Om005G180830	CARHR003160
OG0015869	Om005G180330	CARHR002780
OG0015870	Om005G180300	CARHR002770
OG0015871	Om005G180290	CARHR002760
OG0015872	Om005G180150	CARHR002550
OG0015873	Om005G179960	CARHR002440
OG0015874	Om005G179620	CARHR002140
OG0015875	Om005G179480	CARHR002000
OG0015876	Om005G179410	CARHR001930
