Orthogroup	Odontarrhena_muralis	Cardamine_hirsuta
OG0002988	Om005G201660	CARHR034620, CARHR218780, CARHR020230
OG0002989	Om001G031510, Om001G031520	CARHR004020, CARHR004010, CARHR181900
OG0002990	Om005G210760	CARHR026010
OG0002991	Om007G286510, Om007G286520	CARHR232920, CARHR232930
OG0002992	Om005G190470	CARHR011790
OG0002993	Om005G187860, Om003G105910	CARHR040170, CARHR189180
OG0002994	Om001G019280	CARHR055250
OG0002995	Om005G180200	CARHR002580
OG0002996	Om007G294450	CARHR186960
OG0002997	Om007G303310	CARHR185380
OG0002998	Om004G169680	CARHR206240
OG0002998	Om002G055840	CARHR086750
OG0002999	Om004G171560	CARHR207810
OG0002999	Om008G333130	CARHR211680
OG0003000	Om006G236920, Om001G028230, Om002G074790	CARHR274970, CARHR099960
OG0003001	Om006G235720	CARHR276010
OG0003001	Om004G169280	CARHR205970
OG0003003	Om005G198510	CARHR017950
OG0003003	Om004G142600	CARHR065320
OG0003004	Om003G092840	CARHR043670
OG0003004	Om002G059900	CARHR089770
OG0003005	Om003G100780	CARHR290410
OG0003005	Om002G062940	CARHR091880
OG0003006	Om003G100310	CARHR222520
OG0003006	Om002G063460	CARHR092220
OG0003007	Om003G100140	CARHR222650
OG0003007	Om002G063480	CARHR092230
OG0003008	Om003G099120	CARHR038730
OG0003008	Om002G065210	CARHR093630
OG0003009	Om002G066940	CARHR095020
OG0003009	Om003G097710	CARHR039950
OG0003010	Om003G096150	CARHR041150
OG0003010	Om002G068630	CARHR096580
OG0003011	Om002G072470, Om006G253400	CARHR099470, CARHR099460, CARHR099450, CARHR099480
OG0003012	Om002G073660	CARHR100380
OG0003013	Om002G082930	CARHR107030
OG0003013	Om001G033660	CARHR243330
OG0003014	Om002G084850	CARHR108470
OG0003014	Om001G028320	CARHR239630, CARHR286350
OG0003015	Om002G087410	CARHR110170
OG0003015	Om001G024430	CARHR237250
OG0003016	Om003G095590	CARHR103680, CARHR041840
OG0003016	Om002G069270	CARHR097140
OG0003017	Om003G121110	CARHR043630, CARHR168190
OG0003017	Om003G095720	CARHR041720
OG0003018	Om006G252250	CARHR165200
OG0003018	Om008G332020	CARHR134250
OG0003019	Om002G060150	CARHR089960
OG0003020	Om008G324040	CARHR139200
OG0003020	Om003G124250	CARHR170220
OG0003022	Om003G125580, Om003G125590	CARHR263470, CARHR134660
OG0003025	Om007G286770, Om007G286750	CARHR233150
OG0003028	Om001G039220, Om002G082330, Om002G082340	CARHR114330
OG0003030	Om008G354270	CARHR289560, CARHR289640, CARHR175250
OG0003030	Om008G359440	CARHR102310, CARHR223510
OG0003030	Om008G360250, Om008G360640, Om008G360770	CARHR175160
OG0003030	Om008G361240, Om008G361340, Om008G361210	CARHR036550
OG0003033	Om001G023390	CARHR236560
OG0003033	Om002G087960	CARHR110720
OG0003036	Om001G032340	CARHR242570
OG0003036	Om002G081370	CARHR105670
OG0003037	Om001G033430	CARHR004760
OG0003039	Om005G188970	CARHR010570
OG0003039	Om005G219900	CARHR053270
OG0003040	Om005G220050	CARHR053090, CARHR053080
OG0003041	Om005G189370	CARHR010870
OG0003042	Om006G270890	CARHR149390
OG0003042	Om007G316840	CARHR261760
OG0003043	Om005G215230	CARHR056940, CARHR056960
OG0003044	Om005G191640, Om008G342460	CARHR012580
OG0003044	Om005G225100	CARHR049100
OG0003045	Om002G055510	CARHR086470, CARHR086460
OG0003046	Om003G114970	CARHR266550
OG0003046	Om001G021680, Om002G075500	CARHR235610
OG0003047	Om006G233180	CARHR278240
OG0003047	Om004G166780	CARHR203950
OG0003048	Om006G233930	CARHR278210
OG0003049	Om008G362020	CARHR174270
OG0003050	Om008G352040	CARHR254110
OG0003050	Om001G009500, Om001G009530	CARHR229710
OG0003051	Om001G009890	CARHR230050
OG0003051	Om008G352820	CARHR254500
OG0003052	Om008G345750	CARHR260490
OG0003052	Om001G013420	CARHR033880
OG0003053	Om008G343180	CARHR259310
OG0003053	Om001G014860	CARHR124550
OG0003054	Om007G287190	CARHR037070
OG0003055	Om007G288550	CARHR027730
OG0003056	Om008G340750	CARHR127890
OG0003056	Om007G288630	CARHR027780
OG0003057	Om001G034980	CARHR244000
OG0003057	Om002G084320	CARHR107890
OG0003058	Om001G037060	CARHR245350
OG0003059	Om008G339200	CARHR129250
OG0003060	Om008G354520	CARHR252620
OG0003060	Om001G007850	CARHR228460
OG0003061	Om008G362560	CARHR173920
OG0003061	Om001G000140	CARHR223950
OG0003062	Om003G106080	CARHR217400
OG0003062	Om002G078030	CARHR103930
OG0003063	Om002G074430	CARHR101010
OG0003064	Om002G072100, Om003G099860	CARHR099290
OG0003065	Om002G070040	CARHR097840
OG0003066	Om005G227050, Om003G128830	CARHR047070
OG0003067	Om003G125870	CARHR171190
OG0003068	Om003G124120, Om008G324510	CARHR138970
OG0003070	Om006G242640	CARHR191970
OG0003071	Om006G244650	CARHR150750
OG0003072	Om006G245150	CARHR289230, CARHR273950, CARHR273930, CARHR273940
OG0003073	Om002G048140	CARHR080260
OG0003074	Om006G259940	CARHR158830
OG0003075	Om006G231150	CARHR279930
OG0003075	Om006G259700	CARHR158880
OG0003076	Om006G230120	CARHR280790
OG0003077	Om001G035610	CARHR244400
OG0003078	Om006G229160	CARHR281600
OG0003078	Om006G257500	CARHR160840
OG0003080	Om007G280260	CARHR125270
OG0003080	Om005G183230	CARHR005360
OG0003083	Om005G184950	CARHR007020
OG0003083	Om007G282310	CARHR122980
OG0003084	Om007G284410	CARHR120390
OG0003085	Om007G284840	CARHR119810
OG0003086	Om007G302030	CARHR199500
OG0003087	Om002G044700	CARHR077270
OG0003088	Om002G070930	CARHR098460
OG0003089	Om002G047990	CARHR080160, CARHR186560
OG0003090	Om002G048750, Om002G048740	CARHR080750
OG0003091	Om006G256870	CARHR161400
OG0003092	Om013G369570	CARHR111700
OG0003093	Om004G130220	CARHR074210
OG0003094	Om005G198160	CARHR017580
OG0003095	Om005G198400	CARHR257920, CARHR257910
OG0003096	Om005G205520	CARHR023280
OG0003096	Om005G205510	CARHR023260
OG0003097	Om004G144880	CARHR024650
OG0003097	Om005G208380	CARHR063090
OG0003098	Om005G195350, Om005G195360, Om005G195320, Om005G195330	CARHR015360
OG0003099	Om006G258750	CARHR285970, CARHR288020, CARHR159870, CARHR159860, CARHR036770
OG0003100	Om007G281570	CARHR123900
OG0003100	Om005G184360	CARHR006560
OG0003101	Om007G300660	CARHR198450
OG0003101	Om002G042750	CARHR075540
OG0003102	Om004G160860, Om001G030780	CARHR107240, CARHR107230, CARHR260670, CARHR199610
OG0003103	Om006G236630	CARHR275220
OG0003103	Om004G168490	CARHR205510
OG0003104	Om006G236360	CARHR275490
OG0003105	Om006G263790	CARHR156620, CARHR156630
OG0003106	Om006G229300	CARHR281440
OG0003106	Om006G257570	CARHR160770
OG0003107	Om006G235560	CARHR276190
OG0003108	Om006G242590	CARHR192010
OG0003109	Om004G141640, Om004G141630, Om004G141620	CARHR066270, CARHR066280
OG0003110	Om004G131470	CARHR073340
OG0003110	Om003G089370	CARHR046050
OG0003111	Om002G057580	CARHR088020, CARHR045240
OG0003112	Om002G050800	CARHR082720
OG0003113	Om002G061480	CARHR090920, CARHR090910
OG0003114	Om002G066610	CARHR094660
OG0003115	Om002G069220	CARHR097100
OG0003116	Om002G072400	CARHR099420
OG0003116	Om002G072450	CARHR099430
OG0003117	Om003G104350	CARHR218660
OG0003118	Om004G159270	CARHR249630
OG0003119	Om002G082520	CARHR106670
OG0003120	Om001G033180	CARHR243010
OG0003121	Om002G058470	CARHR088710
OG0003121	Om003G091120	CARHR044640
OG0003122	Om008G339600	CARHR128980
OG0003122	Om007G291330	CARHR030140
OG0003123	Om008G335750	CARHR132200
OG0003123	Om006G254500	CARHR163450
OG0003124	Om008G334710	CARHR132510
OG0003125	Om001G021210	CARHR268400, CARHR092390
OG0003125	Om002G063680	CARHR088530, CARHR088540
OG0003127	Om005G226490	CARHR047840, CARHR047830
OG0003128	Om001G001610	CARHR183390, CARHR283720, CARHR053610, CARHR283770, CARHR283990, CARHR284030
OG0003128	Om001G001680	CARHR053510, CARHR284080, CARHR284040, CARHR035560
OG0003139	Om001G023960	CARHR236910
OG0003139	Om001G024460	CARHR237270
OG0003141	Om001G032590	CARHR242400
OG0003142	Om001G034300	CARHR243600
OG0003142	Om002G083730	CARHR293490
OG0003143	Om007G275760	CARHR222880
OG0003144	Om005G189600	CARHR011070
OG0003144	Om003G110360, Om005G221180	CARHR052310
OG0003145	Om005G189620	CARHR011090
OG0003146	Om006G274680	CARHR144880
OG0003146	Om005G194740	CARHR014970
OG0003147	Om006G271760	CARHR148210
OG0003148	Om007G317450	CARHR148540
OG0003149	Om006G232950, Om006G232940	CARHR032520
OG0003150	Om006G269440	CARHR152340
OG0003151	Om005G215290, Om005G215260	CARHR056830
OG0003152	Om005G227850	CARHR046750
OG0003153	Om005G227840	CARHR046740
OG0003154	Om007G318090	CARHR213070
OG0003154	Om005G226450	CARHR047870
OG0003155	Om004G172280	CARHR208320
OG0003157	Om003G117100	CARHR268620
OG0003157	Om001G018820	CARHR234340
OG0003158	Om004G165890	CARHR203150
OG0003159	Om001G005960	CARHR227210
OG0003160	Om008G341950	CARHR181430
OG0003160	Om007G287400	CARHR134160
OG0003161	Om001G039160	CARHR056820, CARHR246440
OG0003162	Om007G302920, Om005G214190	CARHR057920
OG0003163	Om008G354220	CARHR252810
OG0003163	Om001G008160	CARHR228690
OG0003164	Om003G104110	CARHR218930
OG0003164	Om002G073860	CARHR100460
OG0003165	Om004G132510, Om007G303950	CARHR072440, CARHR072430
OG0003166	Om003G126500	CARHR171760
OG0003167	Om008G322090	CARHR140700
OG0003168	Om002G051380, Om002G051370	CARHR083280
OG0003169	Om002G052200	CARHR084000
OG0003169	Om004G175320	CARHR210650
OG0003170	Om006G230930	CARHR280090
OG0003171	Om004G158680	CARHR250220
OG0003172	Om004G158760	CARHR250150, CARHR250120
OG0003173	Om004G160450	CARHR251240, CARHR251230, CARHR251220
OG0003174	Om007G302310	CARHR251770
OG0003174	Om005G180450	CARHR002880
OG0003175	Om005G182000	CARHR004250
OG0003175	Om007G278970	CARHR126680
OG0003176	Om007G278840	CARHR126810
OG0003177	Om007G282500	CARHR122720
OG0003177	Om007G282510	CARHR122710
OG0003178	Om007G301720	CARHR199220
OG0003179	Om002G042070	CARHR074940
OG0003179	Om007G301830	CARHR199300
OG0003180	Om007G303250	CARHR185290
OG0003180	Om002G046490	CARHR078920
OG0003182	Om004G176840	CARHR211890
OG0003183	Om008G332320	CARHR222400, CARHR222410, CARHR133970, CARHR133960
OG0003184	Om008G337660	CARHR130330
OG0003186	Om005G200160	CARHR019120
OG0003187	Om004G136860	CARHR069530
OG0003187	Om005G202340	CARHR020700
OG0003188	Om005G202780	CARHR021130
OG0003189	Om005G202800	CARHR021150, CARHR021160
OG0003190	Om004G134590	CARHR071070
OG0003191	Om007G297700	CARHR070250
OG0003192	Om007G294260	CARHR186700
OG0003192	Om005G199490	CARHR018670
OG0003193	Om005G212300	CARHR060100
OG0003194	Om001G027240	CARHR238930
OG0003195	Om004G153620	CARHR113310
OG0003195	Om004G155760	CARHR112840
OG0003196	Om005G195610	CARHR015510
OG0003197	Om005G225370	CARHR048860
OG0003197	Om005G191820	CARHR012690
OG0003198	Om005G186950	CARHR008840
OG0003200	Om005G186430	CARHR008320, CARHR008310
OG0003201	Om005G181850	CARHR004090
OG0003202	Om005G180940	CARHR003250, CARHR131200, CARHR131270
OG0003203	Om002G047360	CARHR079640
OG0003204	Om004G172870	CARHR208810
OG0003204	Om002G053440	CARHR085020
OG0003206	Om001G029130	CARHR240250
OG0003206	Om006G240090	CARHR188080
OG0003207	Om006G237420	CARHR274520
OG0003208	Om004G135610	CARHR070310
OG0003209	Om002G059040	CARHR089170, CARHR089180
OG0003210	Om002G059210	CARHR089470
OG0003211	Om006G273370, Om002G060610	CARHR090340, CARHR215320, CARHR090350
OG0003212	Om002G061520, Om002G061560, Om002G061570	CARHR090980
OG0003213	Om002G062000	CARHR091340
OG0003214	Om002G064780	CARHR093340
OG0003215	Om002G065610	CARHR093960
OG0003216	Om003G093560, Om002G085160	CARHR108720, CARHR105920
OG0003216	Om003G093580, Om003G093540, Om002G085190	CARHR108710, CARHR219930
OG0003217	Om002G088430	CARHR111240
OG0003217	Om001G022680	CARHR236190
OG0003218	Om003G093590	CARHR043290
OG0003218	Om003G093570	CARHR043300
OG0003219	Om002G069110	CARHR096950
OG0003222	Om006G252540	CARHR165000
OG0003222	Om006G252530	CARHR165010
OG0003223	Om001G029420	CARHR240460
OG0003224	Om006G251110	CARHR166040
OG0003225	Om008G326500	CARHR098750, CARHR050030
OG0003225	Om006G250800	CARHR166300
OG0003226	Om008G324500	CARHR138980
OG0003227	Om005G213510	CARHR058700
OG0003230	Om008G359900, Om008G362080, Om008G362050, Om008G362140	CARHR174200
OG0003231	Om001G005230	CARHR226730
OG0003231	Om008G356950, Om008G356960	CARHR177960
OG0003233	Om001G040670	CARHR247450
OG0003234	Om007G284290	CARHR120520
OG0003235	Om005G192830	CARHR013510
OG0003235	Om005G192840	CARHR013520
OG0003236	Om005G201240	CARHR019910
OG0003248	Om004G155000, Om004G152810	CARHR118300
OG0003249	Om001G028930	CARHR240040
OG0003250	Om001G029300	CARHR240330
OG0003251	Om003G101680	CARHR221990
OG0003252	Om001G031430, Om001G031440	CARHR241820, CARHR156580
OG0003253	Om007G292810, Om007G292830	CARHR179150
OG0003254	Om008G327260	CARHR137030
OG0003254	Om001G006950, Om005G225650	CARHR137670
OG0003255	Om007G291900	CARHR030680
OG0003255	Om005G188640	CARHR010260
OG0003256	Om005G192950	CARHR013610
OG0003257	Om007G297790, Om006G269890	CARHR149790
OG0003258	Om007G315080	CARHR264020
OG0003259	Om005G224900	CARHR057740
OG0003260	Om006G250960	CARHR166130
OG0003261	Om003G114360	CARHR266110
OG0003262	Om003G115380	CARHR266930
OG0003263	Om003G116700	CARHR268310
OG0003264	Om004G164040	CARHR201970
OG0003265	Om004G165000	CARHR202600
OG0003265	Om006G239590	CARHR155340
OG0003266	Om006G237810	CARHR190220
OG0003266	Om004G167700	CARHR204740
OG0003267	Om004G140210	CARHR067100
OG0003267	Om004G167860	CARHR205000
OG0003268	Om001G002730, Om001G002720	CARHR225540, CARHR225550
OG0003269	Om008G353480	CARHR253600
OG0003270	Om001G014260	CARHR117560, CARHR120200, CARHR120210
OG0003271	Om007G288320, Om001G000550, Om003G118910	CARHR027510
OG0003272	Om007G291170	CARHR029990
OG0003274	Om002G083980	CARHR107540
OG0003275	Om001G034950	CARHR243980
OG0003276	Om001G036180	CARHR244780
OG0003276	Om002G085150, Om006G260160	CARHR108690
OG0003277	Om001G036400	CARHR118850, CARHR244930
OG0003277	Om005G221150, Om002G085620	CARHR108930
OG0003278	Om004G156330	CARHR112050
OG0003278	Om001G041260	CARHR247940
OG0003279	Om001G041270	CARHR294460
OG0003280	Om008G338490	CARHR129790
OG0003281	Om008G358380	CARHR176540
OG0003282	Om002G077400, Om002G077340	CARHR103060
OG0003283	Om003G094490	CARHR218570
OG0003284	Om003G103760	CARHR219500, CARHR099910
OG0003285	Om005G189580, Om004G141300	CARHR219670
OG0003286	Om003G102500	CARHR221200
OG0003287	Om003G102230	CARHR221460
OG0003287	Om002G070800	CARHR098370
OG0003288	Om008G319300	CARHR142910
OG0003289	Om008G324380, Om008G324370	CARHR199330, CARHR058880, CARHR139040, CARHR199340
OG0003292	Om006G244220	CARHR190820
OG0003293	Om006G234310	CARHR277200
OG0003294	Om006G232700	CARHR278670
OG0003294	Om004G166330	CARHR203570
OG0003295	Om006G231440	CARHR279690
OG0003296	Om006G229680	CARHR281190
OG0003296	Om006G258150	CARHR160400
OG0003297	Om006G257850	CARHR160540
OG0003297	Om006G229480	CARHR034760
OG0003298	Om007G292760	CARHR179190
OG0003299	Om007G279530	CARHR126430
OG0003299	Om005G182300	CARHR004540
OG0003300	Om007G282080	CARHR123240
OG0003301	Om007G285080, Om007G285060	CARHR119470
OG0003302	Om001G030590	CARHR241270
OG0003303	Om007G301850	CARHR199320
OG0003304	Om002G051180	CARHR083060, CARHR083080, CARHR083070, CARHR083090
OG0003305	Om002G044450	CARHR077040
OG0003305	Om007G297630	CARHR196280
OG0003306	Om002G046640	CARHR079090
OG0003307	Om002G047110	CARHR079440
OG0003308	Om002G050360	CARHR259910, CARHR082280
OG0003309	Om007G286100, Om008G347750, Om008G347760	CARHR232610
OG0003310	Om005G198170	CARHR017570
OG0003310	Om004G133040	CARHR072030
OG0003311	Om005G198300, Om005G198290	CARHR017750
OG0003312	Om004G141070	CARHR066520
OG0003313	Om004G140830	CARHR066700, CARHR018780
OG0003314	Om005G200800	CARHR019550
OG0003315	Om004G135530	CARHR070380
OG0003315	Om005G203390	CARHR021650
OG0003316	Om004G133650	CARHR022600, CARHR022660, CARHR022640, CARHR022630
OG0003317	Om005G205100	CARHR022960, CARHR258050, CARHR022900, CARHR182360, CARHR182150
OG0003318	Om007G317980	CARHR023720
OG0003319	Om004G145280	CARHR025050
OG0003320	Om004G147500	CARHR026340
OG0003321	Om001G028740	CARHR239900
OG0003322	Om006G244400	CARHR100170, CARHR011990
OG0003323	Om005G185340, Om004G146230	CARHR007330
OG0003323	Om004G146240	CARHR196840
OG0003324	Om007G300270	CARHR198170
OG0003325	Om007G293440	CARHR185830
OG0003326	Om004G169960	CARHR206470
OG0003326	Om004G169970	CARHR206480
OG0003327	Om004G171220	CARHR207540
OG0003327	Om006G251220	CARHR165970
OG0003328	Om006G238600	CARHR189580
OG0003329	Om005G211810	CARHR060520
OG0003330	Om005G208570	CARHR062930
OG0003331	Om004G134380	CARHR071210
OG0003332	Om005G201430, Om004G137790, Om004G173530	CARHR068560
OG0003333	Om004G140320	CARHR067010
OG0003333	Om005G200050	CARHR019030
OG0003334	Om004G132600	CARHR072390
OG0003335	Om004G132460	CARHR072480
OG0003335	Om005G197770	CARHR017290
OG0003336	Om002G057380, Om002G057390	CARHR087910
OG0003337	Om002G063700	CARHR092430
OG0003338	Om002G070480	CARHR098110
OG0003339	Om003G093230	CARHR043480
OG0003340	Om003G120470	CARHR167560
OG0003340	Om002G043680	CARHR076350
OG0003341	Om003G121490, Om003G121510	CARHR168400, CARHR168420, CARHR168410
OG0003342	Om003G122450, Om008G355340	CARHR169060
OG0003343	Om003G127730	CARHR172460
OG0003344	Om003G095290	CARHR042080
OG0003350	Om001G028090	CARHR239560, CARHR239510
OG0003351	Om001G009260, Om001G009300	CARHR229530
OG0003352	Om007G298520	CARHR289010, CARHR196920, CARHR196900, CARHR196930, CARHR062790, CARHR196950
OG0003359	Om001G028860	CARHR239990
OG0003360	Om001G029150	CARHR240230
OG0003361	Om003G089580	CARHR287180
OG0003362	Om001G031580	CARHR241900, CARHR146060
OG0003364	Om001G033440	CARHR243170
OG0003364	Om004G159490	CARHR250380
OG0003365	Om001G031400, Om001G031420	CARHR241800, CARHR241810
OG0003366	Om007G276460	CARHR223660, CARHR129330
OG0003367	Om004G140190	CARHR144710
OG0003367	Om005G194830	CARHR015090
OG0003368	Om006G274340	CARHR145370
OG0003369	Om007G316340	CARHR262200
OG0003369	Om001G004520, Om007G316350	CARHR262190
OG0003370	Om005G193070	CARHR013730
OG0003370	Om006G272920	CARHR146790
OG0003371	Om006G271110	CARHR148940
OG0003372	Om003G119350, Om007G315730	CARHR262560
OG0003373	Om005G213610	CARHR214960, CARHR058510
OG0003374	Om005G215590	CARHR056390
OG0003374	Om001G021030	CARHR235330
OG0003375	Om007G318140	CARHR212980
OG0003376	Om001G016920, Om005G202760	CARHR233370
OG0003377	Om006G249850	CARHR270770
OG0003378	Om003G109000	CARHR258730
OG0003379	Om003G117130	CARHR268650, CARHR204420, CARHR234320
OG0003380	Om006G248500	CARHR271540
OG0003381	Om001G021990	CARHR235800
OG0003382	Om004G165770	CARHR203060
OG0003383	Om006G236710	CARHR275170
OG0003385	Om001G006070	CARHR227270
OG0003387	Om001G012080	CARHR032620, CARHR256240
OG0003389	Om008G340540	CARHR128120
OG0003389	Om007G289230	CARHR028240
OG0003390	Om007G290970	CARHR029790, CARHR029800, CARHR219130
OG0003391	Om001G036650	CARHR245030
OG0003394	Om006G243900	CARHR191050
OG0003395	Om008G350910, Om004G150600	CARHR255490
OG0003396	Om008G351370, Om008G351360	CARHR255260, CARHR255270
OG0003397	Om008G358480	CARHR176470
OG0003398	Om003G104770	CARHR218290
OG0003400	Om003G103640	CARHR219820, CARHR179980
OG0003401	Om008G358230	CARHR221180
OG0003402	Om002G085790, Om002G085800, Om002G085780, Om002G085810, Om002G085820, Om001G032240, Om005G197950, Om003G101570, Om005G197940	CARHR222160, CARHR058620, CARHR187980
OG0003403	Om003G128710	CARHR173240
OG0003404	Om008G319750	CARHR142630
OG0003405	Om003G124140, Om008G324470	CARHR170150
OG0003406	Om006G273650	CARHR016340, CARHR146250
OG0003407	Om004G177090	CARHR212130
OG0003407	Om002G051230	CARHR083160
OG0003408	Om006G259790	CARHR158850
OG0003408	Om006G231220	CARHR279860
OG0003409	Om006G259490	CARHR159040
OG0003409	Om006G230800	CARHR280200
OG0003410	Om004G158050	CARHR249030
OG0003410	Om005G178370	CARHR000850
OG0003411	Om004G159970	CARHR250810
OG0003412	Om007G279430	CARHR126280
OG0003412	Om005G182390	CARHR004600
OG0003413	Om007G281380	CARHR124030
OG0003414	Om007G282250	CARHR123040
OG0003414	Om004G171230	CARHR207560
OG0003415	Om002G042540	CARHR075320
OG0003415	Om007G301260	CARHR198820
OG0003416	Om007G298670	CARHR197080
OG0003417	Om002G047230	CARHR079530, CARHR186010
