Orthogroup	Odontarrhena_muralis	Cochlearia_excelsa
OG0001218	Om002G046860	g7727
OG0001219	Om003G118330	g11274, g37070, g37071, g37072, g11430, g26094
OG0001222	Om001G027470	g23348, g16960, g47771
OG0001224	Om005G187250	g31167
OG0001225	Om006G271930	g16608, g10542
OG0001228	Om006G259390, Om006G259350, Om006G259430, Om006G259310	g19376
OG0001230	Om006G236280	g9884
OG0001230	Om004G169010	g5551
OG0001231	Om006G236150	g391
OG0001231	Om004G169080	g29634
OG0001232	Om001G003020	g17457, g47293, g35006
OG0001233	Om001G009770	g23931, g47447
OG0001233	Om008G352720	g40387, g25674
OG0001234	Om007G287480	g36180
OG0001235	Om002G083990	g6092, g13735
OG0001235	Om001G034630	g23002
OG0001236	Om008G342170	g51298
OG0001237	Om008G321460	g37633
OG0001237	Om005G208750, Om003G126420	g1864
OG0001238	Om008G321570	g37629, g52280
OG0001239	Om003G124340	g18874
OG0001241	Om008G324870	g38216
OG0001241	Om008G324900, Om008G324890	g37514
OG0001242	Om004G174520	g5744, g45348
OG0001243	Om005G212570	g18038
OG0001243	Om006G241270	g658
OG0001245	Om006G258010	g2517
OG0001245	Om006G229530	g25
OG0001246	Om005G179070	g26886
OG0001246	Om004G158830	g39512
OG0001247	Om004G160440	g25488
OG0001247	Om002G050370	g7578
OG0001248	Om007G282850, Om007G282830, Om007G282860	g51124, g51128, g37871
OG0001249	Om008G333840	g51720, g43710
OG0001249	Om008G333770	g37274
OG0001250	Om007G299800	g29244
OG0001250	Om002G043300	g12693, g7908
OG0001251	Om002G043620	g12687
OG0001251	Om007G299300	g29218
OG0001253	Om002G047790	g7694, g12874
OG0001253	Om007G294040	g4796
OG0001254	Om003G095910	g36501
OG0001254	Om008G338050	g38012
OG0001255	Om004G133240	g17932, g46451
OG0001256	Om004G142260	g46014
OG0001256	Om005G198820	g27373, g50005
OG0001257	Om004G141760	g44576, g46050
OG0001257	Om005G199300	g31732
OG0001258	Om005G200690	g27419, g31810
OG0001258	Om004G139120	g46154
OG0001259	Om004G137860	g46192
OG0001261	Om005G194440	g27264, g31519
OG0001262	Om005G194320	g27261
OG0001262	Om005G194340, Om005G194330	g2886, g31511
OG0001263	Om005G191580	g49813, g31371
OG0001264	Om002G057540	g13174
OG0001265	Om003G095680	g36511
OG0001265	Om002G069140	g11879
OG0001269	Om007G289700, Om007G289710	g32401
OG0001272	Om007G309200, Om004G148550, Om003G113440	g8560
OG0001272	Om008G344470	g4358, g26245
OG0001272	Om001G027330	g41933
OG0001272	Om003G107000	g19900
OG0001272	Om001G015710	g35481, g34233
OG0001274	Om004G153070, Om018G373760	g50980
OG0001274	Om001G027260	g23357
OG0001275	Om005G202690	g50146
OG0001275	Om001G033720	g23030
OG0001276	Om005G222670	g44155
OG0001276	Om005G189920	g46965
OG0001277	Om005G222970	g40965
OG0001278	Om002G076590	g13569
OG0001279	Om007G300380	g5139
OG0001279	Om002G042920	g29275
OG0001280	Om006G269500	g10372
OG0001280	Om002G054490	g16891
OG0001281	Om005G227890	g40826
OG0001282	Om006G250090	g23716, g39334, g1086, g28573
OG0001283	Om003G119930	g2067
OG0001283	Om008G328480	g37382
OG0001284	Om003G108870	g26736
OG0001284	Om006G234900	g329
OG0001285	Om003G116080	g959
OG0001286	Om003G116830	g28499, g991
OG0001287	Om003G117080, Om004G145930	g39378, g1006
OG0001288	Om004G163800	g45567
OG0001288	Om006G240240	g601
OG0001289	Om001G000320	g47211, g24261
OG0001289	Om008G362210	g10889
OG0001290	Om001G010830	g17264, g47466, g23883
OG0001291	Om001G011760, Om003G100450	g50669
OG0001291	Om001G011750	g27794
OG0001292	Om007G282020	g37889, g39954
OG0001292	Om002G042860	g7926
OG0001293	Om003G123470	g18903, g18901
OG0001294	Om004G153730	g50894
OG0001294	Om001G039610	g18145, g22760
OG0001296	Om004G154220	g36926
OG0001296	Om006G229750	g50915, g3731, g34667, g22456, g22457, g22454, g3733, g22455, g37997
OG0001297	Om008G354250	g40451
OG0001298	Om002G070950	g6577, g47079
OG0001299	Om008G320350	g37691
OG0001300	Om003G121550	g2037
OG0001300	Om008G326760	g38182
OG0001301	Om003G121140	g2132, g18972
OG0001301	Om008G326930	g52042, g11224
OG0001302	Om006G231010	g9683
OG0001302	Om006G259630	g2601
OG0001303	Om004G157140	g25341
OG0001303	Om005G177770	g49295
OG0001304	Om005G185790	g31093
OG0001304	Om007G283550	g40030
OG0001305	Om002G047540	g12556
OG0001306	Om007G294020	g4793
OG0001306	Om002G047760	g12547, g7697, g12871
OG0001307	Om002G050200	g12971
OG0001309	Om008G334740	g51683, g37238
OG0001309	Om006G253780	g2317
OG0001310	Om005G197840	g31671
OG0001310	Om004G132480	g46484
OG0001311	Om007G293340	g10158
OG0001312	Om002G049930	g12956
OG0001312	Om007G306710, Om009G363690	g10242
OG0001313	Om005G211210	g44850
OG0001314	Om002G057470	g7246
OG0001314	Om003G090100	g27980, g54312
OG0001315	Om002G061400	g7060
OG0001315	Om003G094330	g36576
OG0001316	Om003G099760	g54062
OG0001316	Om002G064010	g6946, g13282
OG0001317	Om003G097220, Om002G067410	g36438
OG0001318	Om003G100520, Om003G100530, Om003G100570, Om003G100550	g17609
OG0001319	Om006G255230	g2386, g11318, g19210
OG0001321	Om008G361800, Om008G361810	g17362, g17361
OG0001321	Om008G361760, Om008G361770, Om008G361790, Om008G361780, Om008G361750	g18477
OG0001323	Om006G233070	g6589, g23705, g6588
OG0001328	Om001G027840	g16953, g23326
OG0001328	Om004G154830	g50995
OG0001330	Om002G083840	g6114
OG0001330	Om001G035780, Om001G034460	g13727
OG0001331	Om005G183170, Om011G365940, Om005G218380	g43986
OG0001331	Om011G365640, Om020G374530	g41089, g41082, g41085
OG0001332	Om011G364990, Om020G374420	g41073
OG0001332	Om005G188110	g31218
OG0001333	Om005G221890	g44147, g40990
OG0001333	Om005G189740	g31289, g49760, g27134
OG0001334	Om005G195510	g31562
OG0001334	Om006G275200	g10777
OG0001335	Om004G172750	g5680
OG0001335	Om002G053520	g12368
OG0001336	Om002G055270	g7363
OG0001336	Om004G170320	g5596, g29680
OG0001337	Om003G115730	g28452
OG0001337	Om001G020770	g17081
OG0001338	Om003G115720	g945
OG0001339	Om003G117680	g26842
OG0001340	Om004G164210	g29454
OG0001341	Om004G164720	g45552, g29474
OG0001342	Om004G166010, Om004G166040	g45527
OG0001342	Om006G232060	g166
OG0001343	Om004G167750	g5508, g29591
OG0001343	Om006G237720	g472
OG0001344	Om001G000650	g47233
OG0001344	Om008G361820	g10909, g40671
OG0001345	Om001G002870	g47287
OG0001345	Om008G358760	g10970
OG0001346	Om001G006320	g47350
OG0001348	Om002G084400	g6048
OG0001349	Om001G035900	g22944
OG0001350	Om004G154140	g50917
OG0001350	Om001G039050	g18290, g22800
OG0001351	Om008G323820	g17896, g17900, g17918, g17911
OG0001351	Om004G160700	g18066
OG0001352	Om008G344590	g40227
OG0001353	Om008G358400, Om008G358390	g16731, g18396
OG0001354	Om003G128220	g11149, g18789
OG0001354	Om008G319360	g50827
OG0001355	Om003G126260	g11168, g18690
OG0001355	Om008G321560	g52282, g37630
OG0001356	Om003G122470	g1994, g18939
OG0001357	Om003G121180	g2054
OG0001358	Om008G327570	g37416
OG0001358	Om003G120700	g2112
OG0001359	Om006G267220	g2928
OG0001359	Om006G245720	g28762
OG0001360	Om005G182650	g49490
OG0001360	Om007G279210	g51296
OG0001361	Om007G279070	g37930
OG0001361	Om005G181940	g30901
OG0001362	Om002G068640	g6706, g11898
OG0001362	Om007G285120	g40140
OG0001363	Om001G019430	g23660
OG0001364	Om007G300390	g5140
OG0001364	Om002G042910	g12713
OG0001365	Om007G300260	g45686, g29273
OG0001366	Om007G299050	g5076
OG0001366	Om002G043770	g12752, g7871
OG0001367	Om002G049120	g10183, g12485, g7644
OG0001368	Om003G093080, Om002G088450, Om007G307280, Om008G339570	g24719, g25066, g25041, g25068
OG0001368	Om008G338180	g25048, g36889
OG0001370	Om005G203190	g31960
OG0001370	Om004G135860	g46290
OG0001371	Om004G144890, Om004G144920	g50328, g50331
OG0001372	Om002G044560	g12761
OG0001372	Om007G297490	g45745, g29153, g5005
OG0001373	Om003G099110, Om002G065230	g12013, g6885
OG0001374	Om004G137820	g44472
OG0001374	Om005G201480	g3704, g50089, g26819
OG0001375	Om005G197110	g49963
OG0001375	Om004G131490	g44314
OG0001376	Om002G058580	g7193
OG0001376	Om003G091280	g54341
OG0001377	Om006G273910, Om006G273900	g12075
OG0001377	Om002G062970	g6974
OG0001378	Om003G099550	g28105
OG0001378	Om002G064510	g6921
OG0001379	Om002G067520	g3849, g4807, g43217, g11942
OG0001379	Om003G097120	g54171
OG0001380	Om003G096990	g54175
OG0001380	Om002G067680	g13365
OG0001381	Om005G190250	g43687, g43860
OG0001382	Om004G154100	g38481
OG0001383	Om001G025430, Om001G025440	g47728, g2927
OG0001383	Om008G337760	g3256, g50765, g47727
OG0001384	Om005G226620	g50944
OG0001392	Om001G033620	g18225
OG0001392	Om002G082830	g6122
OG0001393	Om002G083710	g13722
OG0001393	Om001G034290	g47915
OG0001394	Om001G002780	g32551
OG0001394	Om007G277290	g50619
OG0001395	Om001G017560	g47589, g23687
OG0001395	Om003G118160	g39359
OG0001397	Om005G188800	g31244
OG0001397	Om005G219700	g44080, g41049
OG0001398	Om006G275330	g10797
OG0001398	Om005G195600	g31566
OG0001399	Om006G274430	g10696
OG0001399	Om005G194500	g31524
OG0001400	Om005G192980	g31446, g27219
OG0001401	Om007G300200	g5130, g45688
OG0001402	Om007G315710	g46691
OG0001403	Om005G225360	g40871
OG0001403	Om005G191810	g31381
OG0001404	Om005G224870	g40899
OG0001404	Om005G191440	g49805
OG0001405	Om004G172430	g45412
OG0001405	Om002G053760	g7420
OG0001406	Om001G039040	g22801
OG0001406	Om005G206430	g45919
OG0001407	Om003G114110	g895
OG0001407	Om001G021830	g17071, g47651
OG0001408	Om004G165530, Om004G165500	g5415
OG0001409	Om006G233910	g276
OG0001409	Om004G167300	g29575
OG0001410	Om008G361440	g10921
OG0001410	Om001G001020	g24231
OG0001411	Om001G001800	g17488
OG0001411	Om001G001790	g47259
OG0001412	Om001G004560	g24120
OG0001412	Om008G357580	g11008
OG0001412	Om002G088670	g40537
OG0001413	Om001G008190	g23977
OG0001414	Om001G012140, Om001G012130	g50697, g50696
OG0001415	Om008G340660	g51404
OG0001415	Om007G288810	g50469
OG0001415	Om005G220630, Om002G077170	g32346
OG0001416	Om007G289920	g50512
OG0001417	Om001G036800	g18258
OG0001417	Om004G155350, Om004G152970	g38412
OG0001418	Om001G040730	g18306
OG0001418	Om004G155940	g50875
OG0001419	Om006G250550	g27600
OG0001420	Om008G354210	g25581
OG0001420	Om001G008240	g17315
OG0001421	Om002G071350	g6561
OG0001422	Om002G047000	g12838
OG0001422	Om007G293430	g4780, g10154
OG0001423	Om008G322990	g37565
OG0001423	Om003G124870	g11186
OG0001424	Om004G173780	g45372
OG0001425	Om006G268320	g11531
OG0001425	Om006G242430	g28922
OG0001427	Om004G158300	g39470
OG0001427	Om005G178500	g30744
OG0001428	Om005G179670	g49392, g30797
OG0001428	Om004G159920	g39587
OG0001429	Om004G159960	g39588
OG0001429	Om003G128350	g1749
OG0001430	Om005G181350	g49450
OG0001431	Om005G181950	g39772
OG0001431	Om007G279030	g51312
OG0001432	Om005G183280	g26963
OG0001432	Om007G280280	g51260
OG0001433	Om005G184040	g26980, g31008
OG0001433	Om007G281110	g51229
OG0001434	Om007G282800	g51129
OG0001434	Om004G170770	g29697
OG0001435	Om005G185610	g31076, g49588
OG0001435	Om007G283330	g39988
OG0001436	Om007G296660	g28996, g4981
OG0001436	Om002G045150	g12623
OG0001437	Om007G296370	g4949, g41495, g29026
OG0001437	Om002G045350	g12792
OG0001438	Om007G293250	g10162
OG0001439	Om004G140270	g44554
OG0001439	Om005G200110	g50044
OG0001440	Om005G204130	g27493, g32006
OG0001440	Om004G134810	g46355
OG0001441	Om004G142990	g45964
OG0001441	Om005G205040	g50247
OG0001442	Om005G207110	g45881
OG0001442	Om004G143360	g27544
OG0001443	Om005G208910	g45813, g44727
OG0001444	Om007G286480, Om007G286460, Om007G286440, Om007G286470, Om007G286450	g17164, g47546
OG0001446	Om004G168070	g5523
OG0001446	Om006G237030	g18591
OG0001448	Om003G090990	g54338
OG0001448	Om002G058270	g7208
OG0001449	Om002G059130	g12188, g7168
OG0001449	Om003G091940	g11243, g36667
OG0001450	Om003G091950	g12185
OG0001450	Om002G059150	g7167
OG0001451	Om003G093630	g12141
OG0001452	Om002G060900	g12137, g7075
OG0001453	Om003G094190	g54269
OG0001453	Om002G061280	g12116, g13242
OG0001454	Om002G061580	g13247, g7051
OG0001455	Om002G063020	g12074, g6999
OG0001455	Om003G100700	g17614, g24406
OG0001456	Om002G067510	g13368
OG0001457	Om002G068010	g11920
OG0001457	Om003G096780	g54201
OG0001458	Om007G303690	g14937
OG0001459	Om005G203490, Om005G203470, Om005G203510	g50174
OG0001460	Om007G282180	g37007, g36969
OG0001464	Om001G025060	g16998
OG0001464	Om002G086890	g13914
OG0001465	Om002G086750	g5973
OG0001465	Om001G025360	g23443
OG0001466	Om001G027980	g23319
OG0001467	Om004G174840	g5760
OG0001468	Om001G032010	g47866
OG0001469	Om005G221120, Om006G260170	g4558
OG0001469	Om007G292300	g50603, g32530
OG0001470	Om008G338210	g51539
OG0001470	Om007G276130	g24316
OG0001471	Om005G189730	g27133, g49758, g31288
OG0001472	Om005G195390	g31559
OG0001473	Om006G274420	g10695
OG0001473	Om005G194490	g31523
OG0001474	Om005G191010, Om005G190990, Om005G191000	g23723
OG0001475	Om005G191310	g49799
OG0001475	Om005G224670	g40913, g44224
OG0001477	Om004G169220	g41009, g5566
OG0001478	Om004G174870	g5763
OG0001479	Om003G124840	g1928, g18840, g42086
OG0001480	Om007G285890	g23805, g17185
OG0001480	Om003G111820	g1374
OG0001481	Om004G161670	g29369
OG0001482	Om004G164380	g29463
OG0001482	Om006G239940	g585
OG0001483	Om006G239530	g568, g10027
OG0001483	Om004G165050	g29488
OG0001484	Om004G165080	g29490
OG0001484	Om006G239500	g566
OG0001485	Om004G167070	g29567
OG0001485	Om006G233730	g9798
OG0001486	Om004G167310	g5490
OG0001486	Om006G233960	g279
OG0001487	Om006G237600	g463
OG0001487	Om004G167840	g29595, g45494
OG0001488	Om001G000580	g24248, g47224
OG0001488	Om008G362000	g40683, g10899
OG0001489	Om008G353670	g40424
OG0001489	Om001G008780	g23965
OG0001490	Om007G289490	g50501, g32388
OG0001490	Om008G340460	g51425
OG0001491	Om007G296320, Om007G292820, Om007G290420, Om001G003260	g32424
OG0001493	Om007G287820	g53956
OG0001493	Om008G341470	g37042
OG0001494	Om008G352950, Om008G352970	g40403
OG0001495	Om008G362610	g40707
OG0001495	Om008G362600	g10864
OG0001496	Om002G073340	g11730
OG0001496	Om003G103910	g24650
OG0001498	Om005G181210	g26925, g30860
OG0001499	Om008G319160	g18738
OG0001499	Om003G128560	g37746
OG0001500	Om008G319880	g37716
OG0001500	Om003G127900	g1765
OG0001501	Om002G064990	g47733
OG0001501	Om008G320300, Om003G094850	g50799
OG0001502	Om008G323120	g38236
OG0001502	Om003G124860	g18839
OG0001503	Om003G124290	g18877, g1951
OG0001504	Om003G123850	g18882
OG0001504	Om008G325120	g38213
OG0001505	Om003G123720, Om008G325410	g37494
OG0001506	Om002G051310	g7528
OG0001506	Om004G176920	g5844
OG0001507	Om006G246570	g1254, g39243
OG0001508	Om006G234200	g298
OG0001509	Om006G259970	g2610, g11370
OG0001510	Om007G280310	g51259
OG0001510	Om005G183290	g49518
OG0001511	Om005G185720	g49598, g31085
OG0001511	Om007G283470	g40022
OG0001512	Om005G186140	g27025
OG0001512	Om007G284260	g40081
OG0001513	Om002G042980	g12739
OG0001514	Om002G045810	g7791, g12800
OG0001515	Om002G048100	g5386, g28104
OG0001516	Om002G049260	g7634
OG0001517	Om006G251060	g2175
OG0001517	Om008G330500	g51865
OG0001518	Om008G330630	g51849
OG0001518	Om006G251210	g19057
OG0001519	Om004G140300	g46106
OG0001519	Om005G200090	g31778
OG0001520	Om006G263160	g19484
OG0001520	Om005G200890	g27427
OG0001521	Om004G135310	g44370
OG0001522	Om005G206910	g45885
OG0001523	Om004G144440	g27562
OG0001523	Om005G207890	g45845
OG0001524	Om008G358820	g50413
OG0001524	Om006G236220	g9882
OG0001526	Om005G177980, Om006G261330, Om003G126190	g30730, g6246
OG0001527	Om004G130600	g44294
OG0001528	Om007G300570	g45674
OG0001528	Om004G137520	g17976
OG0001529	Om008G327380	g4879
OG0001529	Om005G191160	g41438
OG0001530	Om001G041070	g4756, g22671
OG0001531	Om004G170570	g29693
OG0001532	Om006G247290, Om006G247280	g46848
OG0001532	Om006G247300	g1222
OG0001533	Om006G258630, Om006G258620	g11362, g2567
OG0001534	Om004G132350, Om004G132360	g44348
OG0001535	Om002G057550	g7242, g13175, g12241
OG0001536	Om002G058050	g12222
OG0001536	Om003G090860	g7220
OG0001537	Om003G094070	g54272
OG0001537	Om002G061210	g36582
OG0001538	Om003G095130	g36534
OG0001540	Om008G340100	g51453
OG0001546	Om008G333560, Om008G333570	g38090
OG0001546	Om008G333580	g51725, g37282
OG0001547	Om002G068490	g36124, g11901
OG0001549	Om001G022730	g17041, g47673
OG0001550	Om002G054790, Om001G026600	g39747, g12324
OG0001551	Om001G027710	g23335
OG0001551	Om004G153310, Om018G373980	g38382
OG0001552	Om001G028840	g16937, g23288
OG0001553	Om005G221080	g44136
OG0001553	Om005G189290	g31267
OG0001554	Om005G190820	g27168, g31328
OG0001554	Om005G223930	g44204
OG0001555	Om005G192930	g27212, g31439
OG0001555	Om006G273340	g10625
OG0001556	Om008G336560	g37186
OG0001556	Om006G272340	g10564
OG0001557	Om002G051870	g13040
OG0001558	Om004G172910	g29791, g5690
OG0001559	Om003G107570	g1495
OG0001559	Om006G263210	g23844
OG0001560	Om005G199190, Om005G199900	g1456
OG0001561	Om003G113700	g23742
OG0001562	Om003G118300	g1044
OG0001562	Om004G172250, Om003G118290	g5656
OG0001563	Om006G241030	g29114
OG0001563	Om004G162330	g5312
OG0001564	Om008G335730	g37211
OG0001564	Om008G325320, Om008G325290, Om005G202470	g50132
OG0001565	Om006G236930	g9917
OG0001566	Om008G358250	g40559
OG0001566	Om001G003510	g17445
OG0001567	Om001G013140	g27809, g32746
OG0001568	Om007G289080, Om007G289090	g27669, g27668
OG0001569	Om008G340300	g51434
OG0001569	Om007G289800	g50510
OG0001570	Om003G123760	g18886
OG0001570	Om007G291650	g32505
OG0001571	Om002G084010	g14031
OG0001572	Om001G039360	g22776
OG0001573	Om001G039820	g22737
OG0001574	Om001G040780	g22691
OG0001574	Om004G156020	g50871
OG0001575	Om001G041040	g18320
OG0001576	Om001G029490, Om002G058950	g46720
OG0001578	Om008G362670, Om006G237840	g10859
OG0001579	Om001G000100	g10860, g47200
OG0001580	Om002G075730	g1485, g26598, g48288, g14789, g26180, g43145, g6203
OG0001580	Om003G119550	g53711
OG0001581	Om003G128570	g1743
OG0001581	Om008G319170	g37744
OG0001582	Om008G324000	g37528, g52159
OG0001583	Om008G326860	g52051
OG0001583	Om003G121060	g2127
OG0001584	Om003G120740	g2115
OG0001585	Om003G120340	g2084
OG0001585	Om008G327920	g51997
OG0001586	Om006G240880, Om006G240890, Om006G240900	g643
OG0001587	Om006G244320	g28856
OG0001588	Om006G246680	g28704
OG0001589	Om006G261670	g2698
OG0001590	Om006G251960	g19093
OG0001590	Om006G231330	g131
OG0001591	Om005G179700, Om004G159940	g45235, g25470
OG0001592	Om005G180140	g49410
OG0001592	Om004G160470, Om004G160460	g45212
OG0001593	Om007G278260	g37956
OG0001593	Om005G181680	g26938
OG0001594	Om007G279340, Om005G182490	g30917, g36607
OG0001596	Om007G296130	g41489
OG0001596	Om002G045490	g7805
OG0001597	Om007G294390, Om002G048240	g10110
OG0001600	Om008G336990	g38040, g51591
OG0001601	Om005G199270	g50016, g31730
OG0001601	Om004G141820	g46035
OG0001602	Om005G203860, Om005G203850, Om004G135040	g27489
OG0001603	Om005G207310	g44691
OG0001604	Om004G143680	g32073
OG0001605	Om004G143720	g50292
OG0001605	Om005G207530	g45863
OG0001607	Om005G192070	g27192, g31396
OG0001607	Om005G225600	g40862
OG0001608	Om005G190190, Om005G190200	g31310
OG0001609	Om007G294970	g29088
OG0001609	Om005G180160	g30813
OG0001611	Om004G137880	g44470
OG0001611	Om004G137870	g35970
OG0001612	Om002G057420	g7249
OG0001612	Om003G090050	g54311
OG0001613	Om003G093520	g36603
OG0001613	Om002G060570	g7100
OG0001614	Om003G095940	g13377
OG0001615	Om002G072780	g6511
OG0001615	Om005G181000	g36494, g54189
OG0001616	Om002G084190	g6085
OG0001617	Om002G087190, Om001G024810	g13804
