Orthogroup	Odontarrhena_muralis	Cochlearia_excelsa
OG0012042	Om006G240920	g29120
OG0012043	Om006G240950	g29119
OG0012044	Om006G242080	g28938, g717
OG0012045	Om006G242100	g718
OG0012046	Om006G241990	g713
OG0012047	Om006G241890	g28949
OG0012048	Om006G242040	g715
OG0012050	Om006G243050	g760
OG0012051	Om006G243070	g762
OG0012052	Om006G243200	g764
OG0012053	Om006G243720	g790, g43749
OG0012054	Om006G243830	g796
OG0012055	Om006G244110	g803
OG0012056	Om004G161170	g29344
OG0012057	Om006G245020	g41321
OG0012058	Om006G245410	g864
OG0012059	Om006G246850	g39255
OG0012060	Om006G247040	g1235
OG0012061	Om006G247130	g1229
OG0012062	Om006G234370	g308
OG0012063	Om006G234190	g297, g9815
OG0012064	Om006G233760	g9800
OG0012065	Om006G233750	g271
OG0012066	Om006G233620	g262
OG0012067	Om006G233350, Om003G102440	g248
OG0012068	Om006G233090	g235
OG0012069	Om006G232660	g208
OG0012070	Om006G232500	g9740
OG0012071	Om006G232330	g198
OG0012072	Om006G232010	g5421
OG0012073	Om006G231730	g18665
OG0012074	Om006G231690	g9710
OG0012075	Om006G231240	g9692
OG0012076	Om005G217480, Om006G259720, Om006G230580	g77
OG0012077	Om006G230520	g9666
OG0012078	Om006G230510	g73
OG0012079	Om006G230430	g67
OG0012080	Om006G230400	g9663
OG0012081	Om006G230080	g9652
OG0012082	Om006G229200	g15
OG0012083	Om006G229140	g19626
OG0012084	Om004G157180	g39450
OG0012085	Om004G157950	g25380
OG0012086	Om005G178110	g26868
OG0012087	Om004G157650	g25365
OG0012088	Om005G178330	g49317, g30739
OG0012089	Om005G178600	g49335
OG0012090	Om004G158580	g25408
OG0012091	Om004G158940	g39515
OG0012092	Om004G159080	g39525
OG0012093	Om004G159060	g25434
OG0012094	Om004G158990	g39521
OG0012095	Om004G159020	g39523
OG0012096	Om004G158960	g25428
OG0012097	Om004G159120	g25436
OG0012098	Om004G159240	g25445
OG0012099	Om004G159410	g39541
OG0012101	Om004G159530	g39552
OG0012102	Om004G159650	g39556
OG0012103	Om004G159800	g25466
OG0012104	Om004G159910	g39586
OG0012105	Om004G160170	g39601
OG0012106	Om004G160590	g39628
OG0012107	Om004G160780	g25503
OG0012108	Om004G160790	g45194
OG0012109	Om004G160800	g25507
OG0012110	Om007G302240	g39642, g25514
OG0012111	Om007G302290	g25515
OG0012112	Om007G302720	g39648
OG0012113	Om007G293130	g39650
OG0012114	Om007G293110	g3053
OG0012115	Om007G293100	g25520
OG0012116	Om007G292910	g39678
OG0012117	Om007G277410	g39689
OG0012118	Om007G277440	g39691
OG0012119	Om007G277460	g11084
OG0012120	Om008G322640, Om007G277810	g11100
OG0012121	Om007G277940	g46867
OG0012122	Om007G278280	g51353
OG0012123	Om007G278930	g51315
OG0012124	Om007G279320	g39794
OG0012125	Om007G279570	g39810
OG0012126	Om007G279700	g39815
OG0012127	Om007G280150	g51264
OG0012129	Om007G280330	g39836
OG0012130	Om007G280630	g51240
OG0012131	Om007G280700	g39854
OG0012132	Om007G281140	g39887
OG0012133	Om007G281550	g39912
OG0012134	Om007G281970	g5560, g37893
OG0012135	Om007G281990	g39951
OG0012136	Om007G282150	g39960
OG0012137	Om007G282170	g39961
OG0012138	Om007G282430	g39972
OG0012139	Om007G282820	g40018
OG0012140	Om007G282840	g37870
OG0012141	Om007G282920	g40016
OG0012142	Om007G282330	g37878
OG0012143	Om007G283230	g40001, g37848
OG0012144	Om007G283540	g40029
OG0012145	Om007G283600	g40032
OG0012146	Om007G283690	g50841
OG0012147	Om007G283700	g43769
OG0012148	Om007G284220	g40078
OG0012149	Om007G284280	g40082
OG0012150	Om007G284360	g37810
OG0012151	Om007G284510	g37803
OG0012152	Om007G284520	g40094
OG0012153	Om006G253500	g2297
OG0012154	Om007G284660	g40108
OG0012155	Om007G284640	g40106
OG0012156	Om007G285240	g40150
OG0012157	Om003G098040	g50660
OG0012158	Om008G333830	g36793
OG0012159	Om005G194530	g27620
OG0012160	Om004G151160	g38283
OG0012161	Om004G150310	g38304
OG0012162	Om004G150920	g51069
OG0012163	Om001G010320	g38311
OG0012164	Om001G019440	g17105
OG0012165	Om002G042840	g12714
OG0012166	Om002G042660	g7932
OG0012167	Om002G078900	g7945
OG0012168	Om004G177490	g45280
OG0012169	Om004G177440	g39333, g45282
OG0012170	Om001G028750	g47800
OG0012171	Om004G172370	g23693
OG0012172	Om002G043040, Om003G105250	g12701
OG0012173	Om002G043080	g7917
OG0012174	Om002G044070	g12677
OG0012175	Om002G044580	g12657
OG0012176	Om002G045100	g12775
OG0012177	Om002G045160	g12779
OG0012178	Om002G045240, Om002G073580	g7815
OG0012179	Om002G045250	g12787
OG0012180	Om002G045720	g7795
OG0012181	Om002G045830	g12611
OG0012182	Om002G045880	g12796
OG0012183	Om002G046230	g12811
OG0012184	Om002G046320	g7752
OG0012185	Om002G046480	g7746
OG0012186	Om002G046540	g12590
OG0012188	Om002G047180	g7715
OG0012189	Om002G047490	g12861
OG0012190	Om002G047780	g12873
OG0012191	Om003G127130	g1816
OG0012193	Om002G048950	g7651
OG0012194	Om002G049070	g7647
OG0012195	Om004G170280	g29679
OG0012196	Om002G049500	g7624
OG0012197	Om002G049570	g12466
OG0012198	Om002G049620	g7621
OG0012199	Om003G106730	g13527, g46864
OG0012201	Om002G049940	g12449, g7604
OG0012202	Om002G051190	g13001
OG0012203	Om008G329850	g51884
OG0012204	Om008G329860	g41156
OG0012205	Om008G330050	g37356
OG0012206	Om008G330310	g51869
OG0012207	Om008G330760	g38136
OG0012208	Om008G331090	g51465
OG0012209	Om008G332190	g38122
OG0012210	Om008G332560	g38114
OG0012211	Om008G332630	g51745
OG0012212	Om008G337840	g51560
OG0012213	Om006G273500, Om008G337310	g38037
OG0012215	Om008G336860	g38044
OG0012216	Om008G336700	g37178
OG0012217	Om008G336550	g51606
OG0012218	Om008G336500	g51610
OG0012219	Om005G205390, Om008G336230	g37193
OG0012221	Om008G334630	g51690
OG0012222	Om008G333860	g51719
OG0012224	Om006G256260	g11334, g19271
OG0012225	Om005G195890	g31580
OG0012226	Om005G196260	g31604
OG0012227	Om005G196300	g31611
OG0012228	Om005G196410	g49945
OG0012229	Om005G196460	g27310, g49949
OG0012230	Om005G197290	g49969
OG0012231	Om005G197440	g49973
OG0012232	Om005G197670	g49980
OG0012233	Om005G197700	g31662
OG0012234	Om005G197720	g31664
OG0012235	Om005G197860	g49981
OG0012236	Om005G198030	g49987
OG0012237	Om005G199360	g31735
OG0012238	Om005G199680	g50033
OG0012239	Om005G200060	g31774, g50042
OG0012240	Om005G200070	g31775
OG0012241	Om005G200880	g27426
OG0012242	Om005G200940	g31817
OG0012243	Om005G201140, Om011G366070, Om005G218590	g31825
OG0012244	Om005G201510	g31860
OG0012245	Om005G201640	g31870
OG0012246	Om005G202520	g31918
OG0012247	Om005G202650	g31941, g27462
OG0012248	Om005G202960	g31949
OG0012249	Om005G203610	g31987, g50188
OG0012250	Om005G204250	g50210
OG0012251	Om004G134230	g17954
OG0012254	Om005G204670	g50230
OG0012255	Om005G204730	g50236
OG0012256	Om005G205580	g50272, g27539
OG0012257	Om005G205600	g50274
OG0012259	Om004G143770	g32102
OG0012261	Om004G144490	g50306
OG0012262	Om004G144530	g50310
OG0012263	Om004G145420	g32142
OG0012265	Om004G146300	g27591
OG0012266	Om005G213440, Om004G146540	g32166
OG0012267	Om004G146580	g32172
OG0012268	Om004G146740	g32186
OG0012269	Om004G146770, Om005G221260	g50370
OG0012270	Om004G147430	g32211
OG0012271	Om004G170830	g32241
OG0012272	Om005G189410	g27126
OG0012273	Om005G187270	g31168
OG0012274	Om006G269130	g3076
OG0012275	Om005G184640	g47507
OG0012276	Om004G151230	g47512
OG0012278	Om006G266890	g19540
OG0012279	Om007G285660	g23822
OG0012280	Om007G285820	g23809
OG0012281	Om007G286620	g17161
OG0012282	Om007G286370	g17166
OG0012284	Om003G114980	g28422
OG0012286	Om004G150340	g38332
OG0012287	Om003G123680	g2786
OG0012288	Om004G153290, Om018G373970	g50982
OG0012289	Om001G034770	g38399
OG0012291	Om004G152400, Om004G155230	g24721, g38406
OG0012292	Om004G152990, Om004G155390	g50964, g38413
OG0012293	Om006G241160	g28982
OG0012294	Om004G154360	g50907, g36917
OG0012296	Om004G153690	g36934
OG0012298	Om004G153570	g50891
OG0012299	Om004G153560	g50890
OG0012301	Om004G156160	g38533
OG0012302	Om004G156220	g38538
OG0012303	Om004G156230	g38539
OG0012304	Om008G358520	g10978, g40570
OG0012305	Om004G156480	g38555
OG0012306	Om004G156500	g44596
OG0012307	Om004G156560	g50847
OG0012308	Om004G156590	g50845
OG0012309	Om003G125800, Om004G156700	g38557
OG0012310	Om005G195710	g27291
OG0012311	Om005G194400	g31515
OG0012312	Om005G194290, Om005G194280	g31510
OG0012313	Om005G194200	g49903
OG0012314	Om005G193660	g49883
OG0012315	Om005G193030	g31450
OG0012316	Om005G192500	g27207
OG0012318	Om005G192320	g27197, g27195, g31406
OG0012319	Om005G191570	g31370
OG0012321	Om005G191390	g31353
OG0012322	Om005G191220	g31348
OG0012323	Om005G191170	g31346
OG0012324	Om005G190440	g31318
OG0012325	Om005G190970	g31334
OG0012326	Om005G189820	g27136, g31297
OG0012327	Om005G189690	g49757
OG0012329	Om005G189390, Om003G119100	g31271
OG0012330	Om005G189120	g31257
OG0012331	Om005G188900	g27117
OG0012332	Om005G188120	g49703
OG0012333	Om005G188360	g31227
OG0012334	Om005G188030	g49699
OG0012335	Om005G188000, Om005G187990	g31211
OG0012336	Om005G187370	g31177
OG0012337	Om005G187180	g31163
OG0012339	Om006G251120	g2179
OG0012340	Om005G186970	g31151
OG0012341	Om005G186880	g49655
OG0012342	Om005G186580	g31125
OG0012343	Om005G186730	g31133
OG0012344	Om005G186520	g49676
OG0012345	Om005G186750	g49661
OG0012346	Om005G186370	g31117
OG0012347	Om005G186290	g31113
OG0012348	Om002G082260	g31096
OG0012349	Om006G249520	g28631
OG0012350	Om003G127870	g11151
OG0012351	Om004G150530	g51046
OG0012353	Om005G184810	g31051
OG0012354	Om005G184410	g31036
OG0012355	Om007G280970	g39876
OG0012356	Om005G227410	g38324
OG0012357	Om005G182790	g49497
OG0012358	Om005G182090	g30897
OG0012359	Om005G181800	g26944
OG0012360	Om005G181780	g30884
OG0012361	Om005G181730	g30870
OG0012362	Om005G181230	g49445
OG0012363	Om005G180760	g49427
OG0012364	Om005G180780	g30839
OG0012365	Om005G180890	g26910
OG0012366	Om005G179970	g49401
OG0012367	Om005G179790	g25022
OG0012368	Om005G179660	g49391
OG0012369	Om005G179370	g49380
OG0012370	Om005G178990, Om005G223760	g26880
OG0012371	Om005G178620	g49337, g30758
OG0012372	Om005G178560	g30749
OG0012373	Om005G178390	g26873, g30741
OG0012374	Om005G178410	g49320
OG0012375	Om005G178430	g49321
OG0012376	Om005G178460	g49324
OG0012377	Om005G177850	g49297
OG0012379	Om007G302090	g29330
OG0012380	Om004G156810, Om007G301080	g45663
OG0012381	Om007G301450	g5193
OG0012383	Om007G300430	g29276
OG0012384	Om007G300360	g45681
OG0012385	Om001G000540	g24281
OG0012386	Om007G299860	g45693
OG0012387	Om007G299890, Om006G267970	g5116
OG0012388	Om007G299420	g5086
OG0012389	Om007G299270	g29217
OG0012390	Om007G299160	g5078
OG0012391	Om007G299150	g5077
OG0012392	Om007G298920	g45717
OG0012393	Om007G298810	g5061
OG0012394	Om007G298570	g5054, g45725
OG0012395	Om007G298200	g45735
OG0012396	Om007G298080	g5032
OG0012397	Om007G297890	g29176
OG0012398	Om007G296740	g28991
OG0012399	Om007G295700	g41466
OG0012400	Om007G295690	g29049
OG0012401	Om007G295600, Om007G295640	g29061
OG0012402	Om007G295390	g29069, g4912
OG0012403	Om007G294820	g41433
OG0012404	Om007G294810	g4878
OG0012405	Om007G297530	g5009
OG0012406	Om007G293890	g10131
OG0012407	Om007G293820	g10134
OG0012408	Om007G293750	g10136
OG0012409	Om007G293490	g4769
OG0012410	Om005G208980	g44735, g44730
OG0012411	Om007G303780	g10195
OG0012412	Om008G332470	g10214
OG0012413	Om007G305710	g10225
OG0012414	Om009G363100, Om009G363180, Om007G305990	g10237
OG0012416	Om004G169610	g5576
OG0012417	Om004G169660	g5579
OG0012418	Om004G169940	g29660
OG0012419	Om004G170110	g29667
OG0012420	Om004G170120	g29669
OG0012421	Om001G039790	g10296
OG0012422	Om004G161370	g29353
OG0012423	Om004G170300	g5595
OG0012424	Om004G170340	g29682
OG0012425	Om004G170490	g29690
OG0012426	Om004G171500	g29725
OG0012427	Om006G249940	g39331
OG0012428	Om004G172470	g29766
OG0012429	Om004G172490	g45414, g40769
OG0012430	Om004G172830	g5684
OG0012431	Om006G240620	g623, g10086
OG0012432	Om006G239990	g10051
OG0012433	Om006G238800	g9998
OG0012434	Om006G238740	g18573
OG0012435	Om006G238640	g513
OG0012436	Om006G238110	g18586
OG0012437	Om006G237920	g487
OG0012438	Om006G237710	g471
OG0012440	Om006G237670	g470
OG0012441	Om006G237430	g453, g9950
OG0012442	Om006G237150	g9925
OG0012444	Om006G236120	g388
OG0012445	Om006G235400	g354, g9853
OG0012446	Om006G235360	g9851
OG0012447	Om006G235290	g345
OG0012448	Om006G234850	g9834
OG0012449	Om006G247360	g28715
OG0012450	Om006G247430	g1212
OG0012452	Om006G247940	g28695
OG0012453	Om006G258210	g19345
OG0012454	Om006G258340, Om006G258320, Om004G146830	g19352
OG0012455	Om006G258390	g2548
OG0012456	Om006G258770	g11363, g2583
OG0012457	Om006G258910	g2585
OG0012459	Om002G061080	g19398
OG0012460	Om006G260430	g19409
OG0012461	Om006G261080	g2676, g19456, g19444
OG0012462	Om006G261210	g19441, g19453
OG0012463	Om006G261310	g19438
OG0012464	Om006G261530	g2688
OG0012465	Om006G262400, Om005G214250	g19419
OG0012466	Om006G262760	g2723
OG0012467	Om003G115690	g2734
OG0012468	Om006G264080	g19504
OG0012469	Om006G264650	g19513, g2731
OG0012470	Om006G264670	g2729
OG0012471	Om006G266580	g2813
OG0012472	Om006G246730	g28708
OG0012473	Om006G267010	g19545
OG0012474	Om004G132280	g19551
OG0012475	Om006G267130	g11432
OG0012476	Om006G267390	g2914
OG0012478	Om004G147030	g11449
OG0012479	Om006G268960	g3130
OG0012480	Om006G268680	g3427
OG0012481	Om006G268580	g3495
OG0012482	Om005G227010	g1612
OG0012483	Om005G227560	g11510
OG0012484	Om005G212080	g44887
OG0012485	Om005G212190	g41652
OG0012486	Om005G212390	g44902
OG0012488	Om004G154890, Om004G152240	g38395
OG0012489	Om005G211610	g44866
OG0012490	Om005G212580, Om003G108680	g41765
OG0012491	Om005G211710	g18034
OG0012492	Om005G210320	g44802
OG0012494	Om005G210370	g45756
OG0012495	Om005G209840	g45776
OG0012496	Om006G244770	g44763
OG0012497	Om005G209420	g45797
OG0012498	Om005G209410	g44762
OG0012499	Om004G141890, Om004G141900	g46029
OG0012500	Om005G208110	g45834
OG0012501	Om005G207730	g45856
OG0012502	Om005G207490	g44695
OG0012503	Om005G206790	g45897
OG0012504	Om005G206610	g45910
OG0012505	Om005G206000	g45943
OG0012506	Om004G133440	g46436
OG0012507	Om004G133970	g46408
OG0012508	Om004G134150	g46393
OG0012509	Om004G134550	g46374
OG0012510	Om004G134560	g46373
OG0012511	Om004G134770	g17961
OG0012512	Om004G134950	g46341
OG0012513	Om002G073600, Om004G135020, Om004G134990	g46338
OG0012514	Om004G135250	g17962
OG0012515	Om004G135620	g44385
OG0012516	Om004G135700	g46302, g44388
OG0012518	Om004G136500	g44407
OG0012519	Om004G136910	g46247
OG0012520	Om004G137740	g46187
OG0012521	Om007G295740, Om004G137650	g46184
OG0012522	Om004G138930	g46182
OG0012523	Om004G138570	g46170
OG0012524	Om004G138560	g46169
OG0012525	Om004G139210	g46152
OG0012526	Om006G260570, Om004G140180	g17989
OG0012527	Om004G140340	g46103
OG0012528	Om004G140480	g46095
OG0012529	Om004G140800	g46083
OG0012531	Om004G142570	g45997
OG0012532	Om002G069050, Om004G142700	g45951
OG0012533	Om004G133020	g46460
OG0012534	Om004G132970	g46465
OG0012535	Om004G132700	g44352
OG0012536	Om004G132200	g46498, g44340
OG0012537	Om004G132190	g46499, g44339
OG0012538	Om004G132070	g46507
OG0012541	Om004G131260	g46535
OG0012544	Om004G129760	g36646, g36648
OG0012545	Om004G129710	g46607
OG0012546	Om004G129620	g44269
OG0012547	Om004G129500	g44264
OG0012548	Om004G129540	g13829
OG0012549	Om004G129560	g1633
OG0012550	Om002G056540	g12269
OG0012551	Om002G057230	g7255
OG0012552	Om002G057330	g12246
OG0012553	Om003G091490	g36683
OG0012554	Om002G058910	g7185
OG0012555	Om002G059310	g7165
OG0012556	Om002G059450	g12177
OG0012558	Om002G060370	g7112
OG0012559	Om002G060390	g12144
OG0012560	Om002G060450	g7107
OG0012561	Om002G061450	g7059
OG0012562	Om002G061740	g12103
OG0012563	Om002G062680	g13262, g7004
OG0012564	Om002G063250	g6989
OG0012565	Om002G063350	g12064
OG0012566	Om002G063540	g6980
OG0012567	Om002G063580	g6977
OG0012568	Om002G063600	g13275
OG0012570	Om002G064320	g12036
OG0012571	Om002G064330	g6927
OG0012572	Om002G064350, Om002G064340	g12035
OG0012573	Om002G064470	g6923
OG0012574	Om002G065190	g12014
OG0012575	Om002G065330	g12010
OG0012576	Om002G065470	g6876
OG0012577	Om002G065560	g12003
OG0012578	Om002G065800	g11993, g13317
OG0012579	Om002G066110	g11982
OG0012580	Om002G066510	g6823
OG0012581	Om002G066590	g13333
OG0012582	Om002G066790	g11958
OG0012583	Om002G067290	g6772
OG0012584	Om002G067530, Om002G067590	g6756
OG0012585	Om002G067810	g11935, g6754
OG0012586	Om002G068190	g6731
OG0012587	Om002G068690	g11894
OG0012588	Om003G096110	g36488, g28043
OG0012589	Om002G068920	g13373
OG0012590	Om002G069680, Om002G069670	g11861
OG0012591	Om003G102140	g47085
OG0012592	Om002G071360	g6560
OG0012593	Om002G071650	g11769
OG0012594	Om002G071790	g6547
OG0012595	Om002G072520	g6523
OG0012596	Om002G072810	g6509
OG0012597	Om002G072870	g13476
OG0012598	Om002G072990	g11741
OG0012599	Om002G073030	g6493
OG0012600	Om005G186790	g31136
OG0012601	Om002G073130	g6488
OG0012602	Om002G073400	g11727, g13488, g6464
OG0012603	Om002G079280	g6337
OG0012604	Om002G074400	g6444
OG0012605	Om002G075520	g6368
OG0012606	Om002G075400	g13526
OG0012607	Om002G076120	g11654
OG0012608	Om004G137970	g6305
OG0012609	Om002G072200, Om002G085340, Om002G085360	g6021
OG0012610	Om002G077750	g11578
OG0012611	Om005G222920	g11603
OG0012612	Om002G077510	g11615
OG0012613	Om002G077470	g11631
OG0012614	Om002G077850	g13659
OG0012615	Om002G079520	g6222
OG0012616	Om002G079530	g13668
OG0012617	Om002G080820	g6191
OG0012618	Om002G080380	g6187
OG0012619	Om002G081310	g6165
OG0012620	Om002G082050	g6149
OG0012621	Om002G082060	g14216, g6148
OG0012622	Om002G082140	g14215
OG0012623	Om002G082570	g6140, g14194
OG0012624	Om002G082870	g14077
OG0012625	Om002G082940	g13713
OG0012626	Om008G333950	g37271, g51715
OG0012627	Om002G083050	g14073
OG0012628	Om002G083830	g14040
OG0012629	Om002G084130	g14023
OG0012630	Om002G084140	g14022
OG0012631	Om002G084310	g14008
OG0012632	Om002G084830	g6034
OG0012633	Om002G084930	g13759
OG0012634	Om002G085010	g13983
OG0012635	Om002G085770	g6003
OG0012638	Om002G086820	g13917
OG0012639	Om002G087030	g5958
OG0012640	Om002G087300	g13809
OG0012641	Om002G087670	g5939
OG0012642	Om002G087920	g5930
OG0012645	Om007G295330	g5875, g6176
OG0012646	Om003G089530	g54377, g54381, g54382
OG0012647	Om003G089830	g5961, g25047, g25050
OG0012650	Om006G264360	g36675, g54358
OG0012651	Om003G092410	g36659
OG0012652	Om003G092780	g54298
OG0012653	Om003G092820	g36633, g54296
OG0012654	Om003G093500	g36604
OG0012655	Om003G093870	g28009
OG0012656	Om003G094000	g54275
OG0012657	Om003G094600	g54262
OG0012659	Om003G095510	g54230
OG0012660	Om003G095530	g36520
OG0012661	Om003G095710	g54216
OG0012662	Om003G096300, Om003G096340	g36482
OG0012663	Om003G096210	g36485
OG0012664	Om003G096610	g28049
OG0012665	Om003G096740	g36460
OG0012666	Om003G096760	g54199
OG0012667	Om003G097070	g36446
OG0012668	Om003G097650, Om009G363170	g28064
OG0012669	Om003G097720	g36413
OG0012670	Om003G097820	g54152
OG0012671	Om003G098240	g54132
OG0012672	Om003G096190, Om005G192100	g54193
OG0012673	Om003G099060	g54098
OG0012674	Om003G098930	g54108
OG0012675	Om003G099010	g28090
OG0012676	Om003G099410	g54083
OG0012677	Om003G091020	g36323
OG0012678	Om003G099700	g54069, g36301
OG0012679	Om003G099710	g54068
OG0012680	Om003G100220	g47142
OG0012681	Om003G100300	g24389
OG0012682	Om003G100490	g47130
OG0012683	Om003G100760	g24407
OG0012684	Om003G100660	g24410
OG0012685	Om003G100850	g24416
OG0012686	Om008G339450	g51481
OG0012687	Om008G340050	g37078
OG0012688	Om008G340120	g37981
OG0012689	Om006G256610	g11338
OG0012690	Om006G256600	g11337
OG0012691	Om006G256450	g2427
OG0012692	Om006G256150	g11333
OG0012693	Om006G256030	g11330
OG0012695	Om006G255790	g11325
OG0012696	Om006G255520	g2406
OG0012697	Om006G255240	g11319
OG0012698	Om006G254780	g2362, g19202
OG0012699	Om006G254610	g11311
OG0012700	Om006G239470	g29124
OG0012701	Om006G254080	g2325
OG0012702	Om006G253770	g2318
OG0012703	Om006G256960	g2461
OG0012704	Om006G253590	g2301
OG0012705	Om006G253240	g19150
OG0012706	Om006G252720	g2244
OG0012707	Om006G252570	g2257
OG0012708	Om006G251970, Om006G237140	g19094
OG0012709	Om006G251820, Om007G279820	g2193
OG0012710	Om006G251700	g19074
OG0012712	Om006G251460	g11273, g28268, g2186
OG0012713	Om006G250530	g6211, g19033
OG0012714	Om006G250510	g2158
OG0012715	Om003G119480	g2139
OG0012716	Om003G119490	g19020
OG0012717	Om003G119510	g19018
OG0012718	Om003G119790	g19010
OG0012719	Om003G119800	g19009
OG0012720	Om003G105850	g17923
OG0012721	Om003G120230	g2080
OG0012722	Om003G120310	g18997
OG0012723	Om003G120330	g18995
OG0012724	Om003G120410	g2087
OG0012725	Om003G121170	g2133
OG0012726	Om003G122330	g1985
OG0012727	Om003G122340	g1986
OG0012728	Om008G326270	g52079, g48947
OG0012729	Om003G123080	g2004
OG0012730	Om003G123100	g18911
OG0012731	Om003G123950, Om003G123960	g2030
OG0012732	Om003G124110	g1963
OG0012733	Om003G125420, Om003G125440	g1913
OG0012734	Om003G125460	g18819
OG0012735	Om003G125910	g1887
OG0012736	Om003G127680	g1781
OG0012737	Om003G127970	g1761
OG0012738	Om003G128130	g18795
OG0012739	Om003G128520	g18729
OG0012740	Om003G128990	g18769
OG0012741	Om003G129080	g18774
OG0012742	Om003G101350	g54179
OG0012743	Om004G150730	g38307
OG0012744	Om003G097890	g54148
OG0012746	Om006G253580	g2300
OG0012748	Om006G251360, Om006G251400, Om008G353390, Om004G163980	g39973
OG0012750	Om003G125110	g18822
OG0012751	Om005G179580, Om005G190770	g26900
OG0012752	Om008G358720	g10972
OG0012753	Om008G354970	g36841
OG0012756	Om004G132690	g46475
OG0012757	Om004G134860	g46351
OG0012758	Om004G138610	g46172
OG0012759	Om001G023090	g17031
OG0012760	Om001G023240	g47678
OG0012762	Om001G027700	g47779
OG0012764	Om001G038590	g22816
OG0012765	Om005G181770	g26933
OG0012766	Om005G183890	g49545
OG0012767	Om005G186120	g31110
OG0012768	Om005G204380	g50224
OG0012771	Om004G158160	g25393
OG0012772	Om005G227180	g1737, g43525
OG0012775	Om002G068780	g6704
OG0012776	Om002G066700	g6811
OG0012779	Om002G054100	g13108
OG0012780	Om004G170210	g29677
OG0012781	Om006G254160, Om003G106200	g25189
OG0012782	Om004G155950	g50874
OG0012785	Om007G287180	g54004
OG0012786	Om007G283820	g40057
OG0012787	Om007G284250	g13583
OG0012788	Om004G168390	g45487
OG0012789	Om004G160900	g5242
OG0012790	Om007G302070	g5231
OG0012791	Om007G300090	g5125
OG0012792	Om007G298530	g5052
OG0012793	Om007G297360	g5001
OG0012794	Om006G272910	g1579
OG0012795	Om006G250060	g28574
OG0012796	Om006G248480	g28661
OG0012798	Om006G244230	g28863
OG0012798	Om002G054800	g12323
OG0012800	Om006G241970	g28943
OG0012801	Om006G236880	g9909
OG0012803	Om006G234690	g18626
OG0012809	Om006G273850	g25320, g50861
OG0012815	Om007G299760	g5111
OG0012817	Om007G295350	g4905, g3962
OG0012827	Om004G158000, Om018G373730	g45249
OG0012828	Om007G278020	g46538
OG0012836	Om001G022050	g23578
OG0012837	Om001G022260	g17053
OG0012838	Om001G022400	g47663
OG0012839	Om001G022980, Om001G023020	g23541
OG0012840	Om001G023380	g23529
OG0012841	Om001G023860	g47691
OG0012842	Om001G024420	g23471
OG0012843	Om001G024550	g47699
OG0012844	Om008G328810	g37378, g51969
OG0012845	Om001G025090	g16996
OG0012846	Om001G026050	g23410
OG0012847	Om001G026300	g23391
OG0012848	Om001G026480	g16977
OG0012849	Om001G026850	g23375
OG0012850	Om001G026880	g47759
OG0012851	Om001G027200	g23359
OG0012852	Om001G027310	g47766
OG0012853	Om001G027540	g47776
OG0012854	Om001G027850	g23325
OG0012855	Om008G350320, Om001G028640	g16941
OG0012856	Om001G028810	g16938
OG0012857	Om001G029090, Om001G029110	g16928
OG0012858	Om001G029160	g16925
OG0012859	Om001G029330	g23272
OG0012860	Om001G029430	g23264
OG0012861	Om001G029530	g23255
OG0012862	Om001G029640	g47819
OG0012863	Om001G030200	g16907
OG0012864	Om001G030020	g16908
OG0012865	Om001G029820	g47824
OG0012866	Om001G029730	g47821
OG0012867	Om001G030330	g23207
OG0012868	Om001G030900	g23176
OG0012869	Om001G030870	g47841
OG0012870	Om001G030850	g23179
OG0012871	Om001G030940	g23175
OG0012872	Om001G031020	g23168
OG0012873	Om001G031250	g23163
OG0012875	Om001G031750	g23146
OG0012876	Om001G032470	g47875, g23108
OG0012877	Om001G031900	g23138
OG0012878	Om001G032540	g23104
OG0012880	Om001G033360	g23044
OG0012881	Om001G033700	g23031
OG0012882	Om001G035720	g22953
OG0012883	Om001G033930	g23024
OG0012884	Om001G039180	g13566
OG0012885	Om007G291720	g50572
OG0012886	Om007G291750	g50573
OG0012887	Om007G292060	g50589
OG0012888	Om007G292180	g27746
OG0012889	Om007G276890	g32612
OG0012890	Om007G276850	g32616
OG0012891	Om007G276640	g50654, g50655
OG0012892	Om007G276120	g24319
OG0012894	Om007G275870	g47171
OG0012895	Om007G275860	g47170
OG0012896	Om007G275770	g47163
OG0012897	Om007G275690	g17586
OG0012898	Om007G275950, Om007G275910	g17589
OG0012899	Om005G215980	g43836
OG0012900	Om005G216050	g41132
OG0012901	Om005G216080	g1684
OG0012902	Om003G121030, Om002G053340	g41129
OG0012903	Om005G217550	g43906
OG0012904	Om005G217380	g41127
OG0012905	Om005G217300	g41126
OG0012906	Om005G216970, Om001G024160	g43971
OG0012907	Om005G216960	g41118
OG0012908	Om005G216920	g41114
OG0012909	Om011G365620, Om020G374560	g44016
OG0012910	Om011G365650, Om020G374520	g44015
OG0012911	Om005G218790	g41068
OG0012912	Om005G218970	g44042
OG0012913	Om005G219350	g38258
OG0012914	Om005G219510	g41053
OG0012915	Om005G219870	g41046
OG0012916	Om005G219740	g44088
OG0012917	Om005G219970	g41040
OG0012918	Om005G220030	g44100
OG0012919	Om005G220890	g41021
OG0012920	Om005G220970	g41016
OG0012921	Om005G221160	g44137
OG0012922	Om005G221590	g41004
