Orthogroup	Odontarrhena_muralis	Euclidium_syriacum
OG0015170	Om008G338860	ESY9_g43902_DN3_SP0_c0.t1
OG0015171	Om008G338910	ESY9_g43890_DN3_SP5_c0.t1
OG0015172	Om001G013400	ESY14_g20589_DN3_SP8_c0.t1
OG0015173	Om008G343500	ESY19_g41464_DN3_SP1_c0.t1
OG0015174	Om008G344400	ESY25_g62652_DN3_SP0_c20.t1
OG0015175	Om008G344440	ESY2_g38084_DN3_SP7_c0.t1
OG0015176	Om008G344450	ESY21_g55114_DN3_SP0_c0.t1
OG0015178	Om008G344750	ESY19_g41785_DN3_SP2_c0.t1
OG0015179	Om001G014620	ESY14_g21094_DN3_SP6_c0.t1
OG0015180	Om008G345380	ESY19_g41641_DN3_SP1_c0.t1
OG0015181	Om008G340290	ESY1_g5819_DN2_SP0_c0.t1
OG0015182	Om008G340450	ESY5_g3750_DN3_SP0_c0.t1
OG0015183	Om008G340470	ESY1_g5836_DN3_SP0_c0.t1
OG0015185	Om008G340730	ESY1_g6162_DN3_SP8_c0.t1
OG0015186	Om008G340800	ESY10_g15053_DN3_SP6_c0.t1
OG0015187	Om008G340810	ESY10_g15054_DN3_SP0_c0.t1
OG0015188	Om008G340970	ESY16_g61720_DN3_SP0_c0.t1
OG0015190	Om008G352310	ESY2_g33476_DN3_SP0_c0.t1
OG0015192	Om008G341430	ESY1_g5966_DN3_SP0_c0.t1
OG0015194	Om008G341730	ESY1_g5952_DN3_SP0_c0.t1
OG0015195	Om008G341860	ESY1_g6383_DN2_SP0_c0.t1
OG0015196	Om008G342130	ESY1_g6230_DN3_SP1_c0.t1
OG0015197	Om008G342190	ESY3_g32156_DN2_SP0_c0.t1
OG0015198	Om008G342600	ESY1_g6459_DN3_SP0_c0.t1
OG0015199	Om008G342800	ESY1_g6568_DN3_SP8_c0.t1
OG0015200	Om006G241470	ESY6_g49291_DN3_SP6_c0.t1
OG0015201	Om007G277670	ESY6_g49202_DN3_SP0_c0.t1
OG0015202	Om008G343110	ESY8_g58159_DN3_SP0_c0.t1
OG0015203	Om008G343090	ESY1_g6619_DN3_SP8_c20.t1
OG0015204	Om008G346540	ESY25_g62733_DN3_SP8_c0.t1
OG0015205	Om008G347030	ESY2_g38539_DN2_SP8_c11.t1
OG0015207	Om008G347100	ESY25_g62609_DN3_SP8_c0.t1
OG0015208	Om008G347110	ESY25_g62608_DN2_SP1_c0.t1
OG0015209	Om008G347610	ESY25_g62591_DN3_SP2_c0.t1
OG0015210	Om008G347970	ESY2_g33478_DN3_SP2_c0.t1
OG0015211	Om008G349840	ESY18_g64050_DN3_SP0_c0.t1
OG0015212	Om008G349940	ESY18_g63989_DN3_SP2_c0.t1
OG0015213	Om008G350200	ESY3_g32461_DN3_SP0_c0.t1
OG0015214	Om008G350540	ESY18_g63913_DN3_SP1_c0.t1
OG0015215	Om008G350560	ESY18_g63911_DN3_SP2_c0.t1
OG0015217	Om008G350890	ESY18_g63713_DN3_SP1_c22.t1
OG0015218	Om008G350990	ESY18_g63658_DN3_SP0_c0.t1
OG0015219	Om008G351220	ESY18_g63620_DN3_SP0_c0.t1
OG0015220	Om008G351260	ESY18_g63582_DN3_SP0_c0.t1
OG0015221	Om008G351740	ESY18_g63306_DN3_SP8_c0.t1
OG0015222	Om008G351700	ESY18_g63305_DN3_SP7_c0.t1
OG0015223	Om008G352760	ESY18_g63091_DN3_SP3_c0.t1
OG0015226	Om007G312920	ESY15_g64800_DN3_SP0_c0.t1
OG0015227	Om001G009170	ESY9_g43792_DN2_SP0_c0.t1
OG0015229	Om008G353690	ESY7_g16132_DN3_SP8_c13.t1
OG0015230	Om008G353790	ESY7_g16178_DN3_SP2_c0.t1
OG0015231	Om008G353850	ESY7_g16207_DN3_SP8_c0.t1
OG0015232	Om008G353920	ESY7_g16221_DN3_SP7_c0.t1
OG0015233	Om008G353990	ESY7_g16297_DN3_SP1_c0.t1
OG0015234	Om008G354330	ESY7_g16348_DN3_SP0_c0.t1, ESY7_g18993_DN3_SP0_c0.t1
OG0015235	Om008G354780	ESY7_g16423_DN1_SP0_c0.t1, ESY7_g16422_DN3_SP0_c0.t1
OG0015236	Om008G355240	ESY7_g16479_DN3_SP0_c0.t1
OG0015237	Om008G356060	ESY7_g16582_DN3_SP0_c0.t1
OG0015238	Om008G356570	ESY7_g16643_DN3_SP8_c0.t1
OG0015240	Om008G356800	ESY7_g16664_DN3_SP1_c0.t1
OG0015241	Om008G358040	ESY7_g16775_DN3_SP7_c0.t1
OG0015242	Om008G358540	ESY7_g16812_DN3_SP0_c0.t1
OG0015243	Om008G358790	ESY7_g16838_DN3_SP3_c0.t1
OG0015244	Om008G358840	ESY7_g16848_DN2_SP4_c0.t1
OG0015245	Om008G358920	ESY7_g16857_DN3_SP0_c0.t1
OG0015246	Om004G140920	ESY2_g34851_DN3_SP8_c0.t1
OG0015247	Om008G359110	ESY10_g15258_DN3_SP0_c0.t1
OG0015248	Om008G359120	ESY10_g15254_DN3_SP0_c0.t1
OG0015249	Om003G090470	ESY2_g36288_DN3_SP6_c0.t1
OG0015251	Om008G359890	ESY10_g14550_DN3_SP0_c13.t1
OG0015252	Om008G360030	ESY10_g15089_DN3_SP0_c0.t1
OG0015253	Om005G189700	ESY10_g14738_DN3_SP7_c0.t1
OG0015254	Om002G086220	ESY11_g53019_DN3_SP0_c0.t1
OG0015255	Om008G361870	ESY10_g14909_DN3_SP8_c0.t1
OG0015256	Om003G106050	ESY17_g39102_DN3_SP8_c0.t1
OG0015257	Om003G106130	ESY17_g39882_DN3_SP0_c0.t1
OG0015258	Om008G362510	ESY10_g14811_DN3_SP1_c0.t1
OG0015259	Om008G362490	ESY10_g14824_DN3_SP1_c0.t1
OG0015260	Om003G106370	ESY17_g39838_DN3_SP0_c0.t1
OG0015261	Om002G076110	ESY3_g27150_DN3_SP8_c0.t1
OG0015262	Om004G173730	ESY1_g10261_DN3_SP0_c0.t1
OG0015263	Om002G076790	ESY11_g53892_DN3_SP8_c0.t1
OG0015264	Om003G105620	ESY16_g61499_DN3_SP0_c0.t1
OG0015265	Om003G105030	ESY17_g39772_DN3_SP8_c0.t1
OG0015266	Om002G075290	ESY3_g27494_DN3_SP7_c0.t1
OG0015267	Om004G170870	ESY4_g22317_DN3_SP0_c0.t1
OG0015268	Om005G190030	ESY8_g59724_DN3_SP7_c0.t1
OG0015269	Om002G074560	ESY3_g27595_DN3_SP0_c0.t1
OG0015271	Om003G104190	ESY7_g18593_DN3_SP0_c0.t1
OG0015272	Om003G103900	ESY15_g65693_DN3_SP4_c0.t1
OG0015273	Om003G103790	ESY15_g65879_DN3_SP1_c46.t1
OG0015274	Om003G103600	ESY27_g13450_DN3_SP1_c0.t1
OG0015275	Om003G103550	ESY27_g13409_DN3_SP0_c0.t1
OG0015276	Om003G103180	ESY15_g65437_DN3_SP0_c0.t1
OG0015277	Om003G102690	ESY22_g40640_DN3_SP7_c0.t1
OG0015278	Om003G102680	ESY22_g40641_DN3_SP0_c0.t1
OG0015279	Om002G071760	ESY3_g28584_DN3_SP0_c0.t1
OG0015280	Om003G102260	ESY22_g40906_DN3_SP0_c0.t1
OG0015281	Om003G101560	ESY2_g38864_DN3_SP7_c0.t1
OG0015282	Om003G101430	ESY2_g38805_DN3_SP0_c0.t1
OG0015283	Om007G316230	ESY8_g60521_DN3_SP6_c0.t1
OG0015284	Om007G316410	ESY8_g60431_DN3_SP8_c0.t1
OG0015285	Om007G316770	ESY8_g60345_DN3_SP0_c0.t1
OG0015286	Om007G316780	ESY8_g60340_DN3_SP6_c0.t1
OG0015287	Om007G316990	ESY8_g60298_DN3_SP0_c0.t1
OG0015288	Om007G317510	ESY8_g60201_DN3_SP0_c0.t1
OG0015289	Om007G318130	ESY8_g60107_DN3_SP0_c0.t1
OG0015290	Om006G253710	ESY8_g59966_DN1_SP0_c0.t1
OG0015291	Om008G318710	ESY12_g52324_DN3_SP2_c0.t1
OG0015292	Om008G318770	ESY12_g52314_DN3_SP0_c0.t1
OG0015293	Om008G318800	ESY12_g52310_DN3_SP2_c0.t1
OG0015294	Om008G318840	ESY12_g52307_DN3_SP0_c0.t1
OG0015295	Om008G319000	ESY12_g52291_DN3_SP3_c0.t1
OG0015296	Om008G319020	ESY12_g52277_DN3_SP0_c0.t1
OG0015297	Om008G319030	ESY12_g52276_DN3_SP4_c0.t1
OG0015298	Om008G319200	ESY12_g52252_DN3_SP4_c0.t1
OG0015299	Om008G319210	ESY12_g52251_DN3_SP0_c9.t1
OG0015300	Om008G319270	ESY12_g52237_DN3_SP3_c0.t1
OG0015301	Om008G319290	ESY12_g52234_DN3_SP8_c0.t1
OG0015302	Om008G319340	ESY12_g52230_DN3_SP8_c0.t1
OG0015303	Om002G061160	ESY12_g51391_DN3_SP8_c0.t1
OG0015304	Om008G320010	ESY12_g51395_DN3_SP4_c0.t1
OG0015305	Om008G320200	ESY12_g51596_DN3_SP1_c0.t1
OG0015306	Om008G320220	ESY12_g51598_DN3_SP0_c0.t1
OG0015307	Om008G320490	ESY12_g51638_DN3_SP8_c0.t1
OG0015308	Om008G320550	ESY12_g51657_DN3_SP0_c0.t1
OG0015309	Om008G320700	ESY12_g51673_DN3_SP0_c0.t1
OG0015310	Om008G320830	ESY12_g51691_DN3_SP2_c0.t1
OG0015311	Om008G321000	ESY12_g51713_DN1_SP0_c0.t1
OG0015312	Om008G321300	ESY12_g51762_DN3_SP0_c0.t1
OG0015313	Om008G321490	ESY12_g51789_DN3_SP8_c0.t1
OG0015314	Om008G321850	ESY12_g51849_DN3_SP0_c0.t1
OG0015315	Om008G321860	ESY12_g51850_DN3_SP0_c0.t1
OG0015317	Om008G322240	ESY12_g51904_DN3_SP1_c0.t1
OG0015318	Om008G322340	ESY12_g51924_DN3_SP8_c0.t1
OG0015319	Om008G322360	ESY12_g51926_DN3_SP0_c0.t1
OG0015320	Om008G322480	ESY12_g51954_DN3_SP0_c0.t1
OG0015321	Om008G322510	ESY12_g51945_DN3_SP6_c0.t1
OG0015322	Om008G322680	ESY12_g51976_DN1_SP0_c0.t1
OG0015323	Om008G322700	ESY12_g51979_DN3_SP8_c0.t1
OG0015324	Om008G322830	ESY12_g52007_DN3_SP7_c0.t1
OG0015325	Om008G322890	ESY12_g52015_DN3_SP0_c0.t1
OG0015326	Om008G323070	ESY12_g52036_DN3_SP0_c0.t1
OG0015327	Om008G323590	ESY12_g52093_DN3_SP6_c0.t1
OG0015328	Om008G323960, Om008G323970	ESY12_g52125_DN3_SP4_c0.t1
OG0015329	Om008G324110	ESY12_g52141_DN3_SP0_c0.t1
OG0015330	Om008G324810	ESY12_g52189_DN3_SP0_c0.t1
OG0015331	Om008G325030	ESY12_g52206_DN3_SP6_c0.t1
OG0015332	Om008G325170	ESY12_g51469_DN3_SP0_c0.t1
OG0015333	Om008G325200	ESY12_g51472_DN3_SP0_c0.t1
OG0015334	Om008G325470	ESY4_g24845_DN3_SP0_c0.t1
OG0015335	Om008G325690	ESY12_g51530_DN3_SP7_c0.t1
OG0015336	Om008G325870	ESY12_g51546_DN3_SP8_c0.t1
OG0015337	Om008G326020	ESY12_g51556_DN2_SP0_c0.t1
OG0015338	Om008G326100	ESY12_g51565_DN3_SP5_c0.t1
OG0015339	Om008G326210	ESY12_g51576_DN3_SP0_c0.t1
OG0015340	Om008G326220	ESY12_g51577_DN3_SP6_c0.t1
OG0015341	Om008G326310	ESY12_g51587_DN3_SP4_c0.t1
OG0015342	Om008G326380	ESY12_g51359_DN3_SP8_c0.t1
OG0015343	Om008G326660	ESY12_g51335_DN3_SP3_c0.t1
OG0015344	Om008G327220	ESY12_g51267_DN3_SP5_c0.t1
OG0015345	Om008G326910	ESY12_g51297_DN2_SP3_c17.t1
OG0015346	Om008G327880	ESY12_g51159_DN3_SP0_c0.t1
OG0015347	Om004G176820	ESY7_g19613_DN3_SP7_c0.t1
OG0015348	Om004G176810	ESY7_g19611_DN3_SP6_c0.t1
OG0015349	Om004G176480	ESY7_g19579_DN3_SP7_c0.t1
OG0015350	Om004G176430	ESY7_g19574_DN3_SP0_c0.t1
OG0015351	Om004G176230	ESY7_g19554_DN2_SP0_c0.t1
OG0015352	Om004G176180	ESY7_g19545_DN3_SP0_c0.t1
OG0015353	Om004G176120	ESY7_g19538_DN3_SP8_c0.t1
OG0015354	Om004G175860	ESY7_g19525_DN3_SP4_c0.t1
OG0015355	Om004G175960	ESY7_g19516_DN3_SP6_c0.t1
OG0015356	Om004G175480	ESY7_g19462_DN3_SP5_c0.t1
OG0015357	Om004G175310	ESY7_g19447_DN3_SP0_c0.t1
OG0015358	Om004G174820	ESY7_g19398_DN3_SP8_c0.t1
OG0015359	Om004G174770	ESY7_g19384_DN3_SP0_c0.t1
OG0015360	Om004G174750	ESY7_g19382_DN3_SP0_c12.t1
OG0015361	Om004G174530	ESY7_g19356_DN3_SP4_c4.t1
OG0015362	Om005G198550	ESY7_g19331_DN3_SP1_c0.t1
OG0015363	Om004G174350	ESY7_g19317_DN3_SP0_c0.t1
OG0015364	Om004G174310	ESY7_g19305_DN3_SP2_c0.t1
OG0015365	Om004G173950	ESY7_g19241_DN3_SP3_c0.t1
OG0015366	Om004G166300	ESY7_g17925_DN3_SP8_c0.t1
OG0015367	Om004G173890	ESY7_g19237_DN2_SP0_c0.t1
OG0015368	Om004G173740	ESY7_g19217_DN3_SP0_c16.t1
OG0015369	Om004G173670	ESY7_g19213_DN3_SP8_c0.t1
OG0015370	Om004G173600	ESY7_g19201_DN3_SP0_c0.t1
OG0015371	Om004G173360	ESY7_g19166_DN2_SP2_c0.t1
OG0015372	Om004G173090	ESY7_g19113_DN3_SP3_c0.t1
OG0015373	Om004G173080	ESY7_g19112_DN3_SP0_c0.t1
OG0015374	Om006G241090	ESY6_g49871_DN3_SP0_c0.t1
OG0015375	Om006G241940	ESY6_g49233_DN3_SP0_c0.t1
OG0015376	Om006G241830	ESY6_g49247_DN3_SP8_c0.t1
OG0015377	Om006G242610	ESY6_g49161_DN2_SP0_c24.t1
OG0015378	Om006G242700	ESY6_g49155_DN3_SP7_c0.t1
OG0015379	Om001G021200	ESY16_g62101_DN3_SP1_c0.t1
OG0015380	Om006G242820	ESY6_g49144_DN3_SP8_c0.t1
OG0015381	Om006G242890	ESY6_g49137_DN3_SP0_c0.t1
OG0015382	Om006G243080	ESY6_g49117_DN3_SP5_c0.t1
OG0015383	Om006G243360	ESY6_g49069_DN3_SP8_c0.t1
OG0015384	Om006G243440	ESY6_g49062_DN3_SP0_c0.t1
OG0015385	Om006G243700	ESY6_g49038_DN3_SP8_c0.t1
OG0015386	Om006G243800	ESY6_g49028_DN3_SP0_c0.t1
OG0015387	Om006G243890	ESY6_g49023_DN3_SP8_c0.t1
OG0015388	Om006G244200	ESY6_g49002_DN3_SP6_c0.t1
OG0015389	Om006G244570	ESY6_g48954_DN3_SP8_c10.t1
OG0015390	Om006G244760	ESY6_g48941_DN3_SP8_c0.t1
OG0015391	Om006G244800	ESY6_g48938_DN3_SP0_c0.t1
OG0015393	Om005G212550	ESY10_g14501_DN3_SP0_c0.t1
OG0015394	Om006G245400	ESY6_g48865_DN3_SP7_c0.t1
OG0015395	Om006G245670	ESY6_g48830_DN3_SP2_c0.t1
OG0015396	Om006G245730	ESY6_g48821_DN3_SP0_c0.t1
OG0015397	Om006G246250	ESY6_g48724_DN3_SP5_c0.t1
OG0015398	Om006G246770	ESY6_g48676_DN3_SP7_c0.t1
OG0015399	Om006G246160	ESY6_g48729_DN3_SP0_c0.t1
OG0015400	Om006G246560	ESY6_g48691_DN3_SP4_c0.t1
OG0015401	Om006G234590	ESY6_g49746_DN3_SP7_c0.t1
OG0015402	Om006G234390	ESY6_g49709_DN3_SP0_c0.t1
OG0015403	Om006G234350	ESY6_g49704_DN2_SP0_c0.t1, ESY6_g49705_DN2_SP0_c0.t1
OG0015404	Om006G234290	ESY6_g49698_DN3_SP1_c0.t1
OG0015405	Om006G234280	ESY6_g49697_DN3_SP6_c13.t1
OG0015406	Om006G234260	ESY6_g49694_DN3_SP3_c0.t1
OG0015407	Om006G234220	ESY6_g49685_DN3_SP8_c0.t1
OG0015408	Om006G234210	ESY6_g49684_DN3_SP8_c0.t1
OG0015409	Om006G233990	ESY6_g49649_DN3_SP5_c0.t1
OG0015410	Om006G233630	ESY6_g49603_DN3_SP0_c0.t1
OG0015411	Om006G233600	ESY6_g49598_DN3_SP0_c0.t1
OG0015412	Om008G333870	ESY9_g45310_DN3_SP1_c0.t1
OG0015413	Om006G233260	ESY11_g54843_DN3_SP4_c0.t1
OG0015415	Om006G233150	ESY6_g50696_DN2_SP0_c0.t1
OG0015416	Om006G233120	ESY6_g50692_DN3_SP0_c0.t1
OG0015417	Om006G233030	ESY6_g50681_DN3_SP0_c0.t1
OG0015418	Om006G232980	ESY6_g50676_DN3_SP8_c14.t1
OG0015419	Om006G232900	ESY6_g50669_DN3_SP1_c0.t1
OG0015420	Om006G232820	ESY6_g50658_DN2_SP5_c0.t1
OG0015421	Om006G232750	ESY6_g50635_DN3_SP0_c0.t1
OG0015422	Om006G232530	ESY6_g50608_DN3_SP0_c0.t1
OG0015423	Om006G232460	ESY6_g50599_DN2_SP0_c0.t1
OG0015424	Om006G232110	ESY6_g50540_DN3_SP4_c0.t1
OG0015425	Om006G231970	ESY6_g50517_DN3_SP6_c0.t1
OG0015426	Om006G231790	ESY6_g50503_DN3_SP0_c0.t1
OG0015427	Om006G231640	ESY6_g50485_DN3_SP0_c0.t1
OG0015428	Om006G231570	ESY6_g50476_DN2_SP0_c40.t1
OG0015429	Om006G231450	ESY6_g50463_DN3_SP0_c0.t1
OG0015430	Om006G231190	ESY6_g50423_DN3_SP5_c0.t1
OG0015432	Om006G231070	ESY6_g50430_DN3_SP0_c0.t1
OG0015433	Om006G230970	ESY6_g50439_DN3_SP7_c0.t1
OG0015434	Om006G230910	ESY6_g50415_DN3_SP0_c0.t1
OG0015435	Om006G230860	ESY6_g50410_DN3_SP0_c0.t1
OG0015436	Om006G230720	ESY6_g50398_DN2_SP7_c0.t1
OG0015437	Om006G230700	ESY6_g50396_DN3_SP8_c0.t1
OG0015438	Om006G230610	ESY6_g50388_DN3_SP4_c0.t1
OG0015439	Om006G230300	ESY6_g50352_DN3_SP0_c0.t1
OG0015440	Om006G270980	ESY8_g59335_DN1_SP0_c0.t1
OG0015441	Om006G230090	ESY6_g50343_DN3_SP0_c0.t1
OG0015442	Om006G230060	ESY6_g50332_DN3_SP0_c0.t1
OG0015443	Om006G229830	ESY6_g50286_DN2_SP0_c0.t1, ESY9_g43333_DN1_SP0_c0.t1
OG0015444	Om006G229670	ESY6_g50277_DN3_SP7_c0.t1
OG0015445	Om006G229630	ESY6_g50274_DN3_SP2_c0.t1
OG0015446	Om006G229490	ESY6_g50249_DN3_SP2_c0.t1
OG0015447	Om006G229330	ESY6_g50242_DN3_SP3_c0.t1
OG0015448	Om006G229270	ESY6_g50217_DN3_SP8_c0.t1
OG0015449	Om006G229230	ESY6_g50224_DN3_SP0_c0.t1
OG0015450	Om006G229180	ESY6_g50229_DN3_SP0_c7.t1
OG0015451	Om006G229070	ESY6_g50752_DN3_SP2_c0.t1
OG0015452	Om006G228970	ESY6_g50764_DN3_SP6_c0.t1
OG0015453	Om004G157100	ESY20_g13363_DN3_SP0_c0.t1
OG0015454	Om004G157900	ESY20_g12989_DN3_SP0_c0.t1
OG0015455	Om004G157640	ESY20_g12952_DN3_SP7_c0.t1
OG0015456	Om004G157440	ESY20_g12932_DN3_SP1_c0.t1
OG0015460	Om004G158340	ESY20_g13045_DN3_SP0_c0.t1
OG0015461	Om004G158430	ESY20_g13063_DN1_SP0_c0.t1
OG0015462	Om004G158910	ESY20_g13131_DN2_SP0_c0.t1
OG0015463	Om004G136270	ESY20_g13157_DN3_SP8_c0.t1
OG0015464	Om004G159200	ESY20_g12915_DN3_SP0_c0.t1
OG0015466	Om004G159950	ESY20_g13265_DN3_SP7_c0.t1
OG0015467	Om004G160090	ESY20_g13282_DN3_SP8_c0.t1
OG0015468	Om004G160110	ESY20_g13284_DN3_SP0_c0.t1
OG0015469	Om004G160130	ESY20_g13285_DN3_SP0_c0.t1
OG0015470	Om006G232190	ESY6_g50569_DN3_SP0_c0.t1
OG0015471	Om004G160490	ESY8_g58344_DN3_SP8_c0.t1
OG0015472	Om007G293000	ESY8_g58210_DN3_SP8_c0.t1
OG0015473	Om007G292920	ESY8_g58197_DN3_SP0_c0.t1
OG0015474	Om007G292890	ESY8_g58193_DN3_SP4_c0.t1
OG0015475	Om007G292880	ESY8_g58183_DN3_SP0_c15.t1
OG0015476	Om007G277420	ESY8_g58155_DN3_SP8_c0.t1
OG0015477	Om007G277520	ESY8_g58134_DN3_SP0_c16.t1
OG0015478	Om007G277540	ESY8_g58127_DN3_SP1_c0.t1
OG0015479	Om007G277640	ESY20_g12660_DN3_SP2_c0.t1
OG0015480	Om007G277690	ESY20_g12661_DN3_SP8_c0.t1
OG0015481	Om007G277710	ESY20_g12663_DN3_SP8_c0.t1
OG0015482	Om007G278030	ESY20_g12870_DN3_SP0_c0.t1
OG0015483	Om007G279220	ESY20_g13332_DN3_SP0_c24.t1
OG0015484	Om007G278790	ESY20_g12746_DN3_SP0_c0.t1
OG0015485	Om007G279580	ESY20_g12698_DN3_SP8_c0.t1
OG0015486	Om007G279690	ESY8_g58348_DN3_SP5_c0.t1
OG0015487	Om007G279760	ESY8_g58356_DN3_SP8_c0.t1
OG0015488	Om007G279770	ESY8_g58358_DN2_SP0_c0.t1
OG0015489	Om007G279920	ESY8_g58394_DN2_SP0_c0.t1
OG0015490	Om007G280440	ESY8_g58462_DN3_SP7_c0.t1
OG0015491	Om007G280590	ESY8_g58486_DN3_SP7_c0.t1
OG0015492	Om007G280620	ESY8_g58490_DN3_SP1_c0.t1
OG0015494	Om007G281720	ESY8_g58665_DN3_SP0_c0.t1
OG0015495	Om007G281840	ESY8_g58686_DN3_SP3_c0.t1
OG0015496	Om007G282110	ESY8_g58721_DN3_SP0_c0.t1
OG0015497	Om007G282950	ESY8_g58827_DN3_SP0_c0.t1
OG0015498	Om007G283220	ESY8_g58866_DN3_SP0_c0.t1
OG0015499	Om007G283380	ESY8_g58895_DN3_SP1_c0.t1
OG0015500	Om007G283430	ESY8_g58901_DN3_SP8_c0.t1
OG0015501	Om007G283480	ESY8_g58906_DN2_SP0_c0.t1
OG0015503	Om007G283900	ESY8_g58959_DN3_SP8_c0.t1
OG0015504	Om007G283930	ESY8_g58967_DN3_SP4_c0.t1
OG0015505	Om007G283950	ESY8_g58969_DN2_SP0_c13.t1
OG0015506	Om007G283990	ESY8_g58975_DN3_SP0_c0.t1
OG0015507	Om007G284050	ESY8_g58980_DN3_SP2_c0.t1
OG0015508	Om007G284270	ESY8_g58997_DN2_SP0_c0.t1
OG0015509	Om007G285110	ESY8_g59093_DN3_SP0_c0.t1
OG0015510	Om007G285090	ESY8_g59091_DN3_SP2_c0.t1
OG0015511	Om007G285010	ESY8_g59080_DN3_SP0_c0.t1
OG0015512	Om007G284930	ESY8_g59073_DN3_SP1_c0.t1
OG0015514	Om007G284770	ESY8_g59048_DN3_SP0_c0.t1
OG0015515	Om007G285290	ESY8_g59124_DN3_SP8_c0.t1
OG0015516	Om007G285300	ESY8_g59125_DN2_SP3_c0.t1
OG0015517	Om007G285430	ESY8_g59153_DN3_SP8_c13.t1
OG0015518	Om007G285450	ESY8_g59157_DN2_SP0_c0.t1
OG0015519	Om007G285460	ESY8_g59158_DN3_SP2_c0.t1
OG0015520	Om007G285540	ESY8_g59176_DN3_SP6_c0.t1
OG0015521	Om006G234300	ESY8_g59180_DN3_SP0_c0.t1
OG0015522	Om001G028820	ESY8_g59198_DN3_SP4_c0.t1
OG0015523	Om004G157120	ESY20_g13361_DN3_SP0_c0.t1
OG0015524	Om005G199380	ESY8_g59206_DN3_SP0_c0.t1
OG0015525	Om004G149390	ESY8_g59214_DN3_SP2_c0.t1
OG0015526	Om004G151030	ESY8_g59235_DN3_SP8_c0.t1
OG0015529	Om004G150970	ESY8_g59245_DN3_SP0_c0.t1
OG0015530	Om002G059890	ESY8_g59249_DN3_SP6_c0.t1
OG0015531	Om004G150380	ESY8_g59256_DN3_SP1_c0.t1
OG0015532	Om003G125840	ESY2_g36645_DN3_SP0_c0.t1
OG0015533	Om004G150890	ESY8_g59279_DN3_SP8_c0.t1
OG0015534	Om001G020370	ESY16_g62204_DN3_SP0_c0.t1
OG0015535	Om002G042650	ESY3_g32632_DN3_SP4_c0.t1
OG0015536	Om002G042570	ESY3_g32640_DN3_SP1_c0.t1
OG0015537	Om002G042310	ESY3_g32668_DN3_SP0_c0.t1
OG0015538	Om002G042260	ESY3_g32672_DN3_SP0_c0.t1
OG0015539	Om007G288380	ESY4_g22614_DN3_SP2_c0.t1
OG0015540	Om002G042160	ESY3_g32679_DN2_SP0_c0.t1
OG0015541	Om002G042090	ESY3_g32686_DN3_SP0_c0.t1
OG0015542	Om002G042040	ESY3_g32690_DN2_SP5_c0.t1
OG0015543	Om002G042030	ESY6_g50768_DN3_SP8_c0.t1
OG0015544	Om002G042000	ESY3_g32693_DN3_SP8_c0.t1
OG0015545	Om004G177460	ESY7_g19677_DN3_SP0_c0.t1
OG0015546	Om004G177420	ESY7_g19674_DN3_SP8_c0.t1
OG0015547	Om004G177390	ESY7_g19672_DN3_SP0_c0.t1
OG0015548	Om004G177360	ESY7_g19669_DN3_SP8_c0.t1
OG0015549	Om004G177350	ESY7_g19667_DN3_SP0_c0.t1
OG0015550	Om004G177320	ESY7_g19665_DN3_SP8_c0.t1
OG0015551	Om004G177310	ESY7_g19664_DN3_SP0_c0.t1
OG0015552	Om004G177220	ESY7_g19655_DN3_SP0_c0.t1
OG0015553	Om004G177170	ESY7_g19652_DN3_SP0_c0.t1
OG0015554	Om004G177150	ESY7_g19651_DN3_SP0_c0.t1
OG0015555	Om002G065070	ESY16_g62502_DN3_SP2_c0.t1
OG0015556	Om006G233940	ESY16_g62404_DN3_SP0_c21.t1
OG0015557	Om002G043010	ESY3_g32586_DN3_SP0_c0.t1
OG0015558	Om002G043060	ESY3_g32578_DN3_SP0_c0.t1
OG0015559	Om002G043390	ESY3_g32541_DN3_SP8_c0.t1
OG0015560	Om002G043400	ESY3_g32540_DN3_SP0_c0.t1
OG0015561	Om002G043420	ESY3_g32538_DN3_SP0_c0.t1
OG0015562	Om002G043470	ESY3_g32532_DN3_SP4_c0.t1
OG0015563	Om002G043600	ESY3_g32508_DN3_SP7_c0.t1
OG0015564	Om002G043610	ESY3_g32503_DN3_SP8_c0.t1
OG0015565	Om002G043750	ESY3_g32489_DN3_SP3_c0.t1
OG0015566	Om002G043980, Om006G272850	ESY3_g32463_DN1_SP0_c0.t1
OG0015567	Om002G044020	ESY3_g32458_DN3_SP6_c0.t1
OG0015568	Om002G044040	ESY6_g46512_DN3_SP0_c0.t1, ESY3_g32456_DN3_SP8_c0.t1
OG0015569	Om002G044180	ESY3_g32435_DN3_SP0_c0.t1
OG0015570	Om002G044310	ESY3_g32403_DN3_SP0_c0.t1
OG0015571	Om002G044430	ESY3_g32392_DN3_SP0_c0.t1
OG0015572	Om002G044440	ESY3_g32391_DN3_SP1_c0.t1
OG0015573	Om002G044710	ESY3_g32344_DN3_SP7_c0.t1
OG0015574	Om002G045050	ESY3_g32282_DN3_SP8_c0.t1
OG0015575	Om002G045230	ESY3_g32252_DN3_SP0_c0.t1
OG0015576	Om002G045300	ESY3_g32228_DN3_SP0_c0.t1
OG0015577	Om002G045510	ESY3_g32172_DN3_SP6_c0.t1
OG0015578	Om002G045860	ESY3_g32089_DN3_SP0_c0.t1
OG0015579	Om002G045940	ESY3_g32051_DN3_SP8_c0.t1
