Orthogroup	Odontarrhena_muralis	Euclidium_syriacum
OG0000119	Om005G223050, Om008G350770, Om005G228020, Om003G109440, Om006G251230, Om001G019890, Om002G078050, Om003G114030, Om001G022840, Om005G223060, Om007G309980, Om007G284090, Om004G164230, Om005G214120, Om005G222850, Om002G073780, Om001G001640, Om003G112380, Om001G028670, Om001G025220, Om002G069790, Om006G272030, Om001G037640, Om001G016990, Om008G354440, Om003G114200, Om006G246110, Om008G353100, Om002G077410, Om006G263620, Om003G105760, Om001G022440, Om001G021800, Om007G276370, Om002G076490, Om008G340020, Om007G308200, Om001G017550, Om003G107360, Om002G082300, Om001G020090, Om003G128770, Om004G167610, Om008G327080, Om056G377050, Om007G284890, Om002G047880, Om002G045610, Om008G336570, Om004G165930, Om006G268600, Om006G246170, Om005G185730	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1
OG0000120	Om005G221860	ESY2_g33927_DN3_SP0_c0.t1, ESY7_g16136_DN3_SP0_c0.t1
OG0000120	Om004G161410, Om004G161280, Om002G075940, Om007G301890, Om001G024520	ESY9_g43372_DN2_SP0_c0.t1, ESY9_g43317_DN3_SP0_c0.t1
OG0000120	Om007G296760, Om007G296900	ESY7_g19067_DN2_SP0_c34.t1, ESY7_g19059_DN3_SP0_c0.t1
OG0000122	Om004G163000	ESY2_g36290_DN3_SP0_c0.t1
OG0000122	Om003G118900, Om003G118890	ESY2_g33718_DN3_SP0_c0.t1, ESY6_g48203_DN3_SP0_c0.t1, ESY18_g63392_DN1_SP0_c0.t1, ESY4_g25959_DN3_SP0_c0.t1, ESY6_g48231_DN2_SP0_c0.t1
OG0000122	Om003G118720	ESY10_g15010_DN3_SP0_c0.t1
OG0000123	Om005G193560, Om005G193450	ESY5_g2687_DN3_SP0_c0.t1
OG0000123	Om005G193620, Om005G193610, Om005G193590	ESY7_g19049_DN2_SP0_c0.t1, ESY7_g19051_DN3_SP0_c0.t1
OG0000124	Om008G318760, Om007G317440	ESY23_g219_DN2_SP0_c0.t1
OG0000124	Om001G019350	ESY1_g9827_DN1_SP0_c0.t1
OG0000125	Om006G254380	ESY1_g11076_DN3_SP0_c0.t1, ESY3_g30943_DN3_SP0_c0.t1
OG0000125	Om006G244360	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1
OG0000125	Om005G185630	ESY5_g4488_DN3_SP0_c0.t1
OG0000125	Om006G245540	ESY6_g48851_DN3_SP0_c0.t1
OG0000125	Om007G283300	ESY8_g58880_DN2_SP0_c0.t1
OG0000126	Om006G262390	ESY1_g9428_DN3_SP0_c0.t1
OG0000127	Om004G176290	ESY7_g19564_DN3_SP0_c0.t1, ESY7_g19565_DN3_SP0_c0.t1
OG0000127	Om004G176280	ESY7_g19561_DN3_SP0_c0.t1
OG0000127	Om005G189960	ESY5_g3611_DN3_SP0_c0.t1, ESY5_g3610_DN3_SP0_c0.t1
OG0000130	Om003G109550, Om004G147420, Om007G309920, Om006G267480, Om004G149990, Om007G304660	ESY3_g27873_DN2_SP0_c0.t1
OG0000131	Om003G106820	ESY1_g8020_DN3_SP0_c0.t1, ESY12_g51930_DN3_SP0_c0.t1, ESY1_g11590_DN2_SP0_c0.t1, ESY2_g38712_DN2_SP0_c0.t1
OG0000131	Om007G307190	ESY10_g13678_DN3_SP0_c0.t1, ESY1_g8939_DN3_SP0_c0.t1, ESY7_g17909_DN3_SP0_c0.t1
OG0000132	Om008G361300	ESY1_g9094_DN2_SP0_c18.t1
OG0000133	Om008G345870, Om008G349240	ESY9_g44960_DN3_SP0_c0.t1, ESY3_g27428_DN3_SP0_c0.t1
OG0000135	Om002G054930, Om005G226530	ESY8_g59370_DN1_SP0_c0.t1, ESY3_g30908_DN2_SP0_c0.t1
OG0000136	Om002G064560	ESY10_g14582_DN1_SP0_c0.t1
OG0000138	Om001G037700	ESY2_g35114_DN2_SP0_c0.t1
OG0000138	Om001G026370	ESY2_g35115_DN3_SP0_c0.t1
OG0000140	Om006G246590, Om006G258900, Om006G244250, Om001G032190, Om006G246600, Om006G247230, Om006G247200, Om006G246640, Om006G266710	ESY1_g8242_DN3_SP0_c10.t1
OG0000142	Om007G282770, Om007G282690, Om007G282750, Om007G282710, Om007G282720, Om007G282790, Om006G267630, Om007G282780, Om007G282660	ESY18_g63267_DN3_SP0_c0.t1
OG0000143	Om003G106950	ESY1_g8270_DN3_SP0_c0.t1
OG0000144	Om006G263840, Om005G217250, Om007G314120	ESY7_g17507_DN3_SP0_c53.t1
OG0000144	Om002G077770	ESY2_g38412_DN3_SP0_c73.t1
OG0000144	Om008G351670, Om002G077760, Om005G218980, Om001G015950, Om001G019450	ESY1_g5999_DN1_SP0_c100.t1, ESY3_g27477_DN3_SP0_c97.t1
OG0000144	Om007G317180	ESY13_g57735_DN2_SP0_c0.t1, ESY16_g62422_DN1_SP0_c0.t1, ESY43_g13372_DN2_SP0_c91.t1, ESY6_g46861_DN2_SP0_c63.t1, ESY16_g62423_DN1_SP0_c0.t1
OG0000146	Om003G117410	ESY1_g10590_DN2_SP0_c0.t1, ESY6_g48021_DN2_SP0_c38.t1
OG0000147	Om002G086500	ESY11_g54431_DN3_SP8_c0.t1
OG0000147	Om001G025660	ESY4_g24538_DN3_SP0_c0.t1
OG0000147	Om007G285990, Om006G249440	ESY6_g48428_DN3_SP8_c0.t1
OG0000147	Om004G130850	ESY2_g36615_DN3_SP8_c6.t1
OG0000147	Om006G268290	ESY19_g42179_DN3_SP8_c0.t1
OG0000147	Om003G106450	ESY17_g39881_DN3_SP8_c0.t1
OG0000149	Om006G256850	ESY6_g48804_DN1_SP0_c0.t1, ESY6_g48760_DN3_SP0_c14.t1, ESY6_g48773_DN3_SP0_c16.t1, ESY6_g48790_DN3_SP0_c15.t1, ESY6_g48798_DN3_SP0_c9.t1, ESY1_g12339_DN3_SP0_c5.t1, ESY8_g58840_DN3_SP0_c0.t1
OG0000150	Om008G323560	ESY9_g42653_DN3_SP0_c4.t1
OG0000150	Om004G164020	ESY6_g48890_DN2_SP0_c0.t1
OG0000150	Om004G140630	ESY6_g48892_DN3_SP0_c5.t1
OG0000151	Om003G114720	ESY6_g47353_DN3_SP8_c0.t1
OG0000151	Om001G021860	ESY4_g23864_DN3_SP6_c0.t1
OG0000151	Om002G051120	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1
OG0000151	Om002G082850	ESY11_g53876_DN3_SP8_c0.t1
OG0000151	Om003G118410	ESY6_g48165_DN3_SP8_c0.t1
OG0000155	Om001G020030	ESY16_g62270_DN3_SP0_c0.t1
OG0000155	Om002G055620, Om005G221310	ESY9_g43517_DN2_SP0_c81.t1
OG0000156	Om008G321900, Om008G321910, Om006G244600, Om008G322030, Om008G322060, Om008G321950, Om008G321940, Om004G146270, Om008G321930, Om001G022080, Om008G321920, Om008G322040, Om008G322020	ESY7_g16345_DN2_SP0_c0.t1
OG0000157	Om001G032790, Om001G032520, Om008G334520, Om008G334530, Om002G083660	ESY11_g54074_DN3_SP0_c0.t1
OG0000157	Om008G326040, Om008G355750	ESY3_g32354_DN2_SP0_c0.t1
OG0000158	Om001G036830	ESY4_g26041_DN2_SP0_c0.t1
OG0000158	Om001G012390, Om001G033100, Om001G033130	ESY7_g18055_DN3_SP0_c0.t1
OG0000161	Om006G236100, Om006G236170	ESY6_g49428_DN3_SP0_c0.t1
OG0000161	Om004G175180	ESY7_g19438_DN2_SP0_c0.t1, ESY7_g19441_DN3_SP0_c0.t1
OG0000161	Om004G167210, Om006G249300	ESY9_g43049_DN3_SP0_c0.t1, ESY9_g43047_DN3_SP0_c0.t1, ESY7_g18677_DN3_SP0_c0.t1, ESY2_g34340_DN2_SP0_c0.t1
OG0000162	Om003G125430, Om003G125400, Om003G125370	ESY1_g12170_DN3_SP0_c0.t1, ESY1_g12160_DN3_SP0_c0.t1, ESY1_g12161_DN3_SP0_c0.t1, ESY1_g12165_DN3_SP0_c0.t1, ESY1_g12162_DN3_SP0_c0.t1, ESY1_g12166_DN3_SP0_c0.t1
OG0000162	Om003G125390	ESY1_g12088_DN2_SP0_c6.t1, ESY1_g12083_DN3_SP0_c23.t1, ESY1_g12081_DN2_SP0_c0.t1, ESY1_g12076_DN1_SP0_c0.t1
OG0000162	Om003G125240, Om003G125350, Om003G125220, Om003G125200, Om003G125180, Om003G125210	ESY1_g12080_DN3_SP0_c20.t1
OG0000164	Om001G003990	ESY9_g42948_DN2_SP0_c0.t1
OG0000164	Om001G039840, Om001G039830	ESY4_g24479_DN2_SP0_c49.t1
OG0000165	Om005G200180, Om007G315340	ESY7_g16424_DN1_SP0_c0.t1, ESY7_g18223_DN2_SP0_c0.t1, ESY6_g48389_DN1_SP0_c0.t1, ESY2_g34658_DN1_SP0_c7.t1
OG0000165	Om006G266420	ESY2_g37015_DN1_SP0_c0.t1
OG0000166	Om002G081230	ESY4_g26280_DN2_SP0_c0.t1
OG0000166	Om001G033710	ESY9_g45514_DN1_SP0_c0.t1, ESY15_g64431_DN2_SP0_c0.t1
OG0000167	Om001G004410	ESY9_g43020_DN3_SP0_c14.t1
OG0000167	Om001G004360	ESY9_g43010_DN3_SP0_c0.t1
OG0000167	Om001G004400, Om001G004440, Om001G004340	ESY9_g43009_DN3_SP0_c0.t1
OG0000168	Om001G041790	ESY6_g48209_DN3_SP0_c0.t1
OG0000174	Om003G109150	ESY6_g47659_DN3_SP0_c30.t1
OG0000175	Om002G084540	ESY11_g54143_DN3_SP3_c0.t1
OG0000175	Om002G082840	ESY4_g25500_DN3_SP8_c0.t1, ESY11_g53875_DN3_SP4_c0.t1
OG0000176	Om001G007740, Om001G007770, Om001G007760, Om004G147890, Om004G147900, Om004G142560, Om007G292150	ESY3_g31914_DN1_SP0_c0.t1
OG0000176	Om007G291450	ESY6_g49737_DN2_SP0_c0.t1, ESY6_g50353_DN1_SP0_c0.t1
OG0000176	Om008G352670, Om008G352700, Om008G352660, Om008G352690, Om007G291500	ESY7_g19179_DN2_SP0_c0.t1, ESY7_g19603_DN2_SP0_c0.t1, ESY7_g19604_DN2_SP0_c0.t1, ESY7_g19605_DN2_SP0_c0.t1, ESY7_g18190_DN2_SP0_c0.t1
OG0000177	Om002G077990	ESY4_g25614_DN2_SP0_c66.t1
OG0000177	Om004G151970	ESY4_g25613_DN2_SP0_c73.t1, ESY1_g10594_DN3_SP0_c0.t1, ESY1_g8699_DN1_SP0_c88.t1, ESY7_g16166_DN1_SP0_c0.t1, ESY15_g65844_DN2_SP0_c0.t1, ESY21_g55510_DN1_SP0_c0.t1
OG0000178	Om004G134470, Om008G337330, Om006G256200, Om001G009600, Om002G079620, Om002G070900, Om008G348660, Om004G174380, Om002G066990, Om005G220760, Om004G141920, Om008G329580, Om006G246180, Om005G198130, Om003G112640, Om004G157400, Om006G274730, Om001G029800, Om003G091050, Om004G155850, Om002G053360, Om005G210720, Om005G226210, Om004G134680, Om004G134670, Om003G110440, Om002G077640, Om005G199540, Om007G276140, Om004G164470, Om002G068680, Om001G019830, Om008G338100	ESY4_g23863_DN2_SP0_c100.t1
OG0000180	Om008G336650	ESY3_g31688_DN3_SP0_c0.t1, ESY4_g26861_DN3_SP0_c0.t1
OG0000183	Om008G341930	ESY7_g17328_DN3_SP0_c0.t1
OG0000185	Om002G057260, Om001G041450, Om008G356330, Om008G319330, Om008G337930	ESY10_g15894_DN2_SP0_c0.t1
OG0000187	Om001G030100, Om008G336940	ESY4_g24964_DN3_SP0_c0.t1
OG0000187	Om002G054360, Om002G054350	ESY3_g31201_DN3_SP0_c0.t1
OG0000189	Om006G250870	ESY4_g25629_DN2_SP0_c19.t1
OG0000189	Om001G037310	ESY3_g31617_DN3_SP0_c0.t1
OG0000189	Om007G308480, Om007G308250, Om007G308860	ESY11_g54275_DN3_SP0_c0.t1
OG0000191	Om005G197150	ESY7_g17124_DN1_SP0_c0.t1
OG0000191	Om005G197140	ESY2_g34801_DN2_SP0_c0.t1
OG0000191	Om002G064270	ESY3_g29940_DN3_SP0_c0.t1, ESY3_g29943_DN3_SP0_c0.t1
OG0000192	Om005G203480	ESY1_g11445_DN3_SP0_c0.t1
OG0000192	Om005G203440	ESY8_g59786_DN2_SP0_c0.t1
OG0000193	Om002G069160, Om002G069150, Om005G226150, Om005G226170, Om005G226140, Om002G071740, Om002G071690, Om008G326490, Om005G206290	ESY2_g33553_DN2_SP0_c0.t1
OG0000195	Om006G243060	ESY6_g49123_DN3_SP5_c0.t1
OG0000195	Om003G119760	ESY12_g51047_DN3_SP8_c0.t1
OG0000195	Om007G285150	ESY2_g35240_DN3_SP8_c46.t1, ESY8_g59101_DN3_SP5_c0.t1, ESY1_g7203_DN3_SP0_c0.t1
OG0000196	Om005G183260, Om008G337540	ESY11_g54907_DN2_SP0_c0.t1, ESY11_g54900_DN2_SP0_c0.t1, ESY11_g54896_DN3_SP0_c0.t1, ESY11_g54903_DN3_SP0_c0.t1
OG0000200	Om005G182720	ESY11_g52422_DN2_SP0_c0.t1, ESY5_g4830_DN3_SP0_c0.t1, ESY5_g4829_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY8_g58357_DN2_SP0_c44.t1
OG0000201	Om002G070200	ESY11_g54784_DN2_SP0_c100.t1, ESY11_g54783_DN3_SP0_c100.t1
OG0000201	Om002G070210	ESY3_g29455_DN1_SP0_c0.t1
OG0000202	Om020G374490, Om011G365230	ESY5_g2747_DN2_SP0_c0.t1, ESY7_g18296_DN1_SP0_c0.t1, ESY4_g23387_DN1_SP0_c0.t1
OG0000203	Om002G052090, Om002G046440, Om003G095370, Om002G055150, Om002G046450, Om002G046460	ESY3_g31967_DN2_SP0_c0.t1, ESY3_g31964_DN2_SP0_c0.t1
OG0000204	Om004G171440	ESY11_g54317_DN2_SP0_c0.t1
OG0000207	Om008G331300	ESY2_g36146_DN3_SP0_c12.t1
OG0000207	Om004G136280	ESY2_g36116_DN3_SP0_c10.t1, ESY10_g15866_DN3_SP0_c0.t1, ESY7_g18882_DN2_SP0_c0.t1
OG0000207	Om004G132790	ESY7_g17384_DN2_SP0_c0.t1
OG0000210	Om007G278540	ESY20_g12800_DN3_SP0_c0.t1
OG0000210	Om007G278560	ESY20_g12799_DN3_SP0_c0.t1
OG0000213	Om004G141230, Om005G208800	ESY2_g35919_DN3_SP0_c12.t1
OG0000213	Om002G053370	ESY3_g31092_DN3_SP0_c0.t1, ESY3_g31094_DN3_SP0_c32.t1, ESY3_g31090_DN3_SP0_c3.t1
OG0000214	Om007G281030	ESY1_g12328_DN2_SP0_c6.t1, ESY1_g12318_DN1_SP0_c13.t1
OG0000214	Om004G145430	ESY17_g40199_DN1_SP0_c62.t1
OG0000215	Om003G099020	ESY6_g47580_DN2_SP0_c0.t1
OG0000216	Om001G007580	ESY6_g50684_DN3_SP0_c0.t1
OG0000216	Om001G008700	ESY5_g5275_DN1_SP0_c0.t1
OG0000218	Om001G010890, Om001G010900, Om001G010920	ESY7_g18208_DN3_SP0_c0.t1, ESY7_g18205_DN3_SP0_c0.t1
OG0000218	Om006G241660	ESY10_g14610_DN3_SP8_c0.t1
OG0000219	Om005G213260	ESY3_g31957_DN3_SP0_c0.t1
OG0000219	Om007G282230	ESY4_g25332_DN3_SP0_c0.t1
OG0000220	Om004G175360, Om004G175350	ESY7_g19500_DN1_SP0_c13.t1
OG0000220	Om004G175400	ESY7_g19499_DN1_SP0_c39.t1, ESY7_g19452_DN1_SP0_c2.t1
OG0000221	Om002G088910	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1, ESY3_g29249_DN1_SP0_c0.t1
OG0000224	Om004G134610, Om004G134620, Om004G134640, Om004G134630	ESY2_g34607_DN3_SP0_c0.t1, ESY2_g34606_DN3_SP0_c0.t1
OG0000225	Om007G289790, Om007G289810, Om007G289780, Om007G289840, Om007G289820, Om007G289860, Om007G289850, Om007G289830, Om007G289770	ESY3_g29916_DN2_SP0_c0.t1, ESY3_g29914_DN2_SP0_c0.t1
OG0000226	Om003G097060	ESY5_g5330_DN3_SP0_c0.t1, ESY6_g47619_DN3_SP0_c0.t1
OG0000226	Om002G080610	ESY2_g36973_DN1_SP0_c0.t1
OG0000229	Om001G024890, Om001G024880, Om001G024900, Om001G026580, Om003G126740, Om004G132520, Om001G025160, Om001G027780	ESY1_g12014_DN3_SP0_c0.t1, ESY1_g12013_DN3_SP0_c0.t1
OG0000231	Om006G259610	ESY14_g21093_DN2_SP0_c0.t1, ESY8_g60999_DN3_SP0_c0.t1, ESY3_g29895_DN3_SP0_c0.t1, ESY8_g61000_DN3_SP0_c0.t1
OG0000233	Om008G347700, Om001G013210	ESY15_g64746_DN1_SP0_c100.t1
OG0000234	Om006G252380, Om006G252400, Om006G252410, Om008G332130, Om004G161230	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1
OG0000235	Om002G062820	ESY10_g14792_DN3_SP0_c0.t1
OG0000236	Om002G070320	ESY8_g59913_DN3_SP0_c0.t1
OG0000236	Om006G242750	ESY10_g15168_DN3_SP0_c0.t1
OG0000240	Om001G023550, Om001G017850	ESY5_g764_DN1_SP0_c0.t1, ESY1_g7176_DN1_SP0_c0.t1
OG0000240	Om008G346080	ESY27_g13471_DN1_SP0_c0.t1, ESY25_g62605_DN2_SP0_c27.t1
OG0000242	Om002G081640	ESY33_g12623_DN3_SP0_c0.t1
OG0000242	Om005G193910	ESY5_g2745_DN3_SP0_c0.t1
OG0000242	Om005G194120	ESY5_g2748_DN3_SP0_c0.t1
OG0000242	Om005G193920, Om005G193930	ESY5_g2744_DN3_SP0_c0.t1
OG0000244	Om001G008070	ESY9_g43553_DN3_SP0_c0.t1
OG0000244	Om008G354340	ESY7_g16354_DN3_SP5_c0.t1
OG0000244	Om008G354370	ESY7_g16356_DN3_SP0_c0.t1
OG0000244	Om001G008060	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1
OG0000244	Om008G354350, Om003G110630	ESY7_g16355_DN3_SP3_c0.t1
OG0000245	Om004G157810	ESY10_g15970_DN1_SP0_c0.t1
OG0000246	Om002G071710	ESY7_g16249_DN2_SP0_c100.t1
OG0000247	Om002G054440, Om002G054450, Om002G054460	ESY11_g54875_DN3_SP0_c0.t1, ESY11_g54874_DN3_SP0_c0.t1
OG0000248	Om008G353070, Om011G365210, Om020G374470, Om003G118130, Om003G119420	ESY5_g2595_DN2_SP0_c6.t1
OG0000249	Om008G336610, Om008G336590, Om008G336600, Om008G336640, Om006G255030	ESY10_g15197_DN1_SP0_c67.t1
OG0000250	Om005G208240, Om005G208260, Om005G208250	ESY2_g35512_DN3_SP0_c0.t1
OG0000250	Om001G040920	ESY4_g26843_DN3_SP0_c0.t1, ESY6_g49201_DN3_SP0_c0.t1
OG0000250	Om001G040910	ESY4_g26844_DN2_SP0_c0.t1, ESY4_g26842_DN3_SP0_c0.t1, ESY4_g25839_DN3_SP0_c0.t1, ESY8_g59857_DN3_SP0_c0.t1, ESY12_g51969_DN1_SP0_c0.t1
OG0000250	Om005G208360	ESY9_g43852_DN1_SP0_c0.t1
OG0000252	Om004G174910, Om008G334450, Om004G174900, Om004G174890, Om008G334440, Om004G174880	ESY7_g19409_DN2_SP0_c0.t1
OG0000252	Om008G334420, Om008G334430, Om003G122070, Om004G175220	ESY7_g19411_DN1_SP0_c0.t1, ESY7_g19410_DN2_SP0_c0.t1
OG0000253	Om004G150660	ESY4_g22351_DN2_SP0_c0.t1
OG0000254	Om002G064970	ESY20_g12901_DN3_SP0_c0.t1, ESY3_g31772_DN3_SP0_c0.t1
OG0000254	Om008G330440	ESY4_g26655_DN3_SP0_c0.t1, ESY4_g26565_DN3_SP0_c0.t1
OG0000256	Om008G329670	ESY12_g50900_DN3_SP0_c90.t1, ESY12_g50903_DN3_SP0_c100.t1
OG0000257	Om001G028780, Om004G131390, Om001G028120, Om001G028340, Om001G028100, Om003G096080, Om003G096070, Om001G002940, Om005G209230, Om002G069460, Om005G197800, Om005G197790, Om006G235420, Om001G039600, Om002G053540	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1
OG0000258	Om008G334140, Om005G225740, Om008G327620, Om006G251330, Om006G272550	ESY11_g54020_DN2_SP0_c65.t1
OG0000259	Om002G075030, Om002G075040	ESY13_g56166_DN2_SP0_c0.t1
OG0000260	Om004G174020	ESY7_g19310_DN1_SP0_c0.t1, ESY7_g19308_DN1_SP0_c0.t1
OG0000264	Om008G355250, Om008G355310, Om008G355350, Om004G160560, Om004G160570, Om004G160550, Om008G355300	ESY7_g16510_DN3_SP0_c56.t1, ESY7_g16503_DN3_SP0_c20.t1
OG0000265	Om007G304710, Om007G298190	ESY2_g37518_DN2_SP0_c0.t1
OG0000265	Om005G198690	ESY7_g16163_DN2_SP0_c0.t1
OG0000266	Om003G128150	ESY16_g62167_DN2_SP0_c0.t1, ESY1_g12359_DN3_SP0_c0.t1
OG0000269	Om001G019220, Om007G307110, Om007G307120, Om009G364100, Om007G303900	ESY2_g37281_DN2_SP0_c83.t1
OG0000270	Om001G041100	ESY11_g53846_DN3_SP8_c0.t1
OG0000270	Om001G033200	ESY4_g25561_DN3_SP8_c0.t1
OG0000270	Om004G138430	ESY2_g36074_DN3_SP8_c0.t1
OG0000272	Om006G266430, Om007G315350	ESY7_g17164_DN1_SP0_c0.t1
OG0000273	Om007G280490, Om001G031160, Om001G031140, Om003G099210, Om003G099190	ESY1_g10436_DN3_SP0_c58.t1
OG0000275	Om002G070170, Om002G070160	ESY3_g28956_DN2_SP0_c92.t1
OG0000275	Om002G070100, Om002G070080, Om002G070090	ESY2_g33882_DN2_SP0_c92.t1, ESY2_g33884_DN1_SP0_c93.t1, ESY2_g33881_DN3_SP0_c95.t1
OG0000276	Om008G337850	ESY2_g37679_DN3_SP0_c17.t1
OG0000276	Om008G337860	ESY9_g43263_DN2_SP0_c0.t1, ESY19_g41828_DN2_SP0_c0.t1, ESY9_g43265_DN2_SP0_c0.t1
OG0000278	Om005G206870	ESY3_g31795_DN3_SP0_c0.t1, ESY3_g32086_DN3_SP0_c0.t1
OG0000280	Om008G347720, Om008G325710, Om006G246420	ESY1_g6464_DN1_SP0_c52.t1
OG0000281	Om003G121390, Om003G121360, Om003G121670	ESY12_g51524_DN1_SP0_c0.t1, ESY1_g10338_DN1_SP0_c0.t1
OG0000281	Om007G317550	ESY9_g43430_DN1_SP0_c0.t1
OG0000281	Om001G006530, Om007G317580, Om007G317540, Om001G006540	ESY9_g43434_DN2_SP0_c0.t1
OG0000282	Om004G168700, Om004G168720	ESY9_g43229_DN2_SP0_c0.t1
OG0000282	Om004G168690	ESY7_g18557_DN2_SP0_c0.t1
OG0000282	Om004G168680	ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1
OG0000283	Om007G278090	ESY20_g12865_DN2_SP3_c0.t1
OG0000284	Om007G294370, Om002G074370, Om003G113380	ESY10_g15359_DN3_SP0_c0.t1, ESY15_g64561_DN3_SP0_c0.t1
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1
OG0000285	Om009G363400	ESY13_g57734_DN2_SP0_c0.t1, ESY16_g62421_DN3_SP0_c70.t1, ESY21_g55434_DN3_SP0_c82.t1, ESY1_g9596_DN1_SP0_c0.t1, ESY43_g13373_DN3_SP0_c65.t1
OG0000287	Om002G068970, Om002G071390	ESY1_g9683_DN3_SP0_c43.t1
OG0000287	Om002G068960, Om002G071380, Om002G069000, Om002G069010	ESY3_g29135_DN3_SP0_c0.t1
OG0000288	Om002G046160, Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	ESY5_g5188_DN3_SP0_c9.t1
OG0000290	Om002G065710	ESY3_g29637_DN2_SP0_c0.t1
OG0000290	Om005G197460, Om006G231890, Om006G251270, Om006G250320	ESY8_g60315_DN2_SP0_c0.t1
OG0000293	Om007G315620, Om001G037250, Om002G054920	ESY10_g14000_DN2_SP0_c0.t1, ESY10_g13827_DN3_SP0_c0.t1, ESY7_g19224_DN2_SP0_c0.t1
OG0000294	Om002G064000	ESY3_g29804_DN3_SP0_c0.t1
OG0000294	Om008G336510	ESY9_g44587_DN1_SP0_c0.t1
OG0000294	Om008G319990	ESY12_g51392_DN3_SP0_c0.t1
OG0000294	Om004G159000	ESY20_g13155_DN3_SP0_c0.t1
OG0000295	Om008G352500, Om008G352470, Om008G352530, Om008G352440, Om002G059690	ESY11_g54015_DN1_SP0_c100.t1
OG0000296	Om004G129700, Om006G258460	ESY20_g12752_DN3_SP0_c26.t1
OG0000297	Om005G212040, Om001G036360, Om001G036390	ESY21_g55414_DN2_SP0_c0.t1, ESY4_g26254_DN1_SP0_c0.t1
OG0000297	Om006G242900, Om006G244950	ESY6_g48934_DN2_SP0_c0.t1, ESY6_g48920_DN2_SP0_c0.t1, ESY6_g48921_DN2_SP0_c0.t1, ESY6_g48677_DN2_SP0_c0.t1, ESY13_g56623_DN2_SP0_c0.t1
OG0000298	Om007G317110	ESY9_g42893_DN3_SP0_c28.t1
OG0000299	Om004G172000	ESY7_g18962_DN3_SP0_c0.t1, ESY7_g18964_DN3_SP0_c0.t1
OG0000300	Om001G025290	ESY11_g52574_DN3_SP0_c0.t1
OG0000300	Om008G353600	ESY6_g50137_DN3_SP0_c0.t1
OG0000303	Om007G284150	ESY2_g37548_DN3_SP0_c0.t1
OG0000304	Om008G357290	ESY7_g16716_DN3_SP0_c0.t1
OG0000304	Om008G357250, Om008G357240	ESY7_g16712_DN3_SP0_c0.t1
OG0000304	Om008G357260	ESY7_g16711_DN3_SP0_c0.t1
OG0000308	Om007G306690, Om008G350290	ESY5_g4303_DN3_SP0_c13.t1
OG0000310	Om006G246480, Om006G245880	ESY6_g48700_DN2_SP0_c0.t1, ESY6_g48750_DN3_SP0_c0.t1, ESY6_g48753_DN3_SP0_c0.t1
OG0000310	Om006G245320, Om003G096540	ESY6_g48838_DN3_SP0_c0.t1, ESY6_g48839_DN1_SP0_c0.t1, ESY6_g48872_DN3_SP0_c0.t1, ESY6_g48889_DN2_SP0_c0.t1
OG0000311	Om007G298120	ESY7_g17282_DN3_SP8_c0.t1
OG0000311	Om003G099520	ESY2_g37998_DN3_SP8_c0.t1
OG0000311	Om002G064550	ESY3_g29751_DN3_SP8_c0.t1
OG0000311	Om005G213850	ESY2_g35259_DN3_SP8_c0.t1
OG0000313	Om001G005460	ESY9_g43019_DN3_SP0_c0.t1, ESY9_g43003_DN3_SP0_c0.t1
OG0000313	Om003G099080	ESY7_g19449_DN3_SP0_c0.t1
OG0000314	Om005G181880	ESY5_g4954_DN3_SP8_c0.t1
OG0000314	Om005G181890	ESY5_g4953_DN3_SP7_c0.t1
OG0000314	Om005G210380	ESY20_g12785_DN3_SP8_c0.t1
OG0000315	Om001G014100	ESY1_g10620_DN1_SP0_c0.t1, ESY25_g62861_DN1_SP0_c0.t1, ESY3_g28707_DN1_SP0_c0.t1
