Orthogroup	Odontarrhena_muralis	Aethionema_saxatile
OG0016826	Om001G005580	As003G058380
OG0016827	Om001G005910	As003G058540
OG0016828	Om001G006060	As003G058620
OG0016829	Om001G006660	As003G058980
OG0016830	Om001G006960	As003G059110
OG0016831	Om001G007400	As003G059510
OG0016832	Om001G007800	As003G059730
OG0016833	Om001G008110	As003G059950
OG0016834	Om001G008940	As003G060410
OG0016835	Om001G012350	As003G062820
OG0016836	Om001G012930	As003G063200
OG0016837	Om001G013090	As003G063260
OG0016838	Om001G013490	As003G063490
OG0016839	Om001G013530	As003G063520
OG0016840	Om001G014280	As003G064010
OG0016841	Om003G092720	As003G064360
OG0016842	Om001G015030	As003G064420
OG0016843	Om001G016590	As003G065050
OG0016844	Om001G016700	As003G065100
OG0016845	Om006G248320	As003G065210
OG0016846	Om007G287130	As003G065490
OG0016847	Om007G287230	As003G065600
OG0016848	Om007G287280	As003G065610
OG0016849	Om007G287300	As003G065640
OG0016850	Om007G287370	As003G065890
OG0016851	Om007G287380	As003G065920
OG0016852	Om007G287550	As003G066400
OG0016853	Om007G288180	As003G066840
OG0016854	Om007G287920	As003G067950
OG0016855	Om007G288670	As003G068940
OG0016856	Om007G288680	As003G068960
OG0016858	Om007G289160	As003G069240
OG0016859	Om007G289930	As003G070080
OG0016860	Om007G290130	As003G070160
OG0016861	Om001G023110	As003G070180
OG0016863	Om007G290220	As003G070260
OG0016864	Om007G290260	As003G070310
OG0016865	Om007G290810	As003G070780
OG0016866	Om007G291120	As003G071090
OG0016867	Om007G291260	As003G071180
OG0016868	Om007G291390	As003G071310
OG0016869	Om001G034820	As003G071830
OG0016871	Om001G035400	As003G072140
OG0016872	Om001G035970	As003G072500
OG0016873	Om001G036740	As003G072970
OG0016874	Om001G037050	As003G073180
OG0016875	Om001G037450	As003G073390
OG0016877	Om001G039110	As003G074360
OG0016878	Om001G039520	As003G074670
OG0016879	Om001G039800	As003G074920
OG0016880	Om001G039900	As003G075010
OG0016881	Om001G040070	As003G075100
OG0016882	Om001G040200	As003G075130
OG0016883	Om001G040760	As003G075680
OG0016884	Om001G040960	As003G075860
OG0016885	Om001G041240	As003G076050
OG0016886	Om001G041350	As003G076130
OG0016887	Om001G041580	As003G076300
OG0016888	Om001G041610	As003G076360
OG0016889	Om001G041770	As003G076450
OG0016890	Om001G041860	As003G076580
OG0016891	Om001G041890	As003G076600
OG0016892	Om002G085090	As004G076760
OG0016893	Om008G341500	As004G076810
OG0016895	Om007G314180	As004G077310
OG0016896	Om007G314160	As004G077340
OG0016897	Om004G132060	As004G078250
OG0016899	Om007G315480	As004G078330
OG0016900	Om007G316120	As004G078580
OG0016901	Om007G316190	As004G078620
OG0016902	Om008G339420	As004G078630
OG0016903	Om005G188670	As004G078930
OG0016904	Om002G042510	As004G079110
OG0016906	Om007G292540	As004G079290
OG0016907	Om008G347920	As004G080760
OG0016908	Om008G345310	As004G080880
OG0016909	Om006G266110	As004G080930
OG0016911	Om008G340780	As004G081530
OG0016912	Om008G340940	As004G081630
OG0016913	Om008G341140	As004G081840
OG0016914	Om008G341270	As004G081940
OG0016915	Om008G341960	As004G082290
OG0016916	Om008G342920	As004G082880
OG0016919	Om008G346440	As004G083320
OG0016920	Om008G350550	As004G084090
OG0016921	Om008G351540	As004G084540
OG0016922	Om008G353170	As004G085150
OG0016923	Om008G353610	As004G085430
OG0016924	Om008G353680	As004G085510
OG0016925	Om008G354680	As004G086040
OG0016926	Om008G355170	As004G086190
OG0016927	Om008G355460	As004G086340
OG0016928	Om005G186320	As004G086540
OG0016929	Om008G356210	As004G086730
OG0016930	Om008G358590	As004G088100
OG0016931	Om002G059260	As004G089800
OG0016932	Om003G106020	As004G090060
OG0016933	Om004G175230	As004G090220
OG0016934	Om008G362770	As004G090310
OG0016935	Om008G362230	As004G090330
OG0016936	Om005G212740	As004G090560
OG0016937	Om003G106160	As004G090790
OG0016938	Om003G100280	As004G091010
OG0016939	Om005G190830	As004G091450
OG0016940	Om003G106060	As004G091660
OG0016941	Om002G075920	As004G091720
OG0016942	Om002G075960	As004G091820
OG0016943	Om003G106110	As004G091880
OG0016944	Om002G077330	As004G092110
OG0016945	Om003G106760	As004G092170
OG0016946	Om003G105900	As004G092800
OG0016947	Om003G104740	As004G093420
OG0016948	Om003G104410	As004G093610
OG0016949	Om003G103960	As004G094450
OG0016950	Om003G103780	As004G094570
OG0016951	Om003G103470	As004G095120
OG0016952	Om003G103350	As004G095190
OG0016953	Om003G102270	As004G095990
OG0016954	Om003G102240	As004G096010
OG0016955	Om003G102220	As004G096030
OG0016956	Om003G102150	As004G096060
OG0016957	Om003G101920	As004G096180
OG0016958	Om003G101520	As004G096530
OG0016959	Om007G316220	As004G096750
OG0016960	Om007G316250	As004G096770
OG0016961	Om006G229080	As004G097130
OG0016962	Om007G317010	As004G097300
OG0016963	Om007G317320	As004G097520
OG0016964	Om007G318340	As004G098020
OG0016965	Om007G318300	As004G098050
OG0016966	Om007G318260	As004G098090
OG0016967	Om007G318230	As004G098190
OG0016968	Om001G023340	As004G098240
OG0016969	Om007G318380	As004G098250
OG0016970	Om006G242150	As004G098460
OG0016971	Om008G318650	As005G098600, As005G103060
OG0016972	Om008G318690	As005G098630
OG0016973	Om006G239980	As005G098950
OG0016974	Om008G319280	As005G099350
OG0016975	Om008G319480	As005G099500
OG0016976	Om008G320190	As005G100110
OG0016977	Om008G320260	As005G100180
OG0016978	Om008G320650	As005G100450
OG0016979	Om008G321120	As005G100850
OG0016980	Om008G322120	As005G101660
OG0016981	Om008G322730	As005G102130
OG0016982	Om008G323040, Om008G323050	As005G102440, As005G102430
OG0016983	Om008G323990	As005G103120
OG0016984	Om008G324120	As005G103220
OG0016985	Om008G324300	As005G103290
OG0016986	Om003G123690	As012G285470, As005G103980
OG0016987	Om008G325350	As005G104030
OG0016988	Om008G325560	As005G104130
OG0016989	Om008G326080	As005G104480
OG0016990	Om008G327660	As005G105390
OG0016991	Om008G327850	As005G105990
OG0016992	Om008G327980	As005G106160
OG0016993	Om004G177050	As005G106290
OG0016994	Om004G177040	As005G106300
OG0016995	Om004G176960	As005G106370
OG0016996	Om004G176780	As005G106560
OG0016997	Om004G176740	As005G106600
OG0016998	Om004G176710	As005G106630
OG0016999	Om004G176680	As005G106660
OG0017000	Om004G176410	As005G106900
OG0017001	Om004G176380	As005G106940
OG0017002	Om004G176080	As005G107150
OG0017003	Om004G175870	As005G107290
OG0017004	Om004G175910	As005G107300
OG0017005	Om004G175730	As005G107450
OG0017006	Om004G175240	As005G107940
OG0017007	Om004G174330	As005G108320
OG0017008	Om004G173390	As005G109050
OG0017009	Om006G241170	As005G110420
OG0017010	Om006G241930	As005G110920
OG0017011	Om006G242070	As005G111080
OG0017012	Om006G242010	As005G111590
OG0017013	Om006G242760	As005G112430
OG0017014	Om006G242920	As005G112590
OG0017015	Om006G243740	As005G113310
OG0017016	Om006G244130	As005G113580
OG0017017	Om006G244270	As005G113680
OG0017018	Om006G245550	As005G114710
OG0017019	Om006G246030	As005G115540
OG0017020	Om006G234630	As005G115990
OG0017021	Om006G234010	As010G225570, As005G116530
OG0017022	Om006G233850	As005G116680
OG0017023	Om006G233540	As005G116960
OG0017024	Om006G233440	As005G117050
OG0017025	Om006G232550	As005G117840
OG0017026	Om006G232370	As005G117980
OG0017027	Om006G232290	As005G118130
OG0017028	Om006G232130	As005G118240
OG0017029	Om006G232120	As005G118250
OG0017030	Om006G231680	As005G118590
OG0017031	Om006G231600	As005G118640
OG0017032	Om006G231430	As005G118780
OG0017033	Om006G231270	As005G118880
OG0017034	Om006G231180	As005G118950
OG0017035	Om006G231020	As005G119050
OG0017036	Om006G230980	As005G119080
OG0017037	Om006G230480	As005G119460
OG0017038	Om006G230250	As005G119680
OG0017039	Om006G229920	As005G119930
OG0017040	Om006G229730	As005G120160
OG0017041	Om006G229390	As005G120460
OG0017042	Om006G229130	As005G120750
OG0017043	Om006G229060	As005G120810
OG0017044	Om004G157030	As006G121000
OG0017045	Om004G157470	As006G121600
OG0017046	Om004G158210	As006G121950
OG0017047	Om004G158480	As006G122170
OG0017048	Om004G158500	As006G122190
OG0017051	Om007G287360	As006G122510
OG0017053	Om004G160010	As006G123320
OG0017054	Om007G293010	As006G124300
OG0017055	Om007G277700	As006G124810
OG0017056	Om007G277780	As006G124870
OG0017057	Om007G277790	As006G124880
OG0017058	Om007G277930	As006G125020
OG0017059	Om007G278980	As006G125850
OG0017060	Om007G280000	As006G126890
OG0017061	Om007G280040	As006G126910
OG0017062	Om007G280370	As006G127170
OG0017063	Om007G280880	As006G127560
OG0017064	Om007G281170	As006G127800
OG0017065	Om007G281410	As006G128000
OG0017068	Om007G283100	As006G129230
OG0017069	Om007G283320	As006G129540
OG0017070	Om007G283400	As006G129580
OG0017071	Om007G283660	As006G129860
OG0017072	Om007G283940	As006G130050
OG0017073	Om007G283980	As006G130090
OG0017074	Om007G284350	As006G130330
OG0017075	Om007G285070	As006G130620
OG0017076	Om007G285250	As006G130960
OG0017077	Om007G285490	As006G131280
OG0017078	Om007G285520	As006G131290
OG0017079	Om007G285530	As006G131300
OG0017080	Om004G149450	As006G131530
OG0017081	Om007G297680	As006G131570
OG0017082	Om001G039460	As006G131660
OG0017085	Om004G132250	As006G131880
OG0017086	Om005G228250	As006G132150
OG0017087	Om004G150840	As006G132170
OG0017088	Om001G020670	As006G132240
OG0017089	Om002G072620	As006G132270
OG0017091	Om001G020200	As006G132390
OG0017092	Om001G020190	As006G132400
OG0017093	Om001G020070	As006G132430
OG0017094	Om002G042480	As006G132940
OG0017095	Om002G042500	As006G132960
OG0017096	Om002G042390	As006G133190
OG0017097	Om002G042320	As006G133260
OG0017098	Om002G042110	As006G133440
OG0017099	Om002G042010	As006G133580
OG0017100	Om001G017790	As006G134120
OG0017103	Om001G019080	As006G134470
OG0017104	Om001G018730	As006G134650
OG0017105	Om002G043410	As006G135110
OG0017106	Om002G043500	As006G135210
OG0017107	Om006G263580, Om002G044140	As006G135790
OG0017108	Om002G044260	As006G135870
OG0017109	Om002G044290	As006G135900
OG0017110	Om002G044640	As006G136210
OG0017111	Om002G044760	As006G136350
OG0017112	Om002G044980	As006G136490
OG0017113	Om002G045170	As006G136710
OG0017114	Om002G045710	As006G137280
OG0017115	Om002G046410	As006G137840
OG0017116	Om002G046580	As006G137980
OG0017117	Om002G046660	As006G138060
OG0017118	Om002G047300	As006G138690
OG0017119	Om002G047590	As006G138820
OG0017120	Om002G048150	As006G139210
OG0017121	Om002G048160	As006G139220
OG0017122	Om002G048300	As006G139430
OG0017123	Om002G048400	As006G139530
OG0017124	Om002G048420	As006G139550
OG0017125	Om002G049080	As006G140100
OG0017126	Om002G049130	As006G140150
OG0017127	Om002G049200	As006G140210
OG0017128	Om002G049530	As006G140480
OG0017129	Om002G049660	As006G140590
OG0017131	Om002G050120	As006G141140
OG0017132	Om002G050330	As006G141270
OG0017133	Om002G050470	As006G141430
OG0017134	Om002G050810	As006G141730
OG0017135	Om002G050840	As006G141780
OG0017136	Om002G051290	As006G142130
OG0017137	Om008G330100	As006G142600
OG0017138	Om008G331250	As006G143060
OG0017139	Om008G331710	As006G143460
OG0017140	Om008G331740	As006G143480
OG0017141	Om008G331820	As006G143530
OG0017142	Om008G332370	As006G143650
OG0017144	Om008G332850	As006G144180
OG0017146	Om008G337610	As006G144670
OG0017147	Om008G336670	As006G145290
OG0017149	Om008G335530	As006G146250
OG0017150	Om008G335140	As006G146750
OG0017151	Om008G335080	As006G146790
OG0017152	Om008G333760	As006G148310
OG0017153	Om005G196030	As007G151960
OG0017154	Om005G196250	As007G152150
OG0017155	Om005G196860	As007G152450
OG0017156	Om005G197480	As007G152990
OG0017157	Om005G197540	As007G153060
OG0017158	Om005G198180	As007G153450
OG0017159	Om005G198240	As007G153540
OG0017160	Om005G198350	As007G153660
OG0017161	Om005G198980	As007G154060
OG0017162	Om005G199960	As007G154440
OG0017163	Om005G199640	As007G154650
OG0017164	Om005G200150	As007G154900
OG0017165	Om005G200270	As007G154960
OG0017166	Om005G200320	As007G155020
OG0017167	Om005G200490	As007G155150
OG0017168	Om005G200980	As007G155520
OG0017169	Om005G201460	As007G155810
OG0017170	Om005G201540	As007G155880
OG0017171	Om003G096570	As007G156220
OG0017172	Om005G203090	As007G156980
OG0017173	Om005G203770	As007G157450
OG0017174	Om005G203980	As007G157650
OG0017175	Om005G204070	As007G157690
OG0017176	Om005G204120	As007G157730
OG0017177	Om005G204210	As007G157830
OG0017178	Om005G204790	As007G158320
OG0017179	Om005G205070	As007G158570
OG0017180	Om005G205140	As007G158640
OG0017181	Om005G205240	As007G158790
OG0017182	Om005G205160	As007G158810
OG0017183	Om005G205380	As007G158970
OG0017184	Om005G205640	As007G159180
OG0017185	Om005G205710	As007G159240
OG0017186	Om004G144540	As007G159860
OG0017187	Om004G144600	As007G159910
OG0017189	Om004G145500	As007G160540
OG0017190	Om004G146700	As007G161050
OG0017191	Om004G147270	As007G161370
OG0017192	Om002G048440	As007G161690
OG0017195	Om001G008950	As007G162620
OG0017196	Om004G151270	As007G162930
OG0017197	Om005G211840, Om008G328680, Om008G328690	As007G164370
OG0017198	Om007G286220	As007G164650
OG0017199	Om007G286600	As007G165210
OG0017200	Om001G021440	As007G166030
OG0017202	Om004G154510	As007G177070
OG0017204	Om006G239180	As007G178110
OG0017206	Om004G152010	As007G179560
OG0017208	Om004G154170	As007G180050
OG0017209	Om004G154020	As007G180170
OG0017210	Om004G153540	As007G180550
OG0017211	Om004G153480	As007G180620
OG0017212	Om004G155990	As007G180890
OG0017213	Om004G156030	As007G180940
OG0017214	Om004G156140	As007G181050
OG0017215	Om004G156320	As007G181870
OG0017216	Om004G156370	As007G181890
OG0017217	Om005G195130	As008G182750
OG0017218	Om005G194190	As008G183290
OG0017219	Om005G193470	As008G183810
OG0017220	Om005G193220	As008G184090
OG0017221	Om005G192440	As008G184430
OG0017222	Om005G192400	As008G184450
OG0017223	Om005G192060	As008G184650
OG0017224	Om005G190450	As008G185990
OG0017225	Om005G190230	As008G186100
OG0017226	Om005G189610	As008G186700
OG0017227	Om005G189500	As008G186760
OG0017228	Om005G189460	As008G186800
OG0017229	Om005G188830	As008G187320
OG0017230	Om005G188170	As008G187530
OG0017231	Om005G188250	As008G187610
OG0017232	Om005G187520	As008G188360
OG0017233	Om005G187280	As008G188680
OG0017234	Om005G216940	As008G188690
OG0017235	Om005G187200	As008G188720
OG0017237	Om005G187120	As008G188910
OG0017238	Om004G169370	As008G189080
OG0017239	Om005G186560	As008G190440
OG0017240	Om005G184820	As008G192960
OG0017241	Om005G183870	As008G193710
OG0017242	Om005G183700	As008G193920
OG0017244	Om005G182980	As008G194670
OG0017245	Om005G182760	As008G194900
OG0017246	Om005G182220	As008G195450
OG0017247	Om005G182190	As008G195490
OG0017248	Om005G181500	As008G195960
OG0017249	Om005G181760	As008G196200
OG0017250	Om005G181140	As008G196510
OG0017251	Om005G181080	As008G196570
OG0017252	Om005G180550	As008G196860
OG0017253	Om005G180650	As008G196880
OG0017254	Om005G180700	As008G196890
OG0017255	Om005G180770	As008G196930
OG0017256	Om007G292970	As008G196980
OG0017257	Om005G180230	As008G197170
OG0017258	Om005G180080	As008G197310
OG0017259	Om005G179150	As008G197940
OG0017260	Om005G179110	As008G198140
OG0017261	Om005G178130	As008G199140
OG0017262	Om005G177920	As008G199230
OG0017263	Om005G177660	As008G199590
OG0017264	Om005G177590	As008G199640
OG0017265	Om007G301130	As009G199890
OG0017266	Om007G301220	As009G199920
OG0017267	Om007G301240	As009G199950
OG0017268	Om007G301310	As009G199980
OG0017269	Om007G300480	As009G200720
OG0017270	Om007G300470	As009G200730
OG0017271	Om007G300450	As009G200740
OG0017272	Om007G299970	As009G201210
OG0017273	Om007G300120	As009G201340
OG0017274	Om007G298710	As009G202090
OG0017275	Om007G298310	As009G202380
OG0017276	Om007G297860	As009G202690
OG0017277	Om007G296730	As009G203580
OG0017278	Om007G296690	As009G203620
OG0017279	Om007G296520	As009G203730
OG0017280	Om005G211170	As009G203930
OG0017281	Om007G295010	As009G204720
OG0017282	Om007G295110	As009G204850
OG0017283	Om007G295130	As009G204870
OG0017284	Om007G294740	As009G205140
OG0017285	Om007G293580, Om003G097240	As009G206520
OG0017286	Om007G293390	As009G206880
OG0017287	Om007G303260	As009G207120
OG0017288	Om007G303490	As009G207250
OG0017289	Om007G303530	As009G207400
OG0017291	Om007G308130	As009G209130
OG0017292	Om009G364010	As009G210070
OG0017293	Om004G161050	As009G210230
OG0017294	Om004G161150	As009G210260
OG0017295	Om004G169790	As009G210700
OG0017296	Om006G274090	As009G211790
OG0017297	Om003G089610	As009G211880
OG0017298	Om006G241550	As009G212130
OG0017299	Om004G171810	As009G213680
OG0017300	Om004G171840	As009G213800
OG0017301	Om004G171870	As009G213840
OG0017302	Om004G171980	As009G213950
OG0017303	Om004G172390	As009G214100
OG0017304	Om006G240270	As009G215040
OG0017305	Om006G240340	As009G215250
OG0017307	Om005G199460	As009G215540
OG0017308	Om006G239480	As009G215770
OG0017309	Om006G239390	As009G215860
OG0017310	Om006G238960	As009G216090
OG0017311	Om006G239030	As009G216180
OG0017312	Om006G238900	As009G216360
OG0017313	Om006G238680	As009G216550
OG0017314	Om006G238630	As009G216620
OG0017315	Om006G238620	As009G216630
OG0017316	Om006G237630	As009G217330
OG0017317	Om006G237580	As009G217380
OG0017318	Om006G236850	As009G217920
OG0017319	Om003G116520	As009G218100
OG0017320	Om006G236570	As009G218130
OG0017321	Om006G236200	As009G218420
OG0017322	Om006G236110	As009G218470
OG0017323	Om006G236040	As009G218520
OG0017324	Om006G235970	As009G218580
OG0017325	Om006G235780	As009G218650
OG0017326	Om006G234730	As009G219430
OG0017327	Om006G247580	As009G219790
OG0017328	Om006G247640	As009G219850
OG0017329	Om006G247680	As009G219880
OG0017330	Om006G257420	As010G220330
OG0017331	Om006G257840	As010G220570
OG0017332	Om006G258120	As010G220660
OG0017333	Om006G258250	As010G220760
OG0017334	Om006G258380	As010G220880
OG0017335	Om006G259040	As010G221220
OG0017336	Om006G259260	As010G221300
OG0017337	Om006G241110	As010G221680
OG0017338	Om006G261170	As010G222310
OG0017339	Om006G261290	As010G222380
OG0017340	Om006G262300	As010G222650
OG0017341	Om006G262820	As010G222870
OG0017342	Om006G263050	As010G222970
OG0017343	Om006G263770	As010G223300
OG0017344	Om006G263930	As010G223390
OG0017346	Om006G266500	As010G224100
OG0017347	Om006G266720	As010G224250
OG0017348	Om006G267140	As010G224520
OG0017349	Om003G103360	As010G224840
OG0017351	Om006G268840	As010G226160
OG0017352	Om006G269090	As010G226190
OG0017354	Om006G268400	As010G226990
OG0017355	Om002G050490	As010G227400
OG0017356	Om005G211960	As010G227670
OG0017357	Om005G212050	As010G227870
OG0017358	Om004G160930	As010G229080
OG0017359	Om005G211800	As010G229700
OG0017360	Om005G211860	As010G230590
OG0017361	Om005G210250	As010G231350
OG0017362	Om005G209740	As010G232110
OG0017363	Om005G209710	As010G232210
OG0017364	Om005G178340	As010G232530
OG0017365	Om005G209360	As010G232580
OG0017366	Om005G209330	As010G232600
OG0017367	Om005G208990	As010G232780
OG0017368	Om005G207380	As010G233550
OG0017369	Om005G207370	As010G233560
OG0017370	Om005G207180	As010G233670
OG0017371	Om005G206900	As010G233870
OG0017372	Om005G206740	As010G233990
OG0017373	Om005G206720	As010G234010
OG0017374	Om005G206230	As010G234330
OG0017375	Om004G134060	As010G235480
OG0017376	Om004G134090	As010G235520
OG0017377	Om004G134760	As010G235990
OG0017378	Om004G134790	As010G236020
OG0017379	Om004G134880	As010G236110
OG0017380	Om004G135290	As010G236440
OG0017381	Om004G135660	As010G236720
OG0017382	Om004G135770	As010G236820
OG0017383	Om004G135790	As010G236840
OG0017384	Om004G136630	As010G237310
OG0017385	Om004G137080	As010G237630
OG0017386	Om004G137350	As010G237700
OG0017387	Om005G201700	As010G238070
OG0017388	Om004G138780	As010G238560
OG0017389	Om004G139100	As010G238860
OG0017390	Om004G139650	As010G239180
OG0017391	Om006G241040	As010G239320
OG0017392	Om004G140070	As010G239420
OG0017393	Om007G285170	As010G239520
OG0017394	Om004G140680	As010G239810
OG0017395	Om004G140780	As010G239930
OG0017396	Om004G141150	As010G240210
OG0017397	Om004G141350	As010G240300
OG0017398	Om004G141780	As010G240530
OG0017399	Om004G141990	As010G240810
OG0017400	Om004G142430	As010G241210
OG0017401	Om004G133030	As010G241910
OG0017402	Om004G132670	As010G242120
OG0017403	Om004G132140	As010G242500
OG0017404	Om004G131690	As010G242890
OG0017405	Om004G131600	As010G242950
OG0017406	Om004G131360	As010G243120
OG0017407	Om004G131230	As010G243240
OG0017408	Om004G131110	As010G243360
OG0017409	Om004G130060	As010G244090
OG0017410	Om004G129830	As010G244270
OG0017411	Om004G129650	As010G244440
OG0017412	Om004G129630	As010G244460
OG0017413	Om004G129610	As010G244580
OG0017414	Om002G056860	As011G244800
OG0017415	Om002G057170	As011G245010
OG0017416	Om002G057430	As011G245220
OG0017417	Om002G057840	As011G245530
OG0017418	Om002G058060	As011G245660
OG0017419	Om002G058180	As011G245740
OG0017420	Om002G059570	As011G246720
OG0017421	Om002G059580	As011G246730
OG0017422	Om002G060210	As011G247160
OG0017423	Om002G060320	As011G247250
OG0017424	Om002G060340	As011G247270
OG0017425	Om002G060670	As011G247530
OG0017426	Om002G061240	As011G247820
OG0017427	Om002G062240	As011G248460
OG0017428	Om002G062570, Om002G062580	As011G248670
OG0017429	Om002G063150	As011G248990
OG0017430	Om002G064620	As011G249950
OG0017431	Om002G065490	As011G250500
OG0017433	Om002G066170	As011G251100
OG0017434	Om002G066580	As011G251320, As011G257260
OG0017435	Om002G067030	As011G251690
OG0017436	Om002G067070	As011G251730
OG0017437	Om002G067130	As011G251800
OG0017438	Om002G067160	As011G251830
OG0017439	Om002G067170	As011G251850
OG0017440	Om002G069610	As011G253410
OG0017441	Om002G069380	As011G253620
OG0017442	Om002G069360	As011G253630
OG0017443	Om002G069700	As011G253740
OG0017444	Om002G069710	As011G253750
OG0017445	Om002G070790	As011G254470
OG0017446	Om003G112780	As011G254660
OG0017447	Om002G071070	As011G254670
OG0017448	Om002G071850	As011G255200
OG0017449	Om002G072760	As011G255660
OG0017450	Om002G074120	As011G256590
OG0017451	Om002G074130	As011G256600
OG0017452	Om002G074440	As011G256900
OG0017453	Om002G074740	As011G257510
OG0017454	Om004G150520	As011G258860
OG0017455	Om002G076470	As011G259390
OG0017456	Om002G078850	As011G259850
OG0017457	Om008G327400	As011G260710
OG0017458	Om002G079480	As011G260920
OG0017459	Om002G077710	As011G261410
OG0017460	Om002G079560	As011G262020
OG0017461	Om002G080150	As011G262190
OG0017462	Om002G082110	As011G263070
OG0017464	Om002G083750	As011G264230
OG0017465	Om002G084020	As011G264420
OG0017466	Om002G084360	As011G264660
OG0017467	Om002G084530	As011G264750
OG0017468	Om002G085730	As011G265270
OG0017469	Om002G086180	As011G265620
OG0017470	Om002G087000	As011G266090
OG0017471	Om002G087870	As011G266720
OG0017472	Om002G088080	As011G267000
OG0017473	Om002G088170	As011G267080
OG0017474	Om001G022570	As011G267310
OG0017475	Om002G088560	As011G267470
OG0017476	Om008G324690	As011G267490
OG0017477	Om002G088530	As011G267540
OG0017478	Om002G088640	As011G267600
OG0017479	Om002G088650	As011G267610
OG0017480	Om003G089440	As012G267760
OG0017481	Om003G089820	As012G267990
OG0017482	Om003G090040	As012G268170
OG0017483	Om003G090190	As012G268300
OG0017484	Om003G090690	As012G268760
OG0017485	Om003G090920	As012G268860
OG0017486	Om003G090950	As012G268880
OG0017487	Om003G090960	As012G268890
OG0017488	Om003G091250	As012G269090
OG0017489	Om003G091870	As012G269340
OG0017490	Om003G092260	As012G269510
OG0017491	Om003G093510	As012G270000
OG0017492	Om003G093530	As012G270020
OG0017493	Om003G094280	As012G270550
OG0017494	Om003G094390	As012G270610
OG0017496	Om003G096860	As012G272070
OG0017497	Om003G097280	As012G272300
OG0017498	Om003G097640	As012G272490
OG0017499	Om003G098900	As012G273340
OG0017500	Om003G099000	As012G273400
OG0017501	Om003G099030	As012G273420
OG0017502	Om003G099250	As012G273520
OG0017503	Om003G099340	As012G273580
OG0017504	Om003G099650	As012G273840
OG0017505	Om003G100120	As012G274210
OG0017506	Om003G100180	As012G274240
OG0017507	Om003G100890	As012G274740
OG0017508	Om003G101130	As012G274840
OG0017509	Om003G101140, Om003G101200, Om003G101170	As012G274850
OG0017510	Om007G291010	As012G275060
OG0017511	Om008G340080	As012G275330
OG0017512	Om008G340150	As012G275390
OG0017513	Om006G256360	As012G275720
OG0017514	Om006G256340	As012G275730
OG0017515	Om006G255650	As012G276220
OG0017516	Om006G255550	As012G276290
OG0017517	Om006G255280	As012G276550
OG0017518	Om006G255250	As012G276570
OG0017519	Om006G254340	As012G277530
OG0017520	Om006G254260	As012G277590
OG0017521	Om006G254250	As012G277600
OG0017522	Om006G254180	As012G277660
OG0017523	Om006G253790	As012G278100
OG0017524	Om006G253280	As012G279520
OG0017525	Om006G253610	As012G279810
OG0017526	Om006G253550	As012G280000
OG0017527	Om006G252660	As012G281010
OG0017528	Om006G252470	As012G281300
OG0017529	Om006G252420	As012G281340
OG0017530	Om006G252030	As012G281740
OG0017531	Om006G251910	As012G281930
OG0017532	Om006G251890	As012G281950
OG0017533	Om006G251640	As012G282090
OG0017534	Om006G251170	As012G282370
OG0017535	Om006G251310	As012G282420
OG0017536	Om006G250890	As012G282570
OG0017537	Om006G250490	As012G282840
OG0017538	Om003G119520	As012G283060
OG0017539	Om003G120420	As012G283850
OG0017540	Om003G120690	As012G284040
OG0017541	Om003G122440	As012G284930
OG0017542	Om003G122640	As012G285060
OG0017543	Om003G123070	As012G285160
OG0017544	Om003G124170	As012G285820
OG0017545	Om003G124220	As012G285830
OG0017546	Om003G125080	As012G286320
OG0017547	Om006G256570	As012G286730
OG0017549	Om003G125880	As012G286940
OG0017550	Om003G127260	As012G287820
OG0017551	Om003G127790	As012G288120
OG0017552	Om003G128200	As012G288460
OG0017553	Om003G128360	As012G288680
OG0017554	Om003G129190	As012G289260
OG0017555	Om003G129270	As012G289360
OG0017556	Om003G125980	As012G289400
OG0017752	Om001G023280	As001G000610
OG0017753	Om001G024700	As001G001420
OG0017754	Om001G027450	As001G003390
OG0017755	Om001G028500	As001G004160
OG0017756	Om006G261370, Om001G029030	As001G004690
OG0017758	Om001G011930	As001G013660
OG0017759	Om001G033370	As001G014550
OG0017760	Om001G033900	As001G015100
OG0017762	Om007G276990	As001G016780
OG0017763	Om007G276840	As001G016950
OG0017764	Om007G276770	As001G017030
OG0017765	Om007G276510	As001G017220
OG0017768	Om005G220160	As001G020500
OG0017769	Om005G220390	As001G020560
OG0017770	Om005G221170	As001G020980
OG0017771	Om005G223920	As001G022000
OG0017773	Om006G275430	As001G022390
OG0017778	Om006G274280	As001G023820
OG0017779	Om006G274190	As001G023890
OG0017781	Om006G274010	As001G024030
OG0017782	Om006G272250	As001G025500
OG0017784	Om006G271350	As001G026190
OG0017786	Om006G270900	As001G026760
OG0017787	Om006G270530	As001G027160
OG0017788	Om006G269390	As001G027740
OG0017790	Om005G213780	As001G028930
OG0017791	Om005G214430	As001G029180
OG0017792	Om005G214800	As001G029340
OG0017793	Om005G214810	As001G029350
OG0017795	Om005G228360	As001G030620
OG0017796	Om005G226190, Om005G226160	As001G031410
OG0017797	Om002G052380	As002G034690
OG0017798	Om001G021430	As002G035490
OG0017799	Om002G055340	As002G037590
OG0017802	Om003G111930	As002G042770
OG0017803	Om003G112650	As002G043470
OG0017804	Om001G030180	As002G044490
OG0017806	Om001G002810	As003G057210, As002G045270
OG0017807	Om003G115840	As002G045440
OG0017808	Om003G115490	As002G045720
