Orthogroup	Odontarrhena_muralis	Conringia_planisiliqua
OG0000109	Om007G303510	CP1_g40029_DN1_SP0_c.t1, CP12_g31050_DN2_SP0_c.t1, CP13_g20454_DN2_SP0_c.t1, CP18_g12074_DN1_SP0_c.t1, CP6_g8582_DN2_SP0_c.t1, CP3_g15710_DN2_SP0_c.t1, CP12_g31527_DN3_SP0_c.t1, CP24_g47038_DN2_SP0_c.t1, CP3_g16737_DN2_SP0_c.t1, CP3_g14975_DN3_SP0_c.t1, CP2_g50413_DN1_SP0_c.t1
OG0000110	Om003G123410	CP3_g13458_DN3_SP0_c.t1
OG0000113	Om001G037540	CP20_g4448_DN2_SP0_c.t1
OG0000113	Om002G045450, Om001G037890, Om001G037740, Om002G045700, Om001G037550, Om001G037800, Om001G037460, Om001G037470, Om001G037490, Om001G034170, Om002G081270	CP12_g31635_DN1_SP0_c.t1
OG0000117	Om002G088690	CP5_g3262_DN3_SP0_c.t1, CP37_g11372_DN1_SP0_c.t1, CP2_g49793_DN2_SP0_c.t1, CP23_g21369_DN1_SP0_c.t1
OG0000117	Om001G014560	CP12_g31116_DN2_SP0_c.t1, CP14_g23889_DN2_SP0_c.t1
OG0000118	Om008G333780	CP5_g1908_DN2_SP0_c.t1, CP5_g1919_DN2_SP0_c.t1, CP5_g1915_DN1_SP0_c.t1, CP5_g1912_DN2_SP0_c.t1, CP5_g1886_DN2_SP0_c.t1, CP5_g1935_DN3_SP0_c.t1, CP94_g6400_DN3_SP0_c.t1, CP5_g1897_DN2_SP0_c.t1, CP5_g1895_DN2_SP0_c.t1, CP5_g1905_DN3_SP0_c.t1
OG0000119	Om004G164230, Om005G214120, Om005G222850	CP45_g22359_DN3_SP0_c.t1, CP29_g21958_DN3_SP0_c.t1, CP8_g54530_DN3_SP0_c.t1, CP8_g52687_DN2_SP0_c.t1, CP8_g52236_DN2_SP0_c.t1, CP5_g1847_DN2_SP0_c.t1
OG0000120	Om005G221860	CP2_g49217_DN3_SP0_c.t1, CP2_g49209_DN1_SP0_c.t1
OG0000120	Om004G161410, Om004G161280, Om002G075940, Om007G301890, Om001G024520	CP6_g8949_DN3_SP0_c.t1, CP20_g4168_DN3_SP0_c.t1, CP20_g4172_DN3_SP0_c.t1
OG0000122	Om003G118900, Om003G118890, Om003G118880	CP8_g53628_DN3_SP0_c.t1
OG0000122	Om003G118720	CP8_g53621_DN3_SP0_c.t1, CP8_g53620_DN3_SP0_c.t1
OG0000123	Om005G193560, Om005G193450, Om005G193620, Om005G193610, Om005G193590	CP2_g49912_DN3_SP0_c.t1, CP1_g37670_DN3_SP0_c.t1
OG0000123	Om005G193280, Om005G193230, Om005G193260	CP1_g37644_DN3_SP0_c.t1
OG0000124	Om005G227380, Om001G036630, Om003G104490, Om003G111030, Om003G110990, Om003G111110, Om003G111130	CP8_g54204_DN2_SP0_c.t1, CP22_g17175_DN1_SP0_c.t1
OG0000124	Om005G206120	CP6_g8046_DN2_SP0_c.t1
OG0000124	Om008G318760, Om007G317440	CP2_g49700_DN3_SP0_c.t1
OG0000124	Om001G019350	CP8_g54335_DN2_SP0_c.t1
OG0000124	Om004G142190	CP24_g47153_DN1_SP0_c.t1
OG0000125	Om006G254380	CP3_g13990_DN2_SP0_c.t1
OG0000125	Om002G052080	CP11_g33621_DN2_SP0_c.t1, CP10_g42910_DN3_SP0_c.t1
OG0000125	Om006G244360	CP8_g54114_DN3_SP0_c.t1
OG0000125	Om006G245540	CP3_g14838_DN3_SP0_c.t1, CP8_g54018_DN3_SP0_c.t1
OG0000125	Om007G283300	CP4_g25869_DN3_SP0_c.t1
OG0000126	Om006G262390, Om004G151250	CP95_g12689_DN3_SP0_c.t1, CP18_g12087_DN3_SP0_c.t1, CP3_g14120_DN3_SP0_c.t1, CP13_g20555_DN3_SP0_c.t1, CP9_g27971_DN3_SP0_c.t1, CP6_g8634_DN3_SP0_c.t1
OG0000127	Om004G176290	CP5_g1412_DN3_SP0_c.t1
OG0000127	Om005G189960	CP6_g7448_DN3_SP0_c.t1, CP12_g30884_DN3_SP0_c.t1, CP12_g30885_DN3_SP0_c.t1
OG0000128	Om001G015270	CP29_g22135_DN2_SP0_c.t1
OG0000128	Om004G154610	CP6_g9544_DN1_SP0_c.t1
OG0000128	Om004G150710	CP18_g12126_DN1_SP0_c.t1
OG0000128	Om005G217280	CP6_g9543_DN2_SP0_c.t1
OG0000131	Om003G106820	CP12_g30982_DN3_SP0_c.t1, CP18_g12092_DN3_SP0_c.t1, CP9_g27816_DN2_SP0_c.t1, CP17_g5831_DN3_SP0_c.t1, CP3_g14116_DN1_SP0_c.t1, CP3_g15173_DN3_SP0_c.t1
OG0000133	Om008G345870, Om008G349240	CP8_g52981_DN3_SP0_c.t1
OG0000133	Om008G358290, Om008G345600, Om001G024110	CP16_g55355_DN3_SP0_c.t1
OG0000133	Om007G315880	CP1_g38831_DN3_SP0_c.t1, CP1_g38743_DN3_SP0_c.t1, CP16_g55379_DN3_SP0_c.t1, CP18_g11525_DN3_SP0_c.t1, CP29_g21957_DN3_SP0_c.t1, CP1_g38828_DN3_SP0_c.t1, CP15_g34799_DN3_SP0_c.t1, CP16_g55378_DN1_SP0_c.t1, CP17_g5408_DN3_SP0_c.t1, CP6_g8172_DN3_SP0_c.t1, CP1_g38774_DN3_SP0_c.t1, CP25_g56000_DN3_SP0_c.t1, CP12_g31312_DN3_SP0_c.t1, CP31_g46783_DN3_SP0_c.t1, CP3_g16732_DN3_SP0_c.t1, CP3_g16786_DN3_SP0_c.t1, CP6_g9687_DN3_SP0_c.t1, CP1_g39364_DN3_SP0_c.t1, CP17_g6255_DN3_SP0_c.t1, CP9_g27528_DN3_SP0_c.t1, CP7_g44180_DN3_SP0_c.t1, CP15_g34601_DN3_SP0_c.t1, CP6_g8795_DN3_SP0_c.t1, CP15_g35572_DN3_SP0_c.t1, CP1_g40804_DN3_SP0_c.t1, CP17_g4997_DN3_SP0_c.t1, CP2_g50653_DN3_SP0_c.t1, CP22_g17525_DN3_SP0_c.t1, CP12_g31604_DN3_SP0_c.t1, CP15_g35987_DN3_SP0_c.t1, CP18_g11529_DN3_SP0_c.t1, CP23_g21575_DN3_SP0_c.t1, CP17_g4998_DN3_SP0_c.t1, CP31_g46845_DN3_SP0_c.t1, CP36_g50997_DN3_SP0_c.t1, CP1_g40805_DN3_SP0_c.t1
OG0000135	Om002G054930	CP6_g7882_DN2_SP0_c.t1
OG0000135	Om005G226530	CP20_g4161_DN1_SP0_c.t1
OG0000136	Om002G045120	CP9_g28199_DN3_SP0_c.t1
OG0000137	Om002G072120, Om006G268330, Om006G262830	CP14_g23405_DN1_SP0_c.t1
OG0000137	Om006G258530	CP92_g51792_DN1_SP0_c.t1
OG0000138	Om006G251190, Om006G251180	CP16_g55443_DN2_SP0_c.t1
OG0000138	Om001G037700	CP2_g48869_DN3_SP0_c.t1
OG0000138	Om005G207670, Om005G207700	CP9_g28663_DN3_SP0_c.t1
OG0000138	Om001G026370	CP2_g48868_DN3_SP0_c.t1
OG0000140	Om006G247230, Om006G247200	CP17_g5869_DN3_SP0_c.t1
OG0000143	Om003G106950	CP3_g15650_DN3_SP0_c.t1
OG0000144	Om005G217250	CP15_g34508_DN1_SP0_c.t1, CP6_g8551_DN1_SP0_c.t1
OG0000144	Om007G314120	CP26_g51180_DN2_SP0_c.t1
OG0000144	Om002G077770	CP50_g6557_DN2_SP0_c.t1
OG0000144	Om008G351670, Om002G077760, Om005G218980, Om001G015950, Om001G019450, Om022G374950	CP12_g31721_DN2_SP0_c.t1, CP3_g16438_DN3_SP0_c.t1
OG0000144	Om007G317180	CP35_g52082_DN2_SP0_c.t1
OG0000146	Om008G326830	CP29_g22095_DN2_SP0_c.t1
OG0000147	Om002G086500	CP10_g43624_DN3_SP8_c.t1
OG0000147	Om001G025660	CP5_g984_DN3_SP8_c.t1
OG0000147	Om007G285990, Om006G249440	CP8_g53733_DN3_SP8_c.t1
OG0000147	Om004G130850	CP9_g29643_DN3_SP8_c.t1
OG0000147	Om002G078960	CP17_g5850_DN3_SP8_c.t1
OG0000149	Om006G256850	CP8_g53985_DN3_SP0_c.t1
OG0000150	Om008G323560	CP8_g53726_DN3_SP0_c.t1
OG0000151	Om003G114720	CP8_g53294_DN3_SP8_c.t1
OG0000151	Om001G021860	CP5_g1205_DN3_SP7_c.t1
OG0000151	Om002G051120	CP10_g42832_DN3_SP8_c.t1
OG0000151	Om002G082850	CP10_g43893_DN3_SP8_c.t1
OG0000151	Om003G118410	CP8_g53599_DN3_SP8_c.t1
OG0000152	Om003G098350	CP4_g26038_DN3_SP0_c.t1, CP30_g10162_DN3_SP0_c.t1, CP26_g51216_DN3_SP0_c.t1
OG0000154	Om004G147280	CP6_g8024_DN1_SP0_c.t1
OG0000156	Om008G322060	CP4_g24175_DN3_SP0_c.t1
OG0000161	Om006G236100, Om006G236170	CP2_g48114_DN3_SP0_c.t1
OG0000161	Om007G278440	CP10_g43808_DN3_SP0_c.t1, CP9_g27597_DN3_SP0_c.t1
OG0000161	Om004G167210, Om006G249300	CP10_g42426_DN3_SP0_c.t1, CP14_g22722_DN3_SP0_c.t1
OG0000162	Om003G125170	CP16_g55105_DN3_SP0_c.t1
OG0000164	Om001G024320	CP5_g1063_DN3_SP0_c.t1
OG0000165	Om005G200180, Om007G315340	CP6_g7697_DN1_SP0_c.t1
OG0000166	Om001G033710	CP8_g54681_DN2_SP0_c.t1
OG0000167	Om001G004410	CP6_g6855_DN3_SP0_c.t1
OG0000167	Om001G004360	CP1_g38820_DN1_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38811_DN2_SP0_c.t1
OG0000167	Om001G004340	CP6_g6856_DN2_SP0_c.t1
OG0000168	Om001G041790	CP13_g20273_DN1_SP0_c.t1
OG0000171	Om003G127920	CP4_g24004_DN3_SP6_c.t1
OG0000171	Om008G319870	CP3_g13159_DN3_SP8_c.t1
OG0000171	Om005G207720	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1
OG0000171	Om005G220880	CP2_g49264_DN3_SP7_c.t1
OG0000171	Om007G301020	CP11_g32500_DN3_SP8_c.t1
OG0000174	Om003G109150	CP2_g50320_DN1_SP0_c.t1
OG0000175	Om002G084540, Om006G257450	CP10_g43741_DN3_SP4_c.t1
OG0000175	Om004G137100	CP9_g29229_DN3_SP8_c.t1
OG0000175	Om002G082840	CP5_g509_DN3_SP8_c.t1, CP10_g43894_DN3_SP5_c.t1
OG0000176	Om008G352670, Om008G352700, Om008G352660, Om008G352690, Om007G291500	CP7_g44859_DN3_SP0_c.t1
OG0000177	Om004G151970	CP1_g38437_DN2_SP0_c.t1, CP3_g14990_DN3_SP0_c.t1, CP18_g12258_DN3_SP0_c.t1
OG0000178	Om004G134680, Om004G134670, Om003G110440, Om002G077640, Om005G199540, Om007G276140, Om004G164470, Om002G068680	CP1_g41085_DN2_SP0_c.t1
OG0000181	Om005G212500	CP3_g15926_DN2_SP0_c.t1, CP15_g35373_DN2_SP0_c.t1, CP3_g15372_DN1_SP0_c.t1, CP3_g15137_DN1_SP0_c.t1, CP2_g50125_DN1_SP0_c.t1, CP3_g16664_DN3_SP0_c.t1, CP8_g52846_DN1_SP0_c.t1, CP18_g12220_DN2_SP0_c.t1
OG0000183	Om008G341930	CP2_g49982_DN2_SP0_c.t1, CP3_g14204_DN3_SP0_c.t1
OG0000184	Om006G270790	CP15_g34572_DN3_SP0_c.t1, CP3_g16448_DN1_SP0_c.t1
OG0000185	Om001G041450, Om008G356330, Om008G319330	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1, CP5_g2106_DN1_SP0_c.t1, CP5_g2107_DN2_SP0_c.t1, CP13_g20745_DN1_SP0_c.t1, CP10_g44055_DN3_SP0_c.t1, CP335_g34392_DN3_SP0_c.t1
OG0000186	Om007G285030	CP4_g26270_DN2_SP0_c.t1
OG0000187	Om001G030100, Om008G336940	CP1_g38275_DN3_SP0_c.t1
OG0000187	Om001G028260, Om001G028280	CP5_g831_DN3_SP0_c.t1
OG0000187	Om002G054350	CP10_g43074_DN3_SP0_c.t1
OG0000189	Om001G039670	CP5_g175_DN2_SP0_c.t1
OG0000192	Om005G203480	CP7_g45651_DN3_SP1_c.t1
OG0000192	Om005G203440	CP9_g29342_DN3_SP0_c.t1
OG0000193	Om002G069160, Om002G069150, Om005G226150, Om005G226170, Om005G226140, Om002G071740, Om002G071690	CP12_g30688_DN2_SP0_c.t1
OG0000195	Om006G243060	CP3_g15618_DN3_SP5_c.t1, CP8_g54208_DN3_SP5_c.t1
OG0000195	Om003G119760	CP3_g13675_DN3_SP8_c.t1
OG0000195	Om007G285150	CP5_g1726_DN3_SP8_c.t1
OG0000196	Om005G182080	CP7_g44994_DN1_SP0_c.t1
OG0000200	Om004G141410, Om003G096320, Om003G096270, Om003G096260, Om001G015930, Om002G066490, Om002G066530, Om005G183320, Om005G183380	CP12_g31409_DN1_SP0_c.t1, CP3_g15725_DN3_SP0_c.t1, CP12_g31416_DN2_SP0_c.t1, CP12_g31356_DN2_SP0_c.t1, CP12_g31334_DN3_SP0_c.t1, CP12_g31367_DN3_SP0_c.t1, CP12_g31322_DN3_SP0_c.t1, CP12_g31309_DN3_SP0_c.t1, CP6_g8942_DN2_SP0_c.t1
OG0000201	Om002G070290	CP12_g30564_DN3_SP0_c.t1
OG0000202	Om020G374490, Om011G365230	CP12_g30613_DN1_SP0_c.t1, CP8_g52810_DN1_SP0_c.t1
OG0000204	Om002G070990	CP12_g30628_DN3_SP0_c.t1
OG0000207	Om004G132790	CP9_g29509_DN3_SP0_c.t1
OG0000210	Om007G278560	CP4_g25433_DN2_SP0_c.t1
OG0000211	Om002G077310	CP17_g5641_DN2_SP0_c.t1, CP17_g5529_DN1_SP0_c.t1, CP17_g5390_DN3_SP0_c.t1, CP49_g12883_DN1_SP0_c.t1, CP1_g41127_DN1_SP0_c.t1, CP1_g41063_DN1_SP0_c.t1, CP3_g15759_DN2_SP0_c.t1, CP9_g27557_DN3_SP0_c.t1, CP17_g5611_DN2_SP0_c.t1, CP6_g9573_DN2_SP0_c.t1, CP9_g27779_DN2_SP0_c.t1, CP17_g5813_DN1_SP0_c.t1, CP1_g40670_DN2_SP0_c.t1, CP3_g15684_DN2_SP0_c.t1, CP17_g5610_DN3_SP0_c.t1, CP17_g5507_DN3_SP0_c.t1, CP17_g5528_DN2_SP0_c.t1, CP17_g5640_DN2_SP0_c.t1, CP18_g12399_DN2_SP0_c.t1, CP3_g15758_DN3_SP0_c.t1, CP3_g16268_DN1_SP0_c.t1, CP17_g5600_DN1_SP0_c.t1, CP1_g41175_DN1_SP0_c.t1, CP17_g5498_DN1_SP0_c.t1, CP1_g41178_DN2_SP0_c.t1, CP3_g16047_DN2_SP0_c.t1, CP1_g39747_DN3_SP0_c.t1, CP21_g11052_DN1_SP0_c.t1, CP1_g39702_DN1_SP0_c.t1, CP3_g15916_DN2_SP0_c.t1, CP49_g12855_DN2_SP0_c.t1, CP2_g50098_DN1_SP0_c.t1, CP4_g26956_DN1_SP0_c.t1, CP1_g39760_DN3_SP0_c.t1, CP22_g17346_DN3_SP0_c.t1, CP1_g41302_DN2_SP0_c.t1, CP28_g33917_DN3_SP0_c.t1, CP1_g41444_DN3_SP0_c.t1, CP1_g39852_DN1_SP0_c.t1, CP3_g16005_DN1_SP0_c.t1, CP30_g10267_DN3_SP0_c.t1, CP18_g11513_DN3_SP0_c.t1, CP15_g36228_DN3_SP0_c.t1, CP18_g12063_DN2_SP0_c.t1, CP14_g23230_DN3_SP0_c.t1, CP22_g17493_DN2_SP0_c.t1, CP15_g35646_DN1_SP0_c.t1, CP15_g35715_DN3_SP0_c.t1, CP15_g35563_DN1_SP0_c.t1, CP1_g40693_DN2_SP0_c.t1, CP1_g41286_DN2_SP0_c.t1, CP2_g50764_DN2_SP0_c.t1, CP31_g46654_DN2_SP0_c.t1, CP25_g55913_DN2_SP0_c.t1, CP27_g41669_DN2_SP0_c.t1, CP1_g40187_DN1_SP0_c.t1, CP1_g40444_DN2_SP0_c.t1, CP17_g5518_DN2_SP0_c.t1, CP17_g5631_DN1_SP0_c.t1, CP22_g17156_DN3_SP0_c.t1, CP22_g17144_DN3_SP0_c.t1, CP22_g17187_DN3_SP0_c.t1, CP16_g55670_DN3_SP0_c.t1, CP15_g36032_DN3_SP0_c.t1, CP6_g9505_DN3_SP0_c.t1, CP15_g35934_DN3_SP0_c.t1, CP18_g12033_DN3_SP0_c.t1, CP1_g39956_DN2_SP0_c.t1, CP22_g17199_DN3_SP0_c.t1, CP18_g11663_DN3_SP0_c.t1, CP26_g51192_DN3_SP0_c.t1, CP31_g46655_DN3_SP0_c.t1, CP4_g26726_DN3_SP0_c.t1, CP6_g8800_DN2_SP0_c.t1, CP18_g12341_DN3_SP0_c.t1, CP1_g40134_DN2_SP0_c.t1, CP17_g5712_DN3_SP0_c.t1, CP1_g38568_DN2_SP0_c.t1, CP5_g3340_DN3_SP0_c.t1, CP5_g2474_DN1_SP0_c.t1, CP30_g10190_DN1_SP0_c.t1, CP1_g40754_DN1_SP0_c.t1, CP18_g11437_DN2_SP0_c.t1, CP1_g40864_DN1_SP0_c.t1, CP26_g51193_DN2_SP0_c.t1, CP15_g35047_DN2_SP0_c.t1, CP15_g35714_DN1_SP0_c.t1, CP22_g17639_DN2_SP0_c.t1, CP2_g50763_DN1_SP0_c.t1, CP12_g30905_DN3_SP0_c.t1, CP22_g17198_DN1_SP0_c.t1, CP17_g5746_DN2_SP0_c.t1, CP24_g47258_DN2_SP0_c.t1, CP18_g11436_DN3_SP0_c.t1, CP3_g15313_DN2_SP0_c.t1, CP1_g39850_DN1_SP0_c.t1, CP2_g50754_DN1_SP0_c.t1, CP22_g17524_DN3_SP0_c.t1, CP9_g27558_DN3_SP0_c.t1, CP18_g12530_DN2_SP0_c.t1, CP3_g15806_DN3_SP0_c.t1, CP21_g11051_DN3_SP0_c.t1, CP6_g9574_DN3_SP0_c.t1, CP1_g40445_DN3_SP0_c.t1, CP2_g50608_DN2_SP0_c.t1, CP3_g15166_DN3_SP0_c.t1, CP30_g10189_DN2_SP0_c.t1, CP18_g12082_DN2_SP0_c.t1, CP24_g47121_DN1_SP0_c.t1, CP12_g30904_DN2_SP0_c.t1, CP17_g6365_DN1_SP0_c.t1, CP1_g40513_DN1_SP0_c.t1, CP14_g23231_DN1_SP0_c.t1, CP30_g10266_DN1_SP0_c.t1, CP18_g11900_DN1_SP0_c.t1, CP22_g17347_DN2_SP0_c.t1, CP1_g39701_DN2_SP0_c.t1, CP15_g35562_DN2_SP0_c.t1, CP4_g26725_DN1_SP0_c.t1, CP6_g9504_DN1_SP0_c.t1, CP5_g2473_DN2_SP0_c.t1, CP1_g39445_DN3_SP0_c.t1, CP2_g50271_DN2_SP0_c.t1, CP1_g40863_DN2_SP0_c.t1, CP25_g55912_DN3_SP0_c.t1, CP31_g46656_DN1_SP0_c.t1, CP18_g11662_DN1_SP0_c.t1, CP320_g4629_DN1_SP0_p.t1, CP30_g10188_DN1_SP0_c.t1, CP26_g51191_DN2_SP0_c.t1, CP1_g38569_DN1_SP0_c.t1, CP1_g40446_DN1_SP0_c.t1, CP14_g23849_DN3_SP0_c.t1, CP17_g5632_DN1_SP0_c.t1, CP1_g39957_DN3_SP0_c.t1, CP34_g51551_DN3_SP0_c.t1, CP22_g17497_DN3_SP0_c.t1, CP17_g5713_DN1_SP0_c.t1, CP2_g50753_DN3_SP0_c.t1, CP8_g52510_DN3_SP0_c.t1, CP15_g35713_DN1_SP0_c.t1, CP18_g11899_DN1_SP0_c.t1, CP15_g35561_DN2_SP0_c.t1, CP3_g15757_DN2_SP0_c.t1, CP17_g5601_DN2_SP0_c.t1, CP17_g5499_DN2_SP0_c.t1, CP6_g9850_DN2_SP0_c.t1, CP9_g27559_DN2_SP0_c.t1, CP17_g6355_DN1_SP0_c.t1, CP21_g11050_DN3_SP0_c.t1, CP6_g9575_DN1_SP0_c.t1, CP3_g15805_DN2_SP0_c.t1, CP15_g35702_DN1_SP0_c.t1, CP18_g12529_DN1_SP0_c.t1, CP24_g47405_DN2_SP0_c.t1, CP6_g8219_DN2_SP0_c.t1, CP14_g23782_DN3_SP0_c.t1, CP15_g35673_DN3_SP0_c.t1, CP18_g11418_DN2_SP0_c.t1, CP26_g51283_DN2_SP0_c.t1, CP2_g50099_DN3_SP0_c.t1, CP49_g12882_DN1_SP0_c.t1, CP1_g40969_DN2_SP0_c.t1, CP17_g5812_DN3_SP0_c.t1, CP1_g39851_DN2_SP0_c.t1, CP1_g40671_DN3_SP0_c.t1, CP1_g39967_DN3_SP0_c.t1, CP14_g23260_DN3_SP0_c.t1, CP1_g40753_DN3_SP0_c.t1, CP1_g40188_DN2_SP0_c.t1, CP26_g51108_DN2_SP0_c.t1, CP1_g39668_DN3_SP0_c.t1, CP8_g52274_DN2_SP0_c.t1, CP1_g41287_DN3_SP0_c.t1, CP2_g49871_DN3_SP0_c.t1, CP9_g27778_DN3_SP0_c.t1
OG0000213	Om004G141230, Om005G208800	CP9_g28965_DN3_SP0_c.t1, CP9_g28963_DN3_SP0_c.t1
OG0000213	Om002G053370	CP10_g43006_DN3_SP1_c.t1
OG0000213	Om001G036460, Om001G036440, Om001G036450	CP5_g1624_DN3_SP0_c.t1, CP16_g54934_DN3_SP1_c.t1
OG0000215	Om003G099020	CP9_g27649_DN2_SP0_c.t1, CP5_g2038_DN2_SP0_c.t1, CP4_g26129_DN3_SP0_c.t1, CP29_g22138_DN3_SP0_c.t1, CP15_g35154_DN3_SP0_c.t1, CP2_g50183_DN2_SP0_c.t1, CP13_g20515_DN2_SP0_c.t1, CP2_g50202_DN2_SP0_c.t1
OG0000217	Om001G001730	CP2_g49383_DN2_SP0_c.t1, CP2_g49358_DN1_SP0_c.t1
OG0000218	Om005G195550	CP1_g37802_DN3_SP1_c.t1
OG0000218	Om005G195570, Om005G195580	CP1_g37803_DN3_SP1_c.t1
OG0000218	Om001G010890, Om001G010900, Om001G010920	CP19_g18287_DN3_SP0_c.t1
OG0000218	Om004G138180	CP13_g19663_DN3_SP3_c.t1
OG0000218	Om006G241660	CP13_g19661_DN2_SP8_c.t1
OG0000219	Om007G282230	CP4_g25777_DN3_SP0_c.t1
OG0000219	Om008G350180, Om006G237850, Om006G237870	CP2_g47983_DN3_SP0_c.t1
OG0000224	Om004G134640, Om004G134630	CP9_g29396_DN3_SP0_c.t1, CP9_g29395_DN3_SP1_c.t1
OG0000225	Om007G289790	CP7_g44968_DN2_SP0_c.t1
OG0000225	Om007G289830, Om007G289770	CP7_g44969_DN2_SP0_c.t1, CP7_g44961_DN2_SP0_c.t1, CP7_g44967_DN2_SP0_c.t1
OG0000231	Om006G259610	CP1_g38847_DN3_SP0_c.t1, CP46_g6641_DN3_SP0_c.t1, CP100_g56185_DN3_SP0_c.t1, CP46_g6645_DN3_SP0_c.t1, CP15_g34757_DN3_SP0_c.t1, CP1_g39749_DN3_SP0_c.t1, CP1_g38772_DN3_SP0_c.t1, CP1_g39081_DN3_SP0_c.t1, CP1_g38830_DN3_SP0_c.t1, CP291_g50944_DN3_SP0_c.t1, CP100_g56192_DN3_SP0_c.t1, CP100_g56188_DN3_SP0_c.t1, CP1_g38794_DN3_SP0_c.t1, CP1_g38624_DN3_SP0_c.t1, CP1_g38813_DN3_SP0_c.t1, CP5_g1545_DN3_SP0_c.t1, CP5_g1552_DN3_SP0_c.t1, CP5_g1701_DN3_SP0_c.t1, CP46_g6643_DN1_SP0_c.t1, CP1_g38829_DN3_SP0_c.t1, CP18_g11849_DN3_SP0_c.t1, CP1_g39090_DN3_SP0_c.t1, CP1_g39092_DN3_SP0_c.t1, CP234_g41541_DN3_SP0_p.t1, CP46_g6649_DN1_SP0_c.t1, CP1_g38877_DN1_SP0_c.t1, CP100_g56191_DN1_SP0_c.t1, CP386_g3773_DN3_SP0_c.t1, CP100_g56183_DN3_SP0_c.t1, CP46_g6647_DN2_SP0_c.t1, CP100_g56189_DN2_SP0_c.t1, CP1_g38822_DN3_SP0_c.t1, CP1_g38765_DN3_SP0_c.t1, CP16_g55342_DN3_SP0_c.t1, CP5_g1548_DN3_SP0_c.t1, CP5_g1699_DN3_SP0_c.t1, CP5_g1693_DN3_SP0_c.t1, CP5_g1696_DN3_SP0_c.t1, CP5_g1550_DN3_SP0_c.t1, CP15_g34756_DN3_SP0_c.t1, CP1_g39086_DN3_SP0_c.t1, CP1_g38878_DN3_SP0_c.t1, CP234_g41533_DN3_SP0_p.t1, CP1_g38833_DN3_SP0_c.t1, CP1_g38779_DN3_SP0_c.t1, CP1_g38849_DN3_SP0_c.t1, CP1_g38796_DN3_SP0_c.t1, CP234_g41540_DN3_SP0_c.t1, CP1_g38775_DN3_SP0_c.t1, CP1_g38760_DN3_SP0_c.t1, CP1_g38808_DN3_SP0_c.t1, CP3_g15219_DN3_SP0_c.t1, CP1_g38626_DN2_SP0_c.t1, CP291_g50945_DN3_SP0_p.t1, CP1_g38628_DN3_SP0_c.t1, CP1_g39091_DN2_SP0_c.t1, CP46_g6642_DN3_SP0_c.t1, CP1_g38414_DN3_SP0_c.t1, CP1_g38812_DN3_SP0_c.t1, CP1_g38771_DN3_SP0_c.t1, CP1_g38627_DN3_SP0_c.t1, CP1_g38413_DN3_SP0_c.t1, CP5_g1691_DN3_SP0_c.t1, CP5_g1551_DN3_SP0_c.t1, CP100_g56190_DN3_SP0_c.t1, CP46_g6650_DN3_SP0_c.t1, CP100_g56184_DN3_SP0_c.t1, CP46_g6646_DN3_SP0_c.t1, CP1_g38795_DN2_SP0_c.t1, CP1_g38848_DN3_SP0_c.t1, CP1_g38827_DN3_SP0_c.t1, CP1_g38858_DN3_SP0_c.t1, CP1_g39750_DN3_SP0_c.t1, CP3_g15508_DN3_SP0_c.t1, CP1_g38797_DN3_SP0_c.t1, CP1_g38411_DN3_SP0_c.t1, CP1_g40623_DN3_SP0_c.t1, CP1_g38759_DN3_SP0_c.t1, CP1_g38807_DN3_SP0_c.t1, CP1_g39087_DN3_SP0_c.t1, CP1_g38304_DN3_SP0_c.t1
OG0000236	Om006G242740	CP9_g28570_DN3_SP0_c.t1
OG0000236	Om006G242750	CP9_g28569_DN3_SP0_c.t1
OG0000240	Om001G017850	CP1_g39490_DN3_SP0_c.t1, CP4_g26411_DN2_SP0_c.t1
OG0000242	Om002G081640	CP10_g44098_DN3_SP0_c.t1
OG0000242	Om005G193910	CP1_g37709_DN3_SP1_c.t1
OG0000242	Om005G194120	CP1_g37712_DN3_SP0_c.t1
OG0000242	Om005G193920, Om005G193930	CP1_g37708_DN3_SP1_c.t1
OG0000244	Om001G008070	CP19_g18502_DN3_SP0_c.t1
OG0000244	Om001G008060	CP19_g18503_DN3_SP1_c.t1
OG0000244	Om008G354350, Om003G110630	CP11_g31874_DN3_SP3_c.t1
OG0000246	Om002G071710	CP2_g49796_DN2_SP0_c.t1, CP14_g23213_DN2_SP0_c.t1
OG0000248	Om008G353070, Om011G365210, Om020G374470, Om003G118130, Om003G119420	CP16_g55066_DN2_SP0_c.t1
OG0000250	Om001G040910	CP19_g18375_DN2_SP0_c.t1
OG0000251	Om008G345500	CP7_g44188_DN1_SP0_c.t1
OG0000253	Om004G150660	CP6_g8885_DN1_SP0_c.t1, CP15_g36030_DN1_SP0_c.t1, CP15_g35083_DN2_SP0_c.t1
OG0000256	Om008G329810	CP4_g24672_DN3_SP0_c.t1
OG0000257	Om001G039600, Om002G053540	CP10_g43007_DN1_SP0_c.t1
OG0000260	Om004G174020	CP4_g25900_DN2_SP0_c.t1
OG0000260	Om003G091520, Om008G322390	CP19_g17936_DN2_SP0_c.t1
