Orthogroup	Odontarrhena_muralis	Conringia_planisiliqua
OG0015657	Om005G197610	CP7_g46082_DN3_SP2_c.t1
OG0015658	Om005G198020	CP7_g46050_DN3_SP8_c.t1
OG0015659	Om005G198100	CP7_g46039_DN3_SP6_c.t1
OG0015660	Om005G198390	CP7_g46020_DN3_SP8_c.t1
OG0015661	Om005G198780	CP7_g45997_DN3_SP0_c.t1
OG0015662	Om005G198770	CP7_g45998_DN3_SP4_c.t1
OG0015663	Om005G198750	CP7_g46000_DN3_SP0_c.t1
OG0015664	Om005G198710	CP7_g46003_DN3_SP4_c.t1
OG0015665	Om005G198630	CP7_g46008_DN3_SP7_c.t1
OG0015666	Om005G198870	CP7_g45989_DN3_SP7_c.t1
OG0015667	Om005G199160	CP7_g45975_DN3_SP8_c.t1
OG0015668	Om005G199810	CP7_g45932_DN2_SP0_c.t1
OG0015669	Om005G199700	CP7_g45938_DN2_SP7_c.t1
OG0015670	Om005G199670	CP7_g45940_DN3_SP8_c.t1
OG0015671	Om005G199560	CP7_g45950_DN3_SP5_c.t1
OG0015672	Om004G140700	CP9_g29007_DN3_SP8_c.t1
OG0015673	Om005G200470	CP7_g45886_DN3_SP6_c.t1
OG0015674	Om005G200680	CP7_g45874_DN3_SP0_c.t1
OG0015675	Om005G200720	CP7_g45868_DN3_SP0_c.t1
OG0015676	Om005G200840	CP7_g45859_DN3_SP1_c.t1
OG0015677	Om005G200930	CP7_g45848_DN3_SP0_c.t1
OG0015678	Om005G200970	CP7_g45844_DN3_SP7_c.t1
OG0015679	Om005G201230	CP7_g45825_DN3_SP0_c.t1
OG0015680	Om005G201260	CP7_g45821_DN3_SP2_c.t1
OG0015681	Om005G201290	CP7_g45818_DN3_SP0_c.t1
OG0015682	Om005G201390	CP7_g45813_DN3_SP8_c.t1
OG0015683	Om005G202260	CP7_g45753_DN3_SP1_c.t1
OG0015684	Om005G202610	CP7_g45712_DN3_SP0_c.t1
OG0015685	Om005G202640	CP7_g45709_DN2_SP3_c.t1
OG0015687	Om005G203030	CP7_g45681_DN2_SP0_c.t1
OG0015688	Om005G203260	CP7_g45665_DN3_SP1_c.t1
OG0015689	Om005G203890	CP7_g45623_DN3_SP0_c.t1
OG0015690	Om005G203960	CP7_g45617_DN3_SP8_c.t1
OG0015691	Om005G203970	CP7_g45616_DN3_SP7_c.t1
OG0015692	Om005G204140	CP7_g45605_DN2_SP0_c.t1
OG0015693	Om005G204180	CP7_g45600_DN3_SP7_c.t1
OG0015694	Om005G204200	CP7_g45598_DN3_SP8_c.t1
OG0015695	Om005G182660	CP1_g36825_DN3_SP0_c.t1
OG0015696	Om005G204630	CP7_g45572_DN3_SP3_c.t1
OG0015697	Om005G204680	CP7_g45567_DN3_SP0_c.t1
OG0015698	Om005G204980	CP7_g45539_DN2_SP1_c.t1
OG0015699	Om005G205120	CP7_g45524_DN2_SP0_c.t1
OG0015700	Om005G205200	CP7_g45516_DN3_SP0_c.t1
OG0015701	Om005G205330	CP7_g45504_DN3_SP8_c.t1
OG0015702	Om005G205550	CP7_g45490_DN3_SP3_c.t1
OG0015703	Om005G205570	CP7_g45489_DN3_SP7_c.t1
OG0015704	Om005G205630	CP7_g45483_DN3_SP0_c.t1
OG0015705	Om005G206950	CP7_g45475_DN3_SP6_c.t1
OG0015706	Om004G143400	CP7_g45465_DN3_SP7_c.t1
OG0015707	Om004G143760	CP7_g45443_DN3_SP0_c.t1
OG0015708	Om004G144460	CP7_g45399_DN3_SP8_c.t1
OG0015709	Om004G144550	CP7_g45387_DN3_SP7_c.t1
OG0015710	Om004G144690	CP7_g45379_DN3_SP0_c.t1
OG0015711	Om005G184550	CP1_g36989_DN3_SP6_c.t1
OG0015712	Om004G145510	CP7_g45311_DN3_SP0_c.t1
OG0015713	Om004G145990	CP7_g45300_DN3_SP0_c.t1
OG0015714	Om004G146220	CP7_g45284_DN3_SP2_c.t1
OG0015715	Om005G209830	CP9_g28494_DN3_SP1_c.t1
OG0015716	Om004G146590	CP7_g45267_DN2_SP0_c.t1
OG0015717	Om005G210360	CP9_g28466_DN3_SP3_c.t1
OG0015718	Om004G146780	CP7_g45252_DN3_SP5_c.t1
OG0015719	Om004G147020	CP7_g45238_DN3_SP8_c.t1
OG0015720	Om003G124950	CP7_g45229_DN3_SP6_c.t1
OG0015721	Om004G147610	CP7_g45198_DN3_SP8_c.t1
OG0015722	Om004G131990	CP7_g45174_DN3_SP0_c.t1
OG0015723	Om006G263420	CP7_g45171_DN3_SP0_c.t1
OG0015724	Om005G202140	CP7_g45761_DN3_SP3_c.t1
OG0015725	Om004G149350	CP1_g38673_DN3_SP5_c.t1
OG0015726	Om006G238540	CP1_g38676_DN3_SP3_c.t1
OG0015727	Om004G151810	CP7_g45133_DN3_SP2_c.t1
OG0015728	Om007G280240	CP19_g18230_DN2_SP0_c.t1
OG0015729	Om002G051420	CP19_g18223_DN3_SP3_c.t1
OG0015730	Om005G185130	CP19_g18214_DN3_SP0_c.t1
OG0015732	Om007G291210	CP19_g18196_DN3_SP7_c.t1
OG0015733	Om007G315270	CP19_g18189_DN3_SP8_c.t1
OG0015734	Om004G150560	CP16_g55380_DN3_SP8_c.t1
OG0015735	Om007G285620	CP19_g18180_DN3_SP7_c.t1
OG0015736	Om007G285670	CP19_g18176_DN3_SP6_c.t1
OG0015737	Om007G285690	CP19_g18169_DN3_SP8_c.t1
OG0015738	Om008G333230	CP19_g18168_DN3_SP0_c.t1
OG0015739	Om006G273970	CP19_g18156_DN2_SP8_c.t1
OG0015740	Om007G285930	CP19_g18142_DN3_SP0_c.t1
OG0015741	Om007G286000	CP19_g18136_DN3_SP4_c.t1
OG0015743	Om007G286320	CP19_g18108_DN3_SP2_c.t1
OG0015744	Om007G286560	CP19_g18090_DN3_SP3_c.t1
OG0015745	Om007G286430, Om011G365030	CP19_g18098_DN3_SP8_c.t1
OG0015746	Om007G286400	CP19_g18100_DN3_SP6_c.t1
OG0015747	Om003G127070	CP8_g53127_DN3_SP8_c.t1
OG0015748	Om005G186450	CP1_g37126_DN3_SP5_c.t1
OG0015749	Om001G021450	CP5_g1223_DN3_SP5_c.t1
OG0015750	Om001G021270	CP5_g1231_DN3_SP8_c.t1
OG0015751	Om004G151690	CP16_g55278_DN3_SP3_c.t1
OG0015752	Om004G154600	CP16_g55177_DN3_SP7_c.t1
OG0015753	Om001G007990	CP16_g55188_DN3_SP5_c.t1
OG0015754	Om003G095560	CP16_g55136_DN3_SP0_c.t1
OG0015755	Om004G152330, Om004G155250	CP16_g55035_DN3_SP8_c.t1
OG0015756	Om002G046770	CP16_g55017_DN3_SP0_c.t1
OG0015757	Om004G152090	CP16_g55000_DN3_SP8_c.t1
OG0015758	Om004G152020	CP16_g54993_DN3_SP4_c.t1
OG0015759	Om004G151310	CP16_g54985_DN3_SP8_c.t1
OG0015760	Om001G021460	CP5_g1220_DN3_SP5_c.t1
OG0015761	Om004G154470	CP16_g54947_DN3_SP7_c.t1
OG0015762	Om004G154340	CP16_g54918_DN3_SP6_c.t1
OG0015764	Om006G253350	CP3_g13921_DN3_SP1_c.t1
OG0015765	Om004G153820	CP16_g54875_DN3_SP8_c.t1
OG0015766	Om004G153550	CP16_g54837_DN2_SP0_c.t1
OG0015767	Om004G153500	CP16_g54825_DN3_SP6_c.t1
OG0015768	Om004G153490	CP16_g54824_DN3_SP8_c.t1
OG0015769	Om004G155840	CP16_g54800_DN3_SP6_c.t1
OG0015770	Om004G155890	CP16_g54791_DN3_SP8_c.t1
OG0015771	Om004G156000	CP16_g54781_DN3_SP8_c.t1
OG0015772	Om004G156420	CP16_g54739_DN3_SP1_c.t1
OG0015773	Om001G033090	CP10_g43804_DN3_SP3_c.t1
OG0015774	Om004G156570	CP16_g54728_DN3_SP0_c.t1
OG0015776	Om005G194750	CP1_g37760_DN3_SP8_c.t1
OG0015777	Om005G194510	CP1_g37744_DN3_SP8_c.t1
OG0015778	Om005G194420	CP1_g37735_DN3_SP8_c.t1
OG0015779	Om005G194410	CP1_g37734_DN3_SP6_c.t1
OG0015780	Om005G194390	CP1_g37732_DN3_SP0_c.t1
OG0015781	Om005G194270	CP1_g37723_DN3_SP6_c.t1
OG0015782	Om005G193980	CP1_g37705_DN3_SP8_c.t1
OG0015783	Om005G194020	CP1_g37701_DN3_SP2_c.t1
OG0015784	Om005G193810	CP1_g37686_DN3_SP7_c.t1
OG0015785	Om005G193860	CP1_g37691_DN3_SP8_c.t1
OG0015786	Om005G193650	CP1_g37671_DN3_SP0_c.t1
OG0015787	Om005G193390	CP1_g37654_DN3_SP8_c.t1
OG0015788	Om005G192940	CP1_g37625_DN3_SP0_c.t1
OG0015790	Om005G192860	CP1_g37620_DN3_SP8_c.t1
OG0015791	Om005G192540	CP1_g37598_DN3_SP0_c.t1
OG0015792	Om005G192130	CP1_g37566_DN3_SP1_c.t1
OG0015793	Om005G192040	CP1_g37559_DN3_SP8_c.t1
OG0015794	Om005G191950	CP1_g37549_DN3_SP5_c.t1
OG0015795	Om005G191880	CP1_g37544_DN3_SP8_c.t1
OG0015796	Om005G191790	CP1_g37539_DN3_SP7_c.t1
OG0015797	Om005G191590	CP1_g37526_DN3_SP1_c.t1
OG0015798	Om005G191600	CP1_g37527_DN3_SP7_c.t1
OG0015799	Om005G191380	CP1_g37513_DN3_SP8_c.t1
OG0015800	Om005G190940	CP1_g37476_DN3_SP0_c.t1
OG0015801	Om005G190810	CP1_g37463_DN3_SP8_c.t1
OG0015802	Om005G190560	CP1_g37451_DN3_SP8_c.t1
OG0015803	Om005G223560	CP2_g49096_DN3_SP8_c.t1
OG0015804	Om005G190290	CP1_g37432_DN3_SP4_c.t1
OG0015805	Om005G190020	CP1_g37416_DN3_SP3_c.t1
OG0015806	Om005G189650	CP1_g37387_DN3_SP5_c.t1
OG0015807	Om005G189530	CP1_g37382_DN3_SP8_c.t1
OG0015808	Om005G189510	CP1_g37379_DN2_SP0_c.t1
OG0015809	Om005G189380	CP1_g37369_DN3_SP8_c.t1
OG0015810	Om005G189170	CP1_g37346_DN3_SP6_c.t1
OG0015811	Om005G189150	CP1_g37344_DN3_SP2_c.t1
OG0015812	Om005G188910, Om002G078120	CP1_g37327_DN3_SP8_c.t1
OG0015814	Om005G188130	CP1_g37264_DN3_SP0_c.t1
OG0015815	Om005G188160	CP1_g37266_DN3_SP1_c.t1
OG0015816	Om005G188210	CP1_g37270_DN3_SP8_c.t1
OG0015817	Om005G188260	CP12_g31271_DN2_SP0_c.t1
OG0015818	Om005G188520	CP1_g37291_DN3_SP3_c.t1
OG0015820	Om005G187550	CP1_g37226_DN3_SP1_c.t1
OG0015821	Om005G187540	CP1_g37225_DN3_SP8_c.t1
OG0015822	Om005G187390	CP1_g37209_DN3_SP8_c.t1
OG0015823	Om005G187320	CP1_g37204_DN2_SP0_c.t1
OG0015824	Om005G187300	CP1_g37203_DN3_SP0_c.t1
OG0015825	Om005G187150	CP1_g37193_DN3_SP8_c.t1
OG0015826	Om005G187040	CP1_g37182_DN3_SP0_c.t1
OG0015827	Om005G186810	CP1_g37159_DN3_SP0_c.t1
OG0015828	Om005G186620	CP1_g37140_DN3_SP0_c.t1
OG0015829	Om005G186720	CP1_g37150_DN3_SP0_c.t1
OG0015830	Om005G186050	CP1_g37092_DN3_SP7_c.t1
OG0015831	Om005G185530	CP1_g37060_DN3_SP8_c.t1
OG0015832	Om005G185560	CP1_g37058_DN3_SP0_c.t1
OG0015833	Om002G082350	CP2_g48838_DN3_SP0_c.t1
OG0015834	Om005G185300	CP1_g37034_DN2_SP0_c.t1
OG0015836	Om005G184570	CP1_g36991_DN3_SP0_c.t1
OG0015837	Om005G184470	CP1_g36985_DN3_SP1_c.t1
OG0015838	Om005G184440	CP1_g36982_DN3_SP2_c.t1
OG0015839	Om005G184050	CP1_g36941_DN3_SP6_c.t1
OG0015840	Om005G184330	CP1_g36972_DN3_SP4_c.t1
OG0015841	Om005G184310	CP1_g36970_DN3_SP8_c.t1
OG0015842	Om005G184180	CP1_g36956_DN1_SP0_c.t1
OG0015843	Om005G184160	CP1_g36951_DN3_SP8_c.t1
OG0015844	Om005G184020	CP1_g36938_DN3_SP4_c.t1
OG0015845	Om005G184010	CP1_g36937_DN3_SP0_c.t1
OG0015846	Om005G183970	CP1_g36935_DN1_SP0_c.t1
OG0015847	Om005G183920	CP1_g36930_DN3_SP0_c.t1
OG0015848	Om005G183390	CP1_g36887_DN3_SP0_c.t1
OG0015849	Om005G183250	CP1_g36878_DN3_SP8_c.t1
OG0015850	Om007G309140	CP2_g48786_DN3_SP2_c.t1
OG0015851	Om005G183240	CP1_g36877_DN1_SP0_c.t1
OG0015852	Om005G183220	CP1_g36875_DN3_SP2_c.t1
OG0015853	Om005G182800	CP1_g36835_DN3_SP0_c.t1
OG0015854	Om005G182750	CP1_g36830_DN3_SP0_c.t1
OG0015856	Om005G182320	CP1_g36564_DN3_SP0_c.t1
OG0015857	Om005G185840	CP1_g36569_DN3_SP7_c.t1
OG0015858	Om005G182200	CP1_g36575_DN3_SP2_c.t1
OG0015859	Om005G182160	CP1_g36578_DN3_SP4_c.t1
OG0015860	Om005G182150	CP1_g36580_DN3_SP2_c.t1
OG0015861	Om005G182030	CP1_g36589_DN3_SP0_c.t1
OG0015863	Om001G016900	CP6_g7299_DN3_SP1_c.t1
OG0015864	Om005G181070	CP1_g36674_DN3_SP0_c.t1
OG0015865	Om005G181040	CP1_g36677_DN3_SP1_c.t1
OG0015866	Om005G181030	CP1_g36678_DN3_SP2_c.t1
OG0015867	Om005G180490	CP1_g36717_DN3_SP0_c.t1
OG0015868	Om005G180830	CP1_g36694_DN3_SP0_c.t1
OG0015869	Om005G180330	CP1_g36728_DN3_SP8_c.t1
OG0015870	Om005G180300	CP1_g36731_DN3_SP0_c.t1
OG0015871	Om005G180290	CP1_g36732_DN3_SP1_c.t1
OG0015872	Om005G180150	CP1_g36743_DN3_SP6_c.t1
OG0015873	Om005G179960	CP1_g36758_DN3_SP8_c.t1
OG0015874	Om005G179620	CP1_g36789_DN3_SP0_c.t1
OG0015875	Om005G179480	CP1_g36799_DN3_SP3_c.t1
OG0015876	Om005G179410	CP10_g42646_DN3_SP0_c.t1, CP1_g36806_DN3_SP8_c.t1
OG0015877	Om005G179170	CP1_g36542_DN3_SP2_c.t1
OG0015878	Om005G179310	CP1_g36813_DN3_SP8_c.t1
OG0015879	Om005G179100	CP1_g36534_DN3_SP7_c.t1
OG0015880	Om005G179080	CP1_g36532_DN3_SP4_c.t1
OG0015881	Om005G178610	CP1_g36489_DN3_SP7_c.t1
OG0015883	Om005G178090	CP1_g36442_DN3_SP8_c.t1
OG0015884	Om005G178140	CP1_g36438_DN3_SP7_c.t1
OG0015885	Om005G177900	CP1_g36430_DN3_SP0_c.t1
OG0015886	Om005G177890	CP1_g36429_DN3_SP1_c.t1
OG0015887	Om005G177880	CP1_g36427_DN3_SP8_c.t1
OG0015888	Om005G177840	CP1_g36423_DN2_SP8_c.t1
OG0015889	Om005G177810	CP1_g36420_DN3_SP1_c.t1
OG0015890	Om005G177790	CP1_g36418_DN2_SP0_c.t1
OG0015891	Om005G177720	CP1_g36412_DN1_SP0_c.t1
OG0015892	Om005G177650	CP1_g36404_DN3_SP2_c.t1
OG0015893	Om005G177570	CP10_g43515_DN3_SP8_c.t1
OG0015894	Om007G302100	CP11_g32580_DN3_SP0_c.t1
OG0015895	Om007G301170	CP11_g32511_DN3_SP8_c.t1
OG0015896	Om007G301360	CP11_g32526_DN1_SP1_c.t1
OG0015897	Om007G301620	CP11_g32546_DN3_SP8_c.t1
OG0015898	Om007G301700	CP11_g32553_DN3_SP5_c.t1
OG0015899	Om007G301790	CP11_g32560_DN3_SP4_c.t1
OG0015900	Om007G301030	CP11_g32501_DN3_SP6_c.t1
OG0015901	Om007G300900	CP11_g32493_DN3_SP7_c.t1
OG0015902	Om007G300810	CP11_g32489_DN2_SP0_c.t1
OG0015903	Om007G299750	CP11_g32420_DN3_SP1_c.t1
OG0015904	Om007G299830	CP11_g32427_DN3_SP8_c.t1
OG0015905	Om007G299980	CP11_g32434_DN3_SP8_c.t1
OG0015906	Om007G300070	CP11_g32441_DN2_SP0_c.t1
OG0015909	Om007G298640	CP11_g32346_DN3_SP2_c.t1
OG0015910	Om002G043840	CP10_g42248_DN3_SP8_c.t1
OG0015911	Om007G298830	CP11_g32358_DN3_SP8_c.t1
OG0015912	Om007G298210	CP11_g32319_DN3_SP0_c.t1
OG0015913	Om007G298050	CP11_g32307_DN3_SP1_c.t1
OG0015914	Om007G297740	CP11_g32284_DN3_SP8_c.t1
OG0015915	Om007G297640	CP11_g32275_DN3_SP8_c.t1
OG0015917	Om007G297310	CP11_g32251_DN3_SP1_c.t1
OG0015918	Om007G297150	CP11_g32234_DN3_SP8_c.t1
OG0015919	Om007G297170	CP11_g32236_DN1_SP0_c.t1
OG0015920	Om007G297060	CP11_g32225_DN3_SP0_c.t1
OG0015921	Om007G296830	CP11_g32214_DN3_SP6_c.t1
OG0015922	Om007G296720	CP11_g32207_DN3_SP8_c.t1
OG0015923	Om007G296700	CP11_g32205_DN3_SP3_c.t1
OG0015924	Om007G296360	CP11_g32180_DN3_SP1_c.t1
OG0015925	Om007G296290	CP11_g32176_DN3_SP0_c.t1
OG0015926	Om007G296060	CP8_g54513_DN3_SP7_c.t1
OG0015927	Om007G296050	CP8_g54512_DN3_SP8_c.t1
OG0015928	Om007G295900	CP8_g54501_DN3_SP0_c.t1
OG0015929	Om007G295870	CP8_g54499_DN3_SP8_c.t1
OG0015930	Om005G186640	CP1_g37143_DN3_SP0_c.t1
OG0015931	Om007G295420	CP8_g54473_DN3_SP0_c.t1
OG0015932	Om007G295320	CP8_g54467_DN3_SP0_c.t1
OG0015933	Om007G295310	CP8_g54466_DN3_SP6_c.t1
OG0015934	Om007G295180	CP8_g54456_DN3_SP8_c.t1
OG0015935	Om007G294860	CP8_g54418_DN3_SP3_c.t1
OG0015936	Om007G294660	CP2_g48520_DN3_SP8_c.t1
OG0015937	Om007G294330	CP2_g48549_DN3_SP0_c.t1
OG0015940	Om007G293870	CP2_g48585_DN3_SP2_c.t1
OG0015941	Om004G131440	CP2_g48598_DN3_SP7_c.t1
OG0015942	Om007G293570	CP2_g48610_DN3_SP2_c.t1
OG0015943	Om007G293560	CP2_g48611_DN3_SP4_c.t1
OG0015944	Om007G293300	CP2_g48643_DN3_SP4_c.t1
OG0015946	Om006G261320	CP3_g14496_DN1_SP0_c.t1
OG0015947	Om007G303540	CP2_g48682_DN3_SP1_c.t1
OG0015948	Om002G061350	CP12_g29913_DN3_SP5_c.t1
OG0015950	Om007G305980, Om009G363090	CP2_g48752_DN3_SP2_c.t1
OG0015951	Om010G364920, Om007G309280	CP2_g48783_DN3_SP8_c.t1
OG0015952	Om007G308030	CP2_g48797_DN3_SP5_c.t1
OG0015953	Om007G308240	CP2_g48790_DN3_SP4_c.t1
OG0015954	Om007G297660	CP11_g32279_DN3_SP0_c.t1
OG0015955	Om004G169760	CP11_g33278_DN3_SP0_c.t1
OG0015956	Om004G169690	CP11_g33282_DN3_SP3_c.t1
OG0015957	Om007G302140	CP11_g32586_DN3_SP8_c.t1
OG0015958	Om007G302150	CP11_g32587_DN3_SP8_c.t1
OG0015959	Om004G169900	CP11_g33270_DN3_SP0_c.t1
OG0015961	Om002G084040	CP2_g48823_DN3_SP8_c.t1
OG0015963	Om008G358740	CP2_g48818_DN3_SP0_c.t1
OG0015964	Om004G170390	CP11_g33227_DN3_SP7_c.t1
OG0015965	Om004G170480	CP11_g33217_DN3_SP0_c.t1
OG0015966	Om004G170660	CP11_g33202_DN3_SP6_c.t1
OG0015967	Om004G170720	CP11_g33197_DN3_SP7_c.t1
OG0015968	Om004G170960	CP11_g33309_DN2_SP1_c.t1
OG0015969	Om004G170980	CP11_g33311_DN3_SP5_c.t1
OG0015970	Om004G170990	CP11_g33312_DN3_SP8_c.t1
OG0015971	Om004G171140	CP11_g33324_DN3_SP0_c.t1
OG0015973	Om004G171210	CP11_g33331_DN3_SP7_c.t1
OG0015974	Om004G171240	CP11_g33334_DN3_SP0_c.t1
OG0015975	Om004G171260	CP11_g33336_DN3_SP5_c.t1
OG0015976	Om004G171660	CP11_g33359_DN3_SP7_c.t1
OG0015978	Om004G171890	CP11_g33371_DN3_SP5_c.t1
OG0015979	Om004G171960	CP11_g33378_DN3_SP0_c.t1
OG0015980	Om004G172050	CP11_g33387_DN3_SP1_c.t1
OG0015981	Om004G172400	CP11_g33406_DN3_SP8_c.t1
OG0015982	Om005G198110	CP7_g46040_DN1_SP0_c.t1
OG0015983	Om004G172680	CP11_g33430_DN3_SP0_c.t1
OG0015984	Om004G172780	CP11_g33438_DN3_SP6_c.t1
OG0015985	Om004G172900	CP11_g33449_DN3_SP8_c.t1
OG0015986	Om006G240720	CP2_g48502_DN3_SP0_c.t1
OG0015987	Om006G240710	CP2_g48500_DN3_SP3_c.t1
OG0015988	Om006G240690	CP2_g48497_DN3_SP1_c.t1
OG0015989	Om006G240640	CP2_g48491_DN3_SP5_c.t1
OG0015990	Om006G240050	CP2_g48440_DN3_SP8_c.t1
OG0015991	Om006G239920	CP2_g48428_DN1_SP0_c.t1
OG0015992	Om006G239620	CP2_g48409_DN3_SP0_c.t1
OG0015993	Om006G239510	CP2_g48404_DN3_SP0_c.t1
OG0015994	Om006G239460	CP2_g48398_DN3_SP2_c.t1
OG0015995	Om006G239410	CP2_g48392_DN3_SP8_c.t1
OG0015996	Om006G238970	CP2_g48355_DN3_SP6_c.t1
OG0015997	Om006G239000	CP2_g48358_DN3_SP4_c.t1
OG0015998	Om006G239160	CP2_g48374_DN3_SP8_c.t1
OG0015999	Om006G239170	CP2_g48375_DN3_SP0_c.t1
OG0016000	Om006G238750	CP2_g48334_DN3_SP1_c.t1
OG0016001	Om006G238700	CP2_g48328_DN3_SP0_c.t1
OG0016002	Om006G238410	CP2_g48310_DN3_SP8_c.t1
OG0016003	Om006G238370	CP2_g48307_DN3_SP5_c.t1
OG0016004	Om006G238300	CP2_g48301_DN2_SP0_c.t1
OG0016005	Om002G076000	CP12_g31028_DN3_SP8_c.t1
OG0016006	Om006G238060	CP2_g48280_DN3_SP0_c.t1
OG0016007	Om006G237970	CP2_g48275_DN3_SP8_c.t1
OG0016008	Om006G237590	CP2_g48244_DN3_SP8_c.t1
OG0016009	Om006G237510	CP2_g48238_DN3_SP8_c.t1
OG0016010	Om006G237280	CP2_g48216_DN3_SP5_c.t1
OG0016011	Om006G237250	CP2_g48214_DN3_SP0_c.t1
OG0016012	Om006G237240	CP2_g48213_DN3_SP1_c.t1
OG0016013	Om006G237020	CP2_g48189_DN3_SP8_c.t1
OG0016014	Om006G236750	CP2_g48167_DN3_SP0_c.t1
OG0016015	Om006G236730	CP2_g48165_DN3_SP0_c.t1
OG0016016	Om006G236520	CP2_g48145_DN3_SP8_c.t1
OG0016017	Om006G236400	CP2_g48135_DN3_SP8_c.t1
OG0016018	Om006G236010	CP2_g48102_DN3_SP0_c.t1
OG0016019	Om006G235960	CP2_g48098_DN3_SP6_c.t1
OG0016020	Om006G235730	CP2_g48082_DN3_SP0_c.t1
OG0016021	Om006G235650	CP2_g48073_DN3_SP8_c.t1
OG0016022	Om006G235640	CP2_g48072_DN3_SP5_c.t1
OG0016023	Om006G235330	CP2_g48045_DN3_SP1_c.t1
OG0016024	Om006G235170	CP2_g48040_DN3_SP8_c.t1
OG0016025	Om006G235040	CP2_g48030_DN3_SP0_c.t1
OG0016026	Om006G234890	CP2_g48018_DN3_SP4_c.t1
OG0016027	Om006G234800	CP2_g48009_DN1_SP0_c.t1
OG0016028	Om006G234650	CP2_g48002_DN3_SP0_c.t1
OG0016029	Om006G247330	CP8_g53879_DN3_SP8_c.t1
OG0016030	Om006G247520	CP8_g53863_DN3_SP0_c.t1
OG0016031	Om006G247610	CP8_g53855_DN3_SP5_c.t1
OG0016032	Om006G247620	CP8_g53854_DN3_SP0_c.t1
OG0016033	Om006G247690	CP8_g53848_DN3_SP3_c.t1
OG0016034	Om006G247750	CP8_g53845_DN3_SP7_c.t1
OG0016035	Om006G247960	CP8_g53825_DN3_SP4_c.t1
OG0016036	Om006G247980	CP8_g53823_DN3_SP3_c.t1
OG0016037	Om006G257430	CP3_g14235_DN3_SP0_c.t1
OG0016038	Om006G257510	CP3_g14241_DN3_SP5_c.t1
OG0016039	Om006G257720	CP3_g14260_DN3_SP8_c.t1
OG0016040	Om006G258230	CP3_g14301_DN3_SP0_c.t1
OG0016042	Om006G258690	CP3_g14337_DN3_SP8_c.t1
OG0016043	Om006G258760	CP3_g14343_DN3_SP1_c.t1
OG0016044	Om006G259030	CP3_g14355_DN3_SP6_c.t1
OG0016045	Om006G259160	CP3_g14366_DN3_SP4_c.t1
OG0016046	Om006G259290	CP3_g14376_DN3_SP0_c.t1
OG0016047	Om006G259980	CP3_g14405_DN3_SP0_c.t1
OG0016048	Om006G260140	CP3_g14413_DN3_SP6_c.t1
OG0016049	Om006G260220	CP3_g14417_DN3_SP7_c.t1
OG0016050	Om006G239200	CP2_g48376_DN3_SP0_c.t1
OG0016051	Om006G260440	CP3_g14442_DN3_SP8_c.t1
OG0016052	Om006G260920	CP3_g14470_DN3_SP4_c.t1
OG0016053	Om006G261040	CP3_g14479_DN3_SP8_c.t1
OG0016054	Om006G261070	CP3_g14480_DN3_SP4_c.t1
OG0016055	Om007G290350	CP7_g44908_DN3_SP8_c.t1
OG0016056	Om006G262490	CP3_g14540_DN3_SP0_c.t1
OG0016057	Om006G262530	CP3_g14543_DN3_SP8_c.t1
OG0016058	Om006G262630	CP3_g14548_DN3_SP7_c.t1
OG0016059	Om006G262770	CP3_g14553_DN3_SP8_c.t1
OG0016060	Om006G262920	CP3_g14562_DN3_SP3_c.t1
OG0016061	Om006G263030	CP3_g14565_DN3_SP8_c.t1
OG0016062	Om006G234780	CP2_g48008_DN3_SP8_c.t1
OG0016063	Om006G263170	CP3_g14570_DN3_SP8_c.t1
OG0016064	Om006G263300	CP3_g14574_DN3_SP1_c.t1
OG0016065	Om007G295190	CP3_g14586_DN3_SP8_c.t1
OG0016066	Om006G263710	CP3_g14593_DN3_SP8_c.t1
OG0016067	Om006G263750	CP3_g14606_DN3_SP0_c.t1
OG0016068	Om004G134580, Om006G263910	CP3_g14614_DN3_SP4_c.t1
OG0016069	Om006G264060	CP3_g14630_DN3_SP7_c.t1
OG0016070	Om006G264300	CP3_g14639_DN3_SP0_c.t1
OG0016071	Om006G264410	CP3_g14640_DN3_SP7_c.t1
OG0016072	Om006G265640	CP3_g14655_DN3_SP7_c.t1
OG0016073	Om006G265750	CP3_g14659_DN3_SP8_c.t1
OG0016074	Om006G265760	CP3_g14660_DN3_SP8_c.t1
OG0016075	Om006G265770	CP3_g14661_DN3_SP7_c.t1
OG0016077	Om006G266450	CP3_g14706_DN3_SP8_c.t1
OG0016078	Om006G266660	CP3_g14718_DN3_SP8_c.t1
OG0016079	Om006G266860	CP3_g14724_DN3_SP6_c.t1
OG0016080	Om006G267110	CP3_g14747_DN3_SP0_c.t1
OG0016081	Om006G268100	CP3_g14859_DN3_SP5_c.t1
OG0016082	Om004G174430	CP3_g14885_DN3_SP8_c.t1
OG0016083	Om001G040130	CP3_g14891_DN3_SP8_c.t1
OG0016084	Om006G247340	CP3_g15235_DN3_SP0_c.t1
OG0016085	Om002G077560	CP3_g15736_DN3_SP1_c.t1
OG0016086	Om006G268380	CP3_g15777_DN3_SP8_c.t1
OG0016087	Om006G268570	CP3_g15848_DN3_SP7_c.t1
OG0016088	Om008G328940	CP11_g32292_DN3_SP1_c.t1
OG0016090	Om006G268540	CP10_g42497_DN3_SP8_c.t1
OG0016091	Om005G179400	CP1_g36807_DN3_SP8_c.t1
