Orthogroup	Conringia_planisiliqua	Cardamine_amara
OG0000147	CP16_g55126_DN3_SP8_c.t1	evm.model.RL_6.348
OG0000149	CP3_g14788_DN3_SP0_c.t1	evm.model.RL_7.1738
OG0000149	CP3_g14786_DN3_SP0_c.t1	evm.model.RL_7.1737
OG0000151	CP8_g53294_DN3_SP8_c.t1	evm.model.RL_8.1422
OG0000151	CP5_g1205_DN3_SP7_c.t1	evm.model.RL_2.2307
OG0000151	CP10_g42832_DN3_SP8_c.t1	evm.model.RL_1.777
OG0000151	CP10_g43893_DN3_SP8_c.t1	evm.model.RL_1.2853
OG0000151	CP8_g53599_DN3_SP8_c.t1	evm.model.RL_8.1691
OG0000151	CP19_g17855_DN3_SP6_c.t1, CP13_g19098_DN3_SP8_c.t1	evm.model.RL_3.61
OG0000154	CP6_g8024_DN1_SP0_c.t1	evm.model.RL_4.3288
OG0000156	CP4_g24175_DN3_SP0_c.t1	evm.model.RL_6.2689
OG0000158	CP4_g24795_DN1_SP0_c.t1	evm.model.RL_6.58
OG0000161	CP10_g43808_DN3_SP0_c.t1, CP9_g27597_DN3_SP0_c.t1	evm.model.RL_3.891
OG0000161	CP10_g42426_DN3_SP0_c.t1	evm.model.RL_3.897
OG0000162	CP8_g54067_DN2_SP0_c.t1	evm.model.RL_3.1091, evm.model.RL_3.978, evm.model.RL_3.979, evm.model.RL_3.975, evm.model.RL_3.977, evm.model.RL_3.976
OG0000165	CP6_g7697_DN1_SP0_c.t1, CP10_g43760_DN1_SP0_c.t1	evm.model.RL_7.798
OG0000165	CP3_g15026_DN3_SP0_c.t1, CP7_g44488_DN1_SP0_c.t1, CP17_g5082_DN2_SP0_c.t1, CP2_g50354_DN1_SP0_c.t1, CP13_g20272_DN3_SP0_c.t1	evm.model.RL_1.2476
OG0000165	CP6_g9735_DN1_SP0_c.t1	evm.model.RL_1.2284
OG0000167	CP6_g6855_DN3_SP0_c.t1	evm.model.RL_2.1517
OG0000167	CP1_g38820_DN1_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38811_DN2_SP0_c.t1	evm.model.RL_2.1514
OG0000171	CP4_g24004_DN3_SP6_c.t1	evm.model.RL_6.2869
OG0000171	CP3_g13159_DN3_SP8_c.t1	evm.model.RL_7.135
OG0000171	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1	evm.model.RL_3.1439
OG0000171	CP2_g49264_DN3_SP7_c.t1	evm.model.RL_3.461
OG0000171	CP11_g32500_DN3_SP8_c.t1	evm.model.RL_4.2162.1.687c86d7
OG0000172	CP3_g15231_DN3_SP0_c.t1	evm.model.RL_7.463
OG0000174	CP2_g50320_DN1_SP0_c.t1, CP18_g12439_DN3_SP0_c.t1, CP22_g17608_DN1_SP0_c.t1, CP17_g5690_DN2_SP0_c.t1, CP15_g35675_DN2_SP0_c.t1, CP1_g40978_DN2_SP0_c.t1, CP18_g12162_DN2_SP0_c.t1, CP18_g11867_DN1_SP0_c.t1, CP1_g41091_DN1_SP0_c.t1, CP1_g40876_DN2_SP0_c.t1	evm.model.RL_7.2138
OG0000175	CP10_g43741_DN3_SP4_c.t1	evm.model.RL_7.1254
OG0000175	CP9_g29229_DN3_SP8_c.t1	evm.model.RL_3.1995
OG0000175	CP7_g45756_DN3_SP8_c.t1	evm.model.RL_5.1839
OG0000175	CP5_g509_DN3_SP8_c.t1	evm.model.RL_2.3025
OG0000175	CP5_g414_DN3_SP8_c.t1	evm.model.RL_2.3122
OG0000177	CP56_g20992_DN1_SP0_c.t1, CP18_g11993_DN2_SP0_c.t1, CP20_g4066_DN2_SP0_c.t1	evm.model.RL_2.478
OG0000181	CP2_g49663_DN1_SP0_c.t1	evm.model.RL_6.2564
OG0000183	CP3_g15110_DN1_SP0_c.t1	evm.model.RL_3.1014
OG0000185	CP12_g31007_DN2_SP0_c.t1	evm.model.RL_5.3641, evm.model.RL_3.292
OG0000185	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1	evm.model.RL_7.527
OG0000185	CP5_g2106_DN1_SP0_c.t1	evm.model.RL_3.588, evm.model.RL_1.1351
OG0000185	CP5_g2107_DN2_SP0_c.t1	evm.model.RL_8.2218
OG0000186	CP4_g26271_DN2_SP0_c.t1, CP4_g26270_DN2_SP0_c.t1	evm.model.RL_5.2354, evm.model.RL_8.2135
OG0000187	CP1_g38275_DN3_SP0_c.t1	evm.model.RL_2.2676
OG0000187	CP10_g43074_DN3_SP0_c.t1	evm.model.RL_1.1017
OG0000192	CP7_g45651_DN3_SP1_c.t1	evm.model.RL_5.3624
OG0000192	CP9_g29342_DN3_SP0_c.t1	evm.model.RL_3.2103
OG0000195	CP4_g26440_DN3_SP8_c.t1	evm.model.RL_6.761
OG0000195	CP3_g13675_DN3_SP8_c.t1	evm.model.RL_7.686, evm.model.RL_6.2234
OG0000195	CP5_g1726_DN3_SP8_c.t1	evm.model.RL_2.437
OG0000196	CP7_g44994_DN1_SP0_c.t1	evm.model.RL_4.2554
OG0000196	CP7_g44995_DN1_SP0_c.t1	evm.model.RL_1.1858
OG0000201	CP15_g34906_DN2_SP0_c.t1	evm.model.RL_1.3066
OG0000204	CP10_g43004_DN3_SP0_c.t1, CP12_g30628_DN3_SP0_c.t1, CP12_g30499_DN2_SP0_c.t1	evm.model.RL_1.2062
OG0000206	CP28_g33935_DN3_SP0_c.t1	evm.model.RL_6.475, evm.model.RL_8.541
OG0000213	CP5_g1624_DN3_SP0_c.t1	evm.model.RL_6.203
OG0000213	CP16_g54934_DN3_SP1_c.t1	evm.model.RL_6.204
OG0000215	CP6_g9545_DN2_SP0_c.t1, CP25_g55880_DN3_SP0_c.t1	evm.model.RL_6.1605
OG0000217	CP2_g49383_DN2_SP0_c.t1, CP2_g49358_DN1_SP0_c.t1	evm.model.RL_3.548
OG0000217	CP2_g49361_DN3_SP0_c.t1, CP2_g49380_DN3_SP0_c.t1, CP2_g49359_DN3_SP0_c.t1	evm.model.RL_3.599
OG0000218	CP1_g37802_DN3_SP1_c.t1	evm.model.RL_5.1347, evm.model.RL_5.1349
OG0000218	CP13_g19663_DN3_SP3_c.t1, CP13_g19662_DN3_SP0_c.t1, CP13_g19661_DN2_SP8_c.t1	evm.model.RL_7.2697_evm.model.RL_7.2698
OG0000219	CP4_g25777_DN3_SP0_c.t1	evm.model.RL_6.1077
OG0000219	CP2_g47984_DN2_SP0_c.t1	evm.model.RL_8.2397
OG0000224	CP9_g29395_DN3_SP1_c.t1	evm.model.RL_3.2156
OG0000225	CP7_g44968_DN2_SP0_c.t1	evm.model.RL_5.2978, evm.model.RL_5.2982, evm.model.RL_5.2983, evm.model.RL_5.2977
OG0000228	CP7_g45473_DN3_SP2_c.t1	evm.model.RL_4.998
OG0000228	CP9_g28709_DN2_SP0_c.t1	evm.model.RL_3.1487, evm.model.RL_3.1489
OG0000228	CP9_g28708_DN2_SP0_c.t1	evm.model.RL_3.1486
OG0000229	CP5_g930_DN3_SP0_c.t1	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257
OG0000231	CP1_g38847_DN3_SP0_c.t1, CP46_g6641_DN3_SP0_c.t1, CP100_g56185_DN3_SP0_c.t1, CP46_g6645_DN3_SP0_c.t1, CP15_g34757_DN3_SP0_c.t1, CP1_g39749_DN3_SP0_c.t1, CP1_g38772_DN3_SP0_c.t1, CP1_g39081_DN3_SP0_c.t1, CP1_g38830_DN3_SP0_c.t1, CP291_g50944_DN3_SP0_c.t1, CP100_g56192_DN3_SP0_c.t1, CP100_g56188_DN3_SP0_c.t1, CP1_g38794_DN3_SP0_c.t1, CP1_g38624_DN3_SP0_c.t1, CP1_g38813_DN3_SP0_c.t1, CP5_g1545_DN3_SP0_c.t1, CP5_g1552_DN3_SP0_c.t1, CP5_g1701_DN3_SP0_c.t1, CP46_g6643_DN1_SP0_c.t1, CP1_g38829_DN3_SP0_c.t1, CP18_g11849_DN3_SP0_c.t1, CP1_g39090_DN3_SP0_c.t1, CP1_g39092_DN3_SP0_c.t1, CP234_g41541_DN3_SP0_p.t1, CP46_g6649_DN1_SP0_c.t1, CP1_g38877_DN1_SP0_c.t1, CP100_g56191_DN1_SP0_c.t1, CP386_g3773_DN3_SP0_c.t1, CP100_g56183_DN3_SP0_c.t1, CP46_g6647_DN2_SP0_c.t1, CP100_g56189_DN2_SP0_c.t1, CP1_g38822_DN3_SP0_c.t1, CP1_g38765_DN3_SP0_c.t1, CP16_g55342_DN3_SP0_c.t1, CP5_g1548_DN3_SP0_c.t1, CP5_g1699_DN3_SP0_c.t1, CP5_g1693_DN3_SP0_c.t1, CP5_g1696_DN3_SP0_c.t1, CP5_g1550_DN3_SP0_c.t1, CP15_g34756_DN3_SP0_c.t1, CP1_g39086_DN3_SP0_c.t1, CP1_g38878_DN3_SP0_c.t1, CP234_g41533_DN3_SP0_p.t1, CP1_g38833_DN3_SP0_c.t1, CP1_g38779_DN3_SP0_c.t1, CP1_g38849_DN3_SP0_c.t1, CP1_g38796_DN3_SP0_c.t1, CP234_g41540_DN3_SP0_c.t1, CP1_g38775_DN3_SP0_c.t1, CP1_g38760_DN3_SP0_c.t1, CP1_g38808_DN3_SP0_c.t1, CP3_g15219_DN3_SP0_c.t1, CP1_g38626_DN2_SP0_c.t1, CP291_g50945_DN3_SP0_p.t1, CP1_g38628_DN3_SP0_c.t1, CP1_g39091_DN2_SP0_c.t1, CP46_g6642_DN3_SP0_c.t1, CP1_g38414_DN3_SP0_c.t1, CP1_g38812_DN3_SP0_c.t1, CP1_g38771_DN3_SP0_c.t1, CP1_g38627_DN3_SP0_c.t1, CP1_g38413_DN3_SP0_c.t1, CP5_g1691_DN3_SP0_c.t1, CP5_g1551_DN3_SP0_c.t1, CP100_g56190_DN3_SP0_c.t1, CP46_g6650_DN3_SP0_c.t1, CP100_g56184_DN3_SP0_c.t1, CP46_g6646_DN3_SP0_c.t1, CP1_g38795_DN2_SP0_c.t1, CP1_g38848_DN3_SP0_c.t1, CP1_g38827_DN3_SP0_c.t1, CP1_g38858_DN3_SP0_c.t1, CP1_g39750_DN3_SP0_c.t1, CP3_g15508_DN3_SP0_c.t1, CP1_g38797_DN3_SP0_c.t1, CP1_g38411_DN3_SP0_c.t1, CP1_g40623_DN3_SP0_c.t1, CP1_g38759_DN3_SP0_c.t1, CP1_g38807_DN3_SP0_c.t1, CP1_g39087_DN3_SP0_c.t1, CP1_g38304_DN3_SP0_c.t1	evm.model.RL_2.361
OG0000238	CP14_g22981_DN1_SP0_c.t1	evm.model.RL_4.549
OG0000242	CP10_g44098_DN3_SP0_c.t1	evm.model.RL_7.2542
OG0000244	CP19_g18502_DN3_SP0_c.t1	evm.model.RL_2.1690
OG0000248	CP16_g55066_DN2_SP0_c.t1	evm.model.RL_8.548, evm.model.RL_7.722
OG0000251	CP7_g44188_DN1_SP0_c.t1	evm.model.RL_8.2352
OG0000253	CP6_g8886_DN2_SP0_c.t1	evm.model.RL_6.612, evm.model.RL_1.2600, evm.model.RL_3.948
OG0000253	CP6_g8885_DN1_SP0_c.t1, CP15_g36030_DN1_SP0_c.t1, CP15_g35083_DN2_SP0_c.t1	evm.model.RL_6.613, evm.model.RL_8.1032
OG0000260	CP1_g38711_DN2_SP0_c.t1	evm.model.RL_8.722, evm.model.RL_6.1013
OG0000260	CP1_g38727_DN2_SP0_c.t1, CP1_g38694_DN2_SP0_c.t1, CP1_g38696_DN2_SP0_c.t1	evm.model.RL_4.3200
OG0000260	CP4_g25900_DN2_SP0_c.t1	evm.model.RL_2.1046
OG0000260	CP3_g13301_DN3_SP0_c.t1	evm.model.RL_7.274
OG0000264	CP11_g32001_DN3_SP0_c.t1	evm.model.RL_8.323
OG0000265	CP24_g46939_DN1_SP0_c.t1	evm.model.RL_6.1068
OG0000266	CP2_g49579_DN2_SP0_c.t1	evm.model.RL_7.1038
OG0000268	CP13_g19604_DN3_SP0_c.t1, CP13_g19606_DN2_SP0_c.t1	evm.model.RL_3.272
OG0000270	CP10_g43930_DN3_SP8_c.t1	evm.model.RL_2.3440
OG0000271	CP6_g7930_DN3_SP0_c.t1	evm.model.RL_4.3215
OG0000271	CP3_g13893_DN3_SP0_c.t1	evm.model.RL_4.3212
OG0000278	CP5_g67_DN3_SP0_c.t1	evm.model.RL_8.1959, evm.model.RL_8.1993
OG0000282	CP11_g33136_DN2_SP0_c.t1	evm.model.RL_4.2792
OG0000284	CP11_g31795_DN3_SP0_c.t1	evm.model.RL_4.572
OG0000287	CP22_g17724_DN2_SP0_c.t1	evm.model.RL_1.2027
OG0000290	CP12_g30202_DN3_SP0_c.t1	evm.model.RL_1.1777
OG0000290	CP2_g47763_DN3_SP0_c.t1	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000291	CP30_g9959_DN1_SP0_c.t1	evm.model.RL_5.2580
OG0000291	CP26_g51087_DN3_SP0_c.t1, CP5_g2466_DN3_SP0_c.t1, CP4_g26718_DN3_SP0_c.t1, CP2_g50646_DN3_SP0_c.t1, CP16_g55244_DN3_SP0_c.t1, CP28_g33979_DN3_SP0_c.t1, CP18_g11720_DN3_SP0_c.t1, CP3_g15680_DN3_SP0_c.t1, CP1_g39936_DN3_SP0_c.t1, CP20_g3857_DN3_SP0_c.t1, CP30_g10011_DN3_SP0_c.t1, CP3_g15529_DN3_SP0_c.t1, CP24_g47230_DN3_SP0_c.t1, CP5_g3338_DN3_SP0_c.t1	evm.model.RL_4.862
OG0000293	CP18_g12238_DN1_SP0_c.t1, CP21_g11054_DN2_SP0_c.t1	evm.model.RL_3.1488, evm.model.RL_6.4, evm.model.RL_4.950
OG0000294	CP12_g30079_DN2_SP0_c.t1	evm.model.RL_1.1662
OG0000294	CP5_g1346_DN3_SP0_c.t1	evm.model.RL_6.1779
OG0000294	CP11_g32138_DN3_SP0_c.t1	evm.model.RL_8.188
OG0000294	CP1_g36812_DN3_SP0_c.t1	evm.model.RL_5.103
OG0000297	CP8_g54064_DN3_SP0_c.t1, CP26_g51182_DN2_SP0_c.t1, CP8_g54065_DN2_SP0_c.t1	evm.model.RL_8.2112
OG0000297	CP12_g30313_DN1_SP0_c.t1	evm.model.RL_1.1874
OG0000299	CP11_g33380_DN2_SP0_c.t1	evm.model.RL_3.177
OG0000299	CP7_g46446_DN3_SP1_c.t1	evm.model.RL_5.3976
OG0000300	CP12_g31598_DN3_SP0_c.t1	evm.model.RL_1.2518
OG0000300	CP12_g31575_DN3_SP0_c.t1	evm.model.RL_1.2516, evm.model.RL_1.2511
OG0000301	CP12_g31752_DN3_SP0_c.t1, CP14_g22415_DN3_SP0_c.t1	evm.model.RL_1.1569
OG0000303	CP18_g11484_DN3_SP0_c.t1	evm.model.RL_5.1701
OG0000309	CP33_g3633_DN2_SP0_c.t1, CP33_g3660_DN1_SP0_c.t1	evm.model.RL_1.3296
OG0000310	CP8_g54035_DN2_SP0_c.t1, CP8_g53999_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	CP11_g32313_DN3_SP8_c.t1	evm.model.RL_4.1982
OG0000311	CP1_g38280_DN3_SP8_c.t1	evm.model.RL_5.2161
OG0000311	CP5_g1783_DN3_SP8_c.t1	evm.model.RL_2.463
OG0000311	CP9_g28164_DN3_SP8_c.t1	evm.model.RL_3.998
OG0000314	CP1_g36601_DN3_SP8_c.t1	evm.model.RL_5.327
OG0000314	CP1_g36600_DN3_SP7_c.t1	evm.model.RL_5.328
OG0000314	CP4_g25441_DN3_SP8_c.t1	evm.model.RL_6.1397
OG0000315	CP61_g51951_DN2_SP0_c.t1, CP88_g18974_DN3_SP0_c.t1, CP16_g55662_DN1_SP0_c.t1, CP7_g44376_DN3_SP0_c.t1, CP6_g8838_DN3_SP0_c.t1, CP24_g47483_DN3_SP0_c.t1, CP12_g31370_DN3_SP0_c.t1, CP12_g31345_DN3_SP0_c.t1, CP12_g31325_DN2_SP0_c.t1, CP12_g31396_DN2_SP0_c.t1, CP1_g40980_DN2_SP0_c.t1, CP3_g14999_DN3_SP0_c.t1, CP1_g38448_DN1_SP0_c.t1, CP17_g5832_DN3_SP0_c.t1, CP4_g26685_DN3_SP0_c.t1, CP12_g31358_DN3_SP0_c.t1, CP12_g31335_DN2_SP0_c.t1, CP12_g31313_DN2_SP0_c.t1, CP72_g12657_DN2_SP0_c.t1, CP7_g44370_DN1_SP0_c.t1, CP5_g2041_DN3_SP0_c.t1, CP1_g38502_DN3_SP0_c.t1, CP16_g55663_DN2_SP0_c.t1	evm.model.RL_1.1077
OG0000316	CP3_g14581_DN1_SP0_c.t1, CP3_g14582_DN3_SP0_c.t1	evm.model.RL_6.434
OG0000316	CP4_g24666_DN2_SP0_c.t1	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000320	CP25_g55810_DN2_SP0_c.t1, CP6_g8672_DN2_SP0_c.t1	evm.model.RL_3.706, evm.model.RL_3.707, evm.model.RL_3.708
OG0000322	CP9_g29478_DN3_SP0_c.t1	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	CP8_g53388_DN3_SP0_c.t1	evm.model.RL_8.1505
OG0000323	CP5_g1240_DN2_SP0_c.t1	evm.model.RL_2.2281
OG0000323	CP5_g1239_DN3_SP0_c.t1	evm.model.RL_2.2282
OG0000323	CP5_g1241_DN3_SP0_c.t1	evm.model.RL_2.2280
OG0000325	CP1_g41317_DN1_SP0_c.t1, CP7_g44322_DN2_SP0_c.t1, CP21_g10974_DN2_SP0_c.t1, CP2_g49761_DN1_SP0_c.t1, CP28_g33924_DN1_SP0_c.t1, CP18_g11579_DN1_SP0_c.t1	evm.model.RL_6.836
OG0000328	CP5_g1590_DN3_SP2_c.t1	evm.model.RL_2.315
OG0000329	CP16_g55476_DN1_SP0_c.t1, CP16_g55478_DN1_SP0_c.t1	evm.model.RL_6.2598
OG0000329	CP16_g55479_DN2_SP0_c.t1	evm.model.RL_2.90
OG0000329	CP3_g13356_DN3_SP0_c.t1	evm.model.RL_1.1997
OG0000330	CP3_g13431_DN3_SP0_c.t1	evm.model.RL_7.377
OG0000332	CP8_g54355_DN3_SP7_c.t1	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000332	CP1_g38104_DN3_SP7_c.t1	evm.model.RL_1.1873
OG0000332	CP1_g38103_DN3_SP7_c.t1	evm.model.RL_5.2031
OG0000335	CP3_g16661_DN2_SP0_c.t1	evm.model.RL_5.2876
OG0000335	CP3_g16662_DN3_SP0_c.t1	evm.model.RL_5.3094
OG0000338	CP318_g3528_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1	evm.model.RL_3.604, evm.model.RL_5.818, evm.model.RL_5.827, evm.model.RL_3.628
OG0000339	CP19_g18321_DN3_SP8_c.t1	evm.model.RL_2.1855.1.687c86e4
OG0000339	CP1_g36454_DN3_SP7_c.t1	evm.model.RL_8.2868
OG0000339	CP4_g24125_DN3_SP8_c.t1	evm.model.RL_7.229
OG0000341	CP20_g3868_DN2_SP0_c.t1	evm.model.RL_6.571
OG0000341	CP2_g50465_DN1_SP0_c.t1	evm.model.RL_8.906
OG0000344	CP6_g7421_DN3_SP2_c.t1	evm.model.RL_2.1173
OG0000345	CP8_g53011_DN3_SP0_c.t1, CP1_g37568_DN3_SP0_c.t1	evm.model.RL_5.1127
OG0000345	CP1_g37567_DN2_SP0_c.t1	evm.model.RL_5.1126
OG0000348	CP6_g8485_DN1_SP0_c.t1	evm.model.RL_8.988
OG0000349	CP16_g55350_DN3_SP0_c.t1	evm.model.RL_6.1047
OG0000350	CP7_g44921_DN3_SP0_c.t1	evm.model.RL_5.2955
OG0000356	CP10_g43866_DN3_SP0_c.t1, CP10_g43849_DN3_SP0_c.t1, CP9_g28286_DN1_SP0_c.t1, CP39_g21150_DN1_SP0_c.t1, CP9_g28252_DN1_SP0_c.t1, CP9_g28272_DN1_SP0_c.t1	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000358	CP1_g36652_DN3_SP8_c.t1	evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	CP13_g20386_DN3_SP5_c.t1	evm.model.RL_4.512, evm.model.RL_4.2635
OG0000358	CP11_g32977_DN3_SP4_c.t1	evm.model.RL_4.2636
OG0000359	CP4_g25299_DN3_SP0_c.t1	evm.model.RL_6.1531
OG0000361	CP10_g43107_DN2_SP0_c.t1	evm.model.RL_1.1054
OG0000363	CP3_g14946_DN2_SP0_c.t1, CP8_g52930_DN2_SP0_c.t1	evm.model.RL_4.583
OG0000370	CP7_g46045_DN3_SP1_c.t1	evm.model.RL_5.1545
OG0000370	CP7_g46046_DN3_SP0_c.t1	evm.model.RL_5.1544
OG0000370	CP19_g18116_DN3_SP1_c.t1, CP7_g44614_DN3_SP0_c.t1, CP19_g18115_DN3_SP0_c.t1	evm.model.RL_2.604, evm.model.RL_2.2043
OG0000371	CP10_g42640_DN3_SP0_c.t1	evm.model.RL_5.3286, evm.model.RL_6.2874
OG0000371	CP6_g7558_DN3_SP0_c.t1	evm.model.RL_5.1007
OG0000371	CP1_g36859_DN3_SP0_c.t1	evm.model.RL_6.2875
OG0000372	CP5_g1294_DN3_SP0_c.t1, CP5_g1297_DN3_SP0_c.t1, CP5_g1293_DN3_SP0_c.t1, CP5_g1292_DN3_SP0_c.t1	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	CP1_g37978_DN3_SP0_c.t1, CP1_g38041_DN3_SP0_c.t1, CP1_g37977_DN3_SP0_c.t1, CP1_g38042_DN3_SP1_c.t1	evm.model.RL_8.878
OG0000377	CP2_g49233_DN3_SP6_c.t1	evm.model.RL_3.381
OG0000382	CP11_g32110_DN3_SP8_c.t1	evm.model.RL_5.113, evm.model.RL_8.159
OG0000382	CP172_g51073_DN3_SP8_c.t1, CP2_g49950_DN3_SP0_c.t1	evm.model.RL_3.698
OG0000382	CP1_g37198_DN3_SP6_c.t1	evm.model.RL_5.778
OG0000383	CP7_g45027_DN3_SP0_c.t1, CP7_g45028_DN3_SP0_c.t1, CP7_g45029_DN3_SP0_c.t1	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000386	CP3_g14031_DN3_SP1_c.t1	evm.model.RL_7.1060
OG0000389	CP29_g22062_DN3_SP0_c.t1	evm.model.RL_7.524
OG0000390	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1	evm.model.RL_4.1377
OG0000390	CP12_g30303_DN3_SP0_c.t1, CP12_g30264_DN3_SP0_c.t1	evm.model.RL_1.1863
OG0000398	CP19_g18302_DN2_SP0_c.t1	evm.model.RL_1.1275
OG0000398	CP7_g46371_DN3_SP0_c.t1	evm.model.RL_5.3907, evm.model.RL_5.3908
OG0000401	CP5_g1606_DN1_SP0_c.t1	evm.model.RL_7.700
OG0000403	CP2_g49295_DN2_SP0_c.t1	evm.model.RL_3.475, evm.model.RL_3.476
OG0000404	CP10_g43111_DN3_SP8_c.t1, CP11_g33201_DN3_SP1_c.t1, CP4_g25129_DN3_SP3_c.t1	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057
OG0000405	CP25_g56152_DN2_SP0_c.t1	evm.model.RL_6.1772
OG0000406	CP11_g32266_DN3_SP5_c.t1	evm.model.RL_4.1943
OG0000406	CP10_g42303_DN3_SP2_c.t1, CP10_g43820_DN3_SP0_c.t1	evm.model.RL_1.230
OG0000411	CP1_g37471_DN3_SP0_c.t1	evm.model.RL_3.280.1.687c84ba
OG0000411	CP12_g31665_DN3_SP5_c.t1	evm.model.RL_1.2526
OG0000411	CP11_g31860_DN3_SP6_c.t1	evm.model.RL_8.468
OG0000411	CP19_g18474_DN3_SP8_c.t1	evm.model.RL_2.1704
OG0000412	CP8_g53432_DN3_SP8_c.t1	evm.model.RL_8.1550
OG0000412	CP5_g1290_DN3_SP2_c.t1	evm.model.RL_2.2237
OG0000412	CP1_g38014_DN3_SP7_c.t1	evm.model.RL_5.1961
OG0000412	CP12_g30425_DN3_SP8_c.t1	evm.model.RL_1.1990
OG0000413	CP10_g43316_DN3_SP0_c.t1	evm.model.RL_1.1261
OG0000413	CP8_g53648_DN3_SP0_c.t1	evm.model.RL_8.1728
OG0000414	CP7_g45281_DN3_SP0_c.t1	evm.model.RL_5.3277
OG0000415	CP4_g24470_DN3_SP0_c.t1	evm.model.RL_6.2381
OG0000416	CP4_g25583_DN2_SP0_c.t1	evm.model.RL_6.1277
OG0000421	CP5_g1564_DN3_SP3_c.t1	evm.model.RL_2.302
OG0000422	CP1_g37230_DN3_SP0_c.t1	evm.model.RL_5.809
OG0000422	CP1_g37229_DN3_SP0_c.t1	evm.model.RL_5.808.1.687c88af
OG0000423	CP9_g28912_DN3_SP8_c.t1	evm.model.RL_3.1665
OG0000423	CP7_g46349_DN3_SP6_c.t1	evm.model.RL_5.3889
OG0000423	CP10_g43358_DN3_SP8_c.t1	evm.model.RL_1.1311
OG0000424	CP11_g31946_DN3_SP0_c.t1, CP11_g31944_DN3_SP0_c.t1, CP11_g31948_DN3_SP0_c.t1	evm.model.RL_8.374
OG0000426	CP9_g27969_DN3_SP0_c.t1, CP13_g20557_DN3_SP0_c.t1, CP24_g46960_DN3_SP0_c.t1, CP22_g17676_DN3_SP0_c.t1, CP9_g28015_DN3_SP0_c.t1, CP9_g27997_DN3_SP0_c.t1, CP2_g48197_DN1_SP0_c.t1, CP17_g5400_DN1_SP0_c.t1, CP14_g23843_DN3_SP0_c.t1, CP2_g50774_DN2_SP0_c.t1, CP17_g5829_DN3_SP0_c.t1, CP6_g8502_DN3_SP0_c.t1, CP1_g39026_DN1_SP0_c.t1, CP3_g16807_DN1_SP0_c.t1, CP24_g47150_DN2_SP0_c.t1	evm.model.RL_1.2512
OG0000427	CP9_g29501_DN3_SP0_c.t1	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000429	CP11_g32808_DN3_SP0_c.t1	evm.model.RL_4.2465
OG0000429	CP5_g768_DN2_SP0_c.t1	evm.model.RL_2.2744
OG0000429	CP16_g55377_DN3_SP0_c.t1	evm.model.RL_6.461
OG0000430	CP10_g43916_DN3_SP0_c.t1	evm.model.RL_1.2834
OG0000430	CP5_g54_DN3_SP0_c.t1	evm.model.RL_2.3452
OG0000431	CP2_g49426_DN3_SP8_c.t1	evm.model.RL_3.561
OG0000431	CP1_g37287_DN3_SP2_c.t1	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	CP8_g53214_DN3_SP6_c.t1	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	CP7_g44799_DN3_SP1_c.t1, CP19_g17982_DN3_SP4_c.t1	evm.model.RL_2.2173
OG0000432	CP8_g53584_DN3_SP8_c.t1	evm.model.RL_8.1680
OG0000436	CP8_g53662_DN3_SP1_c.t1	evm.model.RL_8.1743
OG0000436	CP5_g1061_DN2_SP2_c.t1	evm.model.RL_2.2461
OG0000436	CP10_g43558_DN2_SP6_c.t1	evm.model.RL_1.3151
OG0000437	CP7_g44534_DN3_SP0_c.t1	evm.model.RL_5.2606
OG0000437	CP7_g44536_DN3_SP0_c.t1	evm.model.RL_5.2608
OG0000438	CP11_g31781_DN3_SP0_c.t1	evm.model.RL_8.525
