Orthogroup	Conringia_planisiliqua	Cardamine_amara
OG0017768	CP2_g49306_DN3_SP3_c.t1	evm.model.RL_3.488
OG0017769	CP2_g49301_DN3_SP8_c.t1	evm.model.RL_3.483
OG0017770	CP2_g49244_DN3_SP1_c.t1	evm.model.RL_3.437
OG0017772	CP13_g19694_DN3_SP0_c.t1	evm.model.RL_7.2669
OG0017774	CP13_g19682_DN3_SP8_c.t1	evm.model.RL_7.2678
OG0017775	CP13_g19675_DN3_SP8_c.t1	evm.model.RL_7.2685
OG0017776	CP13_g19664_DN2_SP0_c.t1	evm.model.RL_7.2696
OG0017780	CP13_g19522_DN3_SP0_c.t1, CP13_g19521_DN1_SP0_c.t1	evm.model.RL_7.2540
OG0017782	CP13_g19352_DN3_SP3_c.t1	evm.model.RL_7.2366
OG0017783	CP13_g19334_DN3_SP3_c.t1	evm.model.RL_7.2349
OG0017784	CP13_g19279_DN3_SP0_c.t1	evm.model.RL_7.2285
OG0017785	CP13_g19276_DN3_SP7_c.t1	evm.model.RL_7.2282.1.687c84bc
OG0017786	CP13_g19225_DN3_SP8_c.t1	evm.model.RL_7.2235.1.687c84bc
OG0017787	CP13_g19182_DN3_SP3_c.t1	evm.model.RL_7.2180
OG0017789	CP9_g28177_DN3_SP0_c.t1	evm.model.RL_3.1009
OG0017790	CP9_g28173_DN3_SP0_c.t1	evm.model.RL_7.2628
OG0017791	CP9_g28109_DN3_SP0_c.t1	evm.model.RL_3.969
OG0017792	CP9_g27899_DN3_SP5_c.t1	evm.model.RL_3.949
OG0017793	CP9_g27888_DN3_SP7_c.t1	evm.model.RL_3.947
OG0017794	CP8_g53472_DN3_SP8_c.t1	evm.model.RL_8.1590
OG0017795	CP13_g19083_DN3_SP4_c.t1	evm.model.RL_3.42
OG0017796	CP2_g48943_DN3_SP1_c.t1	evm.model.RL_3.161
OG0017797	CP10_g42935_DN1_SP2_c.t1	evm.model.RL_1.883
OG0017798	CP5_g1225_DN3_SP7_c.t1	evm.model.RL_2.2294
OG0017799	CP10_g43140_DN3_SP8_c.t1	evm.model.RL_1.1087
OG0017800	CP14_g23840_DN3_SP8_c.t1	evm.model.RL_8.978
OG0017801	CP8_g52684_DN3_SP6_c.t1	evm.model.RL_8.1124
OG0017802	CP8_g52976_DN3_SP4_c.t1	evm.model.RL_8.1204
OG0017803	CP8_g53060_DN2_SP0_c.t1	evm.model.RL_8.1258
OG0017805	CP8_g53235_DN3_SP0_c.t1	evm.model.RL_8.1376
OG0017806	CP6_g6935_DN1_SP0_c.t1	evm.model.RL_2.1434
OG0017809	CP8_g53711_DN3_SP7_c.t1	evm.model.RL_8.1793
OG0017810	CP8_g53764_DN3_SP8_c.t1	evm.model.RL_8.1844
OG0017812	CP11_g32662_DN3_SP3_c.t1	evm.model.RL_4.2319
OG0017814	CP11_g32904_DN3_SP0_c.t1	evm.model.RL_4.2553
OG0017815	CP11_g32932_DN2_SP0_c.t1	evm.model.RL_4.2583
OG0017816	CP11_g32992_DN3_SP1_c.t1	evm.model.RL_4.2651
OG0017817	CP11_g33036_DN3_SP2_c.t1	evm.model.RL_4.2691
OG0017818	CP11_g33041_DN3_SP6_c.t1	evm.model.RL_4.2696
OG0017820	CP11_g33089_DN3_SP2_c.t1	evm.model.RL_4.2748
OG0017822	CP11_g33146_DN3_SP0_c.t1	evm.model.RL_4.2798
OG0017823	CP6_g7064_DN3_SP0_c.t1	evm.model.RL_2.1317
OG0017824	CP6_g7034_DN3_SP0_c.t1	evm.model.RL_2.1343
OG0017827	CP6_g6870_DN2_SP0_c.t1	evm.model.RL_2.1497
OG0017828	CP6_g6727_DN3_SP7_c.t1	evm.model.RL_2.1638
OG0017829	CP19_g18424_DN3_SP0_c.t1	evm.model.RL_2.1762
OG0017832	CP7_g44547_DN3_SP8_c.t1	evm.model.RL_5.2621
OG0017833	CP7_g44420_DN3_SP0_c.t1	evm.model.RL_5.2515, evm.model.RL_5.2516
OG0017834	CP7_g44966_DN3_SP8_c.t1	evm.model.RL_5.2481
OG0017835	CP21_g10895_DN3_SP0_c.t1	evm.model.RL_5.2430
OG0017836	CP1_g41325_DN3_SP0_c.t1, CP1_g41326_DN3_SP0_c.t1	evm.model.RL_5.2424
OG0017837	CP1_g38939_DN2_SP0_c.t1	evm.model.RL_5.2332
OG0017838	CP1_g41007_DN3_SP0_c.t1	evm.model.RL_5.2356
OG0017839	CP1_g40469_DN3_SP6_c.t1	evm.model.RL_5.2365
OG0017842	CP7_g44894_DN2_SP0_c.t1	evm.model.RL_5.2933
OG0017843	CP7_g44850_DN2_SP0_c.t1	evm.model.RL_5.2882
OG0017845	CP5_g458_DN3_SP0_c.t1	evm.model.RL_2.3074
OG0017848	CP5_g288_DN3_SP2_c.t1	evm.model.RL_2.3242
OG0017849	CP13_g20198_DN2_SP0_c.t1	evm.model.RL_2.3255
OG0017850	CP5_g260_DN3_SP1_c.t1	evm.model.RL_2.3264
OG0017851	CP5_g234_DN3_SP0_c.t1	evm.model.RL_2.3289
OG0017855	CP5_g1787_DN2_SP0_c.t1	evm.model.RL_2.471
OG0017856	CP5_g1740_DN3_SP3_c.t1	evm.model.RL_2.454
OG0017857	CP5_g1638_DN3_SP8_c.t1	evm.model.RL_2.376
OG0017858	CP5_g1523_DN3_SP2_c.t1	evm.model.RL_2.272
OG0017859	CP4_g25246_DN3_SP0_c.t1	evm.model.RL_6.1583
OG0017860	CP4_g25223_DN3_SP0_c.t1	evm.model.RL_6.1604
OG0017861	CP20_g3983_DN3_SP0_c.t1	evm.model.RL_8.852
OG0017865	CP13_g20769_DN2_SP0_c.t1	evm.model.RL_4.654
OG0017866	CP22_g17286_DN3_SP0_c.t1	evm.model.RL_4.677
OG0017868	CP20_g4148_DN3_SP7_c.t1	evm.model.RL_8.801
OG0017870	CP20_g4198_DN3_SP8_c.t1	evm.model.RL_8.759
OG0017871	CP20_g4243_DN3_SP2_c.t1	evm.model.RL_8.713
OG0017872	CP20_g4283_DN3_SP0_c.t1	evm.model.RL_8.695
OG0017873	CP20_g4287_DN3_SP7_c.t1	evm.model.RL_3.851, evm.model.RL_8.691
OG0017875	CP20_g4400_DN2_SP0_c.t1	evm.model.RL_8.583
OG0017876	CP11_g31783_DN1_SP1_c.t1	evm.model.RL_8.524
OG0017877	CP13_g20045_DN2_SP0_c.t1	evm.model.RL_4.337
OG0017878	CP13_g19966_DN3_SP0_c.t1	evm.model.RL_4.281
OG0017880	CP13_g19878_DN3_SP8_c.t1	evm.model.RL_4.191.2.687c86cd
OG0017881	CP13_g19841_DN3_SP4_c.t1	evm.model.RL_4.163
OG0017882	CP13_g19831_DN3_SP0_c.t1	evm.model.RL_4.139
OG0017883	CP13_g19810_DN2_SP0_c.t1	evm.model.RL_4.103
OG0017884	CP5_g2161_DN3_SP3_c.t1	evm.model.RL_2.620
OG0017886	CP7_g45172_DN3_SP0_c.t1	evm.model.RL_5.3177
OG0017887	CP5_g2502_DN3_SP8_c.t1	evm.model.RL_2.638
OG0017888	CP5_g2087_DN3_SP5_c.t1	evm.model.RL_2.590
OG0017889	CP7_g46094_DN3_SP0_c.t1	evm.model.RL_2.755
OG0017891	CP10_g43634_DN3_SP6_c.t1	evm.model.RL_2.795
OG0017892	CP6_g8529_DN3_SP7_c.t1	evm.model.RL_2.805
OG0017894	CP6_g7711_DN1_SP0_c.t1	evm.model.RL_2.861
OG0017897	CP6_g7582_DN3_SP3_c.t1	evm.model.RL_2.910
OG0017898	CP6_g7532_DN2_SP1_c.t1	evm.model.RL_2.942
OG0017899	CP6_g7524_DN3_SP4_c.t1	evm.model.RL_2.949
OG0017900	CP6_g7492_DN3_SP0_c.t1	evm.model.RL_2.970
OG0017901	CP6_g7333_DN2_SP0_c.t1	evm.model.RL_2.1087
OG0017903	CP5_g1364_DN3_SP8_c.t1	evm.model.RL_2.38
OG0017904	CP19_g17920_DN3_SP6_c.t1	evm.model.RL_2.101.2.687c86df
OG0017905	CP4_g24009_DN3_SP0_c.t1	evm.model.RL_6.2861
OG0017907	CP4_g24064_DN2_SP7_c.t1	evm.model.RL_6.2799
OG0017908	CP4_g24185_DN2_SP1_c.t1	evm.model.RL_6.2680
OG0017910	CP4_g24254_DN3_SP1_c.t1	evm.model.RL_6.2601
OG0017912	CP4_g24417_DN2_SP0_c.t1	evm.model.RL_6.2436
OG0017913	CP4_g24429_DN3_SP0_c.t1	evm.model.RL_6.2423
OG0017916	CP4_g24516_DN3_SP0_c.t1	evm.model.RL_6.2329
OG0017917	CP4_g24500_DN3_SP5_c.t1	evm.model.RL_6.2345
OG0017918	CP11_g33740_DN3_SP1_c.t1	evm.model.RL_4.3406
OG0017920	CP11_g33737_DN3_SP0_c.t1	evm.model.RL_4.3403
OG0017921	CP11_g33723_DN3_SP8_c.t1	evm.model.RL_4.3390
OG0017922	CP11_g33687_DN3_SP8_c.t1	evm.model.RL_4.3351
OG0017923	CP3_g13349_DN2_SP0_c.t1	evm.model.RL_7.323
OG0017924	CP11_g33533_DN3_SP0_c.t1	evm.model.RL_4.3172
OG0017925	CP8_g54365_DN3_SP2_c.t1	evm.model.RL_4.1680
OG0017926	CP8_g54251_DN3_SP3_c.t1	evm.model.RL_4.1582
OG0017927	CP8_g54033_DN3_SP1_c.t1	evm.model.RL_8.2084
OG0017928	CP8_g53971_DN3_SP0_c.t1	evm.model.RL_8.2040
OG0017929	CP8_g53899_DN3_SP7_c.t1	evm.model.RL_8.1971
OG0017930	CP2_g47853_DN2_SP0_c.t1	evm.model.RL_8.2530
OG0017932	CP2_g47571_DN3_SP0_c.t1	evm.model.RL_8.2808
OG0017933	CP2_g47553_DN3_SP0_c.t1	evm.model.RL_8.2817
OG0017934	CP2_g47544_DN3_SP0_c.t1	evm.model.RL_8.2830
OG0017935	CP2_g47529_DN3_SP0_c.t1	evm.model.RL_8.2851
OG0017936	CP26_g51137_DN2_SP1_c.t1	evm.model.RL_8.14
OG0017937	CP3_g13762_DN3_SP8_c.t1	evm.model.RL_8.15
OG0017939	CP8_g54637_DN3_SP0_c.t1	evm.model.RL_8.63
OG0017940	CP8_g54593_DN1_SP0_c.t1	evm.model.RL_8.112
OG0017941	CP8_g54588_DN3_SP1_c.t1	evm.model.RL_8.119
OG0017942	CP8_g54543_DN3_SP0_c.t1	evm.model.RL_8.230
OG0017943	CP11_g32069_DN3_SP1_c.t1	evm.model.RL_8.263
OG0017945	CP4_g25571_DN3_SP7_c.t1	evm.model.RL_6.1266
OG0017946	CP4_g25768_DN3_SP8_c.t1	evm.model.RL_6.1087
OG0017947	CP4_g25781_DN3_SP7_c.t1	evm.model.RL_6.1073
OG0017948	CP1_g37068_DN3_SP2_c.t1	evm.model.RL_5.637
OG0017949	CP4_g26255_DN3_SP0_c.t1	evm.model.RL_6.782
OG0017950	CP1_g37887_DN3_SP0_c.t1	evm.model.RL_5.3702
OG0017952	CP16_g55709_DN3_SP0_c.t1	evm.model.RL_6.495
OG0017953	CP10_g42148_DN3_SP8_c.t1	evm.model.RL_1.70
OG0017956	CP10_g42124_DN3_SP8_c.t1	evm.model.RL_1.44
OG0017957	CP10_g42101_DN3_SP8_c.t1	evm.model.RL_1.20
OG0017959	CP11_g33772_DN3_SP8_c.t1	evm.model.RL_1.6
OG0017960	CP7_g44844_DN3_SP3_c.t1	evm.model.RL_1.765
OG0017961	CP11_g33764_DN3_SP2_c.t1	evm.model.RL_4.3432
OG0017962	CP11_g33753_DN3_SP4_c.t1	evm.model.RL_4.3422
OG0017964	CP5_g1320_DN2_SP0_c.t1	evm.model.RL_2.2206
OG0017965	CP19_g17956_DN3_SP6_c.t1	evm.model.RL_2.2196
OG0017966	CP10_g42278_DN3_SP6_c.t1	evm.model.RL_1.207
OG0017967	CP10_g42328_DN3_SP7_c.t1	evm.model.RL_1.253
OG0017969	CP10_g42344_DN2_SP0_c.t1	evm.model.RL_1.270
OG0017971	CP10_g42351_DN3_SP3_c.t1	evm.model.RL_1.280
OG0017972	CP10_g42440_DN3_SP4_c.t1	evm.model.RL_1.366
OG0017976	CP10_g42525_DN2_SP0_c.t1	evm.model.RL_1.458
OG0017977	CP10_g42524_DN3_SP3_c.t1	evm.model.RL_1.457
OG0017980	CP10_g42637_DN3_SP0_c.t1	evm.model.RL_1.570
OG0017982	CP10_g42774_DN3_SP8_c.t1	evm.model.RL_1.709
OG0017983	CP10_g42802_DN3_SP5_c.t1	evm.model.RL_1.743
OG0017984	CP10_g42841_DN3_SP0_c.t1	evm.model.RL_1.788
OG0017987	CP4_g25116_DN3_SP0_c.t1	evm.model.RL_6.1722
OG0017988	CP4_g25110_DN3_SP0_c.t1	evm.model.RL_6.1727
OG0017989	CP4_g25107_DN3_SP2_c.t1	evm.model.RL_6.1730
OG0017990	CP4_g25006_DN3_SP0_c.t1	evm.model.RL_6.1851
OG0017991	CP4_g24915_DN3_SP4_c.t1	evm.model.RL_6.1915
OG0017993	CP7_g46199_DN3_SP3_c.t1	evm.model.RL_5.1384
OG0017996	CP7_g46055_DN1_SP2_c.t1	evm.model.RL_5.1536
OG0017997	CP7_g45983_DN3_SP8_c.t1	evm.model.RL_5.1601
OG0017998	CP7_g45923_DN3_SP1_c.t1	evm.model.RL_5.1658
OG0017999	CP7_g45899_DN3_SP7_c.t1	evm.model.RL_5.1690
OG0018000	CP7_g45850_DN3_SP1_c.t1	evm.model.RL_5.1738
OG0018001	CP7_g45743_DN3_SP5_c.t1	evm.model.RL_5.1848.1.687c88b7
OG0018002	CP7_g45738_DN3_SP3_c.t1	evm.model.RL_5.1853
OG0018006	CP7_g45540_DN2_SP0_c.t1	evm.model.RL_5.3518
OG0018007	CP2_g48815_DN3_SP0_c.t1	evm.model.RL_4.766
OG0018008	CP7_g45502_DN1_SP0_c.t1	evm.model.RL_5.3484
OG0018010	CP7_g45416_DN3_SP0_c.t1	evm.model.RL_5.3405
OG0018011	CP7_g45340_DN3_SP1_c.t1	evm.model.RL_5.3346
OG0018012	CP7_g45287_DN2_SP0_c.t1	evm.model.RL_5.3283
OG0018014	CP7_g45161_DN3_SP0_c.t1	evm.model.RL_5.3168
OG0018015	CP19_g18207_DN3_SP6_c.t1	evm.model.RL_2.1957
OG0018017	CP19_g18106_DN3_SP0_c.t1	evm.model.RL_2.2052
OG0018018	CP16_g55224_DN3_SP2_c.t1	evm.model.RL_6.403
OG0018019	CP16_g55217_DN3_SP8_c.t1	evm.model.RL_6.400
OG0018020	CP16_g55173_DN2_SP0_c.t1	evm.model.RL_6.379
OG0018021	CP16_g55100_DN3_SP2_c.t1	evm.model.RL_6.321
OG0018022	CP16_g55070_DN1_SP0_c.t1	evm.model.RL_6.299
OG0018023	CP16_g55043_DN3_SP8_c.t1	evm.model.RL_6.281
OG0018024	CP16_g55016_DN2_SP0_c.t1	evm.model.RL_6.251
OG0018025	CP16_g55006_DN3_SP1_c.t1	evm.model.RL_6.242
OG0018026	CP16_g54983_DN3_SP0_c.t1	evm.model.RL_6.226
OG0018027	CP16_g54900_DN3_SP0_c.t1	evm.model.RL_6.173
OG0018028	CP16_g54867_DN3_SP8_c.t1	evm.model.RL_6.138
OG0018031	CP16_g55383_DN2_SP0_c.t1	evm.model.RL_5.992
OG0018033	CP1_g37245_DN3_SP8_c.t1	evm.model.RL_5.821
OG0018036	CP1_g37019_DN3_SP2_c.t1	evm.model.RL_5.586
OG0018039	CP1_g36851_DN3_SP2_c.t1	evm.model.RL_5.421
OG0018040	CP1_g36837_DN3_SP3_c.t1	evm.model.RL_5.408
OG0018042	CP1_g36593_DN1_SP1_c.t1	evm.model.RL_5.335
OG0018043	CP1_g36665_DN3_SP2_c.t1	evm.model.RL_5.268
OG0018047	CP1_g36495_DN3_SP8_c.t1	evm.model.RL_5.53
OG0018048	CP1_g36473_DN2_SP0_c.t1	evm.model.RL_5.28
OG0018049	CP1_g36422_DN3_SP8_c.t1	evm.model.RL_8.2900
OG0018050	CP1_g36421_DN3_SP8_c.t1	evm.model.RL_8.2902
OG0018051	CP1_g36416_DN3_SP8_c.t1	evm.model.RL_8.2906
OG0018052	CP11_g32535_DN2_SP0_c.t1	evm.model.RL_4.2193
OG0018053	CP11_g32551_DN3_SP5_c.t1	evm.model.RL_4.2210
OG0018055	CP11_g32471_DN3_SP2_c.t1	evm.model.RL_4.2134.1.687c86d7
OG0018057	CP11_g32199_DN3_SP2_c.t1	evm.model.RL_4.1871
OG0018058	CP11_g32161_DN3_SP8_c.t1	evm.model.RL_4.1839
OG0018059	CP8_g54505_DN3_SP2_c.t1	evm.model.RL_4.1819
OG0018062	CP10_g42486_DN1_SP0_c.t1	evm.model.RL_2.597
OG0018063	CP2_g48648_DN3_SP0_c.t1	evm.model.RL_4.982
OG0018064	CP2_g48657_DN3_SP3_c.t1	evm.model.RL_4.973
OG0018065	CP2_g48730_DN1_SP0_c.t1	evm.model.RL_4.883
OG0018066	CP11_g32604_DN3_SP1_c.t1	evm.model.RL_4.2261
OG0018070	CP11_g33386_DN3_SP0_c.t1	evm.model.RL_4.3028
OG0018072	CP2_g48357_DN3_SP4_c.t1	evm.model.RL_4.1290
OG0018075	CP2_g48164_DN3_SP0_c.t1	evm.model.RL_8.2213
OG0018077	CP2_g48150_DN3_SP7_c.t1	evm.model.RL_8.2230
OG0018080	CP3_g14401_DN3_SP0_c.t1	evm.model.RL_7.1420
OG0018081	CP3_g14472_DN3_SP0_c.t1	evm.model.RL_7.1482
OG0018082	CP3_g14483_DN3_SP3_c.t1	evm.model.RL_7.1493
OG0018083	CP3_g14716_DN3_SP0_c.t1	evm.model.RL_7.1687
OG0018084	CP3_g15619_DN2_SP3_c.t1	evm.model.RL_7.1975
OG0018085	CP3_g15840_DN3_SP8_c.t1	evm.model.RL_7.1962
OG0018086	CP3_g14544_DN3_SP5_c.t1	evm.model.RL_5.3456
OG0018087	CP8_g53591_DN3_SP0_c.t1	evm.model.RL_7.1950
OG0018088	CP3_g15996_DN3_SP2_c.t1	evm.model.RL_7.2011
OG0018090	CP9_g28467_DN3_SP0_c.t1	evm.model.RL_3.1266
OG0018091	CP9_g28479_DN3_SP4_c.t1	evm.model.RL_3.1280
OG0018092	CP9_g28496_DN2_SP1_c.t1	evm.model.RL_3.1295
OG0018093	CP9_g28519_DN2_SP1_c.t1	evm.model.RL_3.1310
OG0018094	CP9_g28748_DN3_SP8_c.t1	evm.model.RL_3.1530
OG0018095	CP9_g28788_DN2_SP0_c.t1	evm.model.RL_3.1566
OG0018099	CP9_g29280_DN3_SP0_c.t1	evm.model.RL_3.2048
OG0018101	CP9_g29165_DN3_SP2_c.t1	evm.model.RL_3.1940
OG0018103	CP9_g29149_DN2_SP0_c.t1	evm.model.RL_3.1927
OG0018104	CP9_g29109_DN3_SP0_c.t1	evm.model.RL_3.1885
OG0018106	CP9_g29098_DN3_SP0_c.t1	evm.model.RL_3.1873
OG0018107	CP9_g29048_DN2_SP0_c.t1	evm.model.RL_3.1823
OG0018108	CP9_g28935_DN3_SP5_c.t1	evm.model.RL_3.1706
OG0018109	CP4_g23916_DN3_SP8_c.t1	evm.model.RL_6.2961
OG0018110	CP9_g28900_DN3_SP2_c.t1	evm.model.RL_3.1653
OG0018111	CP9_g29558_DN2_SP1_c.t1	evm.model.RL_3.2323
OG0018112	CP9_g29570_DN3_SP0_c.t1	evm.model.RL_3.2332
OG0018113	CP9_g29579_DN3_SP8_c.t1	evm.model.RL_3.2343
OG0018114	CP9_g29733_DN3_SP0_c.t1	evm.model.RL_3.2493
OG0018116	CP10_g43252_DN1_SP0_c.t1	evm.model.RL_1.1194
OG0018117	CP10_g43276_DN3_SP8_c.t1	evm.model.RL_1.1223
OG0018118	CP10_g43284_DN3_SP0_c.t1	evm.model.RL_1.1233
OG0018119	CP10_g43285_DN2_SP0_c.t1	evm.model.RL_1.1234
OG0018120	CP3_g15082_DN3_SP6_c.t1	evm.model.RL_7.1884
OG0018122	CP10_g43480_DN3_SP0_c.t1	evm.model.RL_1.1430
OG0018123	CP10_g43507_DN3_SP0_c.t1	evm.model.RL_1.1458
OG0018124	CP12_g30139_DN2_SP0_c.t1	evm.model.RL_1.1715
OG0018127	CP12_g30594_DN3_SP1_c.t1	evm.model.RL_1.2135
OG0018128	CP12_g30658_DN3_SP0_c.t1	evm.model.RL_1.2193
OG0018129	CP12_g30769_DN2_SP0_c.t1	evm.model.RL_1.2291
OG0018131	CP5_g2315_DN3_SP4_c.t1	evm.model.RL_2.630
OG0018132	CP12_g31048_DN3_SP0_c.t1	evm.model.RL_1.2449
OG0018134	CP15_g35546_DN3_SP8_c.t1	evm.model.RL_1.2616
OG0018135	CP15_g35830_DN3_SP7_c.t1	evm.model.RL_1.2592
OG0018136	CP14_g22983_DN3_SP8_c.t1	evm.model.RL_1.2551
OG0018137	CP17_g5927_DN3_SP7_c.t1	evm.model.RL_1.2550
OG0018139	CP15_g35174_DN3_SP7_c.t1	evm.model.RL_1.2664
OG0018140	CP17_g5085_DN3_SP8_c.t1	evm.model.RL_1.2725
OG0018143	CP10_g43917_DN3_SP4_c.t1	evm.model.RL_1.2833.2.687c87f0
OG0018145	CP10_g43661_DN3_SP0_c.t1	evm.model.RL_1.3034
OG0018146	CP10_g43593_DN2_SP0_c.t1	evm.model.RL_1.3111
OG0018147	CP12_g29833_DN3_SP1_c.t1	evm.model.RL_1.3255
OG0018148	CP12_g29826_DN2_SP2_c.t1	evm.model.RL_1.3261
OG0018149	CP7_g46278_DN3_SP0_c.t1	evm.model.RL_5.3815
OG0018150	CP1_g37848_DN3_SP6_c.t1	evm.model.RL_5.3740
OG0018151	CP1_g37901_DN3_SP2_c.t1	evm.model.RL_5.1867
OG0018153	CP1_g38215_DN3_SP0_c.t1	evm.model.RL_5.2119
OG0018154	CP1_g38195_DN3_SP1_c.t1	evm.model.RL_5.2101
OG0018155	CP1_g38279_DN3_SP3_c.t1	evm.model.RL_5.2160
OG0018156	CP7_g46480_DN2_SP0_c.t1	evm.model.RL_5.2
OG0018157	CP1_g36612_DN3_SP0_c.t1	evm.model.RL_5.316
OG0018158	CP3_g14083_DN3_SP1_c.t1	evm.model.RL_7.1108
OG0018159	CP3_g14048_DN3_SP4_c.t1	evm.model.RL_7.1082
OG0018160	CP3_g14036_DN3_SP0_c.t1	evm.model.RL_7.1067
OG0018161	CP3_g13853_DN3_SP8_c.t1	evm.model.RL_7.880
OG0018166	CP3_g13602_DN3_SP0_c.t1	evm.model.RL_7.623
OG0018168	CP3_g13504_DN3_SP7_c.t1	evm.model.RL_7.509
OG0018170	CP3_g13352_DN3_SP8_c.t1	evm.model.RL_7.327
OG0018171	CP3_g13246_DN3_SP4_c.t1	evm.model.RL_7.221
OG0018173	CP7_g46327_DN2_SP0_c.t1	evm.model.RL_5.3869
OG0018175	CP6_g9074_DN3_SP0_c.t1	evm.model.RL_2.644
OG0018177	CP3_g14243_DN3_SP0_c.t1	evm.model.RL_7.1265, evm.model.RL_7.1262
OG0018180	CP3_g13995_DN3_SP1_c.t1	evm.model.RL_7.1025
OG0018183	CP3_g13583_DN3_SP8_c.t1	evm.model.RL_7.594
OG0018185	CP3_g13187_DN3_SP7_c.t1	evm.model.RL_7.158, evm.model.RL_7.165
OG0018187	CP8_g53540_DN3_SP0_c.t1	evm.model.RL_3.377.2.687c84ba
OG0018188	CP2_g47554_DN3_SP4_c.t1	evm.model.RL_7.1070
OG0018190	CP13_g19842_DN3_SP0_c.t1	evm.model.RL_4.167
OG0018191	CP12_g29850_DN3_SP0_c.t1	evm.model.RL_5.3149
OG0018192	CP13_g20547_DN3_SP0_c.t1	evm.model.RL_4.622
OG0018193	CP13_g20433_DN3_SP0_c.t1	evm.model.RL_4.586
OG0018194	CP4_g25198_DN3_SP0_c.t1	evm.model.RL_6.1631
OG0018195	CP4_g24878_DN2_SP2_c.t1	evm.model.RL_6.1953
OG0018198	CP4_g24542_DN3_SP8_c.t1	evm.model.RL_6.2307
OG0018199	CP4_g24032_DN3_SP1_c.t1	evm.model.RL_6.2830
OG0018200	CP9_g29657_DN3_SP3_c.t1	evm.model.RL_3.2418
OG0018201	CP9_g29518_DN1_SP0_c.t1	evm.model.RL_3.2278
OG0018203	CP9_g29238_DN3_SP4_c.t1	evm.model.RL_3.2005
OG0018204	CP9_g28997_DN3_SP0_c.t1	evm.model.RL_3.1769
OG0018207	CP5_g1009_DN3_SP0_c.t1	evm.model.RL_2.2520
OG0018208	CP5_g1186_DN3_SP0_c.t1	evm.model.RL_2.2329
OG0018209	CP5_g402_DN3_SP8_c.t1	evm.model.RL_2.3137
OG0018211	CP2_g48810_DN3_SP4_c.t1	evm.model.RL_4.771
OG0018212	CP1_g36828_DN3_SP7_c.t1	evm.model.RL_5.400
OG0018213	CP1_g36922_DN3_SP6_c.t1	evm.model.RL_5.490
OG0018215	CP1_g37061_DN3_SP1_c.t1	evm.model.RL_5.620
OG0018216	CP1_g37070_DN3_SP8_c.t1	evm.model.RL_5.639
OG0018217	CP6_g7666_DN3_SP0_c.t1	evm.model.RL_2.312
OG0018218	CP1_g37460_DN3_SP7_c.t1	evm.model.RL_5.1030
OG0018220	CP1_g37834_DN3_SP1_c.t1	evm.model.RL_5.1381
OG0018221	CP7_g45791_DN3_SP1_c.t1	evm.model.RL_5.1798
OG0018222	CP7_g45525_DN3_SP0_c.t1	evm.model.RL_5.3505
OG0018223	CP19_g18224_DN1_SP0_c.t1	evm.model.RL_2.1942
OG0018224	CP9_g28662_DN3_SP4_c.t1	evm.model.RL_3.1440
OG0018225	CP9_g28604_DN2_SP0_c.t1	evm.model.RL_3.1391
OG0018226	CP9_g28372_DN3_SP6_c.t1	evm.model.RL_3.1177
OG0018227	CP9_g28284_DN3_SP7_c.t1	evm.model.RL_3.1116
OG0018228	CP2_g49511_DN3_SP0_c.t1	evm.model.RL_3.578
OG0018229	CP2_g49815_DN1_SP0_c.t1, CP12_g31137_DN2_SP0_c.t1	evm.model.RL_4.2605
OG0018230	CP2_g49058_DN3_SP2_c.t1	evm.model.RL_3.271
OG0018231	CP5_g1472_DN3_SP0_c.t1	evm.model.RL_2.240
OG0018232	CP13_g19097_DN3_SP0_c.t1	evm.model.RL_3.59
OG0018234	CP12_g30988_DN3_SP1_c.t1	evm.model.RL_1.2432
OG0018235	CP12_g30052_DN3_SP0_c.t1	evm.model.RL_1.1636
OG0018236	CP12_g29968_DN3_SP0_c.t1	evm.model.RL_1.1538
OG0018237	CP10_g43498_DN2_SP0_c.t1	evm.model.RL_1.1451
OG0018238	CP10_g43213_DN3_SP0_c.t1	evm.model.RL_1.1156
OG0018239	CP9_g28431_DN3_SP7_c.t1	evm.model.RL_3.1235
OG0018240	CP10_g42840_DN3_SP5_c.t1	evm.model.RL_1.787
OG0018242	CP10_g43840_DN3_SP0_c.t1, CP10_g43810_DN2_SP0_c.t1, CP10_g43841_DN2_SP0_c.t1	evm.model.RL_1.335, evm.model.RL_1.2372, evm.model.RL_4.548
OG0018243	CP11_g33588_DN3_SP5_c.t1	evm.model.RL_4.3243
OG0018244	CP11_g33384_DN3_SP3_c.t1	evm.model.RL_4.3027
OG0018246	CP11_g33269_DN3_SP3_c.t1	evm.model.RL_4.2868
OG0018247	CP11_g33190_DN3_SP0_c.t1	evm.model.RL_4.2840
OG0018248	CP11_g33187_DN2_SP7_c.t1	evm.model.RL_4.2837
OG0018249	CP11_g33185_DN3_SP0_c.t1	evm.model.RL_4.2835
OG0018252	CP6_g6726_DN3_SP0_c.t1	evm.model.RL_2.1639
OG0018253	CP1_g41041_DN3_SP1_c.t1	evm.model.RL_5.2352
OG0018254	CP7_g45053_DN2_SP0_c.t1	evm.model.RL_5.3059
OG0018255	CP19_g18101_DN3_SP0_c.t1	evm.model.RL_2.2057
OG0018256	CP19_g18110_DN3_SP2_c.t1	evm.model.RL_2.2048
