Orthogroup	Cardamine_glauca	Noccaea_praecox
OG0015271	Cg001G029790	Np005G308650
OG0015272	Cg001G029280	Np005G307240
OG0015273	Cg001G028980	Np005G307080
OG0015274	Cg001G028490	Np005G306600
OG0015275	Cg001G028420	Np005G306380
OG0015276	Cg001G027920	Np005G305710
OG0015277	Cg001G027550	Np005G305260
OG0015278	Cg001G027540	Np005G305250
OG0015279	Cg004G140510	Np007G384220
OG0015281	Cg001G026070	Np005G303020
OG0015282	Cg004G138580	Np005G302810
OG0015283	Cg001G040370	Np005G316170
OG0015284	Cg001G040550	Np005G316520
OG0015285	Cg001G040860	Np005G317260
OG0015286	Cg001G040870	Np005G317270
OG0015288	Cg001G041560	Np005G318290
OG0015289	Cg001G042230	Np005G319270
OG0015290	Cg004G145020	Np003G187090
OG0015291	Cg005G157560	Np006G320530
OG0015292	Cg005G157630	Np001G065140
OG0015293	Cg005G157650	Np006G320640
OG0015295	Cg005G157840	Np006G320850
OG0015296	Cg005G157860	Np006G320870
OG0015297	Cg005G157870	Np006G320880
OG0015298	Cg005G158020	Np006G321070
OG0015299	Cg005G158030	Np006G321080
OG0015300	Cg005G158070	Np006G321120
OG0015301	Cg005G158100	Np006G321140
OG0015302	Cg005G158130	Np006G321210
OG0015303	Cg004G131980	Np007G403090
OG0015304	Cg005G158590	Np006G321910
OG0015305	Cg005G158780	Np006G322190
OG0015306	Cg005G158800	Np006G322220
OG0015307	Cg005G159000	Np006G322450
OG0015308	Cg005G159070	Np006G322580
OG0015309	Cg005G159180	Np006G322740
OG0015310	Cg005G159270	Np006G322850
OG0015311	Cg005G159370	Np006G323000
OG0015312	Cg005G159680	Np006G323320
OG0015313	Cg005G159840	Np006G323560
OG0015314	Cg005G160150	Np006G324030
OG0015315	Cg005G160160	Np006G324040
OG0015316	Cg005G160180	Np006G324060
OG0015317	Cg005G160430	Np006G324440
OG0015318	Cg005G160560	Np006G324640
OG0015319	Cg005G160580	Np006G324660
OG0015320	Cg005G160610	Np006G324690
OG0015321	Cg005G160640	Np006G324730
OG0015322	Cg005G160760	Np006G324860
OG0015323	Cg005G160780	Np006G324880
OG0015324	Cg005G160880	Np006G325010
OG0015325	Cg005G160940	Np006G325090, Np009G432130
OG0015326	Cg005G161110	Np006G325360
OG0015327	Cg005G161480	Np006G325760
OG0015328	Cg005G161690	Np006G325990
OG0015329	Cg005G161800	Np006G326190
OG0015330	Cg005G162150	Np006G326620
OG0015332	Cg005G162400	Np006G326960
OG0015333	Cg005G162440	Np006G326990
OG0015334	Cg005G162640	Np006G327260
OG0015335	Cg005G162810	Np006G327540
OG0015336	Cg005G162930	Np006G327670
OG0015337	Cg005G162980	Np006G327800
OG0015338	Cg005G163040	Np006G327890
OG0015339	Cg005G163190	Np006G328010
OG0015340	Cg005G163200	Np006G328020
OG0015341	Cg005G163290	Np006G328210
OG0015342	Cg005G163380	Np006G328270
OG0015343	Cg005G163570	Np006G328600
OG0015344	Cg005G163990	Np006G329130
OG0015345	Cg005G163760	Np006G328820
OG0015346	Cg005G164420	Np006G330050
OG0015347	Cg008G282370	Np003G125380
OG0015348	Cg008G282380	Np003G125390
OG0015349	Cg008G282640	Np003G125730
OG0015350	Cg008G282680	Np003G125770
OG0015352	Cg008G282830	Np003G126100
OG0015353	Cg008G282870	Np003G126160
OG0015354	Cg008G283000	Np003G126370
OG0015355	Cg008G283050	Np003G126440
OG0015356	Cg008G283430	Np003G126860
OG0015357	Cg008G283490	Np003G126930
OG0015358	Cg008G283790	Np003G127200
OG0015359	Cg008G283810	Np003G127230
OG0015360	Cg008G283830	Np003G127260
OG0015361	Cg008G284000	Np003G127460
OG0015362	Cg003G099740	Np003G127570
OG0015364	Cg008G284200	Np003G127680
OG0015365	Cg008G284410	Np003G128090
OG0015366	Cg008G290250	Np003G136110
OG0015367	Cg008G284450	Np003G128140
OG0015368	Cg008G284580	Np003G128260
OG0015369	Cg008G284630	Np003G128350
OG0015370	Cg008G284710	Np003G128420
OG0015372	Cg008G285070	Np003G128800
OG0015373	Cg008G285080	Np003G128810
OG0015374	Cg008G299820	Np003G147330
OG0015375	Cg008G300720	Np003G148460
OG0015376	Cg008G300610	Np003G148350
OG0015377	Cg008G301280	Np003G149160
OG0015378	Cg008G301340	Np003G149230
OG0015379	Cg001G012970	Np005G277360
OG0015380	Cg008G301430	Np003G149370
OG0015381	Cg008G301480	Np003G149440
OG0015382	Cg008G301630	Np003G149790
OG0015383	Cg008G301810	Np003G150000
OG0015384	Cg008G301890	Np003G150140
OG0015385	Cg008G302050	Np003G150330
OG0015386	Cg008G302200	Np003G150470
OG0015387	Cg008G302260	Np003G150550
OG0015388	Cg008G302470	Np003G150830
OG0015389	Cg003G108430	Np003G151430
OG0015390	Cg003G108280	Np003G151640
OG0015391	Cg003G108250	Np003G151700
OG0015393	Cg007G267200	Np002G092140
OG0015394	Cg003G107750	Np003G152220
OG0015395	Cg003G107500	Np003G152510
OG0015396	Cg003G107440	Np003G152580
OG0015397	Cg003G107050	Np003G153090
OG0015398	Cg003G106680	Np003G153630
OG0015399	Cg003G107100	Np003G153040
OG0015400	Cg003G106850	Np003G153310
OG0015401	Cg003G110940	Np001G006550
OG0015402	Cg003G111090	Np001G006150
OG0015403	Cg003G111130	Np001G006110
OG0015404	Cg003G111180	Np001G006070
OG0015405	Cg003G111190	Np001G006060
OG0015406	Cg003G111210	Np001G006040
OG0015407	Cg003G111220	Np001G005990
OG0015408	Cg003G111230	Np001G005980
OG0015409	Cg003G111440	Np001G005640
OG0015410	Cg003G111750	Np001G005220
OG0015411	Cg003G111780	Np001G005180
OG0015412	Cg005G167930	Np006G335480
OG0015413	Cg003G112070	Np001G004800
OG0015414	Cg003G112210	Np001G004660
OG0015415	Cg003G112230	Np001G004630
OG0015416	Cg003G112250	Np001G004570
OG0015417	Cg003G112340	Np001G004510
OG0015418	Cg003G112370	Np001G004460
OG0015419	Cg003G112420	Np001G004360
OG0015420	Cg003G112510	Np001G004270
OG0015421	Cg003G112580	Np001G004220
OG0015422	Cg003G112810	Np001G003950
OG0015423	Cg003G112860	Np001G003840
OG0015424	Cg003G113000	Np001G003500
OG0015426	Cg003G113400	Np001G003100
OG0015427	Cg003G113540	Np001G002930
OG0015428	Cg003G113610	Np001G002870
OG0015430	Cg003G113970	Np001G002490
OG0015431	Cg003G113990	Np001G002460
OG0015432	Cg003G114050	Np001G002410
OG0015433	Cg003G114140	Np001G002330
OG0015434	Cg003G114190	Np001G002280
OG0015435	Cg003G114250	Np001G002220
OG0015436	Cg003G114390	Np001G002030
OG0015437	Cg003G114400	Np001G002020
OG0015438	Cg003G114440	Np001G001960
OG0015439	Cg003G114700	Np001G001610
OG0015440	Cg013G330200	Np006G363890
OG0015441	Cg003G114900	Np001G001430
OG0015442	Cg003G114930	Np001G001380
OG0015443	Cg003G115140	Np001G000960
OG0015444	Cg003G115280	Np003G175650
OG0015445	Cg003G115300	Np001G000760
OG0015446	Cg006G208190	Np001G000640
OG0015447	Cg003G115520	Np001G000600
OG0015448	Cg003G115580	Np001G000400
OG0015449	Cg003G115630	Np001G000340
OG0015450	Cg003G115680	Np001G000300
OG0015451	Cg003G115830	Np001G000170
OG0015452	Cg003G096980, Cg003G115900	Np001G000040
OG0015453	Cg003G075970	Np003G189810
OG0015454	Cg003G076660, Cg014G332910	Np003G189060
OG0015455	Cg003G076430, Cg014G333150	Np003G189270
OG0015456	Cg014G333340, Cg003G076240	Np003G189510
OG0015457	Cg014G332750, Cg003G076850	Np003G188790
OG0015458	Cg014G332740, Cg003G076860	Np003G188780
OG0015459	Cg003G077000, Cg014G332610	Np003G188450
OG0015460	Cg003G077080, Cg014G332550	Np003G188390
OG0015461	Cg014G332440, Cg003G077170	Np003G188290
OG0015462	Cg003G077760, Cg014G331880	Np003G187650
OG0015463	Cg014G332040, Cg003G077570	Np003G187500
OG0015464	Cg003G077470, Cg014G332150	Np003G187230
OG0015465	Cg003G077380, Cg014G332240	Np003G187120
OG0015466	Cg014G330990, Cg003G078560	Np003G186580
OG0015467	Cg003G078670, Cg014G330880	Np003G186390
OG0015468	Cg014G330860, Cg003G078690	Np003G186370
OG0015469	Cg014G330850, Cg003G078700	Np003G186340
OG0015470	Cg003G113180	Np003G185930
OG0015472	Cg008G320450	Np001G040110
OG0015473	Cg008G320350	Np001G040170
OG0015474	Cg008G320330	Np001G040190
OG0015475	Cg008G320320	Np001G040220
OG0015476	Cg008G320020	Np001G040420
OG0015477	Cg008G319890	Np001G040550
OG0015478	Cg008G319830	Np001G040600
OG0015479	Cg008G319730	Np001G040760
OG0015480	Cg008G319690	Np001G040790
OG0015481	Cg008G319660	Np001G040810
OG0015482	Cg008G319050	Np001G041280
OG0015483	Cg005G174430	Np006G356470, Np006G356330
OG0015484	Cg005G173730	Np006G357530
OG0015485	Cg005G174050	Np006G357050
OG0015486	Cg005G174570	Np006G356080
OG0015487	Cg005G174610	Np006G356030
OG0015488	Cg005G174620	Np006G356020
OG0015489	Cg005G174750	Np006G355810
OG0015490	Cg005G175190	Np006G355190
OG0015491	Cg005G175310	Np006G355050
OG0015492	Cg005G175330	Np006G355020
OG0015493	Cg005G175860	Np006G346720, Np006G354030
OG0015494	Cg005G176500	Np006G347930, Np006G352760
OG0015495	Cg005G176690	Np006G352470
OG0015496	Cg005G176980	Np006G352200
OG0015497	Cg005G177860	Np006G360230
OG0015498	Cg005G178270	Np006G359910
OG0015499	Cg005G178470	Np006G359740
OG0015500	Cg005G178580	Np006G359600
OG0015501	Cg005G178630	Np006G359550
OG0015502	Cg005G179000	Np006G359090
OG0015503	Cg005G179180	Np006G358940
OG0015504	Cg005G179210	Np006G358890
OG0015505	Cg005G179240	Np006G358870
OG0015506	Cg005G179290	Np006G358820
OG0015507	Cg005G179330	Np006G358760
OG0015509	Cg005G182150	Np006G361490
OG0015510	Cg005G182110	Np006G361430
OG0015511	Cg005G181860	Np006G361270
OG0015512	Cg005G181590	Np006G361210
OG0015514	Cg005G181090	Np006G360880
OG0015515	Cg005G182570	Np006G361760
OG0015516	Cg005G182620	Np006G361770, Np006G361800
OG0015517	Cg005G183020	Np006G362020
OG0015518	Cg005G183200	Np006G362060
OG0015519	Cg005G182690	Np006G362090
OG0015520	Cg005G184470	Np004G191080
OG0015521	Cg004G153380	Np001G006440
OG0015522	Cg006G238370	Np006G362330
OG0015523	Cg003G075990	Np002G074540
OG0015524	Cg005G184710	Np006G362410
OG0015525	Cg005G185220	Np006G362520
OG0015526	Cg005G185600	Np006G362710
OG0015527	Cg005G185680	Np006G362750
OG0015528	Cg005G185780	Np006G362780
OG0015529	Cg005G186060	Np006G362860
OG0015530	Cg005G186160	Np006G362910
OG0015531	Cg005G186250	Np006G363030
OG0015532	Cg005G186720	Np006G363150
OG0015533	Cg005G186990	Np006G363230
OG0015534	Cg001G013290	Np005G278000
OG0015535	Cg004G116550	Np007G424820
OG0015536	Cg004G116460	Np007G424890
OG0015537	Cg004G116210	Np007G425200
OG0015538	Cg004G116170	Np007G425250
OG0015539	Cg006G218570	Np004G210930
OG0015540	Cg004G116080	Np007G425360
OG0015541	Cg004G116040	Np007G425420
OG0015542	Cg004G115990	Np007G425450
OG0015543	Cg004G115980	Np007G425460
OG0015544	Cg004G115950	Np007G425490
OG0015545	Cg008G281900	Np003G124880
OG0015546	Cg004G124210	Np001G060480
OG0015547	Cg008G281930	Np003G124940
OG0015548	Cg008G281960	Np003G124960
OG0015549	Cg008G281970	Np003G124970
OG0015550	Cg005G176540	Np003G125000
OG0015551	Cg008G281990	Np003G125010
OG0015552	Cg008G282040	Np003G125070
OG0015553	Cg008G282060	Np003G125080
OG0015554	Cg008G282070	Np003G125090
OG0015555	Cg001G014140	Np005G279070
OG0015556	Cg001G013880	Np005G278760
OG0015557	Cg004G116930	Np007G424440
OG0015558	Cg004G116980	Np007G424370
OG0015559	Cg004G117230	Np007G423900
OG0015560	Cg004G117240	Np007G423870
OG0015561	Cg004G117260	Np007G423850
OG0015562	Cg004G117340	Np007G423780
OG0015563	Cg004G117430	Np007G423660
OG0015564	Cg004G117440	Np007G423590
OG0015565	Cg004G117570	Np007G423430
OG0015566	Cg004G117780	Np007G423180
OG0015567	Cg004G117820	Np007G423140
OG0015568	Cg004G117840	Np007G423120
OG0015569	Cg004G117970	Np007G422990
OG0015570	Cg004G118110	Np007G422850
OG0015571	Cg004G118180	Np007G422760
OG0015572	Cg004G118190	Np007G422710
OG0015573	Cg004G118440	Np007G422400
OG0015575	Cg004G119390	Np007G421700
OG0015576	Cg004G119460	Np007G421610
OG0015577	Cg004G119580	Np007G421420
OG0015578	Cg004G119820	Np007G420910
OG0015579	Cg004G119900	Np007G420830
OG0015580	Cg004G119990	Np007G420730
OG0015581	Cg004G120400	Np007G420150
OG0015582	Cg004G120500	Np007G420010
OG0015583	Cg004G120900	Np007G419280
OG0015584	Cg004G121060	Np007G419090
OG0015585	Cg004G121280	Np007G418750
OG0015586	Cg004G121190	Np007G418890
OG0015587	Cg004G121430	Np007G418520
OG0015588	Cg004G121440	Np007G418510
OG0015589	Cg004G121550	Np007G418370
OG0015590	Cg004G121600	Np007G418230
OG0015591	Cg002G046430	Np001G065630
OG0015592	Cg004G122330	Np007G417220
OG0015593	Cg004G122390	Np007G417130
OG0015594	Cg004G122890	Np007G416370
OG0015595	Cg004G123010	Np007G416240
OG0015596	Cg004G128410	Np007G408700
OG0015597	Cg004G123100	Np007G416150
OG0015598	Cg004G123130	Np007G416040
OG0015599	Cg004G123200	Np007G415960
OG0015600	Cg004G123220	Np007G415910
OG0015601	Cg004G123380	Np007G415740
OG0015603	Cg004G123570	Np007G415410
OG0015604	Cg004G123640	Np007G415310
OG0015605	Cg004G123750	Np007G415180
OG0015606	Cg004G123790	Np007G415150
OG0015607	Cg004G123820	Np007G415120
OG0015608	Cg004G123900	Np007G415000
OG0015609	Cg004G123960	Np007G414850
OG0015610	Cg004G123970	Np007G414820
OG0015611	Cg004G124100	Np007G414600
OG0015612	Cg004G124620	Np007G413950
OG0015613	Cg004G124640	Np007G413910
OG0015614	Cg005G165850	Np006G331860
OG0015615	Cg005G165870	Np006G331950
OG0015616	Cg005G166070	Np006G332370
OG0015617	Cg005G166260	Np006G332760
OG0015618	Cg005G166300	Np006G332830
OG0015619	Cg005G166620	Np006G333400
OG0015620	Cg005G166640	Np006G333420
OG0015621	Cg005G167080	Np006G334150
OG0015622	Cg005G166830	Np006G333780
OG0015623	Cg005G167170	Np006G334360
OG0015625	Cg005G167270	Np006G334500
OG0015626	Cg005G170640	Np006G339810
OG0015627	Cg005G170260	Np006G339330
OG0015628	Cg003G085870, Cg003G089100	Np001G014860
OG0015629	Cg005G170160	Np006G339210
OG0015631	Cg005G169780	Np006G338390
OG0015632	Cg005G169570	Np006G338080
OG0015633	Cg005G169520	Np006G338010
OG0015634	Cg005G169410	Np006G337800
OG0015635	Cg005G169420	Np006G337830
OG0015636	Cg004G143250	Np007G388080
OG0015637	Cg005G169310	Np006G337690
OG0015638	Cg005G169270	Np006G337640
OG0015639	Cg005G169260	Np006G337630
OG0015640	Cg005G169160	Np006G337520
OG0015641	Cg005G168970	Np006G337080
OG0015642	Cg005G168840	Np006G336910
OG0015643	Cg005G168820	Np006G336890
OG0015644	Cg005G167650	Np006G335090
OG0015645	Cg005G167730	Np006G335180
OG0015646	Cg005G167760	Np006G335220
OG0015647	Cg005G168190	Np006G335870
OG0015648	Cg005G168220	Np006G335930
OG0015649	Cg005G168320	Np006G336090
OG0015651	Cg005G170770	Np006G339990
OG0015652	Cg006G230220	Np004G240650
OG0015653	Cg006G230180	Np004G240620
OG0015654	Cg006G229830	Np004G240160
OG0015655	Cg006G229690	Np004G240000
OG0015656	Cg006G229520	Np004G239750
OG0015657	Cg006G229330	Np004G239570
OG0015658	Cg006G228980	Np004G239240
OG0015659	Cg006G228890	Np004G239090
OG0015660	Cg006G228710	Np004G238900
OG0015661	Cg006G228480	Np004G238550
OG0015662	Cg006G228490	Np004G238560
OG0015663	Cg006G228510	Np004G238580
OG0015664	Cg006G228550	Np004G238620
OG0015665	Cg006G228600	Np004G238710
OG0015666	Cg006G228380	Np004G238450
OG0015667	Cg006G228240	Np004G238260
OG0015668	Cg006G227800	Np004G237630
OG0015669	Cg006G227850	Np004G237710
OG0015670	Cg006G227870	Np004G237740
OG0015671	Cg006G228000	Np004G237870
OG0015672	Cg007G274150	Np002G080400, Np002G080360
OG0015673	Cg006G227350	Np004G237040
OG0015674	Cg006G227170	Np004G236880
OG0015675	Cg006G227130	Np004G236810
OG0015676	Cg006G227040	Np004G236700
OG0015677	Cg006G226930	Np004G236620
OG0015678	Cg006G226890	Np004G236580
OG0015679	Cg006G226680	Np004G236340
OG0015680	Cg006G226640	Np004G236240
OG0015681	Cg006G226610	Np004G236210
OG0015682	Cg006G226570	Np004G236120
OG0015683	Cg006G225850	Np004G235370
OG0015684	Cg006G225480	Np004G234970
OG0015685	Cg006G225450	Np004G234940
OG0015686	Cg006G225360	Np004G234840
OG0015687	Cg006G225120	Np004G234570
OG0015688	Cg006G224940	Np004G234310
OG0015689	Cg006G224440	Np004G233790
OG0015690	Cg006G224380	Np004G233730
OG0015691	Cg006G224370	Np004G233690
OG0015692	Cg006G224270	Np004G233490
OG0015693	Cg006G224220	Np004G233380
OG0015694	Cg006G224200	Np004G233360
OG0015695	Cg006G240980	Np004G254640
OG0015696	Cg006G223840	Np004G232660
OG0015697	Cg006G223760	Np004G232580
OG0015698	Cg006G223480	Np004G232160
OG0015699	Cg006G223310	Np004G231970
OG0015700	Cg006G223230	Np004G231850
OG0015701	Cg006G223130	Np004G231390
OG0015702	Cg006G222960	Np004G231200
OG0015703	Cg006G222950	Np004G231190
OG0015704	Cg006G222890	Np004G231090
OG0015705	Cg006G222780	Np004G230960
OG0015706	Cg006G222670	Np004G230680
OG0015707	Cg006G222450	Np004G230250
OG0015708	Cg006G222000	Np004G229490
OG0015709	Cg006G221920	Np004G229200
OG0015710	Cg006G221840	Np004G228840
OG0015711	Cg006G239170	Np004G252590
OG0015712	Cg006G221040	Np004G226620
OG0015713	Cg006G220920	Np004G226230
OG0015714	Cg006G220720	Np004G225810
OG0015715	Cg007G269360	Np002G087590
OG0015716	Cg006G220530	Np004G224760
OG0015717	Cg007G269010	Np002G088360
OG0015718	Cg006G220370	Np004G208940
OG0015719	Cg006G220260	Np004G209090
OG0015720	Cg006G220120	Np004G209180
OG0015721	Cg006G219770	Np004G209550
OG0015722	Cg006G219530	Np004G209840
OG0015723	Cg006G219500	Np004G209880
OG0015724	Cg006G225920	Np004G235460
OG0015725	Cg006G204200	Np004G202060
OG0015726	Cg006G204180	Np004G202100
OG0015727	Cg006G219140	Np004G210280
OG0015728	Cg001G016680	Np005G282650
OG0015729	Cg001G016610	Np005G282570
OG0015730	Cg001G016530	Np005G282350
OG0015731	Cg001G016390	Np005G282230
OG0015732	Cg001G016320	Np005G282080
OG0015733	Cg001G016230	Np005G282010
OG0015734	Cg005G188130	Np006G363860
OG0015735	Cg001G016140	Np005G281780
OG0015736	Cg001G016100	Np005G281730
OG0015737	Cg001G016040	Np005G281620
OG0015738	Cg001G016030	Np005G281610
OG0015739	Cg001G015920	Np005G281470
OG0015740	Cg001G015750	Np005G281250
OG0015741	Cg001G015700	Np005G281180
OG0015742	Cg001G015520	Np005G281000
OG0015743	Cg001G015430	Np005G280860
OG0015745	Cg001G015330	Np005G280720
OG0015746	Cg001G015350	Np005G280740
OG0015747	Cg003G098430	Np003G167310
OG0015748	Cg006G237580	Np004G250890
OG0015749	Cg001G012860	Np005G277250
OG0015750	Cg001G012940	Np005G277330
OG0015751	Cg005G188370	Np006G364170
OG0015752	Cg005G189180	Np006G364840
OG0015753	Cg005G189120	Np006G364760
OG0015754	Cg005G189810	Np006G365540
OG0015755	Cg005G190880	Np006G366640
OG0015756	Cg005G191120	Np006G366820
OG0015757	Cg005G191230	Np006G367080, Np006G367140
OG0015758	Cg005G191330	Np006G367400
OG0015759	Cg005G191430	Np006G367480
OG0015760	Cg001G012840	Np005G277230
OG0015761	Cg005G191640	Np006G367810
OG0015762	Cg005G191870	Np006G368170
OG0015763	Cg005G192200	Np006G368710
OG0015764	Cg002G052190	Np001G057460
OG0015765	Cg005G192380	Np006G368920
OG0015766	Cg005G192730	Np006G369370
OG0015768	Cg005G192950	Np006G369510
OG0015769	Cg005G193130	Np006G370120
OG0015770	Cg005G193210	Np006G370020
OG0015771	Cg005G193320	Np006G370480
OG0015772	Cg005G193800	Np006G371090
OG0015773	Cg005G193900	Np007G375940
OG0015774	Cg005G193920	Np006G371270
OG0015776	Cg006G231380	Np004G242130
OG0015777	Cg006G231530	Np004G242310
OG0015778	Cg006G231640	Np004G242420
OG0015779	Cg006G231650	Np004G242440
OG0015780	Cg006G231670	Np004G242460
OG0015781	Cg006G231760	Np004G242580
OG0015782	Cg006G231940	Np004G242800
OG0015783	Cg006G231990	Np004G242840
OG0015784	Cg006G232140	Np004G243020
OG0015785	Cg006G232090	Np004G242980, Np004G202550
OG0015786	Cg006G232290	Np004G243190
OG0015787	Cg006G232410	Np004G243420
OG0015788	Cg006G232690	Np004G244110
OG0015790	Cg006G232740	Np004G244200
OG0015791	Cg006G232950	Np004G244520
OG0015792	Cg006G233300	Np004G245010, Np004G245060
OG0015793	Cg006G233360	Np004G245160
OG0015794	Cg006G233420	Np004G245310
OG0015795	Cg006G233480	Np004G245420
OG0015796	Cg006G233540	Np004G245510
OG0015797	Cg006G233640	Np004G245670
OG0015798	Cg006G233630	Np004G245660
OG0015799	Cg006G233790	Np004G245850
OG0015800	Cg006G234150	Np004G246370
OG0015801	Cg006G234270	Np004G246590
OG0015802	Cg006G234430	Np004G246820
OG0015803	Cg007G248740	Np002G118720
OG0015804	Cg006G234570	Np004G247030
OG0015805	Cg006G234740	Np004G247380
OG0015806	Cg006G235060	Np004G247730
OG0015807	Cg006G235140	Np004G247790
OG0015808	Cg006G235160	Np004G247810
OG0015809	Cg006G235270	Np004G247940
OG0015810	Cg006G235450	Np004G248180
OG0015811	Cg006G235480	Np004G248200
OG0015812	Cg006G235650	Np004G248430
OG0015813	Cg006G235760	Np004G248630
OG0015814	Cg006G236200	Np004G249240
OG0015815	Cg006G236180	Np004G249220
OG0015816	Cg006G236140	Np004G249170
OG0015817	Cg006G236090	Np004G249110
OG0015818	Cg006G235930	Np004G248840
OG0015819	Cg006G236380	Np004G249440, Np004G249400
OG0015820	Cg006G236620	Np004G249710
OG0015821	Cg006G236630	Np004G249720
OG0015822	Cg006G236770	Np004G249840
OG0015823	Cg006G236810	Np004G249890
OG0015824	Cg006G236830	Np004G249910
OG0015825	Cg006G236920	Np004G250060
OG0015826	Cg006G237030	Np004G250180
OG0015827	Cg006G237250	Np004G250470
OG0015828	Cg006G237440	Np004G250680
OG0015829	Cg006G237360	Np004G250570
OG0015830	Cg006G237950	Np004G251250
OG0015831	Cg006G238350	Np004G251750
OG0015832	Cg006G238330	Np004G251730
OG0015833	Cg002G066060	Np001G018300
OG0015834	Cg006G238560	Np004G251970
OG0015835	Cg006G238830	Np004G252230
OG0015836	Cg006G239150	Np004G252570
OG0015837	Cg006G239220	Np004G252650
OG0015838	Cg006G239250	Np004G252690
OG0015839	Cg006G239650	Np004G253130
OG0015840	Cg006G239400	Np004G252800
OG0015841	Cg006G239420	Np004G252870
OG0015842	Cg006G239540	Np004G253020
OG0015843	Cg006G239560	Np004G253040
OG0015844	Cg006G239680	Np004G253170
OG0015845	Cg006G239690	Np004G253180
OG0015846	Cg006G239710	Np004G253200
OG0015847	Cg006G239760	Np004G253280
OG0015848	Cg007G255870, Cg006G240240	Np004G253770
OG0015849	Cg006G240380	Np004G253890
OG0015850	Cg008G312110	Np001G017710
OG0015852	Cg006G240490	Np004G253920
OG0015853	Cg006G240870	Np004G254490
OG0015854	Cg006G240920	Np004G254550
OG0015855	Cg006G241230	Np004G254980
OG0015856	Cg006G241250	Np004G255000
OG0015857	Cg006G241310	Np004G251440
OG0015858	Cg006G241370	Np004G255140
OG0015859	Cg006G241400	Np004G255210
OG0015860	Cg006G241410	Np004G255220
OG0015861	Cg006G241500	Np004G255300
OG0015862	Cg006G241850	Np004G255700
OG0015863	Cg001G025550	Np005G302060
OG0015864	Cg006G242420	Np004G256300
OG0015865	Cg006G242450	Np004G256330
OG0015867	Cg006G242860	Np004G256830
OG0015868	Cg006G242630	Np004G244360, Np004G256540
OG0015869	Cg006G242980	Np004G257010
OG0015870	Cg006G242990	Np004G257020
OG0015871	Cg006G243000	Np004G257030
OG0015872	Cg006G243150	Np004G257150
OG0015873	Cg006G243260	Np004G257310
OG0015874	Cg006G243570	Np004G257610
OG0015875	Cg006G243700	Np004G257720
OG0015876	Cg006G243770	Np004G257790, Np004G257780
OG0015877	Cg006G243990	Np004G258070
OG0015878	Cg006G243880	Np004G257930
OG0015879	Cg006G244040	Np004G258240
OG0015880	Cg006G244050	Np004G258260
OG0015881	Cg006G244490	Np004G258690
OG0015882	Cg006G244630	Np004G258860
OG0015883	Cg006G245010	Np004G259340
OG0015884	Cg006G245060	Np004G259400
OG0015885	Cg006G245140	Np004G259540
OG0015886	Cg006G245150	Np004G259560
OG0015887	Cg006G245160	Np004G259580
OG0015888	Cg006G245190	Np004G259620
OG0015889	Cg006G245220	Np004G259660
OG0015890	Cg006G245230	Np004G259680
OG0015891	Cg006G245300	Np004G259750
OG0015892	Cg006G245380	Np004G259840
OG0015893	Cg006G245440	Np004G259910
OG0015894	Cg008G294020	Np003G140760
OG0015895	Cg008G294760	Np003G141480
OG0015896	Cg008G294610	Np003G141300
OG0015897	Cg008G294370	Np003G141100
OG0015898	Cg008G294300	Np003G141030
OG0015899	Cg008G294220	Np003G140950
OG0015900	Cg008G294870	Np003G141580
OG0015901	Cg008G294970	Np003G141660
OG0015902	Cg008G295000	Np003G141690
OG0015903	Cg008G295810	Np003G142440
OG0015904	Cg008G295730	Np003G142360
OG0015905	Cg008G295660	Np003G142280
OG0015906	Cg008G295570	Np003G142200
OG0015907	Cg008G295440	Np003G142050
OG0015908	Cg008G296200	Np003G142860
OG0015909	Cg008G296550	Np003G143290
OG0015910	Cg004G117660	Np007G423320
OG0015911	Cg008G296430	Np003G143160
OG0015912	Cg008G296780	Np003G143600
OG0015913	Cg008G296890	Np003G143750
OG0015914	Cg008G297070	Np003G143970
OG0015915	Cg008G297130	Np003G144070
OG0015916	Cg008G297170	Np003G144110
OG0015917	Cg008G297520	Np003G144410
OG0015918	Cg008G297660	Np003G144690
OG0015919	Cg008G297640	Np003G144670
OG0015920	Cg008G297740	Np003G144780
OG0015921	Cg008G297860	Np003G144920
OG0015922	Cg008G297930	Np003G144990
OG0015923	Cg008G297950	Np003G145010
OG0015924	Cg008G298230	Np003G145310
OG0015925	Cg008G298320	Np003G145370
OG0015926	Cg008G298550	Np003G145720
OG0015927	Cg008G298560	Np003G145730
OG0015928	Cg008G298700	Np003G145940
OG0015929	Cg008G298730	Np003G145960
OG0015930	Cg006G237420	Np004G250660
OG0015931	Cg008G299010	Np003G146480
OG0015932	Cg008G299120	Np003G146620
OG0015933	Cg008G299130	Np003G146630
OG0015934	Cg008G299200	Np003G146690
OG0015935	Cg008G299610	Np003G147040
OG0015936	Cg008G305970	Np001G013880
OG0015937	Cg008G306270	Np001G014250
OG0015939	Cg008G306360	Np001G014330
OG0015940	Cg008G306760	Np001G014770
OG0015941	Cg008G306910	Np001G014910
OG0015942	Cg008G307050	Np001G015100
OG0015943	Cg008G307060	Np001G015110
OG0015944	Cg008G307450	Np001G015560
OG0015945	Cg008G308000	Np001G016200
OG0015946	Cg002G058120	Np001G049470
OG0015947	Cg008G308050	Np001G016220
OG0015948	Cg001G014370	Np007G402770
