Orthogroup	Cochlearia_excelsa	Cardamine_glauca
OG0017056	g39716	Cg008G319570
OG0017057	g39717	Cg008G319540
OG0017059	g39770	Cg005G173900
OG0017060	g51271	Cg005G174820
OG0017062	g39840	Cg005G175170
OG0017063	g51234	Cg005G175590
OG0017064	g51226	Cg005G175880
OG0017065	g39907	Cg005G176150
OG0017066	g37891	Cg005G176800
OG0017068	g40012	Cg005G178100
OG0017069	g39989	Cg005G178430
OG0017070	g39983	Cg005G178510
OG0017071	g40037	Cg005G178880
OG0017072	g37820	Cg005G179220
OG0017073	g37818	Cg005G179280
OG0017074	g40088	Cg005G179690
OG0017075	g40133	Cg005G182080
OG0017076	g40151	Cg005G182480
OG0017077	g40187	Cg005G183500
OG0017078	g40189	Cg005G183540
OG0017079	g40190	Cg005G184360
OG0017080	g38270	Cg005G184970
OG0017081	g36792	Cg005G185040
OG0017081	g36789	Cg005G185070
OG0017082	g38280	Cg005G185400
OG0017083	g38292	Cg005G186040
OG0017084	g38294	Cg005G186150
OG0017085	g38300	Cg005G186220
OG0017086	g36838	Cg001G041040
OG0017087	g38308	Cg005G186830
OG0017088	g47630	Cg001G013180
OG0017089	g23631	Cg001G013210
OG0017090	g17084	Cg001G013240
OG0017091	g23639	Cg001G013340
OG0017092	g17090	Cg001G013350
OG0017093	g17093	Cg001G013390
OG0017094	g12719	Cg004G116370
OG0017095	g7939	Cg004G116390
OG0017096	g7944	Cg004G116290
OG0017097	g7948	Cg004G116220
OG0017098	g5138	Cg004G116060
OG0017099	g12726	Cg004G115960
OG0017100	g17133	Cg001G014290
OG0017101	g23694	Cg001G014200
OG0017102	g47592	Cg001G014070
OG0017103	g23670	Cg001G013810
OG0017104	g17124	Cg001G014000
OG0017105	g12690, g7903	Cg004G117250
OG0017106	g7893	Cg004G117370
OG0017109	g7843	Cg004G118080
OG0017110	g12656	Cg004G118360
OG0017111	g12642	Cg004G118490
OG0017112	g7823	Cg004G118610
OG0017113	g7817	Cg004G119350
OG0017114	g7796	Cg004G119710
OG0017116	g12821	Cg004G120440
OG0017118	g12561	Cg004G121030
OG0017119	g12555	Cg004G121250
OG0017120	g12526	Cg004G121650
OG0017121	g12525	Cg004G121660
OG0017123	g12509	Cg004G121930
OG0017125	g12487	Cg004G122430
OG0017126	g7643	Cg004G122480
OG0017127	g7639	Cg004G122600
OG0017128	g12469	Cg004G122900
OG0017129	g7617	Cg004G123020
OG0017130	g7601	Cg004G123360
OG0017131	g12443	Cg004G123490
OG0017132	g7581	Cg004G123670
OG0017133	g7572	Cg004G123810
OG0017134	g7554	Cg004G124080
OG0017135	g12993	Cg004G124110
OG0017136	g7531	Cg004G124490
OG0017137	g37354	Cg005G165810
OG0017138	g51834	Cg005G166290
OG0017139	g37323	Cg005G166660
OG0017140	g51785	Cg005G166680
OG0017142	g37311	Cg005G167090
OG0017143	g51755	Cg005G167140
OG0017144	g51743	Cg005G167360
OG0017145	g51742	Cg005G167380
OG0017146	g51570	Cg005G170420
OG0017147	g51601	Cg005G169810
OG0017148	g38054	Cg005G169500
OG0017151	g38084	Cg005G168740
OG0017152	g37275	Cg005G167890
OG0017153	g31590	Cg006G230540
OG0017154	g49944	Cg006G230320
OG0017155	g31629	Cg006G229910
OG0017157	g49976	Cg006G229380
OG0017159	g49992	Cg006G228850
OG0017160	g31690	Cg006G228720
OG0017161	g50011	Cg006G228350
OG0017162	g31771	Cg006G227690
OG0017163	g50030	Cg006G227890
OG0017164	g31784	Cg006G227550
OG0017165	g50048	Cg006G227490
OG0017167	g27415	Cg006G227320
OG0017168	g31820	Cg006G226880
OG0017169	g31855	Cg006G226520
OG0017170	g27434	Cg006G226440
OG0017171	g36465	Cg006G199000
OG0017174	g32000	Cg006G224360
OG0017175	g32001	Cg006G224330
OG0017176	g32005	Cg006G224290
OG0017177	g27497	Cg006G224190
OG0017178	g32026	Cg006G223630
OG0017179	g50248	Cg006G223400
OG0017181	g27791	Cg006G213010
OG0017182	g27530	Cg006G223200
OG0017183	g50258	Cg006G223080
OG0017184	g27543	Cg006G222880
OG0017185	g32053	Cg006G222770
OG0017186	g32084	Cg006G221930
OG0017187	g32081	Cg006G221880
OG0017188	g32125	Cg006G221430
OG0017189	g50348	Cg006G221050
OG0017191	g50386	Cg006G220080
OG0017192	g32238	Cg006G219760
OG0017194	g27635	Cg006G219100
OG0017195	g27634	Cg006G219110
OG0017196	g23837	Cg001G016460
OG0017197	g37379	Cg005G164930
OG0017198	g23780	Cg001G015530
OG0017199	g23751	Cg001G015210
OG0017200	g23609	Cg001G012870
OG0017202	g38351	Cg005G189110
OG0017203	g38339	Cg005G188880, Cg005G188890
OG0017204	g50983	Cg005G190340
OG0017205	g50977	Cg005G190070
OG0017206	g38435	Cg005G191340
OG0017207	g38453, g25576	Cg005G191710
OG0017208	g38480	Cg005G192090
OG0017209	g36929	Cg005G192250
OG0017210	g38510	Cg005G192740
OG0017211	g36944	Cg005G192960
OG0017216	g50855	Cg005G193740
OG0017217	g31543	Cg006G231200
OG0017218	g31504	Cg006G231830
OG0017219	g49879	Cg006G232350
OG0017220	g31456	Cg006G232520
OG0017222	g31412	Cg006G233050
OG0017223	g31393	Cg006G233340
OG0017224	g31319	Cg006G234460
OG0017225	g31311	Cg006G234590
OG0017228	g31273	Cg006G235210
OG0017230	g49706	Cg006G236170
OG0017231	g31225	Cg006G236100
OG0017233	g27063	Cg006G236840
OG0017234	g41115	Cg007G254220
OG0017235	g31164	Cg006G236890
OG0017237	g31160	Cg006G236960
OG0017238	g5568	Cg008G287920
OG0017239	g27028	Cg006G237500
OG0017240	g49562	Cg006G238910
OG0017241	g49544	Cg006G239830
OG0017242	g30989	Cg006G239970
OG0017243	g30961	Cg006G240320
OG0017244	g30941	Cg006G240700
OG0017245	g49495	Cg006G240910
OG0017247	g49479	Cg006G241380
OG0017248	g30881	Cg006G241790
OG0017249	g26934	Cg006G242080
OG0017250	g30852	Cg006G242360
OG0017251	g30847	Cg006G242410
OG0017252	g26912	Cg006G242800
OG0017253	g30836	Cg006G242770
OG0017255	g30838	Cg006G242710
OG0017256	g23551	Cg006G242650
OG0017258	g30810	Cg006G243180
OG0017259	g26889	Cg006G243970
OG0017261	g26865	Cg006G245050
OG0017263	g49286	Cg006G245360
OG0017264	g19281	Cg006G245420
OG0017265	g5180	Cg008G294780
OG0017266	g29305	Cg008G294740
OG0017267	g5183	Cg008G294720
OG0017268	g5185	Cg008G294650
OG0017269	g5147	Cg008G295210
OG0017270	g5146	Cg008G295220
OG0017271	g5143	Cg008G295240
OG0017273	g5127	Cg008G295510
OG0017274	g45722	Cg008G296490
OG0017275	g5046	Cg008G296690
OG0017277	g28992	Cg008G297920
OG0017278	g4984	Cg008G297960
OG0017279	g29011	Cg008G298080
OG0017280	g18018	Cg007G268390
OG0017281	g29076	Cg008G299290
OG0017282	g41448	Cg008G299410
OG0017283	g41447	Cg008G299430
OG0017284	g4870	Cg008G299740
OG0017285	g10151	Cg008G307040
OG0017286	g4707	Cg008G307290
OG0017287	g4732	Cg008G307680
OG0017288	g4757	Cg008G307990
OG0017289	g10189, g4662	Cg008G308330
OG0017291	g10275	Cg008G312510
OG0017292	g10254	Cg008G311920
OG0017293	g5255	Cg008G293810
OG0017294	g5259	Cg008G293760
OG0017295	g29654	Cg008G287660
OG0017296	g1533	Cg002G073990
OG0017297	g27978	Cg006G194270
OG0017298	g10297	Cg008G313460
OG0017299	g29732	Cg008G286160
OG0017302	g29743	Cg008G286000
OG0017303	g5660	Cg008G285760
OG0017305	g10067	Cg008G305320
OG0017306	g600	Cg008G305170
OG0017307	g31740	Cg006G228080
OG0017308	g10026	Cg008G304490
OG0017309	g10025	Cg008G304360
OG0017311	g10011	Cg008G304090
OG0017312	g533	Cg008G303970
OG0017314	g512	Cg008G303660
OG0017315	g9993	Cg008G303650
OG0017316	g466	Cg008G302890
OG0017317	g9954	Cg008G302840
OG0017318	g428	Cg003G109000
OG0017319	g39397	Cg003G102090
OG0017320	g418	Cg003G109240
OG0017321	g393	Cg003G109600
OG0017322	g9881	Cg003G109680
OG0017323	g18603	Cg003G109790
OG0017324	g381	Cg003G109860
OG0017325	g374, g46967	Cg003G109970
OG0017327	g28721	Cg003G106150
OG0017328	g28722	Cg003G106100
OG0017329	g1189	Cg003G106070
OG0017330	g52844, g52834	Cg002G055510
OG0017333	g2545	Cg002G056100
OG0017334	g19354	Cg002G056210
OG0017335	g2589	Cg002G056690
OG0017336	g2596	Cg002G056850
OG0017338	g2679	Cg002G058000
OG0017339	g2684	Cg002G058090
OG0017340	g2706	Cg002G058460
OG0017341	g19468	Cg002G058690
OG0017342	g19481	Cg002G058790
OG0017343	g19490	Cg002G059110
OG0017344	g19501	Cg002G059240
OG0017345	g2770	Cg002G059620
OG0017346	g19525	Cg002G060070
OG0017347	g11419	Cg002G060250
OG0017348	g19552	Cg002G060730
OG0017349	g24566	Cg001G028150
OG0017350	g2996	Cg002G062160
OG0017351	g11462	Cg002G063510
OG0017352	g19606	Cg002G063500
OG0017353	g3292	Cg002G063730
OG0017354	g11512	Cg002G064750
OG0017356	g44881	Cg007G267750
OG0017357	g44882	Cg007G267670
OG0017358	g5246	Cg008G293900
OG0017360	g41605	Cg007G267810
OG0017361	g44792	Cg007G269090
OG0017362	g45779	Cg007G269460
OG0017363	g44774	Cg007G269740
OG0017364	g38487	Cg003G091800
OG0017365	g43213	Cg007G269820
OG0017366	g45801	Cg007G269840
OG0017367	g44737	Cg007G270110
OG0017368	g44693	Cg007G271060
OG0017369	g44692	Cg007G271070
OG0017370	g45878	Cg007G271190
OG0017371	g45888	Cg007G271410
OG0017372	g45901	Cg007G271580
OG0017373	g45902	Cg007G271600
OG0017374	g44651	Cg007G271970
OG0017375	g46400	Cg007G278610
OG0017376	g13611	Cg007G278570
OG0017377	g46365	Cg007G278130
OG0017378	g46358	Cg007G278100
OG0017379	g46350	Cg007G278000
OG0017380	g46307	Cg007G277650
OG0017381	g46305	Cg007G277350
OG0017382	g44391	Cg007G277270
OG0017384	g17972	Cg007G276850
OG0017385	g46238	Cg007G276450
OG0017386	g44433	Cg007G276350
OG0017388	g44487	Cg007G275460
OG0017390	g46137	Cg007G274790
OG0017391	g648	Cg008G299890
OG0017394	g44557	Cg007G274180
OG0017395	g46084	Cg007G274080
OG0017396	g44570	Cg007G273840
OG0017398	g46046	Cg007G273610
OG0017400	g46006	Cg007G273050
OG0017401	g46459	Cg007G279210
OG0017402	g44351	Cg007G279450
OG0017403	g46502	Cg007G279830
OG0017404	g44320	Cg007G280140
OG0017407	g46543	Cg007G280460
OG0017408	g46549	Cg007G280530
OG0017411	g44271	Cg007G281700
OG0017412	g44270	Cg007G281720
OG0017415	g13156	Cg004G128990
OG0017416	g7248	Cg004G129170
OG0017417	g7230	Cg004G129420
OG0017420	g7152	Cg004G130690
OG0017421	g7151	Cg004G130700
OG0017422	g12154	Cg004G131190
OG0017423	g7115	Cg004G131300
OG0017424	g7114	Cg004G131450
OG0017425	g7088	Cg004G131700
OG0017427	g7021	Cg004G132670
OG0017429	g6992	Cg004G133240
OG0017431	g6875	Cg004G135100
OG0017432	g6873	Cg004G135120
OG0017433	g11979	Cg004G135670
OG0017434	g6818	Cg004G135920
OG0017438	g6777	Cg004G136520
OG0017439	g11954	Cg004G136530
OG0017440	g13392	Cg004G138570
OG0017441	g11872	Cg004G138310
OG0017443	g6659	Cg004G138650
OG0017444	g6637	Cg004G138660
OG0017445	g11819	Cg004G139680
OG0017446	g28345	Cg003G098120
OG0017449	g6512	Cg004G141310
OG0017451	g13501, g11720	Cg004G142360
OG0017452	g6441	Cg004G142650
OG0017453	g11686	Cg004G142780
OG0017454	g38323	Cg001G033790
OG0017455	g13570	Cg004G144990
OG0017456	g6332	Cg004G146630
OG0017458	g13667	Cg004G147920
OG0017459	g13587	Cg004G146100
OG0017460	g6221	Cg004G148010
OG0017461	g13678	Cg004G148340
OG0017462	g6144	Cg001G038870, Cg004G151770
OG0017463	g14201	Cg004G152150
OG0017464	g6108	Cg004G153080
OG0017467	g13999	Cg004G153910
OG0017468	g6004	Cg004G154630
OG0017469	g13945	Cg004G155030
OG0017470	g13803	Cg004G155740
OG0017471	g5934	Cg004G156430
OG0017472	g5914	Cg004G156700
OG0017473	g5908	Cg004G156750
OG0017474	g47666	Cg001G012180
OG0017475	g47383	Cg004G157220
OG0017476	g5932	Cg004G157200
OG0017477	g5889	Cg004G157150
OG0017478	g13836	Cg004G157330
OG0017479	g13834	Cg004G157360
OG0017480	g17980	Cg006G194090
OG0017481	g54366	Cg006G194450
OG0017482	g54310	Cg006G194590
OG0017483	g36722	Cg006G194700
OG0017484	g54332	Cg006G194980
OG0017485	g36697	Cg006G195070
OG0017486	g36695	Cg006G195100
OG0017489	g36676	Cg006G195660
OG0017490	g36661	Cg006G195910
OG0017492	g36602	Cg006G196620
OG0017493	g36580	Cg006G197160
OG0017495	g54207	Cg006G199150
OG0017497	g36432	Cg006G199470
OG0017498	g28063	Cg006G199700
OG0017499	g54109	Cg006G200690
OG0017500	g36366	Cg006G200790
OG0017501	g54101	Cg006G200810
OG0017502	g54086	Cg006G201190
OG0017503	g54085	Cg003G078850, Cg014G330680
OG0017504	g28106	Cg006G201530
OG0017505	g47150	Cg001G024950
OG0017506	g17592	Cg001G025000
OG0017508	g17638	Cg001G025650
OG0017510	g50539	Cg006G215990
OG0017515	g19223	Cg002G054050
OG0017516	g11323	Cg002G053930
OG0017518	g19211	Cg002G053660
OG0017519	g2335	Cg002G052830
OG0017520	g19176	Cg002G052780
OG0017521	g19175	Cg002G052770
OG0017523	g2316	Cg002G052530
OG0017524	g19152	Cg002G052140
OG0017526	g2299	Cg002G052270
OG0017527	g2253	Cg002G051600
OG0017528	g2238	Cg002G051470
OG0017529	g11282	Cg002G051430
OG0017530	g2216	Cg002G051160
OG0017532	g19082	Cg002G050980
OG0017534	g2181	Cg002G050420
OG0017535	g2183	Cg002G050550
OG0017536	g2170	Cg002G050240
OG0017537	g19030	Cg002G049950
OG0017539	g2088	Cg002G048970
OG0017541	g18943	Cg002G047700
OG0017542	g18921	Cg002G047540
OG0017543	g11202	Cg002G047420
OG0017544	g1958	Cg002G046740
OG0017547	g19280	Cg002G054820
OG0017548	g1891	Cg002G045840
OG0017549	g1890	Cg002G045810
OG0017550	g1812	Cg002G044870
OG0017551	g11155	Cg002G044420
OG0017553	g1747	Cg002G043960
OG0017555	g18702	Cg002G043280
OG0017557	g54371	Cg006G194310
OG0017558	g36586	Cg006G196830
OG0017559	g54268	Cg006G197120
OG0017560	g36502	Cg006G198320
OG0017562	g24415	Cg001G025490
OG0017564	g2747	Cg002G059200
OG0017565	g2603	Cg002G057020
OG0017566	g2413	Cg002G054450
OG0017567	g2423	Cg002G054620
OG0017568	g2468	Cg002G055320
OG0017572	g11299	Cg002G052180
OG0017573	g19154	Cg002G052160
OG0017574	g2286	Cg002G052090
OG0017575	g11279	Cg002G051280
OG0017576	g19072	Cg002G050760
OG0017577	g19052	Cg002G050330
OG0017579	g18947	Cg002G047790
OG0017580	g18756	Cg002G043660
OG0017581	g9621	Cg003G115810
OG0017582	g11104	Cg008G321750
OG0017584	g10837	Cg007G273630
OG0017586	g40407	Cg003G081220
OG0017589	g51546	Cg005G170750
OG0017590	g37270	Cg005G168010
OG0017592	g51824	Cg005G166330
OG0017593	g37380	Cg005G164870
OG0017596	g2045, g37423	Cg005G163940
OG0017597	g38194	Cg005G163340
OG0017599	g46503	Cg007G279840
OG0017600	g46392	Cg007G278510
OG0017602	g44488	Cg007G275450
OG0017604	g44585	Cg007G273420
OG0017605	g23579	Cg001G012600
OG0017606	g23577	Cg001G012540
OG0017607	g16991	Cg001G010400
OG0017611	g23192	Cg001G007060
OG0017612	g18214	Cg001G005610
OG0017614	g26869	Cg006G244950
OG0017616	g49438	Cg006G242470
OG0017617	g30947	Cg006G240610
OG0017618	g31026	Cg006G239430
OG0017619	g31033	Cg006G239320
OG0017620	g49608	Cg006G237880
OG0017621	g49616	Cg006G237760
OG0017623	g31502	Cg006G231850
OG0017624	g31521	Cg006G231570
OG0017625	g31599	Cg006G230430
OG0017627	g50098	Cg006G226220
OG0017628	g50245	Cg006G223500
OG0017630	g45903	Cg007G271610
OG0017631	g45862	Cg007G270960
OG0017632	g44709	Cg007G270370
OG0017633	g45803	Cg007G269880
OG0017634	g44778	Cg007G269370
OG0017635	g41564	Cg007G268470
OG0017637	g1709	Cg007G253330
OG0017638	g41001	Cg007G249770
OG0017639	g40902	Cg007G247870
OG0017642	g13817	Cg004G156500
OG0017643	g6138	Cg004G152140
OG0017644	g24006	Cg001G019510
OG0017647	g13314	Cg004G135300
OG0017648	g12119	Cg004G132000
OG0017650	g7286	Cg004G128480
OG0017651	g12328	Cg004G127000
OG0017652	g37792, g13065	Cg004G125570
OG0017653	g7543	Cg004G124310
OG0017654	g12922	Cg004G122050
OG0017655	g46921	Cg001G033110
OG0017659	g28318	Cg008G286880
OG0017660	g47568	Cg001G014760
OG0017664	g45473	Cg008G287970
OG0017667	g38384	Cg005G190270
OG0017670	g17364	Cg001G019850
OG0017672	g50542	Cg006G215930
OG0017673	g50472	Cg006G218160
OG0017674	g27641	Cg006G218860
OG0017675	g28126	Cg006G203310
OG0017676	g36177	Cg006G204230
OG0017677	g53987	Cg006G202990
OG0017681	g39893	Cg005G175950
OG0017682	g39984	Cg005G178500
OG0017683	g51085	Cg005G178770
OG0017684	g40112	Cg005G181060
OG0017685	g5487	Cg008G289500
OG0017686	g29527	Cg008G290390
OG0017687	g5363	Cg008G292130
OG0017688	g4535	Cg008G310670, Cg008G309030
OG0017689	g18099	Cg001G025920
OG0017690	g16846	Cg001G040880
OG0017691	g16799	Cg001G042090
OG0017692	g10622	Cg002G073080
OG0017693	g28531	Cg003G103190
OG0017694	g1244	Cg003G106700
OG0017695	g1266	Cg003G107010
OG0017696	g28854	Cg008G302620
OG0017700	g306	Cg003G111150
OG0017703	g31118	Cg006G237640
OG0017704	g50332, g50329	Cg006G221590, Cg006G221570
OG0017710	g46429	Cg007G278840
OG0017711	g12384	Cg004G125730
OG0017717	g11463	Cg002G063590
OG0017718	g1273	Cg002G052750
OG0017720	g29491	Cg008G291020
OG0017721	g561	Cg008G304440
OG0017723	g23835	Cg001G016440
OG0017728	g28338	Cg001G037710
OG0017730	g20003, g20912, g19735, g19783, g19775, g19688, g19979, g19727	Cg025G336090, Cg025G336120
OG0017751	g17030	Cg001G011840
OG0017753	g17004	Cg001G010940
OG0017754	g23349	Cg004G133920, Cg001G009360
OG0017755	g23300	Cg001G008660
OG0017758	g1825	Cg006G198770
OG0017759	g23043	Cg001G005410
OG0017760	g47907	Cg001G005080
OG0017763	g32617	Cg006G213570
OG0017764	g50649	Cg006G213410
OG0017765	g24291	Cg001G023860
OG0017766	g43853	Cg007G257320
OG0017767	g43985	Cg007G254180
OG0017768	g44104	Cg007G250910
OG0017769	g44108	Cg007G250840
OG0017771	g40936	Cg007G248650
OG0017772	g10815	Cg002G075670
OG0017773	g10811	Cg002G075600
OG0017775	g10801	Cg002G075490
OG0017776	g10794	Cg002G075350
OG0017778	g10682	Cg002G074170
OG0017779	g1527	Cg002G074090
OG0017780	g1532, g16690	Cg002G074000
OG0017781	g1542	Cg002G073790
OG0017783	g10547	Cg002G071860
OG0017784	g1616, g10502	Cg002G071110
OG0017785	g10499, g10575	Cg002G071080
OG0017786	g10454	Cg002G068480
OG0017787	g10408	Cg002G069360
OG0017788	g10364	Cg002G068030
OG0017789	g44997	Cg007G265520
OG0017791	g45044	Cg007G264760
OG0017794	g28498	Cg003G102270
OG0017795	g40776	Cg007G245930
OG0017797	g7473, g13060	Cg004G125340
OG0017798	g47645	Cg001G012880
OG0017799	g7354	Cg004G127550
OG0017800	g25952	Cg003G088330
OG0017801	g26815	Cg016G334190
OG0017802	g28301	Cg003G097380
OG0017803	g1327	Cg003G098080
OG0017804	g28390	Cg003G099500
OG0017805	g894	Cg003G099560
OG0017806	g47282	Cg001G021980
OG0017808	g937	Cg003G100900
OG0017809	g28620	Cg003G104760
OG0017810	g39298	Cg003G105270
OG0017811	g29365	Cg008G293430
OG0017812	g5292	Cg008G293160
OG0017813	g29434	Cg008G292040
OG0017814	g45528	Cg008G290660
OG0017816	g29565	Cg008G289740
OG0017817	g29579	Cg008G289390
OG0017818	g29583	Cg008G289340
OG0017820	g5520	Cg008G288840
OG0017821	g5539	Cg008G288330
OG0017824	g47246	Cg001G023000
OG0017825	g6536	Cg004G140820
OG0017826	g24157	Cg001G021880
OG0017827	g24127	Cg001G021270
OG0017829	g47427	Cg001G018390
OG0017832	g32674	Cg006G212080
OG0017834	g50509	Cg006G209770
OG0017835	g27929	Cg006G207930
OG0017838	g28174	Cg006G205200
OG0017839	g35935	Cg006G206390
OG0017840	g32364	Cg006G217910
OG0017841	g32426	Cg006G216440
OG0017842	g32432	Cg006G216370
OG0017844	g32474	Cg006G215860
OG0017847	g47980	Cg001G003040
OG0017848	g22852	Cg001G002940
OG0017849	g47984	Cg001G002820
OG0017850	g47990	Cg001G002710
OG0017852	g22792	Cg001G002110
OG0017853	g22761	Cg001G001770
OG0017854	g22714	Cg001G001380
OG0017855	g46793	Cg001G036340
OG0017857	g18096	Cg001G038100
OG0017858	g16890	Cg001G039700
OG0017860	g51505	Cg005G171420
OG0017861	g40247	Cg003G085770
OG0017862	g40233	Cg003G086360
OG0017863	g51442	Cg005G172220
OG0017864	g51374	Cg005G172970
OG0017866	g36992	Cg008G316500
OG0017867	g18446	Cg008G316600
OG0017868	g40281	Cg003G084860
OG0017869	g40299	Cg003G084010
OG0017871	g40328	Cg003G083450
OG0017872	g40337	Cg003G083140
OG0017873	g25764	Cg003G083100
OG0017874	g40361	Cg003G082460
OG0017875	g40388	Cg003G081770
OG0017880	g40620	Cg008G323700
OG0017883	g40669	Cg008G324480
OG0017884	g25207	Cg001G033330
OG0017885	g10838	Cg008G325380
OG0017888	g46861	Cg001G034010
OG0017889	g46935	Cg001G032170
OG0017890	g24906	Cg001G031210
OG0017891	g54007	Cg001G031050
OG0017892	g24799	Cg001G030870
OG0017893	g24728	Cg001G030080
OG0017894	g24654	Cg001G029270
OG0017895	g47016	Cg001G028750
OG0017896	g24575	Cg001G028400
OG0017897	g24574	Cg001G028390
OG0017900	g24526	Cg001G027490
OG0017904	g16805	Cg001G041880
OG0017906	g50802	Cg005G158810
OG0017908	g52249	Cg005G160350
OG0017909	g37605	Cg005G160460
OG0017911	g37535	Cg005G161590
OG0017914	g37473	Cg005G162960
OG0017915	g52082	Cg005G163130
OG0017916	g52026	Cg005G163920
OG0017918	g5850	Cg008G282190
OG0017920	g5848	Cg008G282220
OG0017923	g18824	Cg002G046200
OG0017924	g45360	Cg008G284330
OG0017926	g28920	Cg008G301150
OG0017928	g1275	Cg003G107240
OG0017931	g209	Cg003G112650
OG0017932	g9631	Cg003G115330
OG0017934	g19629	Cg003G115600
OG0017936	g47143	Cg003G075940
OG0017940	g39478	Cg003G076890, Cg014G332710
OG0017942	g25409	Cg014G331640, Cg003G078050
OG0017943	g39584	Cg003G078400, Cg014G331220
OG0017945	g37916	Cg005G174880
OG0017946	g39959	Cg005G176990
OG0017949	g40131	Cg005G181950
OG0017950	g54260	Cg006G197400
OG0017951	g36800	Cg005G185340
OG0017952	g38316	Cg005G187080
OG0017954	g12717	Cg004G116480
OG0017956	g11241	Cg004G116310
OG0017958	g16992	Cg004G116000
OG0017959	g27965	Cg008G281870
OG0017963	g47610	Cg001G013750
OG0017965	g17119	Cg001G013900
OG0017967	g12641	Cg004G118500
OG0017970	g12776	Cg004G119260
OG0017971	g12777	Cg004G119300
OG0017972	g7753	Cg004G120150
OG0017973	g12812	Cg004G120230
OG0017974	g12588	Cg004G120430
OG0017975	g7421	Cg008G312590
OG0017977	g7706	Cg004G121130
OG0017978	g12544	Cg004G121420
OG0017979	g12878	Cg004G121580
OG0017982	g7577	Cg004G123730
OG0017984	g13004	Cg004G124440
OG0017985	g7533	Cg004G124450
OG0017986	g51768	Cg005G166910
OG0017987	g37162	Cg005G170280
OG0017988	g38035, g51577	Cg005G170210
OG0017990	g37206	Cg005G169190
OG0017994	g27307	Cg006G230330
OG0017995	g31605	Cg006G230300
OG0017998	g31769	Cg006G227730
OG0017999	g27411	Cg006G227480
OG0018000	g50063	Cg006G226980
OG0018001	g50124	Cg006G225780
OG0018002	g27454	Cg006G225730
OG0018003	g27455	Cg006G225720
OG0018004	g50130	Cg006G225680
OG0018006	g32037	Cg006G223490
OG0018007	g27792	Cg008G313380
OG0018008	g50256	Cg006G223110
OG0018009	g32063	Cg006G222650
OG0018010	g32093	Cg006G222150
OG0018011	g32126	Cg006G221420
OG0018012	g32159	Cg006G220750
OG0018013	g489	Cg006G220060
OG0018014	g27632	Cg006G219400
OG0018015	g23836	Cg001G016450
OG0018017	g17170	Cg001G015410
OG0018018	g38346	Cg005G188960
OG0018019	g38348	Cg005G188980
OG0018021	g38386	Cg005G190240
OG0018023	g38405	Cg005G190790
OG0018024	g36911	Cg005G191130
OG0018026	g38440	Cg005G191450
OG0018027	g50916	Cg005G192060
OG0018028	g38496	Cg005G192590
OG0018030	g31441	Cg006G232660
OG0018031	g27148	Cg006G234660
OG0018032	g27123	Cg006G235390
OG0018033	g27092	Cg006G236430
OG0018034	g49650	Cg006G237100
OG0018036	g31059	Cg006G238800
OG0018037	g26967	Cg006G240070
OG0018038	g30972	Cg006G240150
OG0018039	g26960	Cg006G240720
OG0018040	g30932	Cg006G240850
OG0018041	g30896	Cg006G241460
OG0018042	g49466	Cg006G241550
OG0018043	g30856	Cg006G242330
OG0018044	g30853	Cg006G242350
OG0018045	g49421	Cg006G242880
OG0018046	g30791	Cg006G243610
OG0018048	g49323	Cg006G244660
OG0018050	g26860	Cg006G245210
OG0018051	g26857	Cg006G245250
OG0018053	g45651	Cg008G294320
OG0018054	g29299	Cg008G294860
OG0018055	g29279	Cg008G295200
OG0018056	g29260	Cg008G295590
OG0018057	g4967, g4966	Cg008G298020
OG0018058	g4936	Cg008G298440
OG0018060	g4898	Cg008G299330
OG0018061	g4809	Cg008G306420
OG0018063	g10166	Cg008G307530
OG0018064	g10172	Cg008G307640
OG0018066	g5257	Cg008G293790
OG0018067	g10293	Cg008G313360
OG0018068	g29694	Cg008G287000
OG0018069	g29705	Cg008G286650
OG0018071	g5666	Cg008G285610
OG0018074	g9906	Cg003G109070
OG0018076	g18598	Cg003G109250
OG0018077	g9892	Cg003G109270
OG0018078	g395	Cg003G109570
OG0018079	g1206	Cg003G106210
OG0018080	g19389	Cg002G057090
OG0018082	g2677	Cg002G057970
OG0018083	g11411	Cg002G060180
OG0018084	g3469	Cg002G064390
OG0018085	g11511	Cg002G064740
OG0018086	g19462	Cg006G222820
OG0018088	g3080	Cg004G143150, Cg002G066790
OG0018091	g45762	Cg007G269180
OG0018093	g45786	Cg007G269670
OG0018094	g45912	Cg007G271740
OG0018096	g46347	Cg007G277970
OG0018098	g46325	Cg007G277790
OG0018100	g46234	Cg007G276380
OG0018102	g44476	Cg007G275660
OG0018103	g46183	Cg007G275620
OG0018104	g46160	Cg007G275200
OG0018105	g44510	Cg007G275180
OG0018106	g46151	Cg007G275070
OG0018109	g31526	Cg005G157510
OG0018111	g46508	Cg007G279890
OG0018113	g44325	Cg007G280070
OG0018115	g7284	Cg004G128500
OG0018116	g7270	Cg004G128710
OG0018117	g13159	Cg004G129010
OG0018121	g12218	Cg004G129650
OG0018122	g12149	Cg004G131270
OG0018124	g6909	Cg004G134590
OG0018125	g6874	Cg004G135110
OG0018126	g13409	Cg004G139280
OG0018128	g6559	Cg004G140260
OG0018130	g6490	Cg004G141560
OG0018132	g35821	Cg004G143510
OG0018133	g6361	Cg004G144740
