Orthogroup	Noccaea_praecox	Alyssum_gmelinii
OG0013616	Np007G4118800	Ag014G1911100
OG0013617	Np007G4115300	Ag011G1253200, Ag014G1918800
OG0013618	Np007G4114900	Ag014G1919200
OG0013619	Np007G4112500	Ag014G1921800
OG0013620	Np007G4112400	Ag014G1921900
OG0013621	Np007G4112300	Ag014G1922000
OG0013622	Np007G4111700, Np007G4109900	Ag014G1922300
OG0013623	Np007G4111100	Ag014G1922900
OG0013625	Np007G4108800	Ag014G1927100, Ag014G1928000
OG0013626	Np007G4106900, Np007G4107300	Ag014G1929500
OG0013627	Np007G4106400	Ag014G1929800
OG0013628	Np007G4102300	Ag014G1936800
OG0013629	Np007G4101200	Ag014G1938400
OG0013630	Np007G4094400	Ag014G1943400
OG0013631	Np007G4093700	Ag014G1944400
OG0013632	Np007G4093300	Ag014G1944800
OG0013633	Np007G4092500	Ag014G1946200
OG0013634	Np007G4090400	Ag014G1948700
OG0013635	Np007G4090100	Ag014G1949000
OG0013636	Np007G4088800	Ag014G1950700
OG0013637	Np007G4087100	Ag014G1953200
OG0013638	Np007G4085600	Ag014G1955000
OG0013639	Np007G4083800	Ag014G1957500, Ag011G1143100
OG0013640	Np007G4080400	Ag014G1961200
OG0013641	Np004G1906300	Ag014G1962200
OG0013642	Np007G4071700	Ag014G1970000
OG0013643	Np007G4065300	Ag014G1976200
OG0013644	Np001G0463500	Ag014G1978000
OG0013645	Np007G4061000	Ag014G1980400
OG0013646	Np007G4056000	Ag014G1993000
OG0013647	Np007G4053200	Ag014G1996400
OG0013648	Np007G4051500	Ag014G1999200
OG0013649	Np007G4049700	Ag014G2001200
OG0013650	Np007G4049100	Ag014G2002100
OG0013651	Np007G4045800	Ag014G2005700
OG0013652	Np007G4045300	Ag014G2006300
OG0013653	Np007G4045000	Ag014G2006800
OG0013654	Np007G4044400	Ag014G2007700
OG0013655	Np007G4042400	Ag014G2009600
OG0013656	Np007G4040100	Ag014G2010600
OG0013657	Np007G4029800	Ag014G2017800
OG0013658	Np007G4029200	Ag014G2018400
OG0013659	Np005G3160200	Ag014G2018600, Ag061G5017800
OG0013660	Np007G4027800	Ag014G2089700, Ag014G2019500
OG0013661	Np007G3900200	Ag014G2021100
OG0013662	Np007G3902200	Ag014G2023300
OG0013663	Np007G3902700	Ag014G2023700
OG0013664	Np007G3903600	Ag014G2026400
OG0013666	Np007G3907000	Ag014G2030500, Ag014G2141700
OG0013667	Np007G3907100	Ag014G2030600
OG0013668	Np007G3915300	Ag014G2041400
OG0013669	Np007G3915400	Ag014G2041500
OG0013670	Np007G3916900	Ag014G2044100
OG0013671	Np007G3917400	Ag014G2044700
OG0013672	Np007G3918300	Ag014G2046900
OG0013673	Np007G3918800	Ag014G2047700
OG0013674	Np007G3919400	Ag014G2048000
OG0013675	Np007G3919500	Ag014G2048400
OG0013676	Np007G3921700	Ag014G2049700
OG0013677	Np007G3924500	Ag014G2053600
OG0013678	Np007G3924900	Ag014G2055600
OG0013679	Np007G3925100	Ag014G2056300
OG0013680	Np007G3925400	Ag014G2056900
OG0013681	Np007G3927900	Ag014G2061800
OG0013682	Np007G3928200	Ag014G2062200
OG0013683	Np007G3928400	Ag014G2062900
OG0013684	Np007G3928700	Ag014G2063200
OG0013685	Np007G3928800	Ag014G2063300
OG0013686	Np007G3928900	Ag014G2063400
OG0013687	Np007G3929600	Ag014G2064100
OG0013688	Np007G3929700	Ag014G2064200
OG0013689	Np007G3933000	Ag014G2069600
OG0013690	Np007G3933200	Ag014G2069700
OG0013691	Np007G3945100	Ag014G2085300
OG0013692	Np007G3949300	Ag014G2093600
OG0013693	Np007G3959700	Ag014G2116400
OG0013694	Np007G3961400	Ag014G2120100
OG0013695	Np007G3961500	Ag014G2120400
OG0013696	Np007G3964300	Ag014G2126000
OG0013698	Np007G3975800	Ag014G2135100
OG0013699	Np007G3976600	Ag014G2136400
OG0013700	Np007G3987600	Ag014G2150200
OG0013701	Np007G3989700	Ag014G2151500
OG0013703	Np007G4001900	Ag014G2155900
OG0013704	Np007G4002000	Ag014G2156200
OG0013705	Np007G4002100	Ag014G2156300
OG0013706	Np011G4354900	Ag014G2156500
OG0013709	Np002G1156300	Ag014G2165800, Ag002G0241700
OG0013710	Np007G3804000	Ag014G2166400
OG0013711	Np007G3805200	Ag027G3073300, Ag014G2168000
OG0013712	Np007G3805800	Ag027G3071300, Ag014G2169400
OG0013713	Np007G3806800	Ag014G2170900, Ag027G3070300, Ag014G2170800
OG0013714	Np005G3154000	Ag061G5024600
OG0013715	Np005G3149000	Ag061G5025600
OG0013716	Np005G2820200	Ag061G5027100
OG0013717	Np005G3141000	Ag061G5029800
OG0013718	Np005G3138500	Ag061G5030500
OG0013719	Np005G3137600	Ag061G5030600
OG0013720	Np005G3134400	Ag061G5032900
OG0013721	Np005G3132200	Ag061G5034000
OG0013722	Np005G3128200	Ag061G5035400
OG0013723	Np005G3126100	Ag061G5037000
OG0013724	Np005G3124400	Ag061G5038700
OG0013725	Np005G3124200	Ag061G5039700
OG0013726	Np005G3098600	Ag061G5040600
OG0013727	Np005G3123400	Ag061G5040900
OG0013729	Np005G3115400	Ag061G5043100
OG0013730	Np005G3111200	Ag061G5045700
OG0013731	Np005G3108900	Ag061G5046600
OG0013732	Np001G0182400	Ag061G5049700
OG0013733	Np007G3854500	Ag064G5101700, Ag027G3005000
OG0013734	Np007G3852600	Ag027G3007000, Ag064G5099900
OG0013735	Np007G3849100	Ag027G3010200, Ag064G5094100
OG0013736	Np007G3846600	Ag027G3013800
OG0013737	Np007G3844700	Ag027G3015500, Ag064G5091300
OG0013738	Np007G3877100	Ag027G3015700
OG0013739	Np007G3840300	Ag027G3021700
OG0013740	Np007G3839600	Ag027G3023400
OG0013741	Np007G3835300	Ag027G3032300
OG0013743	Np007G3823000, Np007G3832100	Ag027G3037100
OG0013744	Np003G1770800	Ag027G3040600
OG0013746	Np007G3823700	Ag027G3052100
OG0013747	Np007G3821600	Ag027G3053000
OG0013748	Np007G3819800	Ag027G3056400
OG0013749	Np007G3818800	Ag027G3057300
OG0013750	Np007G3816100, Np007G3815600	Ag027G3058700
OG0013751	Np007G3812400	Ag027G3062900
OG0013752	Np005G2734000	Ag068G5215500
OG0013753	Np002G1062600, Np005G2649500	Ag002G0275000, Ag036G4123500, Ag068G5232300
OG0013754	Np002G0957800	Ag036G4090500
OG0013755	Np002G0960300	Ag036G4092600
OG0013756	Np002G0985000	Ag036G4114400
OG0013757	Np002G0995500	Ag036G4115600
OG0013758	Np002G0988100	Ag036G4116800
OG0013759	Np002G0986900	Ag036G4117000
OG0013760	Np004G1969900	Ag036G4118600
OG0013761	Np006G3485500, Np006G3545400	Ag036G4120200
OG0013762	Np002G1041400	Ag036G4120900, Ag002G0277100
OG0013763	Np003G1467900	Ag060G4999900
OG0013764	Np003G1464200	Ag060G5007200
OG0013765	Np003G1463700	Ag060G5008000
OG0013766	Np003G1463300	Ag060G5009100
OG0013767	Np003G1459900	Ag060G5011500
OG0013768	Np003G1459700	Ag060G5012300
OG0013769	Np006G3630600	Ag060G5014500
OG0013770	Np006G3665900	Ag060G5014800
OG0013771	Np003G1457100	Ag060G5015900
OG0013772	Np001G0164800	Ag043G4455000
OG0013773	Np001G0164000	Ag043G4457400
OG0013774	Np001G0178000	Ag043G4459500
OG0013775	Np001G0178100	Ag043G4459600
OG0013776	Np001G0546100	Ag017G2406000
OG0013777	Np005G2979300, Np001G0543300	Ag017G2412900
OG0013778	Np001G0542600	Ag017G2413400
OG0013779	Np001G0542500	Ag017G2413500
OG0013780	Np003G1705800, Np001G0542400	Ag017G2413600
OG0013781	Np001G0542300	Ag017G2413900
OG0013782	Np001G0542200	Ag017G2414000
OG0013783	Np001G0538800	Ag017G2417900
OG0013784	Np001G0538700	Ag017G2418000
OG0013785	Np001G0538300	Ag017G2418800
OG0013786	Np001G0537400	Ag017G2421300
OG0013787	Np001G0536800	Ag017G2422500
OG0013788	Np001G0536100	Ag017G2424500
OG0013789	Np001G0534100	Ag017G2427100
OG0013790	Np001G0532800	Ag017G2430100
OG0013791	Np001G0531200	Ag017G2432900
OG0013792	Np001G0278900	Ag017G2434600
OG0013793	Np004G2599300	Ag034G3650300
OG0013795	Np004G2596100	Ag034G3653100
OG0013796	Np004G2594700, Np004G2595000	Ag034G3654000
OG0013797	Np004G2593700	Ag034G3655100
OG0013798	Np001G0197600	Ag034G3656000
OG0013799	Np004G2590800	Ag034G3658200
OG0013800	Np004G2586500	Ag034G3662400
OG0013801	Np004G2586400	Ag034G3662500
OG0013802	Np004G2585800	Ag034G3663100
OG0013803	Np004G2585200	Ag034G3663600
OG0013804	Np004G2584200	Ag034G3664500
OG0013805	Np004G2583100	Ag034G3667100
OG0013806	Np007G4035400	Ag034G3668500
OG0013807	Np004G2579400	Ag034G3670200
OG0013808	Np004G2578700	Ag034G3671000
OG0013809	Np004G2578300	Ag034G3671200
OG0013810	Np004G2577800	Ag034G3671600
OG0013811	Np004G2575600	Ag034G3674100
OG0013812	Np004G2575000	Ag034G3675700
OG0013813	Np004G2573900	Ag034G3677100
OG0013814	Np004G2573600	Ag034G3677600
OG0013815	Np004G2572200	Ag034G3679800
OG0013816	Np004G2569800	Ag034G3683800
OG0013817	Np004G2566500	Ag034G3689700
OG0013818	Np004G2563600	Ag034G3693400
OG0013819	Np004G2563100	Ag034G3693900
OG0013820	Np004G2557600	Ag034G3699500
OG0013821	Np004G2557000	Ag034G3700100
OG0013822	Np004G2554800	Ag034G3702800
OG0013823	Np004G2552700	Ag034G3705300
OG0013824	Np004G2552600	Ag034G3705400
OG0013825	Np004G2537800	Ag034G3722000
OG0013826	Np004G2537600	Ag034G3722200
OG0013827	Np004G2534800	Ag034G3726100
OG0013828	Np004G2532100	Ag034G3728300
OG0013829	Np004G2527400	Ag034G3732700, Ag034G3732600
OG0013830	Np004G2527300	Ag034G3732800
OG0013831	Np004G2526300	Ag034G3733700
OG0013832	Np004G2525300	Ag034G3734900
OG0013833	Np004G2523000	Ag034G3739300
OG0013834	Np004G2521900	Ag034G3740600
OG0013835	Np005G3120500	Ag034G3742000
OG0013836	Np004G2514700	Ag034G3748400
OG0013837	Np004G2511600	Ag034G3753000
OG0013838	Np004G2510400	Ag034G3754800
OG0013839	Np004G2509600	Ag034G3755600
OG0013840	Np007G3857900	Ag034G3755800
OG0013841	Np004G2509400	Ag034G3755900
OG0013842	Np004G2503700	Ag034G3761600
OG0013844	Np004G2501200	Ag034G3764100
OG0013845	Np004G2500400	Ag034G3765300
OG0013846	Np004G2499000	Ag034G3767500
OG0013847	Np004G2498600	Ag034G3768600
OG0013848	Np004G2498100	Ag034G3769100
OG0013849	Np004G2497400	Ag034G3771300
OG0013850	Np004G2497000	Ag034G3771700
OG0013851	Np004G2495900	Ag034G3774400
OG0013852	Np004G2493700	Ag034G3776000
OG0013853	Np004G2492600	Ag034G3777100
OG0013854	Np004G2491700	Ag034G3778200
OG0013855	Np004G2487400, Np004G2487300	Ag034G3782400
OG0013856	Np004G2484600	Ag034G3787200
OG0013857	Np004G2483100	Ag034G3788100
OG0013858	Np004G2482900	Ag034G3788500
OG0013859	Np004G2482300	Ag034G3789600
OG0013860	Np004G2089900	Ag034G3789800
OG0013861	Np004G2479500	Ag034G3793000
OG0013862	Np004G2478400	Ag034G3794800
OG0013863	Np004G2477100	Ag034G3797200
OG0013864	Np004G2476100	Ag034G3798500
OG0013865	Np004G2475800	Ag034G3798800
OG0013866	Np004G2475200	Ag034G3799600
OG0013867	Np004G2475000	Ag034G3799800
OG0013868	Np004G2473700	Ag034G3802200
OG0013869	Np004G2473600	Ag034G3802300
OG0013870	Np004G2476200, Np004G2469200	Ag034G3806800, Ag034G3807000
OG0013871	Np006G3680900	Ag034G3809400
OG0013872	Np004G2465400	Ag034G3812000
OG0013873	Np004G2464400	Ag034G3812200
OG0013874	Np004G2464000	Ag034G3813300
OG0013875	Np004G2463400	Ag034G3814100
OG0013876	Np004G2462000	Ag034G3815600
OG0013877	Np002G1196600, Np004G2461900	Ag034G3815700
OG0013878	Np004G2460400	Ag034G3817400
OG0013879	Np004G2459800	Ag034G3817600
OG0013880	Np004G2459700	Ag034G3817700
OG0013881	Np004G2448800	Ag034G3829400
OG0013882	Np004G2448400	Ag034G3831100
OG0013883	Np004G2446500	Ag034G3832300
OG0013884	Np004G2446300	Ag034G3832900
OG0013885	Np004G2445600	Ag034G3834500
OG0013886	Np004G2445000	Ag034G3835100
OG0013887	Np004G2095600	Ag034G3837000, Ag018G2486500
OG0013888	Np004G2441800	Ag034G3838100
OG0013889	Np004G2440200	Ag034G3841000
OG0013890	Np003G1664800	Ag034G3841900
OG0013891	Np004G2436900	Ag034G3842700, Ag034G3842800
OG0013892	Np004G2431800	Ag034G3847300
OG0013893	Np004G2431500	Ag034G3847700
OG0013894	Np004G2426700	Ag034G3855500
OG0013895	Np004G2425800	Ag034G3856800, Ag034G3856900
OG0013896	Np004G2424900	Ag034G3858600
OG0013897	Np004G2424600	Ag034G3859500, Ag034G3859400
OG0013898	Np004G2423900	Ag034G3860100
OG0013899	Np004G2423700	Ag034G3860200
OG0013900	Np004G2422700	Ag034G3863800
OG0013901	Np004G2418000	Ag034G3868200
OG0013902	Np004G2417900	Ag034G3868500
OG0013903	Np004G2413400	Ag034G3878000
OG0013904	Np004G2411400	Ag034G3881100
OG0013905	Np001G0170900	Ag034G3888200
OG0013906	Np004G2406500	Ag034G3888500
OG0013907	Np004G2403200	Ag034G3895700
OG0013908	Np004G2401600	Ag034G3897700
OG0013910	Np004G2400000	Ag034G3900500
OG0013911	Np004G2399000	Ag034G3901400
OG0013912	Np004G2397100	Ag034G3902800
OG0013913	Np004G2396600	Ag034G3903500
OG0013914	Np004G2396400	Ag034G3903700
OG0013916	Np004G2394500	Ag034G3905900
OG0013917	Np004G2393800	Ag034G3906700
OG0013918	Np004G2390000	Ag034G3915100
OG0013920	Np003G1275800	Ag034G3921900
OG0013921	Np004G2386700	Ag034G3923300
OG0013922	Np004G2386400	Ag034G3923700
OG0013923	Np004G2386300	Ag034G3923800
OG0013924	Np004G2385200	Ag034G3924900
OG0013925	Np004G2384700	Ag034G3925400
OG0013926	Np004G2380900	Ag034G3934200
OG0013927	Np004G2379100	Ag034G3935400
OG0013928	Np004G2378900	Ag034G3936700
OG0013929	Np004G2377900	Ag034G3938700
OG0013930	Np004G2376600	Ag034G3940700
OG0013931	Np004G2376300	Ag034G3941700
OG0013932	Np004G2375000	Ag034G3943600
OG0013933	Np004G2371900	Ag034G3947500, Ag034G3947700
OG0013934	Np004G2366700	Ag034G3957900
OG0013935	Np004G2366200	Ag034G3959300
OG0013936	Np004G2365500	Ag034G3959800
OG0013937	Np004G2365400	Ag034G3959900
OG0013938	Np004G2365200, Np004G2365000	Ag034G3960300, Ag034G3960100
OG0013939	Np004G2362000	Ag034G3962700
OG0013940	Np004G2361300	Ag034G3963100
OG0013941	Np004G2359700	Ag034G3964800
OG0013942	Np004G2359000	Ag034G3965600
OG0013943	Np004G2358200	Ag034G3966400
OG0013944	Np004G2358000	Ag034G3966600
OG0013945	Np004G2364400	Ag034G3967200
OG0013946	Np004G2357300	Ag034G3968300
OG0013947	Np004G2356200	Ag034G3970400
OG0013948	Np001G0247500	Ag034G3971200
OG0013949	Np004G2354000	Ag034G3975100
OG0013950	Np004G2353700	Ag034G3975400
OG0013951	Np005G3160100	Ag034G3976200
OG0013952	Np004G2351700	Ag034G3979300
OG0013953	Np004G2351100	Ag034G3980000
OG0013954	Np004G2350000	Ag034G3982500
OG0013955	Np004G2346700	Ag034G3988400
OG0013956	Np004G2340300, Np004G2341100	Ag034G4001200
OG0013957	Np004G2341000	Ag034G4001500
OG0013958	Np004G2340800	Ag034G4001700
OG0013959	Np002G1136900, Np004G2340000	Ag034G4003000
OG0013960	Np004G2339900	Ag034G4003100
OG0013961	Np004G2336200	Ag034G4008600
OG0013962	Np004G2332900	Ag034G4011200
OG0013963	Np004G2327700	Ag034G4014100
OG0013964	Np004G2326800	Ag034G4015000
OG0013965	Np004G2325400	Ag034G4016900
OG0013966	Np001G0180700	Ag034G4017700
OG0013967	Np004G2317100	Ag034G4026700
OG0013968	Np004G2313300	Ag034G4029600
OG0013969	Np004G2312100	Ag034G4031800
OG0013970	Np004G2311900	Ag034G4032200
OG0013971	Np004G2311800	Ag034G4032300
OG0013973	Np002G0833200	Ag034G4039600
OG0013974	Np002G0834300	Ag034G4041100
OG0013975	Np002G0834700	Ag025G2932800, Ag034G4041900
OG0013976	Np002G0835100	Ag034G4042300
OG0013977	Np002G0835400	Ag034G4042600
OG0013978	Np002G0835700	Ag034G4043400
OG0013979	Np002G0836900	Ag034G4046200
OG0013980	Np002G0837700	Ag034G4046800
OG0013981	Np002G0838200	Ag034G4047200
OG0013982	Np002G0840300	Ag034G4049700
OG0013983	Np002G0846300	Ag034G4056000
OG0013984	Np002G0846800	Ag034G4056700
OG0013985	Np002G0849500	Ag034G4058800
OG0013986	Np002G0851200	Ag034G4061400
OG0013987	Np002G0851900	Ag034G4062000
OG0013988	Np002G0852000	Ag034G4062100
OG0013989	Np002G0853600	Ag034G4063900
OG0013990	Np002G0857200	Ag034G4069700
OG0013991	Np005G2828200	Ag052G4848800
OG0013992	Np005G2827800	Ag052G4850000, Ag052G4850100
OG0013993	Np004G2057800	Ag052G4852100
OG0013994	Np002G1237000	Ag002G0092600, Ag024G2858100
OG0013995	Np002G1236900	Ag002G0092800, Ag024G2857900
OG0013996	Np002G1236800	Ag002G0093100, Ag024G2857700
OG0013997	Np002G1226700	Ag002G0127700
OG0013998	Np002G1224600	Ag002G0132000
OG0013999	Np005G2786800	Ag002G0134900
OG0014001	Np002G1217100	Ag002G0151300
OG0014002	Np001G0281600	Ag002G0160000
OG0014003	Np002G1212500	Ag002G0165000
OG0014004	Np002G1211900	Ag002G0167100
OG0014005	Np003G1437300	Ag002G0167700
OG0014006	Np002G1207600	Ag002G0174000
OG0014007	Np002G1199900	Ag002G0181100
OG0014008	Np002G1199000	Ag002G0182400
OG0014009	Np002G1196000	Ag002G0189700
OG0014010	Np002G1186100	Ag002G0199400
OG0014011	Np002G1184100	Ag002G0201000
OG0014012	Np002G1174000	Ag002G0216900
OG0014013	Np002G1173100	Ag002G0218600
OG0014014	Np002G1173000	Ag002G0219100
OG0014015	Np002G1169600	Ag002G0223000
OG0014016	Np002G1166500	Ag002G0226300
OG0014017	Np007G3800600	Ag002G0229000
OG0014018	Np002G1164600	Ag002G0229400
OG0014019	Np002G1161000	Ag002G0234600
OG0014020	Np002G1157200	Ag002G0239500
OG0014021	Np002G1155200	Ag002G0243400
OG0014022	Np002G1147400	Ag002G0248300
OG0014023	Np002G1141400	Ag002G0251700
OG0014024	Np002G1132000	Ag002G0257300
OG0014025	Np002G1192900, Np008G4283400	Ag002G0259200
OG0014026	Np002G1129100	Ag002G0260800
OG0014027	Np002G1112600	Ag002G0267500
OG0014028	Np002G1082800	Ag002G0269500
OG0014029	Np002G1079800	Ag002G0269800
OG0014030	Np002G1070800	Ag002G0273100
OG0014031	Np002G1237400	Ag024G2862600
OG0014032	Np002G1238900	Ag024G2868800, Ag024G2869000
OG0014033	Np002G1241300	Ag024G2884200
OG0014034	Np002G1243100	Ag024G2885600
OG0014035	Np002G1243200	Ag024G2886100
OG0014036	Np002G1243500	Ag024G2890800
OG0014037	Np002G1243600	Ag024G2891100, Ag024G2890900
OG0014038	Np002G1247900	Ag024G2898200
OG0014039	Np002G1232500	Ag024G2898700
OG0014040	Np003G1758400	Ag016G2311100
OG0014041	Np001G0340800	Ag016G2311500
OG0014042	Np001G0315500	Ag016G2331300
OG0014043	Np001G0317300	Ag016G2331600
OG0014044	Np001G0326500	Ag016G2334400
OG0014045	Np001G0389900, Np001G0390400	Ag016G2342300, Ag016G2340000
OG0014046	Np001G0392000	Ag016G2344700
OG0014047	Np001G0393000	Ag016G2345500
OG0014048	Np001G0397300	Ag016G2356100
OG0014049	Np001G0397700	Ag016G2357400
OG0014050	Np003G1846500	Ag016G2388100
OG0014051	Np003G1840100	Ag016G2395900
OG0014052	Np003G1839900	Ag016G2396000
OG0014053	Np003G1839300	Ag016G2397200
OG0014054	Np005G2751300	Ag065G5120100
OG0014055	Np005G2750400	Ag065G5121400
OG0014056	Np005G2750100	Ag065G5122500
OG0014058	Np005G2746100	Ag065G5127500
OG0014059	Np005G2745900	Ag065G5127700
OG0014060	Np005G3010800	Ag025G2908100
OG0014061	Np005G3007200	Ag025G2913200
OG0014062	Np004G2001400	Ag025G2918500
OG0014063	Np004G2000500	Ag025G2921700
OG0014064	Np004G1999300	Ag025G2921800
OG0014065	Np004G1993000	Ag025G2922100, Ag025G2939300
OG0014066	Np004G1997200	Ag025G2929700
OG0014067	Np004G1997100	Ag025G2929900
OG0014068	Np004G1993200	Ag025G2936600
OG0014069	Np004G1994500	Ag025G2938800
OG0014070	Np004G1992800	Ag025G2940200
OG0014071	Np004G1989400	Ag025G2945300
OG0014072	Np004G1987900	Ag025G2949200
OG0014073	Np004G1987400	Ag025G2951800, Ag025G2949400
OG0014074	Np004G1987000	Ag025G2950100
OG0014075	Np004G1986000	Ag025G2955600
OG0014076	Np004G1985900	Ag025G2955700
OG0014077	Np004G1983000	Ag025G2969800
OG0014078	Np004G1982600	Ag025G2969900
OG0014079	Np004G1982500	Ag025G2970000
OG0014080	Np004G1982300	Ag025G2970200
OG0014081	Np002G0786900	Ag072G5255400
OG0014082	Np002G0787400	Ag072G5255600
OG0014083	Np005G2600300	Ag011G1026600
OG0014084	Np005G2600500	Ag011G1026800
OG0014085	Np005G2600800	Ag011G1027300
OG0014086	Np005G2602200	Ag011G1028600
OG0014087	Np005G2602800	Ag011G1029000
OG0014088	Np005G2603200	Ag011G1029400
OG0014089	Np005G2604400	Ag011G1030900
OG0014090	Np005G2605800	Ag011G1032200
OG0014091	Np005G2606500	Ag011G1034100
OG0014092	Np005G2607000	Ag011G1034300
OG0014093	Np004G2156300, Np005G2609000	Ag011G1037600
OG0014094	Np005G2609400	Ag011G1038000
OG0014095	Np005G2610700	Ag011G1039800
OG0014096	Np005G2611300	Ag011G1040800
OG0014097	Np005G2611600	Ag011G1041100
OG0014099	Np005G2616100	Ag011G1046300
OG0014100	Np005G2616300	Ag011G1046400
OG0014101	Np005G2618300	Ag011G1052900
OG0014102	Np001G0181000	Ag011G1057600
OG0014103	Np005G2622600	Ag011G1060800
OG0014104	Np005G2623200	Ag011G1062300
OG0014105	Np005G2623600	Ag011G1062700
OG0014106	Np005G2624900	Ag011G1064300
OG0014107	Np005G2625200	Ag011G1064700
OG0014108	Np007G3889100	Ag011G1065500
OG0014109	Np005G2627300	Ag011G1068000
OG0014110	Np005G2627500	Ag011G1068700
OG0014111	Np005G2698400	Ag011G1069600
OG0014112	Np005G2696900	Ag011G1072500
OG0014113	Np005G2693600	Ag011G1078200
OG0014114	Np005G2693300	Ag011G1078800
OG0014115	Np005G2689200	Ag011G1084100
OG0014116	Np005G2688000	Ag011G1085100
OG0014117	Np003G1413300, Np007G3907900	Ag011G1090400
OG0014118	Np005G2683500	Ag011G1095000
OG0014119	Np005G2683400	Ag011G1095100
OG0014120	Np005G2683000	Ag011G1096300
OG0014121	Np005G2681900	Ag011G1098200
OG0014122	Np005G2680800	Ag011G1100000
OG0014123	Np005G2680400	Ag011G1100400
OG0014124	Np005G2680300	Ag011G1100500
OG0014125	Np005G2678700	Ag011G1102600
OG0014126	Np005G2676700	Ag011G1107300
OG0014127	Np005G2674600	Ag011G1113700
OG0014128	Np005G2670900	Ag011G1120200
OG0014129	Np005G2667100, Np005G2666600	Ag011G1122600
OG0014130	Np005G3106600	Ag011G1124500
OG0014131	Np005G2664000	Ag011G1125600
OG0014132	Np005G2660000	Ag011G1136200
OG0014133	Np005G2657700	Ag011G1140900
OG0014134	Np005G2654600	Ag011G1146300
OG0014135	Np005G2648500	Ag011G1151700
OG0014136	Np005G2647300	Ag011G1154500
OG0014137	Np005G2646100	Ag011G1156700
OG0014138	Np005G2644600	Ag011G1161500
OG0014139	Np005G2705400	Ag011G1169900, Ag011G1170200
OG0014140	Np005G2703000	Ag011G1173700
OG0014141	Np005G2701700	Ag011G1175800
OG0014142	Np005G2700500	Ag011G1177300
OG0014143	Np005G2700100	Ag011G1178000
OG0014144	Np005G2699700	Ag011G1179400
OG0014145	Np005G2628400	Ag011G1182700
OG0014146	Np005G2629000	Ag011G1183100
OG0014147	Np005G2629300	Ag011G1183500
OG0014148	Np005G2630600	Ag011G1185700
OG0014149	Np005G2631000	Ag011G1187100
OG0014150	Np005G2632500	Ag011G1191500
OG0014151	Np005G2633100	Ag011G1192600, Ag011G1192700
OG0014152	Np005G2633300	Ag011G1194500
OG0014153	Np005G2634700	Ag011G1196500
OG0014154	Np005G2635800	Ag011G1199100, Ag011G1198700
OG0014155	Np005G2637300	Ag011G1202800
OG0014156	Np005G2638400	Ag011G1206100
OG0014157	Np005G2641400	Ag011G1217600
OG0014158	Np005G2642500	Ag011G1220200
OG0014159	Np001G0252000	Ag011G1239100
OG0014160	Np005G2717600	Ag011G1254600
OG0014161	Np005G2717700	Ag011G1254700
OG0014162	Np005G2718400	Ag011G1256300
OG0014163	Np005G2721800	Ag011G1260300
OG0014164	Np003G1844000	Ag011G1261000
OG0014165	Np005G2724800	Ag011G1266600
OG0014166	Np005G2726200	Ag011G1268600
OG0014167	Np005G2727000	Ag011G1270300
OG0014168	Np005G2727300	Ag011G1270700
OG0014169	Np001G0475200	Ag098G5475800
OG0014170	Np006G3412000	Ag064G5103500
OG0014171	Np007G3859100	Ag064G5106700
OG0014172	Np007G3861700	Ag064G5110200
OG0014173	Np002G0821300, Np002G0821700	Ag018G2436700
OG0014174	Np002G0823700, Np002G0822700	Ag018G2438200
OG0014175	Np002G0824500	Ag018G2440500
OG0014176	Np002G0825400	Ag018G2441200
OG0014177	Np002G0826100	Ag018G2442700
OG0014178	Np002G0826900	Ag018G2443400
OG0014179	Np002G0831400	Ag018G2449900
OG0014180	Np002G0831500	Ag018G2450100
OG0014181	Np004G2307500	Ag018G2452400
OG0014182	Np004G2304000	Ag018G2456900
OG0014183	Np002G0967400	Ag018G2460500
OG0014184	Np004G2295000	Ag018G2461800
OG0014185	Np004G2289800	Ag018G2464100
OG0014186	Np004G2289000	Ag018G2464400
OG0014187	Np004G2268800	Ag018G2474500
OG0014188	Np004G2261400	Ag018G2477600
OG0014189	Np004G2258600	Ag018G2478600
OG0014190	Np004G2247800	Ag018G2481300
OG0014191	Np004G2247700	Ag018G2481400
OG0014192	Np004G2246600	Ag018G2481800
OG0014193	Np006G3623000	Ag018G2485600
OG0014195	Np003G1870300	Ag019G2492900
OG0014196	Np003G1870500	Ag019G2493100
OG0014197	Np003G1871100	Ag019G2495300
OG0014198	Np003G1871500	Ag019G2495600
OG0014199	Np003G1872200	Ag019G2496300
OG0014200	Np003G1872300	Ag019G2496400
OG0014201	Np003G1873300	Ag019G2497800
OG0014202	Np003G1874200	Ag019G2499600
OG0014203	Np003G1874300	Ag019G2500200
OG0014204	Np003G1876000	Ag019G2502800
OG0014205	Np003G1876100	Ag019G2503600
OG0014206	Np003G1876800	Ag019G2504600
OG0014207	Np003G1877500	Ag019G2506000
OG0014208	Np003G1878100	Ag019G2507700
OG0014209	Np003G1880800	Ag019G2512500
OG0014210	Np003G1882800	Ag019G2515200
OG0014211	Np005G2796600	Ag019G2518500
OG0014212	Np003G1885800	Ag019G2519600
OG0014213	Np003G1889600	Ag019G2528600
OG0014214	Np003G1890700	Ag019G2528700
OG0014215	Np003G1892000	Ag019G2530500
OG0014216	Np003G1892500	Ag019G2531600, Ag019G2532100
OG0014218	Np006G3488500, Np003G1895100	Ag019G2536700
