Orthogroup	Noccaea_praecox	Alyssum_gmelinii
OG0000173	Np001G0199900	Ag011G1199300, Ag068G5224200, Ag068G5224000, Ag011G1085700, Ag033G3597600
OG0000174	Np004G2073400, Np002G0998200, Np004G2311300, Np004G2306100, Np005G2829600, Np005G2992600, Np003G1659900, Np003G1696800, Np003G1769800	Ag014G1989900, Ag018G2446300, Ag039G4332400, Ag034G3903300, Ag031G3411400, Ag027G3023200
OG0000174	Np002G1029900	Ag064G5095900, Ag013G1514400, Ag004G0425200, Ag042G4401700, Ag072G5254600, Ag039G4257400, Ag014G1813500, Ag011G1172800
OG0000174	Np004G2082700, Np004G2374700, Np004G2142500, Np007G4219300, Np005G2804000	Ag061G5042100, Ag027G3034800, Ag075G5303100
OG0000175	Np003G1416000	Ag013G1441100
OG0000175	Np004G2480900, Np002G1160900	Ag002G0234800
OG0000175	Np001G0685700	Ag003G0294400
OG0000175	Np006G3217800	Ag012G1302600
OG0000176	Np007G4189400	Ag014G1823200, Ag014G1822800, Ag014G1822900, Ag014G1823300, Ag014G1822700
OG0000176	Np006G3654200	Ag014G1833200
OG0000177	Np002G0868200, Np007G3897800, Np002G0760200	Ag004G0483700
OG0000178	Np003G1833700	Ag066G5142800
OG0000178	Np003G1835100	Ag016G2366900, Ag016G2366600
OG0000178	Np003G1835200	Ag016G2366000, Ag016G2366700
OG0000178	Np003G1834900, Np003G1834200	Ag066G5144100, Ag066G5143400
OG0000183	Np002G0949900, Np001G0612700, Np005G3124900	Ag061G5037800
OG0000183	Np001G0436300	Ag004G0583300
OG0000183	Np003G1497800	Ag039G4185200
OG0000183	Np006G3615500	Ag013G1588300
OG0000184	Np007G3824400, Np007G3829200	Ag027G3048100
OG0000184	Np007G3795700	Ag027G3047200, Ag027G3046800
OG0000188	Np007G4202700	Ag042G4412300
OG0000188	Np007G4208500	Ag063G5067000, Ag002G0125500, Ag014G1815800
OG0000188	Np007G4202800, Np004G1955500	Ag014G1820500, Ag014G1820600, Ag011G1195700
OG0000188	Np001G0338100	Ag042G4428600, Ag042G4412400, Ag014G1989600
OG0000189	Np001G0530500	Ag017G2433500, Ag040G4349500
OG0000189	Np007G3769000	Ag044G4495700
OG0000189	Np002G0772800, Np004G2354100	Ag048G4687900
OG0000191	Np006G3490300, Np005G3031400	Ag015G2179600, Ag002G0173300, Ag047G4543700
OG0000191	Np006G3490400, Np005G3031500, Np005G3157900, Np003G1298200, Np007G4044100, Np007G4035600	Ag033G3514800, Ag031G3293800, Ag052G4855700, Ag004G0666500, Ag022G2668400, Ag011G1171900, Ag015G2179500, Ag002G0258300
OG0000192	Np003G1311400	Ag034G3846600, Ag050G4764200, Ag034G3846200, Ag016G2290200
OG0000193	Np007G3913400	Ag014G2033900
OG0000193	Np004G1960100, Np004G1960300	Ag031G3245800, Ag011G1262700, Ag002G0190300, Ag014G2036500, Ag014G2036600
OG0000196	Np005G2929400	Ag048G4576200
OG0000197	Np004G2439300, Np002G1112700, Np005G2896400, Np001G0033100	Ag001G0061800, Ag032G3452100, Ag033G3647000, Ag033G3646800
OG0000197	Np005G2896800, Np005G2896900	Ag033G3647600, Ag033G3647500
OG0000198	Np001G0273200	Ag027G3046500
OG0000198	Np006G3633600, Np003G1742600	Ag034G3876100, Ag034G3875700, Ag034G3875800, Ag034G3876300, Ag034G3876400
OG0000198	Np004G2415000, Np004G2414700	Ag034G3875600
OG0000198	Np005G2833600	Ag034G3844000, Ag033G3487200, Ag077G5316000
OG0000199	Np007G3776000, Np007G3775100, Np006G3307800	Ag068G5227600, Ag031G3205000
OG0000200	Np004G2544000	Ag034G3715300, Ag034G3715100, Ag034G3715600
OG0000200	Np004G2120400, Np004G2543900	Ag034G3715200, Ag034G3715500
OG0000200	Np004G2143200, Np004G2141700, Np003G1654700, Np004G2141600, Np004G2143500, Np003G1654600	Ag034G3715400
OG0000202	Np003G1863300, Np003G1862700	Ag022G2641200
OG0000202	Np007G3890500	Ag019G2492100
OG0000202	Np007G3791900	Ag048G4676700
OG0000203	Np001G0632300	Ag031G3270000
OG0000203	Np001G0631800	Ag031G3270800
OG0000204	Np010G4333900, Np002G1006100, Np008G4258800, Np001G0373800, Np002G1023600, Np003G1715100, Np004G2296300, Np006G3432400, Np002G1076300, Np005G3053600, Np001G0460800, Np001G0205300, Np005G3023800, Np002G1189000, Np002G1009400, Np005G2971600, Np002G0943300	Ag033G3617000, Ag034G3918800, Ag013G1736600, Ag015G2272000, Ag014G2066700, Ag014G2066900, Ag063G5082200, Ag054G4879200, Ag002G0110300, Ag051G4830700, Ag050G4746200, Ag047G4540300, Ag011G1167800, Ag027G3053300
OG0000206	Np003G1786800	Ag003G0367500
OG0000209	Np003G1366500	Ag013G1527000, Ag013G1527200, Ag013G1526500
OG0000209	Np004G2336500	Ag034G3859800, Ag031G3345400, Ag058G4976900, Ag006G0806100, Ag011G1197300, Ag034G3855000, Ag034G3854900, Ag034G3850200
OG0000210	Np006G3250000	Ag003G0329800, Ag003G0330000
OG0000210	Np002G1162900	Ag004G0616900
OG0000210	Np001G0662300	Ag031G3221600
OG0000215	Np007G4021500, Np002G1038000	Ag061G5039900, Ag040G4337500
OG0000215	Np002G0864000	Ag007G0896700
OG0000216	Np002G1121800	Ag002G0262400
OG0000216	Np001G0487900, Np005G3139900, Np005G3139100, Np001G0606300, Np001G0606400	Ag031G3320500
OG0000219	Np001G0161000, Np003G1677000, Np005G3102000, Np002G0871700	Ag015G2278200, Ag013G1733900, Ag003G0403300
OG0000225	Np002G0731000, Np002G0731100	Ag048G4601600
OG0000225	Np002G0730800	Ag061G5039000, Ag048G4599700, Ag048G4599600, Ag048G4599100, Ag048G4599800, Ag048G4598800, Ag048G4598900, Ag048G4598600, Ag034G3762800, Ag048G4598700
OG0000225	Np002G0730400	Ag025G2955300
OG0000226	Np005G3168600	Ag022G2747400, Ag022G2743200
OG0000227	Np006G3524200, Np006G3524300	Ag014G1926300, Ag014G1926900
OG0000229	Np006G3473000	Ag013G1568700
OG0000229	Np003G1876400	Ag015G2186100
OG0000230	Np001G0641400	Ag031G3255600, Ag031G3298100, Ag031G3298200
OG0000230	Np001G0642200	Ag031G3253600
OG0000232	Np004G2411800, Np006G3677000	Ag047G4548200
OG0000232	Np006G3632500, Np007G3843600, Np001G0330000, Np002G0948700, Np004G2389900, Np006G3592000, Np005G2963500	Ag010G1010500
OG0000233	Np003G1335300	Ag013G1570300
OG0000233	Np003G1335100	Ag013G1570500
OG0000233	Np003G1335000, Np003G1334700, Np003G1334800, Np003G1334900, Np005G2911800	Ag031G3246600
OG0000234	Np003G1792500	Ag003G0323000
OG0000234	Np004G2055100, Np003G1316700	Ag022G2764200, Ag022G2764500, Ag022G2764700, Ag022G2764000, Ag022G2768000, Ag022G2768600, Ag022G2768200, Ag022G2768100, Ag022G2768400, Ag022G2768300, Ag011G1232900, Ag022G2767600, Ag022G2767700, Ag054G4882400, Ag022G2767800, Ag022G2764100, Ag022G2767900, Ag022G2764300, Ag039G4209400, Ag039G4208100, Ag039G4208800, Ag039G4208300, Ag039G4208700, Ag039G4209300, Ag039G4209100, Ag039G4209000, Ag039G4208400, Ag039G4208200
OG0000235	Np005G3142900	Ag006G0818900, Ag048G4555300, Ag048G4555000, Ag048G4555900, Ag048G4556200, Ag031G3330700, Ag048G4556000, Ag088G5427900, Ag004G0433900, Ag004G0434000
OG0000236	Np003G1773300	Ag004G0579500, Ag004G0579700, Ag004G0579800
OG0000237	Np006G3664800, Np005G3024700	Ag002G0200000
OG0000237	Np006G3646600, Np006G3664500	Ag039G4321500, Ag022G2710600, Ag022G2710900, Ag022G2710800, Ag022G2711000, Ag022G2711600, Ag006G0819300
OG0000237	Np007G3835000	Ag027G3032700
OG0000238	Np002G0845400	Ag034G4055200
OG0000238	Np002G0845300	Ag034G4054800
OG0000238	Np004G2308900	Ag002G0184700
OG0000238	Np004G2309500	Ag034G4035700
OG0000241	Np005G2864100	Ag033G3624000
OG0000241	Np003G1837500	Ag066G5154900, Ag087G5425500
OG0000242	Np001G0141900	Ag025G2907300, Ag053G4869700, Ag060G4999200
OG0000243	Np004G2125800, Np004G2125100, Np004G2125600	Ag013G1732100, Ag013G1731300
OG0000244	Np003G1858400	Ag016G2372100
OG0000244	Np003G1858200, Np003G1858100, Np003G1857800	Ag013G1572000
OG0000244	Np003G1848200, Np003G1848100	Ag016G2373600
OG0000245	Np004G2322800, Np006G3313100, Np003G1676900	Ag048G4685400
OG0000245	Np004G2269800	Ag062G5056200, Ag021G2611100
OG0000246	Np006G3384100, Np003G1776100	Ag054G4896600, Ag039G4258400
OG0000246	Np005G3092400	Ag054G4896100
OG0000247	Np004G2538200, Np003G1780900, Np003G1801100, Np003G1791800, Np003G1778100, Np003G1777900, Np003G1786000, Np004G2175400	Ag014G2114700, Ag014G2114900, Ag014G2114800, Ag014G2114500, Ag014G2114600, Ag027G3032000, Ag034G3721900, Ag033G3509400, Ag042G4395500, Ag033G3506700, Ag001G0009300, Ag007G0907500
OG0000248	Np005G2610500	Ag011G1039300, Ag011G1039400
OG0000248	Np002G0860000	Ag034G3929700
OG0000249	Np002G1058300	Ag001G0068300
OG0000249	Np004G2068000	Ag013G1518200
OG0000249	Np009G4325100	Ag014G2125100, Ag014G2124700, Ag016G2360300
OG0000249	Np009G4325200	Ag047G4539500, Ag046G4528600
OG0000249	Np001G0129900, Np003G1744700	Ag033G3520600
OG0000250	Np007G3953700	Ag022G2758100
OG0000250	Np007G4128700	Ag014G1902600
OG0000250	Np003G1647300	Ag002G0159600
OG0000251	Np001G0226900	Ag039G4288800
OG0000251	Np001G0491300, Np001G0226800, Np001G0226600	Ag034G3997100
OG0000251	Np003G1562200	Ag004G0694500
OG0000252	Np002G1217000, Np002G1216400, Np002G1216900, Np002G1216600	Ag002G0152300
OG0000252	Np002G0748600, Np002G0748800, Np002G0748900	Ag048G4636300, Ag048G4635400, Ag001G0042600, Ag048G4635300
OG0000253	Np003G1267100, Np003G1271600	Ag066G5151200
OG0000253	Np002G0865000	Ag001G0017800
OG0000253	Np006G3304500	Ag039G4275200, Ag001G0017200
OG0000257	Np002G0773000, Np001G0171800, Np001G0168200	Ag048G4692100, Ag048G4691500, Ag048G4692300
OG0000258	Np004G2182400	Ag078G5365000
OG0000259	Np001G0461900	Ag039G4215200, Ag039G4215400, Ag039G4215300, Ag050G4772900, Ag039G4214200, Ag039G4214100, Ag039G4213800, Ag039G4213700, Ag014G2073900, Ag014G2073000
OG0000262	Np004G2283300	Ag024G2853300
OG0000262	Np002G1139000, Np007G4037400, Np002G1236600	Ag024G2855100, Ag002G0111100, Ag063G5081500, Ag063G5080600, Ag024G2856400, Ag002G0095700, Ag024G2866300, Ag024G2866100, Ag024G2865000, Ag024G2865200, Ag024G2864400, Ag002G0095200, Ag002G0096500, Ag024G2855200, Ag024G2865500, Ag024G2854500, Ag063G5082300, Ag002G0110100, Ag024G2865100, Ag024G2864700, Ag002G0153000, Ag002G0095600, Ag024G2856300, Ag024G2855400, Ag002G0096300
OG0000265	Np005G3140200, Np007G4120400, Np002G0744800, Np002G0778500, Np003G1560300, Np004G1972500, Np006G3567500, Np004G2255600, Np001G0314500	Ag007G0867200, Ag042G4396600, Ag050G4782300, Ag002G0175100, Ag002G0258600, Ag048G4700200, Ag014G1923200, Ag036G4112900, Ag023G2843400, Ag071G5240200, Ag052G4863000, Ag003G0334200, Ag033G3641000, Ag071G5246600, Ag071G5246700, Ag022G2726600, Ag065G5125400, Ag002G0115400, Ag039G4187900, Ag011G1185800, Ag008G0941300, Ag012G1307200, Ag075G5286000, Ag014G2065500, Ag053G4873100, Ag022G2747900, Ag004G0739500, Ag015G2248100, Ag054G4891200, Ag021G2601800, Ag055G4910100, Ag013G1480600, Ag002G0214400, Ag013G1500200, Ag067G5197400, Ag029G3122800
OG0000267	Np006G3503500	Ag088G5435900, Ag061G5036200
OG0000267	Np001G0079700	Ag038G4178800, Ag004G0593300, Ag043G4450900, Ag018G2437000, Ag065G5123900, Ag026G3001500, Ag031G3366700
OG0000268	Np002G1065200	Ag013G1520000
OG0000268	Np011G4358700, Np006G3603100	Ag029G3091000
OG0000269	Np003G1526500	Ag004G0636600, Ag004G0635100, Ag004G0636400, Ag007G0892200
OG0000269	Np001G0459000, Np001G0458900	Ag016G2389000
OG0000269	Np004G2521600	Ag013G1620300, Ag013G1620400, Ag013G1620600
OG0000270	Np005G2730100	Ag002G0158900, Ag039G4193000
OG0000270	Np006G3619100	Ag002G0160600
OG0000274	Np002G1028400	Ag002G0150500, Ag011G1223200, Ag016G2295900
OG0000274	Np002G1089600, Np007G4175900	Ag015G2260200
OG0000275	Np005G2619800	Ag014G1804000
OG0000275	Np004G1985300	Ag011G1055200
OG0000276	Np002G1070200, Np001G0402600	Ag078G5381700, Ag045G4512800, Ag048G4721900
OG0000276	Np002G1079600, Np002G1026500	Ag033G3489400
OG0000276	Np007G3963600, Np004G2391400, Np002G1180800, Np005G2842400, Np002G1001000, Np005G3185400, Np006G3594100	Ag006G0803600, Ag037G4126900, Ag051G4824600, Ag013G1392400
OG0000276	Np007G4034600, Np007G3963500	Ag013G1378700
OG0000277	Np007G3772100	Ag011G1147800
OG0000277	Np004G2355900	Ag048G4700100, Ag034G3972300
OG0000278	Np005G3116600	Ag054G4882600, Ag054G4885700, Ag050G4747300
OG0000279	Np001G0387500	Ag006G0844200, Ag016G2337000
OG0000279	Np002G1141200, Np003G1803300	Ag066G5133900, Ag016G2336900, Ag006G0843600
OG0000279	Np005G3095700, Np001G0385400, Np001G0386500	Ag016G2337700
OG0000282	Np005G2741000	Ag033G3614700, Ag033G3609700, Ag050G4769500, Ag033G3533000
OG0000283	Np005G2968000, Np003G1722900	Ag066G5158700, Ag048G4720200, Ag056G4950200, Ag004G0743600
OG0000284	Np005G2943000	Ag056G4943900
OG0000285	Np005G2879700	Ag033G3606300
OG0000285	Np004G2185500	Ag033G3605400
OG0000286	Np003G1578100	Ag003G0333300, Ag003G0333800, Ag003G0333900, Ag002G0119000
OG0000286	Np002G0753400	Ag066G5158600, Ag066G5163200, Ag066G5168800
OG0000286	Np003G1257000	Ag011G1174800
OG0000290	Np002G1239600	Ag024G2873500
OG0000290	Np002G1239700, Np002G1239800	Ag016G2343100, Ag024G2877300
OG0000291	Np002G0943700, Np007G3891200	Ag087G5424000, Ag066G5136400
OG0000294	Np007G3931800, Np002G0947400	Ag013G1408700
OG0000294	Np002G1225100	Ag013G1499400, Ag013G1499300, Ag013G1428100, Ag011G1168600, Ag011G1169000, Ag013G1683000, Ag031G3261900, Ag031G3261800, Ag031G3261700, Ag002G0131200, Ag002G0131300, Ag002G0131600, Ag002G0130900, Ag002G0131500, Ag002G0130700
OG0000295	Np005G2760100	Ag023G2804700
OG0000295	Np004G2108200	Ag013G1715800
OG0000295	Np004G2108300	Ag014G1932700, Ag014G1932800, Ag014G1932400
OG0000296	Np003G1534000, Np007G4243900, Np003G1534400	Ag031G3329800, Ag004G0650600
OG0000296	Np003G1539300	Ag004G0706200, Ag025G2921300, Ag004G0655000
OG0000296	Np003G1534300	Ag004G0653000, Ag004G0657900, Ag004G0657700, Ag004G0658000
OG0000298	Np001G0361700, Np004G2066800, Np004G2066700	Ag052G4862800, Ag015G2271900
OG0000299	Np002G1034500	Ag016G2330100
OG0000300	Np004G2011900, Np005G3197000	Ag004G0480800
OG0000300	Np001G0067800	Ag004G0445400, Ag004G0445500, Ag016G2373000
OG0000300	Np004G1944000	Ag031G3326500, Ag014G2087000, Ag031G3322500, Ag031G3308400, Ag031G3308600, Ag050G4792800, Ag050G4792400, Ag031G3326300, Ag031G3326400, Ag031G3334000, Ag031G3326600, Ag031G3326800, Ag033G3610300, Ag033G3610000, Ag003G0290700, Ag034G3971000, Ag034G3971300, Ag031G3321500, Ag031G3322600
OG0000301	Np001G0656600	Ag003G0336900, Ag087G5424700, Ag066G5154200, Ag003G0337100, Ag003G0336800, Ag003G0337200, Ag003G0337700, Ag001G0079600, Ag003G0337300
OG0000301	Np006G3657800, Np006G3692300, Np001G0664000	Ag031G3347600
OG0000303	Np003G1645600	Ag016G2400100
OG0000304	Np006G3316300	Ag039G4234500, Ag039G4235300, Ag039G4235000
OG0000305	Np004G2390100	Ag034G3915000, Ag034G3914600, Ag034G3914900, Ag034G3920800
OG0000305	Np006G3318300, Np002G0828600	Ag039G4209500
OG0000307	Np007G3778000, Np007G3777800, Np007G3729400, Np005G3140500	Ag013G1490100, Ag013G1490200
OG0000307	Np007G3777700	Ag034G3906800, Ag034G3906900, Ag001G0055100, Ag001G0054700, Ag001G0054800, Ag004G0720800, Ag001G0061400, Ag048G4591800, Ag072G5253600, Ag001G0048900, Ag078G5365200, Ag048G4665600, Ag048G4620000, Ag048G4586800, Ag048G4586700, Ag004G0726400, Ag034G3956700, Ag050G4767200, Ag027G3061400
OG0000308	Np001G0413700	Ag013G1677100
OG0000308	Np001G0413900, Np001G0413800, Np001G0414200, Np001G0414100	Ag013G1676600, Ag013G1677000
OG0000309	Np005G3043400	Ag011G1209100
OG0000309	Np005G3043100, Np003G1518900, Np005G3043300, Np004G1968600	Ag034G3748300
OG0000313	Np006G3319700	Ag022G2703300, Ag039G4211800
OG0000314	Np003G1698600	Ag045G4519200, Ag025G2967900
OG0000314	Np003G1725200	Ag065G5124700
OG0000314	Np001G0349500	Ag039G4181900
OG0000314	Np002G0900000	Ag012G1335500
OG0000314	Np002G1133400, Np005G3049900	Ag022G2790500, Ag039G4207600
OG0000316	Np002G1064100	Ag014G1998300, Ag014G1997300, Ag014G1997200, Ag014G1998500, Ag014G1998400
OG0000318	Np004G2401400	Ag048G4586600
OG0000318	Np004G2401300	Ag034G3897800
OG0000320	Np008G4290700	Ag013G1422600
OG0000321	Np004G1971000	Ag001G0019600
OG0000321	Np003G1478600, Np003G1478700	Ag004G0557500
OG0000322	Np006G3488400, Np003G1896200, Np003G1887600	Ag004G0689100, Ag004G0681500
OG0000323	Np003G1805200	Ag034G3926500
OG0000323	Np005G3167200	Ag034G3926300
OG0000323	Np004G2384500	Ag034G3927900
OG0000325	Np004G2554700	Ag034G3702900
OG0000325	Np004G2554500	Ag034G3703000
OG0000326	Np006G3247600	Ag014G1883700, Ag048G4652000, Ag014G1904300, Ag014G1877400
OG0000326	Np004G2144700, Np005G3048100	Ag048G4619000, Ag048G4618600, Ag048G4618500, Ag048G4617000, Ag048G4617100, Ag048G4618900
OG0000327	Np005G2894400, Np005G2895700, Np005G2894300	Ag022G2659500, Ag022G2659700, Ag022G2660500, Ag022G2659600, Ag033G3644800, Ag033G3644900
OG0000328	Np007G3808000	Ag014G2172200, Ag027G3069600
OG0000328	Np007G3807900	Ag014G2171700
OG0000328	Np007G3807200	Ag014G2171200
OG0000328	Np007G3807400	Ag027G3069300, Ag014G2172500
OG0000328	Np007G3807700	Ag014G2172300, Ag027G3069500
OG0000328	Np007G3807300	Ag014G2171600, Ag027G3069900
OG0000328	Np005G3078400	Ag014G2172100, Ag027G3069700, Ag027G3069800, Ag048G4596900
OG0000329	Np005G3045800	Ag007G0902000
OG0000329	Np004G2324000, Np005G3144800, Np005G3144500	Ag011G1193200, Ag011G1193800, Ag011G1193700, Ag011G1193600, Ag011G1194000, Ag011G1193100
OG0000330	Np002G0817100, Np002G0817000	Ag078G5330800, Ag078G5331200
OG0000330	Np002G0817200	Ag078G5330400
OG0000331	Np003G1874800	Ag019G2501200
OG0000331	Np007G3925500	Ag014G2057000
OG0000331	Np006G3382400	Ag039G4332600
OG0000331	Np004G2579100	Ag034G3670300, Ag034G3670400
OG0000332	Np002G1180900	Ag002G0205300, Ag002G0205000
OG0000334	Np002G0988300	Ag055G4926000
OG0000335	Np001G0652400, Np001G0653300	Ag031G3219300
OG0000335	Np001G0491000, Np001G0490700	Ag031G3229600, Ag013G1460500
OG0000339	Np001G0393100	Ag033G3576300
OG0000339	Np005G2885700	Ag033G3572900
OG0000341	Np004G1990800, Np007G3759900	Ag025G2942800, Ag025G2937100, Ag034G3996500, Ag013G1647200
OG0000341	Np005G2628800	Ag011G1205000
OG0000344	Np007G3786100	Ag011G1249400, Ag013G1576000, Ag013G1576100, Ag034G4012000, Ag034G3803300, Ag057G4968000, Ag057G4968200, Ag034G4005300
OG0000345	Np003G1357300	Ag013G1680600
OG0000345	Np004G2560200	Ag034G3696300, Ag013G1680400
OG0000346	Np001G0560600	Ag031G3394900
OG0000346	Np001G0228500, Np001G0228200, Np001G0228300	Ag012G1326300
OG0000346	Np004G1975800, Np001G0561000	Ag031G3394600
OG0000347	Np006G3234300	Ag003G0312500
OG0000347	Np001G0672700	Ag031G3206800
OG0000347	Np005G2837600	Ag033G3493900, Ag077G5323600
OG0000347	Np004G2592100	Ag034G3657100
OG0000349	Np003G1526900, Np003G1527100	Ag004G0637900
OG0000349	Np003G1527600	Ag004G0637000, Ag004G0638200
OG0000350	Np007G3817600, Np007G3817500, Np007G3817800, Np007G3824500, Np007G3824300, Np007G3845500, Np007G3845200, Np007G3829000	Ag027G3050300, Ag027G3050800, Ag027G3050700, Ag039G4215100, Ag039G4214700, Ag039G4214800, Ag039G4214500, Ag039G4214300, Ag023G2837300, Ag027G3050200, Ag027G3050100, Ag027G3050400, Ag027G3049600, Ag027G3049300
OG0000351	Np007G4098900, Np005G2793500, Np005G2793600, Np007G4098800	Ag014G1940600, Ag014G1940700
OG0000355	Np003G1518500	Ag004G0619100, Ag004G0618800, Ag031G3396300, Ag013G1472200, Ag011G1225700, Ag088G5427800, Ag088G5427600, Ag004G0617700, Ag002G0187000, Ag004G0619000, Ag004G0618600, Ag004G0618100, Ag004G0617600
OG0000355	Np007G3970700	Ag014G2132500
OG0000355	Np004G2019400	Ag013G1608700
OG0000356	Np006G3653600, Np006G3653700	Ag013G1652400, Ag014G1871500
OG0000357	Np004G2131300, Np004G2131200	Ag013G1737900, Ag013G1737600
OG0000358	Np006G3613300	Ag001G0044600
OG0000359	Np003G1622800	Ag002G0213600
OG0000359	Np005G2774500, Np005G2774300	Ag010G1014300
OG0000359	Np005G2774100, Np005G2774200	Ag002G0213300, Ag002G0213000
OG0000361	Np002G0832900	Ag013G1406500, Ag004G0543700, Ag031G3303900
OG0000361	Np005G3060800, Np005G2795800, Np005G3169700, Np002G0769100, Np002G0858800, Np001G0185300, Np006G3425000, Np001G0160800, Np004G2496500, Np001G0440400, Np006G3253200, Np005G3138100, Np002G1094700, Np004G2293000, Np002G1200500, Np002G0915300, Np002G1200400	Ag037G4127000, Ag014G2086700
OG0000361	Np004G1900200	Ag003G0322100, Ag033G3487500
OG0000362	Np005G2824200	Ag008G0946100
OG0000362	Np003G1671300, Np008G4271100, Np003G1653100	Ag004G0643700, Ag004G0643800, Ag007G0882000
OG0000362	Np001G0541800, Np001G0386300, Np002G0787100, Np002G0996100	Ag056G4945200
OG0000362	Np004G2558000, Np005G3120800	Ag051G4814600
OG0000363	Np003G1299400	Ag022G2719400, Ag022G2719600, Ag022G2719500
OG0000363	Np004G2083300	Ag048G4608300, Ag048G4660000
OG0000364	Np006G3313600, Np006G3314900, Np006G3313700, Np006G3584200, Np004G2086200	Ag033G3482400
OG0000364	Np006G3314300	Ag039G4200300, Ag039G4199100, Ag039G4200500
OG0000364	Np006G3315100	Ag039G4210700, Ag039G4210400
OG0000367	Np002G0859900, Np002G0859300, Np002G0859700, Np002G0859800	Ag034G4072000, Ag034G4071900
OG0000367	Np005G2934000	Ag013G1620500
OG0000368	Np001G0464500, Np001G0465000, Np001G0464400	Ag033G3580700, Ag016G2373200
OG0000369	Np007G3873300, Np007G3872900, Np007G3878000, Np003G1659100, Np006G3612900	Ag011G1188800, Ag011G1173200, Ag011G1202100
OG0000370	Np007G3881700	Ag011G1254200, Ag064G5110600
OG0000375	Np003G1608200	Ag027G3041200, Ag011G1161100, Ag028G3076500, Ag007G0854400, Ag039G4198500, Ag064G5104700, Ag049G4730800
OG0000376	Np002G1165500	Ag002G0228100
OG0000376	Np002G1164800, Np002G0907800	Ag034G3795100
OG0000376	Np002G1165100	Ag002G0232900, Ag002G0228300
OG0000377	Np005G2692900	Ag011G1079200
OG0000377	Np005G2692500	Ag011G1079800
OG0000377	Np005G2692700	Ag011G1079500
OG0000379	Np001G0262000	Ag074G5273600
OG0000379	Np001G0572200	Ag031G3376900
OG0000379	Np001G0262300	Ag033G3540300
OG0000380	Np003G1532600, Np003G1521100, Np003G1521000, Np001G0458000	Ag004G0625500, Ag004G0624000
OG0000381	Np002G0731800	Ag022G2632600, Ag048G4604500, Ag048G4604600, Ag048G4604700, Ag011G1187200
OG0000382	Np003G1866800	Ag011G1132600, Ag022G2635000, Ag022G2636600, Ag022G2637700, Ag022G2635100, Ag022G2636000
OG0000382	Np006G3368000	Ag039G4301400
OG0000383	Np006G3646200, Np006G3646100, Np004G2298600	Ag031G3366800, Ag031G3366900
OG0000383	Np001G0576800, Np001G0576700, Np001G0576600, Np002G0976000	Ag031G3366300, Ag033G3575600, Ag033G3582700, Ag031G3366100, Ag031G3332800, Ag031G3332500, Ag031G3367200
OG0000384	Np001G0337300	Ag037G4141500, Ag016G2314300, Ag016G2313300
OG0000385	Np005G2715300, Np005G2714300	Ag011G1243000
OG0000388	Np007G3923800, Np007G3923600, Np007G3924100, Np007G3782200	Ag014G2061300, Ag031G3378600
OG0000388	Np003G1624100, Np003G1624300	Ag033G3647100
