Orthogroup	Arabidopsis_arenosa	Cochlearia_excelsa
OG0002471	jg19787	g38231
OG0002472	jg19683	g52120
OG0002473	jg24339	g7751
OG0002474	jg1288	g12594
OG0002476	jg24786	g12985
OG0002477	jg3887	g5828
OG0002477	jg24805	g7527
OG0002478	jg4478, jg4311	g12336
OG0002479	jg25181	g50558, g7315
OG0002480	jg25399	g7200
OG0002481	jg25418	g12201
OG0002481	jg33638	g36682
OG0002482	jg13857, jg11183, jg11271	g17662
OG0002483	jg11025	g47148
OG0002484	jg11029	g24365, g24374
OG0002484	jg25783	g12059
OG0002485	jg12546	g53265
OG0002486	jg2097	g44986
OG0002487	jg1980	g26194, g18056
OG0002489	jg24565	g7654
OG0002489	jg5733	g41455
OG0002490	jg15019	g2484
OG0002491	jg28549	g49366
OG0002491	jg2717	g44667
OG0002492	jg1183	g44032
OG0002492	jg29341	g41055
OG0002493	jg29359	g31222
OG0002494	jg29420	g27111
OG0002494	jg29421	g27116
OG0002495	jg567	g40850
OG0002496	jg13352	g10556
OG0002497	jg29819	g49876
OG0002497	jg13209	g10630
OG0002498	jg29873	g31490
OG0002499	jg29922	g49906
OG0002500	jg29956	g31548
OG0002500	jg12989	g10747
OG0002501	jg30055	g31615, g49947
OG0002502	jg30251, jg21712	g31691
OG0002503	jg30790	g32025
OG0002504	jg2662, jg30910	g32109
OG0002505	jg30927	g50300
OG0002506	jg2624	g45829
OG0002506	jg30990	g50321
OG0002507	jg29591	g31324
OG0002507	jg768	g40940
OG0002508	jg8336	g18338
OG0002510	jg8571	g22822
OG0002511	jg8597, jg1112	g47985
OG0002511	jg16765	g38445
OG0002512	jg16792	g50951
OG0002513	jg8837	g23023
OG0002514	jg27561	g23119
OG0002515	jg17202, jg17214	g16915
OG0002516	jg17090	g38334
OG0002516	jg9187	g16934
OG0002517	jg9232, jg9236	g23313
OG0002518	jg2634	g44707
OG0002518	jg30970	g32082, g50311
OG0002519	jg9687	g23623
OG0002520	jg2160, jg2136	g41876
OG0002522	jg14068, jg14041, jg17596, jg6748, jg6704	g28340, g28373
OG0002523	jg7228	g25869
OG0002530	jg16864	g36887
OG0002531	jg8344	g18332, g18013, g53656, g22666
OG0002532	jg14446, jg16552	g2870
OG0002533	jg14677	g19424
OG0002533	jg23318	g296
OG0002534	jg14593, jg14594	g2753, g19492
OG0002535	jg13008	g1509, g1511
OG0002536	jg24168	g12771
OG0002536	jg5577	g4991
OG0002537	jg9450, jg9452	g44387
OG0002537	jg3330, jg3331, jg3332	g17970
OG0002538	jg5462	g29196, g29197
OG0002539	jg5417	g45711
OG0002539	jg5416	g5077
OG0002540	jg24025	g7894
OG0002541	jg5310	g5155
OG0002542	jg5272	g5184
OG0002542	jg23936	g7934
OG0002543	jg15280	g2348
OG0002544	jg5035	g5336
OG0002545	jg23441	g234
OG0002545	jg4773	g5452
OG0002546	jg23373	g267
OG0002546	jg4741	g5471
OG0002547	jg7879	g39624, g25489
OG0002548	jg7929	g39645
OG0002549	jg29115, jg21101	g49575
OG0002549	jg17867	g51113
OG0002550	jg17989	g51180
OG0002550	jg29080	g31053
OG0002551	jg18130	g51225
OG0002551	jg29015	g31016
OG0002552	jg18314	g39798
OG0002552	jg28851	g30912
OG0002553	jg18417	g51336
OG0002553	jg28780	g49459
OG0002554	jg28732	g30857
OG0002555	jg20785	g11076
OG0002556	jg18450, jg31330	g32316
OG0002557	jg31351	g32325, g50461
OG0002558	jg31862	g32594
OG0002559	jg14918	g2566
OG0002560	jg23549	g9718
OG0002561	jg23471, jg4796	g29545
OG0002563	jg23194	g360
OG0002564	jg4552	g5564
OG0002565	jg4589	g29627
OG0002565	jg22829	g407
OG0002566	jg6284	g534
OG0002566	jg14768	g19410
OG0002567	jg14299	g2988
OG0002567	jg22979	g28816
OG0002568	jg22967	g28806
OG0002569	jg22940	g1300
OG0002569	jg14362	g2913
OG0002570	jg14504	g2806
OG0002570	jg22804	g1227
OG0002571	jg22739	g1161, g44298
OG0002572	jg3763	g54325, g46597
OG0002573	jg11343, jg26585	g6537, g47044
OG0002574	jg22645	g28642
OG0002574	jg9877	g17149
OG0002575	jg22593, jg19764	g39328
OG0002578	jg11858	g17911, g17918, g17900, g17896
OG0002579	jg7987	g1474, g25462
OG0002579	jg7986	g45229
OG0002580	jg4515	g5581
OG0002581	jg15746	g18990
OG0002582	jg25000	g13104
OG0002582	jg4225	g5667
OG0002583	jg4163	g5700
OG0002583	jg24962	g12374
OG0002584	jg24807	g13008, g7526
OG0002585	jg13403	g10526
OG0002586	jg30035	g27306
OG0002586	jg3744	g46592
OG0002587	jg3564, jg3565	g46480
OG0002588	jg3316	g44395
OG0002588	jg30639	g31956, g27479
OG0002589	jg3302	g46270, g44400
OG0002590	jg3286	g46264
OG0002590	jg30594	g31924
OG0002591	jg30559	g31917
OG0002591	jg3265	g44413
OG0002592	jg30548	g50127
OG0002592	jg3254	g27452
OG0002593	jg6607	g10125
OG0002594	jg16977, jg16976, jg16293	g11152
OG0002595	jg8154, jg33801	g27991
OG0002596	jg33645	g36685
OG0002596	jg25410	g7192
OG0002597	jg33643	g36684
OG0002597	jg25414	g12202
OG0002598	jg33628	g54354, g27997, g36680
OG0002600	jg15200	g51576
OG0002600	jg18762	g37163
OG0002601	jg26636	g6510
OG0002602	jg11281	g47067, g17714
OG0002603	jg11152	g24438
OG0002604	jg3088	g46140
OG0002605	jg31168	g27606
OG0002605	jg2419	g44836, g41526
OG0002606	jg31157	g32191
OG0002607	jg7065	g40213, g25942
OG0002608	jg20646, jg10576	g11021, g40519
OG0002609	jg26053	g11972
OG0002609	jg33084	g6824
OG0002610	jg33144	g28061
OG0002611	jg33220	g36468
OG0002612	jg25593	g13237
OG0002612	jg33486	g54278
OG0002613	jg25589, jg17500	g12140, g7079
OG0002614	jg25587	g7080
OG0002616	jg14973, jg14972	g2514, g2515
OG0002618	jg27671	g14206
OG0002618	jg8902	g23081
OG0002619	jg27753, jg25731	g14102
OG0002620	jg8851	g23034
OG0002621	jg8846	g47904
OG0002623	jg7498, jg7499	g43177
OG0002624	jg16379, jg20229	g18758
OG0002625	jg16197	g1861
OG0002626	jg16031	g1959
OG0002626	jg19732	g52133
OG0002627	jg15814	g2052
OG0002627	jg19518	g37438
OG0002628	jg15801	g2126
OG0002629	jg19446	g37398
OG0002630	jg19299	g51882
OG0002632	jg26603, jg26604	g11754
OG0002633	jg18949	g51674
OG0002633	jg15327	g2324
OG0002634	jg9670	g23612
OG0002635	jg26998	g11650
OG0002635	jg11969	g46863
OG0002636	jg2246	g44918
OG0002637	jg9492	g23470
OG0002637	jg28167	g13899
OG0002638	jg19176	g41209
OG0002638	jg19175	g37321
OG0002639	jg13035, jg31201	g32224
OG0002641	jg1110, jg8358	g38544
OG0002642	jg8388	g22693
OG0002642	jg16572	g50872
OG0002643	jg7395	g40315
OG0002644	jg28324	g13833
OG0002644	jg9623	g23576
OG0002645	jg16092	g11185, g18831
OG0002647	jg5659, jg24249	g7802
OG0002649	jg24853	g13037, g12404
OG0002650	jg24869, jg24867, jg24868	g13044
OG0002651	jg25114	g12317, g7368
OG0002652	jg25279	g7260
OG0002652	jg25280	g7259
OG0002653	jg32939	g28101
OG0002653	jg25917	g12025
OG0002654	jg16716, jg8558	g22810
OG0002655	jg13722	g10370
OG0002657	jg11300	g47052
OG0002658	jg26460	g6593
OG0002658	jg26457	g11822, g13418
OG0002659	jg26404, jg26405, jg18224, jg33489, jg26407, jg26406	g17741, g53751, g17751, g17748, g17753
OG0002660	jg12238	g18119
OG0002660	jg2070	g45005
OG0002662	jg8074	g39513, g25421
OG0002663	jg13727, jg28639	g26904
OG0002664	jg29110	g49570
OG0002665	jg29334	g31205
OG0002666	jg29386	g31236
OG0002666	jg1124	g44057
OG0002668	jg29557	g31310
OG0002669	jg29618	g27169
OG0002670	jg13149	g10662
OG0002671	jg29882, jg29883	g31497
OG0002672	jg29978	g31563
OG0002673	jg30001	g27296, g27295
OG0002674	jg30226	g31681
OG0002674	jg3530	g46457
OG0002675	jg2876	g44606
OG0002675	jg30260	g31698
OG0002677	jg8282	g18380
OG0002679	jg8493	g22750, g18302
OG0002680	jg8568	g22819
OG0002681	jg8895	g23076
OG0002682	jg8908	g23085
OG0002683	jg8939	g23117
OG0002683	jg27560	g14285
OG0002684	jg9140	g47816
OG0002685	jg17229	g53184
OG0002685	jg9093	g23220
OG0002686	jg8997	g18177, g18178, g18175, g18176, g18169, g18172, g18180, g18171, g18174
OG0002687	jg8989, jg27495, jg27496	g23153
OG0002688	jg17046	g38343
OG0002688	jg9213	g23298
OG0002690	jg31270, jg31247	g27623
OG0002692	jg32392	g9342, g52366, g30686
OG0002692	jg27063, jg27455, jg17417, jg17479	g43991, g20073, g20743, g48517, g48668, g25250, g52502, g42147, g9071, g46155, g33582, g52440, g26384, g35532, g26379, g42799
OG0002694	jg1060, jg7320, jg1021, jg1024, jg1023, jg7392	g41048, g44081, g44097, g44083
OG0002695	jg25409, jg24742	g7564
OG0002696	jg7593, jg7595, jg28036, jg7594, jg8524	g22785
OG0002697	jg14763, jg14769	g2630
OG0002699	jg21867, jg20681, jg21868	g1314
OG0002700	jg21905	g41181, g41197, g11665
OG0002705	jg9726	g23646
OG0002706	jg5608	g29006
OG0002706	jg5612	g4918, g4965
OG0002707	jg27699	g13706, g14198
OG0002708	jg5318	g45676
OG0002708	jg23964	g7925
OG0002710	jg5042	g29412, g45584
OG0002710	jg5043	g5332
OG0002711	jg23465	g216
OG0002712	jg12313	g11310
OG0002712	jg14893	g11364
OG0002713	jg4721	g5485
OG0002714	jg23091, jg4609	g18597
OG0002715	jg17680	g37802
OG0002715	jg29189	g40095
OG0002717	jg28929	g30954
OG0002718	jg28770	g30875
OG0002719	jg4027, jg20838	g39714
OG0002720	jg9914, jg9915	g23761
OG0002721	jg32781, jg2026, jg32780	g36243
OG0002721	jg21040	g28117
OG0002722	jg32737, jg32736, jg32735	g28133, g28132, g28131, g29183
OG0002723	jg18562	g51456
OG0002724	jg18624	g51497
OG0002725	jg16282	g1775, g1320
OG0002726	jg9159	g10060
OG0002726	jg6413	g593, g18563
OG0002727	jg14003, jg13978	g738
OG0002727	jg5946	g28915
OG0002728	jg14284	g834
OG0002728	jg23008	g28840
OG0002729	jg22968	g854
OG0002730	jg11291	g24508
OG0002731	jg9798	g23690
OG0002732	jg14760	g2635
OG0002733	jg4548	g45475
OG0002733	jg23175	g370
OG0002734	jg4407	g7367
OG0002735	jg19281	g51466
OG0002736	jg4246	g5653
OG0002736	jg25011	g12360
OG0002737	jg4105	g5721, g45364
OG0002738	jg9608	g23564
OG0002739	jg3928, jg3929, jg30578	g5802
OG0002740	jg24808, jg3862	g7525, g13009
OG0002741	jg30201, jg30188	g27351
OG0002743	jg9728	g23650
OG0002743	jg22255	g28479
OG0002744	jg25394	g7203
OG0002744	jg33660	g27988
OG0002745	jg25499	g13225
OG0002746	jg25546	g7108
OG0002746	jg33520	g36608
OG0002747	jg14149	g11464
OG0002748	jg10018	g47515, g23827
OG0002749	jg11435	g24608
OG0002750	jg2035	g18055
OG0002751	jg11600, jg11195, jg11196, jg11193	g47094
OG0002752	jg26362	g6636
OG0002754	jg11098	g24408
OG0002754	jg25732	g7001
OG0002755	jg3005	g46080
OG0002757	jg9554	g23528
OG0002757	jg28234	g5922
OG0002759	jg473	g40802
OG0002760	jg19967	g37623
OG0002760	jg12708	g16812
OG0002761	jg2583	g44723
OG0002761	jg31032	g27574
OG0002762	jg8618	g22866
OG0002762	jg16802	g38429
OG0002763	jg26286	g11880
OG0002764	jg33327, jg26307	g36516
OG0002766	jg11598	g24796
OG0002766	jg26841	g11679
OG0002767	jg18699	g38008
OG0002768	jg10784, jg10783, jg10785	g17487, g24206
OG0002769	jg10879	g17553
OG0002770	jg20298	g10867
OG0002772	jg18962	g51685
OG0002772	jg15342	g2314
OG0002773	jg10268	g17288
OG0002774	jg10573	g24080
OG0002775	jg5292	g29293
OG0002776	jg20156	g37730
OG0002776	jg16323	g1757
OG0002777	jg19845, jg16089	g37570
OG0002778	jg19675	g38212, g37500
OG0002779	jg19333	g51945
OG0002779	jg15609	g2148
OG0002780	jg15437	g11285
OG0002781	jg25437	g7169
OG0002782	jg18861	g38063
OG0002782	jg15270	g19199
OG0002784	jg27038	g13572
OG0002784	jg11975	g6356
OG0002785	jg26733	g6460
OG0002786	jg28043, jg28044, jg28046	g5994
OG0002788	jg12992	g1508
OG0002790	jg19159	g51771
OG0002791	jg8378, jg16560	g22683
OG0002792	jg7221	g25875
OG0002792	jg32180	g40245
OG0002793	jg32099	g32748
OG0002793	jg2806	g44634
OG0002795	jg6578	g10117, g4826
OG0002797	jg19726, jg16025	g37522, g52132
OG0002798	jg19688	g37505
OG0002799	jg20338	g40686
OG0002799	jg10857	g10898
OG0002802	jg6697	g7722
OG0002802	jg24394	g12836
OG0002803	jg24547, jg5757	g12923
OG0002804	jg24550	g12500
OG0002804	jg5754	g12924
OG0002805	jg8029	g39535
OG0002807	jg25774	g6985
OG0002807	jg11046	g47138
OG0002808	jg32978	g13311
OG0002808	jg25990	g11999, g6865
OG0002810	jg11323	g47048
OG0002811	jg29775	g49868
OG0002812	jg908	g44139
OG0002814	jg29598	g31325
OG0002815	jg636	g40886
OG0002815	jg29670	g31374
OG0002817	jg30255	g45952
OG0002818	jg2905	g44599, g46011
OG0002818	jg30275	g50004
OG0002819	jg2716	g45889
OG0002820	jg13540, jg9529	g13604
OG0002821	jg425	g40822
OG0002822	jg33034, jg33030	g36385
OG0002823	jg8634, jg8632	g22874
OG0002824	jg13048, jg13043, jg13045, jg20577	g16705
OG0002825	jg8772	g22979
OG0002826	jg17134	g51040
OG0002826	jg9152	g16922, g23274
OG0002827	jg9002	g23160
OG0002828	jg17008	g38359
OG0002828	jg9227	g51026
OG0002833	jg28231	g5926
OG0002833	jg9407, jg9408	g23441, g47729
OG0002835	jg13659	g16489
OG0002836	jg20650	g18411, g40941
OG0002836	jg6649, jg8777	g47929
OG0002837	jg22040, jg9648	g28408
OG0002844	jg8102	g10684
OG0002845	jg5584	g28985
OG0002846	jg5220	g29325
OG0002847	jg5204	g5230
OG0002849	jg22812	g27814, g27851
OG0002849	jg14095, jg19120	g10063, g4037
OG0002850	jg4959	g5379
OG0002851	jg4950	g29453, g5383
OG0002852	jg6582	g4815
OG0002853	jg4681	g5505
OG0002854	jg17584, jg17577	g40134, g40132
OG0002855	jg29186	g49614
OG0002855	jg17718	g40083
OG0002856	jg29038	g26992, g31030
OG0002857	jg18196	g39846
OG0002858	jg18329	g39808
OG0002858	jg28840	g26953
OG0002859	jg28849, jg18316	g30910
OG0002860	jg28807	g49468
OG0002861	jg28782	g30880
OG0002863	jg9900, jg9898	g17157
OG0002865	jg18687	g37138
OG0002865	jg31805	g27726
OG0002866	jg31822	g14176, g14116, g14163, g14135, g14125, g14184, g14155, g14132, g14170, g14149, g14157, g14152, g14187, g14142, g14137, g14166, g14178, g14172, g14145
OG0002868	jg14840	g2604
OG0002869	jg23590	g9697
OG0002869	jg14823	g11375
OG0002870	jg4713	g5488
OG0002872	jg23121	g404
OG0002873	jg5980	g41372
OG0002874	jg9777	g23677
OG0002875	jg22355, jg9778	g1008
OG0002876	jg14901	g19363, g19364
OG0002878	jg4213, jg14374, jg2215, jg13317, jg4214	g32414, g29781
OG0002879	jg4157	g13072
OG0002880	jg12759	g46648
OG0002880	jg490	g16788
OG0002881	jg12357, jg3748, jg17238	g28302, g14732
OG0002883	jg30225	g31680
OG0002884	jg14832	g19388
OG0002887	jg28826, jg10040, jg10038	g47505, g47506
OG0002888	jg11684, jg11676	g25845, g18080
OG0002889	jg26802	g6442
OG0002889	jg11569	g24730
OG0002890	jg11526	g24694
OG0002891	jg30637	g27478
OG0002891	jg24888	g7428
OG0002892	jg3095	g44527, g46141
OG0002893	jg20530	g40567
OG0002895	jg25606	g54271
OG0002896	jg21949	g23742
OG0002897	jg27571, jg27572, jg27573	g6160
OG0002898	jg19717, jg20336	g40688
OG0002899	jg8877	g23058
OG0002901	jg20702	g11049
OG0002903	jg15002	g2490
OG0002904	jg15009	g2487
OG0002905	jg15032	g2472
OG0002906	jg20137	g50817
OG0002906	jg16301	g1762
OG0002907	jg16285	g1772
OG0002907	jg20107	g50808
OG0002908	jg16227	g50779
OG0002908	jg20042	g37662
OG0002909	jg20035	g37656
OG0002912	jg33642, jg15505	g11277
OG0002914	jg22063	g921
OG0002914	jg9649	g23590
OG0002915	jg27182	g13588, g46878, g25245, g11580
OG0002916	jg8691	g22926
OG0002916	jg27968	g6024
OG0002917	jg22636	g13933
OG0002919	jg5783, jg5784	g29100
OG0002920	jg19944	g52255
OG0002921	jg24157	g12768
OG0002921	jg5558	g4993
OG0002922	jg6672	g4679
OG0002922	jg24408	g12843
OG0002923	jg24489	g12535
OG0002924	jg24755	g7555
OG0002924	jg25336	g12237
OG0002925	jg24810, jg24809	g13010
OG0002926	jg24926	g7456
OG0002927	jg25307, jg25306	g13164, g13163
OG0002928	jg33530	g12156
OG0002930	jg25627, jg25626	g7056
OG0002931	jg25929	g6906
OG0002932	jg25938	g6893
OG0002932	jg25937	g13301
OG0002933	jg26078	g6806
OG0002935	jg26378	g13398
OG0002936	jg26368	g11859
OG0002937	jg12047	g45098
OG0002938	jg8206	g25357
OG0002938	jg28460	g49311
OG0002939	jg28544	g49362
OG0002939	jg8068	g45226
OG0002940	jg18168	g39862
OG0002940	jg28968	g49537
OG0002942	jg30501	g31877
OG0002943	jg521, jg522	g44256
OG0002946	jg16771	g36913
OG0002947	jg10265, jg10386	g17817
OG0002947	jg7746	g25564
OG0002949	jg13548	g22698
OG0002950	jg8548	g47998
OG0002950	jg16697	g36927
OG0002951	jg8782	g22980
OG0002952	jg9153	g23275
OG0002953	jg17354	g38278
OG0002953	jg9061	g23196
OG0002954	jg9186	g47803
OG0002955	jg17072	g38336
OG0002956	jg26682, jg5750	g11732, g6483
OG0002957	jg8036	g39531
OG0002958	jg9604	g23558
OG0002961	jg33775, jg33748, jg33800	g37949, g25033
OG0002962	jg8529, jg1851	g18291, g22790
OG0002963	jg25775, jg25789	g13274
OG0002971	jg4300	g45427
OG0002972	jg16850	g38409
OG0002973	jg24718, jg24719	g12436
OG0002974	jg6855	g42230, g42214
OG0002975	jg6457, jg6640	g51027, g38358
OG0002976	jg5518	g29155
OG0002977	jg5427	g22287, g22468, g22507, g30097, g30090, g22343, g22274, g22486, g36091, g30096, g36092, g22485, g22467, g22271, g22286, g22506, g30089
OG0002978	jg5227	g5213, g45638
OG0002979	jg30878	g32466
OG0002979	jg5146	g29360
OG0002981	jg4864	g163
OG0002981	jg23537	g9720
OG0002982	jg4801, jg23474	g29542
OG0002983	jg7289, jg10141	g23896
OG0002985	jg18034	g51183
OG0002987	jg20786	g39684
OG0002988	jg21015	g37039
OG0002989	jg18592	g37103
OG0002990	jg31631	g27712
OG0002990	jg31630	g32490
OG0002991	jg18655	g32620
OG0002992	jg23644	g19372, g9672, g86
OG0002994	jg23628	g104
OG0002996	jg6098, jg6100	g810
OG0002997	jg22971	g28811
OG0002999	jg22709, jg22722	g39281, g28682
OG0003000	jg22465	g1055
OG0003002	jg22322	g986
OG0003002	jg9755	g47612
OG0003003	jg9751	g17107
OG0003004	jg29328, jg33147	g31203, g49620
OG0003005	jg4493	g5588
OG0003007	jg24273	g12799, g36097
OG0003008	jg24051	g18989
OG0003009	jg4005	g29848, g5781
OG0003009	jg24885	g13057
OG0003010	jg12736, jg12733	g14376
OG0003011	jg30763	g27510
OG0003011	jg3461	g46394
OG0003013	jg3423	g46371
OG0003014	jg8785	g22983
OG0003015	jg8784	g22982
OG0003015	jg27895	g6053
OG0003016	jg7093	g40218
OG0003018	jg11577, jg11576	g17884
OG0003019	jg11436	g52014
OG0003020	jg11418, jg11414	g17813, g47020
OG0003021	jg30365	g50041
OG0003021	jg3033	g46105
OG0003022	jg2450	g44804
OG0003023	jg9516	g23495
OG0003024	jg30659	g31971
OG0003025	jg13576	g10438
OG0003025	jg12620	g16854
OG0003026	jg13580, jg25123, jg12617	g10433
OG0003027	jg20540, jg20537	g18395, g16730
OG0003028	jg26104	g6788
OG0003028	jg33119	g54153
OG0003030	jg33038	g36389
OG0003031	jg26303	g11875
OG0003032	jg25663	g12097
OG0003032	jg33399	g28015
OG0003033	jg18990, jg18991	g51705
OG0003034	jg21597	g33
OG0003034	jg14961	g2526
OG0003036	jg17326	g478, g12782, g43406, g14418
OG0003037	jg7783, jg10440	g40467
OG0003039	jg19931	g37607
OG0003040	jg16100	g18823
OG0003041	jg16069	g18857, g1932
OG0003043	jg19540	g2039
OG0003044	jg15286	g2343
OG0003045	jg24158	g12769, g7829
OG0003046	jg15198	g19220, g19221
OG0003047	jg2272	g44902
OG0003048	jg2289, jg31244	g32258
OG0003049	jg2345, jg2343	g41604
OG0003050	jg12039	g18127
OG0003051	jg9991	g23819
OG0003052	jg8346	g18331
OG0003054	jg10536, jg10473, jg10012	g47341
OG0003055	jg5763	g41438
OG0003057	jg6550	g4855
OG0003057	jg6549	g10105, g4856
OG0003058	jg24371	g7739
OG0003058	jg6773	g10163
OG0003060	jg19926	g37596
OG0003060	jg29151	g52245
OG0003061	jg19735	g52138
OG0003062	jg19733	g37525
OG0003063	jg19462	g38169
OG0003064	jg24418	g12572
OG0003064	jg6660	g4691
OG0003065	jg24462	g12869, g7702
OG0003066	jg24492	g12532
OG0003068	jg24790, jg3822	g7537
OG0003069	jg25034, jg25035, jg25033	g12345, g7407
OG0003070	jg33714	g13176, g7241
OG0003073	jg25951	g6887
OG0003073	jg32956	g36364
OG0003074	jg12250	g44980, g46774
OG0003075	jg5739	g41451
OG0003076	jg28445	g26866
OG0003077	jg28456, jg8200	g25165
OG0003078	jg28588	g26899, g30790, g49389
OG0003079	jg28652	g30819
OG0003080	jg28989	g30996
OG0003081	jg29490	g31281
OG0003082	jg12961	g10776
OG0003083	jg12936	g27287
OG0003083	jg29984	g49927
OG0003084	jg30034	g31602
OG0003085	jg30373	g31785
OG0003086	jg3281, jg30589, jg30592	g17972
OG0003089	jg30656, jg14035, jg14039	g31968, g50167
OG0003090	jg30813	g27520
OG0003092	jg20678, jg20686	g11044, g40499
OG0003093	jg8686	g47968
OG0003094	jg8863	g47899
OG0003095	jg8865	g47897
OG0003096	jg9191	g16936
OG0003096	jg9190	g23287
OG0003097	jg2557	g27582
OG0003097	jg31054	g32139
OG0003098	jg8093	g39504
OG0003101	jg27971, jg27972, jg27969	g6023
OG0003102	jg9341	g23381
OG0003103	jg17893	g37858
OG0003104	jg23086	g39905
OG0003104	jg18097	g39906
OG0003116	jg9364	g47749, g23394
OG0003118	jg5424	g29211
OG0003118	jg24064	g7869
OG0003119	jg5314	g45675
OG0003120	jg4866	g45531
OG0003121	jg18367, jg18368	g18630
OG0003122	jg13922, jg13924, jg9949	g17178
OG0003123	jg32789	g36247
OG0003123	jg9292	g47765
OG0003124	jg18507, jg31410	g51412
OG0003125	jg29393	g31237
OG0003127	jg14934	g2547
OG0003127	jg23713	g46
OG0003128	jg6058	g46818
OG0003129	jg23330	g287
OG0003129	jg14698	g2697
OG0003130	jg23266	g18617
OG0003131	jg23113	g406
OG0003132	jg6257	g520
OG0003133	jg828	g44174
OG0003134	jg26459	g11823
OG0003136	jg6063, jg6064	g801
OG0003136	jg6066	g14404
OG0003137	jg8499	g48005
OG0003138	jg21923	g41219
OG0003139	jg9871	g47563
OG0003140	jg30752	g27508, g32018
OG0003141	jg25779	g12061
OG0003143	jg7965	g45241
OG0003144	jg15460, jg15458	g19113
OG0003145	jg4217	g29777
OG0003146	jg4197	g5686
OG0003147	jg12699	g16821
OG0003148	jg12751	g16792
OG0003148	jg525	g40781
OG0003149	jg3777	g36636
OG0003150	jg3743	g44280
OG0003150	jg30036	g49943
OG0003151	jg3638, jg30120	g49967
OG0003152	jg30122	g44322
OG0003153	jg3567	g46482
OG0003156	jg30534, jg13272	g31897
OG0003157	jg3176	g44474
OG0003157	jg30475	g31854
OG0003158	jg25521	g7129
OG0003159	jg18742	g38026, g51569
OG0003160	jg18773, jg2199, jg2194	g37164
OG0003161	jg4608	g27831, g27821
OG0003161	jg14311	g2971
OG0003162	jg11441, jg26669	g47011
OG0003163	jg11284	g24504, g24502
OG0003163	jg26517	g11801
