Orthogroup	Arabidopsis_arenosa	Cochlearia_excelsa
OG0016346	jg29933	g27275
OG0016348	jg30006	g31579
OG0016349	jg30019	g31590
OG0016351	jg30029	g31599
OG0016353	jg30056	g49948
OG0016354	jg30062	g49950
OG0016355	jg3424	g25217
OG0016356	jg30094	g27332
OG0016357	jg30097	g31634
OG0016358	jg30121	g49968
OG0016359	jg30130	g31651
OG0016360	jg30133	g54067
OG0016361	jg30142	g49976
OG0016362	jg30146	g49978
OG0016363	jg30147	g31657
OG0016364	jg30149	g31658
OG0016365	jg30219	g31679
OG0016366	jg30229	g31684
OG0016369	jg30245	g27368
OG0016371	jg30249	g27369
OG0016372	jg30257	g31695
OG0016373	jg6783	g4728
OG0016374	jg30268	g27372
OG0016375	jg30271	g31710
OG0016376	jg30273	g31711
OG0016377	jg30274	g50003
OG0016379	jg30283	g31718, g50009
OG0016380	jg30299	g31726
OG0016381	jg30300	g31727
OG0016382	jg30301	g31728
OG0016383	jg17375	g38267
OG0016384	jg30326	g31745
OG0016385	jg30329	g31747
OG0016386	jg30332	g31750
OG0016387	jg30336	g50030
OG0016388	jg30338	g50032
OG0016389	jg30340	g31753
OG0016390	jg30348	g31762
OG0016391	jg312	g41146
OG0016392	jg21908	g868
OG0016393	jg30391	g31799
OG0016394	jg30404	g31808
OG0016395	jg30408	g50056
OG0016396	jg30422	g31815
OG0016397	jg30433	g27428
OG0016398	jg30437	g31819
OG0016399	jg30447	g31825
OG0016400	jg30455	g50072
OG0016401	jg30457	g31836
OG0016402	jg30460	g50083
OG0016403	jg30463	g31844
OG0016404	jg30477	g31855
OG0016405	jg30490	g31867
OG0016406	jg30505	g50098
OG0016407	jg26906	g6382
OG0016408	jg30532	g31894
OG0016409	jg30533	g31896
OG0016410	jg30541	g50120
OG0016412	jg30596	g31940
OG0016413	jg30632	g31951
OG0016414	jg30648	g31963
OG0016415	jg30678	g50181
OG0016416	jg16830	g38424
OG0016417	jg30703	g50200
OG0016418	jg30704	g27490
OG0016419	jg30707	g50203, g31998
OG0016420	jg30712	g50205
OG0016421	jg30713	g50206
OG0016422	jg30714	g32000
OG0016423	jg30727	g27494
OG0016424	jg30728	g32008
OG0016425	jg30730	g32010
OG0016426	jg30732	g27496
OG0016428	jg30779	g50230
OG0016429	jg30780	g50233
OG0016430	jg30807	g50245
OG0016431	jg30809	g32038
OG0016432	jg30815	g50247
OG0016433	jg30816	g50248
OG0016434	jg30821	g32044
OG0016435	jg30830	g50250
OG0016436	jg30840	g27533
OG0016437	jg30841	g50253, g27534
OG0016438	jg30842	g50254
OG0016439	jg30861	g27542
OG0016441	jg2808	g45992
OG0016442	jg2803	g45946
OG0016443	jg2797	g45942
OG0016444	jg2795	g45940
OG0016446	jg2782	g44650
OG0016447	jg2781	g44651
OG0016448	jg2778	g45928
OG0016449	jg2776	g45926
OG0016450	jg2750	g45914
OG0016451	jg2748	g45913
OG0016452	jg2745	g44661
OG0016453	jg32659	g53933
OG0016454	jg2733	g45906
OG0016455	jg2731	g45904
OG0016456	jg2730	g45903
OG0016458	jg2709	g45883
OG0016459	jg2679	g45872
OG0016460	jg2675	g45869
OG0016461	jg2666	g45862
OG0016462	jg2644	g45848
OG0016463	jg2632	g45835
OG0016464	jg2626	g45830
OG0016466	jg2611, jg2615	g45828
OG0016467	jg31933	g27787
OG0016468	jg31934	g32637
OG0016469	jg31945	g50670
OG0016470	jg31957	g32649
OG0016471	jg31968	g50681
OG0016472	jg31975	g27800
OG0016473	jg31977	g50689
OG0016474	jg31980	g50692
OG0016476	jg526	g1736
OG0016477	jg535	g37127
OG0016478	jg536	g40843
OG0016479	jg22958	g28257, g1401
OG0016480	jg589	g40860
OG0016481	jg603	g40868
OG0016483	jg629	g40879
OG0016484	jg631	g40882
OG0016485	jg632	g40883
OG0016486	jg633	g40884
OG0016487	jg634	g44237
OG0016488	jg635	g40885
OG0016489	jg671	g40892
OG0016490	jg676	g40902
OG0016491	jg7057	g40208
OG0016492	jg753	g40934
OG0016493	jg758	g40937
OG0016494	jg769	g40942
OG0016495	jg796	g40962
OG0016496	jg831	g44173
OG0016497	jg7331	g40279
OG0016498	jg841	g44166
OG0016499	jg847	g40972
OG0016500	jg848	g40975
OG0016501	jg863	g44152
OG0016502	jg895	g44143
OG0016503	jg910	g41001
OG0016504	jg929	g44137
OG0016505	jg935	g41016
OG0016506	jg956	g41022
OG0016507	jg961	g44125
OG0016508	jg979	g44122
OG0016509	jg28257	g36245
OG0016510	jg994	g44108
OG0016511	jg996	g41430, g41033
OG0016512	jg1011	g44100
OG0016513	jg1017	g41040
OG0016514	jg1062	g44088
OG0016515	jg1100	g44071
OG0016516	jg1107	g41053
OG0016517	jg9676	g47640
OG0016518	jg1133	g38258
OG0016519	jg1154	g44044
OG0016520	jg1155	g44042
OG0016521	jg1186	g24716
OG0016522	jg1196	g44028
OG0016523	jg1201	g1712
OG0016524	jg27407	g44015
OG0016525	jg1281	g44016
OG0016526	jg1763	g49534
OG0016527	jg1334	g41093
OG0016528	jg1348	g1709
OG0016529	jg1361	g41104
OG0016530	jg1413	g41115
OG0016531	jg1427	g43971
OG0016532	jg1428	g43970
OG0016533	jg1436	g41122
OG0016534	jg1447	g1695
OG0016536	jg1454	g41125
OG0016537	jg432	g43513
OG0016538	jg422	g40825
OG0016539	jg21723	g1390
OG0016540	jg21565	g4639
OG0016542	jg394	g40770
OG0016543	jg390	g40765
OG0016544	jg389	g40764
OG0016545	jg377	g40757
OG0016547	jg368	g40746
OG0016548	jg356	g40731
OG0016549	jg20428	g40628
OG0016550	jg20427	g10945
OG0016551	jg12967	g10771
OG0016552	jg20379	g10917
OG0016553	jg20376	g10915
OG0016554	jg20300	g40703
OG0016556	jg32918	g10837
OG0016557	jg20653	g11028
OG0016558	jg20660, jg13521	g40513
OG0016559	jg20661	g11031
OG0016560	jg9795	g47587
OG0016562	jg20736	g40488
OG0016563	jg13124	g16687
OG0016564	jg7786	g18512
OG0016565	jg7760	g25550
OG0016566	jg7752	g40458
OG0016567	jg9503	g23478
OG0016568	jg9482	g23463
OG0016569	jg984	g23462
OG0016570	jg9454	g47703
OG0016571	jg9453	g47704
OG0016572	jg14476	g2818
OG0016573	jg21376	g10271
OG0016574	jg11024	g47149
OG0016575	jg32848, jg32873	g36276
OG0016576	jg32887	g54042
OG0016577	jg32888	g54043
OG0016578	jg32889	g54044
OG0016579	jg32907	g54070
OG0016580	jg32911	g36321
OG0016581	jg32913	g54075
OG0016582	jg7855	g54085
OG0016583	jg32971	g54101
OG0016584	jg32991	g28084
OG0016585	jg33010	g36382
OG0016586	jg7475	g25747
OG0016587	jg33015	g54118
OG0016588	jg33026	g28082
OG0016590	jg33059	g36396
OG0016591	jg33067	g54133
OG0016593	jg33070	g54135
OG0016595	jg3152	g46178
OG0016596	jg3150	g44488
OG0016598	jg8271	g18383
OG0016599	jg8272	g19270
OG0016600	jg8273	g19269, g19273
OG0016601	jg8276	g53552
OG0016602	jg8288	g18375
OG0016603	jg8290	g18373
OG0016604	jg8293	g18370
OG0016605	jg8294	g18369
OG0016606	jg8295	g18368
OG0016607	jg8310	g18358
OG0016608	jg8311	g18357
OG0016609	jg8329	g18341
OG0016611	jg8334	g18340
OG0016612	jg8335	g18339
OG0016613	jg8356	g18326
OG0016614	jg8369	g18317, g22675
OG0016615	jg8393	g22695
OG0016616	jg8398	g22700
OG0016617	jg8402	g22702
OG0016618	jg8408	g18125
OG0016619	jg8431	g18303
OG0016620	jg8465	g22725
OG0016621	jg8467	g22729
OG0016623	jg8482	g18142
OG0016624	jg8486	g22744
OG0016625	jg8487	g22745
OG0016626	jg8490	g22748
OG0016628	jg8511	g22774
OG0016629	jg8521	g22783
OG0016630	jg8535	g22796
OG0016631	jg8541	g48002
OG0016632	jg8554	g18285
OG0016633	jg8572	g22823
OG0016634	jg8607	g22847
OG0016635	jg8610	g22850
OG0016636	jg8621	g22868
OG0016638	jg8647	g18261
OG0016639	jg8742	g18259
OG0016640	jg8651	g22893
OG0016641	jg8652	g47977
OG0016643	jg8658	g22899
OG0016644	jg8689	g22925
OG0016645	jg8694	g22929
OG0016646	jg8695	g22930
OG0016647	jg8712	g47954
OG0016648	jg8725	g22953
OG0016649	jg8727	g22954
OG0016650	jg8729	g47951
OG0016651	jg8731	g22957
OG0016652	jg8737	g47948
OG0016653	jg8740	g47943
OG0016654	jg8743	g47944
OG0016655	jg8747	g18236
OG0016657	jg8762	g22973
OG0016658	jg8783	g22981
OG0016659	jg8786	g47926
OG0016660	jg8789	g22986
OG0016661	jg8803	g23003
OG0016662	jg8804	g23004
OG0016663	jg8807	g23006, g18227
OG0016664	jg8825	g23016
OG0016665	jg32214	g28917
OG0016666	jg8816	g23011
OG0016667	jg8811	g23008
OG0016668	jg8828	g23020
OG0016669	jg8888	g23069
OG0016670	jg8889	g18214
OG0016671	jg8899	g47882
OG0016672	jg8922	g18204
OG0016673	jg8928	g23106
OG0016674	jg8934	g47873
OG0016675	jg9160	g16923
OG0016676	jg9151	g23273
OG0016677	jg21686	g1413
OG0016678	jg21687	g1412
OG0016679	jg9127	g23251
OG0016680	jg9110	g23242
OG0016681	jg9098	g16909
OG0016682	jg9097	g16908
OG0016683	jg9055	g23192
OG0016684	jg23709	g9646
OG0016685	jg9035	g47841
OG0016687	jg9032	g23177
OG0016688	jg9031	g23176
OG0016689	jg2488	g44779
OG0016690	jg9029	g23174
OG0016691	jg13557	g4326
OG0016692	jg9021	g23170
OG0016694	jg8971	g23143
OG0016695	jg9193	g23289
OG0016696	jg29124	g17214
OG0016697	jg9194	g16938
OG0016698	jg9205	g16941
OG0016699	jg9207	g23295
OG0016700	jg9210	g23297
OG0016701	jg9219	g47793
OG0016702	jg9220	g23306
OG0016704	jg9618	g23572, g47658
OG0016705	jg9260	g23328
OG0016706	jg9277	g47775
OG0016707	jg9278	g47774
OG0016708	jg9280	g23346
OG0016709	jg9289	g47766
OG0016710	jg9302	g23361
OG0016711	jg9320	g16969
OG0016712	jg9322	g23376
OG0016713	jg9324	g23377
OG0016714	jg14577, jg19883	g2736
OG0016715	jg14574	g19503
OG0016716	jg26664	g6493
OG0016717	jg26675	g6488
OG0016718	jg26710	g11731
OG0016719	jg26713	g11729
OG0016720	jg2902	g46010
OG0016721	jg2882	g45999
OG0016722	jg2881	g45998
OG0016723	jg2838	g44619
OG0016724	jg30880	g32061
OG0016725	jg30920	g50296
OG0016726	jg30942	g27554
OG0016727	jg30969	g32083
OG0016728	jg30979	g32081
OG0016729	jg31061, jg31069	g32140
OG0016730	jg31075	g50345
OG0016731	jg31079	g32145
OG0016733	jg31111	g32162
OG0016734	jg31125	g32165
OG0016736	jg8058	g39517
OG0016737	jg8099	g39490
OG0016739	jg8131	g45259
OG0016740	jg8125	g25398
OG0016742	jg8111	g39481
OG0016743	jg8194	g39456
OG0016744	jg8213	g25354
OG0016746	jg1717	g53688
OG0016747	jg8237	g25340
OG0016748	jg8239	g25338
OG0016750	jg20157	g38557
OG0016751	jg30109	g38556
OG0016752	jg16502	g50845
OG0016753	jg16504	g50846
OG0016754	jg16507	g50848
OG0016755	jg31220	g32245
OG0016756	jg31151	g50371
OG0016757	jg9830	g17140
OG0016758	jg9788	g47592
OG0016760	jg9715	g23639
OG0016761	jg9673	g47642
OG0016762	jg9665	g23609
OG0016763	jg9664	g23608
OG0016764	jg9662	g47646
OG0016765	jg9650	g17073
OG0016766	jg9636	g23583
OG0016767	jg9630	g23579
OG0016768	jg9614	g23569
OG0016769	jg9602	g47663
OG0016770	jg13210	g10629
OG0016771	jg28937	g49519
OG0016772	jg29178	g27023, g31109
OG0016774	jg30436	g50066, g31818
OG0016775	jg30794	g32026
OG0016777	jg30912	g32103
OG0016778	jg30944	g32091
OG0016779	jg31017, jg31015	g50332, g50329
OG0016780	jg31030	g32125
OG0016782	jg31142	g32183
OG0016783	jg31182	g32206
OG0016784	jg31279	g27635
OG0016786	jg31281	g50416
OG0016787	jg31372	g38327, g38392
OG0016788	jg31653	g32496
OG0016789	jg31734	g50581
OG0016790	jg31910	g50654, g50655
OG0016792	jg33118, jg33117	g28065
OG0016794	jg33262	g54191
OG0016795	jg33770	g36738
OG0016797	jg2047	g19570
OG0016798	jg2049	g45023
OG0016801	jg3259	g46247
OG0016802	jg3268	g46250
OG0016803	jg3398	g46341
OG0016804	jg24946, jg24944	g12384
OG0016805	jg25012	g12359, g7415
OG0016806	jg25285	g12249
OG0016808	jg26169	g11933
OG0016809	jg26590	g11760
OG0016810	jg26672	g13480
OG0016811	jg27090	g11620
OG0016812	jg27195	g13595
OG0016814	jg27420	g14487
OG0016815	jg27546	g6181
OG0016817	jg27915	g14000
OG0016818	jg27934	g6033
OG0016819	jg28240	g13819
OG0016820	jg16512	g50850
OG0016821	jg16610	g36945
OG0016822	jg16703	g43565
OG0016823	jg16895	g50977
OG0016824	jg16910	g38386
OG0016825	jg17137	g51035, g51047, g50672
OG0016826	jg17139	g51049
OG0016827	jg17294	g38294
OG0016828	jg18044	g37891
OG0016829	jg18158	g39874
OG0016830	jg18255	g39826
OG0016831	jg18468	g51382
OG0016835	jg19096	g51755
OG0016836	jg19771	g52161
OG0016837	jg14566, jg19896	g19508
OG0016838	jg20003	g52293
OG0016839	jg20208	g53413
OG0016841	jg13186	g10647
OG0016843	jg13296	g10585
OG0016844	jg13655	g10401
OG0016845	jg13851	g10327
OG0016847	jg14075, jg5989	g764
OG0016848	jg14084, jg12466	g49789
OG0016849	jg14150	g11463
OG0016850	jg14157	g11462
OG0016851	jg14294	g11444
OG0016852	jg14439	g2871
OG0016854	jg14506	g19521
OG0016855	jg14536	g2773
OG0016856	jg14862	g19374
OG0016857	jg14939	g19351
OG0016858	jg15154	g19251
OG0016859	jg15269	g19200
OG0016860	jg3939	g45309
OG0016862	jg5891	g28943
OG0016863	jg6348	g561
OG0016864	jg7253	g40260
OG0016865	jg7330	g25842
OG0016866	jg7425	g40330
OG0016867	jg7496	g25722
OG0016868	jg7600	g40391
OG0016869	jg7864	g39613
OG0016871	jg8351	g18329
OG0016872	jg8669	g22911
OG0016874	jg9638	g40155
OG0016875	jg9704	g17084
OG0016876	jg9756	g47610
OG0016878	jg9814	g17133
OG0016879	jg9839	g23712
OG0016880	jg9841	g23715
OG0016881	jg9845	g23719
OG0016882	jg9848	g17146, g47578
OG0016883	jg9852	g47573
OG0016884	jg9860	g23724
OG0016885	jg9865	g47565
OG0016886	jg9888	g17152, g47557
OG0016887	jg10023	g23831
OG0016888	jg10148	g23895
OG0016890	jg10449	g24032
OG0016891	jg10648	g24136
OG0016893	jg10714	g47281
OG0016894	jg12027	g46852
OG0016895	jg12077	g25064
OG0016896	jg12095	g37060
OG0016897	jg12342	g18112
OG0016899	jg12726	g16806
OG0016902	jg21364	g10277
OG0016903	jg21445	g10236
OG0016904	jg21688	g1410
OG0016905	jg21725	g28280
OG0016906	jg21741	g1367
OG0016908	jg21843	g41173
OG0016909	jg21874	g28355
OG0016910	jg21952	g884
OG0016911	jg21982	g28388, g36025
OG0016912	jg22584	g28591
OG0016913	jg22587, jg22589	g28593
OG0016914	jg23331	g18643
OG0016915	jg23723	g37
OG0016938	jg14435	g19552
OG0016939	jg14492	g19525
OG0016942	jg14618	g2767
OG0016943	jg14624	g11393
OG0016944	jg14591	g19490
OG0016946	jg12994	g10744
OG0016947	jg12106	g46837
OG0016948	jg5650	g4936
OG0016949	jg5631	g4947
OG0016950	jg5615	g29011
OG0016951	jg5601	g4984
OG0016952	jg5597	g28992
OG0016954	jg5571	g29138
OG0016955	jg5544	g45747
OG0016957	jg5467	g5046
OG0016959	jg5443	g45722
OG0016960	jg5342	g29271
OG0016961	jg5319	g29279
OG0016963	jg12570	g46685
OG0016964	jg5266	g5185
OG0016965	jg32553	g28181
OG0016966	jg5197	g29332
OG0016967	jg5195	g5239
OG0016968	jg5179	g5254
OG0016969	jg5178	g5255
OG0016970	jg5174	g5259
OG0016971	jg5171	g5260
OG0016972	jg12028	g46851
OG0016973	jg17856, jg6820, jg32204, jg20560, jg27896	g41769, g34975, g43412, g25599
OG0016974	jg5079	g45596
OG0016975	jg5055	g5324
OG0016976	jg5041	g29413
OG0016977	jg5024	g45580
OG0016978	jg4990	g29436
OG0016979	jg4986	g29439
OG0016980	jg4977	g29446
OG0016981	jg4944	g29456
OG0016982	jg4926	g45557
OG0016983	jg4918	g5396
OG0016984	jg4914	g45551
OG0016985	jg4900	g29485
OG0016986	jg4849	g29510
OG0016987	jg4848	g5424
OG0016988	jg4831	g29522
OG0016989	jg4822	g29527
OG0016990	jg4819	g5436
OG0016991	jg4815	g45524
OG0016992	jg4783	g45520
OG0016993	jg25498	g7142
OG0016994	jg4774	g29555
OG0016995	jg4770	g5454
OG0016997	jg4747	g5466
OG0016999	jg4738	g45509
OG0017000	jg4732	g29570
OG0017001	jg4699	g29583
OG0017002	jg4676	g29590
OG0017006	jg4638	g29603
OG0017007	jg4611	g29614
OG0017008	jg9974	g17186
OG0017009	jg17435	g29760
OG0017010	jg17426	g40191
OG0017011	jg17432	g40190
OG0017012	jg17437	g40189
OG0017014	jg17541	g40151
OG0017015	jg17578	g40133
OG0017016	jg17585	g40131
OG0017018	jg17707	g40088
OG0017019	jg17762	g37818
OG0017020	jg17766	g37820
OG0017021	jg17803	g40037
OG0017022	jg1524, jg31912	g19130
OG0017023	jg17828	g40023
OG0017024	jg17836	g39983
OG0017025	jg17846	g39989
OG0017026	jg17873	g40012
OG0017028	jg363	g40737
OG0017029	jg18096	g39907
OG0017030	jg18137	g51226
OG0017032	jg8523	g18296
OG0017033	jg18226	g39830
OG0017034	jg18238	g37912
OG0017036	jg18350	g51313
OG0017037	jg20884	g39731
OG0017038	jg20856	g11112
OG0017039	jg20842	g39716
OG0017040	jg28697	g23551
OG0017041	jg20768	g11060
OG0017043	jg9920	g17165
OG0017044	jg22405	g1028
OG0017045	jg21064	g37009
OG0017046	jg32775	g54002
OG0017047	jg32757	g28122
OG0017048	jg31290	g27637
OG0017049	jg31289	g50423
OG0017050	jg31288	g50422
OG0017051	jg32664	g36177
OG0017052	jg32693	g36182
OG0017053	jg32707	g36196
OG0017055	jg31291	g50429
OG0017056	jg31301	g27641
OG0017057	jg31308	g32304
OG0017058	jg31356	g27654
OG0017060	jg31405	g50493
OG0017061	jg31451	g32391
OG0017063	jg31523	g50518
OG0017065	jg31545	g32431
OG0017067	jg31590	g50539
OG0017068	jg11900	g17925
OG0017069	jg31606	g50543
OG0017070	jg31618	g32476
OG0017071	jg31683	g32508
OG0017072	jg31769	g32526
OG0017073	jg31775	g50598
OG0017075	jg31879	g32606
OG0017076	jg31883	g32609
OG0017077	jg31885	g32611
OG0017079	jg13086	g10687
OG0017080	jg13125	g1533
OG0017081	jg13140	g10664
OG0017082	jg13148	g1549
OG0017084	jg23711	g9643
OG0017085	jg23692	g55
OG0017086	jg23667	g68
OG0017088	jg23624	g106
OG0017089	jg23622	g108
OG0017090	jg23615	g116
OG0017092	jg23603	g121
OG0017093	jg23591	g134
OG0017094	jg23570	g18667
OG0017096	jg23562	g9709
OG0017097	jg23553	g155
OG0017098	jg23540	g161
OG0017100	jg23524	g170
OG0017101	jg23523	g171
OG0017102	jg23510	g192
OG0017103	jg23502	g199
OG0017104	jg23489	g9744
OG0017105	jg23455	g228
OG0017106	jg23423	g9771
OG0017107	jg23400	g254
OG0017108	jg23392	g259
OG0017109	jg23379	g262
OG0017110	jg23376	g264
OG0017111	jg23348	g9804
OG0017113	jg23272	g9829
OG0017115	jg23249	g9837
OG0017116	jg23217	g343
OG0017117	jg23167	g46967, g374
OG0017118	jg23109	g410
OG0017119	jg23101	g9892
OG0017120	jg23095	g420
OG0017121	jg6144	g9952
OG0017122	jg6156	g9954
OG0017123	jg6161	g466
OG0017124	jg6187	g486
OG0017125	jg6216	g9986
OG0017126	jg6234	g9990
OG0017127	jg6249	g9993
OG0017128	jg6250	g512
OG0017129	jg6302	g10011
OG0017130	jg6322	g10019
OG0017131	jg6340	g10025
OG0017133	jg20199	g10050
OG0017135	jg6440	g10067
OG0017136	jg6502	g10096
OG0017137	jg6508	g18542
OG0017138	jg5800	g648
OG0017140	jg5826	g28981
OG0017141	jg5845	g670
OG0017142	jg5858	g41415
OG0017143	jg5887	g28945
OG0017145	jg5902	g28939
OG0017146	jg5960	g742
OG0017147	jg5966	g744
OG0017148	jg5973	g749
OG0017149	jg6042	g792
OG0017150	jg6086	g806
OG0017151	jg6113	g813
OG0017153	jg22949	g28796, g28775
OG0017154	jg22930	g41310
OG0017156	jg22807	g1229
OG0017157	jg14152	g3208
OG0017158	jg22770	g28721
OG0017159	jg22764	g28722
OG0017160	jg22761	g1189
OG0017161	jg22760	g1188
OG0017162	jg22727	g28691
OG0017163	jg22699	g28671
OG0017164	jg22687	g1140
OG0017166	jg22649	g1110
OG0017169	jg22604	g28604
OG0017171	jg22575	g39332
OG0017172	jg22570	g1085
OG0017173	jg22543	g39343
OG0017174	jg22514	g1071
OG0017175	jg22357	g39376
OG0017176	jg22347	g39379
OG0017177	jg22321	g985
OG0017178	jg22315	g981
OG0017179	jg22314	g980
OG0017180	jg22308	g39397
OG0017181	jg14740	g2646
OG0017183	jg14719	g2677
OG0017184	jg14717	g2679
OG0017185	jg4579	g5548
OG0017186	jg4542	g5567
OG0017187	jg4540	g29644
OG0017188	jg4538	g5568
OG0017190	jg4533	g29647
OG0017191	jg4531	g45470
OG0017192	jg4505	g29654
OG0017194	jg4425	g5594
OG0017195	jg12038	g46922
OG0017199	jg4286	g29732
OG0017202	jg4270	g29743
OG0017203	jg4266	g11666
OG0017205	jg4154	g5705
OG0017206	jg4102	g45360
OG0017208	jg4058	g5746
OG0017211	jg4018	g5769
OG0017212	jg20280	g5777
OG0017213	jg4006	g45338
OG0017214	jg3999	g45333
OG0017215	jg3995	g29854
OG0017219	jg3869	g45287
OG0017220	jg3850	g5847
OG0017222	jg3843	g5853
OG0017226	jg12685	g16831
OG0017227	jg12727	g16805
OG0017230	jg3784	g44271
OG0017231	jg3786	g44270
OG0017233	jg3762	g46596
OG0017235	jg3737	g46588
OG0017236	jg3726	g46580
OG0017237	jg3679	g46549
OG0017238	jg3672	g46544
OG0017239	jg3671	g46543
OG0017243	jg3637	g44320
OG0017245	jg3560	g44351
OG0017246	jg3534	g46459
OG0017247	jg3487	g46421
OG0017248	jg3471	g46400
OG0017249	jg3465	g13611
OG0017250	jg3456	g46392
OG0017252	jg3417	g46365
OG0017253	jg3414	g46358
OG0017254	jg3411	g46354
OG0017255	jg3404	g46350
OG0017256	jg3368	g46307
OG0017257	jg3354	g44378
OG0017258	jg3336	g46305
OG0017260	jg13458	g1616
OG0017261	jg3250	g44418
OG0017262	jg3244	g46238
OG0017263	jg3239, jg14165	g46234
OG0017264	jg3236	g44433
OG0017265	jg3212	g46215
OG0017266	jg1352	g41101
OG0017268	jg27916	g13999
OG0017269	jg14533	g2776
OG0017270	jg14527	g2785
OG0017271	jg33816	g17980
OG0017272	jg33792, jg33795	g27978
OG0017274	jg33767	g54366
OG0017275	jg28294	g13843
OG0017276	jg33747	g54310
OG0017277	jg33720	g36722
OG0017278	jg33700	g27982
OG0017279	jg33705	g54320
OG0017282	jg33675	g36697
OG0017286	jg33621	g36676
OG0017287	jg33595	g36661
OG0017288	jg33575	g36638
OG0017289	jg11927	g27963
OG0017290	jg16922	g50983
OG0017292	jg18746	g51570
OG0017293	jg18798	g51593
OG0017294	jg18820	g38047
OG0017296	jg6969	g25982
OG0017297	jg21629	g1482
OG0017298	jg11909	g17926
OG0017299	jg11912	g25284
OG0017300	jg11914	g46903
OG0017301	jg11915	g17928
OG0017302	jg11944	g46876
OG0017303	jg11943	g46877
OG0017304	jg11942	g25241
OG0017305	jg11661	g46947
OG0017306	jg11590	g24785
OG0017307	jg11564	g24728
OG0017308	jg11482	g47003
OG0017310	jg11437	g47015
OG0017311	jg11369	g24566
OG0017312	jg11368	g24564
OG0017313	jg11316	g24526
OG0017314	jg11256	g17710
OG0017315	jg11253	g24496
OG0017316	jg11251	g24494
OG0017319	jg11128	g17638
OG0017321	jg21663	g26789
OG0017325	jg2946	g46028
OG0017326	jg2951	g46031
OG0017327	jg1551, jg16972	g38361
OG0017328	jg2979	g44571
OG0017329	jg2981	g44570
OG0017330	jg2999	g17994
OG0017332	jg3009	g46084
OG0017333	jg3016	g44557
OG0017334	jg3058	g44548
OG0017336	jg2461	g44792
OG0017338	jg2471	g45762
OG0017339	jg2484	g45771
OG0017340	jg2500	g44774
OG0017341	jg9590	g17043
OG0017342	jg9575	g23543
OG0017345	jg12568	g46687
OG0017346	jg12605	g16861
OG0017347	jg14008	g11512
OG0017348	jg14009	g11511
OG0017349	jg13616	g10413
OG0017350	jg13658	g16502
OG0017351	jg13555	g10451
OG0017352	jg13523	g10464
OG0017353	jg13374	g10547
OG0017354	jg13357	g10554
OG0017355	jg13338	g10569
OG0017356	jg13229	g1571
OG0017358	jg2549	g44750
OG0017359	jg2543	g44754
OG0017360	jg2538	g45803
OG0017361	jg2534	g45801
OG0017362	jg2511	g45789
OG0017363	jg20516	g40573
OG0017366	jg20616	g40530
OG0017368	jg33199	g54207
OG0017369	jg33281	g36495
OG0017372	jg33398	g36557
OG0017373	jg33442	g36574
OG0017376	jg33456	g54268
OG0017378	jg21017	g37038
OG0017380	jg12002	g46855
OG0017381	jg20909	g37064
OG0017382	jg18459	g51372
OG0017383	jg18460	g37067
OG0017384	jg18461	g37963
OG0017385	jg18477	g51390
OG0017386	jg18493	g51403
OG0017387	jg18546	g51446
OG0017390	jg18631	g51502
OG0017391	jg18659	g25858
OG0017392	jg18672	g38003
OG0017393	jg18713	g51546
OG0017394	jg10645	g24130
OG0017395	jg10658	g24140
OG0017396	jg10685	g17448
OG0017397	jg10675	g47295
OG0017399	jg10726	g17467
OG0017400	jg10763	g17481
OG0017401	jg14466	g11419
OG0017402	jg16735	g38455
OG0017403	jg17378	g50660
OG0017405	jg14950	g2545
OG0017406	jg14933	g19354
OG0017407	jg21933	g881, g41221
OG0017408	jg21852	g1325
OG0017409	jg27289	g24214
OG0017410	jg27270	g6332
OG0017411	jg27409	g6221
OG0017412	jg27614	g6152
OG0017413	jg27646	g6144
OG0017415	jg27758	g14087
OG0017416	jg27828	g14046
OG0017417	jg10251	g47438
OG0017418	jg10277	g17290
OG0017419	jg31277	g27634
OG0017421	jg21396	g10254
OG0017422	jg10551	g17386
OG0017423	jg10509	g24056
OG0017424	jg27365	g13665
OG0017425	jg13758	g10358
OG0017426	jg10465	g47360
OG0017427	jg10418	g24007
OG0017428	jg10415	g17335
OG0017429	jg10384	g23988
OG0017431	jg10604	g24108
OG0017434	jg23884	g12726
OG0017435	jg23885	g3021
OG0017436	jg23891	g5138
OG0017438	jg23913	g7948
OG0017439	jg23929	g12719
OG0017440	jg23931	g7939
OG0017441	jg23932	g7937
OG0017442	jg15252	g23726
OG0017443	jg917	g17
OG0017445	jg23770	g9627
OG0017446	jg23775	g19628
OG0017447	jg23783	g13
OG0017448	jg23788	g9621
OG0017449	jg23789	g11
OG0017451	jg16439	g18702
OG0017452	jg16431	g18785
OG0017454	jg16416	g18779
OG0017455	jg16376	g50711
OG0017456	jg16374	g18756
OG0017458	jg16290	g11155
OG0017459	jg16245	g1812
OG0017460	jg16242	g11162
OG0017463	jg16138	g1890
OG0017464	jg16135	g1891
OG0017469	jg16032	g1958
OG0017470	jg15942	g11202
OG0017471	jg15909	g18921
OG0017474	jg15749	g2090
OG0017475	jg15743	g2088
OG0017478	jg15608	g2150, g19028
OG0017479	jg15606	g19030
OG0017480	jg15577	g2170
OG0017481	jg15537	g2183
OG0017482	jg15514	g11276
OG0017483	jg15486	g19082
OG0017485	jg15473	g2216
OG0017486	jg15442	g2238
