Orthogroup	Arabidopsis_arenosa	Euclidium_syriacum
OG0018527	jg16557	ESY8_g59860_DN3_SP0_c0.t1
OG0018528	jg16665	ESY8_g59701_DN3_SP8_c0.t1
OG0018529	jg13984	ESY1_g11006_DN1_SP0_c0.t1
OG0018531	jg32314	ESY14_g21024_DN3_SP0_c0.t1
OG0018532	jg32178	ESY14_g20665_DN3_SP8_c0.t1
OG0018535	jg7367	ESY25_g62607_DN3_SP0_c45.t1
OG0018536	jg7502	ESY18_g63455_DN3_SP1_c25.t1
OG0018538	jg385	ESY6_g48313_DN3_SP0_c0.t1
OG0018539	jg6635	ESY10_g15498_DN3_SP0_c0.t1
OG0018542	jg28248	ESY11_g54878_DN3_SP3_c0.t1
OG0018543	jg28287	ESY11_g54958_DN3_SP0_c0.t1
OG0018545	jg20226	ESY12_g52332_DN3_SP6_c0.t1
OG0018548	jg21047	ESY9_g43172_DN3_SP0_c0.t1
OG0018549	jg24378	ESY12_g52330_DN3_SP0_c0.t1
OG0018551	jg19634	ESY12_g51527_DN3_SP0_c0.t1
OG0018552	jg19622	ESY12_g51544_DN3_SP0_c0.t1
OG0018557	jg19410	ESY12_g51093_DN3_SP2_c0.t1
OG0018559	jg24047	ESY3_g32500_DN3_SP6_c0.t1
OG0018560	jg24068	ESY3_g32479_DN3_SP0_c0.t1
OG0018561	jg24083	ESY3_g32464_DN3_SP0_c0.t1
OG0018562	jg24101	ESY3_g32441_DN3_SP0_c0.t1
OG0018566	jg24195	ESY3_g32283_DN3_SP0_c0.t1
OG0018568	jg24318	ESY3_g32028_DN3_SP0_c0.t1
OG0018569	jg24332	ESY3_g31997_DN2_SP3_c0.t1
OG0018570	jg24342	ESY3_g31981_DN3_SP2_c0.t1
OG0018572	jg24436	ESY3_g31776_DN3_SP3_c0.t1
OG0018574	jg24475	ESY3_g31675_DN3_SP8_c0.t1
OG0018576	jg24643	ESY3_g31456_DN3_SP6_c20.t1
OG0018577	jg24682	ESY3_g31397_DN2_SP0_c0.t1
OG0018579	jg24793	ESY3_g30798_DN3_SP0_c0.t1
OG0018580	jg11578	ESY3_g30805_DN3_SP0_c0.t1
OG0018581	jg24883	ESY3_g30958_DN2_SP0_c0.t1
OG0018582	jg24925	ESY6_g49327_DN2_SP0_c0.t1
OG0018583	jg25047	ESY3_g31191_DN3_SP0_c0.t1
OG0018584	jg12530	ESY8_g60807_DN3_SP0_c0.t1
OG0018585	jg25130	ESY3_g31315_DN3_SP7_c0.t1
OG0018588	jg25254	ESY3_g30136_DN3_SP7_c0.t1
OG0018589	jg25289	ESY3_g30171_DN3_SP8_c0.t1
OG0018591	jg25302	ESY3_g30181_DN3_SP0_c0.t1
OG0018594	jg25534	ESY3_g30528_DN3_SP0_c0.t1
OG0018597	jg25702	ESY3_g29947_DN3_SP0_c0.t1
OG0018598	jg25798	ESY3_g29843_DN2_SP0_c0.t1
OG0018599	jg25975	ESY3_g29673_DN3_SP8_c0.t1
OG0018600	jg12928	ESY10_g14631_DN3_SP0_c0.t1
OG0018601	jg26056	ESY3_g29479_DN3_SP0_c0.t1
OG0018602	jg26060	ESY3_g29475_DN3_SP0_c0.t1
OG0018605	jg26108	ESY3_g29389_DN3_SP5_c0.t1
OG0018607	jg26154	ESY3_g29306_DN3_SP3_c0.t1
OG0018610	jg12533	ESY8_g60802_DN3_SP0_c0.t1
OG0018613	jg26381	ESY3_g28976_DN3_SP0_c0.t1
OG0018614	jg26330	ESY3_g29073_DN3_SP0_c0.t1
OG0018615	jg13000	ESY10_g14518_DN3_SP0_c0.t1
OG0018616	jg1953	ESY2_g35324_DN3_SP0_c0.t1
OG0018617	jg1726	ESY2_g34330_DN1_SP0_c0.t1
OG0018618	jg1564	ESY2_g34294_DN3_SP0_c0.t1
OG0018620	jg5673	ESY7_g17056_DN3_SP0_c0.t1
OG0018621	jg15152	ESY1_g10383_DN1_SP0_c0.t1
OG0018623	jg28420	ESY5_g5555_DN3_SP8_c0.t1
OG0018624	jg28427	ESY5_g5548_DN3_SP8_c0.t1
OG0018625	jg28428	ESY5_g5547_DN3_SP8_c0.t1
OG0018626	jg28535	ESY5_g5387_DN2_SP0_c0.t1
OG0018628	jg28711	ESY5_g5157_DN3_SP3_c5.t1
OG0018631	jg28757	ESY5_g5016_DN3_SP0_c0.t1
OG0018633	jg28832	ESY5_g4896_DN3_SP8_c0.t1
OG0018635	jg28884	ESY5_g4818_DN3_SP0_c0.t1
OG0018636	jg28927	ESY5_g4760_DN1_SP0_c0.t1
OG0018637	jg29028	ESY5_g4626_DN2_SP0_c0.t1
OG0018640	jg29089	ESY5_g4541_DN3_SP1_c0.t1
OG0018641	jg29113	ESY5_g4500_DN3_SP6_c0.t1
OG0018643	jg29163	ESY5_g4434_DN3_SP0_c0.t1
OG0018647	jg29306	ESY5_g3298_DN2_SP0_c0.t1
OG0018654	jg29653	ESY5_g3766_DN2_SP0_c0.t1
OG0018655	jg29787	ESY5_g2614_DN3_SP0_c0.t1
OG0018656	jg29831	ESY5_g2685_DN3_SP0_c0.t1
OG0018657	jg29924	ESY5_g2801_DN3_SP0_c0.t1
OG0018658	jg29992	ESY5_g2875_DN3_SP0_c0.t1
OG0018659	jg30018	ESY5_g2905_DN3_SP0_c0.t1
OG0018662	jg30059	ESY5_g2955_DN3_SP3_c0.t1
OG0018666	jg30234	ESY5_g4367_DN3_SP0_c0.t1
OG0018667	jg30291	ESY5_g4290_DN3_SP8_c0.t1
OG0018668	jg30492	ESY5_g4169_DN3_SP0_c0.t1
OG0018669	jg21622	ESY2_g34127_DN3_SP0_c0.t1
OG0018670	jg30545	ESY5_g3972_DN3_SP0_c13.t1
OG0018677	jg2796	ESY2_g35714_DN2_SP0_c0.t1
OG0018680	jg33236	ESY20_g13207_DN3_SP0_c12.t1
OG0018682	jg593	ESY2_g33590_DN3_SP0_c0.t1
OG0018684	jg621	ESY2_g33606_DN3_SP0_c0.t1
OG0018685	jg640	ESY2_g33636_DN3_SP3_c0.t1
OG0018686	jg698	ESY2_g33706_DN3_SP0_c0.t1
OG0018687	jg897	ESY2_g33936_DN3_SP6_c0.t1
OG0018692	jg1410	ESY2_g34204_DN3_SP0_c0.t1
OG0018694	jg398	ESY2_g33299_DN2_SP1_c0.t1
OG0018695	jg20385	ESY10_g14971_DN3_SP0_c0.t1
OG0018698	jg9439	ESY4_g24418_DN3_SP3_c0.t1
OG0018701	jg32945	ESY2_g37959_DN3_SP7_c0.t1
OG0018702	jg32986, jg7306	ESY2_g37854_DN3_SP0_c0.t1
OG0018703	jg33008	ESY2_g37826_DN2_SP0_c0.t1
OG0018704	jg33009	ESY2_g37825_DN2_SP0_c0.t1
OG0018705	jg33016	ESY2_g37802_DN3_SP0_c0.t1
OG0018707	jg8281	ESY4_g25559_DN3_SP1_c0.t1, ESY4_g25678_DN3_SP0_c0.t1, ESY7_g18104_DN3_SP0_c0.t1
OG0018711	jg8556	ESY4_g26578_DN3_SP0_c0.t1
OG0018713	jg8564	ESY4_g26571_DN3_SP0_c0.t1
OG0018714	jg8585	ESY4_g26527_DN3_SP0_c0.t1
OG0018718	jg8736	ESY4_g26118_DN3_SP6_c0.t1
OG0018719	jg8753	ESY4_g26044_DN3_SP4_c0.t1
OG0018721	jg8776, jg8780	ESY4_g25312_DN1_SP0_c0.t1
OG0018723	jg8869	ESY4_g25546_DN3_SP1_c0.t1
OG0018728	jg14582	ESY1_g8624_DN3_SP0_c0.t1
OG0018730	jg26656	ESY3_g28174_DN2_SP0_c0.t1
OG0018731	jg2903	ESY2_g35842_DN2_SP0_c0.t1
OG0018734	jg31086	ESY5_g1443_DN3_SP3_c0.t1
OG0018735	jg8118	ESY20_g13027_DN3_SP0_c0.t1
OG0018736	jg8243	ESY20_g13366_DN3_SP0_c0.t1
OG0018737	jg28479	ESY5_g5486_DN2_SP0_c0.t1
OG0018740	jg28998	ESY5_g4669_DN2_SP0_c0.t1
OG0018741	jg29611	ESY5_g3710_DN3_SP0_c0.t1
OG0018748	jg31116	ESY5_g1335_DN3_SP0_c0.t1
OG0018750	jg31144	ESY5_g1215_DN1_SP0_c0.t1
OG0018753	jg31397	ESY2_g33411_DN3_SP0_c0.t1
OG0018755	jg32497	ESY4_g22073_DN3_SP5_c0.t1
OG0018757	jg32619	ESY14_g20899_DN3_SP0_c0.t1
OG0018758	jg33402	ESY2_g37105_DN3_SP2_c0.t1
OG0018759	jg16533, jg33624, jg28265	ESY9_g44249_DN3_SP0_c0.t1
OG0018762	jg928	ESY2_g33965_DN3_SP0_c0.t1
OG0018763	jg1134	ESY2_g34084_DN3_SP0_c0.t1
OG0018764	jg1345	ESY2_g34174_DN3_SP8_c0.t1
OG0018765	jg1358	ESY2_g34182_DN3_SP0_c0.t1
OG0018766	jg1804	ESY2_g34360_DN3_SP5_c0.t1
OG0018767	jg1982	ESY2_g35315_DN3_SP0_c0.t1
OG0018768	jg2388	ESY2_g34483_DN3_SP0_c0.t1
OG0018769	jg2442	ESY2_g34424_DN2_SP0_c0.t1
OG0018770	jg3056	ESY2_g34920_DN3_SP0_c0.t1
OG0018771	jg3358	ESY2_g34676_DN2_SP0_c0.t1
OG0018772	jg3400	ESY2_g34630_DN3_SP0_c0.t1
OG0018773	jg3532	ESY2_g36112_DN3_SP8_c0.t1
OG0018774	jg3606	ESY2_g36766_DN3_SP0_c0.t1
OG0018775	jg3608	ESY2_g36763_DN3_SP0_c0.t1
OG0018776	jg3751	ESY2_g36537_DN3_SP0_c0.t1
OG0018777	jg3761	ESY2_g36522_DN3_SP0_c0.t1
OG0018778	jg24658	ESY2_g35544_DN3_SP0_c0.t1
OG0018779	jg25255	ESY3_g30137_DN3_SP0_c0.t1
OG0018780	jg25295	ESY3_g30170_DN2_SP0_c0.t1, ESY3_g30176_DN3_SP0_c0.t1
OG0018781	jg25363	ESY3_g30258_DN3_SP1_c0.t1
OG0018782	jg25712	ESY3_g29932_DN3_SP0_c0.t1
OG0018782	jg25709	ESY3_g29931_DN3_SP0_c0.t1
OG0018784	jg21321, jg26703	ESY7_g17269_DN3_SP0_c33.t1
OG0018785	jg26803	ESY3_g32227_DN3_SP0_c0.t1, ESY3_g30112_DN2_SP0_c0.t1
OG0018786	jg27175	ESY11_g52665_DN3_SP0_c0.t1
OG0018788	jg27404	ESY11_g53248_DN3_SP0_c0.t1
OG0018789	jg27432	ESY13_g57016_DN1_SP0_c0.t1
OG0018794	jg28321	ESY11_g54999_DN3_SP0_c0.t1
OG0018795	jg16786	ESY8_g59595_DN2_SP0_c0.t1
OG0018796	jg16803	ESY8_g59576_DN2_SP0_c0.t1
OG0018797	jg16808	ESY8_g59569_DN3_SP1_c0.t1
OG0018799	jg16951	ESY8_g59414_DN3_SP2_c0.t1
OG0018800	jg16979	ESY8_g59406_DN3_SP0_c0.t1
OG0018801	jg17007	ESY8_g59399_DN3_SP0_c0.t1
OG0018804	jg17512	ESY8_g59134_DN3_SP8_c0.t1
OG0018809	jg18908	ESY9_g44846_DN3_SP2_c0.t1
OG0018811	jg19659	ESY12_g51493_DN3_SP1_c0.t1
OG0018812	jg20121	ESY12_g51387_DN3_SP0_c0.t1
OG0018813	jg12917	ESY10_g14647_DN3_SP0_c0.t1
OG0018815	jg13298	ESY10_g13967_DN3_SP0_c0.t1
OG0018816	jg13550	ESY21_g55691_DN3_SP4_c0.t1
OG0018818	jg14248	ESY1_g7425_DN3_SP0_c0.t1
OG0018820	jg14442, jg15315	ESY1_g11044_DN3_SP0_c0.t1
OG0018821	jg11019, jg14795, jg14792	ESY9_g42631_DN2_SP0_c0.t1
OG0018823	jg14944	ESY1_g10044_DN2_SP2_c0.t1
OG0018826	jg15446	ESY1_g10795_DN3_SP0_c0.t1
OG0018828	jg16099	ESY1_g12064_DN2_SP0_c0.t1
OG0018829	jg16306	ESY1_g12450_DN3_SP0_c0.t1
OG0018831	jg5371	ESY7_g17445_DN3_SP0_c0.t1
OG0018833	jg6286, jg6285	ESY6_g50078_DN2_SP0_c0.t1
OG0018835	jg7022	ESY15_g64880_DN3_SP1_c0.t1
OG0018840	jg7758	ESY7_g16419_DN1_SP0_c0.t1
OG0018841	jg7832, jg7834	ESY8_g58225_DN2_SP0_c0.t1
OG0018843	jg8626	ESY4_g26414_DN3_SP5_c0.t1
OG0018844	jg8795	ESY4_g25360_DN3_SP0_c0.t1
OG0018846	jg9412, jg9411, jg9317, jg9314	ESY2_g33610_DN2_SP0_c0.t1
OG0018847	jg9600	ESY4_g23988_DN3_SP3_c0.t1
OG0018848	jg9763	ESY16_g62378_DN3_SP0_c0.t1, ESY16_g62387_DN3_SP0_c0.t1
OG0018849	jg9773	ESY16_g62408_DN3_SP6_c0.t1
OG0018850	jg9792	ESY16_g62496_DN3_SP0_c0.t1
OG0018853	jg10026	ESY8_g58192_DN3_SP0_c0.t1
OG0018854	jg10848	ESY9_g42481_DN3_SP0_c0.t1
OG0018857	jg11453	ESY5_g5504_DN2_SP0_c0.t1, ESY7_g18696_DN1_SP0_c0.t1
OG0018858	jg11627	ESY17_g39410_DN3_SP6_c0.t1
OG0018859	jg11982	ESY17_g39526_DN3_SP8_c0.t1
OG0018862	jg21093	ESY6_g48721_DN3_SP0_c0.t1
OG0018863	jg21118	ESY2_g33487_DN3_SP0_c0.t1
OG0018864	jg21137	ESY2_g34026_DN3_SP0_c0.t1
OG0018865	jg21407	ESY15_g64549_DN1_SP0_c0.t1
OG0018866	jg21505	ESY15_g64393_DN3_SP0_c0.t1
OG0018867	jg21652	ESY15_g65268_DN3_SP8_c0.t1
OG0018873	jg21826	ESY4_g25944_DN2_SP0_c0.t1
OG0018875	jg21855	ESY6_g49414_DN3_SP0_c17.t1
OG0018876	jg21873	ESY6_g46641_DN3_SP0_c0.t1
OG0018877	jg21917	ESY6_g46742_DN2_SP0_c0.t1
OG0018878	jg21992	ESY6_g47058_DN2_SP0_c16.t1
OG0018880	jg22199, jg22201	ESY6_g47558_DN2_SP0_c0.t1
OG0018881	jg23402	ESY6_g50725_DN3_SP0_c0.t1
OG0018883	jg23784	ESY6_g50746_DN3_SP0_c0.t1
OG0018912	jg14666	ESY1_g9197_DN3_SP0_c0.t1
OG0018913	jg14650	ESY1_g9136_DN3_SP1_c0.t1
OG0018918	jg5523	ESY7_g17236_DN3_SP0_c0.t1
OG0018919	jg5412	ESY7_g17391_DN3_SP2_c0.t1
OG0018921	jg5268	ESY7_g17605_DN3_SP7_c0.t1
OG0018924	jg4989	ESY7_g18209_DN3_SP0_c8.t1
OG0018929	jg7919	ESY8_g58298_DN3_SP0_c14.t1
OG0018930	jg9990	ESY13_g56955_DN3_SP0_c0.t1
OG0018932	jg17540	ESY8_g59112_DN3_SP0_c0.t1
OG0018933	jg4576	ESY7_g18527_DN3_SP6_c0.t1
OG0018936	jg9927	ESY7_g17008_DN3_SP0_c0.t1
OG0018939	jg31566	ESY4_g23556_DN3_SP6_c23.t1
OG0018941	jg31903	ESY16_g61670_DN3_SP0_c0.t1
OG0018943	jg13118	ESY10_g14292_DN3_SP1_c0.t1
OG0018944	jg13166	ESY10_g14188_DN2_SP0_c0.t1
OG0018945	jg23654	ESY6_g50386_DN1_SP0_c0.t1
OG0018946	jg23545	ESY6_g50511_DN3_SP0_c0.t1
OG0018947	jg23478	ESY6_g50627_DN3_SP0_c17.t1
OG0018948	jg23329	ESY6_g49663_DN3_SP6_c0.t1
OG0018949	jg23171	ESY6_g49386_DN3_SP0_c0.t1
OG0018950	jg5849	ESY6_g49287_DN2_SP0_c0.t1
OG0018952	jg22991	ESY6_g48931_DN3_SP6_c0.t1
OG0018954	jg22777	ESY6_g48619_DN3_SP0_c0.t1
OG0018955	jg22773	ESY6_g48610_DN3_SP6_c0.t1
OG0018960	jg4395	ESY7_g18776_DN2_SP0_c0.t1
OG0018962	jg4315	ESY7_g18890_DN3_SP6_c0.t1
OG0018963	jg4264	ESY7_g18973_DN3_SP2_c0.t1
OG0018964	jg4220	ESY7_g19035_DN2_SP0_c0.t1
OG0018965	jg4183	ESY7_g19109_DN2_SP0_c0.t1
OG0018970	jg3841	ESY7_g19627_DN3_SP0_c0.t1
OG0018971	jg12700	ESY8_g60200_DN2_SP0_c0.t1
OG0018978	jg33826	ESY2_g36444_DN2_SP0_c0.t1
OG0018981	jg14280	ESY1_g7648_DN3_SP0_c0.t1
OG0018983	jg21655	ESY15_g65047_DN3_SP0_c0.t1
OG0018985	jg11247	ESY22_g40972_DN3_SP0_c0.t1
OG0018986	jg11197	ESY2_g38888_DN3_SP0_c0.t1
OG0018988	jg21664	ESY7_g17378_DN3_SP0_c0.t1
OG0018989	jg21736	ESY11_g53374_DN3_SP0_c0.t1
OG0018992	jg3087	ESY2_g34959_DN2_SP0_c0.t1
OG0018993	jg3133	ESY2_g35943_DN1_SP0_c0.t1
OG0018995	jg9564	ESY4_g24134_DN3_SP0_c0.t1
OG0018998	jg2596	ESY2_g35482_DN2_SP0_c0.t1
OG0019002	jg33480	ESY2_g36999_DN3_SP0_c0.t1
OG0019003	jg21022	ESY1_g6297_DN2_SP0_c0.t1
OG0019005	jg18540	ESY4_g25530_DN3_SP0_c0.t1
OG0019010	jg10779	ESY9_g42621_DN3_SP5_c0.t1
OG0019011	jg12837	ESY8_g60005_DN2_SP4_c0.t1
OG0019014	jg10953	ESY16_g61507_DN3_SP0_c0.t1
OG0019016	jg10922	ESY16_g61593_DN1_SP0_c0.t1
OG0019017	jg31928	ESY16_g61641_DN2_SP0_c0.t1
OG0019018	jg31925	ESY16_g61644_DN3_SP0_c0.t1
OG0019019	jg23882	ESY3_g32694_DN3_SP0_c0.t1
OG0019021	jg23745	ESY6_g50269_DN2_SP0_c0.t1
OG0019022	jg15166, jg15730, jg15651	ESY1_g11715_DN3_SP0_c0.t1, ESY1_g11714_DN3_SP0_c0.t1
OG0019023	jg15691	ESY1_g11776_DN3_SP0_c0.t1
OG0019027	jg22130	ESY7_g17744_DN3_SP0_c0.t1
OG0019028	jg26789	ESY3_g27910_DN3_SP0_c0.t1
OG0019035	jg25356	ESY3_g30248_DN3_SP0_c0.t1
OG0019036	jg17101, jg27815, jg16422, jg6974, jg1488, jg13935, jg27814, jg1487, jg16421, jg17100, jg13934	ESY15_g64441_DN2_SP0_c100.t1
OG0019041	jg14372	ESY9_g44585_DN1_SP0_c0.t1
OG0019043	jg20089	ESY12_g51609_DN3_SP0_c0.t1
OG0019044	jg19940	ESY12_g51885_DN3_SP0_c10.t1
OG0019046	jg19842	ESY12_g52020_DN1_SP0_c0.t1
OG0019047	jg19833	ESY12_g52030_DN3_SP0_c0.t1
OG0019048	jg19829	ESY12_g52039_DN3_SP7_c0.t1
OG0019054	jg21568	ESY15_g64226_DN3_SP0_c0.t1
OG0019058	jg24546	ESY3_g31581_DN3_SP0_c0.t1
OG0019060	jg24896	ESY3_g30977_DN3_SP3_c0.t1
OG0019062	jg25169	ESY3_g31340_DN2_SP0_c0.t1
OG0019064	jg25772	ESY3_g29878_DN2_SP6_c0.t1
OG0019070	jg26559	ESY3_g28596_DN2_SP0_c0.t1
OG0019071	jg26510	ESY3_g28820_DN3_SP5_c0.t1
OG0019075	jg5738	ESY7_g16948_DN3_SP1_c0.t1
OG0019076	jg5734	ESY7_g16954_DN3_SP0_c0.t1
OG0019077	jg28415	ESY5_g5559_DN3_SP6_c0.t1
OG0019078	jg28505	ESY5_g5458_DN3_SP4_c0.t1
OG0019079	jg28659	ESY5_g5169_DN3_SP0_c0.t1
OG0019081	jg28705	ESY5_g5152_DN3_SP0_c0.t1
OG0019082	jg28725	ESY5_g5078_DN3_SP0_c0.t1
OG0019083	jg28767	ESY5_g4994_DN3_SP0_c0.t1
OG0019086	jg29192	ESY5_g3111_DN3_SP0_c0.t1
OG0019087	jg29330	ESY5_g3333_DN3_SP8_c0.t1
OG0019089	jg28468, jg2104	ESY10_g15104_DN3_SP0_c0.t1
OG0019091	jg30782	ESY5_g2339_DN3_SP0_c0.t1
OG0019093	jg2738	ESY2_g35649_DN3_SP0_c0.t1
OG0019096	jg681	ESY2_g33681_DN3_SP0_c0.t1
OG0019100	jg402	ESY7_g17848_DN3_SP0_c0.t1
OG0019101	jg33510	ESY5_g3738_DN3_SP0_c0.t1
OG0019102	jg20396	ESY10_g15019_DN3_SP0_c0.t1
OG0019104	jg20288	ESY10_g14775_DN3_SP0_c0.t1
OG0019105	jg20285	ESY10_g14779_DN3_SP0_c0.t1
OG0019109	jg32967	ESY8_g59558_DN2_SP0_c0.t1
OG0019112	jg8853	ESY4_g25499_DN3_SP0_c0.t1
OG0019115	jg9006	ESY4_g25831_DN2_SP0_c0.t1
OG0019116	jg9003	ESY4_g25828_DN3_SP3_c94.t1
OG0019118	jg7997	ESY20_g13205_DN3_SP0_c0.t1
OG0019120	jg8230	ESY20_g13352_DN3_SP0_c0.t1
OG0019123	jg13180	ESY10_g14129_DN1_SP0_c0.t1
OG0019124	jg28411	ESY5_g5562_DN3_SP0_c0.t1
OG0019125	jg28608	ESY5_g5278_DN3_SP0_c0.t1, ESY3_g28778_DN2_SP0_c0.t1
OG0019126	jg29066	ESY5_g4574_DN1_SP0_c0.t1
OG0019127	jg29087	ESY5_g4546_DN3_SP0_c0.t1
OG0019128	jg2425, jg15569, jg27757, jg7647, jg27489, jg29331, jg32373, jg7456	ESY1_g9798_DN2_SP0_c23.t1
OG0019129	jg29925	ESY5_g2802_DN2_SP0_c0.t1
OG0019132	jg31051	ESY5_g1617_DN3_SP0_c21.t1
OG0019133	jg31167	ESY7_g18247_DN3_SP0_c0.t1, ESY7_g18248_DN3_SP1_c0.t1
OG0019136	jg31228	ESY1_g11474_DN3_SP0_c0.t1, ESY1_g11473_DN3_SP0_c0.t1
OG0019138	jg31816	ESY16_g61820_DN3_SP0_c15.t1
OG0019139	jg32111, jg33669	ESY2_g36250_DN3_SP0_c8.t1
OG0019142	jg32375	ESY1_g11837_DN3_SP0_c0.t1
OG0019143	jg32512	ESY9_g42919_DN3_SP1_c0.t1
OG0019145	jg33139	ESY2_g37520_DN3_SP0_c0.t1
OG0019146	jg33738, jg33735, jg33730	ESY2_g36338_DN1_SP0_c0.t1
OG0019148	jg1298, jg18434, jg1297, jg1300, jg1299	ESY4_g22520_DN1_SP0_c0.t1
OG0019149	jg1341	ESY2_g34170_DN3_SP0_c0.t1
OG0019150	jg1371	ESY20_g13141_DN3_SP0_c16.t1
OG0019151	jg1449	ESY2_g34229_DN3_SP0_c0.t1
OG0019152	jg1504	ESY2_g34250_DN3_SP0_c0.t1
OG0019155	jg1721	ESY11_g54662_DN1_SP0_c0.t1
OG0019158	jg2064	ESY2_g35256_DN3_SP4_c5.t1
OG0019159	jg2409	ESY2_g34460_DN3_SP0_c0.t1
OG0019160	jg2470	ESY2_g34395_DN3_SP0_c0.t1
OG0019161	jg2891	ESY2_g35829_DN3_SP0_c0.t1
OG0019162	jg2892	ESY2_g35830_DN3_SP0_c0.t1
OG0019163	jg2916	ESY2_g35855_DN3_SP0_c0.t1
OG0019166	jg24122	ESY3_g32399_DN3_SP1_c0.t1
OG0019170	jg26318	ESY3_g29088_DN3_SP0_c0.t1
OG0019174	jg27141	ESY5_g5564_DN3_SP2_c0.t1
OG0019175	jg27216	ESY11_g52793_DN3_SP0_c12.t1
OG0019176	jg27248, jg27242	ESY11_g54225_DN1_SP0_c0.t1, ESY11_g54237_DN1_SP0_c0.t1
OG0019177	jg27357	ESY11_g52691_DN3_SP5_c0.t1
OG0019178	jg27396	ESY11_g53219_DN3_SP8_c0.t1
OG0019180	jg28117	ESY11_g54592_DN3_SP0_c0.t1
OG0019181	jg28322	ESY11_g55001_DN1_SP0_c0.t1
OG0019183	jg16865	ESY8_g59501_DN3_SP0_c0.t1
OG0019185	jg17069	ESY8_g59366_DN3_SP0_c0.t1
OG0019187	jg17200	ESY8_g59274_DN3_SP3_c0.t1
OG0019188	jg17216	ESY16_g61653_DN2_SP0_c0.t1, ESY8_g59265_DN3_SP0_c0.t1
OG0019192	jg12980	ESY10_g14557_DN3_SP0_c0.t1
OG0019194	jg13122	ESY10_g14283_DN3_SP0_c0.t1
OG0019195	jg13167	ESY10_g14179_DN3_SP0_c0.t1
OG0019196	jg13349	ESY10_g13891_DN3_SP0_c0.t1
OG0019200	jg14335	ESY1_g7830_DN3_SP1_c0.t1
OG0019202	jg14946	ESY4_g26712_DN3_SP0_c0.t1, ESY4_g26714_DN3_SP0_c0.t1
OG0019203	jg15176	ESY1_g10407_DN2_SP0_c0.t1
OG0019205	jg4630	ESY12_g52299_DN3_SP0_c0.t1
OG0019206	jg5098	ESY7_g18374_DN1_SP0_c0.t1
OG0019207	jg5494, jg5492	ESY16_g61784_DN2_SP0_c0.t1, ESY3_g30045_DN3_SP0_c0.t1
OG0019209	jg6242	ESY6_g50123_DN2_SP0_c0.t1
OG0019210	jg6246, jg6247	ESY6_g50120_DN3_SP0_c0.t1
OG0019211	jg6290, jg6288	ESY6_g50075_DN1_SP0_c0.t1
OG0019215	jg7464	ESY18_g63759_DN3_SP5_c0.t1
OG0019216	jg8217	ESY20_g12929_DN3_SP0_c0.t1, ESY20_g12928_DN3_SP0_c0.t1
OG0019217	jg9843	ESY1_g10479_DN3_SP0_c0.t1, ESY1_g10477_DN3_SP0_c0.t1, ESY13_g56097_DN3_SP0_c0.t1
OG0019219	jg9313	ESY2_g33611_DN1_SP0_c0.t1, ESY2_g33608_DN2_SP0_c0.t1, ESY20_g12966_DN2_SP0_c0.t1
OG0019219	jg9413	ESY5_g3231_DN3_SP0_c0.t1
OG0019220	jg9762	ESY16_g62373_DN2_SP0_c0.t1
OG0019221	jg9768	ESY16_g62394_DN1_SP0_c0.t1
OG0019223	jg9813	ESY16_g62568_DN3_SP0_c0.t1
OG0019231	jg11708	ESY17_g39812_DN3_SP0_c0.t1
OG0019233	jg12677	ESY8_g60267_DN3_SP0_c0.t1
OG0019234	jg12781	ESY8_g60069_DN3_SP4_c0.t1
OG0019235	jg12825	ESY8_g60018_DN3_SP0_c0.t1
OG0019236	jg12835	ESY8_g60015_DN3_SP0_c0.t1
OG0019237	jg20489	ESY18_g63001_DN1_SP0_c0.t1
OG0019240	jg21006	ESY1_g6360_DN3_SP0_c0.t1
OG0019242	jg21438, jg21435	ESY12_g51053_DN3_SP0_c0.t1
OG0019243	jg21540	ESY15_g64349_DN3_SP6_c0.t1
OG0019244	jg21606	ESY15_g64919_DN3_SP7_c0.t1
OG0019245	jg21609	ESY15_g64958_DN3_SP0_c0.t1
OG0019246	jg21660	ESY11_g54798_DN3_SP0_c0.t1
OG0019252	jg184	ESY3_g29090_DN1_SP0_c0.t1
OG0019300	jg5351	ESY7_g17474_DN3_SP2_c0.t1
OG0019302	jg5230	ESY7_g17651_DN3_SP6_c0.t1
OG0019304	jg4691	ESY7_g18687_DN2_SP0_c0.t1
OG0019305	jg21126, jg9961	ESY2_g37098_DN3_SP0_c0.t1
OG0019306	jg17434	ESY8_g59178_DN3_SP0_c0.t1
OG0019307	jg17969	ESY8_g58773_DN3_SP7_c0.t1
OG0019308	jg18049, jg18051	ESY2_g38339_DN3_SP0_c0.t1
OG0019313	jg23123	ESY6_g49451_DN3_SP0_c0.t1
OG0019314	jg5006	ESY7_g18236_DN3_SP0_c0.t1, ESY7_g18237_DN3_SP0_c0.t1, ESY7_g18235_DN3_SP0_c0.t1
OG0019318	jg22874	ESY6_g48725_DN3_SP5_c0.t1
OG0019320	jg22327	ESY6_g47974_DN3_SP0_c0.t1
OG0019321	jg4591	ESY7_g18550_DN3_SP0_c0.t1
OG0019323	jg22000	ESY16_g61753_DN2_SP0_c15.t1
OG0019324	jg3847	ESY7_g19632_DN3_SP0_c0.t1
OG0019326	jg3809	ESY7_g19676_DN3_SP2_c0.t1
