Orthogroup	Cardamine_amara	Cochlearia_excelsa
OG0010899	evm.model.RL_4.83	g50843
OG0010900	evm.model.RL_6.7	g50842
OG0010901	evm.model.RL_2.3494	g18376
OG0010902	evm.model.RL_2.3488	g18371
OG0010903	evm.model.RL_2.3482	g18365
OG0010904	evm.model.RL_2.3481	g18364
OG0010905	evm.model.RL_2.3504	g19274, g19268
OG0010906	evm.model.RL_2.572	g46850
OG0010907	evm.model.RL_2.559	g16733
OG0010908	evm.model.RL_2.505	g45037, g46819
OG0010909	evm.model.RL_1.2171	g13433
OG0010910	evm.model.RL_2.436	g46777
OG0010911	evm.model.RL_2.362	g46734
OG0010912	evm.model.RL_2.353, evm.model.RL_2.348, evm.model.RL_2.360	g46731
OG0010913	evm.model.RL_2.329	g46724
OG0010914	evm.model.RL_2.305	g46714
OG0010915	evm.model.RL_2.263	g16889
OG0010916	evm.model.RL_6.1587	g37119
OG0010917	evm.model.RL_6.1591	g51495
OG0010918	evm.model.RL_6.1615	g37131, g51514
OG0010919	evm.model.RL_5.2697	g32631
OG0010920	evm.model.RL_8.827.2.687c8558	g40265
OG0010921	evm.model.RL_3.910	g40263
OG0010922	evm.model.RL_8.893	g40224
OG0010923	evm.model.RL_8.900	g40204
OG0010924	evm.model.RL_8.913	g40214
OG0010925	evm.model.RL_6.1516	g23749, g37087
OG0010926	evm.model.RL_6.1497	g51420
OG0010928	evm.model.RL_6.1473	g51396
OG0010929	evm.model.RL_4.546	g11121
OG0010930	evm.model.RL_4.634, evm.model.RL_4.637	g49150
OG0010932	evm.model.RL_4.646	g18440
OG0010933	evm.model.RL_4.653	g1353
OG0010934	evm.model.RL_4.676.5.687c86cf	g36997
OG0010935	evm.model.RL_8.766	g40294
OG0010936	evm.model.RL_8.705	g25776
OG0010937	evm.model.RL_8.654	g40358
OG0010938	evm.model.RL_8.581.3.687c8557	g40390
OG0010939	evm.model.RL_8.481	g16068
OG0010940	evm.model.RL_8.448.1.687c8556	g25577
OG0010941	evm.model.RL_8.441	g25558
OG0010942	evm.model.RL_8.437, evm.model.RL_4.708	g40458
OG0010943	evm.model.RL_8.431	g25551
OG0010944	evm.model.RL_4.412	g18419, g16317
OG0010945	evm.model.RL_3.1189	g44861
OG0010948	evm.model.RL_4.249	g40577
OG0010949	evm.model.RL_4.179	g40632
OG0010950	evm.model.RL_4.142	g40642
OG0010951	evm.model.RL_4.89	g10900
OG0010952	evm.model.RL_4.217, evm.model.RL_4.9	g40725
OG0010953	evm.model.RL_4.54	g10871, g40699
OG0010954	evm.model.RL_1.2459	g13536
OG0010955	evm.model.RL_1.2454	g13533
OG0010956	evm.model.RL_2.589	g46858
OG0010957	evm.model.RL_1.2448	g13529, g35823
OG0010959	evm.model.RL_6.2088	g24717
OG0010960	evm.model.RL_2.843	g17859
OG0010961	evm.model.RL_2.892	g47018
OG0010962	evm.model.RL_2.894	g24590
OG0010963	evm.model.RL_2.899, evm.model.RL_5.2307.1.687c88ba	g24577
OG0010964	evm.model.RL_2.905, evm.model.RL_2.904	g17777
OG0010965	evm.model.RL_3.883, evm.model.RL_2.784	g6415
OG0010966	evm.model.RL_2.989	g47051
OG0010968	evm.model.RL_2.229	g46684, g43410, g53075
OG0010970	evm.model.RL_1.2474	g16859
OG0010971	evm.model.RL_1.2482	g16855
OG0010972	evm.model.RL_1.2483	g16851
OG0010973	evm.model.RL_2.209	g16852
OG0010974	evm.model.RL_2.28	g46674
OG0010975	evm.model.RL_2.36	g6156
OG0010976	evm.model.RL_2.47	g16836
OG0010977	evm.model.RL_2.55	g16833
OG0010978	evm.model.RL_2.165	g16774
OG0010979	evm.model.RL_2.197	g14048
OG0010980	evm.model.RL_6.2939	g50838
OG0010981	evm.model.RL_6.2932	g37760
OG0010982	evm.model.RL_6.2931	g37759
OG0010983	evm.model.RL_6.2899	g37732
OG0010984	evm.model.RL_6.2892	g37726
OG0010985	evm.model.RL_6.2838, evm.model.RL_6.2883, evm.model.RL_6.2839	g50820
OG0010987	evm.model.RL_6.2815	g37687
OG0010990	evm.model.RL_6.2701	g37618
OG0010991	evm.model.RL_6.2700	g52265
OG0010993	evm.model.RL_6.2637, evm.model.RL_8.2838	g37578, g52243
OG0010994	evm.model.RL_6.2594	g52185, g37563
OG0010995	evm.model.RL_6.2593	g52184
OG0010996	evm.model.RL_6.2582	g52170
OG0010997	evm.model.RL_6.2566	g37546
OG0010998	evm.model.RL_7.414	g18893
OG0010999	evm.model.RL_3.1230	g41546
OG0011000	evm.model.RL_6.2417	g37472
OG0011001	evm.model.RL_6.2408	g38196
OG0011002	evm.model.RL_6.2388	g52076
OG0011003	evm.model.RL_6.2351	g37442
OG0011004	evm.model.RL_6.2309	g52006, g37412
OG0011005	evm.model.RL_6.2302	g37405
OG0011007	evm.model.RL_6.2295	g52004
OG0011008	evm.model.RL_6.2289	g38166
OG0011009	evm.model.RL_6.2286	g37397
OG0011010	evm.model.RL_4.3413	g5855
OG0011011	evm.model.RL_4.3408	g5852
OG0011012	evm.model.RL_4.3407	g5851
OG0011013	evm.model.RL_4.3401	g5846
OG0011014	evm.model.RL_4.3399	g5845
OG0011015	evm.model.RL_4.3396	g5838, g5842, g5840, g5836
OG0011016	evm.model.RL_8.372	g7745
OG0011018	evm.model.RL_4.3286	g30086, g36099, g5783
OG0011019	evm.model.RL_4.3278	g45332
OG0011021	evm.model.RL_4.3255	g5769
OG0011022	evm.model.RL_4.3206	g29837
OG0011023	evm.model.RL_4.3193	g5735
OG0011024	evm.model.RL_4.3132	g5709
OG0011025	evm.model.RL_4.3126	g29805
OG0011026	evm.model.RL_4.1134.1.687c86d2	g638
OG0011027	evm.model.RL_4.1629	g41407
OG0011028	evm.model.RL_8.2862	g10
OG0011029	evm.model.RL_4.1593	g28927
OG0011031	evm.model.RL_4.1563	g41381
OG0011032	evm.model.RL_4.1544	g28903
OG0011033	evm.model.RL_4.1526	g767
OG0011034	evm.model.RL_4.1522	g768
OG0011035	evm.model.RL_4.1464	g41356, g28867
OG0011037	evm.model.RL_8.2132	g28831
OG0011038	evm.model.RL_8.2128	g28829
OG0011039	evm.model.RL_8.2118	g844
OG0011040	evm.model.RL_8.2113, evm.model.RL_8.2114	g846
OG0011041	evm.model.RL_8.2016	g1264
OG0011042	evm.model.RL_8.2030	g28742
OG0011043	evm.model.RL_8.1974	g1233
OG0011044	evm.model.RL_8.2430	g283
OG0011046	evm.model.RL_8.2495	g9783
OG0011047	evm.model.RL_8.2496	g9782, g247
OG0011048	evm.model.RL_8.2502	g244
OG0011049	evm.model.RL_8.2546	g215
OG0011050	evm.model.RL_7.1326, evm.model.RL_7.1006	g2554
OG0011051	evm.model.RL_8.2785	g40
OG0011052	evm.model.RL_8.2786	g9641
OG0011053	evm.model.RL_8.2807	g29
OG0011055	evm.model.RL_8.2854	g19624
OG0011056	evm.model.RL_3.493	g7
OG0011058	evm.model.RL_8.72	g39457
OG0011059	evm.model.RL_8.53	g45275
OG0011060	evm.model.RL_8.41	g45277
OG0011061	evm.model.RL_8.145	g39463
OG0011062	evm.model.RL_8.222	g40789, g39505
OG0011063	evm.model.RL_8.214.1.687c8555	g39508
OG0011064	evm.model.RL_8.213	g45223
OG0011065	evm.model.RL_8.210	g39511
OG0011066	evm.model.RL_8.206	g39514
OG0011067	evm.model.RL_8.203	g25425
OG0011069	evm.model.RL_8.185	g39517
OG0011069	evm.model.RL_8.180	g39518
OG0011070	evm.model.RL_8.166	g39533, g25448
OG0011071	evm.model.RL_8.242	g39551
OG0011072	evm.model.RL_8.265	g39585
OG0011073	evm.model.RL_8.269	g25469
OG0011074	evm.model.RL_8.277	g39590
OG0011075	evm.model.RL_8.313	g39620
OG0011076	evm.model.RL_8.309	g45218
OG0011077	evm.model.RL_8.368	g39647
OG0011078	evm.model.RL_4.486	g39703
OG0011079	evm.model.RL_6.1387	g39759
OG0011080	evm.model.RL_7.255	g11176
OG0011081	evm.model.RL_6.1367	g39768
OG0011082	evm.model.RL_6.1313, evm.model.RL_6.1382	g39764
OG0011083	evm.model.RL_6.1383	g39763
OG0011084	evm.model.RL_6.1306	g39812, g51291
OG0011085	evm.model.RL_6.1214	g51236
OG0011086	evm.model.RL_6.1186	g51231
OG0011087	evm.model.RL_6.1145	g51216
OG0011088	evm.model.RL_6.1080	g39965, g39962
OG0011089	evm.model.RL_6.1058	g39969
OG0011090	evm.model.RL_6.1038	g51158
OG0011091	evm.model.RL_6.994	g51114, g40010
OG0011092	evm.model.RL_6.1783, evm.model.RL_6.964	g39975, g37844
OG0011093	evm.model.RL_6.935	g40044
OG0011094	evm.model.RL_6.928	g40052
OG0011095	evm.model.RL_6.906	g40069
OG0011096	evm.model.RL_6.849	g40096
OG0011097	evm.model.RL_6.755	g40148
OG0011098	evm.model.RL_6.814	g40120
OG0011101	evm.model.RL_4.787	g1675
OG0011102	evm.model.RL_4.2593	g44148
OG0011104	evm.model.RL_6.489	g38317
OG0011106	evm.model.RL_1.82	g12733
OG0011107	evm.model.RL_1.71	g7931
OG0011108	evm.model.RL_1.45	g7943
OG0011109	evm.model.RL_6.1108	g39946
OG0011110	evm.model.RL_1.10	g12728
OG0011111	evm.model.RL_6.2270	g38161, g38159, g38163
OG0011112	evm.model.RL_6.2268	g37388
OG0011114	evm.model.RL_2.2193	g17120
OG0011115	evm.model.RL_2.2192	g23676
OG0011117	evm.model.RL_1.184	g12756
OG0011118	evm.model.RL_1.194.3.687c87e9	g12676
OG0011119	evm.model.RL_1.218	g7839
OG0011120	evm.model.RL_4.1693	g659
OG0011121	evm.model.RL_1.297	g7810
OG0011122	evm.model.RL_1.358	g7773, g7764
OG0011123	evm.model.RL_1.429	g12841
OG0011126	evm.model.RL_1.466	g7703
OG0011127	evm.model.RL_1.517.2.687c87ea	g12523
OG0011129	evm.model.RL_1.544	g12505, g12917
OG0011130	evm.model.RL_1.2509	g6352
OG0011133	evm.model.RL_1.750	g12995
OG0011134	evm.model.RL_1.763	g12989
OG0011135	evm.model.RL_1.802	g7524, g13011
OG0011136	evm.model.RL_1.803	g13012
OG0011137	evm.model.RL_6.2172	g51910
OG0011139	evm.model.RL_6.2082	g51809
OG0011140	evm.model.RL_6.2011	g37306
OG0011141	evm.model.RL_6.1993, evm.model.RL_6.1988	g37294
OG0011142	evm.model.RL_6.1696	g37145
OG0011143	evm.model.RL_6.1716	g38030
OG0011144	evm.model.RL_6.1796	g38053
OG0011146	evm.model.RL_6.1840	g51636
OG0011147	evm.model.RL_6.1817	g37226, g51661
OG0011148	evm.model.RL_6.1878	g37231
OG0011149	evm.model.RL_6.1895, evm.model.RL_6.1054	g51681
OG0011150	evm.model.RL_6.1932	g37260
OG0011151	evm.model.RL_6.1961	g37281
OG0011152	evm.model.RL_6.1960	g51724
OG0011153	evm.model.RL_5.1449	g31627
OG0011154	evm.model.RL_5.2827	g49956
OG0011155	evm.model.RL_6.948	g31633, g27742, g27335
OG0011156	evm.model.RL_5.1485	g31647
OG0011158	evm.model.RL_5.1565	g27368
OG0011159	evm.model.RL_5.1602	g27374
OG0011161	evm.model.RL_5.1623	g31739
OG0011162	evm.model.RL_5.1793	g50092
OG0011163	evm.model.RL_5.1810	g27441
OG0011165	evm.model.RL_5.3696	g27457
OG0011166	evm.model.RL_5.3615	g50187
OG0011167	evm.model.RL_5.3579	g27499
OG0011168	evm.model.RL_5.3478	g27537
OG0011169	evm.model.RL_5.3402	g32091
OG0011170	evm.model.RL_5.3369	g27565, g32077
OG0011171	evm.model.RL_5.3352	g32122, g50333, g27571
OG0011173	evm.model.RL_5.3287	g50365
OG0011174	evm.model.RL_1.1176	g7283
OG0011176	evm.model.RL_5.3226	g32202
OG0011177	evm.model.RL_5.3214	g50389
OG0011178	evm.model.RL_5.3199	g32239
OG0011179	evm.model.RL_5.3195	g32242
OG0011180	evm.model.RL_5.3172	g32257
OG0011181	evm.model.RL_5.3151	g50411, g27625
OG0011183	evm.model.RL_8.2869	g26871
OG0011184	evm.model.RL_5.3139	g32287
OG0011185	evm.model.RL_2.655	g46931
OG0011186	evm.model.RL_2.2028	g23788
OG0011191	evm.model.RL_6.298	g38396
OG0011192	evm.model.RL_6.260	g38421
OG0011193	evm.model.RL_6.257	g38423
OG0011194	evm.model.RL_6.196	g50906
OG0011195	evm.model.RL_6.115	g38509
OG0011196	evm.model.RL_6.95	g38516
OG0011197	evm.model.RL_6.73	g38525
OG0011199	evm.model.RL_5.1276	g31520
OG0011200	evm.model.RL_5.1267	g31512
OG0011201	evm.model.RL_5.1256	g31503
OG0011202	evm.model.RL_5.1235	g49899
OG0011203	evm.model.RL_5.1215	g49885
OG0011204	evm.model.RL_5.1152	g49857
OG0011205	evm.model.RL_5.1142	g31411, g49849
OG0011207	evm.model.RL_5.1065.3.687c88b1	g27179
OG0011208	evm.model.RL_5.1050	g31335
OG0011209	evm.model.RL_5.1016.2.687c88b1	g31323
OG0011210	evm.model.RL_5.955	g31283
OG0011211	evm.model.RL_5.915	g31256
OG0011212	evm.model.RL_5.893, evm.model.RL_5.905.1.687c88b0	g31246
OG0011213	evm.model.RL_5.866	g27102
OG0011214	evm.model.RL_5.765	g31157, g49639, g51874
OG0011215	evm.model.RL_2.1229	g47177
OG0011216	evm.model.RL_5.745	g49654
OG0011217	evm.model.RL_5.727	g31132
OG0011218	evm.model.RL_5.2226	g54017
OG0011219	evm.model.RL_5.660	g31106, g49606
OG0011220	evm.model.RL_5.585	g31058
OG0011221	evm.model.RL_5.577	g27002
OG0011222	evm.model.RL_5.541	g26993
OG0011223	evm.model.RL_5.494	g30995
OG0011224	evm.model.RL_5.464	g30973, g30969, g49531
OG0011225	evm.model.RL_5.460	g49528
OG0011227	evm.model.RL_5.453.1.687c88ac	g30964, g49524
OG0011228	evm.model.RL_5.419	g30938
OG0011229	evm.model.RL_5.410	g30933
OG0011231	evm.model.RL_5.323	g26946
OG0011232	evm.model.RL_5.310	g30879
OG0011233	evm.model.RL_5.251	g49436
OG0011234	evm.model.RL_5.210	g49420
OG0011235	evm.model.RL_5.217	g49423
OG0011236	evm.model.RL_5.233	g49429
OG0011237	evm.model.RL_5.198	g30819
OG0011238	evm.model.RL_5.189	g30814
OG0011239	evm.model.RL_5.180	g30811
OG0011240	evm.model.RL_5.176	g49405
OG0011241	evm.model.RL_5.150	g30798
OG0011243	evm.model.RL_5.120	g30779
OG0011244	evm.model.RL_5.109	g30776, g49377
OG0011246	evm.model.RL_8.2907	g49294
OG0011247	evm.model.RL_4.2227	g5227
OG0011248	evm.model.RL_4.2195	g5199
OG0011249	evm.model.RL_4.2207	g45653, g5209
OG0011251	evm.model.RL_4.2159	g29292, g5175
OG0011252	evm.model.RL_4.2103	g5121
OG0011253	evm.model.RL_4.2001	g5047
OG0011254	evm.model.RL_4.1991	g5044
OG0011255	evm.model.RL_4.1973	g29179
OG0011256	evm.model.RL_4.1904	g29136
OG0011257	evm.model.RL_4.1906	g29139
OG0011258	evm.model.RL_4.1859	g4955, g32267, g4953
OG0011259	evm.model.RL_3.687, evm.model.RL_3.1210	g44849
OG0011260	evm.model.RL_4.1813	g4921
OG0011261	evm.model.RL_4.1805	g4916
OG0011262	evm.model.RL_4.1790	g29063
OG0011263	evm.model.RL_4.1746	g4892
OG0011264	evm.model.RL_4.1119	g4857
OG0011265	evm.model.RL_4.1098	g4828
OG0011266	evm.model.RL_4.1078	g4803
OG0011267	evm.model.RL_4.1082.1.687c86d1	g10120, g4806
OG0011268	evm.model.RL_4.1068.1.687c86d1	g4795
OG0011269	evm.model.RL_4.1019	g4770
OG0011270	evm.model.RL_4.967	g4743
OG0011271	evm.model.RL_4.955	g4746
OG0011272	evm.model.RL_4.945	g4764
OG0011273	evm.model.RL_4.924	g10192
OG0011274	evm.model.RL_4.894	g4500
OG0011275	evm.model.RL_4.909	g10203
OG0011276	evm.model.RL_4.807	g10262
OG0011277	evm.model.RL_4.2272	g29348
OG0011278	evm.model.RL_4.2856	g5580
OG0011279	evm.model.RL_4.2921	g45449
OG0011280	evm.model.RL_4.2951	g5618, g45439
OG0011281	evm.model.RL_5.2455	g29721
OG0011282	evm.model.RL_4.2993	g29724
OG0011283	evm.model.RL_4.2996	g45428
OG0011284	evm.model.RL_4.3001	g5639
OG0011285	evm.model.RL_1.1130	g13136
OG0011286	evm.model.RL_4.3086.1.687c86dd	g5687
OG0011287	evm.model.RL_2.496, evm.model.RL_4.1146	g10096
OG0011288	evm.model.RL_6.2583, evm.model.RL_4.1180	g607
OG0011289	evm.model.RL_4.1179	g10065, g608
OG0011290	evm.model.RL_4.1203	g597
OG0011291	evm.model.RL_4.1215	g10048
OG0011292	evm.model.RL_4.1241	g565
OG0011293	evm.model.RL_4.1258	g18566
OG0011294	evm.model.RL_4.1305.4.687c86d3	g525
OG0011296	evm.model.RL_4.1340	g18581
OG0011297	evm.model.RL_4.1351.1.687c86d3	g505
OG0011298	evm.model.RL_8.2182	g9921
OG0011299	evm.model.RL_8.2237	g411
OG0011300	evm.model.RL_8.2342	g9844
OG0011301	evm.model.RL_8.1995, evm.model.RL_8.1963	g1224
OG0011302	evm.model.RL_8.1955	g1218
OG0011303	evm.model.RL_8.1912	g1166
OG0011304	evm.model.RL_8.1910	g1163
OG0011305	evm.model.RL_8.1899	g28694
OG0011306	evm.model.RL_7.1274	g2501, g2500, g2499
OG0011307	evm.model.RL_7.1325	g19358
OG0011309	evm.model.RL_7.1328	g35946, g19360
OG0011310	evm.model.RL_7.1342	g2568
OG0011311	evm.model.RL_7.1344	g2571
OG0011312	evm.model.RL_7.1409.1.687c84b9	g19384
OG0011313	evm.model.RL_7.1483	g2649
OG0011314	evm.model.RL_7.1522	g19423
OG0011315	evm.model.RL_7.1524	g2703
OG0011316	evm.model.RL_7.1560	g19483
OG0011317	evm.model.RL_5.1236	g31484
OG0011318	evm.model.RL_7.1748	g19565
OG0011319	evm.model.RL_7.1750	g2935, g2911
OG0011321	evm.model.RL_7.1843	g19594
OG0011322	evm.model.RL_7.1906, evm.model.RL_7.1904	g3138
OG0011323	evm.model.RL_7.1937	g11548
OG0011324	evm.model.RL_7.2007	g54380, g54376
OG0011325	evm.model.RL_2.75	g16814
OG0011326	evm.model.RL_3.1200	g41570
OG0011327	evm.model.RL_3.1195	g41575
OG0011328	evm.model.RL_3.1169	g44872
OG0011329	evm.model.RL_3.1245	g44825
OG0011330	evm.model.RL_3.1252	g44821
OG0011331	evm.model.RL_3.1348	g45809
OG0011333	evm.model.RL_3.1597	g45970
OG0011334	evm.model.RL_3.1437	g45855, g36216
OG0011335	evm.model.RL_3.1445.3.687c84bc	g45861
OG0011336	evm.model.RL_3.1449	g45868
OG0011337	evm.model.RL_3.1468	g45879
OG0011338	evm.model.RL_3.1503	g45890
OG0011340	evm.model.RL_3.1559	g45932, g44645
OG0011341	evm.model.RL_3.1572	g45945
OG0011342	evm.model.RL_3.1602	g45966
OG0011343	evm.model.RL_3.2222	g46433
OG0011344	evm.model.RL_3.2219	g46430
OG0011345	evm.model.RL_3.2189	g46397
OG0011346	evm.model.RL_3.2145	g46353
OG0011347	evm.model.RL_5.3618	g50181
OG0011348	evm.model.RL_3.2047	g46267
OG0011349	evm.model.RL_3.1984	g44437
OG0011350	evm.model.RL_5.1822	g46229
OG0011351	evm.model.RL_2.864, evm.model.RL_2.863	g47715
OG0011353	evm.model.RL_4.738	g17858
OG0011354	evm.model.RL_3.1948	g46194
OG0011355	evm.model.RL_3.1929	g44479
OG0011356	evm.model.RL_3.1898	g44497
OG0011357	evm.model.RL_3.1861	g17987
OG0011358	evm.model.RL_3.1853	g44532
OG0011359	evm.model.RL_3.1809	g46109
OG0011360	evm.model.RL_3.1804	g44555
OG0011361	evm.model.RL_3.1663	g44598
OG0011362	evm.model.RL_3.2414	g44296
OG0011364	evm.model.RL_3.2435.2.687c84be	g46581
OG0011365	evm.model.RL_3.2463	g46595
OG0011366	evm.model.RL_1.1191	g12258
OG0011367	evm.model.RL_1.1197	g12254
OG0011369	evm.model.RL_1.1222	g13158
OG0011370	evm.model.RL_1.1224	g13160
OG0011371	evm.model.RL_1.1258	g13188, g7233
OG0011372	evm.model.RL_1.1289	g12219
OG0011373	evm.model.RL_1.1297	g7209
OG0011374	evm.model.RL_1.1322	g13207
OG0011375	evm.model.RL_1.1328.2.687c87ec	g13208
OG0011376	evm.model.RL_1.1346	g16703, g12195
OG0011379	evm.model.RL_1.1410	g7135
OG0011380	evm.model.RL_1.1417	g7131
OG0011381	evm.model.RL_1.1428	g7117
OG0011382	evm.model.RL_1.1445	g7103
OG0011383	evm.model.RL_1.1454	g7099
OG0011384	evm.model.RL_1.1462	g7087
OG0011385	evm.model.RL_1.1474	g7078
OG0011386	evm.model.RL_1.1551, evm.model.RL_1.1555, evm.model.RL_1.1547	g7033
OG0011387	evm.model.RL_1.1564	g7018
OG0011388	evm.model.RL_1.1566	g13260, g12091
OG0011389	evm.model.RL_1.1570, evm.model.RL_1.1571	g7010, g13261
OG0011390	evm.model.RL_1.1659	g6952
OG0011391	evm.model.RL_1.1690	g6924
OG0011392	evm.model.RL_1.1706	g13296
OG0011393	evm.model.RL_1.1735	g6889
OG0011394	evm.model.RL_1.1768	g12001
OG0011395	evm.model.RL_1.1785	g13319
OG0011396	evm.model.RL_1.1810	g13328
OG0011397	evm.model.RL_1.1824	g6822
OG0011398	evm.model.RL_1.1835	g6814
OG0011400	evm.model.RL_1.1841	g6812
OG0011402	evm.model.RL_1.1940	g6751
OG0011402	evm.model.RL_7.2300	g13359
OG0011403	evm.model.RL_1.1961	g11915
OG0011404	evm.model.RL_8.2839, evm.model.RL_1.1968, evm.model.RL_8.2837	g6718
OG0011405	evm.model.RL_1.1993	g6709
OG0011406	evm.model.RL_1.2041.1.687c87ee	g6684
OG0011407	evm.model.RL_1.2105	g6604
OG0011409	evm.model.RL_1.2119	g13406, g11844
OG0011410	evm.model.RL_1.2129	g11836
OG0011411	evm.model.RL_1.2158	g6581
OG0011412	evm.model.RL_1.2161	g11815, g13428
OG0011413	evm.model.RL_1.2206, evm.model.RL_1.2198	g13453
OG0011414	evm.model.RL_1.2225	g13461
OG0011415	evm.model.RL_1.2300	g6519
OG0011416	evm.model.RL_1.2328	g13493
OG0011417	evm.model.RL_1.2357	g6448
OG0011418	evm.model.RL_1.2390	g11683
OG0011419	evm.model.RL_1.2411	g6412
OG0011420	evm.model.RL_1.2444	g6377
OG0011421	evm.model.RL_1.2487	g6362
OG0011422	evm.model.RL_1.2584	g6345
OG0011423	evm.model.RL_1.2569	g13596
OG0011424	evm.model.RL_1.2567	g13594
OG0011425	evm.model.RL_1.2558	g11571
OG0011426	evm.model.RL_1.2541	g13580
OG0011427	evm.model.RL_1.2525	g11630
OG0011428	evm.model.RL_3.1620	g11602
OG0011429	evm.model.RL_1.2764	g14256
OG0011430	evm.model.RL_1.2801	g6143
OG0011431	evm.model.RL_1.2806	g14212
OG0011432	evm.model.RL_1.2942	g6078, g14012
OG0011433	evm.model.RL_1.2982	g13986
OG0011434	evm.model.RL_1.3028	g13954
OG0011435	evm.model.RL_1.3018	g6012
OG0011436	evm.model.RL_1.3069	g13937
OG0011437	evm.model.RL_1.3122	g5963
OG0011438	evm.model.RL_1.3132	g5954
OG0011439	evm.model.RL_1.3155	g13811
OG0011440	evm.model.RL_1.3178	g13815
OG0011441	evm.model.RL_1.3194	g13818
OG0011442	evm.model.RL_1.3223	g5905
OG0011443	evm.model.RL_1.3281	g13839
OG0011444	evm.model.RL_1.3272	g5931
OG0011446	evm.model.RL_5.3821, evm.model.RL_5.3818	g36640
OG0011447	evm.model.RL_5.3802	g36632, g28003
OG0011448	evm.model.RL_5.3794	g35646
OG0011449	evm.model.RL_5.1881	g54249
OG0011450	evm.model.RL_5.1888, evm.model.RL_5.1886	g28027
OG0011451	evm.model.RL_5.1894	g28028
OG0011452	evm.model.RL_1.1951	g6743
OG0011454	evm.model.RL_5.2152	g36337
OG0011455	evm.model.RL_5.2208	g54037
OG0011457	evm.model.RL_2.1155	g24397
OG0011458	evm.model.RL_6.1564	g37102, g51463
OG0011459	evm.model.RL_6.1563	g37983
OG0011460	evm.model.RL_6.1551	g51457
OG0011461	evm.model.RL_6.1533	g51447
OG0011462	evm.model.RL_7.1175	g2428
OG0011463	evm.model.RL_7.1166	g2421
OG0011464	evm.model.RL_5.2922	g32421
OG0011465	evm.model.RL_7.1101	g11320
OG0011466	evm.model.RL_7.1099.1.687c84b8	g2400
OG0011468	evm.model.RL_7.1077	g2378
OG0011469	evm.model.RL_2.2316	g17067
OG0011470	evm.model.RL_7.984	g2321
OG0011471	evm.model.RL_7.911	g2273
OG0011472	evm.model.RL_7.892.1.687c84b6	g2241
OG0011473	evm.model.RL_7.837	g2232
OG0011474	evm.model.RL_7.786	g19067
OG0011475	evm.model.RL_7.775	g19058
OG0011477	evm.model.RL_7.661.2.687c84b5	g19001
OG0011478	evm.model.RL_7.659	g2076
OG0011479	evm.model.RL_7.618	g18986
OG0011480	evm.model.RL_7.547	g2042
OG0011482	evm.model.RL_5.732	g49662
OG0011483	evm.model.RL_7.410	g18887
OG0011485	evm.model.RL_7.321	g18821
OG0011486	evm.model.RL_7.299	g1899
OG0011487	evm.model.RL_7.265	g1882
OG0011488	evm.model.RL_6.2732	g52284
OG0011489	evm.model.RL_7.207	g1832
OG0011490	evm.model.RL_7.196	g1818
OG0011491	evm.model.RL_7.195	g1817
OG0011492	evm.model.RL_7.190	g1814
OG0011493	evm.model.RL_7.173	g1787
OG0011494	evm.model.RL_7.136	g1763
OG0011495	evm.model.RL_7.125	g1760
OG0011496	evm.model.RL_7.121, evm.model.RL_7.115	g1758
OG0011497	evm.model.RL_7.97	g1750
OG0011498	evm.model.RL_7.64	g18754
OG0011499	evm.model.RL_7.50	g18765
OG0011500	evm.model.RL_7.28	g1739
OG0011501	evm.model.RL_7.6	g5675
OG0011504	evm.model.RL_7.1304	g2542
OG0011509	evm.model.RL_7.347	g1931
OG0011510	evm.model.RL_7.186	g1811
OG0011511	evm.model.RL_4.230	g40595
OG0011514	evm.model.RL_6.1458	g37966
OG0011515	evm.model.RL_7.1979	g11502
OG0011516	evm.model.RL_3.2004	g17973
OG0011517	evm.model.RL_3.1761	g46067
OG0011518	evm.model.RL_3.1760	g46066
OG0011523	evm.model.RL_3.596	g49507
OG0011524	evm.model.RL_5.663, evm.model.RL_5.666	g27022
OG0011525	evm.model.RL_5.678	g49613
OG0011526	evm.model.RL_5.983	g31303
OG0011529	evm.model.RL_5.1314	g49915
