Orthogroup	Cardamine_amara	Cochlearia_excelsa
OG0012997	evm.model.RL_1.2539.2.687c87ef	g6527
OG0012998	evm.model.RL_3.11	g40736
OG0012999	evm.model.RL_3.23	g40753
OG0013001	evm.model.RL_3.54	g41067, g40780
OG0013002	evm.model.RL_3.63	g40825
OG0013003	evm.model.RL_3.64	g40824
OG0013004	evm.model.RL_3.71	g43513
OG0013005	evm.model.RL_3.78	g40817
OG0013006	evm.model.RL_3.81.1.687c84b9	g40814
OG0013007	evm.model.RL_3.82	g40810
OG0013008	evm.model.RL_3.83	g40809
OG0013009	evm.model.RL_3.88	g40807
OG0013010	evm.model.RL_3.109	g44261
OG0013011	evm.model.RL_3.128	g40791
OG0013012	evm.model.RL_3.148	g44255
OG0013013	evm.model.RL_3.155	g40842
OG0013014	evm.model.RL_3.160	g40844
OG0013015	evm.model.RL_5.1135	g31404
OG0013016	evm.model.RL_3.182, evm.model.RL_3.195	g40860
OG0013017	evm.model.RL_3.193	g44242
OG0013018	evm.model.RL_3.220	g44237
OG0013019	evm.model.RL_3.223	g40887
OG0013020	evm.model.RL_3.247	g40905
OG0013021	evm.model.RL_5.1071	g27180
OG0013022	evm.model.RL_3.256	g40919
OG0013023	evm.model.RL_3.233, evm.model.RL_3.257	g40920
OG0013024	evm.model.RL_2.2098	g47559
OG0013025	evm.model.RL_2.2117	g23724
OG0013026	evm.model.RL_2.2121	g23721
OG0013027	evm.model.RL_2.2124.1.687c86e5	g47573
OG0013029	evm.model.RL_2.550	g46840
OG0013030	evm.model.RL_6.2260	g37384
OG0013031	evm.model.RL_6.2242	g51976
OG0013032	evm.model.RL_6.2226	g37377
OG0013033	evm.model.RL_6.2228	g51968
OG0013034	evm.model.RL_6.2214	g51959
OG0013035	evm.model.RL_6.2188	g51927, g51942
OG0013036	evm.model.RL_6.2175	g38143
OG0013037	evm.model.RL_1.810	g7517
OG0013038	evm.model.RL_1.829	g13023
OG0013039	evm.model.RL_1.835	g13028
OG0013040	evm.model.RL_1.872	g7480
OG0013041	evm.model.RL_1.873	g7479
OG0013042	evm.model.RL_1.903	g7458, g12389
OG0013043	evm.model.RL_1.910	g13067
OG0013044	evm.model.RL_2.1947	g47502
OG0013045	evm.model.RL_1.917	g13069
OG0013046	evm.model.RL_1.921	g12381
OG0013048	evm.model.RL_1.924	g7445
OG0013049	evm.model.RL_1.948.1.687c87eb	g13087
OG0013050	evm.model.RL_1.950	g13089
OG0013051	evm.model.RL_4.1681	g28979
OG0013052	evm.model.RL_1.975	g13106
OG0013053	evm.model.RL_1.977	g12362
OG0013054	evm.model.RL_1.981	g7417
OG0013055	evm.model.RL_1.996	g7408
OG0013056	evm.model.RL_5.987	g49769
OG0013057	evm.model.RL_1.1028	g12330
OG0013058	evm.model.RL_1.1062	g7374
OG0013059	evm.model.RL_1.1065	g7371
OG0013060	evm.model.RL_1.1112	g13132
OG0013061	evm.model.RL_1.1113	g7338
OG0013062	evm.model.RL_1.1118	g7333
OG0013064	evm.model.RL_4.1477	g39859
OG0013065	evm.model.RL_1.1136	g12287
OG0013066	evm.model.RL_2.2315	g23582
OG0013068	evm.model.RL_8.1051	g37835
OG0013069	evm.model.RL_8.1055	g26734
OG0013070	evm.model.RL_8.1056	g1476
OG0013071	evm.model.RL_8.1061	g1460
OG0013072	evm.model.RL_8.1080	g1449
OG0013073	evm.model.RL_8.1103	g26787
OG0013074	evm.model.RL_8.1109	g1427
OG0013075	evm.model.RL_8.1114	g1421
OG0013076	evm.model.RL_8.1126	g1413
OG0013077	evm.model.RL_8.1130	g26817
OG0013078	evm.model.RL_8.2093	g28257, g1401
OG0013079	evm.model.RL_8.1180	g1383
OG0013080	evm.model.RL_1.2413	g6410
OG0013081	evm.model.RL_8.1212	g28311
OG0013082	evm.model.RL_8.1224	g28322
OG0013083	evm.model.RL_8.1229	g28326
OG0013084	evm.model.RL_8.1254	g1328
OG0013085	evm.model.RL_8.1267	g41174, g41192
OG0013086	evm.model.RL_8.1279.1.687c855a	g1321
OG0013087	evm.model.RL_8.1291	g28355
OG0013088	evm.model.RL_8.1301	g1303
OG0013089	evm.model.RL_8.1317	g871
OG0013090	evm.model.RL_8.1326	g877
OG0013091	evm.model.RL_8.1371	g28388, g36025
OG0013092	evm.model.RL_8.1387	g41250
OG0013093	evm.model.RL_8.1443	g41289, g41290
OG0013094	evm.model.RL_2.2293	g17074, g23610
OG0013095	evm.model.RL_8.1499	g39441
OG0013096	evm.model.RL_8.1498	g28451
OG0013097	evm.model.RL_8.1493	g944
OG0013098	evm.model.RL_8.1486	g28449
OG0013099	evm.model.RL_8.1483	g938
OG0013100	evm.model.RL_8.1482	g28446, g38451
OG0013101	evm.model.RL_8.1478.1.687c855b	g28444
OG0013102	evm.model.RL_8.1518	g28466
OG0013103	evm.model.RL_8.1524	g39427
OG0013104	evm.model.RL_8.1538	g28483
OG0013105	evm.model.RL_1.2607	g6255, g6277, g3081
OG0013106	evm.model.RL_8.1568	g28492
OG0013107	evm.model.RL_8.1574	g39396
OG0013108	evm.model.RL_8.1575	g978
OG0013109	evm.model.RL_8.1576	g28493
OG0013110	evm.model.RL_8.1579	g980
OG0013111	evm.model.RL_8.1580	g981
OG0013113	evm.model.RL_8.1615	g1005
OG0013114	evm.model.RL_2.2194	g23675
OG0013115	evm.model.RL_8.1618	g28512
OG0013116	evm.model.RL_8.1634	g1017
OG0013117	evm.model.RL_8.1648	g28525
OG0013118	evm.model.RL_8.1658	g39363
OG0013119	evm.model.RL_8.1676	g1039
OG0013120	evm.model.RL_8.1688	g28541
OG0013121	evm.model.RL_8.1692.2.687c855d	g1054
OG0013122	evm.model.RL_8.1708	g1064
OG0013123	evm.model.RL_8.1717	g1073
OG0013124	evm.model.RL_8.1791	g28618
OG0013125	evm.model.RL_8.1800	g39316
OG0013126	evm.model.RL_8.1802	g28629
OG0013127	evm.model.RL_8.1809	g1103, g28636
OG0013128	evm.model.RL_8.1810	g1104
OG0013129	evm.model.RL_8.1827	g28644
OG0013130	evm.model.RL_8.1851	g1135
OG0013131	evm.model.RL_8.1861	g28665
OG0013132	evm.model.RL_8.1883	g28684
OG0013133	evm.model.RL_8.1886	g28686
OG0013134	evm.model.RL_8.977, evm.model.RL_8.994	g24287
OG0013135	evm.model.RL_4.1406	g467
OG0013136	evm.model.RL_4.744	g10305
OG0013137	evm.model.RL_4.2294	g29361
OG0013138	evm.model.RL_4.2299	g45616, g29366
OG0013139	evm.model.RL_4.2301	g5283
OG0013141	evm.model.RL_4.2334	g29392
OG0013142	evm.model.RL_4.2339	g45602
OG0013143	evm.model.RL_4.2355	g45591, g18351
OG0013144	evm.model.RL_4.2356	g29399
OG0013145	evm.model.RL_4.2364	g5319
OG0013147	evm.model.RL_4.2371	g5324
OG0013148	evm.model.RL_4.2403.1.687c86d9	g29425
OG0013149	evm.model.RL_4.2408	g5351
OG0013150	evm.model.RL_4.2420	g5364
OG0013151	evm.model.RL_4.2423	g5366
OG0013152	evm.model.RL_4.2428	g45570
OG0013153	evm.model.RL_4.2438	g5368
OG0013154	evm.model.RL_4.2451	g45566
OG0013155	evm.model.RL_4.2452	g5375
OG0013156	evm.model.RL_4.2460	g5380
OG0013157	evm.model.RL_4.2461	g5381
OG0013158	evm.model.RL_4.2500	g45554
OG0013159	evm.model.RL_4.2506, evm.model.RL_4.2502	g45551
OG0013160	evm.model.RL_4.2558	g29510
OG0013161	evm.model.RL_4.2602	g29543
OG0013162	evm.model.RL_4.2610	g29546
OG0013163	evm.model.RL_4.2638	g29559
OG0013164	evm.model.RL_4.2647	g5457
OG0013165	evm.model.RL_4.2649.3.687c86da	g29564
OG0013166	evm.model.RL_4.2657	g5468
OG0013167	evm.model.RL_4.2670	g5475
OG0013168	evm.model.RL_4.2672	g29572
OG0013169	evm.model.RL_4.2673	g45506
OG0013170	evm.model.RL_4.2675	g5484
OG0013171	evm.model.RL_4.2700	g5498
OG0013172	evm.model.RL_4.1387	g486
OG0013173	evm.model.RL_4.2717	g5507
OG0013174	evm.model.RL_4.2738	g29600, g45491
OG0013175	evm.model.RL_4.2739	g5516
OG0013176	evm.model.RL_4.2770	g29608
OG0013177	evm.model.RL_4.2776	g45488, g29611
OG0013178	evm.model.RL_4.2778	g5534
OG0013179	evm.model.RL_4.2820	g5556
OG0013180	evm.model.RL_8.2281	g380
OG0013182	evm.model.RL_2.1289	g47202
OG0013183	evm.model.RL_2.1305	g17531
OG0013184	evm.model.RL_2.1313	g24247
OG0013185	evm.model.RL_2.1325	g24241
OG0013186	evm.model.RL_2.1326	g24240
OG0013187	evm.model.RL_2.1354	g47255
OG0013188	evm.model.RL_2.1377	g47261
OG0013189	evm.model.RL_2.1383	g47262
OG0013190	evm.model.RL_2.1384	g23964, g47263
OG0013191	evm.model.RL_4.232	g40590
OG0013192	evm.model.RL_2.1412	g47276
OG0013193	evm.model.RL_2.1423	g17466, g24172
OG0013194	evm.model.RL_2.1433	g47281
OG0013195	evm.model.RL_2.1437	g47285
OG0013196	evm.model.RL_2.1441	g47288
OG0013197	evm.model.RL_2.1449	g24156
OG0013198	evm.model.RL_2.1462	g17447
OG0013201	evm.model.RL_2.1490	g24136
OG0013202	evm.model.RL_2.1558	g24071
OG0013204	evm.model.RL_2.1561	g47333
OG0013205	evm.model.RL_2.3257.1.687c86e8	g18283
OG0013206	evm.model.RL_2.1589	g47345
OG0013207	evm.model.RL_2.1636	g24022
OG0013208	evm.model.RL_2.1644	g47373
OG0013209	evm.model.RL_2.1665	g47386
OG0013210	evm.model.RL_2.1707	g23974
OG0013211	evm.model.RL_2.1726	g23967
OG0013212	evm.model.RL_3.1375.5.687c84bc	g45818
OG0013213	evm.model.RL_2.1742	g23958
OG0013214	evm.model.RL_2.1767	g17287
OG0013217	evm.model.RL_5.2402, evm.model.RL_2.1892	g23873
OG0013218	evm.model.RL_2.1903	g17248
OG0013219	evm.model.RL_2.1904	g47479
OG0013220	evm.model.RL_2.1925	g23849
OG0013221	evm.model.RL_5.2679	g27790
OG0013223	evm.model.RL_5.2630	g32665
OG0013224	evm.model.RL_5.2625	g32667
OG0013225	evm.model.RL_4.1638.1.687c86d5	g702, g28953
OG0013226	evm.model.RL_2.2081	g23741
OG0013228	evm.model.RL_5.2598	g27803
OG0013229	evm.model.RL_5.2559	g27808
OG0013230	evm.model.RL_5.2555.1.687c88bc	g50742
OG0013231	evm.model.RL_5.2547	g32765
OG0013232	evm.model.RL_5.2537	g27860
OG0013233	evm.model.RL_5.2527, evm.model.RL_5.2529	g27865
OG0013234	evm.model.RL_5.2508	g32900, g27876
OG0013235	evm.model.RL_5.2479	g32970
OG0013236	evm.model.RL_5.2464	g37798
OG0013237	evm.model.RL_5.2460	g46638
OG0013238	evm.model.RL_5.2411	g35910
OG0013239	evm.model.RL_5.2324	g53899
OG0013240	evm.model.RL_1.813	g13017
OG0013241	evm.model.RL_5.2846	g50566
OG0013242	evm.model.RL_5.2362	g28214
OG0013243	evm.model.RL_5.2300	g28140
OG0013246	evm.model.RL_5.2254	g36244
OG0013247	evm.model.RL_5.2393	g28239, g28242
OG0013248	evm.model.RL_5.2396	g53719
OG0013249	evm.model.RL_5.2401	g53718
OG0013250	evm.model.RL_5.2297	g28139
OG0013251	evm.model.RL_5.2281	g36201
OG0013252	evm.model.RL_5.3109	g32302, g32298
OG0013253	evm.model.RL_5.3111.8.687c88bf	g32271, g32296
OG0013254	evm.model.RL_5.3081	g32319
OG0013255	evm.model.RL_5.3076	g50451
OG0013256	evm.model.RL_5.3074	g27651
OG0013257	evm.model.RL_5.3046	g50487
OG0013258	evm.model.RL_5.3037	g32363
OG0013259	evm.model.RL_5.3025	g32374
OG0013260	evm.model.RL_5.3016	g27673
OG0013261	evm.model.RL_1.2362	g11705
OG0013262	evm.model.RL_5.3003	g32390
OG0013263	evm.model.RL_5.2987	g50508
OG0013264	evm.model.RL_5.2914	g50519
OG0013265	evm.model.RL_5.2904	g27697
OG0013266	evm.model.RL_2.3063	g23005
OG0013267	evm.model.RL_2.3066	g23003
OG0013268	evm.model.RL_2.3088	g22981
OG0013269	evm.model.RL_2.3113	g47941
OG0013270	evm.model.RL_2.3117.3.687c86e8	g47944
OG0013271	evm.model.RL_2.3123	g47948
OG0013272	evm.model.RL_1.2965	g13997
OG0013273	evm.model.RL_2.3149	g22943
OG0013274	evm.model.RL_2.3161	g22931
OG0013275	evm.model.RL_2.3162	g22930
OG0013276	evm.model.RL_2.3165	g22927
OG0013278	evm.model.RL_2.3170.1.687c86e8.1.687c99ff	g22921
OG0013279	evm.model.RL_2.3178	g22914
OG0013280	evm.model.RL_2.3180	g18255
OG0013281	evm.model.RL_2.3212	g22885
OG0013283	evm.model.RL_7.1308	g22872
OG0013284	evm.model.RL_2.3235	g18269
OG0013285	evm.model.RL_2.3260	g47989
OG0013286	evm.model.RL_2.3301	g47999
OG0013287	evm.model.RL_7.1044	g2351
OG0013288	evm.model.RL_2.3328	g22774
OG0013289	evm.model.RL_2.3329	g22773
OG0013290	evm.model.RL_2.3333	g22770
OG0013291	evm.model.RL_2.3351	g22746
OG0013292	evm.model.RL_2.3352.1.687c86e9	g22745
OG0013293	evm.model.RL_2.3353	g22744
OG0013294	evm.model.RL_5.3123	g32293
OG0013295	evm.model.RL_2.3356	g18142
OG0013296	evm.model.RL_2.3389	g47842
OG0013297	evm.model.RL_2.3390	g22712
OG0013298	evm.model.RL_2.3391	g22711
OG0013299	evm.model.RL_2.3404	g22700
OG0013300	evm.model.RL_2.3409	g22695
OG0013301	evm.model.RL_2.3420	g18308
OG0013302	evm.model.RL_2.3448	g18330
OG0013303	evm.model.RL_2.3454	g18335
OG0013304	evm.model.RL_2.3459	g18340
OG0013305	evm.model.RL_2.3477	g18356
OG0013307	evm.model.RL_2.3487	g18370
OG0013309	evm.model.RL_2.3499	g22661
OG0013310	evm.model.RL_6.79	g50881
OG0013311	evm.model.RL_2.583	g25121
OG0013312	evm.model.RL_2.566	g18129, g25096
OG0013313	evm.model.RL_2.558	g46842
OG0013314	evm.model.RL_2.543	g46838
OG0013315	evm.model.RL_2.515	g16738
OG0013316	evm.model.RL_2.479	g46804, g18124
OG0013317	evm.model.RL_2.468	g18121
OG0013318	evm.model.RL_2.458	g46787
OG0013319	evm.model.RL_2.450	g18120
OG0013320	evm.model.RL_2.443	g46780
OG0013321	evm.model.RL_2.431	g18116
OG0013322	evm.model.RL_2.400	g18114
OG0013323	evm.model.RL_2.380	g18098
OG0013324	evm.model.RL_2.375	g46744
OG0013325	evm.model.RL_2.367.1.687c86e0	g46737
OG0013326	evm.model.RL_2.365	g18089
OG0013327	evm.model.RL_2.364	g46735
OG0013328	evm.model.RL_2.328	g18084
OG0013329	evm.model.RL_2.301	g16906
OG0013330	evm.model.RL_2.258	g16886
OG0013331	evm.model.RL_2.247	g46688
OG0013332	evm.model.RL_2.246	g16882
OG0013333	evm.model.RL_4.1772	g4903
OG0013334	evm.model.RL_5.2782	g32535
OG0013335	evm.model.RL_7.1776	g2916
OG0013336	evm.model.RL_8.653	g25722
OG0013337	evm.model.RL_4.855	g1636
OG0013338	evm.model.RL_6.1627	g51520, g25983
OG0013339	evm.model.RL_6.1623	g38002
OG0013340	evm.model.RL_6.1606	g37128
OG0013341	evm.model.RL_8.813	g25844
OG0013342	evm.model.RL_8.828	g25850
OG0013343	evm.model.RL_8.846	g40250
OG0013344	evm.model.RL_8.847	g40249
OG0013345	evm.model.RL_8.849	g40248
OG0013346	evm.model.RL_8.854	g25874
OG0013347	evm.model.RL_8.856	g25892
OG0013348	evm.model.RL_4.1665	g670
OG0013349	evm.model.RL_8.889	g40226
OG0013350	evm.model.RL_1.2973	g6042
OG0013351	evm.model.RL_5.2426.1.687c88bb	g35895
OG0013352	evm.model.RL_8.902	g40206
OG0013353	evm.model.RL_8.903	g40207
OG0013354	evm.model.RL_8.905	g40209
OG0013355	evm.model.RL_6.1508	g37973
OG0013357	evm.model.RL_6.1449	g37961
OG0013358	evm.model.RL_6.1446	g51369
OG0013359	evm.model.RL_6.1630	g51521
OG0013360	evm.model.RL_4.558	g11125
OG0013361	evm.model.RL_4.562	g11128
OG0013362	evm.model.RL_4.569	g37059
OG0013363	evm.model.RL_4.575	g11137
OG0013364	evm.model.RL_4.582	g37043
OG0013365	evm.model.RL_4.603	g13632
OG0013366	evm.model.RL_5.2286.1.687c9b56	g53970
OG0013367	evm.model.RL_4.638	g37029
OG0013368	evm.model.RL_4.651	g37019
OG0013369	evm.model.RL_5.2165	g36324
OG0013370	evm.model.RL_4.657	g18442
OG0013371	evm.model.RL_4.674	g17172
OG0013372	evm.model.RL_4.682	g36970
OG0013373	evm.model.RL_4.683.1.687c86d0	g18449
OG0013374	evm.model.RL_4.687	g11142
OG0013375	evm.model.RL_4.495	g11098, g11091
OG0013376	evm.model.RL_4.691	g18452
OG0013377	evm.model.RL_6.1906	g38088
OG0013378	evm.model.RL_4.694	g36975
OG0013379	evm.model.RL_3.137	g18456
OG0013380	evm.model.RL_4.702	g18463
OG0013381	evm.model.RL_4.1416	g460
OG0013382	evm.model.RL_6.1663	g51541
OG0013383	evm.model.RL_8.798	g40275
OG0013384	evm.model.RL_8.787	g40279
OG0013385	evm.model.RL_8.786	g40282
OG0013386	evm.model.RL_8.772	g40290
OG0013387	evm.model.RL_8.767	g40293
OG0013388	evm.model.RL_5.2622	g32671
OG0013389	evm.model.RL_8.754	g40301
OG0013390	evm.model.RL_8.688, evm.model.RL_3.848	g40340
OG0013391	evm.model.RL_8.672	g40349
OG0013392	evm.model.RL_8.652	g40359
OG0013393	evm.model.RL_8.650	g43191
OG0013394	evm.model.RL_8.640.4.687c8557	g40370
OG0013395	evm.model.RL_8.637	g40373
OG0013396	evm.model.RL_8.620	g40376
OG0013397	evm.model.RL_8.609	g25689
OG0013398	evm.model.RL_8.604	g25682
OG0013399	evm.model.RL_8.595	g25677
OG0013400	evm.model.RL_8.578	g25673
OG0013401	evm.model.RL_8.557	g40400
OG0013402	evm.model.RL_8.498	g25600
OG0013403	evm.model.RL_8.489, evm.model.RL_8.486	g25598
OG0013404	evm.model.RL_8.440	g25557
OG0013405	evm.model.RL_8.436	g25555
OG0013407	evm.model.RL_8.435	g25552
OG0013408	evm.model.RL_4.434	g11056
OG0013409	evm.model.RL_4.426	g40488
OG0013410	evm.model.RL_4.388	g40508, g11037
OG0013411	evm.model.RL_4.380.3.687c86ce	g40513
OG0013412	evm.model.RL_4.373	g11028
OG0013414	evm.model.RL_4.309	g40551
OG0013415	evm.model.RL_4.308	g40552
OG0013416	evm.model.RL_4.306	g10994
OG0013418	evm.model.RL_4.278	g40568
OG0013419	evm.model.RL_4.262	g40572
OG0013420	evm.model.RL_4.258	g10973
OG0013421	evm.model.RL_4.255	g10971
OG0013422	evm.model.RL_4.250	g43976
OG0013424	evm.model.RL_4.182	g40628
OG0013425	evm.model.RL_4.1654	g686
OG0013426	evm.model.RL_5.2746.1.687c88bd, evm.model.RL_4.55	g10872
OG0013427	evm.model.RL_4.56	g10873
OG0013428	evm.model.RL_2.646.1.687c86e1	g17924
OG0013429	evm.model.RL_1.2494	g6360
OG0013430	evm.model.RL_2.756	g4767
OG0013431	evm.model.RL_2.764	g45553
OG0013432	evm.model.RL_1.2433	g13524
OG0013433	evm.model.RL_2.770	g25004
OG0013434	evm.model.RL_1.2401	g6422
OG0013435	evm.model.RL_2.824	g24729
OG0013436	evm.model.RL_1.2342	g6453
OG0013437	evm.model.RL_2.866	g24664
OG0013438	evm.model.RL_2.878	g47015
OG0013439	evm.model.RL_2.902	g47029
OG0013440	evm.model.RL_2.915	g24571
OG0013441	evm.model.RL_2.928	g24563
OG0013442	evm.model.RL_8.679	g40346
OG0013443	evm.model.RL_2.959	g36067
OG0013444	evm.model.RL_2.971	g24525
OG0013445	evm.model.RL_2.1016	g17710
OG0013446	evm.model.RL_2.1029	g24492
OG0013447	evm.model.RL_2.1035	g47087
OG0013448	evm.model.RL_2.1038	g17689
OG0013449	evm.model.RL_2.1040	g17687
OG0013450	evm.model.RL_2.1077	g24446
OG0013451	evm.model.RL_2.1080	g47109
OG0013452	evm.model.RL_2.227	g16863
OG0013453	evm.model.RL_2.205	g16853
OG0013454	evm.model.RL_2.17	g16845
OG0013455	evm.model.RL_2.54	g46665
OG0013457	evm.model.RL_2.145	g16783
OG0013458	evm.model.RL_2.184	g16768
OG0013459	evm.model.RL_2.192	g16760
OG0013460	evm.model.RL_2.203	g16757
OG0013461	evm.model.RL_6.2951, evm.model.RL_5.2966	g51578
OG0013462	evm.model.RL_6.2933	g37761
OG0013463	evm.model.RL_6.2928	g37133
OG0013464	evm.model.RL_6.2921	g37749
OG0013465	evm.model.RL_6.2919	g50835
OG0013466	evm.model.RL_6.2910	g37735
OG0013469	evm.model.RL_6.2850	g47693
OG0013470	evm.model.RL_6.2849, evm.model.RL_5.3973	g50809
OG0013472	evm.model.RL_6.2836	g50806
OG0013473	evm.model.RL_6.2802	g50787
OG0013474	evm.model.RL_6.2787	g38249
OG0013475	evm.model.RL_6.2781	g37660
OG0013476	evm.model.RL_6.2777	g37657
OG0013477	evm.model.RL_6.2775	g37655
OG0013478	evm.model.RL_6.2771	g37653
OG0013479	evm.model.RL_6.2754	g37644
OG0013480	evm.model.RL_6.2744	g37638
OG0013481	evm.model.RL_6.2742	g52290, g37636
OG0013482	evm.model.RL_6.2733	g52285
OG0013483	evm.model.RL_6.2731	g37631
OG0013484	evm.model.RL_6.2696	g52262
OG0013485	evm.model.RL_6.2663	g52222
OG0013486	evm.model.RL_1.3231, evm.model.RL_6.2600	g38238
OG0013487	evm.model.RL_7.342	g1929
OG0013488	evm.model.RL_6.2595	g52186
OG0013489	evm.model.RL_6.2590	g52181
OG0013490	evm.model.RL_6.2578	g38234, g37553
OG0013491	evm.model.RL_6.2567	g52164
OG0013492	evm.model.RL_6.2565	g37545
OG0013493	evm.model.RL_6.2556	g38229
OG0013494	evm.model.RL_6.2527	g52152
OG0013495	evm.model.RL_6.2511	g52134
OG0013496	evm.model.RL_6.2497	g38221
OG0013497	evm.model.RL_6.2475	g37506
OG0013498	evm.model.RL_6.2464	g38211
OG0013499	evm.model.RL_5.3010, evm.model.RL_6.2455	g37495
OG0013500	evm.model.RL_6.2450	g52113
OG0013501	evm.model.RL_6.2428	g37482
OG0013502	evm.model.RL_6.2422	g38200
OG0013504	evm.model.RL_6.2397	g52078
OG0013505	evm.model.RL_7.512	g18952
OG0013506	evm.model.RL_6.2334	g52030
OG0013507	evm.model.RL_6.2343	g52041
OG0013508	evm.model.RL_6.2298	g37401
OG0013509	evm.model.RL_6.2297	g37400
OG0013510	evm.model.RL_4.3375.1.687c86de	g5824
OG0013511	evm.model.RL_4.3368	g45291
OG0013512	evm.model.RL_4.3348	g45300
OG0013513	evm.model.RL_4.3338	g5804
OG0013515	evm.model.RL_4.3326	g45309
OG0013516	evm.model.RL_4.3319	g45311
OG0013517	evm.model.RL_4.3313	g5794
OG0013518	evm.model.RL_4.3309	g29858
OG0013519	evm.model.RL_4.3279	g29854
OG0013520	evm.model.RL_4.3257	g45342
OG0013521	evm.model.RL_4.3258	g5775
OG0013522	evm.model.RL_4.3155, evm.model.RL_4.3188	g5731
OG0013524	evm.model.RL_4.3176	g5723
OG0013525	evm.model.RL_4.3167	g5719, g29833
OG0013526	evm.model.RL_4.3166	g45365
OG0013527	evm.model.RL_4.3159	g29826
OG0013528	evm.model.RL_4.3145	g5715
OG0013529	evm.model.RL_4.3129	g29806, g45378
OG0013530	evm.model.RL_4.3128.1.687c86dd	g5708
OG0013531	evm.model.RL_4.3116	g5702
OG0013532	evm.model.RL_4.3111	g45391
OG0013533	evm.model.RL_4.3108	g45393
OG0013534	evm.model.RL_4.3107	g5697
OG0013535	evm.model.RL_4.3105	g45394, g5696
OG0013536	evm.model.RL_4.3104	g29799
OG0013537	evm.model.RL_4.1650	g688
OG0013539	evm.model.RL_4.1685	g28983, g655
OG0013540	evm.model.RL_4.1595	g722
OG0013541	evm.model.RL_4.1594	g723
OG0013542	evm.model.RL_4.1554	g28907
OG0013543	evm.model.RL_4.1528	g28895
OG0013544	evm.model.RL_4.1521	g769
OG0013545	evm.model.RL_4.1519	g41364
OG0013546	evm.model.RL_4.1510	g777
OG0013547	evm.model.RL_4.1444	g28859
OG0013548	evm.model.RL_4.1443	g28858
OG0013549	evm.model.RL_4.1437	g28855
OG0013550	evm.model.RL_8.2143.1.687c855f	g28844, g9693
OG0013551	evm.model.RL_8.2141	g28843
OG0013552	evm.model.RL_8.2140	g28842
OG0013553	evm.model.RL_8.2130	g28830
OG0013554	evm.model.RL_8.2122	g28824
OG0013555	evm.model.RL_8.2081	g41314
OG0013556	evm.model.RL_8.2032	g39232
OG0013557	evm.model.RL_8.2026	g39234
OG0013558	evm.model.RL_8.2024	g1270, g39237
OG0013559	evm.model.RL_5.3099	g27645
OG0013561	evm.model.RL_8.2395	g313
OG0013562	evm.model.RL_8.2401	g307
OG0013563	evm.model.RL_8.2421	g9811
OG0013564	evm.model.RL_8.2432	g281, g41951
OG0013565	evm.model.RL_8.2446	g9801
OG0013566	evm.model.RL_8.2478	g9792
OG0013567	evm.model.RL_8.2484	g257
OG0013568	evm.model.RL_8.2490	g9786
OG0013569	evm.model.RL_8.2498	g9780
OG0013570	evm.model.RL_8.2504	g9777
OG0013571	evm.model.RL_8.2507	g2754
OG0013572	evm.model.RL_8.2520	g9765
OG0013573	evm.model.RL_8.2524	g9764
OG0013574	evm.model.RL_8.2529	g231
OG0013575	evm.model.RL_8.2535	g227
OG0013576	evm.model.RL_8.2541	g218
OG0013577	evm.model.RL_1.3027	g13765
OG0013578	evm.model.RL_8.2557	g207
OG0013580	evm.model.RL_8.2589	g187
OG0013581	evm.model.RL_8.2603	g167
OG0013582	evm.model.RL_8.2631	g9713
OG0013583	evm.model.RL_8.2664	g133
OG0013585	evm.model.RL_8.2668	g130
OG0013586	evm.model.RL_8.2677	g9691
OG0013587	evm.model.RL_8.2687	g116
OG0013588	evm.model.RL_8.2699	g105
OG0013589	evm.model.RL_8.2702	g103
OG0013590	evm.model.RL_8.2705	g100
OG0013591	evm.model.RL_8.2719	g18675
OG0013592	evm.model.RL_8.2724	g9670
OG0013593	evm.model.RL_8.2731	g75
OG0013594	evm.model.RL_8.2737	g9665
OG0013596	evm.model.RL_8.2739	g9664
OG0013596	evm.model.RL_1.1910	g66
OG0013597	evm.model.RL_8.2752	g60
OG0013598	evm.model.RL_8.2775	g9647
OG0013599	evm.model.RL_8.2776	g9646
OG0013600	evm.model.RL_8.2787	g9640
OG0013605	evm.model.RL_8.2848	g19627
OG0013606	evm.model.RL_8.2852	g12
OG0013607	evm.model.RL_8.2859	g19622
OG0013609	evm.model.RL_8.23	g25343
OG0013610	evm.model.RL_8.25	g25345
OG0013612	evm.model.RL_8.94	g25374
OG0013613	evm.model.RL_8.68	g25366
OG0013614	evm.model.RL_8.51	g25355
OG0013615	evm.model.RL_8.49	g25353
OG0013616	evm.model.RL_8.48	g25352
OG0013617	evm.model.RL_8.120	g39473
OG0013618	evm.model.RL_8.127	g39469
OG0013619	evm.model.RL_8.128	g25401
OG0013620	evm.model.RL_8.140	g25403
OG0013621	evm.model.RL_8.143	g25405
OG0013622	evm.model.RL_8.231	g39490
OG0013623	evm.model.RL_8.204	g25424
OG0013624	evm.model.RL_8.201.1.687c8555	g25426
OG0013625	evm.model.RL_8.197	g39526
OG0013626	evm.model.RL_8.195	g39524
OG0013627	evm.model.RL_8.176	g25437
OG0013628	evm.model.RL_8.169	g25443
OG0013629	evm.model.RL_8.168	g25444
OG0013630	evm.model.RL_8.161	g25450
OG0013631	evm.model.RL_5.128	g49386
OG0013633	evm.model.RL_8.290	g39600
OG0013634	evm.model.RL_8.312	g39619
