Orthogroup	Cardamine_amara	Aethionema_saxatile
OG0011694	evm.model.RL_3.1019	As001G028830
OG0011695	evm.model.RL_3.1010	As001G028880
OG0011696	evm.model.RL_3.999	As001G028990
OG0011697	evm.model.RL_3.972	As001G029140
OG0011698	evm.model.RL_5.282	As001G029230, As008G196310
OG0011699	evm.model.RL_2.331	As001G029920
OG0011700	evm.model.RL_5.3033	As001G030100
OG0011701	evm.model.RL_3.17	As001G030330
OG0011702	evm.model.RL_3.24	As001G030400
OG0011703	evm.model.RL_3.31	As001G030470
OG0011704	evm.model.RL_3.35	As001G030520
OG0011705	evm.model.RL_3.69	As001G030800
OG0011706	evm.model.RL_3.101	As001G031060
OG0011708	evm.model.RL_3.174	As001G031520
OG0011709	evm.model.RL_3.191	As001G031700
OG0011710	evm.model.RL_3.211	As001G031840
OG0011711	evm.model.RL_3.224	As001G031940
OG0011712	evm.model.RL_1.1157	As002G032380
OG0011713	evm.model.RL_2.2125	As002G032700
OG0011714	evm.model.RL_7.706	As002G033400
OG0011715	evm.model.RL_6.2223	As002G033440, As012G283120
OG0011716	evm.model.RL_6.2192	As002G033770
OG0011717	evm.model.RL_6.2187	As002G033830
OG0011718	evm.model.RL_1.816	As002G033950
OG0011719	evm.model.RL_1.842	As002G034210
OG0011720	evm.model.RL_1.856	As002G034330
OG0011721	evm.model.RL_1.860	As002G034360
OG0011722	evm.model.RL_1.863	As002G034390
OG0011723	evm.model.RL_1.900	As002G034970
OG0011724	evm.model.RL_8.1418	As002G035260
OG0011725	evm.model.RL_1.925	As002G035370
OG0011727	evm.model.RL_1.951	As002G035680
OG0011728	evm.model.RL_1.979	As002G036120
OG0011729	evm.model.RL_1.985	As002G036300
OG0011730	evm.model.RL_1.990	As002G036360
OG0011731	evm.model.RL_1.991	As002G036370
OG0011732	evm.model.RL_1.997	As002G036450
OG0011733	evm.model.RL_1.1002	As002G036490
OG0011734	evm.model.RL_1.1009	As002G036750
OG0011735	evm.model.RL_1.1073	As002G037510
OG0011736	evm.model.RL_1.1116	As002G038350
OG0011737	evm.model.RL_8.1069	As002G040720
OG0011738	evm.model.RL_8.1117	As002G041710
OG0011739	evm.model.RL_8.1115	As002G041720
OG0011740	evm.model.RL_8.1123	As002G041880
OG0011741	evm.model.RL_8.1184	As002G042540
OG0011742	evm.model.RL_8.1192	As002G042680
OG0011743	evm.model.RL_8.1214	As002G042900
OG0011745	evm.model.RL_8.1225	As002G043150
OG0011746	evm.model.RL_8.1236	As002G043330
OG0011747	evm.model.RL_8.1252	As002G043440
OG0011748	evm.model.RL_8.1253	As002G043450
OG0011749	evm.model.RL_8.1298	As002G043880
OG0011750	evm.model.RL_8.1329	As002G044160
OG0011751	evm.model.RL_8.1335	As002G044210
OG0011752	evm.model.RL_8.1341	As002G044260
OG0011753	evm.model.RL_2.941, evm.model.RL_5.2602	As002G044380
OG0011754	evm.model.RL_2.2292	As002G045290, As007G165960
OG0011755	evm.model.RL_8.1457	As002G045380
OG0011756	evm.model.RL_8.1504	As002G045500
OG0011757	evm.model.RL_8.1489	As002G045630
OG0011758	evm.model.RL_8.1484	As002G045660
OG0011759	evm.model.RL_8.1521	As002G046050
OG0011760	evm.model.RL_8.1539	As002G046300
OG0011761	evm.model.RL_8.1542.1.687c855c	As002G046330
OG0011762	evm.model.RL_8.1582	As002G046690
OG0011763	evm.model.RL_2.2207	As002G046870
OG0011764	evm.model.RL_8.1624	As002G047210
OG0011765	evm.model.RL_8.1641	As002G047350
OG0011766	evm.model.RL_8.1656	As002G047490
OG0011767	evm.model.RL_8.1660	As002G047540
OG0011768	evm.model.RL_8.1682	As002G047790
OG0011769	evm.model.RL_8.1689	As002G047880
OG0011770	evm.model.RL_8.1696.1.687c855d	As002G047930
OG0011772	evm.model.RL_8.1789	As002G048820
OG0011773	evm.model.RL_8.1790	As002G048840
OG0011774	evm.model.RL_8.1798	As002G048920
OG0011775	evm.model.RL_8.1836	As002G049270
OG0011776	evm.model.RL_8.1848	As002G049400
OG0011777	evm.model.RL_8.1863	As002G049580
OG0011778	evm.model.RL_8.1865	As002G049600
OG0011779	evm.model.RL_8.992	As002G049980, As002G049970
OG0011780	evm.model.RL_8.998, evm.model.RL_8.975	As002G050060
OG0011781	evm.model.RL_4.2304	As002G050460
OG0011782	evm.model.RL_4.2401	As002G051370
OG0011783	evm.model.RL_4.2406	As002G051450
OG0011784	evm.model.RL_4.2441	As002G051790
OG0011785	evm.model.RL_4.2495	As002G052300
OG0011786	evm.model.RL_4.2508	As002G052410
OG0011787	evm.model.RL_4.2525.2.687c86da	As002G052640
OG0011788	evm.model.RL_4.2546	As002G052960
OG0011789	evm.model.RL_4.2599	As002G053490
OG0011790	evm.model.RL_8.2532	As005G117500, As002G053630
OG0011791	evm.model.RL_4.2625, evm.model.RL_7.2189, evm.model.RL_7.2188	As002G053690
OG0011792	evm.model.RL_4.2645	As002G053830
OG0011793	evm.model.RL_4.2648.2.687c86da	As002G053870
OG0011794	evm.model.RL_4.2676	As002G054170
OG0011795	evm.model.RL_4.2686	As002G054250
OG0011796	evm.model.RL_4.2693	As002G054320
OG0011797	evm.model.RL_4.2697	As002G054360
OG0011798	evm.model.RL_4.2707	As002G054490
OG0011799	evm.model.RL_4.2772	As002G055030
OG0011800	evm.model.RL_4.2786	As002G055160
OG0011801	evm.model.RL_4.2812	As002G055370
OG0011802	evm.model.RL_4.2821	As002G055480
OG0011803	evm.model.RL_4.2822	As002G055490
OG0011804	evm.model.RL_2.1311	As003G055960
OG0011805	evm.model.RL_2.1333	As003G056200
OG0011806	evm.model.RL_2.1386	As003G056670
OG0011807	evm.model.RL_5.1494	As007G152950, As007G162560, As003G056840
OG0011808	evm.model.RL_2.1403	As003G056920
OG0011809	evm.model.RL_2.1404	As003G056930
OG0011810	evm.model.RL_2.1458	As003G057440
OG0011811	evm.model.RL_2.1478	As003G057630
OG0011812	evm.model.RL_2.1484	As003G057690
OG0011813	evm.model.RL_2.1537	As003G058090
OG0011814	evm.model.RL_2.1547	As003G058160
OG0011815	evm.model.RL_2.1548	As003G058170
OG0011816	evm.model.RL_2.1554	As003G058250
OG0011817	evm.model.RL_2.1556	As003G058270
OG0011818	evm.model.RL_2.1562	As003G058340
OG0011819	evm.model.RL_2.1573	As003G058510
OG0011820	evm.model.RL_2.1581	As003G058580
OG0011821	evm.model.RL_2.1582	As003G058590
OG0011822	evm.model.RL_2.1583	As003G058600
OG0011823	evm.model.RL_7.1760, evm.model.RL_2.1600	As003G058860
OG0011824	evm.model.RL_2.1604	As003G058890
OG0011825	evm.model.RL_2.1606	As003G058910
OG0011826	evm.model.RL_2.1662	As003G059610
OG0011827	evm.model.RL_2.1675	As003G059720
OG0011828	evm.model.RL_2.1681	As003G059770
OG0011829	evm.model.RL_2.1706	As003G060030
OG0011830	evm.model.RL_2.1715	As003G060120
OG0011831	evm.model.RL_2.1723	As003G060250
OG0011832	evm.model.RL_2.1725	As003G060260
OG0011833	evm.model.RL_2.1730	As003G060320
OG0011834	evm.model.RL_2.1754	As008G189170, As003G060490
OG0011835	evm.model.RL_7.442, evm.model.RL_2.1803	As003G060950
OG0011836	evm.model.RL_2.1871	As003G061570
OG0011837	evm.model.RL_2.1887	As003G061840
OG0011838	evm.model.RL_2.1896	As003G061920
OG0011839	evm.model.RL_2.1898	As003G061940
OG0011840	evm.model.RL_2.1909	As003G062030
OG0011841	evm.model.RL_5.2685	As003G062280
OG0011842	evm.model.RL_5.2683	As003G062300
OG0011843	evm.model.RL_5.2661	As003G062420, As003G062400
OG0011844	evm.model.RL_5.2629	As003G062760
OG0011845	evm.model.RL_5.2619	As003G062800
OG0011846	evm.model.RL_5.2617	As003G062810
OG0011847	evm.model.RL_5.2538	As003G063390
OG0011848	evm.model.RL_5.2517	As003G063550
OG0011849	evm.model.RL_5.2477	As003G063790
OG0011850	evm.model.RL_5.2461	As003G063910
OG0011853	evm.model.RL_4.3384	As003G064510, As005G106580
OG0011854	evm.model.RL_5.2378	As003G064710
OG0011855	evm.model.RL_5.3131	As003G065160
OG0011856	evm.model.RL_4.128, evm.model.RL_5.2301	As003G065240
OG0011857	evm.model.RL_5.2241	As003G065370
OG0011858	evm.model.RL_5.2243	As003G065380
OG0011859	evm.model.RL_5.2403	As003G066070
OG0011860	evm.model.RL_5.2292	As003G066250
OG0011861	evm.model.RL_4.1891	As003G066880
OG0011862	evm.model.RL_5.3088.1.687c88bf	As003G068420
OG0011863	evm.model.RL_5.3057	As003G069040
OG0011864	evm.model.RL_5.3009	As003G069800
OG0011865	evm.model.RL_5.2970	As003G070100
OG0011866	evm.model.RL_5.2949	As003G070290
OG0011867	evm.model.RL_5.2939	As003G070680
OG0011868	evm.model.RL_5.2942	As003G070700
OG0011869	evm.model.RL_5.2849	As003G071420
OG0011870	evm.model.RL_2.3076	As003G071810
OG0011871	evm.model.RL_2.3142	As003G072420
OG0011872	evm.model.RL_2.3160, evm.model.RL_2.3226	As003G072560
OG0011873	evm.model.RL_2.3207	As003G073120
OG0011874	evm.model.RL_2.3211	As003G073140
OG0011875	evm.model.RL_2.3228	As003G073300
OG0011876	evm.model.RL_2.3262.2.687c86e8	As003G073730
OG0011877	evm.model.RL_2.3322	As003G074520
OG0011878	evm.model.RL_2.3323	As003G074550
OG0011879	evm.model.RL_2.3340	As003G074710
OG0011880	evm.model.RL_2.3346	As003G074770
OG0011881	evm.model.RL_2.3375	As003G075070
OG0011882	evm.model.RL_2.3396	As003G075480
OG0011883	evm.model.RL_4.822, evm.model.RL_2.3422	As003G075760
OG0011884	evm.model.RL_2.3428	As003G075820
OG0011885	evm.model.RL_2.3436.1.687c86e9	As003G075890
OG0011886	evm.model.RL_2.3439	As003G075920
OG0011887	evm.model.RL_2.3445	As003G076030
OG0011888	evm.model.RL_2.3451	As003G076090
OG0011889	evm.model.RL_2.3460	As003G076180
OG0011890	evm.model.RL_2.3466	As003G076220
OG0011891	evm.model.RL_2.3493	As003G076410
OG0011892	evm.model.RL_2.3491	As003G076430
OG0011893	evm.model.RL_2.3505	As003G076620
OG0011894	evm.model.RL_2.3506	As003G076630
OG0011895	evm.model.RL_2.574	As004G076870
OG0011896	evm.model.RL_2.542	As004G077060
OG0011897	evm.model.RL_2.518	As004G077110
OG0011898	evm.model.RL_5.2427	As004G077130
OG0011900	evm.model.RL_2.419	As004G077520
OG0011901	evm.model.RL_2.340	As004G078000
OG0011902	evm.model.RL_2.290	As004G078340
OG0011904	evm.model.RL_6.1598	As004G078880
OG0011906	evm.model.RL_2.2046	As004G079400
OG0011907	evm.model.RL_6.1634	As004G079490
OG0011908	evm.model.RL_6.1616	As004G079670
OG0011909	evm.model.RL_2.110	As004G079900
OG0011910	evm.model.RL_6.1655	As004G079950
OG0011911	evm.model.RL_8.812	As004G080060
OG0011912	evm.model.RL_8.817	As004G080080
OG0011913	evm.model.RL_8.838	As004G080250
OG0011914	evm.model.RL_8.859	As004G080400
OG0011915	evm.model.RL_8.861	As004G080420
OG0011916	evm.model.RL_8.864	As004G080440
OG0011917	evm.model.RL_8.865	As004G080450
OG0011918	evm.model.RL_8.866.2.687c8559	As004G080470
OG0011919	evm.model.RL_8.717	As004G080550
OG0011920	evm.model.RL_8.887	As004G080570
OG0011921	evm.model.RL_8.901	As004G080790
OG0011922	evm.model.RL_8.909	As004G080870
OG0011923	evm.model.RL_6.1499	As004G081210
OG0011924	evm.model.RL_6.1488	As004G081300
OG0011925	evm.model.RL_6.1482	As004G081360
OG0011926	evm.model.RL_6.1467	As004G081500
OG0011927	evm.model.RL_6.1466	As004G081520
OG0011929	evm.model.RL_6.1444	As004G081710
OG0011930	evm.model.RL_6.1440	As004G081730
OG0011931	evm.model.RL_4.555.2.687c86cf	As004G081860
OG0011932	evm.model.RL_5.129	As004G082070
OG0011933	evm.model.RL_4.839, evm.model.RL_4.580	As004G082090
OG0011934	evm.model.RL_4.631	As004G082300
OG0011935	evm.model.RL_4.635.1.687c86cf	As004G082340
OG0011936	evm.model.RL_4.658.1.687c86cf	As004G082530
OG0011937	evm.model.RL_4.670	As004G082560
OG0011938	evm.model.RL_4.707	As004G082950
OG0011939	evm.model.RL_4.737	As004G082980
OG0011940	evm.model.RL_8.769	As004G083410
OG0011941	evm.model.RL_8.707	As004G083940
OG0011942	evm.model.RL_8.706	As004G083950
OG0011943	evm.model.RL_8.700	As004G084000
OG0011944	evm.model.RL_8.641	As004G084500
OG0011945	evm.model.RL_8.610	As004G084660
OG0011946	evm.model.RL_8.586	As004G084800
OG0011947	evm.model.RL_8.580	As004G084870
OG0011948	evm.model.RL_8.567	As004G084960
OG0011949	evm.model.RL_8.556	As004G085070
OG0011950	evm.model.RL_8.540, evm.model.RL_8.539	As004G085200
OG0011952	evm.model.RL_8.510	As004G085470
OG0011953	evm.model.RL_8.449	As004G085900
OG0011954	evm.model.RL_8.447	As004G085920
OG0011955	evm.model.RL_8.398	As004G086390
OG0011956	evm.model.RL_8.387	As004G086470
OG0011957	evm.model.RL_4.330, evm.model.RL_4.327	As004G087650
OG0011958	evm.model.RL_4.294	As004G087900
OG0011959	evm.model.RL_4.259	As004G088160
OG0011960	evm.model.RL_4.246	As004G088290
OG0011961	evm.model.RL_4.236	As004G088420
OG0011962	evm.model.RL_4.210	As004G088640
OG0011963	evm.model.RL_4.206	As004G088670
OG0011964	evm.model.RL_4.169	As004G089060
OG0011965	evm.model.RL_4.121	As004G089310
OG0011966	evm.model.RL_4.43	As004G090870
OG0011967	evm.model.RL_2.657	As004G090940
OG0011968	evm.model.RL_4.57	As004G091200
OG0011969	evm.model.RL_8.1871	As004G091630
OG0011970	evm.model.RL_2.211.2.687c86e0	As004G091940
OG0011971	evm.model.RL_2.656	As004G093290
OG0011972	evm.model.RL_2.817	As004G093620
OG0011973	evm.model.RL_2.821	As004G093700
OG0011974	evm.model.RL_1.2375	As004G093710
OG0011975	evm.model.RL_1.2351.2.687c87ef	As011G256650
OG0011976	evm.model.RL_2.854	As004G094430
OG0011977	evm.model.RL_2.855	As004G094440
OG0011979	evm.model.RL_2.924	As004G094620
OG0011980	evm.model.RL_2.897	As004G094910
OG0011981	evm.model.RL_2.931	As004G095230
OG0011982	evm.model.RL_2.945, evm.model.RL_2.944	As004G095270
OG0011983	evm.model.RL_2.968	As011G255040, As004G095620, As004G095610
OG0011984	evm.model.RL_2.979	As004G095720
OG0011985	evm.model.RL_2.1009	As004G095900
OG0011986	evm.model.RL_2.1024	As004G096050
OG0011987	evm.model.RL_2.1033	As004G096110
OG0011988	evm.model.RL_2.1067	As004G096510
OG0011989	evm.model.RL_2.1090	As004G096670
OG0011990	evm.model.RL_1.2480	As004G096930
OG0011991	evm.model.RL_2.11	As004G097110
OG0011992	evm.model.RL_2.19.1.687c86df	As004G097200
OG0011993	evm.model.RL_2.25	As004G097240
OG0011994	evm.model.RL_2.29	As004G097270
OG0011995	evm.model.RL_2.39	As011G265190, As004G097380
OG0011996	evm.model.RL_2.40.1.687c86df	As004G097390
OG0011997	evm.model.RL_2.100	As004G097760
OG0011998	evm.model.RL_2.89	As004G097790
OG0011999	evm.model.RL_2.132	As004G097920
OG0012000	evm.model.RL_2.139	As004G097970
OG0012001	evm.model.RL_2.142	As004G098000
OG0012002	evm.model.RL_2.186	As004G098330
OG0012003	evm.model.RL_2.5	As004G098520
OG0012004	evm.model.RL_6.2944	As005G098770
OG0012005	evm.model.RL_6.2942	As005G098790
OG0012006	evm.model.RL_6.2936	As005G098870, As006G144260
OG0012007	evm.model.RL_6.2884, evm.model.RL_6.2840	As005G099640
OG0012008	evm.model.RL_6.2846	As005G100020
OG0012010	evm.model.RL_6.2803, evm.model.RL_6.2810	As005G100430
OG0012011	evm.model.RL_6.2763	As005G100890
OG0012012	evm.model.RL_7.224	As005G101020
OG0012013	evm.model.RL_6.2739	As005G101150
OG0012014	evm.model.RL_6.2735	As005G101190
OG0012015	evm.model.RL_6.2687	As005G101610
OG0012016	evm.model.RL_6.2681	As005G101680
OG0012017	evm.model.RL_6.2634	As012G278220, As005G102120
OG0012018	evm.model.RL_2.987, evm.model.RL_6.2631	As005G102150
OG0012019	evm.model.RL_6.2603	As005G102380
OG0012020	evm.model.RL_6.2588, evm.model.RL_6.2585	As005G102600
OG0012021	evm.model.RL_6.2580	As005G102650
OG0012022	evm.model.RL_4.1666	As005G103540
OG0012023	evm.model.RL_6.2446	As005G104100
OG0012024	evm.model.RL_6.2444	As005G104110
OG0012025	evm.model.RL_6.2437	As005G104200
OG0012026	evm.model.RL_6.2426	As005G104310
OG0012027	evm.model.RL_6.2404	As005G104590
OG0012028	evm.model.RL_6.2403	As005G104600
OG0012029	evm.model.RL_6.2382	As005G104790
OG0012030	evm.model.RL_6.2336	As005G105140
OG0012031	evm.model.RL_6.2316	As005G105340, As005G105350
OG0012032	evm.model.RL_6.2303	As005G105670
OG0012033	evm.model.RL_6.2294	As005G105820
OG0012034	evm.model.RL_4.3214, evm.model.RL_4.3404, evm.model.RL_4.3395	As005G106460
OG0012035	evm.model.RL_4.3370	As005G106730, As005G106740, As005G106750
OG0012036	evm.model.RL_4.3360	As005G106820
OG0012037	evm.model.RL_4.3312	As005G107340
OG0012038	evm.model.RL_4.3263.2.687c86dd	As005G107950
OG0012039	evm.model.RL_4.3231	As005G108020
OG0012040	evm.model.RL_4.3157	As005G108700
OG0012041	evm.model.RL_4.3153	As005G108720
OG0012042	evm.model.RL_4.1701	As005G109840
OG0012043	evm.model.RL_4.1703	As005G109880
OG0012044	evm.model.RL_4.1609	As005G111120
OG0012045	evm.model.RL_5.1996, evm.model.RL_5.2347, evm.model.RL_5.1995	As005G111130
OG0012046	evm.model.RL_4.1616	As005G111200
OG0012047	evm.model.RL_4.1628	As005G111400
OG0012048	evm.model.RL_4.1612.1.687c86d4	As005G111470
OG0012049	evm.model.RL_4.1539	As005G112740
OG0012050	evm.model.RL_4.1538	As005G112840
OG0012051	evm.model.RL_4.1536.1.687c86d4	As005G112880
OG0012053	evm.model.RL_4.1483	As005G113280
OG0012054	evm.model.RL_4.1471	As005G113400
OG0012055	evm.model.RL_4.1458, evm.model.RL_4.1489	As005G113550
OG0012056	evm.model.RL_4.2265	As005G113600
OG0012057	evm.model.RL_8.2109	As005G114320
OG0012058	evm.model.RL_8.2078	As005G114590, As005G114580
OG0012059	evm.model.RL_8.1982	As005G115800
OG0012060	evm.model.RL_8.1976	As005G115860
OG0012061	evm.model.RL_8.1970	As005G115930
OG0012062	evm.model.RL_8.2400	As005G116200
OG0012063	evm.model.RL_8.2413	As005G116350
OG0012064	evm.model.RL_8.2450	As005G116750, As005G116770
OG0012065	evm.model.RL_8.2451	As005G116760
OG0012066	evm.model.RL_8.2472, evm.model.RL_8.2468, evm.model.RL_8.2465	As005G116870
OG0012067	evm.model.RL_8.2494	As005G117110
OG0012068	evm.model.RL_8.2521	As005G117390
OG0012069	evm.model.RL_8.2556	As005G117750
OG0012070	evm.model.RL_8.2571	As005G117890
OG0012071	evm.model.RL_8.2582	As005G118100
OG0012072	evm.model.RL_8.2611	As005G118340
OG0012073	evm.model.RL_8.2632	As005G118540
OG0012074	evm.model.RL_8.2635	As005G118580
OG0012075	evm.model.RL_8.2676	As005G118900
OG0012076	evm.model.RL_8.2728	As005G119380
OG0012077	evm.model.RL_8.2733	As005G119430
OG0012078	evm.model.RL_8.2734	As005G119440
OG0012079	evm.model.RL_8.2738	As005G119540
OG0012080	evm.model.RL_8.2740	As005G119560
OG0012081	evm.model.RL_8.2771	As005G119780
OG0012082	evm.model.RL_8.2842	As005G120650
OG0012083	evm.model.RL_8.2849	As005G120740
OG0012084	evm.model.RL_8.24	As006G121120
OG0012085	evm.model.RL_8.97	As006G121200
OG0012086	evm.model.RL_8.2882	As006G121260, As008G199120
OG0012087	evm.model.RL_8.66	As006G121460
OG0012088	evm.model.RL_5.14	As008G198720, As006G121760
OG0012089	evm.model.RL_5.46	As006G122100
OG0012090	evm.model.RL_8.153.1.687c8555	As006G122310
OG0012091	evm.model.RL_8.200	As006G122620
OG0012092	evm.model.RL_8.196	As006G122640
OG0012093	evm.model.RL_8.193	As006G122660
OG0012094	evm.model.RL_8.189	As006G122690
OG0012095	evm.model.RL_8.187	As006G122710
OG0012096	evm.model.RL_8.179	As006G122760
OG0012097	evm.model.RL_8.177	As006G122770
OG0012098	evm.model.RL_8.167	As006G122850
OG0012099	evm.model.RL_8.233	As006G122960
OG0012100	evm.model.RL_8.235	As006G122980
OG0012101	evm.model.RL_8.243	As006G123050
OG0012102	evm.model.RL_8.248	As006G123100
OG0012103	evm.model.RL_8.261	As006G123190
OG0012104	evm.model.RL_8.267	As006G123240
OG0012105	evm.model.RL_8.291	As006G123480
OG0012106	evm.model.RL_8.331	As006G123780
OG0012107	evm.model.RL_8.347	As006G123910
OG0012108	evm.model.RL_8.348	As006G123920
OG0012109	evm.model.RL_8.349	As006G123930
OG0012110	evm.model.RL_8.360	As006G124050
OG0012111	evm.model.RL_8.364	As006G124090
OG0012112	evm.model.RL_8.371	As006G124170
OG0012113	evm.model.RL_8.376	As006G124190
OG0012114	evm.model.RL_8.378	As006G124210
OG0012115	evm.model.RL_8.379	As006G124230, As006G124220
OG0012116	evm.model.RL_4.448	As006G124370
OG0012117	evm.model.RL_4.466	As006G124530
OG0012118	evm.model.RL_4.471.2.687c86ce	As006G124560
OG0012119	evm.model.RL_4.473	As006G124570
OG0012120	evm.model.RL_4.508.1.687c86cf	As009G201770, As006G124900
OG0012121	evm.model.RL_4.531	As006G125030
OG0012122	evm.model.RL_6.1426	As006G125300
OG0012123	evm.model.RL_6.1366	As006G125900
OG0012124	evm.model.RL_6.1325	As006G126110
OG0012125	evm.model.RL_5.365, evm.model.RL_6.1350	As006G126190
OG0012126	evm.model.RL_6.1304	As006G126410
OG0012127	evm.model.RL_6.1276	As006G127020
OG0012128	evm.model.RL_6.1262	As006G127040
OG0012129	evm.model.RL_6.1249	As006G127140
OG0012130	evm.model.RL_6.1228	As006G127370
OG0012131	evm.model.RL_6.1220	As006G127410
OG0012132	evm.model.RL_6.1179	As006G127770
OG0012133	evm.model.RL_6.1140	As006G128070
OG0012134	evm.model.RL_6.1102	As006G128400
OG0012135	evm.model.RL_6.1097	As006G128430
OG0012136	evm.model.RL_6.1084	As006G128600
OG0012137	evm.model.RL_6.1083	As006G128610
OG0012138	evm.model.RL_6.1052	As006G128820
OG0012139	evm.model.RL_6.1026	As006G128990
OG0012140	evm.model.RL_6.1024	As006G129010
OG0012141	evm.model.RL_6.1015	As006G129070
OG0012142	evm.model.RL_6.1063	As006G129390, As007G160280
OG0012143	evm.model.RL_6.985	As006G129420
OG0012144	evm.model.RL_6.957	As006G129720
OG0012145	evm.model.RL_6.947	As006G129800
OG0012146	evm.model.RL_6.939	As006G129890
OG0012147	evm.model.RL_6.938	As006G129900
OG0012149	evm.model.RL_6.882	As006G130270
OG0012150	evm.model.RL_6.875	As006G130340
