Orthogroup	Cardamine_amara	Aethionema_saxatile
OG0014692	evm.model.RL_2.2865	As001G010460
OG0014693	evm.model.RL_2.2867	As001G010510
OG0014695	evm.model.RL_2.2888	As001G012190
OG0014696	evm.model.RL_2.2951	As001G012730
OG0014697	evm.model.RL_2.2931	As001G013580
OG0014698	evm.model.RL_2.2915	As001G013750
OG0014699	evm.model.RL_2.2909	As001G013810
OG0014700	evm.model.RL_2.2957	As001G013910
OG0014701	evm.model.RL_2.2955	As001G014070
OG0014702	evm.model.RL_2.2980	As001G014240
OG0014703	evm.model.RL_2.2989	As001G014330
OG0014704	evm.model.RL_1.2869	As011G263760
OG0014705	evm.model.RL_1.3216	As001G014940, As001G018320
OG0014706	evm.model.RL_2.3049	As001G015520
OG0014707	evm.model.RL_2.3055	As001G015610
OG0014708	evm.model.RL_2.3059	As001G015650
OG0014709	evm.model.RL_5.2822	As001G015790
OG0014710	evm.model.RL_5.2805	As001G015930
OG0014711	evm.model.RL_5.2799	As001G015990
OG0014712	evm.model.RL_5.2783	As001G016240
OG0014713	evm.model.RL_5.2781	As001G016250
OG0014714	evm.model.RL_5.2766	As001G016410
OG0014715	evm.model.RL_5.2765	As001G016420
OG0014716	evm.model.RL_5.2738	As001G016730
OG0014717	evm.model.RL_5.2734	As001G016770
OG0014718	evm.model.RL_5.2731	As001G016790
OG0014719	evm.model.RL_5.2729	As001G016800
OG0014720	evm.model.RL_5.2723	As001G016900
OG0014721	evm.model.RL_5.2709	As001G017020
OG0014722	evm.model.RL_5.2707	As001G017040
OG0014723	evm.model.RL_2.1255	As001G017390
OG0014724	evm.model.RL_2.1254	As001G017410
OG0014725	evm.model.RL_2.1247	As001G017480
OG0014726	evm.model.RL_2.1244	As001G017520
OG0014727	evm.model.RL_2.1243	As001G017530
OG0014728	evm.model.RL_2.1241	As001G017550
OG0014729	evm.model.RL_2.1228	As001G017640
OG0014730	evm.model.RL_2.1212	As001G017860
OG0014731	evm.model.RL_2.1191	As001G018120
OG0014732	evm.model.RL_2.1183	As001G018300
OG0014733	evm.model.RL_3.772	As001G018350
OG0014734	evm.model.RL_3.754	As001G018510
OG0014735	evm.model.RL_3.744	As001G018640
OG0014736	evm.model.RL_3.1129	As001G018810
OG0014737	evm.model.RL_3.717	As001G018820
OG0014738	evm.model.RL_3.709	As001G018850
OG0014739	evm.model.RL_3.670	As001G019070
OG0014740	evm.model.RL_3.656	As001G019150
OG0014741	evm.model.RL_3.644	As001G019190
OG0014742	evm.model.RL_3.589, evm.model.RL_3.582	As001G019580
OG0014743	evm.model.RL_3.538	As001G020150
OG0014744	evm.model.RL_6.1886	As001G020320, As001G020330
OG0014745	evm.model.RL_2.2494	As001G020460
OG0014746	evm.model.RL_3.477	As001G020650
OG0014747	evm.model.RL_3.462.1.687c84ba	As001G020860
OG0014748	evm.model.RL_3.393	As001G021170
OG0014749	evm.model.RL_3.409	As001G021290
OG0014750	evm.model.RL_3.361	As001G021560
OG0014751	evm.model.RL_3.290	As001G022030
OG0014753	evm.model.RL_5.8	As001G022210
OG0014754	evm.model.RL_7.2680	As001G022470
OG0014755	evm.model.RL_7.2683	As001G022490
OG0014756	evm.model.RL_7.2689	As001G022580
OG0014757	evm.model.RL_7.2700	As001G022720
OG0014758	evm.model.RL_7.2708	As001G022780
OG0014759	evm.model.RL_7.2710	As001G022800
OG0014760	evm.model.RL_7.2712	As001G022820
OG0014761	evm.model.RL_7.2717	As001G022860
OG0014762	evm.model.RL_7.2640	As001G022930
OG0014763	evm.model.RL_7.2635	As001G023000
OG0014764	evm.model.RL_7.2604	As001G023300
OG0014765	evm.model.RL_7.2571	As001G023660
OG0014766	evm.model.RL_7.2563	As001G023760
OG0014767	evm.model.RL_7.2562	As001G023770
OG0014768	evm.model.RL_2.74	As001G023860
OG0014769	evm.model.RL_7.2520	As001G024060
OG0014771	evm.model.RL_7.2508	As001G024230
OG0014772	evm.model.RL_7.2505	As001G024280
OG0014773	evm.model.RL_7.2488	As001G024430
OG0014774	evm.model.RL_7.2443	As001G024790
OG0014775	evm.model.RL_7.2424	As001G024990
OG0014776	evm.model.RL_7.2422	As001G025010
OG0014777	evm.model.RL_7.2415	As001G025070
OG0014778	evm.model.RL_7.2412	As001G025090
OG0014779	evm.model.RL_7.2406	As001G025170
OG0014780	evm.model.RL_7.2370	As001G025470
OG0014781	evm.model.RL_7.2356	As001G025590
OG0014782	evm.model.RL_7.2352	As001G025640
OG0014783	evm.model.RL_7.2339	As001G025790
OG0014784	evm.model.RL_7.2330	As001G025850
OG0014785	evm.model.RL_7.2320	As001G025950
OG0014786	evm.model.RL_7.2314	As001G026000
OG0014787	evm.model.RL_7.2290	As001G026160
OG0014788	evm.model.RL_7.2266	As001G026400
OG0014789	evm.model.RL_7.2256	As001G026540
OG0014790	evm.model.RL_7.2245	As001G026670
OG0014791	evm.model.RL_7.2223	As001G026820
OG0014792	evm.model.RL_7.2222	As001G026830
OG0014793	evm.model.RL_7.2197	As001G027070
OG0014794	evm.model.RL_7.2166	As001G027230
OG0014795	evm.model.RL_7.2162	As001G027260
OG0014796	evm.model.RL_2.293	As001G027770, As004G078300
OG0014797	evm.model.RL_7.2076	As001G027890
OG0014798	evm.model.RL_7.2049	As001G028090
OG0014799	evm.model.RL_2.346	As004G077960, As001G028170
OG0014800	evm.model.RL_3.333	As001G028200
OG0014801	evm.model.RL_3.1095	As001G028270
OG0014802	evm.model.RL_3.1088	As001G028370
OG0014803	evm.model.RL_3.1085	As001G028400
OG0014804	evm.model.RL_3.1050	As001G028560
OG0014805	evm.model.RL_3.1020	As001G028800
OG0014806	evm.model.RL_3.1008	As001G028900
OG0014807	evm.model.RL_3.997	As001G029010
OG0014808	evm.model.RL_3.988	As001G029090
OG0014809	evm.model.RL_3.968	As001G029190
OG0014810	evm.model.RL_3.966	As001G029240
OG0014811	evm.model.RL_3.961	As001G029270
OG0014812	evm.model.RL_3.954	As001G029310
OG0014813	evm.model.RL_3.930, evm.model.RL_3.942	As001G029390
OG0014814	evm.model.RL_3.906.2.687c84bb	As001G029540
OG0014815	evm.model.RL_3.804	As001G029640
OG0014816	evm.model.RL_3.575	As001G029670
OG0014817	evm.model.RL_3.872	As001G029780
OG0014818	evm.model.RL_3.877	As001G029810
OG0014819	evm.model.RL_3.882	As001G029830
OG0014820	evm.model.RL_3.886	As001G029850
OG0014821	evm.model.RL_3.890	As001G029900
OG0014822	evm.model.RL_3.792	As001G029910
OG0014823	evm.model.RL_8.1131	As001G029960
OG0014824	evm.model.RL_3.773	As001G029980
OG0014825	evm.model.RL_3.789	As001G030030
OG0014826	evm.model.RL_3.6	As001G030170
OG0014827	evm.model.RL_7.1306	As001G030260
OG0014828	evm.model.RL_7.2485	As001G030380
OG0014829	evm.model.RL_3.28	As001G030440
OG0014830	evm.model.RL_3.32	As001G030490
OG0014831	evm.model.RL_3.34	As001G030510
OG0014832	evm.model.RL_3.40	As001G030580
OG0014833	evm.model.RL_3.94	As001G031010
OG0014834	evm.model.RL_3.106	As001G031090
OG0014835	evm.model.RL_3.129	As001G031200
OG0014836	evm.model.RL_3.150.1.687c84b9	As001G031290
OG0014837	evm.model.RL_3.152	As001G031320
OG0014838	evm.model.RL_3.153	As001G031330, As001G031340
OG0014839	evm.model.RL_3.156	As001G031370
OG0014840	evm.model.RL_3.157	As001G031380
OG0014841	evm.model.RL_3.175	As001G031530
OG0014842	evm.model.RL_3.194	As001G031740
OG0014843	evm.model.RL_3.209	As001G031820
OG0014844	evm.model.RL_3.217	As001G031870
OG0014845	evm.model.RL_3.219	As001G031890
OG0014846	evm.model.RL_3.221	As001G031910
OG0014847	evm.model.RL_3.236	As001G032040
OG0014848	evm.model.RL_1.1154	As002G032410
OG0014849	evm.model.RL_2.2313	As002G032480
OG0014850	evm.model.RL_2.2107	As002G032590
OG0014851	evm.model.RL_2.2123	As002G032680
OG0014852	evm.model.RL_2.2136	As002G032840
OG0014853	evm.model.RL_2.2142	As002G032880
OG0014854	evm.model.RL_6.2245	As002G033180
OG0014855	evm.model.RL_2.580	As002G033260
OG0014856	evm.model.RL_6.2235	As002G033290
OG0014857	evm.model.RL_6.2218	As002G033380
OG0014858	evm.model.RL_6.2230	As002G033490
OG0014859	evm.model.RL_6.2212	As002G033620
OG0014860	evm.model.RL_6.2194	As002G033760
OG0014861	evm.model.RL_6.2190	As002G033800
OG0014862	evm.model.RL_1.815	As002G033940
OG0014863	evm.model.RL_1.818	As002G033960
OG0014864	evm.model.RL_1.828	As002G034040
OG0014865	evm.model.RL_1.832	As002G034090
OG0014866	evm.model.RL_1.839	As002G034180
OG0014867	evm.model.RL_1.854	As002G034310
OG0014868	evm.model.RL_1.864	As002G034400
OG0014869	evm.model.RL_1.877	As002G034490
OG0014870	evm.model.RL_1.881	As002G034670
OG0014871	evm.model.RL_1.882	As002G034680
OG0014872	evm.model.RL_1.896	As002G034930
OG0014873	evm.model.RL_1.897	As002G034940
OG0014874	evm.model.RL_1.902	As002G034990
OG0014875	evm.model.RL_4.3169	As002G035040, As005G108510
OG0014876	evm.model.RL_1.915	As002G035230
OG0014877	evm.model.RL_1.916	As002G035250
OG0014878	evm.model.RL_1.929	As002G035460
OG0014879	evm.model.RL_1.938	As002G035560
OG0014880	evm.model.RL_1.942.1.687c87eb	As002G035590
OG0014881	evm.model.RL_1.947	As002G035630
OG0014882	evm.model.RL_1.982	As002G036170
OG0014883	evm.model.RL_8.1716	As002G040530, As002G036390
OG0014884	evm.model.RL_1.1016	As002G036630
OG0014885	evm.model.RL_1.1006.1.687c87ec	As002G036780
OG0014886	evm.model.RL_1.1019	As002G036830
OG0014887	evm.model.RL_1.1023	As002G036930
OG0014888	evm.model.RL_1.1039	As002G037110, As002G037100
OG0014889	evm.model.RL_1.1115	As002G038310
OG0014890	evm.model.RL_1.1124	As002G038630
OG0014891	evm.model.RL_1.1120	As002G038750
OG0014892	evm.model.RL_1.1139	As002G038920
OG0014893	evm.model.RL_8.973	As002G039340
OG0014894	evm.model.RL_8.996	As002G039430
OG0014895	evm.model.RL_8.984.2.687c8559	As002G039440
OG0014896	evm.model.RL_8.1050	As002G039880
OG0014897	evm.model.RL_1.2084	As002G041360
OG0014898	evm.model.RL_8.1128	As002G041960
OG0014899	evm.model.RL_5.673	As002G042150
OG0014900	evm.model.RL_8.1168	As002G042300
OG0014901	evm.model.RL_8.1169	As002G042320
OG0014902	evm.model.RL_8.1177	As002G042390
OG0014903	evm.model.RL_8.1187	As002G042600
OG0014904	evm.model.RL_8.1205	As002G042780
OG0014905	evm.model.RL_8.1232	As002G043290
OG0014906	evm.model.RL_8.1259	As002G043490
OG0014907	evm.model.RL_8.1260	As002G043500
OG0014908	evm.model.RL_8.1266	As002G043580
OG0014909	evm.model.RL_8.1268	As002G043600
OG0014910	evm.model.RL_8.1271	As002G043620
OG0014911	evm.model.RL_8.1296	As002G043860
OG0014912	evm.model.RL_8.1305	As002G043950
OG0014913	evm.model.RL_8.1306.4.687c855b	As002G043960
OG0014914	evm.model.RL_8.1311	As002G043990
OG0014915	evm.model.RL_8.1313	As002G044010
OG0014916	evm.model.RL_8.1314	As002G044020
OG0014917	evm.model.RL_8.1334	As002G044190
OG0014918	evm.model.RL_8.1350	As006G143690, As002G044300
OG0014919	evm.model.RL_8.1354	As002G044330
OG0014920	evm.model.RL_8.1373	As002G044510
OG0014921	evm.model.RL_8.1424	As002G044720
OG0014922	evm.model.RL_8.1409	As002G044870
OG0014923	evm.model.RL_8.1396	As002G045010
OG0014924	evm.model.RL_8.1439	As002G045190
OG0014925	evm.model.RL_8.1441	As002G045220
OG0014926	evm.model.RL_8.1454	As002G045350
OG0014927	evm.model.RL_8.1474	As002G045740
OG0014928	evm.model.RL_8.1531	As002G046160
OG0014929	evm.model.RL_8.1573	As002G046600
OG0014930	evm.model.RL_5.1717	As002G046980
OG0014931	evm.model.RL_8.1623	As002G047140
OG0014932	evm.model.RL_8.1630	As002G047230
OG0014933	evm.model.RL_8.1636	As002G047290
OG0014934	evm.model.RL_8.1642	As002G047360
OG0014936	evm.model.RL_8.1699	As002G047960
OG0014939	evm.model.RL_8.1732	As002G048270
OG0014940	evm.model.RL_8.1744	As002G048370
OG0014941	evm.model.RL_8.1745	As002G048380
OG0014942	evm.model.RL_8.1780.1.687c855d	As002G048720
OG0014943	evm.model.RL_8.1782	As002G048740
OG0014944	evm.model.RL_8.1783.4.687c855d	As002G048750
OG0014945	evm.model.RL_8.1817	As002G049100
OG0014946	evm.model.RL_8.1840.1.687c855e	As002G049310
OG0014947	evm.model.RL_8.1842	As002G049340
OG0014948	evm.model.RL_8.1852	As002G049440
OG0014949	evm.model.RL_8.1859	As002G049530
OG0014950	evm.model.RL_8.1866	As002G049610
OG0014951	evm.model.RL_8.1888	As002G049930
OG0014952	evm.model.RL_8.1890	As002G049950
OG0014953	evm.model.RL_8.857	As002G050010
OG0014954	evm.model.RL_8.858	As002G050080
OG0014955	evm.model.RL_4.2284	As002G050250
OG0014956	evm.model.RL_4.2283	As002G050260
OG0014957	evm.model.RL_4.2312	As002G050540
OG0014958	evm.model.RL_4.2329.8.687c86d9	As002G050740
OG0014959	evm.model.RL_4.2370	As002G051100
OG0014960	evm.model.RL_4.2400	As002G051360
OG0014961	evm.model.RL_4.2434	As002G051710, As002G051690
OG0014962	evm.model.RL_4.2436	As002G051740
OG0014963	evm.model.RL_4.2447	As002G051850
OG0014964	evm.model.RL_4.2453	As002G051900
OG0014965	evm.model.RL_4.2455	As002G051920
OG0014966	evm.model.RL_4.2474	As002G052130
OG0014967	evm.model.RL_4.2482	As002G052180
OG0014968	evm.model.RL_4.2483	As002G052190
OG0014969	evm.model.RL_6.1918	As002G052220
OG0014970	evm.model.RL_4.2493	As002G052280
OG0014971	evm.model.RL_4.2496	As002G052310
OG0014972	evm.model.RL_4.2499	As002G052340
OG0014973	evm.model.RL_4.2515	As002G052540
OG0014974	evm.model.RL_4.2516	As002G052560
OG0014975	evm.model.RL_4.2530	As002G052760
OG0014976	evm.model.RL_4.2533	As002G052800
OG0014977	evm.model.RL_4.2536	As002G052830
OG0014978	evm.model.RL_4.2542	As002G052920
OG0014980	evm.model.RL_4.2557	As002G053110
OG0014981	evm.model.RL_4.2581	As002G053320
OG0014982	evm.model.RL_4.2618	As002G053600
OG0014983	evm.model.RL_4.2620	As002G053650
OG0014984	evm.model.RL_4.2639	As002G053780
OG0014985	evm.model.RL_4.2640	As002G053790
OG0014986	evm.model.RL_4.2669.4.687c86da	As002G054080
OG0014987	evm.model.RL_4.2713	As002G054540
OG0014988	evm.model.RL_4.2716	As002G054570
OG0014989	evm.model.RL_4.2746	As002G054810
OG0014990	evm.model.RL_4.2787	As002G055170
OG0014991	evm.model.RL_4.2797	As002G055260
OG0014992	evm.model.RL_4.2809	As002G055340
OG0014993	evm.model.RL_4.2816	As002G055420
OG0014994	evm.model.RL_2.1270	As003G055600
OG0014995	evm.model.RL_2.1290	As003G055730
OG0014996	evm.model.RL_2.1292	As003G055750
OG0014997	evm.model.RL_2.1328	As003G056110
OG0014998	evm.model.RL_2.1329	As003G056130
OG0014999	evm.model.RL_2.1396	As003G056770
OG0015000	evm.model.RL_2.1405	As003G056950
OG0015001	evm.model.RL_2.1417	As003G057060
OG0015002	evm.model.RL_2.1419	As003G057080
OG0015003	evm.model.RL_2.1424	As003G057130
OG0015004	evm.model.RL_2.1438	As003G057250
OG0015005	evm.model.RL_2.1440	As003G057270
OG0015006	evm.model.RL_2.1467	As003G057520
OG0015007	evm.model.RL_2.1475	As003G057590
OG0015008	evm.model.RL_2.1492	As003G057740
OG0015009	evm.model.RL_2.1524	As003G057950
OG0015011	evm.model.RL_2.1525	As003G058020
OG0015012	evm.model.RL_2.1555	As003G058260
OG0015013	evm.model.RL_2.1590	As003G058670, As003G058710
OG0015014	evm.model.RL_2.1594	As003G058780
OG0015015	evm.model.RL_2.1597	As003G058830
OG0015016	evm.model.RL_5.1633	As003G058880
OG0015017	evm.model.RL_2.1624	As003G059070
OG0015018	evm.model.RL_2.1633	As003G059140
OG0015019	evm.model.RL_4.2198	As003G059260, As009G200120
OG0015020	evm.model.RL_2.1643	As003G059280
OG0015021	evm.model.RL_2.1650	As003G059490
OG0015022	evm.model.RL_2.1654	As003G059550
OG0015023	evm.model.RL_2.1658	As003G059580
OG0015024	evm.model.RL_2.1672.1.687c86e3	As003G059700
OG0015025	evm.model.RL_2.1685	As003G059820
OG0015026	evm.model.RL_2.1689	As003G059870
OG0015028	evm.model.RL_2.1756	As003G060500
OG0015029	evm.model.RL_2.1774	As003G060660
OG0015030	evm.model.RL_2.1793	As003G060860
OG0015031	evm.model.RL_2.1797	As003G060910
OG0015032	evm.model.RL_4.963	As003G061040
OG0015033	evm.model.RL_2.1910	As003G062040
OG0015034	evm.model.RL_2.1928	As003G062250
OG0015035	evm.model.RL_5.2681	As003G062320
OG0015036	evm.model.RL_5.2676.2.687c88bc	As003G062360
OG0015037	evm.model.RL_5.2666.1.687c88bc	As003G062390
OG0015038	evm.model.RL_5.2652	As003G062440
OG0015039	evm.model.RL_5.2651	As003G062460
OG0015040	evm.model.RL_5.2641	As003G062610
OG0015041	evm.model.RL_5.2639	As003G062630
OG0015042	evm.model.RL_5.2636	As003G062670
OG0015043	evm.model.RL_5.2632	As003G062730
OG0015044	evm.model.RL_5.2551	As003G063280
OG0015045	evm.model.RL_5.2548	As003G063310
OG0015046	evm.model.RL_5.2544	As003G063350
OG0015047	evm.model.RL_5.2531	As003G063460
OG0015048	evm.model.RL_5.2476	As003G063800
OG0015049	evm.model.RL_5.2468	As003G063840
OG0015050	evm.model.RL_5.2466	As003G063850
OG0015051	evm.model.RL_5.2456	As003G063960
OG0015052	evm.model.RL_5.2440	As003G064090
OG0015053	evm.model.RL_5.2433	As003G064180
OG0015054	evm.model.RL_5.2432	As003G064190
OG0015055	evm.model.RL_5.2431	As003G064200
OG0015056	evm.model.RL_5.2412.1.687c88bb	As003G064230
OG0015057	evm.model.RL_5.2333	As003G064580
OG0015058	evm.model.RL_5.2345	As003G064600
OG0015059	evm.model.RL_5.2353	As003G064650
OG0015060	evm.model.RL_5.2367	As003G064830
OG0015061	evm.model.RL_5.2363	As003G064890
OG0015062	evm.model.RL_5.2379	As003G064970
OG0015063	evm.model.RL_5.2381	As003G065040
OG0015064	evm.model.RL_5.2389	As003G065110
OG0015065	evm.model.RL_5.2305	As003G065220
OG0015066	evm.model.RL_2.1179	As003G065290
OG0015067	evm.model.RL_5.2244	As003G065400
OG0015069	evm.model.RL_4.2, evm.model.RL_5.2257	As003G065560
OG0015071	evm.model.RL_5.2392	As003G066010
OG0015072	evm.model.RL_5.2291	As003G066280
OG0015073	evm.model.RL_5.2290	As003G066290
OG0015074	evm.model.RL_5.2287.2.687c88ba	As003G066300
OG0015075	evm.model.RL_4.664	As003G066550
OG0015076	evm.model.RL_5.2224	As003G066600
OG0015077	evm.model.RL_5.3107	As003G067310
OG0015079	evm.model.RL_5.3117	As003G068120
OG0015080	evm.model.RL_5.3114	As003G068230
OG0015081	evm.model.RL_8.2224	As003G068390, As009G218090
OG0015082	evm.model.RL_5.3075	As003G068640
OG0015083	evm.model.RL_5.3063	As003G068970
OG0015084	evm.model.RL_5.3004	As003G069850
OG0015085	evm.model.RL_5.2963	As003G070140
OG0015086	evm.model.RL_5.2948	As003G070300
OG0015087	evm.model.RL_5.2929	As003G070450
OG0015088	evm.model.RL_5.2932	As003G070490
OG0015089	evm.model.RL_5.2936	As003G070650
OG0015090	evm.model.RL_5.2938	As003G070670
OG0015091	evm.model.RL_5.2881	As003G071110
OG0015092	evm.model.RL_5.2869	As003G071230
OG0015093	evm.model.RL_5.2866	As003G071250
OG0015094	evm.model.RL_2.3062	As003G071660
OG0015095	evm.model.RL_2.3079	As003G071880
OG0015096	evm.model.RL_2.3112	As003G072160
OG0015097	evm.model.RL_2.3120	As003G072230
OG0015098	evm.model.RL_2.3124	As003G072270
OG0015099	evm.model.RL_2.3133	As003G072330
OG0015100	evm.model.RL_2.3135	As003G072350
OG0015101	evm.model.RL_2.3147	As003G072450
OG0015102	evm.model.RL_2.3163	As003G072590
OG0015103	evm.model.RL_2.3194	As003G072990
OG0015104	evm.model.RL_2.3198	As003G073030
OG0015105	evm.model.RL_2.3200	As003G073040
OG0015106	evm.model.RL_2.3201	As003G073050
OG0015107	evm.model.RL_2.3118	As003G073080
OG0015108	evm.model.RL_2.3234	As003G073370
OG0015109	evm.model.RL_2.3240	As003G073430
OG0015110	evm.model.RL_2.3244	As003G073480
OG0015111	evm.model.RL_2.3247	As003G073510
OG0015112	evm.model.RL_2.3258	As003G073660
OG0015113	evm.model.RL_2.627	As003G073820
OG0015114	evm.model.RL_2.3275	As003G073910
OG0015115	evm.model.RL_2.3291	As003G074100
OG0015116	evm.model.RL_2.3305	As003G074270
OG0015117	evm.model.RL_2.3308	As003G074340
OG0015118	evm.model.RL_2.3316	As003G074420
OG0015119	evm.model.RL_2.3319	As003G074450
OG0015120	evm.model.RL_2.3321	As003G074470
OG0015121	evm.model.RL_2.3337.1.687c86e8	As003G074680
OG0015122	evm.model.RL_2.3370	As003G075000
OG0015123	evm.model.RL_2.3372	As003G075030
OG0015124	evm.model.RL_2.3380	As003G075110
OG0015125	evm.model.RL_2.3395	As003G075470
OG0015126	evm.model.RL_2.3400	As003G075540
OG0015127	evm.model.RL_2.3419	As003G075720
OG0015128	evm.model.RL_2.3429	As003G075830
OG0015129	evm.model.RL_2.3443	As003G076000
OG0015130	evm.model.RL_2.3446	As003G076040
OG0015131	evm.model.RL_2.3453	As003G076110
OG0015132	evm.model.RL_2.3456	As003G076140
OG0015133	evm.model.RL_2.3458	As003G076160
OG0015134	evm.model.RL_2.3492	As003G076420
OG0015135	evm.model.RL_2.3490	As003G076440
OG0015136	evm.model.RL_2.3486	As003G076480
OG0015137	evm.model.RL_2.3485	As003G076490
OG0015139	evm.model.RL_2.3479	As003G076570
OG0015140	evm.model.RL_2.3507.2.687c86e9	As003G076640
OG0015141	evm.model.RL_2.663	As004G076680
OG0015142	evm.model.RL_2.501	As004G076750
OG0015143	evm.model.RL_2.571	As004G076850
OG0015144	evm.model.RL_2.579	As004G076880
OG0015145	evm.model.RL_2.561	As004G076960
OG0015146	evm.model.RL_3.923	As004G076970
OG0015147	evm.model.RL_2.482	As004G077210
OG0015148	evm.model.RL_2.474	As004G077240
OG0015149	evm.model.RL_2.432	As004G077440
OG0015150	evm.model.RL_2.430	As004G077470
OG0015151	evm.model.RL_2.420	As004G077510
OG0015152	evm.model.RL_2.371	As004G077810
OG0015153	evm.model.RL_2.366	As004G077850
OG0015154	evm.model.RL_2.355	As004G077910
OG0015155	evm.model.RL_2.299	As004G078220
OG0015156	evm.model.RL_2.271	As004G078420
OG0015157	evm.model.RL_2.251	As004G078560
OG0015158	evm.model.RL_2.250	As004G078570
OG0015159	evm.model.RL_4.260	As004G078640
OG0015160	evm.model.RL_5.2837	As004G078700
OG0015161	evm.model.RL_6.1595	As004G078840
OG0015162	evm.model.RL_6.1597	As004G078870
OG0015163	evm.model.RL_6.1599	As004G078890
OG0015164	evm.model.RL_7.1778	As004G079220
OG0015165	evm.model.RL_7.1775	As004G079260
OG0015166	evm.model.RL_5.2769	As004G079310
OG0015167	evm.model.RL_6.1639	As004G079440
OG0015168	evm.model.RL_6.1635	As004G079470
OG0015169	evm.model.RL_6.1633	As004G079500
OG0015170	evm.model.RL_6.1625	As004G079550
OG0015171	evm.model.RL_6.1621	As004G079610
OG0015172	evm.model.RL_5.2534	As004G080130
OG0015173	evm.model.RL_8.837	As004G080240
OG0015174	evm.model.RL_8.874	As004G080520
OG0015175	evm.model.RL_8.881	As004G080540
OG0015176	evm.model.RL_8.886	As004G080560
OG0015177	evm.model.RL_8.891	As004G080610
OG0015178	evm.model.RL_8.892	As004G080620
OG0015179	evm.model.RL_5.2434	As004G080630
OG0015180	evm.model.RL_8.904	As004G080830
OG0015181	evm.model.RL_6.1519	As004G081070
OG0015182	evm.model.RL_6.1506	As004G081120
OG0015183	evm.model.RL_6.1503	As004G081180
OG0015184	evm.model.RL_6.1479	As004G081380
OG0015185	evm.model.RL_6.1475	As004G081430
OG0015186	evm.model.RL_6.1462	As004G081550
OG0015187	evm.model.RL_6.1461	As004G081560
OG0015188	evm.model.RL_6.1448	As004G081670
OG0015189	evm.model.RL_6.1434	As004G081800
OG0015190	evm.model.RL_4.564	As004G081950
OG0015191	evm.model.RL_4.570	As004G081980
OG0015192	evm.model.RL_4.571	As004G081990
OG0015193	evm.model.RL_4.601	As004G082160
OG0015194	evm.model.RL_4.596	As004G082170
OG0015195	evm.model.RL_4.615	As004G082230
OG0015196	evm.model.RL_4.639	As004G082360
OG0015197	evm.model.RL_4.641	As004G082380
OG0015198	evm.model.RL_4.673	As004G082590
OG0015199	evm.model.RL_4.684	As004G082680
OG0015200	evm.model.RL_4.1664	As004G082690
OG0015201	evm.model.RL_4.494	As004G082720
OG0015202	evm.model.RL_4.692	As004G082780
OG0015203	evm.model.RL_4.695	As004G082810
OG0015204	evm.model.RL_8.777	As004G083350
OG0015205	evm.model.RL_8.768	As004G083420
OG0015206	evm.model.RL_8.763	As004G083460
OG0015207	evm.model.RL_8.762	As004G083540
OG0015208	evm.model.RL_8.761	As004G083550
OG0015209	evm.model.RL_8.750	As004G083630
OG0015210	evm.model.RL_8.736	As004G083730
OG0015211	evm.model.RL_8.716	As004G083890
OG0015212	evm.model.RL_8.708.2.687c8558	As004G083930
OG0015213	evm.model.RL_8.702.1.687c8558	As004G083980
OG0015214	evm.model.RL_8.694	As004G084080
OG0015215	evm.model.RL_8.692	As004G084100
OG0015216	evm.model.RL_3.850, evm.model.RL_8.690	As004G084120
OG0015217	evm.model.RL_8.676	As004G084220
OG0015218	evm.model.RL_8.664	As004G084340
OG0015219	evm.model.RL_8.660	As004G084390
OG0015220	evm.model.RL_8.655	As004G084420
OG0015221	evm.model.RL_8.616	As004G084620
OG0015222	evm.model.RL_8.615.5.687c8557	As004G084630
OG0015223	evm.model.RL_8.594	As004G084780
OG0015224	evm.model.RL_8.579	As004G084880
OG0015225	evm.model.RL_8.564	As004G084990
OG0015226	evm.model.RL_8.897	As004G085050
OG0015227	evm.model.RL_2.1759	As004G085210
OG0015228	evm.model.RL_8.508	As004G085490
OG0015229	evm.model.RL_8.505.1.687c8557	As004G085520
OG0015231	evm.model.RL_8.483	As004G085610
OG0015232	evm.model.RL_8.478	As004G085660
OG0015233	evm.model.RL_8.469	As004G085700
OG0015234	evm.model.RL_8.454	As004G085810
OG0015235	evm.model.RL_8.430	As004G086060
OG0015236	evm.model.RL_8.412	As004G086250
OG0015237	evm.model.RL_4.419	As004G086640
OG0015238	evm.model.RL_4.394	As004G087020
OG0015239	evm.model.RL_4.392	As004G087030
OG0015240	evm.model.RL_4.379.1.687c86ce	As004G087140
OG0015241	evm.model.RL_4.307	As004G087800
OG0015242	evm.model.RL_4.274	As004G088080
OG0015243	evm.model.RL_4.253	As004G088220
OG0015244	evm.model.RL_4.248	As004G088270
OG0015245	evm.model.RL_4.243	As004G088320
OG0015246	evm.model.RL_3.1766	As004G088390, As010G240070
OG0015247	evm.model.RL_4.234	As004G088450
OG0015248	evm.model.RL_4.233	As004G088460
OG0015249	evm.model.RL_5.3924.2.687c88c6	As012G268470, As004G088490
OG0015250	evm.model.RL_4.195	As004G088770
OG0015251	evm.model.RL_4.192	As004G088800
OG0015252	evm.model.RL_4.181	As004G088890
OG0015253	evm.model.RL_5.201	As004G088920
OG0015254	evm.model.RL_4.866	As004G089280
OG0015255	evm.model.RL_4.95	As004G089630
OG0015256	evm.model.RL_2.636	As004G090730
OG0015257	evm.model.RL_2.622	As004G090770
