Orthogroup	Cardamine_amara	Arabis_alpina
OG0016364	evm.model.RL_1.1299	Aa_G243370.h1.t1
OG0016365	evm.model.RL_5.3868	Aa_G608290.h1.t1
OG0016366	evm.model.RL_1.1337	Aa_G458820.h1.t1
OG0016368	evm.model.RL_5.3831	Aa_G643170.h1.t1
OG0016369	evm.model.RL_5.3788	Aa_G501510.h1.t1
OG0016370	evm.model.RL_5.3776	Aa_G381980.h1.t1
OG0016372	evm.model.RL_5.3739	Aa_G173580.h1.t1
OG0016373	evm.model.RL_5.3738	Aa_G173590.h1.t1
OG0016374	evm.model.RL_5.3736	Aa_G173610.h1.t1
OG0016375	evm.model.RL_5.3725	Aa_G465530.h1.t1
OG0016376	evm.model.RL_5.3721	Aa_G465570.h1.t1
OG0016377	evm.model.RL_5.3714	Aa_G386140.h1.t1
OG0016378	evm.model.RL_5.1858	Aa_G256030.h1.t1
OG0016379	evm.model.RL_5.1860	Aa_G256060.h1.t1
OG0016380	evm.model.RL_5.1866	Aa_G568110.h1.t1
OG0016381	evm.model.RL_5.1868	Aa_G219710.h1.t1
OG0016382	evm.model.RL_5.1869	Aa_G219730.h1.t1
OG0016383	evm.model.RL_5.1967	Aa_G410600.h1.t1
OG0016384	evm.model.RL_5.1957	Aa_G431680.h1.t1
OG0016385	evm.model.RL_5.1956	Aa_G431670.h1.t1
OG0016386	evm.model.RL_5.1942	Aa_G415040.h1.t1
OG0016387	evm.model.RL_5.1930	Aa_G582080.h1.t1
OG0016388	evm.model.RL_5.1924	Aa_G370060.h1.t1
OG0016389	evm.model.RL_5.1923.1.687c88b8	Aa_G370070.h1.t1
OG0016390	evm.model.RL_5.1981	Aa_G36860.h1.t1
OG0016391	evm.model.RL_5.1984	Aa_G36830.h1.t1
OG0016392	evm.model.RL_5.1990	Aa_G178400.h1.t1
OG0016393	evm.model.RL_5.2023	Aa_G459430.h1.t1
OG0016394	evm.model.RL_5.2033	Aa_G180980.h1.t1
OG0016395	evm.model.RL_5.2035	Aa_G656560.h1.t1
OG0016396	evm.model.RL_5.2039	Aa_G92510.h1.t1
OG0016397	evm.model.RL_5.2046	Aa_G92570.h1.t1
OG0016398	evm.model.RL_5.2077	Aa_G513230.h1.t1
OG0016399	evm.model.RL_5.2079	Aa_G581490.h1.t1
OG0016400	evm.model.RL_5.2080	Aa_G581500.h1.t1
OG0016401	evm.model.RL_5.2081	Aa_G705460.h1.t1
OG0016402	evm.model.RL_5.2083	Aa_G95900.h1.t1
OG0016403	evm.model.RL_5.2095	Aa_G689710.h1.t1
OG0016404	evm.model.RL_5.2153	Aa_G110640.h1.t1
OG0016405	evm.model.RL_5.2166	Aa_G110740.h1.t1
OG0016406	evm.model.RL_5.2174	Aa_G110800.h1.t1
OG0016407	evm.model.RL_5.2182	Aa_G110870.h1.t1
OG0016408	evm.model.RL_5.2195	Aa_G57610.h1.t1
OG0016409	evm.model.RL_5.2202	Aa_G57570.h1.t1
OG0016410	evm.model.RL_5.2204	Aa_G57550.h1.t1
OG0016411	evm.model.RL_5.2206	Aa_G57530.h1.t1
OG0016412	evm.model.RL_5.2214	Aa_G418770.h1.t1
OG0016413	evm.model.RL_2.1177	Aa_G380700.h1.t1
OG0016414	evm.model.RL_2.1161	Aa_G461360.h1.t1
OG0016415	evm.model.RL_2.1148	Aa_G507540.h1.t1
OG0016416	evm.model.RL_2.1116	Aa_G565100.h1.t1
OG0016418	evm.model.RL_2.1113	Aa_G727550.h1.t1
OG0016419	evm.model.RL_6.1565	Aa_G562820.h1.t1
OG0016420	evm.model.RL_5.2880	Aa_G138790.h1.t1
OG0016421	evm.model.RL_6.1534	Aa_G12140.h1.t1
OG0016422	evm.model.RL_7.1197	Aa_G485510.h1.t1
OG0016423	evm.model.RL_7.1185	Aa_G300250.h1.t1
OG0016424	evm.model.RL_7.1165	Aa_G339250.h1.t1
OG0016425	evm.model.RL_7.1157	Aa_G114520.h1.t1
OG0016427	evm.model.RL_7.1124	Aa_G153530.h1.t1
OG0016428	evm.model.RL_7.1123	Aa_G153540.h1.t1
OG0016429	evm.model.RL_7.1121	Aa_G153560.h1.t1
OG0016430	evm.model.RL_7.1083	Aa_G211570.h1.t1
OG0016431	evm.model.RL_1.697	Aa_G174480.h1.t1
OG0016432	evm.model.RL_5.1609	Aa_G454410.h1.t1
OG0016433	evm.model.RL_7.1051	Aa_G14140.h1.t1
OG0016434	evm.model.RL_7.988	Aa_G582250.h1.t1
OG0016435	evm.model.RL_7.987	Aa_G582240.h1.t1
OG0016436	evm.model.RL_7.1206	Aa_G236130.h1.t1
OG0016437	evm.model.RL_7.1200.1.687c84b8	Aa_G235910.h1.t1
OG0016438	evm.model.RL_7.1213	Aa_G236070.h1.t1
OG0016439	evm.model.RL_7.1218	Aa_G178540.h1.t1
OG0016440	evm.model.RL_7.1224	Aa_G123020.h1.t1
OG0016441	evm.model.RL_5.3419	Aa_G62340.h1.t1
OG0016442	evm.model.RL_7.1226	Aa_G122990.h1.t1
OG0016443	evm.model.RL_7.1225.1.687c84b8	Aa_G123000.h1.t1
OG0016444	evm.model.RL_7.930	Aa_G319020.h1.t1
OG0016445	evm.model.RL_7.914	Aa_G511040.h1.t1
OG0016446	evm.model.RL_7.894	Aa_G381340.h1.t1
OG0016447	evm.model.RL_7.890.1.687c84b6	Aa_G381370.h1.t1
OG0016448	evm.model.RL_7.888	Aa_G381390.h1.t1
OG0016449	evm.model.RL_7.830	Aa_G99110.h1.t1
OG0016450	evm.model.RL_7.827	Aa_G718090.h1.t1
OG0016451	evm.model.RL_7.824	Aa_G306790.h1.t1
OG0016452	evm.model.RL_7.759	Aa_G287280.h1.t1
OG0016453	evm.model.RL_7.733	Aa_G287160.h1.t1
OG0016454	evm.model.RL_7.743	Aa_G224880.h1.t1
OG0016456	evm.model.RL_7.727	Aa_G373090.h1.t1
OG0016457	evm.model.RL_7.705	Aa_G728360.h1.t1
OG0016458	evm.model.RL_7.692	Aa_G174920.h1.t1
OG0016459	evm.model.RL_7.675	Aa_G483480.h1.t1
OG0016460	evm.model.RL_7.663	Aa_G238710.h1.t1
OG0016461	evm.model.RL_7.652	Aa_G520460.h1.t1
OG0016462	evm.model.RL_7.611	Aa_G114860.h1.t1
OG0016463	evm.model.RL_7.604, evm.model.RL_7.570	Aa_G114820.h1.t1
OG0016464	evm.model.RL_7.600	Aa_G114790.h1.t1
OG0016465	evm.model.RL_7.579	Aa_G317240.h1.t1
OG0016466	evm.model.RL_7.574	Aa_G494450.h1.t1
OG0016467	evm.model.RL_7.573	Aa_G345780.h1.t1
OG0016468	evm.model.RL_7.553	Aa_G221040.h1.t1
OG0016469	evm.model.RL_7.921	Aa_G600790.h1.t1
OG0016470	evm.model.RL_7.517	Aa_G433120.h1.t1
OG0016471	evm.model.RL_7.515	Aa_G433130.h1.t1
OG0016472	evm.model.RL_7.508	Aa_G433210.h1.t1
OG0016473	evm.model.RL_7.475	Aa_G114290.h1.t1
OG0016474	evm.model.RL_7.419	Aa_G340610.h1.t1
OG0016475	evm.model.RL_7.407	Aa_G686850.h1.t1
OG0016476	evm.model.RL_7.390	Aa_G132800.h1.t1
OG0016477	evm.model.RL_1.2500	Aa_G53670.h1.t1
OG0016478	evm.model.RL_7.369	Aa_G349370.h1.t1
OG0016479	evm.model.RL_7.365	Aa_G349410.h1.t1
OG0016480	evm.model.RL_7.348	Aa_G103330.h1.t1
OG0016481	evm.model.RL_7.330	Aa_G77380.h1.t1, Aa_G282460.h1.t1
OG0016482	evm.model.RL_7.317.5.687c84b4	Aa_G208910.h1.t1
OG0016483	evm.model.RL_7.280	Aa_G48750.h1.t1
OG0016484	evm.model.RL_7.257	Aa_G57910.h1.t1, Aa_G479270.h1.t1
OG0016485	evm.model.RL_7.231	Aa_G81060.h1.t1
OG0016486	evm.model.RL_7.223	Aa_G80990.h1.t1
OG0016487	evm.model.RL_7.218	Aa_G572560.h1.t1
OG0016489	evm.model.RL_7.192, evm.model.RL_7.191.1.687c84b3	Aa_G33550.h1.t1
OG0016490	evm.model.RL_7.182	Aa_G2200.h1.t1
OG0016491	evm.model.RL_7.167	Aa_G2370.h1.t1
OG0016492	evm.model.RL_7.144	Aa_G2550.h1.t1
OG0016493	evm.model.RL_7.127	Aa_G167690.h1.t1
OG0016494	evm.model.RL_7.126	Aa_G167700.h1.t1
OG0016495	evm.model.RL_7.83	Aa_G364290.h1.t1
OG0016497	evm.model.RL_7.59	Aa_G163620.h1.t1
OG0016498	evm.model.RL_7.55	Aa_G163650.h1.t1
OG0016499	evm.model.RL_7.51	Aa_G163690.h1.t1
OG0016500	evm.model.RL_7.35	Aa_G272980.h1.t1
OG0016502	evm.model.RL_7.32	Aa_G273000.h1.t1
OG0016503	evm.model.RL_7.31	Aa_G273010.h1.t1
OG0016504	evm.model.RL_7.22.1.687c84b2	Aa_G273090.h1.t1
OG0016505	evm.model.RL_7.19	Aa_G273120.h1.t1
OG0016506	evm.model.RL_7.15	Aa_G273170.h1.t1
OG0016507	evm.model.RL_7.13	Aa_G273190.h1.t1
OG0016508	evm.model.RL_7.9	Aa_G273230.h1.t1
OG0016509	evm.model.RL_7.8	Aa_G273240.h1.t1
OG0016510	evm.model.RL_5.3989	Aa_G205640.h1.t1
OG0016511	evm.model.RL_5.3709	Aa_G386190.h1.t1
OG0016513	evm.model.RL_2.1127	Aa_G551000.h1.t1
OG0016515	evm.model.RL_2.827	Aa_G183990.h1.t1
OG0016516	evm.model.RL_7.1288	Aa_G682340.h1.t1
OG0016517	evm.model.RL_7.1084	Aa_G212750.h1.t1
OG0016518	evm.model.RL_7.1000	Aa_G297400.h1.t1
OG0016519	evm.model.RL_7.578.1.687c84b5	Aa_G317210.h1.t1
OG0016521	evm.model.RL_4.1081	Aa_G451520.h1.t1
OG0016522	evm.model.RL_7.392	Aa_G322960.h1.t1
OG0016523	evm.model.RL_6.214	Aa_G418350.h1.t1
OG0016524	evm.model.RL_7.333	Aa_G77410.h1.t1
OG0016525	evm.model.RL_7.259	Aa_G57930.h1.t1
OG0016526	evm.model.RL_7.185	Aa_G2160.h1.t1
OG0016527	evm.model.RL_2.1184	Aa_G49560.h1.t1
OG0016528	evm.model.RL_4.237	Aa_G207280.h1.t1
OG0016529	evm.model.RL_4.122	Aa_G295550.h1.t1
OG0016530	evm.model.RL_4.10	Aa_G63480.h1.t1
OG0016532	evm.model.RL_7.2539	Aa_G536730.h1.t1
OG0016533	evm.model.RL_6.1588	Aa_G263990.h1.t1
OG0016535	evm.model.RL_6.1935	Aa_G66220.h1.t1
OG0016536	evm.model.RL_6.2445	Aa_G401460.h1.t1
OG0016537	evm.model.RL_6.2860, evm.model.RL_6.2858	Aa_G453120.h1.t1
OG0016539	evm.model.RL_3.2147.2.687c84bd	Aa_G129270.h1.t1
OG0016540	evm.model.RL_2.596	Aa_G44190.h1.t1
OG0016541	evm.model.RL_2.2265	Aa_G217500.h1.t1
OG0016542	evm.model.RL_2.2798	Aa_G404990.h1.t1
OG0016543	evm.model.RL_8.1127	Aa_G415920.h1.t1
OG0016545	evm.model.RL_2.3495	Aa_G541040.h1.t1
OG0016546	evm.model.RL_5.64_evm.model.RL_5.65	Aa_G290630.h1.t1
OG0016547	evm.model.RL_5.306	Aa_G38860.h1.t1
OG0016548	evm.model.RL_5.447	Aa_G220620.h1.t1, Aa_G220630.h1.t1
OG0016549	evm.model.RL_5.579	Aa_G275860.h1.t1
OG0016550	evm.model.RL_5.748	Aa_G80660.h1.t1
OG0016551	evm.model.RL_5.768	Aa_G19200.h1.t1
OG0016552	evm.model.RL_5.909	Aa_G226630.h1.t1
OG0016553	evm.model.RL_5.984	Aa_G432820.h1.t1, Aa_G432830.h1.t1
OG0016555	evm.model.RL_5.1067	Aa_G298970.h1.t1
OG0016556	evm.model.RL_5.1208	Aa_G118480.h1.t1
OG0016558	evm.model.RL_5.1392	Aa_G121370.h1.t1
OG0016559	evm.model.RL_5.1589	Aa_G528300.h1.t1
OG0016560	evm.model.RL_5.1615	Aa_G80330.h1.t1
OG0016561	evm.model.RL_5.1809	Aa_G526710.h1.t1
OG0016562	evm.model.RL_5.3678	Aa_G148920.h1.t1
OG0016563	evm.model.RL_3.1402	Aa_G504910.h1.t1
OG0016564	evm.model.RL_3.1232	Aa_G81900.h1.t1
OG0016565	evm.model.RL_3.1156	Aa_G56030.h1.t1
OG0016567	evm.model.RL_8.1765, evm.model.RL_2.1100	Aa_G428430.h1.t1
OG0016568	evm.model.RL_4.671	Aa_G39600.h1.t1
OG0016569	evm.model.RL_1.2278	Aa_G178950.h1.t1
OG0016571	evm.model.RL_1.1070	Aa_G397580.h1.t1
OG0016574	evm.model.RL_1.688	Aa_G174580.h1.t1
OG0016576	evm.model.RL_1.106	Aa_G14690.h1.t1
OG0016577	evm.model.RL_4.3342	Aa_G18600.h1.t1
OG0016578	evm.model.RL_4.3115	Aa_G140760.h1.t1
OG0016579	evm.model.RL_4.2946	Aa_G195220.h1.t1
OG0016580	evm.model.RL_4.2893	Aa_G508370.h1.t1
OG0016581	evm.model.RL_4.2879.2.687c86db	Aa_G420760.h1.t1
OG0016582	evm.model.RL_4.2830	Aa_G244250.h1.t1
OG0016585	evm.model.RL_5.2618	Aa_G300850.h1.t1
OG0016586	evm.model.RL_5.2654, evm.model.RL_5.2657	Aa_G380490.h1.t1
OG0016588	evm.model.RL_2.1700	Aa_G360780.h1.t1
OG0016589	evm.model.RL_5.2314	Aa_G101140.h1.t1
OG0016590	evm.model.RL_1.1737	Aa_G601200.h1.t1
OG0016591	evm.model.RL_2.1267	Aa_G96390.h1.t1
OG0016592	evm.model.RL_5.3102	Aa_G130670.h1.t1
OG0016593	evm.model.RL_8.375	Aa_G133010.h1.t1
OG0016594	evm.model.RL_6.1284	Aa_G154720.h1.t1
OG0016595	evm.model.RL_6.1184	Aa_G86180.h1.t1, Aa_G289870.h1.t1
OG0016596	evm.model.RL_6.1151	Aa_G470370.h1.t1
OG0016600	evm.model.RL_4.2568	Aa_G579970.h1.t1
OG0016601	evm.model.RL_4.2469	Aa_G84640.h1.t1
OG0016602	evm.model.RL_4.2331	Aa_G155090.h1.t1
OG0016604	evm.model.RL_4.2238	Aa_G290030.h1.t1
OG0016605	evm.model.RL_4.1076	Aa_G146550.h1.t1
OG0016606	evm.model.RL_4.836	Aa_G627290.h1.t1
OG0016607	evm.model.RL_4.830	Aa_G28470.h1.t1
OG0016609	evm.model.RL_7.1492	Aa_G106810.h1.t1
OG0016610	evm.model.RL_5.3350	Aa_G126630.h1.t1
OG0016611	evm.model.RL_8.1894, evm.model.RL_3.681	Aa_G31460.h1.t1
OG0016612	evm.model.RL_8.2029	Aa_G28100.h1.t1
OG0016613	evm.model.RL_4.1253	Aa_G775280.h1.t1
OG0016614	evm.model.RL_5.75	Aa_G211750.h1.t1
OG0016616	evm.model.RL_5.3220	Aa_G797470.h1.t1
OG0016617	evm.model.RL_5.3135	Aa_G593940.h1.t1
OG0016620	evm.model.RL_5.1948	Aa_G532950.h1.t1
OG0016625	evm.model.RL_1.2962.1.687c87f0	Aa_G459710.h1.t1
OG0016626	evm.model.RL_6.179	Aa_G251650.h1.t1
OG0016627	evm.model.RL_6.351	Aa_G41560.h1.t1
OG0016629	evm.model.RL_7.2231, evm.model.RL_7.2229, evm.model.RL_7.2232	Aa_G34210.h1.t1
OG0016630	evm.model.RL_7.1616	Aa_G254300.h1.t1
OG0016631	evm.model.RL_7.1406.2.687c9769	Aa_G446190.h1.t1, Aa_G522290.h1.t1
OG0016632	evm.model.RL_7.1386	Aa_G404290.h1.t1
OG0016635	evm.model.RL_8.425	Aa_G137380.h1.t1
OG0016636	evm.model.RL_8.71	Aa_G511680.h1.t1
OG0016639	evm.model.RL_1.1074	Aa_G1032340.h1.t1, Aa_G1034760.h2.t1, Aa_G1034760.h1.t1
OG0016643	evm.model.RL_3.640	Aa_G39810.h1.t1
OG0016645	evm.model.RL_2.951	Aa_G518240.h1.t1
OG0016657	evm.model.RL_2.2334	Aa_G512400.h1.t1, Aa_G440810.h1.t1
OG0016660	evm.model.RL_2.2361	Aa_G44700.h1.t1
OG0016661	evm.model.RL_2.2366	Aa_G55490.h1.t1
OG0016662	evm.model.RL_2.2399	Aa_G182720.h1.t1
OG0016663	evm.model.RL_2.2429	Aa_G2770.h1.t1
OG0016664	evm.model.RL_2.2442	Aa_G69570.h1.t1
OG0016665	evm.model.RL_2.2500	Aa_G301310.h1.t1
OG0016666	evm.model.RL_2.2524	Aa_G506700.h1.t1
OG0016667	evm.model.RL_2.2527	Aa_G543300.h1.t1
OG0016668	evm.model.RL_2.2528	Aa_G172870.h1.t1
OG0016669	evm.model.RL_2.2637	Aa_G32950.h1.t1
OG0016670	evm.model.RL_2.2648	Aa_G222370.h1.t1
OG0016671	evm.model.RL_2.2699.3.687c86e6	Aa_G45830.h1.t1
OG0016672	evm.model.RL_2.2754	Aa_G9800.h1.t1
OG0016673	evm.model.RL_2.2792	Aa_G631710.h1.t1
OG0016675	evm.model.RL_2.2858	Aa_G328820.h1.t1
OG0016676	evm.model.RL_2.2866	Aa_G328750.h1.t1
OG0016677	evm.model.RL_2.2871	Aa_G397130.h1.t1
OG0016679	evm.model.RL_2.2941	Aa_G570530.h1.t1
OG0016681	evm.model.RL_2.3000	Aa_G752220.h1.t1
OG0016682	evm.model.RL_5.2821	Aa_G299150.h1.t1
OG0016683	evm.model.RL_5.2804	Aa_G414410.h1.t1
OG0016684	evm.model.RL_5.2798	Aa_G434730.h1.t1
OG0016685	evm.model.RL_5.2796	Aa_G434760.h1.t1
OG0016686	evm.model.RL_5.2735	Aa_G109200.h1.t1
OG0016687	evm.model.RL_5.2725	Aa_G109280.h1.t1
OG0016688	evm.model.RL_2.645	Aa_G70980.h1.t1
OG0016689	evm.model.RL_3.762	Aa_G510100.h1.t1
OG0016690	evm.model.RL_3.743	Aa_G256210.h1.t1
OG0016691	evm.model.RL_7.717, evm.model.RL_3.702.3.687c84ba	Aa_G123150.h1.t1
OG0016692	evm.model.RL_3.690	Aa_G123220.h1.t1
OG0016693	evm.model.RL_3.659	Aa_G7630.h1.t1
OG0016694	evm.model.RL_3.577	Aa_G100800.h1.t1
OG0016695	evm.model.RL_3.564	Aa_G348390.h1.t1
OG0016699	evm.model.RL_3.465	Aa_G645830.h1.t1
OG0016700	evm.model.RL_3.464	Aa_G748930.h1.t1
OG0016701	evm.model.RL_3.463	Aa_G262060.h1.t1
OG0016702	evm.model.RL_3.388	Aa_G392510.h1.t1
OG0016703	evm.model.RL_3.421_evm.model.RL_3.420	Aa_G8610.h1.t1
OG0016704	evm.model.RL_3.278	Aa_G548730.h1.t1
OG0016705	evm.model.RL_7.2718	Aa_G244040.h1.t1
OG0016707	evm.model.RL_7.2618	Aa_G448980.h1.t1
OG0016708	evm.model.RL_7.2583	Aa_G484290.h1.t1
OG0016711	evm.model.RL_7.2513, evm.model.RL_7.2298	Aa_G282020.h1.t1
OG0016712	evm.model.RL_7.2472	Aa_G309830.h1.t1
OG0016713	evm.model.RL_7.2440	Aa_G207070.h1.t1
OG0016714	evm.model.RL_7.2416	Aa_G83360.h1.t1
OG0016715	evm.model.RL_7.2376	Aa_G276870.h1.t1
OG0016716	evm.model.RL_7.2360	Aa_G25610.h1.t1
OG0016717	evm.model.RL_7.2251	Aa_G264290.h1.t1
OG0016718	evm.model.RL_7.2226	Aa_G34240.h1.t1
OG0016719	evm.model.RL_2.7	Aa_G34320.h1.t1
OG0016720	evm.model.RL_7.2198	Aa_G185330.h1.t1
OG0016725	evm.model.RL_3.1087	Aa_G330720.h1.t1
OG0016727	evm.model.RL_3.1048	Aa_G3640.h1.t1
OG0016729	evm.model.RL_3.1007	Aa_G149690.h1.t1
OG0016730	evm.model.RL_3.970	Aa_G85050.h1.t1
OG0016731	evm.model.RL_3.943	Aa_G350340.h1.t1
OG0016732	evm.model.RL_3.932	Aa_G350310.h1.t1
OG0016733	evm.model.RL_3.900	Aa_G714820.h1.t1
OG0016734	evm.model.RL_3.800	Aa_G628010.h1.t1
OG0016735	evm.model.RL_3.869	Aa_G704110.h1.t1, Aa_G182420.h1.t1
OG0016736	evm.model.RL_3.797	Aa_G272000.h1.t1
OG0016737	evm.model.RL_3.647	Aa_G573000.h1.t1
OG0016738	evm.model.RL_3.775	Aa_G392180.h1.t1
OG0016739	evm.model.RL_3.8	Aa_G615240.h1.t1
OG0016740	evm.model.RL_3.12	Aa_G277490.h1.t1
OG0016741	evm.model.RL_3.36	Aa_G270080.h1.t1
OG0016742	evm.model.RL_3.208	Aa_G357210.h1.t1
OG0016743	evm.model.RL_3.218	Aa_G357350.h1.t1
OG0016744	evm.model.RL_3.255	Aa_G580700.h1.t1
OG0016745	evm.model.RL_3.264	Aa_G489090.h1.t1
OG0016748	evm.model.RL_2.2093	Aa_G160620.h1.t1
OG0016749	evm.model.RL_2.2127	Aa_G43080.h1.t1
OG0016750	evm.model.RL_2.2131	Aa_G43050.h1.t1
OG0016751	evm.model.RL_2.2134	Aa_G42980.h1.t1
OG0016752	evm.model.RL_6.2195	Aa_G401790.h1.t1
OG0016753	evm.model.RL_1.821	Aa_G101390.h1.t1
OG0016754	evm.model.RL_1.861	Aa_G34820.h1.t1
OG0016756	evm.model.RL_1.888	Aa_G34590.h1.t1
OG0016758	evm.model.RL_4.3202	Aa_G259930.h1.t1
OG0016759	evm.model.RL_1.912	Aa_G616450.h1.t1
OG0016760	evm.model.RL_1.946	Aa_G338730.h1.t1
OG0016761	evm.model.RL_1.974	Aa_G137120.h1.t1
OG0016762	evm.model.RL_1.1012	Aa_G743020.h1.t1
OG0016763	evm.model.RL_4.2587	Aa_G125340.h1.t1
OG0016764	evm.model.RL_1.1052	Aa_G216140.h1.t1
OG0016765	evm.model.RL_1.2617	Aa_G105370.h1.t1
OG0016766	evm.model.RL_8.2461	Aa_G76180.h1.t1
OG0016768	evm.model.RL_8.1102	Aa_G161720.h1.t1
OG0016769	evm.model.RL_8.1104.1.687c8559	Aa_G161690.h1.t1
OG0016770	evm.model.RL_8.1145	Aa_G125960.h1.t1
OG0016771	evm.model.RL_8.1160	Aa_G550620.h1.t1
OG0016772	evm.model.RL_8.1203	Aa_G577650.h1.t1
OG0016773	evm.model.RL_8.1210	Aa_G153060.h1.t1
OG0016774	evm.model.RL_8.1275	Aa_G687760.h1.t1
OG0016775	evm.model.RL_8.1277	Aa_G265390.h1.t1
OG0016776	evm.model.RL_8.1283	Aa_G348270.h1.t1
OG0016777	evm.model.RL_8.1286	Aa_G261180.h1.t1
OG0016778	evm.model.RL_8.1312	Aa_G247160.h1.t1
OG0016779	evm.model.RL_8.1318	Aa_G247220.h1.t1
OG0016782	evm.model.RL_8.1403	Aa_G656260.h1.t1
OG0016783	evm.model.RL_8.1445	Aa_G349220.h1.t1
OG0016784	evm.model.RL_8.1613	Aa_G442050.h1.t1
OG0016785	evm.model.RL_8.1665	Aa_G571550.h1.t1
OG0016786	evm.model.RL_8.1707	Aa_G216520.h1.t1
OG0016787	evm.model.RL_8.1734.1.687c855d	Aa_G22170.h1.t1
OG0016788	evm.model.RL_8.1759	Aa_G690980.h1.t1
OG0016789	evm.model.RL_8.1787.5.687c855d	Aa_G331620.h1.t1
OG0016790	evm.model.RL_8.1819.1.687c855e	Aa_G607640.h1.t1
OG0016791	evm.model.RL_8.1825	Aa_G307720.h1.t1
OG0016792	evm.model.RL_8.1868	Aa_G31690.h1.t1
OG0016793	evm.model.RL_4.2349	Aa_G138230.h1.t1
OG0016794	evm.model.RL_4.2432	Aa_G636340.h1.t1
OG0016795	evm.model.RL_4.2445	Aa_G116790.h1.t1
OG0016796	evm.model.RL_4.2458	Aa_G158500.h1.t1
OG0016798	evm.model.RL_4.2488	Aa_G486080.h1.t1
OG0016799	evm.model.RL_4.2497.1.687c86d9	Aa_G168820.h1.t1
OG0016800	evm.model.RL_4.2507, evm.model.RL_4.2503	Aa_G168720.h1.t1
OG0016801	evm.model.RL_4.2514	Aa_G168580.h1.t1
OG0016802	evm.model.RL_4.2534	Aa_G98210.h1.t1
OG0016803	evm.model.RL_4.2548	Aa_G159090.h1.t1
OG0016804	evm.model.RL_4.2549	Aa_G159080.h1.t1
OG0016805	evm.model.RL_4.2572	Aa_G458450.h1.t1
OG0016806	evm.model.RL_4.2585	Aa_G195940.h1.t1
OG0016807	evm.model.RL_4.2646	Aa_G365590.h1.t1
OG0016808	evm.model.RL_4.2655	Aa_G130510.h1.t1
OG0016809	evm.model.RL_4.2663	Aa_G130430.h1.t1
OG0016810	evm.model.RL_4.2667	Aa_G130390.h1.t1
OG0016811	evm.model.RL_4.2668	Aa_G130380.h1.t1
OG0016812	evm.model.RL_4.2718	Aa_G319170.h1.t1
OG0016813	evm.model.RL_4.2744	Aa_G392830.h1.t1
OG0016814	evm.model.RL_4.2750	Aa_G541400.h1.t1
OG0016815	evm.model.RL_4.2753	Aa_G541370.h1.t1
OG0016816	evm.model.RL_4.2811	Aa_G275550.h1.t1
OG0016817	evm.model.RL_2.1366	Aa_G176300.h1.t1
OG0016818	evm.model.RL_2.1371	Aa_G176350.h1.t1
OG0016820	evm.model.RL_2.1421	Aa_G345100.h1.t1
OG0016821	evm.model.RL_2.1460	Aa_G244670.h1.t1
OG0016822	evm.model.RL_2.1480	Aa_G78230.h1.t1
OG0016823	evm.model.RL_2.1493	Aa_G455320.h1.t1
OG0016824	evm.model.RL_2.1522	Aa_G148340.h1.t1
OG0016825	evm.model.RL_2.1563	Aa_G203910.h1.t1
OG0016826	evm.model.RL_2.1565	Aa_G588580.h1.t1
OG0016827	evm.model.RL_2.1577	Aa_G245320.h1.t1, Aa_G322440.h1.t1, Aa_G245330.h1.t1
OG0016828	evm.model.RL_2.1585	Aa_G245250.h1.t1
OG0016829	evm.model.RL_2.1613	Aa_G297790.h1.t1
OG0016830	evm.model.RL_2.1629	Aa_G37660.h1.t1
OG0016832	evm.model.RL_2.1676	Aa_G504650.h1.t1
OG0016833	evm.model.RL_2.1694	Aa_G213410.h1.t1
OG0016834	evm.model.RL_2.1738	Aa_G419790.h1.t1
OG0016835	evm.model.RL_5.2616	Aa_G300870.h1.t1
OG0016836	evm.model.RL_5.2563	Aa_G27140.h1.t1
OG0016837	evm.model.RL_5.2554	Aa_G377060.h1.t1
OG0016839	evm.model.RL_5.2520	Aa_G507060.h1.t1
OG0016840	evm.model.RL_5.2448	Aa_G529500.h1.t1
OG0016841	evm.model.RL_2.632	Aa_G101040.h1.t1
OG0016842	evm.model.RL_5.2317	Aa_G82560.h1.t1
OG0016843	evm.model.RL_5.2383.2.687c88bb	Aa_G169590.h1.t1
OG0016844	evm.model.RL_5.2391	Aa_G149150.h1.t1
OG0016845	evm.model.RL_8.1869	Aa_G31680.h1.t1
OG0016846	evm.model.RL_5.2247	Aa_G332840.h1.t1
OG0016847	evm.model.RL_5.2259	Aa_G513970.h1.t1
OG0016848	evm.model.RL_5.2262	Aa_G514050.h1.t1
OG0016849	evm.model.RL_5.2264	Aa_G438490.h1.t1
OG0016850	evm.model.RL_5.3126	Aa_G438580.h1.t1
OG0016851	evm.model.RL_5.3128.1.687c88c0	Aa_G326510.h1.t1
OG0016852	evm.model.RL_5.2298	Aa_G533100.h1.t1
OG0016855	evm.model.RL_5.3064	Aa_G61920.h1.t1
OG0016857	evm.model.RL_5.3050	Aa_G498710.h1.t1
OG0016858	evm.model.RL_5.3031	Aa_G408500.h1.t1
OG0016861	evm.model.RL_6.468	Aa_G35920.h1.t1
OG0016862	evm.model.RL_6.470	Aa_G35910.h1.t1, Aa_G35880.h1.t1
OG0016864	evm.model.RL_5.2913	Aa_G108280.h1.t1
OG0016866	evm.model.RL_5.2883	Aa_G138760.h1.t1
OG0016868	evm.model.RL_5.2860	Aa_G216280.h1.t1
