Orthogroup	Erysimum_linariifolium	Conringia_planisiliqua
OG0008834	El003G173800, El003G173470	CP6_g7391_DN3_SP0_c.t1
OG0008835	El003G173620	CP6_g7387_DN3_SP2_c.t1
OG0008836	El003G172870	CP6_g7351_DN3_SP2_c.t1
OG0008837	El003G172790	CP6_g7340_DN3_SP8_c.t1
OG0008838	El003G190790	CP5_g1396_DN3_SP0_c.t1
OG0008839	El003G192120, El001G011300	CP19_g17934_DN3_SP0_c.t1
OG0008840	El003G191600	CP5_g1353_DN3_SP8_c.t1
OG0008841	El003G192210	CP19_g17917_DN3_SP3_c.t1
OG0008842	El003G192180	CP19_g17919_DN3_SP3_c.t1
OG0008843	El003G193040	CP19_g17868_DN3_SP0_c.t1
OG0008844	El003G193390	CP19_g17838_DN3_SP7_c.t1
OG0008845	El003G193470	CP19_g17831_DN3_SP8_c.t1
OG0008846	El006G279800	CP10_g43590_DN3_SP8_c.t1
OG0008847	El006G279850	CP4_g23929_DN3_SP8_c.t1
OG0008848	El004G198820, El006G279900	CP4_g23933_DN3_SP8_c.t1, CP17_g6294_DN3_SP0_c.t1
OG0008849	El006G281190	CP4_g24048_DN3_SP8_c.t1
OG0008850	El006G281270	CP4_g24055_DN3_SP0_c.t1
OG0008851	El006G281460	CP4_g24068_DN3_SP0_c.t1
OG0008852	El006G281950	CP4_g24106_DN3_SP0_c.t1
OG0008853	El006G282040	CP4_g24114_DN2_SP0_c.t1
OG0008854	El006G282590	CP4_g24149_DN3_SP6_c.t1
OG0008855	El006G283000	CP4_g24188_DN3_SP8_c.t1
OG0008856	El006G283200	CP4_g24210_DN3_SP8_c.t1
OG0008857	El006G283350	CP4_g24217_DN3_SP5_c.t1
OG0008858	El006G283420	CP4_g24225_DN3_SP3_c.t1
OG0008859	El001G031920	CP3_g13369_DN3_SP0_c.t1
OG0008860	El006G284590	CP4_g24309_DN3_SP1_c.t1
OG0008861	El006G284760	CP4_g24322_DN2_SP1_c.t1
OG0008862	El006G284800	CP4_g24326_DN1_SP0_c.t1
OG0008863	El006G284810	CP4_g24327_DN2_SP0_c.t1
OG0008864	El006G285010	CP4_g24346_DN3_SP0_c.t1
OG0008865	El006G285570	CP4_g24398_DN3_SP8_c.t1
OG0008866	El006G285830	CP4_g24422_DN3_SP2_c.t1
OG0008867	El001G030680	CP3_g13464_DN3_SP5_c.t1
OG0008868	El001G045560, El006G286320	CP4_g24458_DN3_SP3_c.t1
OG0008869	El006G286680	CP4_g24485_DN2_SP0_c.t1
OG0008870	El006G286720	CP4_g24487_DN3_SP4_c.t1
OG0008871	El006G286750	CP4_g24491_DN3_SP0_c.t1
OG0008872	El001G069880	CP11_g32762_DN3_SP4_c.t1
OG0008873	El006G287370	CP4_g24537_DN3_SP2_c.t1
OG0008874	El006G287660	CP4_g24550_DN3_SP7_c.t1
OG0008875	El006G287890	CP4_g24573_DN3_SP3_c.t1
OG0008876	El006G287910	CP4_g24574_DN3_SP1_c.t1
OG0008877	El001G081520	CP11_g33706_DN3_SP8_c.t1
OG0008878	El001G081420, El001G044610	CP11_g33696_DN3_SP0_c.t1
OG0008879	El001G081340	CP11_g33691_DN3_SP8_c.t1
OG0008880	El001G081220	CP11_g33681_DN3_SP4_c.t1
OG0008881	El001G080710	CP11_g33635_DN3_SP5_c.t1
OG0008882	El001G080180	CP11_g33607_DN3_SP0_c.t1
OG0008883	El001G079780	CP11_g33575_DN3_SP0_c.t1
OG0008884	El001G079020	CP11_g33521_DN3_SP3_c.t1
OG0008885	El001G078910	CP11_g33514_DN3_SP8_c.t1
OG0008886	El001G078740	CP11_g33500_DN3_SP4_c.t1
OG0008887	El001G078410	CP11_g33472_DN3_SP0_c.t1
OG0008888	El001G060950	CP8_g54395_DN3_SP8_c.t1
OG0008889	El001G060580	CP8_g54372_DN3_SP3_c.t1
OG0008890	El001G060520	CP8_g54367_DN3_SP0_c.t1
OG0008891	El001G060450	CP8_g54360_DN3_SP8_c.t1
OG0008892	El001G060020	CP8_g54311_DN3_SP0_c.t1
OG0008893	El001G059990	CP8_g54310_DN3_SP8_c.t1
OG0008894	El001G060410	CP8_g54357_DN3_SP1_c.t1
OG0008895	El001G059530	CP8_g54272_DN3_SP7_c.t1
OG0008896	El007G330060	CP2_g48224_DN3_SP8_c.t1
OG0008897	El001G059100	CP8_g54232_DN3_SP3_c.t1
OG0008898	El001G059080	CP8_g54230_DN3_SP8_c.t1
OG0008899	El001G058840	CP8_g54211_DN3_SP0_c.t1
OG0008900	El001G058770	CP8_g54205_DN3_SP8_c.t1
OG0008901	El001G058710	CP8_g54201_DN3_SP5_c.t1
OG0008902	El001G058550	CP8_g54190_DN3_SP8_c.t1
OG0008903	El001G058170	CP8_g54163_DN3_SP8_c.t1
OG0008904	El001G058120	CP8_g54160_DN3_SP0_c.t1
OG0008905	El001G057460	CP8_g54121_DN3_SP8_c.t1
OG0008906	El001G057160	CP8_g54103_DN3_SP3_c.t1
OG0008907	El007G330220	CP8_g54092_DN3_SP8_c.t1
OG0008908	El007G330720	CP8_g54045_DN3_SP7_c.t1
OG0008909	El007G326670	CP2_g47920_DN3_SP8_c.t1
OG0008910	El007G331000	CP8_g54020_DN3_SP8_c.t1
OG0008911	El007G331010	CP8_g54019_DN3_SP3_c.t1
OG0008912	El007G331090	CP8_g54012_DN2_SP1_c.t1
OG0008913	El007G331170	CP8_g54002_DN3_SP7_c.t1
OG0008914	El007G331210	CP8_g53998_DN2_SP0_c.t1
OG0008915	El007G332030	CP8_g53926_DN3_SP7_c.t1
OG0008916	El007G332130	CP1_g39622_DN2_SP0_c.t1, CP8_g53918_DN3_SP1_c.t1
OG0008917	El007G331550	CP8_g53968_DN3_SP0_c.t1
OG0008919	El007G332230	CP8_g53912_DN3_SP8_c.t1
OG0008920	El007G332340	CP8_g53907_DN3_SP8_c.t1
OG0008921	El007G332390	CP8_g53901_DN3_SP0_c.t1
OG0008922	El007G326780	CP2_g47932_DN3_SP8_c.t1
OG0008923	El007G326720	CP2_g47927_DN3_SP8_c.t1
OG0008924	El002G090940	CP1_g37103_DN3_SP0_c.t1
OG0008925	El007G326600	CP2_g47912_DN3_SP8_c.t1
OG0008927	El007G326130	CP2_g47870_DN3_SP8_c.t1
OG0008928	El007G325780	CP2_g47836_DN3_SP3_c.t1
OG0008929	El007G325610	CP2_g47820_DN3_SP0_c.t1
OG0008930	El007G325260	CP2_g47796_DN3_SP8_c.t1
OG0008931	El007G325150	CP2_g47786_DN3_SP1_c.t1
OG0008932	El007G325130	CP2_g47784_DN3_SP8_c.t1
OG0008933	El007G324070	CP2_g47698_DN2_SP0_c.t1
OG0008934	El007G323910	CP2_g47688_DN3_SP1_c.t1
OG0008935	El007G323720	CP2_g47670_DN3_SP8_c.t1
OG0008936	El007G323560	CP2_g47657_DN3_SP8_c.t1
OG0008937	El007G323160	CP2_g47623_DN2_SP6_c.t1
OG0008938	El007G322960	CP2_g47607_DN3_SP7_c.t1
OG0008939	El007G322940	CP2_g47605_DN3_SP1_c.t1
OG0008940	El007G322810	CP2_g47592_DN3_SP8_c.t1
OG0008941	El007G322590	CP2_g47576_DN3_SP0_c.t1
OG0008942	El007G322510	CP2_g47567_DN3_SP5_c.t1
OG0008943	El007G322490	CP2_g47564_DN3_SP0_c.t1
OG0008944	El007G322360	CP2_g47558_DN3_SP3_c.t1
OG0008945	El007G322180	CP2_g47537_DN3_SP1_c.t1
OG0008946	El007G321950	CP2_g47517_DN2_SP8_c.t1
OG0008947	El001G000750	CP8_g54622_DN3_SP8_c.t1
OG0008948	El002G082950	CP1_g36437_DN3_SP7_c.t1
OG0008949	El001G000500	CP8_g54643_DN3_SP8_c.t1
OG0008950	El001G000400	CP8_g54652_DN1_SP0_c.t1
OG0008951	El001G000360	CP8_g54655_DN3_SP4_c.t1
OG0008952	El001G000960	CP8_g54602_DN3_SP8_c.t1
OG0008953	El001G001300	CP8_g54565_DN3_SP0_c.t1
OG0008954	El001G001570	CP8_g54542_DN3_SP0_c.t1
OG0008955	El001G002340	CP11_g32113_DN3_SP8_c.t1
OG0008956	El006G313510	CP11_g32102_DN3_SP4_c.t1
OG0008957	El001G002790	CP11_g32082_DN3_SP3_c.t1
OG0008958	El001G003330	CP11_g32027_DN3_SP1_c.t1
OG0008959	El001G003430	CP11_g32018_DN3_SP3_c.t1
OG0008960	El001G003770	CP11_g31986_DN3_SP0_c.t1
OG0008961	El001G003790	CP11_g31984_DN3_SP8_c.t1
OG0008962	El006G298600	CP4_g25414_DN3_SP0_c.t1
OG0008963	El007G359760	CP13_g20230_DN3_SP8_c.t1
OG0008964	El007G359740	CP13_g20232_DN3_SP4_c.t1
OG0008965	El007G359220, El003G162370	CP13_g20266_DN3_SP8_c.t1
OG0008966	El007G359190	CP13_g20274_DN3_SP0_c.t1
OG0008968	El006G298880, El006G297470, El006G297280	CP4_g25435_DN3_SP3_c.t1
OG0008969	El006G298760	CP4_g25424_DN3_SP6_c.t1
OG0008970	El006G299210	CP4_g25469_DN3_SP3_c.t1
OG0008971	El006G299150	CP4_g25463_DN3_SP6_c.t1
OG0008972	El006G299550	CP4_g25532_DN3_SP6_c.t1
OG0008974	El006G299620	CP4_g25525_DN3_SP0_c.t1
OG0008975	El002G121760, El002G141570	CP7_g46481_DN1_SP8_c.t1
OG0008977	El006G301010	CP4_g25607_DN3_SP0_c.t1
OG0008978	El006G301160	CP4_g25621_DN3_SP1_c.t1
OG0008979	El006G301390	CP4_g25644_DN3_SP6_c.t1
OG0008980	El006G301700	CP4_g25669_DN3_SP5_c.t1
OG0008981	El006G301940	CP4_g25689_DN3_SP0_c.t1
OG0008982	El006G302410, El002G090440	CP4_g25728_DN3_SP0_c.t1
OG0008983	El006G302450, El006G302480	CP4_g25732_DN3_SP1_c.t1
OG0008984	El006G303650	CP4_g25811_DN3_SP7_c.t1
OG0008985	El006G304170	CP4_g25838_DN3_SP0_c.t1
OG0008986	El006G304190	CP4_g25840_DN2_SP3_c.t1
OG0008987	El006G304370	CP4_g25853_DN2_SP0_c.t1
OG0008988	El006G304400	CP4_g25856_DN3_SP3_c.t1
OG0008989	El006G304900	CP4_g25879_DN3_SP0_c.t1
OG0008990	El006G304940	CP4_g25883_DN3_SP5_c.t1
OG0008991	El006G305300	CP4_g25913_DN3_SP8_c.t1
OG0008992	El006G305450	CP4_g25924_DN3_SP8_c.t1
OG0008993	El006G305720	CP4_g25944_DN2_SP0_c.t1
OG0008994	El006G306280	CP4_g25997_DN3_SP6_c.t1
OG0008995	El006G306300	CP4_g25998_DN3_SP2_c.t1
OG0008996	El006G307450	CP4_g26134_DN3_SP6_c.t1
OG0008997	El006G307090, El006G307290	CP4_g26108_DN3_SP0_c.t1
OG0008998	El006G307210	CP4_g26095_DN3_SP8_c.t1
OG0008999	El006G306680	CP4_g26068_DN3_SP7_c.t1
OG0009000	El006G307520	CP58_g46914_DN3_SP4_c.t1
OG0009001	El006G311510	CP18_g11728_DN3_SP0_c.t1
OG0009002	El006G313790	CP16_g55684_DN3_SP2_c.t1
OG0009003	El006G313820	CP16_g55683_DN3_SP5_c.t1
OG0009004	El003G156710	CP5_g1260_DN3_SP8_c.t1
OG0009005	El003G156760	CP5_g1263_DN3_SP8_c.t1
OG0009006	El003G157270	CP5_g1301_DN3_SP7_c.t1
OG0009007	El005G235610	CP10_g42153_DN3_SP0_c.t1
OG0009008	El005G235590	CP10_g42151_DN3_SP0_c.t1
OG0009010	El005G235330	CP10_g42128_DN3_SP8_c.t1
OG0009011	El005G235340	CP10_g42129_DN3_SP7_c.t1
OG0009012	El005G235170	CP10_g42117_DN3_SP8_c.t1
OG0009013	El003G158100	CP19_g18004_DN3_SP8_c.t1
OG0009014	El003G157380	CP5_g1314_DN3_SP4_c.t1
OG0009015	El003G157510	CP19_g17952_DN3_SP6_c.t1
OG0009016	El005G236060	CP10_g42188_DN3_SP8_c.t1
OG0009017	El005G236340	CP10_g42211_DN3_SP0_c.t1
OG0009018	El005G236720	CP10_g42249_DN3_SP4_c.t1
OG0009019	El005G236840	CP10_g42254_DN3_SP8_c.t1
OG0009020	El005G237100	CP10_g42276_DN3_SP0_c.t1
OG0009021	El005G237200	CP10_g42286_DN1_SP0_c.t1
OG0009022	El005G237350	CP10_g42302_DN3_SP8_c.t1
OG0009023	El005G237420	CP10_g42308_DN3_SP2_c.t1
OG0009024	El005G237430	CP10_g42309_DN3_SP0_c.t1
OG0009025	El005G237750	CP10_g42335_DN3_SP4_c.t1
OG0009026	El005G238050	CP10_g42358_DN3_SP3_c.t1
OG0009027	El005G238560	CP10_g42398_DN3_SP0_c.t1
OG0009028	El005G238660	CP10_g42405_DN3_SP1_c.t1
OG0009029	El005G238670	CP10_g42406_DN3_SP1_c.t1
OG0009030	El005G238900	CP10_g42420_DN3_SP8_c.t1
OG0009031	El005G239040	CP10_g42435_DN3_SP5_c.t1
OG0009032	El005G239240	CP10_g42451_DN3_SP3_c.t1
OG0009033	El005G239350	CP10_g42454_DN3_SP8_c.t1
OG0009034	El005G239440	CP10_g42458_DN3_SP8_c.t1
OG0009036	El005G240010	CP10_g42502_DN3_SP4_c.t1
OG0009037	El005G240060	CP10_g42507_DN3_SP2_c.t1
OG0009038	El005G240620	CP10_g42557_DN3_SP0_c.t1
OG0009039	El005G240640	CP10_g42559_DN3_SP6_c.t1
OG0009040	El005G241230	CP10_g42611_DN3_SP2_c.t1
OG0009041	El005G241460	CP10_g42628_DN3_SP0_c.t1
OG0009042	El005G241760	CP10_g42656_DN3_SP5_c.t1
OG0009043	El005G241920	CP10_g42671_DN3_SP7_c.t1
OG0009044	El005G242180	CP10_g42695_DN3_SP0_c.t1
OG0009045	El005G242360	CP10_g42716_DN3_SP4_c.t1
OG0009046	El007G347060	CP2_g48747_DN3_SP0_c.t1
OG0009047	El005G242570	CP10_g42738_DN3_SP8_c.t1
OG0009048	El005G242610	CP10_g42741_DN3_SP8_c.t1
OG0009049	El005G242640	CP10_g42744_DN3_SP0_c.t1
OG0009050	El005G243390	CP5_g2685_DN3_SP0_c.t1
OG0009051	El006G312150	CP18_g12108_DN3_SP8_c.t1
OG0009052	El005G265950, El005G266070	CP5_g1102_DN3_SP3_c.t1
OG0009053	El005G243490	CP10_g42813_DN3_SP7_c.t1
OG0009054	El005G243550	CP10_g42817_DN3_SP6_c.t1
OG0009055	El002G129290	CP1_g38495_DN2_SP0_c.t1
OG0009056	El006G288990	CP7_g44701_DN2_SP0_c.t1, CP4_g24663_DN3_SP8_c.t1
OG0009057	El006G289060	CP4_g24668_DN3_SP1_c.t1
OG0009058	El006G289110	CP4_g24673_DN3_SP7_c.t1
OG0009059	El006G289210	CP4_g24684_DN3_SP8_c.t1
OG0009060	El006G289250	CP4_g24687_DN3_SP8_c.t1
OG0009061	El006G289380	CP4_g24698_DN3_SP0_c.t1
OG0009062	El006G290120	CP4_g24755_DN1_SP0_c.t1
OG0009063	El006G290130	CP4_g24756_DN2_SP0_c.t1
OG0009064	El006G290380	CP4_g24771_DN3_SP5_c.t1
OG0009065	El006G290800	CP4_g24801_DN3_SP8_c.t1
OG0009066	El006G290500	CP4_g24779_DN3_SP0_c.t1
OG0009067	El006G290900	CP4_g24808_DN3_SP8_c.t1
OG0009068	El006G291400	CP4_g24850_DN3_SP8_c.t1
OG0009069	El004G218740	CP9_g28383_DN3_SP0_c.t1
OG0009070	El006G291420	CP4_g24852_DN3_SP8_c.t1
OG0009071	El006G294720	CP4_g25130_DN3_SP8_c.t1
OG0009072	El006G294650	CP4_g25125_DN3_SP0_c.t1
OG0009073	El006G294620	CP4_g25123_DN3_SP8_c.t1
OG0009074	El001G023180	CP3_g14089_DN3_SP7_c.t1
OG0009075	El006G294250	CP4_g25092_DN3_SP0_c.t1
OG0009076	El006G294090	CP4_g25078_DN3_SP0_c.t1
OG0009077	El006G293610	CP4_g25050_DN3_SP8_c.t1
OG0009078	El006G293480	CP4_g25035_DN3_SP6_c.t1
OG0009079	El006G293110	CP4_g25001_DN3_SP5_c.t1
OG0009080	El006G292420	CP4_g24941_DN3_SP5_c.t1
OG0009081	El006G292410	CP4_g24940_DN3_SP6_c.t1
OG0009082	El006G291580	CP4_g24862_DN3_SP8_c.t1
OG0009083	El006G291590	CP4_g24863_DN3_SP2_c.t1
OG0009084	El006G292230	CP4_g24921_DN3_SP3_c.t1
OG0009085	El006G291710	CP4_g24875_DN3_SP0_c.t1
OG0009086	El006G291870	CP4_g24890_DN3_SP8_c.t1
OG0009087	El006G291880	CP4_g24891_DN3_SP5_c.t1
OG0009088	El006G295170	CP4_g25158_DN3_SP8_c.t1
OG0009089	El002G099310	CP1_g37829_DN3_SP2_c.t1
OG0009090	El002G099330	CP1_g37831_DN3_SP0_c.t1
OG0009091	El002G099460	CP7_g46190_DN3_SP6_c.t1
OG0009092	El002G099530	CP7_g46183_DN3_SP6_c.t1
OG0009093	El002G099640	CP7_g46172_DN3_SP3_c.t1
OG0009094	El002G099710	CP7_g46167_DN3_SP0_c.t1
OG0009095	El002G100040	CP7_g46137_DN3_SP5_c.t1
OG0009097	El002G100400	CP7_g46102_DN2_SP0_c.t1
OG0009098	El002G100490	CP7_g46093_DN2_SP0_c.t1
OG0009099	El002G100520	CP7_g46090_DN2_SP2_c.t1
OG0009100	El002G100870	CP7_g46060_DN3_SP8_c.t1
OG0009101	El002G101320	CP7_g46022_DN3_SP8_c.t1
OG0009102	El002G101460	CP7_g46009_DN3_SP1_c.t1
OG0009103	El002G101490	CP7_g46007_DN3_SP0_c.t1
OG0009104	El002G101780	CP7_g45984_DN3_SP3_c.t1
OG0009105	El002G102330	CP7_g45937_DN3_SP1_c.t1
OG0009106	El002G102760	CP7_g45897_DN3_SP1_c.t1
OG0009107	El003G158280	CP7_g45893_DN3_SP0_c.t1, CP5_g1828_DN3_SP0_c.t1
OG0009108	El002G102810	CP7_g45891_DN3_SP0_c.t1
OG0009109	El002G102830	CP7_g45889_DN3_SP7_c.t1
OG0009110	El002G103270	CP7_g45849_DN3_SP8_c.t1
OG0009111	El002G104240	CP7_g45771_DN3_SP8_c.t1
OG0009112	El002G104250	CP7_g45770_DN3_SP7_c.t1
OG0009113	El002G104530	CP7_g45741_DN3_SP8_c.t1
OG0009114	El002G105350	CP7_g45671_DN3_SP0_c.t1
OG0009115	El002G105490	CP7_g45661_DN3_SP7_c.t1
OG0009116	El001G024930	CP3_g13937_DN3_SP8_c.t1
OG0009118	El002G106490	CP7_g45583_DN3_SP8_c.t1
OG0009119	El002G106500	CP7_g45582_DN3_SP0_c.t1
OG0009120	El002G107810	CP7_g45515_DN3_SP8_c.t1
OG0009121	El002G107840	CP7_g45514_DN3_SP8_c.t1
OG0009122	El002G108360	CP7_g45476_DN3_SP8_c.t1
OG0009123	El002G108670	CP7_g45448_DN3_SP6_c.t1
OG0009125	El002G109120, El002G109130, El003G188910	CP7_g45410_DN3_SP7_c.t1
OG0009126	El002G109960, El002G136990	CP7_g45344_DN3_SP0_c.t1
OG0009127	El002G110190	CP7_g45331_DN3_SP8_c.t1
OG0009128	El002G111420	CP7_g45310_DN3_SP3_c.t1
OG0009129	El002G111320	CP7_g45301_DN3_SP4_c.t1
OG0009130	El004G220410	CP9_g28527_DN3_SP8_c.t1
OG0009131	El002G111150	CP7_g45285_DN3_SP8_c.t1
OG0009132	El002G110890	CP7_g45273_DN2_SP0_c.t1
OG0009133	El002G110820, El002G110690	CP7_g45264_DN3_SP0_c.t1
OG0009134	El002G111680	CP7_g45263_DN3_SP8_c.t1
OG0009135	El002G112020	CP7_g45232_DN3_SP3_c.t1
OG0009136	El002G112040	CP7_g45230_DN2_SP0_c.t1
OG0009137	El002G112360	CP7_g45204_DN2_SP0_c.t1
OG0009138	El003G179110, El002G112410	CP7_g45201_DN3_SP1_c.t1
OG0009139	El002G112640	CP7_g45176_DN2_SP7_c.t1
OG0009140	El002G112960	CP7_g45149_DN3_SP3_c.t1
OG0009141	El003G160490	CP19_g18222_DN2_SP0_c.t1
OG0009142	El007G345110	CP27_g41757_DN3_SP6_c.t1
OG0009143	El003G160220	CP19_g18202_DN3_SP0_c.t1
OG0009144	El003G159900	CP19_g18171_DN3_SP2_c.t1
OG0009145	El003G159800	CP19_g18158_DN3_SP0_c.t1
OG0009146	El006G315070	CP16_g55279_DN3_SP8_c.t1
OG0009148	El006G315820	CP16_g55225_DN3_SP8_c.t1
OG0009149	El006G315740	CP16_g55235_DN3_SP8_c.t1
OG0009150	El006G316850	CP16_g55124_DN3_SP8_c.t1
OG0009151	El006G317150	CP16_g55094_DN3_SP8_c.t1
OG0009152	El006G317770	CP16_g55046_DN2_SP0_c.t1
OG0009153	El006G318090	CP16_g55032_DN3_SP0_c.t1
OG0009154	El006G318580	CP16_g54987_DN3_SP8_c.t1
OG0009155	El006G318880	CP16_g54952_DN3_SP8_c.t1
OG0009156	El001G021750	CP3_g14219_DN3_SP8_c.t1
OG0009157	El006G319640	CP16_g54889_DN3_SP6_c.t1
OG0009158	El006G319790	CP16_g54877_DN3_SP0_c.t1
OG0009159	El006G320470	CP16_g54816_DN3_SP4_c.t1
OG0009160	El006G321220	CP16_g54764_DN3_SP5_c.t1
OG0009162	El002G099080	CP1_g37808_DN3_SP0_c.t1
OG0009163	El002G098820	CP1_g37786_DN3_SP0_c.t1
OG0009164	El002G098650	CP1_g37770_DN3_SP2_c.t1
OG0009165	El002G098090	CP1_g37722_DN3_SP0_c.t1
OG0009166	El002G098060	CP1_g37720_DN3_SP1_c.t1
OG0009167	El002G097820	CP1_g37699_DN3_SP8_c.t1
OG0009168	El002G096930	CP1_g37628_DN3_SP8_c.t1
OG0009169	El002G096960	CP1_g37631_DN3_SP7_c.t1
OG0009170	El002G096550	CP1_g37599_DN3_SP0_c.t1
OG0009171	El002G095830	CP1_g37538_DN3_SP8_c.t1
OG0009172	El002G095160	CP1_g37480_DN3_SP8_c.t1
OG0009173	El002G095040	CP1_g37469_DN3_SP7_c.t1
OG0009174	El002G094670	CP1_g37434_DN3_SP2_c.t1
OG0009175	El002G093830	CP1_g37375_DN3_SP8_c.t1
OG0009176	El002G093810	CP1_g37373_DN3_SP8_c.t1
OG0009177	El002G093710	CP1_g37364_DN3_SP3_c.t1
OG0009178	El002G093230	CP1_g37312_DN3_SP8_c.t1
OG0009179	El002G092670	CP1_g37268_DN3_SP7_c.t1
OG0009180	El002G092880	CP1_g37277_DN3_SP8_c.t1
OG0009181	El002G092330	CP1_g37232_DN3_SP3_c.t1
OG0009182	El002G092100	CP1_g37211_DN3_SP0_c.t1
OG0009183	El002G092030	CP7_g44603_DN3_SP0_c.t1
OG0009184	El002G091840	CP1_g37188_DN3_SP8_c.t1
OG0009185	El002G091720	CP1_g37177_DN3_SP2_c.t1
OG0009186	El001G060260	CP8_g54336_DN3_SP3_c.t1
OG0009187	El002G091580	CP1_g37165_DN3_SP8_c.t1
OG0009188	El002G091530	CP1_g37160_DN3_SP3_c.t1
OG0009189	El002G091300	CP1_g37138_DN3_SP5_c.t1
OG0009190	El002G091310	CP1_g37139_DN3_SP3_c.t1
OG0009191	El002G091330	CP1_g37142_DN3_SP6_c.t1
OG0009192	El002G091350	CP1_g37144_DN3_SP2_c.t1
OG0009193	El002G091230	CP1_g37132_DN2_SP0_c.t1
OG0009194	El002G091170	CP1_g37125_DN3_SP8_c.t1
OG0009195	El002G090690	CP1_g37080_DN3_SP4_c.t1
OG0009196	El002G091050	CP1_g37114_DN3_SP8_c.t1
OG0009197	El002G090280	CP1_g37048_DN3_SP8_c.t1
OG0009198	El002G089970	CP1_g37024_DN3_SP8_c.t1
OG0009200	El002G088840	CP1_g36932_DN3_SP8_c.t1
OG0009201	El002G088780	CP1_g36927_DN3_SP8_c.t1
OG0009202	El002G088670	CP1_g36918_DN2_SP0_c.t1
OG0009203	El002G088640	CP1_g36915_DN3_SP4_c.t1
OG0009204	El002G088340	CP1_g36890_DN3_SP0_c.t1
OG0009205	El002G088070	CP1_g36871_DN3_SP8_c.t1
OG0009206	El002G087590	CP1_g36829_DN3_SP8_c.t1
OG0009207	El002G087570	CP1_g36827_DN3_SP8_c.t1
OG0009208	El002G087440	CP1_g36549_DN3_SP8_c.t1
OG0009209	El004G234320	CP9_g29699_DN3_SP0_c.t1
OG0009210	El002G087050	CP1_g36581_DN3_SP8_c.t1
OG0009211	El002G086900	CP1_g36594_DN3_SP8_c.t1
OG0009212	El002G086850	CP1_g36597_DN3_SP8_c.t1
OG0009213	El002G086550	CP1_g36623_DN3_SP0_c.t1
OG0009214	El002G086260	CP1_g36647_DN3_SP2_c.t1
OG0009215	El002G085880	CP1_g36675_DN3_SP8_c.t1
OG0009216	El002G085310	CP1_g36725_DN3_SP1_c.t1
OG0009217	El002G084880	CP1_g36759_DN3_SP0_c.t1
OG0009218	El002G084810	CP1_g36766_DN3_SP0_c.t1
OG0009219	El002G084510	CP1_g36790_DN1_SP0_c.t1
OG0009220	El002G084240	CP1_g36809_DN3_SP0_c.t1
OG0009221	El002G084160	CP1_g36815_DN3_SP8_c.t1
OG0009222	El002G083930	CP1_g36527_DN3_SP3_c.t1
OG0009223	El002G083860	CP1_g36516_DN3_SP0_c.t1
OG0009224	El002G083810	CP1_g36509_DN3_SP5_c.t1
OG0009226	El002G083600	CP1_g36491_DN3_SP0_c.t1
OG0009227	El002G083530	CP1_g36486_DN3_SP0_c.t1
OG0009228	El002G083200	CP1_g36459_DN3_SP1_c.t1
OG0009229	El001G000630	CP1_g36441_DN3_SP5_c.t1
OG0009230	El002G082570	CP1_g36411_DN3_SP7_c.t1
OG0009231	El002G082460	CP1_g36400_DN2_SP8_c.t1
OG0009233	El001G067580	CP11_g32566_DN3_SP2_c.t1
OG0009234	El001G067310	CP11_g32545_DN3_SP3_c.t1
OG0009236	El001G066580	CP11_g32479_DN3_SP7_c.t1
OG0009237	El001G066530	CP11_g32473_DN3_SP7_c.t1
OG0009238	El001G066450	CP11_g32465_DN3_SP3_c.t1
OG0009239	El001G065740	CP11_g32407_DN3_SP8_c.t1
OG0009240	El001G066040	CP11_g32430_DN3_SP8_c.t1
OG0009241	El001G066250	CP11_g32447_DN3_SP2_c.t1
OG0009242	El001G065600	CP11_g32394_DN3_SP0_c.t1
OG0009243	El001G065190	CP11_g32357_DN3_SP8_c.t1
OG0009244	El001G065110	CP11_g32350_DN3_SP0_c.t1
OG0009245	El001G064260	CP11_g32297_DN3_SP7_c.t1
OG0009246	El001G064200	CP11_g32289_DN3_SP0_c.t1
OG0009247	El001G063890	CP11_g32261_DN3_SP1_c.t1
OG0009248	El001G063780	CP11_g32254_DN2_SP0_c.t1
OG0009249	El001G063290	CP11_g32213_DN3_SP0_c.t1
OG0009250	El001G062540	CP11_g32159_DN3_SP4_c.t1
OG0009251	El001G061610	CP8_g54449_DN3_SP7_c.t1
OG0009252	El001G061520	CP8_g54442_DN3_SP8_c.t1
OG0009253	El001G061120	CP8_g54409_DN3_SP3_c.t1
OG0009254	El001G061080	CP8_g54408_DN3_SP0_c.t1
OG0009255	El001G049420	CP2_g48608_DN3_SP0_c.t1
OG0009256	El001G047650	CP2_g48662_DN3_SP3_c.t1
OG0009257	El007G346150	CP2_g48720_DN3_SP1_c.t1
OG0009258	El007G345290	CP2_g48684_DN3_SP8_c.t1
OG0009259	El004G208900, El007G346490, El007G346460	CP2_g48727_DN2_SP0_c.t1
OG0009260	El007G346880	CP2_g48735_DN3_SP8_c.t1
OG0009262	El001G068020	CP11_g32606_DN3_SP8_c.t1
OG0009263	El001G068100	CP11_g32614_DN3_SP8_c.t1
OG0009264	El001G075040	CP11_g33275_DN3_SP8_c.t1
OG0009265	El001G075020	CP11_g33277_DN3_SP8_c.t1
OG0009267	El001G067840	CP11_g32589_DN3_SP1_c.t1
OG0009268	El001G075210	CP11_g33260_DN3_SP6_c.t1
