Orthogroup	Erysimum_linariifolium	Conringia_planisiliqua
OG0012466	El001G017940	CP3_g14551_DN3_SP2_c.t1
OG0012467	El001G017190	CP3_g14634_DN3_SP0_c.t1
OG0012468	El001G017180	CP3_g14635_DN3_SP3_c.t1
OG0012469	El001G016970	CP3_g14649_DN3_SP8_c.t1
OG0012470	El001G016890	CP3_g14652_DN3_SP0_c.t1
OG0012472	El007G332120	CP8_g53919_DN3_SP7_c.t1
OG0012473	El001G015910	CP3_g14740_DN3_SP7_c.t1
OG0012474	El001G015780	CP3_g14753_DN1_SP0_c.t1
OG0012475	El001G015700	CP3_g14756_DN3_SP8_c.t1
OG0012476	El001G014880	CP3_g14847_DN3_SP8_c.t1
OG0012477	El001G014050	CP3_g14914_DN3_SP6_c.t1
OG0012478	El001G013700	CP3_g14960_DN3_SP6_c.t1
OG0012479	El001G012820	CP3_g15145_DN2_SP8_c.t1
OG0012480	El004G213570, El001G012370	CP3_g15553_DN3_SP0_c.t1
OG0012481	El001G012030	CP3_g15641_DN3_SP0_c.t1
OG0012482	El001G011890	CP3_g15722_DN3_SP8_c.t1
OG0012483	El001G011810	CP3_g15820_DN3_SP2_c.t1
OG0012484	El004G218120	CP9_g28331_DN3_SP5_c.t1
OG0012485	El004G218020	CP9_g28321_DN3_SP1_c.t1
OG0012486	El004G217590	CP9_g28293_DN3_SP7_c.t1
OG0012487	El004G217480	CP9_g28281_DN3_SP0_c.t1
OG0012488	El006G317410	CP16_g55076_DN3_SP2_c.t1
OG0012489	El004G218610, El004G218630	CP9_g28374_DN3_SP3_c.t1
OG0012490	El004G217380	CP9_g28270_DN3_SP8_c.t1
OG0012491	El004G218490	CP9_g28366_DN3_SP2_c.t1
OG0012492	El004G219680	CP9_g28469_DN2_SP0_c.t1
OG0012493	El004G219630	CP9_g28465_DN2_SP0_c.t1
OG0012494	El004G219620	CP9_g28464_DN3_SP2_c.t1
OG0012495	El004G220120	CP9_g28493_DN3_SP1_c.t1
OG0012496	El004G220540	CP9_g28536_DN3_SP0_c.t1, CP9_g28544_DN2_SP0_c.t1
OG0012497	El004G220550	CP9_g28537_DN3_SP7_c.t1
OG0012498	El004G220560	CP9_g28539_DN3_SP7_c.t1
OG0012500	El004G221740	CP9_g28631_DN3_SP0_c.t1
OG0012501	El004G222050	CP9_g28659_DN3_SP3_c.t1
OG0012502	El004G222190	CP9_g28676_DN3_SP7_c.t1
OG0012503	El004G222910	CP9_g28731_DN3_SP4_c.t1
OG0012504	El004G223100	CP9_g28745_DN3_SP7_c.t1
OG0012505	El006G287880, El004G223550	CP9_g28790_DN3_SP0_c.t1
OG0012506	El004G231630	CP9_g29468_DN3_SP7_c.t1
OG0012507	El004G231330, El004G231320	CP9_g29446_DN3_SP5_c.t1
OG0012508	El004G231030	CP9_g29428_DN3_SP3_c.t1
OG0012509	El004G230670	CP9_g29402_DN3_SP1_c.t1
OG0012510	El004G230660	CP9_g29400_DN3_SP7_c.t1
OG0012511	El004G230550	CP9_g29391_DN3_SP1_c.t1, CP12_g30853_DN3_SP0_c.t1
OG0012512	El004G230360	CP9_g29373_DN3_SP0_c.t1
OG0012513	El004G230330	CP9_g29370_DN3_SP0_c.t1
OG0012514	El004G230030	CP9_g29348_DN3_SP8_c.t1
OG0012515	El004G229740	CP9_g29323_DN3_SP3_c.t1
OG0012516	El004G229610	CP9_g29315_DN3_SP8_c.t1
OG0012518	El004G229110	CP9_g29271_DN3_SP2_c.t1
OG0012519	El004G228830	CP9_g29247_DN3_SP4_c.t1
OG0012520	El004G227730	CP9_g29156_DN3_SP0_c.t1
OG0012521	El004G227680	CP9_g29150_DN3_SP0_c.t1
OG0012522	El004G227650	CP9_g29147_DN2_SP0_c.t1
OG0012523	El004G227400	CP9_g29124_DN1_SP0_c.t1
OG0012524	El004G227390	CP9_g29123_DN3_SP0_c.t1
OG0012526	El004G226430	CP9_g29038_DN3_SP8_c.t1
OG0012527	El004G226290	CP9_g29025_DN3_SP0_c.t1
OG0012528	El004G226190	CP9_g29017_DN3_SP0_c.t1
OG0012529	El004G226030	CP9_g29001_DN3_SP5_c.t1
OG0012530	El004G225270	CP9_g28946_DN3_SP0_c.t1
OG0012531	El004G224480	CP9_g28880_DN3_SP3_c.t1
OG0012532	El004G224370	CP9_g28865_DN3_SP2_c.t1
OG0012533	El004G231930	CP9_g29493_DN3_SP2_c.t1
OG0012534	El004G231980	CP9_g29498_DN3_SP6_c.t1
OG0012535	El004G232170	CP9_g29513_DN3_SP8_c.t1
OG0012536	El004G232510	CP9_g29547_DN3_SP0_c.t1
OG0012537	El004G232520	CP9_g29548_DN3_SP3_c.t1
OG0012538	El004G232650	CP9_g29557_DN3_SP2_c.t1
OG0012539	El004G232700	CP9_g29562_DN3_SP0_c.t1
OG0012540	El004G233120	CP9_g29593_DN3_SP0_c.t1
OG0012541	El004G233210	CP9_g29600_DN3_SP8_c.t1
OG0012542	El004G207560, El004G233550	CP9_g29630_DN3_SP0_c.t1
OG0012543	El004G234480	CP9_g29713_DN3_SP7_c.t1
OG0012544	El004G234590	CP9_g29727_DN3_SP8_c.t1
OG0012545	El002G117060, El004G234630	CP9_g29730_DN3_SP0_c.t1
OG0012546	El004G234720	CP9_g29739_DN3_SP4_c.t1
OG0012548	El004G234800	CP9_g29748_DN3_SP0_c.t1
OG0012549	El004G234780	CP9_g29746_DN2_SP2_c.t1
OG0012550	El005G248530	CP10_g43230_DN3_SP5_c.t1
OG0012551	El005G249160	CP10_g43281_DN3_SP6_c.t1
OG0012552	El005G249180	CP10_g43283_DN3_SP0_c.t1
OG0012553	El002G139730	CP7_g46328_DN3_SP8_c.t1
OG0012554	El005G250340	CP10_g43386_DN1_SP0_c.t1
OG0012555	El005G250660	CP10_g43411_DN3_SP3_c.t1
OG0012556	El005G250780	CP10_g43422_DN3_SP8_c.t1
OG0012557	El005G251100	CP10_g43443_DN3_SP3_c.t1
OG0012558	El005G251610	CP10_g43485_DN3_SP5_c.t1
OG0012559	El005G251630	CP10_g43487_DN3_SP0_c.t1
OG0012560	El005G251700	CP10_g43490_DN3_SP8_c.t1
OG0012561	El005G252460	CP12_g29924_DN3_SP0_c.t1
OG0012562	El005G252720	CP12_g29951_DN2_SP5_c.t1
OG0012563	El005G253300	CP12_g30004_DN3_SP0_c.t1
OG0012564	El005G253650	CP12_g30028_DN3_SP3_c.t1
OG0012565	El005G253710	CP12_g30033_DN2_SP0_c.t1
OG0012566	El005G253890	CP12_g30045_DN3_SP8_c.t1
OG0012567	El005G253940	CP12_g30049_DN3_SP1_c.t1
OG0012568	El005G253950	CP12_g30050_DN3_SP8_c.t1
OG0012569	El005G254260	CP12_g30073_DN3_SP3_c.t1
OG0012570	El005G254590	CP12_g30101_DN3_SP4_c.t1
OG0012571	El005G254600	CP12_g30102_DN3_SP0_c.t1
OG0012572	El005G254610	CP12_g30103_DN2_SP1_c.t1
OG0012573	El005G254660	CP12_g30108_DN3_SP4_c.t1
OG0012574	El005G255450	CP12_g30164_DN3_SP3_c.t1
OG0012575	El005G255540	CP12_g30172_DN3_SP0_c.t1
OG0012576	El005G255720	CP12_g30180_DN3_SP0_c.t1
OG0012577	El005G255830	CP12_g30189_DN3_SP6_c.t1
OG0012578	El005G256030	CP12_g30209_DN3_SP3_c.t1
OG0012579	El005G256300	CP12_g30230_DN3_SP0_c.t1
OG0012580	El005G256590	CP12_g30257_DN3_SP3_c.t1
OG0012581	El005G256660	CP12_g30304_DN3_SP0_c.t1, CP12_g30263_DN3_SP8_c.t1
OG0012582	El005G256940	CP12_g30287_DN3_SP7_c.t1
OG0012583	El005G257400	CP12_g30331_DN3_SP8_c.t1
OG0012584	El005G257630	CP12_g30346_DN2_SP0_c.t1
OG0012585	El005G257870	CP12_g30363_DN3_SP3_c.t1
OG0012586	El005G258220	CP12_g30396_DN3_SP1_c.t1
OG0012587	El005G258770	CP12_g30436_DN3_SP8_c.t1
OG0012588	El002G135450	CP1_g38005_DN3_SP6_c.t1
OG0012589	El005G258930	CP12_g30449_DN3_SP1_c.t1
OG0012591	El003G174070	CP6_g7417_DN3_SP8_c.t1
OG0012592	El001G026990	CP12_g30653_DN3_SP6_c.t1
OG0012593	El005G263630	CP12_g30666_DN3_SP3_c.t1
OG0012595	El005G265180	CP12_g30724_DN3_SP8_c.t1
OG0012596	El005G265650	CP12_g30751_DN3_SP0_c.t1
OG0012597	El005G265690	CP12_g30755_DN3_SP8_c.t1
OG0012598	El005G266010	CP12_g30767_DN3_SP5_c.t1
OG0012599	El005G266100, El005G266020, El005G266130	CP12_g30770_DN3_SP0_c.t1
OG0012600	El002G091500	CP1_g37157_DN3_SP8_c.t1
OG0012601	El005G266850	CP12_g30795_DN3_SP8_c.t1
OG0012602	El005G267310	CP12_g30815_DN3_SP0_c.t1
OG0012603	El005G271410	CP8_g53104_DN3_SP2_c.t1
OG0012604	El005G268100	CP12_g30856_DN3_SP8_c.t1
OG0012605	El005G269310	CP12_g31056_DN3_SP5_c.t1
OG0012606	El005G269210, El001G016670	CP12_g30862_DN3_SP8_c.t1
OG0012607	El005G269540	CP12_g31068_DN3_SP8_c.t1
OG0012608	El005G271550	CP15_g35790_DN3_SP0_c.t1
OG0012609	El005G276490	CP10_g43689_DN3_SP2_c.t1
OG0012610	El005G270930	CP17_g5290_DN3_SP8_c.t1
OG0012611	El005G270770	CP17_g6014_DN3_SP8_c.t1
OG0012612	El005G270600	CP12_g31703_DN3_SP8_c.t1
OG0012613	El005G270410, El007G339340	CP12_g31655_DN3_SP6_c.t1
OG0012614	El005G271480	CP15_g36160_DN3_SP0_c.t1
OG0012615	El005G271850	CP15_g35268_DN3_SP8_c.t1
OG0012616	El002G139040	CP15_g35247_DN3_SP3_c.t1
OG0012617	El005G272460	CP15_g34507_DN3_SP7_c.t1
OG0012618	El005G272560	CP17_g5089_DN3_SP8_c.t1
OG0012619	El005G272710	CP17_g4991_DN3_SP7_c.t1
OG0012620	El002G127390, El005G273270	CP10_g44020_DN3_SP1_c.t1
OG0012621	El005G273280	CP10_g44019_DN3_SP6_c.t1
OG0012622	El005G273390	CP10_g44008_DN3_SP6_c.t1
OG0012623	El005G273700	CP10_g43947_DN3_SP8_c.t1
OG0012624	El005G273990	CP10_g43892_DN3_SP1_c.t1
OG0012625	El005G274030	CP12_g30140_DN3_SP4_c.t1, CP10_g43885_DN3_SP2_c.t1
OG0012626	El006G291850	CP4_g24888_DN3_SP0_c.t1
OG0012627	El005G274130	CP10_g43880_DN3_SP0_c.t1
OG0012628	El005G274520	CP10_g43821_DN3_SP8_c.t1
OG0012629	El005G274930	CP10_g43794_DN3_SP8_c.t1
OG0012630	El005G274940	CP10_g43793_DN3_SP1_c.t1
OG0012631	El005G275160	CP10_g43780_DN3_SP6_c.t1
OG0012632	El003G173350, El005G275550	CP10_g43723_DN3_SP0_c.t1
OG0012633	El005G275660	CP10_g43714_DN3_SP7_c.t1
OG0012634	El005G275710	CP10_g43708_DN3_SP2_c.t1
OG0012635	El005G276850	CP10_g43665_DN2_SP4_c.t1
OG0012636	El005G276510	CP10_g43687_DN3_SP4_c.t1
OG0012637	El005G277450	CP10_g43621_DN3_SP0_c.t1
OG0012638	El005G277710	CP10_g43601_DN3_SP0_c.t1
OG0012639	El005G277920	CP10_g43581_DN2_SP0_c.t1
OG0012640	El005G278080	CP10_g43565_DN3_SP0_c.t1
OG0012641	El005G278410	CP10_g43532_DN3_SP1_c.t1
OG0012642	El005G278620	CP12_g31286_DN1_SP0_c.t1, CP10_g43520_DN3_SP0_c.t1
OG0012643	El005G278940	CP12_g29849_DN3_SP7_c.t1
OG0012644	El005G279470	CP12_g29817_DN1_SP0_c.t1
OG0012645	El002G141440	CP7_g46468_DN3_SP0_c.t1
OG0012646	El002G141340	CP7_g46462_DN3_SP6_c.t1
OG0012647	El002G140990	CP7_g46435_DN2_SP4_c.t1
OG0012648	El002G140980	CP7_g46434_DN3_SP7_c.t1
OG0012649	El002G140450	CP7_g46395_DN3_SP0_c.t1
OG0012651	El002G139290	CP7_g46288_DN3_SP1_c.t1
OG0012652	El002G138910	CP7_g46273_DN3_SP1_c.t1
OG0012653	El002G138870	CP7_g46267_DN3_SP5_c.t1
OG0012655	El002G137830, El001G073340	CP1_g37840_DN3_SP8_c.t1
OG0012656	El002G137720	CP1_g37847_DN3_SP6_c.t1
OG0012657	El002G137150	CP1_g37885_DN2_SP0_c.t1
OG0012659	El002G136250	CP1_g37953_DN3_SP6_c.t1
OG0012660	El002G136230	CP1_g37955_DN3_SP7_c.t1
OG0012661	El002G135960	CP1_g37970_DN3_SP6_c.t1
OG0012663	El002G135370	CP1_g38013_DN3_SP7_c.t1
OG0012664	El002G135010	CP1_g38043_DN3_SP1_c.t1
OG0012665	El002G134890	CP1_g38049_DN3_SP8_c.t1
OG0012666	El002G134870	CP1_g38050_DN3_SP7_c.t1
OG0012667	El002G134660	CP1_g38070_DN3_SP5_c.t1
OG0012668	El002G134160	CP1_g38109_DN3_SP8_c.t1
OG0012669	El002G134080	CP1_g38115_DN3_SP8_c.t1
OG0012670	El002G133980	CP1_g38124_DN3_SP0_c.t1
OG0012671	El002G133430	CP1_g38166_DN3_SP8_c.t1
OG0012672	El002G135390	CP1_g38011_DN3_SP0_c.t1
OG0012673	El002G132610	CP1_g38231_DN3_SP6_c.t1
OG0012675	El002G132680	CP1_g38225_DN3_SP0_c.t1
OG0012676	El002G132190	CP1_g38276_DN3_SP0_c.t1, CP8_g53322_DN3_SP0_c.t1, CP8_g53321_DN3_SP0_c.t1
OG0012677	El002G131990	CP1_g38288_DN3_SP8_c.t1
OG0012678	El002G131780	CP1_g38303_DN3_SP2_c.t1
OG0012679	El001G012050, El002G131770	CP1_g38305_DN3_SP6_c.t1
OG0012680	El003G171450	CP6_g7228_DN3_SP8_c.t1
OG0012681	El003G171510	CP6_g7233_DN3_SP8_c.t1
OG0012682	El003G171870	CP6_g7265_DN3_SP6_c.t1
OG0012683	El003G172130	CP6_g7282_DN3_SP6_c.t1, CP1_g39175_DN3_SP0_c.t1
OG0012684	El003G172180	CP6_g7289_DN3_SP5_c.t1
OG0012685	El003G172210	CP6_g7294_DN3_SP0_c.t1
OG0012686	El006G296270	CP4_g25252_DN3_SP3_c.t1
OG0012687	El006G296750	CP4_g25288_DN3_SP2_c.t1
OG0012688	El006G296820, El003G165110	CP4_g25295_DN3_SP8_c.t1
OG0012689	El001G022310	CP3_g14173_DN3_SP0_c.t1
OG0012690	El002G127730, El001G022330	CP3_g14171_DN3_SP2_c.t1
OG0012691	El001G022480	CP3_g14156_DN3_SP1_c.t1
OG0012692	El001G022680, El003G179530	CP3_g14135_DN3_SP7_c.t1
OG0012693	El001G022740	CP3_g14129_DN3_SP8_c.t1
OG0012694	El001G022900	CP3_g14110_DN3_SP0_c.t1
OG0012695	El001G022990	CP3_g14101_DN3_SP8_c.t1
OG0012696	El001G023350	CP3_g14079_DN3_SP3_c.t1
OG0012698	El001G023950	CP3_g14026_DN3_SP1_c.t1
OG0012699	El001G024100	CP3_g14013_DN3_SP2_c.t1
OG0012700	El001G054510, El001G064660	CP2_g48399_DN2_SP0_c.t1
OG0012701	El001G024560	CP3_g13969_DN3_SP1_c.t1
OG0012702	El001G024700	CP3_g13959_DN3_SP8_c.t1
OG0012703	El003G189080	CP3_g14199_DN3_SP1_c.t1
OG0012704	El001G025000	CP3_g13932_DN3_SP3_c.t1
OG0012705	El001G025250	CP3_g13912_DN3_SP6_c.t1
OG0012706	El001G025720	CP3_g13861_DN3_SP8_c.t1
OG0012707	El001G025850	CP3_g13852_DN3_SP1_c.t1
OG0012708	El001G026330	CP3_g13809_DN3_SP8_c.t1
OG0012709	El001G026530	CP3_g13797_DN3_SP8_c.t1
OG0012710	El001G026600	CP3_g13790_DN3_SP8_c.t1
OG0012711	El001G026880	CP3_g13781_DN3_SP8_c.t1
OG0012712	El001G026930	CP3_g13775_DN3_SP0_c.t1
OG0012713	El001G027630	CP3_g13715_DN3_SP8_c.t1
OG0012714	El001G027650	CP3_g13713_DN3_SP4_c.t1
OG0012715	El001G027890	CP3_g13693_DN3_SP0_c.t1
OG0012716	El001G027900	CP3_g13692_DN3_SP0_c.t1
OG0012717	El001G027920	CP3_g13690_DN2_SP0_c.t1
OG0012718	El001G028180	CP3_g13670_DN1_SP0_c.t1
OG0012719	El001G028190	CP3_g13668_DN2_SP7_c.t1
OG0012720	El003G166850	CP4_g25388_DN3_SP2_c.t1
OG0012721	El001G028540	CP3_g13634_DN3_SP0_c.t1
OG0012722	El001G028610	CP3_g13629_DN3_SP2_c.t1
OG0012723	El001G028660	CP3_g13627_DN3_SP3_c.t1
OG0012724	El001G028750	CP3_g13618_DN3_SP5_c.t1
OG0012725	El001G029420	CP3_g13557_DN3_SP0_c.t1
OG0012726	El003G186200, El001G030210	CP3_g13498_DN1_SP0_c.t1
OG0012727	El001G030220	CP3_g13497_DN3_SP7_c.t1
OG0012728	El006G286290	CP4_g24455_DN3_SP7_c.t1
OG0012729	El001G030620	CP3_g13468_DN3_SP7_c.t1
OG0012730	El001G030640	CP3_g13466_DN3_SP2_c.t1
OG0012731	El001G031300	CP3_g13420_DN1_SP0_c.t1
OG0012732	El001G031370	CP3_g13413_DN3_SP1_c.t1
OG0012733	El001G032210	CP3_g13341_DN3_SP1_c.t1
OG0012735	El001G032780	CP3_g13309_DN3_SP2_c.t1
OG0012736	El001G034350	CP3_g13184_DN3_SP1_c.t1
OG0012737	El001G034600	CP3_g13156_DN3_SP7_c.t1
OG0012738	El001G034780	CP3_g13143_DN3_SP8_c.t1
OG0012739	El001G035100	CP3_g13121_DN2_SP8_c.t1
OG0012740	El001G035510	CP3_g13083_DN3_SP0_c.t1
OG0012741	El001G035610	CP3_g13076_DN3_SP8_c.t1
OG0012743	El006G313600	CP18_g12624_DN3_SP4_c.t1
OG0012744	El002G133900, El002G133910	CP1_g38133_DN3_SP1_c.t1
OG0012751	El002G084500	CP1_g36791_DN2_SP0_c.t1
OG0012753	El006G313750, El006G313760	CP16_g55688_DN3_SP0_c.t1
OG0012754	El002G111390	CP7_g45307_DN2_SP0_c.t1
OG0012755	El006G288030	CP4_g24586_DN3_SP0_c.t1
OG0012756	El004G232180	CP9_g29514_DN3_SP7_c.t1
OG0012757	El004G230460	CP9_g29382_DN3_SP1_c.t1
OG0012758	El004G227430	CP9_g29126_DN3_SP4_c.t1
OG0012759	El003G155240	CP5_g1133_DN3_SP4_c.t1
OG0012760	El003G155180	CP5_g1127_DN3_SP0_c.t1
OG0012761	El003G189930, El001G080480, El001G080520	CP12_g31156_DN3_SP0_c.t1
OG0012767	El002G090900	CP1_g37099_DN2_SP0_c.t1
OG0012768	El002G106470	CP7_g45584_DN3_SP2_c.t1
OG0012771	El001G001080	CP8_g54592_DN3_SP0_c.t1
OG0012772	El004G195130	CP2_g48887_DN2_SP0_c.t1
OG0012774	El005G277060	CP10_g43648_DN3_SP0_c.t1
OG0012777	El005G251960	CP12_g29878_DN3_SP0_c.t1
OG0012778	El005G248620	CP10_g43240_DN3_SP0_c.t1
OG0012779	El005G246280	CP10_g43055_DN3_SP0_c.t1
OG0012780	El001G075420	CP11_g33240_DN3_SP0_c.t1
OG0012781	El003G183360	CP5_g2135_DN1_SP0_c.t1
OG0012782	El006G320770	CP16_g54785_DN3_SP0_c.t1
OG0012784	El003G169890	CP6_g7116_DN2_SP0_c.t1
OG0012785	El002G130200	CP1_g38433_DN3_SP1_c.t1
OG0012786	El006G305520	CP4_g25927_DN3_SP0_c.t1
OG0012787	El006G306120	CP4_g25974_DN3_SP2_c.t1
OG0012788	El001G074070	CP11_g33123_DN3_SP0_c.t1
OG0012789	El001G067870	CP11_g32592_DN3_SP2_c.t1
OG0012790	El001G067700	CP11_g32577_DN3_SP0_c.t1
OG0012792	El001G064810, El001G064970	CP11_g32339_DN3_SP0_c.t1
OG0012794	El001G039950	CP13_g19421_DN1_SP0_c.t1
OG0012795	El007G335050	CP8_g53677_DN3_SP0_c.t1
OG0012796	El007G333760	CP8_g53777_DN3_SP0_c.t1
OG0012800	El001G059880	CP8_g54296_DN3_SP3_c.t1
OG0012803	El007G327530	CP13_g20499_DN3_SP0_c.t1
OG0012804	El002G108590	CP7_g45455_DN3_SP0_c.t1
OG0012805	El002G113050	CP7_g45141_DN3_SP0_c.t1
OG0012807	El002G127780	CP1_g39128_DN3_SP0_c.t1
OG0012810	El006G320110	CP16_g54848_DN2_SP8_c.t1
OG0012815	El001G065940	CP11_g32421_DN1_SP0_c.t1
OG0012818	El001G057320	CP8_g54110_DN3_SP0_c.t1, CP8_g54111_DN3_SP0_c.t1
OG0012819	El003G158030	CP19_g17998_DN3_SP0_c.t1
OG0012820	El003G166630, El003G166620, El003G166640	CP6_g6926_DN3_SP0_c.t1
OG0012822	El007G348680	CP2_g48780_DN3_SP0_c.t1
OG0012823	El007G348320	CP2_g48774_DN3_SP3_c.t1
OG0012824	El007G346080	CP2_g48719_DN3_SP0_c.t1
OG0012827	El001G000910	CP8_g54605_DN2_SP0_c.t1
OG0012828	El004G233310	CP9_g29605_DN3_SP4_c.t1
OG0012836	El003G155850	CP5_g1192_DN3_SP8_c.t1
OG0012837	El003G155720	CP5_g1180_DN3_SP0_c.t1
OG0012838	El003G155600	CP5_g1168_DN3_SP0_c.t1
OG0012839	El003G155290	CP5_g1137_DN3_SP0_c.t1
OG0012840	El003G155080	CP5_g1117_DN3_SP0_c.t1
OG0012841	El003G154590	CP1_g38354_DN3_SP0_c.t1
OG0012842	El003G154240	CP5_g1058_DN3_SP0_c.t1
OG0012843	El003G153970, El003G154080	CP5_g1047_DN3_SP0_c.t1
OG0012844	El006G288370	CP4_g24617_DN3_SP6_c.t1
OG0012845	El003G153300	CP5_g1020_DN3_SP8_c.t1
OG0012846	El003G152700	CP5_g966_DN3_SP8_c.t1
OG0012847	El003G152550	CP5_g947_DN3_SP8_c.t1
OG0012848	El003G152410	CP5_g938_DN3_SP8_c.t1
OG0012849	El003G152190	CP5_g914_DN3_SP7_c.t1
OG0012850	El003G152160	CP5_g910_DN3_SP1_c.t1
OG0012851	El003G151960	CP5_g897_DN3_SP0_c.t1
OG0012852	El003G151860	CP5_g886_DN3_SP0_c.t1, CP21_g10562_DN2_SP0_c.t1
OG0012853	El003G151700	CP5_g871_DN3_SP0_c.t1
OG0012854	El003G151490	CP5_g853_DN3_SP1_c.t1
OG0012855	El003G150940	CP5_g808_DN3_SP1_c.t1
OG0012856	El003G150810	CP5_g797_DN3_SP3_c.t1
OG0012857	El003G150580	CP5_g780_DN1_SP0_c.t1
OG0012858	El003G150540	CP5_g776_DN3_SP1_c.t1
OG0012859	El003G150370	CP5_g764_DN3_SP0_c.t1
OG0012860	El003G154420	CP5_g755_DN3_SP2_c.t1
OG0012861	El003G150170	CP5_g749_DN3_SP7_c.t1
OG0012862	El003G150090	CP5_g741_DN3_SP8_c.t1
OG0012863	El003G149710	CP5_g713_DN3_SP4_c.t1
OG0012864	El003G149770	CP5_g718_DN3_SP7_c.t1
OG0012865	El003G149950	CP5_g732_DN3_SP8_c.t1
OG0012867	El003G149600	CP5_g704_DN3_SP8_c.t1
OG0012868	El003G149180	CP5_g666_DN1_SP0_c.t1
OG0012869	El003G149210	CP5_g669_DN3_SP8_c.t1
OG0012870	El003G149240	CP5_g672_DN3_SP7_c.t1
OG0012871	El003G149170	CP5_g665_DN3_SP0_c.t1
OG0012872	El003G149110	CP5_g659_DN2_SP0_c.t1
OG0012873	El003G149020	CP5_g647_DN3_SP8_c.t1
OG0012875	El003G148700	CP5_g624_DN3_SP8_c.t1
OG0012876	El003G148200	CP5_g580_DN3_SP8_c.t1
OG0012877	El003G148510	CP5_g615_DN3_SP2_c.t1
OG0012878	El003G148170	CP5_g575_DN3_SP7_c.t1
OG0012879	El003G147620	CP5_g528_DN3_SP0_c.t1
OG0012880	El003G147610	CP5_g527_DN3_SP4_c.t1
OG0012881	El003G147360	CP5_g504_DN3_SP3_c.t1
OG0012882	El003G146050	CP5_g400_DN3_SP1_c.t1
OG0012883	El003G147240	CP5_g496_DN3_SP1_c.t1
OG0012884	El005G269940	CP12_g31141_DN3_SP0_c.t1
OG0012885	El002G118030	CP7_g44797_DN3_SP2_c.t1
OG0012886	El002G118050	CP7_g44795_DN3_SP2_c.t1
OG0012887	El002G118440	CP7_g44769_DN3_SP7_c.t1
OG0012888	El002G118690	CP7_g44760_DN2_SP0_c.t1
OG0012889	El002G119760	CP7_g44653_DN3_SP7_c.t1
OG0012890	El002G119800	CP7_g44650_DN3_SP7_c.t1
OG0012891	El002G120040	CP7_g44633_DN3_SP0_c.t1
OG0012892	El003G170550	CP6_g7162_DN3_SP8_c.t1
OG0012893	El003G170770	CP6_g7179_DN3_SP5_c.t1
OG0012894	El003G170820	CP6_g7182_DN3_SP1_c.t1
OG0012895	El003G170830	CP6_g7183_DN3_SP0_c.t1
OG0012896	El003G171130	CP6_g7194_DN3_SP7_c.t1
OG0012897	El003G171220	CP5_g1576_DN3_SP0_c.t1, CP6_g7204_DN3_SP6_c.t1
OG0012898	El003G171300	CP6_g7212_DN3_SP8_c.t1
OG0012899	El004G210690	CP28_g33933_DN3_SP8_c.t1
OG0012900	El004G210380	CP2_g50843_DN3_SP5_c.t1
OG0012901	El004G210150	CP2_g50620_DN3_SP8_c.t1
OG0012902	El004G209550	CP2_g50316_DN3_SP0_c.t1
OG0012903	El004G209800	CP2_g50240_DN3_SP0_c.t1
OG0012904	El004G209150	CP2_g50060_DN3_SP3_c.t1
OG0012906	El004G208360	CP2_g49949_DN3_SP4_c.t1
OG0012907	El004G208310	CP2_g49918_DN3_SP7_c.t1
OG0012908	El004G208250	CP2_g49903_DN3_SP5_c.t1
OG0012909	El004G205520	CP2_g49666_DN3_SP8_c.t1
OG0012910	El005G271910	CP2_g49674_DN3_SP8_c.t1
OG0012911	El004G204560	CP2_g49482_DN3_SP8_c.t1
OG0012912	El004G203360	CP2_g49433_DN3_SP6_c.t1
OG0012914	El004G202790	CP2_g49392_DN3_SP8_c.t1
OG0012915	El004G202130	CP2_g49362_DN3_SP8_c.t1
OG0012916	El004G202210	CP2_g49369_DN3_SP8_c.t1
OG0012917	El004G201780	CP2_g49346_DN3_SP4_c.t1
OG0012918	El004G201710	CP2_g49337_DN3_SP8_c.t1
OG0012919	El004G201020	CP2_g49263_DN3_SP8_c.t1
OG0012920	El004G200960, El004G200900	CP2_g49249_DN3_SP8_c.t1
OG0012921	El004G200790	CP2_g49245_DN3_SP4_c.t1
OG0012922	El004G200480	CP2_g49226_DN3_SP0_c.t1
OG0012923	El004G200630	CP2_g49240_DN3_SP0_c.t1
OG0012924	El004G200290	CP2_g49216_DN3_SP6_c.t1
OG0012925	El004G200000	CP2_g49179_DN3_SP0_c.t1
OG0012927	El004G199970	CP2_g49177_DN3_SP7_c.t1
OG0012928	El002G094180	CP1_g37406_DN3_SP0_c.t1
OG0012929	El004G199760	CP2_g49158_DN3_SP0_c.t1
OG0012930	El004G199720	CP2_g49153_DN3_SP0_c.t1
OG0012932	El001G036060	CP13_g19699_DN3_SP8_c.t1
OG0012933	El001G036100	CP13_g19695_DN3_SP1_c.t1
OG0012934	El001G036120	CP13_g19693_DN3_SP8_c.t1
OG0012935	El001G036200	CP13_g19683_DN3_SP8_c.t1
OG0012936	El001G036520	CP13_g19655_DN3_SP3_c.t1
OG0012937	El001G036570	CP13_g19650_DN3_SP8_c.t1
OG0012938	El001G036590	CP13_g19648_DN3_SP4_c.t1
OG0012939	El001G036700	CP13_g19636_DN3_SP8_c.t1
OG0012940	El001G036880	CP13_g19618_DN3_SP8_c.t1
OG0012941	El001G036970	CP13_g19610_DN3_SP2_c.t1
OG0012942	El001G037630	CP13_g19573_DN3_SP8_c.t1
