Orthogroup	Erysimum_linariifolium	Cardamine_glauca
OG0016492	El001G034480	Cg002G044410
OG0016493	El001G034630	Cg002G044280
OG0016494	El001G034640	Cg002G044270
OG0016495	El001G035110	Cg002G043890
OG0016496	El001G034990	Cg002G043930
OG0016498	El001G035410	Cg002G043620
OG0016499	El001G035450	Cg002G043590
OG0016500	El001G035640	Cg002G043440
OG0016501	El001G035660	Cg002G043420
OG0016502	El001G035670	Cg002G043410
OG0016503	El001G035680	Cg002G043400
OG0016504	El001G035780	Cg002G043320
OG0016505	El001G035810	Cg002G043290
OG0016506	El001G035870	Cg002G043250
OG0016507	El001G035890	Cg002G043230
OG0016508	El001G035930	Cg002G043190
OG0016509	El001G035940	Cg002G043180
OG0016510	El005G271060, El002G141320	Cg006G194240
OG0016511	El002G137220	Cg006G197320
OG0016513	El003G172190	Cg001G025480
OG0016514	El001G046410	Cg001G035380, Cg007G262480
OG0016515	El007G348180	Cg001G029990
OG0016516	El001G021190	Cg002G055850
OG0016517	El001G023610	Cg002G053620
OG0016518	El001G024460	Cg002G052740
OG0016519	El001G029300	Cg002G048510
OG0016520	El001G029470	Cg002G048350
OG0016521	El007G350400	Cg008G306470
OG0016522	El001G031310	Cg002G046860
OG0016523	El006G318920	Cg005G191620
OG0016524	El001G032020	Cg002G046300
OG0016525	El001G033020	Cg002G045610
OG0016526	El003G153510, El001G034030	Cg002G044830
OG0016527	El003G171320	Cg001G024890
OG0016528	El007G364190	Cg008G323120
OG0016530	El007G366940	Cg008G325350
OG0016531	El007G361620	Cg008G321370
OG0016533	El006G296080	Cg005G171600
OG0016535	El006G291930	Cg005G168070
OG0016537	El006G280810	Cg005G185160
OG0016538	El006G319180	Cg005G191800
OG0016539	El004G230500	Cg007G278070
OG0016540	El003G183510	Cg001G033880
OG0016541	El003G156660	Cg001G013170
OG0016542	El003G149860	Cg001G007490
OG0016543	El007G344190	Cg003G095400
OG0016544	El003G189950	Cg001G006610, Cg001G006660
OG0016545	El003G141720	Cg001G000140
OG0016546	El002G083770	Cg006G244300
OG0016547	El002G086560	Cg006G241880
OG0016548	El002G088230	Cg006G240340
OG0016549	El002G089770	Cg006G238860
OG0016550	El006G311330	Cg006G237160
OG0016552	El002G093410	Cg006G235590
OG0016553	El002G094410	Cg006G234720
OG0016555	El002G095390	Cg006G233890
OG0016559	El002G101640	Cg006G228450
OG0016560	El002G101970	Cg006G228160
OG0016562	El002G104960	Cg006G225420
OG0016563	El004G221540	Cg007G270540
OG0016565	El004G218230	Cg007G267770
OG0016566	El004G199270	Cg007G248900
OG0016568	El007G357000	Cg003G087460
OG0016569	El005G265670	Cg004G141390
OG0016570	El005G251710	Cg004G131540
OG0016571	El005G247320	Cg004G127410
OG0016572	El005G246220	Cg004G126560
OG0016573	El005G245080	Cg004G125470
OG0016575	El005G241400, El003G169390	Cg004G122150
OG0016576	El005G235980	Cg004G116970
OG0016577	El001G081250	Cg008G282760
OG0016578	El001G078460	Cg008G284910
OG0016579	El001G076250	Cg008G286770
OG0016580	El001G075390	Cg008G287340
OG0016581	El001G075250	Cg008G287480
OG0016582	El001G074610	Cg008G288000
OG0016584	El002G123030	Cg006G210460
OG0016585	El002G121260	Cg006G212040
OG0016586	El002G120550	Cg006G212900
OG0016587	El003G161570	Cg001G017370
OG0016588	El003G163820	Cg001G019050
OG0016589	El002G128290	Cg006G204110
OG0016591	El003G169960	Cg001G023850
OG0016592	El002G113600	Cg006G218750
OG0016594	El006G300420	Cg005G174790
OG0016596	El006G302080	Cg005G176130
OG0016597	El006G306570	Cg005G180160
OG0016598	El001G073870	Cg008G288730
OG0016599	El001G072500	Cg008G289930
OG0016600	El001G071920	Cg008G290530
OG0016601	El001G070490	Cg008G291630
OG0016602	El001G068860	Cg008G293030
OG0016603	El001G068060	Cg008G293730
OG0016604	El001G067750	Cg008G294010
OG0016606	El007G347720	Cg008G311610
OG0016607	El007G347900	Cg008G309910, Cg008G311720
OG0016608	El003G187120	Cg001G038030
OG0016609	El001G018610	Cg002G057960
OG0016610	El002G109840	Cg006G221460
OG0016613	El001G054740	Cg008G304390
OG0016615	El002G138410, El006G320500	Cg007G259140
OG0016616	El002G112170	Cg006G220040
OG0016617	El002G113160	Cg006G219080
OG0016619	El002G134120	Cg006G199740
OG0016623	El003G163750	Cg001G024490
OG0016624	El007G362590	Cg008G321910
OG0016625	El005G275330	Cg004G153900
OG0016626	El006G319460	Cg005G192010
OG0016627	El006G316800	Cg005G189840
OG0016628	El006G314330	Cg005G187920
OG0016630	El001G017200	Cg002G059360
OG0016631	El001G020050	Cg002G056880
OG0016632	El001G020130	Cg002G056820
OG0016635	El001G004900	Cg003G093910, Cg003G080080
OG0016636	El001G000650	Cg014G333080, Cg003G076490
OG0016638	El003G162270	Cg001G017830
OG0016639	El005G247360	Cg004G127450
OG0016645	El003G175200	Cg001G027910
OG0016657	El003G155730	Cg001G012380
OG0016658	El003G155490	Cg001G012130
OG0016659	El003G155460	Cg001G012100
OG0016660	El003G155440	Cg001G012080
OG0016661	El003G155390	Cg001G012030
OG0016662	El003G155050	Cg001G011710
OG0016663	El003G154610	Cg001G011420
OG0016664	El003G154460	Cg001G011300
OG0016665	El003G153380	Cg001G010750
OG0016666	El003G153120	Cg001G010510
OG0016667	El003G153050	Cg001G010440
OG0016668	El003G153040	Cg001G010430
OG0016669	El003G151670	Cg001G009240
OG0016670	El003G151610	Cg001G009200
OG0016671	El003G151050	Cg001G008650
OG0016672	El003G150320	Cg001G008000
OG0016673	El003G149940	Cg001G007560
OG0016675	El003G149200	Cg001G006880
OG0016676	El003G149140	Cg001G006810
OG0016677	El003G149100	Cg001G006770
OG0016679	El003G148290	Cg001G006060
OG0016681	El003G147670	Cg001G005480
OG0016682	El002G118200	Cg006G215130
OG0016683	El002G118670	Cg006G214790
OG0016684	El002G118730	Cg006G214730
OG0016685	El002G118770	Cg006G214710
OG0016686	El002G119640	Cg006G213840
OG0016687	El002G119730	Cg006G213740
OG0016688	El003G182080	Cg001G033240
OG0016690	El004G209390	Cg007G256010
OG0016691	El004G208610	Cg002G049820, Cg007G254490
OG0016692	El004G208330	Cg007G254320
OG0016693	El004G206930	Cg007G253770
OG0016694	El004G204660	Cg007G252220
OG0016695	El004G203390	Cg007G252040
OG0016696	El004G203050	Cg007G251780
OG0016697	El004G202780	Cg007G251590
OG0016698	El004G201460	Cg007G250860
OG0016699	El004G201100	Cg007G250580
OG0016700	El004G201090	Cg007G250570
OG0016701	El004G201060	Cg007G250550
OG0016702	El004G200470	Cg007G249820
OG0016703	El004G200080	Cg007G250260
OG0016704	El004G198650	Cg007G248430
OG0016705	El001G036680	Cg002G075100
OG0016706	El001G036870	Cg002G074950
OG0016707	El001G036990	Cg002G074840
OG0016708	El001G037720	Cg002G074460
OG0016709	El001G038200	Cg002G074030
OG0016710	El001G038210	Cg002G074020
OG0016711	El001G038610	Cg002G073670
OG0016712	El001G039190	Cg002G073220
OG0016714	El001G040260	Cg002G072680
OG0016715	El001G040860	Cg002G072170
OG0016716	El001G041140	Cg002G071990
OG0016717	El001G042650	Cg002G070670
OG0016718	El001G042970	Cg002G068590
OG0016719	El001G043060	Cg002G068720
OG0016720	El001G043660	Cg002G069170
OG0016721	El001G045210	Cg002G067800
OG0016722	El005G266770	Cg004G141600
OG0016723	El001G045570	Cg002G067640
OG0016725	El004G217170	Cg007G266960
OG0016726	El004G217010	Cg007G266850
OG0016727	El004G216300	Cg007G266460
OG0016728	El004G215780	Cg007G265700
OG0016729	El004G215560	Cg007G265490
OG0016730	El004G214850	Cg007G264800
OG0016731	El004G213690	Cg007G263380
OG0016732	El004G213610	Cg007G263070
OG0016733	El004G212170	Cg007G262330, Cg007G263830
OG0016734	El004G211710	Cg007G261480
OG0016735	El004G211610	Cg007G261050
OG0016736	El004G211050	Cg007G259220
OG0016737	El004G206570	Cg007G253420
OG0016738	El004G210850	Cg007G258310
OG0016739	El004G193800	Cg007G245510
OG0016740	El004G193850	Cg007G245550
OG0016741	El004G194150	Cg007G245850
OG0016742	El004G197340	Cg007G247510
OG0016743	El004G197540	Cg007G247620
OG0016744	El004G198170	Cg007G248020
OG0016745	El004G198300	Cg007G248150
OG0016746	El004G198250	Cg007G248080
OG0016747	El005G248320	Cg004G128250
OG0016748	El003G158700	Cg001G014970
OG0016749	El003G158390	Cg001G014640
OG0016750	El003G158350	Cg001G014600
OG0016751	El003G158310	Cg001G014570
OG0016752	El006G288790	Cg005G165350
OG0016753	El005G244310	Cg004G124770
OG0016754	El005G244710	Cg004G125170
OG0016755	El005G244800	Cg004G125240
OG0016756	El005G244990	Cg004G125380
OG0016757	El003G180140, El003G180560, El003G180540, El003G180500, El003G180530, El003G180410, El003G180130, El003G180100, El003G180480, El003G180210, El003G178820, El003G180430, El003G178870, El003G178980, El003G180590, El003G180930, El003G178790	Cg006G235470
OG0016758	El001G079520	Cg008G284070
OG0016759	El005G245310	Cg004G125640
OG0016760	El005G245730	Cg004G126010
OG0016761	El005G246010	Cg004G126290
OG0016762	El005G246430	Cg004G126770
OG0016763	El001G072090	Cg008G290340
OG0016764	El005G247000	Cg004G127200
OG0016765	El005G271810	Cg004G147740
OG0016766	El007G326640	Cg003G111740
OG0016767	El001G011520	Cg003G088610
OG0016770	El007G344040	Cg003G090370, Cg003G095850
OG0016771	El007G343800	Cg003G090650, Cg003G096200
OG0016772	El007G343150	Cg003G097350
OG0016773	El007G343090	Cg003G097500
OG0016774	El007G342060	Cg003G098270
OG0016775	El007G342030	Cg003G098290
OG0016776	El007G341970	Cg003G098350
OG0016777	El007G341900, El007G341860	Cg003G098400
OG0016778	El007G341470	Cg003G098800
OG0016779	El007G341410	Cg003G098880
OG0016780	El007G340770	Cg003G099470
OG0016781	El007G340740	Cg003G099490
OG0016782	El007G340110	Cg003G099860
OG0016783	El007G339610	Cg003G100380
OG0016784	El007G337030	Cg003G102470
OG0016786	El007G335830	Cg003G103620
OG0016787	El007G335320	Cg003G104070
OG0016788	El007G335080	Cg003G104320
OG0016789	El007G334720	Cg003G104660
OG0016790	El007G334270	Cg003G105030
OG0016791	El007G334190	Cg003G105090
OG0016793	El001G069140	Cg008G292810
OG0016794	El001G070060	Cg008G292020
OG0016795	El001G070220	Cg008G291890
OG0016796	El001G070370	Cg008G291760
OG0016797	El001G070510	Cg008G291610
OG0016798	El001G070930	Cg008G291440
OG0016799	El001G071020	Cg008G291340
OG0016800	El001G071080	Cg008G291280
OG0016801	El001G071210	Cg008G291150
OG0016802	El001G071490	Cg008G290920
OG0016803	El001G071680	Cg008G290730
OG0016804	El001G071690	Cg008G290720
OG0016805	El001G071960	Cg008G290490
OG0016806	El001G072070	Cg008G290360
OG0016807	El001G072660	Cg008G289790
OG0016808	El001G072760	Cg008G289710
OG0016809	El001G072840	Cg008G289640
OG0016810	El001G072880	Cg008G289600
OG0016812	El001G073490	Cg008G289120
OG0016813	El001G073730	Cg008G288900
OG0016814	El001G073790	Cg008G288820
OG0016815	El001G073830	Cg008G288790
OG0016816	El001G074400	Cg008G288190
OG0016817	El003G168600	Cg001G022730
OG0016818	El003G168550	Cg001G022680
OG0016819	El003G168330	Cg001G022540
OG0016821	El003G167240	Cg001G021670
OG0016822	El003G166920	Cg001G021450
OG0016823	El003G166670	Cg001G021320
OG0016824	El003G166280	Cg001G021060
OG0016825	El003G165660	Cg001G020610
OG0016826	El003G165640	Cg001G020590
OG0016827	El003G165480	Cg001G020430
OG0016828	El003G165380	Cg001G020340
OG0016829	El003G165020	Cg001G019980
OG0016830	El003G164840	Cg001G019810
OG0016831	El003G164560	Cg001G019520
OG0016832	El003G164210	Cg001G019300
OG0016833	El003G163940	Cg001G019110
OG0016834	El003G163230	Cg001G018600
OG0016835	El002G121280	Cg006G212020
OG0016836	El002G122270	Cg006G210880
OG0016837	El002G122560	Cg006G210760
OG0016838	El002G123340	Cg006G210340
OG0016839	El002G123440	Cg006G210080
OG0016840	El002G124920	Cg006G209040
OG0016842	El002G128240	Cg006G204090
OG0016843	El002G126750	Cg006G205620
OG0016844	El002G126270	Cg006G206590
OG0016845	El007G333600	Cg003G105510
OG0016846	El002G130280	Cg006G202490, Cg006G202580
OG0016847	El002G130130	Cg006G202790
OG0016848	El002G129680	Cg006G202950
OG0016849	El002G129440	Cg006G203000
OG0016850	El002G113270	Cg006G218990
OG0016851	El002G113260	Cg006G219000
OG0016852	El002G128700	Cg006G204410
OG0016853	El002G113550	Cg006G218790
OG0016854	El002G113310	Cg006G218960
OG0016855	El002G113970	Cg006G218290
OG0016856	El002G113990	Cg006G218270
OG0016857	El002G114290	Cg006G218110
OG0016858	El002G114620	Cg006G217840
OG0016859	El002G115590	Cg006G216980
OG0016860	El002G115680	Cg006G216810
OG0016861	El006G314260	Cg005G187910
OG0016862	El006G314250	Cg005G187900
OG0016863	El002G115810	Cg006G216640
OG0016864	El002G115850	Cg006G216600
OG0016865	El002G116500	Cg006G216200
OG0016866	El002G117150	Cg006G215920
OG0016867	El002G117250	Cg006G215820
OG0016868	El002G117410	Cg006G215680
OG0016869	El003G146710	Cg001G004630
OG0016871	El003G146360	Cg001G004320
OG0016872	El003G145930	Cg001G003860
OG0016873	El003G145420	Cg001G003400
OG0016874	El003G145210	Cg001G003220
OG0016875	El003G144980	Cg001G003000
OG0016876	El006G319530	Cg005G192070
OG0016877	El003G144010	Cg001G002120
OG0016878	El003G143670	Cg001G001860
OG0016880	El003G143250	Cg001G001520
OG0016881	El003G143140	Cg001G001420
OG0016882	El003G143030	Cg001G001390
OG0016883	El003G142650	Cg001G000990
OG0016884	El003G142460	Cg001G000820
OG0016885	El003G142240	Cg001G000650
OG0016886	El003G142150	Cg001G000570
OG0016887	El003G141980	Cg001G000390
OG0016888	El003G141950	Cg001G000360
OG0016889	El003G141800	Cg001G000210
OG0016890	El003G141710	Cg001G000130
OG0016891	El003G141660	Cg001G000090
OG0016892	El003G181620	Cg001G032890
OG0016893	El003G183650	Cg001G034130, Cg001G029960
OG0016894	El003G184630, El003G180790, El003G180770	Cg001G034960
OG0016895	El003G185930	Cg001G036500
OG0016896	El003G186070	Cg001G036670
OG0016897	El003G189130	Cg001G039350
OG0016898	El003G189140	Cg001G039360
OG0016899	El003G189210	Cg001G039410
OG0016900	El003G189730	Cg001G040070
OG0016901	El003G189850	Cg001G040330
OG0016902	El006G296180	Cg005G171690
OG0016903	El002G093150	Cg006G235810
OG0016904	El005G235380	Cg004G116400
OG0016905	El001G014920	Cg002G061350
OG0016906	El002G119040	Cg006G214370
OG0016907	El001G011410	Cg003G087850
OG0016908	El001G011310	Cg003G087570
OG0016909	El001G016540	Cg002G059830
OG0016910	El006G296980	Cg005G172280
OG0016911	El006G298170	Cg005G172870
OG0016912	El006G298300	Cg005G173000
OG0016913	El007G358660	Cg008G318830
OG0016914	El007G358550	Cg008G318680
OG0016915	El007G357710	Cg008G314300
OG0016916	El001G049100	Cg008G307160
OG0016917	El007G355390	Cg011G328860, Cg008G316820
OG0016918	El001G009520	Cg003G084440
OG0016919	El001G009370	Cg003G084310
OG0016920	El001G008120	Cg003G083120
OG0016921	El001G007560	Cg003G082400
OG0016922	El001G006200	Cg003G081280
OG0016923	El001G005820	Cg003G080960
OG0016925	El001G004980	Cg003G080160, Cg003G093840
OG0016927	El001G004560	Cg003G079850, Cg003G094170
OG0016928	El002G091080	Cg006G237690
OG0016929	El007G361060	Cg008G320900
OG0016930	El007G363830	Cg008G322810
OG0016931	El005G250640	Cg004G130480
OG0016933	El007G366740	Cg008G325170
OG0016934	El007G366800	Cg008G325230
OG0016935	El007G366410	Cg008G324850
OG0016936	El001G082350	Cg001G034340
OG0016938	El007G366580	Cg008G325040
OG0016941	El005G269370	Cg004G143570
OG0016942	El005G269400	Cg004G143590
OG0016944	El005G270400	Cg004G145600
OG0016945	El003G183410	Cg001G033630
OG0016947	El003G179100	Cg001G031040
OG0016948	El003G178440	Cg001G030430
OG0016949	El003G177290	Cg001G029330
OG0016951	El003G175920	Cg001G028360
OG0016952	El003G175690	Cg001G028140
OG0016953	El003G174180	Cg001G026950
OG0016954	El003G174160	Cg001G026930
OG0016955	El003G174140	Cg001G026910
OG0016956	El003G174080	Cg001G026830
OG0016957	El003G173820	Cg001G026640
OG0016958	El003G172900	Cg001G026030
OG0016959	El003G189870	Cg001G040360
OG0016960	El003G189890	Cg001G040380
OG0016961	El007G322060	Cg003G115820
OG0016962	El003G191350	Cg001G041140
OG0016963	El003G191700	Cg001G041380
OG0016964	El003G192730	Cg001G042330
OG0016965	El003G193020	Cg001G042390
OG0016966	El003G193090	Cg001G042450
OG0016967	El003G193270	Cg001G042650
OG0016968	El003G193350	Cg001G042790
OG0016969	El003G193360	Cg001G042800
OG0016970	El001G001590	Cg003G078030
OG0016971	El006G279700	Cg005G157520
OG0016972	El006G279720	Cg005G157540
OG0016973	El006G279970	Cg005G157790
OG0016974	El006G280270	Cg005G158080
OG0016975	El006G280420	Cg005G158250
OG0016976	El006G280980	Cg005G158770
OG0016978	El006G281350	Cg005G159140
OG0016979	El006G281860	Cg005G159490
OG0016980	El001G039640, El005G247480, El006G282940	Cg005G160320
OG0016981	El006G283490	Cg005G160800
OG0016983	El006G284730	Cg005G161710
OG0016984	El006G284830	Cg005G161810
OG0016985	El006G284910	Cg005G161880
OG0016986	El001G031010	Cg002G047070
OG0016987	El006G285540	Cg005G162540
OG0016988	El006G285700	Cg005G162700
OG0016990	El006G287330	Cg005G164080
OG0016992	El006G287930	Cg005G164520
OG0016993	El001G081960	Cg008G282150
OG0016994	El001G081950	Cg008G282160
OG0016995	El001G081880	Cg008G282230
OG0016996	El001G081680	Cg008G282400
OG0016997	El001G081620	Cg008G282440
OG0016998	El001G081600	Cg008G282460
OG0016999	El001G081560	Cg008G282490
OG0017000	El001G081320	Cg008G282690
OG0017001	El001G081290	Cg008G282720
OG0017002	El001G081050	Cg008G282890
OG0017003	El001G080920	Cg008G283010
OG0017004	El001G080910	Cg008G283020
OG0017005	El001G080750	Cg008G283150
OG0017006	El001G080110	Cg008G283540
OG0017007	El001G079340	Cg008G284180
OG0017008	El001G078570	Cg008G284820
OG0017009	El001G060530	Cg008G300160
OG0017010	El001G059920	Cg008G300710
OG0017011	El001G059750	Cg008G300840
OG0017012	El001G059840	Cg008G300790
OG0017013	El001G059090	Cg008G301380
OG0017014	El001G058950	Cg008G301500
OG0017015	El001G058180	Cg008G302130
OG0017016	El001G057730	Cg008G302390
OG0017017	El001G057510	Cg008G302550
OG0017018	El007G331040	Cg003G107600
OG0017019	El007G331610	Cg003G107160
OG0017021	El007G326950	Cg003G111420
OG0017022	El007G326840	Cg003G111550
OG0017023	El007G326530	Cg003G111850
OG0017024	El007G326400	Cg003G111930
OG0017025	El007G325500	Cg003G112770
OG0017026	El007G325340	Cg003G112930
OG0017027	El007G325250	Cg003G113140
OG0017028	El007G325120	Cg003G113020
OG0017029	El007G325100	Cg003G113010
OG0017031	El007G324540	Cg003G113580
OG0017032	El007G324350	Cg003G113760
OG0017033	El007G324240	Cg003G113880
OG0017034	El007G324100	Cg003G113980
OG0017035	El007G323930	Cg003G114100
OG0017036	El007G323900	Cg003G114130
OG0017037	El007G323460	Cg003G114550
OG0017038	El007G323190	Cg003G114800
OG0017039	El007G322890	Cg003G115050
OG0017040	El007G322660	Cg003G115230
OG0017041	El004G230440	Cg007G278010
OG0017042	El007G322120	Cg003G115750
OG0017043	El007G322030	Cg003G115840
OG0017044	El001G000040	Cg003G075900
OG0017045	El001G000460	Cg003G076260, Cg014G333320
OG0017046	El001G001120	Cg003G076930, Cg014G332670
OG0017047	El001G001360	Cg003G077200, Cg014G332410
OG0017048	El001G001420	Cg003G077220, Cg014G332390
OG0017049	El001G001500	Cg003G077300, Cg014G332320
OG0017050	El001G001610	Cg014G331660, Cg003G078020
OG0017051	El002G113300	Cg006G218980
OG0017053	El001G003070	Cg003G078600, Cg014G330950
OG0017054	El007G360350	Cg008G320460
OG0017055	El007G359680	Cg008G319670
OG0017056	El007G359340	Cg008G319570
OG0017057	El007G359330	Cg008G319540
OG0017059	El006G299320	Cg005G173900
OG0017060	El006G300460	Cg005G174820
OG0017062	El006G300860	Cg005G175170
OG0017063	El006G301410	Cg005G175590
OG0017064	El006G301760	Cg005G175880
OG0017065	El006G302110	Cg005G176150
OG0017066	El006G302780	Cg005G176800
OG0017068	El006G304330	Cg005G178100
OG0017069	El006G304750	Cg005G178430
OG0017070	El006G304880	Cg005G178510
OG0017071	El006G305280	Cg005G178880
OG0017072	El006G305690	Cg005G179220
OG0017073	El006G305770	Cg005G179280
