Orthogroup	Erysimum_linariifolium	Noccaea_praecox
OG0016435	El001G024610, El001G024620	Np001G056850
OG0016436	El001G022150	Np001G053680
OG0016437	El001G022220	Np001G053760
OG0016438	El001G022060	Np001G053640
OG0016439	El001G022010	Np001G053570
OG0016440	El001G021900	Np001G053420
OG0016441	El002G108800	Np004G230160
OG0016442	El001G021880	Np001G053400
OG0016443	El001G021890	Np001G053410
OG0016444	El001G025270	Np001G057580
OG0016445	El001G025430	Np001G057760
OG0016446	El001G025640	Np001G058090
OG0016447	El001G025700	Np001G058320
OG0016448	El001G025730	Np001G058340
OG0016449	El001G026220	Np001G058900
OG0016450	El001G026290	Np001G059020
OG0016451	El001G026320	Np001G059060
OG0016452	El001G027310	Np001G060030
OG0016453	El001G027430	Np001G060140
OG0016454	El001G027530	Np001G060360
OG0016455	El001G027560	Np001G060390
OG0016456	El001G027740	Np001G060580
OG0016457	El001G028000	Np001G060910
OG0016458	El001G028100	Np001G061220
OG0016459	El001G028260	Np001G061370
OG0016460	El001G028420	Np001G061530
OG0016461	El001G028560	Np001G061680
OG0016462	El001G029000	Np001G062290
OG0016463	El001G029040	Np001G062360
OG0016464	El001G029080	Np001G062390
OG0016465	El001G029290	Np001G062560
OG0016466	El001G029340	Np001G062630
OG0016467	El001G029350	Np001G062640
OG0016468	El001G029510	Np001G062810
OG0016469	El001G025390	Np001G057710
OG0016470	El001G030080	Np001G063310
OG0016471	El001G030090	Np001G063320
OG0016472	El001G030160	Np001G063420
OG0016473	El001G030460	Np001G064060
OG0016474	El003G187780	Np005G302770
OG0016475	El001G031100	Np001G064770
OG0016476	El001G031340	Np001G065020
OG0016477	El005G270030	Np007G388990
OG0016478	El001G031590	Np001G065270
OG0016479	El001G031630	Np001G065220
OG0016480	El001G031850	Np001G065610
OG0016481	El001G032050	Np001G065980
OG0016482	El001G032240	Np001G066270
OG0016483	El001G032790	Np001G066680
OG0016484	El001G033040	Np001G066930
OG0016485	El001G033380	Np001G067250
OG0016486	El001G033500	Np001G067370
OG0016487	El001G033550	Np001G067420
OG0016488	El001G033710	Np001G067560, Np003G157270
OG0016489	El001G033950	Np001G067860
OG0016490	El001G034090	Np001G067950
OG0016491	El001G034290	Np001G068170
OG0016492	El001G034480	Np001G068450
OG0016493	El001G034630	Np001G068640
OG0016494	El001G034640	Np001G068650
OG0016495	El001G035110	Np001G069220
OG0016496	El001G034990	Np001G069170
OG0016498	El001G035410	Np001G069530
OG0016499	El001G035450	Np001G069570
OG0016500	El001G035640	Np001G069750
OG0016501	El001G035660	Np001G069770
OG0016502	El001G035670	Np001G069790
OG0016503	El001G035680	Np001G069800
OG0016504	El001G035780	Np001G069860
OG0016505	El001G035810	Np001G069890
OG0016506	El001G035870	Np001G069950
OG0016507	El001G035890	Np001G069970
OG0016508	El001G035930	Np001G070000
OG0016509	El001G035940	Np001G068270
OG0016510	El005G271060, El002G141320	Np004G190270
OG0016511	El002G137220	Np004G194400
OG0016512	El002G136720	Np005G312300
OG0016513	El003G172190	Np005G301900
OG0016515	El007G348180	Np005G308510
OG0016516	El001G021190	Np001G052620, Np001G052600
OG0016517	El001G023610	Np001G055380
OG0016518	El001G024460	Np001G056650
OG0016519	El001G029300	Np001G062580
OG0016520	El001G029470	Np001G062770
OG0016521	El007G350400	Np001G018050
OG0016522	El001G031310	Np001G064950
OG0016523	El006G318920	Np006G367770
OG0016524	El001G032020	Np001G065800
OG0016525	El001G033020	Np001G066910
OG0016526	El003G153510, El001G034030	Np001G067920
OG0016527	El003G171320	Np005G300270
OG0016529	El007G365810	Np001G034120
OG0016530	El007G366940	Np001G032650
OG0016531	El007G361620	Np001G039040, Np001G038990
OG0016533	El006G296080	Np006G341010
OG0016535	El006G291930	Np006G335720
OG0016537	El006G280810	Np006G321890
OG0016539	El004G230500	Np002G074980
OG0016540	El003G183510	Np005G310530
OG0016541	El003G156660	Np005G277650
OG0016542	El003G149860	Np005G262920
OG0016543	El007G344190	Np003G173170
OG0016544	El003G189950	Np005G265940
OG0016545	El003G141720	Np005G260070
OG0016546	El002G083770	Np004G258510
OG0016547	El002G086560	Np004G255730
OG0016548	El002G088230	Np004G253850
OG0016549	El002G089770	Np004G252290
OG0016550	El006G311330	Np004G250360
OG0016551	El002G091830	Np004G250110
OG0016552	El002G093410	Np004G248300
OG0016553	El002G094410	Np004G247360
OG0016555	El002G095390	Np004G245970
OG0016556	El002G097680, El002G097300	Np004G243240
OG0016558	El002G099450	Np004G240940
OG0016559	El002G101640	Np004G238510
OG0016560	El002G101970	Np004G238160
OG0016562	El002G104960	Np004G234900
OG0016563	El004G221540	Np002G085810
OG0016565	El004G218230	Np002G090900
OG0016566	El004G199270	Np002G118400
OG0016568	El007G357000	Np004G242370
OG0016569	El005G265670	Np007G385420
OG0016570	El005G251710	Np007G404480
OG0016571	El005G247320	Np007G410120
OG0016572	El005G246220	Np007G411220
OG0016573	El005G245080	Np007G412780
OG0016574	El005G242740	Np007G415450
OG0016575	El005G241400, El003G169390	Np007G417380
OG0016576	El005G235980	Np007G424400, Np007G424380
OG0016577	El001G081250	Np003G125850
OG0016578	El001G078460	Np003G128630
OG0016579	El001G076250	Np003G131200
OG0016580	El001G075390	Np003G132080
OG0016581	El001G075250	Np003G132330
OG0016582	El001G074610	Np003G132970
OG0016583	El006G321440	Np006G370920
OG0016585	El002G121260	Np004G206410
OG0016586	El002G120550	Np004G205960
OG0016587	El003G161570	Np006G362950
OG0016588	El003G163820	Np005G286260
OG0016589	El002G128290	Np004G202260
OG0016591	El003G169960	Np005G296110
OG0016592	El002G113600	Np004G210730
OG0016593	El001G004220	Np003G185180
OG0016594	El006G300420	Np006G355710
OG0016596	El006G302080	Np006G353570, Np006G347210
OG0016597	El006G306570	Np006G358000
OG0016598	El001G073870	Np003G134060
OG0016599	El001G072490, El001G072500	Np003G135750
OG0016600	El001G071920	Np003G136360
OG0016602	El001G068860	Np003G139560
OG0016603	El001G068060	Np003G140420
OG0016604	El001G067750	Np003G140740
OG0016606	El007G347720	Np001G017330
OG0016607	El007G347900	Np001G017430
OG0016608	El003G187120	Np005G313410
OG0016609	El001G018610	Np001G049650
OG0016610	El002G109840	Np004G227920
OG0016611	El007G333340	Np003G154810
OG0016613	El001G054740	Np001G012030
OG0016616	El002G112170	Np004G209300
OG0016617	El002G113160	Np004G210350
OG0016618	El002G114240	Np005G308250
OG0016619	El002G134120	Np004G197220
OG0016621	El005G260890	Np007G382580
OG0016625	El005G275330	Np007G375390
OG0016626	El006G319460	Np001G036620
OG0016627	El006G316800	Np006G365580
OG0016630	El001G017200	Np001G047530
OG0016631	El001G020050	Np001G051170
OG0016632	El001G020130	Np001G051260
OG0016633	El002G123680	Np001G063830, Np001G063990, Np001G063910
OG0016635	El001G004900	Np003G184290
OG0016638	El003G162270	Np005G284310, Np005G284320
OG0016641	El002G087490, El001G041260	Np004G254730
OG0016648	El006G309140	Np001G005000, Np006G332620, Np001G005020, Np006G332640
OG0016657	El003G155730	Np005G276710
OG0016658	El003G155490	Np005G276470
OG0016659	El003G155460	Np005G276420
OG0016660	El003G155440	Np005G276400
OG0016661	El003G155390	Np004G202020
OG0016662	El003G155050	Np005G275910
OG0016663	El003G154610	Np005G275480
OG0016664	El003G154460	Np005G275350
OG0016665	El003G153380	Np005G274660
OG0016666	El003G153120	Np005G274400
OG0016667	El003G153050	Np005G274230
OG0016668	El003G153040	Np005G274220
OG0016669	El003G151670	Np005G272140
OG0016670	El003G151610	Np005G272080
OG0016671	El003G151050	Np005G271240
OG0016672	El003G150320	Np005G270250
OG0016673	El003G149940	Np005G262840
OG0016675	El003G149200	Np005G263600
OG0016676	El003G149140	Np005G263680
OG0016677	El003G149100	Np005G263730
OG0016679	El003G148290	Np003G153860, Np005G264470
OG0016680	El005G251170	Np007G405030
OG0016681	El003G147670	Np005G265380
OG0016682	El002G118200	Np004G215380
OG0016683	El002G118670	Np004G215900
OG0016684	El002G118730	Np004G216000
OG0016685	El002G118770	Np004G216130, Np004G216080
OG0016686	El002G119640	Np004G205030
OG0016687	El002G119730	Np004G205100
OG0016688	El003G182080	Np005G309650
OG0016689	El004G210540	Np005G317560
OG0016690	El004G209390	Np002G106050
OG0016691	El004G208610	Np002G107520
OG0016692	El004G208330	Np002G107960
OG0016693	El004G206930	Np002G111290
OG0016694	El004G204660	Np002G113120
OG0016695	El004G203390	Np002G113380
OG0016696	El004G203050	Np002G113810
OG0016697	El004G202780	Np002G114160
OG0016698	El004G201460	Np002G115560
OG0016699	El004G201100	Np002G115970
OG0016700	El004G201090	Np002G115990
OG0016701	El004G201060	Np002G116060
OG0016702	El004G200470	Np002G116660
OG0016703	El004G200080	Np002G117310
OG0016704	El004G198650	Np002G119380
OG0016705	El001G036680	Np001G026670
OG0016706	El001G036870	Np001G026420
OG0016707	El001G036990	Np001G026260
OG0016708	El001G037720	Np001G025340
OG0016710	El001G038210	Np001G024850
OG0016712	El001G039190	Np001G023740
OG0016714	El001G040260	Np001G023050
OG0016715	El001G040860	Np001G022530
OG0016716	El001G041140	Np001G022260
OG0016717	El001G042650	Np001G020510
OG0016718	El001G042970	Np001G020230
OG0016719	El001G043060	Np001G020130
OG0016720	El001G043660	Np001G019850
OG0016721	El001G045210	Np001G018860
OG0016722	El005G266770	Np007G385870
OG0016723	El001G045570	Np001G018750
OG0016724	El001G046520	Np001G018430
OG0016725	El004G217170	Np002G093230
OG0016726	El004G217010	Np002G093490
OG0016727	El004G216300	Np002G093990
OG0016728	El004G215780	Np002G094720
OG0016729	El004G215560	Np002G095380
OG0016730	El004G214850	Np002G096940
OG0016731	El004G213690	Np002G097850
OG0016732	El004G213610	Np002G097910
OG0016733	El004G212170	Np002G099540
OG0016734	El004G211710	Np002G099860
OG0016735	El004G211610	Np002G100530
OG0016736	El004G211050	Np002G102630
OG0016737	El004G206570	Np002G111490
OG0016739	El004G193800	Np002G124790
OG0016740	El004G193850	Np002G124770
OG0016741	El004G194150	Np002G124310
OG0016742	El004G197340	Np002G121010
OG0016743	El004G197540	Np002G120810
OG0016744	El004G198170	Np002G119900
OG0016745	El004G198300	Np002G119770
OG0016746	El004G198250	Np002G119850
OG0016747	El005G248320	Np007G408900
OG0016748	El003G158700	Np005G280200
OG0016750	El003G158350	Np005G279700
OG0016751	El003G158310	Np005G279660
OG0016752	El006G288790	Np006G331150
OG0016753	El005G244310	Np007G413720
OG0016754	El005G244710	Np007G413300
OG0016755	El005G244800	Np007G413210
OG0016756	El005G244990	Np007G412890
OG0016758	El001G079520	Np003G127550
OG0016759	El005G245310	Np007G412570
OG0016760	El005G245730	Np007G411920
OG0016761	El005G246010	Np007G411500
OG0016762	El005G246430	Np007G411010
OG0016763	El001G072090	Np006G327010
OG0016764	El005G247000	Np007G410340
OG0016765	El005G271810	Np007G379950
OG0016766	El007G326640	Np001G005230
OG0016767	El001G011520	Np003G175260
OG0016768	El007G344550	Np003G173920
OG0016769	El007G344520	Np003G173900
OG0016770	El007G344040	Np003G172860
OG0016771	El007G343800	Np003G172670
OG0016772	El007G343150	Np003G170980
OG0016773	El007G343090	Np003G170320
OG0016774	El007G342060	Np003G167750
OG0016775	El007G342030	Np003G167710
OG0016776	El007G341970	Np003G167490
OG0016777	El007G341900, El007G341860	Np003G167440
OG0016778	El007G341470	Np003G166490
OG0016779	El007G341410	Np003G166430
OG0016780	El007G340770	Np003G165140
OG0016781	El007G340740	Np003G165100
OG0016782	El007G340110	Np003G164510
OG0016783	El007G339610	Np003G163800
OG0016784	El007G337030	Np003G160390
OG0016786	El007G335830	Np003G158050
OG0016787	El007G335320	Np003G157360
OG0016788	El007G335080	Np003G156940
OG0016789	El007G334720	Np003G156450
OG0016790	El007G334270	Np003G155990
OG0016791	El007G334190	Np003G155930
OG0016794	El001G070060	Np003G138220
OG0016795	El001G070220	Np003G138070
OG0016796	El001G070370	Np003G137880
OG0016797	El001G070510	Np003G137710
OG0016798	El001G070930	Np003G137380
OG0016799	El001G071020	Np003G137260
OG0016800	El001G071080	Np003G137200
OG0016802	El001G071490	Np003G136790
OG0016803	El001G071680	Np003G136590
OG0016804	El001G071690	Np003G136580
OG0016805	El001G071960	Np003G136320
OG0016806	El001G072070	Np003G136220
OG0016807	El001G072660	Np003G135510
OG0016808	El001G072760	Np003G135420
OG0016809	El001G072840	Np003G135340
OG0016810	El001G072880	Np003G135280
OG0016811	El001G072890	Np003G135270
OG0016812	El001G073490	Np003G134510, Np003G134540, Np003G134490
OG0016813	El001G073730	Np003G134230
OG0016814	El001G073790	Np003G134170
OG0016815	El001G073830	Np003G134130
OG0016816	El001G074400	Np003G133320
OG0016817	El003G168600	Np005G292490
OG0016818	El003G168550	Np005G292350
OG0016819	El003G168330	Np005G291960
OG0016820	El003G167870	Np005G291260
OG0016821	El003G167240	Np005G290430
OG0016822	El003G166920	Np005G290170
OG0016823	El003G166670	Np005G289960
OG0016824	El003G166280	Np005G289460
OG0016825	El003G165660	Np005G288620
OG0016826	El003G165640	Np005G288600
OG0016827	El003G165480	Np005G288400
OG0016828	El003G165380	Np005G288260
OG0016829	El003G165020	Np005G287350
OG0016830	El003G164840	Np005G287580
OG0016831	El003G164560	Np005G286960
OG0016832	El003G164210	Np005G286720
OG0016833	El003G163940	Np005G286360
OG0016834	El003G163230	Np005G285490
OG0016835	El002G121280	Np004G206430
OG0016836	El002G122270	Np004G208400
OG0016837	El002G122560	Np004G208540
OG0016838	El002G123340	Np004G224140
OG0016839	El002G123440	Np004G204030
OG0016840	El002G124920	Np004G204670
OG0016841	El003G182710	Np001G042870
OG0016842	El002G128240	Np004G202410
OG0016843	El002G126750	Np004G203450
OG0016844	El002G126270	Np004G203640
OG0016845	El007G333600	Np003G155110
OG0016846	El002G130280	Np004G200640
OG0016847	El002G130130	Np004G200800
OG0016848	El002G129680	Np004G200880
OG0016849	El002G129440	Np004G200900
OG0016850	El002G113270	Np004G210460
OG0016851	El002G113260	Np004G210450
OG0016852	El002G128700	Np004G201940
OG0016853	El002G113550	Np004G210680
OG0016854	El002G113310	Np004G210500
OG0016855	El002G113970	Np004G211220
OG0016856	El002G113990	Np004G211230
OG0016858	El002G114620	Np004G211740
OG0016859	El002G115590	Np004G212640
OG0016860	El002G115680	Np004G212870
OG0016861	El006G314260	Np006G363760
OG0016862	El006G314250	Np006G363750
OG0016863	El002G115810	Np004G213010
OG0016864	El002G115850	Np004G213050
OG0016865	El002G116500	Np004G213520
OG0016866	El002G117150	Np004G213930
OG0016867	El002G117250	Np004G214100
OG0016869	El003G146710	Np005G266720
OG0016870	El003G146450	Np005G267240
OG0016871	El003G146360	Np005G267390
OG0016872	El003G145930	Np005G267900
OG0016874	El003G145210	Np003G141340
OG0016875	El003G144980	Np005G268920
OG0016876	El006G319530	Np006G368510
OG0016877	El003G144010	Np005G262630
OG0016878	El003G143670	Np005G262300
OG0016880	El003G143250	Np005G261860
OG0016881	El003G143140	Np005G261770
OG0016882	El003G143030	Np005G261700
OG0016883	El003G142650	Np005G261210
OG0016884	El003G142460	Np005G260950
OG0016885	El003G142240	Np005G260650
OG0016886	El003G142150	Np005G260560
OG0016887	El003G141980	Np005G260370
OG0016888	El003G141950	Np005G260320
OG0016889	El003G141800	Np005G260140
OG0016890	El003G141710	Np005G260060, Np005G318760
OG0016891	El003G141660	Np005G260030
OG0016892	El003G181620	Np005G309450
OG0016893	El003G183650	Np005G310620
OG0016894	El003G184630, El003G180790, El003G180770	Np005G311010
OG0016895	El003G185930	Np005G312390
OG0016896	El003G186070	Np005G312420
OG0016897	El003G189130	Np005G315120
OG0016898	El003G189140	Np005G315130
OG0016900	El003G189730	Np005G315980
OG0016901	El003G189850	Np005G316140
OG0016903	El002G093150	Np004G248690
OG0016904	El005G235380	Np007G424950
OG0016905	El001G014920	Np001G045590
OG0016906	El002G119040	Np004G217100
OG0016907	El001G011410	Np003G184620
OG0016908	El001G011310	Np003G175440
OG0016909	El001G016540	Np001G046960
OG0016910	El006G296980	Np006G342530
OG0016911	El006G298170	Np006G343590
OG0016912	El006G298300	Np006G343900
OG0016913	El007G358660	Np001G041560
OG0016914	El007G358550	Np001G041690
OG0016915	El007G357710	Np001G042220
OG0016916	El001G049100	Np001G042930
OG0016917	El007G355390	Np001G043020
OG0016918	El001G009520	Np003G177680, Np003G177770
OG0016919	El001G009370	Np003G177860
OG0016920	El001G008120	Np003G179670
OG0016921	El001G007560	Np003G180550
OG0016922	El001G006200	Np003G182350, Np007G400100
OG0016923	El001G005820	Np003G182930
OG0016924	El001G005770	Np003G183030
OG0016925	El001G004980	Np003G184010
OG0016926	El001G004760	Np003G184700
OG0016927	El001G004560	Np003G184870
OG0016928	El002G091080	Np004G251000
OG0016929	El007G361060	Np001G039600
OG0016930	El007G363830	Np001G036980
OG0016931	El005G250640	Np007G405700
OG0016932	El003G182520	Np005G309830
OG0016933	El007G366740	Np003G126990
OG0016934	El007G366800	Np001G032100
OG0016935	El007G366410	Np002G079430
OG0016936	El001G082350	Np001G032680
OG0016937	El003G183100	Np005G310090
OG0016938	El007G366580	Np001G031540
OG0016939	El003G183070	Np005G310050
OG0016940	El003G182560	Np005G309920
OG0016941	El005G269370	Np007G388530
OG0016942	El005G269400	Np007G388550
OG0016943	El003G182850	Np005G310000
OG0016944	El005G270400	Np007G389190
OG0016945	El003G183410	Np005G310390
OG0016946	El003G182420	Np005G309770
OG0016947	El003G179100	Np005G307860
OG0016948	El003G178440	Np005G308260
OG0016949	El003G177290	Np005G309340
OG0016951	El003G175920	Np005G306290
OG0016952	El003G175690	Np005G306040
OG0016953	El003G174180	Np005G304030
OG0016954	El003G174160	Np005G304010
OG0016955	El003G174140	Np005G303990
OG0016956	El003G174080	Np005G303850
OG0016957	El003G173820	Np005G303530
OG0016958	El003G172900	Np005G302920
OG0016959	El003G189870	Np005G316160
OG0016960	El003G189890	Np005G316180
OG0016961	El007G322060	Np001G000180
OG0016962	El003G191350	Np005G317720
OG0016963	El003G191700	Np005G318100
OG0016965	El003G193020	Np005G319630
OG0016966	El003G193090	Np005G319680, Np005G319700
OG0016967	El003G193270	Np005G319990
OG0016969	El003G193360	Np005G319430
OG0016970	El001G001590	Np003G188050
OG0016971	El006G279700	Np006G320440
OG0016972	El006G279720	Np006G320510
OG0016973	El006G279970	Np001G012660
OG0016974	El006G280270	Np006G321130
OG0016975	El006G280420	Np006G321370
OG0016976	El006G280980	Np006G322180
OG0016977	El006G281060	Np006G322280
OG0016978	El006G281350	Np006G322660
OG0016979	El006G281860	Np006G323090
OG0016981	El006G283490	Np006G324900
OG0016983	El006G284730	Np006G326010
OG0016984	El006G284830	Np006G326200
OG0016985	El006G284910	Np006G326290
OG0016986	El001G031010	Np001G064680
OG0016987	El006G285540	Np006G327080
OG0016988	El006G285700	Np006G327360
OG0016990	El006G287330	Np006G329340
OG0016992	El006G287930	Np006G330140
OG0016995	El001G081880	Np003G125250
OG0016996	El001G081680	Np003G125410
OG0016997	El001G081620	Np003G125450
OG0016998	El001G081600	Np003G125500
OG0016999	El001G081560	Np003G125530
OG0017000	El001G081320	Np003G125780
OG0017001	El001G081290	Np003G125810
OG0017002	El001G081050	Np003G126180
OG0017003	El001G080920	Np003G126390
OG0017004	El001G080910	Np003G126400
OG0017005	El001G080750	Np003G126580
OG0017006	El001G080110	Np003G126980
OG0017007	El001G079340	Np003G127660
OG0017008	El001G078570	Np003G128530
OG0017009	El001G060530	Np003G147720
OG0017011	El001G059750	Np003G148620
OG0017012	El001G059840	Np003G148570
OG0017013	El001G059090	Np003G149290
OG0017014	El001G058950	Np003G149490
OG0017015	El001G058180	Np003G150380
OG0017016	El001G057730	Np003G150750
OG0017017	El001G057510	Np003G150940
OG0017018	El007G331040	Np003G152350
OG0017019	El007G331610	Np003G152900
OG0017021	El007G326950	Np001G005660
OG0017022	El007G326840	Np001G005450
OG0017023	El007G326530	Np001G005120
OG0017024	El007G326400	Np001G004950
OG0017025	El007G325500	Np001G003970
OG0017026	El007G325340	Np001G003740
OG0017027	El007G325250	Np001G003670
OG0017028	El007G325120	Np001G003520
OG0017029	El007G325100	Np001G003510
OG0017030	El007G324620	Np001G002970
OG0017031	El007G324540	Np001G002880
OG0017033	El007G324240	Np001G002560
OG0017034	El007G324100	Np001G002470
OG0017035	El007G323930	Np001G002370
OG0017036	El007G323900	Np001G002340
OG0017037	El007G323460	Np001G001810
OG0017038	El007G323190	Np001G001530
OG0017039	El007G322890	Np001G001130
OG0017040	El007G322660	Np001G000860
OG0017041	El004G230440	Np001G000550
OG0017042	El007G322120	Np001G000240
OG0017044	El001G000040	Np003G189890
OG0017045	El001G000460	Np003G189440
OG0017046	El001G001120	Np003G188690
OG0017047	El001G001360	Np003G188260
OG0017048	El001G001420	Np003G188240
OG0017049	El001G001500	Np003G188160
OG0017050	El001G001610	Np003G188030
OG0017051	El002G113300	Np004G210470
OG0017052	El001G002390	Np003G187100
OG0017053	El001G003070	Np003G186490
OG0017054	El007G360350	Np001G040100
OG0017055	El007G359680	Np001G040800
OG0017056	El007G359340	Np001G040970
OG0017057	El007G359330	Np001G040980
OG0017058	El007G359180	Np001G041210
OG0017059	El006G299320	Np006G357300
OG0017060	El006G300460	Np006G355680
OG0017061	El006G300500	Np006G355610
OG0017062	El006G300860	Np006G355220
OG0017063	El006G301410	Np006G348300, Np006G354620
OG0017065	El006G302110	Np006G347260
OG0017066	El006G302780	Np006G351440
OG0017067	El006G303670, El006G303690	Np006G360560
OG0017068	El006G304330	Np006G360040
OG0017069	El006G304750	Np006G359780
OG0017070	El006G304880	Np006G359690
OG0017071	El006G305280	Np006G359210
OG0017072	El006G305690	Np006G358880
OG0017073	El006G305770	Np006G358830
OG0017074	El006G306250	Np006G358250
OG0017075	El006G308120	Np006G361370
OG0017076	El006G308690	Np006G361650
OG0017077	El006G310320	Np006G362210
OG0017078	El006G311010	Np006G362230
OG0017079	El006G310410	Np006G362250
OG0017080	El006G311400	Np006G362440
OG0017081	El006G311760	Np006G362510
OG0017083	El006G312610	Np006G362850
OG0017084	El006G312800	Np006G362900
OG0017085	El006G313200	Np006G363020
OG0017086	El003G191170	Np006G363210
OG0017087	El006G313660	Np006G363200
OG0017088	El003G156680	Np005G277670
OG0017089	El003G156700	Np005G277830
OG0017090	El003G156730	Np005G277960
OG0017092	El003G156900	Np005G278050
OG0017093	El003G156960	Np005G278120
OG0017094	El005G235350	Np007G424980
OG0017095	El005G235370	Np007G424960
OG0017096	El005G235240	Np007G425130
OG0017097	El005G235150	Np007G425190
OG0017098	El005G234980	Np007G425390
OG0017099	El005G234890	Np007G425480
OG0017100	El003G158060	Np005G279260
OG0017101	El003G157940	Np005G279150
OG0017102	El003G157790	Np005G278980
OG0017103	El003G157460	Np005G278690
OG0017104	El003G157680	Np005G278910
OG0017105	El005G236270	Np007G423860
OG0017106	El005G236380	Np007G423730
OG0017107	El005G237040	Np007G423030
OG0017108	El005G237140	Np007G422920
OG0017109	El005G237170	Np007G422900
OG0017110	El005G237480	Np007G422510
OG0017111	El005G237620	Np007G422330
OG0017112	El005G237780	Np007G422120
OG0017113	El005G238040	Np007G421750
OG0017114	El005G238580	Np007G421240
OG0017115	El005G239250	Np005G318400, Np007G420330
OG0017116	El005G239530	Np007G420090, Np007G420100
OG0017118	El005G240130	Np007G419180
OG0017119	El005G240390	Np007G418790
OG0017120	El005G240820	Np007G418020
OG0017121	El005G240830	Np007G418010
OG0017123	El005G241130	Np007G417680
OG0017124	El005G241160	Np007G417660
OG0017125	El005G241690	Np007G417010
OG0017126	El005G241750	Np007G416930
OG0017129	El005G242230	Np007G416250
OG0017130	El007G361950, El005G242560	Np007G415760
OG0017131	El005G242690	Np007G415490
OG0017132	El005G242890	Np007G415280
OG0017133	El005G243100	Np007G415130
OG0017134	El005G243450	Np007G414620
OG0017135	El005G243480	Np007G414590
OG0017136	El005G243950	Np007G414090
OG0017137	El006G289260	Np006G331810
OG0017138	El006G289850	Np006G332790
OG0017139	El006G290250	Np006G333530, Np006G333490
OG0017140	El006G290270	Np006G333560
OG0017141	El006G290430, El006G290390	Np006G333670
OG0017142	El006G290840	Np006G334160
OG0017143	El006G290910	Np006G334330
OG0017144	El006G291150	Np006G334620
OG0017145	El006G291170	Np006G334640
OG0017146	El006G294710	Np006G339540
OG0017147	El006G293840	Np006G338480
OG0017148	El006G293520	Np006G337980
OG0017149	El006G292850	Np006G337100
OG0017150	El006G292610	Np006G336840
OG0017151	El006G292550	Np006G336780
OG0017152	El006G291760	Np006G335430
OG0017153	El002G099380	Np004G241030
OG0017154	El002G099610	Np004G240760
OG0017155	El002G100050	Np004G240250
OG0017156	El002G100500	Np004G239660
OG0017157	El002G100570	Np004G239600
OG0017158	El002G101110	Np004G239170
OG0017159	El002G101200	Np004G239050
OG0017160	El002G101330	Np004G238930
OG0017161	El002G101770	Np004G238380
OG0017162	El002G102500	Np004G237530
OG0017163	El002G102280	Np004G237770
OG0017164	El002G102660	Np004G237290
OG0017165	El002G102730	Np004G237230
OG0017166	El002G102770	Np004G237190
OG0017167	El002G102890	Np004G237020
OG0017168	El002G103380	Np004G236570
OG0017169	El002G103780	Np004G236060
OG0017170	El002G103870	Np004G235930
OG0017171	El002G135030	Np004G196350
OG0017172	El002G105300	Np004G234500
OG0017173	El002G105940	Np004G233900
OG0017174	El002G106120	Np004G233680
OG0017175	El002G106150	Np004G233600
OG0017176	El002G106190	Np004G233510
OG0017177	El002G106280	Np004G233350
OG0017178	El002G107370	Np004G232470
OG0017179	El002G107630	Np004G232040
OG0017180	El002G107740	Np004G231950
OG0017181	El002G120380	Np004G231750
OG0017182	El002G107900	Np004G231730
OG0017183	El002G108020	Np004G231290
OG0017184	El002G108230	Np004G231080
OG0017185	El002G108390	Np004G230950
OG0017186	El002G109350	Np004G229210
OG0017187	El002G109410	Np004G229100
OG0017188	El002G109990	Np004G227840, Np004G227880, Np004G226640
OG0017189	El002G111450	Np004G226840
OG0017191	El002G112130	Np004G209250
OG0017192	El002G112450	Np004G209530
OG0017193	El002G113150	Np004G210340
OG0017194	El002G113140	Np004G210330
OG0017195	El002G113130	Np004G210320
OG0017196	El003G160300	Np005G282260
OG0017197	El006G288330	Np006G330660
OG0017198	El003G159330	Np005G281010
OG0017199	El003G158930	Np005G280550
OG0017200	El003G156270	Np005G277260
OG0017202	El006G315960	Np006G364740
OG0017203	El006G315590	Np006G364410
OG0017204	El006G316960	Np006G365740
OG0017205	El006G317250	Np006G366130
OG0017206	El006G318560	Np006G367410
OG0017207	El006G319040	Np006G367960
OG0017208	El006G319550	Np006G368530
OG0017209	El006G319670	Np006G368750
OG0017210	El006G320280	Np006G369380
OG0017211	El006G320380	Np006G369520
OG0017212	El006G321050	Np006G369900
OG0017213	El006G321110	Np006G370540
OG0017214	El006G321240	Np006G370650
OG0017215	El006G321490	Np006G356730
OG0017216	El006G321520	Np006G371020
OG0017217	El002G098700	Np004G241800
OG0017218	El002G098030	Np004G242650
OG0017219	El002G097250	Np004G243340
OG0017220	El002G097060	Np004G243680
OG0017221	El002G096470	Np004G244590
OG0017222	El002G096430	Np004G244630
OG0017223	El002G096080	Np004G245140
OG0017224	El002G094760	Np007G414680, Np004G246870
OG0017225	El002G094640	Np004G247070
OG0017226	El002G093930	Np004G247760
OG0017227	El002G093860	Np004G247820
OG0017228	El002G093820	Np004G247880
OG0017229	El002G093270	Np004G248540
OG0017230	El002G092660	Np004G249210
OG0017231	El002G092850	Np004G249120
OG0017233	El002G091970	Np004G249920
OG0017234	El004G208260	Np002G108240
OG0017235	El002G091930	Np004G250020
OG0017238	El001G074720	Np003G132860
OG0017239	El002G091260	Np004G250760
OG0017240	El002G089720	Np004G252320
OG0017241	El002G088770	Np004G253340
OG0017242	El002G088630	Np004G253510
OG0017243	El002G088250	Np004G253820
