Orthogroup	Erysimum_linariifolium	Aethionema_saxatile
OG0016704	El004G198650	As001G022100
OG0016705	El001G036680	As001G022870
OG0016706	El001G036870	As001G023040
OG0016707	El001G036990	As001G023140
OG0016708	El001G037720	As001G023560
OG0016709	El001G038200	As001G023920
OG0016710	El001G038210	As001G023930
OG0016711	El001G038610	As001G024160
OG0016712	El001G039190	As001G024530
OG0016714	El001G040260	As001G025060
OG0016715	El001G040860	As001G025390
OG0016716	El001G041140	As001G025550
OG0016717	El001G042650	As001G026610
OG0016718	El001G042970	As001G026800
OG0016719	El001G043060	As001G026890
OG0016720	El001G043660	As001G027060
OG0016721	El001G045210	As001G027790
OG0016722	El005G266770	As001G027830, As011G255950
OG0016723	El001G045570	As001G027880
OG0016724	El001G046520	As001G028160
OG0016725	El004G217170	As001G028380
OG0016726	El004G217010	As001G028460
OG0016727	El004G216300	As001G028580
OG0016728	El004G215780	As001G028770
OG0016729	El004G215560	As001G028910
OG0016730	El004G214850	As001G029170
OG0016731	El004G213690	As001G029380
OG0016732	El004G213610	As001G029410
OG0016733	El004G212170	As001G029550
OG0016734	El004G211710	As001G029680
OG0016735	El004G211610	As001G029740
OG0016736	El004G211050	As001G029860
OG0016737	El004G206570	As001G030040
OG0016738	El004G210850	As001G030070
OG0016739	El004G193800	As001G030190
OG0016740	El004G193850	As001G030250
OG0016741	El004G194150	As001G030530
OG0016742	El004G197340	As001G031810
OG0016743	El004G197540	As001G031880
OG0016744	El004G198170	As001G032150
OG0016745	El004G198300	As001G032200
OG0016746	El004G198250	As001G032240
OG0016747	El005G248320	As002G032420
OG0016748	El003G158700	As002G032490
OG0016749	El003G158390	As002G032780
OG0016750	El003G158350	As002G032790
OG0016751	El003G158310	As002G032820
OG0016752	El006G288790	As002G033750
OG0016753	El005G244310	As002G033990
OG0016754	El005G244710	As002G034370
OG0016755	El005G244800	As002G034440
OG0016756	El005G244990	As002G034800
OG0016757	El003G180140, El003G180560, El003G180540, El003G180500, El003G180530, El003G180410, El003G180130, El003G180100, El003G180480, El003G180210, El003G178820, El003G180430, El003G178870, El003G178980, El003G180590, El003G180930, El003G178790	As002G034880
OG0016758	El001G079520	As002G034920
OG0016759	El005G245310	As002G035200
OG0016760	El005G245730	As002G035620
OG0016761	El005G246010	As002G036080
OG0016762	El005G246430	As002G036710, As002G036690
OG0016763	El001G072090	As002G036790
OG0016764	El005G247000	As002G037250
OG0016765	El005G271810	As002G038970
OG0016766	El007G326640	As002G039210
OG0016767	El001G011520	As002G039380
OG0016768	El007G344550	As002G041330
OG0016769	El007G344520	As002G041370
OG0016770	El007G344040	As002G042210
OG0016771	El007G343800	As002G042270
OG0016772	El007G343150	As002G042760
OG0016773	El007G343090	As002G042830
OG0016774	El007G342060	As002G043650
OG0016775	El007G342030	As002G043660
OG0016776	El007G341970	As002G043750
OG0016777	El007G341900, El007G341860	As002G043780
OG0016778	El007G341470	As002G044000
OG0016779	El007G341410	As002G044060
OG0016780	El007G340770	As002G044450
OG0016781	El007G340740	As002G044480
OG0016782	El007G340110	As002G044930
OG0016783	El007G339610	As002G045250
OG0016784	El007G337030	As002G047030
OG0016786	El007G335830	As002G048070, As007G157400
OG0016787	El007G335320	As002G048290
OG0016788	El007G335080	As002G048520
OG0016789	El007G334720	As002G048790
OG0016790	El007G334270	As002G049120
OG0016791	El007G334190	As002G049170
OG0016793	El001G069140	As002G050900
OG0016794	El001G070060	As002G051670
OG0016795	El001G070220	As002G051830
OG0016796	El001G070370	As002G051940
OG0016797	El001G070510	As002G052090
OG0016798	El001G070930	As002G052240
OG0016799	El001G071020	As002G052320
OG0016800	El001G071080	As002G052380
OG0016801	El001G071210	As002G052530
OG0016802	El001G071490	As002G052810
OG0016803	El001G071680	As002G052980
OG0016804	El001G071690	As002G052990
OG0016805	El001G071960	As002G053240
OG0016806	El001G072070	As002G053390
OG0016807	El001G072660	As002G053840
OG0016808	El001G072760	As002G053950
OG0016809	El001G072840	As002G054030
OG0016810	El001G072880	As002G054060
OG0016811	El001G072890	As002G054070
OG0016812	El001G073490	As002G054590
OG0016813	El001G073730	As002G054790
OG0016814	El001G073790	As002G054850
OG0016815	El001G073830	As002G054870
OG0016816	El001G074400	As002G055360
OG0016817	El003G168600	As003G056490
OG0016818	El003G168550	As003G056540
OG0016819	El003G168330	As003G056680
OG0016820	El003G167870	As003G057100
OG0016821	El003G167240	As003G057460
OG0016822	El003G166920	As003G057650
OG0016823	El003G166670	As003G057750
OG0016824	El003G166280	As003G057940
OG0016825	El003G165660	As004G087100, As003G058350
OG0016826	El003G165640	As003G058380
OG0016827	El003G165480	As003G058540
OG0016828	El003G165380	As003G058620
OG0016829	El003G165020	As003G058980
OG0016830	El003G164840	As003G059110
OG0016831	El003G164560	As003G059510
OG0016832	El003G164210	As003G059730
OG0016833	El003G163940	As003G059950
OG0016834	El003G163230	As003G060410
OG0016835	El002G121280	As003G062820
OG0016836	El002G122270	As003G063200
OG0016837	El002G122560	As003G063260
OG0016838	El002G123340	As003G063490
OG0016839	El002G123440	As003G063520
OG0016840	El002G124920	As003G064010
OG0016841	El003G182710	As003G064360
OG0016842	El002G128240	As003G064420
OG0016843	El002G126750	As003G065050
OG0016844	El002G126270	As003G065100
OG0016845	El007G333600	As003G065210
OG0016846	El002G130280	As003G065490
OG0016847	El002G130130	As003G065600
OG0016848	El002G129680	As003G065610
OG0016849	El002G129440	As003G065640
OG0016850	El002G113270	As003G065890
OG0016851	El002G113260	As003G065920
OG0016852	El002G128700	As003G066400
OG0016853	El002G113550	As003G066840
OG0016854	El002G113310	As003G067950
OG0016855	El002G113970	As003G068940
OG0016856	El002G113990	As003G068960
OG0016857	El002G114290	As003G069120, As003G069130
OG0016858	El002G114620	As003G069240
OG0016859	El002G115590	As003G070080
OG0016860	El002G115680	As003G070160
OG0016861	El006G314260	As003G070180
OG0016862	El006G314250	As003G070190
OG0016863	El002G115810	As003G070260
OG0016864	El002G115850	As003G070310
OG0016865	El002G116500	As003G070780
OG0016866	El002G117150	As003G071090
OG0016867	El002G117250	As003G071180
OG0016868	El002G117410	As003G071310
OG0016869	El003G146710	As003G071830
OG0016870	El003G146450	As003G072070
OG0016871	El003G146360	As003G072140
OG0016872	El003G145930	As003G072500
OG0016873	El003G145420	As003G072970
OG0016874	El003G145210	As003G073180
OG0016875	El003G144980	As003G073390
OG0016876	El006G319530	As007G180030, As003G074210
OG0016877	El003G144010	As003G074360
OG0016878	El003G143670	As003G074670
OG0016880	El003G143250	As003G075010
OG0016881	El003G143140	As003G075100
OG0016882	El003G143030	As003G075130
OG0016883	El003G142650	As003G075680
OG0016884	El003G142460	As003G075860
OG0016885	El003G142240	As003G076050
OG0016886	El003G142150	As003G076130
OG0016887	El003G141980	As003G076300
OG0016888	El003G141950	As003G076360
OG0016889	El003G141800	As003G076450
OG0016890	El003G141710	As003G076580
OG0016891	El003G141660	As003G076600
OG0016892	El003G181620	As004G076760
OG0016893	El003G183650	As004G076810
OG0016894	El003G184630, El003G180790, El003G180770	As004G077030
OG0016895	El003G185930	As004G077310
OG0016896	El003G186070	As004G077340
OG0016897	El003G189130	As004G078250
OG0016898	El003G189140	As004G078270
OG0016899	El003G189210	As004G078330
OG0016900	El003G189730	As004G078580
OG0016901	El003G189850	As004G078620
OG0016902	El006G296180	As004G078630
OG0016903	El002G093150	As004G078930
OG0016904	El005G235380	As004G079110
OG0016905	El001G014920	As004G079240
OG0016906	El002G119040	As004G079290
OG0016907	El001G011410	As004G080760
OG0016908	El001G011310	As004G080880
OG0016909	El001G016540	As004G080930
OG0016910	El006G296980	As004G081060
OG0016911	El006G298170	As004G081530
OG0016912	El006G298300	As004G081630
OG0016913	El007G358660	As004G081840
OG0016914	El007G358550	As004G081940
OG0016915	El007G357710	As004G082290
OG0016916	El001G049100	As004G082880
OG0016917	El007G355390	As004G082900
OG0016918	El001G009520	As004G083250
OG0016919	El001G009370	As004G083320
OG0016920	El001G008120	As004G084090
OG0016921	El001G007560	As004G084540
OG0016922	El001G006200	As004G085150
OG0016923	El001G005820	As004G085430
OG0016924	El001G005770	As004G085510
OG0016925	El001G004980	As004G086040
OG0016926	El001G004760	As004G086190
OG0016927	El001G004560	As004G086340
OG0016928	El002G091080	As004G086540
OG0016929	El007G361060	As004G086730
OG0016930	El007G363830	As004G088100
OG0016931	El005G250640	As004G089800
OG0016932	El003G182520	As004G090060
OG0016933	El007G366740	As004G090220
OG0016934	El007G366800	As004G090310
OG0016935	El007G366410	As004G090330
OG0016936	El001G082350	As004G090560
OG0016937	El003G183100	As004G090790
OG0016938	El007G366580	As004G091010
OG0016939	El003G183070	As004G091450
OG0016940	El003G182560	As004G091660
OG0016941	El005G269370	As004G091720
OG0016942	El005G269400	As004G091820
OG0016943	El003G182850	As004G091880
OG0016944	El005G270400	As004G092110
OG0016945	El003G183410	As004G092170
OG0016946	El003G182420	As004G092800
OG0016947	El003G179100	As004G093420
OG0016948	El003G178440	As004G093610
OG0016949	El003G177290	As004G094450
OG0016951	El003G175920	As004G095120
OG0016952	El003G175690	As004G095190
OG0016953	El003G174180	As004G095990
OG0016954	El003G174160	As004G096010
OG0016955	El003G174140	As004G096030
OG0016956	El003G174080	As004G096060
OG0016957	El003G173820	As004G096180
OG0016958	El003G172900	As004G096530
OG0016959	El003G189870	As004G096750
OG0016960	El003G189890	As004G096770
OG0016961	El007G322060	As004G097130
OG0016962	El003G191350	As004G097300
OG0016963	El003G191700	As004G097520
OG0016964	El003G192730	As004G098020
OG0016965	El003G193020	As004G098050
OG0016966	El003G193090	As004G098090
OG0016967	El003G193270	As004G098190
OG0016968	El003G193350	As004G098240
OG0016969	El003G193360	As004G098250
OG0016970	El001G001590	As004G098460
OG0016971	El006G279700	As005G098600, As005G103060
OG0016972	El006G279720	As005G098630
OG0016973	El006G279970	As005G098950
OG0016974	El006G280270	As005G099350
OG0016975	El006G280420	As005G099500
OG0016976	El006G280980	As005G100110
OG0016977	El006G281060	As005G100180
OG0016978	El006G281350	As005G100450
OG0016979	El006G281860	As005G100850
OG0016980	El001G039640, El005G247480, El006G282940	As005G101660
OG0016981	El006G283490	As005G102130
OG0016982	El006G315460	As005G102440, As005G102430
OG0016983	El006G284730	As005G103120
OG0016984	El006G284830	As005G103220
OG0016985	El006G284910	As005G103290
OG0016986	El001G031010	As012G285470, As005G103980
OG0016987	El006G285540	As005G104030
OG0016988	El006G285700	As005G104130
OG0016990	El006G287330	As005G105390
OG0016992	El006G287930	As005G106160
OG0016993	El001G081960	As005G106290
OG0016994	El001G081950	As005G106300
OG0016995	El001G081880	As005G106370
OG0016996	El001G081680	As005G106560
OG0016997	El001G081620	As005G106600
OG0016998	El001G081600	As005G106630
OG0016999	El001G081560	As005G106660
OG0017000	El001G081320	As005G106900
OG0017001	El001G081290	As005G106940
OG0017002	El001G081050	As005G107150
OG0017003	El001G080920	As005G107290
OG0017004	El001G080910	As005G107300
OG0017005	El001G080750	As005G107450
OG0017006	El001G080110	As005G107940
OG0017007	El001G079340	As005G108320
OG0017008	El001G078570	As005G109050
OG0017009	El001G060530	As005G110420
OG0017010	El001G059920	As005G110920
OG0017011	El001G059750	As005G111080
OG0017012	El001G059840	As005G111590
OG0017013	El001G059090	As005G112430
OG0017014	El001G058950	As005G112590
OG0017015	El001G058180	As005G113310
OG0017016	El001G057730	As005G113580
OG0017017	El001G057510	As005G113680
OG0017018	El007G331040	As005G114710
OG0017019	El007G331610	As005G115540
OG0017021	El007G326950	As010G225570, As005G116530
OG0017022	El007G326840	As005G116680
OG0017023	El007G326530	As005G116960
OG0017024	El007G326400	As005G117050
OG0017025	El007G325500	As005G117840
OG0017026	El007G325340	As005G117980
OG0017027	El007G325250	As005G118130
OG0017028	El007G325120	As005G118240
OG0017029	El007G325100	As005G118250
OG0017030	El007G324620	As005G118590
OG0017031	El007G324540	As005G118640
OG0017032	El007G324350	As005G118780
OG0017033	El007G324240	As005G118880
OG0017034	El007G324100	As005G118950
OG0017035	El007G323930	As005G119050
OG0017036	El007G323900	As005G119080
OG0017037	El007G323460	As005G119460
OG0017038	El007G323190	As005G119680
OG0017039	El007G322890	As005G119930
OG0017040	El007G322660	As005G120160
OG0017041	El004G230440	As005G120460
OG0017042	El007G322120	As005G120750
OG0017043	El007G322030	As005G120810
OG0017044	El001G000040	As006G121000
OG0017045	El001G000460	As006G121600
OG0017046	El001G001120	As006G121950
OG0017047	El001G001360	As006G122170
OG0017048	El001G001420	As006G122190
OG0017049	El001G001500	As006G122270, As008G198440
OG0017050	El001G001610	As006G122360
OG0017051	El002G113300	As006G122510
OG0017052	El001G002390	As006G122910
OG0017053	El001G003070	As006G123320
OG0017054	El007G360350	As006G124300
OG0017055	El007G359680	As006G124810
OG0017056	El007G359340	As006G124870
OG0017057	El007G359330	As006G124880
OG0017058	El007G359180	As006G125020
OG0017059	El006G299320	As006G125850
OG0017060	El006G300460	As006G126890
OG0017061	El006G300500	As006G126910
OG0017062	El006G300860	As006G127170
OG0017063	El006G301410	As006G127560
OG0017064	El006G301760	As006G127800
OG0017065	El006G302110	As006G128000
OG0017066	El006G302780	As006G128410
OG0017067	El006G303670, El006G303690	As006G128920
OG0017068	El006G304330	As006G129230
OG0017069	El006G304750	As006G129540
OG0017070	El006G304880	As006G129580
OG0017071	El006G305280	As006G129860
OG0017072	El006G305690	As006G130050
OG0017073	El006G305770	As006G130090
OG0017074	El006G306250	As006G130330
OG0017075	El006G308120	As006G130620
OG0017076	El006G308690	As006G130960
OG0017077	El006G310320	As006G131280
OG0017078	El006G311010	As006G131290
OG0017079	El006G310410	As006G131300
OG0017080	El006G311400	As006G131530
OG0017081	El006G311760	As006G131570
OG0017082	El006G312060	As006G131660
OG0017083	El006G312610	As006G131760
OG0017084	El006G312800	As006G131830
OG0017085	El006G313200	As006G131880
OG0017086	El003G191170	As006G132150
OG0017087	El006G313660	As006G132170
OG0017088	El003G156680	As006G132240
OG0017089	El003G156700	As006G132270
OG0017090	El003G156730	As006G132300
OG0017092	El003G156900	As006G132400
OG0017093	El003G156960	As006G132430
OG0017094	El005G235350	As006G132940
OG0017095	El005G235370	As006G132960
OG0017096	El005G235240	As006G133190
OG0017097	El005G235150	As006G133260
OG0017098	El005G234980	As006G133440
OG0017099	El005G234890	As006G133580
OG0017100	El003G158060	As006G134120
OG0017101	El003G157940	As006G134220
OG0017102	El003G157790	As006G134340
OG0017103	El003G157460	As006G134470
OG0017104	El003G157680	As006G134650
OG0017105	El005G236270	As006G135110
OG0017106	El005G236380	As006G135210
OG0017107	El005G237040	As006G135790
OG0017108	El005G237140	As006G135870
OG0017109	El005G237170	As006G135900
OG0017110	El005G237480	As006G136210
OG0017111	El005G237620	As006G136350
OG0017112	El005G237780	As006G136490
OG0017113	El005G238040	As006G136710
OG0017114	El005G238580	As006G137280
OG0017115	El005G239250	As006G137840
OG0017116	El005G239530	As006G137980
OG0017117	El005G239630	As006G138060
OG0017118	El005G240130	As006G138690
OG0017119	El005G240390	As006G138820
OG0017120	El005G240820	As006G139210
OG0017121	El005G240830	As006G139220
OG0017122	El005G241030	As006G139430
OG0017123	El005G241130	As006G139530
OG0017124	El005G241160	As006G139550
OG0017125	El005G241690	As006G140100
OG0017126	El005G241750	As006G140150
OG0017127	El005G241820	As006G140210
OG0017128	El005G242140	As006G140480
OG0017129	El005G242230	As006G140590
OG0017130	El007G361950, El005G242560	As006G141020
OG0017131	El005G242690	As006G141140
OG0017132	El005G242890	As006G141270
OG0017133	El005G243100	As006G141430
OG0017134	El005G243450	As006G141730
OG0017135	El005G243480	As006G141780
OG0017136	El005G243950	As006G142130
OG0017137	El006G289260	As006G142600
OG0017138	El006G289850	As006G143060
OG0017139	El006G290250	As006G143460
OG0017140	El006G290270	As006G143480
OG0017141	El006G290430, El006G290390	As006G143530
OG0017142	El006G290840	As006G143650
OG0017143	El006G290910	As006G143960
OG0017144	El006G291150	As006G144180
OG0017145	El006G291170	As006G144200
OG0017146	El006G294710	As006G144670
OG0017147	El006G293840	As006G145290
OG0017148	El006G293520	As006G145620
OG0017149	El006G292850	As006G146250
OG0017150	El006G292610	As006G146750
OG0017151	El006G292550	As006G146790
OG0017152	El006G291760	As006G148310
OG0017153	El002G099380	As007G151960
OG0017154	El002G099610	As007G152150
OG0017155	El002G100050	As007G152450
OG0017156	El002G100500	As007G152990
OG0017157	El002G100570	As007G153060
OG0017159	El002G101200	As007G153540
OG0017160	El002G101330	As007G153660
OG0017161	El002G101770	As007G154060
OG0017162	El002G102500	As007G154440
OG0017163	El002G102280	As007G154650
OG0017164	El002G102660	As007G154900
OG0017165	El002G102730	As007G154960
OG0017166	El002G102770	As007G155020
OG0017167	El002G102890	As007G155150
OG0017168	El002G103380	As007G155520
OG0017169	El002G103780	As007G155810
OG0017170	El002G103870	As007G155880
OG0017171	El002G135030	As007G156220
OG0017172	El002G105300	As007G156980
OG0017173	El002G105940	As007G157450
OG0017174	El002G106120	As007G157650
OG0017175	El002G106150	As007G157690
OG0017176	El002G106190	As007G157730
OG0017177	El002G106280	As007G157830
OG0017178	El002G107370	As007G158320
OG0017179	El002G107630	As007G158570
OG0017180	El002G107740	As007G158640
OG0017181	El002G120380	As007G158790
OG0017182	El002G107900	As007G158810
OG0017183	El002G108020	As007G158970
OG0017184	El002G108230	As007G159180
OG0017185	El002G108390	As007G159240
OG0017186	El002G109350	As007G159860
OG0017187	El002G109410	As007G159910
OG0017188	El002G109990	As007G160220
OG0017189	El002G111450	As007G160540
OG0017190	El002G111710	As007G161050
OG0017191	El002G112130	As007G161370
OG0017192	El002G112450	As007G161690
OG0017193	El002G113150	As007G162600
OG0017194	El002G113140	As007G162610
OG0017195	El002G113130	As007G162620
OG0017196	El003G160300	As007G162930
OG0017197	El006G288330	As007G164370
OG0017198	El003G159330	As007G164650
OG0017199	El003G158930	As007G165210
OG0017200	El003G156270	As007G166030
OG0017202	El006G315960	As007G177070
OG0017203	El006G315590	As007G177680
OG0017204	El006G316960	As007G178110
OG0017205	El006G317250	As007G178390
OG0017206	El006G318560	As007G179560
OG0017207	El006G319040	As007G179810
OG0017208	El006G319550	As007G180050
OG0017209	El006G319670	As007G180170
OG0017210	El006G320280	As007G180550
OG0017211	El006G320380	As007G180620
OG0017212	El006G321050	As007G180890
OG0017213	El006G321110	As007G180940
OG0017214	El006G321240	As007G181050
OG0017215	El006G321490	As007G181870
OG0017216	El006G321520	As007G181890
OG0017217	El002G098700	As008G182750
OG0017218	El002G098030	As008G183290
OG0017219	El002G097250	As008G183810
OG0017220	El002G097070, El002G097060	As008G184090
OG0017221	El002G096470	As008G184430
OG0017222	El002G096430	As008G184450
OG0017223	El002G096080	As008G184650
OG0017224	El002G094760	As008G185990
OG0017225	El002G094640	As008G186100
OG0017226	El002G093930	As008G186700
OG0017227	El002G093860	As008G186760
OG0017228	El002G093820	As008G186800
OG0017229	El002G093270	As008G187320
OG0017230	El002G092660	As008G187530
OG0017231	El002G092850	As008G187610
OG0017232	El002G092230	As008G188360
OG0017233	El002G091970	As008G188680
OG0017234	El004G208260	As008G188690
OG0017235	El002G091930	As008G188720
OG0017236	El003G161910, El005G276390, El002G120590, El007G356650, El003G186320, El004G206810	As008G188860
OG0017237	El002G091850	As008G188910
OG0017238	El001G074720	As008G189080
OG0017239	El002G091260	As008G190440
OG0017240	El002G089720	As008G192960
OG0017241	El002G088770	As008G193710
OG0017242	El002G088630	As008G193920
OG0017243	El002G088250	As008G194300
OG0017244	El002G087840	As008G194670
OG0017245	El002G087610	As008G194900
OG0017246	El002G087140	As008G195450
OG0017247	El002G087090	As008G195490
OG0017248	El002G086650	As008G195960
OG0017249	El002G086380, El002G086340	As008G196200
OG0017250	El002G085960	As008G196510
OG0017251	El002G085900	As008G196570
OG0017252	El002G085460	As008G196860
OG0017253	El002G085520	As008G196880
OG0017254	El002G085530	As008G196890
OG0017255	El002G085560	As008G196930
OG0017256	El002G085620	As008G196980
OG0017257	El002G085150	As008G197170
OG0017258	El002G085020	As008G197310
OG0017259	El002G084060	As008G197940
OG0017260	El002G084020	As008G198140
OG0017261	El002G082970	As008G199140
OG0017262	El002G082810	As008G199230
OG0017263	El002G082520	As008G199590
OG0017264	El002G082450	As008G199640
OG0017265	El001G066920	As009G199890
OG0017266	El001G066950	As009G199920
OG0017267	El001G066970	As009G199950
OG0017268	El001G067040	As009G199980
OG0017269	El001G066500	As009G200720
OG0017270	El001G066490	As009G200730
OG0017271	El001G066460	As009G200740
OG0017272	El001G062170, El001G066080, El001G062180	As009G201210
OG0017273	El001G066240	As009G201340
OG0017274	El001G065130	As009G202090
OG0017275	El001G064600	As009G202380
OG0017276	El001G064220	As009G202690
OG0017277	El001G063240	As009G203580
OG0017278	El001G063190	As009G203620
OG0017279	El001G063050	As009G203730
OG0017280	El004G218920	As009G203930
OG0017281	El001G061600	As009G204720
OG0017282	El001G061470	As009G204850
OG0017283	El001G061450	As009G204870
OG0017284	El001G061070	As009G205140
OG0017285	El001G049390	As009G206520
OG0017286	El001G048850	As009G206880
OG0017287	El001G047700	As009G207120
OG0017288	El007G345220	As009G207250
OG0017289	El007G345390	As009G207400
OG0017290	El007G346070, El005G269090	As009G207980
OG0017291	El007G349100	As009G209130
OG0017292	El007G348350	As009G210070
OG0017293	El001G067980	As009G210230
OG0017294	El001G068030	As009G210260
OG0017295	El001G075030	As009G210700
OG0017296	El001G038270	As009G211790
OG0017297	El002G141290	As009G211880
OG0017298	El007G351190	As009G212130
OG0017299	El001G076970	As009G213680
OG0017300	El001G077000	As009G213800
OG0017301	El001G077030	As009G213840
OG0017302	El001G077150	As009G213950
OG0017303	El001G077590	As009G214100
OG0017304	El001G052680	As009G215040
OG0017305	El001G052610	As009G215250
OG0017306	El001G052790	As009G215290
OG0017307	El002G102050	As009G215540
OG0017308	El001G054500	As009G215770
OG0017309	El001G054750	As009G215860
OG0017310	El001G055550	As009G216090
OG0017311	El001G055430	As009G216180
OG0017312	El001G055630	As009G216360
OG0017313	El001G055870	As009G216550
OG0017314	El001G055930	As009G216620
OG0017315	El001G055940	As009G216630
OG0017316	El001G056950	As009G217330
OG0017317	El001G057020	As009G217380
OG0017318	El007G329560	As009G217920
OG0017319	El007G337520	As009G218100
OG0017320	El007G329290	As009G218130
OG0017321	El007G328860	As009G218420
OG0017322	El007G328800	As009G218470
OG0017323	El007G328740	As009G218520
OG0017324	El007G328650	As009G218580
OG0017325	El007G328540	As009G218650
OG0017326	El007G327580	As009G219430
OG0017327	El007G332890	As009G219790
OG0017328	El007G332960	As009G219850
OG0017329	El007G332990	As009G219880
OG0017330	El001G021580	As010G220330
OG0017331	El001G021240	As010G220570
OG0017332	El001G021100	As010G220660
OG0017333	El001G020890	As010G220760
OG0017334	El001G020720	As010G220880
OG0017336	El001G020090	As010G221300
OG0017337	El001G060730	As010G221680
OG0017338	El001G018570	As010G222310
OG0017339	El001G018510	As010G222380
OG0017340	El001G018150	As010G222650
OG0017341	El001G017860	As010G222870
OG0017342	El001G017780	As010G222970
OG0017343	El001G017400	As010G223300
OG0017344	El001G017280	As010G223390
OG0017345	El001G016850	As010G223590
OG0017346	El001G016340	As010G224100
OG0017347	El001G016110	As010G224250
OG0017348	El001G015770	As010G224520
OG0017349	El003G175700	As010G224840
OG0017350	El001G041180, El001G014090	As010G225360
OG0017351	El001G012700	As010G226160
OG0017352	El001G012710	As010G226190
OG0017353	El001G012600	As010G226300
OG0017354	El001G011790	As010G226990
OG0017355	El001G060000	As010G227400
OG0017356	El004G218200	As010G227670
OG0017357	El004G218140	As010G227870
OG0017358	El001G067890	As010G229080
OG0017359	El004G218400	As010G229700
OG0017360	El004G218300	As010G230590
OG0017361	El004G219720	As010G231350
OG0017362	El004G220210	As010G232110
OG0017363	El004G220250	As010G232210
OG0017364	El007G345100	As010G232530
OG0017366	El004G220630	As010G232600
OG0017367	El004G220910	As010G232780
OG0017368	El004G222250	As010G233550
OG0017369	El004G222260	As010G233560
OG0017370	El004G222420	As010G233670
OG0017372	El004G222950	As010G233990
OG0017373	El004G222970	As010G234010
OG0017374	El004G223350	As010G234330
OG0017375	El004G231230	As010G235480
OG0017376	El004G231160	As010G235520
OG0017377	El004G230560	As010G235990
OG0017378	El004G230530	As010G236020
OG0017379	El004G230430	As010G236110
OG0017380	El004G230020	As010G236440
OG0017381	El004G229670	As010G236720
OG0017382	El004G229580	As010G236820
OG0017383	El004G229560	As010G236840
OG0017384	El004G229030	As010G237310
OG0017385	El004G228630	As010G237630
OG0017386	El004G228440	As010G237700
OG0017387	El002G104030, El037G374560	As010G238070
OG0017388	El004G227530	As010G238560
OG0017389	El004G227220	As010G238860
OG0017390	El004G226890	As010G239180
OG0017391	El001G060930	As010G239320
OG0017392	El004G226610	As010G239420
OG0017393	El003G182410	As010G239520
OG0017394	El004G226120	As010G239810
OG0017395	El004G226040	As010G239930
OG0017396	El004G225660	As010G240210
OG0017397	El004G225500	As010G240300
OG0017398	El004G225300	As010G240530
OG0017399	El004G225110	As010G240810
OG0017400	El004G224650	As010G241210
OG0017401	El004G231920	As010G241910
OG0017402	El004G232210	As010G242120
OG0017403	El004G232580	As010G242500
OG0017404	El004G233000	As010G242890
OG0017405	El004G233060	As010G242950
OG0017406	El004G233340	As010G243120
OG0017407	El004G233440	As010G243240
OG0017408	El004G233530	As010G243360
OG0017409	El004G234370	As010G244090
OG0017410	El004G234530	As010G244270
OG0017411	El004G234690	As010G244440
OG0017412	El004G234710	As010G244460
OG0017413	El004G234730	As010G244580
OG0017414	El005G248780	As011G244800
OG0017415	El005G249090	As011G245010
OG0017416	El005G249270	As011G245220
OG0017417	El005G249500	As011G245530
OG0017418	El005G249690	As011G245660
OG0017419	El005G249790	As011G245740
OG0017420	El005G250870	As011G246720
OG0017421	El005G250880	As011G246730
OG0017422	El005G251450	As011G247160
OG0017423	El005G251570	As011G247250
OG0017424	El005G251590	As011G247270
OG0017426	El005G252280	As011G247820
OG0017427	El005G253030	As011G248460
OG0017428	El005G253230	As011G248670
OG0017429	El005G253590	As011G248990
OG0017430	El005G254810	As011G249950
OG0017431	El005G255740	As011G250500
OG0017432	El005G255760	As011G250530
OG0017433	El005G256390	As011G251100
OG0017435	El005G257150	As011G251690
OG0017436	El002G134200, El005G257190	As011G251730
OG0017437	El005G257240	As011G251800
OG0017438	El005G257280	As011G251830
OG0017439	El005G257290	As011G251850
OG0017440	El005G259780	As011G253410
OG0017441	El005G259440	As011G253620
OG0017442	El005G259430	As011G253630
OG0017445	El005G261340	As011G254470
OG0017446	El007G342270	As011G254660
OG0017447	El005G261770	As011G254670
OG0017448	El005G264410	As011G255200
OG0017449	El005G265620	As011G255660
OG0017451	El005G267750	As011G256600
OG0017452	El005G268150	As011G256900
OG0017453	El005G268390	As011G257510
OG0017454	El006G314000	As011G258860
OG0017455	El005G270100	As011G259390
OG0017456	El005G271390	As011G259850
OG0017457	El005G271690	As011G260710
OG0017458	El005G271870	As011G260920
OG0017459	El005G270820	As011G261410
OG0017460	El005G271930	As011G262020
OG0017461	El005G272190	As011G262190
OG0017462	El005G273380	As011G263070
OG0017463	El005G273650	As011G263370
OG0017464	El005G274600	As011G264230
OG0017465	El005G274850	As011G264420
OG0017466	El005G275220	As011G264660
OG0017467	El005G275340	As011G264750
OG0017468	El005G276820	As011G265270
OG0017469	El005G277280	As011G265620
OG0017470	El005G277870	As011G266090
OG0017471	El005G278540	As011G266720
OG0017472	El005G278760	As011G267000
OG0017473	El005G278830	As011G267080
OG0017474	El003G155530	As011G267310
OG0017475	El005G279460	As011G267470
OG0017476	El005G279440	As011G267490
OG0017477	El005G279270	As011G267540
OG0017478	El005G279570	As011G267600
OG0017479	El005G279590	As011G267610
OG0017480	El002G141480	As012G267760
OG0017481	El002G141000	As012G267990
OG0017482	El002G140790	As012G268170
